Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2019, тыс. рублей;Июль, 2019, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;0;Мегаполис;3265;Чувашия;4 335 706,00;4 389 458,00;-53 752,00;-1,22
260;-3;Камский Коммерческий Банк;438;Татарстан;4 321 311,00;4 501 095,00;-179 784,00;-3,99
261;0;Донкомбанк;492;Ростовская обл.;4 223 804,00;4 144 284,00;79 520,00;1,92
262;4;Заубер Банк;1614;Санкт-Петербург и обл.;4 159 377,00;4 008 551,00;150 826,00;3,76
263;-3;Бланк Банк;2368;Москва и обл.;4 060 151,00;4 229 983,00;-169 832,00;-4,01
264;1;Московский Коммерческий Банк;3172;Москва и обл.;3 993 250,00;4 035 477,00;-42 227,00;-1,05
265;2;Вологжанин;1896;Вологодская обл.;3 993 055,00;3 922 304,00;70 751,00;1,80
266;-3;Оргбанк;3312;Москва и обл.;3 979 348,00;4 085 687,00;-106 339,00;-2,60
267;2;Братский АНКБ;1144;Иркутская обл.;3 945 232,00;3 839 511,00;105 721,00;2,75
268;-4;Долинск;857;Сахалинская обл.;3 930 167,00;4 060 760,00;-130 593,00;-3,22
269;-1;ПэйПал Ру;3517;Москва и обл.;3 885 521,00;3 885 521,00;0,00;0
270;3;Банк Кремлевский;2905;Москва и обл.;3 822 047,00;3 744 950,00;77 097,00;2,06
271;10;ЮМК Банк;3495;Краснодарский край;3 778 616,00;3 561 989,00;216 627,00;6,08
272;0;Славянский Кредит;2960;Москва и обл.;3 775 356,00;3 783 901,00;-8 545,00;-0,23
273;2;Коммерческий Индо Банк;3446;Москва и обл.;3 707 003,00;3 693 794,00;13 209,00;0,36
274;-4;Алтайкапиталбанк;2659;Алтайский край;3 684 804,00;3 819 805,00;-135 001,00;-3,53
275;-1;ФинТех;3499;Москва и обл.;3 671 989,00;3 718 962,00;-46 973,00;-1,26
276;3;Объединенный Резервный Банк;937;Москва и обл.;3 602 934,00;3 589 893,00;13 041,00;0,36
277;1;Уралфинанс;1370;Свердловская обл.;3 600 978,00;3 606 006,00;-5 028,00;-0,14
278;9;Современные Стандарты Бизнеса;3397;Москва и обл.;3 524 471,00;3 351 273,00;173 198,00;5,17
279;-2;Владбизнесбанк;903;Владимирская обл.;3 519 497,00;3 610 505,00;-91 008,00;-2,52
280;-9;Банк Реалист;2646;Москва и обл.;3 513 436,00;3 809 275,00;-295 839,00;-7,77
281;-1;Уралпромбанк;2964;Челябинская обл.;3 511 674,00;3 565 538,00;-53 864,00;-1,51
282;0;Унифондбанк;3416;Москва и обл.;3 394 223,00;3 529 011,00;-134 788,00;-3,82
283;2;Элита;1399;Калужская обл.;3 388 608,00;3 452 408,00;-63 800,00;-1,85
284;4;Первый Клиентский Банк;3436;Москва и обл.;3 367 250,00;3 332 702,00;34 548,00;1,04
285;1;Бест Эффортс Банк;435;Москва и обл.;3 163 589,00;3 394 335,00;-230 746,00;-6,80
286;7;Синко-Банк;2838;Москва и обл.;3 071 339,00;3 041 938,00;29 401,00;0,97
287;2;Евразийский Банк;969;Москва и обл.;3 046 868,00;3 274 795,00;-227 927,00;-6,96
288;3;Живаго Банк;2065;Рязанская обл.;3 045 790,00;3 072 118,00;-26 328,00;-0,86
289;6;Международный Коммерческий Банк;2524;Москва и обл.;2 998 767,00;3 016 518,00;-17 751,00;-0,59
290;-7;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 987 499,00;3 491 286,00;-503 787,00;-14,43
291;8;Первоуральскбанк;965;Свердловская обл.;2 940 233,00;2 829 963,00;110 270,00;3,90
292;4;Экси-Банк;2530;Санкт-Петербург и обл.;2 923 816,00;3 003 290,00;-79 474,00;-2,65
293;13;Новый Век;3417;Москва и обл.;2 908 151,00;2 662 413,00;245 738,00;9,23
294;4;Банк Заречье;817;Татарстан;2 897 022,00;2 934 603,00;-37 581,00;-1,28
295;6;БСТ-Банк;2883;Кемеровская обл.;2 823 083,00;2 808 859,00;14 224,00;0,51
296;6;Озон Банк;3516;Москва и обл.;2 809 226,00;2 766 017,00;43 209,00;1,56
297;6;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 807 892,00;2 743 360,00;64 532,00;2,35
298;14;Юнистрим;3467;Москва и обл.;2 773 394,00;2 560 093,00;213 301,00;8,33
299;1;ИТ Банк;2609;Омская обл.;2 722 351,00;2 819 603,00;-97 252,00;-3,45
300;7;Профессионал Банк;3296;Москва и обл.;2 712 523,00;2 640 190,00;72 333,00;2,74
301;-4;Америкэн Экспресс Банк;3460;Москва и обл.;2 707 958,00;2 965 098,00;-257 140,00;-8,67
302;-10;Система;2846;Москва и обл.;2 676 228,00;3 068 238,00;-392 010,00;-12,78
303;2;Евроальянс;1781;Ивановская обл.;2 644 217,00;2 709 592,00;-65 375,00;-2,41
304;10;Газнефтьбанк;3223;Саратовская обл.;2 585 092,00;2 545 393,00;39 699,00;1,56
305;10;Тендер-Банк;2252;Москва и обл.;2 584 801,00;2 528 432,00;56 369,00;2,23
306;10;Яринтербанк;2564;Ярославская обл.;2 568 667,00;2 522 861,00;45 806,00;1,82
307;3;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 554 466,00;2 565 525,00;-11 059,00;-0,43
308;-4;РБА;3413;Москва и обл.;2 530 552,00;2 713 418,00;-182 866,00;-6,74
309;8;Кетовский Коммерческий Банк;842;Курганская обл.;2 522 752,00;2 518 750,00;4 002,00;0,16
310;-1;Ермак;1809;Ханты-Мансийский АО — Югра;2 515 028,00;2 582 534,00;-67 506,00;-2,61
311;-3;Далена Банк;1948;Москва и обл.;2 482 714,00;2 590 508,00;-107 794,00;-4,16
312;6;Социум-Банк;2881;Москва и обл.;2 437 702,00;2 481 094,00;-43 392,00;-1,75
313;8;Россита-Банк;3257;Москва и обл.;2 410 312,00;2 325 964,00;84 348,00;3,63
314;-3;Внешфинбанк;3173;Краснодарский край;2 410 180,00;2 565 397,00;-155 217,00;-6,05
315;4;Йошкар-Ола;2802;Марий Эл;2 374 021,00;2 397 194,00;-23 173,00;-0,97
316;7;Невский Банк;1068;Санкт-Петербург и обл.;2 359 103,00;2 255 409,00;103 694,00;4,60
317;-4;Витабанк;356;Санкт-Петербург и обл.;2 351 558,00;2 551 280,00;-199 722,00;-7,83
318;4;Банк Пермь;875;Пермская обл.;2 346 113,00;2 295 870,00;50 243,00;2,19
319;1;Народный Банк;2249;Москва и обл.;2 289 318,00;2 330 938,00;-41 620,00;-1,79
320;8;Вкабанк;1027;Астраханская обл.;2 216 730,00;2 146 658,00;70 072,00;3,26
321;3;Старооскольский Агропромбанк;1050;Белгородская обл.;2 209 891,00;2 197 764,00;12 127,00;0,55
322;13;Первый Дортрансбанк;3271;Кировская обл.;2 202 340,00;2 045 392,00;156 948,00;7,67
323;6;Великие Луки Банк;598;Псковская обл.;2 200 705,00;2 142 784,00;57 921,00;2,70
324;7;Банк Глобус;2438;Москва и обл.;2 191 201,00;2 093 089,00;98 112,00;4,69
325;0;Костромаселькомбанк;1115;Костромская обл.;2 171 435,00;2 179 204,00;-7 769,00;-0,36
326;4;Первый Инвестиционный Банк;604;Москва и обл.;2 165 526,00;2 130 124,00;35 402,00;1,66
327;0;Капитал;575;Москва и обл.;2 105 440,00;2 164 688,00;-59 248,00;-2,74
328;6;Саратов;330;Саратовская обл.;2 070 847,00;2 070 607,00;240,00;0,01
329;-3;Приобье;537;Ханты-Мансийский АО — Югра;2 056 974,00;2 175 927,00;-118 953,00;-5,47
330;3;ИК Банк;1732;Татарстан;2 049 998,00;2 077 039,00;-27 041,00;-1,30
331;26;Межбанковский Кредитный Союз;3242;Москва и обл.;2 020 604,00;1 512 043,00;508 561,00;33,63
332;0;Кросна-Банк;2607;Москва и обл.;1 973 827,00;2 080 326,00;-106 499,00;-5,12
333;3;Викинг;2;Санкт-Петербург и обл.;1 972 066,00;1 955 067,00;16 999,00;0,87
334;3;Арзамас;1281;Нижегородская обл.;1 953 994,00;1 946 311,00;7 683,00;0,39
335;4;Мобильная карта;3522;Санкт-Петербург и обл.;1 918 205,00;1 918 205,00;0,00;0
336;-60;Новокиб;1747;Кемеровская обл.;1 904 764,00;3 628 017,00;-1 723 253,00;-47,50
337;1;Сельмашбанк;106;Ростовская обл.;1 897 244,00;1 942 790,00;-45 546,00;-2,34
338;2;Новый Московский Банк;2932;Москва и обл.;1 876 083,00;1 855 925,00;20 158,00;1,09
339;3;Кредпромбанк;1165;Ярославская обл.;1 818 790,00;1 776 355,00;42 435,00;2,39
340;5;Майкопбанк;1136;Адыгея;1 782 134,00;1 724 616,00;57 518,00;3,34
341;31;Росбизнесбанк;1405;Москва и обл.;1 730 532,00;1 342 995,00;387 537,00;28,86
342;7;Калуга;1151;Калужская обл.;1 726 667,00;1 679 675,00;46 992,00;2,80
343;7;Промсельхозбанк;538;Москва и обл.;1 714 460,00;1 645 813,00;68 647,00;4,17
344;-1;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 683 190,00;1 775 638,00;-92 448,00;-5,21
345;-4;Дом-Банк;3209;Москва и обл.;1 677 688,00;1 819 310,00;-141 622,00;-7,78
346;5;АвтоКредитБанк;1973;Татарстан;1 649 759,00;1 629 105,00;20 654,00;1,27
347;13;Апабанк;2404;Москва и обл.;1 646 326,00;1 440 333,00;205 993,00;14,30
348;-2;Кузбассхимбанк;2868;Кемеровская обл.;1 641 041,00;1 720 775,00;-79 734,00;-4,63
349;7;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 575 364,00;1 522 073,00;53 291,00;3,50
350;5;Алтынбанк;2070;Татарстан;1 567 309,00;1 522 847,00;44 462,00;2,92
351;3;ИРС;272;Москва и обл.;1 561 280,00;1 524 373,00;36 907,00;2,42
352;1;Спутник;1071;Самарская обл.;1 543 097,00;1 555 762,00;-12 665,00;-0,81
353;10;Тексбанк;2756;Карачаево-Черкесия;1 521 460,00;1 399 266,00;122 194,00;8,73
354;7;Проинвестбанк;784;Пермская обл.;1 506 292,00;1 428 307,00;77 985,00;5,46
355;3;Элекснет;3314;Москва и обл.;1 480 483,00;1 480 483,00;0,00;0
356;12;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 462 848,00;1 367 907,00;94 941,00;6,94
357;8;Земкомбанк;574;Ростовская обл.;1 416 613,00;1 392 742,00;23 871,00;1,71
358;1;Вакобанк;1291;Псковская обл.;1 414 888,00;1 462 498,00;-47 610,00;-3,26
359;19;Республиканский Кредитный Альянс;3017;Москва и обл.;1 406 658,00;1 262 235,00;144 423,00;11,44
360;4;Крона-Банк;2499;Иркутская обл.;1 405 153,00;1 398 527,00;6 626,00;0,47
361;-14;Сервис Резерв;2034;Москва и обл.;1 400 261,00;1 714 499,00;-314 238,00;-18,33
362;8;Ноосфера;2650;Республика Алтай;1 388 173,00;1 361 705,00;26 468,00;1,94
363;11;Прохладный;874;Кабардино-Балкария;1 363 555,00;1 316 015,00;47 540,00;3,61
364;-2;Столичный Кредит;2853;Москва и обл.;1 361 484,00;1 407 103,00;-45 619,00;-3,24
365;-13;РФИ Банк;3351;Москва и обл.;1 359 027,00;1 616 607,00;-257 580,00;-15,93
366;3;Кузнецкий Мост;2254;Москва и обл.;1 358 887,00;1 363 027,00;-4 140,00;-0,30
367;6;Яндекс Банк;3027;Москва и обл.;1 355 010,00;1 340 767,00;14 243,00;1,06
368;12;Народный Доверительный Банк;2374;Москва и обл.;1 339 553,00;1 236 521,00;103 032,00;8,33
369;-21;Расчетные Решения;3524;Москва и обл.;1 323 472,00;1 705 351,00;-381 879,00;-22,39
370;6;Нальчик;695;Кабардино-Балкария;1 305 497,00;1 295 982,00;9 515,00;0,73
371;0;Банк РМП;2574;Москва и обл.;1 303 442,00;1 356 524,00;-53 082,00;-3,91
372;10;Руна-Банк;3207;Москва и обл.;1 295 752,00;1 228 544,00;67 208,00;5,47
373;6;Примтеркомбанк;21;Приморский край;1 285 119,00;1 260 112,00;25 007,00;1,98
374;9;Русский Банк Сбережений;779;Ставропольский край;1 276 470,00;1 182 670,00;93 800,00;7,93
375;6;Почтобанк;1788;Пермская обл.;1 240 972,00;1 230 047,00;10 925,00;0,89
376;-32;Спиритбанк;2053;Тульская обл.;1 239 948,00;1 755 256,00;-515 308,00;-29,36
377;8;Курган;2568;Курганская обл.;1 207 600,00;1 166 566,00;41 034,00;3,52
378;-12;МТИ Банк;1052;Москва и обл.;1 201 470,00;1 383 314,00;-181 844,00;-13,15
379;9;Майский;1673;Кабардино-Балкария;1 182 102,00;1 102 911,00;79 191,00;7,18
380;4;Саммит Банк;85;Приморский край;1 181 943,00;1 168 377,00;13 566,00;1,16
381;-4;Спецстройбанк;236;Москва и обл.;1 170 717,00;1 283 591,00;-112 874,00;-8,79
382;4;Дон-Тексбанк;1818;Ростовская обл.;1 124 692,00;1 139 538,00;-14 846,00;-1,30
383;4;ЕАТП Банк;1765;Астраханская обл.;1 118 762,00;1 123 312,00;-4 550,00;-0,41
384;5;Байкалкредобанк;2990;Иркутская обл.;1 107 994,00;1 101 345,00;6 649,00;0,60
385;6;Невастройинвест;1926;Санкт-Петербург и обл.;1 070 058,00;1 066 268,00;3 790,00;0,36
386;6;ИСБ;3010;Москва и обл.;1 019 410,00;1 064 271,00;-44 861,00;-4,22
387;-12;Агора;3231;Москва и обл.;1 012 369,00;1 306 370,00;-294 001,00;-22,51
388;6;Соколовский;2830;Москва и обл.;975 923,00;1 021 341,00;-45 418,00;-4,45
389;7;Народный Инвестиционный Банк;2876;Самарская обл.;975 796,00;1 001 444,00;-25 648,00;-2,56
390;0;Мурманский Расчетный Центр;3341;Мурманская обл.;966 246,00;1 070 560,00;-104 314,00;-9,74
391;10;Банк РСИ;3415;Москва и обл.;957 185,00;917 491,00;39 694,00;4,33
392;6;Кредитинвест;1197;Дагестан;954 038,00;954 250,00;-212,00;-0,02
393;4;Максима;3379;Москва и обл.;947 595,00;971 852,00;-24 257,00;-2,50
394;6;Синергия;2884;Саратовская обл.;941 990,00;929 300,00;12 690,00;1,37
395;27;Единая Расчетная Палата;384;Москва и обл.;939 687,00;610 221,00;329 466,00;53,99
396;-3;Металлург;2877;Москва и обл.;882 005,00;1 055 800,00;-173 795,00;-16,46
397;7;Классик Эконом Банк;3298;Северная Осетия — Алания;857 926,00;833 528,00;24 398,00;2,93
398;4;Финчер;3486;Москва и обл.;849 677,00;886 306,00;-36 629,00;-4,13
399;8;Балаково-Банк;444;Саратовская обл.;842 640,00;819 186,00;23 454,00;2,86
400;-1;Космос;2245;Москва и обл.;816 698,00;936 062,00;-119 364,00;-12,75
401;8;Национальный Банк Сбережений;1949;Ивановская обл.;801 502,00;792 719,00;8 783,00;1,11
402;1;Химик;1114;Нижегородская обл.;790 401,00;881 781,00;-91 380,00;-10,36
403;5;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;785 792,00;801 958,00;-16 166,00;-2,02
404;10;Прокоммерцбанк;2996;Москва и обл.;783 105,00;724 164,00;58 941,00;8,14
405;6;Объединенный Банк Республики;1016;Чувашия;764 076,00;782 717,00;-18 641,00;-2,38
406;6;Единая касса;3512;Москва и обл.;723 680,00;740 337,00;-16 657,00;-2,25
407;-12;Деньги.Мэйл.Ру;3511;Москва и обл.;711 969,00;1 019 654,00;-307 685,00;-30,18
408;2;Рента-Банк;3095;Москва и обл.;701 358,00;785 535,00;-84 177,00;-10,72
409;17;РИБ;2749;Москва и обл.;682 487,00;544 983,00;137 504,00;25,23
410;6;Вятич;2796;Рязанская обл.;675 769,00;648 908,00;26 861,00;4,14
411;18;Р-Инкас;3536;Москва и обл.;672 323,00;537 516,00;134 807,00;25,08
412;-7;Ресурс-Траст;3122;Москва и обл.;661 260,00;828 424,00;-167 164,00;-20,18
413;12;Вайлдберриз Банк;841;Адыгея;658 791,00;545 666,00;113 125,00;20,73
414;7;Гефест;1046;Тверская обл.;653 043,00;618 015,00;35 028,00;5,67
415;5;РусьРегионБанк;685;Москва и обл.;647 020,00;634 002,00;13 018,00;2,05
416;3;Центрально-Азиатский;3037;Хакасия;646 979,00;641 280,00;5 699,00;0,89
417;-2;Славянбанк;804;Новгородская обл.;629 184,00;662 672,00;-33 488,00;-5,05
418;-5;Геобанк;2027;Москва и обл.;614 899,00;734 225,00;-119 326,00;-16,25
419;-2;ГринКомБанк;1184;Иркутская обл.;609 788,00;642 595,00;-32 807,00;-5,11
420;16;Эко-Инвест;3116;Москва и обл.;584 207,00;470 366,00;113 841,00;24,20
421;11;Монета.ру;3508;Марий Эл;580 713,00;513 665,00;67 048,00;13,05
422;-4;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;578 005,00;641 690,00;-63 685,00;-9,92
423;1;Сетевая Расчетная Палата;3332;Татарстан;565 457,00;577 747,00;-12 290,00;-2,13
424;3;Холмск;503;Сахалинская обл.;548 375,00;540 641,00;7 734,00;1,43
425;3;Онего;2484;Карелия;538 353,00;540 584,00;-2 231,00;-0,41
426;5;Моби.Деньги;3523;Москва и обл.;525 142,00;525 142,00;0,00;0
427;6;Таганрогбанк;3136;Ростовская обл.;513 581,00;504 394,00;9 187,00;1,82
428;2;Дружба;990;Тюменская обл.;511 861,00;526 066,00;-14 205,00;-2,70
429;5;МВС Банк;2407;Дагестан;506 898,00;501 333,00;5 565,00;1,11
430;7;Континенталь;3184;Ставропольский край;450 144,00;451 228,00;-1 084,00;-0,24
431;7;Народный Банк Тувы;1309;Тыва;444 977,00;450 356,00;-5 379,00;-1,19
432;13;Русское Финансовое Общество;3427;Москва и обл.;434 549,00;296 874,00;137 675,00;46,37
433;11;Альтернатива;3452;Москва и обл.;426 538,00;329 868,00;96 670,00;29,31
434;1;Лэнд Кредит;1478;Москва и обл.;420 994,00;485 818,00;-64 824,00;-13,34
435;4;Банк Берейт;3505;Санкт-Петербург и обл.;408 419,00;397 804,00;10 615,00;2,67
436;4;Тайдон;2085;Кемеровская обл.;369 659,00;370 674,00;-1 015,00;-0,27
437;4;Северстройбанк;3507;Вологодская обл.;366 127,00;368 315,00;-2 188,00;-0,59
438;4;ПэйЮ;3518;Москва и обл.;341 489,00;341 489,00;0,00;0
439;4;Банк 131;3538;Татарстан;337 366,00;338 735,00;-1 369,00;-0,40
440;8;Промсвязьинвест;2761;Дагестан;298 609,00;281 902,00;16 707,00;5,93
441;6;Объединенная Расчетная Система;3342;Москва и обл.;291 893,00;287 263,00;4 630,00;1,61
442;7;Электронный платежный сервис;3509;Москва и обл.;281 167,00;281 167,00;0,00;0
443;7;Платежный Стандарт;3530;Новосибирская обл.;266 015,00;266 015,00;0,00;0
444;9;Платежи и Расчеты;3324;Самарская обл.;224 042,00;193 494,00;30 548,00;15,79
445;6;Нарат;1902;Татарстан;214 688,00;214 678,00;10,00;0,00
446;10;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;211 090,00;130 341,00;80 749,00;61,95
447;7;Элексир;3533;Москва и обл.;180 466,00;181 691,00;-1 225,00;-0,67
448;4;Красноярский Краевой Расчетный Центр;3483;Красноярский край;170 726,00;195 031,00;-24 305,00;-12,46
449;6;Перспектива;3532;Омская обл.;170 379,00;139 067,00;31 312,00;22,52
450;7;Дальний Восток;3318;Приморский край;120 948,00;126 630,00;-5 682,00;-4,49
451;-5;Вест;2605;Москва и обл.;116 575,00;287 552,00;-170 977,00;-59,46
452;6;Элплат;3535;Удмуртия;107 901,00;107 901,00;0,00;0
453;6;Премиум;3514;Москва и обл.;104 363,00;104 363,00;0,00;0
454;6;Инэко;3520;Ивановская обл.;91 380,00;91 380,00;0,00;0
