Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2012, тыс. рублей;Май, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
262;-3;НОМОС-Банк-Сибирь;410;Новосибирская обл.;9 046 224,00;8 967 309,00;78 915,00;0,88
263;6;Метробанк;2548;Москва и обл.;8 983 991,00;8 179 374,00;804 617,00;9,84
264;-22;Денизбанк Москва;3330;Москва и обл.;8 929 086,00;9 728 294,00;-799 208,00;-8,22
265;18;СЭБ Банк;3235;Санкт-Петербург и обл.;8 837 882,00;7 640 588,00;1 197 294,00;15,67
266;-2;Екатеринбург;3161;Свердловская обл.;8 673 175,00;8 602 382,00;70 793,00;0,82
267;4;Русский Ипотечный Банк;1968;Москва и обл.;8 646 546,00;7 912 639,00;733 907,00;9,28
268;2;Гарант-Инвест;2576;Москва и обл.;8 515 729,00;8 041 319,00;474 410,00;5,90
269;-1;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;8 478 277,00;8 316 749,00;161 528,00;1,94
270;4;Белгородсоцбанк;760;Белгородская обл.;8 355 568,00;7 884 433,00;471 135,00;5,98
271;-5;Банк Жилищного Финансирования;3138;Москва и обл.;8 313 536,00;8 411 366,00;-97 830,00;-1,16
272;-29;Платежный Центр;3166;Новосибирская обл.;8 176 683,00;9 695 687,00;-1 519 004,00;-15,67
273;21;Фольксваген Банк Рус;3500;Москва и обл.;8 081 674,00;7 115 845,00;965 829,00;13,57
274;11;Руснарбанк;3403;Москва и обл.;8 005 782,00;7 568 155,00;437 627,00;5,78
275;25;Военно-Промышленный Банк;3065;Москва и обл.;7 973 033,00;6 863 428,00;1 109 605,00;16,17
276;-1;Первый Экспресс;3237;Тульская обл.;7 939 407,00;7 848 209,00;91 198,00;1,16
277;1;Кредит-Москва;5;Москва и обл.;7 930 286,00;7 823 432,00;106 854,00;1,37
278;-13;Замоскворецкий;1640;Москва и обл.;7 908 503,00;8 427 766,00;-519 263,00;-6,16
279;-6;Промсбербанк;1043;Москва и обл.;7 874 097,00;7 904 723,00;-30 626,00;-0,39
280;4;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;7 845 517,00;7 607 890,00;237 627,00;3,12
281;0;Снежинский;1376;Челябинская обл.;7 721 091,00;7 717 897,00;3 194,00;0,04
282;-10;РАМ Банк;3480;Москва и обл.;7 673 754,00;7 906 820,00;-233 066,00;-2,95
283;28;Банк Расчетов и Сбережений;2617;Москва и обл.;7 656 306,00;6 450 201,00;1 206 105,00;18,70
284;4;Волго-Камский Банк;282;Самарская обл.;7 625 592,00;7 387 592,00;238 000,00;3,22
285;-6;Русьуниверсалбанк;3293;Москва и обл.;7 605 099,00;7 761 736,00;-156 637,00;-2,02
286;0;Унифин;2654;Москва и обл.;7 584 630,00;7 485 322,00;99 308,00;1,33
287;10;Автоторгбанк;2776;Москва и обл.;7 580 126,00;6 932 652,00;647 474,00;9,34
288;4;Росавтобанк;2767;Москва и обл.;7 557 741,00;7 250 330,00;307 411,00;4,24
289;1;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 534 862,00;7 361 005,00;173 857,00;2,36
290;-3;Новый Московский Банк;2932;Москва и обл.;7 527 667,00;7 394 868,00;132 799,00;1,80
291;-2;Северо-Восточный Альянс;2768;Москва и обл.;7 485 851,00;7 363 168,00;122 683,00;1,67
292;3;АФ Банк;991;Башкортостан;7 449 345,00;7 070 351,00;378 994,00;5,36
293;8;Транснациональный Банк;2108;Москва и обл.;7 336 598,00;6 775 081,00;561 517,00;8,29
294;-3;КС Банк;1752;Мордовия;7 293 013,00;7 299 102,00;-6 089,00;-0,08
295;-2;НИКО-Банк;702;Оренбургская обл.;7 276 285,00;7 121 934,00;154 351,00;2,17
296;-14;Миллениум Банк;3423;Москва и обл.;7 229 424,00;7 687 318,00;-457 894,00;-5,96
297;2;Тусар;2712;Москва и обл.;7 199 014,00;6 882 825,00;316 189,00;4,59
298;9;Генбанк;2490;Москва и обл.;7 139 198,00;6 624 142,00;515 056,00;7,78
299;13;Финам Банк;2799;Москва и обл.;7 136 868,00;6 433 991,00;702 877,00;10,92
300;10;Славянский Кредит;2960;Москва и обл.;7 110 085,00;6 471 849,00;638 236,00;9,86
301;5;Ю Би Эс Банк;3463;Москва и обл.;7 089 335,00;6 652 762,00;436 573,00;6,56
302;24;Солид Банк;1329;Камчатская обл.;7 046 435,00;6 116 310,00;930 125,00;15,21
303;-27;Тройка-Д Банк;3431;Москва и обл.;6 916 761,00;7 848 085,00;-931 324,00;-11,87
304;-8;Русь;704;Оренбургская обл.;6 885 488,00;7 004 902,00;-119 414,00;-1,70
305;26;Голдман Сакс Банк;3490;Москва и обл.;6 816 254,00;5 859 322,00;956 932,00;16,33
306;-26;Данске Банк;3307;Санкт-Петербург и обл.;6 815 465,00;7 751 898,00;-936 433,00;-12,08
307;8;Монолит;1967;Москва и обл.;6 803 904,00;6 356 721,00;447 183,00;7,03
308;-10;Международный Коммерческий Банк;2524;Москва и обл.;6 760 767,00;6 883 606,00;-122 839,00;-1,78
309;-5;Уралкапиталбанк;2519;Башкортостан;6 751 158,00;6 709 611,00;41 547,00;0,62
310;-8;Бенифит-Банк;3229;Москва и обл.;6 745 873,00;6 766 420,00;-20 547,00;-0,30
311;-6;Ставропольпромстройбанк;1288;Ставропольский край;6 734 301,00;6 695 559,00;38 742,00;0,58
312;-3;ОПМ-Банк;2734;Москва и обл.;6 713 673,00;6 525 003,00;188 670,00;2,89
313;-5;Альба Альянс;2593;Москва и обл.;6 641 712,00;6 583 855,00;57 857,00;0,88
314;-1;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 615 243,00;6 378 462,00;236 781,00;3,71
315;12;Рускобанк;138;Санкт-Петербург и обл.;6 561 531,00;6 049 273,00;512 258,00;8,47
316;6;Хованский;2145;Москва и обл.;6 520 625,00;6 187 253,00;333 372,00;5,39
317;-3;Датабанк;646;Удмуртия;6 510 051,00;6 369 627,00;140 424,00;2,20
318;32;Банк Торгового Финансирования;1982;Москва и обл.;6 509 866,00;5 340 470,00;1 169 396,00;21,90
319;0;Темпбанк;55;Москва и обл.;6 453 658,00;6 233 969,00;219 689,00;3,52
320;4;ПИР Банк;2655;Москва и обл.;6 405 318,00;6 149 710,00;255 608,00;4,16
321;24;Экономикс-Банк;2136;Москва и обл.;6 393 233,00;5 386 587,00;1 006 646,00;18,69
322;-1;Томскпромстройбанк;1720;Томская обл.;6 349 976,00;6 199 835,00;150 141,00;2,42
323;-5;Банк Финсервис;3388;Москва и обл.;6 309 107,00;6 236 359,00;72 748,00;1,17
324;28;Кузнецкий Мост;2254;Москва и обл.;6 301 095,00;5 315 420,00;985 675,00;18,54
325;-22;Экспресс-Кредит;210;Москва и обл.;6 291 167,00;6 765 343,00;-474 176,00;-7,01
326;-10;Волга-Кредит;1153;Самарская обл.;6 245 147,00;6 263 351,00;-18 204,00;-0,29
327;-7;Вега-Банк;3270;Москва и обл.;6 165 560,00;6 202 662,00;-37 102,00;-0,60
328;2;Ренессанс;1939;Москва и обл.;6 105 540,00;5 886 273,00;219 267,00;3,73
329;6;Банк Развития Технологий;3441;Москва и обл.;6 080 060,00;5 696 500,00;383 560,00;6,73
330;2;Бинбанк Тверь;777;Тверская обл.;6 027 126,00;5 848 171,00;178 955,00;3,06
331;2;Автоградбанк;1455;Татарстан;6 026 066,00;5 830 424,00;195 642,00;3,36
332;-9;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;6 018 899,00;6 154 137,00;-135 238,00;-2,20
333;27;Дагэнергобанк;3286;Дагестан;5 997 039,00;5 093 366,00;903 673,00;17,74
334;0;Банк Раунд;2506;Москва и обл.;5 961 387,00;5 731 798,00;229 589,00;4,01
335;-18;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 946 797,00;6 254 262,00;-307 465,00;-4,92
336;-8;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 937 742,00;6 041 586,00;-103 844,00;-1,72
337;-12;Банк Инноваций и Развития;2647;Москва и обл.;5 928 430,00;6 124 828,00;-196 398,00;-3,21
338;-9;Банк Казани;708;Татарстан;5 868 345,00;5 961 745,00;-93 400,00;-1,57
339;3;ЕвроситиБанк;1869;Ставропольский край;5 848 890,00;5 462 492,00;386 398,00;7,07
340;30;Витас Банк;1955;Москва и обл.;5 838 557,00;4 889 214,00;949 343,00;19,42
341;-1;Транспортный;3174;Москва и обл.;5 787 397,00;5 499 251,00;288 146,00;5,24
342;1;Дил-Банк;3384;Москва и обл.;5 751 158,00;5 412 579,00;338 579,00;6,26
343;4;ФДБ;3071;Москва и обл.;5 668 223,00;5 382 618,00;285 605,00;5,31
344;-6;Югра;880;Тюменская обл.;5 646 409,00;5 528 538,00;117 871,00;2,13
345;-6;Эксперт Банк;2949;Омская обл.;5 616 351,00;5 512 361,00;103 990,00;1,89
346;2;Юг-Инвестбанк;2772;Краснодарский край;5 590 315,00;5 371 155,00;219 160,00;4,08
347;-6;Промтрансбанк;2638;Башкортостан;5 574 239,00;5 478 844,00;95 395,00;1,74
348;13;Клиентский;2324;Москва и обл.;5 553 034,00;5 091 982,00;461 052,00;9,05
349;-3;Ассоциация;732;Нижегородская обл.;5 500 967,00;5 384 871,00;116 096,00;2,16
350;-1;Национальный Залоговый Банк;2944;Москва и обл.;5 473 649,00;5 363 088,00;110 561,00;2,06
351;3;Финансовый Стандарт;1053;Москва и обл.;5 445 232,00;5 243 450,00;201 782,00;3,85
352;11;Агросоюз;1459;Москва и обл.;5 417 099,00;5 068 656,00;348 443,00;6,87
353;-17;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;5 347 704,00;5 613 086,00;-265 382,00;-4,73
354;-3;Банк Кремлевский;2905;Москва и обл.;5 328 779,00;5 336 432,00;-7 653,00;-0,14
355;4;Славия;2664;Москва и обл.;5 306 331,00;5 174 867,00;131 464,00;2,54
356;-12;Банк на Красных Воротах;2472;Москва и обл.;5 258 273,00;5 400 919,00;-142 646,00;-2,64
357;-2;Татсоцбанк;480;Татарстан;5 254 621,00;5 221 405,00;33 216,00;0,64
358;10;Трансстройбанк;2807;Москва и обл.;5 245 619,00;4 904 829,00;340 790,00;6,95
359;6;Ишбанк;2867;Москва и обл.;5 243 862,00;5 010 772,00;233 090,00;4,65
360;2;Московский Нефтехимический Банк;1411;Москва и обл.;5 195 268,00;5 077 569,00;117 699,00;2,32
361;3;Региональный Банк Развития;2782;Башкортостан;5 140 506,00;5 065 937,00;74 569,00;1,47
362;14;Развитие;2729;Карачаево-Черкесия;5 128 247,00;4 813 983,00;314 264,00;6,53
363;-10;Волжский Социальный Банк;2428;Самарская обл.;5 126 286,00;5 292 095,00;-165 809,00;-3,13
364;-8;Бланк Банк;2368;Москва и обл.;5 113 635,00;5 217 261,00;-103 626,00;-1,99
365;10;Банк Город;2644;Москва и обл.;5 080 583,00;4 828 839,00;251 744,00;5,21
366;3;Белгородпромстройбанк;1816;Белгородская обл.;5 067 056,00;4 897 718,00;169 338,00;3,46
367;-1;Северный Народный Банк;2721;Коми;5 049 604,00;4 962 463,00;87 141,00;1,76
368;-1;Софрино;2972;Москва и обл.;5 043 091,00;4 928 089,00;115 002,00;2,33
369;4;Банк БФТ;2273;Москва и обл.;5 027 595,00;4 834 268,00;193 327,00;4,00
370;-13;Сиббизнесбанк;2539;Тюменская обл.;4 958 595,00;5 209 201,00;-250 606,00;-4,81
371;11;Вокбанк;312;Нижегородская обл.;4 955 626,00;4 575 916,00;379 710,00;8,30
372;9;Бинбанк Мурманск;1276;Мурманская обл.;4 863 287,00;4 588 991,00;274 296,00;5,98
373;-1;Чувашкредитпромбанк;1280;Чувашия;4 831 106,00;4 834 355,00;-3 249,00;-0,07
374;20;Сибсоцбанк;2015;Алтайский край;4 764 670,00;4 344 913,00;419 757,00;9,66
375;14;Зернобанк;2337;Алтайский край;4 761 485,00;4 471 043,00;290 442,00;6,50
376;12;Торгово-Строительный Банк;1250;Москва и обл.;4 752 120,00;4 473 983,00;278 137,00;6,22
377;20;Банкхаус Эрбе;1717;Москва и обл.;4 729 719,00;4 253 905,00;475 814,00;11,19
378;2;Камский Коммерческий Банк;438;Татарстан;4 728 976,00;4 589 528,00;139 448,00;3,04
379;-5;Актив Банк;2529;Мордовия;4 724 288,00;4 829 997,00;-105 709,00;-2,19
380;-1;Анкор Банк;889;Татарстан;4 698 761,00;4 614 766,00;83 995,00;1,82
381;-3;Риабанк;3434;Москва и обл.;4 693 704,00;4 673 800,00;19 904,00;0,43
382;-11;Руссобанк;2313;Москва и обл.;4 678 772,00;4 883 582,00;-204 810,00;-4,19
383;3;Нижневолжский Коммерческий Банк;931;Саратовская обл.;4 666 547,00;4 497 873,00;168 674,00;3,75
384;3;Сибнефтебанк;385;Тюменская обл.;4 648 597,00;4 489 688,00;158 909,00;3,54
385;-48;Платина;2347;Москва и обл.;4 645 994,00;5 572 884,00;-926 890,00;-16,63
386;-1;Проминвестбанк;2433;Москва и обл.;4 617 264,00;4 513 899,00;103 365,00;2,29
387;-29;Ури Банк;3479;Москва и обл.;4 614 184,00;5 184 843,00;-570 659,00;-11,01
388;-11;Лесбанк;1598;Москва и обл.;4 570 192,00;4 805 927,00;-235 735,00;-4,91
389;3;Нэклис-Банк;1671;Москва и обл.;4 554 108,00;4 356 953,00;197 155,00;4,53
390;3;Бинбанк Смоленск;1957;Смоленская обл.;4 517 516,00;4 352 408,00;165 108,00;3,79
391;12;Банк БКФ;2684;Москва и обл.;4 470 674,00;4 047 809,00;422 865,00;10,45
392;25;Зенит Сочи;232;Краснодарский край;4 461 234,00;3 835 663,00;625 571,00;16,31
393;2;Банк Развития Региона;3315;Северная Осетия — Алания;4 454 934,00;4 332 631,00;122 303,00;2,82
394;-10;Русский Торговый Банк;2842;Москва и обл.;4 418 509,00;4 552 908,00;-134 399,00;-2,95
395;1;Мой Банк. Ипотека;2436;Башкортостан;4 322 598,00;4 288 163,00;34 435,00;0,80
396;2;Реалист Банк;1067;Иркутская обл.;4 318 727,00;4 205 854,00;112 873,00;2,68
397;3;ВостСибтранскомбанк;2731;Иркутская обл.;4 309 551,00;4 118 754,00;190 797,00;4,63
398;10;Хлебобанк;1812;Москва и обл.;4 291 211,00;3 982 718,00;308 493,00;7,75
399;8;Промэнергобанк;2728;Вологодская обл.;4 107 336,00;3 993 061,00;114 275,00;2,86
400;14;Век;2299;Москва и обл.;4 083 739,00;3 910 982,00;172 757,00;4,42
401;1;Профит Банк;3234;Москва и обл.;4 065 410,00;4 059 279,00;6 131,00;0,15
402;21;2Т Банк;625;Москва и обл.;4 039 120,00;3 743 353,00;295 767,00;7,90
403;1;Джей энд Ти Банк;3061;Москва и обл.;4 020 549,00;4 044 340,00;-23 791,00;-0,59
404;1;Енисейский Объединенный Банк;2645;Красноярский край;4 018 672,00;4 042 162,00;-23 490,00;-0,58
405;-4;Русский Земельный Банк;2810;Москва и обл.;4 015 691,00;4 065 324,00;-49 633,00;-1,22
406;4;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 985 267,00;3 956 289,00;28 978,00;0,73
407;15;Межрегиональный промышленно-строительный банк;752;Мордовия;3 966 045,00;3 766 287,00;199 758,00;5,30
408;4;Коммерческий Банк Развития;3364;Москва и обл.;3 964 089,00;3 921 770,00;42 319,00;1,08
409;-3;Новобанк;1352;Новгородская обл.;3 960 790,00;4 039 832,00;-79 042,00;-1,96
410;8;Кранбанк;2271;Ивановская обл.;3 949 828,00;3 828 357,00;121 471,00;3,17
411;13;Стройлесбанк;2995;Тюменская обл.;3 907 158,00;3 683 678,00;223 480,00;6,07
412;7;Хакасский Муниципальный Банк;1049;Хакасия;3 845 114,00;3 819 897,00;25 217,00;0,66
413;14;Промрегионбанк;2123;Томская обл.;3 841 993,00;3 655 945,00;186 048,00;5,09
414;12;Спецсетьстройбанк;3062;Москва и обл.;3 831 208,00;3 656 629,00;174 579,00;4,77
415;-4;Экси-Банк;2530;Санкт-Петербург и обл.;3 825 391,00;3 947 786,00;-122 395,00;-3,10
416;0;Донкомбанк;492;Ростовская обл.;3 814 976,00;3 851 860,00;-36 884,00;-0,96
417;13;Ермак;1809;Тюменская обл.;3 797 176,00;3 623 025,00;174 151,00;4,81
418;-5;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;3 770 070,00;3 920 796,00;-150 726,00;-3,84
419;2;Юникорбанк;2586;Москва и обл.;3 754 847,00;3 788 805,00;-33 958,00;-0,90
420;100;Московский Коммерческий Банк;3172;Москва и обл.;3 745 269,00;2 343 948,00;1 401 321,00;59,78
421;-30;Банк Заречье;817;Татарстан;3 723 036,00;4 370 260,00;-647 224,00;-14,81
422;-2;Стратегия;2801;Москва и обл.;3 676 154,00;3 809 421,00;-133 267,00;-3,50
423;10;Донинвест;1617;Ростовская обл.;3 672 457,00;3 571 123,00;101 334,00;2,84
424;4;Инвестиционный Союз;637;Москва и обл.;3 614 711,00;3 655 094,00;-40 383,00;-1,10
425;10;Газстройбанк;2919;Москва и обл.;3 609 214,00;3 443 975,00;165 239,00;4,80
426;5;Приоритет;3135;Самарская обл.;3 597 944,00;3 592 231,00;5 713,00;0,16
427;10;Профессионал Банк;3296;Москва и обл.;3 593 923,00;3 389 304,00;204 619,00;6,04
428;1;Нейва;1293;Свердловская обл.;3 566 288,00;3 651 289,00;-85 001,00;-2,33
429;9;Ипотека-Инвест;3070;Татарстан;3 514 185,00;3 309 102,00;205 083,00;6,20
430;4;Аскольд;2480;Смоленская обл.;3 485 679,00;3 520 050,00;-34 371,00;-0,98
431;-16;Новопокровский;467;Краснодарский край;3 476 226,00;3 896 050,00;-419 824,00;-10,78
432;-7;Лада-Кредит;2668;Самарская обл.;3 470 121,00;3 667 232,00;-197 111,00;-5,37
433;10;Горбанк;2982;Санкт-Петербург и обл.;3 457 367,00;3 196 132,00;261 235,00;8,17
434;2;Тюменьагропромбанк;917;Тюменская обл.;3 452 050,00;3 420 530,00;31 520,00;0,92
435;37;Камчаткомагропромбанк;545;Камчатская обл.;3 450 859,00;2 810 127,00;640 732,00;22,80
436;-4;Мастер-Капитал;3011;Москва и обл.;3 402 782,00;3 579 733,00;-176 951,00;-4,94
437;-54;Ураллига;1626;Челябинская обл.;3 400 065,00;4 573 821,00;-1 173 756,00;-25,66
438;1;Интерактивный Банк;3378;Москва и обл.;3 384 024,00;3 290 032,00;93 992,00;2,86
439;3;Межтрастбанк;2493;Москва и обл.;3 380 767,00;3 237 388,00;143 379,00;4,43
440;18;Объединенный Кредитный Банк;1118;Владимирская обл.;3 377 716,00;2 970 541,00;407 175,00;13,71
441;19;Азия-Инвест Банк;3303;Москва и обл.;3 354 680,00;2 941 126,00;413 554,00;14,06
442;15;Бинбанк Сургут;1701;Тюменская обл.;3 319 839,00;3 010 895,00;308 944,00;10,26
443;5;Еврокоммерц;1777;Москва и обл.;3 275 069,00;3 079 944,00;195 125,00;6,34
444;5;Океан Банк;1697;Москва и обл.;3 236 882,00;3 076 446,00;160 436,00;5,21
445;-5;Земкомбанк;574;Ростовская обл.;3 225 462,00;3 272 106,00;-46 644,00;-1,43
446;-1;Универсальный Кредит;2903;Москва и обл.;3 205 704,00;3 156 976,00;48 728,00;1,54
447;8;Кузнецкий;609;Пензенская обл.;3 195 509,00;3 027 761,00;167 748,00;5,54
448;-4;Северный Кредит;2398;Вологодская обл.;3 187 318,00;3 194 885,00;-7 567,00;-0,24
449;5;ИТ Банк;2609;Омская обл.;3 107 960,00;3 028 409,00;79 551,00;2,63
450;13;Смартбанк;3408;Москва и обл.;3 097 675,00;2 890 058,00;207 617,00;7,18
451;11;Оргбанк;3312;Москва и обл.;3 089 317,00;2 908 486,00;180 831,00;6,22
452;25;Нефтепромбанк;2156;Москва и обл.;3 083 359,00;2 735 714,00;347 645,00;12,71
453;3;Евроальянс;1781;Ивановская обл.;3 069 009,00;3 012 020,00;56 989,00;1,89
454;24;Витабанк;356;Санкт-Петербург и обл.;3 063 750,00;2 733 540,00;330 210,00;12,08
455;25;ПК-Банк;2652;Москва и обл.;3 043 932,00;2 698 713,00;345 219,00;12,79
456;23;Консервативный Коммерческий Банк;1087;Астраханская обл.;3 035 347,00;2 722 633,00;312 714,00;11,49
457;2;Синко-Банк;2838;Москва и обл.;3 035 125,00;2 957 778,00;77 347,00;2,62
458;-6;Алтайкапиталбанк;2659;Алтайский край;3 012 524,00;3 033 364,00;-20 840,00;-0,69
459;11;Милбанк;3256;Москва и обл.;3 010 425,00;2 830 331,00;180 094,00;6,36
460;24;Агророс;2860;Саратовская обл.;3 006 978,00;2 674 845,00;332 133,00;12,42
461;5;Роял Кредит Банк;783;Хабаровский край;3 006 783,00;2 870 157,00;136 626,00;4,76
462;-15;Земский Банк;2900;Самарская обл.;3 006 302,00;3 088 603,00;-82 301,00;-2,66
463;1;Уралпромбанк;2964;Челябинская обл.;2 992 993,00;2 887 579,00;105 414,00;3,65
464;-3;Сберинвестбанк;1743;Свердловская обл.;2 974 441,00;2 929 690,00;44 751,00;1,53
465;-12;Стромкомбанк;404;Красноярский край;2 954 554,00;3 032 325,00;-77 771,00;-2,56
466;9;Региональный Кредитный Банк;1608;Калининградская обл.;2 947 089,00;2 761 462,00;185 627,00;6,72
467;0;Венец;524;Ульяновская обл.;2 945 232,00;2 868 092,00;77 140,00;2,69
468;0;Банк Экономический Союз;2798;Москва и обл.;2 941 284,00;2 867 983,00;73 301,00;2,56
469;-23;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 938 650,00;3 117 928,00;-179 278,00;-5,75
470;-1;РБА;3413;Ярославская обл.;2 926 555,00;2 834 949,00;91 606,00;3,23
471;2;Гринфилдбанк;2711;Москва и обл.;2 924 097,00;2 790 564,00;133 533,00;4,79
472;-21;Уралприватбанк;153;Свердловская обл.;2 873 838,00;3 035 376,00;-161 538,00;-5,32
473;27;Интеркапитал-Банк;2706;Мордовия;2 836 875,00;2 517 124,00;319 751,00;12,70
474;51;Таатта;1249;Саха (Якутия);2 834 088,00;2 281 128,00;552 960,00;24,24
475;-10;Долинск;857;Сахалинская обл.;2 827 590,00;2 880 594,00;-53 004,00;-1,84
476;6;Совинком;2302;Москва и обл.;2 814 414,00;2 691 879,00;122 535,00;4,55
477;-6;НОКССбанк;3202;Волгоградская обл.;2 809 616,00;2 813 314,00;-3 698,00;-0,13
478;-2;Живаго Банк;2065;Рязанская обл.;2 804 779,00;2 749 159,00;55 620,00;2,02
479;6;Аспект;608;Москва и обл.;2 761 092,00;2 649 175,00;111 917,00;4,22
480;16;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 747 646,00;2 537 619,00;210 027,00;8,28
481;17;Мосуралбанк;2468;Москва и обл.;2 742 269,00;2 528 165,00;214 104,00;8,47
482;26;Профессионал Банк;2471;Москва и обл.;2 733 254,00;2 429 788,00;303 466,00;12,49
483;5;Банк РМП;2574;Москва и обл.;2 733 163,00;2 621 434,00;111 729,00;4,26
484;-43;Итуруп;2390;Сахалинская обл.;2 721 465,00;3 240 474,00;-519 009,00;-16,02
485;12;ЕвроАксис Банк;3273;Москва и обл.;2 702 150,00;2 536 092,00;166 058,00;6,55
486;6;Эл Банк;1025;Самарская обл.;2 698 560,00;2 582 876,00;115 684,00;4,48
487;3;Преодоление;2649;Москва и обл.;2 696 890,00;2 595 788,00;101 102,00;3,89
488;-7;Капитал;575;Москва и обл.;2 657 692,00;2 695 305,00;-37 613,00;-1,40
489;-6;Еврокредит;2957;Москва и обл.;2 652 743,00;2 689 290,00;-36 547,00;-1,36
490;16;Союзный;3236;Москва и обл.;2 645 700,00;2 472 474,00;173 226,00;7,01
491;10;Навигатор;2469;Москва и обл.;2 645 249,00;2 511 624,00;133 625,00;5,32
492;10;Первый Инвестиционный Банк;604;Москва и обл.;2 644 490,00;2 481 732,00;162 758,00;6,56
493;-2;Инкаробанк;2696;Москва и обл.;2 634 781,00;2 588 855,00;45 926,00;1,77
494;-20;Банк ИТБ;3128;Москва и обл.;2 629 815,00;2 782 070,00;-152 255,00;-5,47
495;-9;Финансово-Промышленный Капитал;3295;Москва и обл.;2 606 938,00;2 640 007,00;-33 069,00;-1,25
496;-1;Енисей;474;Красноярский край;2 581 258,00;2 543 318,00;37 940,00;1,49
497;-4;Костромаселькомбанк;1115;Костромская обл.;2 564 654,00;2 550 455,00;14 199,00;0,56
498;1;Вкабанк;1027;Астраханская обл.;2 562 637,00;2 526 117,00;36 520,00;1,45
499;8;Тульский Промышленник;2382;Тульская обл.;2 543 339,00;2 457 446,00;85 893,00;3,50
500;3;Аксонбанк;680;Костромская обл.;2 541 421,00;2 479 550,00;61 871,00;2,50
501;4;Форус Банк;3457;Нижегородская обл.;2 530 697,00;2 477 505,00;53 192,00;2,15
502;-103;Киви Банк;2241;Москва и обл.;2 519 822,00;4 124 443,00;-1 604 621,00;-38,91
503;12;ИпоТек Банк;2794;Москва и обл.;2 503 927,00;2 378 136,00;125 791,00;5,29
504;19;Констанс-Банк;2228;Санкт-Петербург и обл.;2 497 520,00;2 309 965,00;187 555,00;8,12
505;-16;Национальный Банк Сбережений;1949;Ивановская обл.;2 494 600,00;2 596 422,00;-101 822,00;-3,92
506;18;Богородский;1277;Нижегородская обл.;2 492 317,00;2 292 631,00;199 686,00;8,71
507;12;Гагаринский;606;Москва и обл.;2 483 052,00;2 351 036,00;132 016,00;5,62
508;1;Уссури;596;Хабаровский край;2 448 115,00;2 427 535,00;20 580,00;0,85
509;8;ИРС;272;Москва и обл.;2 447 839,00;2 358 432,00;89 407,00;3,79
510;3;Русский Трастовый Банк;1139;Москва и обл.;2 441 095,00;2 399 899,00;41 196,00;1,72
511;5;Мосводоканалбанк;2863;Москва и обл.;2 437 583,00;2 377 418,00;60 165,00;2,53
512;20;Росбизнесбанк;1405;Москва и обл.;2 437 133,00;2 216 917,00;220 216,00;9,93
513;-1;Крыловский;456;Краснодарский край;2 433 645,00;2 402 728,00;30 917,00;1,29
514;12;Тендер-Банк;2252;Москва и обл.;2 426 733,00;2 279 808,00;146 925,00;6,44
515;29;НБК-Банк;3283;Москва и обл.;2 409 699,00;2 098 273,00;311 426,00;14,84
516;-29;Крокус-Банк;2682;Москва и обл.;2 407 236,00;2 622 084,00;-214 848,00;-8,19
517;86;Новый Век;3417;Москва и обл.;2 406 769,00;1 612 379,00;794 390,00;49,27
518;3;Вологжанин;1896;Вологодская обл.;2 378 847,00;2 339 770,00;39 077,00;1,67
519;9;Коммерческий Индо Банк;3446;Москва и обл.;2 357 521,00;2 248 926,00;108 595,00;4,83
520;11;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 346 832,00;2 230 569,00;116 263,00;5,21
521;18;Пульс Столицы;3002;Москва и обл.;2 314 716,00;2 153 265,00;161 451,00;7,50
522;-18;Интеркредит;3047;Москва и обл.;2 299 239,00;2 477 530,00;-178 291,00;-7,20
523;-29;Система;2846;Москва и обл.;2 294 147,00;2 547 148,00;-253 001,00;-9,93
524;5;Братский АНКБ;1144;Иркутская обл.;2 287 138,00;2 246 309,00;40 829,00;1,82
525;-7;Республиканский Банк;3277;Москва и обл.;2 273 453,00;2 358 099,00;-84 646,00;-3,59
526;-12;Москва-Сити;3247;Москва и обл.;2 271 349,00;2 379 253,00;-107 904,00;-4,54
527;7;ФорБанк;2063;Алтайский край;2 266 357,00;2 199 415,00;66 942,00;3,04
528;13;Вэлтон Банк;1105;Белгородская обл.;2 214 790,00;2 131 675,00;83 115,00;3,90
529;4;МФБанк;3163;Москва и обл.;2 165 822,00;2 212 661,00;-46 839,00;-2,12
530;7;Бум-Банк;1137;Кабардино-Балкария;2 164 459,00;2 174 418,00;-9 959,00;-0,46
