Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2011, тыс. рублей;Апрель, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
527;-9;Венец;524;Ульяновская обл.;2 012 117,00;2 049 719,00;-37 602,00;-1,83
528;-16;Коммерческий Индо Банк;3446;Москва и обл.;2 010 376,00;2 085 361,00;-74 985,00;-3,60
529;3;Еврокредит;2957;Москва и обл.;2 008 254,00;1 972 886,00;35 368,00;1,79
530;-16;Финтрастбанк;3104;Москва и обл.;2 001 263,00;2 076 341,00;-75 078,00;-3,62
531;-12;Региональный Кредитный Банк;1608;Калининградская обл.;1 989 512,00;2 042 499,00;-52 987,00;-2,59
532;23;Банк Пермь;875;Пермская обл.;1 987 676,00;1 834 274,00;153 402,00;8,36
533;-2;Форус Банк;3457;Нижегородская обл.;1 986 491,00;1 973 567,00;12 924,00;0,65
534;1;Резерв;2364;Челябинская обл.;1 954 445,00;1 952 463,00;1 982,00;0,10
535;3;Бест Эффортс Банк;435;Москва и обл.;1 948 028,00;1 931 944,00;16 084,00;0,83
536;6;Татсоцбанк;480;Татарстан;1 947 575,00;1 911 298,00;36 277,00;1,90
537;3;Донхлеббанк;2285;Ростовская обл.;1 946 006,00;1 917 942,00;28 064,00;1,46
538;-31;ИРС;272;Москва и обл.;1 944 611,00;2 138 788,00;-194 177,00;-9,08
539;20;Ренессанс;1939;Москва и обл.;1 930 729,00;1 789 096,00;141 633,00;7,92
540;1;Новый Символ;370;Москва и обл.;1 921 880,00;1 915 021,00;6 859,00;0,36
541;11;Банк ИТБ;3128;Москва и обл.;1 920 561,00;1 861 567,00;58 994,00;3,17
542;11;Северный Кредит;2398;Вологодская обл.;1 916 069,00;1 845 708,00;70 361,00;3,81
543;24;Тендер-Банк;2252;Москва и обл.;1 895 123,00;1 752 729,00;142 394,00;8,12
544;4;Профессионал Банк;2471;Москва и обл.;1 891 976,00;1 882 772,00;9 204,00;0,49
545;0;Финансово-Промышленный Капитал;3295;Москва и обл.;1 888 251,00;1 900 119,00;-11 868,00;-0,62
546;-18;Сервис Резерв;2034;Москва и обл.;1 880 500,00;1 992 967,00;-112 467,00;-5,64
547;2;РСКБ;2050;Москва и обл.;1 877 585,00;1 881 673,00;-4 088,00;-0,22
548;35;Межотраслевая Банковская Корпорация;3471;Москва и обл.;1 873 153,00;1 610 492,00;262 661,00;16,31
549;-13;Кроссинвестбанк;2849;Москва и обл.;1 862 600,00;1 948 915,00;-86 315,00;-4,43
550;-21;ИпоТек Банк — Северо-Западный филиал;0;Россия;1 836 561,00;1 990 590,00;-154 029,00;-7,74
551;-7;Национальный Республиканский Банк;3359;Москва и обл.;1 833 509,00;1 901 435,00;-67 926,00;-3,57
552;5;Стелла-Банк;2948;Ростовская обл.;1 832 187,00;1 819 106,00;13 081,00;0,72
553;12;Яринтербанк;2564;Ярославская обл.;1 824 690,00;1 764 250,00;60 440,00;3,43
554;-3;ИК Банк;1732;Татарстан;1 821 289,00;1 870 479,00;-49 190,00;-2,63
555;-25;ФорБанк;2063;Алтайский край;1 820 909,00;1 978 244,00;-157 335,00;-7,95
556;8;Мобилбанк;532;Удмуртия;1 809 364,00;1 772 699,00;36 665,00;2,07
557;6;КОР;2148;Волгоградская обл.;1 800 483,00;1 772 869,00;27 614,00;1,56
558;21;Таатта;1249;Саха (Якутия);1 798 094,00;1 638 741,00;159 353,00;9,72
559;-1;Выборг-Банк;720;Санкт-Петербург и обл.;1 797 569,00;1 799 964,00;-2 395,00;-0,13
560;35;Уралфинанс;1370;Свердловская обл.;1 788 872,00;1 548 527,00;240 345,00;15,52
561;-11;Банк МБФИ;2073;Москва и обл.;1 788 782,00;1 871 196,00;-82 414,00;-4,40
562;0;Новый Век;3417;Москва и обл.;1 785 047,00;1 773 672,00;11 375,00;0,64
563;3;Мой Банк. Новосибирск;2787;Новосибирская обл.;1 782 091,00;1 762 709,00;19 382,00;1,10
564;5;Кросна-Банк;2607;Москва и обл.;1 772 608,00;1 727 575,00;45 033,00;2,61
565;12;Михайловский ПЖСБ;2961;Волгоградская обл.;1 772 373,00;1 659 003,00;113 370,00;6,83
566;7;Приско Капитал Банк;2537;Москва и обл.;1 769 871,00;1 687 731,00;82 140,00;4,87
567;-11;Липецкий Областной Банк;1794;Липецкая обл.;1 761 775,00;1 831 535,00;-69 760,00;-3,81
568;-67;Вэлтон Банк;1105;Белгородская обл.;1 745 442,00;2 228 492,00;-483 050,00;-21,68
569;34;Объединенный Резервный Банк;937;Москва и обл.;1 744 829,00;1 516 505,00;228 324,00;15,06
570;31;МФБанк;3163;Москва и обл.;1 743 519,00;1 521 957,00;221 562,00;14,56
571;9;Агророс;2860;Саратовская обл.;1 738 499,00;1 635 774,00;102 725,00;6,28
572;41;Юнистрим;3467;Москва и обл.;1 721 382,00;1 462 247,00;259 135,00;17,72
573;-5;Компания Розничного Кредитования;3385;Москва и обл.;1 717 646,00;1 746 573,00;-28 927,00;-1,66
574;1;Банк Реалист;2646;Москва и обл.;1 710 193,00;1 673 623,00;36 570,00;2,19
575;9;Национальный Банк Сбережений;1949;Ивановская обл.;1 695 733,00;1 607 620,00;88 113,00;5,48
576;-2;Фольксваген Банк Рус;3500;Москва и обл.;1 695 636,00;1 687 080,00;8 556,00;0,51
577;-17;Россита-Банк;3257;Москва и обл.;1 690 361,00;1 786 541,00;-96 180,00;-5,38
578;-143;Сибирьгазбанк;3042;Тюменская обл.;1 669 227,00;2 834 209,00;-1 164 982,00;-41,10
579;-258;Русич Центр Банк;2793;Москва и обл.;1 669 221,00;5 191 874,00;-3 522 653,00;-67,85
580;8;Мегаполис;3265;Чувашия;1 661 086,00;1 574 943,00;86 143,00;5,47
581;6;Кубанский Универсальный Банк;2898;Краснодарский край;1 648 767,00;1 589 794,00;58 973,00;3,71
582;-36;Иваново;1763;Ивановская обл.;1 640 005,00;1 892 310,00;-252 305,00;-13,33
583;-5;Газнефтьбанк;3223;Саратовская обл.;1 627 145,00;1 658 531,00;-31 386,00;-1,89
584;-8;Йошкар-Ола;2802;Марий Эл;1 626 064,00;1 665 281,00;-39 217,00;-2,35
585;13;Межтрастбанк;2493;Москва и обл.;1 622 227,00;1 535 788,00;86 439,00;5,63
586;-43;Охотный Ряд;3375;Москва и обл.;1 612 030,00;1 907 653,00;-295 623,00;-15,50
587;-53;Межрегионбанк;1059;Москва и обл.;1 606 683,00;1 962 043,00;-355 360,00;-18,11
588;1;Радиотехбанк;1166;Нижегородская обл.;1 584 099,00;1 573 220,00;10 879,00;0,69
589;1;Ринвестбанк;3262;Рязанская обл.;1 576 415,00;1 569 885,00;6 530,00;0,42
590;9;Эсидбанк;1991;Дагестан;1 570 697,00;1 531 259,00;39 438,00;2,58
591;-30;Соколовский;2830;Москва и обл.;1 561 916,00;1 783 050,00;-221 134,00;-12,40
592;50;УМ-Банк;1441;Свердловская обл.;1 539 413,00;1 315 505,00;223 908,00;17,02
593;30;Богородский;1277;Нижегородская обл.;1 538 071,00;1 409 737,00;128 334,00;9,10
594;8;Новация;840;Адыгея;1 522 823,00;1 518 675,00;4 148,00;0,27
595;-10;Саратов;330;Саратовская обл.;1 517 776,00;1 603 557,00;-85 781,00;-5,35
596;21;Ваш Личный Банк;1222;Иркутская обл.;1 516 101,00;1 429 737,00;86 364,00;6,04
597;14;Контраст-Банк;2857;Москва и обл.;1 511 181,00;1 480 346,00;30 835,00;2,08
598;9;Объединенный Банк Республики;1016;Чувашия;1 505 135,00;1 502 386,00;2 749,00;0,18
599;-3;Спутник;1071;Оренбургская обл.;1 503 390,00;1 548 122,00;-44 732,00;-2,89
600;-9;Старооскольский Агропромбанк;1050;Белгородская обл.;1 502 563,00;1 565 993,00;-63 430,00;-4,05
601;75;Коммерческий Банк Развития;3364;Москва и обл.;1 498 650,00;1 093 285,00;405 365,00;37,08
602;-8;Владпромбанк;870;Владимирская обл.;1 496 153,00;1 553 932,00;-57 779,00;-3,72
603;-6;Уральский Трастовый Банк;2523;Удмуртия;1 490 140,00;1 545 922,00;-55 782,00;-3,61
604;-4;Пульс Столицы;3002;Москва и обл.;1 485 749,00;1 530 015,00;-44 266,00;-2,89
605;-12;Нальчик;695;Кабардино-Балкария;1 485 548,00;1 558 552,00;-73 004,00;-4,68
606;10;Спиритбанк;2053;Тульская обл.;1 480 743,00;1 440 547,00;40 196,00;2,79
607;8;Консервативный Коммерческий Банк;1087;Астраханская обл.;1 477 857,00;1 444 293,00;33 564,00;2,32
608;-36;Невский Банк;1068;Санкт-Петербург и обл.;1 470 229,00;1 688 526,00;-218 297,00;-12,93
609;-82;Земкомбанк;574;Ростовская обл.;1 465 569,00;1 994 684,00;-529 115,00;-26,53
610;17;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 464 479,00;1 397 534,00;66 945,00;4,79
611;-6;УИК-Банк;1300;Челябинская обл.;1 463 801,00;1 510 986,00;-47 185,00;-3,12
612;-8;Мираф-Банк;2244;Омская обл.;1 453 482,00;1 514 988,00;-61 506,00;-4,06
613;8;Приобье;537;Тюменская обл.;1 449 674,00;1 412 709,00;36 965,00;2,62
614;24;Интеркапитал-Банк;2706;Мордовия;1 449 456,00;1 352 284,00;97 172,00;7,19
615;13;Татагропромбанк;728;Татарстан;1 448 932,00;1 397 013,00;51 919,00;3,72
616;50;Интеркоопбанк;2803;Москва и обл.;1 447 506,00;1 124 170,00;323 336,00;28,76
617;-8;Военно-Промышленный Банк;3065;Москва и обл.;1 447 072,00;1 482 473,00;-35 401,00;-2,39
618;4;Викинг;2;Санкт-Петербург и обл.;1 441 010,00;1 411 228,00;29 782,00;2,11
619;-9;Зираат Банк;2559;Москва и обл.;1 436 207,00;1 482 344,00;-46 137,00;-3,11
620;5;Русский Трастовый Банк;1139;Москва и обл.;1 427 646,00;1 406 942,00;20 704,00;1,47
621;-7;Дом-Банк;3209;Москва и обл.;1 422 720,00;1 461 390,00;-38 670,00;-2,65
622;-2;Навигатор;2469;Москва и обл.;1 419 136,00;1 420 185,00;-1 049,00;-0,07
623;12;Нерюнгрибанк;825;Саха (Якутия);1 414 611,00;1 366 629,00;47 982,00;3,51
624;20;Новое Время;3492;Москва и обл.;1 405 334,00;1 312 676,00;92 658,00;7,06
625;28;Промсельхозбанк;538;Москва и обл.;1 404 631,00;1 246 150,00;158 481,00;12,72
626;-20;Национальный Корпоративный Банк;3422;Москва и обл.;1 397 470,00;1 506 070,00;-108 600,00;-7,21
627;7;Диг-Банк;2423;Северная Осетия — Алания;1 394 224,00;1 366 887,00;27 337,00;2,00
628;-57;Бинбанк Столица;3052;Москва и обл.;1 389 804,00;1 714 019,00;-324 215,00;-18,92
629;10;БСТ-Банк;2883;Кемеровская обл.;1 384 359,00;1 351 556,00;32 803,00;2,43
630;-18;Банк РМП;2574;Москва и обл.;1 377 136,00;1 466 855,00;-89 719,00;-6,12
631;165;Трастовый Банк;2780;Дагестан;1 376 605,00;611 811,00;764 794,00;125,00
632;-50;РТС-Банк;3401;Самарская обл.;1 369 465,00;1 613 877,00;-244 412,00;-15,14
633;-41;Москва-Сити;3247;Москва и обл.;1 366 944,00;1 565 005,00;-198 061,00;-12,66
634;-4;Столичный Кредит;2853;Москва и обл.;1 358 129,00;1 387 887,00;-29 758,00;-2,14
635;2;Единственный;3187;Москва и обл.;1 357 595,00;1 363 883,00;-6 288,00;-0,46
636;0;Владбизнесбанк;903;Владимирская обл.;1 353 078,00;1 365 980,00;-12 902,00;-0,94
637;3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 345 479,00;1 339 636,00;5 843,00;0,44
638;30;РЕСО Кредит;3450;Москва и обл.;1 344 301,00;1 116 500,00;227 801,00;20,40
639;-15;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 342 500,00;1 409 737,00;-67 237,00;-4,77
640;1;Витязь;2890;Москва и обл.;1 341 647,00;1 325 259,00;16 388,00;1,24
641;-8;Кредитинвест;1197;Дагестан;1 339 318,00;1 373 795,00;-34 477,00;-2,51
642;7;Апабанк;2404;Москва и обл.;1 337 119,00;1 255 089,00;82 030,00;6,54
643;14;Новый Кредитный Союз;3139;Москва и обл.;1 330 402,00;1 195 853,00;134 549,00;11,25
644;-26;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 325 741,00;1 428 658,00;-102 917,00;-7,20
645;7;Арт-Банк;2779;Северная Осетия — Алания;1 315 243,00;1 249 436,00;65 807,00;5,27
646;-14;Далетбанк;3049;Москва и обл.;1 283 831,00;1 375 016,00;-91 185,00;-6,63
647;-1;Нарат;1902;Саратовская обл.;1 271 886,00;1 285 546,00;-13 660,00;-1,06
648;-19;Холмск;503;Сахалинская обл.;1 266 351,00;1 390 945,00;-124 594,00;-8,96
649;12;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;1 263 467,00;1 157 347,00;106 120,00;9,17
650;-2;Евразийский Банк;969;Забайкальский край;1 261 703,00;1 272 208,00;-10 505,00;-0,83
651;7;Тандем;1951;Москва и обл.;1 256 619,00;1 183 790,00;72 829,00;6,15
652;-26;Вологдабанк;992;Вологодская обл.;1 252 484,00;1 406 597,00;-154 113,00;-10,96
653;-45;Пурпе;709;Тюменская обл.;1 245 922,00;1 498 184,00;-252 262,00;-16,84
654;5;Геленджик-Банк;790;Краснодарский край;1 241 873,00;1 176 373,00;65 500,00;5,57
655;-12;Приполярком;507;Тюменская обл.;1 225 065,00;1 312 757,00;-87 692,00;-6,68
656;-6;Элита;1399;Калужская обл.;1 221 957,00;1 255 002,00;-33 045,00;-2,63
657;59;Московский Вексельный Банк;2697;Москва и обл.;1 216 896,00;927 981,00;288 915,00;31,13
658;-4;Сембанк;2606;Москва и обл.;1 201 566,00;1 243 016,00;-41 450,00;-3,33
659;-14;Русский Национальный Банк;469;Ростовская обл.;1 200 303,00;1 293 072,00;-92 769,00;-7,17
660;-4;Башпромбанк;1006;Башкортостан;1 168 681,00;1 219 448,00;-50 767,00;-4,16
661;4;Азимут;3154;Москва и обл.;1 162 630,00;1 126 604,00;36 026,00;3,20
662;10;Мострансбанк;2258;Москва и обл.;1 159 434,00;1 106 702,00;52 732,00;4,76
663;35;Крона-Банк;2499;Иркутская обл.;1 152 632,00;1 011 534,00;141 098,00;13,95
664;14;Проинвестбанк;784;Пермская обл.;1 150 690,00;1 087 484,00;63 206,00;5,81
665;57;Тексбанк;2756;Карачаево-Черкесия;1 145 638,00;911 353,00;234 285,00;25,71
666;9;Тайм Банк;3120;Москва и обл.;1 121 036,00;1 100 667,00;20 369,00;1,85
667;124;Вестинтербанк;3398;Москва и обл.;1 112 354,00;625 567,00;486 787,00;77,82
668;41;Республиканский Кредитный Альянс;3017;Москва и обл.;1 109 620,00;946 779,00;162 841,00;17,20
669;17;Смартбанк;3408;Москва и обл.;1 103 964,00;1 054 945,00;49 019,00;4,65
670;-6;ГринКомБанк;1184;Иркутская обл.;1 103 221,00;1 128 783,00;-25 562,00;-2,26
671;-24;Современные Стандарты Бизнеса;3397;Москва и обл.;1 100 924,00;1 276 051,00;-175 127,00;-13,72
672;19;Финанс Бизнес Банк;520;Краснодарский край;1 088 147,00;1 037 981,00;50 166,00;4,83
673;12;Кемсоцинбанк;96;Кемеровская обл.;1 084 250,00;1 057 292,00;26 958,00;2,55
674;13;Эльбин;2267;Дагестан;1 080 799,00;1 054 419,00;26 380,00;2,50
675;-15;Екатерининский;2167;Москва и обл.;1 077 782,00;1 159 312,00;-81 530,00;-7,03
676;3;Калуга;1151;Калужская обл.;1 075 634,00;1 073 469,00;2 165,00;0,20
677;58;Объединенный Кредитный Банк;1118;Владимирская обл.;1 070 648,00;861 996,00;208 652,00;24,21
678;14;Инбанк;1829;Москва и обл.;1 068 822,00;1 035 979,00;32 843,00;3,17
679;2;Флора-Москва;533;Москва и обл.;1 068 761,00;1 071 542,00;-2 781,00;-0,26
680;19;Сибэс;208;Омская обл.;1 065 011,00;1 005 512,00;59 499,00;5,92
681;13;Вэлкомбанк;589;Ставропольский край;1 062 399,00;1 031 789,00;30 610,00;2,97
682;7;Эргобанк;2856;Москва и обл.;1 061 835,00;1 051 884,00;9 951,00;0,95
683;-14;КИП-Банк;2843;Москва и обл.;1 051 463,00;1 112 031,00;-60 568,00;-5,45
684;-14;Байкалкредобанк;2990;Иркутская обл.;1 051 420,00;1 109 403,00;-57 983,00;-5,23
685;-12;Металлург;2877;Москва и обл.;1 046 775,00;1 105 407,00;-58 632,00;-5,30
686;11;Онего;2484;Карелия;1 041 824,00;1 014 743,00;27 081,00;2,67
687;28;Сельмашбанк;106;Ростовская обл.;1 041 103,00;931 701,00;109 402,00;11,74
688;-5;Богородский Муниципальный Банк;2992;Москва и обл.;1 040 050,00;1 067 498,00;-27 448,00;-2,57
689;-34;Регионфинансбанк;3357;Москва и обл.;1 039 410,00;1 233 321,00;-193 911,00;-15,72
690;15;Метрополь;1639;Москва и обл.;1 033 450,00;982 353,00;51 097,00;5,20
691;-3;Великие Луки Банк;598;Псковская обл.;1 032 466,00;1 052 271,00;-19 805,00;-1,88
692;-8;Дон-Тексбанк;1818;Ростовская обл.;1 032 237,00;1 059 741,00;-27 504,00;-2,60
693;-30;Яндекс Банк;3027;Москва и обл.;1 032 163,00;1 137 580,00;-105 417,00;-9,27
694;1;Верхневолжский;1084;Ярославская обл.;1 026 356,00;1 029 568,00;-3 212,00;-0,31
695;-21;Торговый Городской Банк;3180;Тверская обл.;1 026 179,00;1 105 236,00;-79 057,00;-7,15
696;0;Народный Доверительный Банк;2374;Москва и обл.;1 025 401,00;1 020 341,00;5 060,00;0,50
697;-20;Бумеранг;1002;Вологодская обл.;1 023 722,00;1 092 636,00;-68 914,00;-6,31
698;-27;Трастовый Республиканский Банк;3404;Москва и обл.;1 022 899,00;1 108 853,00;-85 954,00;-7,75
699;-19;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 021 486,00;1 072 456,00;-50 970,00;-4,75
700;-33;Саммит Банк;85;Приморский край;1 016 397,00;1 120 124,00;-103 727,00;-9,26
701;1;Стройиндбанк;155;Москва и обл.;1 015 995,00;995 369,00;20 626,00;2,07
702;-20;Местный Кредит;3370;Москва и обл.;1 013 811,00;1 070 585,00;-56 774,00;-5,30
703;-3;Рублевский;2192;Москва и обл.;1 011 863,00;1 004 027,00;7 836,00;0,78
704;4;Новый Промышленный Банк;930;Москва и обл.;1 008 275,00;951 505,00;56 770,00;5,97
705;-2;БВА Банк;1684;Москва и обл.;1 007 967,00;995 137,00;12 830,00;1,29
706;41;Трансэнергобанк;3106;Дагестан;1 007 965,00;798 743,00;209 222,00;26,19
707;-17;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;1 006 783,00;1 043 834,00;-37 051,00;-3,55
708;68;МС Банк Рус;2789;Москва и обл.;1 004 324,00;686 006,00;318 318,00;46,40
709;-47;Златкомбанк;568;Москва и обл.;1 002 981,00;1 152 964,00;-149 983,00;-13,01
710;-17;Радиан;1675;Иркутская обл.;1 002 245,00;1 033 552,00;-31 307,00;-3,03
711;18;Примтеркомбанк;21;Приморский край;964 308,00;879 019,00;85 289,00;9,70
712;14;Риал-Кредит;3393;Москва и обл.;960 564,00;903 493,00;57 071,00;6,32
713;5;Конфидэнс Банк;970;Костромская обл.;948 239,00;917 306,00;30 933,00;3,37
714;-7;Майкопбанк;1136;Адыгея;947 025,00;963 668,00;-16 643,00;-1,73
715;8;Синергия;2884;Саратовская обл.;943 462,00;910 031,00;33 431,00;3,67
716;16;Северинвестбанк;2264;Белгородская обл.;942 527,00;877 171,00;65 356,00;7,45
717;-5;Аскания Траст;286;Москва и обл.;936 109,00;938 932,00;-2 823,00;-0,30
718;-12;Максима;3379;Москва и обл.;927 170,00;975 343,00;-48 173,00;-4,94
719;1;Верхне-Волжский Нефтебанк;3033;Нижегородская обл.;905 708,00;913 943,00;-8 235,00;-0,90
720;-10;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;899 252,00;942 383,00;-43 131,00;-4,58
721;10;ЕАТП Банк;1765;Астраханская обл.;894 797,00;878 598,00;16 199,00;1,84
722;31;Динамичные Системы;3439;Москва и обл.;894 643,00;777 748,00;116 895,00;15,03
723;15;Руна-Банк;3207;Москва и обл.;886 739,00;841 615,00;45 124,00;5,36
724;34;Содружество;2923;Москва и обл.;877 130,00;748 369,00;128 761,00;17,21
725;3;Алтынбанк;2070;Татарстан;876 887,00;879 505,00;-2 618,00;-0,30
726;-12;Ноосфера;2650;Республика Алтай;873 094,00;935 601,00;-62 507,00;-6,68
727;6;Банкирский Дом;2928;Санкт-Петербург и обл.;871 482,00;875 642,00;-4 160,00;-0,48
728;-11;Кредитимпэкс Банк;2037;Москва и обл.;859 091,00;918 844,00;-59 753,00;-6,50
729;14;Анелик РУ;3443;Москва и обл.;855 804,00;814 637,00;41 167,00;5,05
730;11;Объединенный Капитал;2611;Санкт-Петербург и обл.;854 882,00;820 479,00;34 403,00;4,19
731;13;Кредит Экспресс;3186;Ростовская обл.;854 453,00;813 796,00;40 657,00;5,00
732;-31;РФИ Банк;3351;Москва и обл.;852 918,00;995 792,00;-142 874,00;-14,35
733;9;Канский;860;Красноярский край;844 871,00;816 301,00;28 570,00;3,50
734;-4;Булгар Банк;1917;Татарстан;840 810,00;878 698,00;-37 888,00;-4,31
735;10;Первый Дортрансбанк;3271;Кировская обл.;835 763,00;809 844,00;25 919,00;3,20
736;-17;Церих;2627;Москва и обл.;835 678,00;914 513,00;-78 835,00;-8,62
737;83;Кутузовский;3190;Москва и обл.;835 430,00;529 805,00;305 625,00;57,69
738;13;Кетовский Коммерческий Банк;842;Курганская обл.;833 575,00;779 919,00;53 656,00;6,88
739;-15;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;832 648,00;909 466,00;-76 818,00;-8,45
740;-27;Жилкредит;1736;Москва и обл.;831 018,00;935 886,00;-104 868,00;-11,21
741;5;Спецстройбанк;236;Москва и обл.;830 826,00;799 703,00;31 123,00;3,89
742;-15;Агора;3231;Москва и обл.;822 769,00;902 174,00;-79 405,00;-8,80
743;-7;Бузулукбанк;1282;Оренбургская обл.;820 801,00;861 890,00;-41 089,00;-4,77
744;-5;Унифондбанк;3416;Москва и обл.;819 426,00;837 378,00;-17 952,00;-2,14
745;-8;Первоуральскбанк;965;Свердловская обл.;817 480,00;860 174,00;-42 694,00;-4,96
746;-35;Сталь Банк;2248;Москва и обл.;816 766,00;941 309,00;-124 543,00;-13,23
747;1;Смолевич;1121;Смоленская обл.;808 384,00;791 923,00;16 461,00;2,08
748;-14;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;798 337,00;863 679,00;-65 342,00;-7,57
749;0;Жилстройбанк;2769;Москва и обл.;798 302,00;790 236,00;8 066,00;1,02
750;2;Тетраполис;1586;Санкт-Петербург и обл.;788 321,00;778 148,00;10 173,00;1,31
751;-30;Первый Клиентский Банк;3436;Москва и обл.;786 489,00;911 524,00;-125 035,00;-13,72
752;5;Финчер;3486;Москва и обл.;780 759,00;753 551,00;27 208,00;3,61
753;-3;Почта Банк;650;Брянская обл.;767 827,00;781 748,00;-13 921,00;-1,78
754;10;Центрально-Азиатский;3037;Хакасия;767 332,00;737 110,00;30 222,00;4,10
755;37;РусьРегионБанк;685;Москва и обл.;767 322,00;621 145,00;146 177,00;23,53
756;3;Химик;1114;Нижегородская обл.;760 002,00;746 864,00;13 138,00;1,76
757;6;Симбирск;653;Ульяновская обл.;756 036,00;742 130,00;13 906,00;1,87
758;-3;Академический Русский Банк;622;Москва и обл.;744 524,00;760 892,00;-16 368,00;-2,15
759;18;Региональный Банк Сбережений;3367;Москва и обл.;742 856,00;685 750,00;57 106,00;8,33
760;-6;Почтобанк;1788;Пермская обл.;740 545,00;766 485,00;-25 940,00;-3,38
761;9;Одинбанк;3197;Москва и обл.;739 779,00;708 225,00;31 554,00;4,46
762;0;Месед;184;Дагестан;738 941,00;744 131,00;-5 190,00;-0,70
763;12;Арсенал;3000;Москва и обл.;736 755,00;687 347,00;49 408,00;7,19
764;4;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;723 208,00;710 465,00;12 743,00;1,79
765;0;Инвест-Экобанк;1956;Санкт-Петербург и обл.;713 115,00;721 181,00;-8 066,00;-1,12
766;-5;Турбобанк;3203;Санкт-Петербург и обл.;713 045,00;745 210,00;-32 165,00;-4,32
767;-42;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;712 478,00;908 460,00;-195 982,00;-21,57
768;3;Курган;2568;Курганская обл.;711 667,00;706 262,00;5 405,00;0,77
769;13;Банк Глобус;2438;Москва и обл.;709 049,00;656 645,00;52 404,00;7,98
770;2;Балаково-Банк;444;Саратовская обл.;706 119,00;699 235,00;6 884,00;0,98
771;14;Арзамас;1281;Нижегородская обл.;703 408,00;646 771,00;56 637,00;8,76
772;-6;Ратибор-Банк;2174;Москва и обл.;699 141,00;713 290,00;-14 149,00;-1,98
773;-13;Аделантбанк;1835;Москва и обл.;695 914,00;746 753,00;-50 839,00;-6,81
774;-18;Далена Банк;1948;Москва и обл.;681 171,00;755 235,00;-74 064,00;-9,81
775;5;Бизнес для Бизнеса;1060;Чувашия;679 990,00;673 703,00;6 287,00;0,93
776;-2;Эко-Инвест;3116;Москва и обл.;678 842,00;689 452,00;-10 610,00;-1,54
777;-126;Ганзакомбанк;1734;Санкт-Петербург и обл.;674 217,00;1 249 845,00;-575 628,00;-46,06
778;6;Русский Банк Сбережений;779;Ставропольский край;667 033,00;647 491,00;19 542,00;3,02
779;0;Эл Банк;1025;Республика Алтай;666 539,00;675 294,00;-8 755,00;-1,30
780;-40;Международный Расчетный Банк;3028;Москва и обл.;661 122,00;831 460,00;-170 338,00;-20,49
781;-3;Камчатка;2966;Камчатская обл.;658 514,00;677 101,00;-18 587,00;-2,75
782;7;Адам Интернэшнл;2232;Дагестан;653 808,00;630 902,00;22 906,00;3,63
783;18;Галабанк;3090;Адыгея;646 483,00;583 778,00;62 705,00;10,74
784;20;Рингкомбанк;1909;Ингушетия;645 256,00;569 814,00;75 442,00;13,24
785;1;Атлас Банк;3477;Москва и обл.;638 010,00;643 718,00;-5 708,00;-0,89
786;4;Финарс Банк;2938;Москва и обл.;636 103,00;629 525,00;6 578,00;1,04
787;7;Центрально-Европейский Банк;2670;Москва и обл.;630 104,00;619 111,00;10 993,00;1,78
788;-21;Кузбассхимбанк;2868;Кемеровская обл.;629 570,00;712 751,00;-83 181,00;-11,67
789;-20;Космос;2245;Москва и обл.;621 855,00;708 586,00;-86 731,00;-12,24
790;5;Прайм Финанс;2758;Санкт-Петербург и обл.;619 955,00;617 779,00;2 176,00;0,35
791;52;ФинТех;3499;Москва и обл.;616 485,00;448 411,00;168 074,00;37,48
792;14;Народный Банк;2249;Карачаево-Черкесия;615 740,00;566 334,00;49 406,00;8,72
793;7;Кредитбанк;1035;Калмыкия;615 364,00;594 763,00;20 601,00;3,46
794;9;Москва;1661;Москва и обл.;614 180,00;579 337,00;34 843,00;6,01
795;39;Рапида;3371;Москва и обл.;612 570,00;486 236,00;126 334,00;25,98
796;1;Америкэн Экспресс Банк;3460;Москва и обл.;606 634,00;610 607,00;-3 973,00;-0,65
797;1;Мико-Банк;3195;Москва и обл.;605 736,00;601 865,00;3 871,00;0,64
798;-94;Агроинкомбанк;1946;Астраханская обл.;597 596,00;990 720,00;-393 124,00;-39,68
799;-6;Акцент;696;Оренбургская обл.;594 993,00;620 491,00;-25 498,00;-4,11
800;7;Классик Эконом Банк;3298;Северная Осетия — Алания;594 438,00;565 842,00;28 596,00;5,05
801;30;Сетевая Расчетная Палата;3332;Татарстан;590 805,00;500 829,00;89 976,00;17,97
