Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2013, тыс. рублей;Март, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
527;11;ИРС;272;Москва и обл.;2 475 480,00;2 328 610,00;146 870,00;6,31
528;-26;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;2 474 193,00;2 740 337,00;-266 144,00;-9,71
529;-1;Элита;1399;Калужская обл.;2 465 074,00;2 406 723,00;58 351,00;2,42
530;-4;Промсельхозбанк;538;Москва и обл.;2 445 758,00;2 409 338,00;36 420,00;1,51
531;-4;Ваш Личный Банк;1222;Иркутская обл.;2 405 535,00;2 408 339,00;-2 804,00;-0,12
532;-15;Богородский;1277;Нижегородская обл.;2 404 171,00;2 503 796,00;-99 625,00;-3,98
533;3;Расчетная Палата РТС;3335;Москва и обл.;2 401 981,00;2 348 906,00;53 075,00;2,26
534;-18;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;2 400 034,00;2 509 410,00;-109 376,00;-4,36
535;29;ИСБ;3010;Москва и обл.;2 385 633,00;2 160 635,00;224 998,00;10,41
536;-72;Земкомбанк;574;Ростовская обл.;2 379 675,00;3 296 830,00;-917 155,00;-27,82
537;13;Траст Капитал Банк;2741;Москва и обл.;2 374 671,00;2 238 556,00;136 115,00;6,08
538;-16;Уралприватбанк;153;Свердловская обл.;2 373 991,00;2 435 188,00;-61 197,00;-2,51
539;10;Новокиб;1747;Кемеровская обл.;2 358 095,00;2 245 266,00;112 829,00;5,03
540;5;Апабанк;2404;Москва и обл.;2 356 660,00;2 274 585,00;82 075,00;3,61
541;-20;Евразийский Банк;969;Москва и обл.;2 335 085,00;2 438 424,00;-103 339,00;-4,24
542;-2;Союзпромбанк;2965;Москва и обл.;2 329 309,00;2 322 922,00;6 387,00;0,27
543;-6;Бум-Банк;1137;Кабардино-Балкария;2 323 731,00;2 329 749,00;-6 018,00;-0,26
544;-12;Первый Инвестиционный Банк;604;Москва и обл.;2 319 928,00;2 386 812,00;-66 884,00;-2,80
545;-6;Конфидэнс Банк;970;Костромская обл.;2 316 304,00;2 327 647,00;-11 343,00;-0,49
546;43;Инвестиционный Республиканский Банк;2571;Москва и обл.;2 309 184,00;1 976 061,00;333 123,00;16,86
547;-16;Капитал;575;Москва и обл.;2 307 711,00;2 387 255,00;-79 544,00;-3,33
548;-2;ФорБанк;2063;Алтайский край;2 278 812,00;2 270 630,00;8 182,00;0,36
549;22;Зираат Банк;2559;Москва и обл.;2 273 575,00;2 123 429,00;150 146,00;7,07
550;-2;Братский АНКБ;1144;Иркутская обл.;2 273 506,00;2 249 524,00;23 982,00;1,07
551;12;МФБанк;3163;Москва и обл.;2 264 515,00;2 169 209,00;95 306,00;4,39
552;22;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 252 766,00;2 090 386,00;162 380,00;7,77
553;-6;Объединенный Резервный Банк;937;Москва и обл.;2 252 667,00;2 270 346,00;-17 679,00;-0,78
554;6;Финтрастбанк;3104;Москва и обл.;2 249 191,00;2 175 965,00;73 226,00;3,37
555;6;Риал-Кредит;3393;Москва и обл.;2 241 677,00;2 173 628,00;68 049,00;3,13
556;-3;КОР;2148;Волгоградская обл.;2 241 165,00;2 206 862,00;34 303,00;1,55
557;8;Радиотехбанк;1166;Нижегородская обл.;2 231 731,00;2 158 999,00;72 732,00;3,37
558;-1;Йошкар-Ола;2802;Марий Эл;2 195 575,00;2 186 443,00;9 132,00;0,42
559;14;Народный Доверительный Банк;2374;Москва и обл.;2 193 451,00;2 098 195,00;95 256,00;4,54
560;30;Рублевский;2192;Москва и обл.;2 191 631,00;1 971 480,00;220 151,00;11,17
561;-10;Спиритбанк;2053;Тульская обл.;2 177 572,00;2 236 331,00;-58 759,00;-2,63
562;8;Пульс Столицы;3002;Москва и обл.;2 175 483,00;2 127 263,00;48 220,00;2,27
563;-20;Торговый Городской Банк;3180;Тверская обл.;2 170 876,00;2 295 220,00;-124 344,00;-5,42
564;3;Выборг-Банк;720;Санкт-Петербург и обл.;2 154 802,00;2 155 311,00;-509,00;-0,02
565;-21;ИК Банк;1732;Татарстан;2 148 116,00;2 295 169,00;-147 053,00;-6,41
566;0;Иваново;1763;Ивановская обл.;2 138 365,00;2 157 306,00;-18 941,00;-0,88
567;-5;Кросна-Банк;2607;Москва и обл.;2 133 804,00;2 172 290,00;-38 486,00;-1,77
568;10;Айви Банк;2055;Москва и обл.;2 130 747,00;2 039 635,00;91 112,00;4,47
569;42;Современные Стандарты Бизнеса;3397;Москва и обл.;2 116 735,00;1 807 513,00;309 222,00;17,11
570;6;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 105 140,00;2 080 702,00;24 438,00;1,17
571;-15;Банк Пермь;875;Пермская обл.;2 105 121,00;2 187 214,00;-82 093,00;-3,75
572;3;РСКБ;2050;Москва и обл.;2 096 936,00;2 089 589,00;7 347,00;0,35
573;-19;Яринтербанк;2564;Ярославская обл.;2 096 261,00;2 201 981,00;-105 720,00;-4,80
574;11;Проинвестбанк;784;Пермская обл.;2 086 057,00;2 016 108,00;69 949,00;3,47
575;9;Кубанский Универсальный Банк;2898;Краснодарский край;2 083 085,00;2 025 621,00;57 464,00;2,84
576;3;Дом-Банк;3209;Москва и обл.;2 079 924,00;2 039 396,00;40 528,00;1,99
577;18;Новое Время;3492;Москва и обл.;2 075 598,00;1 938 331,00;137 267,00;7,08
578;18;Таурус Банк;655;Челябинская обл.;2 070 309,00;1 914 035,00;156 274,00;8,16
579;-11;Россита-Банк;3257;Москва и обл.;2 064 220,00;2 145 482,00;-81 262,00;-3,79
580;-8;Ринвестбанк;3262;Рязанская обл.;2 061 294,00;2 108 203,00;-46 909,00;-2,23
581;16;Национальный Корпоративный Банк;3422;Москва и обл.;2 045 501,00;1 908 122,00;137 379,00;7,20
582;0;Новый Символ;370;Москва и обл.;2 045 017,00;2 032 092,00;12 925,00;0,64
583;-6;Мегаполис;3265;Чувашия;2 038 809,00;2 075 027,00;-36 218,00;-1,75
584;-25;Тендер-Банк;2252;Москва и обл.;2 030 482,00;2 177 492,00;-147 010,00;-6,75
585;2;Новация;840;Адыгея;2 024 168,00;1 995 717,00;28 451,00;1,43
586;0;Стелла-Банк;2948;Ростовская обл.;2 018 327,00;2 003 505,00;14 822,00;0,74
587;7;Леноблбанк;1003;Санкт-Петербург и обл.;2 004 477,00;1 943 432,00;61 045,00;3,14
588;11;РТС-Банк;3401;Самарская обл.;1 996 900,00;1 884 624,00;112 276,00;5,96
589;13;Бест Эффортс Банк;435;Москва и обл.;1 991 351,00;1 874 532,00;116 819,00;6,23
590;112;Народный Банк;2249;Карачаево-Черкесия;1 975 780,00;1 140 992,00;834 788,00;73,16
591;-10;Эсидбанк;1991;Дагестан;1 974 921,00;2 034 360,00;-59 439,00;-2,92
592;21;Юнистрим;3467;Москва и обл.;1 969 705,00;1 771 424,00;198 281,00;11,19
593;-1;Крона-Банк;2499;Иркутская обл.;1 941 764,00;1 960 340,00;-18 576,00;-0,95
594;-25;Банк МБФИ;2073;Москва и обл.;1 930 468,00;2 139 488,00;-209 020,00;-9,77
595;-4;Приско Капитал Банк;2537;Москва и обл.;1 922 314,00;1 963 074,00;-40 760,00;-2,08
596;20;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 899 022,00;1 755 441,00;143 581,00;8,18
597;23;Русский Национальный Банк;469;Ростовская обл.;1 868 101,00;1 716 487,00;151 614,00;8,83
598;-46;Сервис Резерв;2034;Москва и обл.;1 856 562,00;2 214 745,00;-358 183,00;-16,17
599;4;Донхлеббанк;2285;Ростовская обл.;1 854 490,00;1 853 861,00;629,00;0,03
600;-12;Пурпе;709;Тюменская обл.;1 839 512,00;1 983 487,00;-143 975,00;-7,26
601;0;Далена Банк;1948;Москва и обл.;1 834 387,00;1 876 609,00;-42 222,00;-2,25
602;-22;Эльбин;2267;Дагестан;1 832 547,00;2 038 937,00;-206 390,00;-10,12
603;-5;Социум-Банк;2881;Москва и обл.;1 832 346,00;1 886 903,00;-54 557,00;-2,89
604;37;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 826 542,00;1 510 539,00;316 003,00;20,92
605;-1;Нальчик;695;Кабардино-Балкария;1 825 708,00;1 849 049,00;-23 341,00;-1,26
606;-1;Старооскольский Агропромбанк;1050;Белгородская обл.;1 824 380,00;1 848 589,00;-24 209,00;-1,31
607;2;Унифондбанк;3416;Москва и обл.;1 821 133,00;1 833 203,00;-12 070,00;-0,66
608;-53;Вэлтон Банк;1105;Белгородская обл.;1 820 166,00;2 197 272,00;-377 106,00;-17,16
609;-2;Газнефтьбанк;3223;Саратовская обл.;1 813 726,00;1 842 360,00;-28 634,00;-1,55
610;0;РНКБ;1354;Москва и обл.;1 812 978,00;1 815 354,00;-2 376,00;-0,13
611;-3;БВА Банк;1684;Москва и обл.;1 807 259,00;1 835 510,00;-28 251,00;-1,54
612;-12;Тагилбанк;1635;Свердловская обл.;1 800 616,00;1 880 509,00;-79 893,00;-4,25
613;9;Канский;860;Красноярский край;1 797 462,00;1 699 853,00;97 609,00;5,74
614;36;Мострансбанк;2258;Москва и обл.;1 796 532,00;1 457 239,00;339 293,00;23,28
615;4;Соколовский;2830;Москва и обл.;1 782 326,00;1 719 157,00;63 169,00;3,67
616;-4;Владбизнесбанк;903;Владимирская обл.;1 779 442,00;1 779 245,00;197,00;0,01
617;1;Татагропромбанк;728;Татарстан;1 778 871,00;1 720 017,00;58 854,00;3,42
618;-4;Алтынбанк;2070;Татарстан;1 773 676,00;1 768 174,00;5 502,00;0,31
619;-26;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 773 020,00;1 952 254,00;-179 234,00;-9,18
620;25;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 767 088,00;1 486 951,00;280 137,00;18,84
621;6;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 760 716,00;1 646 531,00;114 185,00;6,93
622;12;Кредитинвест;1197;Дагестан;1 717 361,00;1 560 657,00;156 704,00;10,04
623;-8;Приобье;537;Тюменская обл.;1 703 356,00;1 760 259,00;-56 903,00;-3,23
624;-3;Трансинвестбанк;3238;Москва и обл.;1 698 749,00;1 712 719,00;-13 970,00;-0,82
625;-2;Викинг;2;Санкт-Петербург и обл.;1 696 758,00;1 693 766,00;2 992,00;0,18
626;-9;Арт-Банк;2779;Северная Осетия — Алания;1 672 345,00;1 754 543,00;-82 198,00;-4,68
627;1;Московский Вексельный Банк;2697;Москва и обл.;1 665 206,00;1 636 175,00;29 031,00;1,77
628;39;Индустриальный Сберегательный Банк;3175;Москва и обл.;1 664 508,00;1 361 819,00;302 689,00;22,23
629;2;Национальный Республиканский Банк;3359;Москва и обл.;1 659 062,00;1 599 772,00;59 290,00;3,71
630;0;Нарат;1902;Саратовская обл.;1 640 822,00;1 618 640,00;22 182,00;1,37
631;-25;Межбанковский Кредитный Союз;3242;Москва и обл.;1 636 829,00;1 847 524,00;-210 695,00;-11,40
632;28;Бинбанк Столица;3052;Москва и обл.;1 633 897,00;1 400 195,00;233 702,00;16,69
633;-9;Бумеранг;1002;Вологодская обл.;1 626 051,00;1 692 043,00;-65 992,00;-3,90
634;5;Столичный Кредит;2853;Москва и обл.;1 625 626,00;1 535 741,00;89 885,00;5,85
635;21;МС Банк Рус;2789;Москва и обл.;1 618 179,00;1 425 544,00;192 635,00;13,51
636;-7;Международный Расчетный Банк;3028;Москва и обл.;1 603 809,00;1 620 878,00;-17 069,00;-1,05
637;-1;Стройиндбанк;155;Москва и обл.;1 581 736,00;1 544 459,00;37 277,00;2,41
638;-12;Газтрансбанк;665;Адыгея;1 578 205,00;1 651 492,00;-73 287,00;-4,44
639;-2;Михайловский ПЖСБ;2961;Волгоградская обл.;1 578 021,00;1 542 468,00;35 553,00;2,30
640;6;Новый Промышленный Банк;930;Москва и обл.;1 569 905,00;1 483 402,00;86 503,00;5,83
641;6;Вологдабанк;992;Вологодская обл.;1 567 973,00;1 482 396,00;85 577,00;5,77
642;57;ИстКом-Финанс;3435;Москва и обл.;1 553 860,00;1 157 704,00;396 156,00;34,22
643;-11;Липецкий Областной Банк;1794;Липецкая обл.;1 551 992,00;1 596 459,00;-44 467,00;-2,79
644;-9;Кредит Экспресс;3186;Ростовская обл.;1 524 680,00;1 560 114,00;-35 434,00;-2,27
645;-7;Холмск;503;Сахалинская обл.;1 497 631,00;1 536 274,00;-38 643,00;-2,52
646;2;Смолевич;1121;Смоленская обл.;1 494 231,00;1 468 552,00;25 679,00;1,75
647;2;Кемсоцинбанк;96;Кемеровская обл.;1 488 165,00;1 460 817,00;27 348,00;1,87
648;4;Саратов;330;Саратовская обл.;1 487 822,00;1 450 610,00;37 212,00;2,57
649;-66;Сталь Банк;2248;Москва и обл.;1 477 841,00;2 027 361,00;-549 520,00;-27,11
650;-10;Нерюнгрибанк;825;Саха (Якутия);1 476 725,00;1 523 176,00;-46 451,00;-3,05
651;4;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 475 873,00;1 434 601,00;41 272,00;2,88
652;-10;БСТ-Банк;2883;Кемеровская обл.;1 464 293,00;1 509 836,00;-45 543,00;-3,02
653;-10;Единственный;3187;Москва и обл.;1 460 921,00;1 494 214,00;-33 293,00;-2,23
654;18;Академический Русский Банк;622;Москва и обл.;1 452 191,00;1 319 002,00;133 189,00;10,10
655;21;Финанс Бизнес Банк;520;Краснодарский край;1 445 811,00;1 285 450,00;160 361,00;12,48
656;1;Руна-Банк;3207;Москва и обл.;1 442 241,00;1 417 167,00;25 074,00;1,77
657;-13;Банк Реалист;2646;Москва и обл.;1 440 860,00;1 492 588,00;-51 728,00;-3,47
658;0;Тандем;1951;Москва и обл.;1 436 639,00;1 413 812,00;22 827,00;1,61
659;-5;Жилкредит;1736;Москва и обл.;1 430 847,00;1 436 989,00;-6 142,00;-0,43
660;-9;Содружество;2923;Москва и обл.;1 414 065,00;1 451 946,00;-37 881,00;-2,61
661;2;ВЕБРР;3418;Москва и обл.;1 409 472,00;1 383 767,00;25 705,00;1,86
662;-3;Новый Кредитный Союз;3139;Москва и обл.;1 390 858,00;1 400 784,00;-9 926,00;-0,71
663;1;Великие Луки Банк;598;Псковская обл.;1 379 953,00;1 382 565,00;-2 612,00;-0,19
664;7;Златкомбанк;568;Москва и обл.;1 379 524,00;1 321 659,00;57 865,00;4,38
665;88;РН Банк;170;Омская обл.;1 378 814,00;879 971,00;498 843,00;56,69
666;37;Рапида;3371;Москва и обл.;1 377 322,00;1 131 064,00;246 258,00;21,77
667;-42;РФИ Банк;3351;Москва и обл.;1 374 076,00;1 673 926,00;-299 850,00;-17,91
668;1;ГринКомБанк;1184;Иркутская обл.;1 346 845,00;1 348 604,00;-1 759,00;-0,13
669;10;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;1 344 592,00;1 273 270,00;71 322,00;5,60
670;-17;Тайм Банк;3120;Москва и обл.;1 338 438,00;1 441 914,00;-103 476,00;-7,18
671;4;Азимут;3154;Москва и обл.;1 332 829,00;1 296 074,00;36 755,00;2,84
672;-2;Мурманский Расчетный Центр;3341;Мурманская обл.;1 332 469,00;1 321 663,00;10 806,00;0,82
673;1;Геленджик-Банк;790;Краснодарский край;1 325 585,00;1 305 428,00;20 157,00;1,54
674;6;Майкопбанк;1136;Адыгея;1 323 542,00;1 273 256,00;50 286,00;3,95
675;8;Банкирский Дом;2928;Санкт-Петербург и обл.;1 321 060,00;1 244 011,00;77 049,00;6,19
676;-15;Максима;3379;Москва и обл.;1 305 865,00;1 395 501,00;-89 636,00;-6,42
677;-9;Екатерининский;2167;Москва и обл.;1 294 088,00;1 356 120,00;-62 032,00;-4,57
678;-5;Приполярком;507;Тюменская обл.;1 292 843,00;1 311 593,00;-18 750,00;-1,43
679;-17;Объединенный Банк Республики;1016;Чувашия;1 288 271,00;1 393 874,00;-105 603,00;-7,58
680;20;Примтеркомбанк;21;Приморский край;1 288 204,00;1 150 178,00;138 026,00;12,00
681;7;Капиталбанк;2547;Ростовская обл.;1 281 452,00;1 208 648,00;72 804,00;6,02
682;-17;Уралфинанс;1370;Свердловская обл.;1 280 736,00;1 377 618,00;-96 882,00;-7,03
683;18;Атлас Банк;3477;Москва и обл.;1 278 379,00;1 144 767,00;133 612,00;11,67
684;23;Синергия;2884;Саратовская обл.;1 258 223,00;1 121 003,00;137 220,00;12,24
685;-7;Банк Глобус;2438;Москва и обл.;1 257 461,00;1 273 641,00;-16 180,00;-1,27
686;-4;Калуга;1151;Калужская обл.;1 246 740,00;1 248 643,00;-1 903,00;-0,15
687;25;Бизнес для Бизнеса;1060;Чувашия;1 240 090,00;1 105 708,00;134 382,00;12,15
688;9;Кетовский Коммерческий Банк;842;Курганская обл.;1 236 429,00;1 170 937,00;65 492,00;5,59
689;-5;Спутник;1071;Оренбургская обл.;1 234 291,00;1 232 787,00;1 504,00;0,12
690;-57;Интеркоопбанк;2803;Москва и обл.;1 233 259,00;1 572 324,00;-339 065,00;-21,56
691;-25;Радиан;1675;Иркутская обл.;1 231 500,00;1 363 927,00;-132 427,00;-9,71
692;21;Регионфинансбанк;3357;Москва и обл.;1 229 966,00;1 093 256,00;136 710,00;12,50
693;-7;Республиканский Кредитный Альянс;3017;Москва и обл.;1 216 061,00;1 229 565,00;-13 504,00;-1,10
694;2;Булгар Банк;1917;Татарстан;1 204 924,00;1 173 993,00;30 931,00;2,63
695;-2;Метрополь;1639;Москва и обл.;1 196 158,00;1 199 317,00;-3 159,00;-0,26
696;-11;Онего;2484;Карелия;1 194 818,00;1 232 663,00;-37 845,00;-3,07
697;-3;Акцент;696;Оренбургская обл.;1 191 009,00;1 182 776,00;8 233,00;0,70
698;0;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 181 648,00;1 162 044,00;19 604,00;1,69
699;-4;Дон-Тексбанк;1818;Ростовская обл.;1 164 358,00;1 175 147,00;-10 789,00;-0,92
700;-11;Яндекс Банк;3027;Москва и обл.;1 162 538,00;1 206 607,00;-44 069,00;-3,65
701;5;Си Ди Би Банк;3339;Краснодарский край;1 157 322,00;1 121 068,00;36 254,00;3,23
702;21;Региональный Коммерческий Банк;836;Ульяновская обл.;1 156 300,00;1 044 149,00;112 151,00;10,74
703;-13;Симбирск;653;Ульяновская обл.;1 152 534,00;1 204 764,00;-52 230,00;-4,34
704;-13;Сибэс;208;Омская обл.;1 152 343,00;1 201 921,00;-49 578,00;-4,12
705;;ЮMoney;3510;Россия;1 127 376,00;-;-;
706;-29;Металлург;2877;Москва и обл.;1 125 359,00;1 276 185,00;-150 826,00;-11,82
707;13;Агора;3231;Москва и обл.;1 125 227,00;1 071 243,00;53 984,00;5,04
708;-3;Ноосфера;2650;Республика Алтай;1 112 177,00;1 122 359,00;-10 182,00;-0,91
709;7;Флора-Москва;533;Москва и обл.;1 107 721,00;1 083 706,00;24 015,00;2,22
710;105;Кредпромбанк;1165;Ярославская обл.;1 103 346,00;547 362,00;555 984,00;101,58
711;-3;Саммит Банк;85;Приморский край;1 100 906,00;1 115 738,00;-14 832,00;-1,33
712;-3;Почтобанк;1788;Пермская обл.;1 098 922,00;1 114 450,00;-15 528,00;-1,39
713;-3;Контраст-Банк;2857;Москва и обл.;1 096 334,00;1 108 802,00;-12 468,00;-1,12
714;37;Спецстройбанк;236;Москва и обл.;1 088 598,00;883 704,00;204 894,00;23,19
715;13;Мосводоканалбанк;2863;Москва и обл.;1 084 543,00;1 033 830,00;50 713,00;4,91
716;13;Динамичные Системы;3439;Москва и обл.;1 080 094,00;1 033 576,00;46 518,00;4,50
717;0;Миръ;3089;Москва и обл.;1 078 992,00;1 079 978,00;-986,00;-0,09
718;-3;Адам Интернэшнл;2232;Дагестан;1 064 942,00;1 084 633,00;-19 691,00;-1,82
719;53;Кредитбанк;1035;Калмыкия;1 062 335,00;782 846,00;279 489,00;35,70
720;2;Кредитимпэкс Банк;2037;Москва и обл.;1 061 524,00;1 048 926,00;12 598,00;1,20
721;15;Сельмашбанк;106;Ростовская обл.;1 054 547,00;979 973,00;74 574,00;7,61
722;-4;Первый Дортрансбанк;3271;Кировская обл.;1 051 570,00;1 079 565,00;-27 995,00;-2,59
723;-4;Первоуральскбанк;965;Свердловская обл.;1 051 258,00;1 073 351,00;-22 093,00;-2,06
724;-20;Заубер Банк;1614;Карачаево-Черкесия;1 048 959,00;1 124 908,00;-75 949,00;-6,75
725;20;Первый Клиентский Банк;3436;Москва и обл.;1 045 341,00;908 234,00;137 107,00;15,10
726;-12;Северинвестбанк;2264;Белгородская обл.;1 028 093,00;1 086 755,00;-58 662,00;-5,40
727;-6;Курган;2568;Курганская обл.;1 025 382,00;1 053 728,00;-28 346,00;-2,69
728;34;Линк-Банк;2699;Москва и обл.;1 023 087,00;819 789,00;203 298,00;24,80
729;14;РусьРегионБанк;685;Москва и обл.;1 022 288,00;926 383,00;95 905,00;10,35
730;-38;Расчетный Дом;3350;Москва и обл.;1 009 186,00;1 200 307,00;-191 121,00;-15,92
731;-50;КИП-Банк;2843;Москва и обл.;1 006 159,00;1 260 936,00;-254 777,00;-20,21
732;14;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 005 592,00;906 031,00;99 561,00;10,99
733;-8;Турбобанк;3203;Санкт-Петербург и обл.;1 001 051,00;1 036 881,00;-35 830,00;-3,46
734;0;Международный Строительный Банк;3484;Москва и обл.;983 718,00;996 176,00;-12 458,00;-1,25
735;-24;Нафтабанк;715;Дагестан;979 804,00;1 107 524,00;-127 720,00;-11,53
736;-9;Арзамас;1281;Нижегородская обл.;976 393,00;1 034 194,00;-57 801,00;-5,59
737;-5;Америкэн Экспресс Банк;3460;Москва и обл.;972 836,00;1 013 710,00;-40 874,00;-4,03
738;-8;Байкалкредобанк;2990;Иркутская обл.;970 361,00;1 029 405,00;-59 044,00;-5,74
739;13;Вакобанк;1291;Псковская обл.;963 319,00;881 993,00;81 326,00;9,22
740;15;Арсенал;3000;Москва и обл.;963 151,00;876 836,00;86 315,00;9,84
741;-3;Элекснет;3314;Москва и обл.;961 832,00;961 832,00;0,00;0
742;-55;Новый Век;3417;Москва и обл.;942 476,00;1 223 011,00;-280 535,00;-22,94
743;-17;Центрально-Азиатский;3037;Хакасия;938 923,00;1 034 565,00;-95 642,00;-9,24
744;-4;Тексбанк;2756;Карачаево-Черкесия;936 910,00;933 087,00;3 823,00;0,41
745;-6;ЕАТП Банк;1765;Астраханская обл.;936 802,00;949 172,00;-12 370,00;-1,30
746;2;Финарс Банк;2938;Москва и обл.;936 678,00;904 042,00;32 636,00;3,61
747;-6;Аскания Траст;286;Москва и обл.;934 812,00;929 459,00;5 353,00;0,58
748;-6;Месед;184;Дагестан;932 049,00;926 642,00;5 407,00;0,58
749;5;Тетраполис;1586;Санкт-Петербург и обл.;931 085,00;878 290,00;52 795,00;6,01
750;0;Межрегионбанк;1059;Москва и обл.;924 882,00;893 635,00;31 247,00;3,50
751;10;Местный Кредит;3370;Москва и обл.;923 370,00;830 254,00;93 116,00;11,22
752;43;Прокоммерцбанк;2996;Москва и обл.;918 051,00;649 489,00;268 562,00;41,35
753;-6;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;911 007,00;904 708,00;6 299,00;0,70
754;-10;Бузулукбанк;1282;Оренбургская обл.;909 774,00;918 430,00;-8 656,00;-0,94
755;-22;Взаимодействие;1704;Новосибирская обл.;898 953,00;1 010 792,00;-111 839,00;-11,06
756;-21;Идеалбанк;3491;Москва и обл.;893 159,00;984 891,00;-91 732,00;-9,31
757;1;Мико-Банк;3195;Москва и обл.;887 581,00;859 466,00;28 115,00;3,27
758;5;Камский Горизонт;2554;Татарстан;875 339,00;818 186,00;57 153,00;6,99
759;-10;Строительно-Коммерческий Банк;3050;Архангельская обл.;866 373,00;899 517,00;-33 144,00;-3,68
760;-4;Химик;1114;Нижегородская обл.;852 030,00;875 129,00;-23 099,00;-2,64
761;-30;Региональный Банк Сбережений;3367;Москва и обл.;849 936,00;1 013 905,00;-163 969,00;-16,17
762;-25;Жилстройбанк;2769;Москва и обл.;836 820,00;963 032,00;-126 212,00;-13,11
763;-6;Инвест-Экобанк;1956;Санкт-Петербург и обл.;820 719,00;868 214,00;-47 495,00;-5,47
764;6;МТИ Банк;1052;Москва и обл.;815 953,00;789 192,00;26 761,00;3,39
765;-6;Прохладный;874;Кабардино-Балкария;814 911,00;848 197,00;-33 286,00;-3,92
766;2;Агроинкомбанк;1946;Астраханская обл.;809 018,00;796 932,00;12 086,00;1,52
767;0;Плато-Банк;2071;Свердловская обл.;805 185,00;797 465,00;7 720,00;0,97
768;-8;Космос;2245;Москва и обл.;802 850,00;833 898,00;-31 048,00;-3,72
769;17;Воронеж;654;Воронежская обл.;800 127,00;704 447,00;95 680,00;13,58
770;4;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;795 592,00;773 981,00;21 611,00;2,79
771;-6;Прайм Финанс;2758;Санкт-Петербург и обл.;783 624,00;801 951,00;-18 327,00;-2,29
772;-8;Русский Банк Сбережений;779;Ставропольский край;774 892,00;813 733,00;-38 841,00;-4,77
773;-4;Кузбассхимбанк;2868;Кемеровская обл.;774 471,00;796 266,00;-21 795,00;-2,74
774;8;Геобанк;2027;Москва и обл.;772 135,00;725 899,00;46 236,00;6,37
775;-2;Классик Эконом Банк;3298;Северная Осетия — Алания;766 033,00;779 344,00;-13 311,00;-1,71
776;-10;Анелик РУ;3443;Москва и обл.;756 326,00;801 834,00;-45 508,00;-5,68
777;-1;Акция;927;Ивановская обл.;753 819,00;752 785,00;1 034,00;0,14
778;22;Кубаньторгбанк;478;Краснодарский край;739 085,00;629 226,00;109 859,00;17,46
779;11;Региональный Корпоративный Банк;1134;Ивановская обл.;725 788,00;674 547,00;51 241,00;7,60
780;4;Трастовый Республиканский Банк;3404;Москва и обл.;721 449,00;718 484,00;2 965,00;0,41
781;-1;Славянбанк;804;Новгородская обл.;713 469,00;732 325,00;-18 856,00;-2,57
782;-5;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;712 452,00;738 529,00;-26 077,00;-3,53
783;20;Олма-Банк;3250;Москва и обл.;709 432,00;617 330,00;92 102,00;14,92
784;14;Ипозембанк;3026;Самарская обл.;702 934,00;636 562,00;66 372,00;10,43
785;3;НСТ-Банк;1738;Оренбургская обл.;698 243,00;697 501,00;742,00;0,11
786;-62;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;696 392,00;1 041 761,00;-345 369,00;-33,15
787;-12;АББ;2937;Москва и обл.;692 028,00;773 872,00;-81 844,00;-10,58
788;5;Телекоммерц Банк;3380;Тульская обл.;691 999,00;660 851,00;31 148,00;4,71
789;3;ЮМК Банк;3495;Краснодарский край;689 416,00;663 754,00;25 662,00;3,87
790;-19;Аделантбанк;1835;Москва и обл.;688 484,00;786 327,00;-97 843,00;-12,44
791;-8;Балаково-Банк;444;Саратовская обл.;686 213,00;723 701,00;-37 488,00;-5,18
792;7;Народный Земельно-Промышленный Банк;2873;Алтайский край;684 539,00;629 259,00;55 280,00;8,78
793;-6;Банк Премьер Кредит;1663;Коми;683 864,00;702 422,00;-18 558,00;-2,64
794;-5;Башпромбанк;1006;Башкортостан;677 298,00;679 496,00;-2 198,00;-0,32
795;45;Кошелев-Банк;3300;Самарская обл.;673 876,00;472 358,00;201 518,00;42,66
796;-17;Платежный Сервисный Банк;1943;Башкортостан;673 798,00;733 634,00;-59 836,00;-8,16
797;-19;Алданзолотобанк;854;Саха (Якутия);669 370,00;735 863,00;-66 493,00;-9,04
798;-17;Центр Межбанковских Расчетов;3400;Москва и обл.;648 936,00;730 650,00;-81 714,00;-11,18
