Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2018, тыс. рублей;Октябрь, 2018, тыс. рублей;Изменение, тыс. рублей;Изменение, %
258;3;Венец;524;Ульяновская обл.;5 554 909,00;5 652 744,00;-97 835,00;-1,73
259;-1;Севастопольский Морской Банк;3528;Севастополь;5 548 966,00;5 871 131,00;-322 165,00;-5,49
260;3;Альба Альянс;2593;Москва и обл.;5 404 862,00;5 452 818,00;-47 956,00;-0,88
261;6;Москва-Сити;3247;Москва и обл.;5 271 778,00;5 182 146,00;89 632,00;1,73
262;3;Камский Коммерческий Банк;438;Татарстан;5 145 221,00;5 263 972,00;-118 751,00;-2,26
263;3;Инкахран;3454;Москва и обл.;5 105 735,00;5 199 492,00;-93 757,00;-1,80
264;12;Руссобанк;2313;Москва и обл.;5 073 932,00;4 724 475,00;349 457,00;7,40
265;3;Горбанк;2982;Санкт-Петербург и обл.;5 004 284,00;5 110 401,00;-106 117,00;-2,08
266;-2;Индустриальный Сберегательный Банк;3175;Москва и обл.;4 972 819,00;5 432 801,00;-459 982,00;-8,47
267;3;Банк ПСА Финанс Рус;3481;Москва и обл.;4 947 245,00;5 049 977,00;-102 732,00;-2,03
268;5;Нэклис-Банк;1671;Москва и обл.;4 845 394,00;4 786 072,00;59 322,00;1,24
269;0;Платина;2347;Москва и обл.;4 762 823,00;5 107 875,00;-345 052,00;-6,76
270;2;Кубаньторгбанк;478;Краснодарский край;4 741 680,00;4 810 180,00;-68 500,00;-1,42
271;6;Роял Кредит Банк;783;Приморский край;4 712 784,00;4 723 129,00;-10 345,00;-0,22
272;-1;Коммерческий Индо Банк;3446;Москва и обл.;4 529 920,00;4 930 655,00;-400 735,00;-8,13
273;6;Стройлесбанк;2995;Тюменская обл.;4 476 301,00;4 519 370,00;-43 069,00;-0,95
274;4;Донкомбанк;492;Ростовская обл.;4 459 240,00;4 670 418,00;-211 178,00;-4,52
275;-1;Бест Эффортс Банк;435;Москва и обл.;4 282 934,00;4 764 202,00;-481 268,00;-10,10
276;4;Икано Банк;3519;Москва и обл.;4 281 764,00;4 348 286,00;-66 522,00;-1,53
277;12;Объединенный Резервный Банк;937;Москва и обл.;4 211 384,00;3 969 405,00;241 979,00;6,10
278;4;Банк Кремлевский;2905;Москва и обл.;4 208 490,00;4 285 140,00;-76 650,00;-1,79
279;5;Радиотехбанк;1166;Нижегородская обл.;4 188 528,00;4 230 090,00;-41 562,00;-0,98
280;27;Оргбанк;3312;Москва и обл.;4 170 381,00;3 405 414,00;764 967,00;22,46
281;2;Мегаполис;3265;Чувашия;4 150 747,00;4 247 311,00;-96 564,00;-2,27
282;3;Банк Инноваций и Развития;2647;Москва и обл.;4 130 340,00;4 218 470,00;-88 130,00;-2,09
283;-2;Московский Коммерческий Банк;3172;Москва и обл.;4 122 331,00;4 320 629,00;-198 298,00;-4,59
284;3;Братский АНКБ;1144;Иркутская обл.;4 119 851,00;4 048 425,00;71 426,00;1,76
285;3;Вологжанин;1896;Вологодская обл.;4 039 531,00;4 040 739,00;-1 208,00;-0,03
286;14;Алтайкапиталбанк;2659;Алтайский край;3 982 447,00;3 696 467,00;285 980,00;7,74
287;-1;Долинск;857;Сахалинская обл.;3 903 639,00;4 064 006,00;-160 367,00;-3,95
288;3;Крокус-Банк;2682;Москва и обл.;3 817 549,00;3 835 060,00;-17 511,00;-0,46
289;6;НОКССбанк;3202;Волгоградская обл.;3 800 637,00;3 724 713,00;75 924,00;2,04
290;2;Межрегиональный промышленно-строительный банк;752;Мордовия;3 766 873,00;3 777 607,00;-10 734,00;-0,28
291;7;УМ-Банк;1441;Москва и обл.;3 710 396,00;3 707 733,00;2 663,00;0,07
292;17;Система;2846;Москва и обл.;3 659 814,00;3 358 770,00;301 044,00;8,96
293;0;Уралфинанс;1370;Свердловская обл.;3 635 930,00;3 740 987,00;-105 057,00;-2,81
294;2;Бланк Банк;2368;Москва и обл.;3 595 966,00;3 721 203,00;-125 237,00;-3,37
295;-5;Экси-Банк;2530;Санкт-Петербург и обл.;3 555 682,00;3 951 251,00;-395 569,00;-10,01
296;3;Донхлеббанк;2285;Ростовская обл.;3 551 140,00;3 703 541,00;-152 401,00;-4,12
297;5;ЮМК Банк;3495;Краснодарский край;3 534 835,00;3 593 812,00;-58 977,00;-1,64
298;20;Камчаткомагропромбанк;545;Камчатская обл.;3 518 421,00;3 213 711,00;304 710,00;9,48
299;4;Евразийский Банк;969;Москва и обл.;3 516 503,00;3 568 588,00;-52 085,00;-1,46
300;6;Современные Стандарты Бизнеса;3397;Москва и обл.;3 461 534,00;3 475 806,00;-14 272,00;-0,41
301;-4;Юнистрим;3467;Москва и обл.;3 370 154,00;3 714 530,00;-344 376,00;-9,27
302;12;Заубер Банк;1614;Санкт-Петербург и обл.;3 367 700,00;3 249 686,00;118 014,00;3,63
303;1;Иваново;1763;Ивановская обл.;3 355 101,00;3 535 227,00;-180 126,00;-5,10
304;6;Владбизнесбанк;903;Владимирская обл.;3 328 785,00;3 328 782,00;3,00;0,00
305;17;Банк Фридом Финанс;1143;Москва и обл.;3 318 041,00;3 128 423,00;189 618,00;6,06
306;-31;Итуруп;2390;Сахалинская обл.;3 308 921,00;4 745 298,00;-1 436 377,00;-30,27
307;-6;Витабанк;356;Санкт-Петербург и обл.;3 271 439,00;3 678 783,00;-407 344,00;-11,07
308;-14;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 260 382,00;3 730 427,00;-470 045,00;-12,60
309;4;Банк Реалист;2646;Москва и обл.;3 254 705,00;3 314 928,00;-60 223,00;-1,82
310;6;ИТ Банк;2609;Омская обл.;3 230 207,00;3 231 998,00;-1 791,00;-0,06
311;-3;Международный Коммерческий Банк;2524;Москва и обл.;3 219 516,00;3 394 905,00;-175 389,00;-5,17
312;3;Уралпромбанк;2964;Челябинская обл.;3 215 534,00;3 234 023,00;-18 489,00;-0,57
313;-1;Первый Клиентский Банк;3436;Москва и обл.;3 212 711,00;3 321 370,00;-108 659,00;-3,27
314;-3;Банкхаус Эрбе;1717;Москва и обл.;3 194 328,00;3 325 985,00;-131 657,00;-3,96
315;15;Сельмашбанк;106;Ростовская обл.;3 180 265,00;3 037 819,00;142 446,00;4,69
316;5;ПэйПал Ру;3517;Москва и обл.;3 156 329,00;3 156 329,00;0,00;0
317;2;Банк Заречье;817;Татарстан;3 111 134,00;3 212 960,00;-101 826,00;-3,17
318;11;Унифондбанк;3416;Москва и обл.;3 095 030,00;3 096 194,00;-1 164,00;-0,04
319;6;БСТ-Банк;2883;Кемеровская обл.;3 072 318,00;3 115 690,00;-43 372,00;-1,39
320;4;Еврокапитал-Альянс;2672;Ярославская обл.;3 060 075,00;3 118 222,00;-58 147,00;-1,86
321;10;Живаго Банк;2065;Рязанская обл.;3 035 061,00;3 032 084,00;2 977,00;0,10
322;10;РАМ Банк;3480;Москва и обл.;2 953 903,00;2 967 167,00;-13 264,00;-0,45
323;3;Евроальянс;1781;Ивановская обл.;2 947 995,00;3 106 674,00;-158 679,00;-5,11
324;9;Синко-Банк;2838;Москва и обл.;2 947 741,00;2 943 773,00;3 968,00;0,13
325;-2;Далена Банк;1948;Москва и обл.;2 933 253,00;3 121 075,00;-187 822,00;-6,02
326;1;Ермак;1809;Ханты-Мансийский АО — Югра;2 925 138,00;3 101 251,00;-176 113,00;-5,68
327;-10;Невский Банк;1068;Санкт-Петербург и обл.;2 915 747,00;3 228 911,00;-313 164,00;-9,70
328;8;Внешфинбанк;3173;Краснодарский край;2 799 099,00;2 740 789,00;58 310,00;2,13
329;12;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 746 065,00;2 659 116,00;86 949,00;3,27
330;10;Викинг;2;Санкт-Петербург и обл.;2 709 369,00;2 660 455,00;48 914,00;1,84
331;4;РБА;3413;Москва и обл.;2 705 077,00;2 755 222,00;-50 145,00;-1,82
332;7;Газнефтьбанк;3223;Саратовская обл.;2 691 714,00;2 692 217,00;-503,00;-0,02
333;9;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 690 417,00;2 637 787,00;52 630,00;2,00
334;4;Костромаселькомбанк;1115;Костромская обл.;2 607 634,00;2 706 234,00;-98 600,00;-3,64
335;10;Кемсоцинбанк;96;Кемеровская обл.;2 602 553,00;2 537 310,00;65 243,00;2,57
336;7;Йошкар-Ола;2802;Марий Эл;2 577 249,00;2 606 453,00;-29 204,00;-1,12
337;25;Новый Век;3417;Москва и обл.;2 537 895,00;2 193 762,00;344 133,00;15,69
338;9;Приобье;537;Ханты-Мансийский АО — Югра;2 474 897,00;2 506 525,00;-31 628,00;-1,26
339;5;Банк Пермь;875;Пермская обл.;2 466 663,00;2 539 247,00;-72 584,00;-2,86
340;15;Америкэн Экспресс Банк;3460;Москва и обл.;2 448 122,00;2 335 848,00;112 274,00;4,81
341;9;Кетовский Коммерческий Банк;842;Курганская обл.;2 436 537,00;2 435 420,00;1 117,00;0,05
342;-5;Социум-Банк;2881;Москва и обл.;2 435 437,00;2 714 330,00;-278 893,00;-10,27
343;20;ИРС;272;Москва и обл.;2 427 708,00;2 162 780,00;264 928,00;12,25
344;62;ФинТех;3499;Москва и обл.;2 389 936,00;1 432 992,00;956 944,00;66,78
345;9;Озон Банк;3516;Москва и обл.;2 378 912,00;2 351 373,00;27 539,00;1,17
346;12;Кросна-Банк;2607;Москва и обл.;2 371 881,00;2 271 491,00;100 390,00;4,42
347;1;Элита;1399;Калужская обл.;2 349 393,00;2 490 611,00;-141 218,00;-5,67
348;5;РТС-Банк;3401;Самарская обл.;2 308 043,00;2 383 618,00;-75 575,00;-3,17
349;3;Первоуральскбанк;965;Свердловская обл.;2 303 467,00;2 406 786,00;-103 319,00;-4,29
350;1;Народный Банк;2249;Карачаево-Черкесия;2 286 118,00;2 415 394,00;-129 276,00;-5,35
351;5;Яринтербанк;2564;Ярославская обл.;2 269 897,00;2 287 346,00;-17 449,00;-0,76
352;9;Вкабанк;1027;Астраханская обл.;2 220 742,00;2 205 708,00;15 034,00;0,68
353;12;Аспект;608;Москва и обл.;2 212 622,00;2 125 300,00;87 322,00;4,11
354;13;Профессионал Банк;3296;Москва и обл.;2 206 590,00;2 093 513,00;113 077,00;5,40
355;4;Капитал;575;Москва и обл.;2 178 350,00;2 245 985,00;-67 635,00;-3,01
356;1;ИК Банк;1732;Татарстан;2 158 215,00;2 276 028,00;-117 813,00;-5,18
357;3;Старооскольский Агропромбанк;1050;Белгородская обл.;2 144 163,00;2 216 160,00;-71 997,00;-3,25
358;6;Первый Инвестиционный Банк;604;Москва и обл.;2 114 845,00;2 140 452,00;-25 607,00;-1,20
359;13;Кредпромбанк;1165;Ярославская обл.;2 100 015,00;1 991 498,00;108 517,00;5,45
360;-11;Саратов;330;Саратовская обл.;2 085 164,00;2 483 201,00;-398 037,00;-16,03
361;16;АвтоКредитБанк;1973;Татарстан;2 071 419,00;1 853 938,00;217 481,00;11,73
362;8;Великие Луки Банк;598;Псковская обл.;2 020 607,00;2 043 322,00;-22 715,00;-1,11
363;3;Банк Глобус;2438;Москва и обл.;2 019 860,00;2 113 714,00;-93 854,00;-4,44
364;9;Россита-Банк;3257;Москва и обл.;1 999 927,00;1 975 866,00;24 061,00;1,22
365;6;Тендер-Банк;2252;Москва и обл.;1 978 030,00;1 999 149,00;-21 119,00;-1,06
366;3;Первый Дортрансбанк;3271;Кировская обл.;1 961 688,00;2 062 321,00;-100 633,00;-4,88
367;7;Арзамас;1281;Нижегородская обл.;1 904 150,00;1 962 918,00;-58 768,00;-2,99
368;7;Майкопбанк;1136;Адыгея;1 871 519,00;1 879 791,00;-8 272,00;-0,44
369;7;Прайм Финанс;2758;Санкт-Петербург и обл.;1 864 064,00;1 857 797,00;6 267,00;0,34
370;-2;Примтеркомбанк;21;Приморский край;1 862 974,00;2 089 934,00;-226 960,00;-10,86
371;7;Спутник;1071;Самарская обл.;1 853 816,00;1 838 682,00;15 134,00;0,82
372;7;Спиритбанк;2053;Тульская обл.;1 834 127,00;1 833 454,00;673,00;0,04
373;18;Межбанковский Кредитный Союз;3242;Москва и обл.;1 816 815,00;1 618 766,00;198 049,00;12,23
374;14;Народный Доверительный Банк;2374;Москва и обл.;1 773 883,00;1 671 766,00;102 117,00;6,11
375;28;Алтынбанк;2070;Татарстан;1 751 789,00;1 463 182,00;288 607,00;19,72
376;7;Дом-Банк;3209;Москва и обл.;1 748 845,00;1 751 999,00;-3 154,00;-0,18
377;-31;Кузнецкий Мост;2254;Москва и обл.;1 722 505,00;2 536 964,00;-814 459,00;-32,10
378;8;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 711 702,00;1 700 065,00;11 637,00;0,68
379;5;Калуга;1151;Калужская обл.;1 710 548,00;1 718 264,00;-7 716,00;-0,45
380;-52;Новокиб;1747;Кемеровская обл.;1 696 399,00;3 098 162,00;-1 401 763,00;-45,24
381;4;Руна-Банк;3207;Москва и обл.;1 649 295,00;1 716 515,00;-67 220,00;-3,92
382;7;Столичный Кредит;2853;Москва и обл.;1 635 537,00;1 644 869,00;-9 332,00;-0,57
383;7;Крона-Банк;2499;Иркутская обл.;1 612 775,00;1 631 335,00;-18 560,00;-1,14
384;8;Кузбассхимбанк;2868;Кемеровская обл.;1 610 974,00;1 587 287,00;23 687,00;1,49
385;13;Росбизнесбанк;1405;Москва и обл.;1 608 275,00;1 516 920,00;91 355,00;6,02
386;23;Ноосфера;2650;Республика Алтай;1 591 740,00;1 402 533,00;189 207,00;13,49
387;8;Нальчик;695;Кабардино-Балкария;1 575 392,00;1 563 708,00;11 684,00;0,75
388;17;Банк РМП;2574;Москва и обл.;1 566 383,00;1 437 813,00;128 570,00;8,94
389;13;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 541 413,00;1 472 541,00;68 872,00;4,68
390;3;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 538 933,00;1 572 267,00;-33 334,00;-2,12
391;10;Республиканский Кредитный Альянс;3017;Москва и обл.;1 510 340,00;1 498 003,00;12 337,00;0,82
392;2;Промсельхозбанк;538;Москва и обл.;1 509 536,00;1 567 616,00;-58 080,00;-3,70
393;7;Мобильная карта;3522;Санкт-Петербург и обл.;1 498 199,00;1 498 199,00;0,00;0
394;-14;Новый Московский Банк;2932;Москва и обл.;1 488 133,00;1 817 685,00;-329 552,00;-18,13
395;4;Вакобанк;1291;Псковская обл.;1 486 753,00;1 509 004,00;-22 251,00;-1,47
396;1;Сервис Резерв;2034;Москва и обл.;1 478 233,00;1 547 307,00;-69 074,00;-4,46
397;-16;ИСБ;3010;Москва и обл.;1 463 406,00;1 811 754,00;-348 348,00;-19,23
398;-2;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 420 980,00;1 561 674,00;-140 694,00;-9,01
399;11;Апабанк;2404;Москва и обл.;1 394 443,00;1 395 033,00;-590,00;-0,04
400;8;Проинвестбанк;784;Пермская обл.;1 393 553,00;1 418 311,00;-24 758,00;-1,75
401;10;Почтобанк;1788;Пермская обл.;1 374 059,00;1 381 483,00;-7 424,00;-0,54
402;14;Яндекс Банк;3027;Москва и обл.;1 349 455,00;1 264 205,00;85 250,00;6,74
403;10;Агора;3231;Москва и обл.;1 347 803,00;1 346 798,00;1 005,00;0,07
404;8;Курган;2568;Курганская обл.;1 340 603,00;1 348 034,00;-7 431,00;-0,55
405;2;Тексбанк;2756;Карачаево-Черкесия;1 334 852,00;1 429 046,00;-94 194,00;-6,59
406;8;Прохладный;874;Кабардино-Балкария;1 305 814,00;1 345 792,00;-39 978,00;-2,97
407;8;Златкомбанк;568;Москва и обл.;1 299 577,00;1 293 643,00;5 934,00;0,46
408;10;Невастройинвест;1926;Санкт-Петербург и обл.;1 279 900,00;1 260 342,00;19 558,00;1,55
409;14;Саммит Банк;85;Приморский край;1 179 468,00;1 147 773,00;31 695,00;2,76
410;-6;Спецстройбанк;236;Москва и обл.;1 174 424,00;1 452 412,00;-277 988,00;-19,14
411;15;Майский;1673;Кабардино-Балкария;1 165 780,00;1 078 810,00;86 970,00;8,06
412;8;Дон-Тексбанк;1818;Ростовская обл.;1 153 890,00;1 194 823,00;-40 933,00;-3,43
413;11;Химик;1114;Нижегородская обл.;1 131 940,00;1 134 000,00;-2 060,00;-0,18
414;8;Русский Банк Сбережений;779;Ставропольский край;1 115 608,00;1 176 823,00;-61 215,00;-5,20
415;6;ЕАТП Банк;1765;Астраханская обл.;1 111 636,00;1 179 553,00;-67 917,00;-5,76
416;11;Международный Расчетный Банк;3028;Москва и обл.;1 105 142,00;1 069 198,00;35 944,00;3,36
417;14;РФИ Банк;3351;Москва и обл.;1 100 385,00;1 037 452,00;62 933,00;6,07
418;7;Байкалкредобанк;2990;Иркутская обл.;1 098 082,00;1 081 636,00;16 446,00;1,52
419;21;Земкомбанк;574;Ростовская обл.;1 089 108,00;932 193,00;156 915,00;16,83
420;33;Мурманский Расчетный Центр;3341;Мурманская обл.;1 080 401,00;801 128,00;279 273,00;34,86
421;-2;Экономикс-Банк;2136;Москва и обл.;1 076 241,00;1 213 113,00;-136 872,00;-11,28
422;8;Космос;2245;Москва и обл.;1 070 995,00;1 060 372,00;10 623,00;1,00
423;43;Монета.ру;3508;Марий Эл;1 059 312,00;574 927,00;484 385,00;84,25
424;5;Соколовский;2830;Москва и обл.;1 034 344,00;1 060 399,00;-26 055,00;-2,46
425;20;Москва;1661;Москва и обл.;1 010 173,00;863 319,00;146 854,00;17,01
426;2;Максима;3379;Москва и обл.;1 009 192,00;1 065 329,00;-56 137,00;-5,27
427;12;Металлург;2877;Москва и обл.;995 145,00;941 854,00;53 291,00;5,66
428;7;Синергия;2884;Саратовская обл.;980 902,00;978 635,00;2 267,00;0,23
429;7;Элекснет;3314;Москва и обл.;968 177,00;968 177,00;0,00;0
430;3;МТИ Банк;1052;Москва и обл.;956 213,00;998 920,00;-42 707,00;-4,28
431;1;Кредитинвест;1197;Дагестан;950 659,00;1 006 678,00;-56 019,00;-5,56
432;11;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;946 233,00;912 085,00;34 148,00;3,74
433;5;Банк РСИ;3415;Москва и обл.;944 841,00;950 722,00;-5 881,00;-0,62
434;-52;Взаимодействие;1704;Новосибирская обл.;927 982,00;1 759 212,00;-831 230,00;-47,25
435;7;Народный Инвестиционный Банк;2876;Самарская обл.;918 965,00;913 066,00;5 899,00;0,65
436;23;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;900 063,00;660 901,00;239 162,00;36,19
437;10;Народный Банк Тувы;1309;Тыва;894 778,00;854 951,00;39 827,00;4,66
438;3;Расчетные Решения;3524;Москва и обл.;890 319,00;921 748,00;-31 429,00;-3,41
439;-2;Холмск;503;Сахалинская обл.;860 528,00;962 349,00;-101 821,00;-10,58
440;10;Балаково-Банк;444;Саратовская обл.;853 640,00;831 659,00;21 981,00;2,64
441;3;ГринКомБанк;1184;Иркутская обл.;839 899,00;892 402,00;-52 503,00;-5,88
442;9;Объединенный Банк Республики;1016;Чувашия;838 551,00;820 684,00;17 867,00;2,18
443;6;Классик Эконом Банк;3298;Северная Осетия — Алания;833 274,00;836 077,00;-2 803,00;-0,34
444;8;Национальный Банк Сбережений;1949;Ивановская обл.;818 702,00;820 516,00;-1 814,00;-0,22
445;3;Холдинвестбанк;2837;Москва и обл.;799 412,00;850 868,00;-51 456,00;-6,05
446;9;Центрально-Азиатский;3037;Хакасия;740 913,00;732 363,00;8 550,00;1,17
447;10;Прокоммерцбанк;2996;Москва и обл.;709 387,00;680 128,00;29 259,00;4,30
448;17;РусьРегионБанк;685;Москва и обл.;698 505,00;579 594,00;118 911,00;20,52
449;19;Финчер;3486;Москва и обл.;669 836,00;564 620,00;105 216,00;18,63
450;8;Гефест;1046;Тверская обл.;667 579,00;670 748,00;-3 169,00;-0,47
451;5;Вайлдберриз Банк;841;Адыгея;660 021,00;721 170,00;-61 149,00;-8,48
452;10;Славянбанк;804;Новгородская обл.;652 767,00;623 444,00;29 323,00;4,70
453;-19;Вятич;2796;Рязанская обл.;651 799,00;985 518,00;-333 719,00;-33,86
454;7;Ресурс-Траст;3122;Москва и обл.;645 999,00;624 349,00;21 650,00;3,47
455;-1;Геобанк;2027;Москва и обл.;633 812,00;740 195,00;-106 383,00;-14,37
456;7;Онего;2484;Карелия;600 600,00;606 072,00;-5 472,00;-0,90
457;13;Рента-Банк;3095;Москва и обл.;582 625,00;547 283,00;35 342,00;6,46
458;6;РИБ;2749;Москва и обл.;574 427,00;605 775,00;-31 348,00;-5,17
459;8;Единая касса;3512;Москва и обл.;573 292,00;566 099,00;7 193,00;1,27
460;11;МВС Банк;2407;Дагестан;534 491,00;539 780,00;-5 289,00;-0,98
461;-1;Деньги.Мэйл.Ру;3511;Москва и обл.;533 519,00;639 846,00;-106 327,00;-16,62
462;13;Дружба;990;Тюменская обл.;518 835,00;496 429,00;22 406,00;4,51
463;11;Лэнд Кредит;1478;Москва и обл.;506 508,00;503 023,00;3 485,00;0,69
464;9;Таганрогбанк;3136;Ростовская обл.;491 819,00;512 742,00;-20 923,00;-4,08
465;4;Жилстройбанк;2769;Москва и обл.;490 294,00;561 341,00;-71 047,00;-12,66
466;6;Эко-Инвест;3116;Москва и обл.;479 045,00;515 108,00;-36 063,00;-7,00
467;9;Си Ди Би Банк;3339;Краснодарский край;462 011,00;490 231,00;-28 220,00;-5,76
468;10;Континенталь;3184;Ставропольский край;439 333,00;430 555,00;8 778,00;2,04
469;8;Банк Берейт;3505;Санкт-Петербург и обл.;410 077,00;432 036,00;-21 959,00;-5,08
470;9;Жилкредит;1736;Москва и обл.;392 935,00;383 850,00;9 085,00;2,37
471;11;Тайдон;2085;Кемеровская обл.;363 526,00;364 763,00;-1 237,00;-0,34
472;11;Электронный платежный сервис;3509;Москва и обл.;360 172,00;360 172,00;0,00;0
473;7;Северстройбанк;3507;Вологодская обл.;359 207,00;374 394,00;-15 187,00;-4,06
474;7;Альтернатива;3452;Москва и обл.;348 306,00;371 362,00;-23 056,00;-6,21
475;9;Сетевая Расчетная Палата;3332;Татарстан;334 112,00;343 669,00;-9 557,00;-2,78
476;9;Русское Финансовое Общество;3427;Москва и обл.;332 142,00;309 527,00;22 615,00;7,31
477;11;Промсвязьинвест;2761;Дагестан;316 697,00;295 008,00;21 689,00;7,35
478;8;Объединенная Расчетная Система;3342;Москва и обл.;306 216,00;309 188,00;-2 972,00;-0,96
479;8;Рунэтбанк;2829;Москва и обл.;296 847,00;298 231,00;-1 384,00;-0,46
480;12;Единая Расчетная Палата;384;Москва и обл.;283 425,00;235 956,00;47 469,00;20,12
481;8;Моби.Деньги;3523;Москва и обл.;270 052,00;270 052,00;0,00;0
482;8;ПэйЮ;3518;Москва и обл.;241 404,00;241 404,00;0,00;0
483;8;Нарат;1902;Татарстан;238 672,00;238 388,00;284,00;0,12
484;9;Элексир;3533;Москва и обл.;194 083,00;197 584,00;-3 501,00;-1,77
485;10;Платежи и Расчеты;3324;Самарская обл.;191 833,00;163 727,00;28 106,00;17,17
486;14;Дальний Восток;3318;Приморский край;182 994,00;79 948,00;103 046,00;128,89
487;7;Красноярский Краевой Расчетный Центр;3483;Красноярский край;179 871,00;189 172,00;-9 301,00;-4,92
488;9;Р-Инкас;3536;Москва и обл.;177 978,00;141 999,00;35 979,00;25,34
489;7;Платежный Стандарт;3530;Новосибирская обл.;160 378,00;160 378,00;0,00;0
490;8;Вест;2605;Москва и обл.;115 535,00;116 614,00;-1 079,00;-0,93
491;8;Премиум;3514;Москва и обл.;81 321,00;81 321,00;0,00;0
492;9;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;62 564,00;56 635,00;5 929,00;10,47
493;9;Элплат;3535;Удмуртия;51 767,00;51 767,00;0,00;0
494;9;Перспектива;3532;Омская обл.;31 725,00;31 725,00;0,00;0
495;9;Инэко;3520;Ивановская обл.;20 294,00;20 294,00;0,00;0
496;9;21 Век;3309;Санкт-Петербург и обл.;15 791,00;16 767,00;-976,00;-5,82
497;9;АРБ-Инкасс;3353;Москва и обл.;12 876,00;13 569,00;-693,00;-5,11
498;9;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;10 446,00;10 435,00;11,00;0,11
