Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2017, тыс. рублей;Апрель, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;2;Газтрансбанк;665;Адыгея;6 671 465,00;6 501 699,00;169 766,00;2,61
260;4;Коммерческий Индо Банк;3446;Москва и обл.;6 653 767,00;6 373 820,00;279 947,00;4,39
261;-4;Финам Банк;2799;Москва и обл.;6 620 765,00;6 765 842,00;-145 077,00;-2,14
262;-3;Банк БКФ;2684;Москва и обл.;6 596 540,00;6 620 098,00;-23 558,00;-0,36
263;0;Северный Народный Банк;2721;Коми;6 447 352,00;6 374 544,00;72 808,00;1,14
264;-2;Конфидэнс Банк;970;Костромская обл.;6 422 721,00;6 442 765,00;-20 044,00;-0,31
265;3;ФорБанк;2063;Москва и обл.;6 370 871,00;6 279 239,00;91 632,00;1,46
266;-1;НБК-Банк;3283;Москва и обл.;6 273 630,00;6 370 783,00;-97 153,00;-1,52
267;4;Кубаньторгбанк;478;Краснодарский край;6 142 709,00;6 025 466,00;117 243,00;1,95
268;23;ЮMoney;3510;Россия;6 065 241,00;5 086 659,00;978 582,00;19,24
269;0;Енисейский Объединенный Банк;2645;Красноярский край;6 053 910,00;6 126 957,00;-73 047,00;-1,19
270;-3;Новобанк;1352;Новгородская обл.;6 011 158,00;6 281 188,00;-270 030,00;-4,30
271;2;Автоградбанк;1455;Татарстан;5 938 377,00;5 983 882,00;-45 505,00;-0,76
272;0;Сибсоцбанк;2015;Алтайский край;5 877 917,00;5 994 358,00;-116 441,00;-1,94
273;-7;Славянский Кредит;2960;Москва и обл.;5 827 363,00;6 301 204,00;-473 841,00;-7,52
274;6;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 728 077,00;5 565 599,00;162 478,00;2,92
275;6;Агророс;2860;Саратовская обл.;5 662 567,00;5 539 902,00;122 665,00;2,21
276;7;Руснарбанк;3403;Москва и обл.;5 660 330,00;5 513 658,00;146 672,00;2,66
277;-3;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 646 007,00;5 958 708,00;-312 701,00;-5,25
278;-1;Уссури;596;Хабаровский край;5 623 611,00;5 698 089,00;-74 478,00;-1,31
279;-1;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 534 114,00;5 678 751,00;-144 637,00;-2,55
280;-1;Гута-Банк;256;Москва и обл.;5 530 448,00;5 597 262,00;-66 814,00;-1,19
281;4;Земский Банк;2900;Самарская обл.;5 492 543,00;5 342 004,00;150 539,00;2,82
282;4;Руссобанк;2313;Москва и обл.;5 311 230,00;5 331 893,00;-20 663,00;-0,39
283;7;Камский Коммерческий Банк;438;Татарстан;5 305 896,00;5 217 540,00;88 356,00;1,69
284;5;Витабанк;356;Санкт-Петербург и обл.;5 277 290,00;5 275 808,00;1 482,00;0,03
285;-1;Банк ПСА Финанс Рус;3481;Москва и обл.;5 218 377,00;5 402 073,00;-183 696,00;-3,40
286;2;Севастопольский Морской Банк;3528;Севастополь;5 152 813,00;5 307 606,00;-154 793,00;-2,92
287;-5;Нэклис-Банк;1671;Москва и обл.;5 097 366,00;5 521 374,00;-424 008,00;-7,68
288;13;Платина;2347;Москва и обл.;4 998 541,00;4 703 092,00;295 449,00;6,28
289;6;Объединенный Резервный Банк;937;Москва и обл.;4 959 852,00;4 988 772,00;-28 920,00;-0,58
290;8;Кузнецкий;609;Пензенская обл.;4 904 100,00;4 854 218,00;49 882,00;1,03
291;20;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 835 495,00;4 371 759,00;463 736,00;10,61
292;21;Экси-Банк;2530;Санкт-Петербург и обл.;4 813 103,00;4 324 124,00;488 979,00;11,31
293;3;Зираат Банк;2559;Москва и обл.;4 801 448,00;4 882 783,00;-81 335,00;-1,67
294;-1;Венец;524;Ульяновская обл.;4 797 507,00;5 036 580,00;-239 073,00;-4,75
295;4;Зенит Сочи;232;Краснодарский край;4 702 191,00;4 820 691,00;-118 500,00;-2,46
296;-20;Голдман Сакс Банк;3490;Москва и обл.;4 697 179,00;5 723 369,00;-1 026 190,00;-17,93
297;31;Бест Эффортс Банк;435;Москва и обл.;4 662 891,00;3 952 133,00;710 758,00;17,98
298;2;Банк Торгового Финансирования;1982;Москва и обл.;4 662 006,00;4 801 088,00;-139 082,00;-2,90
299;6;Горбанк;2982;Санкт-Петербург и обл.;4 588 800,00;4 493 831,00;94 969,00;2,11
300;-3;Чайнасельхозбанк;3529;Москва и обл.;4 583 431,00;4 870 119,00;-286 688,00;-5,89
301;2;Ростфинанс;481;Ростовская обл.;4 500 342,00;4 527 448,00;-27 106,00;-0,60
302;2;Банк Инноваций и Развития;2647;Москва и обл.;4 479 528,00;4 495 900,00;-16 372,00;-0,36
303;3;Банк Кремлевский;2905;Москва и обл.;4 431 969,00;4 474 109,00;-42 140,00;-0,94
304;16;Аксонбанк;680;Костромская обл.;4 404 145,00;4 161 309,00;242 836,00;5,84
305;7;Вологжанин;1896;Вологодская обл.;4 400 019,00;4 348 963,00;51 056,00;1,17
306;12;Евразийский Банк;969;Москва и обл.;4 359 792,00;4 169 796,00;189 996,00;4,56
307;-15;Москва-Сити;3247;Москва и обл.;4 346 845,00;5 048 236,00;-701 391,00;-13,89
308;-6;Финансово-Промышленный Капитал;3295;Москва и обл.;4 325 856,00;4 555 639,00;-229 783,00;-5,04
309;0;Стройлесбанк;2995;Тюменская обл.;4 300 456,00;4 419 475,00;-119 019,00;-2,69
310;7;Московский Коммерческий Банк;3172;Москва и обл.;4 272 040,00;4 186 726,00;85 314,00;2,04
311;4;Гаранти Банк — Москва;3275;Москва и обл.;4 244 719,00;4 244 719,00;0,00;0
312;2;Межрегиональный промышленно-строительный банк;752;Мордовия;4 222 833,00;4 245 910,00;-23 077,00;-0,54
313;3;Русский Национальный Банк;469;Ростовская обл.;4 222 181,00;4 216 059,00;6 122,00;0,15
314;5;Синко-Банк;2838;Москва и обл.;4 221 501,00;4 162 376,00;59 125,00;1,42
315;-7;Роял Кредит Банк;783;Приморский край;4 218 495,00;4 429 745,00;-211 250,00;-4,77
316;8;Мастер-Капитал;3011;Москва и обл.;4 141 922,00;4 061 103,00;80 819,00;1,99
317;-23;УМ-Банк;1441;Москва и обл.;4 117 475,00;5 018 593,00;-901 118,00;-17,96
318;-8;Банкхаус Эрбе;1717;Москва и обл.;4 110 298,00;4 390 936,00;-280 638,00;-6,39
319;-12;Долинск;857;Сахалинская обл.;4 079 564,00;4 454 836,00;-375 272,00;-8,42
320;22;Международный Коммерческий Банк;2524;Москва и обл.;4 050 973,00;3 446 344,00;604 629,00;17,54
321;6;ВостСибтранскомбанк;2731;Иркутская обл.;4 038 186,00;3 995 430,00;42 756,00;1,07
322;4;Черноморский банк развития и реконструкции;3527;Симферополь;4 027 236,00;4 034 815,00;-7 579,00;-0,19
323;10;Юнистрим;3467;Москва и обл.;4 018 028,00;3 824 483,00;193 545,00;5,06
324;-2;Донкомбанк;492;Ростовская обл.;3 940 307,00;4 080 362,00;-140 055,00;-3,43
325;9;Радиотехбанк;1166;Нижегородская обл.;3 848 273,00;3 821 721,00;26 552,00;0,69
326;4;Мегаполис;3265;Чувашия;3 816 679,00;3 915 523,00;-98 844,00;-2,52
327;-4;ПИР Банк;2655;Москва и обл.;3 802 816,00;4 074 851,00;-272 035,00;-6,68
328;8;Хованский;2145;Москва и обл.;3 786 707,00;3 756 554,00;30 153,00;0,80
329;2;Иваново;1763;Ивановская обл.;3 786 394,00;3 849 496,00;-63 102,00;-1,64
330;2;Уралпромбанк;2964;Челябинская обл.;3 757 855,00;3 827 299,00;-69 444,00;-1,81
331;-44;Эс-Би-Ай Банк;3185;Москва и обл.;3 736 402,00;5 323 124,00;-1 586 722,00;-29,81
332;8;МФБанк;3163;Москва и обл.;3 629 067,00;3 459 017,00;170 050,00;4,92
333;33;Невский Банк;1068;Санкт-Петербург и обл.;3 515 999,00;2 907 714,00;608 285,00;20,92
334;1;ЮМК Банк;3495;Краснодарский край;3 499 268,00;3 797 943,00;-298 675,00;-7,86
335;3;Риабанк;3434;Москва и обл.;3 499 207,00;3 547 423,00;-48 216,00;-1,36
336;17;Новый Символ;370;Москва и обл.;3 480 782,00;3 115 178,00;365 604,00;11,74
337;0;Братский АНКБ;1144;Иркутская обл.;3 472 634,00;3 567 615,00;-94 981,00;-2,66
338;-9;Рапида;3371;Москва и обл.;3 433 003,00;3 930 516,00;-497 513,00;-12,66
339;0;Ермак;1809;Ханты-Мансийский АО — Югра;3 410 653,00;3 465 345,00;-54 692,00;-1,58
340;1;Камчаткомагропромбанк;545;Камчатская обл.;3 409 447,00;3 455 450,00;-46 003,00;-1,33
341;3;Алтайкапиталбанк;2659;Алтайский край;3 408 371,00;3 372 042,00;36 329,00;1,08
342;-17;Крыловский;456;Краснодарский край;3 397 937,00;4 040 237,00;-642 300,00;-15,90
343;6;НОКССбанк;3202;Волгоградская обл.;3 391 948,00;3 337 593,00;54 355,00;1,63
344;-1;Банк Реалист;2646;Москва и обл.;3 363 200,00;3 398 907,00;-35 707,00;-1,05
345;3;Еврокапитал-Альянс;2672;Ярославская обл.;3 303 424,00;3 344 662,00;-41 238,00;-1,23
346;-1;Донхлеббанк;2285;Ростовская обл.;3 277 120,00;3 346 480,00;-69 360,00;-2,07
347;-1;Живаго Банк;2065;Рязанская обл.;3 262 806,00;3 346 127,00;-83 321,00;-2,49
348;6;Крокус-Банк;2682;Москва и обл.;3 249 927,00;3 105 563,00;144 364,00;4,65
349;7;Первый Инвестиционный Банк;604;Москва и обл.;3 223 549,00;3 074 922,00;148 627,00;4,83
350;0;Банк Заречье;817;Татарстан;3 197 020,00;3 221 049,00;-24 029,00;-0,75
351;7;ИТ Банк;2609;Омская обл.;3 140 521,00;3 022 578,00;117 943,00;3,90
352;-1;Евроальянс;1781;Ивановская обл.;3 130 361,00;3 165 039,00;-34 678,00;-1,10
353;8;Взаимодействие;1704;Новосибирская обл.;3 055 642,00;2 983 937,00;71 705,00;2,40
354;16;Кузнецкий Мост;2254;Москва и обл.;3 047 103,00;2 834 568,00;212 535,00;7,50
355;2;РБА;3413;Москва и обл.;3 035 233,00;3 044 637,00;-9 404,00;-0,31
356;-1;Унифондбанк;3416;Москва и обл.;3 026 825,00;3 083 385,00;-56 560,00;-1,83
357;2;Банк Премьер Кредит;1663;Москва и обл.;3 024 039,00;3 010 089,00;13 950,00;0,46
358;-6;РАМ Банк;3480;Москва и обл.;3 005 017,00;3 118 410,00;-113 393,00;-3,64
359;10;ИСБ;3010;Москва и обл.;2 997 089,00;2 860 755,00;136 334,00;4,77
360;-39;Земкомбанк;574;Ростовская обл.;2 977 667,00;4 152 683,00;-1 175 016,00;-28,30
361;4;Центрально-Европейский Банк;2670;Москва и обл.;2 912 339,00;2 912 344,00;-5,00;-0,00
362;0;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 906 509,00;2 970 260,00;-63 751,00;-2,15
363;1;Владбизнесбанк;903;Владимирская обл.;2 849 085,00;2 914 025,00;-64 940,00;-2,23
364;10;Озон Банк;3516;Москва и обл.;2 794 901,00;2 764 267,00;30 634,00;1,11
365;6;Костромаселькомбанк;1115;Костромская обл.;2 762 808,00;2 771 261,00;-8 453,00;-0,31
366;2;Народный Доверительный Банк;2374;Москва и обл.;2 751 463,00;2 871 368,00;-119 905,00;-4,18
367;0;Йошкар-Ола;2802;Марий Эл;2 748 391,00;2 878 065,00;-129 674,00;-4,51
368;8;Новый Московский Банк;2932;Москва и обл.;2 747 002,00;2 720 222,00;26 780,00;0,98
369;6;Бланк Банк;2368;Москва и обл.;2 743 215,00;2 735 622,00;7 593,00;0,28
370;3;РТС-Банк;3401;Самарская обл.;2 706 296,00;2 764 444,00;-58 148,00;-2,10
371;-11;Оргбанк;3312;Москва и обл.;2 700 187,00;2 985 140,00;-284 953,00;-9,55
372;10;Внешфинбанк;3173;Краснодарский край;2 684 178,00;2 527 786,00;156 392,00;6,19
373;7;Канский;860;Красноярский край;2 614 011,00;2 598 168,00;15 843,00;0,61
374;4;БСТ-Банк;2883;Кемеровская обл.;2 588 395,00;2 645 761,00;-57 366,00;-2,17
375;4;Аспект;608;Москва и обл.;2 587 882,00;2 614 218,00;-26 336,00;-1,01
376;5;Кредит Экспресс;3186;Ростовская обл.;2 571 504,00;2 548 161,00;23 343,00;0,92
377;-5;ИРС;272;Москва и обл.;2 569 544,00;2 767 872,00;-198 328,00;-7,17
378;15;Далена Банк;1948;Москва и обл.;2 558 632,00;2 319 226,00;239 406,00;10,32
379;10;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 511 857,00;2 358 147,00;153 710,00;6,52
380;-3;Экономикс-Банк;2136;Москва и обл.;2 479 237,00;2 673 256,00;-194 019,00;-7,26
381;4;Викинг;2;Санкт-Петербург и обл.;2 460 441,00;2 437 183,00;23 258,00;0,95
382;15;К2 Банк;2851;Карачаево-Черкесия;2 401 200,00;2 233 092,00;168 108,00;7,53
383;37;Кемсоцинбанк;96;Кемеровская обл.;2 394 256,00;1 929 798,00;464 458,00;24,07
384;8;Система;2846;Москва и обл.;2 389 887,00;2 342 123,00;47 764,00;2,04
385;3;Газнефтьбанк;3223;Саратовская обл.;2 389 560,00;2 381 908,00;7 652,00;0,32
386;5;Кредпромбанк;1165;Ярославская обл.;2 389 082,00;2 348 532,00;40 550,00;1,73
387;-3;Заубер Банк;1614;Санкт-Петербург и обл.;2 366 796,00;2 459 921,00;-93 125,00;-3,79
388;8;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 354 706,00;2 243 057,00;111 649,00;4,98
389;6;Банк Пермь;875;Пермская обл.;2 338 626,00;2 298 570,00;40 056,00;1,74
390;-3;Кросна-Банк;2607;Москва и обл.;2 338 584,00;2 412 776,00;-74 192,00;-3,07
391;-5;Апабанк;2404;Москва и обл.;2 321 236,00;2 427 310,00;-106 074,00;-4,37
392;-2;Элита;1399;Калужская обл.;2 308 155,00;2 356 025,00;-47 870,00;-2,03
393;17;Народный Банк;2249;Карачаево-Черкесия;2 294 270,00;2 044 338,00;249 932,00;12,23
394;-31;Межбанковский Кредитный Союз;3242;Москва и обл.;2 294 139,00;2 952 648,00;-658 509,00;-22,30
395;-1;Первый Клиентский Банк;3436;Москва и обл.;2 247 346,00;2 311 315,00;-63 969,00;-2,77
396;5;Вкабанк;1027;Астраханская обл.;2 192 563,00;2 189 651,00;2 912,00;0,13
397;2;Резерв;2364;Челябинская обл.;2 178 751,00;2 222 726,00;-43 975,00;-1,98
398;7;Спиритбанк;2053;Тульская обл.;2 156 287,00;2 141 559,00;14 728,00;0,69
399;3;Капитал;575;Москва и обл.;2 146 636,00;2 145 261,00;1 375,00;0,06
400;6;ПэйПал Ру;3517;Москва и обл.;2 137 822,00;2 137 822,00;0,00;0
401;7;Кетовский Коммерческий Банк;842;Курганская обл.;2 113 931,00;2 067 618,00;46 313,00;2,24
402;9;Яринтербанк;2564;Ярославская обл.;2 093 264,00;2 028 223,00;65 041,00;3,21
403;4;Новое Время;3492;Москва и обл.;2 079 180,00;2 080 628,00;-1 448,00;-0,07
404;15;Сельмашбанк;106;Ростовская обл.;2 071 567,00;1 955 345,00;116 222,00;5,94
405;-7;Новый Век;3417;Москва и обл.;2 057 547,00;2 232 377,00;-174 830,00;-7,83
406;40;Национальный Банк Взаимного Кредита;3214;Москва и обл.;2 039 715,00;1 655 738,00;383 977,00;23,19
407;7;Спутник;1071;Самарская обл.;2 033 470,00;2 000 473,00;32 997,00;1,65
408;13;Преодоление;2649;Москва и обл.;2 019 511,00;1 922 098,00;97 413,00;5,07
409;4;Промсельхозбанк;538;Москва и обл.;2 019 256,00;2 022 342,00;-3 086,00;-0,15
410;-6;Приобье;537;Ханты-Мансийский АО — Югра;2 016 295,00;2 144 876,00;-128 581,00;-5,99
411;-11;Современные Стандарты Бизнеса;3397;Москва и обл.;2 015 144,00;2 193 978,00;-178 834,00;-8,15
412;13;Столичный Кредит;2853;Москва и обл.;1 994 959,00;1 879 511,00;115 448,00;6,14
413;13;Уралфинанс;1370;Свердловская обл.;1 982 421,00;1 848 591,00;133 830,00;7,24
414;15;Алтынбанк;2070;Татарстан;1 953 574,00;1 838 561,00;115 013,00;6,26
415;0;Московский Вексельный Банк;2697;Москва и обл.;1 945 874,00;1 989 829,00;-43 955,00;-2,21
416;-4;Социум-Банк;2881;Москва и обл.;1 933 009,00;2 024 696,00;-91 687,00;-4,53
417;21;Банк РМП;2574;Москва и обл.;1 912 915,00;1 743 512,00;169 403,00;9,72
418;-9;Россита-Банк;3257;Москва и обл.;1 908 549,00;2 067 319,00;-158 770,00;-7,68
419;5;КОР;2148;Волгоградская обл.;1 904 572,00;1 898 670,00;5 902,00;0,31
420;15;Профессионал Банк;3296;Москва и обл.;1 891 645,00;1 761 611,00;130 034,00;7,38
421;-3;Росбизнесбанк;1405;Москва и обл.;1 890 685,00;1 971 448,00;-80 763,00;-4,10
422;14;Дом-Банк;3209;Москва и обл.;1 870 901,00;1 758 078,00;112 823,00;6,42
423;5;Майкопбанк;1136;Адыгея;1 834 311,00;1 840 243,00;-5 932,00;-0,32
424;27;Прайм Финанс;2758;Санкт-Петербург и обл.;1 829 476,00;1 607 098,00;222 378,00;13,84
425;7;Старооскольский Агропромбанк;1050;Белгородская обл.;1 822 394,00;1 803 189,00;19 205,00;1,07
426;8;Великие Луки Банк;598;Псковская обл.;1 813 868,00;1 769 426,00;44 442,00;2,51
427;14;Лайтбанк;3177;Москва и обл.;1 796 703,00;1 717 635,00;79 068,00;4,60
428;14;Америкэн Экспресс Банк;3460;Москва и обл.;1 795 052,00;1 716 349,00;78 703,00;4,59
429;8;Саратов;330;Саратовская обл.;1 785 429,00;1 744 661,00;40 768,00;2,34
430;-14;Банк Глобус;2438;Москва и обл.;1 780 293,00;1 984 338,00;-204 045,00;-10,28
431;-9;Бум-Банк;1137;Кабардино-Балкария;1 778 070,00;1 921 281,00;-143 211,00;-7,45
432;17;Крона-Банк;2499;Иркутская обл.;1 766 435,00;1 631 712,00;134 723,00;8,26
433;-3;Арзамас;1281;Нижегородская обл.;1 729 709,00;1 822 122,00;-92 413,00;-5,07
434;-17;Златкомбанк;568;Москва и обл.;1 721 497,00;1 976 166,00;-254 669,00;-12,89
435;-4;Примтеркомбанк;21;Приморский край;1 719 289,00;1 813 153,00;-93 864,00;-5,18
436;-3;РФИ Банк;3351;Москва и обл.;1 717 840,00;1 781 379,00;-63 539,00;-3,57
437;7;Руна-Банк;3207;Москва и обл.;1 713 628,00;1 673 237,00;40 391,00;2,41
438;9;Холмск;503;Сахалинская обл.;1 693 314,00;1 649 774,00;43 540,00;2,64
439;-12;Новый Кредитный Союз;3139;Москва и обл.;1 687 381,00;1 840 861,00;-153 480,00;-8,34
440;-1;Проинвестбанк;784;Пермская обл.;1 666 201,00;1 737 328,00;-71 127,00;-4,09
441;11;Нальчик;695;Кабардино-Балкария;1 636 814,00;1 582 039,00;54 775,00;3,46
442;-19;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 614 153,00;1 915 450,00;-301 297,00;-15,73
443;12;Первоуральскбанк;965;Свердловская обл.;1 611 670,00;1 565 352,00;46 318,00;2,96
444;-4;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 610 894,00;1 725 431,00;-114 537,00;-6,64
445;0;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 591 248,00;1 661 752,00;-70 504,00;-4,24
446;8;Кузбассхимбанк;2868;Кемеровская обл.;1 583 535,00;1 566 858,00;16 677,00;1,06
447;6;Первый Дортрансбанк;3271;Кировская обл.;1 566 118,00;1 580 814,00;-14 696,00;-0,93
448;2;Тагилбанк;1635;Свердловская обл.;1 561 552,00;1 625 550,00;-63 998,00;-3,94
449;-1;Инкаробанк;2696;Москва и обл.;1 529 687,00;1 644 842,00;-115 155,00;-7,00
450;7;Финтрастбанк;3104;Москва и обл.;1 522 305,00;1 530 544,00;-8 239,00;-0,54
451;5;Калуга;1151;Калужская обл.;1 521 613,00;1 544 225,00;-22 612,00;-1,46
452;8;Синергия;2884;Саратовская обл.;1 521 422,00;1 488 531,00;32 891,00;2,21
453;5;Икано Банк;3519;Центр;1 515 247,00;1 507 527,00;7 720,00;0,51
454;-11;Вятич;2796;Рязанская обл.;1 514 204,00;1 683 479,00;-169 275,00;-10,06
455;6;ИК Банк;1732;Татарстан;1 497 017,00;1 470 961,00;26 056,00;1,77
456;3;Ноосфера;2650;Республика Алтай;1 492 565,00;1 503 715,00;-11 150,00;-0,74
457;41;Банк Фридом Финанс;1143;Москва и обл.;1 442 748,00;946 251,00;496 497,00;52,47
458;4;Сервис Резерв;2034;Москва и обл.;1 429 884,00;1 451 937,00;-22 053,00;-1,52
459;10;Мурманский Расчетный Центр;3341;Мурманская обл.;1 391 658,00;1 312 485,00;79 173,00;6,03
460;3;Космос;2245;Москва и обл.;1 390 257,00;1 385 868,00;4 389,00;0,32
461;6;Риал-Кредит;3393;Москва и обл.;1 363 697,00;1 336 595,00;27 102,00;2,03
462;8;Саммит Банк;85;Приморский край;1 356 685,00;1 312 195,00;44 490,00;3,39
463;1;Акцент;696;Оренбургская обл.;1 344 192,00;1 382 497,00;-38 305,00;-2,77
464;14;Кредитинвест;1197;Дагестан;1 279 994,00;1 193 810,00;86 184,00;7,22
465;8;Соколовский;2830;Москва и обл.;1 279 584,00;1 221 128,00;58 456,00;4,79
466;0;Максима;3379;Москва и обл.;1 267 982,00;1 362 137,00;-94 155,00;-6,91
467;5;Агора;3231;Москва и обл.;1 266 573,00;1 229 469,00;37 104,00;3,02
468;3;Почтобанк;1788;Пермская обл.;1 246 915,00;1 261 880,00;-14 965,00;-1,19
469;13;АвтоКредитБанк;1973;Татарстан;1 240 127,00;1 124 331,00;115 796,00;10,30
470;10;Вакобанк;1291;Псковская обл.;1 235 232,00;1 163 374,00;71 858,00;6,18
471;3;Химик;1114;Нижегородская обл.;1 229 564,00;1 219 810,00;9 754,00;0,80
472;5;Дон-Тексбанк;1818;Ростовская обл.;1 202 569,00;1 202 822,00;-253,00;-0,02
473;-5;Тендер-Банк;2252;Москва и обл.;1 179 235,00;1 331 876,00;-152 641,00;-11,46
474;5;Элекснет;3314;Москва и обл.;1 168 813,00;1 168 813,00;0,00;0
475;14;Республиканский Кредитный Альянс;3017;Москва и обл.;1 162 969,00;1 063 210,00;99 759,00;9,38
476;-1;Невастройинвест;1926;Санкт-Петербург и обл.;1 159 051,00;1 218 001,00;-58 950,00;-4,84
477;8;ЕАТП Банк;1765;Астраханская обл.;1 150 028,00;1 111 481,00;38 547,00;3,47
478;-13;Вэлтон Банк;1105;Белгородская обл.;1 129 989,00;1 371 494,00;-241 505,00;-17,61
479;2;Новый Промышленный Банк;930;Москва и обл.;1 100 556,00;1 130 431,00;-29 875,00;-2,64
480;6;Михайловский ПЖСБ;2961;Волгоградская обл.;1 099 168,00;1 087 500,00;11 668,00;1,07
481;-5;Спецстройбанк;236;Москва и обл.;1 098 196,00;1 203 497,00;-105 301,00;-8,75
482;1;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 094 699,00;1 123 445,00;-28 746,00;-2,56
483;4;Курган;2568;Курганская обл.;1 081 125,00;1 085 727,00;-4 602,00;-0,42
484;0;Тексбанк;2756;Карачаево-Черкесия;1 062 374,00;1 114 481,00;-52 107,00;-4,68
485;7;Регионфинансбанк;3357;Москва и обл.;1 058 672,00;1 041 347,00;17 325,00;1,66
486;2;Москва;1661;Москва и обл.;1 055 415,00;1 063 581,00;-8 166,00;-0,77
487;7;ГринКомБанк;1184;Иркутская обл.;997 658,00;1 010 770,00;-13 112,00;-1,30
488;3;Байкалкредобанк;2990;Иркутская обл.;995 024,00;1 047 454,00;-52 430,00;-5,01
489;8;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;963 033,00;955 785,00;7 248,00;0,76
490;3;Прохладный;874;Кабардино-Балкария;961 391,00;1 030 564,00;-69 173,00;-6,71
491;9;Народный Инвестиционный Банк;2876;Самарская обл.;954 196,00;938 255,00;15 941,00;1,70
492;13;Центрально-Азиатский;3037;Хакасия;949 227,00;902 822,00;46 405,00;5,14
493;6;Металлург;2877;Москва и обл.;945 187,00;945 217,00;-30,00;-0,00
494;2;Майский;1673;Кабардино-Балкария;939 068,00;961 643,00;-22 575,00;-2,35
495;11;Классик Эконом Банк;3298;Северная Осетия — Алания;916 659,00;886 615,00;30 044,00;3,39
496;18;Эльбин;2267;Дагестан;889 813,00;816 713,00;73 100,00;8,95
497;4;Жилкредит;1736;Москва и обл.;887 603,00;926 114,00;-38 511,00;-4,16
498;5;МТИ Банк;1052;Москва и обл.;865 862,00;920 321,00;-54 459,00;-5,92
499;5;Онего;2484;Карелия;855 544,00;904 546,00;-49 002,00;-5,42
500;7;Флора-Москва;533;Москва и обл.;844 705,00;868 104,00;-23 399,00;-2,70
501;12;Банк РСИ;3415;Москва и обл.;842 061,00;826 682,00;15 379,00;1,86
502;9;Арсенал;3000;Москва и обл.;839 751,00;846 961,00;-7 210,00;-0,85
503;-1;Народный Земельно-Промышленный Банк;2873;Алтайский край;832 973,00;921 498,00;-88 525,00;-9,61
504;8;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;832 077,00;839 011,00;-6 934,00;-0,83
505;-10;Новокиб;1747;Кемеровская обл.;831 403,00;974 820,00;-143 417,00;-14,71
506;2;Международный Расчетный Банк;3028;Москва и обл.;823 678,00;849 994,00;-26 316,00;-3,10
507;16;Яндекс Банк;3027;Москва и обл.;810 971,00;748 919,00;62 052,00;8,29
508;7;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;808 017,00;815 428,00;-7 411,00;-0,91
509;16;Прокоммерцбанк;2996;Москва и обл.;773 279,00;730 667,00;42 612,00;5,83
510;8;Холдинвестбанк;2837;Москва и обл.;771 696,00;795 712,00;-24 016,00;-3,02
511;11;Объединенный Банк Республики;1016;Чувашия;770 606,00;764 243,00;6 363,00;0,83
512;5;АлтайБизнес-Банк;2388;Алтайский край;762 809,00;809 324,00;-46 515,00;-5,75
513;6;Славянбанк;804;Новгородская обл.;754 368,00;794 689,00;-40 321,00;-5,07
514;-4;Народный Банк Тувы;1309;Тыва;741 243,00;847 217,00;-105 974,00;-12,51
515;6;Си Ди Би Банк;3339;Краснодарский край;740 269,00;772 230,00;-31 961,00;-4,14
516;8;РусьРегионБанк;685;Москва и обл.;731 179,00;746 002,00;-14 823,00;-1,99
517;9;Балаково-Банк;444;Саратовская обл.;730 444,00;722 211,00;8 233,00;1,14
518;2;Русский Банк Сбережений;779;Ставропольский край;717 041,00;781 121,00;-64 080,00;-8,20
519;-3;Ресурс-Траст;3122;Москва и обл.;699 626,00;810 755,00;-111 129,00;-13,71
520;-11;Южный Региональный Банк;3015;Ростовская обл.;690 669,00;848 904,00;-158 235,00;-18,64
521;8;Уралприватбанк;153;Свердловская обл.;687 946,00;685 336,00;2 610,00;0,38
522;5;Анелик РУ;3443;Москва и обл.;678 790,00;714 291,00;-35 501,00;-4,97
523;5;Сталь Банк;2248;Москва и обл.;650 980,00;710 929,00;-59 949,00;-8,43
524;6;Гефест;1046;Тверская обл.;627 410,00;629 529,00;-2 119,00;-0,34
525;8;Вайлдберриз Банк;841;Адыгея;602 967,00;575 455,00;27 512,00;4,78
526;5;Телекоммерц Банк;3380;Тульская обл.;598 482,00;590 462,00;8 020,00;1,36
527;7;Национальный Банк Сбережений;1949;Ивановская обл.;585 973,00;553 016,00;32 957,00;5,96
528;4;ФинТех;3499;Ярославская обл.;579 828,00;578 771,00;1 057,00;0,18
529;15;Единая Расчетная Палата;384;Москва и обл.;570 340,00;490 450,00;79 890,00;16,29
