Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2019, тыс. рублей;Январь, 2019, тыс. рублей;Изменение, тыс. рублей;Изменение, %
258;3;Камский Коммерческий Банк;438;Татарстан;5 021 923,00;5 037 247,00;-15 324,00;-0,30
259;3;Роял Кредит Банк;783;Приморский край;4 990 327,00;4 994 051,00;-3 724,00;-0,07
260;5;Долинск;857;Сахалинская обл.;4 877 766,00;4 719 141,00;158 625,00;3,36
261;5;Горбанк;2982;Санкт-Петербург и обл.;4 741 030,00;4 712 402,00;28 628,00;0,61
262;-2;Крокус-Банк;2682;Москва и обл.;4 733 536,00;5 056 735,00;-323 199,00;-6,39
263;-49;Платина;2347;Москва и обл.;4 728 722,00;8 297 490,00;-3 568 768,00;-43,01
264;4;Донкомбанк;492;Ростовская обл.;4 581 134,00;4 442 619,00;138 515,00;3,12
265;5;Стройлесбанк;2995;Тюменская обл.;4 409 153,00;4 417 958,00;-8 805,00;-0,20
266;-2;Индустриальный Сберегательный Банк;3175;Москва и обл.;4 404 748,00;4 778 661,00;-373 913,00;-7,82
267;6;Мегаполис;3265;Чувашия;4 256 819,00;4 239 097,00;17 722,00;0,42
268;4;Икано Банк;3519;Москва и обл.;4 243 049,00;4 358 756,00;-115 707,00;-2,65
269;2;Объединенный Резервный Банк;937;Москва и обл.;4 116 671,00;4 395 441,00;-278 770,00;-6,34
270;-3;Славянский Кредит;2960;Москва и обл.;4 085 625,00;4 478 364,00;-392 739,00;-8,77
271;9;НОКССбанк;3202;Волгоградская обл.;4 075 303,00;3 919 337,00;155 966,00;3,98
272;12;Заубер Банк;1614;Санкт-Петербург и обл.;4 015 838,00;3 779 608,00;236 230,00;6,25
273;6;Московский Коммерческий Банк;3172;Москва и обл.;3 949 020,00;3 954 598,00;-5 578,00;-0,14
274;9;Братский АНКБ;1144;Иркутская обл.;3 944 958,00;3 808 856,00;136 102,00;3,57
275;6;Уралпромбанк;2964;Челябинская обл.;3 924 123,00;3 906 310,00;17 813,00;0,46
276;1;Банк Реалист;2646;Москва и обл.;3 923 157,00;3 961 005,00;-37 848,00;-0,96
277;-8;Бест Эффортс Банк;435;Москва и обл.;3 907 240,00;4 424 958,00;-517 718,00;-11,70
278;4;Вологжанин;1896;Вологодская обл.;3 859 249,00;3 897 652,00;-38 403,00;-0,99
279;6;Алтайкапиталбанк;2659;Алтайский край;3 777 784,00;3 773 330,00;4 454,00;0,12
280;-2;Банк Кремлевский;2905;Москва и обл.;3 752 734,00;3 959 491,00;-206 757,00;-5,22
281;7;Унифондбанк;3416;Москва и обл.;3 742 541,00;3 740 395,00;2 146,00;0,06
282;25;Новокиб;1747;Кемеровская обл.;3 642 421,00;3 164 512,00;477 909,00;15,10
283;4;ЮМК Банк;3495;Краснодарский край;3 629 730,00;3 749 447,00;-119 717,00;-3,19
284;-8;ФинТех;3499;Москва и обл.;3 616 099,00;3 964 199,00;-348 100,00;-8,78
285;13;Уралфинанс;1370;Свердловская обл.;3 612 864,00;3 427 056,00;185 808,00;5,42
286;3;Евразийский Банк;969;Москва и обл.;3 600 608,00;3 684 806,00;-84 198,00;-2,29
287;-1;Бланк Банк;2368;Москва и обл.;3 585 215,00;3 760 621,00;-175 406,00;-4,66
288;2;Межрегиональный промышленно-строительный банк;752;Мордовия;3 549 838,00;3 628 696,00;-78 858,00;-2,17
289;6;ПэйПал Ру;3517;Москва и обл.;3 453 999,00;3 453 999,00;0,00;0
290;2;Владбизнесбанк;903;Владимирская обл.;3 425 710,00;3 545 786,00;-120 076,00;-3,39
291;0;Оргбанк;3312;Москва и обл.;3 371 597,00;3 565 446,00;-193 849,00;-5,44
292;-17;Первый Клиентский Банк;3436;Москва и обл.;3 361 628,00;4 190 848,00;-829 220,00;-19,79
293;4;Элита;1399;Калужская обл.;3 361 490,00;3 427 132,00;-65 642,00;-1,92
294;10;Современные Стандарты Бизнеса;3397;Москва и обл.;3 360 492,00;3 342 451,00;18 041,00;0,54
295;5;Итуруп;2390;Сахалинская обл.;3 341 410,00;3 388 079,00;-46 669,00;-1,38
296;21;Банк Фридом Финанс;1143;Москва и обл.;3 337 809,00;2 953 461,00;384 348,00;13,01
297;6;Иваново;1763;Ивановская обл.;3 271 924,00;3 353 133,00;-81 209,00;-2,42
298;7;Международный Коммерческий Банк;2524;Москва и обл.;3 224 922,00;3 331 290,00;-106 368,00;-3,19
299;16;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 209 584,00;3 001 796,00;207 788,00;6,92
300;1;Банкхаус Эрбе;1717;Москва и обл.;3 209 149,00;3 378 280,00;-169 131,00;-5,01
301;7;Живаго Банк;2065;Рязанская обл.;3 172 946,00;3 157 052,00;15 894,00;0,50
302;16;Сельмашбанк;106;Ростовская обл.;3 159 535,00;2 909 464,00;250 071,00;8,60
303;3;Далена Банк;1948;Москва и обл.;3 146 126,00;3 177 402,00;-31 276,00;-0,98
304;-2;Экси-Банк;2530;Санкт-Петербург и обл.;3 111 600,00;3 357 691,00;-246 091,00;-7,33
305;11;РАМ Банк;3480;Москва и обл.;3 082 646,00;2 966 874,00;115 772,00;3,90
306;4;ИТ Банк;2609;Омская обл.;3 078 326,00;3 130 820,00;-52 494,00;-1,68
307;17;Новый Век;3417;Москва и обл.;3 054 250,00;2 764 450,00;289 800,00;10,48
308;3;Банк Заречье;817;Татарстан;2 975 170,00;3 086 813,00;-111 643,00;-3,62
309;5;Евроальянс;1781;Ивановская обл.;2 938 686,00;3 003 611,00;-64 925,00;-2,16
310;-17;Витабанк;356;Санкт-Петербург и обл.;2 907 110,00;3 488 928,00;-581 818,00;-16,68
311;1;Синко-Банк;2838;Москва и обл.;2 887 794,00;3 050 207,00;-162 413,00;-5,32
312;-13;Внешфинбанк;3173;Краснодарский край;2 877 405,00;3 398 326,00;-520 921,00;-15,33
313;8;РБА;3413;Москва и обл.;2 871 384,00;2 851 026,00;20 358,00;0,71
314;-5;БСТ-Банк;2883;Кемеровская обл.;2 861 882,00;3 152 597,00;-290 715,00;-9,22
315;-21;Юнистрим;3467;Москва и обл.;2 841 913,00;3 463 467,00;-621 554,00;-17,95
316;4;Ермак;1809;Ханты-Мансийский АО — Югра;2 825 056,00;2 862 732,00;-37 676,00;-1,32
317;14;Невский Банк;1068;Санкт-Петербург и обл.;2 761 311,00;2 522 895,00;238 416,00;9,45
318;15;Социум-Банк;2881;Москва и обл.;2 739 596,00;2 495 501,00;244 095,00;9,78
319;4;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 692 787,00;2 774 671,00;-81 884,00;-2,95
320;5;Газнефтьбанк;3223;Саратовская обл.;2 649 759,00;2 649 051,00;708,00;0,03
321;1;Система;2846;Москва и обл.;2 641 384,00;2 795 977,00;-154 593,00;-5,53
322;5;Кемсоцинбанк;96;Кемеровская обл.;2 565 944,00;2 630 088,00;-64 144,00;-2,44
323;6;Мобильная карта;3522;Санкт-Петербург и обл.;2 531 803,00;2 531 803,00;0,00;0
324;19;Озон Банк;3516;Москва и обл.;2 530 383,00;2 340 651,00;189 732,00;8,11
325;16;Первоуральскбанк;965;Свердловская обл.;2 507 224,00;2 350 810,00;156 414,00;6,65
326;6;Йошкар-Ола;2802;Марий Эл;2 485 244,00;2 499 745,00;-14 501,00;-0,58
327;18;Яринтербанк;2564;Ярославская обл.;2 440 723,00;2 316 197,00;124 526,00;5,38
328;2;Первый Инвестиционный Банк;604;Москва и обл.;2 415 105,00;2 527 913,00;-112 808,00;-4,46
329;8;Банк Глобус;2438;Москва и обл.;2 411 153,00;2 371 288,00;39 865,00;1,68
330;4;Кетовский Коммерческий Банк;842;Курганская обл.;2 410 857,00;2 491 182,00;-80 325,00;-3,22
331;-3;Народный Банк;2249;Карачаево-Черкесия;2 400 341,00;2 553 060,00;-152 719,00;-5,98
332;-19;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 398 354,00;3 020 434,00;-622 080,00;-20,60
333;2;Банк Пермь;875;Пермская обл.;2 342 543,00;2 465 853,00;-123 310,00;-5,00
334;6;Костромаселькомбанк;1115;Костромская обл.;2 340 787,00;2 363 932,00;-23 145,00;-0,98
335;9;Профессионал Банк;3296;Москва и обл.;2 316 125,00;2 329 974,00;-13 849,00;-0,59
336;3;Аспект;608;Москва и обл.;2 305 914,00;2 364 072,00;-58 158,00;-2,46
337;-1;АвтоКредитБанк;1973;Татарстан;2 272 087,00;2 416 393,00;-144 306,00;-5,97
338;12;Тендер-Банк;2252;Москва и обл.;2 257 410,00;2 227 494,00;29 916,00;1,34
339;13;РТС-Банк;3401;Самарская обл.;2 247 616,00;2 181 825,00;65 791,00;3,02
340;7;Приобье;537;Ханты-Мансийский АО — Югра;2 243 931,00;2 271 631,00;-27 700,00;-1,22
341;-15;Америкэн Экспресс Банк;3460;Москва и обл.;2 210 445,00;2 638 321,00;-427 876,00;-16,22
342;53;Яндекс Банк;3027;Москва и обл.;2 210 246,00;1 326 954,00;883 292,00;66,57
343;5;Вкабанк;1027;Астраханская обл.;2 203 319,00;2 228 961,00;-25 642,00;-1,15
344;7;Викинг;2;Санкт-Петербург и обл.;2 202 714,00;2 222 835,00;-20 121,00;-0,91
345;4;ИРС;272;Москва и обл.;2 201 403,00;2 227 575,00;-26 172,00;-1,17
346;0;ИК Банк;1732;Татарстан;2 200 374,00;2 279 192,00;-78 818,00;-3,46
347;-9;Кросна-Банк;2607;Москва и обл.;2 189 118,00;2 368 838,00;-179 720,00;-7,59
348;10;Саратов;330;Саратовская обл.;2 169 472,00;1 980 222,00;189 250,00;9,56
349;7;Капитал;575;Москва и обл.;2 090 924,00;2 087 872,00;3 052,00;0,15
350;5;Старооскольский Агропромбанк;1050;Белгородская обл.;2 069 399,00;2 089 850,00;-20 451,00;-0,98
351;3;Великие Луки Банк;598;Псковская обл.;2 067 470,00;2 115 800,00;-48 330,00;-2,28
352;-10;Дом-Банк;3209;Москва и обл.;2 040 210,00;2 341 872,00;-301 662,00;-12,88
353;4;Кредпромбанк;1165;Ярославская обл.;2 036 926,00;2 032 474,00;4 452,00;0,22
354;6;Новый Московский Банк;2932;Москва и обл.;2 016 092,00;1 927 536,00;88 556,00;4,59
355;124;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;1 981 378,00;63 527,00;1 917 851,00;3,018,95
356;3;Первый Дортрансбанк;3271;Кировская обл.;1 964 837,00;1 966 788,00;-1 951,00;-0,10
357;6;Арзамас;1281;Нижегородская обл.;1 950 369,00;1 895 055,00;55 314,00;2,92
358;4;Россита-Банк;3257;Москва и обл.;1 931 845,00;1 912 328,00;19 517,00;1,02
359;24;Межбанковский Кредитный Союз;3242;Москва и обл.;1 870 469,00;1 505 870,00;364 599,00;24,21
360;5;Росбизнесбанк;1405;Москва и обл.;1 843 447,00;1 811 024,00;32 423,00;1,79
361;3;Спиритбанк;2053;Тульская обл.;1 836 654,00;1 812 123,00;24 531,00;1,35
362;4;Майкопбанк;1136;Адыгея;1 786 446,00;1 774 731,00;11 715,00;0,66
363;4;Элекснет;3314;Москва и обл.;1 742 834,00;1 742 834,00;0,00;0
364;25;Примтеркомбанк;21;Приморский край;1 730 812,00;1 425 381,00;305 431,00;21,43
365;15;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 716 240,00;1 563 620,00;152 620,00;9,76
366;2;Калуга;1151;Калужская обл.;1 700 908,00;1 725 239,00;-24 331,00;-1,41
367;2;Спутник;1071;Самарская обл.;1 692 384,00;1 716 296,00;-23 912,00;-1,39
368;2;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 684 923,00;1 676 003,00;8 920,00;0,53
369;4;Кузбассхимбанк;2868;Кемеровская обл.;1 673 764,00;1 644 549,00;29 215,00;1,78
370;-9;Кузнецкий Мост;2254;Москва и обл.;1 668 068,00;1 917 016,00;-248 948,00;-12,99
371;3;Апабанк;2404;Москва и обл.;1 654 137,00;1 639 087,00;15 050,00;0,92
372;6;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 649 353,00;1 578 592,00;70 761,00;4,48
373;12;Промсельхозбанк;538;Москва и обл.;1 629 857,00;1 499 003,00;130 854,00;8,73
374;1;Прайм Финанс;2758;Санкт-Петербург и обл.;1 596 396,00;1 616 080,00;-19 684,00;-1,22
375;1;Крона-Банк;2499;Иркутская обл.;1 566 817,00;1 595 392,00;-28 575,00;-1,79
376;-4;Руна-Банк;3207;Москва и обл.;1 543 749,00;1 647 600,00;-103 851,00;-6,30
377;4;Алтынбанк;2070;Татарстан;1 528 724,00;1 546 342,00;-17 618,00;-1,14
378;-1;Столичный Кредит;2853;Москва и обл.;1 526 097,00;1 581 175,00;-55 078,00;-3,48
379;3;Ноосфера;2650;Республика Алтай;1 525 575,00;1 535 463,00;-9 888,00;-0,64
380;14;Нальчик;695;Кабардино-Балкария;1 461 287,00;1 332 196,00;129 091,00;9,69
381;3;Проинвестбанк;784;Пермская обл.;1 455 720,00;1 503 234,00;-47 514,00;-3,16
382;-11;Народный Доверительный Банк;2374;Москва и обл.;1 432 788,00;1 649 697,00;-216 909,00;-13,15
383;22;Земкомбанк;574;Ростовская обл.;1 409 923,00;1 227 356,00;182 567,00;14,87
384;2;Республиканский Кредитный Альянс;3017;Москва и обл.;1 409 325,00;1 476 302,00;-66 977,00;-4,54
385;8;Вакобанк;1291;Псковская обл.;1 391 425,00;1 380 964,00;10 461,00;0,76
386;12;Банк РМП;2574;Москва и обл.;1 367 484,00;1 304 630,00;62 854,00;4,82
387;10;Прохладный;874;Кабардино-Балкария;1 367 074,00;1 317 118,00;49 956,00;3,79
388;-35;Сервис Резерв;2034;Москва и обл.;1 351 498,00;2 178 433,00;-826 935,00;-37,96
389;3;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 350 937,00;1 384 083,00;-33 146,00;-2,39
390;-3;Спецстройбанк;236;Москва и обл.;1 332 524,00;1 467 352,00;-134 828,00;-9,19
391;0;Почтобанк;1788;Пермская обл.;1 301 587,00;1 386 440,00;-84 853,00;-6,12
392;8;Тексбанк;2756;Карачаево-Черкесия;1 252 599,00;1 265 709,00;-13 110,00;-1,04
393;10;Саммит Банк;85;Приморский край;1 249 050,00;1 244 253,00;4 797,00;0,39
394;-15;Агора;3231;Москва и обл.;1 246 546,00;1 563 984,00;-317 438,00;-20,30
395;9;ИСБ;3010;Москва и обл.;1 216 603,00;1 231 935,00;-15 332,00;-1,24
396;0;Курган;2568;Курганская обл.;1 216 251,00;1 319 205,00;-102 954,00;-7,80
397;9;Международный Расчетный Банк;3028;Москва и обл.;1 203 837,00;1 224 279,00;-20 442,00;-1,67
398;20;Русский Банк Сбережений;779;Ставропольский край;1 200 454,00;1 037 982,00;162 472,00;15,65
399;3;Национальный Банк Сбережений;1949;Ивановская обл.;1 195 906,00;1 259 320,00;-63 414,00;-5,04
400;1;Невастройинвест;1926;Санкт-Петербург и обл.;1 189 070,00;1 264 121,00;-75 051,00;-5,94
401;11;РФИ Банк;3351;Москва и обл.;1 180 755,00;1 093 501,00;87 254,00;7,98
402;9;Химик;1114;Нижегородская обл.;1 176 403,00;1 105 656,00;70 747,00;6,40
403;4;Майский;1673;Кабардино-Балкария;1 155 287,00;1 206 364,00;-51 077,00;-4,23
404;6;ЕАТП Банк;1765;Астраханская обл.;1 154 406,00;1 139 704,00;14 702,00;1,29
405;3;Дон-Тексбанк;1818;Ростовская обл.;1 090 672,00;1 165 066,00;-74 394,00;-6,39
406;11;Байкалкредобанк;2990;Иркутская обл.;1 084 872,00;1 054 026,00;30 846,00;2,93
407;-19;Расчетные Решения;3524;Москва и обл.;1 078 201,00;1 428 397,00;-350 196,00;-24,52
408;15;Соколовский;2830;Москва и обл.;1 062 406,00;977 883,00;84 523,00;8,64
409;-10;Кредитинвест;1197;Дагестан;1 000 194,00;1 267 051,00;-266 857,00;-21,06
410;20;Максима;3379;Москва и обл.;998 589,00;864 488,00;134 101,00;15,51
411;9;Народный Инвестиционный Банк;2876;Самарская обл.;994 896,00;978 653,00;16 243,00;1,66
412;2;Космос;2245;Москва и обл.;986 409,00;1 078 018,00;-91 609,00;-8,50
413;2;Мурманский Расчетный Центр;3341;Мурманская обл.;983 750,00;1 073 682,00;-89 932,00;-8,38
414;-1;Синергия;2884;Саратовская обл.;982 207,00;1 080 042,00;-97 835,00;-9,06
415;6;МТИ Банк;1052;Москва и обл.;956 177,00;978 310,00;-22 133,00;-2,26
416;6;Банк РСИ;3415;Москва и обл.;939 473,00;978 184,00;-38 711,00;-3,96
417;2;Классик Эконом Банк;3298;Северная Осетия — Алания;935 170,00;1 026 362,00;-91 192,00;-8,88
418;6;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;934 795,00;952 600,00;-17 805,00;-1,87
419;-3;Народный Банк Тувы;1309;Тыва;904 283,00;1 056 778,00;-152 495,00;-14,43
420;5;Металлург;2877;Москва и обл.;889 024,00;921 273,00;-32 249,00;-3,50
421;6;Объединенный Банк Республики;1016;Чувашия;885 423,00;876 742,00;8 681,00;0,99
422;11;Холдинвестбанк;2837;Москва и обл.;846 038,00;790 260,00;55 778,00;7,06
423;8;ГринКомБанк;1184;Иркутская обл.;832 128,00;856 393,00;-24 265,00;-2,83
424;-34;Монета.ру;3508;Марий Эл;831 173,00;1 410 501,00;-579 328,00;-41,07
425;7;Балаково-Банк;444;Саратовская обл.;813 271,00;831 323,00;-18 052,00;-2,17
426;14;Прокоммерцбанк;2996;Москва и обл.;788 429,00;654 627,00;133 802,00;20,44
427;-1;Финчер;3486;Москва и обл.;773 093,00;901 188,00;-128 095,00;-14,21
428;1;Холмск;503;Сахалинская обл.;768 517,00;865 216,00;-96 699,00;-11,18
429;6;Гефест;1046;Тверская обл.;726 069,00;747 664,00;-21 595,00;-2,89
430;9;Единая касса;3512;Москва и обл.;723 639,00;663 978,00;59 661,00;8,99
431;10;РусьРегионБанк;685;Москва и обл.;721 641,00;651 573,00;70 068,00;10,75
432;4;Вятич;2796;Рязанская обл.;689 548,00;744 558,00;-55 010,00;-7,39
433;12;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;682 435,00;610 759,00;71 676,00;11,74
434;10;Ресурс-Траст;3122;Москва и обл.;671 500,00;619 508,00;51 992,00;8,39
435;2;Центрально-Азиатский;3037;Хакасия;668 542,00;696 491,00;-27 949,00;-4,01
436;6;Жилкредит;1736;Москва и обл.;646 209,00;639 274,00;6 935,00;1,08
437;1;Славянбанк;804;Новгородская обл.;632 262,00;671 649,00;-39 387,00;-5,86
438;-4;РИБ;2749;Москва и обл.;616 936,00;759 725,00;-142 789,00;-18,79
439;4;Вайлдберриз Банк;841;Адыгея;616 721,00;632 513,00;-15 792,00;-2,50
440;6;Взаимодействие;1704;Новосибирская обл.;606 745,00;581 905,00;24 840,00;4,27
441;7;Онего;2484;Карелия;602 571,00;562 787,00;39 784,00;7,07
442;-14;Геобанк;2027;Москва и обл.;597 593,00;867 172,00;-269 579,00;-31,09
443;6;Дружба;990;Тюменская обл.;595 319,00;562 186,00;33 133,00;5,89
444;-35;Деньги.Мэйл.Ру;3511;Москва и обл.;570 752,00;1 140 655,00;-569 903,00;-49,96
445;2;Рента-Банк;3095;Москва и обл.;569 976,00;578 186,00;-8 210,00;-1,42
446;7;Эко-Инвест;3116;Москва и обл.;531 273,00;464 056,00;67 217,00;14,48
447;3;МВС Банк;2407;Дагестан;498 745,00;508 433,00;-9 688,00;-1,91
448;3;Лэнд Кредит;1478;Москва и обл.;491 645,00;474 982,00;16 663,00;3,51
449;3;Таганрогбанк;3136;Ростовская обл.;468 828,00;468 304,00;524,00;0,11
450;5;Континенталь;3184;Ставропольский край;443 619,00;450 704,00;-7 085,00;-1,57
451;8;Единая Расчетная Палата;384;Москва и обл.;436 449,00;380 177,00;56 272,00;14,80
452;4;Электронный платежный сервис;3509;Москва и обл.;428 689,00;428 689,00;0,00;0
453;12;Сетевая Расчетная Палата;3332;Татарстан;398 565,00;325 444,00;73 121,00;22,47
454;4;Банк Берейт;3505;Санкт-Петербург и обл.;388 479,00;406 496,00;-18 017,00;-4,43
455;7;Тайдон;2085;Кемеровская обл.;369 117,00;362 194,00;6 923,00;1,91
456;4;Платежный Стандарт;3530;Новосибирская обл.;368 269,00;368 269,00;0,00;0
457;4;Северстройбанк;3507;Вологодская обл.;367 978,00;364 238,00;3 740,00;1,03
458;-1;Жилстройбанк;2769;Москва и обл.;364 960,00;411 902,00;-46 942,00;-11,40
459;4;Промсвязьинвест;2761;Дагестан;362 072,00;347 454,00;14 618,00;4,21
460;-6;Альтернатива;3452;Москва и обл.;353 652,00;451 425,00;-97 773,00;-21,66
461;6;Дальний Восток;3318;Приморский край;347 787,00;301 248,00;46 539,00;15,45
462;6;Платежи и Расчеты;3324;Самарская обл.;299 774,00;291 821,00;7 953,00;2,73
463;3;Объединенная Расчетная Система;3342;Москва и обл.;292 403,00;304 136,00;-11 733,00;-3,86
464;0;Русское Финансовое Общество;3427;Москва и обл.;265 280,00;343 826,00;-78 546,00;-22,84
465;4;ПэйЮ;3518;Москва и обл.;264 056,00;264 056,00;0,00;0
466;4;Моби.Деньги;3523;Москва и обл.;255 041,00;255 041,00;0,00;0
467;4;Нарат;1902;Татарстан;237 464,00;238 902,00;-1 438,00;-0,60
468;7;Премиум;3514;Москва и обл.;184 002,00;184 002,00;0,00;0
469;5;Элексир;3533;Москва и обл.;182 220,00;190 772,00;-8 552,00;-4,48
470;3;Р-Инкас;3536;Москва и обл.;179 876,00;207 639,00;-27 763,00;-13,37
471;1;Красноярский Краевой Расчетный Центр;3483;Красноярский край;166 054,00;210 396,00;-44 342,00;-21,08
472;4;Вест;2605;Москва и обл.;117 380,00;116 431,00;949,00;0,82
473;4;Перспектива;3532;Омская обл.;89 532,00;89 532,00;0,00;0
474;4;Элплат;3535;Удмуртия;67 480,00;67 480,00;0,00;0
475;5;Инэко;3520;Ивановская обл.;20 926,00;20 926,00;0,00;0
476;6;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;19 344,00;10 988,00;8 356,00;76,05
477;4;21 Век;3309;Санкт-Петербург и обл.;15 460,00;16 130,00;-670,00;-4,15
478;5;АРБ-Инкасс;3353;Москва и обл.;8 885,00;9 758,00;-873,00;-8,95
