Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2017, тыс. рублей;Декабрь, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
529;11;Холдинвестбанк;2837;Москва и обл.;847 451,00;867 797,00;-20 346,00;-2,34
530;-10;Арсенал;3000;Москва и обл.;846 556,00;1 036 172,00;-189 616,00;-18,30
531;20;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;839 293,00;727 412,00;111 881,00;15,38
532;6;Славянбанк;804;Новгородская обл.;834 441,00;880 505,00;-46 064,00;-5,23
533;13;АлтайБизнес-Банк;2388;Алтайский край;825 875,00;764 472,00;61 403,00;8,03
534;16;Флора-Москва;533;Москва и обл.;808 125,00;731 722,00;76 403,00;10,44
535;-3;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;807 041,00;928 526,00;-121 485,00;-13,08
536;13;Банк РСИ;3415;Москва и обл.;803 271,00;733 711,00;69 560,00;9,48
537;5;Яндекс Банк;3027;Москва и обл.;779 042,00;842 860,00;-63 818,00;-7,57
538;10;Объединенный Банк Республики;1016;Чувашия;758 028,00;736 854,00;21 174,00;2,87
539;5;Балаково-Банк;444;Саратовская обл.;757 440,00;783 445,00;-26 005,00;-3,32
540;13;Русский Банк Сбережений;779;Ставропольский край;740 733,00;708 590,00;32 143,00;4,54
541;4;Ресурс-Траст;3122;Москва и обл.;740 250,00;767 619,00;-27 369,00;-3,57
542;26;Алжан;2491;Дагестан;729 363,00;512 492,00;216 871,00;42,32
543;11;Уралприватбанк;153;Свердловская обл.;687 724,00;703 961,00;-16 237,00;-2,31
544;11;Народный Земельно-Промышленный Банк;2873;Алтайский край;676 812,00;700 515,00;-23 703,00;-3,38
545;7;РусьРегионБанк;685;Москва и обл.;666 555,00;717 048,00;-50 493,00;-7,04
546;21;Геобанк;2027;Москва и обл.;644 812,00;537 527,00;107 285,00;19,96
547;19;Жилстройбанк;2769;Москва и обл.;628 216,00;538 678,00;89 538,00;16,62
548;9;Гефест;1046;Тверская обл.;616 944,00;629 384,00;-12 440,00;-1,98
549;28;Финчер;3486;Москва и обл.;616 341,00;456 680,00;159 661,00;34,96
550;13;Прокоммерцбанк;2996;Москва и обл.;613 192,00;565 607,00;47 585,00;8,41
551;5;Вайлдберриз Банк;841;Адыгея;603 341,00;631 405,00;-28 064,00;-4,44
552;-38;Объединенная Расчетная Система;3342;Москва и обл.;599 805,00;1 076 377,00;-476 572,00;-44,28
553;7;Телекоммерц Банк;3380;Тульская обл.;598 803,00;578 794,00;20 009,00;3,46
554;5;Логос;3233;Москва и обл.;579 280,00;588 074,00;-8 794,00;-1,50
555;6;ФинТех;3499;Ярославская обл.;575 886,00;577 018,00;-1 132,00;-0,20
556;2;Европейский Стандарт;3200;Москва и обл.;558 356,00;594 575,00;-36 219,00;-6,09
557;8;Башпромбанк;1006;Башкортостан;550 467,00;544 954,00;5 513,00;1,01
558;6;Национальный Банк Сбережений;1949;Ивановская обл.;501 019,00;545 657,00;-44 638,00;-8,18
559;19;Дружба;990;Тюменская обл.;500 794,00;452 098,00;48 696,00;10,77
560;16;Таганрогбанк;3136;Ростовская обл.;495 850,00;475 094,00;20 756,00;4,37
561;25;Монета.ру;3508;Марий Эл;493 853,00;376 048,00;117 805,00;31,33
562;13;Эко-Инвест;3116;Москва и обл.;492 298,00;487 471,00;4 827,00;0,99
563;21;Промсвязьинвест;2761;Дагестан;488 895,00;392 042,00;96 853,00;24,70
564;6;МВС Банк;2407;Дагестан;486 633,00;506 980,00;-20 347,00;-4,01
565;8;Лэнд Кредит;1478;Москва и обл.;480 903,00;493 723,00;-12 820,00;-2,60
566;25;Лидер;3304;Москва и обл.;479 228,00;326 232,00;152 996,00;46,90
567;7;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;475 766,00;487 991,00;-12 225,00;-2,51
568;1;Банк Берейт;3505;Санкт-Петербург и обл.;461 296,00;510 682,00;-49 386,00;-9,67
569;10;Рента-Банк;3095;Москва и обл.;446 296,00;439 621,00;6 675,00;1,52
570;1;РИТЦ Банк;2677;Карелия;441 447,00;503 037,00;-61 590,00;-12,24
571;24;Деньги.Мэйл.Ру;3511;Москва и обл.;436 233,00;281 203,00;155 030,00;55,13
572;8;Континенталь;3184;Ставропольский край;433 755,00;422 219,00;11 536,00;2,73
573;-1;Стар Альянс;3433;Москва и обл.;430 858,00;498 456,00;-67 598,00;-13,56
574;11;Информпрогресс;2166;Москва и обл.;429 606,00;384 957,00;44 649,00;11,60
575;12;Альтернатива;3452;Москва и обл.;428 177,00;374 474,00;53 703,00;14,34
576;6;Расчетные Решения;3524;Москва и обл.;405 408,00;409 694,00;-4 286,00;-1,05
577;12;ИР-Кредит;1724;Москва и обл.;395 161,00;364 485,00;30 676,00;8,42
578;5;Тайдон;2085;Кемеровская обл.;384 162,00;392 283,00;-8 121,00;-2,07
579;9;Интеркоопбанк;2803;Москва и обл.;383 161,00;370 511,00;12 650,00;3,41
580;1;РИБ;2749;Москва и обл.;381 855,00;416 489,00;-34 634,00;-8,32
581;9;Северстройбанк;3507;Вологодская обл.;350 155,00;354 377,00;-4 222,00;-1,19
582;14;Единая касса;3512;Москва и обл.;319 380,00;273 785,00;45 595,00;16,65
583;9;Рунэтбанк;2829;Москва и обл.;309 998,00;319 043,00;-9 045,00;-2,84
584;10;Нарат;1902;Саратовская обл.;304 867,00;306 274,00;-1 407,00;-0,46
585;8;Моби.Деньги;3523;Москва и обл.;281 823,00;310 454,00;-28 631,00;-9,22
586;11;Сетевая Расчетная Палата;3332;Татарстан;257 425,00;251 143,00;6 282,00;2,50
587;13;Инновационный Расчетный Центр;3447;Москва и обл.;234 449,00;209 112,00;25 337,00;12,12
588;10;Красноярский Краевой Расчетный Центр;3483;Красноярский край;233 215,00;219 589,00;13 626,00;6,21
589;16;Русское Финансовое Общество;3427;Москва и обл.;225 388,00;116 452,00;108 936,00;93,55
590;9;Континент Финанс;149;Москва и обл.;217 472,00;218 195,00;-723,00;-0,33
591;10;Платежи и Расчеты;3324;Самарская обл.;209 574,00;207 052,00;2 522,00;1,22
592;;Элексир;3533;Москва и обл.;176 687,00;-;-;
593;9;Электронный платежный сервис;3509;Москва и обл.;162 722,00;166 219,00;-3 497,00;-2,10
594;10;Фидбэк;3502;Москва и обл.;156 040,00;155 144,00;896,00;0,58
595;13;Премиум;3514;Москва и обл.;151 684,00;70 699,00;80 985,00;114,55
596;-310;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;139 817,00;6 247 935,00;-6 108 118,00;-97,76
597;6;Платежный Клиринговый Дом;3343;Москва и обл.;121 912,00;155 995,00;-34 083,00;-21,85
598;9;Умут;2435;Дагестан;109 222,00;98 082,00;11 140,00;11,36
599;7;Вест;2605;Москва и обл.;100 357,00;100 253,00;104,00;0,10
600;10;Дальний Восток;3318;Приморский край;60 004,00;60 447,00;-443,00;-0,73
601;8;Единая Расчетная Палата;384;Москва и обл.;49 996,00;67 307,00;-17 311,00;-25,72
602;9;21 Век;3309;Санкт-Петербург и обл.;19 589,00;20 255,00;-666,00;-3,29
603;9;АРБ-Инкасс;3353;Москва и обл.;19 202,00;17 442,00;1 760,00;10,09
604;10;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;15 985,00;15 122,00;863,00;5,71
605;8;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;13 517,00;16 339,00;-2 822,00;-17,27
