Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2010, тыс. рублей;Ноябрь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
77;-5;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;47 648 623,00;48 376 708,00;-728 085,00;-1,51
78;5;Сургутнефтегазбанк;588;Тюменская обл.;47 430 789,00;40 396 089,00;7 034 700,00;17,41
79;-5;Локо-Банк;2707;Москва и обл.;47 246 556,00;47 096 929,00;149 627,00;0,32
80;-5;Сведбанк;3064;Москва и обл.;46 239 341,00;47 044 728,00;-805 387,00;-1,71
81;-3;АМТ Банк;2820;Москва и обл.;45 725 745,00;45 933 338,00;-207 593,00;-0,45
82;-2;Металлинвестбанк;2440;Москва и обл.;45 439 436,00;42 572 591,00;2 866 845,00;6,73
83;-2;Совкомбанк;963;Костромская обл.;44 106 212,00;41 749 862,00;2 356 350,00;5,64
84;1;Инвестбанк;107;Калининградская обл.;42 779 037,00;38 385 301,00;4 393 736,00;11,45
85;-3;Пересвет;2110;Москва и обл.;42 398 770,00;41 077 281,00;1 321 489,00;3,22
86;1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;39 341 816,00;37 910 846,00;1 430 970,00;3,77
87;-1;СБ Банк (Судостроительный банк);2999;Москва и обл.;38 899 618,00;38 010 325,00;889 293,00;2,34
88;3;Национальный Стандарт;3421;Москва и обл.;36 848 456,00;35 851 433,00;997 023,00;2,78
89;0;Банк ДОМ.РФ;2312;Москва и обл.;36 519 021,00;36 408 426,00;110 595,00;0,30
90;2;Первобанк;3461;Самарская обл.;35 928 225,00;35 154 312,00;773 913,00;2,20
91;-1;Еврофинанс Моснарбанк;2402;Москва и обл.;35 545 078,00;35 945 047,00;-399 969,00;-1,11
92;1;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;34 797 416,00;32 805 876,00;1 991 540,00;6,07
93;-5;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;34 303 310,00;37 525 609,00;-3 222 299,00;-8,59
94;5;Расчетная Палата РТС;3335;Москва и обл.;31 653 331,00;28 545 381,00;3 107 950,00;10,89
95;1;Национальный Торговый Банк;3087;Самарская обл.;31 400 774,00;30 986 482,00;414 292,00;1,34
96;1;Бинбанк Диджитал;2827;Москва и обл.;30 758 478,00;30 339 156,00;419 322,00;1,38
97;1;Москоммерцбанк;3365;Москва и обл.;28 509 446,00;29 238 873,00;-729 427,00;-2,49
98;9;Экспобанк;2998;Москва и обл.;28 471 976,00;25 515 906,00;2 956 070,00;11,59
99;2;Дальневосточный Банк;843;Приморский край;28 147 881,00;27 800 232,00;347 649,00;1,25
100;-16;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;28 007 502,00;40 393 333,00;-12 385 831,00;-30,66
101;1;Челиндбанк;485;Челябинская обл.;27 926 439,00;27 258 752,00;667 687,00;2,45
102;-2;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;27 311 564,00;27 819 655,00;-508 091,00;-1,83
103;1;Таврический Банк;2304;Санкт-Петербург и обл.;26 757 728,00;26 160 191,00;597 537,00;2,28
104;1;Кедр;1574;Москва и обл.;26 003 458,00;25 846 438,00;157 020,00;0,61
105;3;Кубань Кредит;2518;Краснодарский край;25 842 688,00;25 287 821,00;554 867,00;2,19
106;3;Челябинвестбанк;493;Челябинская обл.;25 737 175,00;24 610 827,00;1 126 348,00;4,58
107;-1;Акибанк;2587;Татарстан;25 446 249,00;25 534 865,00;-88 616,00;-0,35
108;-5;Международный Финансовый Клуб;2618;Москва и обл.;25 336 738,00;26 758 503,00;-1 421 765,00;-5,31
109;27;Меткомбанк (Череповец);901;Вологодская обл.;24 169 764,00;18 059 317,00;6 110 447,00;33,84
110;11;Саровбизнесбанк;2048;Нижегородская обл.;23 941 400,00;20 593 250,00;3 348 150,00;16,26
111;0;Севергазбанк;2816;Вологодская обл.;23 935 468,00;23 168 474,00;766 994,00;3,31
112;1;Далькомбанк;84;Хабаровский край;23 820 552,00;22 910 335,00;910 217,00;3,97
113;1;Крайинвестбанк;3360;Краснодарский край;23 703 228,00;22 756 028,00;947 200,00;4,16
114;-4;Газбанк;2316;Самарская обл.;23 652 857,00;23 259 038,00;393 819,00;1,69
115;-3;СДМ-Банк;1637;Москва и обл.;23 043 431,00;22 995 153,00;48 278,00;0,21
116;-1;НС Банк;3124;Москва и обл.;22 761 294,00;22 078 193,00;683 101,00;3,09
117;2;Первый Республиканский Банк;1730;Москва и обл.;22 731 860,00;21 230 792,00;1 501 068,00;7,07
118;-2;Нота-Банк;2913;Москва и обл.;22 620 939,00;21 967 111,00;653 828,00;2,98
119;-1;Интерпромбанк;3266;Москва и обл.;22 501 064,00;21 855 842,00;645 222,00;2,95
120;-3;Экспресс-Волга;3085;Саратовская обл.;22 475 877,00;21 888 084,00;587 793,00;2,69
121;-1;Приморье;3001;Приморский край;22 090 515,00;20 794 713,00;1 295 802,00;6,23
122;0;Русский Международный Банк;3123;Москва и обл.;21 715 612,00;20 586 412,00;1 129 200,00;5,49
123;1;М2М Прайвет Банк;1414;Москва и обл.;20 726 037,00;19 706 588,00;1 019 449,00;5,17
124;1;Тройка-Д Банк;3431;Москва и обл.;20 495 858,00;19 705 306,00;790 552,00;4,01
125;1;Кредит Урал Банк;2584;Челябинская обл.;19 950 083,00;19 614 591,00;335 492,00;1,71
126;-3;Банк АВБ;23;Самарская обл.;19 870 879,00;19 878 425,00;-7 546,00;-0,04
127;11;Липецккомбанк;1242;Липецкая обл.;19 506 444,00;17 958 519,00;1 547 925,00;8,62
128;4;Межтопэнергобанк;2956;Москва и обл.;19 483 938,00;18 822 038,00;661 900,00;3,52
129;5;Солидарность;554;Самарская обл.;19 357 190,00;18 502 270,00;854 920,00;4,62
130;-3;Девон-Кредит;1972;Татарстан;19 326 191,00;19 566 415,00;-240 224,00;-1,23
131;13;АМБ Банк;3036;Москва и обл.;18 924 658,00;16 983 928,00;1 940 730,00;11,43
132;1;БФГ-Кредит;3068;Москва и обл.;18 881 351,00;18 543 050,00;338 301,00;1,82
133;-3;ГПБ-Ипотека;2403;Москва и обл.;18 831 603,00;19 140 968,00;-309 365,00;-1,62
134;3;Фора-Банк;1885;Москва и обл.;18 562 364,00;18 044 641,00;517 723,00;2,87
135;5;Агропромкредит;2880;Москва и обл.;18 524 799,00;17 762 203,00;762 596,00;4,29
136;21;Альта-Банк;2269;Москва и обл.;18 323 261,00;14 538 844,00;3 784 417,00;26,03
137;5;Примсоцбанк;2733;Приморский край;18 214 295,00;17 267 671,00;946 624,00;5,48
138;-7;Мой Банк;2939;Москва и обл.;18 183 855,00;19 124 261,00;-940 406,00;-4,92
139;-4;Кольцо Урала;65;Свердловская обл.;18 018 275,00;18 183 818,00;-165 543,00;-0,91
140;1;Уралтрансбанк;812;Свердловская обл.;17 891 270,00;17 423 906,00;467 364,00;2,68
141;-2;Народный Кредит;2401;Москва и обл.;17 416 795,00;17 773 450,00;-356 655,00;-2,01
142;3;Урал ФД;249;Пермская обл.;17 366 515,00;16 907 659,00;458 856,00;2,71
143;3;Московский Областной Банк;1751;Москва и обл.;17 212 478,00;16 866 848,00;345 630,00;2,05
144;-1;МБА-Москва;3395;Москва и обл.;17 163 141,00;17 219 768,00;-56 627,00;-0,33
145;5;Натиксис Банк;3390;Москва и обл.;17 105 312,00;15 496 218,00;1 609 094,00;10,38
146;-18;Морской Банк;77;Москва и обл.;17 029 984,00;19 524 647,00;-2 494 663,00;-12,78
147;0;Соцгорбанк;1827;Москва и обл.;16 595 308,00;16 455 079,00;140 229,00;0,85
148;-19;Банк Кредит Свисс;2494;Москва и обл.;16 571 341,00;19 486 220,00;-2 914 879,00;-14,96
149;-1;ФИА-Банк;2542;Самарская обл.;16 567 579,00;16 125 108,00;442 471,00;2,74
150;-1;Интеркоммерц Банк;1657;Москва и обл.;16 474 095,00;15 651 419,00;822 676,00;5,26
151;2;Столичный Торговый Банк;2797;Москва и обл.;15 820 844,00;15 177 784,00;643 060,00;4,24
152;2;Банк Проектного Финансирования;1677;Москва и обл.;15 727 098,00;14 965 957,00;761 141,00;5,09
153;6;Спурт Банк;2207;Татарстан;15 567 807,00;14 395 431,00;1 172 376,00;8,14
154;-3;Модульбанк;1927;Костромская обл.;15 392 128,00;15 371 872,00;20 256,00;0,13
155;0;ПЧРБ Банк;3291;Москва и обл.;15 216 974,00;14 738 852,00;478 122,00;3,24
156;0;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;14 954 592,00;14 606 809,00;347 783,00;2,38
157;8;Росэнергобанк;2211;Москва и обл.;14 692 197,00;13 513 081,00;1 179 116,00;8,73
158;0;НОМОС-Региобанк;539;Хабаровский край;14 378 743,00;14 537 885,00;-159 142,00;-1,09
159;3;Российский Кредит;324;Москва и обл.;14 076 654,00;13 810 135,00;266 519,00;1,93
160;21;Интерпрогрессбанк;600;Москва и обл.;13 989 791,00;11 535 807,00;2 453 984,00;21,27
161;3;Энергобанк;67;Татарстан;13 970 574,00;13 549 894,00;420 680,00;3,10
162;18;Тинькофф Банк;2673;Москва и обл.;13 931 299,00;11 986 460,00;1 944 839,00;16,23
163;-11;Стройкредит;18;Москва и обл.;13 897 953,00;15 247 308,00;-1 349 355,00;-8,85
164;-1;НБД-Банк;1966;Нижегородская обл.;13 895 691,00;13 642 792,00;252 899,00;1,85
165;5;Ланта-Банк;1920;Москва и обл.;13 817 590,00;13 015 992,00;801 598,00;6,16
166;1;Тимер Банк;1581;Татарстан;13 681 944,00;13 262 562,00;419 382,00;3,16
167;6;Смоленский Банк;2029;Смоленская обл.;13 675 439,00;12 675 771,00;999 668,00;7,89
168;4;Левобережный;1343;Новосибирская обл.;13 591 755,00;12 945 250,00;646 505,00;4,99
169;-1;Сетелем Банк;2168;Москва и обл.;13 208 439,00;13 070 215,00;138 224,00;1,06
170;5;Инвесткапиталбанк;2377;Башкортостан;13 142 592,00;12 536 200,00;606 392,00;4,84
171;-11;Банк БФА;3038;Санкт-Петербург и обл.;13 062 621,00;14 343 500,00;-1 280 879,00;-8,93
172;-6;Центркомбанк;2983;Москва и обл.;12 915 414,00;13 280 524,00;-365 110,00;-2,75
173;-4;Мосстройэкономбанк (М Банк);948;Москва и обл.;12 856 026,00;13 054 588,00;-198 562,00;-1,52
174;0;Рост Банк;2888;Татарстан;12 476 585,00;12 577 194,00;-100 609,00;-0,80
175;8;Энерготрансбанк;1307;Калининградская обл.;12 364 317,00;11 051 597,00;1 312 720,00;11,88
176;2;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;12 352 879,00;12 125 980,00;226 899,00;1,87
177;2;Европейский Трастовый Банк;2968;Москва и обл.;12 334 805,00;12 113 153,00;221 652,00;1,83
178;4;Тойота Банк;3470;Москва и обл.;12 233 934,00;11 325 789,00;908 145,00;8,02
179;-3;Связной Банк;1961;Москва и обл.;12 131 466,00;12 169 190,00;-37 724,00;-0,31
180;-19;Углеметбанк;2997;Челябинская обл.;12 026 126,00;14 324 304,00;-2 298 178,00;-16,04
181;-4;Курскпромбанк;735;Курская обл.;11 945 010,00;12 128 216,00;-183 206,00;-1,51
182;2;Московское Ипотечное Агентство;3344;Москва и обл.;11 926 804,00;11 034 908,00;891 896,00;8,08
183;35;АБ Финанс;514;Москва и обл.;11 653 316,00;8 993 787,00;2 659 529,00;29,57
184;-89;Свенска Хандельсбанкен;3455;Москва и обл.;11 227 609,00;31 265 719,00;-20 038 110,00;-64,09
185;2;Интехбанк;2705;Татарстан;11 087 527,00;10 678 045,00;409 482,00;3,83
186;11;Держава;2738;Москва и обл.;10 995 308,00;10 103 595,00;891 713,00;8,83
187;-1;Норвик Банк;902;Кировская обл.;10 924 997,00;10 682 112,00;242 885,00;2,27
188;4;Алмазэргиэнбанк;2602;Саха (Якутия);10 860 653,00;10 383 643,00;477 010,00;4,59
189;-4;Форштадт;2208;Оренбургская обл.;10 697 869,00;10 876 680,00;-178 811,00;-1,64
190;3;Эллипс Банк;1950;Нижегородская обл.;10 592 032,00;10 319 739,00;272 293,00;2,64
191;3;БыстроБанк;1745;Удмуртия;10 577 770,00;10 235 005,00;342 765,00;3,35
192;-2;Банк24.ру;2227;Свердловская обл.;10 554 998,00;10 480 585,00;74 413,00;0,71
193;-2;Развитие-Столица;3013;Москва и обл.;10 534 947,00;10 467 216,00;67 731,00;0,65
194;6;БМВ Банк;3482;Москва и обл.;10 521 768,00;9 814 164,00;707 604,00;7,21
195;7;Русстройбанк;3205;Москва и обл.;10 399 543,00;9 558 726,00;840 817,00;8,80
196;-8;Банк Финсервис;3388;Москва и обл.;10 308 160,00;10 573 431,00;-265 271,00;-2,51
197;-1;Нижегородпромстройбанк;1851;Нижегородская обл.;10 073 875,00;10 130 746,00;-56 871,00;-0,56
198;18;РосДорБанк;1573;Москва и обл.;10 008 166,00;9 049 150,00;959 016,00;10,60
199;-4;Монетный Дом;419;Челябинская обл.;9 985 651,00;10 134 577,00;-148 926,00;-1,47
200;-1;Солидарность (Москва);1555;Москва и обл.;9 854 917,00;9 824 588,00;30 329,00;0,31
201;0;Образование;1521;Москва и обл.;9 743 497,00;9 809 512,00;-66 015,00;-0,67
202;2;Тольяттихимбанк;2507;Самарская обл.;9 620 831,00;9 451 231,00;169 600,00;1,79
203;2;Александровский;53;Санкт-Петербург и обл.;9 610 318,00;9 430 305,00;180 013,00;1,91
204;4;Хлынов;254;Кировская обл.;9 599 195,00;9 254 990,00;344 205,00;3,72
205;-2;Гаранти Банк — Москва;3275;Москва и обл.;9 594 063,00;9 546 218,00;47 845,00;0,50
206;0;Легион;3117;Москва и обл.;9 462 728,00;9 420 086,00;42 642,00;0,45
207;68;Руснарбанк;3403;Москва и обл.;9 410 661,00;6 214 101,00;3 196 560,00;51,44
208;1;Первомайский;518;Краснодарский край;9 325 231,00;9 253 576,00;71 655,00;0,77
209;1;Роспромбанк;3204;Москва и обл.;9 312 055,00;9 177 529,00;134 526,00;1,47
210;1;Банк Оренбург;3269;Оренбургская обл.;9 286 578,00;9 152 328,00;134 250,00;1,47
211;4;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;9 276 645,00;9 064 701,00;211 944,00;2,34
212;12;Юникорбанк;2586;Москва и обл.;9 159 336,00;8 577 978,00;581 358,00;6,78
213;1;Северо-Восточный Альянс;2768;Москва и обл.;9 139 057,00;9 089 465,00;49 592,00;0,55
214;14;Аресбанк;2914;Москва и обл.;9 120 467,00;8 127 335,00;993 132,00;12,22
215;-26;Эс-Би-Ай Банк;3185;Москва и обл.;9 116 831,00;10 521 383,00;-1 404 552,00;-13,35
216;3;ВУЗ-Банк;1557;Свердловская обл.;9 076 769,00;8 863 566,00;213 203,00;2,41
217;5;ТЭМБР-Банк;2764;Москва и обл.;9 068 233,00;8 717 359,00;350 874,00;4,03
218;-6;НК Банк;2755;Москва и обл.;9 064 328,00;9 141 697,00;-77 369,00;-0,85
219;6;АйМаниБанк;1975;Республика Алтай;8 998 503,00;8 527 222,00;471 281,00;5,53
220;-13;Банк Жилищного Финансирования;3138;Москва и обл.;8 931 304,00;9 308 156,00;-376 852,00;-4,05
221;2;Снежинский;1376;Челябинская обл.;8 818 119,00;8 599 284,00;218 835,00;2,54
222;-1;Прио-Внешторгбанк;212;Рязанская обл.;8 729 834,00;8 743 681,00;-13 847,00;-0,16
223;-10;Гранд Инвест Банк;3053;Москва и обл.;8 667 973,00;9 133 630,00;-465 657,00;-5,10
224;8;Банк «Советский»;558;Санкт-Петербург и обл.;8 625 920,00;8 049 748,00;576 172,00;7,16
225;-27;Нацинвестпромбанк;3077;Москва и обл.;8 595 848,00;9 893 952,00;-1 298 104,00;-13,12
226;0;Росэксимбанк;2790;Москва и обл.;8 591 299,00;8 478 183,00;113 116,00;1,33
227;25;Бэнк оф Чайна;2309;Москва и обл.;8 548 355,00;7 200 101,00;1 348 254,00;18,73
228;12;Гута-Банк;256;Москва и обл.;8 530 243,00;7 701 900,00;828 343,00;10,76
229;-2;МАК-Банк;1088;Москва и обл.;8 486 219,00;8 378 183,00;108 036,00;1,29
230;-1;Промсбербанк;1043;Москва и обл.;8 432 942,00;8 118 443,00;314 499,00;3,87
231;0;ББР Банк;2929;Москва и обл.;8 371 404,00;8 095 785,00;275 619,00;3,40
232;-15;Экопромбанк;2011;Пермская обл.;8 343 786,00;9 003 526,00;-659 740,00;-7,33
233;3;Интрастбанк;3144;Москва и обл.;8 305 488,00;7 784 919,00;520 569,00;6,69
234;10;Мерседес-Бенц Банк Рус;3473;Москва и обл.;8 222 878,00;7 498 782,00;724 096,00;9,66
235;-15;Алемар;2384;Новосибирская обл.;8 140 197,00;8 850 905,00;-710 708,00;-8,03
236;-3;Газэнергобанк;3252;Калужская обл.;8 057 811,00;7 997 997,00;59 814,00;0,75
237;2;Экономбанк;1319;Саратовская обл.;7 967 130,00;7 703 107,00;264 023,00;3,43
238;-8;Международный Акционерный Банк;1987;Москва и обл.;7 914 251,00;8 109 425,00;-195 174,00;-2,41
239;9;Гарант-Инвест;2576;Москва и обл.;7 905 984,00;7 358 685,00;547 299,00;7,44
240;-6;Екатеринбург;3161;Свердловская обл.;7 878 701,00;7 875 257,00;3 444,00;0,04
241;-6;Тарханы;459;Пензенская обл.;7 854 871,00;7 857 736,00;-2 865,00;-0,04
242;9;Фининвест;671;Москва и обл.;7 830 283,00;7 211 661,00;618 622,00;8,58
243;12;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;7 634 229,00;6 933 389,00;700 840,00;10,11
244;-7;Алеф-Банк;2119;Москва и обл.;7 625 853,00;7 767 776,00;-141 923,00;-1,83
245;2;НОМОС-Банк-Сибирь;410;Новосибирская обл.;7 623 426,00;7 360 985,00;262 441,00;3,57
246;-4;Национальная Факторинговая Компания;3437;Москва и обл.;7 585 742,00;7 541 648,00;44 094,00;0,58
247;-6;Северная Казна;2083;Свердловская обл.;7 578 880,00;7 597 711,00;-18 831,00;-0,25
248;1;Нефтяной Альянс;2859;Москва и обл.;7 529 797,00;7 342 126,00;187 671,00;2,56
249;64;Замоскворецкий;1640;Москва и обл.;7 468 911,00;5 031 797,00;2 437 114,00;48,43
250;-12;Национальный Банк Развития Бизнеса;2795;Москва и обл.;7 381 057,00;7 703 842,00;-322 785,00;-4,19
251;20;Расчетно-Кредитный Банк;103;Москва и обл.;7 307 751,00;6 285 471,00;1 022 280,00;16,26
252;-7;Энергомашбанк;52;Санкт-Петербург и обл.;7 273 554,00;7 456 299,00;-182 745,00;-2,45
253;-3;Ю Би Эс Банк;3463;Москва и обл.;7 262 361,00;7 279 399,00;-17 038,00;-0,23
254;-11;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;7 163 603,00;7 512 126,00;-348 523,00;-4,64
255;-9;Банк Премьер Кредит;1663;Коми;7 107 305,00;7 398 803,00;-291 498,00;-3,94
256;4;БКС Банк;101;Новосибирская обл.;7 047 208,00;6 758 244,00;288 964,00;4,28
257;-1;Волго-Камский Банк;282;Самарская обл.;7 039 015,00;6 888 560,00;150 455,00;2,18
258;-1;Лада-Кредит;2668;Самарская обл.;7 038 172,00;6 859 821,00;178 351,00;2,60
259;10;МАСТ-Банк;3267;Москва и обл.;6 973 536,00;6 385 762,00;587 774,00;9,20
260;3;Европейский;1616;Калининградская обл.;6 971 021,00;6 677 065,00;293 956,00;4,40
