Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2010, тыс. рублей;Июль, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
124;0;Экспресс-Волга;3085;Саратовская обл.;19 982 186,00;19 567 945,00;414 241,00;2,12
125;-15;Девон-Кредит;1972;Татарстан;19 966 787,00;22 584 439,00;-2 617 652,00;-11,59
126;3;Мой Банк;2939;Москва и обл.;19 090 897,00;18 777 797,00;313 100,00;1,67
127;3;Банк АВБ;23;Самарская обл.;18 694 924,00;18 742 921,00;-47 997,00;-0,26
128;-1;Русский Международный Банк;3123;Москва и обл.;18 530 831,00;19 136 638,00;-605 807,00;-3,17
129;2;ГПБ-Ипотека;2403;Москва и обл.;18 513 505,00;18 435 862,00;77 643,00;0,42
130;2;Агропромкредит;2880;Москва и обл.;18 347 386,00;18 186 999,00;160 387,00;0,88
131;-9;Меткомбанк (Череповец);901;Вологодская обл.;18 062 872,00;20 063 816,00;-2 000 944,00;-9,97
132;4;М2М Прайвет Банк;1414;Москва и обл.;17 874 666,00;17 419 072,00;455 594,00;2,62
133;1;Липецккомбанк;1242;Липецкая обл.;17 399 329,00;17 859 388,00;-460 059,00;-2,58
134;1;Фора-Банк;1885;Москва и обл.;17 271 309,00;17 640 326,00;-369 017,00;-2,09
135;-7;Межтопэнергобанк;2956;Москва и обл.;17 152 424,00;18 987 798,00;-1 835 374,00;-9,67
136;-3;Тройка-Д Банк;3431;Москва и обл.;16 999 652,00;18 024 925,00;-1 025 273,00;-5,69
137;37;Морской Банк;77;Москва и обл.;16 812 992,00;11 465 904,00;5 347 088,00;46,63
138;-1;Уралтрансбанк;812;Свердловская обл.;16 656 523,00;16 676 558,00;-20 035,00;-0,12
139;2;Солидарность;554;Самарская обл.;16 500 692,00;16 303 768,00;196 924,00;1,21
140;0;МБА-Москва;3395;Москва и обл.;16 263 258,00;16 316 130,00;-52 872,00;-0,32
141;10;Приморье;3001;Приморский край;16 212 218,00;15 240 385,00;971 833,00;6,38
142;0;БФГ-Кредит;3068;Москва и обл.;16 051 085,00;16 181 400,00;-130 315,00;-0,81
143;9;Московский Областной Банк;1751;Москва и обл.;15 966 372,00;15 157 609,00;808 763,00;5,34
144;1;Соцгорбанк;1827;Москва и обл.;15 701 271,00;15 840 852,00;-139 581,00;-0,88
145;5;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;15 683 445,00;15 242 071,00;441 374,00;2,90
146;0;Урал ФД;249;Пермская обл.;15 677 528,00;15 800 079,00;-122 551,00;-0,78
147;2;ФИА-Банк;2542;Самарская обл.;15 630 330,00;15 255 907,00;374 423,00;2,45
148;0;Примсоцбанк;2733;Приморский край;15 629 024,00;15 472 799,00;156 225,00;1,01
149;8;Модульбанк;1927;Костромская обл.;15 578 544,00;13 792 204,00;1 786 340,00;12,95
150;3;Российский Кредит;324;Москва и обл.;15 403 674,00;15 122 118,00;281 556,00;1,86
151;-4;ПЧРБ Банк;3291;Москва и обл.;15 232 750,00;15 774 269,00;-541 519,00;-3,43
152;6;Кольцо Урала;65;Свердловская обл.;14 919 081,00;13 479 117,00;1 439 964,00;10,68
153;-15;Народный Кредит;2401;Москва и обл.;14 856 231,00;16 642 942,00;-1 786 711,00;-10,74
154;-10;Столичный Торговый Банк;2797;Москва и обл.;14 839 723,00;15 968 082,00;-1 128 359,00;-7,07
155;-16;Банк Кредит Свисс;2494;Москва и обл.;14 418 187,00;16 563 018,00;-2 144 831,00;-12,95
156;10;Спурт Банк;2207;Татарстан;14 345 934,00;12 542 248,00;1 803 686,00;14,38
157;4;Стройкредит;18;Москва и обл.;14 215 417,00;13 250 829,00;964 588,00;7,28
158;-3;Центркомбанк;2983;Москва и обл.;13 946 477,00;14 070 915,00;-124 438,00;-0,88
159;0;Альта-Банк;2269;Москва и обл.;13 905 011,00;13 455 447,00;449 564,00;3,34
160;-6;Сетелем Банк;2168;Москва и обл.;13 881 826,00;14 401 976,00;-520 150,00;-3,61
161;-18;Натиксис Банк;3390;Москва и обл.;13 840 332,00;16 052 340,00;-2 212 008,00;-13,78
162;-2;НОМОС-Региобанк;539;Хабаровский край;13 533 414,00;13 376 334,00;157 080,00;1,17
163;0;НБД-Банк;1966;Нижегородская обл.;13 248 308,00;13 032 630,00;215 678,00;1,65
164;-2;Энергобанк;67;Татарстан;13 178 854,00;13 144 163,00;34 691,00;0,26
165;-9;Ланта-Банк;1920;Москва и обл.;13 170 553,00;13 920 516,00;-749 963,00;-5,39
166;12;Славянский Банк;383;Москва и обл.;12 994 686,00;11 289 734,00;1 704 952,00;15,10
167;3;Банк Проектного Финансирования;1677;Москва и обл.;12 966 606,00;11 848 122,00;1 118 484,00;9,44
168;7;Инвесткапиталбанк;2377;Башкортостан;12 666 794,00;11 364 262,00;1 302 532,00;11,46
169;-1;Левобережный;1343;Новосибирская обл.;12 423 692,00;12 377 462,00;46 230,00;0,37
170;-1;Тимер Банк;1581;Татарстан;12 392 041,00;11 946 179,00;445 862,00;3,73
171;-6;Рост Банк;2888;Татарстан;12 328 835,00;12 703 979,00;-375 144,00;-2,95
172;-5;Петрофф-Банк;2466;Москва и обл.;12 315 547,00;12 454 764,00;-139 217,00;-1,12
173;-1;АМБ Банк;3036;Москва и обл.;12 214 372,00;11 646 642,00;567 730,00;4,87
174;-10;Мосстройэкономбанк (М Банк);948;Москва и обл.;12 155 101,00;12 991 145,00;-836 044,00;-6,44
175;-2;Росэнергобанк;2211;Москва и обл.;12 117 290,00;11 527 411,00;589 879,00;5,12
176;5;Углеметбанк;2997;Челябинская обл.;12 090 612,00;11 122 187,00;968 425,00;8,71
177;-6;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;11 789 520,00;11 774 461,00;15 059,00;0,13
178;1;Эс-Би-Ай Банк;3185;Москва и обл.;11 550 940,00;11 258 445,00;292 495,00;2,60
179;12;Свенска Хандельсбанкен;3455;Москва и обл.;11 100 454,00;10 030 990,00;1 069 464,00;10,66
180;-3;Московское Ипотечное Агентство;3344;Москва и обл.;11 073 045,00;11 298 764,00;-225 719,00;-2,00
181;1;Банк БФА;3038;Санкт-Петербург и обл.;11 009 134,00;11 114 672,00;-105 538,00;-0,95
182;7;Форштадт;2208;Оренбургская обл.;11 004 986,00;10 484 600,00;520 386,00;4,96
183;-3;Смоленский Банк;2029;Смоленская обл.;10 937 025,00;11 243 270,00;-306 245,00;-2,72
184;-8;Связной Банк;1961;Москва и обл.;10 880 146,00;11 347 735,00;-467 589,00;-4,12
185;0;Курскпромбанк;735;Курская обл.;10 873 172,00;10 903 011,00;-29 839,00;-0,27
186;2;Европейский Трастовый Банк;2968;Москва и обл.;10 726 354,00;10 499 690,00;226 664,00;2,16
187;-1;Банк24.ру;2227;Свердловская обл.;10 517 737,00;10 699 122,00;-181 385,00;-1,70
188;9;Интехбанк;2705;Татарстан;10 465 878,00;9 670 070,00;795 808,00;8,23
189;-2;БыстроБанк;1745;Удмуртия;10 222 592,00;10 592 666,00;-370 074,00;-3,49
190;5;Алмазэргиэнбанк;2602;Саха (Якутия);9 995 808,00;9 745 081,00;250 727,00;2,57
191;-7;Развитие-Столица;3013;Москва и обл.;9 931 500,00;11 075 098,00;-1 143 598,00;-10,33
192;4;Нижегородпромстройбанк;1851;Нижегородская обл.;9 839 104,00;9 708 326,00;130 778,00;1,35
193;5;Эллипс Банк;1950;Нижегородская обл.;9 778 509,00;9 533 592,00;244 917,00;2,57
194;6;Норвик Банк;902;Кировская обл.;9 725 808,00;9 476 293,00;249 515,00;2,63
195;-2;Экопромбанк;2011;Пермская обл.;9 695 445,00;9 957 714,00;-262 269,00;-2,63
196;3;Алемар;2384;Новосибирская обл.;9 452 455,00;9 503 655,00;-51 200,00;-0,54
197;-14;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;9 327 771,00;11 087 768,00;-1 759 997,00;-15,87
198;-8;Северная Казна;2083;Свердловская обл.;9 265 232,00;10 484 401,00;-1 219 169,00;-11,63
199;5;Банк Жилищного Финансирования;3138;Москва и обл.;9 220 744,00;9 224 860,00;-4 116,00;-0,04
200;9;Тинькофф Банк;2673;Москва и обл.;9 212 591,00;8 775 804,00;436 787,00;4,98
201;2;Тольяттихимбанк;2507;Самарская обл.;9 195 287,00;9 348 195,00;-152 908,00;-1,64
202;4;Интеркоммерц Банк;1657;Москва и обл.;9 192 156,00;9 055 376,00;136 780,00;1,51
203;5;Нацинвестпромбанк;3077;Москва и обл.;9 191 517,00;8 891 921,00;299 596,00;3,37
204;17;Энерготрансбанк;1307;Калининградская обл.;9 130 552,00;8 385 241,00;745 311,00;8,89
205;0;Гранд Инвест Банк;3053;Москва и обл.;9 126 913,00;9 222 595,00;-95 682,00;-1,04
206;-4;Держава;2738;Москва и обл.;9 093 325,00;9 413 637,00;-320 312,00;-3,40
207;0;Снежинский;1376;Челябинская обл.;9 001 213,00;8 973 076,00;28 137,00;0,31
208;7;Русстройбанк;3205;Москва и обл.;8 962 885,00;8 583 163,00;379 722,00;4,42
209;2;Хлынов;254;Кировская обл.;8 805 995,00;8 732 881,00;73 114,00;0,84
210;4;Интерпрогрессбанк;600;Москва и обл.;8 798 333,00;8 617 351,00;180 982,00;2,10
211;-19;Гаранти Банк — Москва;3275;Москва и обл.;8 793 121,00;9 994 623,00;-1 201 502,00;-12,02
212;4;Первомайский;518;Краснодарский край;8 790 015,00;8 565 206,00;224 809,00;2,62
213;-1;Банк Оренбург;3269;Оренбургская обл.;8 775 418,00;8 724 899,00;50 519,00;0,58
214;-1;Северо-Восточный Альянс;2768;Москва и обл.;8 614 203,00;8 641 364,00;-27 161,00;-0,31
215;-5;ВУЗ-Банк;1557;Свердловская обл.;8 610 563,00;8 764 127,00;-153 564,00;-1,75
216;16;Монетный Дом;419;Челябинская обл.;8 578 341,00;7 722 044,00;856 297,00;11,09
217;14;Тойота Банк;3470;Москва и обл.;8 469 783,00;7 766 326,00;703 457,00;9,06
218;5;ТЭМБР-Банк;2764;Москва и обл.;8 448 449,00;8 358 828,00;89 621,00;1,07
219;-18;Росэксимбанк;2790;Москва и обл.;8 415 677,00;9 421 114,00;-1 005 437,00;-10,67
220;5;Солидарность (Москва);1555;Москва и обл.;8 378 839,00;8 054 346,00;324 493,00;4,03
221;5;Прио-Внешторгбанк;212;Рязанская обл.;8 356 823,00;8 042 672,00;314 151,00;3,91
222;-28;НК Банк;2755;Москва и обл.;8 332 780,00;9 849 008,00;-1 516 228,00;-15,39
223;-3;Александровский;53;Санкт-Петербург и обл.;8 259 610,00;8 470 804,00;-211 194,00;-2,49
224;4;Образование;1521;Москва и обл.;8 184 200,00;7 896 894,00;287 306,00;3,64
225;-8;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;8 104 317,00;8 543 578,00;-439 261,00;-5,14
226;-7;МАК-Банк;1088;Москва и обл.;8 033 481,00;8 513 022,00;-479 541,00;-5,63
227;18;Промсбербанк;1043;Москва и обл.;7 998 833,00;7 221 058,00;777 775,00;10,77
228;-6;РосДорБанк;1573;Москва и обл.;7 972 530,00;8 381 327,00;-408 797,00;-4,88
229;15;Национальная Факторинговая Компания;3437;Москва и обл.;7 911 609,00;7 327 716,00;583 893,00;7,97
230;-12;Роспромбанк;3204;Москва и обл.;7 854 227,00;8 529 083,00;-674 856,00;-7,91
231;7;СтарБанк;548;Тюменская обл.;7 783 880,00;7 491 433,00;292 447,00;3,90
232;11;БМВ Банк;3482;Москва и обл.;7 769 494,00;7 329 143,00;440 351,00;6,01
233;2;Легион;3117;Москва и обл.;7 716 875,00;7 665 504,00;51 371,00;0,67
234;5;Газэнергобанк;3252;Калужская обл.;7 647 451,00;7 435 100,00;212 351,00;2,86
235;-2;Банк Премьер Кредит;1663;Коми;7 542 711,00;7 685 015,00;-142 304,00;-1,85
236;1;Тарханы;459;Пензенская обл.;7 538 037,00;7 498 233,00;39 804,00;0,53
237;5;АйМаниБанк;1975;Республика Алтай;7 524 139,00;7 355 831,00;168 308,00;2,29
238;9;Расчетно-Кредитный Банк;103;Москва и обл.;7 463 065,00;7 105 914,00;357 151,00;5,03
239;-3;Экономбанк;1319;Саратовская обл.;7 427 080,00;7 620 020,00;-192 940,00;-2,53
240;0;Международный Акционерный Банк;1987;Москва и обл.;7 413 387,00;7 428 174,00;-14 787,00;-0,20
241;-11;Темпбанк;55;Москва и обл.;7 390 094,00;7 802 972,00;-412 878,00;-5,29
242;12;Банк Финсервис;3388;Москва и обл.;7 322 587,00;6 749 679,00;572 908,00;8,49
243;-19;Дрезднер Банк;2455;Санкт-Петербург и обл.;7 318 969,00;8 149 165,00;-830 196,00;-10,19
244;-15;Екатеринбург;3161;Свердловская обл.;7 286 224,00;7 824 315,00;-538 091,00;-6,88
245;4;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;7 179 094,00;7 013 376,00;165 718,00;2,36
246;16;Энергомашбанк;52;Санкт-Петербург и обл.;7 152 596,00;6 615 898,00;536 698,00;8,11
247;3;Нефтяной Альянс;2859;Москва и обл.;7 114 019,00;7 012 395,00;101 624,00;1,45
248;21;АБ Финанс;514;Москва и обл.;7 027 675,00;6 373 462,00;654 213,00;10,26
249;2;Интрастбанк;3144;Москва и обл.;6 946 084,00;6 841 930,00;104 154,00;1,52
250;-4;Волго-Камский Банк;282;Самарская обл.;6 942 778,00;7 166 729,00;-223 951,00;-3,12
251;-3;Гута-Банк;256;Москва и обл.;6 914 797,00;7 051 045,00;-136 248,00;-1,93
252;-18;Аресбанк;2914;Москва и обл.;6 902 019,00;7 672 494,00;-770 475,00;-10,04
253;-12;Алеф-Банк;2119;Москва и обл.;6 825 044,00;7 390 711,00;-565 667,00;-7,65
254;5;Ставропольпромстройбанк;1288;Ставропольский край;6 802 743,00;6 713 937,00;88 806,00;1,32
255;0;Юникорбанк;2586;Москва и обл.;6 741 884,00;6 741 600,00;284,00;0,00
256;-4;Лада-Кредит;2668;Самарская обл.;6 728 005,00;6 840 424,00;-112 419,00;-1,64
257;24;Мерседес-Бенц Банк Рус;3473;Москва и обл.;6 703 900,00;5 765 789,00;938 111,00;16,27
258;10;Социнвестбанк;1132;Башкортостан;6 660 366,00;6 459 768,00;200 598,00;3,11
259;7;ББР Банк;2929;Москва и обл.;6 646 404,00;6 521 059,00;125 345,00;1,92
