Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2016, тыс. рублей;Ноябрь, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-5;Славянский Кредит;2960;Москва и обл.;7 268 762,00;7 406 721,00;-137 959,00;-1,86
261;-3;Чувашкредитпромбанк;1280;Чувашия;7 239 904,00;7 215 383,00;24 521,00;0,34
262;38;НБК-Банк;3283;Москва и обл.;7 152 014,00;5 745 125,00;1 406 889,00;24,49
263;31;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;7 125 678,00;6 052 992,00;1 072 686,00;17,72
264;-1;Актив Банк;2529;Мордовия;7 123 574,00;7 055 152,00;68 422,00;0,97
265;-6;Финам Банк;2799;Москва и обл.;6 944 402,00;7 173 710,00;-229 308,00;-3,20
266;-1;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 939 609,00;6 858 718,00;80 891,00;1,18
267;18;Банк Раунд;2506;Москва и обл.;6 869 494,00;6 239 938,00;629 556,00;10,09
268;-1;Хакасский Муниципальный Банк;1049;Хакасия;6 847 568,00;6 763 015,00;84 553,00;1,25
269;-13;МС Банк Рус;2789;Москва и обл.;6 798 499,00;7 278 350,00;-479 851,00;-6,59
270;-13;Банк БКФ;2684;Москва и обл.;6 783 661,00;7 219 258,00;-435 597,00;-6,03
271;0;Русь;704;Оренбургская обл.;6 718 665,00;6 661 237,00;57 428,00;0,86
272;9;Чайнасельхозбанк;3529;Москва и обл.;6 687 058,00;6 398 538,00;288 520,00;4,51
273;16;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 669 685,00;6 121 437,00;548 248,00;8,96
274;6;Зираат Банк;2559;Москва и обл.;6 646 503,00;6 522 014,00;124 489,00;1,91
275;3;Мосуралбанк;2468;Москва и обл.;6 620 881,00;6 544 802,00;76 079,00;1,16
276;-1;Уралкапиталбанк;2519;Башкортостан;6 609 327,00;6 583 237,00;26 090,00;0,40
277;-1;Коммерческий Индо Банк;3446;Москва и обл.;6 601 022,00;6 546 774,00;54 248,00;0,83
278;4;Северный Народный Банк;2721;Коми;6 510 450,00;6 393 842,00;116 608,00;1,82
279;0;Банк на Красных Воротах;2472;Москва и обл.;6 504 270,00;6 528 470,00;-24 200,00;-0,37
280;6;Газтрансбанк;665;Адыгея;6 479 460,00;6 238 909,00;240 551,00;3,86
281;2;Проминвестбанк;2433;Москва и обл.;6 449 060,00;6 386 567,00;62 493,00;0,98
282;-12;Автоградбанк;1455;Татарстан;6 441 921,00;6 663 864,00;-221 943,00;-3,33
283;1;Севастопольский Морской Банк;3528;Севастополь;6 371 166,00;6 268 958,00;102 208,00;1,63
284;-10;Риабанк;3434;Москва и обл.;6 326 421,00;6 643 099,00;-316 678,00;-4,77
285;-16;Голдман Сакс Банк;3490;Москва и обл.;6 311 793,00;6 665 230,00;-353 437,00;-5,30
286;303;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;6 247 935,00;391 871,00;5 856 064,00;1,494,39
287;1;ФорБанк;2063;Москва и обл.;6 190 675,00;6 127 250,00;63 425,00;1,04
288;-16;Альба Альянс;2593;Москва и обл.;6 131 087,00;6 655 791,00;-524 704,00;-7,88
289;-12;Индустриальный Сберегательный Банк;3175;Москва и обл.;6 122 088,00;6 546 426,00;-424 338,00;-6,48
290;-3;Конфидэнс Банк;970;Костромская обл.;6 096 306,00;6 148 604,00;-52 298,00;-0,85
291;1;Кубаньторгбанк;478;Краснодарский край;6 083 184,00;6 099 702,00;-16 518,00;-0,27
292;6;Новобанк;1352;Новгородская обл.;6 009 325,00;5 902 520,00;106 805,00;1,81
293;-3;Руснарбанк;3403;Москва и обл.;5 928 027,00;6 114 252,00;-186 225,00;-3,05
294;5;Нейва;1293;Свердловская обл.;5 867 301,00;5 848 819,00;18 482,00;0,32
295;0;Гаранти Банк — Москва;3275;Москва и обл.;5 813 966,00;6 021 691,00;-207 725,00;-3,45
296;-3;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 812 700,00;6 098 247,00;-285 547,00;-4,68
297;-6;Эс-Би-Ай Банк;3185;Москва и обл.;5 722 942,00;6 112 629,00;-389 687,00;-6,38
298;7;Владпромбанк;870;Владимирская обл.;5 684 033,00;5 593 484,00;90 549,00;1,62
299;5;Енисейский Объединенный Банк;2645;Красноярский край;5 672 495,00;5 608 770,00;63 725,00;1,14
300;1;Камский Коммерческий Банк;438;Татарстан;5 672 002,00;5 729 607,00;-57 605,00;-1,01
301;2;Банк ПСА Финанс Рус;3481;Москва и обл.;5 503 122,00;5 632 479,00;-129 357,00;-2,30
302;7;Уссури;596;Хабаровский край;5 468 946,00;5 335 564,00;133 382,00;2,50
303;4;Нэклис-Банк;1671;Москва и обл.;5 433 797,00;5 370 637,00;63 160,00;1,18
304;6;Сибсоцбанк;2015;Алтайский край;5 357 292,00;5 312 788,00;44 504,00;0,84
305;8;Банк Торгового Финансирования;1982;Москва и обл.;5 328 512,00;5 054 182,00;274 330,00;5,43
306;2;Земский Банк;2900;Самарская обл.;5 232 931,00;5 351 831,00;-118 900,00;-2,22
307;4;Синко-Банк;2838;Москва и обл.;5 128 033,00;5 204 929,00;-76 896,00;-1,48
308;24;Платина;2347;Москва и обл.;5 068 467,00;4 396 831,00;671 636,00;15,28
309;7;Ростфинанс;481;Ростовская обл.;5 028 725,00;4 926 125,00;102 600,00;2,08
310;4;Вологжанин;1896;Вологодская обл.;5 024 750,00;5 049 864,00;-25 114,00;-0,50
311;4;Русский Национальный Банк;469;Ростовская обл.;4 954 645,00;5 026 850,00;-72 205,00;-1,44
312;-16;Витабанк;356;Санкт-Петербург и обл.;4 940 637,00;5 987 838,00;-1 047 201,00;-17,49
313;-1;Агророс;2860;Саратовская обл.;4 939 672,00;5 098 973,00;-159 301,00;-3,12
314;9;Банк Кремлевский;2905;Москва и обл.;4 928 004,00;4 684 043,00;243 961,00;5,21
315;-9;Московский Коммерческий Банк;3172;Москва и обл.;4 878 952,00;5 456 640,00;-577 688,00;-10,59
316;-14;Вега-Банк;3270;Москва и обл.;4 866 656,00;5 711 426,00;-844 770,00;-14,79
317;1;Межрегиональный промышленно-строительный банк;752;Мордовия;4 838 523,00;4 879 271,00;-40 748,00;-0,84
318;-1;Зенит Сочи;232;Краснодарский край;4 804 971,00;4 899 887,00;-94 916,00;-1,94
319;0;Венец;524;Ульяновская обл.;4 773 663,00;4 870 436,00;-96 773,00;-1,99
320;18;Радиотехбанк;1166;Нижегородская обл.;4 735 590,00;4 321 857,00;413 733,00;9,57
321;1;Банкхаус Эрбе;1717;Москва и обл.;4 698 423,00;4 693 471,00;4 952,00;0,11
322;2;ПИР Банк;2655;Москва и обл.;4 617 060,00;4 676 036,00;-58 976,00;-1,26
323;2;Кузнецкий;609;Пензенская обл.;4 616 576,00;4 627 544,00;-10 968,00;-0,24
324;5;Экси-Банк;2530;Санкт-Петербург и обл.;4 578 602,00;4 476 729,00;101 873,00;2,28
325;-4;Бест Эффортс Банк;435;Москва и обл.;4 536 005,00;4 759 149,00;-223 144,00;-4,69
326;11;Объединенный Резервный Банк;937;Москва и обл.;4 534 736,00;4 334 764,00;199 972,00;4,61
327;3;Бинбанк Столица;3052;Москва и обл.;4 523 062,00;4 429 472,00;93 590,00;2,11
328;0;Финансово-Промышленный Капитал;3295;Москва и обл.;4 501 484,00;4 524 013,00;-22 529,00;-0,50
329;16;Руссобанк;2313;Москва и обл.;4 481 965,00;4 166 611,00;315 354,00;7,57
330;18;Крокус-Банк;2682;Москва и обл.;4 472 140,00;4 077 278,00;394 862,00;9,68
331;-4;Горбанк;2982;Санкт-Петербург и обл.;4 455 593,00;4 551 348,00;-95 755,00;-2,10
332;12;ЮMoney;3510;Россия;4 430 859,00;4 230 324,00;200 535,00;4,74
333;0;Стройлесбанк;2995;Тюменская обл.;4 365 015,00;4 390 540,00;-25 525,00;-0,58
334;5;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 354 818,00;4 320 549,00;34 269,00;0,79
335;-9;Москва-Сити;3247;Москва и обл.;4 347 012,00;4 625 478,00;-278 466,00;-6,02
336;0;Роял Кредит Банк;783;Хабаровский край;4 310 253,00;4 367 672,00;-57 419,00;-1,31
337;-3;Евразийский Банк;969;Москва и обл.;4 273 072,00;4 379 673,00;-106 601,00;-2,43
338;-7;Донкомбанк;492;Ростовская обл.;4 272 188,00;4 425 780,00;-153 592,00;-3,47
339;-4;Долинск;857;Сахалинская обл.;4 180 637,00;4 375 711,00;-195 074,00;-4,46
340;9;Мастер-Капитал;3011;Москва и обл.;4 111 520,00;4 039 846,00;71 674,00;1,77
341;10;Хованский;2145;Москва и обл.;4 095 922,00;3 919 293,00;176 629,00;4,51
342;4;МФБанк;3163;Москва и обл.;4 081 302,00;4 121 617,00;-40 315,00;-0,98
343;9;Камчаткомагропромбанк;545;Камчатская обл.;4 076 225,00;3 911 443,00;164 782,00;4,21
344;-4;Юнистрим;3467;Москва и обл.;4 015 120,00;4 308 248,00;-293 128,00;-6,80
345;-2;Банк Инноваций и Развития;2647;Москва и обл.;4 009 306,00;4 233 221,00;-223 915,00;-5,29
346;-4;ВостСибтранскомбанк;2731;Иркутская обл.;3 998 454,00;4 235 057,00;-236 603,00;-5,59
347;8;Банк Реалист;2646;Москва и обл.;3 967 493,00;3 879 329,00;88 164,00;2,27
348;2;УМ-Банк;1441;Свердловская обл.;3 945 053,00;3 974 051,00;-28 998,00;-0,73
349;35;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 935 583,00;2 939 481,00;996 102,00;33,89
350;-9;Аксонбанк;680;Костромская обл.;3 934 490,00;4 248 996,00;-314 506,00;-7,40
351;2;Айви Банк;2055;Москва и обл.;3 926 853,00;3 910 035,00;16 818,00;0,43
352;2;Мегаполис;3265;Чувашия;3 833 788,00;3 889 906,00;-56 118,00;-1,44
353;3;Иваново;1763;Ивановская обл.;3 804 120,00;3 805 802,00;-1 682,00;-0,04
354;9;Рапида;3371;Москва и обл.;3 803 850,00;3 621 157,00;182 693,00;5,05
355;3;Международный Коммерческий Банк;2524;Москва и обл.;3 795 101,00;3 734 758,00;60 343,00;1,62
356;20;Кузнецкий Мост;2254;Москва и обл.;3 707 632,00;3 244 044,00;463 588,00;14,29
357;4;Уралпромбанк;2964;Челябинская обл.;3 686 128,00;3 690 623,00;-4 495,00;-0,12
358;7;Крыловский;456;Краснодарский край;3 637 941,00;3 571 473,00;66 468,00;1,86
359;5;Ермак;1809;Ханты-Мансийский АО — Югра;3 628 786,00;3 579 817,00;48 969,00;1,37
360;8;НОКССбанк;3202;Волгоградская обл.;3 568 453,00;3 445 869,00;122 584,00;3,56
361;-1;РАМ Банк;3480;Москва и обл.;3 528 914,00;3 692 128,00;-163 214,00;-4,42
362;5;Банк Экономический Союз;2798;Москва и обл.;3 528 155,00;3 447 803,00;80 352,00;2,33
363;-1;Банк Заречье;817;Татарстан;3 513 711,00;3 655 789,00;-142 078,00;-3,89
364;-7;Бланк Банк;2368;Москва и обл.;3 500 035,00;3 747 932,00;-247 897,00;-6,61
365;4;Татагропромбанк;728;Татарстан;3 349 655,00;3 387 262,00;-37 607,00;-1,11
366;4;Братский АНКБ;1144;Иркутская обл.;3 321 603,00;3 357 458,00;-35 855,00;-1,07
367;4;Донхлеббанк;2285;Ростовская обл.;3 302 725,00;3 306 733,00;-4 008,00;-0,12
368;9;Алтайкапиталбанк;2659;Алтайский край;3 293 954,00;3 241 514,00;52 440,00;1,62
369;3;Живаго Банк;2065;Рязанская обл.;3 270 659,00;3 290 611,00;-19 952,00;-0,61
370;4;Невский Банк;1068;Санкт-Петербург и обл.;3 266 330,00;3 256 490,00;9 840,00;0,30
371;2;Сибэс;208;Омская обл.;3 233 354,00;3 267 415,00;-34 061,00;-1,04
372;6;Первый Инвестиционный Банк;604;Москва и обл.;3 163 736,00;3 084 206,00;79 530,00;2,58
373;59;Сельмашбанк;106;Ростовская обл.;3 144 863,00;2 218 747,00;926 116,00;41,74
374;1;Центрально-Европейский Банк;2670;Москва и обл.;3 109 118,00;3 254 957,00;-145 839,00;-4,48
375;62;Миръ;3089;Москва и обл.;3 075 222,00;2 079 139,00;996 083,00;47,91
376;3;РТС-Банк;3401;Самарская обл.;3 073 367,00;3 057 195,00;16 172,00;0,53
377;19;Унифондбанк;3416;Москва и обл.;3 040 041,00;2 793 463,00;246 578,00;8,83
378;4;ИТ Банк;2609;Омская обл.;3 039 430,00;3 001 441,00;37 989,00;1,27
379;9;ЮМК Банк;3495;Краснодарский край;3 038 128,00;2 904 880,00;133 248,00;4,59
380;6;Еврокапитал-Альянс;2672;Ярославская обл.;3 034 547,00;2 923 312,00;111 235,00;3,81
381;2;Евроальянс;1781;Ивановская обл.;3 027 917,00;2 956 709,00;71 208,00;2,41
382;-1;Банк Премьер Кредит;1663;Москва и обл.;3 001 254,00;3 006 673,00;-5 419,00;-0,18
383;6;Новый Московский Банк;2932;Москва и обл.;2 927 032,00;2 900 070,00;26 962,00;0,93
384;7;Костромаселькомбанк;1115;Костромская обл.;2 926 999,00;2 879 557,00;47 442,00;1,65
385;10;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 899 876,00;2 814 515,00;85 361,00;3,03
386;8;Озон Банк;3516;Москва и обл.;2 893 139,00;2 851 067,00;42 072,00;1,48
387;3;БСТ-Банк;2883;Кемеровская обл.;2 882 508,00;2 885 503,00;-2 995,00;-0,10
388;4;Кредпромбанк;1165;Ярославская обл.;2 877 613,00;2 854 673,00;22 940,00;0,80
389;-9;РБА;3413;Москва и обл.;2 863 275,00;3 017 185,00;-153 910,00;-5,10
390;10;Оргбанк;3312;Москва и обл.;2 841 541,00;2 700 275,00;141 266,00;5,23
391;-4;Владбизнесбанк;903;Владимирская обл.;2 841 322,00;2 918 587,00;-77 265,00;-2,65
392;10;Новация;840;Адыгея;2 789 150,00;2 677 206,00;111 944,00;4,18
393;4;Йошкар-Ола;2802;Марий Эл;2 767 992,00;2 755 959,00;12 033,00;0,44
394;26;Новый Символ;370;Москва и обл.;2 750 349,00;2 331 271,00;419 078,00;17,98
395;11;ИСБ;3010;Москва и обл.;2 742 264,00;2 602 043,00;140 221,00;5,39
396;11;Апабанк;2404;Москва и обл.;2 739 217,00;2 595 889,00;143 328,00;5,52
397;2;Аспект;608;Москва и обл.;2 722 171,00;2 705 447,00;16 724,00;0,62
398;-5;Кредит Экспресс;3186;Ростовская обл.;2 683 108,00;2 854 014,00;-170 906,00;-5,99
399;2;Экономикс-Банк;2136;Москва и обл.;2 626 365,00;2 692 907,00;-66 542,00;-2,47
400;8;Взаимодействие;1704;Новосибирская обл.;2 614 441,00;2 587 301,00;27 140,00;1,05
401;13;Международный Строительный Банк;3484;Москва и обл.;2 608 567,00;2 393 736,00;214 831,00;8,97
402;1;Первый Клиентский Банк;3436;Москва и обл.;2 592 830,00;2 665 177,00;-72 347,00;-2,71
403;2;Канский;860;Красноярский край;2 590 670,00;2 627 615,00;-36 945,00;-1,41
404;-6;ИРС;272;Москва и обл.;2 539 052,00;2 735 299,00;-196 247,00;-7,17
405;6;Росбизнесбанк;1405;Москва и обл.;2 530 764,00;2 451 688,00;79 076,00;3,23
406;4;Внешфинбанк;3173;Краснодарский край;2 486 467,00;2 478 629,00;7 838,00;0,32
407;2;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 466 506,00;2 578 625,00;-112 119,00;-4,35
408;-4;Международный Банк Развития;2704;Москва и обл.;2 462 281,00;2 642 862,00;-180 581,00;-6,83
409;9;Тальменка-Банк;826;Алтайский край;2 440 174,00;2 367 657,00;72 517,00;3,06
410;7;Банк Пермь;875;Пермская обл.;2 413 903,00;2 374 457,00;39 446,00;1,66
411;2;Газнефтьбанк;3223;Саратовская обл.;2 412 469,00;2 402 832,00;9 637,00;0,40
412;12;Кросна-Банк;2607;Москва и обл.;2 411 079,00;2 276 362,00;134 717,00;5,92
413;10;Заубер Банк;1614;Санкт-Петербург и обл.;2 401 173,00;2 289 645,00;111 528,00;4,87
414;-2;Элита;1399;Калужская обл.;2 354 309,00;2 423 624,00;-69 315,00;-2,86
415;0;Межрегиональный Почтовый Банк;3171;Москва и обл.;2 352 589,00;2 376 950,00;-24 361,00;-1,02
416;5;Далена Банк;1948;Москва и обл.;2 318 241,00;2 327 089,00;-8 848,00;-0,38
417;9;Новое Время;3492;Москва и обл.;2 316 460,00;2 265 229,00;51 231,00;2,26
418;16;Вологдабанк;992;Вологодская обл.;2 308 401,00;2 150 594,00;157 807,00;7,34
419;-3;Резерв;2364;Челябинская обл.;2 304 393,00;2 375 240,00;-70 847,00;-2,98
420;8;К2 Банк;2851;Карачаево-Черкесия;2 251 942,00;2 258 548,00;-6 606,00;-0,29
421;4;Викинг;2;Санкт-Петербург и обл.;2 249 328,00;2 274 983,00;-25 655,00;-1,13
422;-3;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 248 795,00;2 347 396,00;-98 601,00;-4,20
423;4;Спиритбанк;2053;Тульская обл.;2 248 002,00;2 258 986,00;-10 984,00;-0,49
424;6;Вкабанк;1027;Астраханская обл.;2 240 148,00;2 239 073,00;1 075,00;0,05
425;-40;Земкомбанк;574;Ростовская обл.;2 199 118,00;2 923 823,00;-724 705,00;-24,79
426;-4;Промсельхозбанк;538;Москва и обл.;2 188 786,00;2 303 874,00;-115 088,00;-5,00
427;6;Яринтербанк;2564;Ярославская обл.;2 178 388,00;2 157 332,00;21 056,00;0,98
428;1;Система;2846;Москва и обл.;2 157 661,00;2 251 614,00;-93 953,00;-4,17
429;7;Капитал;575;Москва и обл.;2 123 758,00;2 091 153,00;32 605,00;1,56
430;5;Народный Банк;2249;Карачаево-Черкесия;2 120 793,00;2 127 792,00;-6 999,00;-0,33
431;16;Златкомбанк;568;Москва и обл.;2 093 216,00;1 959 967,00;133 249,00;6,80
432;10;Булгар Банк;1917;Ярославская обл.;2 082 832,00;2 015 666,00;67 166,00;3,33
433;10;Столичный Кредит;2853;Москва и обл.;2 076 546,00;2 010 543,00;66 003,00;3,28
434;-3;Преодоление;2649;Москва и обл.;2 066 140,00;2 221 429,00;-155 289,00;-6,99
435;3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;2 056 572,00;2 074 028,00;-17 456,00;-0,84
436;3;Профессионал Банк;3296;Москва и обл.;2 040 413,00;2 025 589,00;14 824,00;0,73
437;16;Россита-Банк;3257;Москва и обл.;2 001 920,00;1 889 420,00;112 500,00;5,95
438;3;Кемсоцинбанк;96;Кемеровская обл.;1 998 867,00;2 016 783,00;-17 916,00;-0,89
439;1;Кетовский Коммерческий Банк;842;Курганская обл.;1 991 205,00;2 024 672,00;-33 467,00;-1,65
440;8;Современные Стандарты Бизнеса;3397;Москва и обл.;1 973 208,00;1 944 562,00;28 646,00;1,47
441;4;Московский Вексельный Банк;2697;Москва и обл.;1 966 464,00;1 980 880,00;-14 416,00;-0,73
442;2;Старооскольский Агропромбанк;1050;Белгородская обл.;1 952 766,00;1 995 455,00;-42 689,00;-2,14
443;19;Социум-Банк;2881;Москва и обл.;1 924 441,00;1 760 835,00;163 606,00;9,29
444;5;Банк Глобус;2438;Москва и обл.;1 920 399,00;1 930 168,00;-9 769,00;-0,51
445;7;ПэйПал Ру;3517;Москва и обл.;1 914 629,00;1 914 629,00;0,00;0
446;11;КОР;2148;Волгоградская обл.;1 892 324,00;1 847 413,00;44 911,00;2,43
447;13;Приобье;537;Ханты-Мансийский АО — Югра;1 885 144,00;1 816 361,00;68 783,00;3,79
448;76;Мурманский Расчетный Центр;3341;Мурманская обл.;1 884 668,00;998 948,00;885 720,00;88,67
449;7;Майкопбанк;1136;Адыгея;1 879 799,00;1 867 532,00;12 267,00;0,66
450;5;Проинвестбанк;784;Пермская обл.;1 866 951,00;1 874 527,00;-7 576,00;-0,40
451;3;Вятич;2796;Рязанская обл.;1 861 077,00;1 888 432,00;-27 355,00;-1,45
452;-1;Крона-Банк;2499;Иркутская обл.;1 853 438,00;1 915 523,00;-62 085,00;-3,24
453;6;Америкэн Экспресс Банк;3460;Москва и обл.;1 848 966,00;1 836 262,00;12 704,00;0,69
454;37;Народный Доверительный Банк;2374;Москва и обл.;1 818 021,00;1 330 324,00;487 697,00;36,66
455;-5;Примтеркомбанк;21;Приморский край;1 783 152,00;1 919 752,00;-136 600,00;-7,12
456;5;Руна-Банк;3207;Москва и обл.;1 782 413,00;1 782 422,00;-9,00;-0,00
457;11;Дом-Банк;3209;Москва и обл.;1 782 257,00;1 699 423,00;82 834,00;4,87
458;6;Бум-Банк;1137;Кабардино-Балкария;1 767 648,00;1 732 887,00;34 761,00;2,01
459;26;РФИ Банк;3351;Москва и обл.;1 763 010,00;1 467 942,00;295 068,00;20,10
460;3;Великие Луки Банк;598;Псковская обл.;1 749 668,00;1 737 893,00;11 775,00;0,68
461;9;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 738 775,00;1 676 945,00;61 830,00;3,69
462;3;ИК Банк;1732;Татарстан;1 738 349,00;1 725 214,00;13 135,00;0,76
463;3;Лайтбанк;3177;Москва и обл.;1 714 972,00;1 721 066,00;-6 094,00;-0,35
464;15;Спутник;1071;Самарская обл.;1 702 352,00;1 525 105,00;177 247,00;11,62
465;-19;Алтынбанк;2070;Татарстан;1 690 307,00;1 976 595,00;-286 288,00;-14,48
466;3;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 684 321,00;1 693 519,00;-9 198,00;-0,54
467;0;Тагилбанк;1635;Свердловская обл.;1 676 570,00;1 706 961,00;-30 391,00;-1,78
468;5;Акцент;696;Оренбургская обл.;1 647 234,00;1 611 420,00;35 814,00;2,22
469;-11;Холмск;503;Сахалинская обл.;1 641 056,00;1 846 281,00;-205 225,00;-11,12
470;2;Икано Банк;3519;Центр;1 640 506,00;1 621 250,00;19 256,00;1,19
471;4;Арзамас;1281;Нижегородская обл.;1 633 616,00;1 602 495,00;31 121,00;1,94
472;9;Уралфинанс;1370;Свердловская обл.;1 595 623,00;1 493 296,00;102 327,00;6,85
473;9;Прайм Финанс;2758;Санкт-Петербург и обл.;1 590 565,00;1 491 825,00;98 740,00;6,62
474;-3;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 569 642,00;1 668 231,00;-98 589,00;-5,91
475;2;Саратов;330;Саратовская обл.;1 551 456,00;1 548 395,00;3 061,00;0,20
476;-2;Кузбассхимбанк;2868;Кемеровская обл.;1 524 589,00;1 604 780,00;-80 191,00;-5,00
477;-1;Ноосфера;2650;Республика Алтай;1 522 492,00;1 599 026,00;-76 534,00;-4,79
478;6;Новый Кредитный Союз;3139;Москва и обл.;1 510 263,00;1 473 186,00;37 077,00;2,52
479;1;Первый Дортрансбанк;3271;Кировская обл.;1 504 223,00;1 495 633,00;8 590,00;0,57
480;-2;Калуга;1151;Калужская обл.;1 456 696,00;1 533 775,00;-77 079,00;-5,03
481;7;Вэлтон Банк;1105;Белгородская обл.;1 447 026,00;1 396 899,00;50 127,00;3,59
482;5;Нальчик;695;Кабардино-Балкария;1 421 613,00;1 428 588,00;-6 975,00;-0,49
483;12;Синергия;2884;Саратовская обл.;1 377 247,00;1 290 079,00;87 168,00;6,76
484;2;Риал-Кредит;3393;Москва и обл.;1 368 155,00;1 457 950,00;-89 795,00;-6,16
485;15;Первоуральскбанк;965;Свердловская обл.;1 362 259,00;1 220 975,00;141 284,00;11,57
486;3;Соколовский;2830;Москва и обл.;1 351 375,00;1 396 864,00;-45 489,00;-3,26
487;3;Финтрастбанк;3104;Москва и обл.;1 339 283,00;1 336 562,00;2 721,00;0,20
488;4;Саммит Банк;85;Приморский край;1 309 995,00;1 323 385,00;-13 390,00;-1,01
489;-6;Сервис Резерв;2034;Москва и обл.;1 284 578,00;1 483 573,00;-198 995,00;-13,41
490;8;Инкаробанк;2696;Москва и обл.;1 282 245,00;1 254 295,00;27 950,00;2,23
491;3;Тендер-Банк;2252;Москва и обл.;1 281 724,00;1 292 739,00;-11 015,00;-0,85
492;7;Химик;1114;Нижегородская обл.;1 238 713,00;1 241 551,00;-2 838,00;-0,23
493;18;Банк РМП;2574;Москва и обл.;1 232 649,00;1 116 280,00;116 369,00;10,42
494;7;Почтобанк;1788;Пермская обл.;1 226 446,00;1 218 962,00;7 484,00;0,61
495;12;Вакобанк;1291;Псковская обл.;1 219 476,00;1 149 716,00;69 760,00;6,07
496;8;Кредитинвест;1197;Дагестан;1 205 628,00;1 183 970,00;21 658,00;1,83
497;-4;ГринКомБанк;1184;Иркутская обл.;1 199 421,00;1 319 108,00;-119 687,00;-9,07
498;19;Максима;3379;Москва и обл.;1 196 754,00;1 073 928,00;122 826,00;11,44
499;-2;Новый Век;3417;Москва и обл.;1 170 157,00;1 274 983,00;-104 826,00;-8,22
500;2;Республиканский Кредитный Альянс;3017;Москва и обл.;1 156 803,00;1 195 151,00;-38 348,00;-3,21
501;4;Новый Промышленный Банк;930;Москва и обл.;1 156 103,00;1 166 152,00;-10 049,00;-0,86
502;7;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 155 674,00;1 118 782,00;36 892,00;3,30
503;0;Агора;3231;Москва и обл.;1 136 735,00;1 184 189,00;-47 454,00;-4,01
504;12;Сталь Банк;2248;Москва и обл.;1 125 807,00;1 082 350,00;43 457,00;4,02
505;5;Курган;2568;Курганская обл.;1 115 663,00;1 117 239,00;-1 576,00;-0,14
506;22;Москва;1661;Москва и обл.;1 110 206,00;960 847,00;149 359,00;15,54
507;32;Тексбанк;2756;Карачаево-Черкесия;1 104 999,00;894 149,00;210 850,00;23,58
508;0;МТИ Банк;1052;Москва и обл.;1 104 747,00;1 124 408,00;-19 661,00;-1,75
509;9;Дон-Тексбанк;1818;Ростовская обл.;1 104 695,00;1 069 562,00;35 133,00;3,28
510;10;Невастройинвест;1926;Санкт-Петербург и обл.;1 103 568,00;1 042 237,00;61 331,00;5,88
511;4;Финарс Банк;2938;Москва и обл.;1 099 359,00;1 092 849,00;6 510,00;0,60
512;2;ЕАТП Банк;1765;Астраханская обл.;1 088 104,00;1 098 423,00;-10 319,00;-0,94
513;6;Жилкредит;1736;Москва и обл.;1 085 658,00;1 059 666,00;25 992,00;2,45
514;-2;Объединенная Расчетная Система;3342;Москва и обл.;1 076 377,00;1 114 098,00;-37 721,00;-3,39
515;29;Металлург;2877;Москва и обл.;1 070 108,00;872 266,00;197 842,00;22,68
516;-10;НКБ;2942;Москва и обл.;1 069 958,00;1 153 192,00;-83 234,00;-7,22
517;-4;Космос;2245;Москва и обл.;1 064 293,00;1 099 335,00;-35 042,00;-3,19
518;15;Новокиб;1747;Кемеровская обл.;1 053 199,00;925 030,00;128 169,00;13,86
519;28;АвтоКредитБанк;1973;Татарстан;1 049 815,00;844 097,00;205 718,00;24,37
520;21;Арсенал;3000;Москва и обл.;1 036 172,00;882 833,00;153 339,00;17,37
521;0;Онего;2484;Карелия;1 024 086,00;1 029 336,00;-5 250,00;-0,51
522;1;Регионфинансбанк;3357;Москва и обл.;1 018 970,00;1 021 995,00;-3 025,00;-0,30
523;2;Байкалкредобанк;2990;Иркутская обл.;1 005 924,00;984 495,00;21 429,00;2,18
524;5;Банк Фридом Финанс;1143;Москва и обл.;992 190,00;952 734,00;39 456,00;4,14
525;-3;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;969 489,00;1 028 287,00;-58 798,00;-5,72
526;5;Русский Финансовый Альянс;2035;Москва и обл.;966 007,00;945 812,00;20 195,00;2,14
527;-31;Михайловский ПЖСБ;2961;Волгоградская обл.;955 646,00;1 281 997,00;-326 351,00;-25,46
528;-1;Спецстройбанк;236;Москва и обл.;952 056,00;965 031,00;-12 975,00;-1,34
