Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2016, тыс. рублей;Октябрь, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;8;Финам Банк;2799;Москва и обл.;7 173 710,00;7 122 579,00;51 131,00;0,72
260;10;Азия-Инвест Банк;3303;Москва и обл.;7 125 345,00;7 065 041,00;60 304,00;0,85
261;2;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 105 879,00;7 225 424,00;-119 545,00;-1,65
262;-3;Углеметбанк;2997;Челябинская обл.;7 082 516,00;7 304 072,00;-221 556,00;-3,03
263;2;Актив Банк;2529;Мордовия;7 055 152,00;7 170 247,00;-115 095,00;-1,61
264;17;Реалист Банк;1067;Иркутская обл.;6 885 499,00;6 657 428,00;228 071,00;3,43
265;10;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 858 718,00;6 841 193,00;17 525,00;0,26
266;-30;РЕСО Кредит;3450;Москва и обл.;6 819 944,00;8 776 223,00;-1 956 279,00;-22,29
267;10;Хакасский Муниципальный Банк;1049;Хакасия;6 763 015,00;6 777 426,00;-14 411,00;-0,21
268;5;Итуруп;2390;Сахалинская обл.;6 754 371,00;6 927 063,00;-172 692,00;-2,49
269;5;Голдман Сакс Банк;3490;Москва и обл.;6 665 230,00;6 910 548,00;-245 318,00;-3,55
270;18;Автоградбанк;1455;Татарстан;6 663 864,00;6 441 801,00;222 063,00;3,45
271;9;Русь;704;Оренбургская обл.;6 661 237,00;6 677 213,00;-15 976,00;-0,24
272;-10;Альба Альянс;2593;Москва и обл.;6 655 791,00;7 246 560,00;-590 769,00;-8,15
273;13;Ю Би Эс Банк;3463;Москва и обл.;6 647 700,00;6 484 506,00;163 194,00;2,52
274;2;Риабанк;3434;Москва и обл.;6 643 099,00;6 819 889,00;-176 790,00;-2,59
275;7;Уралкапиталбанк;2519;Башкортостан;6 583 237,00;6 618 429,00;-35 192,00;-0,53
276;2;Коммерческий Индо Банк;3446;Москва и обл.;6 546 774,00;6 747 840,00;-201 066,00;-2,98
277;14;Индустриальный Сберегательный Банк;3175;Москва и обл.;6 546 426,00;6 339 550,00;206 876,00;3,26
278;-10;Мосуралбанк;2468;Москва и обл.;6 544 802,00;7 096 849,00;-552 047,00;-7,78
279;4;Банк на Красных Воротах;2472;Москва и обл.;6 528 470,00;6 559 305,00;-30 835,00;-0,47
280;16;Зираат Банк;2559;Москва и обл.;6 522 014,00;6 097 638,00;424 376,00;6,96
281;9;Чайнасельхозбанк;3529;Москва и обл.;6 398 538,00;6 405 304,00;-6 766,00;-0,11
282;3;Северный Народный Банк;2721;Коми;6 393 842,00;6 512 273,00;-118 431,00;-1,82
283;-4;Проминвестбанк;2433;Москва и обл.;6 386 567,00;6 686 325,00;-299 758,00;-4,48
284;9;Севастопольский Морской Банк;3528;Севастополь;6 268 958,00;6 251 925,00;17 033,00;0,27
285;4;Банк Раунд;2506;Москва и обл.;6 239 938,00;6 429 706,00;-189 768,00;-2,95
286;6;Газтрансбанк;665;Адыгея;6 238 909,00;6 294 094,00;-55 185,00;-0,88
287;11;Конфидэнс Банк;970;Костромская обл.;6 148 604,00;5 979 297,00;169 307,00;2,83
288;9;ФорБанк;2063;Москва и обл.;6 127 250,00;6 075 987,00;51 263,00;0,84
289;6;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 121 437,00;6 150 839,00;-29 402,00;-0,48
290;-24;Руснарбанк;3403;Москва и обл.;6 114 252,00;7 135 033,00;-1 020 781,00;-14,31
291;-4;Эс-Би-Ай Банк;3185;Москва и обл.;6 112 629,00;6 480 270,00;-367 641,00;-5,67
292;2;Кубаньторгбанк;478;Краснодарский край;6 099 702,00;6 211 793,00;-112 091,00;-1,80
293;6;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 098 247,00;5 970 883,00;127 364,00;2,13
294;-23;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;6 052 992,00;6 976 651,00;-923 659,00;-13,24
295;-11;Гаранти Банк — Москва;3275;Москва и обл.;6 021 691,00;6 518 452,00;-496 761,00;-7,62
296;24;Витабанк;356;Санкт-Петербург и обл.;5 987 838,00;5 032 800,00;955 038,00;18,98
297;7;Экспресс-Кредит;210;Москва и обл.;5 986 240,00;5 774 649,00;211 591,00;3,66
298;8;Новобанк;1352;Новгородская обл.;5 902 520,00;5 726 888,00;175 632,00;3,07
299;6;Нейва;1293;Свердловская обл.;5 848 819,00;5 760 363,00;88 456,00;1,54
300;0;НБК-Банк;3283;Москва и обл.;5 745 125,00;5 967 865,00;-222 740,00;-3,73
301;2;Камский Коммерческий Банк;438;Татарстан;5 729 607,00;5 785 231,00;-55 624,00;-0,96
302;-33;Вега-Банк;3270;Москва и обл.;5 711 426,00;7 085 433,00;-1 374 007,00;-19,39
303;-2;Банк ПСА Финанс Рус;3481;Москва и обл.;5 632 479,00;5 872 041,00;-239 562,00;-4,08
304;5;Енисейский Объединенный Банк;2645;Красноярский край;5 608 770,00;5 602 942,00;5 828,00;0,10
305;5;Владпромбанк;870;Владимирская обл.;5 593 484,00;5 600 559,00;-7 075,00;-0,13
306;-4;Московский Коммерческий Банк;3172;Москва и обл.;5 456 640,00;5 813 065,00;-356 425,00;-6,13
307;11;Нэклис-Банк;1671;Москва и обл.;5 370 637,00;5 200 819,00;169 818,00;3,27
308;9;Земский Банк;2900;Самарская обл.;5 351 831,00;5 229 707,00;122 124,00;2,34
309;3;Уссури;596;Хабаровский край;5 335 564,00;5 500 717,00;-165 153,00;-3,00
310;1;Сибсоцбанк;2015;Алтайский край;5 312 788,00;5 548 037,00;-235 249,00;-4,24
311;-3;Синко-Банк;2838;Москва и обл.;5 204 929,00;5 607 564,00;-402 635,00;-7,18
312;4;Агророс;2860;Саратовская обл.;5 098 973,00;5 268 116,00;-169 143,00;-3,21
313;-6;Банк Торгового Финансирования;1982;Москва и обл.;5 054 182,00;5 677 625,00;-623 443,00;-10,98
314;10;Вологжанин;1896;Вологодская обл.;5 049 864,00;4 911 099,00;138 765,00;2,83
315;0;Русский Национальный Банк;469;Ростовская обл.;5 026 850,00;5 420 575,00;-393 725,00;-7,26
316;23;Ростфинанс;481;Ростовская обл.;4 926 125,00;4 286 068,00;640 057,00;14,93
317;-4;Зенит Сочи;232;Краснодарский край;4 899 887,00;5 491 608,00;-591 721,00;-10,78
318;5;Межрегиональный промышленно-строительный банк;752;Мордовия;4 879 271,00;4 911 845,00;-32 574,00;-0,66
319;7;Венец;524;Ульяновская обл.;4 870 436,00;4 697 859,00;172 577,00;3,67
320;-1;Форус Банк;3457;Нижегородская обл.;4 824 757,00;5 151 908,00;-327 151,00;-6,35
321;44;Бест Эффортс Банк;435;Москва и обл.;4 759 149,00;3 688 784,00;1 070 365,00;29,02
322;3;Банкхаус Эрбе;1717;Москва и обл.;4 693 471,00;4 910 077,00;-216 606,00;-4,41
323;-9;Банк Кремлевский;2905;Москва и обл.;4 684 043,00;5 481 879,00;-797 836,00;-14,55
324;-3;ПИР Банк;2655;Москва и обл.;4 676 036,00;4 937 465,00;-261 429,00;-5,29
325;2;Кузнецкий;609;Пензенская обл.;4 627 544,00;4 571 517,00;56 027,00;1,23
326;-4;Москва-Сити;3247;Москва и обл.;4 625 478,00;4 922 471,00;-296 993,00;-6,03
327;8;Горбанк;2982;Санкт-Петербург и обл.;4 551 348,00;4 384 563,00;166 785,00;3,80
328;8;Финансово-Промышленный Капитал;3295;Москва и обл.;4 524 013,00;4 372 050,00;151 963,00;3,48
329;1;Экси-Банк;2530;Санкт-Петербург и обл.;4 476 729,00;4 528 290,00;-51 561,00;-1,14
330;13;Бинбанк Столица;3052;Москва и обл.;4 429 472,00;4 255 559,00;173 913,00;4,09
331;-2;Донкомбанк;492;Ростовская обл.;4 425 780,00;4 540 736,00;-114 956,00;-2,53
332;-4;Платина;2347;Москва и обл.;4 396 831,00;4 569 916,00;-173 085,00;-3,79
333;12;Стройлесбанк;2995;Тюменская обл.;4 390 540,00;4 166 604,00;223 936,00;5,37
334;3;Евразийский Банк;969;Москва и обл.;4 379 673,00;4 294 207,00;85 466,00;1,99
335;20;Долинск;857;Сахалинская обл.;4 375 711,00;3 970 835,00;404 876,00;10,20
336;10;Роял Кредит Банк;783;Хабаровский край;4 367 672,00;4 162 849,00;204 823,00;4,92
337;5;Объединенный Резервный Банк;937;Москва и обл.;4 334 764,00;4 256 302,00;78 462,00;1,84
338;-7;Радиотехбанк;1166;Нижегородская обл.;4 321 857,00;4 512 925,00;-191 068,00;-4,23
339;-7;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 320 549,00;4 448 267,00;-127 718,00;-2,87
340;1;Юнистрим;3467;Москва и обл.;4 308 248,00;4 258 997,00;49 251,00;1,16
341;15;Аксонбанк;680;Костромская обл.;4 248 996,00;3 858 320,00;390 676,00;10,13
342;-8;ВостСибтранскомбанк;2731;Иркутская обл.;4 235 057,00;4 385 562,00;-150 505,00;-3,43
343;-5;Банк Инноваций и Развития;2647;Москва и обл.;4 233 221,00;4 293 186,00;-59 965,00;-1,40
344;4;ЮMoney;3510;Россия;4 230 324,00;4 058 666,00;171 658,00;4,23
345;4;Руссобанк;2313;Москва и обл.;4 166 611,00;4 052 235,00;114 376,00;2,82
346;-6;МФБанк;3163;Москва и обл.;4 121 617,00;4 261 356,00;-139 739,00;-3,28
347;-14;Бинбанк Тверь;777;Тверская обл.;4 108 893,00;4 388 204,00;-279 311,00;-6,37
348;28;Крокус-Банк;2682;Москва и обл.;4 077 278,00;3 343 186,00;734 092,00;21,96
349;3;Мастер-Капитал;3011;Москва и обл.;4 039 846,00;4 008 618,00;31 228,00;0,78
350;1;УМ-Банк;1441;Свердловская обл.;3 974 051,00;4 013 380,00;-39 329,00;-0,98
351;-4;Хованский;2145;Москва и обл.;3 919 293,00;4 161 377,00;-242 084,00;-5,82
352;9;Камчаткомагропромбанк;545;Камчатская обл.;3 911 443,00;3 783 673,00;127 770,00;3,38
353;-3;Айви Банк;2055;Москва и обл.;3 910 035,00;4 014 710,00;-104 675,00;-2,61
354;5;Мегаполис;3265;Чувашия;3 889 906,00;3 822 828,00;67 078,00;1,75
355;5;Банк Реалист;2646;Москва и обл.;3 879 329,00;3 789 732,00;89 597,00;2,36
356;8;Иваново;1763;Ивановская обл.;3 805 802,00;3 720 685,00;85 117,00;2,29
357;1;Бланк Банк;2368;Москва и обл.;3 747 932,00;3 840 471,00;-92 539,00;-2,41
358;-5;Международный Коммерческий Банк;2524;Москва и обл.;3 734 758,00;3 997 328,00;-262 570,00;-6,57
359;-2;Национальный Залоговый Банк;2944;Москва и обл.;3 704 309,00;3 853 570,00;-149 261,00;-3,87
360;3;РАМ Банк;3480;Москва и обл.;3 692 128,00;3 723 854,00;-31 726,00;-0,85
361;5;Уралпромбанк;2964;Челябинская обл.;3 690 623,00;3 662 337,00;28 286,00;0,77
362;-18;Банк Заречье;817;Татарстан;3 655 789,00;4 218 339,00;-562 550,00;-13,34
363;5;Рапида;3371;Москва и обл.;3 621 157,00;3 648 384,00;-27 227,00;-0,75
364;3;Ермак;1809;Ханты-Мансийский АО — Югра;3 579 817,00;3 661 276,00;-81 459,00;-2,22
365;5;Крыловский;456;Краснодарский край;3 571 473,00;3 542 445,00;29 028,00;0,82
366;5;Метрополь;1639;Москва и обл.;3 458 364,00;3 476 847,00;-18 483,00;-0,53
367;12;Банк Экономический Союз;2798;Москва и обл.;3 447 803,00;3 262 530,00;185 273,00;5,68
368;12;НОКССбанк;3202;Волгоградская обл.;3 445 869,00;3 259 935,00;185 934,00;5,70
369;19;Татагропромбанк;728;Татарстан;3 387 262,00;3 081 912,00;305 350,00;9,91
370;2;Братский АНКБ;1144;Иркутская обл.;3 357 458,00;3 399 154,00;-41 696,00;-1,23
371;6;Донхлеббанк;2285;Ростовская обл.;3 306 733,00;3 328 622,00;-21 889,00;-0,66
372;2;Живаго Банк;2065;Рязанская обл.;3 290 611,00;3 365 940,00;-75 329,00;-2,24
373;5;Сибэс;208;Омская обл.;3 267 415,00;3 317 873,00;-50 458,00;-1,52
374;-5;Невский Банк;1068;Санкт-Петербург и обл.;3 256 490,00;3 559 763,00;-303 273,00;-8,52
375;6;Центрально-Европейский Банк;2670;Москва и обл.;3 254 957,00;3 254 236,00;721,00;0,02
376;-14;Кузнецкий Мост;2254;Москва и обл.;3 244 044,00;3 757 619,00;-513 575,00;-13,67
377;-4;Алтайкапиталбанк;2659;Алтайский край;3 241 514,00;3 379 911,00;-138 397,00;-4,09
378;-3;Первый Инвестиционный Банк;604;Москва и обл.;3 084 206,00;3 360 156,00;-275 950,00;-8,21
379;10;РТС-Банк;3401;Самарская обл.;3 057 195,00;3 052 594,00;4 601,00;0,15
380;11;РБА;3413;Москва и обл.;3 017 185,00;3 021 182,00;-3 997,00;-0,13
381;13;Банк Премьер Кредит;1663;Москва и обл.;3 006 673,00;2 946 827,00;59 846,00;2,03
382;2;ИТ Банк;2609;Омская обл.;3 001 441,00;3 167 790,00;-166 349,00;-5,25
383;7;Евроальянс;1781;Ивановская обл.;2 956 709,00;3 026 161,00;-69 452,00;-2,30
384;88;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 939 481,00;1 690 730,00;1 248 751,00;73,86
385;-31;Земкомбанк;574;Ростовская обл.;2 923 823,00;3 986 697,00;-1 062 874,00;-26,66
386;-4;Еврокапитал-Альянс;2672;Ярославская обл.;2 923 312,00;3 233 328,00;-310 016,00;-9,59
387;6;Владбизнесбанк;903;Владимирская обл.;2 918 587,00;2 960 783,00;-42 196,00;-1,43
388;15;ЮМК Банк;3495;Краснодарский край;2 904 880,00;2 792 888,00;111 992,00;4,01
389;-2;Новый Московский Банк;2932;Москва и обл.;2 900 070,00;3 095 801,00;-195 731,00;-6,32
390;9;БСТ-Банк;2883;Кемеровская обл.;2 885 503,00;2 861 993,00;23 510,00;0,82
391;1;Костромаселькомбанк;1115;Костромская обл.;2 879 557,00;2 994 468,00;-114 911,00;-3,84
392;-6;Кредпромбанк;1165;Ярославская обл.;2 854 673,00;3 105 056,00;-250 383,00;-8,06
393;12;Кредит Экспресс;3186;Ростовская обл.;2 854 014,00;2 724 733,00;129 281,00;4,74
394;12;Озон Банк;3516;Москва и обл.;2 851 067,00;2 723 026,00;128 041,00;4,70
395;3;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 814 515,00;2 866 078,00;-51 563,00;-1,80
396;14;Унифондбанк;3416;Москва и обл.;2 793 463,00;2 622 465,00;170 998,00;6,52
397;0;Йошкар-Ола;2802;Марий Эл;2 755 959,00;2 875 124,00;-119 165,00;-4,14
398;17;ИРС;272;Москва и обл.;2 735 299,00;2 494 125,00;241 174,00;9,67
399;3;Аспект;608;Москва и обл.;2 705 447,00;2 818 895,00;-113 448,00;-4,02
400;-5;Оргбанк;3312;Москва и обл.;2 700 275,00;2 908 915,00;-208 640,00;-7,17
401;-5;Экономикс-Банк;2136;Москва и обл.;2 692 907,00;2 884 963,00;-192 056,00;-6,66
402;6;Новация;840;Адыгея;2 677 206,00;2 676 416,00;790,00;0,03
403;6;Первый Клиентский Банк;3436;Москва и обл.;2 665 177,00;2 649 664,00;15 513,00;0,59
404;-4;Международный Банк Развития;2704;Москва и обл.;2 642 862,00;2 858 442,00;-215 580,00;-7,54
405;6;Канский;860;Красноярский край;2 627 615,00;2 610 705,00;16 910,00;0,65
406;-21;ИСБ;3010;Москва и обл.;2 602 043,00;3 134 186,00;-532 143,00;-16,98
407;0;Апабанк;2404;Москва и обл.;2 595 889,00;2 704 207,00;-108 318,00;-4,01
408;9;Взаимодействие;1704;Новосибирская обл.;2 587 301,00;2 476 205,00;111 096,00;4,49
409;-5;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 578 625,00;2 768 166,00;-189 541,00;-6,85
410;10;Внешфинбанк;3173;Краснодарский край;2 478 629,00;2 395 932,00;82 697,00;3,45
411;3;Росбизнесбанк;1405;Москва и обл.;2 451 688,00;2 539 368,00;-87 680,00;-3,45
412;4;Элита;1399;Калужская обл.;2 423 624,00;2 491 308,00;-67 684,00;-2,72
413;5;Газнефтьбанк;3223;Саратовская обл.;2 402 832,00;2 427 032,00;-24 200,00;-1,00
414;15;Международный Строительный Банк;3484;Москва и обл.;2 393 736,00;2 317 009,00;76 727,00;3,31
415;-14;Межрегиональный Почтовый Банк;3171;Москва и обл.;2 376 950,00;2 849 779,00;-472 829,00;-16,59
416;7;Резерв;2364;Челябинская обл.;2 375 240,00;2 387 893,00;-12 653,00;-0,53
417;7;Банк Пермь;875;Пермская обл.;2 374 457,00;2 356 752,00;17 705,00;0,75
418;9;Тальменка-Банк;826;Алтайский край;2 367 657,00;2 324 552,00;43 105,00;1,85
419;7;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 347 396,00;2 325 820,00;21 576,00;0,93
420;2;Новый Символ;370;Москва и обл.;2 331 271,00;2 389 393,00;-58 122,00;-2,43
421;15;Далена Банк;1948;Москва и обл.;2 327 089,00;2 163 785,00;163 304,00;7,55
422;-1;Промсельхозбанк;538;Москва и обл.;2 303 874,00;2 394 410,00;-90 536,00;-3,78
423;-10;Заубер Банк;1614;Санкт-Петербург и обл.;2 289 645,00;2 549 278,00;-259 633,00;-10,18
424;4;Кросна-Банк;2607;Москва и обл.;2 276 362,00;2 322 431,00;-46 069,00;-1,98
425;7;Викинг;2;Санкт-Петербург и обл.;2 274 983,00;2 275 763,00;-780,00;-0,03
426;-7;Новое Время;3492;Москва и обл.;2 265 229,00;2 409 755,00;-144 526,00;-6,00
427;3;Спиритбанк;2053;Тульская обл.;2 258 986,00;2 297 627,00;-38 641,00;-1,68
428;3;К2 Банк;2851;Карачаево-Черкесия;2 258 548,00;2 282 488,00;-23 940,00;-1,05
429;6;Система;2846;Москва и обл.;2 251 614,00;2 210 069,00;41 545,00;1,88
430;3;Вкабанк;1027;Астраханская обл.;2 239 073,00;2 262 787,00;-23 714,00;-1,05
431;3;Преодоление;2649;Москва и обл.;2 221 429,00;2 233 696,00;-12 267,00;-0,55
432;-20;Сельмашбанк;106;Ростовская обл.;2 218 747,00;2 603 236,00;-384 489,00;-14,77
433;8;Яринтербанк;2564;Ярославская обл.;2 157 332,00;2 098 516,00;58 816,00;2,80
434;-9;Вологдабанк;992;Вологодская обл.;2 150 594,00;2 350 563,00;-199 969,00;-8,51
435;8;Народный Банк;2249;Карачаево-Черкесия;2 127 792,00;2 081 691,00;46 101,00;2,21
436;4;Капитал;575;Москва и обл.;2 091 153,00;2 105 242,00;-14 089,00;-0,67
437;1;Миръ;3089;Москва и обл.;2 079 139,00;2 139 863,00;-60 724,00;-2,84
438;1;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;2 074 028,00;2 117 586,00;-43 558,00;-2,06
439;3;Профессионал Банк;3296;Москва и обл.;2 025 589,00;2 086 366,00;-60 777,00;-2,91
440;10;Кетовский Коммерческий Банк;842;Курганская обл.;2 024 672,00;1 953 069,00;71 603,00;3,67
441;10;Кемсоцинбанк;96;Кемеровская обл.;2 016 783,00;1 951 219,00;65 564,00;3,36
442;6;Булгар Банк;1917;Ярославская обл.;2 015 666,00;2 003 091,00;12 575,00;0,63
443;-6;Столичный Кредит;2853;Москва и обл.;2 010 543,00;2 143 234,00;-132 691,00;-6,19
444;2;Старооскольский Агропромбанк;1050;Белгородская обл.;1 995 455,00;2 025 824,00;-30 369,00;-1,50
445;7;Московский Вексельный Банк;2697;Москва и обл.;1 980 880,00;1 926 623,00;54 257,00;2,82
446;-1;Алтынбанк;2070;Татарстан;1 976 595,00;2 079 059,00;-102 464,00;-4,93
447;12;Златкомбанк;568;Москва и обл.;1 959 967,00;1 862 886,00;97 081,00;5,21
448;8;Современные Стандарты Бизнеса;3397;Москва и обл.;1 944 562,00;1 887 697,00;56 865,00;3,01
449;0;Банк Глобус;2438;Москва и обл.;1 930 168,00;1 992 326,00;-62 158,00;-3,12
450;55;Примтеркомбанк;21;Приморский край;1 919 752,00;1 234 436,00;685 316,00;55,52
451;4;Крона-Банк;2499;Иркутская обл.;1 915 523,00;1 902 106,00;13 417,00;0,71
452;2;ПэйПал Ру;3517;Москва и обл.;1 914 629,00;1 914 629,00;0,00;0
453;0;Россита-Банк;3257;Москва и обл.;1 889 420,00;1 921 090,00;-31 670,00;-1,65
454;3;Вятич;2796;Рязанская обл.;1 888 432,00;1 887 353,00;1 079,00;0,06
455;-8;Проинвестбанк;784;Пермская обл.;1 874 527,00;2 018 502,00;-143 975,00;-7,13
456;2;Майкопбанк;1136;Адыгея;1 867 532,00;1 879 156,00;-11 624,00;-0,62
457;4;КОР;2148;Волгоградская обл.;1 847 413,00;1 827 400,00;20 013,00;1,10
458;7;Холмск;503;Сахалинская обл.;1 846 281,00;1 756 892,00;89 389,00;5,09
459;5;Америкэн Экспресс Банк;3460;Москва и обл.;1 836 262,00;1 765 567,00;70 695,00;4,00
460;0;Приобье;537;Ханты-Мансийский АО — Югра;1 816 361,00;1 843 737,00;-27 376,00;-1,48
461;-17;Руна-Банк;3207;Москва и обл.;1 782 422,00;2 079 272,00;-296 850,00;-14,28
462;1;Социум-Банк;2881;Москва и обл.;1 760 835,00;1 768 372,00;-7 537,00;-0,43
463;-1;Великие Луки Банк;598;Псковская обл.;1 737 893,00;1 775 047,00;-37 154,00;-2,09
464;6;Бум-Банк;1137;Кабардино-Балкария;1 732 887,00;1 695 652,00;37 235,00;2,20
465;6;ИК Банк;1732;Татарстан;1 725 214,00;1 692 780,00;32 434,00;1,92
466;2;Лайтбанк;3177;Москва и обл.;1 721 066,00;1 702 604,00;18 462,00;1,08
467;0;Тагилбанк;1635;Свердловская обл.;1 706 961,00;1 721 918,00;-14 957,00;-0,87
468;-2;Дом-Банк;3209;Москва и обл.;1 699 423,00;1 745 325,00;-45 902,00;-2,63
469;5;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 693 519,00;1 689 634,00;3 885,00;0,23
470;5;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 676 945,00;1 680 840,00;-3 895,00;-0,23
471;-2;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 668 231,00;1 701 780,00;-33 549,00;-1,97
472;6;Икано Банк;3519;Центр;1 621 250,00;1 633 777,00;-12 527,00;-0,77
473;6;Акцент;696;Оренбургская обл.;1 611 420,00;1 583 407,00;28 013,00;1,77
474;9;Кузбассхимбанк;2868;Кемеровская обл.;1 604 780,00;1 532 433,00;72 347,00;4,72
475;5;Арзамас;1281;Нижегородская обл.;1 602 495,00;1 578 746,00;23 749,00;1,50
476;6;Ноосфера;2650;Республика Алтай;1 599 026,00;1 535 593,00;63 433,00;4,13
477;8;Саратов;330;Саратовская обл.;1 548 395,00;1 511 187,00;37 208,00;2,46
478;13;Калуга;1151;Калужская обл.;1 533 775,00;1 451 764,00;82 011,00;5,65
479;2;Спутник;1071;Оренбургская обл.;1 525 105,00;1 571 366,00;-46 261,00;-2,94
480;8;Первый Дортрансбанк;3271;Кировская обл.;1 495 633,00;1 461 954,00;33 679,00;2,30
481;13;Уралфинанс;1370;Свердловская обл.;1 493 296,00;1 396 149,00;97 147,00;6,96
482;-9;Прайм Финанс;2758;Санкт-Петербург и обл.;1 491 825,00;1 690 585,00;-198 760,00;-11,76
483;7;Сервис Резерв;2034;Москва и обл.;1 483 573,00;1 455 915,00;27 658,00;1,90
484;0;Новый Кредитный Союз;3139;Москва и обл.;1 473 186,00;1 519 809,00;-46 623,00;-3,07
485;8;РФИ Банк;3351;Москва и обл.;1 467 942,00;1 432 659,00;35 283,00;2,46
486;1;Риал-Кредит;3393;Москва и обл.;1 457 950,00;1 469 594,00;-11 644,00;-0,79
487;-1;Нальчик;695;Кабардино-Балкария;1 428 588,00;1 483 896,00;-55 308,00;-3,73
488;1;Вэлтон Банк;1105;Белгородская обл.;1 396 899,00;1 460 268,00;-63 369,00;-4,34
489;3;Соколовский;2830;Москва и обл.;1 396 864,00;1 449 336,00;-52 472,00;-3,62
490;10;Финтрастбанк;3104;Москва и обл.;1 336 562,00;1 329 937,00;6 625,00;0,50
491;16;Народный Доверительный Банк;2374;Москва и обл.;1 330 324,00;1 195 409,00;134 915,00;11,29
492;3;Саммит Банк;85;Приморский край;1 323 385,00;1 380 568,00;-57 183,00;-4,14
493;3;ГринКомБанк;1184;Иркутская обл.;1 319 108,00;1 365 312,00;-46 204,00;-3,38
494;8;Тендер-Банк;2252;Москва и обл.;1 292 739,00;1 312 478,00;-19 739,00;-1,50
495;6;Синергия;2884;Саратовская обл.;1 290 079,00;1 319 880,00;-29 801,00;-2,26
496;10;Михайловский ПЖСБ;2961;Волгоградская обл.;1 281 997,00;1 214 374,00;67 623,00;5,57
497;7;Новый Век;3417;Москва и обл.;1 274 983,00;1 286 356,00;-11 373,00;-0,88
498;1;Инкаробанк;2696;Москва и обл.;1 254 295,00;1 339 637,00;-85 342,00;-6,37
499;4;Химик;1114;Нижегородская обл.;1 241 551,00;1 294 701,00;-53 150,00;-4,11
500;23;Первоуральскбанк;965;Свердловская обл.;1 220 975,00;1 068 505,00;152 470,00;14,27
501;-4;Почтобанк;1788;Пермская обл.;1 218 962,00;1 358 580,00;-139 618,00;-10,28
502;8;Республиканский Кредитный Альянс;3017;Москва и обл.;1 195 151,00;1 156 678,00;38 473,00;3,33
503;-5;Агора;3231;Москва и обл.;1 184 189,00;1 348 973,00;-164 784,00;-12,22
504;4;Кредитинвест;1197;Дагестан;1 183 970,00;1 185 159,00;-1 189,00;-0,10
505;12;Новый Промышленный Банк;930;Москва и обл.;1 166 152,00;1 098 347,00;67 805,00;6,17
506;53;НКБ;2942;Москва и обл.;1 153 192,00;763 261,00;389 931,00;51,09
507;5;Вакобанк;1291;Псковская обл.;1 149 716,00;1 137 150,00;12 566,00;1,11
508;10;МТИ Банк;1052;Москва и обл.;1 124 408,00;1 097 967,00;26 441,00;2,41
509;4;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 118 782,00;1 125 375,00;-6 593,00;-0,59
510;4;Курган;2568;Курганская обл.;1 117 239,00;1 120 814,00;-3 575,00;-0,32
511;11;Банк РМП;2574;Москва и обл.;1 116 280,00;1 081 652,00;34 628,00;3,20
512;-3;Объединенная Расчетная Система;3342;Москва и обл.;1 114 098,00;1 170 040,00;-55 942,00;-4,78
513;14;Космос;2245;Москва и обл.;1 099 335,00;1 031 016,00;68 319,00;6,63
514;11;ЕАТП Банк;1765;Астраханская обл.;1 098 423,00;1 055 296,00;43 127,00;4,09
515;5;Финарс Банк;2938;Москва и обл.;1 092 849,00;1 092 944,00;-95,00;-0,01
516;8;Сталь Банк;2248;Москва и обл.;1 082 350,00;1 065 852,00;16 498,00;1,55
517;15;Максима;3379;Москва и обл.;1 073 928,00;1 011 672,00;62 256,00;6,15
518;1;Дон-Тексбанк;1818;Ростовская обл.;1 069 562,00;1 095 572,00;-26 010,00;-2,37
519;-4;Жилкредит;1736;Москва и обл.;1 059 666,00;1 114 602,00;-54 936,00;-4,93
520;17;Невастройинвест;1926;Санкт-Петербург и обл.;1 042 237,00;936 179,00;106 058,00;11,33
521;-10;Онего;2484;Карелия;1 029 336,00;1 141 284,00;-111 948,00;-9,81
522;4;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 028 287,00;1 038 036,00;-9 749,00;-0,94
523;6;Регионфинансбанк;3357;Москва и обл.;1 021 995,00;1 027 327,00;-5 332,00;-0,52
524;-48;Мурманский Расчетный Центр;3341;Мурманская обл.;998 948,00;1 669 757,00;-670 809,00;-40,17
525;3;Байкалкредобанк;2990;Иркутская обл.;984 495,00;1 028 215,00;-43 720,00;-4,25
