Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2011, тыс. рублей;Май, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;-2;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;7 264 837,00;7 384 113,00;-119 276,00;-1,62
262;5;БайкалБанк;2632;Бурятия;7 151 788,00;6 881 660,00;270 128,00;3,93
263;-10;Нефтяной Альянс;2859;Москва и обл.;7 140 578,00;7 584 049,00;-443 471,00;-5,85
264;15;АФ Банк;991;Башкортостан;7 118 766,00;6 575 590,00;543 176,00;8,26
265;0;Новый Московский Банк;2932;Москва и обл.;7 072 315,00;6 980 229,00;92 086,00;1,32
266;2;Рублев;3098;Москва и обл.;7 045 962,00;6 871 822,00;174 140,00;2,53
267;-1;Адмиралтейский;3054;Москва и обл.;6 951 063,00;6 972 415,00;-21 352,00;-0,31
268;-4;Евромет;2902;Москва и обл.;6 935 974,00;7 121 386,00;-185 412,00;-2,60
269;0;Волго-Камский Банк;282;Самарская обл.;6 921 394,00;6 865 971,00;55 423,00;0,81
270;6;Ставропольпромстройбанк;1288;Ставропольский край;6 864 440,00;6 749 190,00;115 250,00;1,71
271;9;Банк Акцепт;567;Новосибирская обл.;6 796 221,00;6 464 673,00;331 548,00;5,13
272;30;Международный Банк Развития;2704;Москва и обл.;6 761 600,00;5 735 603,00;1 025 997,00;17,89
273;5;Метробанк;2548;Москва и обл.;6 740 322,00;6 605 384,00;134 938,00;2,04
274;0;Русьуниверсалбанк;3293;Москва и обл.;6 684 548,00;6 777 812,00;-93 264,00;-1,38
275;-4;Темпбанк;55;Москва и обл.;6 670 457,00;6 809 528,00;-139 071,00;-2,04
276;-1;НОМОС-Банк-Сибирь;410;Новосибирская обл.;6 665 411,00;6 760 313,00;-94 902,00;-1,40
277;0;КС Банк;1752;Мордовия;6 656 559,00;6 654 181,00;2 378,00;0,04
278;-15;Руснарбанк;3403;Москва и обл.;6 635 675,00;7 330 108,00;-694 433,00;-9,47
279;-35;Финпромбанк (ФПБ Банк);2157;Москва и обл.;6 613 813,00;8 046 464,00;-1 432 651,00;-17,80
280;28;Холдинг-Кредит;3030;Москва и обл.;6 469 766,00;5 628 787,00;840 979,00;14,94
281;13;Унифин;2654;Москва и обл.;6 326 343,00;5 943 588,00;382 755,00;6,44
282;2;Белгородсоцбанк;760;Белгородская обл.;6 315 624,00;6 242 847,00;72 777,00;1,17
283;28;Балтика;967;Санкт-Петербург и обл.;6 279 135,00;5 507 828,00;771 307,00;14,00
284;32;Огни Москвы;2328;Москва и обл.;6 267 188,00;5 410 660,00;856 528,00;15,83
285;15;Рост;2589;Москва и обл.;6 260 991,00;5 781 393,00;479 598,00;8,30
286;18;Пойдем!;2534;Москва и обл.;6 250 860,00;5 659 871,00;590 989,00;10,44
287;-17;Северная Казна;2083;Свердловская обл.;6 211 048,00;6 859 265,00;-648 217,00;-9,45
288;-3;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 171 437,00;6 208 790,00;-37 353,00;-0,60
289;-2;Кредит-Москва;5;Москва и обл.;6 132 674,00;6 167 568,00;-34 894,00;-0,57
290;-4;РусЮгбанк;2093;Волгоградская обл.;6 123 210,00;6 198 219,00;-75 009,00;-1,21
291;0;ОПМ-Банк;2734;Москва и обл.;6 112 290,00;6 060 558,00;51 732,00;0,85
292;-10;Ури Банк;3479;Москва и обл.;6 109 235,00;6 324 756,00;-215 521,00;-3,41
293;-5;Русь;704;Оренбургская обл.;6 104 538,00;6 143 631,00;-39 093,00;-0,64
294;-2;Банк Инноваций и Развития;2647;Москва и обл.;6 084 507,00;5 990 337,00;94 170,00;1,57
295;-6;Югра;880;Тюменская обл.;5 976 750,00;6 100 970,00;-124 220,00;-2,04
296;-6;Банк Раунд;2506;Москва и обл.;5 933 738,00;6 090 851,00;-157 113,00;-2,58
297;12;Лада-Кредит;2668;Самарская обл.;5 925 162,00;5 568 812,00;356 350,00;6,40
298;-17;Банк Премьер Кредит;1663;Коми;5 903 151,00;6 342 121,00;-438 970,00;-6,92
299;-6;СИАБ;3245;Санкт-Петербург и обл.;5 880 768,00;5 962 122,00;-81 354,00;-1,36
300;-2;Датабанк;646;Удмуртия;5 854 632,00;5 821 669,00;32 963,00;0,57
301;0;Томскпромстройбанк;1720;Томская обл.;5 852 933,00;5 773 138,00;79 795,00;1,38
302;12;Финам Банк;2799;Москва и обл.;5 793 214,00;5 460 153,00;333 061,00;6,10
303;15;Автоторгбанк;2776;Москва и обл.;5 761 876,00;5 279 850,00;482 026,00;9,13
304;3;Первый Экспресс;3237;Тульская обл.;5 685 958,00;5 636 185,00;49 773,00;0,88
305;0;Хованский;2145;Москва и обл.;5 667 051,00;5 650 358,00;16 693,00;0,30
306;-7;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 656 069,00;5 800 128,00;-144 059,00;-2,48
307;13;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 628 540,00;5 273 515,00;355 025,00;6,73
308;33;Солид Банк;1329;Камчатская обл.;5 614 848,00;4 756 299,00;858 549,00;18,05
309;-3;Волга-Кредит;1153;Самарская обл.;5 598 374,00;5 641 344,00;-42 970,00;-0,76
310;-54;Альба Альянс;2593;Москва и обл.;5 500 025,00;7 462 743,00;-1 962 718,00;-26,30
311;6;ПИР Банк;2655;Москва и обл.;5 486 775,00;5 349 180,00;137 595,00;2,57
312;-2;Славянский Кредит;2960;Москва и обл.;5 429 876,00;5 536 909,00;-107 033,00;-1,93
313;0;Экспресс;3084;Дагестан;5 364 012,00;5 483 337,00;-119 325,00;-2,18
314;-11;ЕвроситиБанк;1869;Ставропольский край;5 336 619,00;5 718 058,00;-381 439,00;-6,67
315;19;Бланк Банк;2368;Москва и обл.;5 335 844,00;4 846 583,00;489 261,00;10,09
316;8;Тусар;2712;Москва и обл.;5 294 165,00;5 181 064,00;113 101,00;2,18
317;-82;Ю Би Эс Банк;3463;Москва и обл.;5 258 938,00;8 584 801,00;-3 325 863,00;-38,74
318;-21;Данске Банк;3307;Санкт-Петербург и обл.;5 227 971,00;5 835 643,00;-607 672,00;-10,41
319;0;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 199 442,00;5 275 221,00;-75 779,00;-1,44
320;-8;Банк Казани;708;Татарстан;5 177 377,00;5 484 370,00;-306 993,00;-5,60
321;0;Потенциал;1019;Самарская обл.;5 133 258,00;5 226 331,00;-93 073,00;-1,78
322;14;Международный Коммерческий Банк;2524;Москва и обл.;5 130 757,00;4 825 538,00;305 219,00;6,33
323;8;Росавтобанк;2767;Москва и обл.;5 124 744,00;4 948 751,00;175 993,00;3,56
324;5;Бинбанк Тверь;777;Тверская обл.;5 112 644,00;4 965 766,00;146 878,00;2,96
325;1;НИКО-Банк;702;Оренбургская обл.;5 078 235,00;5 039 576,00;38 659,00;0,77
326;6;Уралкапиталбанк;2519;Башкортостан;5 055 777,00;4 941 708,00;114 069,00;2,31
327;15;Аверс;415;Татарстан;5 053 049,00;4 661 520,00;391 529,00;8,40
328;0;Рускобанк;138;Санкт-Петербург и обл.;5 002 218,00;4 979 905,00;22 313,00;0,45
329;15;Башинвестбанк;2189;Башкортостан;4 999 298,00;4 611 409,00;387 889,00;8,41
330;-34;Русский Земельный Банк;2810;Москва и обл.;4 999 056,00;5 890 806,00;-891 750,00;-15,14
331;-36;Ишбанк;2867;Москва и обл.;4 965 432,00;5 929 410,00;-963 978,00;-16,26
332;11;Банк Торгового Финансирования;1982;Москва и обл.;4 930 360,00;4 640 481,00;289 879,00;6,25
333;-11;Платежный Центр;3166;Новосибирская обл.;4 925 188,00;5 215 640,00;-290 452,00;-5,57
334;3;Автоградбанк;1455;Татарстан;4 922 060,00;4 818 755,00;103 305,00;2,14
335;-10;Бинбанк Мурманск;1276;Мурманская обл.;4 920 763,00;5 060 436,00;-139 673,00;-2,76
336;4;Русский Ипотечный Банк;1968;Москва и обл.;4 905 429,00;4 766 919,00;138 510,00;2,91
337;-10;Региональный Банк Развития;2782;Башкортостан;4 860 977,00;5 000 561,00;-139 584,00;-2,79
338;0;Северный Народный Банк;2721;Коми;4 855 383,00;4 788 140,00;67 243,00;1,40
339;-6;АйСиБиСи Банк;3475;Москва и обл.;4 758 604,00;4 856 207,00;-97 603,00;-2,01
340;5;Банк Кремлевский;2905;Москва и обл.;4 709 961,00;4 481 736,00;228 225,00;5,09
341;-18;ПВ-Банк;634;Ульяновская обл.;4 674 883,00;5 203 611,00;-528 728,00;-10,16
342;4;Волжский Социальный Банк;2428;Самарская обл.;4 627 117,00;4 472 517,00;154 600,00;3,46
343;-13;Национальный Залоговый Банк;2944;Москва и обл.;4 620 246,00;4 958 671,00;-338 425,00;-6,82
344;-9;Генбанк;2490;Москва и обл.;4 590 989,00;4 826 951,00;-235 962,00;-4,89
345;10;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;4 573 221,00;4 273 180,00;300 041,00;7,02
346;11;РАМ Банк;3480;Москва и обл.;4 548 443,00;4 254 644,00;293 799,00;6,91
347;1;Актив Банк;2529;Мордовия;4 493 345,00;4 458 958,00;34 387,00;0,77
348;6;Банк на Красных Воротах;2472;Москва и обл.;4 487 889,00;4 302 819,00;185 070,00;4,30
349;-10;ФДБ;3071;Москва и обл.;4 470 876,00;4 769 767,00;-298 891,00;-6,27
350;-1;Юг-Инвестбанк;2772;Краснодарский край;4 454 645,00;4 413 537,00;41 108,00;0,93
351;-36;Платина;2347;Москва и обл.;4 447 041,00;5 437 375,00;-990 334,00;-18,21
352;-2;Витас Банк;1955;Москва и обл.;4 432 609,00;4 405 382,00;27 227,00;0,62
353;-2;Промтрансбанк;2638;Башкортостан;4 422 324,00;4 390 951,00;31 373,00;0,71
354;2;Чувашкредитпромбанк;1280;Чувашия;4 394 183,00;4 264 544,00;129 639,00;3,04
355;-3;Руссобанк;2313;Москва и обл.;4 376 843,00;4 363 719,00;13 124,00;0,30
356;-3;Трансстройбанк;2807;Москва и обл.;4 347 626,00;4 303 365,00;44 261,00;1,03
357;3;Монолит;1967;Москва и обл.;4 289 308,00;4 200 514,00;88 794,00;2,11
358;12;Славия;2664;Москва и обл.;4 284 520,00;3 977 587,00;306 933,00;7,72
359;2;Сибнефтебанк;385;Тюменская обл.;4 268 380,00;4 189 825,00;78 555,00;1,87
360;-13;Вега-Банк;3270;Москва и обл.;4 265 562,00;4 460 723,00;-195 161,00;-4,38
361;10;Софрино;2972;Москва и обл.;4 218 142,00;3 968 673,00;249 469,00;6,29
362;-4;Сибсоцбанк;2015;Алтайский край;4 203 775,00;4 226 003,00;-22 228,00;-0,53
363;10;Енисейский Объединенный Банк;2645;Красноярский край;4 145 865,00;3 901 377,00;244 488,00;6,27
364;1;Белгородпромстройбанк;1816;Белгородская обл.;4 101 485,00;4 025 794,00;75 691,00;1,88
365;3;Зернобанк;2337;Алтайский край;4 095 381,00;3 996 854,00;98 527,00;2,47
366;-3;Сиббизнесбанк;2539;Тюменская обл.;4 046 061,00;4 056 875,00;-10 814,00;-0,27
367;-8;Стратегия;2801;Москва и обл.;4 042 554,00;4 213 163,00;-170 609,00;-4,05
368;8;Ассоциация;732;Нижегородская обл.;4 034 043,00;3 866 968,00;167 075,00;4,32
369;-3;Миллениум Банк;3423;Москва и обл.;3 993 391,00;4 011 436,00;-18 045,00;-0,45
370;59;Кузнецкий Мост;2254;Москва и обл.;3 980 364,00;2 974 085,00;1 006 279,00;33,83
371;-9;Риабанк;3434;Москва и обл.;3 979 990,00;4 141 616,00;-161 626,00;-3,90
372;3;Вокбанк;312;Нижегородская обл.;3 959 794,00;3 896 252,00;63 542,00;1,63
373;21;Экспресс-Кредит;210;Москва и обл.;3 959 537,00;3 469 176,00;490 361,00;14,13
374;12;Транснациональный Банк;2108;Москва и обл.;3 948 340,00;3 598 968,00;349 372,00;9,71
375;-6;Московский Нефтехимический Банк;1411;Москва и обл.;3 943 237,00;3 988 377,00;-45 140,00;-1,13
376;2;Банкхаус Эрбе;1717;Москва и обл.;3 920 244,00;3 749 388,00;170 856,00;4,56
377;19;Аскольд;2480;Смоленская обл.;3 919 188,00;3 439 270,00;479 918,00;13,95
378;5;Голдман Сакс Банк;3490;Москва и обл.;3 910 311,00;3 659 006,00;251 305,00;6,87
379;-15;Лесбанк;1598;Москва и обл.;3 907 882,00;4 044 131,00;-136 249,00;-3,37
380;-6;Экономикс-Банк;2136;Москва и обл.;3 902 274,00;3 897 021,00;5 253,00;0,13
381;-4;Бинбанк Смоленск;1957;Смоленская обл.;3 841 867,00;3 787 190,00;54 677,00;1,44
382;-3;Эксперт Банк;2949;Омская обл.;3 839 962,00;3 746 187,00;93 775,00;2,50
383;-2;Межрегиональный промышленно-строительный банк;752;Мордовия;3 827 972,00;3 679 982,00;147 990,00;4,02
384;-17;Дагэнергобанк;3286;Дагестан;3 786 822,00;4 008 140,00;-221 318,00;-5,52
385;2;Анкор Банк;889;Татарстан;3 746 619,00;3 588 516,00;158 103,00;4,41
386;4;;;;3 741 119,00;3 547 965,00;193 154,00;5,44
387;1;Хлебобанк;1812;Москва и обл.;3 675 959,00;3 585 967,00;89 992,00;2,51
388;10;Профит Банк;3234;Москва и обл.;3 674 022,00;3 430 985,00;243 037,00;7,08
389;0;ВостСибтранскомбанк;2731;Иркутская обл.;3 642 087,00;3 569 255,00;72 832,00;2,04
390;3;Банк Развития Региона;3315;Северная Осетия — Алания;3 637 651,00;3 506 957,00;130 694,00;3,73
391;27;Промэнергобанк;2728;Вологодская обл.;3 622 946,00;3 138 968,00;483 978,00;15,42
392;35;Ураллига;1626;Челябинская обл.;3 597 447,00;2 991 398,00;606 049,00;20,26
393;-11;Дил-Банк;3384;Москва и обл.;3 593 213,00;3 669 209,00;-75 996,00;-2,07
394;7;Евроальянс;1781;Ивановская обл.;3 572 189,00;3 383 380,00;188 809,00;5,58
395;11;Транспортный;3174;Москва и обл.;3 567 112,00;3 342 422,00;224 690,00;6,72
396;1;Промрегионбанк;2123;Томская обл.;3 565 305,00;3 433 605,00;131 700,00;3,84
397;-17;Банк Заречье;817;Татарстан;3 565 277,00;3 691 034,00;-125 757,00;-3,41
398;4;Орловский Социальный Банк;2921;Орловская обл.;3 527 515,00;3 380 230,00;147 285,00;4,36
399;8;Проминвестбанк;2433;Москва и обл.;3 518 620,00;3 326 184,00;192 436,00;5,79
400;9;Камский Коммерческий Банк;438;Татарстан;3 493 283,00;3 307 403,00;185 880,00;5,62
401;-10;Банк Развития Технологий;3441;Москва и обл.;3 472 692,00;3 516 126,00;-43 434,00;-1,24
402;-17;Юникорбанк;2586;Москва и обл.;3 457 949,00;3 599 812,00;-141 863,00;-3,94
403;-11;Новобанк;1352;Новгородская обл.;3 438 183,00;3 508 254,00;-70 071,00;-2,00
404;-9;Нижневолжский Коммерческий Банк;931;Саратовская обл.;3 430 248,00;3 441 624,00;-11 376,00;-0,33
405;5;Роял Кредит Банк;783;Хабаровский край;3 429 644,00;3 288 164,00;141 480,00;4,30
406;9;Профессионал Банк;3296;Москва и обл.;3 411 642,00;3 196 334,00;215 308,00;6,74
407;-8;Агросоюз;1459;Оренбургская обл.;3 401 522,00;3 426 124,00;-24 602,00;-0,72
408;13;Нейва;1293;Свердловская обл.;3 401 128,00;3 091 751,00;309 377,00;10,01
409;-25;ОФК Банк;2270;Москва и обл.;3 378 548,00;3 604 599,00;-226 051,00;-6,27
410;2;Кранбанк;2271;Ивановская обл.;3 361 832,00;3 284 747,00;77 085,00;2,35
411;-7;Донинвест;1617;Ростовская обл.;3 352 928,00;3 346 375,00;6 553,00;0,20
412;-12;Горбанк;2982;Санкт-Петербург и обл.;3 339 025,00;3 394 431,00;-55 406,00;-1,63
413;13;Бинбанк Сургут;1701;Тюменская обл.;3 308 256,00;3 002 288,00;305 968,00;10,19
414;-1;Реалист Банк;1067;Иркутская обл.;3 295 870,00;3 227 204,00;68 666,00;2,13
415;7;Экси-Банк;2530;Санкт-Петербург и обл.;3 246 882,00;3 087 056,00;159 826,00;5,18
416;-11;Тюменьагропромбанк;917;Тюменская обл.;3 224 639,00;3 344 208,00;-119 569,00;-3,58
417;-6;Лайтбанк;3177;Москва и обл.;3 216 773,00;3 285 787,00;-69 014,00;-2,10
418;-2;Хакасский Муниципальный Банк;1049;Хакасия;3 207 023,00;3 165 881,00;41 142,00;1,30
419;-5;Баренцбанк;2188;Мурманская обл.;3 199 676,00;3 215 792,00;-16 116,00;-0,50
420;-3;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;3 182 429,00;3 156 662,00;25 767,00;0,82
421;-1;Банк БФТ;2273;Москва и обл.;3 181 106,00;3 112 667,00;68 439,00;2,20
422;-3;Ермак;1809;Тюменская обл.;3 145 179,00;3 113 696,00;31 483,00;1,01
423;12;Интерактивный Банк;3378;Москва и обл.;3 132 749,00;2 906 489,00;226 260,00;7,78
424;-16;Донкомбанк;492;Ростовская обл.;3 084 556,00;3 319 616,00;-235 060,00;-7,08
425;-1;Развитие;2729;Карачаево-Черкесия;3 074 087,00;3 074 185,00;-98,00;-0,00
426;8;ЕвроАксис Банк;3273;Москва и обл.;3 064 973,00;2 909 618,00;155 355,00;5,34
427;3;Инкаробанк;2696;Москва и обл.;3 062 317,00;2 914 899,00;147 418,00;5,06
428;0;Новопокровский;467;Краснодарский край;3 055 572,00;2 977 997,00;77 575,00;2,60
429;14;Русский Торговый Банк;2842;Москва и обл.;3 036 113,00;2 811 536,00;224 577,00;7,99
430;16;Банк БКФ;2684;Москва и обл.;2 996 053,00;2 762 341,00;233 712,00;8,46
431;9;Межрегиональный Почтовый Банк;3171;Москва и обл.;2 988 246,00;2 849 180,00;139 066,00;4,88
432;12;РНКБ;1354;Москва и обл.;2 985 124,00;2 808 461,00;176 663,00;6,29
433;4;Клиентский;2324;Москва и обл.;2 975 558,00;2 873 531,00;102 027,00;3,55
434;18;Банк Город;2644;Коми;2 959 008,00;2 702 718,00;256 290,00;9,48
435;15;Приоритет;3135;Самарская обл.;2 911 804,00;2 738 828,00;172 976,00;6,32
436;12;Ипотека-Инвест;3070;Татарстан;2 866 531,00;2 743 160,00;123 371,00;4,50
437;-12;Объединенный Банк Развития;3345;Москва и обл.;2 859 375,00;3 030 934,00;-171 559,00;-5,66
438;19;НОКССбанк;3202;Волгоградская обл.;2 856 772,00;2 652 718,00;204 054,00;7,69
439;3;Преодоление;2649;Москва и обл.;2 830 245,00;2 830 766,00;-521,00;-0,02
440;-8;Уралпромбанк;2964;Челябинская обл.;2 824 526,00;2 913 777,00;-89 251,00;-3,06
441;-18;Стромкомбанк;404;Красноярский край;2 819 663,00;3 086 517,00;-266 854,00;-8,65
442;-4;Стройлесбанк;2995;Тюменская обл.;2 817 612,00;2 864 454,00;-46 842,00;-1,64
443;-7;Азия-Инвест Банк;3303;Москва и обл.;2 806 026,00;2 885 160,00;-79 134,00;-2,74
444;24;Зенит Сочи;232;Краснодарский край;2 792 555,00;2 481 910,00;310 645,00;12,52
445;0;Первый Инвестиционный Банк;604;Москва и обл.;2 789 731,00;2 800 631,00;-10 900,00;-0,39
446;8;Алтайкапиталбанк;2659;Алтайский край;2 747 000,00;2 686 566,00;60 434,00;2,25
447;38;С банк;2581;Москва и обл.;2 732 980,00;2 343 700,00;389 280,00;16,61
448;26;Нэклис-Банк;1671;Москва и обл.;2 732 087,00;2 445 857,00;286 230,00;11,70
449;-8;ИТ Банк;2609;Омская обл.;2 729 335,00;2 844 934,00;-115 599,00;-4,06
450;5;РБА;3413;Ярославская обл.;2 727 904,00;2 684 265,00;43 639,00;1,63
451;5;2Т Банк;625;Москва и обл.;2 721 206,00;2 678 697,00;42 509,00;1,59
452;-13;Нефтепромбанк;2156;Москва и обл.;2 712 828,00;2 853 532,00;-140 704,00;-4,93
453;37;Торгово-Строительный Банк;1250;Москва и обл.;2 690 335,00;2 296 676,00;393 659,00;17,14
454;-21;Капитал;575;Москва и обл.;2 687 548,00;2 910 355,00;-222 807,00;-7,66
455;10;Газстройбанк;2919;Москва и обл.;2 679 243,00;2 494 181,00;185 062,00;7,42
456;46;Мосводоканалбанк;2863;Москва и обл.;2 675 032,00;2 175 908,00;499 124,00;22,94
457;27;Уралприватбанк;153;Свердловская обл.;2 672 092,00;2 349 462,00;322 630,00;13,73
458;64;Бенифит-Банк;3229;Москва и обл.;2 631 010,00;2 039 033,00;591 977,00;29,03
459;2;Век;2299;Москва и обл.;2 629 576,00;2 593 561,00;36 015,00;1,39
460;17;Оргбанк;3312;Москва и обл.;2 618 831,00;2 425 120,00;193 711,00;7,99
461;38;Океан Банк;1697;Москва и обл.;2 607 006,00;2 222 782,00;384 224,00;17,29
462;4;Мастер-Капитал;3011;Москва и обл.;2 599 408,00;2 493 747,00;105 661,00;4,24
463;-10;Международный Инвестиционный Банк;2742;Москва и обл.;2 595 438,00;2 690 877,00;-95 439,00;-3,55
464;11;Констанс-Банк;2228;Санкт-Петербург и обл.;2 594 722,00;2 435 853,00;158 869,00;6,52
465;41;Спецсетьстройбанк;3062;Москва и обл.;2 591 656,00;2 148 702,00;442 954,00;20,61
466;21;Московский Коммерческий Банк;3172;Москва и обл.;2 586 558,00;2 324 785,00;261 773,00;11,26
467;-7;Крыловский;456;Краснодарский край;2 582 238,00;2 616 924,00;-34 686,00;-1,33
468;-5;Земский Банк;2900;Самарская обл.;2 580 704,00;2 567 551,00;13 153,00;0,51
469;-7;Нацпромбанк;2360;Москва и обл.;2 572 995,00;2 592 674,00;-19 679,00;-0,76
470;-98;Киви Банк;2241;Москва и обл.;2 571 499,00;3 965 345,00;-1 393 846,00;-35,15
471;-22;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 563 515,00;2 740 625,00;-177 110,00;-6,46
472;-13;Интеркредит;3047;Москва и обл.;2 544 032,00;2 630 914,00;-86 882,00;-3,30
473;25;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 539 096,00;2 241 461,00;297 635,00;13,28
474;-5;Джей энд Ти Банк;3061;Москва и обл.;2 523 699,00;2 481 266,00;42 433,00;1,71
475;11;Союзный;3236;Москва и обл.;2 503 493,00;2 326 762,00;176 731,00;7,60
476;-3;Живаго Банк;2065;Рязанская обл.;2 467 533,00;2 449 917,00;17 616,00;0,72
477;-6;Камчаткомагропромбанк;545;Камчатская обл.;2 467 339,00;2 461 841,00;5 498,00;0,22
478;-6;Милбанк;3256;Москва и обл.;2 455 445,00;2 458 421,00;-2 976,00;-0,12
479;-9;Еврокоммерц;1777;Москва и обл.;2 452 674,00;2 462 783,00;-10 109,00;-0,41
480;-2;Тульский Промышленник;2382;Тульская обл.;2 440 976,00;2 421 409,00;19 567,00;0,81
481;-17;Совинком;2302;Москва и обл.;2 432 697,00;2 515 586,00;-82 889,00;-3,30
482;-15;Вкабанк;1027;Астраханская обл.;2 430 182,00;2 482 363,00;-52 181,00;-2,10
483;17;Республиканский Банк;3277;Москва и обл.;2 425 298,00;2 203 537,00;221 761,00;10,06
484;-5;Финансовый Стандарт;1053;Москва и обл.;2 423 897,00;2 414 409,00;9 488,00;0,39
485;-9;Аспект;608;Москва и обл.;2 416 087,00;2 432 579,00;-16 492,00;-0,68
486;8;Мосуралбанк;2468;Москва и обл.;2 414 761,00;2 267 364,00;147 397,00;6,50
487;4;Гагаринский;606;Москва и обл.;2 410 739,00;2 294 697,00;116 042,00;5,06
488;8;РосинтерБанк;226;Москва и обл.;2 398 336,00;2 250 024,00;148 312,00;6,59
489;-58;ПК-Банк;2652;Нижегородская обл.;2 382 156,00;2 914 019,00;-531 863,00;-18,25
490;-87;Новокиб;1747;Кемеровская обл.;2 369 394,00;3 357 001,00;-987 607,00;-29,42
491;-8;Траст Капитал Банк;2741;Москва и обл.;2 367 259,00;2 353 322,00;13 937,00;0,59
492;1;Социум-Банк;2881;Москва и обл.;2 353 246,00;2 281 628,00;71 618,00;3,14
493;-13;Уссури;596;Хабаровский край;2 306 098,00;2 400 119,00;-94 021,00;-3,92
494;-2;Банк Расчетов и Сбережений;2617;Москва и обл.;2 302 579,00;2 288 845,00;13 734,00;0,60
495;2;Енисей;474;Красноярский край;2 293 475,00;2 249 347,00;44 128,00;1,96
496;24;Сберинвестбанк;1743;Свердловская обл.;2 286 023,00;2 055 664,00;230 359,00;11,21
497;63;Уралфинанс;1370;Свердловская обл.;2 267 742,00;1 788 872,00;478 870,00;26,77
498;41;Ренессанс;1939;Москва и обл.;2 266 815,00;1 930 729,00;336 086,00;17,41
499;6;Гринфилдбанк;2711;Москва и обл.;2 262 911,00;2 151 009,00;111 902,00;5,20
500;-11;Универсальный Кредит;2903;Москва и обл.;2 250 302,00;2 303 888,00;-53 586,00;-2,33
501;12;Система;2846;Москва и обл.;2 242 628,00;2 083 309,00;159 319,00;7,65
502;-1;Кузнецкий;609;Пензенская обл.;2 225 591,00;2 203 128,00;22 463,00;1,02
503;21;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 210 580,00;2 025 499,00;185 081,00;9,14
504;-46;ВЕБРР;3418;Москва и обл.;2 206 844,00;2 649 853,00;-443 009,00;-16,72
505;4;Арксбанк;1868;Москва и обл.;2 193 906,00;2 112 227,00;81 679,00;3,87
506;-2;Аксонбанк;680;Костромская обл.;2 193 076,00;2 167 887,00;25 189,00;1,16
507;61;Вэлтон Банк;1105;Белгородская обл.;2 185 932,00;1 745 442,00;440 490,00;25,24
508;7;Союзпромбанк;2965;Москва и обл.;2 173 555,00;2 080 271,00;93 284,00;4,48
509;18;Венец;524;Ульяновская обл.;2 169 202,00;2 012 117,00;157 085,00;7,81
510;0;Тагилбанк;1635;Свердловская обл.;2 167 060,00;2 108 928,00;58 132,00;2,76
511;0;Долинск;857;Сахалинская обл.;2 138 527,00;2 108 186,00;30 341,00;1,44
512;-4;РН Банк;170;Омская обл.;2 134 437,00;2 129 712,00;4 725,00;0,22
513;-6;Вологжанин;1896;Вологодская обл.;2 132 268,00;2 137 212,00;-4 944,00;-0,23
514;3;Синко-Банк;2838;Москва и обл.;2 127 552,00;2 063 665,00;63 887,00;3,10
515;-33;Росбизнесбанк;1405;Москва и обл.;2 122 769,00;2 353 906,00;-231 137,00;-9,82
516;-13;НБК-Банк;3283;Москва и обл.;2 116 235,00;2 170 992,00;-54 757,00;-2,52
517;-3;Городской Ипотечный Банк;1627;Москва и обл.;2 099 676,00;2 081 747,00;17 929,00;0,86
518;0;Костромаселькомбанк;1115;Костромская обл.;2 089 469,00;2 060 905,00;28 564,00;1,39
519;51;МФБанк;3163;Москва и обл.;2 076 864,00;1 743 519,00;333 345,00;19,12
520;5;Бум-Банк;1137;Кабардино-Балкария;2 064 268,00;2 018 152,00;46 116,00;2,29
521;5;Инвестиционный Союз;637;Москва и обл.;2 055 145,00;2 017 396,00;37 749,00;1,87
522;49;Агророс;2860;Саратовская обл.;2 054 606,00;1 738 499,00;316 107,00;18,18
523;18;Банк ИТБ;3128;Москва и обл.;2 049 987,00;1 920 561,00;129 426,00;6,74
524;6;Финтрастбанк;3104;Москва и обл.;2 047 036,00;2 001 263,00;45 773,00;2,29
525;-74;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;2 043 635,00;2 722 522,00;-678 887,00;-24,94
526;-38;Ноябрьскнефтекомбанк;2274;Тюменская обл.;2 035 409,00;2 306 650,00;-271 241,00;-11,76
527;1;Коммерческий Индо Банк;3446;Москва и обл.;2 034 244,00;2 010 376,00;23 868,00;1,19
528;-9;Банк Экономический Союз;2798;Москва и обл.;2 034 145,00;2 056 584,00;-22 439,00;-1,09
529;-8;Братский АНКБ;1144;Иркутская обл.;2 028 730,00;2 043 215,00;-14 485,00;-0,71
530;-1;Еврокредит;2957;Москва и обл.;2 026 607,00;2 008 254,00;18 353,00;0,91
