Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2014, тыс. рублей;Ноябрь, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
526;-16;Лайтбанк;3177;Москва и обл.;2 353 665,00;2 553 891,00;-200 226,00;-7,84
527;19;Яринтербанк;2564;Ярославская обл.;2 351 182,00;2 107 393,00;243 789,00;11,57
528;23;Кредит Экспресс;3186;Ростовская обл.;2 346 665,00;2 068 941,00;277 724,00;13,42
529;-3;Татагропромбанк;728;Татарстан;2 335 692,00;2 376 283,00;-40 591,00;-1,71
530;34;Коммерческий Банк Развития;3364;Москва и обл.;2 328 179,00;1 889 964,00;438 215,00;23,19
531;0;Йошкар-Ола;2802;Марий Эл;2 319 345,00;2 306 441,00;12 904,00;0,56
532;-4;Вкабанк;1027;Астраханская обл.;2 318 135,00;2 347 697,00;-29 562,00;-1,26
533;-1;Центрально-Европейский Банк;2670;Москва и обл.;2 315 173,00;2 265 684,00;49 489,00;2,18
534;3;ИРС;272;Москва и обл.;2 309 937,00;2 212 300,00;97 637,00;4,41
535;0;Проинвестбанк;784;Пермская обл.;2 238 170,00;2 251 386,00;-13 216,00;-0,59
536;-7;Констанс-Банк;2228;Санкт-Петербург и обл.;2 237 936,00;2 325 122,00;-87 186,00;-3,75
537;-3;Национальный Банк Сбережений;1949;Ивановская обл.;2 228 351,00;2 252 654,00;-24 303,00;-1,08
538;-2;Владбизнесбанк;903;Владимирская обл.;2 220 195,00;2 239 941,00;-19 746,00;-0,88
539;3;Спиритбанк;2053;Тульская обл.;2 215 911,00;2 168 519,00;47 392,00;2,19
540;9;Приско Капитал Банк;2537;Москва и обл.;2 205 928,00;2 098 325,00;107 603,00;5,13
541;2;Викинг;2;Санкт-Петербург и обл.;2 193 275,00;2 155 047,00;38 228,00;1,77
542;-4;Риал-Кредит;3393;Москва и обл.;2 191 128,00;2 202 982,00;-11 854,00;-0,54
543;-24;Крона-Банк;2499;Иркутская обл.;2 178 114,00;2 414 144,00;-236 030,00;-9,78
544;-27;Система;2846;Москва и обл.;2 160 010,00;2 441 678,00;-281 668,00;-11,54
545;-6;Бум-Банк;1137;Кабардино-Балкария;2 154 010,00;2 179 143,00;-25 133,00;-1,15
546;-6;Россита-Банк;3257;Москва и обл.;2 151 036,00;2 174 757,00;-23 721,00;-1,09
547;-6;Первый Инвестиционный Банк;604;Москва и обл.;2 143 423,00;2 169 218,00;-25 795,00;-1,19
548;31;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 131 563,00;1 729 475,00;402 088,00;23,25
549;-2;Банк Пермь;875;Пермская обл.;2 113 997,00;2 104 388,00;9 609,00;0,46
550;5;Унифондбанк;3416;Москва и обл.;2 107 479,00;2 032 338,00;75 141,00;3,70
551;-3;ЮMoney;3510;Россия;2 103 845,00;2 103 845,00;0,00;0
552;1;Новация;840;Адыгея;2 090 659,00;2 063 808,00;26 851,00;1,30
553;1;Банк Реалист;2646;Москва и обл.;2 079 176,00;2 047 105,00;32 071,00;1,57
554;-9;БСТ-Банк;2883;Кемеровская обл.;2 069 236,00;2 119 383,00;-50 147,00;-2,37
555;-3;Финтрастбанк;3104;Москва и обл.;2 040 663,00;2 067 182,00;-26 519,00;-1,28
556;2;Канский;860;Красноярский край;2 023 869,00;2 006 873,00;16 996,00;0,85
557;5;Региональный Коммерческий Банк;836;Ульяновская обл.;2 015 485,00;1 896 860,00;118 625,00;6,25
558;1;Акцент;696;Оренбургская обл.;1 977 122,00;1 998 353,00;-21 231,00;-1,06
559;2;Международный Строительный Банк;3484;Москва и обл.;1 963 269,00;1 912 115,00;51 154,00;2,68
560;3;ИК Банк;1732;Татарстан;1 930 506,00;1 893 752,00;36 754,00;1,94
561;7;Банк Глобус;2438;Москва и обл.;1 916 974,00;1 871 192,00;45 782,00;2,45
562;3;Бумеранг;1002;Вологодская обл.;1 909 802,00;1 884 174,00;25 628,00;1,36
563;3;Нальчик;695;Кабардино-Балкария;1 909 001,00;1 873 439,00;35 562,00;1,90
564;-4;КОР;2148;Волгоградская обл.;1 897 442,00;1 976 984,00;-79 542,00;-4,02
565;6;Новый Символ;370;Москва и обл.;1 885 169,00;1 817 241,00;67 928,00;3,74
566;26;Смартбанк;3408;Москва и обл.;1 876 627,00;1 616 124,00;260 503,00;16,12
567;2;Старооскольский Агропромбанк;1050;Белгородская обл.;1 873 622,00;1 844 811,00;28 811,00;1,56
568;10;К2 Банк;2851;Карачаево-Черкесия;1 867 880,00;1 739 317,00;128 563,00;7,39
569;1;Икано Банк;3519;Центр;1 864 916,00;1 830 421,00;34 495,00;1,88
570;76;РФИ Банк;3351;Москва и обл.;1 856 374,00;1 247 551,00;608 823,00;48,80
571;12;Еврокапитал-Альянс;3459;Ярославская обл.;1 849 856,00;1 704 236,00;145 620,00;8,54
572;1;Холмск;503;Сахалинская обл.;1 839 441,00;1 811 461,00;27 980,00;1,54
573;2;Метрополь;1639;Москва и обл.;1 838 141,00;1 785 401,00;52 740,00;2,95
574;-30;Земкомбанк;574;Ростовская обл.;1 832 151,00;2 129 086,00;-296 935,00;-13,95
575;2;Социум-Банк;2881;Москва и обл.;1 818 629,00;1 754 827,00;63 802,00;3,64
576;14;Максима;3379;Москва и обл.;1 770 513,00;1 629 096,00;141 417,00;8,68
577;-10;Московский Вексельный Банк;2697;Москва и обл.;1 747 568,00;1 872 848,00;-125 280,00;-6,69
578;-6;Екатерининский;2167;Москва и обл.;1 739 779,00;1 814 865,00;-75 086,00;-4,14
579;16;Капиталбанк;2547;Ростовская обл.;1 734 517,00;1 605 170,00;129 347,00;8,06
580;1;Златкомбанк;568;Москва и обл.;1 708 512,00;1 721 725,00;-13 213,00;-0,77
581;-1;Современные Стандарты Бизнеса;3397;Москва и обл.;1 704 463,00;1 726 684,00;-22 221,00;-1,29
582;3;Дом-Банк;3209;Москва и обл.;1 701 018,00;1 679 323,00;21 695,00;1,29
583;4;Тагилбанк;1635;Свердловская обл.;1 701 017,00;1 661 365,00;39 652,00;2,39
584;14;Уралфинанс;1370;Свердловская обл.;1 673 764,00;1 577 294,00;96 470,00;6,12
585;46;Сталь Банк;2248;Москва и обл.;1 672 082,00;1 353 985,00;318 097,00;23,49
586;-2;Америкэн Экспресс Банк;3460;Москва и обл.;1 663 334,00;1 683 402,00;-20 068,00;-1,19
587;35;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 659 512,00;1 452 802,00;206 710,00;14,23
588;3;Инкаробанк;2696;Москва и обл.;1 646 741,00;1 620 970,00;25 771,00;1,59
589;4;Плато-Банк;2071;Свердловская обл.;1 636 345,00;1 615 630,00;20 715,00;1,28
590;11;Алданзолотобанк;854;Саха (Якутия);1 633 263,00;1 568 324,00;64 939,00;4,14
591;19;Пульс Столицы;3002;Москва и обл.;1 632 605,00;1 513 717,00;118 888,00;7,85
592;48;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 625 052,00;1 303 923,00;321 129,00;24,63
593;16;Банк Премьер Кредит;1663;Москва и обл.;1 609 730,00;1 522 363,00;87 367,00;5,74
594;9;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 606 698,00;1 565 483,00;41 215,00;2,63
595;-21;Вэлтон Банк;1105;Белгородская обл.;1 598 427,00;1 807 211,00;-208 784,00;-11,55
596;47;Агроинкомбанк;1946;Астраханская обл.;1 597 129,00;1 268 134,00;328 995,00;25,94
597;-21;Михайловский ПЖСБ;2961;Волгоградская обл.;1 591 189,00;1 784 153,00;-192 964,00;-10,82
598;100;Аделантбанк;1835;Москва и обл.;1 577 441,00;909 550,00;667 891,00;73,43
599;6;ИпоТек Банк;2794;Москва и обл.;1 576 624,00;1 545 904,00;30 720,00;1,99
600;-4;Мосводоканалбанк;2863;Москва и обл.;1 576 342,00;1 585 223,00;-8 881,00;-0,56
601;28;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 573 104,00;1 369 813,00;203 291,00;14,84
602;-13;Интеркапитал-Банк;2706;Мордовия;1 566 849,00;1 654 030,00;-87 181,00;-5,27
603;5;Соколовский;2830;Москва и обл.;1 564 547,00;1 524 328,00;40 219,00;2,64
604;7;Саратов;330;Саратовская обл.;1 540 114,00;1 513 308,00;26 806,00;1,77
605;32;Джаст Банк;3503;Москва и обл.;1 539 932,00;1 315 025,00;224 907,00;17,10
606;0;Объединенный Банк Республики;1016;Чувашия;1 536 652,00;1 544 932,00;-8 280,00;-0,54
607;6;Новый Кредитный Союз;3139;Москва и обл.;1 533 852,00;1 499 317,00;34 535,00;2,30
608;-1;ГринКомБанк;1184;Иркутская обл.;1 532 641,00;1 525 078,00;7 563,00;0,50
609;-21;Геленджик-Банк;790;Краснодарский край;1 530 890,00;1 655 358,00;-124 468,00;-7,52
610;6;Банк ВВБ;1093;Ярославская обл.;1 526 817,00;1 480 447,00;46 370,00;3,13
611;-25;Банк МБФИ;2073;Москва и обл.;1 526 488,00;1 675 052,00;-148 564,00;-8,87
612;-12;Траст Капитал Банк;2741;Москва и обл.;1 521 259,00;1 570 744,00;-49 485,00;-3,15
613;-9;Приобье;537;Ханты-Мансийский АО — Югра;1 516 860,00;1 554 835,00;-37 975,00;-2,44
614;3;Жилкредит;1736;Москва и обл.;1 503 587,00;1 474 940,00;28 647,00;1,94
615;3;Майкопбанк;1136;Адыгея;1 492 698,00;1 473 338,00;19 360,00;1,31
616;-14;Далена Банк;1948;Москва и обл.;1 491 966,00;1 565 718,00;-73 752,00;-4,71
617;4;Арзамас;1281;Нижегородская обл.;1 491 654,00;1 455 666,00;35 988,00;2,47
618;-21;Бизнес для Бизнеса;1060;Чувашия;1 463 762,00;1 578 153,00;-114 391,00;-7,25
619;9;Ростфинанс;481;Ростовская обл.;1 460 706,00;1 375 255,00;85 451,00;6,21
620;14;Строительно-Коммерческий Банк;3050;Санкт-Петербург и обл.;1 454 851,00;1 336 350,00;118 501,00;8,87
621;-6;Калуга;1151;Калужская обл.;1 453 101,00;1 491 187,00;-38 086,00;-2,55
622;14;Синергия;2884;Саратовская обл.;1 444 691,00;1 329 151,00;115 540,00;8,69
623;3;Спутник;1071;Оренбургская обл.;1 442 512,00;1 385 558,00;56 954,00;4,11
624;-12;Кредитинвест;1197;Дагестан;1 437 087,00;1 504 713,00;-67 626,00;-4,49
625;5;Примтеркомбанк;21;Приморский край;1 435 075,00;1 365 965,00;69 110,00;5,06
626;-3;Великие Луки Банк;598;Псковская обл.;1 434 748,00;1 433 697,00;1 051,00;0,07
627;-2;Кетовский Коммерческий Банк;842;Курганская обл.;1 416 991,00;1 409 890,00;7 101,00;0,50
628;-4;Почтобанк;1788;Пермская обл.;1 405 174,00;1 423 707,00;-18 533,00;-1,30
629;10;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 405 056,00;1 310 856,00;94 200,00;7,19
630;-36;Металлург;2877;Москва и обл.;1 392 966,00;1 605 494,00;-212 528,00;-13,24
631;7;Вологдабанк;992;Вологодская обл.;1 387 508,00;1 314 692,00;72 816,00;5,54
632;13;Саммит Банк;85;Приморский край;1 379 751,00;1 258 431,00;121 320,00;9,64
633;0;ЮМК Банк;3495;Краснодарский край;1 378 816,00;1 344 117,00;34 699,00;2,58
634;-7;Тайм Банк;3120;Москва и обл.;1 375 231,00;1 380 634,00;-5 403,00;-0,39
635;-3;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 370 364,00;1 348 128,00;22 236,00;1,65
636;-16;Руна-Банк;3207;Москва и обл.;1 361 625,00;1 460 224,00;-98 599,00;-6,75
637;-18;Кредпромбанк;1165;Ярославская обл.;1 353 880,00;1 460 724,00;-106 844,00;-7,31
638;13;Академический Русский Банк;622;Москва и обл.;1 336 583,00;1 207 120,00;129 463,00;10,72
639;21;Объединенный Национальный Банк;2074;Нижегородская обл.;1 325 914,00;1 122 470,00;203 444,00;18,12
640;1;Кемсоцинбанк;96;Кемеровская обл.;1 312 041,00;1 294 644,00;17 397,00;1,34
641;18;Азимут;3154;Москва и обл.;1 307 504,00;1 127 035,00;180 469,00;16,01
642;19;Содружество;2923;Москва и обл.;1 300 372,00;1 117 059,00;183 313,00;16,41
643;-44;Фреско Банк;1415;Москва и обл.;1 298 242,00;1 572 661,00;-274 419,00;-17,45
644;-2;Мострансбанк;2258;Москва и обл.;1 296 037,00;1 292 961,00;3 076,00;0,24
645;-10;Булгар Банк;1917;Татарстан;1 282 801,00;1 333 245,00;-50 444,00;-3,78
646;9;Смолевич;1121;Смоленская обл.;1 268 805,00;1 156 421,00;112 384,00;9,72
647;52;Межрегионбанк;1059;Москва и обл.;1 262 676,00;907 212,00;355 464,00;39,18
648;5;Химик;1114;Нижегородская обл.;1 262 026,00;1 203 296,00;58 730,00;4,88
649;1;Сельмашбанк;106;Ростовская обл.;1 260 334,00;1 210 693,00;49 641,00;4,10
650;-36;Единственный;3187;Москва и обл.;1 251 007,00;1 498 009,00;-247 002,00;-16,49
651;-4;Озон Банк;3516;Москва и обл.;1 243 632,00;1 233 713,00;9 919,00;0,80
652;-8;Нерюнгрибанк;825;Саха (Якутия);1 242 742,00;1 258 523,00;-15 781,00;-1,25
653;-4;Первый Дортрансбанк;3271;Кировская обл.;1 238 599,00;1 216 099,00;22 500,00;1,85
654;-6;Взаимодействие;1704;Новосибирская обл.;1 233 914,00;1 230 835,00;3 079,00;0,25
655;9;Миръ;3089;Москва и обл.;1 222 222,00;1 106 777,00;115 445,00;10,43
656;13;1Банк;2896;Северная Осетия — Алания;1 200 995,00;1 080 127,00;120 868,00;11,19
657;-5;Ноосфера;2650;Республика Алтай;1 181 675,00;1 205 541,00;-23 866,00;-1,98
658;4;Яндекс Банк;3027;Москва и обл.;1 181 281,00;1 114 758,00;66 523,00;5,97
659;-5;Эльбин;2267;Дагестан;1 174 681,00;1 180 800,00;-6 119,00;-0,52
660;14;Финарс Банк;2938;Москва и обл.;1 162 031,00;1 041 762,00;120 269,00;11,54
661;-4;Новый Промышленный Банк;930;Москва и обл.;1 133 952,00;1 136 537,00;-2 585,00;-0,23
662;4;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 130 722,00;1 098 312,00;32 410,00;2,95
663;8;Республиканский Кредитный Альянс;3017;Москва и обл.;1 126 965,00;1 070 988,00;55 977,00;5,23
664;-6;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 124 678,00;1 129 986,00;-5 308,00;-0,47
665;0;Дон-Тексбанк;1818;Ростовская обл.;1 116 347,00;1 106 531,00;9 816,00;0,89
666;9;Сервис Резерв;2034;Москва и обл.;1 106 055,00;1 036 522,00;69 533,00;6,71
667;20;РУБанк;2813;Москва и обл.;1 087 507,00;962 630,00;124 877,00;12,97
668;-1;ЕАТП Банк;1765;Астраханская обл.;1 080 466,00;1 084 159,00;-3 693,00;-0,34
669;1;Онего;2484;Карелия;1 071 389,00;1 080 127,00;-8 738,00;-0,81
670;2;Регионфинансбанк;3357;Москва и обл.;1 061 099,00;1 058 213,00;2 886,00;0,27
671;14;Камский Горизонт;2554;Татарстан;1 052 499,00;967 791,00;84 708,00;8,75
672;4;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 039 482,00;1 027 645,00;11 837,00;1,15
673;7;Тальменка-Банк;826;Алтайский край;1 026 473,00;1 017 863,00;8 610,00;0,85
674;12;Турбобанк;3203;Санкт-Петербург и обл.;1 013 947,00;965 215,00;48 732,00;5,05
675;7;Байкалкредобанк;2990;Иркутская обл.;1 007 784,00;998 642,00;9 142,00;0,92
676;17;Расчетный Дом;3350;Москва и обл.;1 005 760,00;934 075,00;71 685,00;7,67
677;-4;Уралприватбанк;153;Свердловская обл.;1 004 366,00;1 047 502,00;-43 136,00;-4,12
678;-22;Банк РМП;2574;Москва и обл.;1 000 098,00;1 136 798,00;-136 700,00;-12,03
679;-2;Тетраполис;1586;Санкт-Петербург и обл.;996 734,00;1 026 241,00;-29 507,00;-2,88
680;9;Тандем;1951;Москва и обл.;994 578,00;948 502,00;46 076,00;4,86
681;14;Соверен Банк;3206;Москва и обл.;988 379,00;922 023,00;66 356,00;7,20
682;1;Новый Век;3417;Москва и обл.;980 700,00;976 932,00;3 768,00;0,39
683;9;Жилстройбанк;2769;Москва и обл.;967 646,00;934 407,00;33 239,00;3,56
684;26;Южный Региональный Банк;3015;Ростовская обл.;955 087,00;815 638,00;139 449,00;17,10
685;5;Курган;2568;Курганская обл.;950 664,00;942 253,00;8 411,00;0,89
686;-8;Вятич;2796;Рязанская обл.;948 529,00;1 025 816,00;-77 287,00;-7,53
687;4;Элекснет;3314;Москва и обл.;941 005,00;941 005,00;0,00;0
688;24;Спецстройбанк;236;Москва и обл.;937 255,00;792 974,00;144 281,00;18,19
689;-10;Си Ди Би Банк;3339;Краснодарский край;932 587,00;1 023 453,00;-90 866,00;-8,88
690;-2;Интеркоопбанк;2803;Москва и обл.;925 331,00;949 542,00;-24 211,00;-2,55
691;-7;Тендер-Банк;2252;Москва и обл.;924 660,00;973 023,00;-48 363,00;-4,97
692;9;Ипозембанк;3026;Самарская обл.;907 605,00;898 288,00;9 317,00;1,04
693;7;Акция;927;Ивановская обл.;901 679,00;899 168,00;2 511,00;0,28
694;3;СМБ-Банк;3504;Санкт-Петербург и обл.;893 439,00;916 852,00;-23 413,00;-2,55
695;13;Прокоммерцбанк;2996;Москва и обл.;889 326,00;836 423,00;52 903,00;6,32
696;27;НСТ-Банк;1738;Оренбургская обл.;879 704,00;746 322,00;133 382,00;17,87
697;-29;Агора;3231;Москва и обл.;868 483,00;1 080 458,00;-211 975,00;-19,62
698;5;Вакобанк;1291;Псковская обл.;868 103,00;860 751,00;7 352,00;0,85
699;6;Тексбанк;2756;Карачаево-Черкесия;867 674,00;852 678,00;14 996,00;1,76
700;13;Космос;2245;Москва и обл.;862 638,00;791 204,00;71 434,00;9,03
701;-7;Флора-Москва;533;Москва и обл.;850 611,00;925 425,00;-74 814,00;-8,08
702;-6;Инвест-Экобанк;1956;Санкт-Петербург и обл.;844 460,00;919 948,00;-75 488,00;-8,21
703;29;Русский Банк Сбережений;779;Ставропольский край;839 315,00;707 873,00;131 442,00;18,57
704;23;Динамичные Системы;3439;Москва и обл.;830 588,00;740 799,00;89 789,00;12,12
705;11;МТИ Банк;1052;Москва и обл.;829 294,00;773 598,00;55 696,00;7,20
706;1;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;825 595,00;844 066,00;-18 471,00;-2,19
707;-1;Вайлдберриз Банк;841;Адыгея;819 743,00;847 649,00;-27 906,00;-3,29
708;1;Ресурс-Траст;3122;Москва и обл.;815 692,00;824 511,00;-8 819,00;-1,07
709;-5;Классик Эконом Банк;3298;Северная Осетия — Алания;815 027,00;855 947,00;-40 920,00;-4,78
710;-47;ПК-Банк;2652;Нижегородская обл.;812 722,00;1 110 544,00;-297 822,00;-26,82
711;0;Прохладный;874;Кабардино-Балкария;810 059,00;798 158,00;11 901,00;1,49
712;2;Центрально-Азиатский;3037;Хакасия;809 154,00;789 516,00;19 638,00;2,49
713;4;Москва;1661;Москва и обл.;806 659,00;767 417,00;39 242,00;5,11
714;8;Невастройинвест;1926;Санкт-Петербург и обл.;791 689,00;746 509,00;45 180,00;6,05
715;5;Майский;1673;Кабардино-Балкария;785 349,00;754 993,00;30 356,00;4,02
716;14;ГРиС-Банк;1928;Ставропольский край;765 232,00;721 972,00;43 260,00;5,99
717;1;Мико-Банк;3195;Москва и обл.;756 825,00;765 990,00;-9 165,00;-1,20
718;11;Славянбанк;804;Новгородская обл.;755 916,00;737 797,00;18 119,00;2,46
719;2;ПэйПал Ру;3517;Москва и обл.;753 741,00;753 741,00;0,00;0
720;-5;Русский Финансовый Альянс;2035;Москва и обл.;747 186,00;780 783,00;-33 597,00;-4,30
721;3;Анелик РУ;3443;Москва и обл.;744 174,00;746 220,00;-2 046,00;-0,27
722;44;Внешфинбанк;3173;Краснодарский край;740 434,00;465 790,00;274 644,00;58,96
723;3;Международный Расчетный Банк;3028;Москва и обл.;738 762,00;742 698,00;-3 936,00;-0,53
724;11;Народный Инвестиционный Банк;2876;Самарская обл.;737 740,00;694 146,00;43 594,00;6,28
725;-6;Лидер;3304;Москва и обл.;723 401,00;764 071,00;-40 670,00;-5,32
726;10;Первоуральскбанк;965;Свердловская обл.;721 278,00;689 104,00;32 174,00;4,67
727;4;Кузбассхимбанк;2868;Кемеровская обл.;702 089,00;713 104,00;-11 015,00;-1,54
728;6;Региональный Корпоративный Банк;1134;Москва и обл.;688 914,00;694 778,00;-5 864,00;-0,84
729;-4;Арсенал;3000;Москва и обл.;683 451,00;746 043,00;-62 592,00;-8,39
730;17;Далта-Банк;142;Приморский край;679 172,00;597 341,00;81 831,00;13,70
731;9;Банк РСИ;3415;Москва и обл.;656 344,00;658 231,00;-1 887,00;-0,29
732;1;Бузулукбанк;1282;Оренбургская обл.;650 322,00;705 838,00;-55 516,00;-7,87
733;6;Балаково-Банк;444;Саратовская обл.;649 316,00;665 609,00;-16 293,00;-2,45
734;8;Гефест;1046;Тверская обл.;638 829,00;643 914,00;-5 085,00;-0,79
735;6;РусьРегионБанк;685;Москва и обл.;635 688,00;644 778,00;-9 090,00;-1,41
736;8;ФинТех;3499;Москва и обл.;624 752,00;616 717,00;8 035,00;1,30
737;25;Энтузиастбанк;3048;Москва и обл.;622 696,00;475 971,00;146 725,00;30,83
738;12;АББ;2937;Москва и обл.;621 712,00;589 016,00;32 696,00;5,55
739;10;Холдинвестбанк;2837;Москва и обл.;613 227,00;591 973,00;21 254,00;3,59
740;3;Народный Земельно-Промышленный Банк;2873;Алтайский край;607 952,00;624 984,00;-17 032,00;-2,73
741;10;АлтайБизнес-Банк;2388;Алтайский край;599 985,00;579 695,00;20 290,00;3,50
742;-14;АвтоКредитБанк;1973;Татарстан;590 933,00;738 347,00;-147 414,00;-19,97
743;-6;Вестинтербанк;3398;Москва и обл.;571 759,00;680 381,00;-108 622,00;-15,96
744;35;ТЭСТ;3440;Москва и обл.;562 430,00;388 127,00;174 303,00;44,91
745;8;Межрегиональный Банк Реконструкции;2620;Москва и обл.;551 533,00;540 422,00;11 111,00;2,06
746;-1;Геобанк;2027;Москва и обл.;551 463,00;616 669,00;-65 206,00;-10,57
747;-9;Нарат;1902;Саратовская обл.;540 419,00;674 937,00;-134 518,00;-19,93
748;21;Стар Альянс;3433;Москва и обл.;529 707,00;452 026,00;77 681,00;17,19
749;-3;Старый Кремль;2657;Москва и обл.;528 436,00;599 458,00;-71 022,00;-11,85
750;-2;Континенталь;3184;Ставропольский край;522 399,00;593 124,00;-70 725,00;-11,92
751;7;Максимум;466;Ростовская обл.;514 390,00;505 191,00;9 199,00;1,82
752;3;Дружба;990;Тюменская обл.;513 582,00;532 195,00;-18 613,00;-3,50
753;28;Олма-Банк;3250;Москва и обл.;511 834,00;379 147,00;132 687,00;35,00
754;5;Башпромбанк;1006;Башкортостан;505 324,00;498 982,00;6 342,00;1,27
755;6;Рента-Банк;3095;Москва и обл.;502 448,00;492 652,00;9 796,00;1,99
756;16;Банк Берейт;3505;Санкт-Петербург и обл.;488 736,00;442 252,00;46 484,00;10,51
757;8;Новокиб;1747;Кемеровская обл.;479 531,00;467 225,00;12 306,00;2,63
758;5;Логос;3233;Москва и обл.;478 307,00;470 851,00;7 456,00;1,58
759;19;ИР-Кредит;1724;Москва и обл.;462 821,00;389 984,00;72 837,00;18,68
760;7;МВС Банк;2407;Дагестан;456 899,00;465 266,00;-8 367,00;-1,80
761;7;Азия Банк;3183;Москва и обл.;456 593,00;455 035,00;1 558,00;0,34
762;9;Эко-Инвест;3116;Москва и обл.;450 204,00;446 394,00;3 810,00;0,85
763;-11;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;445 829,00;540 697,00;-94 868,00;-17,55
764;-8;РИТЦ Банк;2677;Москва и обл.;442 442,00;527 882,00;-85 440,00;-16,19
765;5;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;442 056,00;448 384,00;-6 328,00;-1,41
766;-6;Финчер;3486;Москва и обл.;435 110,00;495 386,00;-60 276,00;-12,17
767;13;Альтернатива;3452;Москва и обл.;413 968,00;382 950,00;31 018,00;8,10
768;7;Промсвязьинвест;2761;Дагестан;411 617,00;426 582,00;-14 965,00;-3,51
769;17;Алжан;2491;Дагестан;409 755,00;359 348,00;50 407,00;14,03
770;3;Приполярком;507;Тюменская обл.;408 836,00;430 901,00;-22 065,00;-5,12
771;18;НКБ;2942;Калмыкия;404 480,00;346 751,00;57 729,00;16,65
772;-8;Далетбанк;3049;Москва и обл.;404 122,00;468 718,00;-64 596,00;-13,78
773;3;Европейский Стандарт;3200;Кабардино-Балкария;394 665,00;412 901,00;-18 236,00;-4,42
774;3;Информпрогресс;2166;Москва и обл.;392 561,00;404 980,00;-12 419,00;-3,07
775;8;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;379 726,00;375 024,00;4 702,00;1,25
776;-2;Телекоммерц Банк;3380;Тульская обл.;378 828,00;426 762,00;-47 934,00;-11,23
777;8;Адам Интернэшнл;2232;Дагестан;376 103,00;366 656,00;9 447,00;2,58
778;4;Лада-Кредит;2668;Москва и обл.;368 953,00;376 235,00;-7 282,00;-1,94
779;5;Кредо Финанс;793;Дагестан;367 819,00;372 527,00;-4 708,00;-1,26
780;7;Таганрогбанк;3136;Ростовская обл.;356 145,00;355 830,00;315,00;0,09
781;10;Народный Банк Тувы;1309;Тыва;348 543,00;340 665,00;7 878,00;2,31
782;6;Сетевая Расчетная Палата;3332;Татарстан;348 129,00;352 157,00;-4 028,00;-1,14
783;18;Еврокапитал-Альянс;2672;Дагестан;346 828,00;275 882,00;70 946,00;25,72
784;6;Лэнд Кредит;1478;Москва и обл.;342 013,00;341 668,00;345,00;0,10
785;11;Терра;3476;Москва и обл.;332 738,00;319 300,00;13 438,00;4,21
786;8;Банк Фридом Финанс;1143;Сахалинская обл.;329 322,00;329 130,00;192,00;0,06
787;5;Дорис Банк;1679;Москва и обл.;324 010,00;339 355,00;-15 345,00;-4,52
788;7;Северстройбанк;3507;Вологодская обл.;318 160,00;321 441,00;-3 281,00;-1,02
789;9;Регнум;3373;Москва и обл.;306 379,00;298 506,00;7 873,00;2,64
790;10;Конгресс-Банк;2330;Москва и обл.;302 591,00;290 419,00;12 172,00;4,19
791;8;Электронный платежный сервис;3509;Москва и обл.;293 892,00;293 892,00;0,00;0
792;16;Русское Финансовое Общество;3427;Москва и обл.;281 509,00;242 460,00;39 049,00;16,11
793;0;Платежи и Расчеты;3324;Самарская обл.;278 760,00;335 224,00;-56 464,00;-16,84
794;8;Идеалбанк;3491;Москва и обл.;265 242,00;262 352,00;2 890,00;1,10
796;8;Дельта Кей;3513;Москва и обл.;259 050,00;259 050,00;0,00;0
797;8;Континент Финанс;149;Калужская обл.;258 662,00;258 709,00;-47,00;-0,02
798;11;Тайдон;2085;Кемеровская обл.;240 835,00;239 524,00;1 311,00;0,55
799;13;Майма;1037;Республика Алтай;238 977,00;218 095,00;20 882,00;9,57
800;6;Эно;1988;Краснодарский край;236 595,00;246 112,00;-9 517,00;-3,87
801;9;Рунэтбанк;2829;Москва и обл.;232 844,00;234 427,00;-1 583,00;-0,68
802;5;Сургутский Центральный Коммерческий Банк;684;Ханты-Мансийский АО — Югра;228 683,00;244 891,00;-16 208,00;-6,62
803;8;РИБ;2749;Москва и обл.;194 628,00;221 471,00;-26 843,00;-12,12
804;9;Красноярский Краевой Расчетный Центр;3483;Красноярский край;184 976,00;156 784,00;28 192,00;17,98
805;11;Монета.ру;3508;Марий Эл;144 453,00;123 662,00;20 791,00;16,81
806;13;Фидбэк;3502;Москва и обл.;141 957,00;120 290,00;21 667,00;18,01
