Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2017, тыс. рублей;Июль, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-7;Ю Би Эс Банк;3463;Москва и обл.;6 608 930,00;6 904 261,00;-295 331,00;-4,28
261;19;Зираат Банк;2559;Москва и обл.;6 599 946,00;5 337 373,00;1 262 573,00;23,66
262;4;Конфидэнс Банк;970;Костромская обл.;6 529 640,00;6 423 882,00;105 758,00;1,65
263;-4;Союзный;3236;Москва и обл.;6 505 519,00;6 799 017,00;-293 498,00;-4,32
264;-4;Банк БКФ;2684;Москва и обл.;6 420 095,00;6 757 872,00;-337 777,00;-5,00
265;4;Автоградбанк;1455;Татарстан;6 161 507,00;6 060 704,00;100 803,00;1,66
266;4;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 990 614,00;6 027 633,00;-37 019,00;-0,61
267;-2;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 917 594,00;6 512 025,00;-594 431,00;-9,13
268;3;Сибсоцбанк;2015;Алтайский край;5 885 182,00;6 003 955,00;-118 773,00;-1,98
269;4;Енисейский Объединенный Банк;2645;Красноярский край;5 882 326,00;5 979 287,00;-96 961,00;-1,62
270;4;Земский Банк;2900;Самарская обл.;5 874 347,00;5 789 417,00;84 930,00;1,47
271;-4;НБК-Банк;3283;Москва и обл.;5 739 366,00;6 410 518,00;-671 152,00;-10,47
272;3;Кубаньторгбанк;478;Краснодарский край;5 730 915,00;5 734 089,00;-3 174,00;-0,06
273;4;Агророс;2860;Саратовская обл.;5 633 424,00;5 620 689,00;12 735,00;0,23
274;2;Уссури;596;Хабаровский край;5 591 530,00;5 684 697,00;-93 167,00;-1,64
275;8;ЮMoney;3510;Россия;5 507 723,00;5 211 429,00;296 294,00;5,69
276;2;Славянский Кредит;2960;Москва и обл.;5 489 449,00;5 559 108,00;-69 659,00;-1,25
277;2;Камский Коммерческий Банк;438;Татарстан;5 479 181,00;5 362 650,00;116 531,00;2,17
278;3;Севастопольский Морской Банк;3528;Севастополь;5 420 626,00;5 335 889,00;84 737,00;1,59
279;-15;Итуруп;2390;Сахалинская обл.;5 343 404,00;6 521 198,00;-1 177 794,00;-18,06
280;7;Банк ПСА Финанс Рус;3481;Москва и обл.;5 255 162,00;5 051 237,00;203 925,00;4,04
281;5;Ростфинанс;481;Ростовская обл.;5 247 065,00;5 084 630,00;162 435,00;3,19
282;2;Кузнецкий;609;Пензенская обл.;5 243 003,00;5 174 098,00;68 905,00;1,33
283;5;Венец;524;Ульяновская обл.;5 200 533,00;4 975 453,00;225 080,00;4,52
284;5;Нэклис-Банк;1671;Москва и обл.;5 132 804,00;4 949 222,00;183 582,00;3,71
285;9;Зенит Сочи;232;Краснодарский край;5 075 217,00;4 774 976,00;300 241,00;6,29
286;-1;Гута-Банк;256;Москва и обл.;5 065 938,00;5 153 216,00;-87 278,00;-1,69
287;-5;Витабанк;356;Санкт-Петербург и обл.;5 031 442,00;5 321 362,00;-289 920,00;-5,45
288;13;Русский Национальный Банк;469;Ростовская обл.;4 961 717,00;4 607 200,00;354 517,00;7,69
289;18;Чайнасельхозбанк;3529;Москва и обл.;4 826 799,00;4 431 204,00;395 595,00;8,93
290;12;Голдман Сакс Банк;3490;Москва и обл.;4 737 389,00;4 600 936,00;136 453,00;2,97
291;-1;Юнистрим;3467;Москва и обл.;4 710 999,00;4 839 739,00;-128 740,00;-2,66
292;7;Московский Коммерческий Банк;3172;Москва и обл.;4 708 636,00;4 641 817,00;66 819,00;1,44
293;18;Черноморский банк развития и реконструкции;3527;Симферополь;4 568 320,00;4 328 264,00;240 056,00;5,55
294;10;Платина;2347;Москва и обл.;4 550 644,00;4 558 078,00;-7 434,00;-0,16
295;3;Финансово-Промышленный Капитал;3295;Москва и обл.;4 548 306,00;4 642 397,00;-94 091,00;-2,03
296;1;Евразийский Банк;969;Москва и обл.;4 484 703,00;4 674 365,00;-189 662,00;-4,06
297;6;Горбанк;2982;Санкт-Петербург и обл.;4 477 580,00;4 591 329,00;-113 749,00;-2,48
298;-5;Объединенный Резервный Банк;937;Москва и обл.;4 476 102,00;4 775 046,00;-298 944,00;-6,26
299;9;Мастер-Капитал;3011;Москва и обл.;4 467 887,00;4 397 394,00;70 493,00;1,60
300;0;Банк Инноваций и Развития;2647;Москва и обл.;4 463 772,00;4 627 159,00;-163 387,00;-3,53
301;-6;Банк Кремлевский;2905;Москва и обл.;4 456 766,00;4 768 046,00;-311 280,00;-6,53
302;8;Стройлесбанк;2995;Тюменская обл.;4 441 702,00;4 347 490,00;94 212,00;2,17
303;6;Роял Кредит Банк;783;Приморский край;4 428 921,00;4 368 057,00;60 864,00;1,39
304;9;Вологжанин;1896;Вологодская обл.;4 391 574,00;4 231 321,00;160 253,00;3,79
305;1;Руссобанк;2313;Москва и обл.;4 329 691,00;4 458 898,00;-129 207,00;-2,90
306;9;МФБанк;3163;Москва и обл.;4 320 073,00;4 216 324,00;103 749,00;2,46
307;-11;Бест Эффортс Банк;435;Москва и обл.;4 295 451,00;4 739 709,00;-444 258,00;-9,37
308;11;Донкомбанк;492;Ростовская обл.;4 225 713,00;4 034 441,00;191 272,00;4,74
309;3;Экси-Банк;2530;Санкт-Петербург и обл.;4 205 056,00;4 287 295,00;-82 239,00;-1,92
310;8;Межрегиональный промышленно-строительный банк;752;Мордовия;4 136 030,00;4 096 010,00;40 020,00;0,98
311;10;УМ-Банк;1441;Москва и обл.;4 115 718,00;3 922 190,00;193 528,00;4,93
312;2;Аксонбанк;680;Костромская обл.;4 102 039,00;4 219 670,00;-117 631,00;-2,79
313;4;Синко-Банк;2838;Москва и обл.;4 099 176,00;4 211 412,00;-112 236,00;-2,67
314;2;Банкхаус Эрбе;1717;Москва и обл.;4 079 400,00;4 212 504,00;-133 104,00;-3,16
315;7;Долинск;857;Сахалинская обл.;4 068 728,00;3 908 181,00;160 547,00;4,11
316;-11;Банк Торгового Финансирования;1982;Москва и обл.;4 068 096,00;4 556 692,00;-488 596,00;-10,72
317;3;ВостСибтранскомбанк;2731;Иркутская обл.;4 054 646,00;3 979 061,00;75 585,00;1,90
318;-26;Москва-Сити;3247;Москва и обл.;4 041 895,00;4 798 795,00;-756 900,00;-15,77
319;-28;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;3 972 815,00;4 839 660,00;-866 845,00;-17,91
320;30;Межбанковский Кредитный Союз;3242;Москва и обл.;3 963 741,00;3 055 691,00;908 050,00;29,72
321;2;Мегаполис;3265;Чувашия;3 884 864,00;3 907 979,00;-23 115,00;-0,59
322;5;Братский АНКБ;1144;Иркутская обл.;3 859 034,00;3 755 647,00;103 387,00;2,75
323;1;Радиотехбанк;1166;Нижегородская обл.;3 808 692,00;3 903 704,00;-95 012,00;-2,43
324;1;Хованский;2145;Москва и обл.;3 793 244,00;3 866 890,00;-73 646,00;-1,90
325;59;Народный Доверительный Банк;2374;Москва и обл.;3 776 474,00;2 376 054,00;1 400 420,00;58,94
326;0;Эс-Би-Ай Банк;3185;Москва и обл.;3 765 449,00;3 760 737,00;4 712,00;0,13
327;31;Новый Московский Банк;2932;Москва и обл.;3 748 064,00;2 917 162,00;830 902,00;28,48
328;3;Международный Коммерческий Банк;2524;Москва и обл.;3 710 005,00;3 602 059,00;107 946,00;3,00
329;1;Риабанк;3434;Москва и обл.;3 695 863,00;3 625 031,00;70 832,00;1,95
330;2;Уралпромбанк;2964;Челябинская обл.;3 642 846,00;3 591 032,00;51 814,00;1,44
331;-2;Иваново;1763;Ивановская обл.;3 609 309,00;3 639 761,00;-30 452,00;-0,84
332;7;Унифондбанк;3416;Москва и обл.;3 544 009,00;3 370 181,00;173 828,00;5,16
333;0;Ермак;1809;Ханты-Мансийский АО — Югра;3 539 731,00;3 543 506,00;-3 775,00;-0,11
334;9;Банк Реалист;2646;Москва и обл.;3 511 142,00;3 207 061,00;304 081,00;9,48
335;5;Донхлеббанк;2285;Ростовская обл.;3 457 281,00;3 323 805,00;133 476,00;4,02
336;-1;НОКССбанк;3202;Волгоградская обл.;3 442 513,00;3 437 001,00;5 512,00;0,16
337;-3;ЮМК Банк;3495;Краснодарский край;3 420 200,00;3 447 851,00;-27 651,00;-0,80
338;-2;Живаго Банк;2065;Рязанская обл.;3 417 372,00;3 433 164,00;-15 792,00;-0,46
339;7;Кузнецкий Мост;2254;Москва и обл.;3 403 409,00;3 163 368,00;240 041,00;7,59
340;-3;Алтайкапиталбанк;2659;Алтайский край;3 384 105,00;3 393 502,00;-9 397,00;-0,28
341;-13;Еврокапитал-Альянс;2672;Ярославская обл.;3 279 423,00;3 654 669,00;-375 246,00;-10,27
342;0;Банк Заречье;817;Татарстан;3 270 309,00;3 227 686,00;42 623,00;1,32
343;-5;ПИР Банк;2655;Москва и обл.;3 263 758,00;3 376 138,00;-112 380,00;-3,33
344;-3;ИТ Банк;2609;Омская обл.;3 223 183,00;3 240 004,00;-16 821,00;-0,52
345;25;Викинг;2;Санкт-Петербург и обл.;3 215 095,00;2 662 683,00;552 412,00;20,75
346;6;Первый Инвестиционный Банк;604;Москва и обл.;3 201 509,00;3 031 792,00;169 717,00;5,60
347;1;Евроальянс;1781;Ивановская обл.;3 166 513,00;3 085 269,00;81 244,00;2,63
348;6;Камчаткомагропромбанк;545;Камчатская обл.;3 161 027,00;2 988 951,00;172 076,00;5,76
349;15;Сельмашбанк;106;Ростовская обл.;3 154 890,00;2 731 926,00;422 964,00;15,48
350;-3;Новый Символ;370;Москва и обл.;3 076 607,00;3 145 699,00;-69 092,00;-2,20
351;8;Крокус-Банк;2682;Москва и обл.;3 070 906,00;2 896 026,00;174 880,00;6,04
352;-8;РБА;3413;Москва и обл.;3 049 249,00;3 184 441,00;-135 192,00;-4,25
353;20;Кредит Экспресс;3186;Ростовская обл.;2 968 908,00;2 583 885,00;385 023,00;14,90
354;-3;РАМ Банк;3480;Москва и обл.;2 946 780,00;3 044 793,00;-98 013,00;-3,22
355;35;Столичный Кредит;2853;Москва и обл.;2 943 875,00;2 302 145,00;641 730,00;27,88
356;-1;Владбизнесбанк;903;Владимирская обл.;2 942 338,00;2 943 113,00;-775,00;-0,03
357;-4;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 940 373,00;3 002 780,00;-62 407,00;-2,08
358;-1;Центрально-Европейский Банк;2670;Москва и обл.;2 937 686,00;2 921 652,00;16 034,00;0,55
359;-10;Взаимодействие;1704;Новосибирская обл.;2 935 802,00;3 084 166,00;-148 364,00;-4,81
360;0;Бланк Банк;2368;Москва и обл.;2 925 076,00;2 893 188,00;31 888,00;1,10
361;4;Внешфинбанк;3173;Краснодарский край;2 847 510,00;2 731 473,00;116 037,00;4,25
362;-6;Оргбанк;3312;Москва и обл.;2 820 555,00;2 934 386,00;-113 831,00;-3,88
363;5;РТС-Банк;3401;Самарская обл.;2 805 619,00;2 683 427,00;122 192,00;4,55
364;-2;Озон Банк;3516;Москва и обл.;2 796 701,00;2 771 390,00;25 311,00;0,91
365;-4;Невский Банк;1068;Санкт-Петербург и обл.;2 774 610,00;2 876 066,00;-101 456,00;-3,53
366;0;Йошкар-Ола;2802;Марий Эл;2 743 117,00;2 726 973,00;16 144,00;0,59
367;-4;ИСБ;3010;Москва и обл.;2 714 400,00;2 761 458,00;-47 058,00;-1,70
368;1;Далена Банк;1948;Москва и обл.;2 651 811,00;2 681 021,00;-29 210,00;-1,09
369;6;БСТ-Банк;2883;Кемеровская обл.;2 638 600,00;2 570 079,00;68 521,00;2,67
370;4;Аспект;608;Москва и обл.;2 634 071,00;2 579 309,00;54 762,00;2,12
371;0;Канский;860;Красноярский край;2 629 637,00;2 658 327,00;-28 690,00;-1,08
372;-5;Костромаселькомбанк;1115;Костромская обл.;2 612 406,00;2 695 209,00;-82 803,00;-3,07
373;7;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 558 601,00;2 419 838,00;138 763,00;5,73
374;3;Система;2846;Москва и обл.;2 461 853,00;2 464 033,00;-2 180,00;-0,09
375;13;Первый Клиентский Банк;3436;Москва и обл.;2 452 074,00;2 322 680,00;129 394,00;5,57
376;19;Заубер Банк;1614;Санкт-Петербург и обл.;2 419 943,00;2 227 665,00;192 278,00;8,63
377;2;Газнефтьбанк;3223;Саратовская обл.;2 417 889,00;2 426 487,00;-8 598,00;-0,35
378;7;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 417 332,00;2 353 034,00;64 298,00;2,73
379;26;Уралфинанс;1370;Свердловская обл.;2 369 666,00;2 101 499,00;268 167,00;12,76
380;3;Банк Пермь;875;Пермская обл.;2 355 173,00;2 400 773,00;-45 600,00;-1,90
381;10;Кемсоцинбанк;96;Кемеровская обл.;2 352 115,00;2 300 215,00;51 900,00;2,26
382;7;Кросна-Банк;2607;Москва и обл.;2 339 701,00;2 310 584,00;29 117,00;1,26
383;3;Кредпромбанк;1165;Ярославская обл.;2 322 358,00;2 352 618,00;-30 260,00;-1,29
384;-2;Элита;1399;Калужская обл.;2 318 880,00;2 403 147,00;-84 267,00;-3,51
385;28;Новый Век;3417;Москва и обл.;2 305 029,00;2 007 057,00;297 972,00;14,85
386;-10;ИРС;272;Москва и обл.;2 297 451,00;2 553 910,00;-256 459,00;-10,04
387;9;Вкабанк;1027;Астраханская обл.;2 290 887,00;2 219 472,00;71 415,00;3,22
388;4;ПэйПал Ру;3517;Москва и обл.;2 285 642,00;2 285 642,00;0,00;0
389;4;Бум-Банк;1137;Кабардино-Балкария;2 281 170,00;2 249 411,00;31 759,00;1,41
390;-9;Экономикс-Банк;2136;Москва и обл.;2 220 312,00;2 416 985,00;-196 673,00;-8,14
391;13;Приобье;537;Ханты-Мансийский АО — Югра;2 218 897,00;2 102 172,00;116 725,00;5,55
392;-14;Спутник;1071;Самарская обл.;2 204 573,00;2 452 869,00;-248 296,00;-10,12
393;8;К2 Банк;2851;Карачаево-Черкесия;2 200 475,00;2 142 659,00;57 816,00;2,70
394;69;Новокиб;1747;Кемеровская обл.;2 192 691,00;1 310 161,00;882 530,00;67,36
395;15;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 191 927,00;2 070 459,00;121 468,00;5,87
396;3;Кетовский Коммерческий Банк;842;Курганская обл.;2 186 332,00;2 166 762,00;19 570,00;0,90
397;19;Мурманский Расчетный Центр;3341;Мурманская обл.;2 170 304,00;1 964 660,00;205 644,00;10,47
398;-1;Спиритбанк;2053;Тульская обл.;2 167 241,00;2 200 747,00;-33 506,00;-1,52
399;4;Преодоление;2649;Москва и обл.;2 127 467,00;2 119 570,00;7 897,00;0,37
400;-2;Резерв;2364;Челябинская обл.;2 096 817,00;2 174 539,00;-77 722,00;-3,57
401;1;Капитал;575;Москва и обл.;2 086 753,00;2 121 760,00;-35 007,00;-1,65
402;34;Америкэн Экспресс Банк;3460;Москва и обл.;2 082 935,00;1 747 740,00;335 195,00;19,18
403;3;Народный Банк;2249;Карачаево-Черкесия;2 074 047,00;2 099 310,00;-25 263,00;-1,20
404;8;Примтеркомбанк;21;Приморский край;2 070 245,00;2 009 900,00;60 345,00;3,00
405;6;Профессионал Банк;3296;Москва и обл.;2 061 190,00;2 023 022,00;38 168,00;1,89
406;3;Современные Стандарты Бизнеса;3397;Москва и обл.;2 054 508,00;2 072 224,00;-17 716,00;-0,85
407;-7;Яринтербанк;2564;Ярославская обл.;2 027 448,00;2 161 126,00;-133 678,00;-6,19
408;-14;Банк РМП;2574;Москва и обл.;2 010 002,00;2 243 883,00;-233 881,00;-10,42
409;6;Апабанк;2404;Москва и обл.;1 998 548,00;1 983 973,00;14 575,00;0,73
410;-23;Прайм Финанс;2758;Санкт-Петербург и обл.;1 992 355,00;2 330 620,00;-338 265,00;-14,51
411;12;Алтынбанк;2070;Татарстан;1 958 709,00;1 874 561,00;84 148,00;4,49
412;10;Майкопбанк;1136;Адыгея;1 935 704,00;1 890 817,00;44 887,00;2,37
413;-6;Республиканский Кредитный Альянс;3017;Москва и обл.;1 911 339,00;2 091 827,00;-180 488,00;-8,63
414;12;Старооскольский Агропромбанк;1050;Белгородская обл.;1 910 393,00;1 858 304,00;52 089,00;2,80
415;4;Россита-Банк;3257;Москва и обл.;1 905 850,00;1 943 718,00;-37 868,00;-1,95
416;9;Саратов;330;Саратовская обл.;1 897 038,00;1 860 504,00;36 534,00;1,96
417;10;Росбизнесбанк;1405;Москва и обл.;1 891 424,00;1 855 233,00;36 191,00;1,95
418;20;Первоуральскбанк;965;Свердловская обл.;1 861 610,00;1 724 069,00;137 541,00;7,98
419;5;Великие Луки Банк;598;Псковская обл.;1 853 286,00;1 865 300,00;-12 014,00;-0,64
420;-6;Банк Глобус;2438;Москва и обл.;1 851 609,00;1 996 548,00;-144 939,00;-7,26
421;-4;Московский Вексельный Банк;2697;Москва и обл.;1 838 057,00;1 961 506,00;-123 449,00;-6,29
422;7;Лайтбанк;3177;Москва и обл.;1 837 286,00;1 833 684,00;3 602,00;0,20
423;9;Нальчик;695;Кабардино-Балкария;1 828 556,00;1 775 262,00;53 294,00;3,00
424;4;Земкомбанк;574;Ростовская обл.;1 819 510,00;1 844 015,00;-24 505,00;-1,33
425;-7;Дом-Банк;3209;Москва и обл.;1 814 044,00;1 958 339,00;-144 295,00;-7,37
426;-5;Социум-Банк;2881;Москва и обл.;1 810 023,00;1 920 427,00;-110 404,00;-5,75
427;8;Арзамас;1281;Нижегородская обл.;1 799 715,00;1 755 033,00;44 682,00;2,55
428;3;Руна-Банк;3207;Москва и обл.;1 779 226,00;1 796 012,00;-16 786,00;-0,93
429;-21;РФИ Банк;3351;Москва и обл.;1 761 613,00;2 078 185,00;-316 572,00;-15,23
430;0;КОР;2148;Волгоградская обл.;1 752 321,00;1 796 091,00;-43 770,00;-2,44
431;-11;Промсельхозбанк;538;Москва и обл.;1 751 056,00;1 936 718,00;-185 662,00;-9,59
432;1;Новое Время;3492;Москва и обл.;1 749 800,00;1 768 913,00;-19 113,00;-1,08
433;8;Калуга;1151;Калужская обл.;1 743 256,00;1 680 404,00;62 852,00;3,74
434;8;Первый Дортрансбанк;3271;Кировская обл.;1 736 769,00;1 669 601,00;67 168,00;4,02
435;-1;Крона-Банк;2499;Иркутская обл.;1 727 476,00;1 761 026,00;-33 550,00;-1,91
436;3;Новый Кредитный Союз;3139;Москва и обл.;1 661 930,00;1 705 859,00;-43 929,00;-2,58
437;3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 660 203,00;1 694 514,00;-34 311,00;-2,02
438;17;Икано Банк;3519;Центр;1 659 315,00;1 426 152,00;233 163,00;16,35
439;10;Златкомбанк;568;Москва и обл.;1 619 377,00;1 547 986,00;71 391,00;4,61
440;-3;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 618 675,00;1 728 603,00;-109 928,00;-6,36
441;6;Ноосфера;2650;Республика Алтай;1 606 668,00;1 572 769,00;33 899,00;2,16
442;1;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 601 011,00;1 651 268,00;-50 257,00;-3,04
443;5;Сервис Резерв;2034;Москва и обл.;1 577 615,00;1 562 733,00;14 882,00;0,95
444;2;Проинвестбанк;784;Пермская обл.;1 566 317,00;1 572 828,00;-6 511,00;-0,41
445;0;Кузбассхимбанк;2868;Кемеровская обл.;1 553 564,00;1 595 628,00;-42 064,00;-2,64
446;7;Финтрастбанк;3104;Москва и обл.;1 546 261,00;1 494 816,00;51 445,00;3,44
447;3;Тагилбанк;1635;Свердловская обл.;1 543 241,00;1 530 747,00;12 494,00;0,82
448;-4;Синергия;2884;Саратовская обл.;1 539 217,00;1 621 039,00;-81 822,00;-5,05
449;2;Холмск;503;Сахалинская обл.;1 515 136,00;1 517 726,00;-2 590,00;-0,17
450;2;ИК Банк;1732;Татарстан;1 510 815,00;1 512 181,00;-1 366,00;-0,09
451;9;АвтоКредитБанк;1973;Татарстан;1 498 697,00;1 332 913,00;165 784,00;12,44
452;9;Акцент;696;Оренбургская обл.;1 452 293,00;1 326 419,00;125 874,00;9,49
453;12;Максима;3379;Москва и обл.;1 416 685,00;1 301 601,00;115 084,00;8,84
454;0;Космос;2245;Москва и обл.;1 406 926,00;1 433 517,00;-26 591,00;-1,85
455;1;Соколовский;2830;Москва и обл.;1 377 474,00;1 387 959,00;-10 485,00;-0,76
456;1;Риал-Кредит;3393;Москва и обл.;1 371 815,00;1 385 429,00;-13 614,00;-0,98
457;5;Инкаробанк;2696;Москва и обл.;1 347 200,00;1 315 202,00;31 998,00;2,43
458;9;Агора;3231;Москва и обл.;1 310 178,00;1 225 616,00;84 562,00;6,90
459;5;Почтобанк;1788;Пермская обл.;1 309 813,00;1 304 974,00;4 839,00;0,37
460;13;Спецстройбанк;236;Москва и обл.;1 260 460,00;1 167 395,00;93 065,00;7,97
461;-3;Саммит Банк;85;Приморский край;1 258 500,00;1 350 640,00;-92 140,00;-6,82
462;6;Дон-Тексбанк;1818;Ростовская обл.;1 217 055,00;1 222 569,00;-5 514,00;-0,45
463;8;Вакобанк;1291;Псковская обл.;1 200 118,00;1 189 985,00;10 133,00;0,85
464;6;ЕАТП Банк;1765;Астраханская обл.;1 177 599,00;1 192 785,00;-15 186,00;-1,27
465;1;Вэлтон Банк;1105;Белгородская обл.;1 176 524,00;1 241 696,00;-65 172,00;-5,25
466;6;Химик;1114;Нижегородская обл.;1 174 462,00;1 172 706,00;1 756,00;0,15
467;-8;Банк Фридом Финанс;1143;Москва и обл.;1 145 887,00;1 347 011,00;-201 124,00;-14,93
468;8;Новый Промышленный Банк;930;Москва и обл.;1 127 569,00;1 113 251,00;14 318,00;1,29
469;16;Тендер-Банк;2252;Москва и обл.;1 123 753,00;1 011 294,00;112 459,00;11,12
470;7;Курган;2568;Курганская обл.;1 119 702,00;1 100 861,00;18 841,00;1,71
471;12;Кредитинвест;1197;Дагестан;1 112 201,00;1 052 463,00;59 738,00;5,68
472;12;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 109 685,00;1 041 964,00;67 721,00;6,50
473;1;Невастройинвест;1926;Санкт-Петербург и обл.;1 105 528,00;1 156 436,00;-50 908,00;-4,40
474;4;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 103 705,00;1 077 874,00;25 831,00;2,40
475;6;Прохладный;874;Кабардино-Балкария;1 100 030,00;1 064 621,00;35 409,00;3,33
476;6;Байкалкредобанк;2990;Иркутская обл.;1 066 214,00;1 060 344,00;5 870,00;0,55
477;11;ГринКомБанк;1184;Иркутская обл.;1 054 853,00;983 645,00;71 208,00;7,24
478;1;Михайловский ПЖСБ;2961;Волгоградская обл.;1 054 116,00;1 073 473,00;-19 357,00;-1,80
479;1;Регионфинансбанк;3357;Москва и обл.;1 054 071,00;1 065 327,00;-11 256,00;-1,06
480;7;МТИ Банк;1052;Москва и обл.;1 046 769,00;989 556,00;57 213,00;5,78
481;-6;Тексбанк;2756;Карачаево-Черкесия;1 027 677,00;1 147 870,00;-120 193,00;-10,47
482;12;Центрально-Азиатский;3037;Хакасия;1 010 334,00;914 204,00;96 130,00;10,52
483;7;Классик Эконом Банк;3298;Северная Осетия — Алания;1 000 637,00;947 876,00;52 761,00;5,57
484;5;Майский;1673;Кабардино-Балкария;966 753,00;968 493,00;-1 740,00;-0,18
485;11;Арсенал;3000;Москва и обл.;961 535,00;906 542,00;54 993,00;6,07
486;6;Народный Инвестиционный Банк;2876;Самарская обл.;934 371,00;940 064,00;-5 693,00;-0,61
487;-18;Москва;1661;Москва и обл.;929 340,00;1 203 024,00;-273 684,00;-22,75
488;5;Флора-Москва;533;Москва и обл.;923 330,00;923 816,00;-486,00;-0,05
489;8;Международный Расчетный Банк;3028;Москва и обл.;896 918,00;874 007,00;22 911,00;2,62
490;-4;Русский Банк Сбережений;779;Ставропольский край;883 957,00;997 566,00;-113 609,00;-11,39
491;12;Вятич;2796;Рязанская обл.;882 330,00;805 545,00;76 785,00;9,53
492;-1;Металлург;2877;Москва и обл.;871 629,00;946 725,00;-75 096,00;-7,93
493;5;Жилкредит;1736;Москва и обл.;845 804,00;850 761,00;-4 957,00;-0,58
494;1;Эльбин;2267;Дагестан;827 481,00;912 210,00;-84 729,00;-9,29
495;9;Балаково-Банк;444;Саратовская обл.;812 579,00;778 492,00;34 087,00;4,38
496;6;Элекснет;3314;Москва и обл.;805 659,00;805 659,00;0,00;0
497;3;Банк РСИ;3415;Москва и обл.;788 731,00;827 654,00;-38 923,00;-4,70
498;7;Холдинвестбанк;2837;Москва и обл.;784 179,00;774 547,00;9 632,00;1,24
499;7;Объединенный Банк Республики;1016;Чувашия;773 761,00;766 935,00;6 826,00;0,89
500;10;Славянбанк;804;Новгородская обл.;769 385,00;728 702,00;40 683,00;5,58
501;0;Онего;2484;Карелия;753 784,00;820 270,00;-66 486,00;-8,11
502;7;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;731 267,00;729 670,00;1 597,00;0,22
503;4;Яндекс Банк;3027;Москва и обл.;719 889,00;745 129,00;-25 240,00;-3,39
504;11;Уралприватбанк;153;Свердловская обл.;702 619,00;691 665,00;10 954,00;1,58
505;6;АлтайБизнес-Банк;2388;Алтайский край;697 119,00;721 130,00;-24 011,00;-3,33
506;11;Ресурс-Траст;3122;Москва и обл.;681 022,00;675 425,00;5 597,00;0,83
507;5;Народный Земельно-Промышленный Банк;2873;Алтайский край;672 017,00;718 899,00;-46 882,00;-6,52
508;0;Прокоммерцбанк;2996;Москва и обл.;668 521,00;732 302,00;-63 781,00;-8,71
509;5;Вайлдберриз Банк;841;Адыгея;666 593,00;692 808,00;-26 215,00;-3,78
510;6;Гефест;1046;Тверская обл.;653 604,00;683 794,00;-30 190,00;-4,42
511;2;РусьРегионБанк;685;Москва и обл.;651 136,00;693 092,00;-41 956,00;-6,05
512;6;Си Ди Би Банк;3339;Краснодарский край;633 158,00;628 649,00;4 509,00;0,72
513;9;Национальный Банк Сбережений;1949;Ивановская обл.;623 434,00;589 159,00;34 275,00;5,82
514;5;Анелик РУ;3443;Москва и обл.;615 865,00;628 260,00;-12 395,00;-1,97
515;5;Южный Региональный Банк;3015;Ростовская обл.;583 336,00;621 708,00;-38 372,00;-6,17
516;7;ФинТех;3499;Ярославская обл.;577 111,00;577 186,00;-75,00;-0,01
517;8;Единая Расчетная Палата;384;Москва и обл.;558 780,00;560 519,00;-1 739,00;-0,31
518;3;Народный Банк Тувы;1309;Тыва;538 420,00;599 605,00;-61 185,00;-10,20
519;7;МВС Банк;2407;Дагестан;537 830,00;531 091,00;6 739,00;1,27
520;7;Таганрогбанк;3136;Ростовская обл.;520 621,00;525 551,00;-4 930,00;-0,94
521;3;Телекоммерц Банк;3380;Тульская обл.;508 583,00;567 107,00;-58 524,00;-10,32
522;7;Геобанк;2027;Москва и обл.;508 388,00;489 321,00;19 067,00;3,90
523;12;Расчетные Решения;3524;Москва и обл.;479 886,00;470 266,00;9 620,00;2,05
524;9;Лэнд Кредит;1478;Москва и обл.;476 666,00;483 209,00;-6 543,00;-1,35
525;7;Дружба;990;Тюменская обл.;475 053,00;485 580,00;-10 527,00;-2,17
526;10;Банк Берейт;3505;Санкт-Петербург и обл.;468 094,00;468 492,00;-398,00;-0,08
527;7;Стар Альянс;3433;Москва и обл.;464 928,00;474 606,00;-9 678,00;-2,04
528;2;Алжан;2491;Дагестан;456 883,00;489 111,00;-32 228,00;-6,59
529;13;Континенталь;3184;Ставропольский край;453 388,00;411 798,00;41 590,00;10,10
530;8;Жилстройбанк;2769;Москва и обл.;430 591,00;463 928,00;-33 337,00;-7,19
531;14;Единая касса;3512;Москва и обл.;430 206,00;371 355,00;58 851,00;15,85
