Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2013, тыс. рублей;Июль, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;6;Клиентский;2324;Москва и обл.;10 777 720,00;10 480 014,00;297 706,00;2,84
262;-6;Екатеринбург;3161;Свердловская обл.;10 563 386,00;11 166 980,00;-603 594,00;-5,41
263;-8;Росэксимбанк;2790;Москва и обл.;10 524 558,00;11 206 850,00;-682 292,00;-6,09
264;4;Гарант-Инвест;2576;Москва и обл.;10 473 814,00;10 449 009,00;24 805,00;0,24
265;-12;Углеметбанк;2997;Челябинская обл.;10 460 413,00;11 239 971,00;-779 558,00;-6,94
266;8;Тусар;2712;Москва и обл.;10 342 484,00;9 791 929,00;550 555,00;5,62
267;-2;Унифин;2654;Москва и обл.;10 279 479,00;10 587 132,00;-307 653,00;-2,91
268;8;Руснарбанк;3403;Москва и обл.;10 239 418,00;9 702 983,00;536 435,00;5,53
269;-27;Экопромбанк;2011;Пермская обл.;10 207 225,00;12 133 871,00;-1 926 646,00;-15,88
270;31;Русьуниверсалбанк;3293;Москва и обл.;10 194 443,00;8 415 849,00;1 778 594,00;21,13
271;24;Объединенный Капитал;2611;Санкт-Петербург и обл.;10 163 799,00;8 703 810,00;1 459 989,00;16,77
272;14;Автоторгбанк;2776;Москва и обл.;10 039 659,00;9 255 875,00;783 784,00;8,47
273;-14;Международный Акционерный Банк;1987;Москва и обл.;10 002 920,00;11 034 575,00;-1 031 655,00;-9,35
274;-1;Мир Бизнес Банк;3396;Москва и обл.;9 981 085,00;9 823 138,00;157 947,00;1,61
275;3;Хованский;2145;Москва и обл.;9 974 426,00;9 679 080,00;295 346,00;3,05
276;8;Нефтяной Альянс;2859;Москва и обл.;9 859 452,00;9 436 727,00;422 725,00;4,48
277;6;Данске Банк;3307;Санкт-Петербург и обл.;9 789 751,00;9 467 198,00;322 553,00;3,41
278;4;Первый Экспресс;3237;Тульская обл.;9 763 000,00;9 623 387,00;139 613,00;1,45
279;-9;Промсбербанк;1043;Москва и обл.;9 745 711,00;10 320 431,00;-574 720,00;-5,57
280;5;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;9 733 135,00;9 366 463,00;366 672,00;3,91
281;-12;Эс-Би-Ай Банк;3185;Москва и обл.;9 649 806,00;10 448 405,00;-798 599,00;-7,64
282;-33;СЭБ Банк;3235;Санкт-Петербург и обл.;9 625 579,00;11 465 530,00;-1 839 951,00;-16,05
283;-8;Банк Торгового Финансирования;1982;Москва и обл.;9 613 410,00;9 713 650,00;-100 240,00;-1,03
284;-12;МАК-Банк;1088;Москва и обл.;9 541 215,00;10 151 539,00;-610 324,00;-6,01
285;2;Солид Банк;1329;Камчатская обл.;9 449 055,00;9 088 783,00;360 272,00;3,96
286;2;Евромет;2902;Москва и обл.;9 382 862,00;9 001 011,00;381 851,00;4,24
287;-7;Кредит-Москва;5;Москва и обл.;9 379 310,00;9 662 887,00;-283 577,00;-2,93
288;11;Экспресс-Кредит;210;Москва и обл.;9 321 815,00;8 501 878,00;819 937,00;9,64
289;1;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;9 204 437,00;8 919 257,00;285 180,00;3,20
290;2;Белгородсоцбанк;760;Белгородская обл.;9 193 232,00;8 847 801,00;345 431,00;3,90
291;-10;Генбанк;2490;Москва и обл.;9 120 601,00;9 657 832,00;-537 231,00;-5,56
292;-3;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;8 991 868,00;8 985 961,00;5 907,00;0,07
293;-16;Дил-Банк;3384;Москва и обл.;8 940 780,00;9 684 634,00;-743 854,00;-7,68
294;17;Ишбанк;2867;Москва и обл.;8 896 163,00;7 868 284,00;1 027 879,00;13,06
295;-1;Роспромбанк;3204;Москва и обл.;8 827 801,00;8 761 169,00;66 632,00;0,76
296;38;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;8 797 513,00;6 895 584,00;1 901 929,00;27,58
297;0;ОПМ-Банк;2734;Москва и обл.;8 784 503,00;8 591 334,00;193 169,00;2,25
298;0;Анталбанк;3115;Москва и обл.;8 760 517,00;8 532 278,00;228 239,00;2,68
299;1;Агросоюз;1459;Москва и обл.;8 758 606,00;8 499 707,00;258 899,00;3,05
300;-59;Бэнк оф Чайна;2309;Москва и обл.;8 684 833,00;12 388 983,00;-3 704 150,00;-29,90
301;9;Банк Жилищного Финансирования;3138;Москва и обл.;8 670 120,00;7 889 776,00;780 344,00;9,89
302;-6;Темпбанк;55;Москва и обл.;8 659 984,00;8 676 332,00;-16 348,00;-0,19
303;2;Волго-Камский Банк;282;Самарская обл.;8 490 627,00;8 339 664,00;150 963,00;1,81
304;0;НИКО-Банк;702;Оренбургская обл.;8 482 389,00;8 356 799,00;125 590,00;1,50
305;-2;КС Банк;1752;Мордовия;8 384 997,00;8 382 171,00;2 826,00;0,03
306;3;ПИР Банк;2655;Москва и обл.;8 359 025,00;8 023 597,00;335 428,00;4,18
307;-5;Уралкапиталбанк;2519;Башкортостан;8 302 596,00;8 389 200,00;-86 604,00;-1,03
308;37;Развитие;2729;Карачаево-Черкесия;8 283 975,00;6 564 201,00;1 719 774,00;26,20
309;-3;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;8 263 136,00;8 105 735,00;157 401,00;1,94
310;-2;Волга-Кредит;1153;Самарская обл.;8 229 963,00;8 040 402,00;189 561,00;2,36
311;2;Промтрансбанк;2638;Башкортостан;7 925 098,00;7 832 318,00;92 780,00;1,18
312;21;Нижневолжский Коммерческий Банк;931;Саратовская обл.;7 833 526,00;6 901 738,00;931 788,00;13,50
313;14;Альба Альянс;2593;Москва и обл.;7 824 803,00;7 139 411,00;685 392,00;9,60
314;5;ЕвроситиБанк;1869;Москва и обл.;7 803 207,00;7 648 364,00;154 843,00;2,02
315;1;Снежинский;1376;Челябинская обл.;7 726 546,00;7 783 874,00;-57 328,00;-0,74
316;-25;Международный Банк Развития;2704;Москва и обл.;7 716 876,00;8 893 060,00;-1 176 184,00;-13,23
317;0;Финам Банк;2799;Москва и обл.;7 536 698,00;7 727 841,00;-191 143,00;-2,47
318;-11;Башинвестбанк;2189;Башкортостан;7 529 731,00;8 098 112,00;-568 381,00;-7,02
319;7;Спецсетьстройбанк;3062;Москва и обл.;7 456 241,00;7 203 828,00;252 413,00;3,50
320;0;Финансовый Стандарт;1053;Москва и обл.;7 390 411,00;7 515 125,00;-124 714,00;-1,66
321;0;РАМ Банк;3480;Москва и обл.;7 387 675,00;7 455 039,00;-67 364,00;-0,90
322;344;РН Банк;170;Москва и обл.;7 372 926,00;1 378 902,00;5 994 024,00;434,70
323;0;Рускобанк;138;Санкт-Петербург и обл.;7 355 746,00;7 304 080,00;51 666,00;0,71
324;0;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 289 509,00;7 253 178,00;36 331,00;0,50
325;-32;Славия;2664;Москва и обл.;7 285 453,00;8 846 702,00;-1 561 249,00;-17,65
326;-14;Вега-Банк;3270;Москва и обл.;7 271 526,00;7 839 037,00;-567 511,00;-7,24
327;4;АФ Банк;991;Башкортостан;7 228 223,00;6 985 395,00;242 828,00;3,48
328;12;Волжский Социальный Банк;2428;Самарская обл.;7 191 954,00;6 673 243,00;518 711,00;7,77
329;-4;Ренессанс;1939;Москва и обл.;7 147 754,00;7 226 732,00;-78 978,00;-1,09
330;9;Бинбанк Мурманск;1276;Мурманская обл.;7 137 912,00;6 696 055,00;441 857,00;6,60
331;-2;Татсоцбанк;480;Татарстан;7 099 498,00;7 013 727,00;85 771,00;1,22
332;-14;Северо-Восточный Альянс;2768;Москва и обл.;7 090 715,00;7 681 979,00;-591 264,00;-7,70
333;-1;Софрино;2972;Москва и обл.;7 009 902,00;6 908 594,00;101 308,00;1,47
334;-12;Датабанк;646;Удмуртия;6 941 132,00;7 342 475,00;-401 343,00;-5,47
335;24;Национальный Залоговый Банк;2944;Москва и обл.;6 903 387,00;6 147 780,00;755 607,00;12,29
336;-6;Автоградбанк;1455;Татарстан;6 886 240,00;7 004 620,00;-118 380,00;-1,69
337;-1;Томскпромстройбанк;1720;Томская обл.;6 839 891,00;6 861 099,00;-21 208,00;-0,31
338;-1;Московский Нефтехимический Банк;1411;Москва и обл.;6 819 854,00;6 773 305,00;46 549,00;0,69
339;-4;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 804 726,00;6 895 387,00;-90 661,00;-1,31
340;-25;Ури Банк;3479;Москва и обл.;6 737 417,00;7 790 596,00;-1 053 179,00;-13,52
341;-13;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;6 689 543,00;7 037 136,00;-347 593,00;-4,94
342;-1;ФДБ;3071;Москва и обл.;6 664 464,00;6 670 247,00;-5 783,00;-0,09
343;6;Банк БФТ;2273;Москва и обл.;6 608 893,00;6 446 429,00;162 464,00;2,52
344;8;Трансстройбанк;2807;Москва и обл.;6 598 564,00;6 413 548,00;185 016,00;2,88
345;5;Русь;704;Оренбургская обл.;6 597 200,00;6 429 611,00;167 589,00;2,61
346;14;2Т Банк;625;Москва и обл.;6 581 732,00;6 147 665,00;434 067,00;7,06
347;1;Ассоциация;732;Нижегородская обл.;6 548 134,00;6 497 529,00;50 605,00;0,78
348;-6;Банк Инноваций и Развития;2647;Москва и обл.;6 524 880,00;6 657 866,00;-132 986,00;-2,00
349;-2;Международный Коммерческий Банк;2524;Москва и обл.;6 511 233,00;6 547 706,00;-36 473,00;-0,56
350;1;Ставропольпромстройбанк;1288;Ставропольский край;6 495 549,00;6 413 673,00;81 876,00;1,28
351;2;Новый Московский Банк;2932;Москва и обл.;6 487 614,00;6 381 439,00;106 175,00;1,66
352;-6;Славянский Кредит;2960;Москва и обл.;6 438 017,00;6 550 891,00;-112 874,00;-1,72
353;1;Бенифит-Банк;3229;Москва и обл.;6 347 054,00;6 374 842,00;-27 788,00;-0,44
354;7;Юг-Инвестбанк;2772;Краснодарский край;6 323 042,00;6 110 899,00;212 143,00;3,47
355;1;Региональный Банк Развития;2782;Башкортостан;6 262 767,00;6 312 778,00;-50 011,00;-0,79
356;-13;Экономикс-Банк;2136;Москва и обл.;6 243 133,00;6 642 791,00;-399 658,00;-6,02
357;7;Эксперт Банк;2949;Омская обл.;6 196 965,00;5 947 274,00;249 691,00;4,20
358;-20;Киви Банк;2241;Москва и обл.;6 142 744,00;6 766 806,00;-624 062,00;-9,22
359;-2;Бинбанк Тверь;777;Тверская обл.;6 134 512,00;6 223 741,00;-89 229,00;-1,43
360;-16;Замоскворецкий;1640;Москва и обл.;6 118 565,00;6 595 646,00;-477 081,00;-7,23
361;4;Вокбанк;312;Нижегородская обл.;6 074 171,00;5 911 051,00;163 120,00;2,76
362;20;Компания Розничного Кредитования;3385;Москва и обл.;6 062 197,00;5 391 906,00;670 291,00;12,43
363;13;Джей энд Ти Банк;3061;Москва и обл.;5 967 263,00;5 577 259,00;390 004,00;6,99
364;-1;Руссобанк;2313;Москва и обл.;5 943 405,00;5 956 119,00;-12 714,00;-0,21
365;-7;Русский Торговый Банк;2842;Москва и обл.;5 901 632,00;6 187 510,00;-285 878,00;-4,62
366;0;Банк на Красных Воротах;2472;Москва и обл.;5 849 105,00;5 856 723,00;-7 618,00;-0,13
367;1;Банк Казани;708;Татарстан;5 837 129,00;5 799 766,00;37 363,00;0,64
368;40;Кроссинвестбанк;2849;Москва и обл.;5 831 322,00;4 952 647,00;878 675,00;17,74
369;21;Анкор Банк;889;Татарстан;5 809 974,00;5 335 827,00;474 147,00;8,89
370;-1;Банк БКФ;2684;Москва и обл.;5 807 443,00;5 668 504,00;138 939,00;2,45
371;3;Камский Коммерческий Банк;438;Татарстан;5 795 016,00;5 616 884,00;178 132,00;3,17
372;-1;Банк Развития Технологий;3441;Москва и обл.;5 789 050,00;5 659 810,00;129 240,00;2,28
373;0;Навигатор;2469;Москва и обл.;5 778 906,00;5 621 947,00;156 959,00;2,79
374;-7;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 770 118,00;5 835 133,00;-65 015,00;-1,11
375;-5;Эл Банк;1025;Самарская обл.;5 753 473,00;5 665 445,00;88 028,00;1,55
376;17;Банк Кремлевский;2905;Москва и обл.;5 749 629,00;5 316 549,00;433 080,00;8,15
377;-2;Банк Развития Региона;3315;Северная Осетия — Алания;5 667 919,00;5 609 164,00;58 755,00;1,05
378;28;Стратегия;2801;Москва и обл.;5 666 848,00;4 999 513,00;667 335,00;13,35
379;41;Кузнецкий Мост;2254;Москва и обл.;5 625 032,00;4 392 581,00;1 232 451,00;28,06
380;-1;Мой Банк. Ипотека;2436;Башкортостан;5 568 169,00;5 471 148,00;97 021,00;1,77
381;-4;Северный Народный Банк;2721;Коми;5 565 084,00;5 530 602,00;34 482,00;0,62
382;15;Инвестиционный Союз;637;Москва и обл.;5 540 183,00;5 256 102,00;284 081,00;5,40
383;12;Чувашкредитпромбанк;1280;Чувашия;5 537 026,00;5 284 830,00;252 196,00;4,77
384;-3;Актив Банк;2529;Мордовия;5 500 687,00;5 412 539,00;88 148,00;1,63
385;-5;Голдман Сакс Банк;3490;Москва и обл.;5 497 091,00;5 436 779,00;60 312,00;1,11
386;-1;Век;2299;Москва и обл.;5 479 091,00;5 373 759,00;105 332,00;1,96
387;-9;Нэклис-Банк;1671;Москва и обл.;5 464 739,00;5 485 149,00;-20 410,00;-0,37
388;6;Нефтепромбанк;2156;Москва и обл.;5 453 137,00;5 291 800,00;161 337,00;3,05
389;-5;Таатта;1249;Саха (Якутия);5 452 086,00;5 380 589,00;71 497,00;1,33
390;-1;Новопокровский;467;Краснодарский край;5 385 617,00;5 353 860,00;31 757,00;0,59
391;10;Кранбанк;2271;Ивановская обл.;5 371 008,00;5 211 650,00;159 358,00;3,06
392;13;Реалист Банк;1067;Иркутская обл.;5 351 875,00;5 039 298,00;312 577,00;6,20
393;5;Лесбанк;1598;Москва и обл.;5 326 797,00;5 233 099,00;93 698,00;1,79
394;-8;Сибсоцбанк;2015;Алтайский край;5 305 387,00;5 368 640,00;-63 253,00;-1,18
395;-12;Юникорбанк;2586;Москва и обл.;5 258 491,00;5 381 682,00;-123 191,00;-2,29
396;-4;Еврокоммерц;1777;Москва и обл.;5 243 652,00;5 332 892,00;-89 240,00;-1,67
397;7;Риабанк;3434;Москва и обл.;5 223 423,00;5 064 993,00;158 430,00;3,13
398;-7;Дагэнергобанк;3286;Дагестан;5 178 303,00;5 335 081,00;-156 778,00;-2,94
399;-44;Объединенный Кредитный Банк;1118;Владимирская обл.;5 155 953,00;6 320 508,00;-1 164 555,00;-18,43
400;-4;Зернобанк;2337;Алтайский край;5 149 636,00;5 274 420,00;-124 784,00;-2,37
401;42;УМ-Банк;1441;Свердловская обл.;5 144 574,00;3 960 184,00;1 184 390,00;29,91
402;-30;Бланк Банк;2368;Москва и обл.;5 131 629,00;5 632 264,00;-500 635,00;-8,89
403;0;Северный Кредит;2398;Вологодская обл.;5 128 695,00;5 133 785,00;-5 090,00;-0,10
404;3;Промэнергобанк;2728;Вологодская обл.;5 115 276,00;4 968 695,00;146 581,00;2,95
405;9;Аскольд;2480;Смоленская обл.;5 095 592,00;4 706 801,00;388 791,00;8,26
406;-6;Бинбанк Смоленск;1957;Смоленская обл.;5 066 528,00;5 213 097,00;-146 569,00;-2,81
407;-5;Сибнефтебанк;385;Тюменская обл.;5 041 068,00;5 183 394,00;-142 326,00;-2,75
408;9;Ермак;1809;Тюменская обл.;4 998 335,00;4 618 521,00;379 814,00;8,22
409;4;Профит Банк;3234;Москва и обл.;4 959 247,00;4 742 600,00;216 647,00;4,57
410;-11;Банкхаус Эрбе;1717;Москва и обл.;4 947 207,00;5 225 643,00;-278 436,00;-5,33
411;-23;Платина;2347;Москва и обл.;4 921 853,00;5 361 963,00;-440 110,00;-8,21
412;-3;Горбанк;2982;Санкт-Петербург и обл.;4 882 676,00;4 876 891,00;5 785,00;0,12
413;-2;Зенит Сочи;232;Краснодарский край;4 844 013,00;4 829 263,00;14 750,00;0,31
414;-2;Газстройбанк;2919;Москва и обл.;4 780 607,00;4 784 989,00;-4 382,00;-0,09
415;-5;Проминвестбанк;2433;Москва и обл.;4 711 218,00;4 871 549,00;-160 331,00;-3,29
416;10;Невский Банк;1068;Санкт-Петербург и обл.;4 687 000,00;4 277 166,00;409 834,00;9,58
417;-1;ВостСибтранскомбанк;2731;Иркутская обл.;4 677 192,00;4 654 370,00;22 822,00;0,49
418;3;Межрегиональный промышленно-строительный банк;752;Мордовия;4 613 347,00;4 380 006,00;233 341,00;5,33
419;18;Экси-Банк;2530;Санкт-Петербург и обл.;4 600 524,00;4 047 631,00;552 893,00;13,66
420;-5;Торгово-Строительный Банк;1250;Москва и обл.;4 552 704,00;4 696 309,00;-143 605,00;-3,06
421;-3;Хакасский Муниципальный Банк;1049;Хакасия;4 547 951,00;4 557 943,00;-9 992,00;-0,22
422;2;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 545 950,00;4 316 625,00;229 325,00;5,31
423;-4;Донкомбанк;492;Ростовская обл.;4 500 547,00;4 537 455,00;-36 908,00;-0,81
424;-2;Межтрастбанк;2493;Москва и обл.;4 411 568,00;4 364 166,00;47 402,00;1,09
425;6;Банк ИТБ;3128;Москва и обл.;4 359 623,00;4 179 383,00;180 240,00;4,31
426;-1;Церих;3278;Орловская обл.;4 320 039,00;4 277 978,00;42 061,00;0,98
427;31;Мираф-Банк;2244;Омская обл.;4 269 671,00;3 603 585,00;666 086,00;18,48
428;-1;Мосуралбанк;2468;Москва и обл.;4 257 844,00;4 237 964,00;19 880,00;0,47
429;3;Кузнецкий;609;Пензенская обл.;4 246 432,00;4 123 761,00;122 671,00;2,97
430;-2;Универсальный Кредит;2903;Москва и обл.;4 245 594,00;4 219 298,00;26 296,00;0,62
431;8;Эргобанк;2856;Москва и обл.;4 239 152,00;4 037 481,00;201 671,00;4,99
432;-9;Банк Заречье;817;Татарстан;4 225 932,00;4 321 161,00;-95 229,00;-2,20
433;-4;Новобанк;1352;Новгородская обл.;4 157 225,00;4 213 347,00;-56 122,00;-1,33
434;14;Нейва;1293;Свердловская обл.;4 151 322,00;3 824 953,00;326 369,00;8,53
435;14;Мастер-Капитал;3011;Москва и обл.;4 092 505,00;3 818 399,00;274 106,00;7,18
436;-2;Промрегионбанк;2123;Томская обл.;4 077 556,00;4 103 550,00;-25 994,00;-0,63
437;3;Роял Кредит Банк;783;Хабаровский край;4 010 198,00;4 030 409,00;-20 211,00;-0,50
438;7;Тюменьагропромбанк;917;Тюменская обл.;4 009 170,00;3 870 534,00;138 636,00;3,58
439;-3;Милбанк;3256;Москва и обл.;3 992 302,00;4 049 901,00;-57 599,00;-1,42
440;2;Оргбанк;3312;Москва и обл.;3 990 212,00;3 961 268,00;28 944,00;0,73
441;-3;Стройлесбанк;2995;Тюменская обл.;3 985 876,00;4 042 412,00;-56 536,00;-1,40
442;-9;Енисейский Объединенный Банк;2645;Красноярский край;3 963 379,00;4 103 803,00;-140 424,00;-3,42
443;7;Русский Трастовый Банк;1139;Москва и обл.;3 931 252,00;3 784 654,00;146 598,00;3,87
444;15;Союзный;3236;Москва и обл.;3 922 518,00;3 551 208,00;371 310,00;10,46
445;24;Инбанк;1829;Москва и обл.;3 887 117,00;3 388 650,00;498 467,00;14,71
446;5;Витабанк;356;Санкт-Петербург и обл.;3 855 925,00;3 753 968,00;101 957,00;2,72
447;6;Синко-Банк;2838;Москва и обл.;3 830 127,00;3 748 366,00;81 761,00;2,18
448;7;Земский Банк;2900;Самарская обл.;3 784 206,00;3 677 694,00;106 512,00;2,90
449;-62;Азия-Инвест Банк;3303;Москва и обл.;3 751 617,00;5 362 741,00;-1 611 124,00;-30,04
450;-9;Банк Раунд;2506;Москва и обл.;3 737 012,00;3 999 571,00;-262 559,00;-6,56
451;9;Алтайкапиталбанк;2659;Алтайский край;3 720 202,00;3 548 100,00;172 102,00;4,85
452;2;ИТ Банк;2609;Омская обл.;3 717 552,00;3 711 502,00;6 050,00;0,16
453;-7;Приоритет;3135;Самарская обл.;3 712 340,00;3 832 261,00;-119 921,00;-3,13
454;12;РБА;3413;Ярославская обл.;3 700 269,00;3 428 974,00;271 295,00;7,91
455;32;Инвестиционный Республиканский Банк;2571;Москва и обл.;3 693 173,00;3 089 453,00;603 720,00;19,54
456;1;Камчаткомагропромбанк;545;Камчатская обл.;3 659 608,00;3 640 207,00;19 401,00;0,53
457;-10;Финансовый Капитал;3288;Санкт-Петербург и обл.;3 625 652,00;3 825 846,00;-200 194,00;-5,23
458;17;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 620 535,00;3 273 400,00;347 135,00;10,60
459;-24;Объединенная Расчетная Система;3342;Москва и обл.;3 604 351,00;4 076 774,00;-472 423,00;-11,59
460;-4;Сберинвестбанк;1743;Свердловская обл.;3 597 450,00;3 647 871,00;-50 421,00;-1,38
461;-17;Консервативный Коммерческий Банк;1087;Астраханская обл.;3 588 385,00;3 893 781,00;-305 396,00;-7,84
462;3;Живаго Банк;2065;Рязанская обл.;3 563 862,00;3 499 378,00;64 484,00;1,84
463;0;Москва-Сити;3247;Москва и обл.;3 533 658,00;3 526 200,00;7 458,00;0,21
464;0;Форус Банк;3457;Нижегородская обл.;3 514 227,00;3 522 213,00;-7 986,00;-0,23
465;6;Верхневолжский;1084;Ярославская обл.;3 473 969,00;3 346 148,00;127 821,00;3,82
466;19;Европейский Индустриальный Банк;2503;Москва и обл.;3 456 254,00;3 100 313,00;355 941,00;11,48
467;1;Коммерческий Индо Банк;3446;Москва и обл.;3 429 788,00;3 420 348,00;9 440,00;0,28
468;-6;Система;2846;Москва и обл.;3 427 977,00;3 532 555,00;-104 578,00;-2,96
469;9;Еврокредит;2957;Москва и обл.;3 412 192,00;3 219 690,00;192 502,00;5,98
470;4;Банк Экономический Союз;2798;Москва и обл.;3 379 014,00;3 294 822,00;84 192,00;2,56
471;1;Интерактивный Банк;3378;Москва и обл.;3 356 513,00;3 314 094,00;42 419,00;1,28
472;24;Профессионал Банк;3296;Москва и обл.;3 352 403,00;2 883 681,00;468 722,00;16,25
473;10;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 319 246,00;3 129 841,00;189 405,00;6,05
474;2;Аксонбанк;680;Костромская обл.;3 314 904,00;3 238 176,00;76 728,00;2,37
475;2;Венец;524;Ульяновская обл.;3 277 702,00;3 238 175,00;39 527,00;1,22
476;13;Уралпромбанк;2964;Челябинская обл.;3 274 738,00;3 059 006,00;215 732,00;7,05
477;-25;Лайтбанк;3177;Москва и обл.;3 248 239,00;3 748 583,00;-500 344,00;-13,35
478;2;Интеркредит;3047;Москва и обл.;3 246 339,00;3 186 183,00;60 156,00;1,89
479;-18;Финансово-Промышленный Капитал;3295;Москва и обл.;3 242 150,00;3 537 491,00;-295 341,00;-8,35
480;26;ЕвроАксис Банк;3273;Москва и обл.;3 240 735,00;2 791 416,00;449 319,00;16,10
481;-2;Смартбанк;3408;Москва и обл.;3 235 993,00;3 187 631,00;48 362,00;1,52
482;8;Долинск;857;Сахалинская обл.;3 219 472,00;3 008 904,00;210 568,00;7,00
483;3;Уссури;596;Хабаровский край;3 207 160,00;3 098 776,00;108 384,00;3,50
484;-11;Тройка-Д Банк;3431;Москва и обл.;3 202 550,00;3 303 366,00;-100 816,00;-3,05
485;3;Промсельхозбанк;538;Москва и обл.;3 137 755,00;3 062 735,00;75 020,00;2,45
486;15;Идея Банк;430;Краснодарский край;3 136 218,00;2 824 725,00;311 493,00;11,03
487;11;ПК-Банк;2652;Нижегородская обл.;3 131 626,00;2 848 541,00;283 085,00;9,94
488;-21;Бинбанк Сургут;1701;Тюменская обл.;3 114 417,00;3 424 240,00;-309 823,00;-9,05
489;-8;Донинвест;1617;Ростовская обл.;3 113 941,00;3 166 901,00;-52 960,00;-1,67
490;-20;Океан Банк;1697;Москва и обл.;3 064 838,00;3 380 070,00;-315 232,00;-9,33
491;-9;Тульский Промышленник;2382;Тульская обл.;3 022 222,00;3 165 513,00;-143 291,00;-4,53
492;38;Бинбанк Столица;3052;Москва и обл.;3 005 145,00;2 592 537,00;412 608,00;15,92
493;-2;Гринфилдбанк;2711;Москва и обл.;2 987 290,00;3 004 003,00;-16 713,00;-0,56
494;3;Крыловский;456;Краснодарский край;2 964 546,00;2 858 181,00;106 365,00;3,72
495;36;Айви Банк;2055;Москва и обл.;2 942 094,00;2 571 972,00;370 122,00;14,39
496;-1;Енисей;474;Красноярский край;2 926 714,00;2 914 976,00;11 738,00;0,40
497;-5;Совинком;2302;Москва и обл.;2 917 001,00;2 962 931,00;-45 930,00;-1,55
498;13;Диг-Банк;2423;Северная Осетия — Алания;2 893 058,00;2 764 311,00;128 747,00;4,66
499;6;Витязь;2890;Москва и обл.;2 890 187,00;2 807 694,00;82 493,00;2,94
500;-7;Профессионал Банк;2471;Москва и обл.;2 870 351,00;2 924 501,00;-54 150,00;-1,85
501;14;Росбизнесбанк;1405;Москва и обл.;2 840 193,00;2 712 259,00;127 934,00;4,72
502;-18;Евроальянс;1781;Ивановская обл.;2 826 968,00;3 112 352,00;-285 384,00;-9,17
503;11;Вологжанин;1896;Вологодская обл.;2 818 456,00;2 730 607,00;87 849,00;3,22
504;9;Агророс;2860;Саратовская обл.;2 817 627,00;2 759 471,00;58 156,00;2,11
505;-11;НОКССбанк;3202;Волгоградская обл.;2 806 200,00;2 923 430,00;-117 230,00;-4,01
506;-6;Банк РМП;2574;Москва и обл.;2 802 137,00;2 837 258,00;-35 121,00;-1,24
507;-5;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;2 797 084,00;2 822 595,00;-25 511,00;-0,90
508;4;Коммерческий Банк Развития;3364;Москва и обл.;2 795 883,00;2 759 821,00;36 062,00;1,31
509;28;НБК-Банк;3283;Москва и обл.;2 786 253,00;2 476 859,00;309 394,00;12,49
510;9;Костромаселькомбанк;1115;Костромская обл.;2 782 892,00;2 668 324,00;114 568,00;4,29
511;-7;Владпромбанк;870;Владимирская обл.;2 763 996,00;2 814 808,00;-50 812,00;-1,81
512;22;Крокус-Банк;2682;Москва и обл.;2 755 271,00;2 524 485,00;230 786,00;9,14
513;-10;Ураллига;1626;Челябинская обл.;2 737 113,00;2 821 363,00;-84 250,00;-2,99
514;6;Конфидэнс Банк;970;Костромская обл.;2 727 092,00;2 660 226,00;66 866,00;2,51
515;31;Финтрастбанк;3104;Москва и обл.;2 721 340,00;2 394 185,00;327 155,00;13,66
516;1;Ваш Личный Банк;1222;Иркутская обл.;2 714 482,00;2 685 216,00;29 266,00;1,09
517;8;Леноблбанк;1003;Санкт-Петербург и обл.;2 711 815,00;2 615 462,00;96 353,00;3,68
518;10;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 700 655,00;2 599 133,00;101 522,00;3,91
519;8;ИпоТек Банк;2794;Москва и обл.;2 698 242,00;2 602 961,00;95 281,00;3,66
520;19;МФБанк;3163;Москва и обл.;2 697 562,00;2 469 287,00;228 275,00;9,24
521;8;Пульс Столицы;3002;Москва и обл.;2 687 833,00;2 597 130,00;90 703,00;3,49
522;14;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;2 681 099,00;2 480 961,00;200 138,00;8,07
523;-93;Богородский Муниципальный Банк;2992;Москва и обл.;2 664 770,00;4 185 553,00;-1 520 783,00;-36,33
524;23;Русский Национальный Банк;469;Ростовская обл.;2 623 945,00;2 386 643,00;237 302,00;9,94
525;-7;Вкабанк;1027;Астраханская обл.;2 619 675,00;2 672 709,00;-53 034,00;-1,98
526;9;Братский АНКБ;1144;Иркутская обл.;2 607 557,00;2 497 389,00;110 168,00;4,41
