Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2011, тыс. рублей;Март, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
529;90;ИпоТек Банк — Северо-Западный филиал;0;Россия;1 990 590,00;1 402 534,00;588 056,00;41,93
530;-4;ФорБанк;2063;Алтайский край;1 978 244,00;1 918 902,00;59 342,00;3,09
531;6;Форус Банк;3457;Нижегородская обл.;1 973 567,00;1 859 851,00;113 716,00;6,11
532;-25;Еврокредит;2957;Москва и обл.;1 972 886,00;2 116 561,00;-143 675,00;-6,79
533;-19;Синко-Банк;2838;Москва и обл.;1 969 025,00;2 041 833,00;-72 808,00;-3,57
534;41;Межрегионбанк;1059;Москва и обл.;1 962 043,00;1 632 189,00;329 854,00;20,21
535;16;Резерв;2364;Челябинская обл.;1 952 463,00;1 754 665,00;197 798,00;11,27
536;0;Кроссинвестбанк;2849;Москва и обл.;1 948 915,00;1 861 550,00;87 365,00;4,69
537;-15;Финансовый Капитал;3288;Санкт-Петербург и обл.;1 938 189,00;1 967 431,00;-29 242,00;-1,49
538;-15;Бест Эффортс Банк;435;Москва и обл.;1 931 944,00;1 960 333,00;-28 389,00;-1,45
539;-10;Мой Банк. Ипотека;2436;Башкортостан;1 921 253,00;1 908 320,00;12 933,00;0,68
540;-12;Донхлеббанк;2285;Ростовская обл.;1 917 942,00;1 912 365,00;5 577,00;0,29
541;6;Новый Символ;370;Москва и обл.;1 915 021,00;1 793 436,00;121 585,00;6,78
542;-21;Татсоцбанк;480;Татарстан;1 911 298,00;1 972 912,00;-61 614,00;-3,12
543;92;Охотный Ряд;3375;Москва и обл.;1 907 653,00;1 345 405,00;562 248,00;41,79
544;-14;Национальный Республиканский Банк;3359;Москва и обл.;1 901 435,00;1 906 560,00;-5 125,00;-0,27
545;53;Финансово-Промышленный Капитал;3295;Москва и обл.;1 900 119,00;1 509 004,00;391 115,00;25,92
546;-2;Иваново;1763;Ивановская обл.;1 892 310,00;1 796 628,00;95 682,00;5,33
547;-8;Океан Банк;1697;Москва и обл.;1 891 638,00;1 833 415,00;58 223,00;3,18
548;-28;Профессионал Банк;2471;Москва и обл.;1 882 772,00;1 983 591,00;-100 819,00;-5,08
549;1;РСКБ;2050;Москва и обл.;1 881 673,00;1 755 185,00;126 488,00;7,21
550;93;Банк МБФИ;2073;Москва и обл.;1 871 196,00;1 293 219,00;577 977,00;44,69
551;-18;ИК Банк;1732;Татарстан;1 870 479,00;1 890 990,00;-20 511,00;-1,08
552;9;Банк ИТБ;3128;Москва и обл.;1 861 567,00;1 706 920,00;154 647,00;9,06
553;7;Северный Кредит;2398;Вологодская обл.;1 845 708,00;1 717 949,00;127 759,00;7,44
554;-5;Инвестиционный Союз;637;Москва и обл.;1 842 093,00;1 762 054,00;80 039,00;4,54
555;-20;Банк Пермь;875;Пермская обл.;1 834 274,00;1 870 014,00;-35 740,00;-1,91
556;-4;Липецкий Областной Банк;1794;Липецкая обл.;1 831 535,00;1 753 095,00;78 440,00;4,47
557;-11;Стелла-Банк;2948;Ростовская обл.;1 819 106,00;1 795 076,00;24 030,00;1,34
558;-17;Выборг-Банк;720;Санкт-Петербург и обл.;1 799 964,00;1 815 780,00;-15 816,00;-0,87
559;-4;Ренессанс;1939;Москва и обл.;1 789 096,00;1 745 536,00;43 560,00;2,50
560;10;Россита-Банк;3257;Москва и обл.;1 786 541,00;1 656 031,00;130 510,00;7,88
561;41;Соколовский;2830;Москва и обл.;1 783 050,00;1 502 219,00;280 831,00;18,69
562;-17;Новый Век;3417;Москва и обл.;1 773 672,00;1 796 421,00;-22 749,00;-1,27
563;8;КОР;2148;Волгоградская обл.;1 772 869,00;1 655 819,00;117 050,00;7,07
564;10;Мобилбанк;532;Удмуртия;1 772 699,00;1 645 791,00;126 908,00;7,71
565;-17;Яринтербанк;2564;Ярославская обл.;1 764 250,00;1 778 038,00;-13 788,00;-0,78
566;-3;Мой Банк. Новосибирск;2787;Новосибирская обл.;1 762 709,00;1 694 425,00;68 284,00;4,03
567;-40;Тендер-Банк;2252;Москва и обл.;1 752 729,00;1 916 252,00;-163 523,00;-8,53
568;-9;Компания Розничного Кредитования;3385;Москва и обл.;1 746 573,00;1 718 827,00;27 746,00;1,61
569;-26;Кросна-Банк;2607;Москва и обл.;1 727 575,00;1 802 832,00;-75 257,00;-4,17
570;-12;НБК-Банк;3283;Москва и обл.;1 718 707,00;1 729 026,00;-10 319,00;-0,60
571;6;Бинбанк Столица;3052;Москва и обл.;1 714 019,00;1 624 518,00;89 501,00;5,51
572;68;Невский Банк;1068;Санкт-Петербург и обл.;1 688 526,00;1 306 957,00;381 569,00;29,20
573;15;Приско Капитал Банк;2537;Москва и обл.;1 687 731,00;1 547 998,00;139 733,00;9,03
574;-9;Фольксваген Банк Рус;3500;Москва и обл.;1 687 080,00;1 686 690,00;390,00;0,02
575;-13;Банк Реалист;2646;Москва и обл.;1 673 623,00;1 696 039,00;-22 416,00;-1,32
576;-3;Йошкар-Ола;2802;Марий Эл;1 665 281,00;1 651 935,00;13 346,00;0,81
577;31;Михайловский ПЖСБ;2961;Волгоградская обл.;1 659 003,00;1 482 397,00;176 606,00;11,91
578;-9;Газнефтьбанк;3223;Саратовская обл.;1 658 531,00;1 657 266,00;1 265,00;0,08
579;4;Таатта;1249;Саха (Якутия);1 638 741,00;1 585 169,00;53 572,00;3,38
580;-40;Агророс;2860;Саратовская обл.;1 635 774,00;1 825 448,00;-189 674,00;-10,39
581;-14;Новокиб;1747;Кемеровская обл.;1 619 656,00;1 675 547,00;-55 891,00;-3,34
582;90;РТС-Банк;3401;Самарская обл.;1 613 877,00;1 121 587,00;492 290,00;43,89
583;-4;Межотраслевая Банковская Корпорация;3471;Москва и обл.;1 610 492,00;1 606 844,00;3 648,00;0,23
584;15;Национальный Банк Сбережений;1949;Ивановская обл.;1 607 620,00;1 506 095,00;101 525,00;6,74
585;5;Саратов;330;Саратовская обл.;1 603 557,00;1 539 557,00;64 000,00;4,16
586;21;Арксбанк;1868;Москва и обл.;1 601 473,00;1 484 673,00;116 800,00;7,87
587;-11;Кубанский Универсальный Банк;2898;Краснодарский край;1 589 794,00;1 629 416,00;-39 622,00;-2,43
588;-8;Мегаполис;3265;Чувашия;1 574 943,00;1 591 703,00;-16 760,00;-1,05
589;-5;Радиотехбанк;1166;Нижегородская обл.;1 573 220,00;1 575 284,00;-2 064,00;-0,13
590;-9;Ринвестбанк;3262;Рязанская обл.;1 569 885,00;1 589 544,00;-19 659,00;-1,24
591;32;Старооскольский Агропромбанк;1050;Белгородская обл.;1 565 993,00;1 383 233,00;182 760,00;13,21
592;-20;Москва-Сити;3247;Москва и обл.;1 565 005,00;1 654 653,00;-89 648,00;-5,42
593;10;Нальчик;695;Кабардино-Балкария;1 558 552,00;1 499 273,00;59 279,00;3,95
594;-3;Владпромбанк;870;Владимирская обл.;1 553 932,00;1 531 125,00;22 807,00;1,49
595;-29;Уралфинанс;1370;Свердловская обл.;1 548 527,00;1 686 359,00;-137 832,00;-8,17
596;15;Спутник;1071;Оренбургская обл.;1 548 122,00;1 459 866,00;88 256,00;6,05
597;-8;Уральский Трастовый Банк;2523;Удмуртия;1 545 922,00;1 543 035,00;2 887,00;0,19
598;-16;Межтрастбанк;2493;Москва и обл.;1 535 788,00;1 586 334,00;-50 546,00;-3,19
599;2;Эсидбанк;1991;Дагестан;1 531 259,00;1 503 253,00;28 006,00;1,86
600;6;Пульс Столицы;3002;Москва и обл.;1 530 015,00;1 493 417,00;36 598,00;2,45
601;-8;МФБанк;3163;Москва и обл.;1 521 957,00;1 525 453,00;-3 496,00;-0,23
602;3;Новация;840;Адыгея;1 518 675,00;1 493 792,00;24 883,00;1,67
603;-16;Объединенный Резервный Банк;937;Москва и обл.;1 516 505,00;1 549 424,00;-32 919,00;-2,12
604;-7;Мираф-Банк;2244;Омская обл.;1 514 988,00;1 517 460,00;-2 472,00;-0,16
605;-11;УИК-Банк;1300;Челябинская обл.;1 510 986,00;1 525 137,00;-14 151,00;-0,93
606;-50;Национальный Корпоративный Банк;3422;Москва и обл.;1 506 070,00;1 734 221,00;-228 151,00;-13,16
607;20;Объединенный Банк Республики;1016;Чувашия;1 502 386,00;1 367 836,00;134 550,00;9,84
608;7;Пурпе;709;Тюменская обл.;1 498 184,00;1 416 658,00;81 526,00;5,75
609;36;Военно-Промышленный Банк;3065;Москва и обл.;1 482 473,00;1 288 309,00;194 164,00;15,07
610;0;Зираат Банк;2559;Москва и обл.;1 482 344,00;1 465 872,00;16 472,00;1,12
611;-47;Контраст-Банк;2857;Москва и обл.;1 480 346,00;1 690 891,00;-210 545,00;-12,45
612;4;Банк РМП;2574;Москва и обл.;1 466 855,00;1 413 857,00;52 998,00;3,75
613;-27;Юнистрим;3467;Москва и обл.;1 462 247,00;1 550 108,00;-87 861,00;-5,67
614;-29;Дом-Банк;3209;Москва и обл.;1 461 390,00;1 558 768,00;-97 378,00;-6,25
615;-1;Консервативный Коммерческий Банк;1087;Астраханская обл.;1 444 293,00;1 418 327,00;25 966,00;1,83
616;2;Спиритбанк;2053;Тульская обл.;1 440 547,00;1 409 442,00;31 105,00;2,21
617;15;Ваш Личный Банк;1222;Иркутская обл.;1 429 737,00;1 348 809,00;80 928,00;6,00
618;-26;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 428 658,00;1 525 619,00;-96 961,00;-6,36
619;-10;Бенифит-Банк;3229;Москва и обл.;1 425 105,00;1 482 019,00;-56 914,00;-3,84
620;13;Навигатор;2469;Москва и обл.;1 420 185,00;1 348 296,00;71 889,00;5,33
621;-17;Приобье;537;Тюменская обл.;1 412 709,00;1 497 816,00;-85 107,00;-5,68
622;-9;Викинг;2;Санкт-Петербург и обл.;1 411 228,00;1 425 968,00;-14 740,00;-1,03
623;3;Богородский;1277;Нижегородская обл.;1 409 737,00;1 374 003,00;35 734,00;2,60
624;20;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 409 737,00;1 288 478,00;121 259,00;9,41
625;12;Русский Трастовый Банк;1139;Москва и обл.;1 406 942,00;1 336 861,00;70 081,00;5,24
626;-9;Вологдабанк;992;Вологодская обл.;1 406 597,00;1 409 898,00;-3 301,00;-0,23
627;-5;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 397 534,00;1 387 129,00;10 405,00;0,75
628;3;Татагропромбанк;728;Татарстан;1 397 013,00;1 351 909,00;45 104,00;3,34
629;34;Холмск;503;Сахалинская обл.;1 390 945,00;1 168 287,00;222 658,00;19,06
630;-1;Столичный Кредит;2853;Москва и обл.;1 387 887,00;1 361 810,00;26 077,00;1,91
631;-78;Объединенная Расчетная Система;3342;Москва и обл.;1 376 863,00;1 745 841,00;-368 978,00;-21,13
632;-11;Далетбанк;3049;Москва и обл.;1 375 016,00;1 392 396,00;-17 380,00;-1,25
633;-21;Кредитинвест;1197;Дагестан;1 373 795,00;1 445 336,00;-71 541,00;-4,95
634;-14;Диг-Банк;2423;Северная Осетия — Алания;1 366 887,00;1 399 156,00;-32 269,00;-2,31
635;-5;Нерюнгрибанк;825;Саха (Якутия);1 366 629,00;1 357 821,00;8 808,00;0,65
636;-11;Владбизнесбанк;903;Владимирская обл.;1 365 980,00;1 378 116,00;-12 136,00;-0,88
637;11;Единственный;3187;Москва и обл.;1 363 883,00;1 272 771,00;91 112,00;7,16
638;3;Интеркапитал-Банк;2706;Мордовия;1 352 284,00;1 299 125,00;53 159,00;4,09
639;-3;БСТ-Банк;2883;Кемеровская обл.;1 351 556,00;1 340 105,00;11 451,00;0,85
640;-16;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 339 636,00;1 380 142,00;-40 506,00;-2,93
641;53;Витязь;2890;Москва и обл.;1 325 259,00;1 033 985,00;291 274,00;28,17
642;-14;УМ-Банк;1441;Свердловская обл.;1 315 505,00;1 363 040,00;-47 535,00;-3,49
643;-4;Приполярком;507;Тюменская обл.;1 312 757,00;1 329 619,00;-16 862,00;-1,27
644;22;Новое Время;3492;Москва и обл.;1 312 676,00;1 160 169,00;152 507,00;13,15
645;16;Русский Национальный Банк;469;Ростовская обл.;1 293 072,00;1 185 838,00;107 234,00;9,04
646;-4;Нарат;1902;Саратовская обл.;1 285 546,00;1 294 074,00;-8 528,00;-0,66
647;-52;Современные Стандарты Бизнеса;3397;Москва и обл.;1 276 051,00;1 524 134,00;-248 083,00;-16,28
648;-2;Евразийский Банк;969;Забайкальский край;1 272 208,00;1 277 442,00;-5 234,00;-0,41
649;21;Апабанк;2404;Москва и обл.;1 255 089,00;1 136 323,00;118 766,00;10,45
650;3;Элита;1399;Калужская обл.;1 255 002,00;1 234 282,00;20 720,00;1,68
651;102;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 249 845,00;794 041,00;455 804,00;57,40
652;-5;Арт-Банк;2779;Северная Осетия — Алания;1 249 436,00;1 276 487,00;-27 051,00;-2,12
653;12;Промсельхозбанк;538;Москва и обл.;1 246 150,00;1 162 072,00;84 078,00;7,24
654;-5;Сембанк;2606;Москва и обл.;1 243 016,00;1 265 991,00;-22 975,00;-1,81
655;29;Регионфинансбанк;3357;Москва и обл.;1 233 321,00;1 073 858,00;159 463,00;14,85
656;-4;Башпромбанк;1006;Башкортостан;1 219 448,00;1 245 849,00;-26 401,00;-2,12
657;2;Новый Кредитный Союз;3139;Москва и обл.;1 195 853,00;1 196 210,00;-357,00;-0,03
658;-20;Тандем;1951;Москва и обл.;1 183 790,00;1 330 295,00;-146 505,00;-11,01
659;8;Геленджик-Банк;790;Краснодарский край;1 176 373,00;1 157 246,00;19 127,00;1,65
660;-4;Екатерининский;2167;Москва и обл.;1 159 312,00;1 207 864,00;-48 552,00;-4,02
661;13;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;1 157 347,00;1 107 623,00;49 724,00;4,49
662;-5;Златкомбанк;568;Москва и обл.;1 152 964,00;1 205 269,00;-52 305,00;-4,34
663;8;Яндекс Банк;3027;Москва и обл.;1 137 580,00;1 132 917,00;4 663,00;0,41
664;16;ГринКомБанк;1184;Иркутская обл.;1 128 783,00;1 091 424,00;37 359,00;3,42
665;4;Азимут;3154;Москва и обл.;1 126 604,00;1 141 381,00;-14 777,00;-1,29
666;-16;Интеркоопбанк;2803;Москва и обл.;1 124 170,00;1 260 770,00;-136 600,00;-10,83
667;37;Саммит Банк;85;Приморский край;1 120 124,00;976 524,00;143 600,00;14,71
668;-90;РЕСО Кредит;3450;Москва и обл.;1 116 500,00;1 616 166,00;-499 666,00;-30,92
669;28;КИП-Банк;2843;Москва и обл.;1 112 031,00;1 007 672,00;104 359,00;10,36
670;-8;Байкалкредобанк;2990;Иркутская обл.;1 109 403,00;1 172 535,00;-63 132,00;-5,38
671;8;Трастовый Республиканский Банк;3404;Москва и обл.;1 108 853,00;1 092 721,00;16 132,00;1,48
672;6;Мострансбанк;2258;Москва и обл.;1 106 702,00;1 097 552,00;9 150,00;0,83
673;-19;Металлург;2877;Москва и обл.;1 105 407,00;1 233 249,00;-127 842,00;-10,37
674;14;Торговый Городской Банк;3180;Тверская обл.;1 105 236,00;1 047 803,00;57 433,00;5,48
675;6;Тайм Банк;3120;Москва и обл.;1 100 667,00;1 090 286,00;10 381,00;0,95
676;83;Коммерческий Банк Развития;3364;Москва и обл.;1 093 285,00;766 797,00;326 488,00;42,58
677;29;Бумеранг;1002;Вологодская обл.;1 092 636,00;974 401,00;118 235,00;12,13
678;30;Проинвестбанк;784;Пермская обл.;1 087 484,00;961 183,00;126 301,00;13,14
679;13;Калуга;1151;Калужская обл.;1 073 469,00;1 039 280,00;34 189,00;3,29
680;18;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 072 456,00;1 006 786,00;65 670,00;6,52
681;-17;Флора-Москва;533;Москва и обл.;1 071 542,00;1 165 145,00;-93 603,00;-8,03
682;11;Местный Кредит;3370;Москва и обл.;1 070 585,00;1 034 444,00;36 141,00;3,49
683;-6;Богородский Муниципальный Банк;2992;Москва и обл.;1 067 498,00;1 098 299,00;-30 801,00;-2,80
684;3;Дон-Тексбанк;1818;Ростовская обл.;1 059 741,00;1 049 425,00;10 316,00;0,98
685;40;Кемсоцинбанк;96;Кемеровская обл.;1 057 292,00;894 885,00;162 407,00;18,15
686;-31;Смартбанк;3408;Москва и обл.;1 054 945,00;1 208 260,00;-153 315,00;-12,69
687;2;Эльбин;2267;Дагестан;1 054 419,00;1 046 898,00;7 521,00;0,72
688;-20;Великие Луки Банк;598;Псковская обл.;1 052 271,00;1 152 704,00;-100 433,00;-8,71
689;-7;Эргобанк;2856;Москва и обл.;1 051 884,00;1 082 242,00;-30 358,00;-2,81
690;49;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;1 043 834,00;843 501,00;200 333,00;23,75
691;4;Финанс Бизнес Банк;520;Краснодарский край;1 037 981,00;1 028 493,00;9 488,00;0,92
692;-7;Инбанк;1829;Москва и обл.;1 035 979,00;1 066 970,00;-30 991,00;-2,90
693;6;Радиан;1675;Иркутская обл.;1 033 552,00;1 000 658,00;32 894,00;3,29
694;9;Вэлкомбанк;589;Ставропольский край;1 031 789,00;983 941,00;47 848,00;4,86
695;19;Верхневолжский;1084;Ярославская обл.;1 029 568,00;941 348,00;88 220,00;9,37
696;-20;Народный Доверительный Банк;2374;Москва и обл.;1 020 341,00;1 103 281,00;-82 940,00;-7,52
697;8;Онего;2484;Карелия;1 014 743,00;975 079,00;39 664,00;4,07
698;-7;Крона-Банк;2499;Иркутская обл.;1 011 534,00;1 042 536,00;-31 002,00;-2,97
699;10;Сибэс;208;Омская обл.;1 005 512,00;957 969,00;47 543,00;4,96
700;-27;Рублевский;2192;Москва и обл.;1 004 027,00;1 115 697,00;-111 670,00;-10,01
701;15;РФИ Банк;3351;Москва и обл.;995 792,00;930 327,00;65 465,00;7,04
702;-12;Стройиндбанк;155;Москва и обл.;995 369,00;1 044 919,00;-49 550,00;-4,74
703;-1;БВА Банк;1684;Москва и обл.;995 137,00;984 928,00;10 209,00;1,04
704;-8;Агроинкомбанк;1946;Астраханская обл.;990 720,00;1 009 073,00;-18 353,00;-1,82
705;-5;Метрополь;1639;Москва и обл.;982 353,00;993 843,00;-11 490,00;-1,16
706;-31;Максима;3379;Москва и обл.;975 343,00;1 103 887,00;-128 544,00;-11,64
707;3;Майкопбанк;1136;Адыгея;963 668,00;954 511,00;9 157,00;0,96
708;-57;Новый Промышленный Банк;930;Москва и обл.;951 505,00;1 246 261,00;-294 756,00;-23,65
709;-23;Республиканский Кредитный Альянс;3017;Москва и обл.;946 779,00;1 066 519,00;-119 740,00;-11,23
710;27;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;942 383,00;853 586,00;88 797,00;10,40
711;-53;Сталь Банк;2248;Москва и обл.;941 309,00;1 204 541,00;-263 232,00;-21,85
712;-5;Аскания Траст;286;Москва и обл.;938 932,00;962 762,00;-23 830,00;-2,48
713;13;Жилкредит;1736;Москва и обл.;935 886,00;886 721,00;49 165,00;5,54
714;7;Ноосфера;2650;Республика Алтай;935 601,00;903 619,00;31 982,00;3,54
715;15;Сельмашбанк;106;Ростовская обл.;931 701,00;880 688,00;51 013,00;5,79
716;11;Московский Вексельный Банк;2697;Москва и обл.;927 981,00;886 678,00;41 303,00;4,66
717;-4;Кредитимпэкс Банк;2037;Москва и обл.;918 844,00;941 443,00;-22 599,00;-2,40
718;24;Конфидэнс Банк;970;Костромская обл.;917 306,00;840 248,00;77 058,00;9,17
719;-18;Церих;2627;Москва и обл.;914 513,00;987 687,00;-73 174,00;-7,41
720;-1;Верхне-Волжский Нефтебанк;3033;Нижегородская обл.;913 943,00;913 229,00;714,00;0,08
721;14;Первый Клиентский Банк;3436;Москва и обл.;911 524,00;867 295,00;44 229,00;5,10
722;-2;Тексбанк;2756;Карачаево-Черкесия;911 353,00;907 928,00;3 425,00;0,38
723;-1;Синергия;2884;Саратовская обл.;910 031,00;901 156,00;8 875,00;0,98
724;44;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;909 466,00;736 321,00;173 145,00;23,51
725;54;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;908 460,00;690 490,00;217 970,00;31,57
726;-3;Риал-Кредит;3393;Москва и обл.;903 493,00;896 975,00;6 518,00;0,73
727;5;Агора;3231;Москва и обл.;902 174,00;873 095,00;29 079,00;3,33
728;10;Алтынбанк;2070;Татарстан;879 505,00;852 085,00;27 420,00;3,22
729;4;Примтеркомбанк;21;Приморский край;879 019,00;868 441,00;10 578,00;1,22
730;11;Булгар Банк;1917;Татарстан;878 698,00;840 859,00;37 839,00;4,50
731;-2;ЕАТП Банк;1765;Астраханская обл.;878 598,00;883 167,00;-4 569,00;-0,52
732;-21;Северинвестбанк;2264;Белгородская обл.;877 171,00;953 542,00;-76 371,00;-8,01
733;-16;Банкирский Дом;2928;Санкт-Петербург и обл.;875 642,00;925 449,00;-49 807,00;-5,38
734;28;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;863 679,00;760 215,00;103 464,00;13,61
735;12;Объединенный Кредитный Банк;1118;Владимирская обл.;861 996,00;807 687,00;54 309,00;6,72
736;-5;Бузулукбанк;1282;Оренбургская обл.;861 890,00;876 898,00;-15 008,00;-1,71
737;-25;Первоуральскбанк;965;Свердловская обл.;860 174,00;950 034,00;-89 860,00;-9,46
738;-2;Руна-Банк;3207;Москва и обл.;841 615,00;859 816,00;-18 201,00;-2,12
739;-24;Унифондбанк;3416;Москва и обл.;837 378,00;932 297,00;-94 919,00;-10,18
740;40;Международный Расчетный Банк;3028;Москва и обл.;831 460,00;689 135,00;142 325,00;20,65
741;-17;Объединенный Капитал;2611;Санкт-Петербург и обл.;820 479,00;895 983,00;-75 504,00;-8,43
742;-14;Канский;860;Красноярский край;816 301,00;886 100,00;-69 799,00;-7,88
743;-9;Анелик РУ;3443;Москва и обл.;814 637,00;867 298,00;-52 661,00;-6,07
744;25;Кредит Экспресс;3186;Ростовская обл.;813 796,00;730 286,00;83 510,00;11,44
745;6;Первый Дортрансбанк;3271;Кировская обл.;809 844,00;799 908,00;9 936,00;1,24
746;0;Спецстройбанк;236;Москва и обл.;799 703,00;808 461,00;-8 758,00;-1,08
747;161;Трансэнергобанк;3106;Дагестан;798 743,00;283 961,00;514 782,00;181,29
748;0;Смолевич;1121;Смоленская обл.;791 923,00;807 302,00;-15 379,00;-1,90
749;6;Жилстройбанк;2769;Москва и обл.;790 236,00;786 298,00;3 938,00;0,50
750;4;Почта Банк;650;Брянская обл.;781 748,00;790 628,00;-8 880,00;-1,12
751;-6;Кетовский Коммерческий Банк;842;Курганская обл.;779 919,00;825 323,00;-45 404,00;-5,50
752;18;Тетраполис;1586;Санкт-Петербург и обл.;778 148,00;724 943,00;53 205,00;7,34
753;-4;Динамичные Системы;3439;Москва и обл.;777 748,00;807 293,00;-29 545,00;-3,66
754;7;Почтобанк;1788;Пермская обл.;766 485,00;761 047,00;5 438,00;0,71
755;35;Академический Русский Банк;622;Москва и обл.;760 892,00;643 441,00;117 451,00;18,25
756;8;Далена Банк;1948;Москва и обл.;755 235,00;752 829,00;2 406,00;0,32
757;32;Финчер;3486;Москва и обл.;753 551,00;646 418,00;107 133,00;16,57
758;-1;Содружество;2923;Москва и обл.;748 369,00;769 677,00;-21 308,00;-2,77
759;1;Химик;1114;Нижегородская обл.;746 864,00;762 702,00;-15 838,00;-2,08
760;5;Аделантбанк;1835;Москва и обл.;746 753,00;748 524,00;-1 771,00;-0,24
761;10;Турбобанк;3203;Санкт-Петербург и обл.;745 210,00;720 115,00;25 095,00;3,48
762;1;Месед;184;Дагестан;744 131,00;759 623,00;-15 492,00;-2,04
763;-7;Симбирск;653;Ульяновская обл.;742 130,00;775 558,00;-33 428,00;-4,31
764;-14;Центрально-Азиатский;3037;Хакасия;737 110,00;804 953,00;-67 843,00;-8,43
765;-7;Инвест-Экобанк;1956;Санкт-Петербург и обл.;721 181,00;767 036,00;-45 855,00;-5,98
766;11;Ратибор-Банк;2174;Москва и обл.;713 290,00;698 838,00;14 452,00;2,07
767;20;Кузбассхимбанк;2868;Кемеровская обл.;712 751,00;660 792,00;51 959,00;7,86
768;7;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;710 465,00;705 356,00;5 109,00;0,72
769;-109;Космос;2245;Москва и обл.;708 586,00;1 193 431,00;-484 845,00;-40,63
770;-4;Одинбанк;3197;Москва и обл.;708 225,00;745 630,00;-37 405,00;-5,02
771;2;Курган;2568;Курганская обл.;706 262,00;714 725,00;-8 463,00;-1,18
772;13;Балаково-Банк;444;Саратовская обл.;699 235,00;666 258,00;32 977,00;4,95
773;34;Северная Клиринговая Палата;3317;Архангельская обл.;699 142,00;571 114,00;128 028,00;22,42
774;2;Эко-Инвест;3116;Москва и обл.;689 452,00;700 935,00;-11 483,00;-1,64
775;-1;Арсенал;3000;Москва и обл.;687 347,00;705 380,00;-18 033,00;-2,56
776;-93;МС Банк Рус;2789;Москва и обл.;686 006,00;1 081 793,00;-395 787,00;-36,59
777;21;Региональный Банк Сбережений;3367;Москва и обл.;685 750,00;598 341,00;87 409,00;14,61
778;10;Камчатка;2966;Камчатская обл.;677 101,00;655 449,00;21 652,00;3,30
779;16;Эл Банк;1025;Республика Алтай;675 294,00;616 223,00;59 071,00;9,59
780;-8;Бизнес для Бизнеса;1060;Чувашия;673 703,00;716 618,00;-42 915,00;-5,99
781;37;Телекоммерц Банк;3380;Тульская обл.;663 630,00;535 882,00;127 748,00;23,84
782;1;Банк Глобус;2438;Москва и обл.;656 645,00;677 931,00;-21 286,00;-3,14
783;13;Центр Межбанковских Расчетов;3400;Москва и обл.;656 301,00;616 101,00;40 200,00;6,52
784;0;Русский Банк Сбережений;779;Ставропольский край;647 491,00;676 436,00;-28 945,00;-4,28
785;8;Арзамас;1281;Нижегородская обл.;646 771,00;633 620,00;13 151,00;2,08
786;8;Атлас Банк;3477;Москва и обл.;643 718,00;632 616,00;11 102,00;1,75
787;21;Олма-Банк;3250;Москва и обл.;641 880,00;568 149,00;73 731,00;12,98
788;-10;МТИ Банк;1052;Москва и обл.;636 761,00;694 524,00;-57 763,00;-8,32
789;28;Адам Интернэшнл;2232;Дагестан;630 902,00;536 418,00;94 484,00;17,61
790;-9;Финарс Банк;2938;Москва и обл.;629 525,00;686 701,00;-57 176,00;-8,33
791;-39;Вестинтербанк;3398;Москва и обл.;625 567,00;794 576,00;-169 009,00;-21,27
792;-6;РусьРегионБанк;685;Москва и обл.;621 145,00;663 623,00;-42 478,00;-6,40
793;-1;Акцент;696;Оренбургская обл.;620 491,00;634 190,00;-13 699,00;-2,16
794;-3;Центрально-Европейский Банк;2670;Москва и обл.;619 111,00;637 957,00;-18 846,00;-2,95
795;4;Прайм Финанс;2758;Санкт-Петербург и обл.;617 779,00;598 193,00;19 586,00;3,27
796;-78;Трастовый Банк;2780;Дагестан;611 811,00;921 031,00;-309 220,00;-33,57
797;13;Америкэн Экспресс Банк;3460;Москва и обл.;610 607,00;557 484,00;53 123,00;9,53
798;7;Мико-Банк;3195;Москва и обл.;601 865,00;580 342,00;21 523,00;3,71
799;13;Прохладный;874;Кабардино-Балкария;595 955,00;556 965,00;38 990,00;7,00
800;23;Кредитбанк;1035;Калмыкия;594 763,00;523 666,00;71 097,00;13,58
801;48;Галабанк;3090;Адыгея;583 778,00;433 450,00;150 328,00;34,68
802;-5;Славянбанк;804;Новгородская обл.;583 237,00;606 348,00;-23 111,00;-3,81
803;-60;Москва;1661;Москва и обл.;579 337,00;829 422,00;-250 085,00;-30,15
804;24;Рингкомбанк;1909;Ингушетия;569 814,00;507 119,00;62 695,00;12,36
