Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2014, тыс. рублей;Сентябрь, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
45;1;Транскапиталбанк;2210;Москва и обл.;155 517 741,00;152 242 176,00;3 275 565,00;2,15
46;1;Кредит Европа Банк;3311;Москва и обл.;152 115 933,00;151 547 689,00;568 244,00;0,37
47;-2;Татфондбанк;3058;Татарстан;150 400 123,00;152 396 140,00;-1 996 017,00;-1,31
48;20;Всероссийский Банк Развития Регионов;3287;Москва и обл.;144 133 823,00;89 556 779,00;54 577 044,00;60,94
49;2;Российский Кредит;324;Москва и обл.;140 593 796,00;128 322 862,00;12 270 934,00;9,56
50;-1;Банк ДОМ.РФ;2312;Москва и обл.;136 071 429,00;132 682 948,00;3 388 481,00;2,55
51;-1;МСП Банк;3340;Москва и обл.;129 781 171,00;129 680 600,00;100 571,00;0,08
52;-4;РосЕвроБанк;3137;Москва и обл.;127 877 810,00;138 437 591,00;-10 559 781,00;-7,63
53;-1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;127 658 472,00;127 654 789,00;3 683,00;0,00
54;0;Ренессанс Кредит;3354;Москва и обл.;124 322 844,00;122 874 358,00;1 448 486,00;1,18
55;-2;ДельтаКредит;3338;Москва и обл.;122 761 306,00;123 666 031,00;-904 725,00;-0,73
56;-1;СКБ-Банк;705;Свердловская обл.;122 166 311,00;122 581 283,00;-414 972,00;-0,34
57;0;Тинькофф Банк;2673;Москва и обл.;121 272 030,00;119 463 992,00;1 808 038,00;1,51
58;-2;Инвестторгбанк;2763;Москва и обл.;119 767 369,00;119 698 944,00;68 425,00;0,06
59;0;РГС Банк;3073;Москва и обл.;117 358 731,00;117 101 187,00;257 544,00;0,22
60;-2;Русфинанс Банк;1792;Самарская обл.;115 763 990,00;118 451 927,00;-2 687 937,00;-2,27
61;-1;Авангард;2879;Москва и обл.;113 548 768,00;116 704 162,00;-3 155 394,00;-2,70
62;-1;Пересвет;2110;Москва и обл.;110 469 032,00;108 786 676,00;1 682 356,00;1,55
63;-1;Пробизнесбанк;2412;Москва и обл.;109 869 511,00;104 335 486,00;5 534 025,00;5,30
64;22;Балтийский Банк;128;Москва и обл.;106 468 802,00;66 762 413,00;39 706 389,00;59,47
65;4;Сетелем Банк;2168;Москва и обл.;99 236 362,00;89 455 745,00;9 780 617,00;10,93
66;-3;Запсибкомбанк;918;Тюменская обл.;98 826 749,00;100 230 975,00;-1 404 226,00;-1,40
67;-1;Рост Банк;2888;Москва и обл.;95 062 498,00;94 646 697,00;415 801,00;0,44
68;-3;ЦентроКредит;121;Москва и обл.;93 374 954,00;97 330 113,00;-3 955 159,00;-4,06
69;2;Локо-Банк;2707;Москва и обл.;91 314 649,00;88 412 844,00;2 901 805,00;3,28
70;-3;Банк БФА;3038;Санкт-Петербург и обл.;90 564 888,00;92 599 067,00;-2 034 179,00;-2,20
71;1;Центр-инвест;2225;Ростовская обл.;84 831 149,00;84 460 930,00;370 219,00;0,44
72;-2;Дойче Банк;3328;Москва и обл.;84 203 146,00;89 207 341,00;-5 004 195,00;-5,61
73;2;Югра;880;Ханты-Мансийский АО — Югра;84 071 114,00;80 477 872,00;3 593 242,00;4,46
74;-1;Нота-Банк;2913;Москва и обл.;82 836 126,00;82 773 847,00;62 279,00;0,08
75;-1;Союз;2307;Москва и обл.;82 465 432,00;82 346 681,00;118 751,00;0,14
76;6;БНП Париба Банк;3407;Москва и обл.;82 161 423,00;71 599 503,00;10 561 920,00;14,75
77;-1;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;77 126 776,00;76 123 803,00;1 002 973,00;1,32
78;-14;Национальный Расчетный Депозитарий;3294;Москва и обл.;75 800 169,00;97 990 406,00;-22 190 237,00;-22,65
79;1;Роскосмосбанк;2989;Москва и обл.;75 759 913,00;73 136 753,00;2 623 160,00;3,59
80;-2;СБ Банк (Судостроительный банк);2999;Москва и обл.;74 839 709,00;74 138 596,00;701 113,00;0,95
81;-2;Связной Банк;1961;Москва и обл.;74 367 375,00;73 961 079,00;406 296,00;0,55
82;-1;Балтинвестбанк;3176;Санкт-Петербург и обл.;73 951 056,00;73 011 172,00;939 884,00;1,29
83;-6;Банк Интеза;2216;Москва и обл.;73 198 246,00;75 507 733,00;-2 309 487,00;-3,06
84;-1;Металлинвестбанк;2440;Москва и обл.;71 448 822,00;70 910 366,00;538 456,00;0,76
85;0;Международный Финансовый Клуб;2618;Москва и обл.;70 431 449,00;66 954 228,00;3 477 221,00;5,19
86;3;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;68 553 309,00;62 497 059,00;6 056 250,00;9,69
87;-3;Юниаструм Банк;2771;Москва и обл.;68 473 998,00;67 455 735,00;1 018 263,00;1,51
88;-1;Интеркоммерц Банк;1657;Москва и обл.;65 394 351,00;66 035 366,00;-641 015,00;-0,97
89;-1;Первобанк;3461;Самарская обл.;64 196 193,00;63 076 551,00;1 119 642,00;1,78
90;0;РосинтерБанк;226;Москва и обл.;58 606 524,00;59 920 013,00;-1 313 489,00;-2,19
91;0;Тойота Банк;3470;Москва и обл.;57 412 969,00;56 999 755,00;413 214,00;0,72
92;7;Национальный Стандарт;3421;Москва и обл.;53 745 485,00;47 652 605,00;6 092 880,00;12,79
93;0;Экспобанк;2998;Москва и обл.;53 592 465,00;53 229 876,00;362 589,00;0,68
94;2;Бинбанк Диджитал;2827;Москва и обл.;52 168 623,00;50 767 645,00;1 400 978,00;2,76
95;-3;Кубань Кредит;2518;Краснодарский край;51 662 625,00;54 194 801,00;-2 532 176,00;-4,67
96;6;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;50 624 478,00;45 627 127,00;4 997 351,00;10,95
97;3;Почта Банк;650;Москва и обл.;50 237 759,00;47 128 558,00;3 109 201,00;6,60
98;6;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;50 010 183,00;44 830 527,00;5 179 656,00;11,55
99;-4;Таврический Банк;2304;Санкт-Петербург и обл.;49 826 034,00;51 386 174,00;-1 560 140,00;-3,04
100;9;АйСиБиСи Банк;3475;Москва и обл.;49 432 414,00;40 652 646,00;8 779 768,00;21,60
101;0;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;49 094 760,00;46 405 158,00;2 689 602,00;5,80
102;1;Банк Финсервис;3388;Москва и обл.;48 673 090,00;45 467 494,00;3 205 596,00;7,05
103;-6;Собинбанк;1317;Москва и обл.;48 584 737,00;50 431 765,00;-1 847 028,00;-3,66
104;11;Финпромбанк (ФПБ Банк);2157;Москва и обл.;45 254 841,00;38 966 385,00;6 288 456,00;16,14
105;8;Меткомбанк (Череповец);901;Вологодская обл.;45 191 677,00;39 167 686,00;6 023 991,00;15,38
106;2;Фора-Банк;1885;Москва и обл.;43 851 538,00;40 902 683,00;2 948 855,00;7,21
107;0;БФГ-Кредит;3068;Москва и обл.;43 775 500,00;42 076 733,00;1 698 767,00;4,04
108;-3;Межтопэнергобанк;2956;Москва и обл.;43 612 211,00;43 543 396,00;68 815,00;0,16
109;-3;Экспресс-Волга;3085;Саратовская обл.;43 343 097,00;43 086 241,00;256 856,00;0,60
110;1;Военно-Промышленный Банк;3065;Москва и обл.;42 393 188,00;39 341 297,00;3 051 891,00;7,76
111;6;Мосстройэкономбанк (М Банк);948;Москва и обл.;40 883 020,00;38 364 659,00;2 518 361,00;6,56
112;0;Крайинвестбанк;3360;Краснодарский край;40 678 160,00;39 317 302,00;1 360 858,00;3,46
113;1;Интерпромбанк;3266;Москва и обл.;39 738 744,00;39 025 483,00;713 261,00;1,83
114;23;Экспо Финанс;2594;Москва и обл.;39 087 542,00;32 153 897,00;6 933 645,00;21,56
115;1;Примсоцбанк;2733;Приморский край;38 936 472,00;38 475 511,00;460 961,00;1,20
116;-22;Еврофинанс Моснарбанк;2402;Москва и обл.;38 890 953,00;52 241 150,00;-13 350 197,00;-25,55
117;-19;Коммерцбанк (Евразия);3333;Москва и обл.;38 192 732,00;49 945 400,00;-11 752 668,00;-23,53
118;8;СДМ-Банк;1637;Москва и обл.;38 041 841,00;36 450 201,00;1 591 640,00;4,37
119;1;МБА-Москва;3395;Москва и обл.;37 985 025,00;37 108 080,00;876 945,00;2,36
120;-2;Челиндбанк;485;Челябинская обл.;37 882 084,00;37 812 114,00;69 970,00;0,19
121;2;Аверс;415;Татарстан;37 842 223,00;36 982 269,00;859 954,00;2,33
122;0;Фольксваген Банк Рус;3500;Москва и обл.;37 415 835,00;37 048 832,00;367 003,00;0,99
123;-4;Русский Международный Банк;3123;Москва и обл.;37 368 511,00;37 290 656,00;77 855,00;0,21
124;0;Саровбизнесбанк;2048;Нижегородская обл.;37 319 642,00;36 742 722,00;576 920,00;1,57
125;-4;Челябинвестбанк;493;Челябинская обл.;36 119 744,00;37 070 355,00;-950 611,00;-2,56
126;3;Банк «Советский»;558;Санкт-Петербург и обл.;36 116 709,00;35 147 170,00;969 539,00;2,76
127;0;Кольцо Урала;65;Свердловская обл.;36 004 953,00;36 259 345,00;-254 392,00;-0,70
128;4;Росэнергобанк;2211;Москва и обл.;35 958 376,00;34 600 951,00;1 357 425,00;3,92
129;6;Образование;1521;Москва и обл.;35 125 414,00;33 807 058,00;1 318 356,00;3,90
130;0;НС Банк;3124;Москва и обл.;34 899 910,00;34 831 757,00;68 153,00;0,20
131;3;Севергазбанк;2816;Вологодская обл.;34 480 126,00;33 852 527,00;627 599,00;1,85
132;1;Левобережный;1343;Новосибирская обл.;34 387 452,00;34 225 324,00;162 128,00;0,47
133;-23;Народный Кредит;2401;Москва и обл.;34 275 492,00;39 629 644,00;-5 354 152,00;-13,51
134;-3;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;34 050 642,00;34 684 452,00;-633 810,00;-1,83
135;1;ББР Банк;2929;Москва и обл.;33 187 711,00;32 346 827,00;840 884,00;2,60
136;-11;Интерпрогрессбанк;600;Москва и обл.;32 801 383,00;36 716 906,00;-3 915 523,00;-10,66
137;6;М2М Прайвет Банк;1414;Москва и обл.;32 311 234,00;29 544 989,00;2 766 245,00;9,36
138;10;АМБ Банк;3036;Москва и обл.;32 028 985,00;27 704 157,00;4 324 828,00;15,61
139;-11;БыстроБанк;1745;Удмуртия;32 019 950,00;35 486 081,00;-3 466 131,00;-9,77
140;-2;Газбанк;2316;Самарская обл.;32 010 085,00;30 937 402,00;1 072 683,00;3,47
141;1;Русстройбанк;3205;Москва и обл.;31 351 907,00;29 999 212,00;1 352 695,00;4,51
142;-3;Банк АВБ;23;Самарская обл.;30 419 748,00;30 634 262,00;-214 514,00;-0,70
143;2;Транспортный;3174;Москва и обл.;30 009 607,00;29 136 880,00;872 727,00;3,00
144;-4;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;29 380 617,00;30 630 865,00;-1 250 248,00;-4,08
145;-4;Агропромкредит;2880;Москва и обл.;28 764 511,00;30 039 818,00;-1 275 307,00;-4,25
146;17;Натиксис Банк;3390;Москва и обл.;28 518 813,00;23 095 808,00;5 423 005,00;23,48
147;0;Кедр;1574;Красноярский край;28 300 488,00;28 044 871,00;255 617,00;0,91
148;1;Дальневосточный Банк;843;Приморский край;27 828 671,00;27 622 393,00;206 278,00;0,75
149;11;Девон-Кредит;1972;Татарстан;27 494 615,00;24 105 595,00;3 389 020,00;14,06
150;-4;Липецккомбанк;1242;Липецкая обл.;27 454 236,00;28 342 049,00;-887 813,00;-3,13
151;1;ПЧРБ Банк;3291;Москва и обл.;27 404 851,00;26 132 346,00;1 272 505,00;4,87
152;9;Кредит Урал Банк;2584;Челябинская обл.;27 115 864,00;23 628 008,00;3 487 856,00;14,76
153;-3;Приморье;3001;Приморский край;26 763 896,00;26 663 894,00;100 002,00;0,38
154;-1;Модульбанк;1927;Костромская обл.;26 382 339,00;25 782 441,00;599 898,00;2,33
155;-1;Мерседес-Бенц Банк Рус;3473;Москва и обл.;26 261 801,00;25 750 574,00;511 227,00;1,99
156;0;Эллипс Банк;1950;Нижегородская обл.;25 389 952,00;25 510 087,00;-120 135,00;-0,47
157;-6;Бэнк оф Чайна;2309;Москва и обл.;25 261 860,00;26 474 785,00;-1 212 925,00;-4,58
158;6;БКС Банк;101;Новосибирская обл.;24 973 622,00;22 809 786,00;2 163 836,00;9,49
159;0;Интехбанк;2705;Татарстан;24 818 720,00;24 261 497,00;557 223,00;2,30
160;-3;Акибанк;2587;Татарстан;24 642 041,00;25 431 671,00;-789 630,00;-3,10
161;37;Морган Стэнли Банк;3456;Москва и обл.;24 248 286,00;16 455 705,00;7 792 581,00;47,35
162;-7;Балтика;967;Санкт-Петербург и обл.;23 991 695,00;25 738 396,00;-1 746 701,00;-6,79
163;-1;РНКБ;1354;Москва и обл.;23 922 315,00;23 261 944,00;660 371,00;2,84
164;-6;Урал ФД;249;Пермская обл.;23 625 590,00;24 340 928,00;-715 338,00;-2,94
165;2;АктивКапитал Банк;3006;Самарская обл.;23 572 574,00;22 488 674,00;1 083 900,00;4,82
166;30;РН Банк;170;Москва и обл.;22 984 394,00;16 648 806,00;6 335 588,00;38,05
167;-2;Альта-Банк;2269;Москва и обл.;22 902 292,00;22 668 440,00;233 852,00;1,03
168;0;Легион;3117;Москва и обл.;22 851 693,00;22 299 313,00;552 380,00;2,48
169;-3;Тимер Банк;1581;Татарстан;22 662 534,00;22 525 706,00;136 828,00;0,61
170;7;Спурт Банк;2207;Татарстан;21 410 947,00;20 425 353,00;985 594,00;4,83
171;0;Москоммерцбанк;3365;Москва и обл.;21 359 201,00;21 206 532,00;152 669,00;0,72
172;-3;БМВ Банк;3482;Москва и обл.;20 718 496,00;21 620 969,00;-902 473,00;-4,17
173;0;Солидарность;554;Самарская обл.;20 694 749,00;20 858 009,00;-163 260,00;-0,78
174;-4;АйМаниБанк;1975;Москва и обл.;20 679 982,00;21 246 195,00;-566 213,00;-2,67
175;5;Энергобанк;67;Татарстан;20 596 449,00;19 622 406,00;974 043,00;4,96
176;-1;Тольяттихимбанк;2507;Самарская обл.;20 310 642,00;20 741 457,00;-430 815,00;-2,08
177;-3;Морской Банк;77;Москва и обл.;20 057 610,00;20 757 326,00;-699 716,00;-3,37
178;0;ФИА-Банк;2542;Самарская обл.;20 029 406,00;20 148 070,00;-118 664,00;-0,59
179;0;Алмазэргиэнбанк;2602;Саха (Якутия);19 673 481,00;19 631 224,00;42 257,00;0,22
180;1;Московское Ипотечное Агентство;3344;Москва и обл.;19 625 880,00;19 377 600,00;248 280,00;1,28
181;-9;Платежный Центр;3166;Новосибирская обл.;19 143 565,00;20 869 660,00;-1 726 095,00;-8,27
182;11;МАСТ-Банк;3267;Москва и обл.;19 000 030,00;17 317 913,00;1 682 117,00;9,71
183;6;ОФК Банк;2270;Москва и обл.;18 807 279,00;17 633 595,00;1 173 684,00;6,66
184;-1;Транснациональный Банк;2108;Москва и обл.;18 599 812,00;18 346 461,00;253 351,00;1,38
185;1;Газэнергобанк;3252;Калужская обл.;18 506 644,00;18 000 501,00;506 143,00;2,81
186;-10;Ланта-Банк;1920;Москва и обл.;18 359 010,00;20 712 718,00;-2 353 708,00;-11,36
187;1;Курскпромбанк;735;Курская обл.;18 024 001,00;17 636 119,00;387 882,00;2,20
188;-4;Объединенный Капитал;2611;Санкт-Петербург и обл.;17 960 505,00;18 289 785,00;-329 280,00;-1,80
189;1;НБД-Банк;1966;Нижегородская обл.;17 841 828,00;17 516 445,00;325 383,00;1,86
190;-5;Алеф-Банк;2119;Москва и обл.;17 578 533,00;18 077 858,00;-499 325,00;-2,76
191;0;Уралтрансбанк;812;Свердловская обл.;17 468 377,00;17 387 491,00;80 886,00;0,47
192;8;Инвесткапиталбанк;2377;Башкортостан;17 271 305,00;16 390 958,00;880 347,00;5,37
193;-6;Норвик Банк;902;Кировская обл.;17 258 445,00;17 732 696,00;-474 251,00;-2,67
194;-50;Банк Кредит Свисс;2494;Москва и обл.;17 166 983,00;29 354 703,00;-12 187 720,00;-41,52
195;-3;Форштадт;2208;Оренбургская обл.;16 871 959,00;17 325 003,00;-453 044,00;-2,61
196;25;Данске Банк;3307;Санкт-Петербург и обл.;16 645 873,00;14 252 278,00;2 393 595,00;16,79
197;-2;Национальный Резервный Банк;2170;Москва и обл.;16 546 526,00;16 685 055,00;-138 529,00;-0,83
198;-1;ГПБ-Ипотека;2403;Москва и обл.;16 524 628,00;16 477 788,00;46 840,00;0,28
199;0;Нацинвестпромбанк;3077;Москва и обл.;16 380 134,00;16 424 899,00;-44 765,00;-0,27
200;2;Расчетно-Кредитный Банк;103;Москва и обл.;16 324 812,00;15 911 821,00;412 991,00;2,60
201;0;Квантмобайл Банк;1189;Москва и обл.;16 213 691,00;15 986 985,00;226 706,00;1,42
202;-8;Держава;2738;Москва и обл.;16 090 115,00;16 912 305,00;-822 190,00;-4,86
203;0;Анталбанк;3115;Москва и обл.;15 989 430,00;15 763 267,00;226 163,00;1,43
204;4;Банк Город;2644;Москва и обл.;15 801 049,00;15 265 529,00;535 520,00;3,51
205;5;Развитие-Столица;3013;Москва и обл.;15 728 547,00;15 182 051,00;546 496,00;3,60
206;0;Хлынов;254;Кировская обл.;15 625 750,00;15 532 538,00;93 212,00;0,60
207;2;Гранд Инвест Банк;3053;Москва и обл.;15 582 423,00;15 235 234,00;347 189,00;2,28
208;-4;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Костромская обл.;15 498 790,00;15 694 498,00;-195 708,00;-1,25
209;-2;Гаранти Банк — Москва;3275;Москва и обл.;15 274 606,00;15 436 224,00;-161 618,00;-1,05
210;1;Рублев;3098;Москва и обл.;15 272 745,00;15 092 575,00;180 170,00;1,19
211;2;Денизбанк Москва;3330;Москва и обл.;15 084 713,00;14 940 037,00;144 676,00;0,97
212;0;СтарБанк;548;Москва и обл.;14 978 653,00;14 976 335,00;2 318,00;0,02
213;5;Национальная Факторинговая Компания;3437;Москва и обл.;14 854 254,00;14 685 656,00;168 598,00;1,15
214;2;Тусар;2712;Москва и обл.;14 777 205,00;14 745 292,00;31 913,00;0,22
215;5;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;14 615 595,00;14 285 082,00;330 513,00;2,31
216;-34;Энерготрансбанк;1307;Калининградская обл.;14 542 541,00;18 709 615,00;-4 167 074,00;-22,27
217;-12;Пойдем!;2534;Москва и обл.;14 532 046,00;15 619 161,00;-1 087 115,00;-6,96
218;6;Чайна Констракшн;3515;Москва и обл.;14 402 042,00;13 742 151,00;659 891,00;4,80
219;-4;БайкалБанк;2632;Бурятия;14 329 840,00;14 766 376,00;-436 536,00;-2,96
220;2;Клиентский;2324;Москва и обл.;14 144 543,00;13 972 914,00;171 629,00;1,23
221;-2;РосДорБанк;1573;Москва и обл.;13 969 210,00;14 682 324,00;-713 114,00;-4,86
222;-8;Автоторгбанк;2776;Москва и обл.;13 827 645,00;14 787 216,00;-959 571,00;-6,49
223;0;СЭБ Банк;3235;Санкт-Петербург и обл.;13 681 508,00;13 764 883,00;-83 375,00;-0,61
224;3;НК Банк;2755;Москва и обл.;13 316 351,00;13 005 916,00;310 435,00;2,39
225;7;Росэксимбанк;2790;Москва и обл.;13 274 403,00;12 688 858,00;585 545,00;4,61
226;-1;Росавтобанк;2767;Москва и обл.;13 184 767,00;13 349 850,00;-165 083,00;-1,24
227;9;Стратегия;2801;Москва и обл.;13 051 163,00;12 356 519,00;694 644,00;5,62
228;0;Первомайский;518;Краснодарский край;13 050 636,00;12 984 908,00;65 728,00;0,51
229;-12;Аресбанк;2914;Москва и обл.;12 977 753,00;14 694 637,00;-1 716 884,00;-11,68
230;-4;Банк Акцепт;567;Новосибирская обл.;12 974 621,00;13 272 470,00;-297 849,00;-2,24
231;3;ТЭМБР-Банк;2764;Москва и обл.;12 920 171,00;12 585 421,00;334 750,00;2,66
232;6;Генбанк;2490;Москва и обл.;12 872 942,00;12 176 074,00;696 868,00;5,72
233;6;Экономбанк;1319;Саратовская обл.;12 816 879,00;12 103 161,00;713 718,00;5,90
234;-3;Метробанк;2548;Москва и обл.;12 706 633,00;12 725 364,00;-18 731,00;-0,15
235;-5;Социнвестбанк;1132;Башкортостан;12 626 020,00;12 781 690,00;-155 670,00;-1,22
236;8;Русский Ипотечный Банк;1968;Москва и обл.;12 567 636,00;11 609 812,00;957 824,00;8,25
237;-4;Центркомбанк;2983;Москва и обл.;12 523 797,00;12 621 763,00;-97 966,00;-0,78
238;-3;Гута-Банк;256;Москва и обл.;12 422 526,00;12 478 367,00;-55 841,00;-0,45
239;4;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;12 245 072,00;11 611 848,00;633 224,00;5,45
240;9;Солидарность (Москва);1555;Москва и обл.;12 213 620,00;10 918 899,00;1 294 721,00;11,86
241;-4;Тройка-Д Банк;3431;Москва и обл.;12 199 796,00;12 319 093,00;-119 297,00;-0,97
242;-1;Гарант-Инвест;2576;Москва и обл.;12 183 044,00;11 809 331,00;373 713,00;3,16
243;97;Российская Финансовая Корпорация;3099;Москва и обл.;12 036 012,00;6 306 197,00;5 729 815,00;90,86
244;2;Дил-Банк;3384;Москва и обл.;11 776 221,00;11 366 951,00;409 270,00;3,60
245;-5;Александровский;53;Санкт-Петербург и обл.;11 768 206,00;12 042 626,00;-274 420,00;-2,28
246;-17;ВУЗ-Банк;1557;Свердловская обл.;11 599 591,00;12 805 845,00;-1 206 254,00;-9,42
247;19;Кубаньторгбанк;478;Краснодарский край;11 589 102,00;10 200 805,00;1 388 297,00;13,61
248;9;Русьуниверсалбанк;3293;Москва и обл.;11 373 881,00;10 480 854,00;893 027,00;8,52
249;12;Энергомашбанк;52;Санкт-Петербург и обл.;11 338 775,00;10 407 099,00;931 676,00;8,95
250;2;ОПМ-Банк;2734;Москва и обл.;11 250 161,00;10 899 272,00;350 889,00;3,22
251;5;Кредит-Москва;5;Москва и обл.;11 222 754,00;10 491 508,00;731 246,00;6,97
252;8;Международный Акционерный Банк;1987;Москва и обл.;11 187 007,00;10 420 365,00;766 642,00;7,36
253;1;Унифин;2654;Москва и обл.;11 152 294,00;10 734 638,00;417 656,00;3,89
254;-1;Прио-Внешторгбанк;212;Рязанская обл.;10 969 011,00;10 837 662,00;131 349,00;1,21
255;-7;Ишбанк;2867;Москва и обл.;10 961 225,00;11 144 883,00;-183 658,00;-1,65
256;2;Солид Банк;1329;Камчатская обл.;10 959 777,00;10 462 442,00;497 335,00;4,75
257;-7;Мир Бизнес Банк;3396;Москва и обл.;10 925 144,00;10 914 061,00;11 083,00;0,10
258;-11;ЕвроситиБанк;1869;Москва и обл.;10 897 205,00;11 191 097,00;-293 892,00;-2,63
259;-8;Нефтяной Альянс;2859;Москва и обл.;10 743 912,00;10 903 815,00;-159 903,00;-1,47
