Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2016, тыс. рублей;Май, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-1;Анкор Банк;889;Татарстан;8 318 165,00;8 243 877,00;74 288,00;0,90
261;-3;Банк БКФ;2684;Москва и обл.;8 160 618,00;8 299 459,00;-138 841,00;-1,67
262;-1;Московский Нефтехимический Банк;1411;Москва и обл.;8 149 693,00;8 075 758,00;73 935,00;0,92
263;9;Углеметбанк;2997;Челябинская обл.;8 084 747,00;7 743 021,00;341 726,00;4,41
264;2;Бинбанк Тверь;777;Тверская обл.;8 080 478,00;7 902 319,00;178 159,00;2,25
265;2;Воронеж;654;Воронежская обл.;7 978 616,00;7 901 271,00;77 345,00;0,98
266;3;Союзный;3236;Москва и обл.;7 930 055,00;7 878 787,00;51 268,00;0,65
267;1;Северо-Восточный Альянс;2768;Москва и обл.;7 922 584,00;7 897 684,00;24 900,00;0,32
268;5;Бинбанк Мурманск;1276;Мурманская обл.;7 908 138,00;7 725 396,00;182 742,00;2,37
269;1;Консервативный Коммерческий Банк;1087;Астраханская обл.;7 897 513,00;7 832 413,00;65 100,00;0,83
270;10;Финам Банк;2799;Москва и обл.;7 895 228,00;7 335 370,00;559 858,00;7,63
271;4;Ставропольпромстройбанк;1288;Ставропольский край;7 882 997,00;7 538 944,00;344 053,00;4,56
272;-8;Альба Альянс;2593;Москва и обл.;7 867 175,00;7 926 716,00;-59 541,00;-0,75
273;-8;Северный Кредит;2398;Вологодская обл.;7 853 102,00;7 926 498,00;-73 396,00;-0,93
274;-14;Рускобанк;138;Санкт-Петербург и обл.;7 799 400,00;8 156 474,00;-357 074,00;-4,38
275;1;Кранбанк;2271;Ивановская обл.;7 704 175,00;7 535 008,00;169 167,00;2,25
276;-5;Гаранти Банк — Москва;3275;Москва и обл.;7 601 486,00;7 771 616,00;-170 130,00;-2,19
277;2;Эксперт Банк;2949;Омская обл.;7 504 615,00;7 377 198,00;127 417,00;1,73
278;4;Славянский Кредит;2960;Москва и обл.;7 451 135,00;7 200 108,00;251 027,00;3,49
279;-1;Эс-Би-Ай Банк;3185;Москва и обл.;7 391 325,00;7 393 070,00;-1 745,00;-0,02
280;-3;Риабанк;3434;Москва и обл.;7 364 966,00;7 414 807,00;-49 841,00;-0,67
281;19;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;7 330 422,00;6 597 547,00;732 875,00;11,11
282;1;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 291 576,00;7 160 839,00;130 737,00;1,83
283;4;Бинбанк Смоленск;1957;Смоленская обл.;7 257 051,00;6 948 363,00;308 688,00;4,44
284;-10;Голдман Сакс Банк;3490;Москва и обл.;7 235 034,00;7 627 312,00;-392 278,00;-5,14
285;5;Чувашкредитпромбанк;1280;Чувашия;7 188 428,00;6 846 209,00;342 219,00;5,00
286;7;Банк на Красных Воротах;2472;Москва и обл.;7 170 156,00;6 799 213,00;370 943,00;5,46
287;-1;Актив Банк;2529;Мордовия;7 056 248,00;6 966 988,00;89 260,00;1,28
288;-3;Трансстройбанк;2807;Москва и обл.;7 011 250,00;6 985 612,00;25 638,00;0,37
289;-8;Синко-Банк;2838;Москва и обл.;6 996 483,00;7 250 837,00;-254 354,00;-3,51
290;2;Белгородсоцбанк;760;Белгородская обл.;6 975 117,00;6 807 510,00;167 607,00;2,46
291;0;Азия-Инвест Банк;3303;Москва и обл.;6 949 404,00;6 836 772,00;112 632,00;1,65
292;17;Мосуралбанк;2468;Москва и обл.;6 939 744,00;6 260 571,00;679 173,00;10,85
293;11;Ринвестбанк;3262;Рязанская обл.;6 820 392,00;6 523 524,00;296 868,00;4,55
294;-5;Кредит-Москва;5;Москва и обл.;6 771 444,00;6 891 934,00;-120 490,00;-1,75
295;-1;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 766 633,00;6 700 252,00;66 381,00;0,99
296;6;Русский Трастовый Банк;1139;Москва и обл.;6 754 096,00;6 539 904,00;214 192,00;3,28
297;-9;Кубаньторгбанк;478;Краснодарский край;6 752 414,00;6 946 153,00;-193 739,00;-2,79
298;-3;ПИР Банк;2655;Москва и обл.;6 733 284,00;6 628 045,00;105 239,00;1,59
299;-3;МС Банк Рус;2789;Москва и обл.;6 696 686,00;6 623 015,00;73 671,00;1,11
300;-16;Вега-Банк;3270;Москва и обл.;6 666 858,00;7 102 930,00;-436 072,00;-6,14
301;4;Русь;704;Оренбургская обл.;6 602 197,00;6 493 723,00;108 474,00;1,67
302;5;Коммерческий Индо Банк;3446;Москва и обл.;6 570 902,00;6 293 293,00;277 609,00;4,41
303;-5;Экспресс-Кредит;210;Москва и обл.;6 545 453,00;6 608 784,00;-63 331,00;-0,96
304;-1;Хакасский Муниципальный Банк;1049;Хакасия;6 532 790,00;6 532 933,00;-143,00;-0,00
305;3;РЕСО Кредит;3450;Москва и обл.;6 446 506,00;6 281 454,00;165 052,00;2,63
306;0;Уралкапиталбанк;2519;Башкортостан;6 440 620,00;6 338 961,00;101 659,00;1,60
307;-8;Хованский;2145;Москва и обл.;6 430 980,00;6 607 662,00;-176 682,00;-2,67
308;6;Банк Раунд;2506;Москва и обл.;6 377 768,00;6 007 855,00;369 913,00;6,16
309;3;Северный Народный Банк;2721;Коми;6 291 654,00;6 128 115,00;163 539,00;2,67
310;-13;Идея Банк;430;Краснодарский край;6 278 696,00;6 612 205,00;-333 509,00;-5,04
311;-1;Проминвестбанк;2433;Москва и обл.;6 250 956,00;6 222 025,00;28 931,00;0,46
312;-11;Руснарбанк;3403;Москва и обл.;6 244 471,00;6 545 131,00;-300 660,00;-4,59
313;0;Ю Би Эс Банк;3463;Москва и обл.;6 240 105,00;6 093 800,00;146 305,00;2,40
314;2;Севастопольский Морской Банк;3528;Севастополь;6 036 613,00;5 892 774,00;143 839,00;2,44
315;7;Банк ПСА Финанс Рус;3481;Москва и обл.;5 992 078,00;5 700 874,00;291 204,00;5,11
316;2;Автоградбанк;1455;Татарстан;5 987 755,00;5 826 209,00;161 546,00;2,77
317;7;НБК-Банк;3283;Москва и обл.;5 952 897,00;5 595 097,00;357 800,00;6,39
318;-3;Нейва;1293;Свердловская обл.;5 885 736,00;5 948 450,00;-62 714,00;-1,05
319;2;Банк Торгового Финансирования;1982;Москва и обл.;5 878 143,00;5 740 411,00;137 732,00;2,40
320;0;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 720 928,00;5 784 326,00;-63 398,00;-1,10
321;10;Банк Кремлевский;2905;Москва и обл.;5 715 880,00;5 357 017,00;358 863,00;6,70
322;6;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 711 990,00;5 520 199,00;191 791,00;3,47
323;2;Газтрансбанк;665;Адыгея;5 677 436,00;5 579 866,00;97 570,00;1,75
324;-5;Нэклис-Банк;1671;Москва и обл.;5 643 683,00;5 797 897,00;-154 214,00;-2,66
325;2;ФорБанк;2063;Москва и обл.;5 641 039,00;5 567 311,00;73 728,00;1,32
326;3;Енисейский Объединенный Банк;2645;Красноярский край;5 536 381,00;5 405 700,00;130 681,00;2,42
327;8;Роспромбанк;3204;Москва и обл.;5 413 911,00;5 092 369,00;321 542,00;6,31
328;2;Владпромбанк;870;Владимирская обл.;5 409 032,00;5 370 605,00;38 427,00;0,72
329;8;Новобанк;1352;Новгородская обл.;5 302 096,00;5 034 894,00;267 202,00;5,31
330;-7;Банкхаус Эрбе;1717;Москва и обл.;5 269 509,00;5 674 714,00;-405 205,00;-7,14
331;1;Конфидэнс Банк;970;Костромская обл.;5 221 956,00;5 331 864,00;-109 908,00;-2,06
332;11;Сибсоцбанк;2015;Алтайский край;5 206 744,00;4 778 998,00;427 746,00;8,95
333;13;Москва-Сити;3247;Москва и обл.;5 156 144,00;4 722 627,00;433 517,00;9,18
334;0;Форус Банк;3457;Нижегородская обл.;5 154 044,00;5 103 274,00;50 770,00;0,99
335;6;Национальный Залоговый Банк;2944;Москва и обл.;5 135 586,00;4 820 497,00;315 089,00;6,54
336;-10;Камский Коммерческий Банк;438;Татарстан;5 122 974,00;5 568 611,00;-445 637,00;-8,00
337;7;Газстройбанк;2919;Москва и обл.;5 086 149,00;4 764 551,00;321 598,00;6,75
338;1;Уссури;596;Хабаровский край;5 056 802,00;4 840 011,00;216 791,00;4,48
339;32;Чайнасельхозбанк;3529;Москва и обл.;5 035 909,00;4 081 859,00;954 050,00;23,37
340;14;Реалист Банк;1067;Иркутская обл.;5 034 112,00;4 506 615,00;527 497,00;11,70
341;-3;Витабанк;356;Санкт-Петербург и обл.;4 991 000,00;4 859 141,00;131 859,00;2,71
342;7;Московский Коммерческий Банк;3172;Москва и обл.;4 966 888,00;4 671 323,00;295 565,00;6,33
343;-3;Земский Банк;2900;Самарская обл.;4 945 046,00;4 829 778,00;115 268,00;2,39
344;7;Вологжанин;1896;Вологодская обл.;4 864 109,00;4 598 758,00;265 351,00;5,77
345;13;Агророс;2860;Саратовская обл.;4 720 508,00;4 363 377,00;357 131,00;8,18
346;-10;РАМ Банк;3480;Москва и обл.;4 720 109,00;5 084 033,00;-363 924,00;-7,16
347;3;Донкомбанк;492;Ростовская обл.;4 698 983,00;4 622 092,00;76 891,00;1,66
348;4;Межрегиональный промышленно-строительный банк;752;Мордовия;4 694 171,00;4 598 558,00;95 613,00;2,08
349;-4;Зенит Сочи;232;Краснодарский край;4 689 015,00;4 762 456,00;-73 441,00;-1,54
350;5;Приско Капитал Банк;2537;Москва и обл.;4 667 916,00;4 504 142,00;163 774,00;3,64
351;27;Индустриальный Сберегательный Банк;3175;Москва и обл.;4 643 198,00;3 856 853,00;786 345,00;20,39
352;4;Кузнецкий;609;Пензенская обл.;4 635 993,00;4 479 611,00;156 382,00;3,49
353;-11;Экси-Банк;2530;Санкт-Петербург и обл.;4 628 100,00;4 801 247,00;-173 147,00;-3,61
354;26;МФБанк;3163;Москва и обл.;4 578 319,00;3 808 021,00;770 298,00;20,23
355;-2;Горбанк;2982;Санкт-Петербург и обл.;4 541 271,00;4 532 467,00;8 804,00;0,19
356;4;Венец;524;Ульяновская обл.;4 524 611,00;4 309 651,00;214 960,00;4,99
357;4;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 453 658,00;4 307 010,00;146 648,00;3,40
358;-25;Платина;2347;Москва и обл.;4 441 493,00;5 181 134,00;-739 641,00;-14,28
359;27;Евразийский Банк;969;Москва и обл.;4 432 829,00;3 726 194,00;706 635,00;18,96
360;31;Бест Эффортс Банк;435;Москва и обл.;4 416 713,00;3 663 354,00;753 359,00;20,56
361;1;Банк Инноваций и Развития;2647;Москва и обл.;4 371 352,00;4 286 200,00;85 152,00;1,99
362;-3;Финансово-Промышленный Капитал;3295;Москва и обл.;4 333 812,00;4 345 962,00;-12 150,00;-0,28
363;3;Выборг-Банк;720;Санкт-Петербург и обл.;4 322 802,00;4 189 477,00;133 325,00;3,18
364;37;Земкомбанк;574;Ростовская обл.;4 275 155,00;3 434 170,00;840 985,00;24,49
365;2;Банк Заречье;817;Татарстан;4 197 706,00;4 175 427,00;22 279,00;0,53
366;-18;Новый Московский Банк;2932;Москва и обл.;4 195 337,00;4 695 369,00;-500 032,00;-10,65
367;-2;Роял Кредит Банк;783;Хабаровский край;4 191 037,00;4 189 818,00;1 219,00;0,03
368;15;УМ-Банк;1441;Свердловская обл.;4 186 810,00;3 743 010,00;443 800,00;11,86
369;-12;Бинбанк Столица;3052;Москва и обл.;4 161 507,00;4 383 768,00;-222 261,00;-5,07
370;0;Промэнергобанк;2728;Вологодская обл.;4 144 171,00;4 099 048,00;45 123,00;1,10
371;-8;ВостСибтранскомбанк;2731;Иркутская обл.;4 128 119,00;4 232 106,00;-103 987,00;-2,46
372;56;Оргбанк;3312;Москва и обл.;4 119 730,00;2 862 393,00;1 257 337,00;43,93
373;12;Мастер-Капитал;3011;Москва и обл.;4 008 099,00;3 730 428,00;277 671,00;7,44
374;0;Метрополь;1639;Москва и обл.;3 982 518,00;3 928 843,00;53 675,00;1,37
375;2;Руссобанк;2313;Москва и обл.;3 957 083,00;3 857 421,00;99 662,00;2,58
376;8;Бланк Банк;2368;Москва и обл.;3 949 253,00;3 736 644,00;212 609,00;5,69
377;-2;Айви Банк;2055;Москва и обл.;3 923 764,00;3 921 599,00;2 165,00;0,06
378;4;Русский Национальный Банк;469;Ростовская обл.;3 921 193,00;3 758 546,00;162 647,00;4,33
379;8;Международный Коммерческий Банк;2524;Москва и обл.;3 905 616,00;3 718 473,00;187 143,00;5,03
380;-7;Стройлесбанк;2995;Тюменская обл.;3 868 991,00;3 960 703,00;-91 712,00;-2,32
381;-9;Аксонбанк;680;Костромская обл.;3 857 640,00;3 968 001,00;-110 361,00;-2,78
382;8;Невский Банк;1068;Санкт-Петербург и обл.;3 841 191,00;3 665 580,00;175 611,00;4,79
383;-19;РТС-Банк;3401;Самарская обл.;3 840 853,00;4 224 268,00;-383 415,00;-9,08
384;-16;Констанс-Банк;2228;Санкт-Петербург и обл.;3 832 560,00;4 122 925,00;-290 365,00;-7,04
385;-16;Юнистрим;3467;Москва и обл.;3 788 433,00;4 119 758,00;-331 325,00;-8,04
386;2;Радиотехбанк;1166;Нижегородская обл.;3 683 412,00;3 696 805,00;-13 393,00;-0,36
387;9;Уралпромбанк;2964;Челябинская обл.;3 670 485,00;3 549 114,00;121 371,00;3,42
388;1;Кузнецкий Мост;2254;Москва и обл.;3 661 446,00;3 670 723,00;-9 277,00;-0,25
389;5;Ростфинанс;481;Ростовская обл.;3 647 386,00;3 609 719,00;37 667,00;1,04
390;5;ИТ Банк;2609;Омская обл.;3 633 747,00;3 596 976,00;36 771,00;1,02
391;7;Долинск;857;Сахалинская обл.;3 631 686,00;3 532 437,00;99 249,00;2,81
392;5;Объединенный Резервный Банк;937;Москва и обл.;3 623 635,00;3 544 717,00;78 918,00;2,23
393;0;Камчаткомагропромбанк;545;Камчатская обл.;3 512 474,00;3 631 647,00;-119 173,00;-3,28
394;-18;ЮMoney;3510;Россия;3 470 568,00;3 876 596,00;-406 028,00;-10,47
395;5;Иваново;1763;Ивановская обл.;3 463 091,00;3 478 673,00;-15 582,00;-0,45
396;7;Зираат Банк;2559;Москва и обл.;3 437 329,00;3 399 406,00;37 923,00;1,12
397;5;Банк Реалист;2646;Москва и обл.;3 430 982,00;3 418 892,00;12 090,00;0,35
398;-17;Крыловский;456;Краснодарский край;3 414 642,00;3 793 413,00;-378 771,00;-9,98
399;0;Новое Время;3492;Москва и обл.;3 407 258,00;3 517 939,00;-110 681,00;-3,15
400;13;Мегаполис;3265;Чувашия;3 392 519,00;3 250 477,00;142 042,00;4,37
401;3;Братский АНКБ;1144;Иркутская обл.;3 371 309,00;3 348 477,00;22 832,00;0,68
402;9;Крокус-Банк;2682;Москва и обл.;3 370 646,00;3 260 291,00;110 355,00;3,38
403;5;Живаго Банк;2065;Рязанская обл.;3 364 057,00;3 291 334,00;72 723,00;2,21
404;11;Ермак;1809;Ханты-Мансийский АО — Югра;3 349 322,00;3 201 549,00;147 773,00;4,62
405;9;Алтайкапиталбанк;2659;Алтайский край;3 340 752,00;3 220 755,00;119 997,00;3,73
406;-27;Рапида;3371;Москва и обл.;3 310 541,00;3 811 329,00;-500 788,00;-13,14
407;3;Центрально-Европейский Банк;2670;Москва и обл.;3 257 068,00;3 269 255,00;-12 187,00;-0,37
408;18;Первый Клиентский Банк;3436;Москва и обл.;3 247 546,00;2 896 440,00;351 106,00;12,12
409;9;Кубанский Универсальный Банк;2898;Краснодарский край;3 231 705,00;3 111 360,00;120 345,00;3,87
410;-1;Экономикс-Банк;2136;Москва и обл.;3 228 309,00;3 272 294,00;-43 985,00;-1,34
411;-6;Банк Экономический Союз;2798;Москва и обл.;3 214 380,00;3 346 004,00;-131 624,00;-3,93
412;0;НОКССбанк;3202;Волгоградская обл.;3 179 896,00;3 258 588,00;-78 692,00;-2,41
413;4;ИСБ;3010;Москва и обл.;3 150 142,00;3 142 604,00;7 538,00;0,24
414;2;Донхлеббанк;2285;Ростовская обл.;3 114 085,00;3 146 659,00;-32 574,00;-1,04
415;-9;Сибэс;208;Омская обл.;3 110 442,00;3 304 668,00;-194 226,00;-5,88
416;-9;Международный Банк Развития;2704;Москва и обл.;3 089 106,00;3 303 924,00;-214 818,00;-6,50
417;3;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 062 599,00;3 089 903,00;-27 304,00;-0,88
418;4;Региональный Коммерческий Банк;836;Ульяновская обл.;3 047 573,00;3 042 016,00;5 557,00;0,18
419;5;Банк Премьер Кредит;1663;Москва и обл.;2 977 023,00;2 936 486,00;40 537,00;1,38
420;7;Татагропромбанк;728;Татарстан;2 948 044,00;2 895 763,00;52 281,00;1,81
421;-2;Межбанковский Кредитный Союз;3242;Москва и обл.;2 947 990,00;3 092 652,00;-144 662,00;-4,68
422;17;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 943 035,00;2 671 768,00;271 267,00;10,15
423;-2;Первый Инвестиционный Банк;604;Москва и обл.;2 933 039,00;3 063 027,00;-129 988,00;-4,24
424;1;Евроальянс;1781;Ивановская обл.;2 895 418,00;2 932 182,00;-36 764,00;-1,25
425;5;РБА;3413;Москва и обл.;2 869 187,00;2 828 466,00;40 721,00;1,44
426;8;Костромаселькомбанк;1115;Костромская обл.;2 822 064,00;2 757 747,00;64 317,00;2,33
427;5;Промсельхозбанк;538;Москва и обл.;2 782 297,00;2 780 637,00;1 660,00;0,06
428;16;Унифондбанк;3416;Москва и обл.;2 772 030,00;2 559 626,00;212 404,00;8,30
429;4;Заубер Банк;1614;Санкт-Петербург и обл.;2 756 488,00;2 773 391,00;-16 903,00;-0,61
430;7;Йошкар-Ола;2802;Марий Эл;2 751 980,00;2 698 922,00;53 058,00;1,97
431;7;Аспект;608;Москва и обл.;2 736 105,00;2 691 598,00;44 507,00;1,65
432;17;Апабанк;2404;Москва и обл.;2 733 942,00;2 496 690,00;237 252,00;9,50
433;17;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 715 062,00;2 495 562,00;219 500,00;8,80
434;9;Владбизнесбанк;903;Владимирская обл.;2 712 588,00;2 588 414,00;124 174,00;4,80
435;16;ЮМК Банк;3495;Краснодарский край;2 672 041,00;2 479 968,00;192 073,00;7,74
436;-5;Еврокапитал-Альянс;2672;Ярославская обл.;2 665 464,00;2 806 001,00;-140 537,00;-5,01
437;4;Межрегиональный Почтовый Банк;3171;Москва и обл.;2 646 944,00;2 625 384,00;21 560,00;0,82
438;16;Система;2846;Москва и обл.;2 630 093,00;2 458 398,00;171 695,00;6,98
439;6;Новый Символ;370;Москва и обл.;2 610 200,00;2 519 835,00;90 365,00;3,59
440;7;Кредпромбанк;1165;Ярославская обл.;2 564 825,00;2 507 848,00;56 977,00;2,27
441;21;Росбизнесбанк;1405;Москва и обл.;2 559 295,00;2 284 186,00;275 109,00;12,04
442;6;Новация;840;Адыгея;2 551 594,00;2 500 728,00;50 866,00;2,03
443;10;Канский;860;Красноярский край;2 506 514,00;2 463 471,00;43 043,00;1,75
444;-8;Кросна-Банк;2607;Москва и обл.;2 497 020,00;2 735 731,00;-238 711,00;-8,73
445;-5;Элита;1399;Калужская обл.;2 494 501,00;2 628 826,00;-134 325,00;-5,11
446;10;ИРС;272;Москва и обл.;2 463 616,00;2 418 357,00;45 259,00;1,87
447;5;Газнефтьбанк;3223;Саратовская обл.;2 459 072,00;2 466 696,00;-7 624,00;-0,31
448;7;Резерв;2364;Челябинская обл.;2 457 125,00;2 420 972,00;36 153,00;1,49
449;8;Внешфинбанк;3173;Краснодарский край;2 446 563,00;2 396 439,00;50 124,00;2,09
450;13;Бинбанк Сургут;1701;Ханты-Мансийский АО — Югра;2 416 616,00;2 279 429,00;137 187,00;6,02
451;-28;Интеркредит;3047;Москва и обл.;2 341 287,00;2 984 746,00;-643 459,00;-21,56
452;7;БСТ-Банк;2883;Кемеровская обл.;2 327 486,00;2 325 142,00;2 344,00;0,10
453;5;К2 Банк;2851;Карачаево-Черкесия;2 313 707,00;2 338 178,00;-24 471,00;-1,05
454;14;Международный Строительный Банк;3484;Москва и обл.;2 308 983,00;2 240 757,00;68 226,00;3,04
455;14;Кредит Экспресс;3186;Ростовская обл.;2 307 372,00;2 217 672,00;89 700,00;4,04
456;15;РУБанк;2813;Москва и обл.;2 298 516,00;2 163 499,00;135 017,00;6,24
457;-28;Народный Доверительный Банк;2374;Москва и обл.;2 289 671,00;2 862 149,00;-572 478,00;-20,00
458;8;Тальменка-Банк;826;Алтайский край;2 280 869,00;2 252 907,00;27 962,00;1,24
459;40;Озон Банк;3516;Москва и обл.;2 261 278,00;1 843 605,00;417 673,00;22,66
460;13;Викинг;2;Санкт-Петербург и обл.;2 249 956,00;2 159 342,00;90 614,00;4,20
461;-1;Столичный Кредит;2853;Москва и обл.;2 243 567,00;2 293 726,00;-50 159,00;-2,19
462;-1;Вологдабанк;992;Вологодская обл.;2 234 484,00;2 292 522,00;-58 038,00;-2,53
463;11;Вкабанк;1027;Астраханская обл.;2 220 762,00;2 142 860,00;77 902,00;3,64
464;0;Преодоление;2649;Москва и обл.;2 186 637,00;2 272 597,00;-85 960,00;-3,78
465;16;Взаимодействие;1704;Новосибирская обл.;2 179 539,00;2 111 170,00;68 369,00;3,24
466;11;Спиритбанк;2053;Тульская обл.;2 175 279,00;2 130 419,00;44 860,00;2,11
467;17;Дом-Банк;3209;Москва и обл.;2 165 921,00;2 003 698,00;162 223,00;8,10
468;8;Банк Глобус;2438;Москва и обл.;2 164 584,00;2 133 321,00;31 263,00;1,47
469;-4;Профессионал Банк;3296;Москва и обл.;2 163 910,00;2 262 533,00;-98 623,00;-4,36
470;8;Вестинтербанк;3398;Москва и обл.;2 144 337,00;2 129 528,00;14 809,00;0,70
471;11;Банк Пермь;875;Пермская обл.;2 133 508,00;2 067 059,00;66 449,00;3,21
472;8;Булгар Банк;1917;Ярославская обл.;2 102 346,00;2 112 059,00;-9 713,00;-0,46
473;6;Капитал;575;Москва и обл.;2 075 514,00;2 125 136,00;-49 622,00;-2,34
474;-4;Народный Банк;2249;Карачаево-Черкесия;2 063 503,00;2 208 749,00;-145 246,00;-6,58
475;0;Далена Банк;1948;Москва и обл.;2 062 036,00;2 142 590,00;-80 554,00;-3,76
476;11;Яринтербанк;2564;Ярославская обл.;2 057 761,00;1 970 198,00;87 563,00;4,44
477;8;Старооскольский Агропромбанк;1050;Белгородская обл.;2 045 505,00;2 001 592,00;43 913,00;2,19
478;5;Современные Стандарты Бизнеса;3397;Москва и обл.;2 045 116,00;2 056 680,00;-11 564,00;-0,56
479;-44;Лайтбанк;3177;Москва и обл.;2 039 567,00;2 742 174,00;-702 607,00;-25,62
480;8;Миръ;3089;Москва и обл.;2 026 404,00;1 959 562,00;66 842,00;3,41
481;-9;Проинвестбанк;784;Пермская обл.;2 021 938,00;2 159 347,00;-137 409,00;-6,36
482;7;Вятич;2796;Рязанская обл.;1 991 289,00;1 903 729,00;87 560,00;4,60
483;9;Московский Вексельный Банк;2697;Москва и обл.;1 972 453,00;1 883 837,00;88 616,00;4,70
484;2;Россита-Банк;3257;Москва и обл.;1 966 526,00;1 999 194,00;-32 668,00;-1,63
485;19;Алтынбанк;2070;Татарстан;1 964 830,00;1 784 888,00;179 942,00;10,08
486;7;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 929 726,00;1 875 242,00;54 484,00;2,91
487;4;ПэйПал Ру;3517;Москва и обл.;1 886 916,00;1 886 916,00;0,00;0
488;12;Кетовский Коммерческий Банк;842;Курганская обл.;1 883 311,00;1 836 093,00;47 218,00;2,57
489;7;Златкомбанк;568;Москва и обл.;1 844 365,00;1 855 087,00;-10 722,00;-0,58
490;12;КОР;2148;Волгоградская обл.;1 822 705,00;1 816 383,00;6 322,00;0,35
491;7;Кемсоцинбанк;96;Кемеровская обл.;1 817 470,00;1 846 275,00;-28 805,00;-1,56
492;18;Руна-Банк;3207;Москва и обл.;1 800 127,00;1 711 343,00;88 784,00;5,19
493;1;Риал-Кредит;3393;Москва и обл.;1 793 424,00;1 870 520,00;-77 096,00;-4,12
494;11;Майкопбанк;1136;Адыгея;1 787 599,00;1 775 544,00;12 055,00;0,68
495;0;Прайм Финанс;2758;Санкт-Петербург и обл.;1 763 469,00;1 856 841,00;-93 372,00;-5,03
496;-6;Акцент;696;Оренбургская обл.;1 757 234,00;1 900 270,00;-143 036,00;-7,53
497;0;Инкаробанк;2696;Москва и обл.;1 746 830,00;1 854 190,00;-107 360,00;-5,79
498;8;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 741 672,00;1 775 193,00;-33 521,00;-1,89
499;14;Крона-Банк;2499;Иркутская обл.;1 734 101,00;1 642 246,00;91 855,00;5,59
500;1;Сириус;3506;Омская обл.;1 707 625,00;1 819 174,00;-111 549,00;-6,13
501;2;Бум-Банк;1137;Кабардино-Балкария;1 698 023,00;1 786 224,00;-88 201,00;-4,94
502;16;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 692 287,00;1 603 608,00;88 679,00;5,53
503;13;Великие Луки Банк;598;Псковская обл.;1 690 520,00;1 612 820,00;77 700,00;4,82
504;4;Объединенная Расчетная Система;3342;Москва и обл.;1 677 170,00;1 730 067,00;-52 897,00;-3,06
505;7;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 673 073,00;1 686 920,00;-13 847,00;-0,82
506;9;Тагилбанк;1635;Свердловская обл.;1 665 151,00;1 627 596,00;37 555,00;2,31
507;20;Сельмашбанк;106;Ростовская обл.;1 659 585,00;1 526 108,00;133 477,00;8,75
508;6;Михайловский ПЖСБ;2961;Волгоградская обл.;1 648 458,00;1 638 513,00;9 945,00;0,61
509;10;Приобье;537;Ханты-Мансийский АО — Югра;1 646 474,00;1 593 204,00;53 270,00;3,34
510;-43;Америкэн Экспресс Банк;3460;Москва и обл.;1 640 244,00;2 241 931,00;-601 687,00;-26,84
511;12;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 635 896,00;1 544 272,00;91 624,00;5,93
512;9;Социум-Банк;2881;Москва и обл.;1 603 531,00;1 565 662,00;37 869,00;2,42
513;9;Спутник;1071;Оренбургская обл.;1 583 463,00;1 553 262,00;30 201,00;1,94
514;14;ИК Банк;1732;Татарстан;1 571 952,00;1 524 420,00;47 532,00;3,12
515;9;Икано Банк;3519;Центр;1 564 509,00;1 542 439,00;22 070,00;1,43
516;1;Холмск;503;Сахалинская обл.;1 508 122,00;1 607 046,00;-98 924,00;-6,16
517;13;Саратов;330;Саратовская обл.;1 490 901,00;1 488 687,00;2 214,00;0,15
518;13;Новый Век;3417;Москва и обл.;1 488 056,00;1 477 105,00;10 951,00;0,74
519;10;Новый Кредитный Союз;3139;Москва и обл.;1 486 011,00;1 508 260,00;-22 249,00;-1,48
520;5;Арзамас;1281;Нижегородская обл.;1 473 144,00;1 529 930,00;-56 786,00;-3,71
521;14;Соколовский;2830;Москва и обл.;1 462 931,00;1 407 874,00;55 057,00;3,91
522;10;Уралфинанс;1370;Свердловская обл.;1 452 231,00;1 463 024,00;-10 793,00;-0,74
523;13;Калуга;1151;Калужская обл.;1 436 454,00;1 403 496,00;32 958,00;2,35
524;34;Сталь Банк;2248;Москва и обл.;1 413 624,00;1 145 629,00;267 995,00;23,39
525;16;Финансовый Капитал;3288;Санкт-Петербург и обл.;1 406 792,00;1 336 643,00;70 149,00;5,25
526;12;Нальчик;695;Кабардино-Балкария;1 405 445,00;1 347 062,00;58 383,00;4,33
527;7;Сервис Резерв;2034;Москва и обл.;1 399 177,00;1 431 426,00;-32 249,00;-2,25
