Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2010, тыс. рублей;Август, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;0;Финпромбанк (ФПБ Банк);2157;Москва и обл.;6 647 021,00;6 625 659,00;21 362,00;0,32
262;-2;НОМОС-Банк-Сибирь;410;Новосибирская обл.;6 644 491,00;6 635 918,00;8 573,00;0,13
263;-16;Нефтяной Альянс;2859;Москва и обл.;6 614 595,00;7 114 019,00;-499 424,00;-7,02
264;1;МАСТ-Банк;3267;Москва и обл.;6 570 525,00;6 505 342,00;65 183,00;1,00
265;2;Евразбанк;1676;Москва и обл.;6 509 864,00;6 441 863,00;68 001,00;1,06
266;-8;Социнвестбанк;1132;Башкортостан;6 427 847,00;6 660 366,00;-232 519,00;-3,49
267;18;Фининвест;671;Москва и обл.;6 401 431,00;5 670 612,00;730 819,00;12,89
268;-27;Темпбанк;55;Москва и обл.;6 373 189,00;7 390 094,00;-1 016 905,00;-13,76
269;38;Денизбанк Москва;3330;Москва и обл.;6 351 982,00;5 079 206,00;1 272 776,00;25,06
270;4;Бинбанк Мурманск;1276;Мурманская обл.;6 317 830,00;6 108 119,00;209 711,00;3,43
271;47;Бэнк оф Чайна;2309;Москва и обл.;6 274 658,00;4 722 421,00;1 552 237,00;32,87
272;7;Национальный Банк Развития Бизнеса;2795;Москва и обл.;6 222 383,00;5 871 153,00;351 230,00;5,98
273;0;Русский Земельный Банк;2810;Москва и обл.;6 180 489,00;6 108 297,00;72 192,00;1,18
274;2;Огни Москвы;2328;Москва и обл.;6 155 049,00;5 894 210,00;260 839,00;4,43
275;2;Банк Акцепт;567;Новосибирская обл.;6 062 206,00;5 881 974,00;180 232,00;3,06
276;-5;Европейский;1616;Калининградская обл.;6 046 005,00;6 195 035,00;-149 030,00;-2,41
277;-2;Русь;704;Оренбургская обл.;6 045 245,00;6 053 871,00;-8 626,00;-0,14
278;-9;Руснарбанк;3403;Москва и обл.;6 044 572,00;6 345 526,00;-300 954,00;-4,74
279;-1;Квантмобайл Банк;1189;Омская обл.;5 985 751,00;5 874 407,00;111 344,00;1,90
280;28;Кузнецкий Мост;2254;Москва и обл.;5 964 934,00;5 049 086,00;915 848,00;18,14
281;3;АФ Банк;991;Башкортостан;5 923 900,00;5 677 729,00;246 171,00;4,34
282;38;СЭБ Банк;3235;Санкт-Петербург и обл.;5 814 668,00;4 707 757,00;1 106 911,00;23,51
283;-11;Банк Раунд;2506;Москва и обл.;5 810 089,00;6 118 901,00;-308 812,00;-5,05
284;-1;КС Банк;1752;Мордовия;5 797 087,00;5 753 023,00;44 064,00;0,77
285;-5;Югра;880;Тюменская обл.;5 791 270,00;5 848 879,00;-57 609,00;-0,98
286;13;Кредит-Москва;5;Москва и обл.;5 679 568,00;5 237 980,00;441 588,00;8,43
287;0;Кузнецкбизнесбанк;1158;Кемеровская обл.;5 647 766,00;5 592 671,00;55 095,00;0,99
288;0;БайкалБанк;2632;Бурятия;5 644 192,00;5 556 289,00;87 903,00;1,58
289;-8;Альба Альянс;2593;Москва и обл.;5 602 467,00;5 825 491,00;-223 024,00;-3,83
290;-8;Новый Московский Банк;2932;Москва и обл.;5 592 964,00;5 763 178,00;-170 214,00;-2,95
291;-2;Томскпромстройбанк;1720;Томская обл.;5 562 302,00;5 479 229,00;83 073,00;1,52
292;6;ПВ-Банк;634;Ульяновская обл.;5 536 398,00;5 238 935,00;297 463,00;5,68
293;-1;БКС Банк;101;Новосибирская обл.;5 532 135,00;5 421 280,00;110 855,00;2,04
294;1;Русич Центр Банк;2793;Москва и обл.;5 530 219,00;5 313 514,00;216 705,00;4,08
295;-1;Славянский Кредит;2960;Москва и обл.;5 528 825,00;5 364 508,00;164 317,00;3,06
296;1;Метробанк;2548;Москва и обл.;5 412 267,00;5 245 760,00;166 507,00;3,17
297;-1;Волга-Кредит;1153;Самарская обл.;5 410 182,00;5 311 834,00;98 348,00;1,85
298;-7;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 405 715,00;5 461 409,00;-55 694,00;-1,02
299;3;Сибирьгазбанк;3042;Тюменская обл.;5 393 817,00;5 185 090,00;208 727,00;4,03
300;28;Рублев;3098;Москва и обл.;5 355 671,00;4 418 711,00;936 960,00;21,20
301;0;Хованский;2145;Москва и обл.;5 349 357,00;5 195 803,00;153 554,00;2,96
302;-16;Банк Инноваций и Развития;2647;Москва и обл.;5 335 012,00;5 635 207,00;-300 195,00;-5,33
303;1;Пушкино;391;Москва и обл.;5 328 734,00;5 143 353,00;185 381,00;3,60
304;-14;Адмиралтейский;3054;Москва и обл.;5 317 257,00;5 471 729,00;-154 472,00;-2,82
305;-2;Датабанк;646;Удмуртия;5 275 433,00;5 182 857,00;92 576,00;1,79
306;-13;ПИР Банк;2655;Москва и обл.;5 247 159,00;5 409 403,00;-162 244,00;-3,00
307;-7;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 241 350,00;5 198 389,00;42 961,00;0,83
308;1;Ростпромстройбанк;1705;Ростовская обл.;5 118 859,00;5 003 179,00;115 680,00;2,31
309;2;Уралфинпромбанк;3119;Свердловская обл.;5 074 207,00;4 956 507,00;117 700,00;2,37
310;0;Замоскворецкий;1640;Москва и обл.;5 022 318,00;4 995 900,00;26 418,00;0,53
311;4;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;4 952 969,00;4 806 056,00;146 913,00;3,06
312;7;Региональный Банк Развития;2782;Башкортостан;4 951 077,00;4 708 977,00;242 100,00;5,14
313;3;Белгородсоцбанк;760;Белгородская обл.;4 921 429,00;4 786 812,00;134 617,00;2,81
314;13;СИАБ;3245;Санкт-Петербург и обл.;4 895 043,00;4 449 910,00;445 133,00;10,00
315;2;Бинбанк Тверь;777;Тверская обл.;4 894 294,00;4 775 746,00;118 548,00;2,48
316;-3;Потенциал;1019;Самарская обл.;4 889 311,00;4 855 923,00;33 388,00;0,69
317;24;Данске Банк;3307;Санкт-Петербург и обл.;4 880 334,00;4 081 716,00;798 618,00;19,57
318;4;Первый Экспресс;3237;Тульская обл.;4 858 329,00;4 640 267,00;218 062,00;4,70
319;-5;РусЮгбанк;2093;Волгоградская обл.;4 856 978,00;4 835 791,00;21 187,00;0,44
320;5;Традо-Банк;1065;Москва и обл.;4 770 585,00;4 526 907,00;243 678,00;5,38
321;8;АктивКапитал Банк;3006;Самарская обл.;4 702 031,00;4 405 696,00;296 335,00;6,73
322;1;Унифин;2654;Москва и обл.;4 653 771,00;4 613 586,00;40 185,00;0,87
323;-2;Бинбанк Столица;3052;Москва и обл.;4 582 340,00;4 698 672,00;-116 332,00;-2,48
324;14;ОПМ-Банк;2734;Москва и обл.;4 541 558,00;4 178 741,00;362 817,00;8,68
325;-1;Ишбанк;2867;Москва и обл.;4 503 201,00;4 533 037,00;-29 836,00;-0,66
326;8;Рускобанк;138;Санкт-Петербург и обл.;4 449 877,00;4 266 095,00;183 782,00;4,31
327;-21;Городской Ипотечный Банк;1627;Москва и обл.;4 431 199,00;5 087 063,00;-655 864,00;-12,89
328;-16;Платина;2347;Москва и обл.;4 403 893,00;4 893 061,00;-489 168,00;-10,00
329;2;Северный Народный Банк;2721;Коми;4 361 657,00;4 320 926,00;40 731,00;0,94
330;9;Трансстройбанк;2807;Москва и обл.;4 358 125,00;4 133 036,00;225 089,00;5,45
331;2;Банк Казани;708;Татарстан;4 341 919,00;4 304 464,00;37 455,00;0,87
332;-6;Межпромбанк Плюс;3282;Москва и обл.;4 335 496,00;4 506 328,00;-170 832,00;-3,79
333;9;Финам Банк;2799;Москва и обл.;4 313 810,00;4 049 873,00;263 937,00;6,52
334;2;ФДБ;3071;Москва и обл.;4 208 044,00;4 197 616,00;10 428,00;0,25
335;28;Евромет;2902;Москва и обл.;4 202 998,00;3 712 896,00;490 102,00;13,20
336;-1;НИКО-Банк;702;Оренбургская обл.;4 201 873,00;4 262 273,00;-60 400,00;-1,42
337;11;Автоторгбанк;2776;Москва и обл.;4 196 760,00;3 972 982,00;223 778,00;5,63
338;5;Сибсоцбанк;2015;Алтайский край;4 196 158,00;4 039 976,00;156 182,00;3,87
339;-7;Вега-Банк;3270;Москва и обл.;4 150 280,00;4 305 201,00;-154 921,00;-3,60
340;20;Бланк Банк;2368;Москва и обл.;4 121 701,00;3 731 858,00;389 843,00;10,45
341;4;Тусар;2712;Москва и обл.;4 062 135,00;4 037 521,00;24 614,00;0,61
342;5;Международный Инвестиционный Банк;2742;Москва и обл.;4 033 481,00;4 021 573,00;11 908,00;0,30
343;25;Международный Коммерческий Банк;2524;Москва и обл.;4 023 526,00;3 609 273,00;414 253,00;11,48
344;0;Башинвестбанк;2189;Башкортостан;4 011 458,00;4 039 314,00;-27 856,00;-0,69
345;10;Юг-Инвестбанк;2772;Краснодарский край;4 008 983,00;3 818 108,00;190 875,00;5,00
346;-103;Дрезднер Банк;2455;Санкт-Петербург и обл.;3 985 969,00;7 318 969,00;-3 333 000,00;-45,54
347;-7;Банк Торгового Финансирования;1982;Москва и обл.;3 973 758,00;4 097 436,00;-123 678,00;-3,02
348;6;Банк на Красных Воротах;2472;Москва и обл.;3 916 977,00;3 836 172,00;80 805,00;2,11
349;7;Актив Банк;2529;Мордовия;3 907 276,00;3 796 968,00;110 308,00;2,91
350;3;Сиббизнесбанк;2539;Тюменская обл.;3 903 021,00;3 848 876,00;54 145,00;1,41
351;18;Автоградбанк;1455;Татарстан;3 850 453,00;3 603 326,00;247 127,00;6,86
352;-2;Енисейский Объединенный Банк;2645;Красноярский край;3 843 575,00;3 917 809,00;-74 234,00;-1,89
353;27;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;3 840 368,00;3 367 789,00;472 579,00;14,03
354;12;Росавтобанк;2767;Москва и обл.;3 834 370,00;3 657 244,00;177 126,00;4,84
355;3;Славия;2664;Москва и обл.;3 826 869,00;3 775 754,00;51 115,00;1,35
356;-19;Экспресс-Кредит;210;Москва и обл.;3 821 120,00;4 195 568,00;-374 448,00;-8,92
357;-8;Экспресс;3084;Дагестан;3 807 640,00;3 948 126,00;-140 486,00;-3,56
358;4;Уралкапиталбанк;2519;Башкортостан;3 807 046,00;3 722 714,00;84 332,00;2,27
359;-2;Сибнефтебанк;385;Тюменская обл.;3 802 564,00;3 792 093,00;10 471,00;0,28
360;5;Монолит;1967;Москва и обл.;3 797 958,00;3 692 205,00;105 753,00;2,86
361;-9;Аверс;415;Татарстан;3 774 141,00;3 883 065,00;-108 924,00;-2,81
362;2;Хлебобанк;1812;Москва и обл.;3 766 099,00;3 706 896,00;59 203,00;1,60
363;-2;Мир Бизнес Банк;3396;Москва и обл.;3 730 986,00;3 730 674,00;312,00;0,01
364;-13;Смартбанк;3408;Москва и обл.;3 723 210,00;3 883 848,00;-160 638,00;-4,14
365;16;Международный Банк Развития;2704;Москва и обл.;3 681 844,00;3 344 167,00;337 677,00;10,10
366;4;Зернобанк;2337;Алтайский край;3 645 412,00;3 597 563,00;47 849,00;1,33
367;8;Чувашкредитпромбанк;1280;Чувашия;3 545 305,00;3 475 490,00;69 815,00;2,01
368;18;Витас Банк;1955;Москва и обл.;3 527 216,00;3 303 924,00;223 292,00;6,76
369;110;Банк ПСА Финанс Рус;3481;Москва и обл.;3 524 380,00;2 228 401,00;1 295 979,00;58,16
370;2;Белгородпромстройбанк;1816;Белгородская обл.;3 496 908,00;3 489 329,00;7 579,00;0,22
371;-66;Ю Би Эс Банк;3463;Москва и обл.;3 496 004,00;5 134 269,00;-1 638 265,00;-31,91
372;23;Генбанк;2490;Москва и обл.;3 489 562,00;3 113 616,00;375 946,00;12,07
373;0;Евроальянс;1781;Ивановская обл.;3 488 713,00;3 482 635,00;6 078,00;0,17
374;-15;Национальный Залоговый Банк;2944;Москва и обл.;3 459 813,00;3 753 690,00;-293 877,00;-7,83
375;3;Стратегия;2801;Москва и обл.;3 431 611,00;3 395 657,00;35 954,00;1,06
376;7;Банк Кремлевский;2905;Москва и обл.;3 394 806,00;3 323 891,00;70 915,00;2,13
377;8;ВостСибтранскомбанк;2731;Иркутская обл.;3 362 912,00;3 307 174,00;55 738,00;1,69
378;-1;Московский Нефтехимический Банк;1411;Москва и обл.;3 360 930,00;3 412 918,00;-51 988,00;-1,52
379;-8;Лесбанк;1598;Москва и обл.;3 332 822,00;3 551 282,00;-218 460,00;-6,15
380;-1;Солид Банк;1329;Камчатская обл.;3 326 971,00;3 392 961,00;-65 990,00;-1,94
381;30;АйСиБиСи Банк;3475;Москва и обл.;3 325 572,00;2 981 463,00;344 109,00;11,54
382;21;Руссобанк;2313;Москва и обл.;3 321 360,00;3 058 166,00;263 194,00;8,61
383;7;Преодоление;2649;Москва и обл.;3 304 602,00;3 145 936,00;158 666,00;5,04
384;3;Дил-Банк;3384;Москва и обл.;3 293 787,00;3 298 649,00;-4 862,00;-0,15
385;-39;Ури Банк;3479;Москва и обл.;3 290 828,00;4 031 259,00;-740 431,00;-18,37
386;-12;Кранбанк;2271;Ивановская обл.;3 283 075,00;3 480 140,00;-197 065,00;-5,66
387;18;Дагэнергобанк;3286;Дагестан;3 282 282,00;3 047 627,00;234 655,00;7,70
388;8;Софрино;2972;Москва и обл.;3 263 757,00;3 091 218,00;172 539,00;5,58
389;-59;Империя;2535;Москва и обл.;3 238 995,00;4 393 579,00;-1 154 584,00;-26,28
390;1;Бинбанк Смоленск;1957;Смоленская обл.;3 234 139,00;3 143 491,00;90 648,00;2,88
391;2;Ассоциация;732;Нижегородская обл.;3 233 675,00;3 121 957,00;111 718,00;3,58
392;35;Риабанк;3434;Москва и обл.;3 212 951,00;2 859 216,00;353 735,00;12,37
393;9;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;3 187 455,00;3 058 638,00;128 817,00;4,21
394;-6;Донинвест;1617;Ростовская обл.;3 179 393,00;3 282 964,00;-103 571,00;-3,15
395;-1;Горбанк;2982;Санкт-Петербург и обл.;3 178 813,00;3 117 044,00;61 769,00;1,98
396;13;Банкхаус Эрбе;1717;Москва и обл.;3 177 220,00;2 990 689,00;186 531,00;6,24
397;-21;Межрегиональный промышленно-строительный банк;752;Мордовия;3 176 491,00;3 449 728,00;-273 237,00;-7,92
398;1;Крокус-Банк;2682;Москва и обл.;3 157 949,00;3 067 886,00;90 063,00;2,94
399;-17;Проминвестбанк;2433;Москва и обл.;3 157 333,00;3 337 049,00;-179 716,00;-5,39
400;-8;Платежный Центр;3166;Новосибирская обл.;3 141 403,00;3 141 260,00;143,00;0,00
401;6;РАМ Банк;3480;Москва и обл.;3 132 219,00;3 015 683,00;116 536,00;3,86
402;-13;Роял Кредит Банк;783;Хабаровский край;3 129 175,00;3 153 016,00;-23 841,00;-0,76
403;9;Волжский Социальный Банк;2428;Самарская обл.;3 124 169,00;2 976 934,00;147 235,00;4,95
404;28;Анкор Банк;889;Татарстан;3 114 670,00;2 725 674,00;388 996,00;14,27
405;24;Холдинг-Кредит;3030;Москва и обл.;3 103 861,00;2 764 416,00;339 445,00;12,28
406;7;Хакасский Муниципальный Банк;1049;Хакасия;3 084 790,00;2 968 017,00;116 773,00;3,93
407;9;ЕвроАксис Банк;3273;Москва и обл.;3 076 639,00;2 930 585,00;146 054,00;4,98
408;6;Нижневолжский Коммерческий Банк;931;Саратовская обл.;3 062 040,00;2 943 385,00;118 655,00;4,03
409;10;Камский Коммерческий Банк;438;Татарстан;3 054 897,00;2 902 583,00;152 314,00;5,25
410;-26;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 038 405,00;3 310 148,00;-271 743,00;-8,21
411;-7;;;;3 022 462,00;3 048 478,00;-26 016,00;-0,85
412;45;Финансовый Стандарт;1053;Москва и обл.;3 007 256,00;2 465 164,00;542 092,00;21,99
413;-3;ИТ Банк;2609;Омская обл.;3 005 383,00;2 986 220,00;19 163,00;0,64
414;-13;Профессионал Банк;3296;Москва и обл.;2 998 064,00;3 060 829,00;-62 765,00;-2,05
415;-9;Новобанк;1352;Новгородская обл.;2 994 637,00;3 019 529,00;-24 892,00;-0,82
416;14;Вокбанк;312;Нижегородская обл.;2 990 029,00;2 750 665,00;239 364,00;8,70
417;25;Реалист Банк;1067;Иркутская обл.;2 975 441,00;2 634 917,00;340 524,00;12,92
418;32;Экономикс-Банк;2136;Москва и обл.;2 968 577,00;2 561 105,00;407 472,00;15,91
419;-11;Уралпромбанк;2964;Челябинская обл.;2 956 174,00;2 997 322,00;-41 148,00;-1,37
420;4;Промтрансбанк;2638;Башкортостан;2 954 877,00;2 870 922,00;83 955,00;2,92
421;-6;Лайтбанк;3177;Москва и обл.;2 952 860,00;2 941 395,00;11 465,00;0,39
422;-25;Ипотека-Инвест;3070;Татарстан;2 949 899,00;3 082 917,00;-133 018,00;-4,31
423;-6;Баренцбанк;2188;Мурманская обл.;2 942 149,00;2 928 865,00;13 284,00;0,45
424;-26;Азия-Инвест Банк;3303;Москва и обл.;2 928 319,00;3 069 757,00;-141 438,00;-4,61
425;-4;Промрегионбанк;2123;Томская обл.;2 927 159,00;2 898 977,00;28 182,00;0,97
426;-6;Русский Ипотечный Банк;1968;Москва и обл.;2 909 308,00;2 898 992,00;10 316,00;0,36
427;57;Банк Заречье;817;Татарстан;2 868 272,00;2 199 487,00;668 785,00;30,41
428;3;Миллениум Банк;3423;Москва и обл.;2 849 126,00;2 727 698,00;121 428,00;4,45
429;-11;Ермак;1809;Тюменская обл.;2 845 489,00;2 911 039,00;-65 550,00;-2,25
430;25;Банк Развития Технологий;3441;Москва и обл.;2 839 934,00;2 492 072,00;347 862,00;13,96
431;6;Первый Инвестиционный Банк;604;Москва и обл.;2 826 410,00;2 684 424,00;141 986,00;5,29
432;4;Профит Банк;3234;Москва и обл.;2 820 794,00;2 692 157,00;128 637,00;4,78
433;-33;Капитал;575;Москва и обл.;2 819 982,00;3 062 186,00;-242 204,00;-7,91
434;4;Экси-Банк;2530;Санкт-Петербург и обл.;2 815 023,00;2 683 256,00;131 767,00;4,91
435;6;Стромкомбанк;404;Красноярский край;2 811 226,00;2 641 478,00;169 748,00;6,43
436;26;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 801 964,00;2 419 145,00;382 819,00;15,82
437;-9;РНКБ;1354;Москва и обл.;2 758 649,00;2 833 682,00;-75 033,00;-2,65
438;2;Рост;2589;Москва и обл.;2 746 374,00;2 641 984,00;104 390,00;3,95
439;-16;Банк Развития Региона;3315;Северная Осетия — Алания;2 743 238,00;2 877 023,00;-133 785,00;-4,65
440;-14;Интерактивный Банк;3378;Москва и обл.;2 715 389,00;2 861 335,00;-145 946,00;-5,10
441;36;ВЕБРР;3418;Москва и обл.;2 710 416,00;2 247 968,00;462 448,00;20,57
442;-8;Камчаткомагропромбанк;545;Камчатская обл.;2 708 559,00;2 711 527,00;-2 968,00;-0,11
443;-4;Донкомбанк;492;Ростовская обл.;2 699 358,00;2 674 088,00;25 270,00;0,94
444;-77;Киви Банк;2241;Москва и обл.;2 696 473,00;3 640 080,00;-943 607,00;-25,92
445;-12;Приоритет;3135;Самарская обл.;2 682 514,00;2 718 064,00;-35 550,00;-1,31
446;-24;Московский Коммерческий Банк;3172;Москва и обл.;2 676 809,00;2 881 563,00;-204 754,00;-7,11
447;-2;Долинск;857;Сахалинская обл.;2 645 467,00;2 616 100,00;29 367,00;1,12
448;1;РБА;3413;Ярославская обл.;2 624 034,00;2 568 532,00;55 502,00;2,16
449;4;Инкредбанк;3405;Москва и обл.;2 621 092,00;2 502 800,00;118 292,00;4,73
450;1;Голдман Сакс Банк;3490;Москва и обл.;2 613 469,00;2 527 419,00;86 050,00;3,40
451;-5;Тюменьагропромбанк;917;Тюменская обл.;2 601 580,00;2 609 721,00;-8 141,00;-0,31
452;-17;Ураллига;1626;Челябинская обл.;2 592 925,00;2 700 223,00;-107 298,00;-3,97
453;-6;Нефтепромбанк;2156;Москва и обл.;2 588 021,00;2 587 189,00;832,00;0,03
454;51;Национальный Республиканский Банк;3359;Москва и обл.;2 585 709,00;2 007 284,00;578 425,00;28,82
455;3;Востоккредитбанк;922;Амурская обл.;2 577 015,00;2 459 552,00;117 463,00;4,78
456;-8;Ноябрьскнефтекомбанк;2274;Тюменская обл.;2 548 643,00;2 575 804,00;-27 161,00;-1,05
457;-3;Аскольд;2480;Смоленская обл.;2 532 638,00;2 493 452,00;39 186,00;1,57
458;-6;Стройлесбанк;2995;Тюменская обл.;2 520 856,00;2 516 878,00;3 978,00;0,16
459;34;Новопокровский;467;Краснодарский край;2 515 949,00;2 103 223,00;412 726,00;19,62
460;3;Оргбанк;3312;Москва и обл.;2 488 884,00;2 416 246,00;72 638,00;3,01
461;-36;Агросоюз;1459;Оренбургская обл.;2 485 433,00;2 861 846,00;-376 413,00;-13,15
462;-3;НОКССбанк;3202;Волгоградская обл.;2 476 708,00;2 447 297,00;29 411,00;1,20
463;78;Западный;2598;Москва и обл.;2 472 563,00;1 681 360,00;791 203,00;47,06
464;1;Союзный;3236;Москва и обл.;2 469 373,00;2 365 108,00;104 265,00;4,41
465;-21;Банк БКФ;2684;Москва и обл.;2 464 333,00;2 622 149,00;-157 816,00;-6,02
466;14;ОФК Банк;2270;Москва и обл.;2 450 040,00;2 212 714,00;237 326,00;10,73
467;-24;Бинбанк Сургут;1701;Тюменская обл.;2 441 251,00;2 632 802,00;-191 551,00;-7,28
468;-1;Аспект;608;Москва и обл.;2 429 992,00;2 321 999,00;107 993,00;4,65
469;-13;Промэнергобанк;2728;Вологодская обл.;2 422 439,00;2 483 400,00;-60 961,00;-2,45
470;1;Алтайкапиталбанк;2659;Алтайский край;2 410 430,00;2 298 118,00;112 312,00;4,89
471;-10;Траст Капитал Банк;2741;Москва и обл.;2 389 102,00;2 419 798,00;-30 696,00;-1,27
472;27;Живаго Банк;2065;Рязанская обл.;2 358 725,00;2 042 533,00;316 192,00;15,48
473;-13;Вкабанк;1027;Астраханская обл.;2 348 123,00;2 429 265,00;-81 142,00;-3,34
474;14;ПК-Банк;2652;Нижегородская обл.;2 346 585,00;2 135 163,00;211 422,00;9,90
475;-9;Совинком;2302;Москва и обл.;2 342 495,00;2 330 979,00;11 516,00;0,49
476;2;Орловский Социальный Банк;2921;Орловская обл.;2 334 804,00;2 234 055,00;100 749,00;4,51
477;23;Тагилбанк;1635;Свердловская обл.;2 326 303,00;2 038 016,00;288 287,00;14,15
478;-10;Джей энд Ти Банк;3061;Москва и обл.;2 316 154,00;2 318 372,00;-2 218,00;-0,10
479;-3;Транснациональный Банк;2108;Москва и обл.;2 307 904,00;2 248 285,00;59 619,00;2,65
480;-6;Банк БФТ;2273;Москва и обл.;2 301 368,00;2 271 454,00;29 914,00;1,32
481;-17;Инкаробанк;2696;Москва и обл.;2 292 757,00;2 383 745,00;-90 988,00;-3,82
482;3;Тульский Промышленник;2382;Тульская обл.;2 276 467,00;2 184 742,00;91 725,00;4,20
483;-2;Мастер-Капитал;3011;Москва и обл.;2 275 867,00;2 210 432,00;65 435,00;2,96
484;-12;Транспортный;3174;Москва и обл.;2 270 920,00;2 297 165,00;-26 245,00;-1,14
485;-10;Универсальный Кредит;2903;Москва и обл.;2 263 572,00;2 251 331,00;12 241,00;0,54
486;5;Эксперт Банк;2949;Омская обл.;2 256 859,00;2 113 403,00;143 456,00;6,79
487;-18;Земский Банк;2900;Самарская обл.;2 236 371,00;2 309 963,00;-73 592,00;-3,19
488;-1;ЕвроситиБанк;1869;Ставропольский край;2 223 598,00;2 151 248,00;72 350,00;3,36
489;6;Океан Банк;1697;Москва и обл.;2 191 668,00;2 095 268,00;96 400,00;4,60
490;-8;РН Банк;170;Омская обл.;2 179 465,00;2 208 583,00;-29 118,00;-1,32
491;-1;Зенит Сочи;232;Краснодарский край;2 176 512,00;2 118 174,00;58 338,00;2,75
492;12;Объединенный Банк Развития;3345;Москва и обл.;2 174 686,00;2 009 054,00;165 632,00;8,24
493;18;Мосводоканалбанк;2863;Москва и обл.;2 172 456,00;1 972 371,00;200 085,00;10,14
494;16;Гагаринский;606;Москва и обл.;2 153 917,00;1 990 217,00;163 700,00;8,23
495;18;ИК Банк;1732;Татарстан;2 152 537,00;1 935 091,00;217 446,00;11,24
496;-4;Социум-Банк;2881;Москва и обл.;2 147 143,00;2 110 946,00;36 197,00;1,71
497;5;Бест Эффортс Банк;435;Москва и обл.;2 144 556,00;2 022 386,00;122 170,00;6,04
498;17;ИРС;272;Москва и обл.;2 137 965,00;1 883 437,00;254 528,00;13,51
499;-1;Енисей;474;Красноярский край;2 137 918,00;2 053 743,00;84 175,00;4,10
500;-30;Уралприватбанк;153;Свердловская обл.;2 117 327,00;2 299 075,00;-181 748,00;-7,91
501;-5;Коммерческий Индо Банк;3446;Москва и обл.;2 102 138,00;2 074 566,00;27 572,00;1,33
502;16;Банк Город;2644;Коми;2 098 287,00;1 867 512,00;230 775,00;12,36
503;-6;Росбизнесбанк;1405;Москва и обл.;2 092 988,00;2 066 374,00;26 614,00;1,29
504;-3;Интеркредит;3047;Москва и обл.;2 076 111,00;2 033 287,00;42 824,00;2,11
505;-2;Уссури;596;Хабаровский край;2 071 213,00;2 021 649,00;49 564,00;2,45
506;-17;Век;2299;Москва и обл.;2 065 348,00;2 121 203,00;-55 855,00;-2,63
507;-1;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 042 356,00;2 005 813,00;36 543,00;1,82
508;85;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;2 019 125,00;1 392 055,00;627 070,00;45,05
509;0;Нэклис-Банк;1671;Москва и обл.;2 005 637,00;1 997 719,00;7 918,00;0,40
510;-2;Норвик Банк;1407;Москва и обл.;2 003 765,00;1 999 870,00;3 895,00;0,19
511;-4;Тамбовкредитпромбанк;1312;Тамбовская обл.;1 998 214,00;2 002 984,00;-4 770,00;-0,24
512;96;Земкомбанк;574;Ростовская обл.;1 985 453,00;1 309 472,00;675 981,00;51,62
513;6;Кузнецкий;609;Пензенская обл.;1 976 959,00;1 860 158,00;116 801,00;6,28
514;-2;Система;2846;Москва и обл.;1 947 930,00;1 968 029,00;-20 099,00;-1,02
515;9;Аксонбанк;680;Костромская обл.;1 940 848,00;1 830 756,00;110 092,00;6,01
516;0;Региональный Кредитный Банк;1608;Калининградская обл.;1 922 535,00;1 872 782,00;49 753,00;2,66
517;14;Вологжанин;1896;Вологодская обл.;1 919 463,00;1 771 810,00;147 653,00;8,33
518;42;Стелла-Банк;2948;Ростовская обл.;1 901 184,00;1 544 312,00;356 872,00;23,11
519;-33;Республиканский Банк;3277;Москва и обл.;1 898 372,00;2 173 728,00;-275 356,00;-12,67
520;12;Констанс-Банк;2228;Санкт-Петербург и обл.;1 882 539,00;1 740 738,00;141 801,00;8,15
521;-1;Витабанк;356;Санкт-Петербург и обл.;1 870 347,00;1 847 859,00;22 488,00;1,22
522;-8;Мой Банк. Ипотека;2436;Башкортостан;1 869 295,00;1 903 748,00;-34 453,00;-1,81
523;-29;Итуруп;2390;Сахалинская обл.;1 868 778,00;2 101 351,00;-232 573,00;-11,07
524;16;Тендер-Банк;2252;Москва и обл.;1 863 715,00;1 686 155,00;177 560,00;10,53
525;3;Нацпромбанк;2360;Москва и обл.;1 855 679,00;1 794 363,00;61 316,00;3,42
526;-9;Бум-Банк;1137;Кабардино-Балкария;1 836 445,00;1 871 631,00;-35 186,00;-1,88
527;-2;Синко-Банк;2838;Москва и обл.;1 833 155,00;1 817 367,00;15 788,00;0,87
528;19;Яринтербанк;2564;Ярославская обл.;1 830 469,00;1 622 419,00;208 050,00;12,82
529;4;Кроссинвестбанк;2849;Москва и обл.;1 817 199,00;1 734 201,00;82 998,00;4,79
530;34;Мегаполис;3265;Чувашия;1 812 313,00;1 529 362,00;282 951,00;18,50
