Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2013, тыс. рублей;Январь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
257;15;Югра;880;Тюменская обл.;10 094 028,00;9 692 523,00;401 505,00;4,14
258;5;НОМОС-Банк-Сибирь;410;Новосибирская обл.;10 081 265,00;10 274 022,00;-192 757,00;-1,88
259;-19;Углеметбанк;2997;Челябинская обл.;10 069 242,00;12 084 453,00;-2 015 211,00;-16,68
260;2;Екатеринбург;3161;Свердловская обл.;10 063 300,00;10 290 878,00;-227 578,00;-2,21
261;35;Руснарбанк;3403;Москва и обл.;9 919 370,00;8 379 849,00;1 539 521,00;18,37
262;7;Банк Оренбург;3269;Оренбургская обл.;9 918 946,00;9 828 474,00;90 472,00;0,92
263;-4;Метробанк;2548;Москва и обл.;9 868 751,00;10 402 259,00;-533 508,00;-5,13
264;4;Росэксимбанк;2790;Москва и обл.;9 845 839,00;9 873 735,00;-27 896,00;-0,28
265;0;БайкалБанк;2632;Бурятия;9 776 196,00;10 102 529,00;-326 333,00;-3,23
266;-30;Экопромбанк;2011;Пермская обл.;9 728 540,00;12 584 709,00;-2 856 169,00;-22,70
267;9;Гарант-Инвест;2576;Москва и обл.;9 701 001,00;9 457 839,00;243 162,00;2,57
268;-39;Бэнк оф Чайна;2309;Москва и обл.;9 689 440,00;12 986 973,00;-3 297 533,00;-25,39
269;1;Международный Банк Развития;2704;Москва и обл.;9 614 327,00;9 809 226,00;-194 899,00;-1,99
270;1;СЭБ Банк;3235;Санкт-Петербург и обл.;9 557 020,00;9 791 640,00;-234 620,00;-2,40
271;-18;Унифин;2654;Москва и обл.;9 508 401,00;10 620 950,00;-1 112 549,00;-10,48
272;8;Темпбанк;55;Москва и обл.;9 413 631,00;9 071 234,00;342 397,00;3,77
273;-17;Промсбербанк;1043;Москва и обл.;9 347 341,00;10 498 334,00;-1 150 993,00;-10,96
274;10;Данске Банк;3307;Санкт-Петербург и обл.;9 308 981,00;9 011 509,00;297 472,00;3,30
275;-1;Вега-Банк;3270;Москва и обл.;9 188 839,00;9 509 517,00;-320 678,00;-3,37
276;-1;Генбанк;2490;Москва и обл.;9 077 361,00;9 475 951,00;-398 590,00;-4,21
277;1;Первый Экспресс;3237;Тульская обл.;9 043 953,00;9 126 041,00;-82 088,00;-0,90
278;7;Транспортный;3174;Москва и обл.;9 029 232,00;8 952 686,00;76 546,00;0,86
279;0;Белгородсоцбанк;760;Белгородская обл.;8 995 736,00;9 097 064,00;-101 328,00;-1,11
280;9;Монолит;1967;Москва и обл.;8 979 693,00;8 646 743,00;332 950,00;3,85
281;-14;Нефтяной Альянс;2859;Москва и обл.;8 940 858,00;9 921 805,00;-980 947,00;-9,89
282;10;Роспромбанк;3204;Москва и обл.;8 864 967,00;8 551 038,00;313 929,00;3,67
283;-10;Кредит-Москва;5;Москва и обл.;8 848 132,00;9 558 824,00;-710 692,00;-7,43
284;7;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;8 739 676,00;8 569 313,00;170 363,00;1,99
285;20;АФ Банк;991;Башкортостан;8 734 045,00;7 992 720,00;741 325,00;9,28
286;0;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 693 724,00;8 930 724,00;-237 000,00;-2,65
287;8;Клиентский;2324;Москва и обл.;8 559 635,00;8 436 679,00;122 956,00;1,46
288;15;Тусар;2712;Москва и обл.;8 559 055,00;8 021 170,00;537 885,00;6,71
289;18;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;8 544 850,00;7 906 678,00;638 172,00;8,07
290;-2;Уралкапиталбанк;2519;Башкортостан;8 505 599,00;8 670 571,00;-164 972,00;-1,90
291;-1;Волго-Камский Банк;282;Самарская обл.;8 355 663,00;8 604 214,00;-248 551,00;-2,89
292;8;Русский Земельный Банк;2810;Москва и обл.;8 286 587,00;8 130 534,00;156 053,00;1,92
293;-16;Евромет;2902;Москва и обл.;8 233 762,00;9 169 335,00;-935 573,00;-10,20
294;-1;ОПМ-Банк;2734;Москва и обл.;8 222 854,00;8 531 257,00;-308 403,00;-3,61
295;-8;Банк Торгового Финансирования;1982;Москва и обл.;8 201 224,00;8 687 271,00;-486 047,00;-5,59
296;18;Солид Банк;1329;Камчатская обл.;8 142 792,00;7 672 070,00;470 722,00;6,14
297;2;КС Банк;1752;Мордовия;8 058 031,00;8 133 097,00;-75 066,00;-0,92
298;3;НИКО-Банк;702;Оренбургская обл.;8 000 361,00;8 100 565,00;-100 204,00;-1,24
299;-1;Волга-Кредит;1153;Самарская обл.;7 958 197,00;8 288 274,00;-330 077,00;-3,98
300;28;Финам Банк;2799;Москва и обл.;7 846 363,00;7 051 267,00;795 096,00;11,28
301;1;Башинвестбанк;2189;Башкортостан;7 776 378,00;8 030 775,00;-254 397,00;-3,17
302;14;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;7 768 828,00;7 564 130,00;204 698,00;2,71
303;3;Снежинский;1376;Челябинская обл.;7 725 659,00;7 979 173,00;-253 514,00;-3,18
304;13;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 712 489,00;7 527 837,00;184 652,00;2,45
305;4;Банк Жилищного Финансирования;3138;Москва и обл.;7 671 976,00;7 847 712,00;-175 736,00;-2,24
306;9;ПИР Банк;2655;Москва и обл.;7 657 523,00;7 613 387,00;44 136,00;0,58
307;5;Русьуниверсалбанк;3293;Москва и обл.;7 549 494,00;7 691 532,00;-142 038,00;-1,85
308;2;Международный Коммерческий Банк;2524;Москва и обл.;7 440 288,00;7 735 466,00;-295 178,00;-3,82
309;20;Агросоюз;1459;Москва и обл.;7 342 074,00;7 006 132,00;335 942,00;4,79
310;3;РАМ Банк;3480;Москва и обл.;7 298 602,00;7 684 888,00;-386 286,00;-5,03
311;7;Дил-Банк;3384;Москва и обл.;7 245 763,00;7 453 972,00;-208 209,00;-2,79
312;-4;Экспресс-Кредит;210;Москва и обл.;7 243 932,00;7 864 573,00;-620 641,00;-7,89
313;-16;Замоскворецкий;1640;Москва и обл.;7 241 320,00;8 377 491,00;-1 136 171,00;-13,56
314;-3;Северо-Восточный Альянс;2768;Москва и обл.;7 197 136,00;7 709 701,00;-512 565,00;-6,65
315;19;Развитие;2729;Карачаево-Черкесия;7 178 083,00;6 763 213,00;414 870,00;6,13
316;7;Хованский;2145;Москва и обл.;7 154 202,00;7 181 670,00;-27 468,00;-0,38
317;5;Ставропольпромстройбанк;1288;Ставропольский край;7 085 838,00;7 273 838,00;-188 000,00;-2,58
318;1;Финансовый Стандарт;1053;Москва и обл.;7 054 973,00;7 410 290,00;-355 317,00;-4,79
319;1;Автоторгбанк;2776;Москва и обл.;7 020 002,00;7 321 589,00;-301 587,00;-4,12
320;5;Ренессанс;1939;Москва и обл.;7 014 933,00;7 137 163,00;-122 230,00;-1,71
321;3;Промтрансбанк;2638;Башкортостан;7 008 972,00;7 145 224,00;-136 252,00;-1,91
322;11;Томскпромстройбанк;1720;Томская обл.;6 961 853,00;6 795 472,00;166 381,00;2,45
323;8;ЕвроситиБанк;1869;Ставропольский край;6 849 724,00;6 904 616,00;-54 892,00;-0,80
324;-3;Бенифит-Банк;3229;Москва и обл.;6 842 197,00;7 303 455,00;-461 258,00;-6,32
325;30;Ури Банк;3479;Москва и обл.;6 817 854,00;6 040 363,00;777 491,00;12,87
326;13;Рускобанк;138;Санкт-Петербург и обл.;6 811 900,00;6 592 559,00;219 341,00;3,33
327;3;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 719 178,00;6 953 086,00;-233 908,00;-3,36
328;14;Автоградбанк;1455;Татарстан;6 609 517,00;6 532 475,00;77 042,00;1,18
329;8;Банк Казани;708;Татарстан;6 578 222,00;6 616 443,00;-38 221,00;-0,58
330;-47;Ю Би Эс Банк;3463;Москва и обл.;6 541 729,00;9 026 843,00;-2 485 114,00;-27,53
331;12;Национальный Залоговый Банк;2944;Москва и обл.;6 516 891,00;6 486 157,00;30 734,00;0,47
332;3;Банк Инноваций и Развития;2647;Москва и обл.;6 508 152,00;6 686 781,00;-178 629,00;-2,67
333;5;Ишбанк;2867;Москва и обл.;6 489 471,00;6 593 528,00;-104 057,00;-1,58
334;-8;Датабанк;646;Удмуртия;6 374 327,00;7 104 991,00;-730 664,00;-10,28
335;5;Русь;704;Оренбургская обл.;6 350 526,00;6 556 023,00;-205 497,00;-3,13
336;5;Новый Московский Банк;2932;Москва и обл.;6 334 912,00;6 535 062,00;-200 150,00;-3,06
337;9;Юг-Инвестбанк;2772;Краснодарский край;6 270 539,00;6 374 495,00;-103 956,00;-1,63
338;-44;Славия;2664;Москва и обл.;6 244 316,00;8 529 341,00;-2 285 025,00;-26,79
339;10;Бинбанк Тверь;777;Тверская обл.;6 240 556,00;6 204 013,00;36 543,00;0,59
340;16;Альба Альянс;2593;Москва и обл.;6 224 370,00;5 936 749,00;287 621,00;4,84
341;10;Софрино;2972;Москва и обл.;6 211 461,00;6 082 772,00;128 689,00;2,12
342;49;Экономикс-Банк;2136;Москва и обл.;6 197 235,00;5 096 526,00;1 100 709,00;21,60
343;-7;Эксперт Банк;2949;Омская обл.;6 161 739,00;6 646 923,00;-485 184,00;-7,30
344;3;Волжский Социальный Банк;2428;Самарская обл.;6 155 487,00;6 266 017,00;-110 530,00;-1,76
345;22;Региональный Банк Развития;2782;Башкортостан;6 113 059,00;5 631 395,00;481 664,00;8,55
346;8;Славянский Кредит;2960;Москва и обл.;6 078 155,00;6 065 674,00;12 481,00;0,21
347;1;ФДБ;3071;Москва и обл.;6 069 925,00;6 253 546,00;-183 621,00;-2,94
348;-3;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 988 344,00;6 377 841,00;-389 497,00;-6,11
349;11;Русский Торговый Банк;2842;Москва и обл.;5 948 971,00;5 919 150,00;29 821,00;0,50
350;-23;Профит Банк;3234;Москва и обл.;5 930 363,00;7 057 926,00;-1 127 563,00;-15,98
351;2;Банк на Красных Воротах;2472;Москва и обл.;5 920 997,00;6 071 174,00;-150 177,00;-2,47
352;45;Анталбанк;3115;Москва и обл.;5 903 968,00;4 971 153,00;932 815,00;18,76
353;-3;Татсоцбанк;480;Татарстан;5 867 118,00;6 120 184,00;-253 066,00;-4,13
354;7;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 865 337,00;5 888 419,00;-23 082,00;-0,39
355;3;Московский Нефтехимический Банк;1411;Москва и обл.;5 728 099,00;5 925 420,00;-197 321,00;-3,33
356;1;Объединенный Капитал;2611;Санкт-Петербург и обл.;5 712 923,00;5 925 715,00;-212 792,00;-3,59
357;2;Белгородпромстройбанк;1816;Белгородская обл.;5 698 185,00;5 924 977,00;-226 792,00;-3,83
358;-26;Дагэнергобанк;3286;Дагестан;5 686 423,00;6 856 836,00;-1 170 413,00;-17,07
359;4;Бинбанк Мурманск;1276;Мурманская обл.;5 668 615,00;5 762 538,00;-93 923,00;-1,63
360;4;Ассоциация;732;Нижегородская обл.;5 592 532,00;5 707 992,00;-115 460,00;-2,02
361;10;Тройка-Д Банк;3431;Москва и обл.;5 564 669,00;5 537 034,00;27 635,00;0,50
362;4;Вокбанк;312;Нижегородская обл.;5 554 841,00;5 680 431,00;-125 590,00;-2,21
363;9;Актив Банк;2529;Мордовия;5 492 142,00;5 447 098,00;45 044,00;0,83
364;1;Сибнефтебанк;385;Тюменская обл.;5 468 692,00;5 696 454,00;-227 762,00;-4,00
365;18;Банк БФТ;2273;Москва и обл.;5 451 576,00;5 240 576,00;211 000,00;4,03
366;7;Голдман Сакс Банк;3490;Москва и обл.;5 415 169,00;5 446 588,00;-31 419,00;-0,58
367;1;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 409 146,00;5 614 996,00;-205 850,00;-3,67
368;30;Банк Развития Технологий;3441;Москва и обл.;5 399 670,00;4 964 824,00;434 846,00;8,76
369;8;Чувашкредитпромбанк;1280;Чувашия;5 387 172,00;5 398 643,00;-11 471,00;-0,21
370;5;Северный Народный Банк;2721;Коми;5 379 077,00;5 427 209,00;-48 132,00;-0,89
371;11;Джей энд Ти Банк;3061;Москва и обл.;5 360 483,00;5 242 071,00;118 412,00;2,26
372;-20;Руссобанк;2313;Москва и обл.;5 357 420,00;6 073 028,00;-715 608,00;-11,78
373;8;Нижневолжский Коммерческий Банк;931;Саратовская обл.;5 321 784,00;5 362 121,00;-40 337,00;-0,75
374;-5;Сибсоцбанк;2015;Алтайский край;5 307 461,00;5 599 210,00;-291 749,00;-5,21
375;4;Банк Развития Региона;3315;Северная Осетия — Алания;5 273 539,00;5 395 802,00;-122 263,00;-2,27
376;11;Навигатор;2469;Москва и обл.;5 247 627,00;5 146 220,00;101 407,00;1,97
377;-33;Банк Финсервис;3388;Москва и обл.;5 242 288,00;6 463 743,00;-1 221 455,00;-18,90
378;-8;Инвестиционный Союз;637;Москва и обл.;5 212 037,00;5 545 037,00;-333 000,00;-6,01
379;17;Анкор Банк;889;Татарстан;5 172 894,00;4 979 595,00;193 299,00;3,88
380;24;Спецсетьстройбанк;3062;Москва и обл.;5 164 140,00;4 875 287,00;288 853,00;5,92
381;9;Мой Банк. Ипотека;2436;Башкортостан;5 163 247,00;5 109 247,00;54 000,00;1,06
382;-8;Таатта;1249;Саха (Якутия);5 121 192,00;5 446 346,00;-325 154,00;-5,97
383;45;Еврокоммерц;1777;Москва и обл.;5 099 354,00;4 221 411,00;877 943,00;20,80
384;10;Камский Коммерческий Банк;438;Татарстан;5 072 231,00;5 027 129,00;45 102,00;0,90
385;-5;Нэклис-Банк;1671;Москва и обл.;5 046 315,00;5 364 076,00;-317 761,00;-5,92
386;14;Лесбанк;1598;Москва и обл.;5 041 495,00;4 944 462,00;97 033,00;1,96
387;2;Зернобанк;2337;Алтайский край;5 032 861,00;5 111 794,00;-78 933,00;-1,54
388;-10;Кузнецкий Мост;2254;Москва и обл.;5 022 705,00;5 396 124,00;-373 419,00;-6,92
389;-108;Платина;2347;Москва и обл.;5 015 189,00;9 048 345,00;-4 033 156,00;-44,57
390;-140;Киви Банк;2241;Москва и обл.;4 997 748,00;11 033 359,00;-6 035 611,00;-54,70
391;22;Новопокровский;467;Краснодарский край;4 985 490,00;4 555 348,00;430 142,00;9,44
392;-4;Торгово-Строительный Банк;1250;Москва и обл.;4 984 750,00;5 143 368,00;-158 618,00;-3,08
393;-9;Трансстройбанк;2807;Москва и обл.;4 966 917,00;5 238 623,00;-271 706,00;-5,19
394;-32;Бланк Банк;2368;Москва и обл.;4 917 561,00;5 778 680,00;-861 119,00;-14,90
395;-9;Бинбанк Смоленск;1957;Смоленская обл.;4 890 753,00;5 174 008,00;-283 255,00;-5,47
396;11;Реалист Банк;1067;Иркутская обл.;4 890 608,00;4 721 077,00;169 531,00;3,59
397;6;2Т Банк;625;Москва и обл.;4 887 471,00;4 894 189,00;-6 718,00;-0,14
398;10;Банк Раунд;2506;Москва и обл.;4 852 784,00;4 693 565,00;159 219,00;3,39
399;-7;Век;2299;Москва и обл.;4 851 079,00;5 074 244,00;-223 165,00;-4,40
400;68;Азия-Инвест Банк;3303;Москва и обл.;4 810 764,00;3 261 941,00;1 548 823,00;47,48
401;-6;Объединенный Кредитный Банк;1118;Владимирская обл.;4 795 851,00;4 990 028,00;-194 177,00;-3,89
402;-9;Межтрастбанк;2493;Москва и обл.;4 778 943,00;5 042 517,00;-263 574,00;-5,23
403;-27;Риабанк;3434;Москва и обл.;4 745 717,00;5 421 660,00;-675 943,00;-12,47
404;1;Юникорбанк;2586;Москва и обл.;4 717 019,00;4 824 350,00;-107 331,00;-2,22
405;78;Горбанк;2982;Санкт-Петербург и обл.;4 711 747,00;3 092 714,00;1 619 033,00;52,35
406;0;Промэнергобанк;2728;Вологодская обл.;4 683 201,00;4 775 129,00;-91 928,00;-1,93
407;3;Кранбанк;2271;Ивановская обл.;4 633 125,00;4 675 397,00;-42 272,00;-0,90
408;7;ВостСибтранскомбанк;2731;Иркутская обл.;4 627 266,00;4 531 810,00;95 456,00;2,11
409;-105;Экси-Банк;2530;Санкт-Петербург и обл.;4 623 700,00;8 006 252,00;-3 382 552,00;-42,25
410;-9;Нефтепромбанк;2156;Москва и обл.;4 577 471,00;4 939 644,00;-362 173,00;-7,33
411;7;Ермак;1809;Тюменская обл.;4 561 908,00;4 451 752,00;110 156,00;2,47
412;-27;Банк БКФ;2684;Москва и обл.;4 510 446,00;5 190 754,00;-680 308,00;-13,11
413;1;Банкхаус Эрбе;1717;Москва и обл.;4 481 555,00;4 552 901,00;-71 346,00;-1,57
414;6;Проминвестбанк;2433;Москва и обл.;4 470 856,00;4 442 240,00;28 616,00;0,64
415;1;Северный Кредит;2398;Вологодская обл.;4 441 869,00;4 506 860,00;-64 991,00;-1,44
416;6;Зенит Сочи;232;Краснодарский край;4 425 373,00;4 387 527,00;37 846,00;0,86
417;8;Эл Банк;1025;Самарская обл.;4 393 877,00;4 259 154,00;134 723,00;3,16
418;6;Хакасский Муниципальный Банк;1049;Хакасия;4 377 318,00;4 351 068,00;26 250,00;0,60
419;-10;Донкомбанк;492;Ростовская обл.;4 366 954,00;4 693 369,00;-326 415,00;-6,95
420;3;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 293 190,00;4 354 845,00;-61 655,00;-1,42
421;-2;Енисейский Объединенный Банк;2645;Красноярский край;4 259 960,00;4 449 272,00;-189 312,00;-4,25
422;-10;Стройлесбанк;2995;Тюменская обл.;4 239 813,00;4 578 239,00;-338 426,00;-7,39
423;14;Банк Заречье;817;Татарстан;4 192 206,00;3 940 289,00;251 917,00;6,39
424;-25;Банк Кремлевский;2905;Москва и обл.;4 171 306,00;4 950 967,00;-779 661,00;-15,75
425;1;Нейва;1293;Свердловская обл.;4 100 395,00;4 255 335,00;-154 940,00;-3,64
426;12;Новобанк;1352;Новгородская обл.;4 095 352,00;3 929 257,00;166 095,00;4,23
427;7;Промрегионбанк;2123;Томская обл.;4 001 960,00;4 046 251,00;-44 291,00;-1,09
428;19;Москва-Сити;3247;Москва и обл.;4 000 381,00;3 636 618,00;363 763,00;10,00
429;-18;Донинвест;1617;Ростовская обл.;3 973 331,00;4 611 348,00;-638 017,00;-13,84
430;15;Стратегия;2801;Москва и обл.;3 967 214,00;3 681 186,00;286 028,00;7,77
431;-10;Газстройбанк;2919;Москва и обл.;3 854 289,00;4 431 046,00;-576 757,00;-13,02
432;8;Межрегиональный промышленно-строительный банк;752;Мордовия;3 850 664,00;3 852 660,00;-1 996,00;-0,05
433;0;Банк ИТБ;3128;Москва и обл.;3 836 065,00;4 057 011,00;-220 946,00;-5,45
434;28;Церих;3278;Орловская обл.;3 805 551,00;3 338 331,00;467 220,00;14,00
435;0;Тюменьагропромбанк;917;Тюменская обл.;3 804 386,00;3 988 248,00;-183 862,00;-4,61
436;10;Кузнецкий;609;Пензенская обл.;3 773 432,00;3 673 086,00;100 346,00;2,73
437;-10;Стромкомбанк;404;Красноярский край;3 771 320,00;4 225 948,00;-454 628,00;-10,76
438;1;Земский Банк;2900;Самарская обл.;3 765 106,00;3 891 575,00;-126 469,00;-3,25
439;-8;Оргбанк;3312;Москва и обл.;3 738 713,00;4 064 900,00;-326 187,00;-8,02
440;2;ИТ Банк;2609;Омская обл.;3 721 575,00;3 711 447,00;10 128,00;0,27
441;35;УМ-Банк;1441;Свердловская обл.;3 708 846,00;3 190 911,00;517 935,00;16,23
442;17;Финансовый Капитал;3288;Санкт-Петербург и обл.;3 688 570,00;3 393 995,00;294 575,00;8,68
443;6;РЕСО Кредит;3450;Москва и обл.;3 686 293,00;3 569 934,00;116 359,00;3,26
444;-14;Приоритет;3135;Самарская обл.;3 685 534,00;4 128 113,00;-442 579,00;-10,72
445;-16;Универсальный Кредит;2903;Москва и обл.;3 679 192,00;4 141 775,00;-462 583,00;-11,17
446;43;Невский Банк;1068;Санкт-Петербург и обл.;3 627 828,00;2 984 865,00;642 963,00;21,54
447;-4;Евроальянс;1781;Ивановская обл.;3 557 893,00;3 686 806,00;-128 913,00;-3,50
448;-7;Мастер-Капитал;3011;Москва и обл.;3 534 109,00;3 798 719,00;-264 610,00;-6,97
449;44;Профессионал Банк;3296;Москва и обл.;3 517 789,00;2 959 710,00;558 079,00;18,86
450;5;Консервативный Коммерческий Банк;1087;Астраханская обл.;3 515 296,00;3 455 342,00;59 954,00;1,74
451;29;Кроссинвестбанк;2849;Москва и обл.;3 449 204,00;3 125 920,00;323 284,00;10,34
452;-4;Милбанк;3256;Москва и обл.;3 432 919,00;3 586 579,00;-153 660,00;-4,28
453;-9;Союзный;3236;Москва и обл.;3 414 092,00;3 683 595,00;-269 503,00;-7,32
454;6;Русский Трастовый Банк;1139;Москва и обл.;3 397 548,00;3 374 014,00;23 534,00;0,70
455;8;Роял Кредит Банк;783;Хабаровский край;3 392 538,00;3 334 439,00;58 099,00;1,74
456;9;Витабанк;356;Санкт-Петербург и обл.;3 392 526,00;3 290 234,00;102 292,00;3,11
457;0;Смартбанк;3408;Москва и обл.;3 368 946,00;3 428 500,00;-59 554,00;-1,74
458;-4;Сберинвестбанк;1743;Свердловская обл.;3 358 365,00;3 471 116,00;-112 751,00;-3,25
459;7;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 348 112,00;3 280 314,00;67 798,00;2,07
460;10;Форус Банк;3457;Нижегородская обл.;3 348 083,00;3 252 138,00;95 945,00;2,95
461;-29;Бинбанк Сургут;1701;Тюменская обл.;3 300 055,00;4 062 464,00;-762 409,00;-18,77
462;-12;Сиббизнесбанк;2539;Тюменская обл.;3 295 918,00;3 538 421,00;-242 503,00;-6,85
463;-12;Камчаткомагропромбанк;545;Камчатская обл.;3 271 121,00;3 511 609,00;-240 488,00;-6,85
464;3;Еврокредит;2957;Москва и обл.;3 264 187,00;3 276 078,00;-11 891,00;-0,36
465;-9;Синко-Банк;2838;Москва и обл.;3 259 246,00;3 440 678,00;-181 432,00;-5,27
466;-14;Мосуралбанк;2468;Москва и обл.;3 257 923,00;3 492 711,00;-234 788,00;-6,72
467;-65;Аскольд;2480;Смоленская обл.;3 228 681,00;4 925 235,00;-1 696 554,00;-34,45
468;36;ЕвроАксис Банк;3273;Москва и обл.;3 220 199,00;2 850 108,00;370 091,00;12,99
469;6;Эргобанк;2856;Москва и обл.;3 199 388,00;3 194 083,00;5 305,00;0,17
470;-9;Живаго Банк;2065;Рязанская обл.;3 184 098,00;3 343 430,00;-159 332,00;-4,77
471;-2;Алтайкапиталбанк;2659;Алтайский край;3 168 546,00;3 257 159,00;-88 613,00;-2,72
472;6;Региональный Кредитный Банк;1608;Калининградская обл.;3 155 499,00;3 145 836,00;9 663,00;0,31
473;-2;Интеркапитал-Банк;2706;Мордовия;3 135 577,00;3 243 814,00;-108 237,00;-3,34
474;-16;Долинск;857;Сахалинская обл.;3 132 015,00;3 415 496,00;-283 481,00;-8,30
475;-39;Земкомбанк;574;Ростовская обл.;3 128 173,00;3 943 715,00;-815 542,00;-20,68
476;19;Финансово-Промышленный Капитал;3295;Москва и обл.;3 104 990,00;2 939 915,00;165 075,00;5,61
477;-4;Интерактивный Банк;3378;Москва и обл.;3 085 636,00;3 227 967,00;-142 331,00;-4,41
478;6;Банк Экономический Союз;2798;Москва и обл.;3 070 792,00;3 083 996,00;-13 204,00;-0,43
479;2;РБА;3413;Ярославская обл.;3 070 483,00;3 120 904,00;-50 421,00;-1,62
480;12;Гринфилдбанк;2711;Москва и обл.;3 034 967,00;2 961 641,00;73 326,00;2,48
481;7;Профессионал Банк;2471;Москва и обл.;3 034 097,00;3 004 695,00;29 402,00;0,98
482;20;Уссури;596;Хабаровский край;3 034 029,00;2 861 112,00;172 917,00;6,04
483;11;Аксонбанк;680;Костромская обл.;3 032 031,00;2 950 767,00;81 264,00;2,75
484;-202;Объединенная Расчетная Система;3342;Москва и обл.;3 030 437,00;9 026 993,00;-5 996 556,00;-66,43
485;-3;Уралпромбанк;2964;Челябинская обл.;3 022 774,00;3 095 497,00;-72 723,00;-2,35
486;0;Венец;524;Ульяновская обл.;3 021 582,00;3 051 754,00;-30 172,00;-0,99
487;-13;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 996 971,00;3 197 276,00;-200 305,00;-6,26
488;15;Преодоление;2649;Москва и обл.;2 996 337,00;2 855 967,00;140 370,00;4,91
489;43;Итуруп;2390;Сахалинская обл.;2 991 244,00;2 487 700,00;503 544,00;20,24
490;6;Росбизнесбанк;1405;Москва и обл.;2 973 015,00;2 908 340,00;64 675,00;2,22
491;18;Мираф-Банк;2244;Омская обл.;2 944 125,00;2 785 128,00;158 997,00;5,71
492;7;Ураллига;1626;Челябинская обл.;2 919 183,00;2 879 957,00;39 226,00;1,36
493;4;НОКССбанк;3202;Волгоградская обл.;2 914 140,00;2 899 375,00;14 765,00;0,51
494;-41;Крыловский;456;Краснодарский край;2 900 041,00;3 491 623,00;-591 582,00;-16,94
495;12;Енисей;474;Красноярский край;2 899 550,00;2 790 590,00;108 960,00;3,90
496;-5;НБК-Банк;3283;Москва и обл.;2 860 689,00;2 963 238,00;-102 549,00;-3,46
497;3;Тульский Промышленник;2382;Тульская обл.;2 850 670,00;2 875 345,00;-24 675,00;-0,86
498;29;Совинком;2302;Москва и обл.;2 849 881,00;2 560 572,00;289 309,00;11,30
499;7;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;2 829 079,00;2 842 366,00;-13 287,00;-0,47
500;-2;Коммерческий Индо Банк;3446;Москва и обл.;2 803 824,00;2 887 631,00;-83 807,00;-2,90
501;-24;Океан Банк;1697;Москва и обл.;2 785 941,00;3 170 499,00;-384 558,00;-12,13
502;12;Московский Коммерческий Банк;3172;Москва и обл.;2 762 067,00;2 710 442,00;51 625,00;1,90
503;34;Резерв;2364;Челябинская обл.;2 755 671,00;2 455 400,00;300 271,00;12,23
504;-40;Инкаробанк;2696;Москва и обл.;2 723 368,00;3 318 755,00;-595 387,00;-17,94
505;11;Костромаселькомбанк;1115;Костромская обл.;2 702 723,00;2 697 774,00;4 949,00;0,18
506;17;Система;2846;Москва и обл.;2 680 316,00;2 589 103,00;91 213,00;3,52
507;112;Новокиб;1747;Кемеровская обл.;2 674 756,00;1 763 777,00;910 979,00;51,65
508;12;Коммерческий Банк Развития;3364;Москва и обл.;2 673 347,00;2 613 516,00;59 831,00;2,29
509;8;Вологжанин;1896;Вологодская обл.;2 670 963,00;2 689 704,00;-18 741,00;-0,70
510;-23;Первый Инвестиционный Банк;604;Москва и обл.;2 655 668,00;3 026 804,00;-371 136,00;-12,26
511;-1;Элита;1399;Калужская обл.;2 638 710,00;2 753 768,00;-115 058,00;-4,18
512;17;Диг-Банк;2423;Северная Осетия — Алания;2 631 003,00;2 547 168,00;83 835,00;3,29
513;12;Агророс;2860;Саратовская обл.;2 612 043,00;2 570 558,00;41 485,00;1,61
514;-35;Интеркредит;3047;Москва и обл.;2 593 785,00;3 138 695,00;-544 910,00;-17,36
515;36;Инбанк;1829;Москва и обл.;2 592 457,00;2 303 950,00;288 507,00;12,52
516;-26;Гагаринский;606;Москва и обл.;2 590 374,00;2 970 744,00;-380 370,00;-12,80
517;7;Вкабанк;1027;Астраханская обл.;2 573 285,00;2 575 497,00;-2 212,00;-0,09
518;1;ПК-Банк;2652;Нижегородская обл.;2 568 523,00;2 674 809,00;-106 286,00;-3,97
519;30;Крокус-Банк;2682;Москва и обл.;2 561 781,00;2 333 983,00;227 798,00;9,76
520;6;Национальный Банк Сбережений;1949;Ивановская обл.;2 561 570,00;2 562 036,00;-466,00;-0,02
521;10;Банк РМП;2574;Москва и обл.;2 550 529,00;2 514 757,00;35 772,00;1,42
522;-1;Богородский;1277;Нижегородская обл.;2 534 864,00;2 612 619,00;-77 755,00;-2,98
