Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2020, тыс. рублей;Март, 2020, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;2;Уралпромбанк;2964;Челябинская обл.;3 851 876,00;3 795 603,00;56 273,00;1,48
260;2;Объединенный Резервный Банк;937;Москва и обл.;3 814 397,00;3 763 634,00;50 763,00;1,35
261;5;Первый Клиентский Банк;3436;Москва и обл.;3 755 240,00;3 577 413,00;177 827,00;4,97
262;5;Коммерческий Индо Банк;3446;Москва и обл.;3 743 017,00;3 491 799,00;251 218,00;7,19
263;11;Вестерн Юнион ДП Восток;2726;Москва и обл.;3 716 185,00;3 266 667,00;449 518,00;13,76
264;-5;Донкомбанк;492;Ростовская обл.;3 708 660,00;3 943 054,00;-234 394,00;-5,94
265;-2;Владбизнесбанк;903;Владимирская обл.;3 653 037,00;3 711 300,00;-58 263,00;-1,57
266;-2;Далена Банк;1948;Москва и обл.;3 556 015,00;3 705 224,00;-149 209,00;-4,03
267;18;Внешфинбанк;3173;Краснодарский край;3 448 494,00;3 041 199,00;407 295,00;13,39
268;-13;Кросна-Банк;2607;Москва и обл.;3 430 577,00;4 092 424,00;-661 847,00;-16,17
269;1;Элита;1399;Калужская обл.;3 365 993,00;3 325 892,00;40 101,00;1,21
270;-97;Морган Стэнли Банк;3456;Москва и обл.;3 334 301,00;13 021 749,00;-9 687 448,00;-74,39
271;-2;Евразийский Банк;969;Москва и обл.;3 331 138,00;3 356 120,00;-24 982,00;-0,74
272;1;БСТ-Банк;2883;Кемеровская обл.;3 320 522,00;3 300 671,00;19 851,00;0,60
273;-5;Современные Стандарты Бизнеса;3397;Москва и обл.;3 249 264,00;3 368 874,00;-119 610,00;-3,55
274;8;Профессионал Банк;3296;Москва и обл.;3 233 816,00;3 076 609,00;157 207,00;5,11
275;0;Уралфинанс;1370;Свердловская обл.;3 225 538,00;3 231 436,00;-5 898,00;-0,18
276;-5;Первоуральскбанк;965;Свердловская обл.;3 214 606,00;3 319 873,00;-105 267,00;-3,17
277;3;Синко-Банк;2838;Москва и обл.;3 179 779,00;3 135 766,00;44 013,00;1,40
278;8;Система;2846;Москва и обл.;3 175 633,00;3 000 948,00;174 685,00;5,82
279;8;Юнистрим;3467;Москва и обл.;3 066 686,00;2 988 646,00;78 040,00;2,61
280;3;Банк ПСА Финанс Рус;3481;Москва и обл.;3 062 572,00;3 064 540,00;-1 968,00;-0,06
281;0;Унифондбанк;3416;Москва и обл.;3 038 118,00;3 084 685,00;-46 567,00;-1,51
282;18;Россита-Банк;3257;Москва и обл.;3 026 462,00;2 646 996,00;379 466,00;14,34
283;13;Первый Инвестиционный Банк;604;Москва и обл.;2 999 544,00;2 687 817,00;311 727,00;11,60
284;-5;Кетовский Коммерческий Банк;842;Курганская обл.;2 997 299,00;3 147 759,00;-150 460,00;-4,78
285;-1;Тендер-Банк;2252;Москва и обл.;2 940 264,00;3 041 744,00;-101 480,00;-3,34
286;-10;Севастопольский Морской Банк;3528;Севастополь;2 928 007,00;3 176 238,00;-248 231,00;-7,82
287;1;Экси-Банк;2530;Санкт-Петербург и обл.;2 896 311,00;2 905 106,00;-8 795,00;-0,30
288;3;Банк Заречье;817;Татарстан;2 862 985,00;2 844 678,00;18 307,00;0,64
289;1;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 817 407,00;2 871 261,00;-53 854,00;-1,88
290;-12;Живаго Банк;2065;Рязанская обл.;2 810 285,00;3 149 493,00;-339 208,00;-10,77
291;6;Международный Коммерческий Банк;2524;Москва и обл.;2 759 298,00;2 677 703,00;81 595,00;3,05
292;-15;Мобильная карта;3522;Санкт-Петербург и обл.;2 733 059,00;3 175 542,00;-442 483,00;-13,93
293;2;ИТ Банк;2609;Омская обл.;2 657 621,00;2 713 938,00;-56 317,00;-2,08
294;4;Газнефтьбанк;3223;Саратовская обл.;2 622 394,00;2 658 809,00;-36 415,00;-1,37
295;37;АвтоКредитБанк;1973;Татарстан;2 579 425,00;1 800 442,00;778 983,00;43,27
296;5;Ермак;1809;Ханты-Мансийский АО — Югра;2 577 043,00;2 632 408,00;-55 365,00;-2,10
297;-4;Озон Банк;3516;Москва и обл.;2 575 630,00;2 800 737,00;-225 107,00;-8,04
298;-4;Яринтербанк;2564;Ярославская обл.;2 566 260,00;2 729 804,00;-163 544,00;-5,99
299;7;Оргбанк;3312;Москва и обл.;2 548 766,00;2 494 754,00;54 012,00;2,17
300;-1;Банк Глобус;2438;Москва и обл.;2 511 954,00;2 654 150,00;-142 196,00;-5,36
301;4;Йошкар-Ола;2802;Марий Эл;2 507 324,00;2 509 858,00;-2 534,00;-0,10
302;-13;Америкэн Экспресс Банк;3460;Москва и обл.;2 504 062,00;2 882 442,00;-378 380,00;-13,13
303;-1;РБА;3413;Москва и обл.;2 502 079,00;2 553 641,00;-51 562,00;-2,02
304;3;Социум-Банк;2881;Москва и обл.;2 415 592,00;2 463 669,00;-48 077,00;-1,95
305;3;Евроальянс;1781;Ивановская обл.;2 410 157,00;2 439 486,00;-29 329,00;-1,20
306;9;ИК Банк;1732;Татарстан;2 325 027,00;2 271 716,00;53 311,00;2,35
307;7;Витабанк;356;Санкт-Петербург и обл.;2 317 247,00;2 271 997,00;45 250,00;1,99
308;3;РФИ Банк;3351;Москва и обл.;2 309 884,00;2 359 431,00;-49 547,00;-2,10
309;8;Великие Луки Банк;598;Псковская обл.;2 290 366,00;2 270 599,00;19 767,00;0,87
310;-18;Расчетные Решения;3524;Москва и обл.;2 281 679,00;2 825 041,00;-543 362,00;-19,23
311;-2;Первый Дортрансбанк;3271;Кировская обл.;2 281 505,00;2 400 986,00;-119 481,00;-4,98
312;0;Костромаселькомбанк;1115;Костромская обл.;2 268 080,00;2 344 768,00;-76 688,00;-3,27
313;7;Банк Пермь;875;Пермская обл.;2 202 515,00;2 225 877,00;-23 362,00;-1,05
314;-10;Новый Московский Банк;2932;Москва и обл.;2 195 221,00;2 527 271,00;-332 050,00;-13,14
315;4;Приобье;537;Ханты-Мансийский АО — Югра;2 187 218,00;2 229 115,00;-41 897,00;-1,88
316;5;Саратов;330;Саратовская обл.;2 172 631,00;2 161 107,00;11 524,00;0,53
317;5;Капитал;575;Москва и обл.;2 163 019,00;2 154 707,00;8 312,00;0,39
318;0;Викинг;2;Санкт-Петербург и обл.;2 128 106,00;2 249 004,00;-120 898,00;-5,38
319;5;Арзамас;1281;Нижегородская обл.;2 117 344,00;2 111 408,00;5 936,00;0,28
320;-7;ИРС;272;Москва и обл.;2 099 756,00;2 276 441,00;-176 685,00;-7,76
321;2;Вкабанк;1027;Астраханская обл.;2 041 774,00;2 147 545,00;-105 771,00;-4,93
322;5;Сельмашбанк;106;Ростовская обл.;1 975 905,00;2 011 732,00;-35 827,00;-1,78
323;5;Спутник;1071;Самарская обл.;1 951 176,00;1 844 217,00;106 959,00;5,80
324;2;Ноосфера;2650;Республика Алтай;1 946 585,00;2 012 774,00;-66 189,00;-3,29
325;4;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 933 143,00;1 839 704,00;93 439,00;5,08
326;-16;Мурманский Расчетный Центр;3341;Мурманская обл.;1 877 263,00;2 370 653,00;-493 390,00;-20,81
327;4;Майкопбанк;1136;Адыгея;1 825 594,00;1 819 106,00;6 488,00;0,36
328;10;Банк РМП;2574;Москва и обл.;1 823 629,00;1 627 067,00;196 562,00;12,08
329;1;Алтынбанк;2070;Татарстан;1 738 292,00;1 833 100,00;-94 808,00;-5,17
330;-14;Межбанковский Кредитный Союз;3242;Москва и обл.;1 713 390,00;2 270 759,00;-557 369,00;-24,55
331;-6;Народный Доверительный Банк;2374;Москва и обл.;1 679 345,00;2 103 138,00;-423 793,00;-20,15
332;11;Новокиб;1747;Кемеровская обл.;1 648 428,00;1 548 867,00;99 561,00;6,43
333;0;Примтеркомбанк;21;Приморский край;1 646 615,00;1 711 048,00;-64 433,00;-3,77
334;5;Дом-Банк;3209;Москва и обл.;1 611 885,00;1 623 573,00;-11 688,00;-0,72
335;33;Финчер;3486;Москва и обл.;1 602 084,00;1 099 302,00;502 782,00;45,74
336;-2;Калуга;1151;Калужская обл.;1 596 694,00;1 701 225,00;-104 531,00;-6,14
337;3;Кузбассхимбанк;2868;Кемеровская обл.;1 590 641,00;1 623 349,00;-32 708,00;-2,01
338;-3;Тексбанк;2756;Карачаево-Черкесия;1 580 896,00;1 673 565,00;-92 669,00;-5,54
339;-3;Проинвестбанк;784;Пермская обл.;1 562 652,00;1 644 275,00;-81 623,00;-4,96
340;4;Вакобанк;1291;Псковская обл.;1 561 245,00;1 541 363,00;19 882,00;1,29
341;-4;Промсельхозбанк;538;Москва и обл.;1 532 656,00;1 642 376,00;-109 720,00;-6,68
342;6;Крона-Банк;2499;Иркутская обл.;1 474 393,00;1 425 871,00;48 522,00;3,40
343;21;МТИ Банк;1052;Москва и обл.;1 463 570,00;1 188 573,00;274 997,00;23,14
344;3;Яндекс Банк;3027;Москва и обл.;1 456 623,00;1 426 681,00;29 942,00;2,10
345;7;Республиканский Кредитный Альянс;3017;Москва и обл.;1 448 641,00;1 376 875,00;71 766,00;5,21
346;-5;Сервис Резерв;2034;Москва и обл.;1 444 756,00;1 606 396,00;-161 640,00;-10,06
347;2;Почтобанк;1788;Пермская обл.;1 423 954,00;1 425 601,00;-1 647,00;-0,12
348;-3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 405 189,00;1 446 659,00;-41 470,00;-2,87
349;7;Майский;1673;Кабардино-Балкария;1 387 292,00;1 311 085,00;76 207,00;5,81
350;3;Прохладный;874;Кабардино-Балкария;1 356 609,00;1 372 228,00;-15 619,00;-1,14
351;-9;Элекснет;3314;Москва и обл.;1 343 501,00;1 584 587,00;-241 086,00;-15,21
352;2;Кузнецкий Мост;2254;Москва и обл.;1 332 006,00;1 358 850,00;-26 844,00;-1,98
353;5;Нальчик;695;Кабардино-Балкария;1 331 509,00;1 266 594,00;64 915,00;5,13
354;1;Курган;2568;Курганская обл.;1 330 529,00;1 312 002,00;18 527,00;1,41
355;-5;Р-Инкас;3536;Москва и обл.;1 320 917,00;1 421 087,00;-100 170,00;-7,05
356;-10;Столичный Кредит;2853;Москва и обл.;1 311 119,00;1 443 037,00;-131 918,00;-9,14
357;3;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 299 406,00;1 231 207,00;68 199,00;5,54
358;7;Русский Банк Сбережений;779;Ставропольский край;1 278 839,00;1 146 500,00;132 339,00;11,54
359;40;Онего;2484;Карелия;1 230 078,00;622 613,00;607 465,00;97,57
360;-3;Руна-Банк;3207;Москва и обл.;1 228 550,00;1 289 319,00;-60 769,00;-4,71
361;1;Саммит Банк;85;Приморский край;1 202 453,00;1 210 133,00;-7 680,00;-0,63
362;-1;Спецстройбанк;236;Москва и обл.;1 193 855,00;1 211 743,00;-17 888,00;-1,48
363;-4;Агора;3231;Москва и обл.;1 190 304,00;1 257 965,00;-67 661,00;-5,38
364;-13;Росбизнесбанк;1405;Москва и обл.;1 164 446,00;1 405 708,00;-241 262,00;-17,16
365;-2;Невастройинвест;1926;Санкт-Петербург и обл.;1 139 909,00;1 193 446,00;-53 537,00;-4,49
366;1;ЕАТП Банк;1765;Астраханская обл.;1 112 837,00;1 099 966,00;12 871,00;1,17
367;7;Соколовский;2830;Москва и обл.;1 109 554,00;1 013 370,00;96 184,00;9,49
368;-2;Байкалкредобанк;2990;Иркутская обл.;1 095 240,00;1 123 597,00;-28 357,00;-2,52
369;4;Банк РСИ;3415;Москва и обл.;1 089 599,00;1 031 031,00;58 568,00;5,68
370;1;Дон-Тексбанк;1818;Ростовская обл.;1 023 353,00;1 045 791,00;-22 438,00;-2,15
371;1;Электронный платежный сервис;3509;Москва и обл.;997 168,00;1 042 961,00;-45 793,00;-4,39
372;3;Химик;1114;Нижегородская обл.;991 280,00;1 005 752,00;-14 472,00;-1,44
373;6;Национальный Банк Сбережений;1949;Ивановская обл.;989 919,00;906 570,00;83 349,00;9,19
374;-4;Народный Инвестиционный Банк;2876;Самарская обл.;985 833,00;1 061 291,00;-75 458,00;-7,11
375;3;Классик Эконом Банк;3298;Северная Осетия — Алания;943 945,00;907 131,00;36 814,00;4,06
376;-7;РусьРегионБанк;685;Москва и обл.;934 822,00;1 063 336,00;-128 514,00;-12,09
377;3;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;900 889,00;870 703,00;30 186,00;3,47
378;-1;Деньги.Мэйл.Ру;3511;Москва и обл.;862 476,00;910 158,00;-47 682,00;-5,24
379;4;Балаково-Банк;444;Саратовская обл.;857 253,00;848 956,00;8 297,00;0,98
380;-4;Космос;2245;Москва и обл.;857 231,00;940 480,00;-83 249,00;-8,85
381;6;Земкомбанк;574;Ростовская обл.;843 630,00;825 944,00;17 686,00;2,14
382;6;Единая касса;3512;Москва и обл.;841 195,00;825 712,00;15 483,00;1,88
383;-1;Спиритбанк;2053;Тульская обл.;822 222,00;853 343,00;-31 121,00;-3,65
384;17;РИБ;2749;Москва и обл.;805 262,00;606 977,00;198 285,00;32,67
385;-4;Металлург;2877;Москва и обл.;797 141,00;854 614,00;-57 473,00;-6,73
386;8;Ресурс-Траст;3122;Москва и обл.;778 896,00;713 383,00;65 513,00;9,18
387;-3;Максима;3379;Москва и обл.;773 789,00;844 674,00;-70 885,00;-8,39
388;4;Объединенный Банк Республики;1016;Чувашия;767 534,00;737 203,00;30 331,00;4,11
389;1;Вайлдберриз Банк;841;Москва и обл.;740 795,00;751 087,00;-10 292,00;-1,37
390;5;Дружба;990;Тюменская обл.;712 130,00;678 160,00;33 970,00;5,01
391;-2;Прокоммерцбанк;2996;Москва и обл.;707 270,00;759 298,00;-52 028,00;-6,85
392;-7;Единая Расчетная Палата;384;Москва и обл.;704 670,00;838 454,00;-133 784,00;-15,96
393;11;Монета.ру;3508;Марий Эл;699 611,00;518 707,00;180 904,00;34,88
394;3;Славянбанк;804;Новгородская обл.;695 942,00;654 589,00;41 353,00;6,32
395;3;Эко-Инвест;3116;Москва и обл.;688 053,00;635 328,00;52 725,00;8,30
396;-5;Рента-Банк;3095;Москва и обл.;686 810,00;744 739,00;-57 929,00;-7,78
397;-1;Гефест;1046;Тверская обл.;683 811,00;676 274,00;7 537,00;1,11
398;2;Банк 131;3538;Татарстан;636 824,00;616 750,00;20 074,00;3,25
399;-6;Геобанк;2027;Москва и обл.;616 584,00;725 891,00;-109 307,00;-15,06
400;3;Вятич;2796;Рязанская обл.;536 338,00;554 943,00;-18 605,00;-3,35
401;1;Таганрогбанк;3136;Ростовская обл.;530 894,00;559 438,00;-28 544,00;-5,10
402;4;Сетевая Расчетная Палата;3332;Татарстан;523 118,00;463 123,00;59 995,00;12,95
403;2;МВС Банк;2407;Дагестан;513 111,00;514 676,00;-1 565,00;-0,30
404;4;Континенталь;3184;Ставропольский край;425 826,00;420 519,00;5 307,00;1,26
405;4;Банк Берейт;3505;Санкт-Петербург и обл.;420 607,00;414 653,00;5 954,00;1,44
406;4;Северстройбанк;3507;Вологодская обл.;397 085,00;378 877,00;18 208,00;4,81
407;0;Холмск;503;Сахалинская обл.;386 362,00;459 506,00;-73 144,00;-15,92
408;-22;Моби.Деньги;3523;Москва и обл.;378 626,00;834 613,00;-455 987,00;-54,63
409;2;Тайдон;2085;Кемеровская обл.;371 008,00;370 014,00;994,00;0,27
410;3;Народный Банк Тувы;1309;Тыва;361 448,00;353 604,00;7 844,00;2,22
411;3;Лэнд Кредит;1478;Москва и обл.;341 284,00;320 404,00;20 880,00;6,52
412;6;Альтернатива;3452;Москва и обл.;323 134,00;291 457,00;31 677,00;10,87
413;10;Синергия;2884;Саратовская обл.;322 464,00;234 007,00;88 457,00;37,80
414;1;Платежи и Расчеты;3324;Самарская обл.;315 335,00;312 933,00;2 402,00;0,77
415;2;Перспектива;3532;Омская обл.;294 928,00;294 928,00;0,00;0
416;0;Центрально-Азиатский;3037;Хакасия;284 002,00;304 819,00;-20 817,00;-6,83
417;3;Промсвязьинвест;2761;Дагестан;279 060,00;278 186,00;874,00;0,31
418;1;Элексир;3533;Москва и обл.;272 313,00;282 079,00;-9 766,00;-3,46
419;5;ПэйЮ;3518;Москва и обл.;262 942,00;224 247,00;38 695,00;17,26
420;-8;Платежный Стандарт;3530;Новосибирская обл.;249 443,00;368 958,00;-119 515,00;-32,39
421;1;Премиум;3514;Москва и обл.;235 990,00;235 990,00;0,00;0
422;-1;Красноярский Краевой Расчетный Центр;3483;Красноярский край;214 929,00;236 797,00;-21 868,00;-9,23
423;3;Нарат;1902;Татарстан;211 681,00;211 078,00;603,00;0,29
424;1;Русское Финансовое Общество;3427;Москва и обл.;211 217,00;222 784,00;-11 567,00;-5,19
425;2;Объединенная Расчетная Система;3342;Москва и обл.;151 557,00;188 018,00;-36 461,00;-19,39
426;3;Дальний Восток;3318;Приморский край;133 420,00;136 705,00;-3 285,00;-2,40
427;3;Элплат;3535;Удмуртия;118 095,00;118 095,00;0,00;0
428;0;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;114 058,00;172 374,00;-58 316,00;-33,83
429;2;Инэко;3520;Ивановская обл.;92 135,00;92 135,00;0,00;0
