Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2013, тыс. рублей;Август, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-5;Прио-Внешторгбанк;212;Рязанская обл.;11 161 095,00;11 184 412,00;-23 317,00;-0,21
261;-3;Росавтобанк;2767;Москва и обл.;11 158 851,00;10 997 208,00;161 643,00;1,47
262;-10;Банк Оренбург;3269;Оренбургская обл.;11 008 233,00;11 209 185,00;-200 952,00;-1,79
263;1;Гарант-Инвест;2576;Москва и обл.;11 003 335,00;10 473 814,00;529 521,00;5,06
264;3;Унифин;2654;Москва и обл.;10 769 949,00;10 279 479,00;490 470,00;4,77
265;1;Тусар;2712;Москва и обл.;10 761 069,00;10 342 484,00;418 585,00;4,05
266;-1;Углеметбанк;2997;Челябинская обл.;10 741 318,00;10 460 413,00;280 905,00;2,69
267;6;Международный Акционерный Банк;1987;Москва и обл.;10 706 363,00;10 002 920,00;703 443,00;7,03
268;-5;Росэксимбанк;2790;Москва и обл.;10 595 962,00;10 524 558,00;71 404,00;0,68
269;12;Эс-Би-Ай Банк;3185;Москва и обл.;10 528 389,00;9 649 806,00;878 583,00;9,10
270;-8;Екатеринбург;3161;Свердловская обл.;10 520 237,00;10 563 386,00;-43 149,00;-0,41
271;43;ЕвроситиБанк;1869;Москва и обл.;10 477 096,00;7 803 207,00;2 673 889,00;34,27
272;3;Хованский;2145;Москва и обл.;10 464 804,00;9 974 426,00;490 378,00;4,92
273;-2;Объединенный Капитал;2611;Санкт-Петербург и обл.;10 406 085,00;10 163 799,00;242 286,00;2,38
274;-2;Автоторгбанк;2776;Москва и обл.;10 389 820,00;10 039 659,00;350 161,00;3,49
275;2;Данске Банк;3307;Санкт-Петербург и обл.;10 367 405,00;9 789 751,00;577 654,00;5,90
276;9;Солид Банк;1329;Камчатская обл.;10 052 823,00;9 449 055,00;603 768,00;6,39
277;5;СЭБ Банк;3235;Санкт-Петербург и обл.;10 027 697,00;9 625 579,00;402 118,00;4,18
278;0;Первый Экспресс;3237;Тульская обл.;9 943 902,00;9 763 000,00;180 902,00;1,85
279;-3;Нефтяной Альянс;2859;Москва и обл.;9 920 183,00;9 859 452,00;60 731,00;0,62
280;12;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;9 866 618,00;8 991 868,00;874 750,00;9,73
281;-2;Промсбербанк;1043;Москва и обл.;9 855 270,00;9 745 711,00;109 559,00;1,12
282;-2;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;9 681 392,00;9 733 135,00;-51 743,00;-0,53
283;12;Роспромбанк;3204;Москва и обл.;9 670 242,00;8 827 801,00;842 441,00;9,54
284;2;Евромет;2902;Москва и обл.;9 415 833,00;9 382 862,00;32 971,00;0,35
285;8;Дил-Банк;3384;Москва и обл.;9 414 569,00;8 940 780,00;473 789,00;5,30
286;12;Анталбанк;3115;Москва и обл.;9 278 373,00;8 760 517,00;517 856,00;5,91
287;1;Экспресс-Кредит;210;Москва и обл.;9 267 086,00;9 321 815,00;-54 729,00;-0,59
288;-1;Кредит-Москва;5;Москва и обл.;9 229 744,00;9 379 310,00;-149 566,00;-1,59
289;-6;Банк Торгового Финансирования;1982;Москва и обл.;9 165 582,00;9 613 410,00;-447 828,00;-4,66
290;10;Бэнк оф Чайна;2309;Москва и обл.;9 115 667,00;8 684 833,00;430 834,00;4,96
291;-1;Белгородсоцбанк;760;Белгородская обл.;9 083 099,00;9 193 232,00;-110 133,00;-1,20
292;12;НИКО-Банк;702;Оренбургская обл.;9 065 023,00;8 482 389,00;582 634,00;6,87
293;-2;Генбанк;2490;Москва и обл.;9 031 330,00;9 120 601,00;-89 271,00;-0,98
294;3;ОПМ-Банк;2734;Москва и обл.;8 981 080,00;8 784 503,00;196 577,00;2,24
295;7;Темпбанк;55;Москва и обл.;8 967 316,00;8 659 984,00;307 332,00;3,55
296;5;Банк Жилищного Финансирования;3138;Москва и обл.;8 931 908,00;8 670 120,00;261 788,00;3,02
297;16;Альба Альянс;2593;Москва и обл.;8 844 964,00;7 824 803,00;1 020 161,00;13,04
298;-9;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 828 684,00;9 204 437,00;-375 753,00;-4,08
299;-25;Мир Бизнес Банк;3396;Москва и обл.;8 800 567,00;9 981 085,00;-1 180 518,00;-11,83
300;-4;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;8 759 529,00;8 797 513,00;-37 984,00;-0,43
301;-2;Агросоюз;1459;Москва и обл.;8 703 472,00;8 758 606,00;-55 134,00;-0,63
302;-18;МАК-Банк;1088;Москва и обл.;8 613 183,00;9 541 215,00;-928 032,00;-9,73
303;-9;Ишбанк;2867;Москва и обл.;8 611 620,00;8 896 163,00;-284 543,00;-3,20
304;-36;Руснарбанк;3403;Москва и обл.;8 590 227,00;10 239 418,00;-1 649 191,00;-16,11
305;13;Башинвестбанк;2189;Башкортостан;8 583 017,00;7 529 731,00;1 053 286,00;13,99
306;5;Промтрансбанк;2638;Башкортостан;8 528 166,00;7 925 098,00;603 068,00;7,61
307;-4;Волго-Камский Банк;282;Самарская обл.;8 417 838,00;8 490 627,00;-72 789,00;-0,86
308;-3;КС Банк;1752;Мордовия;8 211 878,00;8 384 997,00;-173 119,00;-2,06
309;0;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;8 185 796,00;8 263 136,00;-77 340,00;-0,94
310;-3;Уралкапиталбанк;2519;Башкортостан;8 180 518,00;8 302 596,00;-122 078,00;-1,47
311;-5;ПИР Банк;2655;Москва и обл.;8 152 922,00;8 359 025,00;-206 103,00;-2,47
312;-2;Волга-Кредит;1153;Самарская обл.;8 098 321,00;8 229 963,00;-131 642,00;-1,60
313;45;Киви Банк;2241;Москва и обл.;7 988 573,00;6 142 744,00;1 845 829,00;30,05
314;65;Кузнецкий Мост;2254;Москва и обл.;7 890 402,00;5 625 032,00;2 265 370,00;40,27
315;10;Славия;2664;Москва и обл.;7 881 095,00;7 285 453,00;595 642,00;8,18
316;-1;Снежинский;1376;Челябинская обл.;7 745 394,00;7 726 546,00;18 848,00;0,24
317;0;Финам Банк;2799;Москва и обл.;7 673 995,00;7 536 698,00;137 297,00;1,82
318;2;Финансовый Стандарт;1053;Москва и обл.;7 602 708,00;7 390 411,00;212 297,00;2,87
319;-3;Международный Банк Развития;2704;Москва и обл.;7 564 173,00;7 716 876,00;-152 703,00;-1,98
320;3;Рускобанк;138;Санкт-Петербург и обл.;7 564 096,00;7 355 746,00;208 350,00;2,83
321;7;Волжский Социальный Банк;2428;Самарская обл.;7 555 403,00;7 191 954,00;363 449,00;5,05
322;8;Бинбанк Мурманск;1276;Мурманская обл.;7 551 405,00;7 137 912,00;413 493,00;5,79
323;55;Стратегия;2801;Москва и обл.;7 510 475,00;5 666 848,00;1 843 627,00;32,53
324;7;Татсоцбанк;480;Татарстан;7 432 971,00;7 099 498,00;333 473,00;4,70
325;-1;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 413 146,00;7 289 509,00;123 637,00;1,70
326;-14;Нижневолжский Коммерческий Банк;931;Саратовская обл.;7 412 232,00;7 833 526,00;-421 294,00;-5,38
327;35;Компания Розничного Кредитования;3385;Москва и обл.;7 374 016,00;6 062 197,00;1 311 819,00;21,64
328;-7;РАМ Банк;3480;Москва и обл.;7 300 254,00;7 387 675,00;-87 421,00;-1,18
329;9;Московский Нефтехимический Банк;1411;Москва и обл.;7 188 010,00;6 819 854,00;368 156,00;5,40
330;-3;АФ Банк;991;Башкортостан;7 178 177,00;7 228 223,00;-50 046,00;-0,69
331;5;Автоградбанк;1455;Татарстан;7 160 435,00;6 886 240,00;274 195,00;3,98
332;1;Софрино;2972;Москва и обл.;7 116 314,00;7 009 902,00;106 412,00;1,52
333;4;Томскпромстройбанк;1720;Томская обл.;7 080 829,00;6 839 891,00;240 938,00;3,52
334;-2;Северо-Восточный Альянс;2768;Москва и обл.;7 071 878,00;7 090 715,00;-18 837,00;-0,27
335;0;Национальный Залоговый Банк;2944;Москва и обл.;7 055 828,00;6 903 387,00;152 441,00;2,21
336;-7;Ренессанс;1939;Москва и обл.;7 022 804,00;7 147 754,00;-124 950,00;-1,75
337;5;ФДБ;3071;Москва и обл.;6 980 161,00;6 664 464,00;315 697,00;4,74
338;26;Руссобанк;2313;Москва и обл.;6 944 620,00;5 943 405,00;1 001 215,00;16,85
339;-13;Вега-Банк;3270;Москва и обл.;6 939 351,00;7 271 526,00;-332 175,00;-4,57
340;10;Ставропольпромстройбанк;1288;Ставропольский край;6 928 722,00;6 495 549,00;433 173,00;6,67
341;11;Славянский Кредит;2960;Москва и обл.;6 921 378,00;6 438 017,00;483 361,00;7,51
342;5;Ассоциация;732;Нижегородская обл.;6 868 130,00;6 548 134,00;319 996,00;4,89
343;-35;Развитие;2729;Карачаево-Черкесия;6 847 731,00;8 283 975,00;-1 436 244,00;-17,34
344;9;Бенифит-Банк;3229;Москва и обл.;6 832 276,00;6 347 054,00;485 222,00;7,64
345;-5;Ури Банк;3479;Москва и обл.;6 823 316,00;6 737 417,00;85 899,00;1,27
346;-7;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 815 741,00;6 804 726,00;11 015,00;0,16
347;-1;2Т Банк;625;Москва и обл.;6 707 582,00;6 581 732,00;125 850,00;1,91
348;-29;Спецсетьстройбанк;3062;Москва и обл.;6 695 001,00;7 456 241,00;-761 240,00;-10,21
349;-15;Датабанк;646;Удмуртия;6 667 837,00;6 941 132,00;-273 295,00;-3,94
350;11;Вокбанк;312;Нижегородская обл.;6 624 144,00;6 074 171,00;549 973,00;9,05
351;-8;Банк БФТ;2273;Москва и обл.;6 622 050,00;6 608 893,00;13 157,00;0,20
352;-3;Международный Коммерческий Банк;2524;Москва и обл.;6 607 959,00;6 511 233,00;96 726,00;1,49
353;1;Юг-Инвестбанк;2772;Краснодарский край;6 585 780,00;6 323 042,00;262 738,00;4,16
354;-32;РН Банк;170;Москва и обл.;6 555 542,00;7 372 926,00;-817 384,00;-11,09
355;-10;Русь;704;Оренбургская обл.;6 554 878,00;6 597 200,00;-42 322,00;-0,64
356;-5;Новый Московский Банк;2932;Москва и обл.;6 478 320,00;6 487 614,00;-9 294,00;-0,14
357;-13;Трансстройбанк;2807;Москва и обл.;6 467 288,00;6 598 564,00;-131 276,00;-1,99
358;7;Русский Торговый Банк;2842;Москва и обл.;6 347 413,00;5 901 632,00;445 781,00;7,55
359;-2;Эксперт Банк;2949;Омская обл.;6 342 042,00;6 196 965,00;145 077,00;2,34
360;-1;Бинбанк Тверь;777;Тверская обл.;6 325 444,00;6 134 512,00;190 932,00;3,11
361;-5;Экономикс-Банк;2136;Москва и обл.;6 300 524,00;6 243 133,00;57 391,00;0,92
362;-14;Банк Инноваций и Развития;2647;Москва и обл.;6 256 958,00;6 524 880,00;-267 922,00;-4,11
363;-22;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;6 150 013,00;6 689 543,00;-539 530,00;-8,07
364;-9;Региональный Банк Развития;2782;Башкортостан;6 129 040,00;6 262 767,00;-133 727,00;-2,14
365;5;Банк БКФ;2684;Москва и обл.;6 123 052,00;5 807 443,00;315 609,00;5,43
366;0;Банк на Красных Воротах;2472;Москва и обл.;6 067 057,00;5 849 105,00;217 952,00;3,73
367;1;Кроссинвестбанк;2849;Москва и обл.;6 050 119,00;5 831 322,00;218 797,00;3,75
368;5;Навигатор;2469;Москва и обл.;6 033 915,00;5 778 906,00;255 009,00;4,41
369;3;Банк Развития Технологий;3441;Москва и обл.;6 027 825,00;5 789 050,00;238 775,00;4,12
370;31;УМ-Банк;1441;Свердловская обл.;6 016 951,00;5 144 574,00;872 377,00;16,96
371;-8;Джей энд Ти Банк;3061;Москва и обл.;6 006 747,00;5 967 263,00;39 484,00;0,66
372;-3;Анкор Банк;889;Татарстан;5 993 034,00;5 809 974,00;183 060,00;3,15
373;-13;Замоскворецкий;1640;Москва и обл.;5 973 226,00;6 118 565,00;-145 339,00;-2,38
374;16;Новопокровский;467;Краснодарский край;5 930 620,00;5 385 617,00;545 003,00;10,12
375;-8;Банк Казани;708;Татарстан;5 891 498,00;5 837 129,00;54 369,00;0,93
376;-1;Эл Банк;1025;Самарская обл.;5 890 619,00;5 753 473,00;137 146,00;2,38
377;5;Инвестиционный Союз;637;Москва и обл.;5 816 834,00;5 540 183,00;276 651,00;4,99
378;-7;Камский Коммерческий Банк;438;Татарстан;5 792 541,00;5 795 016,00;-2 475,00;-0,04
379;10;Таатта;1249;Саха (Якутия);5 754 708,00;5 452 086,00;302 622,00;5,55
380;1;Северный Народный Банк;2721;Коми;5 694 731,00;5 565 084,00;129 647,00;2,33
381;6;Нэклис-Банк;1671;Москва и обл.;5 647 278,00;5 464 739,00;182 539,00;3,34
382;-5;Банк Развития Региона;3315;Северная Осетия — Алания;5 585 430,00;5 667 919,00;-82 489,00;-1,46
383;8;Кранбанк;2271;Ивановская обл.;5 578 282,00;5 371 008,00;207 274,00;3,86
384;1;Голдман Сакс Банк;3490;Москва и обл.;5 573 538,00;5 497 091,00;76 447,00;1,39
385;-1;Актив Банк;2529;Мордовия;5 568 511,00;5 500 687,00;67 824,00;1,23
386;-6;Мой Банк. Ипотека;2436;Башкортостан;5 525 274,00;5 568 169,00;-42 895,00;-0,77
387;-4;Чувашкредитпромбанк;1280;Чувашия;5 481 062,00;5 537 026,00;-55 964,00;-1,01
388;-2;Век;2299;Москва и обл.;5 467 904,00;5 479 091,00;-11 187,00;-0,20
389;-1;Нефтепромбанк;2156;Москва и обл.;5 460 898,00;5 453 137,00;7 761,00;0,14
390;-16;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 451 296,00;5 770 118,00;-318 822,00;-5,53
391;2;Лесбанк;1598;Москва и обл.;5 403 253,00;5 326 797,00;76 456,00;1,44
392;19;Платина;2347;Москва и обл.;5 363 483,00;4 921 853,00;441 630,00;8,97
393;9;Бланк Банк;2368;Москва и обл.;5 339 355,00;5 131 629,00;207 726,00;4,05
394;2;Еврокоммерц;1777;Москва и обл.;5 338 706,00;5 243 652,00;95 054,00;1,81
395;-1;Сибсоцбанк;2015;Алтайский край;5 307 118,00;5 305 387,00;1 731,00;0,03
396;2;Дагэнергобанк;3286;Дагестан;5 306 771,00;5 178 303,00;128 468,00;2,48
397;-5;Реалист Банк;1067;Иркутская обл.;5 264 571,00;5 351 875,00;-87 304,00;-1,63
398;11;Профит Банк;3234;Москва и обл.;5 254 857,00;4 959 247,00;295 610,00;5,96
399;8;Сибнефтебанк;385;Тюменская обл.;5 221 447,00;5 041 068,00;180 379,00;3,58
400;-5;Юникорбанк;2586;Москва и обл.;5 220 076,00;5 258 491,00;-38 415,00;-0,73
401;-1;Зернобанк;2337;Алтайский край;5 211 170,00;5 149 636,00;61 534,00;1,19
402;-5;Риабанк;3434;Москва и обл.;5 119 805,00;5 223 423,00;-103 618,00;-1,98
403;0;Северный Кредит;2398;Вологодская обл.;5 096 714,00;5 128 695,00;-31 981,00;-0,62
404;-28;Банк Кремлевский;2905;Москва и обл.;5 023 204,00;5 749 629,00;-726 425,00;-12,63
405;7;Горбанк;2982;Санкт-Петербург и обл.;5 016 220,00;4 882 676,00;133 544,00;2,74
406;0;Бинбанк Смоленск;1957;Смоленская обл.;4 989 037,00;5 066 528,00;-77 491,00;-1,53
407;-8;Объединенный Кредитный Банк;1118;Владимирская обл.;4 953 265,00;5 155 953,00;-202 688,00;-3,93
408;8;Невский Банк;1068;Санкт-Петербург и обл.;4 932 919,00;4 687 000,00;245 919,00;5,25
409;4;Зенит Сочи;232;Краснодарский край;4 903 030,00;4 844 013,00;59 017,00;1,22
410;-2;Ермак;1809;Тюменская обл.;4 889 744,00;4 998 335,00;-108 591,00;-2,17
411;-1;Банкхаус Эрбе;1717;Москва и обл.;4 885 919,00;4 947 207,00;-61 288,00;-1,24
412;-8;Промэнергобанк;2728;Вологодская обл.;4 859 781,00;5 115 276,00;-255 495,00;-4,99
413;-153;Ю Би Эс Банк;3463;Москва и обл.;4 849 745,00;10 866 030,00;-6 016 285,00;-55,37
414;27;Стройлесбанк;2995;Тюменская обл.;4 834 611,00;3 985 876,00;848 735,00;21,29
415;5;Торгово-Строительный Банк;1250;Москва и обл.;4 832 754,00;4 552 704,00;280 050,00;6,15
416;3;Экси-Банк;2530;Санкт-Петербург и обл.;4 779 456,00;4 600 524,00;178 932,00;3,89
417;-3;Газстройбанк;2919;Москва и обл.;4 747 091,00;4 780 607,00;-33 516,00;-0,70
418;3;Хакасский Муниципальный Банк;1049;Хакасия;4 702 609,00;4 547 951,00;154 658,00;3,40
419;-2;ВостСибтранскомбанк;2731;Иркутская обл.;4 698 455,00;4 677 192,00;21 263,00;0,45
420;18;Тюменьагропромбанк;917;Тюменская обл.;4 648 537,00;4 009 170,00;639 367,00;15,95
421;3;Межтрастбанк;2493;Москва и обл.;4 608 695,00;4 411 568,00;197 127,00;4,47
422;-7;Проминвестбанк;2433;Москва и обл.;4 601 047,00;4 711 218,00;-110 171,00;-2,34
423;36;Объединенная Расчетная Система;3342;Москва и обл.;4 584 974,00;3 604 351,00;980 623,00;27,21
424;-1;Донкомбанк;492;Ростовская обл.;4 551 438,00;4 500 547,00;50 891,00;1,13
425;0;Банк ИТБ;3128;Москва и обл.;4 539 239,00;4 359 623,00;179 616,00;4,12
426;-4;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 491 125,00;4 545 950,00;-54 825,00;-1,21
427;2;Кузнецкий;609;Пензенская обл.;4 480 658,00;4 246 432,00;234 226,00;5,52
428;-10;Межрегиональный промышленно-строительный банк;752;Мордовия;4 475 720,00;4 613 347,00;-137 627,00;-2,98
429;16;Инбанк;1829;Москва и обл.;4 472 521,00;3 887 117,00;585 404,00;15,06
430;1;Эргобанк;2856;Москва и обл.;4 447 832,00;4 239 152,00;208 680,00;4,92
431;1;Банк Заречье;817;Татарстан;4 358 853,00;4 225 932,00;132 921,00;3,15
432;25;Финансовый Капитал;3288;Санкт-Петербург и обл.;4 327 359,00;3 625 652,00;701 707,00;19,35
433;-7;Церих;3278;Орловская обл.;4 268 743,00;4 320 039,00;-51 296,00;-1,19
434;0;Нейва;1293;Свердловская обл.;4 181 691,00;4 151 322,00;30 369,00;0,73
435;1;Промрегионбанк;2123;Томская обл.;4 141 873,00;4 077 556,00;64 317,00;1,58
436;-9;Мираф-Банк;2244;Омская обл.;4 140 100,00;4 269 671,00;-129 571,00;-3,03
437;-7;Универсальный Кредит;2903;Москва и обл.;4 123 455,00;4 245 594,00;-122 139,00;-2,88
438;1;Милбанк;3256;Москва и обл.;4 087 568,00;3 992 302,00;95 266,00;2,39
439;4;Русский Трастовый Банк;1139;Москва и обл.;4 061 838,00;3 931 252,00;130 586,00;3,32
440;-12;Мосуралбанк;2468;Москва и обл.;4 011 288,00;4 257 844,00;-246 556,00;-5,79
441;-6;Мастер-Капитал;3011;Москва и обл.;3 994 941,00;4 092 505,00;-97 564,00;-2,38
442;-37;Аскольд;2480;Смоленская обл.;3 990 515,00;5 095 592,00;-1 105 077,00;-21,69
443;-10;Новобанк;1352;Новгородская обл.;3 988 981,00;4 157 225,00;-168 244,00;-4,05
444;-4;Оргбанк;3312;Москва и обл.;3 975 244,00;3 990 212,00;-14 968,00;-0,38
445;10;Инвестиционный Республиканский Банк;2571;Москва и обл.;3 958 371,00;3 693 173,00;265 198,00;7,18
446;-9;Роял Кредит Банк;783;Хабаровский край;3 952 358,00;4 010 198,00;-57 840,00;-1,44
447;5;ИТ Банк;2609;Омская обл.;3 916 705,00;3 717 552,00;199 153,00;5,36
448;-4;Союзный;3236;Москва и обл.;3 905 989,00;3 922 518,00;-16 529,00;-0,42
449;-7;Енисейский Объединенный Банк;2645;Красноярский край;3 903 374,00;3 963 379,00;-60 005,00;-1,51
450;19;Еврокредит;2957;Москва и обл.;3 891 516,00;3 412 192,00;479 324,00;14,05
451;2;Приоритет;3135;Самарская обл.;3 840 320,00;3 712 340,00;127 980,00;3,45
452;-3;Азия-Инвест Банк;3303;Москва и обл.;3 833 981,00;3 751 617,00;82 364,00;2,20
453;-5;Земский Банк;2900;Самарская обл.;3 821 360,00;3 784 206,00;37 154,00;0,98
454;-8;Витабанк;356;Санкт-Петербург и обл.;3 752 686,00;3 855 925,00;-103 239,00;-2,68
455;133;РЕСО Кредит;3450;Москва и обл.;3 701 783,00;2 039 846,00;1 661 937,00;81,47
456;-9;Синко-Банк;2838;Москва и обл.;3 692 782,00;3 830 127,00;-137 345,00;-3,59
457;8;Верхневолжский;1084;Ярославская обл.;3 659 824,00;3 473 969,00;185 855,00;5,35
458;-8;Банк Раунд;2506;Москва и обл.;3 658 289,00;3 737 012,00;-78 723,00;-2,11
459;-5;РБА;3413;Москва и обл.;3 653 419,00;3 700 269,00;-46 850,00;-1,27
460;2;Живаго Банк;2065;Рязанская обл.;3 638 779,00;3 563 862,00;74 917,00;2,10
461;-1;Сберинвестбанк;1743;Свердловская обл.;3 618 476,00;3 597 450,00;21 026,00;0,58
462;-11;Алтайкапиталбанк;2659;Алтайский край;3 610 947,00;3 720 202,00;-109 255,00;-2,94
463;1;Форус Банк;3457;Нижегородская обл.;3 596 416,00;3 514 227,00;82 189,00;2,34
464;8;Профессионал Банк;3296;Москва и обл.;3 571 478,00;3 352 403,00;219 075,00;6,53
465;-9;Камчаткомагропромбанк;545;Камчатская обл.;3 557 577,00;3 659 608,00;-102 031,00;-2,79
466;-8;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 544 989,00;3 620 535,00;-75 546,00;-2,09
467;-6;Консервативный Коммерческий Банк;1087;Астраханская обл.;3 544 555,00;3 588 385,00;-43 830,00;-1,22
468;10;Интеркредит;3047;Москва и обл.;3 535 937,00;3 246 339,00;289 598,00;8,92
469;2;Интерактивный Банк;3378;Москва и обл.;3 492 419,00;3 356 513,00;135 906,00;4,05
470;-4;Европейский Индустриальный Банк;2503;Москва и обл.;3 456 254,00;3 456 254,00;0,00;0
471;-4;Коммерческий Индо Банк;3446;Москва и обл.;3 427 509,00;3 429 788,00;-2 279,00;-0,07
472;20;Бинбанк Столица;3052;Москва и обл.;3 405 644,00;3 005 145,00;400 499,00;13,33
473;-10;Москва-Сити;3247;Москва и обл.;3 380 741,00;3 533 658,00;-152 917,00;-4,33
474;8;Долинск;857;Сахалинская обл.;3 379 461,00;3 219 472,00;159 989,00;4,97
475;4;Финансово-Промышленный Капитал;3295;Москва и обл.;3 350 734,00;3 242 150,00;108 584,00;3,35
476;-3;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 336 944,00;3 319 246,00;17 698,00;0,53
477;4;Смартбанк;3408;Москва и обл.;3 326 880,00;3 235 993,00;90 887,00;2,81
478;-8;Банк Экономический Союз;2798;Москва и обл.;3 324 891,00;3 379 014,00;-54 123,00;-1,60
479;-4;Венец;524;Ульяновская обл.;3 323 568,00;3 277 702,00;45 866,00;1,40
480;5;Промсельхозбанк;538;Москва и обл.;3 319 266,00;3 137 755,00;181 511,00;5,78
481;-7;Аксонбанк;680;Костромская обл.;3 316 605,00;3 314 904,00;1 701,00;0,05
482;-6;Уралпромбанк;2964;Челябинская обл.;3 298 966,00;3 274 738,00;24 228,00;0,74
483;3;Идея Банк;430;Краснодарский край;3 274 795,00;3 136 218,00;138 577,00;4,42
484;-4;ЕвроАксис Банк;3273;Москва и обл.;3 267 384,00;3 240 735,00;26 649,00;0,82
485;2;ПК-Банк;2652;Нижегородская обл.;3 244 893,00;3 131 626,00;113 267,00;3,62
486;-18;Система;2846;Москва и обл.;3 244 789,00;3 427 977,00;-183 188,00;-5,34
487;1;Бинбанк Сургут;1701;Тюменская обл.;3 207 829,00;3 114 417,00;93 412,00;3,00
488;1;Донинвест;1617;Ростовская обл.;3 197 110,00;3 113 941,00;83 169,00;2,67
489;-6;Уссури;596;Хабаровский край;3 177 767,00;3 207 160,00;-29 393,00;-0,92
490;19;НБК-Банк;3283;Москва и обл.;3 152 107,00;2 786 253,00;365 854,00;13,13
491;-1;Океан Банк;1697;Москва и обл.;3 127 851,00;3 064 838,00;63 013,00;2,06
492;7;Витязь;2890;Москва и обл.;3 126 416,00;2 890 187,00;236 229,00;8,17
493;15;Коммерческий Банк Развития;3364;Москва и обл.;3 123 468,00;2 795 883,00;327 585,00;11,72
494;-17;Лайтбанк;3177;Москва и обл.;3 093 859,00;3 248 239,00;-154 380,00;-4,75
495;5;Профессионал Банк;2471;Москва и обл.;3 069 272,00;2 870 351,00;198 921,00;6,93
496;-3;Гринфилдбанк;2711;Москва и обл.;3 044 208,00;2 987 290,00;56 918,00;1,91
497;-3;Крыловский;456;Краснодарский край;3 018 438,00;2 964 546,00;53 892,00;1,82
498;6;Агророс;2860;Саратовская обл.;3 002 592,00;2 817 627,00;184 965,00;6,56
499;-1;Диг-Банк;2423;Северная Осетия — Алания;2 975 234,00;2 893 058,00;82 176,00;2,84
500;-4;Енисей;474;Красноярский край;2 974 121,00;2 926 714,00;47 407,00;1,62
501;16;Леноблбанк;1003;Санкт-Петербург и обл.;2 970 216,00;2 711 815,00;258 401,00;9,53
502;-18;Тройка-Д Банк;3431;Москва и обл.;2 953 977,00;3 202 550,00;-248 573,00;-7,76
503;-1;Евроальянс;1781;Ивановская обл.;2 940 378,00;2 826 968,00;113 410,00;4,01
504;23;Московский Коммерческий Банк;3172;Москва и обл.;2 919 233,00;2 600 121,00;319 112,00;12,27
505;-14;Тульский Промышленник;2382;Тульская обл.;2 909 358,00;3 022 222,00;-112 864,00;-3,73
506;10;Ваш Личный Банк;1222;Иркутская обл.;2 898 429,00;2 714 482,00;183 947,00;6,78
507;4;Владпромбанк;870;Владимирская обл.;2 891 687,00;2 763 996,00;127 691,00;4,62
508;-7;Росбизнесбанк;1405;Москва и обл.;2 875 610,00;2 840 193,00;35 417,00;1,25
509;5;Конфидэнс Банк;970;Костромская обл.;2 870 300,00;2 727 092,00;143 208,00;5,25
510;-5;НОКССбанк;3202;Волгоградская обл.;2 867 646,00;2 806 200,00;61 446,00;2,19
511;12;Богородский Муниципальный Банк;2992;Москва и обл.;2 861 463,00;2 664 770,00;196 693,00;7,38
512;-9;Вологжанин;1896;Вологодская обл.;2 856 031,00;2 818 456,00;37 575,00;1,33
513;-7;Банк РМП;2574;Москва и обл.;2 855 224,00;2 802 137,00;53 087,00;1,89
514;-17;Совинком;2302;Москва и обл.;2 828 092,00;2 917 001,00;-88 909,00;-3,05
515;-2;Ураллига;1626;Челябинская обл.;2 801 923,00;2 737 113,00;64 810,00;2,37
516;-21;Айви Банк;2055;Москва и обл.;2 797 346,00;2 942 094,00;-144 748,00;-4,92
517;-7;Костромаселькомбанк;1115;Костромская обл.;2 794 336,00;2 782 892,00;11 444,00;0,41
518;20;Итуруп;2390;Сахалинская обл.;2 774 737,00;2 466 868,00;307 869,00;12,48
519;23;Проинвестбанк;784;Пермская обл.;2 769 340,00;2 443 140,00;326 200,00;13,35
520;11;Торговый Городской Банк;3180;Тверская обл.;2 757 592,00;2 528 893,00;228 699,00;9,04
521;47;Бест Эффортс Банк;435;Москва и обл.;2 740 166,00;2 219 796,00;520 370,00;23,44
522;0;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;2 736 592,00;2 681 099,00;55 493,00;2,07
523;-5;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 734 197,00;2 700 655,00;33 542,00;1,24
524;71;Тендер-Банк;2252;Москва и обл.;2 731 619,00;1 964 215,00;767 404,00;39,07
525;-4;Пульс Столицы;3002;Москва и обл.;2 723 086,00;2 687 833,00;35 253,00;1,31
526;2;Резерв;2364;Челябинская обл.;2 708 842,00;2 597 170,00;111 672,00;4,30
