Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2012, тыс. рублей;Апрель, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-16;Холдинг-Кредит;3030;Москва и обл.;8 875 258,00;9 661 151,00;-785 893,00;-8,13
261;-4;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 874 011,00;8 953 606,00;-79 595,00;-0,89
262;10;Евромет;2902;Москва и обл.;8 770 055,00;8 350 495,00;419 560,00;5,02
263;-14;Европейский;1616;Калининградская обл.;8 767 996,00;9 368 705,00;-600 709,00;-6,41
264;1;Екатеринбург;3161;Свердловская обл.;8 602 382,00;8 651 768,00;-49 386,00;-0,57
265;-7;Замоскворецкий;1640;Москва и обл.;8 427 766,00;8 916 695,00;-488 929,00;-5,48
266;-4;Банк Жилищного Финансирования;3138;Москва и обл.;8 411 366,00;8 859 161,00;-447 795,00;-5,05
267;7;Международный Акционерный Банк;1987;Москва и обл.;8 381 603,00;8 293 451,00;88 152,00;1,06
268;8;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;8 316 749,00;8 256 862,00;59 887,00;0,73
269;-24;Метробанк;2548;Москва и обл.;8 179 374,00;9 657 147,00;-1 477 773,00;-15,30
270;1;Гарант-Инвест;2576;Москва и обл.;8 041 319,00;8 376 020,00;-334 701,00;-4,00
271;21;Русский Ипотечный Банк;1968;Москва и обл.;7 912 639,00;7 329 329,00;583 310,00;7,96
272;14;РАМ Банк;3480;Москва и обл.;7 906 820,00;7 572 694,00;334 126,00;4,41
273;2;Промсбербанк;1043;Москва и обл.;7 904 723,00;8 288 422,00;-383 699,00;-4,63
274;5;Белгородсоцбанк;760;Белгородская обл.;7 884 433,00;7 896 908,00;-12 475,00;-0,16
275;7;Первый Экспресс;3237;Тульская обл.;7 848 209,00;7 731 324,00;116 885,00;1,51
276;-20;Тройка-Д Банк;3431;Москва и обл.;7 848 085,00;8 971 309,00;-1 123 224,00;-12,52
277;-4;Эс-Би-Ай Банк;3185;Москва и обл.;7 831 155,00;8 313 214,00;-482 059,00;-5,80
278;2;Кредит-Москва;5;Москва и обл.;7 823 432,00;7 824 652,00;-1 220,00;-0,02
279;-1;Русьуниверсалбанк;3293;Москва и обл.;7 761 736,00;7 952 454,00;-190 718,00;-2,40
280;21;Данске Банк;3307;Санкт-Петербург и обл.;7 751 898,00;6 862 346,00;889 552,00;12,96
281;0;Снежинский;1376;Челябинская обл.;7 717 897,00;7 732 814,00;-14 917,00;-0,19
282;-15;Миллениум Банк;3423;Москва и обл.;7 687 318,00;8 514 177,00;-826 859,00;-9,71
283;6;СЭБ Банк;3235;Санкт-Петербург и обл.;7 640 588,00;7 391 310,00;249 278,00;3,37
284;-25;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;7 607 890,00;8 908 667,00;-1 300 777,00;-14,60
285;-16;Руснарбанк;3403;Москва и обл.;7 568 155,00;8 473 204,00;-905 049,00;-10,68
286;-1;Унифин;2654;Москва и обл.;7 485 322,00;7 613 632,00;-128 310,00;-1,69
287;13;Новый Московский Банк;2932;Москва и обл.;7 394 868,00;6 865 570,00;529 298,00;7,71
288;0;Волго-Камский Банк;282;Самарская обл.;7 387 592,00;7 494 361,00;-106 769,00;-1,42
289;-2;Северо-Восточный Альянс;2768;Москва и обл.;7 363 168,00;7 517 062,00;-153 894,00;-2,05
290;1;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 361 005,00;7 369 544,00;-8 539,00;-0,12
291;2;КС Банк;1752;Мордовия;7 299 102,00;7 303 918,00;-4 816,00;-0,07
292;-2;Росавтобанк;2767;Москва и обл.;7 250 330,00;7 377 162,00;-126 832,00;-1,72
293;3;НИКО-Банк;702;Оренбургская обл.;7 121 934,00;7 070 302,00;51 632,00;0,73
294;12;Фольксваген Банк Рус;3500;Москва и обл.;7 115 845,00;6 674 733,00;441 112,00;6,61
295;-11;АФ Банк;991;Башкортостан;7 070 351,00;7 664 588,00;-594 237,00;-7,75
296;-1;Русь;704;Оренбургская обл.;7 004 902,00;7 137 186,00;-132 284,00;-1,85
297;17;Автоторгбанк;2776;Москва и обл.;6 932 652,00;6 443 660,00;488 992,00;7,59
298;-15;Международный Коммерческий Банк;2524;Москва и обл.;6 883 606,00;7 722 922,00;-839 316,00;-10,87
299;11;Тусар;2712;Москва и обл.;6 882 825,00;6 575 047,00;307 778,00;4,68
300;3;Военно-Промышленный Банк;3065;Москва и обл.;6 863 428,00;6 804 941,00;58 487,00;0,86
301;12;Транснациональный Банк;2108;Москва и обл.;6 775 081,00;6 504 393,00;270 688,00;4,16
302;25;Бенифит-Банк;3229;Москва и обл.;6 766 420,00;6 025 940,00;740 480,00;12,29
303;12;Экспресс-Кредит;210;Москва и обл.;6 765 343,00;6 397 469,00;367 874,00;5,75
304;-7;Уралкапиталбанк;2519;Башкортостан;6 709 611,00;7 033 407,00;-323 796,00;-4,60
305;2;Ставропольпромстройбанк;1288;Ставропольский край;6 695 559,00;6 669 501,00;26 058,00;0,39
306;-36;Ю Би Эс Банк;3463;Москва и обл.;6 652 762,00;8 471 977,00;-1 819 215,00;-21,47
307;-2;Генбанк;2490;Москва и обл.;6 624 142,00;6 705 976,00;-81 834,00;-1,22
308;43;Альба Альянс;2593;Москва и обл.;6 583 855,00;5 331 477,00;1 252 378,00;23,49
309;-7;ОПМ-Банк;2734;Москва и обл.;6 525 003,00;6 823 228,00;-298 225,00;-4,37
310;7;Славянский Кредит;2960;Москва и обл.;6 471 849,00;6 268 821,00;203 028,00;3,24
311;21;Банк Расчетов и Сбережений;2617;Москва и обл.;6 450 201,00;5 806 494,00;643 707,00;11,09
312;-3;Финам Банк;2799;Москва и обл.;6 433 991,00;6 595 763,00;-161 772,00;-2,45
313;-1;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 378 462,00;6 525 079,00;-146 617,00;-2,25
314;2;Датабанк;646;Удмуртия;6 369 627,00;6 269 819,00;99 808,00;1,59
315;22;Монолит;1967;Москва и обл.;6 356 721,00;5 725 186,00;631 535,00;11,03
316;-5;Волга-Кредит;1153;Самарская обл.;6 263 351,00;6 529 004,00;-265 653,00;-4,07
317;-9;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 254 262,00;6 668 611,00;-414 349,00;-6,21
318;18;Банк Финсервис;3388;Москва и обл.;6 236 359,00;5 733 794,00;502 565,00;8,76
319;2;Темпбанк;55;Москва и обл.;6 233 969,00;6 196 755,00;37 214,00;0,60
320;-2;Вега-Банк;3270;Москва и обл.;6 202 662,00;6 263 722,00;-61 060,00;-0,97
321;-2;Томскпромстройбанк;1720;Томская обл.;6 199 835,00;6 241 192,00;-41 357,00;-0,66
322;2;Хованский;2145;Москва и обл.;6 187 253,00;6 159 251,00;28 002,00;0,45
323;11;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;6 154 137,00;5 739 301,00;414 836,00;7,23
324;-4;ПИР Банк;2655;Москва и обл.;6 149 710,00;6 212 837,00;-63 127,00;-1,02
325;6;Банк Инноваций и Развития;2647;Москва и обл.;6 124 828,00;5 846 856,00;277 972,00;4,75
326;-3;Солид Банк;1329;Камчатская обл.;6 116 310,00;6 193 577,00;-77 267,00;-1,25
327;1;Рускобанк;138;Санкт-Петербург и обл.;6 049 273,00;5 958 389,00;90 884,00;1,53
328;5;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 041 586,00;5 789 328,00;252 258,00;4,36
329;-3;Банк Казани;708;Татарстан;5 961 745,00;6 057 819,00;-96 074,00;-1,59
330;17;Ренессанс;1939;Москва и обл.;5 886 273,00;5 504 218,00;382 055,00;6,94
331;-32;Голдман Сакс Банк;3490;Москва и обл.;5 859 322,00;6 886 560,00;-1 027 238,00;-14,92
332;9;Бинбанк Тверь;777;Тверская обл.;5 848 171,00;5 667 730,00;180 441,00;3,18
333;10;Автоградбанк;1455;Татарстан;5 830 424,00;5 621 248,00;209 176,00;3,72
334;12;Банк Раунд;2506;Москва и обл.;5 731 798,00;5 507 299,00;224 499,00;4,08
335;7;Банк Развития Технологий;3441;Москва и обл.;5 696 500,00;5 627 408,00;69 092,00;1,23
336;60;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;5 613 086,00;4 367 407,00;1 245 679,00;28,52
337;17;Платина;2347;Москва и обл.;5 572 884,00;5 238 395,00;334 489,00;6,39
338;0;Югра;880;Тюменская обл.;5 528 538,00;5 713 153,00;-184 615,00;-3,23
339;-35;Эксперт Банк;2949;Омская обл.;5 512 361,00;6 731 522,00;-1 219 161,00;-18,11
340;13;Транспортный;3174;Москва и обл.;5 499 251,00;5 274 015,00;225 236,00;4,27
341;17;Промтрансбанк;2638;Башкортостан;5 478 844,00;5 132 579,00;346 265,00;6,75
342;10;ЕвроситиБанк;1869;Ставропольский край;5 462 492,00;5 299 585,00;162 907,00;3,07
343;-21;Дил-Банк;3384;Москва и обл.;5 412 579,00;6 196 228,00;-783 649,00;-12,65
344;5;Банк на Красных Воротах;2472;Москва и обл.;5 400 919,00;5 456 533,00;-55 614,00;-1,02
345;19;Экономикс-Банк;2136;Москва и обл.;5 386 587,00;4 932 781,00;453 806,00;9,20
346;-6;Ассоциация;732;Нижегородская обл.;5 384 871,00;5 681 379,00;-296 508,00;-5,22
347;-12;ФДБ;3071;Москва и обл.;5 382 618,00;5 734 711,00;-352 093,00;-6,14
348;2;Юг-Инвестбанк;2772;Краснодарский край;5 371 155,00;5 343 138,00;28 017,00;0,52
349;7;Национальный Залоговый Банк;2944;Москва и обл.;5 363 088,00;5 220 202,00;142 886,00;2,74
350;-52;Банк Торгового Финансирования;1982;Москва и обл.;5 340 470,00;7 029 050,00;-1 688 580,00;-24,02
351;8;Банк Кремлевский;2905;Москва и обл.;5 336 432,00;4 998 895,00;337 537,00;6,75
352;-4;Кузнецкий Мост;2254;Москва и обл.;5 315 420,00;5 503 232,00;-187 812,00;-3,41
353;-8;Волжский Социальный Банк;2428;Самарская обл.;5 292 095,00;5 585 678,00;-293 583,00;-5,26
354;21;Финансовый Стандарт;1053;Москва и обл.;5 243 450,00;4 719 992,00;523 458,00;11,09
355;67;Татсоцбанк;480;Татарстан;5 221 405,00;3 677 375,00;1 544 030,00;41,99
356;-12;Бланк Банк;2368;Москва и обл.;5 217 261,00;5 589 769,00;-372 508,00;-6,66
357;8;Сиббизнесбанк;2539;Тюменская обл.;5 209 201,00;4 895 325,00;313 876,00;6,41
358;-28;Ури Банк;3479;Москва и обл.;5 184 843,00;5 856 261,00;-671 418,00;-11,46
359;-65;Славия;2664;Москва и обл.;5 174 867,00;7 160 585,00;-1 985 718,00;-27,73
360;-5;Дагэнергобанк;3286;Дагестан;5 093 366,00;5 233 652,00;-140 286,00;-2,68
361;12;Клиентский;2324;Москва и обл.;5 091 982,00;4 741 523,00;350 459,00;7,39
362;6;Московский Нефтехимический Банк;1411;Москва и обл.;5 077 569,00;4 846 225,00;231 344,00;4,77
363;-34;Агросоюз;1459;Москва и обл.;5 068 656,00;5 882 098,00;-813 442,00;-13,83
364;-3;Региональный Банк Развития;2782;Башкортостан;5 065 937,00;4 969 560,00;96 377,00;1,94
365;-2;Ишбанк;2867;Москва и обл.;5 010 772,00;4 941 834,00;68 938,00;1,39
366;0;Северный Народный Банк;2721;Коми;4 962 463,00;4 890 081,00;72 382,00;1,48
367;2;Софрино;2972;Москва и обл.;4 928 089,00;4 843 926,00;84 163,00;1,74
368;-8;Трансстройбанк;2807;Москва и обл.;4 904 829,00;4 971 579,00;-66 750,00;-1,34
369;-2;Белгородпромстройбанк;1816;Белгородская обл.;4 897 718,00;4 877 799,00;19 919,00;0,41
370;17;Витас Банк;1955;Москва и обл.;4 889 214,00;4 488 096,00;401 118,00;8,94
371;5;Руссобанк;2313;Москва и обл.;4 883 582,00;4 699 130,00;184 452,00;3,93
372;7;Чувашкредитпромбанк;1280;Чувашия;4 834 355,00;4 633 133,00;201 222,00;4,34
373;-3;Банк БФТ;2273;Москва и обл.;4 834 268,00;4 806 069,00;28 199,00;0,59
374;-12;Актив Банк;2529;Мордовия;4 829 997,00;4 944 719,00;-114 722,00;-2,32
375;7;Банк Город;2644;Москва и обл.;4 828 839,00;4 609 131,00;219 708,00;4,77
376;13;Развитие;2729;Карачаево-Черкесия;4 813 983,00;4 478 730,00;335 253,00;7,49
377;1;Лесбанк;1598;Москва и обл.;4 805 927,00;4 643 249,00;162 678,00;3,50
378;6;Риабанк;3434;Москва и обл.;4 673 800,00;4 535 328,00;138 472,00;3,05
379;-2;Анкор Банк;889;Татарстан;4 614 766,00;4 658 008,00;-43 242,00;-0,93
380;12;Камский Коммерческий Банк;438;Татарстан;4 589 528,00;4 422 916,00;166 612,00;3,77
381;2;Бинбанк Мурманск;1276;Мурманская обл.;4 588 991,00;4 604 566,00;-15 575,00;-0,34
382;-8;Вокбанк;312;Нижегородская обл.;4 575 916,00;4 720 310,00;-144 394,00;-3,06
383;71;Ураллига;1626;Челябинская обл.;4 573 821,00;3 074 069,00;1 499 752,00;48,79
384;-45;Русский Торговый Банк;2842;Москва и обл.;4 552 908,00;5 692 761,00;-1 139 853,00;-20,02
385;-4;Проминвестбанк;2433;Москва и обл.;4 513 899,00;4 612 836,00;-98 937,00;-2,14
386;16;Нижневолжский Коммерческий Банк;931;Саратовская обл.;4 497 873,00;4 137 288,00;360 585,00;8,72
387;-16;Сибнефтебанк;385;Тюменская обл.;4 489 688,00;4 793 361,00;-303 673,00;-6,34
388;-2;Торгово-Строительный Банк;1250;Москва и обл.;4 473 983,00;4 493 076,00;-19 093,00;-0,42
389;-1;Зернобанк;2337;Алтайский край;4 471 043,00;4 482 419,00;-11 376,00;-0,25
390;-5;Орловский Социальный Банк;2921;Орловская обл.;4 404 447,00;4 493 572,00;-89 125,00;-1,98
391;26;Банк Заречье;817;Татарстан;4 370 260,00;3 770 056,00;600 204,00;15,92
392;2;Нэклис-Банк;1671;Москва и обл.;4 356 953,00;4 405 239,00;-48 286,00;-1,10
393;4;Бинбанк Смоленск;1957;Смоленская обл.;4 352 408,00;4 318 108,00;34 300,00;0,79
394;-14;Сибсоцбанк;2015;Алтайский край;4 344 913,00;4 617 600,00;-272 687,00;-5,91
395;0;Банк Развития Региона;3315;Северная Осетия — Алания;4 332 631,00;4 373 480,00;-40 849,00;-0,93
396;2;Мой Банк. Ипотека;2436;Башкортостан;4 288 163,00;4 311 992,00;-23 829,00;-0,55
397;-7;Банкхаус Эрбе;1717;Москва и обл.;4 253 905,00;4 456 318,00;-202 413,00;-4,54
398;-5;Реалист Банк;1067;Иркутская обл.;4 205 854,00;4 405 428,00;-199 574,00;-4,53
399;41;Киви Банк;2241;Москва и обл.;4 124 443,00;3 254 409,00;870 034,00;26,73
400;1;ВостСибтранскомбанк;2731;Иркутская обл.;4 118 754,00;4 209 504,00;-90 750,00;-2,16
401;-10;Русский Земельный Банк;2810;Москва и обл.;4 065 324,00;4 455 710,00;-390 386,00;-8,76
402;6;Профит Банк;3234;Москва и обл.;4 059 279,00;3 985 300,00;73 979,00;1,86
403;4;Банк БКФ;2684;Москва и обл.;4 047 809,00;4 009 517,00;38 292,00;0,96
404;6;Джей энд Ти Банк;3061;Москва и обл.;4 044 340,00;3 939 899,00;104 441,00;2,65
405;1;Енисейский Объединенный Банк;2645;Красноярский край;4 042 162,00;4 012 263,00;29 899,00;0,75
406;-2;Новобанк;1352;Новгородская обл.;4 039 832,00;4 025 963,00;13 869,00;0,34
407;-4;Промэнергобанк;2728;Вологодская обл.;3 993 061,00;4 080 401,00;-87 340,00;-2,14
408;1;Хлебобанк;1812;Москва и обл.;3 982 718,00;3 961 390,00;21 328,00;0,54
409;210;Инбанк;1829;Москва и обл.;3 962 015,00;1 514 113,00;2 447 902,00;161,67
410;2;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 956 289,00;3 876 288,00;80 001,00;2,06
411;-188;Экси-Банк;2530;Санкт-Петербург и обл.;3 947 786,00;11 371 961,00;-7 424 175,00;-65,28
412;17;Коммерческий Банк Развития;3364;Москва и обл.;3 921 770,00;3 467 611,00;454 159,00;13,10
413;-8;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;3 920 796,00;4 022 730,00;-101 934,00;-2,53
414;2;Век;2299;Москва и обл.;3 910 982,00;3 810 048,00;100 934,00;2,65
415;-15;Новопокровский;467;Краснодарский край;3 896 050,00;4 272 417,00;-376 367,00;-8,81
416;15;Донкомбанк;492;Ростовская обл.;3 851 860,00;3 454 920,00;396 940,00;11,49
417;-2;Зенит Сочи;232;Краснодарский край;3 835 663,00;3 824 336,00;11 327,00;0,30
418;-7;Кранбанк;2271;Ивановская обл.;3 828 357,00;3 928 760,00;-100 403,00;-2,56
419;4;Хакасский Муниципальный Банк;1049;Хакасия;3 819 897,00;3 676 170,00;143 727,00;3,91
420;-1;Стратегия;2801;Москва и обл.;3 809 421,00;3 709 643,00;99 778,00;2,69
421;-1;Юникорбанк;2586;Москва и обл.;3 788 805,00;3 691 316,00;97 489,00;2,64
422;-1;Межрегиональный промышленно-строительный банк;752;Мордовия;3 766 287,00;3 688 330,00;77 957,00;2,11
423;1;2Т Банк;625;Москва и обл.;3 743 353,00;3 673 544,00;69 809,00;1,90
424;2;Стройлесбанк;2995;Тюменская обл.;3 683 678,00;3 631 971,00;51 707,00;1,42
425;-11;Лада-Кредит;2668;Самарская обл.;3 667 232,00;3 845 102,00;-177 870,00;-4,63
426;18;Спецсетьстройбанк;3062;Москва и обл.;3 656 629,00;3 216 143,00;440 486,00;13,70
427;-9;Промрегионбанк;2123;Томская обл.;3 655 945,00;3 763 134,00;-107 189,00;-2,85
428;9;Инвестиционный Союз;637;Москва и обл.;3 655 094,00;3 287 093,00;368 001,00;11,20
429;-30;Нейва;1293;Свердловская обл.;3 651 289,00;4 294 851,00;-643 562,00;-14,98
430;-5;Ермак;1809;Тюменская обл.;3 623 025,00;3 672 418,00;-49 393,00;-1,34
431;-3;Приоритет;3135;Самарская обл.;3 592 231,00;3 492 124,00;100 107,00;2,87
432;15;Мастер-Капитал;3011;Москва и обл.;3 579 733,00;3 159 818,00;419 915,00;13,29
433;-3;Донинвест;1617;Ростовская обл.;3 571 123,00;3 459 421,00;111 702,00;3,23
434;-7;Аскольд;2480;Смоленская обл.;3 520 050,00;3 558 384,00;-38 334,00;-1,08
435;-1;Газстройбанк;2919;Москва и обл.;3 443 975,00;3 394 616,00;49 359,00;1,45
436;-4;Тюменьагропромбанк;917;Тюменская обл.;3 420 530,00;3 407 552,00;12 978,00;0,38
437;4;Профессионал Банк;3296;Москва и обл.;3 389 304,00;3 242 885,00;146 419,00;4,52
438;5;Ипотека-Инвест;3070;Татарстан;3 309 102,00;3 238 593,00;70 509,00;2,18
439;-1;Интерактивный Банк;3378;Москва и обл.;3 290 032,00;3 282 065,00;7 967,00;0,24
440;144;Земкомбанк;574;Ростовская обл.;3 272 106,00;1 792 134,00;1 479 972,00;82,58
441;25;Итуруп;2390;Сахалинская обл.;3 240 474,00;2 889 683,00;350 791,00;12,14
442;3;Межтрастбанк;2493;Москва и обл.;3 237 388,00;3 207 116,00;30 272,00;0,94
443;-1;Горбанк;2982;Санкт-Петербург и обл.;3 196 132,00;3 241 381,00;-45 249,00;-1,40
444;13;Северный Кредит;2398;Вологодская обл.;3 194 885,00;3 022 897,00;171 988,00;5,69
445;4;Универсальный Кредит;2903;Москва и обл.;3 156 976,00;3 121 721,00;35 255,00;1,13
446;42;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 117 928,00;2 651 579,00;466 349,00;17,59
447;11;Земский Банк;2900;Самарская обл.;3 088 603,00;3 014 280,00;74 323,00;2,47
448;-12;Еврокоммерц;1777;Москва и обл.;3 079 944,00;3 337 351,00;-257 407,00;-7,71
449;11;Океан Банк;1697;Москва и обл.;3 076 446,00;2 959 184,00;117 262,00;3,96
450;82;Объединенная Расчетная Система;3342;Москва и обл.;3 057 788,00;2 299 490,00;758 298,00;32,98
451;30;Уралприватбанк;153;Свердловская обл.;3 035 376,00;2 736 361,00;299 015,00;10,93
452;13;Алтайкапиталбанк;2659;Алтайский край;3 033 364,00;2 900 985,00;132 379,00;4,56
453;-1;Стромкомбанк;404;Красноярский край;3 032 325,00;3 090 464,00;-58 139,00;-1,88
454;2;ИТ Банк;2609;Омская обл.;3 028 409,00;3 040 954,00;-12 545,00;-0,41
455;7;Кузнецкий;609;Пензенская обл.;3 027 761,00;2 939 175,00;88 586,00;3,01
456;-17;Евроальянс;1781;Ивановская обл.;3 012 020,00;3 269 808,00;-257 788,00;-7,88
457;-11;Бинбанк Сургут;1701;Тюменская обл.;3 010 895,00;3 165 414,00;-154 519,00;-4,88
458;-25;Объединенный Кредитный Банк;1118;Владимирская обл.;2 970 541,00;3 406 182,00;-435 641,00;-12,79
459;8;Синко-Банк;2838;Москва и обл.;2 957 778,00;2 882 784,00;74 994,00;2,60
460;35;Азия-Инвест Банк;3303;Москва и обл.;2 941 126,00;2 572 613,00;368 513,00;14,32
461;23;Сберинвестбанк;1743;Свердловская обл.;2 929 690,00;2 699 160,00;230 530,00;8,54
462;-9;Оргбанк;3312;Москва и обл.;2 908 486,00;3 082 867,00;-174 381,00;-5,66
463;5;Смартбанк;3408;Москва и обл.;2 890 058,00;2 870 664,00;19 394,00;0,68
464;-29;Уралпромбанк;2964;Челябинская обл.;2 887 579,00;3 352 454,00;-464 875,00;-13,87
465;-6;Долинск;857;Сахалинская обл.;2 880 594,00;2 970 200,00;-89 606,00;-3,02
466;-3;Роял Кредит Банк;783;Хабаровский край;2 870 157,00;2 913 952,00;-43 795,00;-1,50
467;18;Венец;524;Ульяновская обл.;2 868 092,00;2 695 885,00;172 207,00;6,39
468;2;Банк Экономический Союз;2798;Москва и обл.;2 867 983,00;2 822 495,00;45 488,00;1,61
469;-5;РБА;3413;Ярославская обл.;2 834 949,00;2 903 927,00;-68 978,00;-2,38
470;-9;Милбанк;3256;Москва и обл.;2 830 331,00;2 944 349,00;-114 018,00;-3,87
471;9;НОКССбанк;3202;Волгоградская обл.;2 813 314,00;2 739 181,00;74 133,00;2,71
472;3;Камчаткомагропромбанк;545;Камчатская обл.;2 810 127,00;2 794 479,00;15 648,00;0,56
473;5;Гринфилдбанк;2711;Москва и обл.;2 790 564,00;2 763 147,00;27 417,00;0,99
474;15;Банк ИТБ;3128;Москва и обл.;2 782 070,00;2 644 852,00;137 218,00;5,19
475;17;Региональный Кредитный Банк;1608;Калининградская обл.;2 761 462,00;2 591 860,00;169 602,00;6,54
476;-2;Живаго Банк;2065;Рязанская обл.;2 749 159,00;2 795 900,00;-46 741,00;-1,67
477;-4;Нефтепромбанк;2156;Москва и обл.;2 735 714,00;2 800 058,00;-64 344,00;-2,30
478;1;Витабанк;356;Санкт-Петербург и обл.;2 733 540,00;2 741 899,00;-8 359,00;-0,30
479;-31;Консервативный Коммерческий Банк;1087;Астраханская обл.;2 722 633,00;3 158 995,00;-436 362,00;-13,81
480;-29;ПК-Банк;2652;Москва и обл.;2 698 713,00;3 115 888,00;-417 175,00;-13,39
481;-9;Капитал;575;Москва и обл.;2 695 305,00;2 800 252,00;-104 947,00;-3,75
482;-6;Совинком;2302;Москва и обл.;2 691 879,00;2 779 059,00;-87 180,00;-3,14
483;10;Еврокредит;2957;Москва и обл.;2 689 290,00;2 590 406,00;98 884,00;3,82
484;-1;Агророс;2860;Саратовская обл.;2 674 845,00;2 704 497,00;-29 652,00;-1,10
485;1;Аспект;608;Москва и обл.;2 649 175,00;2 678 661,00;-29 486,00;-1,10
486;5;Финансово-Промышленный Капитал;3295;Москва и обл.;2 640 007,00;2 620 039,00;19 968,00;0,76
487;-32;Крокус-Банк;2682;Москва и обл.;2 622 084,00;3 049 962,00;-427 878,00;-14,03
488;2;Банк РМП;2574;Москва и обл.;2 621 434,00;2 620 611,00;823,00;0,03
489;22;Национальный Банк Сбережений;1949;Ивановская обл.;2 596 422,00;2 456 630,00;139 792,00;5,69
490;10;Преодоление;2649;Москва и обл.;2 595 788,00;2 502 509,00;93 279,00;3,73
491;-9;Инкаробанк;2696;Москва и обл.;2 588 855,00;2 715 697,00;-126 842,00;-4,67
492;33;Эл Банк;1025;Республика Алтай;2 582 876,00;2 354 311,00;228 565,00;9,71
493;4;Костромаселькомбанк;1115;Костромская обл.;2 550 455,00;2 535 328,00;15 127,00;0,60
494;-81;Система;2846;Москва и обл.;2 547 148,00;3 853 733,00;-1 306 585,00;-33,90
495;4;Енисей;474;Красноярский край;2 543 318,00;2 502 719,00;40 599,00;1,62
496;0;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 537 619,00;2 543 286,00;-5 667,00;-0,22
497;9;ЕвроАксис Банк;3273;Москва и обл.;2 536 092,00;2 468 709,00;67 383,00;2,73
498;6;Мосуралбанк;2468;Москва и обл.;2 528 165,00;2 478 343,00;49 822,00;2,01
499;4;Вкабанк;1027;Астраханская обл.;2 526 117,00;2 483 831,00;42 286,00;1,70
500;-31;Интеркапитал-Банк;2706;Мордовия;2 517 124,00;2 838 345,00;-321 221,00;-11,32
501;6;Навигатор;2469;Москва и обл.;2 511 624,00;2 466 954,00;44 670,00;1,81
502;0;Первый Инвестиционный Банк;604;Москва и обл.;2 481 732,00;2 486 705,00;-4 973,00;-0,20
503;18;Аксонбанк;680;Костромская обл.;2 479 550,00;2 389 922,00;89 628,00;3,75
504;13;Интеркредит;3047;Москва и обл.;2 477 530,00;2 415 696,00;61 834,00;2,56
505;11;Форус Банк;3457;Нижегородская обл.;2 477 505,00;2 429 241,00;48 264,00;1,99
506;-19;Союзный;3236;Москва и обл.;2 472 474,00;2 654 055,00;-181 581,00;-6,84
507;-9;Тульский Промышленник;2382;Тульская обл.;2 457 446,00;2 519 811,00;-62 365,00;-2,47
508;-7;Профессионал Банк;2471;Москва и обл.;2 429 788,00;2 487 923,00;-58 135,00;-2,34
509;-1;Уссури;596;Хабаровский край;2 427 535,00;2 461 356,00;-33 821,00;-1,37
510;10;Траст Капитал Банк;2741;Москва и обл.;2 420 932,00;2 395 096,00;25 836,00;1,08
511;-34;Банк МБФИ;2073;Москва и обл.;2 416 942,00;2 778 665,00;-361 723,00;-13,02
512;2;Крыловский;456;Краснодарский край;2 402 728,00;2 441 234,00;-38 506,00;-1,58
513;20;Русский Трастовый Банк;1139;Москва и обл.;2 399 899,00;2 284 543,00;115 356,00;5,05
514;-43;Москва-Сити;3247;Москва и обл.;2 379 253,00;2 803 614,00;-424 361,00;-15,14
515;-5;ИпоТек Банк;2794;Москва и обл.;2 378 136,00;2 460 135,00;-81 999,00;-3,33
516;2;Мосводоканалбанк;2863;Москва и обл.;2 377 418,00;2 412 855,00;-35 437,00;-1,47
517;-23;ИРС;272;Москва и обл.;2 358 432,00;2 588 629,00;-230 197,00;-8,89
518;-13;Республиканский Банк;3277;Москва и обл.;2 358 099,00;2 470 165,00;-112 066,00;-4,54
519;-7;Гагаринский;606;Москва и обл.;2 351 036,00;2 456 108,00;-105 072,00;-4,28
520;-11;Московский Коммерческий Банк;3172;Москва и обл.;2 343 948,00;2 461 159,00;-117 211,00;-4,76
521;5;Вологжанин;1896;Вологодская обл.;2 339 770,00;2 350 970,00;-11 200,00;-0,48
522;13;Эсидбанк;1991;Дагестан;2 334 944,00;2 279 559,00;55 385,00;2,43
523;-10;Констанс-Банк;2228;Санкт-Петербург и обл.;2 309 965,00;2 441 386,00;-131 421,00;-5,38
524;18;Богородский;1277;Нижегородская обл.;2 292 631,00;2 167 257,00;125 374,00;5,78
525;6;Таатта;1249;Саха (Якутия);2 281 128,00;2 312 919,00;-31 791,00;-1,37
526;-2;Тендер-Банк;2252;Москва и обл.;2 279 808,00;2 358 989,00;-79 181,00;-3,36
