Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2014, тыс. рублей;Февраль, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;-8;Банк Оренбург;3269;Оренбургская обл.;10 712 084,00;11 361 100,00;-649 016,00;-5,71
260;2;Стратегия;2801;Москва и обл.;10 678 589,00;10 695 852,00;-17 263,00;-0,16
261;6;Международный Акционерный Банк;1987;Москва и обл.;10 656 161,00;10 500 655,00;155 506,00;1,48
262;4;Дил-Банк;3384;Москва и обл.;10 636 310,00;10 539 666,00;96 644,00;0,92
263;-4;Гарант-Инвест;2576;Москва и обл.;10 609 716,00;10 974 256,00;-364 540,00;-3,32
264;113;РН Банк;170;Москва и обл.;10 544 973,00;5 685 727,00;4 859 246,00;85,46
265;-2;Прио-Внешторгбанк;212;Рязанская обл.;10 543 129,00;10 695 024,00;-151 895,00;-1,42
266;3;Солид Банк;1329;Камчатская обл.;10 540 107,00;10 323 695,00;216 412,00;2,10
267;-13;РусЮгбанк;2093;Волгоградская обл.;10 405 154,00;11 227 322,00;-822 168,00;-7,32
268;3;Кредит-Москва;5;Москва и обл.;10 384 916,00;10 102 062,00;282 854,00;2,80
269;-1;Энергомашбанк;52;Санкт-Петербург и обл.;10 383 347,00;10 336 795,00;46 552,00;0,45
270;-46;Монолит;1967;Москва и обл.;10 311 215,00;14 153 818,00;-3 842 603,00;-27,15
271;-1;ЕвроситиБанк;1869;Москва и обл.;10 294 314,00;10 141 441,00;152 873,00;1,51
272;5;Инвестиционный Республиканский Банк;2571;Москва и обл.;10 266 284,00;9 484 027,00;782 257,00;8,25
273;0;Нефтяной Альянс;2859;Москва и обл.;10 083 297,00;10 034 561,00;48 736,00;0,49
274;2;ОПМ-Банк;2734;Москва и обл.;10 048 098,00;9 957 257,00;90 841,00;0,91
275;4;Бэнк оф Чайна;2309;Москва и обл.;10 046 305,00;9 314 724,00;731 581,00;7,85
276;-12;Руснарбанк;3403;Москва и обл.;9 996 202,00;10 668 437,00;-672 235,00;-6,30
277;-2;Банк Жилищного Финансирования;3138;Москва и обл.;9 796 864,00;10 003 144,00;-206 280,00;-2,06
278;3;Мир Бизнес Банк;3396;Москва и обл.;9 609 852,00;9 251 872,00;357 980,00;3,87
279;8;Банк Расчетов и Сбережений;2617;Москва и обл.;9 580 118,00;9 089 391,00;490 727,00;5,40
280;3;Тройка-Д Банк;3431;Москва и обл.;9 576 877,00;9 202 725,00;374 152,00;4,07
281;1;Киви Банк;2241;Москва и обл.;9 383 098,00;9 216 342,00;166 756,00;1,81
282;-4;Европейский;1616;Калининградская обл.;9 334 314,00;9 448 149,00;-113 835,00;-1,20
283;2;Промсбербанк;1043;Москва и обл.;9 209 431,00;9 132 695,00;76 736,00;0,84
284;-12;Углеметбанк;2997;Челябинская обл.;9 186 487,00;10 093 675,00;-907 188,00;-8,99
285;13;Навигатор;2469;Москва и обл.;9 129 021,00;8 426 706,00;702 315,00;8,33
286;-6;Адмиралтейский;3054;Москва и обл.;9 059 025,00;9 310 192,00;-251 167,00;-2,70
287;1;Бенифит-Банк;3229;Москва и обл.;9 047 512,00;9 065 252,00;-17 740,00;-0,20
288;1;КС Банк;1752;Мордовия;8 880 960,00;8 890 596,00;-9 636,00;-0,11
289;-5;НИКО-Банк;702;Оренбургская обл.;8 842 032,00;9 158 191,00;-316 159,00;-3,45
290;30;Новопокровский;467;Краснодарский край;8 833 888,00;7 394 837,00;1 439 051,00;19,46
291;-1;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 679 872,00;8 860 055,00;-180 183,00;-2,03
292;2;Евромет;2902;Москва и обл.;8 679 542,00;8 647 581,00;31 961,00;0,37
293;9;Финам Банк;2799;Москва и обл.;8 647 838,00;8 065 728,00;582 110,00;7,22
294;2;Ишбанк;2867;Москва и обл.;8 631 692,00;8 528 345,00;103 347,00;1,21
295;6;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;8 578 955,00;8 151 248,00;427 707,00;5,25
296;-4;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;8 565 677,00;8 684 104,00;-118 427,00;-1,36
297;-6;Промтрансбанк;2638;Башкортостан;8 557 026,00;8 744 437,00;-187 411,00;-2,14
298;7;Экспресс-Кредит;210;Москва и обл.;8 388 517,00;7 821 531,00;566 986,00;7,25
299;0;Роспромбанк;3204;Москва и обл.;8 248 996,00;8 396 533,00;-147 537,00;-1,76
300;-5;Нефтепромбанк;2156;Москва и обл.;8 216 264,00;8 531 705,00;-315 441,00;-3,70
301;2;Нижневолжский Коммерческий Банк;931;Саратовская обл.;8 082 526,00;8 029 995,00;52 531,00;0,65
302;-2;Белгородсоцбанк;760;Белгородская обл.;8 033 499,00;8 252 432,00;-218 933,00;-2,65
303;32;Банк БКФ;2684;Москва и обл.;8 015 434,00;6 920 816,00;1 094 618,00;15,82
304;10;ПИР Банк;2655;Москва и обл.;7 862 939,00;7 566 075,00;296 864,00;3,92
305;-1;Рускобанк;138;Санкт-Петербург и обл.;7 861 285,00;7 941 776,00;-80 491,00;-1,01
306;10;Агросоюз;1459;Москва и обл.;7 784 514,00;7 503 619,00;280 895,00;3,74
307;0;Снежинский;1376;Челябинская обл.;7 768 493,00;7 676 769,00;91 724,00;1,19
308;3;Уралкапиталбанк;2519;Башкортостан;7 721 686,00;7 614 615,00;107 071,00;1,41
309;-1;Генбанк;2490;Москва и обл.;7 682 830,00;7 643 290,00;39 540,00;0,52
310;-17;Джей энд Ти Банк;3061;Москва и обл.;7 681 536,00;8 649 492,00;-967 956,00;-11,19
311;-25;Международный Банк Развития;2704;Москва и обл.;7 662 028,00;9 132 588,00;-1 470 560,00;-16,10
312;6;Ассоциация;732;Нижегородская обл.;7 588 742,00;7 411 101,00;177 641,00;2,40
313;4;Волга-Кредит;1153;Самарская обл.;7 586 313,00;7 491 008,00;95 305,00;1,27
314;11;Голдман Сакс Банк;3490;Москва и обл.;7 584 585,00;7 287 640,00;296 945,00;4,07
315;4;Датабанк;646;Удмуртия;7 582 640,00;7 404 630,00;178 010,00;2,40
316;-3;Славия;2664;Москва и обл.;7 559 022,00;7 573 503,00;-14 481,00;-0,19
317;-7;Софрино;2972;Москва и обл.;7 555 707,00;7 631 084,00;-75 377,00;-0,99
318;14;2Т Банк;625;Москва и обл.;7 494 723,00;7 011 221,00;483 502,00;6,90
319;7;Ренессанс;1939;Москва и обл.;7 455 606,00;7 275 603,00;180 003,00;2,47
320;-5;Развитие;2729;Карачаево-Черкесия;7 445 918,00;7 562 950,00;-117 032,00;-1,55
321;-12;Ставропольпромстройбанк;1288;Ставропольский край;7 438 738,00;7 638 916,00;-200 178,00;-2,62
322;5;Альба Альянс;2593;Москва и обл.;7 393 010,00;7 198 709,00;194 301,00;2,70
323;17;РЕСО Кредит;3450;Москва и обл.;7 362 984,00;6 802 571,00;560 413,00;8,24
324;6;АФ Банк;991;Башкортостан;7 322 193,00;7 027 819,00;294 374,00;4,19
325;-13;Славянский Кредит;2960;Москва и обл.;7 285 780,00;7 584 452,00;-298 672,00;-3,94
326;11;Новый Московский Банк;2932;Москва и обл.;7 279 145,00;6 904 626,00;374 519,00;5,42
327;-4;Северо-Восточный Альянс;2768;Москва и обл.;7 269 271,00;7 334 406,00;-65 135,00;-0,89
328;8;УМ-Банк;1441;Свердловская обл.;7 261 882,00;6 908 541,00;353 341,00;5,11
329;-8;Томскпромстройбанк;1720;Томская обл.;7 162 677,00;7 354 811,00;-192 134,00;-2,61
330;-2;Московский Нефтехимический Банк;1411;Москва и обл.;7 159 423,00;7 162 062,00;-2 639,00;-0,04
331;-2;Чайна Констракшн;3515;Москва и обл.;7 142 181,00;7 102 886,00;39 295,00;0,55
332;9;Кузнецкий Мост;2254;Москва и обл.;7 086 500,00;6 785 678,00;300 822,00;4,43
333;6;Еврокоммерц;1777;Москва и обл.;7 050 455,00;6 877 395,00;173 060,00;2,52
334;-12;ФДБ;3071;Москва и обл.;7 022 770,00;7 347 064,00;-324 294,00;-4,41
335;-29;Вега-Банк;3270;Москва и обл.;6 903 934,00;7 810 429,00;-906 495,00;-11,61
336;7;Вокбанк;312;Нижегородская обл.;6 890 079,00;6 708 432,00;181 647,00;2,71
337;-4;Трансстройбанк;2807;Москва и обл.;6 865 244,00;6 958 617,00;-93 373,00;-1,34
338;0;Анкор Банк;889;Татарстан;6 856 155,00;6 889 650,00;-33 495,00;-0,49
339;10;Бинбанк Тверь;777;Тверская обл.;6 799 755,00;6 630 758,00;168 997,00;2,55
340;-6;Юг-Инвестбанк;2772;Краснодарский край;6 782 306,00;6 953 344,00;-171 038,00;-2,46
341;6;Бинбанк Мурманск;1276;Мурманская обл.;6 763 405,00;6 652 039,00;111 366,00;1,67
342;11;Азия-Инвест Банк;3303;Москва и обл.;6 763 205,00;6 461 807,00;301 398,00;4,66
343;15;Банк БФТ;2273;Москва и обл.;6 757 090,00;6 262 434,00;494 656,00;7,90
344;1;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 710 723,00;6 681 891,00;28 832,00;0,43
345;1;РАМ Банк;3480;Москва и обл.;6 687 325,00;6 661 568,00;25 757,00;0,39
346;5;Банк Инноваций и Развития;2647;Москва и обл.;6 669 725,00;6 585 660,00;84 065,00;1,28
347;-3;Русь;704;Оренбургская обл.;6 668 382,00;6 688 101,00;-19 719,00;-0,29
348;0;Инвестиционный Союз;637;Москва и обл.;6 608 900,00;6 631 148,00;-22 248,00;-0,34
349;5;Инбанк;1829;Москва и обл.;6 549 267,00;6 388 577,00;160 690,00;2,52
350;2;Финанс Бизнес Банк;520;Краснодарский край;6 536 654,00;6 478 735,00;57 919,00;0,89
351;-20;Русский Торговый Банк;2842;Москва и обл.;6 492 926,00;7 015 161,00;-522 235,00;-7,44
352;-55;Ури Банк;3479;Москва и обл.;6 484 231,00;8 462 011,00;-1 977 780,00;-23,37
353;7;Спецсетьстройбанк;3062;Москва и обл.;6 435 370,00;6 230 804,00;204 566,00;3,28
354;-4;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 431 034,00;6 606 056,00;-175 022,00;-2,65
355;33;Ю Би Эс Банк;3463;Москва и обл.;6 417 231,00;5 320 218,00;1 097 013,00;20,62
356;10;Экономикс-Банк;2136;Москва и обл.;6 416 486,00;5 998 090,00;418 396,00;6,98
357;-33;МАК-Банк;1088;Москва и обл.;6 400 774,00;7 298 603,00;-897 829,00;-12,30
358;-1;Таатта;1249;Саха (Якутия);6 306 591,00;6 342 450,00;-35 859,00;-0,57
359;3;Век;2299;Москва и обл.;6 289 404,00;6 114 691,00;174 713,00;2,86
360;-1;Банк Казани;708;Татарстан;6 251 074,00;6 253 036,00;-1 962,00;-0,03
361;0;Актив Банк;2529;Мордовия;6 164 519,00;6 116 971,00;47 548,00;0,78
362;-7;Невский Банк;1068;Санкт-Петербург и обл.;6 164 108,00;6 359 018,00;-194 910,00;-3,07
363;9;Эргобанк;2856;Москва и обл.;6 112 908,00;5 893 655,00;219 253,00;3,72
364;1;Финансовый Стандарт;1053;Москва и обл.;6 077 770,00;6 062 723,00;15 047,00;0,25
365;-1;Банк на Красных Воротах;2472;Москва и обл.;6 056 191,00;6 076 478,00;-20 287,00;-0,33
366;8;Кранбанк;2271;Ивановская обл.;5 944 165,00;5 814 424,00;129 741,00;2,23
367;25;Банк Торгового Финансирования;1982;Москва и обл.;5 891 555,00;5 286 680,00;604 875,00;11,44
368;0;Эл Банк;1025;Самарская обл.;5 883 002,00;5 952 692,00;-69 690,00;-1,17
369;-2;Автоградбанк;1455;Татарстан;5 869 386,00;5 978 097,00;-108 711,00;-1,82
370;-1;Нэклис-Банк;1671;Москва и обл.;5 857 734,00;5 929 563,00;-71 829,00;-1,21
371;-8;Северный Народный Банк;2721;Коми;5 855 978,00;6 101 580,00;-245 602,00;-4,03
372;-16;Торгово-Строительный Банк;1250;Москва и обл.;5 841 911,00;6 357 493,00;-515 582,00;-8,11
373;10;Бинбанк Столица;3052;Москва и обл.;5 784 001,00;5 581 784,00;202 217,00;3,62
374;11;Камский Коммерческий Банк;438;Татарстан;5 733 155,00;5 519 995,00;213 160,00;3,86
375;7;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 674 185,00;5 588 201,00;85 984,00;1,54
376;-5;Национальный Залоговый Банк;2944;Москва и обл.;5 668 910,00;5 916 832,00;-247 922,00;-4,19
377;7;Международный Коммерческий Банк;2524;Москва и обл.;5 665 837,00;5 556 449,00;109 388,00;1,97
378;-8;Эксперт Банк;2949;Омская обл.;5 643 196,00;5 928 802,00;-285 606,00;-4,82
379;-4;Замоскворецкий;1640;Москва и обл.;5 557 066,00;5 792 427,00;-235 361,00;-4,06
380;1;Региональный Банк Развития;2782;Башкортостан;5 424 152,00;5 601 280,00;-177 128,00;-3,16
381;5;Чувашкредитпромбанк;1280;Чувашия;5 422 963,00;5 479 039,00;-56 076,00;-1,02
382;31;Банк Кремлевский;2905;Москва и обл.;5 373 344,00;4 771 630,00;601 714,00;12,61
383;6;Северный Кредит;2398;Вологодская обл.;5 341 532,00;5 319 457,00;22 075,00;0,41
384;6;Платина;2347;Москва и обл.;5 326 328,00;5 289 792,00;36 536,00;0,69
385;8;Кубаньторгбанк;478;Краснодарский край;5 304 184,00;5 281 337,00;22 847,00;0,43
386;5;Объединенная Расчетная Система;3342;Москва и обл.;5 274 503,00;5 286 832,00;-12 329,00;-0,23
387;13;Донкомбанк;492;Ростовская обл.;5 272 313,00;5 115 002,00;157 311,00;3,08
388;16;Юникорбанк;2586;Москва и обл.;5 228 721,00;5 034 585,00;194 136,00;3,86
389;-2;Сибсоцбанк;2015;Алтайский край;5 191 844,00;5 393 845,00;-202 001,00;-3,75
390;6;Межрегиональный Почтовый Банк;3171;Москва и обл.;5 191 818,00;5 239 841,00;-48 023,00;-0,92
391;14;Хакасский Муниципальный Банк;1049;Хакасия;5 169 244,00;5 029 916,00;139 328,00;2,77
392;7;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;5 167 805,00;5 121 634,00;46 171,00;0,90
393;-15;Зенит Сочи;232;Краснодарский край;5 163 970,00;5 683 589,00;-519 619,00;-9,14
394;7;Банкхаус Эрбе;1717;Москва и обл.;5 163 413,00;5 102 370,00;61 043,00;1,20
395;-19;Кроссинвестбанк;2849;Москва и обл.;5 126 823,00;5 721 419,00;-594 596,00;-10,39
396;2;Зернобанк;2337;Алтайский край;5 124 759,00;5 133 289,00;-8 530,00;-0,17
397;10;ВостСибтранскомбанк;2731;Иркутская обл.;5 124 590,00;5 013 862,00;110 728,00;2,21
398;5;Москва-Сити;3247;Москва и обл.;5 123 676,00;5 064 560,00;59 116,00;1,17
399;-19;Стройлесбанк;2995;Тюменская обл.;5 102 241,00;5 654 492,00;-552 251,00;-9,77
400;-21;Проминвестбанк;2433;Москва и обл.;5 081 667,00;5 675 412,00;-593 745,00;-10,46
401;-28;Промэнергобанк;2728;Вологодская обл.;5 009 957,00;5 893 416,00;-883 459,00;-14,99
402;-7;Дагэнергобанк;3286;Дагестан;5 007 635,00;5 240 355,00;-232 720,00;-4,44
403;-9;Объединенный Кредитный Банк;1118;Владимирская обл.;4 994 704,00;5 245 443,00;-250 739,00;-4,78
404;4;Тюменьагропромбанк;917;Тюменская обл.;4 971 401,00;4 886 749,00;84 652,00;1,73
405;1;Горбанк;2982;Санкт-Петербург и обл.;4 965 978,00;5 023 760,00;-57 782,00;-1,15
406;5;Банк Развития Технологий;3441;Москва и обл.;4 965 206,00;4 834 136,00;131 070,00;2,71
407;20;Бинбанк Смоленск;1957;Смоленская обл.;4 911 476,00;4 424 212,00;487 264,00;11,01
408;11;Промрегионбанк;2123;Томская обл.;4 903 240,00;4 619 169,00;284 071,00;6,15
409;1;Мосуралбанк;2468;Москва и обл.;4 902 968,00;4 852 506,00;50 462,00;1,04
410;-8;Банк ИТБ;3128;Москва и обл.;4 886 333,00;5 080 705,00;-194 372,00;-3,83
411;10;Газстройбанк;2919;Москва и обл.;4 854 457,00;4 580 746,00;273 711,00;5,98
412;4;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 848 558,00;4 728 934,00;119 624,00;2,53
413;1;Межтрастбанк;2493;Москва и обл.;4 835 011,00;4 766 937,00;68 074,00;1,43
414;-72;Руссобанк;2313;Москва и обл.;4 828 199,00;6 712 549,00;-1 884 350,00;-28,07
415;-18;Сибнефтебанк;385;Тюменская обл.;4 768 222,00;5 222 124,00;-453 902,00;-8,69
416;8;Банк Заречье;817;Татарстан;4 734 699,00;4 533 096,00;201 603,00;4,45
417;8;Синко-Банк;2838;Москва и обл.;4 677 609,00;4 500 286,00;177 323,00;3,94
418;-1;Нейва;1293;Свердловская обл.;4 674 851,00;4 691 548,00;-16 697,00;-0,36
419;-4;Бланк Банк;2368;Москва и обл.;4 664 829,00;4 753 753,00;-88 924,00;-1,87
420;-11;Церих;3278;Орловская обл.;4 618 846,00;4 875 096,00;-256 250,00;-5,26
421;15;Верхневолжский;1084;Ярославская обл.;4 602 554,00;4 228 937,00;373 617,00;8,83
422;-10;Реалист Банк;1067;Иркутская обл.;4 573 822,00;4 818 319,00;-244 497,00;-5,07
423;-3;Межрегиональный промышленно-строительный банк;752;Мордовия;4 551 342,00;4 615 396,00;-64 054,00;-1,39
424;-6;Союзный;3236;Москва и обл.;4 525 798,00;4 652 637,00;-126 839,00;-2,73
425;-3;Оргбанк;3312;Москва и обл.;4 488 991,00;4 560 928,00;-71 937,00;-1,58
426;0;Итуруп;2390;Сахалинская обл.;4 393 619,00;4 480 294,00;-86 675,00;-1,93
427;7;Енисейский Объединенный Банк;2645;Красноярский край;4 382 782,00;4 279 854,00;102 928,00;2,40
428;2;Лесбанк;1598;Москва и обл.;4 376 521,00;4 406 364,00;-29 843,00;-0,68
429;11;Новобанк;1352;Новгородская обл.;4 369 582,00;4 147 306,00;222 276,00;5,36
430;1;Экси-Банк;2530;Санкт-Петербург и обл.;4 354 680,00;4 388 627,00;-33 947,00;-0,77
431;1;Русский Трастовый Банк;1139;Москва и обл.;4 351 476,00;4 356 494,00;-5 018,00;-0,12
432;10;Милбанк;3256;Москва и обл.;4 331 920,00;4 121 034,00;210 886,00;5,12
433;-4;Профит Банк;3234;Москва и обл.;4 330 228,00;4 408 947,00;-78 719,00;-1,79
434;1;Консервативный Коммерческий Банк;1087;Астраханская обл.;4 307 179,00;4 236 957,00;70 222,00;1,66
435;-2;Банк Экономический Союз;2798;Москва и обл.;4 250 357,00;4 336 919,00;-86 562,00;-2,00
436;12;Мастер-Капитал;3011;Москва и обл.;4 248 023,00;4 031 063,00;216 960,00;5,38
437;10;Идея Банк;430;Краснодарский край;4 226 587,00;4 040 689,00;185 898,00;4,60
438;1;Роял Кредит Банк;783;Хабаровский край;4 204 185,00;4 153 855,00;50 330,00;1,21
439;10;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 198 128,00;3 971 494,00;226 634,00;5,71
440;-3;Ермак;1809;Тюменская обл.;4 189 019,00;4 175 303,00;13 716,00;0,33
441;3;Конфидэнс Банк;970;Костромская обл.;4 184 774,00;4 108 879,00;75 895,00;1,85
442;-14;Московский Коммерческий Банк;3172;Москва и обл.;4 162 768,00;4 411 776,00;-249 008,00;-5,64
443;-2;Кузнецкий;609;Пензенская обл.;4 162 409,00;4 126 462,00;35 947,00;0,87
444;-6;ИТ Банк;2609;Омская обл.;4 143 929,00;4 155 937,00;-12 008,00;-0,29
445;-2;МС Банк Рус;2789;Москва и обл.;4 143 608,00;4 112 193,00;31 415,00;0,76
446;10;Банк Раунд;2506;Москва и обл.;4 109 335,00;3 780 452,00;328 883,00;8,70
447;-1;Риабанк;3434;Москва и обл.;4 085 651,00;4 046 225,00;39 426,00;0,97
448;33;НБК-Банк;3283;Москва и обл.;4 056 950,00;3 262 201,00;794 749,00;24,36
449;1;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 860 355,00;3 945 961,00;-85 606,00;-2,17
450;4;Еврокредит;2957;Москва и обл.;3 845 162,00;3 781 918,00;63 244,00;1,67
451;4;Земский Банк;2900;Самарская обл.;3 794 509,00;3 781 702,00;12 807,00;0,34
452;1;Леноблбанк;1003;Санкт-Петербург и обл.;3 781 718,00;3 789 759,00;-8 041,00;-0,21
453;-8;Финансовый Капитал;3288;Санкт-Петербург и обл.;3 767 761,00;4 104 249,00;-336 488,00;-8,20
454;5;Промсельхозбанк;538;Москва и обл.;3 764 471,00;3 653 588,00;110 883,00;3,03
455;2;Коммерческий Индо Банк;3446;Москва и обл.;3 735 601,00;3 759 171,00;-23 570,00;-0,63
456;-4;Профессионал Банк;3296;Москва и обл.;3 670 063,00;3 816 524,00;-146 461,00;-3,84
457;9;Элита;1399;Калужская обл.;3 657 935,00;3 551 061,00;106 874,00;3,01
458;11;Мираф-Банк;2244;Омская обл.;3 648 330,00;3 487 726,00;160 604,00;4,60
459;5;Интеркредит;3047;Москва и обл.;3 627 634,00;3 558 741,00;68 893,00;1,94
460;-9;Витабанк;356;Санкт-Петербург и обл.;3 626 407,00;3 848 617,00;-222 210,00;-5,77
461;-3;РБА;3413;Москва и обл.;3 589 039,00;3 696 209,00;-107 170,00;-2,90
462;-2;Камчаткомагропромбанк;545;Камчатская обл.;3 586 525,00;3 637 620,00;-51 095,00;-1,40
463;-2;Крыловский;456;Краснодарский край;3 585 588,00;3 631 376,00;-45 788,00;-1,26
464;4;Форус Банк;3457;Нижегородская обл.;3 584 560,00;3 515 064,00;69 496,00;1,98
465;2;Финансово-Промышленный Капитал;3295;Москва и обл.;3 517 510,00;3 531 879,00;-14 369,00;-0,41
466;6;Долинск;857;Сахалинская обл.;3 450 277,00;3 403 896,00;46 381,00;1,36
467;212;Вологдабанк;992;Вологодская обл.;3 400 537,00;1 266 967,00;2 133 570,00;168,40
468;-6;Алтайкапиталбанк;2659;Алтайский край;3 385 523,00;3 605 119,00;-219 596,00;-6,09
469;5;Торговый Городской Банк;3180;Тверская обл.;3 364 997,00;3 351 723,00;13 274,00;0,40
470;6;Универсальный Кредит;2903;Москва и обл.;3 336 575,00;3 328 848,00;7 727,00;0,23
471;0;Интерактивный Банк;3378;Москва и обл.;3 335 131,00;3 455 717,00;-120 586,00;-3,49
472;3;Кошелев-Банк;3300;Самарская обл.;3 330 304,00;3 346 940,00;-16 636,00;-0,50
473;5;Живаго Банк;2065;Рязанская обл.;3 325 392,00;3 307 653,00;17 739,00;0,54
474;33;Система;2846;Москва и обл.;3 287 016,00;2 822 377,00;464 639,00;16,46
475;4;Народный Доверительный Банк;2374;Москва и обл.;3 249 488,00;3 279 307,00;-29 819,00;-0,91
476;1;Профессионал Банк;2471;Москва и обл.;3 248 145,00;3 318 694,00;-70 549,00;-2,13
477;-14;Ваш Личный Банк;1222;Иркутская обл.;3 243 565,00;3 590 110,00;-346 545,00;-9,65
478;-8;Лайтбанк;3177;Москва и обл.;3 242 363,00;3 483 544,00;-241 181,00;-6,92
479;7;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 236 221,00;3 160 002,00;76 219,00;2,41
480;-7;Аксонбанк;680;Костромская обл.;3 187 210,00;3 367 617,00;-180 407,00;-5,36
481;-1;Океан Банк;1697;Москва и обл.;3 180 944,00;3 270 104,00;-89 160,00;-2,73
482;0;Уссури;596;Хабаровский край;3 164 479,00;3 234 394,00;-69 915,00;-2,16
483;2;Венец;524;Ульяновская обл.;3 144 002,00;3 169 552,00;-25 550,00;-0,81
484;30;Воронеж;654;Воронежская обл.;3 139 741,00;2 709 058,00;430 683,00;15,90
485;3;Владпромбанк;870;Владимирская обл.;3 139 244,00;3 133 280,00;5 964,00;0,19
486;7;Агророс;2860;Саратовская обл.;3 123 154,00;3 032 467,00;90 687,00;2,99
487;-3;РТС-Банк;3401;Самарская обл.;3 096 214,00;3 188 661,00;-92 447,00;-2,90
488;-1;Капитал;575;Москва и обл.;3 088 339,00;3 151 577,00;-63 238,00;-2,01
489;3;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;3 085 575,00;3 059 486,00;26 089,00;0,85
490;-25;Евроальянс;1781;Ивановская обл.;3 058 760,00;3 557 426,00;-498 666,00;-14,02
491;8;Вологжанин;1896;Вологодская обл.;3 011 543,00;2 975 619,00;35 924,00;1,21
492;-1;ЕвроАксис Банк;3273;Москва и обл.;3 006 892,00;3 062 160,00;-55 268,00;-1,80
493;-3;Гринфилдбанк;2711;Москва и обл.;3 004 045,00;3 062 871,00;-58 826,00;-1,92
494;-5;Донинвест;1617;Ростовская обл.;2 998 043,00;3 089 638,00;-91 595,00;-2,96
495;3;Преодоление;2649;Москва и обл.;2 990 341,00;2 982 450,00;7 891,00;0,26
496;1;Костромаселькомбанк;1115;Костромская обл.;2 963 228,00;2 987 821,00;-24 593,00;-0,82
497;-3;Уралпромбанк;2964;Челябинская обл.;2 955 283,00;3 015 286,00;-60 003,00;-1,99
498;5;НОКССбанк;3202;Волгоградская обл.;2 899 654,00;2 925 108,00;-25 454,00;-0,87
499;26;Банк РМП;2574;Москва и обл.;2 884 473,00;2 578 592,00;305 881,00;11,86
500;4;Енисей;474;Красноярский край;2 829 682,00;2 910 901,00;-81 219,00;-2,79
501;-6;Приоритет;3135;Самарская обл.;2 824 556,00;3 008 036,00;-183 480,00;-6,10
502;3;Гагаринский;606;Москва и обл.;2 798 590,00;2 890 679,00;-92 089,00;-3,19
503;-1;Росбизнесбанк;1405;Москва и обл.;2 798 333,00;2 925 986,00;-127 653,00;-4,36
504;-4;Апабанк;2404;Москва и обл.;2 766 776,00;2 935 114,00;-168 338,00;-5,74
505;-9;Новое Время;3492;Москва и обл.;2 748 253,00;2 989 584,00;-241 331,00;-8,07
506;28;Российская Финансовая Корпорация;3099;Москва и обл.;2 720 762,00;2 489 291,00;231 471,00;9,30
507;46;Резерв;2364;Челябинская обл.;2 714 677,00;2 340 139,00;374 538,00;16,00
508;3;Диг-Банк;2423;Северная Осетия — Алания;2 681 298,00;2 739 747,00;-58 449,00;-2,13
509;-1;Мегаполис;3265;Чувашия;2 678 148,00;2 820 376,00;-142 228,00;-5,04
510;-9;Бинбанк Сургут;1701;Тюменская обл.;2 671 181,00;2 931 818,00;-260 637,00;-8,89
511;7;Русский Национальный Банк;469;Ростовская обл.;2 627 513,00;2 656 940,00;-29 427,00;-1,11
512;0;Айви Банк;2055;Москва и обл.;2 622 915,00;2 721 958,00;-99 043,00;-3,64
513;2;ИСБ;3010;Москва и обл.;2 611 579,00;2 704 836,00;-93 257,00;-3,45
514;-4;ИпоТек Банк;2794;Москва и обл.;2 603 080,00;2 762 238,00;-159 158,00;-5,76
515;26;Кубанский Универсальный Банк;2898;Краснодарский край;2 589 221,00;2 452 385,00;136 836,00;5,58
516;24;МФБанк;3163;Москва и обл.;2 575 812,00;2 456 904,00;118 908,00;4,84
517;6;Крокус-Банк;2682;Москва и обл.;2 573 951,00;2 603 425,00;-29 474,00;-1,13
518;9;Братский АНКБ;1144;Иркутская обл.;2 570 293,00;2 538 957,00;31 336,00;1,23
519;-2;Первый Инвестиционный Банк;604;Москва и обл.;2 569 481,00;2 674 325,00;-104 844,00;-3,92
520;10;Радиотехбанк;1166;Нижегородская обл.;2 559 963,00;2 523 164,00;36 799,00;1,46
521;7;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 558 418,00;2 537 702,00;20 716,00;0,82
522;2;Унифондбанк;3416;Москва и обл.;2 556 575,00;2 587 062,00;-30 487,00;-1,18
523;13;Газтрансбанк;665;Адыгея;2 538 448,00;2 480 589,00;57 859,00;2,33
524;11;Финтрастбанк;3104;Москва и обл.;2 538 108,00;2 488 600,00;49 508,00;1,99
