Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2013, тыс. рублей;Апрель, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-5;РусЮгбанк;2093;Волгоградская обл.;10 307 169,00;10 567 544,00;-260 375,00;-2,46
261;-34;Экопромбанк;2011;Пермская обл.;10 275 932,00;13 077 247,00;-2 801 315,00;-21,42
262;2;Банк Оренбург;3269;Оренбургская обл.;10 217 000,00;10 190 669,00;26 331,00;0,26
263;270;Расчетная Палата РТС;3335;Москва и обл.;10 206 529,00;2 401 981,00;7 804 548,00;324,92
264;-10;Мир Бизнес Банк;3396;Москва и обл.;10 126 615,00;10 577 680,00;-451 065,00;-4,26
265;7;Гарант-Инвест;2576;Москва и обл.;10 075 038,00;9 882 912,00;192 126,00;1,94
266;-20;Адмиралтейский;3054;Москва и обл.;10 063 751,00;11 201 202,00;-1 137 451,00;-10,15
267;-9;Международный Акционерный Банк;1987;Москва и обл.;9 993 691,00;10 373 793,00;-380 102,00;-3,66
268;9;Монолит;1967;Москва и обл.;9 971 287,00;9 516 398,00;454 889,00;4,78
269;5;Унифин;2654;Москва и обл.;9 836 337,00;9 827 321,00;9 016,00;0,09
270;24;Банк Торгового Финансирования;1982;Москва и обл.;9 786 510,00;8 511 174,00;1 275 336,00;14,98
271;2;НОМОС-Банк-Сибирь;410;Новосибирская обл.;9 730 277,00;9 880 532,00;-150 255,00;-1,52
272;4;Русский Земельный Банк;2810;Москва и обл.;9 666 355,00;9 516 479,00;149 876,00;1,57
273;2;Промсбербанк;1043;Москва и обл.;9 555 370,00;9 753 045,00;-197 675,00;-2,03
274;34;Объединенный Капитал;2611;Санкт-Петербург и обл.;9 525 702,00;7 794 138,00;1 731 564,00;22,22
275;3;Генбанк;2490;Москва и обл.;9 455 385,00;9 451 757,00;3 628,00;0,04
276;4;Первый Экспресс;3237;Тульская обл.;9 450 722,00;9 237 768,00;212 954,00;2,31
277;-8;Нефтяной Альянс;2859;Москва и обл.;9 416 070,00;9 968 482,00;-552 412,00;-5,54
278;18;Данске Банк;3307;Санкт-Петербург и обл.;9 379 366,00;8 485 023,00;894 343,00;10,54
279;3;Клиентский;2324;Москва и обл.;9 199 775,00;8 988 940,00;210 835,00;2,35
280;9;Тусар;2712;Москва и обл.;9 188 308,00;8 686 364,00;501 944,00;5,78
281;-30;Руснарбанк;3403;Москва и обл.;9 180 601,00;10 908 514,00;-1 727 913,00;-15,84
282;-3;Хованский;2145;Москва и обл.;9 163 760,00;9 276 746,00;-112 986,00;-1,22
283;-15;Эс-Би-Ай Банк;3185;Москва и обл.;9 129 260,00;10 049 003,00;-919 743,00;-9,15
284;7;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;9 110 308,00;8 655 018,00;455 290,00;5,26
285;-4;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;9 099 325,00;9 230 191,00;-130 866,00;-1,42
286;21;ПИР Банк;2655;Москва и обл.;8 889 718,00;7 808 219,00;1 081 499,00;13,85
287;3;Белгородсоцбанк;760;Белгородская обл.;8 808 890,00;8 679 073,00;129 817,00;1,50
288;-4;Евромет;2902;Москва и обл.;8 802 891,00;8 922 782,00;-119 891,00;-1,34
289;25;Русьуниверсалбанк;3293;Москва и обл.;8 732 112,00;7 469 415,00;1 262 697,00;16,90
290;-7;СЭБ Банк;3235;Санкт-Петербург и обл.;8 623 914,00;8 971 990,00;-348 076,00;-3,88
291;10;НИКО-Банк;702;Оренбургская обл.;8 548 620,00;8 234 626,00;313 994,00;3,81
292;3;Волго-Камский Банк;282;Самарская обл.;8 515 045,00;8 493 744,00;21 301,00;0,25
293;-8;Уралкапиталбанк;2519;Башкортостан;8 513 522,00;8 890 821,00;-377 299,00;-4,24
294;5;КС Банк;1752;Мордовия;8 481 551,00;8 400 250,00;81 301,00;0,97
295;-2;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;8 466 713,00;8 585 385,00;-118 672,00;-1,38
296;6;Солид Банк;1329;Камчатская обл.;8 460 144,00;8 163 379,00;296 765,00;3,64
297;-5;ОПМ-Банк;2734;Москва и обл.;8 398 428,00;8 638 943,00;-240 515,00;-2,78
298;5;Дил-Банк;3384;Москва и обл.;8 357 061,00;8 134 458,00;222 603,00;2,74
299;5;Кредит-Москва;5;Москва и обл.;8 356 229,00;8 097 830,00;258 399,00;3,19
300;-14;Вега-Банк;3270;Москва и обл.;8 324 761,00;8 728 705,00;-403 944,00;-4,63
301;-35;Бэнк оф Чайна;2309;Москва и обл.;8 211 772,00;10 119 375,00;-1 907 603,00;-18,85
302;-15;Финам Банк;2799;Москва и обл.;8 204 800,00;8 709 586,00;-504 786,00;-5,80
303;6;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;8 147 205,00;7 701 184,00;446 021,00;5,79
304;-6;Роспромбанк;3204;Москва и обл.;8 091 762,00;8 407 349,00;-315 587,00;-3,75
305;-17;Автоторгбанк;2776;Москва и обл.;8 051 590,00;8 697 131,00;-645 541,00;-7,42
306;-36;Темпбанк;55;Москва и обл.;8 029 419,00;9 908 973,00;-1 879 554,00;-18,97
307;6;Волга-Кредит;1153;Самарская обл.;8 016 826,00;7 577 093,00;439 733,00;5,80
308;33;Киви Банк;2241;Москва и обл.;7 966 028,00;6 241 823,00;1 724 205,00;27,62
309;-12;Экспресс-Кредит;210;Москва и обл.;7 964 363,00;8 460 582,00;-496 219,00;-5,87
310;-4;Финансовый Стандарт;1053;Москва и обл.;7 948 133,00;7 917 649,00;30 484,00;0,39
311;-1;Агросоюз;1459;Москва и обл.;7 905 605,00;7 608 324,00;297 281,00;3,91
312;5;Ишбанк;2867;Москва и обл.;7 862 935,00;7 362 936,00;499 999,00;6,79
313;-8;Банк Жилищного Финансирования;3138;Москва и обл.;7 812 423,00;7 931 087,00;-118 664,00;-1,50
314;8;Анталбанк;3115;Москва и обл.;7 778 397,00;7 123 402,00;654 995,00;9,19
315;5;ЕвроситиБанк;1869;Ставропольский край;7 681 590,00;7 196 534,00;485 056,00;6,74
316;-4;Снежинский;1376;Челябинская обл.;7 574 630,00;7 577 720,00;-3 090,00;-0,04
317;6;Промтрансбанк;2638;Башкортостан;7 418 247,00;6 996 941,00;421 306,00;6,02
318;-3;Башинвестбанк;2189;Башкортостан;7 332 402,00;7 452 404,00;-120 002,00;-1,61
319;-1;РАМ Банк;3480;Москва и обл.;7 324 630,00;7 341 067,00;-16 437,00;-0,22
320;-9;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 302 166,00;7 596 652,00;-294 486,00;-3,88
321;-2;Северо-Восточный Альянс;2768;Москва и обл.;7 246 906,00;7 329 513,00;-82 607,00;-1,13
322;-1;Ренессанс;1939;Москва и обл.;7 033 150,00;7 192 656,00;-159 506,00;-2,22
323;28;Татсоцбанк;480;Татарстан;7 029 623,00;5 979 541,00;1 050 082,00;17,56
324;6;Автоградбанк;1455;Татарстан;6 929 897,00;6 719 713,00;210 184,00;3,13
325;0;Рускобанк;138;Санкт-Петербург и обл.;6 900 996,00;6 969 473,00;-68 477,00;-0,98
326;-10;АФ Банк;991;Башкортостан;6 855 391,00;7 367 162,00;-511 771,00;-6,95
327;-3;Датабанк;646;Удмуртия;6 812 639,00;6 973 074,00;-160 435,00;-2,30
328;6;Альба Альянс;2593;Москва и обл.;6 756 847,00;6 572 200,00;184 647,00;2,81
329;-2;Международный Коммерческий Банк;2524;Москва и обл.;6 739 722,00;6 910 848,00;-171 126,00;-2,48
330;5;Софрино;2972;Москва и обл.;6 679 816,00;6 510 930,00;168 886,00;2,59
331;-31;Славия;2664;Москва и обл.;6 661 750,00;8 293 888,00;-1 632 138,00;-19,68
332;35;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;6 625 738,00;5 463 002,00;1 162 736,00;21,28
333;12;Нижневолжский Коммерческий Банк;931;Саратовская обл.;6 592 321,00;6 155 787,00;436 534,00;7,09
334;6;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 570 769,00;6 266 637,00;304 132,00;4,85
335;-2;Томскпромстройбанк;1720;Томская обл.;6 560 787,00;6 621 557,00;-60 770,00;-0,92
336;0;Банк Инноваций и Развития;2647;Москва и обл.;6 528 403,00;6 469 064,00;59 339,00;0,92
337;6;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 474 498,00;6 197 221,00;277 277,00;4,47
338;-12;Бенифит-Банк;3229;Москва и обл.;6 454 305,00;6 956 637,00;-502 332,00;-7,22
339;9;Волжский Социальный Банк;2428;Самарская обл.;6 427 970,00;6 132 138,00;295 832,00;4,82
340;-11;Замоскворецкий;1640;Москва и обл.;6 401 395,00;6 797 674,00;-396 279,00;-5,83
341;40;Платина;2347;Москва и обл.;6 397 976,00;5 281 643,00;1 116 333,00;21,14
342;87;Почта Банк;650;Москва и обл.;6 322 695,00;4 051 896,00;2 270 799,00;56,04
343;17;Руссобанк;2313;Москва и обл.;6 319 182,00;5 679 038,00;640 144,00;11,27
344;6;Ассоциация;732;Нижегородская обл.;6 316 746,00;6 062 457,00;254 289,00;4,19
345;-6;Русь;704;Оренбургская обл.;6 315 049,00;6 282 277,00;32 772,00;0,52
346;12;Московский Нефтехимический Банк;1411;Москва и обл.;6 312 377,00;5 739 908,00;572 469,00;9,97
347;-19;Экономикс-Банк;2136;Москва и обл.;6 254 933,00;6 859 645,00;-604 712,00;-8,82
348;11;Развитие;2729;Карачаево-Черкесия;6 201 967,00;5 716 943,00;485 024,00;8,48
349;-2;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 173 314,00;6 133 064,00;40 250,00;0,66
350;55;Ури Банк;3479;Москва и обл.;6 150 852,00;4 743 375,00;1 407 477,00;29,67
351;-5;Бинбанк Тверь;777;Тверская обл.;6 146 849,00;6 149 779,00;-2 930,00;-0,05
352;-15;Славянский Кредит;2960;Москва и обл.;6 141 155,00;6 402 460,00;-261 305,00;-4,08
353;-15;Ставропольпромстройбанк;1288;Ставропольский край;6 090 874,00;6 374 093,00;-283 219,00;-4,44
354;17;ФДБ;3071;Москва и обл.;6 086 504,00;5 439 254,00;647 250,00;11,90
355;-24;Новый Московский Банк;2932;Москва и обл.;6 062 435,00;6 656 214,00;-593 779,00;-8,92
356;82;Объединенная Расчетная Система;3342;Москва и обл.;6 047 051,00;3 890 406,00;2 156 645,00;55,43
357;16;Трансстройбанк;2807;Москва и обл.;6 045 701,00;5 374 745,00;670 956,00;12,48
358;-16;Банк Казани;708;Татарстан;6 040 368,00;6 203 251,00;-162 883,00;-2,63
359;-4;Эксперт Банк;2949;Омская обл.;5 969 739,00;5 837 711,00;132 028,00;2,26
360;-6;Белгородпромстройбанк;1816;Белгородская обл.;5 959 989,00;5 843 770,00;116 219,00;1,99
361;-8;Юг-Инвестбанк;2772;Краснодарский край;5 941 203,00;5 922 833,00;18 370,00;0,31
362;-18;Национальный Залоговый Банк;2944;Москва и обл.;5 939 457,00;6 188 337,00;-248 880,00;-4,02
363;-1;Вокбанк;312;Нижегородская обл.;5 860 652,00;5 657 744,00;202 908,00;3,59
364;6;Русский Торговый Банк;2842;Москва и обл.;5 765 704,00;5 448 056,00;317 648,00;5,83
365;-13;Региональный Банк Развития;2782;Башкортостан;5 752 969,00;5 969 863,00;-216 894,00;-3,63
366;-3;Банк на Красных Воротах;2472;Москва и обл.;5 726 122,00;5 596 605,00;129 517,00;2,31
367;-11;Спецсетьстройбанк;3062;Москва и обл.;5 699 885,00;5 830 971,00;-131 086,00;-2,25
368;7;Банк Развития Региона;3315;Северная Осетия — Алания;5 654 805,00;5 346 744,00;308 061,00;5,76
369;-20;Бинбанк Мурманск;1276;Мурманская обл.;5 652 399,00;6 092 117,00;-439 718,00;-7,22
370;-38;РЕСО Кредит;3450;Москва и обл.;5 651 185,00;6 654 633,00;-1 003 448,00;-15,08
371;-14;Банк БФТ;2273;Москва и обл.;5 604 625,00;5 778 382,00;-173 757,00;-3,01
372;-3;Новопокровский;467;Краснодарский край;5 480 558,00;5 450 710,00;29 848,00;0,55
373;3;Азия-Инвест Банк;3303;Москва и обл.;5 457 626,00;5 333 928,00;123 698,00;2,32
374;-9;Дагэнергобанк;3286;Дагестан;5 432 423,00;5 492 719,00;-60 296,00;-1,10
375;-3;Навигатор;2469;Москва и обл.;5 380 020,00;5 399 380,00;-19 360,00;-0,36
376;-15;Сибнефтебанк;385;Тюменская обл.;5 364 730,00;5 668 040,00;-303 310,00;-5,35
377;1;Мой Банк. Ипотека;2436;Башкортостан;5 351 985,00;5 302 509,00;49 476,00;0,93
378;5;Еврокоммерц;1777;Москва и обл.;5 342 191,00;5 207 113,00;135 078,00;2,59
379;3;Камский Коммерческий Банк;438;Татарстан;5 331 907,00;5 246 800,00;85 107,00;1,62
380;-1;Актив Банк;2529;Мордовия;5 272 262,00;5 293 073,00;-20 811,00;-0,39
381;-4;Чувашкредитпромбанк;1280;Чувашия;5 258 436,00;5 320 490,00;-62 054,00;-1,17
382;7;Банк Развития Технологий;3441;Москва и обл.;5 252 933,00;5 076 415,00;176 518,00;3,48
383;-17;Северный Народный Банк;2721;Коми;5 252 249,00;5 477 868,00;-225 619,00;-4,12
384;-16;Нэклис-Банк;1671;Москва и обл.;5 251 643,00;5 451 502,00;-199 859,00;-3,67
385;3;Голдман Сакс Банк;3490;Москва и обл.;5 222 053,00;5 105 611,00;116 442,00;2,28
386;-6;Сибсоцбанк;2015;Алтайский край;5 208 442,00;5 288 573,00;-80 131,00;-1,52
387;-1;Анкор Банк;889;Татарстан;5 206 574,00;5 147 003,00;59 571,00;1,16
388;-1;Зернобанк;2337;Алтайский край;5 170 395,00;5 136 049,00;34 346,00;0,67
389;9;Горбанк;2982;Санкт-Петербург и обл.;5 152 276,00;4 815 233,00;337 043,00;7,00
390;-16;Бланк Банк;2368;Москва и обл.;5 112 623,00;5 365 620,00;-252 997,00;-4,72
391;4;Объединенный Кредитный Банк;1118;Владимирская обл.;5 099 746,00;4 867 531,00;232 215,00;4,77
392;-8;Век;2299;Москва и обл.;5 099 587,00;5 198 878,00;-99 291,00;-1,91
393;-2;Джей энд Ти Банк;3061;Москва и обл.;5 062 992,00;5 001 470,00;61 522,00;1,23
394;8;Юникорбанк;2586;Москва и обл.;4 988 629,00;4 774 652,00;213 977,00;4,48
395;-5;Нефтепромбанк;2156;Москва и обл.;4 960 293,00;5 009 710,00;-49 417,00;-0,99
396;-2;Кранбанк;2271;Ивановская обл.;4 956 156,00;4 871 855,00;84 301,00;1,73
397;-12;Инвестиционный Союз;637;Москва и обл.;4 934 171,00;5 166 148,00;-231 977,00;-4,49
398;-173;Ю Би Эс Банк;3463;Москва и обл.;4 932 650,00;13 272 903,00;-8 340 253,00;-62,84
399;2;Бинбанк Смоленск;1957;Смоленская обл.;4 904 189,00;4 803 320,00;100 869,00;2,10
400;-1;Таатта;1249;Саха (Якутия);4 903 731,00;4 815 079,00;88 652,00;1,84
401;6;Эл Банк;1025;Самарская обл.;4 901 076,00;4 665 330,00;235 746,00;5,05
402;-10;Банк БКФ;2684;Москва и обл.;4 862 801,00;4 976 215,00;-113 414,00;-2,28
403;6;Межтрастбанк;2493;Москва и обл.;4 826 948,00;4 610 306,00;216 642,00;4,70
404;-8;2Т Банк;625;Москва и обл.;4 796 454,00;4 856 764,00;-60 310,00;-1,24
405;17;Кузнецкий Мост;2254;Москва и обл.;4 792 765,00;4 269 163,00;523 602,00;12,26
406;-42;Профит Банк;3234;Москва и обл.;4 778 447,00;5 531 754,00;-753 307,00;-13,62
407;5;Северный Кредит;2398;Вологодская обл.;4 767 983,00;4 512 239,00;255 744,00;5,67
408;-4;Банкхаус Эрбе;1717;Москва и обл.;4 707 019,00;4 753 159,00;-46 140,00;-0,97
409;-6;Банк Кремлевский;2905;Москва и обл.;4 673 788,00;4 756 421,00;-82 633,00;-1,74
410;11;Проминвестбанк;2433;Москва и обл.;4 660 652,00;4 313 094,00;347 558,00;8,06
411;-5;Лесбанк;1598;Москва и обл.;4 659 397,00;4 716 512,00;-57 115,00;-1,21
412;-4;Риабанк;3434;Москва и обл.;4 641 188,00;4 652 091,00;-10 903,00;-0,23
413;-3;Реалист Банк;1067;Иркутская обл.;4 629 669,00;4 589 980,00;39 689,00;0,86
414;1;Газстройбанк;2919;Москва и обл.;4 622 251,00;4 434 057,00;188 194,00;4,24
415;9;Зенит Сочи;232;Краснодарский край;4 593 976,00;4 207 802,00;386 174,00;9,18
416;-23;Банк Заречье;817;Татарстан;4 561 629,00;4 966 294,00;-404 665,00;-8,15
417;-6;ВостСибтранскомбанк;2731;Иркутская обл.;4 557 607,00;4 541 759,00;15 848,00;0,35
418;-18;Торгово-Строительный Банк;1250;Москва и обл.;4 551 089,00;4 811 803,00;-260 714,00;-5,42
419;-22;Промэнергобанк;2728;Вологодская обл.;4 512 047,00;4 821 675,00;-309 628,00;-6,42
420;-6;Хакасский Муниципальный Банк;1049;Хакасия;4 492 148,00;4 458 038,00;34 110,00;0,77
421;-8;Стратегия;2801;Москва и обл.;4 375 990,00;4 458 309,00;-82 319,00;-1,85
422;5;Нейва;1293;Свердловская обл.;4 311 346,00;4 082 812,00;228 534,00;5,60
423;19;Мастер-Капитал;3011;Москва и обл.;4 302 838,00;3 832 288,00;470 550,00;12,28
424;-1;Донкомбанк;492;Ростовская обл.;4 280 846,00;4 223 231,00;57 615,00;1,36
425;-5;Ермак;1809;Тюменская обл.;4 236 864,00;4 343 493,00;-106 629,00;-2,45
426;0;Мосуралбанк;2468;Москва и обл.;4 199 263,00;4 085 934,00;113 329,00;2,77
427;12;Аскольд;2480;Смоленская обл.;4 175 689,00;3 884 500,00;291 189,00;7,50
428;9;Кроссинвестбанк;2849;Москва и обл.;4 155 557,00;3 920 918,00;234 639,00;5,98
429;-13;Экси-Банк;2530;Санкт-Петербург и обл.;4 144 820,00;4 429 361,00;-284 541,00;-6,42
430;31;Камчаткомагропромбанк;545;Камчатская обл.;4 140 195,00;3 410 977,00;729 218,00;21,38
431;-14;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 126 484,00;4 383 974,00;-257 490,00;-5,87
432;33;Богородский Муниципальный Банк;2992;Москва и обл.;4 101 980,00;3 383 070,00;718 910,00;21,25
433;-14;Банк Раунд;2506;Москва и обл.;4 035 253,00;4 355 527,00;-320 274,00;-7,35
434;-1;Банк ИТБ;3128;Москва и обл.;4 032 213,00;3 964 536,00;67 677,00;1,71
435;10;Енисейский Объединенный Банк;2645;Красноярский край;4 012 258,00;3 802 830,00;209 428,00;5,51
436;45;Компания Розничного Кредитования;3385;Москва и обл.;4 006 282,00;3 106 291,00;899 991,00;28,97
437;-19;Церих;3278;Орловская обл.;3 999 944,00;4 376 784,00;-376 840,00;-8,61
438;-2;Стройлесбанк;2995;Тюменская обл.;3 975 462,00;3 951 871,00;23 591,00;0,60
439;7;Межрегиональный промышленно-строительный банк;752;Мордовия;3 966 079,00;3 761 986,00;204 093,00;5,43
440;-12;Новобанк;1352;Новгородская обл.;3 952 410,00;4 075 552,00;-123 142,00;-3,02
441;-1;Донинвест;1617;Ростовская обл.;3 934 997,00;3 859 378,00;75 619,00;1,96
442;1;Кузнецкий;609;Пензенская обл.;3 906 551,00;3 818 759,00;87 792,00;2,30
443;1;Консервативный Коммерческий Банк;1087;Астраханская обл.;3 878 909,00;3 808 035,00;70 874,00;1,86
444;-9;Промрегионбанк;2123;Томская обл.;3 877 045,00;3 952 401,00;-75 356,00;-1,91
445;18;Смартбанк;3408;Москва и обл.;3 764 966,00;3 391 024,00;373 942,00;11,03
446;2;Тюменьагропромбанк;917;Тюменская обл.;3 743 491,00;3 684 075,00;59 416,00;1,61
447;2;Приоритет;3135;Самарская обл.;3 732 721,00;3 649 647,00;83 074,00;2,28
448;-1;Земский Банк;2900;Самарская обл.;3 724 133,00;3 727 058,00;-2 925,00;-0,08
449;2;Эргобанк;2856;Москва и обл.;3 707 177,00;3 642 149,00;65 028,00;1,79
450;0;Сберинвестбанк;1743;Свердловская обл.;3 693 167,00;3 643 482,00;49 685,00;1,36
451;-17;Оргбанк;3312;Москва и обл.;3 682 138,00;3 960 804,00;-278 666,00;-7,04
452;2;Роял Кредит Банк;783;Хабаровский край;3 668 727,00;3 563 923,00;104 804,00;2,94
453;-22;Витабанк;356;Санкт-Петербург и обл.;3 654 206,00;4 021 835,00;-367 629,00;-9,14
454;85;Новокиб;1747;Кемеровская обл.;3 654 018,00;2 358 095,00;1 295 923,00;54,96
455;-3;Универсальный Кредит;2903;Москва и обл.;3 623 909,00;3 596 375,00;27 534,00;0,77
456;-15;Москва-Сити;3247;Москва и обл.;3 608 957,00;3 847 652,00;-238 695,00;-6,20
457;0;ИТ Банк;2609;Омская обл.;3 566 520,00;3 514 884,00;51 636,00;1,47
458;-33;Русский Трастовый Банк;1139;Москва и обл.;3 562 675,00;4 092 553,00;-529 878,00;-12,95
459;-29;Невский Банк;1068;Санкт-Петербург и обл.;3 553 231,00;4 044 995,00;-491 764,00;-12,16
460;-2;Союзный;3236;Москва и обл.;3 522 527,00;3 488 458,00;34 069,00;0,98
461;-6;Мираф-Банк;2244;Омская обл.;3 511 335,00;3 531 220,00;-19 885,00;-0,56
462;22;Лайтбанк;3177;Москва и обл.;3 489 653,00;3 012 644,00;477 009,00;15,83
463;6;Профессионал Банк;3296;Москва и обл.;3 484 100,00;3 305 687,00;178 413,00;5,40
464;-5;Форус Банк;3457;Нижегородская обл.;3 440 841,00;3 446 693,00;-5 852,00;-0,17
465;-5;Милбанк;3256;Москва и обл.;3 427 232,00;3 417 197,00;10 035,00;0,29
466;12;Интерактивный Банк;3378;Москва и обл.;3 400 879,00;3 134 586,00;266 293,00;8,50
467;-14;УМ-Банк;1441;Свердловская обл.;3 389 428,00;3 588 600,00;-199 172,00;-5,55
468;-2;Синко-Банк;2838;Москва и обл.;3 346 739,00;3 361 989,00;-15 250,00;-0,45
469;-37;Финансовый Капитал;3288;Санкт-Петербург и обл.;3 333 116,00;4 017 810,00;-684 694,00;-17,04
470;-2;Алтайкапиталбанк;2659;Алтайский край;3 329 104,00;3 313 673,00;15 431,00;0,47
471;2;Живаго Банк;2065;Рязанская обл.;3 321 416,00;3 200 342,00;121 074,00;3,78
472;21;Крыловский;456;Краснодарский край;3 288 561,00;2 911 121,00;377 440,00;12,97
473;19;ЕвроАксис Банк;3273;Москва и обл.;3 226 866,00;2 923 398,00;303 468,00;10,38
474;-3;Уссури;596;Хабаровский край;3 222 089,00;3 295 161,00;-73 072,00;-2,22
475;109;Тендер-Банк;2252;Москва и обл.;3 221 553,00;2 030 482,00;1 191 071,00;58,66
476;3;Аксонбанк;680;Костромская обл.;3 205 236,00;3 116 829,00;88 407,00;2,84
477;-7;Еврокредит;2957;Москва и обл.;3 197 374,00;3 301 531,00;-104 157,00;-3,15
478;-2;Венец;524;Ульяновская обл.;3 190 437,00;3 155 540,00;34 897,00;1,11
479;3;РБА;3413;Ярославская обл.;3 169 545,00;3 075 022,00;94 523,00;3,07
480;-16;Евроальянс;1781;Ивановская обл.;3 138 825,00;3 389 386,00;-250 561,00;-7,39
481;-4;Уралпромбанк;2964;Челябинская обл.;3 136 132,00;3 148 494,00;-12 362,00;-0,39
482;-15;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 116 373,00;3 318 102,00;-201 729,00;-6,08
483;-8;Океан Банк;1697;Москва и обл.;3 050 051,00;3 166 293,00;-116 242,00;-3,67
484;-4;Банк Экономический Союз;2798;Москва и обл.;3 042 739,00;3 111 547,00;-68 808,00;-2,21
485;-2;Бинбанк Сургут;1701;Тюменская обл.;3 041 793,00;3 040 688,00;1 105,00;0,04
486;0;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 040 868,00;2 978 835,00;62 033,00;2,08
487;8;Европейский Индустриальный Банк;2503;Москва и обл.;3 015 363,00;2 900 971,00;114 392,00;3,94
488;2;Тройка-Д Банк;3431;Москва и обл.;3 003 835,00;2 933 658,00;70 177,00;2,39
489;22;Витязь;2890;Москва и обл.;2 992 661,00;2 678 218,00;314 443,00;11,74
490;-5;Росбизнесбанк;1405;Москва и обл.;2 975 864,00;2 995 837,00;-19 973,00;-0,67
491;-3;Совинком;2302;Москва и обл.;2 972 569,00;2 951 037,00;21 532,00;0,73
492;6;Коммерческий Индо Банк;3446;Москва и обл.;2 929 931,00;2 872 636,00;57 295,00;1,99
493;1;Тульский Промышленник;2382;Тульская обл.;2 887 579,00;2 904 356,00;-16 777,00;-0,58
494;3;Долинск;857;Сахалинская обл.;2 851 549,00;2 884 791,00;-33 242,00;-1,15
495;5;НОКССбанк;3202;Волгоградская обл.;2 849 759,00;2 826 398,00;23 361,00;0,83
496;5;Енисей;474;Красноярский край;2 834 811,00;2 813 728,00;21 083,00;0,75
497;19;Верхневолжский;1084;Ярославская обл.;2 790 165,00;2 586 942,00;203 223,00;7,86
498;-11;Гринфилдбанк;2711;Москва и обл.;2 774 896,00;2 969 766,00;-194 870,00;-6,56
499;0;Вкабанк;1027;Астраханская обл.;2 772 044,00;2 863 346,00;-91 302,00;-3,19
500;-26;Финансово-Промышленный Капитал;3295;Москва и обл.;2 749 356,00;3 171 060,00;-421 704,00;-13,30
501;6;Ураллига;1626;Челябинская обл.;2 747 497,00;2 720 138,00;27 359,00;1,01
502;6;Диг-Банк;2423;Северная Осетия — Алания;2 741 333,00;2 717 931,00;23 402,00;0,86
503;3;Московский Коммерческий Банк;3172;Москва и обл.;2 740 905,00;2 737 487,00;3 418,00;0,12
504;-13;Региональный Кредитный Банк;1608;Калининградская обл.;2 732 442,00;2 930 620,00;-198 178,00;-6,76
505;-3;Профессионал Банк;2471;Москва и обл.;2 728 288,00;2 802 948,00;-74 660,00;-2,66
506;-1;Вологжанин;1896;Вологодская обл.;2 716 545,00;2 739 960,00;-23 415,00;-0,85
507;-3;Преодоление;2649;Москва и обл.;2 707 431,00;2 774 534,00;-67 103,00;-2,42
508;5;Резерв;2364;Челябинская обл.;2 675 085,00;2 639 342,00;35 743,00;1,35
509;26;ИСБ;3010;Москва и обл.;2 651 953,00;2 385 633,00;266 320,00;11,16
510;-1;Агророс;2860;Саратовская обл.;2 611 954,00;2 708 627,00;-96 673,00;-3,57
511;-39;Интеркредит;3047;Москва и обл.;2 608 371,00;3 222 656,00;-614 285,00;-19,06
512;14;Интеркапитал-Банк;2706;Мордовия;2 590 192,00;2 481 085,00;109 107,00;4,40
513;6;Владпромбанк;870;Владимирская обл.;2 585 996,00;2 523 359,00;62 637,00;2,48
514;1;Костромаселькомбанк;1115;Костромская обл.;2 585 083,00;2 593 772,00;-8 689,00;-0,33
515;39;Финтрастбанк;3104;Москва и обл.;2 581 498,00;2 249 191,00;332 307,00;14,77
516;-54;Система;2846;Москва и обл.;2 574 918,00;3 392 359,00;-817 441,00;-24,10
517;14;Ваш Личный Банк;1222;Иркутская обл.;2 561 586,00;2 405 535,00;156 051,00;6,49
518;4;Идея Банк;430;Краснодарский край;2 557 488,00;2 502 496,00;54 992,00;2,20
519;1;Национальный Банк Сбережений;1949;Ивановская обл.;2 555 325,00;2 513 197,00;42 128,00;1,68
520;26;Инвестиционный Республиканский Банк;2571;Москва и обл.;2 553 687,00;2 309 184,00;244 503,00;10,59
521;28;Зираат Банк;2559;Москва и обл.;2 548 056,00;2 273 575,00;274 481,00;12,07
522;3;Крокус-Банк;2682;Москва и обл.;2 540 793,00;2 484 336,00;56 457,00;2,27
523;-11;Инкаробанк;2696;Москва и обл.;2 536 332,00;2 677 215,00;-140 883,00;-5,26
524;-14;Сиббизнесбанк;2539;Тюменская обл.;2 535 069,00;2 695 403,00;-160 334,00;-5,95
