Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2012, тыс. рублей;Январь, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
23;0;Ханты-Мансийский банк Открытие;1971;Тюменская обл.;223 235 844,00;223 246 898,00;-11 054,00;-0,00
24;-2;Связь-Банк;1470;Москва и обл.;222 018 728,00;227 180 067,00;-5 161 339,00;-2,27
25;-1;Банк Зенит;3255;Москва и обл.;214 285 959,00;217 670 755,00;-3 384 796,00;-1,56
26;2;ИНГ Банк;2495;Москва и обл.;198 214 074,00;189 154 552,00;9 059 522,00;4,79
27;0;Русский Стандарт;2289;Москва и обл.;198 191 788,00;193 083 078,00;5 108 710,00;2,65
28;2;Глобэкс;1942;Москва и обл.;193 178 215,00;172 604 964,00;20 573 251,00;11,92
29;-3;Возрождение;1439;Москва и обл.;189 329 460,00;193 406 116,00;-4 076 656,00;-2,11
30;-1;Траст;3279;Москва и обл.;173 544 386,00;181 765 254,00;-8 220 868,00;-4,52
31;1;Хоум Кредит Банк;316;Москва и обл.;170 015 771,00;164 641 833,00;5 373 938,00;3,26
32;-1;Банк «Открытие»;2179;Москва и обл.;159 816 100,00;171 936 436,00;-12 120 336,00;-7,05
33;1;Восточный Банк;1460;Амурская обл.;142 755 515,00;143 248 587,00;-493 072,00;-0,34
34;-1;МТС Банк;2268;Москва и обл.;137 206 233,00;147 681 560,00;-10 475 327,00;-7,09
35;0;Московский Индустриальный Банк;912;Москва и обл.;135 966 403,00;138 862 181,00;-2 895 778,00;-2,09
36;1;Бинбанк;323;Москва и обл.;126 093 776,00;129 856 487,00;-3 762 711,00;-2,90
37;1;ОТП Банк;2766;Москва и обл.;123 280 546,00;126 010 660,00;-2 730 114,00;-2,17
38;1;Абсолют Банк;2306;Москва и обл.;113 574 856,00;120 953 452,00;-7 378 596,00;-6,10
39;5;Национальный Расчетный Депозитарий;3294;Москва и обл.;111 780 598,00;106 767 220,00;5 013 378,00;4,70
40;-4;Национальный Клиринговый Центр;3466;Москва и обл.;111 005 189,00;130 518 058,00;-19 512 869,00;-14,95
41;-1;СКБ-Банк;705;Свердловская обл.;108 611 948,00;115 536 742,00;-6 924 794,00;-5,99
42;1;Русфинанс Банк;1792;Самарская обл.;107 846 546,00;106 783 650,00;1 062 896,00;1,00
43;3;МСП Банк;3340;Москва и обл.;106 017 906,00;102 490 168,00;3 527 738,00;3,44
44;-3;Транскапиталбанк;2210;Москва и обл.;105 869 090,00;108 801 065,00;-2 931 975,00;-2,69
45;0;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;105 445 968,00;102 833 833,00;2 612 135,00;2,54
46;-4;СМП Банк;3368;Москва и обл.;103 243 731,00;106 952 421,00;-3 708 690,00;-3,47
47;1;БНП Париба Банк;3407;Москва и обл.;98 576 538,00;101 447 382,00;-2 870 844,00;-2,83
48;5;Пробизнесбанк;2412;Москва и обл.;98 277 435,00;95 179 572,00;3 097 863,00;3,25
49;0;Кредит Европа Банк;3311;Москва и обл.;97 549 091,00;101 170 386,00;-3 621 295,00;-3,58
50;0;РГС Банк;3073;Москва и обл.;97 476 177,00;98 150 815,00;-674 638,00;-0,69
51;-4;Новикомбанк;2546;Москва и обл.;96 779 749,00;102 329 377,00;-5 549 628,00;-5,42
52;0;Инвестторгбанк;2763;Москва и обл.;94 789 069,00;95 596 617,00;-807 548,00;-0,84
53;1;РосЕвроБанк;3137;Москва и обл.;89 278 176,00;94 522 593,00;-5 244 417,00;-5,55
54;3;Внешпромбанк;3261;Москва и обл.;88 494 791,00;89 851 736,00;-1 356 945,00;-1,51
55;6;Татфондбанк;3058;Татарстан;87 034 547,00;82 659 350,00;4 375 197,00;5,29
56;-1;Банк Интеза;2216;Москва и обл.;86 901 147,00;93 076 210,00;-6 175 063,00;-6,63
57;-6;Дойче Банк;3328;Москва и обл.;85 201 101,00;97 682 745,00;-12 481 644,00;-12,78
58;-2;Юниаструм Банк;2771;Москва и обл.;84 949 978,00;90 804 451,00;-5 854 473,00;-6,45
59;1;Балтийский Банк;128;Москва и обл.;82 308 544,00;82 971 654,00;-663 110,00;-0,80
60;-2;Союз;2307;Москва и обл.;81 610 915,00;86 098 422,00;-4 487 507,00;-5,21
61;-2;Авангард;2879;Москва и обл.;80 929 699,00;84 061 159,00;-3 131 460,00;-3,73
62;1;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;76 936 239,00;78 911 663,00;-1 975 424,00;-2,50
63;-1;Мастер-Банк;2176;Москва и обл.;76 140 342,00;79 086 982,00;-2 946 640,00;-3,73
64;0;Запсибкомбанк;918;Тюменская обл.;74 995 955,00;78 772 349,00;-3 776 394,00;-4,79
65;1;Всероссийский Банк Развития Регионов;3287;Москва и обл.;74 120 282,00;73 099 945,00;1 020 337,00;1,40
66;-1;Собинбанк;1317;Москва и обл.;70 444 067,00;74 273 913,00;-3 829 846,00;-5,16
67;1;Роскосмосбанк;2989;Москва и обл.;67 025 942,00;68 518 768,00;-1 492 826,00;-2,18
68;4;Ренессанс Кредит;3354;Москва и обл.;66 170 281,00;63 998 407,00;2 171 874,00;3,39
69;1;ЦентроКредит;121;Москва и обл.;66 042 893,00;66 247 394,00;-204 501,00;-0,31
70;-1;Банк ДОМ.РФ;2312;Москва и обл.;65 021 363,00;67 180 965,00;-2 159 602,00;-3,21
71;0;ДельтаКредит;3338;Москва и обл.;64 404 913,00;65 322 035,00;-917 122,00;-1,40
72;3;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;61 709 451,00;59 498 888,00;2 210 563,00;3,72
73;0;Пересвет;2110;Москва и обл.;61 660 219,00;63 893 822,00;-2 233 603,00;-3,50
74;0;Локо-Банк;2707;Москва и обл.;60 523 204,00;61 765 101,00;-1 241 897,00;-2,01
75;5;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;59 648 456,00;57 425 415,00;2 223 041,00;3,87
76;-9;Еврофинанс Моснарбанк;2402;Москва и обл.;59 573 450,00;69 322 020,00;-9 748 570,00;-14,06
77;0;Балтинвестбанк;3176;Санкт-Петербург и обл.;57 878 204,00;59 136 579,00;-1 258 375,00;-2,13
78;1;Центр-инвест;2225;Ростовская обл.;57 069 115,00;57 703 978,00;-634 863,00;-1,10
79;-3;Совкомбанк;963;Костромская обл.;55 931 585,00;59 334 007,00;-3 402 422,00;-5,73
80;4;Металлинвестбанк;2440;Москва и обл.;52 636 295,00;53 763 169,00;-1 126 874,00;-2,10
81;-3;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;51 632 970,00;57 902 951,00;-6 269 981,00;-10,83
82;4;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;49 051 712,00;51 026 676,00;-1 974 964,00;-3,87
83;0;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;48 412 444,00;54 312 894,00;-5 900 450,00;-10,86
84;-3;Экспо Финанс;2594;Москва и обл.;48 020 023,00;57 318 278,00;-9 298 255,00;-16,22
85;2;Национальный Резервный Банк;2170;Москва и обл.;45 475 058,00;47 375 747,00;-1 900 689,00;-4,01
86;6;Сургутнефтегазбанк;588;Тюменская обл.;44 442 296,00;40 293 494,00;4 148 802,00;10,30
87;2;Инвестбанк;107;Москва и обл.;43 663 791,00;43 549 769,00;114 022,00;0,26
88;-6;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;43 595 250,00;54 367 850,00;-10 772 600,00;-19,81
89;-4;Нота-Банк;2913;Москва и обл.;43 521 062,00;52 378 243,00;-8 857 181,00;-16,91
90;-2;СБ Банк (Судостроительный банк);2999;Москва и обл.;43 072 425,00;46 021 152,00;-2 948 727,00;-6,41
91;2;Связной Банк;1961;Москва и обл.;42 331 143,00;40 155 995,00;2 175 148,00;5,42
92;-2;Национальный Стандарт;3421;Москва и обл.;40 839 527,00;42 402 748,00;-1 563 221,00;-3,69
93;-2;Международный Финансовый Клуб;2618;Москва и обл.;39 448 178,00;42 123 214,00;-2 675 036,00;-6,35
94;0;Бинбанк Диджитал;2827;Москва и обл.;38 610 808,00;39 706 703,00;-1 095 895,00;-2,76
95;0;Первобанк;3461;Самарская обл.;37 698 632,00;38 907 455,00;-1 208 823,00;-3,11
96;3;Таврический Банк;2304;Санкт-Петербург и обл.;36 783 462,00;35 653 575,00;1 129 887,00;3,17
97;1;Стройкредит;18;Москва и обл.;35 831 957,00;36 104 781,00;-272 824,00;-0,76
98;2;Дальневосточный Банк;843;Приморский край;33 297 248,00;34 387 947,00;-1 090 699,00;-3,17
99;2;Интеркоммерц Банк;1657;Москва и обл.;33 049 173,00;34 241 640,00;-1 192 467,00;-3,48
100;7;Тинькофф Банк;2673;Москва и обл.;33 026 241,00;31 438 653,00;1 587 588,00;5,05
101;3;Экспресс-Волга;3085;Саратовская обл.;32 975 088,00;33 005 111,00;-30 023,00;-0,09
102;0;Кубань Кредит;2518;Краснодарский край;31 899 820,00;33 295 776,00;-1 395 956,00;-4,19
103;2;Челябинвестбанк;493;Челябинская обл.;31 795 801,00;32 115 876,00;-320 075,00;-1,00
104;5;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;30 615 008,00;31 080 804,00;-465 796,00;-1,50
105;9;Межтопэнергобанк;2956;Москва и обл.;30 566 345,00;29 138 158,00;1 428 187,00;4,90
106;2;Челиндбанк;485;Челябинская обл.;30 334 916,00;31 097 842,00;-762 926,00;-2,45
107;10;Московский Областной Банк;1751;Москва и обл.;30 108 419,00;28 641 189,00;1 467 230,00;5,12
108;3;Банк БФА;3038;Санкт-Петербург и обл.;30 057 827,00;30 637 176,00;-579 349,00;-1,89
109;-12;Коммерцбанк (Евразия);3333;Москва и обл.;29 747 583,00;37 269 821,00;-7 522 238,00;-20,18
110;2;Народный Кредит;2401;Москва и обл.;29 737 844,00;29 209 855,00;527 989,00;1,81
111;-1;СДМ-Банк;1637;Москва и обл.;28 503 363,00;31 067 370,00;-2 564 007,00;-8,25
112;4;Саровбизнесбанк;2048;Нижегородская обл.;28 174 334,00;28 673 192,00;-498 858,00;-1,74
113;-7;Сведбанк;3064;Москва и обл.;28 083 523,00;31 711 320,00;-3 627 797,00;-11,44
114;-11;НС Банк;3124;Москва и обл.;27 912 692,00;33 135 989,00;-5 223 297,00;-15,76
115;7;Первый Республиканский Банк;1730;Москва и обл.;27 817 704,00;27 311 607,00;506 097,00;1,85
116;4;Интерпромбанк;3266;Москва и обл.;27 409 818,00;28 413 884,00;-1 004 066,00;-3,53
117;1;Газбанк;2316;Самарская обл.;27 405 068,00;28 594 216,00;-1 189 148,00;-4,16
118;1;Далькомбанк;84;Хабаровский край;27 390 703,00;28 566 667,00;-1 175 964,00;-4,12
119;9;Примсоцбанк;2733;Приморский край;27 292 173,00;25 618 198,00;1 673 975,00;6,53
120;-7;Кедр;1574;Москва и обл.;27 151 957,00;29 200 657,00;-2 048 700,00;-7,02
121;0;Крайинвестбанк;3360;Краснодарский край;26 478 729,00;28 053 496,00;-1 574 767,00;-5,61
122;3;Севергазбанк;2816;Вологодская обл.;26 456 792,00;26 868 619,00;-411 827,00;-1,53
123;1;Фора-Банк;1885;Москва и обл.;25 846 599,00;27 133 018,00;-1 286 419,00;-4,74
124;6;Банк АВБ;23;Самарская обл.;25 600 641,00;25 220 454,00;380 187,00;1,51
125;2;Меткомбанк (Череповец);901;Вологодская обл.;25 416 070,00;25 621 418,00;-205 348,00;-0,80
126;-11;Расчетная Палата РТС;3335;Москва и обл.;25 388 770,00;29 010 697,00;-3 621 927,00;-12,48
127;8;Кольцо Урала;65;Свердловская обл.;25 354 115,00;23 919 251,00;1 434 864,00;6,00
128;-2;Русский Международный Банк;3123;Москва и обл.;25 299 376,00;25 822 380,00;-523 004,00;-2,03
129;0;Приморье;3001;Приморский край;24 918 368,00;25 498 066,00;-579 698,00;-2,27
130;2;Липецккомбанк;1242;Липецкая обл.;24 189 311,00;24 362 595,00;-173 284,00;-0,71
131;6;Акибанк;2587;Татарстан;24 038 359,00;23 630 833,00;407 526,00;1,72
132;-9;Банк Кредит Свисс;2494;Москва и обл.;24 008 637,00;27 155 356,00;-3 146 719,00;-11,59
133;3;БФГ-Кредит;3068;Москва и обл.;23 956 454,00;23 669 476,00;286 978,00;1,21
134;-1;Тойота Банк;3470;Москва и обл.;23 938 425,00;24 353 492,00;-415 067,00;-1,70
135;-4;Москоммерцбанк;3365;Москва и обл.;23 868 758,00;24 737 578,00;-868 820,00;-3,51
136;-2;Смоленский Банк;2029;Смоленская обл.;23 751 336,00;24 204 116,00;-452 780,00;-1,87
137;5;Пушкино;391;Москва и обл.;22 916 198,00;22 027 869,00;888 329,00;4,03
138;3;Мой Банк;2939;Москва и обл.;22 614 832,00;22 228 292,00;386 540,00;1,74
139;8;Кредит Урал Банк;2584;Челябинская обл.;22 570 960,00;20 966 287,00;1 604 673,00;7,65
140;-1;МБА-Москва;3395;Москва и обл.;21 975 973,00;22 658 270,00;-682 297,00;-3,01
141;-1;М2М Прайвет Банк;1414;Москва и обл.;21 459 481,00;22 292 903,00;-833 422,00;-3,74
142;2;Девон-Кредит;1972;Татарстан;21 390 786,00;21 628 812,00;-238 026,00;-1,10
143;-5;АМБ Банк;3036;Москва и обл.;21 180 844,00;23 105 960,00;-1 925 116,00;-8,33
144;1;Альта-Банк;2269;Москва и обл.;21 141 645,00;21 551 007,00;-409 362,00;-1,90
145;7;ФИА-Банк;2542;Самарская обл.;20 557 349,00;19 761 044,00;796 305,00;4,03
146;4;Левобережный;1343;Новосибирская обл.;20 494 185,00;19 996 155,00;498 030,00;2,49
147;-4;Агропромкредит;2880;Москва и обл.;20 468 194,00;21 676 688,00;-1 208 494,00;-5,58
148;20;Интерпрогрессбанк;600;Москва и обл.;20 464 158,00;16 633 902,00;3 830 256,00;23,03
149;2;ГПБ-Ипотека;2403;Москва и обл.;20 236 432,00;19 936 859,00;299 573,00;1,50
150;-4;Росэнергобанк;2211;Москва и обл.;20 130 794,00;21 516 773,00;-1 385 979,00;-6,44
151;-3;Натиксис Банк;3390;Москва и обл.;19 789 074,00;20 346 693,00;-557 619,00;-2,74
152;2;Тимер Банк;1581;Татарстан;19 484 867,00;18 795 052,00;689 815,00;3,67
153;0;Солидарность;554;Самарская обл.;18 994 547,00;19 655 915,00;-661 368,00;-3,36
154;2;Урал ФД;249;Пермская обл.;18 605 980,00;18 683 393,00;-77 413,00;-0,41
155;0;С банк;2581;Москва и обл.;18 489 037,00;18 732 824,00;-243 787,00;-1,30
156;8;БМВ Банк;3482;Москва и обл.;18 027 834,00;17 515 839,00;511 995,00;2,92
157;-8;Банк Проектного Финансирования;1677;Москва и обл.;17 998 882,00;20 104 855,00;-2 105 973,00;-10,47
158;1;Уралтрансбанк;812;Свердловская обл.;17 860 714,00;17 888 458,00;-27 744,00;-0,16
159;6;ПЧРБ Банк;3291;Москва и обл.;17 582 190,00;17 205 939,00;376 251,00;2,19
160;0;НОМОС-Региобанк;539;Хабаровский край;17 573 333,00;17 801 975,00;-228 642,00;-1,28
161;-3;Образование;1521;Москва и обл.;17 557 045,00;18 539 978,00;-982 933,00;-5,30
162;1;Спурт Банк;2207;Татарстан;17 296 752,00;17 612 918,00;-316 166,00;-1,80
163;-2;Русстройбанк;3205;Москва и обл.;16 920 812,00;17 694 212,00;-773 400,00;-4,37
164;3;Энергобанк;67;Татарстан;16 762 711,00;16 681 880,00;80 831,00;0,48
165;-3;БыстроБанк;1745;Удмуртия;16 562 241,00;17 614 334,00;-1 052 093,00;-5,97
166;5;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;16 432 682,00;16 504 036,00;-71 354,00;-0,43
167;12;Мир Бизнес Банк;3396;Москва и обл.;16 428 800,00;15 092 189,00;1 336 611,00;8,86
168;-11;Модульбанк;1927;Костромская обл.;16 189 520,00;18 682 523,00;-2 493 003,00;-13,34
169;9;Инвесткапиталбанк;2377;Башкортостан;16 141 054,00;15 246 995,00;894 059,00;5,86
170;-4;Экспобанк;2998;Москва и обл.;16 125 282,00;17 075 539,00;-950 257,00;-5,57
171;-1;Морской Банк;77;Москва и обл.;16 013 486,00;16 526 233,00;-512 747,00;-3,10
172;1;Европейский Трастовый Банк;2968;Москва и обл.;15 736 243,00;15 615 039,00;121 204,00;0,78
173;1;Норвик Банк;902;Кировская обл.;15 533 074,00;15 489 811,00;43 263,00;0,28
174;2;НБД-Банк;1966;Нижегородская обл.;15 233 245,00;15 314 378,00;-81 133,00;-0,53
175;0;Гута-Банк;256;Москва и обл.;15 168 027,00;15 376 840,00;-208 813,00;-1,36
176;1;Курскпромбанк;735;Курская обл.;14 910 001,00;15 266 060,00;-356 059,00;-2,33
177;4;Легион;3117;Москва и обл.;14 630 768,00;14 841 685,00;-210 917,00;-1,42
178;8;Аресбанк;2914;Москва и обл.;14 498 710,00;14 293 608,00;205 102,00;1,43
179;10;Мосстройэкономбанк (М Банк);948;Москва и обл.;14 494 612,00;13 943 693,00;550 919,00;3,95
180;-8;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;14 358 960,00;16 070 478,00;-1 711 518,00;-10,65
181;7;Интехбанк;2705;Татарстан;14 341 725,00;14 006 552,00;335 173,00;2,39
182;21;Рост;2589;Москва и обл.;14 177 735,00;12 697 460,00;1 480 275,00;11,66
183;-14;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;14 057 423,00;16 566 895,00;-2 509 472,00;-15,15
184;-1;ББР Банк;2929;Москва и обл.;14 043 549,00;14 747 189,00;-703 640,00;-4,77
185;6;Эллипс Банк;1950;Нижегородская обл.;14 039 735,00;13 895 702,00;144 033,00;1,04
186;-2;Ланта-Банк;1920;Москва и обл.;14 038 513,00;14 516 652,00;-478 139,00;-3,29
187;6;Центркомбанк;2983;Москва и обл.;13 991 984,00;13 786 729,00;205 255,00;1,49
188;14;Банк «Советский»;558;Санкт-Петербург и обл.;13 958 801,00;12 785 939,00;1 172 862,00;9,17
189;1;Алмазэргиэнбанк;2602;Саха (Якутия);13 952 435,00;13 929 814,00;22 621,00;0,16
190;-3;Углеметбанк;2997;Челябинская обл.;13 785 253,00;14 227 232,00;-441 979,00;-3,11
191;1;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;13 707 035,00;13 832 391,00;-125 356,00;-0,91
192;-12;Развитие-Столица;3013;Москва и обл.;13 622 965,00;14 898 447,00;-1 275 482,00;-8,56
193;135;Ю Би Эс Банк;3463;Москва и обл.;13 353 114,00;5 793 589,00;7 559 525,00;130,48
194;-9;Замоскворецкий;1640;Москва и обл.;13 211 156,00;14 512 907,00;-1 301 751,00;-8,97
195;6;ВУЗ-Банк;1557;Свердловская обл.;13 096 360,00;12 871 987,00;224 373,00;1,74
196;-14;Александровский;53;Санкт-Петербург и обл.;13 070 822,00;14 771 737,00;-1 700 915,00;-11,51
197;1;Рост Банк;2888;Татарстан;13 013 642,00;13 275 779,00;-262 137,00;-1,97
198;-2;Фининвест;671;Москва и обл.;13 001 867,00;13 372 645,00;-370 778,00;-2,77
199;9;Российский Кредит;324;Москва и обл.;12 790 265,00;12 508 206,00;282 059,00;2,25
200;10;АйМаниБанк;1975;Республика Алтай;12 751 884,00;12 368 141,00;383 743,00;3,10
201;14;Пойдем!;2534;Москва и обл.;12 700 603,00;12 040 286,00;660 317,00;5,48
202;19;Аверс;415;Татарстан;12 500 592,00;11 783 380,00;717 212,00;6,09
203;2;Энергомашбанк;52;Санкт-Петербург и обл.;12 391 431,00;12 580 153,00;-188 722,00;-1,50
204;-9;Западный;2598;Москва и обл.;12 376 450,00;13 512 541,00;-1 136 091,00;-8,41
205;68;Тройка-Д Банк;3431;Москва и обл.;12 349 324,00;8 532 300,00;3 817 024,00;44,74
206;5;Первомайский;518;Краснодарский край;12 270 933,00;12 220 472,00;50 461,00;0,41
207;10;Газэнергобанк;3252;Калужская обл.;12 182 325,00;11 921 006,00;261 319,00;2,19
208;-2;Огни Москвы;2328;Москва и обл.;12 134 542,00;12 537 099,00;-402 557,00;-3,21
209;-5;Гаранти Банк — Москва;3275;Москва и обл.;12 094 616,00;12 592 360,00;-497 744,00;-3,95
210;-11;Энерготрансбанк;1307;Калининградская обл.;12 066 487,00;13 195 400,00;-1 128 913,00;-8,56
211;8;Тольяттихимбанк;2507;Самарская обл.;11 857 940,00;11 815 219,00;42 721,00;0,36
212;0;Алеф-Банк;2119;Москва и обл.;11 839 204,00;12 206 689,00;-367 485,00;-3,01
213;0;Нацинвестпромбанк;3077;Москва и обл.;11 803 135,00;12 183 643,00;-380 508,00;-3,12
214;10;МАСТ-Банк;3267;Москва и обл.;11 762 453,00;11 519 119,00;243 334,00;2,11
215;-6;РосДорБанк;1573;Москва и обл.;11 742 473,00;12 394 531,00;-652 058,00;-5,26
216;6;Банк ПСА Финанс Рус;3481;Москва и обл.;11 718 178,00;11 644 179,00;73 999,00;0,64
217;-1;Банк24.ру;2227;Свердловская обл.;11 531 517,00;12 021 557,00;-490 040,00;-4,08
218;8;Форштадт;2208;Оренбургская обл.;11 403 496,00;11 224 676,00;178 820,00;1,59
219;-12;Держава;2738;Москва и обл.;11 336 508,00;12 523 896,00;-1 187 388,00;-9,48
220;0;Солидарность (Москва);1555;Москва и обл.;11 331 326,00;11 783 588,00;-452 262,00;-3,84
221;2;СтарБанк;548;Москва и обл.;11 226 918,00;11 547 742,00;-320 824,00;-2,78
222;-8;Гранд Инвест Банк;3053;Москва и обл.;11 212 520,00;12 150 770,00;-938 250,00;-7,72
223;4;Социнвестбанк;1132;Башкортостан;11 131 555,00;11 032 369,00;99 186,00;0,90
224;8;Сетелем Банк;2168;Москва и обл.;10 913 957,00;10 796 235,00;117 722,00;1,09
225;-25;Национальная Факторинговая Компания;3437;Москва и обл.;10 801 064,00;12 899 671,00;-2 098 607,00;-16,27
226;8;Московское Ипотечное Агентство;3344;Москва и обл.;10 611 721,00;10 615 612,00;-3 891,00;-0,04
227;48;МАК-Банк;1088;Москва и обл.;10 546 969,00;8 505 735,00;2 041 234,00;24,00
228;15;Расчетно-Кредитный Банк;103;Москва и обл.;10 540 144,00;9 844 556,00;695 588,00;7,07
229;2;Хлынов;254;Кировская обл.;10 533 671,00;10 817 736,00;-284 065,00;-2,63
230;7;Интрастбанк;3144;Москва и обл.;10 504 437,00;10 543 411,00;-38 974,00;-0,37
231;-3;Финпромбанк (ФПБ Банк);2157;Москва и обл.;10 487 837,00;10 975 690,00;-487 853,00;-4,44
232;1;НК Банк;2755;Москва и обл.;10 284 344,00;10 743 810,00;-459 466,00;-4,28
233;18;АктивКапитал Банк;3006;Самарская обл.;10 251 912,00;9 521 784,00;730 128,00;7,67
234;-5;Балтика;967;Санкт-Петербург и обл.;10 125 003,00;10 956 085,00;-831 082,00;-7,59
235;-10;ТЭМБР-Банк;2764;Москва и обл.;10 102 271,00;11 334 950,00;-1 232 679,00;-10,88
236;-6;Мерседес-Бенц Банк Рус;3473;Москва и обл.;10 047 608,00;10 936 930,00;-889 322,00;-8,13
237;5;Эс-Би-Ай Банк;3185;Москва и обл.;10 045 691,00;9 909 842,00;135 849,00;1,37
238;1;Прио-Внешторгбанк;212;Рязанская обл.;10 041 561,00;10 275 486,00;-233 925,00;-2,28
239;-4;Холдинг-Кредит;3030;Москва и обл.;10 026 299,00;10 608 367,00;-582 068,00;-5,49
240;1;Квантмобайл Банк;1189;Омская обл.;9 986 537,00;9 914 614,00;71 923,00;0,73
241;-23;Экопромбанк;2011;Пермская обл.;9 933 555,00;11 855 809,00;-1 922 254,00;-16,21
242;-45;БКС Банк;101;Новосибирская обл.;9 887 571,00;13 334 445,00;-3 446 874,00;-25,85
243;19;Руснарбанк;3403;Москва и обл.;9 862 543,00;8 843 920,00;1 018 623,00;11,52
244;20;РусЮгбанк;2093;Волгоградская обл.;9 763 495,00;8 721 254,00;1 042 241,00;11,95
245;2;Экономбанк;1319;Саратовская обл.;9 703 849,00;9 699 487,00;4 362,00;0,04
246;3;Роспромбанк;3204;Москва и обл.;9 699 234,00;9 557 853,00;141 381,00;1,48
247;-2;Банк Оренбург;3269;Оренбургская обл.;9 572 312,00;9 742 488,00;-170 176,00;-1,75
248;-4;Росэксимбанк;2790;Москва и обл.;9 446 850,00;9 841 059,00;-394 209,00;-4,01
249;1;Рублев;3098;Москва и обл.;9 410 398,00;9 539 388,00;-128 990,00;-1,35
250;3;Национальный Банк Развития Бизнеса;2795;Москва и обл.;9 400 713,00;9 415 456,00;-14 743,00;-0,16
251;4;Банк Жилищного Финансирования;3138;Москва и обл.;9 326 542,00;9 285 549,00;40 993,00;0,44
252;0;СИАБ;3245;Санкт-Петербург и обл.;9 307 399,00;9 468 756,00;-161 357,00;-1,70
253;-5;Европейский;1616;Калининградская обл.;9 297 866,00;9 695 771,00;-397 905,00;-4,10
254;2;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;9 103 081,00;9 166 378,00;-63 297,00;-0,69
255;-19;Адмиралтейский;3054;Москва и обл.;9 093 542,00;10 547 067,00;-1 453 525,00;-13,78
256;34;Метробанк;2548;Москва и обл.;8 892 919,00;7 613 250,00;1 279 669,00;16,81
