Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2014, тыс. рублей;Декабрь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
526;3;Таурус Банк;655;Челябинская обл.;2 594 303,00;2 597 939,00;-3 636,00;-0,14
527;12;Радиотехбанк;1166;Нижегородская обл.;2 578 003,00;2 533 724,00;44 279,00;1,75
528;-10;Траст Капитал Банк;2741;Москва и обл.;2 575 202,00;2 709 174,00;-133 972,00;-4,95
529;34;Йошкар-Ола;2802;Марий Эл;2 565 297,00;2 303 853,00;261 444,00;11,35
530;-23;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 544 999,00;2 916 302,00;-371 303,00;-12,73
531;-4;Вкабанк;1027;Астраханская обл.;2 535 612,00;2 608 142,00;-72 530,00;-2,78
532;-20;Банк РМП;2574;Москва и обл.;2 518 692,00;2 827 789,00;-309 097,00;-10,93
533;9;Богородский;1277;Нижегородская обл.;2 513 458,00;2 467 181,00;46 277,00;1,88
534;1;Пурпе;709;Тюменская обл.;2 503 644,00;2 539 101,00;-35 457,00;-1,40
535;1;МФБанк;3163;Москва и обл.;2 494 973,00;2 538 648,00;-43 675,00;-1,72
536;-15;Богородский Муниципальный Банк;2992;Москва и обл.;2 493 255,00;2 647 998,00;-154 743,00;-5,84
537;27;Яринтербанк;2564;Ярославская обл.;2 481 723,00;2 300 042,00;181 681,00;7,90
538;0;Газтрансбанк;665;Адыгея;2 480 904,00;2 534 841,00;-53 937,00;-2,13
539;20;ИРС;272;Москва и обл.;2 470 130,00;2 350 189,00;119 941,00;5,10
540;-23;ПК-Банк;2652;Нижегородская обл.;2 469 134,00;2 741 057,00;-271 923,00;-9,92
541;5;Национальный Банк Сбережений;1949;Ивановская обл.;2 459 166,00;2 451 803,00;7 363,00;0,30
542;13;Кубанский Универсальный Банк;2898;Краснодарский край;2 452 729,00;2 380 738,00;71 991,00;3,02
543;-3;Финтрастбанк;3104;Москва и обл.;2 450 165,00;2 529 179,00;-79 014,00;-3,12
544;-13;Резерв;2364;Челябинская обл.;2 444 150,00;2 588 347,00;-144 197,00;-5,57
545;21;Ринвестбанк;3262;Рязанская обл.;2 427 479,00;2 272 824,00;154 655,00;6,80
546;-14;Русский Национальный Банк;469;Ростовская обл.;2 420 299,00;2 573 101,00;-152 802,00;-5,94
547;20;Мострансбанк;2258;Москва и обл.;2 419 586,00;2 266 880,00;152 706,00;6,74
548;27;Юнистрим;3467;Москва и обл.;2 404 299,00;2 201 910,00;202 389,00;9,19
549;-12;Констанс-Банк;2228;Санкт-Петербург и обл.;2 403 710,00;2 537 927,00;-134 217,00;-5,29
550;-30;Столичный Кредит;2853;Москва и обл.;2 401 114,00;2 659 831,00;-258 717,00;-9,73
551;-28;РСКБ;2050;Москва и обл.;2 390 437,00;2 634 953,00;-244 516,00;-9,28
552;13;Россита-Банк;3257;Москва и обл.;2 380 391,00;2 287 706,00;92 685,00;4,05
553;307;Российская Финансовая Корпорация;3099;Москва и обл.;2 376 830,00;334 872,00;2 041 958,00;609,77
554;7;Выборг-Банк;720;Санкт-Петербург и обл.;2 367 446,00;2 318 807,00;48 639,00;2,10
555;-33;ИпоТек Банк;2794;Москва и обл.;2 361 470,00;2 645 764,00;-284 294,00;-10,75
556;15;Крона-Банк;2499;Иркутская обл.;2 354 089,00;2 223 638,00;130 451,00;5,87
557;-6;Пульс Столицы;3002;Москва и обл.;2 344 528,00;2 429 539,00;-85 011,00;-3,50
558;-8;Объединенный Резервный Банк;937;Москва и обл.;2 336 200,00;2 440 652,00;-104 452,00;-4,28
559;30;Донхлеббанк;2285;Ростовская обл.;2 325 872,00;2 044 321,00;281 551,00;13,77
560;28;Новый Символ;370;Москва и обл.;2 323 239,00;2 073 989,00;249 250,00;12,02
561;-70;Бест Эффортс Банк;435;Москва и обл.;2 322 903,00;3 274 355,00;-951 452,00;-29,06
562;20;ФорБанк;2063;Алтайский край;2 322 380,00;2 128 848,00;193 532,00;9,09
563;5;Банк Пермь;875;Пермская обл.;2 313 300,00;2 238 918,00;74 382,00;3,32
564;20;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;2 293 851,00;2 122 252,00;171 599,00;8,09
565;95;Кредитинвест;1197;Дагестан;2 282 978,00;1 454 289,00;828 689,00;56,98
566;14;Новация;840;Адыгея;2 272 926,00;2 161 844,00;111 082,00;5,14
567;-19;Бум-Банк;1137;Кабардино-Балкария;2 271 209,00;2 449 950,00;-178 741,00;-7,30
568;4;Кросна-Банк;2607;Москва и обл.;2 265 885,00;2 216 187,00;49 698,00;2,24
569;-35;Аспект;608;Москва и обл.;2 246 199,00;2 553 257,00;-307 058,00;-12,03
570;-42;Риал-Кредит;3393;Москва и обл.;2 214 107,00;2 602 021,00;-387 914,00;-14,91
571;-28;Национальный Корпоративный Банк;3422;Москва и обл.;2 209 398,00;2 463 850,00;-254 452,00;-10,33
572;-31;Заубер Банк;1614;Карачаево-Черкесия;2 200 656,00;2 471 846,00;-271 190,00;-10,97
573;138;Кубаньторгбанк;478;Краснодарский край;2 190 546,00;1 113 685,00;1 076 861,00;96,69
574;4;Банкирский Дом;2928;Санкт-Петербург и обл.;2 180 505,00;2 182 802,00;-2 297,00;-0,11
575;55;Сириус;3506;Омская обл.;2 176 615,00;1 665 497,00;511 118,00;30,69
576;0;Спиритбанк;2053;Тульская обл.;2 162 518,00;2 193 153,00;-30 635,00;-1,40
577;-25;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 135 613,00;2 421 051,00;-285 438,00;-11,79
578;-20;ИК Банк;1732;Татарстан;2 128 177,00;2 355 213,00;-227 036,00;-9,64
579;11;Тендер-Банк;2252;Москва и обл.;2 116 686,00;2 025 889,00;90 797,00;4,48
580;-20;КОР;2148;Волгоградская обл.;2 107 546,00;2 326 563,00;-219 017,00;-9,41
581;-12;Союзпромбанк;2965;Москва и обл.;2 097 650,00;2 227 817,00;-130 167,00;-5,84
582;4;Тульский Промышленник;2382;Тульская обл.;2 093 495,00;2 090 062,00;3 433,00;0,16
583;4;Евразийский Банк;969;Москва и обл.;2 084 902,00;2 074 923,00;9 979,00;0,48
584;69;Кредпромбанк;1165;Ярославская обл.;2 083 906,00;1 488 873,00;595 033,00;39,97
585;-11;Межбанковский Кредитный Союз;3242;Москва и обл.;2 083 141,00;2 203 586,00;-120 445,00;-5,47
586;13;Дом-Банк;3209;Москва и обл.;2 082 338,00;1 943 443,00;138 895,00;7,15
587;-2;Владбизнесбанк;903;Владимирская обл.;2 081 446,00;2 108 239,00;-26 793,00;-1,27
588;34;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;2 071 629,00;1 736 846,00;334 783,00;19,28
589;36;Екатерининский;2167;Москва и обл.;2 070 347,00;1 707 209,00;363 138,00;21,27
590;-17;Татагропромбанк;728;Татарстан;2 069 262,00;2 210 648,00;-141 386,00;-6,40
591;13;Холмск;503;Сахалинская обл.;2 068 434,00;1 913 854,00;154 580,00;8,08
592;1;Современные Стандарты Бизнеса;3397;Москва и обл.;2 062 438,00;2 006 152,00;56 286,00;2,81
593;45;Сталь Банк;2248;Москва и обл.;2 056 366,00;1 591 034,00;465 332,00;29,25
594;26;Единственный;3187;Москва и обл.;2 055 830,00;1 748 046,00;307 784,00;17,61
595;13;Московский Вексельный Банк;2697;Москва и обл.;2 039 557,00;1 861 205,00;178 352,00;9,58
596;-34;Стелла-Банк;2948;Ростовская обл.;2 037 262,00;2 310 635,00;-273 373,00;-11,83
597;-5;Кредит Экспресс;3186;Ростовская обл.;2 033 358,00;2 023 140,00;10 218,00;0,51
598;5;Мурманский Расчетный Центр;3341;Мурманская обл.;1 994 981,00;1 914 499,00;80 482,00;4,20
599;12;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 983 824,00;1 814 504,00;169 320,00;9,33
600;-5;Нальчик;695;Кабардино-Балкария;1 982 235,00;1 980 540,00;1 695,00;0,09
601;-5;Викинг;2;Санкт-Петербург и обл.;1 981 837,00;1 980 326,00;1 511,00;0,08
602;8;Сибэс;208;Омская обл.;1 977 093,00;1 828 004,00;149 089,00;8,16
603;-2;Нарат;1902;Саратовская обл.;1 960 806,00;1 929 223,00;31 583,00;1,64
604;15;Тагилбанк;1635;Свердловская обл.;1 959 999,00;1 750 644,00;209 355,00;11,96
605;1;Газнефтьбанк;3223;Саратовская обл.;1 937 705,00;1 879 877,00;57 828,00;3,08
606;9;РНКБ;1354;Москва и обл.;1 930 058,00;1 790 545,00;139 513,00;7,79
607;10;Интеркапитал-Банк;2706;Мордовия;1 927 560,00;1 771 400,00;156 160,00;8,82
608;-11;Канский;860;Красноярский край;1 926 846,00;1 970 971,00;-44 125,00;-2,24
609;-4;БСТ-Банк;2883;Кемеровская обл.;1 920 856,00;1 909 824,00;11 032,00;0,58
610;23;Банк Реалист;2646;Москва и обл.;1 897 444,00;1 615 506,00;281 938,00;17,45
611;98;Америкэн Экспресс Банк;3460;Москва и обл.;1 895 918,00;1 138 181,00;757 737,00;66,57
612;-3;Приско Капитал Банк;2537;Москва и обл.;1 862 070,00;1 859 897,00;2 173,00;0,12
613;59;ЮMoney;3510;Россия;1 856 100,00;1 359 201,00;496 899,00;36,56
614;7;Ростфинанс;481;Ростовская обл.;1 845 470,00;1 741 583,00;103 887,00;5,97
615;-13;Приобье;537;Тюменская обл.;1 837 160,00;1 928 396,00;-91 236,00;-4,73
616;11;Далена Банк;1948;Москва и обл.;1 801 108,00;1 680 089,00;121 019,00;7,20
617;-4;Старооскольский Агропромбанк;1050;Белгородская обл.;1 797 958,00;1 797 925,00;33,00;0,00
618;-4;Вэлтон Банк;1105;Белгородская обл.;1 795 394,00;1 797 298,00;-1 904,00;-0,11
619;9;Геленджик-Банк;790;Краснодарский край;1 791 480,00;1 670 091,00;121 389,00;7,27
620;-50;Социум-Банк;2881;Москва и обл.;1 783 485,00;2 226 721,00;-443 236,00;-19,91
621;52;Руна-Банк;3207;Москва и обл.;1 774 239,00;1 359 113,00;415 126,00;30,54
622;-41;Банк МБФИ;2073;Москва и обл.;1 759 256,00;2 156 197,00;-396 941,00;-18,41
623;8;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 719 847,00;1 658 013,00;61 834,00;3,73
624;28;Новый Кредитный Союз;3139;Москва и обл.;1 717 513,00;1 492 251,00;225 262,00;15,10
625;22;Златкомбанк;568;Москва и обл.;1 716 267,00;1 518 276,00;197 991,00;13,04
626;20;Майкопбанк;1136;Адыгея;1 706 685,00;1 521 128,00;185 557,00;12,20
627;12;Почтобанк;1788;Пермская обл.;1 703 322,00;1 577 395,00;125 927,00;7,98
628;-5;Бумеранг;1002;Вологодская обл.;1 699 406,00;1 736 836,00;-37 430,00;-2,16
629;22;Жилкредит;1736;Москва и обл.;1 688 987,00;1 502 632,00;186 355,00;12,40
630;20;Примтеркомбанк;21;Приморский край;1 688 255,00;1 509 094,00;179 161,00;11,87
631;-24;Максима;3379;Москва и обл.;1 678 009,00;1 861 721,00;-183 712,00;-9,87
632;3;Банк Глобус;2438;Москва и обл.;1 656 588,00;1 604 549,00;52 039,00;3,24
633;7;Кетовский Коммерческий Банк;842;Курганская обл.;1 643 888,00;1 575 024,00;68 864,00;4,37
634;-22;Михайловский ПЖСБ;2961;Волгоградская обл.;1 642 816,00;1 807 186,00;-164 370,00;-9,10
635;-121;Земкомбанк;574;Ростовская обл.;1 636 292,00;2 809 521,00;-1 173 229,00;-41,76
636;1;Агора;3231;Москва и обл.;1 634 016,00;1 599 022,00;34 994,00;2,19
637;29;Строительно-Коммерческий Банк;3050;Архангельская обл.;1 632 145,00;1 406 616,00;225 529,00;16,03
638;-9;Соколовский;2830;Москва и обл.;1 628 234,00;1 666 741,00;-38 507,00;-2,31
639;-62;РФИ Банк;3351;Москва и обл.;1 618 437,00;2 185 832,00;-567 395,00;-25,96
640;-6;Уралприватбанк;153;Свердловская обл.;1 614 055,00;1 612 529,00;1 526,00;0,09
641;3;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 568 392,00;1 535 679,00;32 713,00;2,13
642;0;Акцент;696;Оренбургская обл.;1 561 513,00;1 541 550,00;19 963,00;1,29
643;-2;Калуга;1151;Калужская обл.;1 558 231,00;1 552 639,00;5 592,00;0,36
644;-12;Кемсоцинбанк;96;Кемеровская обл.;1 557 919,00;1 629 435,00;-71 516,00;-4,39
645;63;Яндекс Банк;3027;Москва и обл.;1 554 137,00;1 143 575,00;410 562,00;35,90
646;15;Республиканский Кредитный Альянс;3017;Москва и обл.;1 518 453,00;1 445 887,00;72 566,00;5,02
647;1;ГринКомБанк;1184;Иркутская обл.;1 492 731,00;1 514 183,00;-21 452,00;-1,42
648;19;Алтынбанк;2070;Татарстан;1 492 542,00;1 404 206,00;88 336,00;6,29
649;-23;Эсидбанк;1991;Дагестан;1 492 411,00;1 692 118,00;-199 707,00;-11,80
650;32;Нерюнгрибанк;825;Саха (Якутия);1 486 468,00;1 307 343,00;179 125,00;13,70
651;17;Мосводоканалбанк;2863;Москва и обл.;1 483 198,00;1 403 003,00;80 195,00;5,72
652;2;Сервис Резерв;2034;Москва и обл.;1 478 309,00;1 487 176,00;-8 867,00;-0,60
653;2;Саратов;330;Саратовская обл.;1 478 159,00;1 478 192,00;-33,00;-0,00
654;60;Международный Строительный Банк;3484;Москва и обл.;1 472 559,00;1 083 336,00;389 223,00;35,93
655;22;Региональный Коммерческий Банк;836;Ульяновская обл.;1 470 126,00;1 336 684,00;133 442,00;9,98
656;46;Бизнес для Бизнеса;1060;Чувашия;1 446 964,00;1 176 310,00;270 654,00;23,01
657;8;Народный Банк;2249;Карачаево-Черкесия;1 445 344,00;1 413 262,00;32 082,00;2,27
658;-15;Арт-Банк;2779;Северная Осетия — Алания;1 444 110,00;1 539 189,00;-95 079,00;-6,18
659;-41;Совинком;2302;Москва и обл.;1 443 816,00;1 769 374,00;-325 558,00;-18,40
660;-2;Академический Русский Банк;622;Москва и обл.;1 436 500,00;1 463 799,00;-27 299,00;-1,86
661;10;Уралфинанс;1370;Свердловская обл.;1 424 120,00;1 360 048,00;64 072,00;4,71
662;21;Булгар Банк;1917;Татарстан;1 423 723,00;1 306 158,00;117 565,00;9,00
663;79;Плато-Банк;2071;Свердловская обл.;1 414 860,00;919 333,00;495 527,00;53,90
664;31;Онего;2484;Карелия;1 375 727,00;1 219 846,00;155 881,00;12,78
665;-16;Азимут;3154;Москва и обл.;1 372 110,00;1 514 125,00;-142 015,00;-9,38
666;-21;БВА Банк;1684;Москва и обл.;1 368 645,00;1 524 707,00;-156 062,00;-10,24
667;8;Расчетная Палата РТС;3335;Москва и обл.;1 367 027,00;1 355 955,00;11 072,00;0,82
668;2;Великие Луки Банк;598;Псковская обл.;1 355 954,00;1 375 762,00;-19 808,00;-1,44
669;7;ИстКом-Финанс;3435;Москва и обл.;1 339 211,00;1 340 139,00;-928,00;-0,07
670;24;Капиталбанк;2547;Ростовская обл.;1 316 073,00;1 224 916,00;91 157,00;7,44
671;9;Тексбанк;2756;Карачаево-Черкесия;1 308 343,00;1 328 262,00;-19 919,00;-1,50
672;55;Содружество;2923;Москва и обл.;1 306 223,00;1 007 058,00;299 165,00;29,71
673;16;Спутник;1071;Оренбургская обл.;1 304 113,00;1 267 906,00;36 207,00;2,86
674;-18;Тайм Банк;3120;Москва и обл.;1 301 172,00;1 477 274,00;-176 102,00;-11,92
675;-16;Метрополь;1639;Москва и обл.;1 294 302,00;1 461 216,00;-166 914,00;-11,42
676;-13;КИП-Банк;2843;Москва и обл.;1 287 620,00;1 427 002,00;-139 382,00;-9,77
677;4;Арзамас;1281;Нижегородская обл.;1 286 469,00;1 307 388,00;-20 919,00;-1,60
678;173;Вестинтербанк;3398;Москва и обл.;1 280 936,00;387 127,00;893 809,00;230,88
679;-63;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 274 842,00;1 772 270,00;-497 428,00;-28,07
680;-6;Вологдабанк;992;Вологодская обл.;1 269 814,00;1 357 533,00;-87 719,00;-6,46
681;24;Си Ди Би Банк;3339;Краснодарский край;1 269 749,00;1 150 481,00;119 268,00;10,37
682;28;Евросиб Банк;594;Псковская обл.;1 268 961,00;1 136 311,00;132 650,00;11,67
683;21;Агроинкомбанк;1946;Астраханская обл.;1 268 668,00;1 158 288,00;110 380,00;9,53
684;9;Еврокапитал-Альянс;3459;Ярославская обл.;1 252 881,00;1 239 379,00;13 502,00;1,09
685;21;Флора-Москва;533;Москва и обл.;1 250 876,00;1 148 253,00;102 623,00;8,94
686;-50;Смолевич;1121;Смоленская обл.;1 247 515,00;1 600 454,00;-352 939,00;-22,05
687;4;Саммит Банк;85;Приморский край;1 247 159,00;1 257 415,00;-10 256,00;-0,82
688;-4;Симбирск;653;Ульяновская обл.;1 242 782,00;1 295 109,00;-52 327,00;-4,04
689;1;Новый Промышленный Банк;930;Москва и обл.;1 216 217,00;1 260 204,00;-43 987,00;-3,49
690;9;Расчетный Дом;3350;Москва и обл.;1 204 742,00;1 203 736,00;1 006,00;0,08
691;-3;Первый Дортрансбанк;3271;Кировская обл.;1 199 364,00;1 276 009,00;-76 645,00;-6,01
692;5;Синергия;2884;Саратовская обл.;1 195 537,00;1 215 514,00;-19 977,00;-1,64
693;7;Дон-Тексбанк;1818;Ростовская обл.;1 184 945,00;1 182 769,00;2 176,00;0,18
694;-9;Тандем;1951;Москва и обл.;1 182 630,00;1 285 819,00;-103 189,00;-8,03
695;6;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 178 293,00;1 176 569,00;1 724,00;0,15
696;-17;Курган;2568;Курганская обл.;1 174 239,00;1 328 790,00;-154 551,00;-11,63
697;-103;Интеркоопбанк;2803;Москва и обл.;1 171 556,00;1 992 349,00;-820 793,00;-41,20
698;-107;Межотраслевая Банковская Корпорация;3471;Москва и обл.;1 160 075,00;2 025 042,00;-864 967,00;-42,71
699;-35;Первый Клиентский Банк;3436;Москва и обл.;1 159 167,00;1 421 818,00;-262 651,00;-18,47
700;-31;Радиан;1675;Иркутская обл.;1 150 824,00;1 385 615,00;-234 791,00;-16,94
701;-9;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 150 345,00;1 240 005,00;-89 660,00;-7,23
702;-15;Объединенный Банк Республики;1016;Чувашия;1 146 996,00;1 280 202,00;-133 206,00;-10,41
703;32;Элекснет;3314;Москва и обл.;1 142 158,00;970 622,00;171 536,00;17,67
704;70;Банк Премьер Кредит;1663;Москва и обл.;1 138 498,00;720 006,00;418 492,00;58,12
705;80;Рингкомбанк;1909;Ингушетия;1 127 399,00;669 090,00;458 309,00;68,50
706;-10;Приполярком;507;Тюменская обл.;1 125 621,00;1 217 981,00;-92 360,00;-7,58
707;17;Финарс Банк;2938;Москва и обл.;1 116 561,00;1 015 454,00;101 107,00;9,96
708;7;Регионфинансбанк;3357;Москва и обл.;1 111 042,00;1 081 093,00;29 949,00;2,77
709;3;Химик;1114;Нижегородская обл.;1 109 170,00;1 108 694,00;476,00;0,04
710;7;Ноосфера;2650;Республика Алтай;1 103 917,00;1 068 624,00;35 293,00;3,30
711;20;Мико-Банк;3195;Москва и обл.;1 086 106,00;979 028,00;107 078,00;10,94
712;27;Миръ;3089;Москва и обл.;1 084 482,00;943 772,00;140 710,00;14,91
713;-56;Европейский Экспресс;3449;Москва и обл.;1 083 373,00;1 466 577,00;-383 204,00;-26,13
714;-16;Местный Кредит;3370;Москва и обл.;1 068 277,00;1 210 475,00;-142 198,00;-11,75
715;1;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 067 410,00;1 071 528,00;-4 118,00;-0,38
716;14;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 063 587,00;989 112,00;74 475,00;7,53
717;1;Сельмашбанк;106;Ростовская обл.;1 054 513,00;1 062 940,00;-8 427,00;-0,79
718;8;Новый Век;3417;Москва и обл.;1 047 522,00;1 013 609,00;33 913,00;3,35
719;15;Прайм Финанс;2758;Санкт-Петербург и обл.;1 044 438,00;971 524,00;72 914,00;7,51
720;13;Тетраполис;1586;Санкт-Петербург и обл.;1 024 161,00;974 467,00;49 694,00;5,10
721;56;Аделантбанк;1835;Москва и обл.;1 020 531,00;711 876,00;308 655,00;43,36
722;1;Взаимодействие;1704;Новосибирская обл.;1 018 814,00;1 016 096,00;2 718,00;0,27
723;-1;ЕАТП Банк;1765;Астраханская обл.;1 013 595,00;1 021 534,00;-7 939,00;-0,78
724;25;1Банк;2896;Северная Осетия — Алания;998 963,00;885 561,00;113 402,00;12,81
725;3;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;998 956,00;1 000 352,00;-1 396,00;-0,14
726;6;Камский Горизонт;2554;Татарстан;988 891,00;976 059,00;12 832,00;1,31
727;-41;Азия Банк;3183;Москва и обл.;976 187,00;1 285 047,00;-308 860,00;-24,03
728;-25;Жилстройбанк;2769;Москва и обл.;971 625,00;1 165 403,00;-193 778,00;-16,63
729;18;МТИ Банк;1052;Москва и обл.;968 276,00;897 017,00;71 259,00;7,94
730;16;Вакобанк;1291;Псковская обл.;944 298,00;898 566,00;45 732,00;5,09
731;21;Спецстройбанк;236;Москва и обл.;943 098,00;875 971,00;67 127,00;7,66
732;5;Байкалкредобанк;2990;Иркутская обл.;938 463,00;946 468,00;-8 005,00;-0,85
733;-13;Турбобанк;3203;Санкт-Петербург и обл.;925 611,00;1 028 017,00;-102 406,00;-9,96
734;-21;Металлург;2877;Москва и обл.;924 694,00;1 090 259,00;-165 565,00;-15,19
735;60;Природа;3399;Москва и обл.;917 576,00;625 435,00;292 141,00;46,71
736;14;Региональный Банк Сбережений;3367;Москва и обл.;911 360,00;878 156,00;33 204,00;3,78
737;17;Платежный Сервисный Банк;1943;Башкортостан;911 324,00;862 273,00;49 051,00;5,69
738;7;Международный Расчетный Банк;3028;Москва и обл.;906 209,00;902 036,00;4 173,00;0,46
739;53;Фреско Банк;1415;Москва и обл.;904 421,00;640 909,00;263 512,00;41,12
740;-11;Центрально-Азиатский;3037;Хакасия;904 249,00;999 038,00;-94 789,00;-9,49
741;0;Месед;184;Дагестан;903 435,00;922 162,00;-18 727,00;-2,03
742;-17;Инвест-Экобанк;1956;Санкт-Петербург и обл.;893 187,00;1 014 235,00;-121 048,00;-11,93
743;-7;Бузулукбанк;1282;Оренбургская обл.;888 691,00;958 971,00;-70 280,00;-7,33
744;-25;Северинвестбанк;2264;Белгородская обл.;885 965,00;1 032 164,00;-146 199,00;-14,16
745;13;Классик Эконом Банк;3298;Северная Осетия — Алания;875 633,00;815 687,00;59 946,00;7,35
746;7;Акция;927;Ивановская обл.;861 618,00;865 593,00;-3 975,00;-0,46
747;24;Космос;2245;Москва и обл.;856 873,00;741 997,00;114 876,00;15,48
748;3;Кузбассхимбанк;2868;Кемеровская обл.;855 203,00;877 743,00;-22 540,00;-2,57
749;-11;Атлас Банк;3477;Москва и обл.;851 809,00;945 307,00;-93 498,00;-9,89
750;-10;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;843 346,00;934 698,00;-91 352,00;-9,77
751;-73;Динамичные Системы;3439;Москва и обл.;834 370,00;1 329 212,00;-494 842,00;-37,23
752;5;Москва;1661;Москва и обл.;823 681,00;829 353,00;-5 672,00;-0,68
753;65;Лидер;3304;Москва и обл.;821 424,00;547 486,00;273 938,00;50,04
754;16;ЮМК Банк;3495;Краснодарский край;820 864,00;746 862,00;74 002,00;9,91
755;-34;Ипозембанк;3026;Самарская обл.;820 431,00;1 027 571,00;-207 140,00;-20,16
756;-49;Кредитбанк;1035;Калмыкия;820 227,00;1 144 510,00;-324 283,00;-28,33
757;18;Анелик РУ;3443;Москва и обл.;808 612,00;713 806,00;94 806,00;13,28
758;9;СМБ-Банк;3504;Санкт-Петербург и обл.;807 432,00;749 915,00;57 517,00;7,67
759;-3;Прохладный;874;Кабардино-Балкария;807 230,00;830 087,00;-22 857,00;-2,75
760;4;Русский Банк Сбережений;779;Ставропольский край;805 483,00;778 766,00;26 717,00;3,43
761;-2;Алданзолотобанк;854;Саха (Якутия);803 082,00;804 056,00;-974,00;-0,12
762;6;Невастройинвест;1926;Санкт-Петербург и обл.;779 408,00;747 488,00;31 920,00;4,27
763;-15;Линк-Банк;2699;Москва и обл.;777 907,00;892 582,00;-114 675,00;-12,85
764;-2;Славянбанк;804;Новгородская обл.;772 547,00;789 465,00;-16 918,00;-2,14
765;-22;Арсенал;3000;Москва и обл.;771 099,00;907 153,00;-136 054,00;-15,00
766;14;Банк ВВБ;1093;Ярославская обл.;768 185,00;694 770,00;73 415,00;10,57
767;2;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;767 629,00;747 005,00;20 624,00;2,76
768;13;Ресурс-Траст;3122;Москва и обл.;763 675,00;678 533,00;85 142,00;12,55
769;-6;НСТ-Банк;1738;Оренбургская обл.;760 121,00;782 666,00;-22 545,00;-2,88
770;12;Русский Финансовый Альянс;2035;Москва и обл.;755 964,00;678 487,00;77 477,00;11,42
771;-10;Прокоммерцбанк;2996;Москва и обл.;754 408,00;792 601,00;-38 193,00;-4,82
772;-28;Первоуральскбанк;965;Свердловская обл.;748 618,00;903 980,00;-155 362,00;-17,19
773;-1;Центр Межбанковских Расчетов;3400;Москва и обл.;744 487,00;736 658,00;7 829,00;1,06
774;12;Вятич;2796;Рязанская обл.;729 753,00;659 905,00;69 848,00;10,58
775;19;Балаково-Банк;444;Саратовская обл.;729 436,00;626 957,00;102 479,00;16,35
776;0;Джаст Банк;3503;Москва и обл.;727 700,00;712 326,00;15 374,00;2,16
777;1;Трастовый Республиканский Банк;3404;Москва и обл.;721 146,00;709 908,00;11 238,00;1,58
778;6;Адам Интернэшнл;2232;Дагестан;721 089,00;672 091,00;48 998,00;7,29
779;14;РУБанк;2813;Ростовская обл.;712 139,00;628 372,00;83 767,00;13,33
780;16;Геобанк;2027;Москва и обл.;695 939,00;625 314,00;70 625,00;11,29
781;-21;Промсвязьинвест;2761;Дагестан;693 948,00;798 451,00;-104 503,00;-13,09
782;-17;РусьРегионБанк;685;Москва и обл.;688 420,00;759 405,00;-70 985,00;-9,35
783;-10;Межрегионбанк;1059;Москва и обл.;685 678,00;725 799,00;-40 121,00;-5,53
784;-29;Региональный Корпоративный Банк;1134;Москва и обл.;684 395,00;833 782,00;-149 387,00;-17,92
785;28;Банк РСИ;3415;Москва и обл.;682 535,00;564 358,00;118 177,00;20,94
786;69;Континенталь;3184;Ставропольский край;675 601,00;351 630,00;323 971,00;92,13
787;-4;Майский;1673;Кабардино-Балкария;672 899,00;674 598,00;-1 699,00;-0,25
788;2;Башпромбанк;1006;Башкортостан;657 014,00;649 593,00;7 421,00;1,14
789;9;Телекоммерц Банк;3380;Тульская обл.;656 298,00;618 451,00;37 847,00;6,12
790;11;Олма-Банк;3250;Москва и обл.;653 537,00;604 387,00;49 150,00;8,13
791;-12;Банк Развития Бизнеса;1910;Кемеровская обл.;652 961,00;695 362,00;-42 401,00;-6,10
792;85;К2 Банк;2851;Карачаево-Черкесия;647 252,00;202 794,00;444 458,00;219,17
793;11;Ауэрбанк;3105;Москва и обл.;641 039,00;587 726,00;53 313,00;9,07
794;-7;Народный Инвестиционный Банк;2876;Самарская обл.;640 318,00;655 102,00;-14 784,00;-2,26
795;4;Тальменка-Банк;826;Алтайский край;639 135,00;610 418,00;28 717,00;4,70
796;18;Холдинвестбанк;2837;Москва и обл.;639 046,00;562 143,00;76 903,00;13,68
797;-8;Кредитимпэкс Банк;2037;Москва и обл.;638 811,00;649 676,00;-10 865,00;-1,67
798;4;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;630 500,00;596 582,00;33 918,00;5,69
