Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2018, тыс. рублей;Февраль, 2018, тыс. рублей;Изменение, тыс. рублей;Изменение, %
258;5;Енисейский Объединенный Банк;2645;Красноярский край;6 683 594,00;6 636 160,00;47 434,00;0,71
259;0;Вокбанк;312;Нижегородская обл.;6 639 462,00;6 843 709,00;-204 247,00;-2,98
260;7;Банк БКФ;2684;Москва и обл.;6 598 864,00;6 512 631,00;86 233,00;1,32
261;12;Нефтепромбанк;2156;Москва и обл.;6 535 195,00;6 287 478,00;247 717,00;3,94
262;3;Русь;704;Оренбургская обл.;6 516 990,00;6 592 115,00;-75 125,00;-1,14
263;5;Автоградбанк;1455;Татарстан;6 446 070,00;6 510 914,00;-64 844,00;-1,00
264;-15;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 436 679,00;7 244 272,00;-807 593,00;-11,15
265;-3;Коммерческий Индо Банк;3446;Москва и обл.;6 384 555,00;6 689 151,00;-304 596,00;-4,55
266;-5;Альба Альянс;2593;Москва и обл.;6 362 437,00;6 704 938,00;-342 501,00;-5,11
267;3;Агророс;2860;Саратовская обл.;6 332 940,00;6 340 168,00;-7 228,00;-0,11
268;-4;Зираат Банк;2559;Москва и обл.;6 311 896,00;6 624 688,00;-312 792,00;-4,72
269;0;Чувашкредитпромбанк;1280;Чувашия;6 224 125,00;6 341 232,00;-117 107,00;-1,85
270;1;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 140 369,00;6 299 461,00;-159 092,00;-2,53
271;4;Земский Банк;2900;Самарская обл.;6 096 592,00;6 085 217,00;11 375,00;0,19
272;5;Кузнецкий;609;Пензенская обл.;5 928 259,00;5 853 930,00;74 329,00;1,27
273;1;Конфидэнс Банк;970;Костромская обл.;5 899 466,00;6 200 482,00;-301 016,00;-4,85
274;18;Чайнасельхозбанк;3529;Москва и обл.;5 868 903,00;5 022 633,00;846 270,00;16,85
275;6;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 838 068,00;5 603 569,00;234 499,00;4,18
276;0;Уссури;596;Хабаровский край;5 815 965,00;5 967 418,00;-151 453,00;-2,54
277;2;Славянский Кредит;2960;Москва и обл.;5 794 337,00;5 755 623,00;38 714,00;0,67
278;2;Мосуралбанк;2468;Москва и обл.;5 788 117,00;5 658 957,00;129 160,00;2,28
279;17;Эс-Би-Ай Банк;3185;Москва и обл.;5 781 006,00;4 750 679,00;1 030 327,00;21,69
280;2;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 731 853,00;5 510 605,00;221 248,00;4,01
281;9;Зенит Сочи;232;Краснодарский край;5 484 339,00;5 144 395,00;339 944,00;6,61
282;1;Итуруп;2390;Сахалинская обл.;5 352 814,00;5 445 604,00;-92 790,00;-1,70
283;5;Горбанк;2982;Санкт-Петербург и обл.;5 265 060,00;5 193 980,00;71 080,00;1,37
284;3;Черноморский банк развития и реконструкции;3527;Симферополь;5 256 658,00;5 204 526,00;52 132,00;1,00
285;0;Камский Коммерческий Банк;438;Татарстан;5 231 816,00;5 313 782,00;-81 966,00;-1,54
286;0;Банк ПСА Финанс Рус;3481;Москва и обл.;5 212 124,00;5 312 479,00;-100 355,00;-1,89
287;-3;Венец;524;Ульяновская обл.;5 156 111,00;5 372 500,00;-216 389,00;-4,03
288;-10;Голдман Сакс Банк;3490;Москва и обл.;4 938 509,00;5 813 440,00;-874 931,00;-15,05
289;5;Инкахран;3454;Москва и обл.;4 937 945,00;4 878 318,00;59 627,00;1,22
290;3;Роял Кредит Банк;783;Приморский край;4 915 207,00;4 971 163,00;-55 956,00;-1,13
291;0;Севастопольский Морской Банк;3528;Севастополь;4 899 808,00;5 059 199,00;-159 391,00;-3,15
292;6;Платина;2347;Москва и обл.;4 877 403,00;4 746 172,00;131 231,00;2,76
293;8;Кубаньторгбанк;478;Краснодарский край;4 806 101,00;4 683 012,00;123 089,00;2,63
294;1;Банк Инноваций и Развития;2647;Москва и обл.;4 780 523,00;4 818 817,00;-38 294,00;-0,79
295;2;УМ-Банк;1441;Москва и обл.;4 734 814,00;4 748 885,00;-14 071,00;-0,30
296;4;Руссобанк;2313;Москва и обл.;4 615 527,00;4 720 576,00;-105 049,00;-2,23
297;8;Стройлесбанк;2995;Тюменская обл.;4 561 066,00;4 477 578,00;83 488,00;1,86
298;19;Юнистрим;3467;Москва и обл.;4 560 094,00;4 079 476,00;480 618,00;11,78
299;3;Нэклис-Банк;1671;Москва и обл.;4 558 312,00;4 672 358,00;-114 046,00;-2,44
300;4;Московский Коммерческий Банк;3172;Москва и обл.;4 516 037,00;4 518 436,00;-2 399,00;-0,05
301;2;Донкомбанк;492;Ростовская обл.;4 496 632,00;4 604 614,00;-107 982,00;-2,35
302;10;Москва-Сити;3247;Москва и обл.;4 491 785,00;4 327 587,00;164 198,00;3,79
303;8;Банкхаус Эрбе;1717;Москва и обл.;4 406 518,00;4 359 605,00;46 913,00;1,08
304;3;Вологжанин;1896;Вологодская обл.;4 388 906,00;4 446 853,00;-57 947,00;-1,30
305;4;Аксонбанк;680;Костромская обл.;4 352 877,00;4 388 393,00;-35 516,00;-0,81
306;0;Долинск;857;Сахалинская обл.;4 352 400,00;4 465 723,00;-113 323,00;-2,54
307;7;Объединенный Резервный Банк;937;Москва и обл.;4 340 683,00;4 273 747,00;66 936,00;1,57
308;10;Мегаполис;3265;Чувашия;4 246 199,00;4 007 531,00;238 668,00;5,96
309;4;Межбанковский Кредитный Союз;3242;Москва и обл.;4 231 824,00;4 300 395,00;-68 571,00;-1,59
310;5;Братский АНКБ;1144;Иркутская обл.;4 212 776,00;4 116 645,00;96 131,00;2,34
311;8;Экси-Банк;2530;Санкт-Петербург и обл.;4 045 021,00;4 005 624,00;39 397,00;0,98
312;4;Радиотехбанк;1166;Нижегородская обл.;3 995 989,00;4 100 445,00;-104 456,00;-2,55
313;-3;Банк Кремлевский;2905;Москва и обл.;3 923 534,00;4 379 360,00;-455 826,00;-10,41
314;11;Крокус-Банк;2682;Москва и обл.;3 889 643,00;3 615 413,00;274 230,00;7,59
315;6;ВостСибтранскомбанк;2731;Иркутская обл.;3 821 686,00;3 837 596,00;-15 910,00;-0,41
316;4;Межрегиональный промышленно-строительный банк;752;Мордовия;3 821 264,00;3 945 834,00;-124 570,00;-3,16
317;7;НОКССбанк;3202;Волгоградская обл.;3 651 120,00;3 677 771,00;-26 651,00;-0,72
318;-61;Земкомбанк;574;Ростовская обл.;3 648 608,00;7 007 636,00;-3 359 028,00;-47,93
319;45;Система;2846;Москва и обл.;3 623 244,00;2 788 657,00;834 587,00;29,93
320;81;Современные Стандарты Бизнеса;3397;Москва и обл.;3 608 106,00;2 061 082,00;1 547 024,00;75,06
321;8;Алтайкапиталбанк;2659;Алтайский край;3 595 058,00;3 510 995,00;84 063,00;2,39
322;-14;Витабанк;356;Санкт-Петербург и обл.;3 529 005,00;4 438 701,00;-909 696,00;-20,49
323;-1;Еврокапитал-Альянс;2672;Ярославская обл.;3 525 427,00;3 738 403,00;-212 976,00;-5,70
324;3;Иваново;1763;Ивановская обл.;3 521 328,00;3 554 219,00;-32 891,00;-0,93
325;6;Унифондбанк;3416;Москва и обл.;3 472 517,00;3 493 134,00;-20 617,00;-0,59
326;4;Международный Коммерческий Банк;2524;Москва и обл.;3 461 970,00;3 494 210,00;-32 240,00;-0,92
327;1;Банк Торгового Финансирования;1982;Москва и обл.;3 434 359,00;3 541 833,00;-107 474,00;-3,03
328;4;Живаго Банк;2065;Рязанская обл.;3 433 982,00;3 490 290,00;-56 308,00;-1,61
329;5;ЮМК Банк;3495;Краснодарский край;3 408 770,00;3 428 846,00;-20 076,00;-0,59
330;5;Уралпромбанк;2964;Челябинская обл.;3 392 908,00;3 409 062,00;-16 154,00;-0,47
331;2;Донхлеббанк;2285;Ростовская обл.;3 386 258,00;3 468 870,00;-82 612,00;-2,38
332;8;Икано Банк;3519;Центр;3 345 624,00;3 306 593,00;39 031,00;1,18
333;5;ИТ Банк;2609;Омская обл.;3 291 570,00;3 348 691,00;-57 121,00;-1,71
334;5;Русский Национальный Банк;469;Ростовская обл.;3 283 615,00;3 333 983,00;-50 368,00;-1,51
335;8;Банк Реалист;2646;Москва и обл.;3 280 820,00;3 258 587,00;22 233,00;0,68
336;20;Невский Банк;1068;Санкт-Петербург и обл.;3 261 601,00;3 010 740,00;250 861,00;8,33
337;0;Ермак;1809;Ханты-Мансийский АО — Югра;3 258 034,00;3 362 022,00;-103 988,00;-3,09
338;6;Камчаткомагропромбанк;545;Камчатская обл.;3 250 238,00;3 194 917,00;55 321,00;1,73
339;-3;Евразийский Банк;969;Москва и обл.;3 240 966,00;3 381 848,00;-140 882,00;-4,17
340;1;Взаимодействие;1704;Новосибирская обл.;3 149 100,00;3 273 934,00;-124 834,00;-3,81
341;9;Банк Заречье;817;Татарстан;3 149 041,00;3 109 015,00;40 026,00;1,29
342;11;Первый Клиентский Банк;3436;Москва и обл.;3 148 641,00;3 039 791,00;108 850,00;3,58
343;4;БСТ-Банк;2883;Кемеровская обл.;3 121 515,00;3 129 571,00;-8 056,00;-0,26
344;1;Синко-Банк;2838;Москва и обл.;3 094 130,00;3 186 964,00;-92 834,00;-2,91
345;7;Викинг;2;Санкт-Петербург и обл.;3 088 921,00;3 048 150,00;40 771,00;1,34
346;2;ПИР Банк;2655;Москва и обл.;3 056 017,00;3 126 915,00;-70 898,00;-2,27
347;-1;Оргбанк;3312;Москва и обл.;3 049 274,00;3 167 275,00;-118 001,00;-3,73
348;-22;Сельмашбанк;106;Ростовская обл.;3 030 605,00;3 607 066,00;-576 461,00;-15,98
349;2;Центрально-Европейский Банк;2670;Забайкальский край;3 006 290,00;3 057 389,00;-51 099,00;-1,67
350;11;Уралфинанс;1370;Свердловская обл.;3 005 715,00;2 857 474,00;148 241,00;5,19
351;17;Элита;1399;Калужская обл.;2 974 889,00;2 671 932,00;302 957,00;11,34
352;5;Далена Банк;1948;Москва и обл.;2 963 817,00;3 004 207,00;-40 390,00;-1,34
353;-30;Кузнецкий Мост;2254;Москва и обл.;2 947 453,00;3 709 284,00;-761 831,00;-20,54
354;0;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 923 720,00;3 020 774,00;-97 054,00;-3,21
355;4;Внешфинбанк;3173;Краснодарский край;2 919 424,00;2 868 811,00;50 613,00;1,76
356;11;Заубер Банк;1614;Санкт-Петербург и обл.;2 901 095,00;2 692 685,00;208 410,00;7,74
357;3;Владбизнесбанк;903;Владимирская обл.;2 874 651,00;2 858 828,00;15 823,00;0,55
358;0;Евроальянс;1781;Ивановская обл.;2 862 354,00;2 992 532,00;-130 178,00;-4,35
359;-4;РАМ Банк;3480;Москва и обл.;2 825 724,00;3 014 703,00;-188 979,00;-6,27
360;-18;Народный Доверительный Банк;2374;Москва и обл.;2 825 071,00;3 268 890,00;-443 819,00;-13,58
361;1;Йошкар-Ола;2802;Марий Эл;2 823 799,00;2 850 562,00;-26 763,00;-0,94
362;1;Новый Век;3417;Москва и обл.;2 816 033,00;2 845 933,00;-29 900,00;-1,05
363;6;РБА;3413;Москва и обл.;2 809 515,00;2 659 478,00;150 037,00;5,64
364;1;Аспект;608;Москва и обл.;2 772 829,00;2 744 685,00;28 144,00;1,03
365;1;Озон Банк;3516;Москва и обл.;2 749 226,00;2 722 070,00;27 156,00;1,00
366;4;Бланк Банк;2368;Москва и обл.;2 746 659,00;2 647 489,00;99 170,00;3,75
367;4;Кемсоцинбанк;96;Кемеровская обл.;2 612 068,00;2 553 026,00;59 042,00;2,31
368;5;Костромаселькомбанк;1115;Костромская обл.;2 562 417,00;2 521 481,00;40 936,00;1,62
369;8;РТС-Банк;3401;Самарская обл.;2 532 980,00;2 376 078,00;156 902,00;6,60
370;2;Газнефтьбанк;3223;Саратовская обл.;2 529 187,00;2 544 173,00;-14 986,00;-0,59
371;5;Банк Пермь;875;Пермская обл.;2 503 537,00;2 481 900,00;21 637,00;0,87
372;2;ПэйПал Ру;3517;Москва и обл.;2 496 814,00;2 496 814,00;0,00;0
373;56;Новокиб;1747;Кемеровская обл.;2 493 116,00;1 709 106,00;784 010,00;45,87
374;45;Инкаробанк;2696;Москва и обл.;2 390 499,00;1 856 263,00;534 236,00;28,78
375;0;Кетовский Коммерческий Банк;842;Курганская обл.;2 390 130,00;2 489 256,00;-99 126,00;-3,98
376;24;Мурманский Расчетный Центр;3341;Мурманская обл.;2 360 027,00;2 086 212,00;273 815,00;13,12
377;3;Старооскольский Агропромбанк;1050;Белгородская обл.;2 356 939,00;2 323 210,00;33 729,00;1,45
378;1;Банк Глобус;2438;Москва и обл.;2 318 933,00;2 345 414,00;-26 481,00;-1,13
379;4;Приобье;537;Ханты-Мансийский АО — Югра;2 272 465,00;2 298 517,00;-26 052,00;-1,13
380;5;Бум-Банк;1137;Кабардино-Балкария;2 264 967,00;2 281 239,00;-16 272,00;-0,71
381;13;Новый Московский Банк;2932;Москва и обл.;2 241 948,00;2 138 982,00;102 966,00;4,81
382;7;Кросна-Банк;2607;Москва и обл.;2 233 002,00;2 232 927,00;75,00;0,00
383;-5;Кредит Экспресс;3186;Ростовская обл.;2 231 813,00;2 371 751,00;-139 938,00;-5,90
384;43;Ноосфера;2650;Республика Алтай;2 230 917,00;1 742 840,00;488 077,00;28,00
385;2;Америкэн Экспресс Банк;3460;Москва и обл.;2 225 227,00;2 275 369,00;-50 142,00;-2,20
386;6;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 220 314,00;2 170 805,00;49 509,00;2,28
387;4;Первый Инвестиционный Банк;604;Москва и обл.;2 218 253,00;2 194 157,00;24 096,00;1,10
388;-2;Вкабанк;1027;Астраханская обл.;2 196 262,00;2 278 897,00;-82 635,00;-3,63
389;-1;Кредпромбанк;1165;Ярославская обл.;2 186 984,00;2 241 454,00;-54 470,00;-2,43
390;5;Первоуральскбанк;965;Свердловская обл.;2 176 929,00;2 125 240,00;51 689,00;2,43
391;2;ИСБ;3010;Москва и обл.;2 160 494,00;2 155 189,00;5 305,00;0,25
392;-2;К2 Банк;2851;Карачаево-Черкесия;2 156 239,00;2 199 911,00;-43 672,00;-1,99
393;-12;Экономикс-Банк;2136;Москва и обл.;2 153 640,00;2 315 828,00;-162 188,00;-7,00
394;15;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 139 203,00;1 979 440,00;159 763,00;8,07
395;3;ИРС;272;Москва и обл.;2 124 970,00;2 111 016,00;13 954,00;0,66
396;-14;Банк РМП;2574;Москва и обл.;2 118 020,00;2 302 117,00;-184 097,00;-8,00
397;-1;Народный Банк;2249;Карачаево-Черкесия;2 089 206,00;2 123 625,00;-34 419,00;-1,62
398;-1;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 075 649,00;2 112 132,00;-36 483,00;-1,73
399;-15;Спутник;1071;Самарская обл.;2 035 426,00;2 290 309,00;-254 883,00;-11,13
400;3;Профессионал Банк;3296;Москва и обл.;2 035 397,00;2 037 870,00;-2 473,00;-0,12
401;4;Социум-Банк;2881;Москва и обл.;2 012 139,00;2 011 555,00;584,00;0,03
402;4;Майкопбанк;1136;Адыгея;1 998 612,00;2 011 134,00;-12 522,00;-0,62
403;1;Саратов;330;Саратовская обл.;1 980 741,00;2 023 728,00;-42 987,00;-2,12
404;4;Капитал;575;Москва и обл.;1 980 490,00;1 993 039,00;-12 549,00;-0,63
405;-6;Дом-Банк;3209;Москва и обл.;1 968 838,00;2 108 830,00;-139 992,00;-6,64
406;9;Первый Дортрансбанк;3271;Кировская обл.;1 961 831,00;1 892 708,00;69 123,00;3,65
407;0;Столичный Кредит;2853;Москва и обл.;1 955 615,00;1 994 383,00;-38 768,00;-1,94
408;4;Великие Луки Банк;598;Псковская обл.;1 923 266,00;1 932 809,00;-9 543,00;-0,49
409;7;Арзамас;1281;Нижегородская обл.;1 913 829,00;1 878 819,00;35 010,00;1,86
410;1;Прайм Финанс;2758;Санкт-Петербург и обл.;1 909 323,00;1 948 105,00;-38 782,00;-1,99
411;3;Россита-Банк;3257;Москва и обл.;1 906 025,00;1 893 065,00;12 960,00;0,68
412;1;КОР;2148;Волгоградская обл.;1 895 310,00;1 931 515,00;-36 205,00;-1,87
413;4;Нальчик;695;Кабардино-Балкария;1 894 940,00;1 870 838,00;24 102,00;1,29
414;8;Калуга;1151;Калужская обл.;1 865 347,00;1 834 711,00;30 636,00;1,67
415;13;Телекоммерц Банк;3380;Тульская обл.;1 865 068,00;1 739 334,00;125 734,00;7,23
416;-6;Республиканский Кредитный Альянс;3017;Москва и обл.;1 852 971,00;1 965 317,00;-112 346,00;-5,72
417;1;Яринтербанк;2564;Ярославская обл.;1 846 975,00;1 866 710,00;-19 735,00;-1,06
418;3;Спиритбанк;2053;Тульская обл.;1 815 464,00;1 840 137,00;-24 673,00;-1,34
419;6;Новое Время;3492;Москва и обл.;1 758 463,00;1 793 226,00;-34 763,00;-1,94
420;6;Апабанк;2404;Москва и обл.;1 741 193,00;1 778 676,00;-37 483,00;-2,11
421;-1;Руна-Банк;3207;Москва и обл.;1 724 776,00;1 848 335,00;-123 559,00;-6,68
422;9;Росбизнесбанк;1405;Москва и обл.;1 674 973,00;1 703 253,00;-28 280,00;-1,66
423;7;Лайтбанк;3177;Москва и обл.;1 674 231,00;1 708 141,00;-33 910,00;-1,99
424;8;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 668 459,00;1 669 287,00;-828,00;-0,05
425;9;Промсельхозбанк;538;Москва и обл.;1 608 984,00;1 647 495,00;-38 511,00;-2,34
426;16;Крона-Банк;2499;Иркутская обл.;1 607 033,00;1 532 068,00;74 965,00;4,89
427;11;Новый Кредитный Союз;3139;Москва и обл.;1 589 714,00;1 547 777,00;41 937,00;2,71
428;20;Тендер-Банк;2252;Москва и обл.;1 569 262,00;1 461 476,00;107 786,00;7,38
429;7;Кузбассхимбанк;2868;Кемеровская обл.;1 559 578,00;1 567 955,00;-8 377,00;-0,53
430;-6;ИК Банк;1732;Татарстан;1 539 047,00;1 801 236,00;-262 189,00;-14,56
431;10;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 538 791,00;1 534 616,00;4 175,00;0,27
432;8;Тагилбанк;1635;Свердловская обл.;1 525 958,00;1 536 553,00;-10 595,00;-0,69
433;-10;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 524 722,00;1 818 116,00;-293 394,00;-16,14
434;3;АвтоКредитБанк;1973;Татарстан;1 519 307,00;1 559 364,00;-40 057,00;-2,57
435;19;Сервис Резерв;2034;Москва и обл.;1 505 646,00;1 366 916,00;138 730,00;10,15
436;9;Московский Вексельный Банк;2697;Москва и обл.;1 476 990,00;1 497 947,00;-20 957,00;-1,40
437;9;Проинвестбанк;784;Пермская обл.;1 449 656,00;1 492 109,00;-42 453,00;-2,85
438;9;Холмск;503;Сахалинская обл.;1 446 385,00;1 485 080,00;-38 695,00;-2,61
439;0;Риал-Кредит;3393;Москва и обл.;1 440 662,00;1 543 391,00;-102 729,00;-6,66
440;3;Банк Фридом Финанс;1143;Москва и обл.;1 437 810,00;1 502 706,00;-64 896,00;-4,32
441;3;Златкомбанк;568;Москва и обл.;1 437 662,00;1 500 110,00;-62 448,00;-4,16
442;10;Примтеркомбанк;21;Приморский край;1 409 349,00;1 371 859,00;37 490,00;2,73
443;10;Почтобанк;1788;Пермская обл.;1 385 862,00;1 368 675,00;17 187,00;1,26
444;-9;Алтынбанк;2070;Татарстан;1 377 551,00;1 633 138,00;-255 587,00;-15,65
445;6;Синергия;2884;Саратовская обл.;1 373 459,00;1 381 831,00;-8 372,00;-0,61
446;9;Элекснет;3314;Москва и обл.;1 358 466,00;1 358 466,00;0,00;0
447;14;Вакобанк;1291;Псковская обл.;1 350 274,00;1 232 821,00;117 453,00;9,53
448;8;РФИ Банк;3351;Москва и обл.;1 289 971,00;1 288 003,00;1 968,00;0,15
449;9;Космос;2245;Москва и обл.;1 285 068,00;1 263 166,00;21 902,00;1,73
450;38;Металлург;2877;Москва и обл.;1 270 731,00;908 879,00;361 852,00;39,81
451;12;Курган;2568;Курганская обл.;1 267 365,00;1 223 342,00;44 023,00;3,60
452;-2;Кредитинвест;1197;Дагестан;1 233 577,00;1 417 723,00;-184 146,00;-12,99
453;-4;Акцент;696;Оренбургская обл.;1 227 244,00;1 431 717,00;-204 473,00;-14,28
454;13;Невастройинвест;1926;Санкт-Петербург и обл.;1 224 723,00;1 157 155,00;67 568,00;5,84
455;4;Прохладный;874;Кабардино-Балкария;1 191 404,00;1 251 218,00;-59 814,00;-4,78
456;1;Саммит Банк;85;Приморский край;1 191 066,00;1 270 902,00;-79 836,00;-6,28
457;8;Дон-Тексбанк;1818;Ростовская обл.;1 190 368,00;1 192 916,00;-2 548,00;-0,21
458;8;Новый Промышленный Банк;930;Москва и обл.;1 173 213,00;1 159 904,00;13 309,00;1,15
459;10;Химик;1114;Нижегородская обл.;1 146 306,00;1 138 187,00;8 119,00;0,71
460;10;Михайловский ПЖСБ;2961;Волгоградская обл.;1 136 355,00;1 135 705,00;650,00;0,06
461;1;Агора;3231;Москва и обл.;1 117 025,00;1 230 929,00;-113 904,00;-9,25
462;10;ЕАТП Банк;1765;Астраханская обл.;1 115 946,00;1 132 509,00;-16 563,00;-1,46
463;-3;Спецстройбанк;236;Москва и обл.;1 114 418,00;1 244 520,00;-130 102,00;-10,45
464;7;Байкалкредобанк;2990;Иркутская обл.;1 103 772,00;1 133 545,00;-29 773,00;-2,63
465;11;Международный Расчетный Банк;3028;Москва и обл.;1 094 272,00;1 063 379,00;30 893,00;2,91
466;11;Майский;1673;Кабардино-Балкария;1 076 144,00;1 060 697,00;15 447,00;1,46
467;8;Мобильная карта;3522;Санкт-Петербург и обл.;1 067 052,00;1 067 052,00;0,00;0
468;5;Соколовский;2830;Москва и обл.;1 054 409,00;1 118 581,00;-64 172,00;-5,74
469;10;Народный Инвестиционный Банк;2876;Самарская обл.;1 042 859,00;1 038 918,00;3 941,00;0,38
470;11;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 040 410,00;1 013 175,00;27 235,00;2,69
471;9;Флора-Москва;533;Москва и обл.;1 040 243,00;1 030 954,00;9 289,00;0,90
472;10;Русский Банк Сбережений;779;Ставропольский край;1 028 132,00;962 270,00;65 862,00;6,84
473;5;Максима;3379;Москва и обл.;1 021 020,00;1 055 904,00;-34 884,00;-3,30
474;-6;МТИ Банк;1052;Москва и обл.;1 013 412,00;1 151 259,00;-137 847,00;-11,97
475;-1;Тексбанк;2756;Карачаево-Черкесия;993 758,00;1 092 270,00;-98 512,00;-9,02
476;8;Москва;1661;Москва и обл.;970 250,00;957 466,00;12 784,00;1,34
477;9;ГринКомБанк;1184;Иркутская обл.;964 419,00;955 998,00;8 421,00;0,88
478;5;Классик Эконом Банк;3298;Северная Осетия — Алания;935 410,00;959 840,00;-24 430,00;-2,55
479;8;Банк РСИ;3415;Москва и обл.;935 083,00;912 714,00;22 369,00;2,45
480;38;Алжан;2491;Дагестан;907 826,00;515 350,00;392 476,00;76,16
481;10;Центрально-Азиатский;3037;Хакасия;835 552,00;859 613,00;-24 061,00;-2,80
482;10;Холдинвестбанк;2837;Москва и обл.;818 915,00;820 745,00;-1 830,00;-0,22
483;11;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;813 155,00;764 165,00;48 990,00;6,41
484;9;Балаково-Банк;444;Саратовская обл.;794 369,00;818 263,00;-23 894,00;-2,92
485;5;Эльбин;2267;Дагестан;751 486,00;889 633,00;-138 147,00;-15,53
486;12;Славянбанк;804;Новгородская обл.;746 163,00;724 800,00;21 363,00;2,95
487;8;Объединенный Банк Республики;1016;Чувашия;745 394,00;748 959,00;-3 565,00;-0,48
488;-3;Национальный Банк Сбережений;1949;Ивановская обл.;725 564,00;956 279,00;-230 715,00;-24,13
489;7;РусьРегионБанк;685;Москва и обл.;720 478,00;731 109,00;-10 631,00;-1,45
490;-1;Вятич;2796;Рязанская обл.;678 139,00;903 952,00;-225 813,00;-24,98
491;6;Яндекс Банк;3027;Москва и обл.;672 190,00;728 423,00;-56 233,00;-7,72
492;10;Гефест;1046;Тверская обл.;665 870,00;654 648,00;11 222,00;1,71
493;11;Монета.ру;3508;Марий Эл;663 167,00;634 331,00;28 836,00;4,55
494;9;Вайлдберриз Банк;841;Адыгея;661 621,00;642 610,00;19 011,00;2,96
495;5;Онего;2484;Карелия;644 032,00;673 176,00;-29 144,00;-4,33
496;3;Прокоммерцбанк;2996;Москва и обл.;642 944,00;712 334,00;-69 390,00;-9,74
497;15;Расчетные Решения;3524;Москва и обл.;603 373,00;577 034,00;26 339,00;4,56
498;3;Си Ди Би Банк;3339;Краснодарский край;601 568,00;669 183,00;-67 615,00;-10,10
499;10;МВС Банк;2407;Дагестан;595 935,00;587 488,00;8 447,00;1,44
500;8;Ресурс-Траст;3122;Москва и обл.;591 435,00;598 518,00;-7 083,00;-1,18
501;4;Вэлтон Банк;1105;Белгородская обл.;586 532,00;631 787,00;-45 255,00;-7,16
502;8;Южный Региональный Банк;3015;Ростовская обл.;585 197,00;586 717,00;-1 520,00;-0,26
503;10;ФинТех;3499;Ярославская обл.;575 748,00;577 024,00;-1 276,00;-0,22
504;2;Единая касса;3512;Москва и обл.;563 449,00;625 197,00;-61 748,00;-9,88
505;9;Рента-Банк;3095;Москва и обл.;563 294,00;538 603,00;24 691,00;4,58
506;1;Народный Банк Тувы;1309;Тыва;537 849,00;605 786,00;-67 937,00;-11,21
507;8;Геобанк;2027;Москва и обл.;522 655,00;528 007,00;-5 352,00;-1,01
508;3;Жилстройбанк;2769;Москва и обл.;514 625,00;582 017,00;-67 392,00;-11,58
509;10;Таганрогбанк;3136;Ростовская обл.;507 457,00;507 586,00;-129,00;-0,03
510;7;Жилкредит;1736;Москва и обл.;502 291,00;521 933,00;-19 642,00;-3,76
511;10;Лэнд Кредит;1478;Москва и обл.;497 504,00;492 976,00;4 528,00;0,92
512;4;Континенталь;3184;Ставропольский край;487 736,00;523 548,00;-35 812,00;-6,84
513;;Деньги.Мэйл.Ру;3511;Москва и обл.;485 640,00;-;-;
514;6;Дружба;990;Тюменская обл.;482 367,00;497 437,00;-15 070,00;-3,03
515;8;Логос;3233;Москва и обл.;448 800,00;471 481,00;-22 681,00;-4,81
516;9;РИБ;2749;Москва и обл.;426 580,00;438 707,00;-12 127,00;-2,76
517;5;Финчер;3486;Москва и обл.;425 135,00;475 749,00;-50 614,00;-10,64
518;8;Промсвязьинвест;2761;Дагестан;414 029,00;437 797,00;-23 768,00;-5,43
519;12;Альтернатива;3452;Москва и обл.;402 321,00;351 366,00;50 955,00;14,50
520;9;Северстройбанк;3507;Вологодская обл.;398 988,00;385 346,00;13 642,00;3,54
521;6;Эко-Инвест;3116;Москва и обл.;398 124,00;404 568,00;-6 444,00;-1,59
522;6;Банк Берейт;3505;Санкт-Петербург и обл.;397 531,00;402 281,00;-4 750,00;-1,18
523;7;Тайдон;2085;Кемеровская обл.;375 232,00;375 800,00;-568,00;-0,15
524;0;Единая Расчетная Палата;384;Москва и обл.;341 500,00;441 611,00;-100 111,00;-22,67
525;7;Объединенная Расчетная Система;3342;Москва и обл.;333 245,00;308 746,00;24 499,00;7,94
526;8;Сетевая Расчетная Палата;3332;Татарстан;320 970,00;249 787,00;71 183,00;28,50
527;6;Рунэтбанк;2829;Москва и обл.;303 662,00;307 579,00;-3 917,00;-1,27
528;7;Нарат;1902;Саратовская обл.;249 165,00;249 088,00;77,00;0,03
529;7;ПэйЮ;3518;Москва и обл.;238 464,00;238 464,00;0,00;0
530;7;Лидер;3304;Москва и обл.;214 016,00;229 402,00;-15 386,00;-6,71
