Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2012, тыс. рублей;Ноябрь, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
526;-3;Новое Время;3492;Москва и обл.;2 408 212,00;2 425 923,00;-17 711,00;-0,73
527;5;Диг-Банк;2423;Северная Осетия — Алания;2 402 496,00;2 302 817,00;99 679,00;4,33
528;37;Богородский Муниципальный Банк;2992;Москва и обл.;2 376 578,00;1 996 427,00;380 151,00;19,04
529;16;Церих;3278;Орловская обл.;2 373 274,00;2 191 761,00;181 513,00;8,28
530;10;Владпромбанк;870;Владимирская обл.;2 367 785,00;2 228 385,00;139 400,00;6,26
531;6;Объединенный Резервный Банк;937;Москва и обл.;2 367 042,00;2 246 690,00;120 352,00;5,36
532;-3;Констанс-Банк;2228;Санкт-Петербург и обл.;2 337 386,00;2 356 884,00;-19 498,00;-0,83
533;-8;Резерв;2364;Челябинская обл.;2 313 835,00;2 392 571,00;-78 736,00;-3,29
534;2;Промсельхозбанк;538;Москва и обл.;2 309 751,00;2 248 641,00;61 110,00;2,72
535;15;Финтрастбанк;3104;Москва и обл.;2 295 295,00;2 148 007,00;147 288,00;6,86
536;-20;ИРС;272;Москва и обл.;2 294 301,00;2 524 828,00;-230 527,00;-9,13
537;5;Пульс Столицы;3002;Москва и обл.;2 278 681,00;2 221 443,00;57 238,00;2,58
538;5;ФорБанк;2063;Алтайский край;2 275 428,00;2 207 042,00;68 386,00;3,10
539;-26;Эсидбанк;1991;Дагестан;2 274 190,00;2 534 397,00;-260 207,00;-10,27
540;-10;Бум-Банк;1137;Кабардино-Балкария;2 273 807,00;2 352 344,00;-78 537,00;-3,34
541;-6;Вэлтон Банк;1105;Белгородская обл.;2 269 467,00;2 270 887,00;-1 420,00;-0,06
542;-16;ИК Банк;1732;Татарстан;2 227 563,00;2 390 573,00;-163 010,00;-6,82
543;5;Ваш Личный Банк;1222;Иркутская обл.;2 218 889,00;2 153 273,00;65 616,00;3,05
544;37;Инбанк;1829;Москва и обл.;2 201 972,00;1 908 327,00;293 645,00;15,39
545;60;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 194 631,00;1 777 250,00;417 381,00;23,48
546;-5;Компания Розничного Кредитования;3385;Москва и обл.;2 176 719,00;2 226 375,00;-49 656,00;-2,23
547;7;МФБанк;3163;Москва и обл.;2 175 626,00;2 123 288,00;52 338,00;2,46
548;-9;Братский АНКБ;1144;Иркутская обл.;2 168 545,00;2 234 773,00;-66 228,00;-2,96
549;7;Спиритбанк;2053;Тульская обл.;2 167 986,00;2 073 376,00;94 610,00;4,56
550;23;Элита;1399;Калужская обл.;2 153 872,00;1 943 848,00;210 024,00;10,80
551;6;Дом-Банк;3209;Москва и обл.;2 134 805,00;2 070 271,00;64 534,00;3,12
552;0;Йошкар-Ола;2802;Марий Эл;2 124 497,00;2 128 243,00;-3 746,00;-0,18
553;-9;КОР;2148;Волгоградская обл.;2 117 883,00;2 206 360,00;-88 477,00;-4,01
554;1;РСКБ;2050;Москва и обл.;2 092 925,00;2 079 516,00;13 409,00;0,64
555;-22;Зираат Банк;2559;Москва и обл.;2 092 704,00;2 289 017,00;-196 313,00;-8,58
556;-5;Банк Пермь;875;Пермская обл.;2 092 016,00;2 135 407,00;-43 391,00;-2,03
557;12;Приско Капитал Банк;2537;Москва и обл.;2 070 694,00;1 955 886,00;114 808,00;5,87
558;0;Юнистрим;3467;Москва и обл.;2 050 900,00;2 056 135,00;-5 235,00;-0,25
559;0;Кросна-Банк;2607;Москва и обл.;2 050 549,00;2 045 096,00;5 453,00;0,27
560;-7;Стелла-Банк;2948;Ростовская обл.;2 031 338,00;2 126 596,00;-95 258,00;-4,48
561;0;Радиотехбанк;1166;Нижегородская обл.;2 016 007,00;2 025 643,00;-9 636,00;-0,48
562;20;Мегаполис;3265;Чувашия;2 015 584,00;1 899 808,00;115 776,00;6,09
563;-14;Яринтербанк;2564;Ярославская обл.;2 012 808,00;2 150 972,00;-138 164,00;-6,42
564;-37;Современные Стандарты Бизнеса;3397;Москва и обл.;2 011 168,00;2 376 510,00;-365 342,00;-15,37
565;20;Конфидэнс Банк;970;Костромская обл.;2 006 328,00;1 893 213,00;113 115,00;5,97
566;11;Верхневолжский;1084;Ярославская обл.;2 006 178,00;1 928 967,00;77 211,00;4,00
567;25;Социум-Банк;2881;Москва и обл.;1 994 806,00;1 850 991,00;143 815,00;7,77
568;2;Таурус Банк;655;Челябинская обл.;1 991 589,00;1 952 954,00;38 635,00;1,98
569;-1;Кубанский Универсальный Банк;2898;Краснодарский край;1 986 651,00;1 958 660,00;27 991,00;1,43
570;-3;Выборг-Банк;720;Санкт-Петербург и обл.;1 981 470,00;1 967 964,00;13 506,00;0,69
571;-5;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;1 977 995,00;1 995 664,00;-17 669,00;-0,89
572;3;Иваново;1763;Ивановская обл.;1 973 798,00;1 933 841,00;39 957,00;2,07
573;20;ИСБ;3010;Москва и обл.;1 973 447,00;1 847 254,00;126 193,00;6,83
574;42;Лайтбанк;3177;Москва и обл.;1 971 842,00;1 643 554,00;328 288,00;19,97
575;-37;Земкомбанк;574;Ростовская обл.;1 967 998,00;2 243 740,00;-275 742,00;-12,29
576;-29;Союзпромбанк;2965;Москва и обл.;1 961 584,00;2 180 043,00;-218 459,00;-10,02
577;-6;Проинвестбанк;784;Пермская обл.;1 954 952,00;1 950 369,00;4 583,00;0,23
578;19;Тагилбанк;1635;Свердловская обл.;1 952 593,00;1 817 704,00;134 889,00;7,42
579;-17;Липецкий Областной Банк;1794;Липецкая обл.;1 948 460,00;2 024 254,00;-75 794,00;-3,74
580;28;Михайловский ПЖСБ;2961;Волгоградская обл.;1 948 373,00;1 724 913,00;223 460,00;12,95
581;-9;Новый Символ;370;Москва и обл.;1 946 937,00;1 950 066,00;-3 129,00;-0,16
582;-19;Тендер-Банк;2252;Москва и обл.;1 944 140,00;1 999 221,00;-55 081,00;-2,76
583;5;Россита-Банк;3257;Москва и обл.;1 943 408,00;1 868 878,00;74 530,00;3,99
584;-4;Ринвестбанк;3262;Рязанская обл.;1 938 192,00;1 910 862,00;27 330,00;1,43
585;-7;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 923 051,00;1 926 257,00;-3 206,00;-0,17
586;8;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 917 804,00;1 839 783,00;78 021,00;4,24
587;22;Европейский Индустриальный Банк;2503;Москва и обл.;1 916 400,00;1 721 492,00;194 908,00;11,32
588;2;Апабанк;2404;Москва и обл.;1 905 542,00;1 861 651,00;43 891,00;2,36
589;-13;Старооскольский Агропромбанк;1050;Белгородская обл.;1 888 683,00;1 933 645,00;-44 962,00;-2,33
590;-26;Международный Расчетный Банк;3028;Москва и обл.;1 886 845,00;1 997 891,00;-111 046,00;-5,56
591;0;Рублевский;2192;Москва и обл.;1 881 014,00;1 857 266,00;23 748,00;1,28
592;-3;Донхлеббанк;2285;Ростовская обл.;1 866 891,00;1 861 990,00;4 901,00;0,26
593;9;РТС-Банк;3401;Самарская обл.;1 861 949,00;1 794 377,00;67 572,00;3,77
594;1;Арт-Банк;2779;Северная Осетия — Алания;1 853 307,00;1 825 549,00;27 758,00;1,52
595;16;Межбанковский Кредитный Союз;3242;Москва и обл.;1 843 338,00;1 697 429,00;145 909,00;8,60
596;0;Новация;840;Адыгея;1 832 799,00;1 819 094,00;13 705,00;0,75
597;-13;Эльбин;2267;Дагестан;1 820 415,00;1 895 777,00;-75 362,00;-3,98
598;6;Нальчик;695;Кабардино-Балкария;1 793 481,00;1 778 160,00;15 321,00;0,86
599;-1;РНКБ;1354;Москва и обл.;1 788 715,00;1 810 790,00;-22 075,00;-1,22
600;1;Газнефтьбанк;3223;Саратовская обл.;1 774 110,00;1 800 423,00;-26 313,00;-1,46
601;5;Владбизнесбанк;903;Владимирская обл.;1 770 869,00;1 750 238,00;20 631,00;1,18
602;-3;Крона-Банк;2499;Иркутская обл.;1 767 472,00;1 810 155,00;-42 683,00;-2,36
603;104;Новокиб;1747;Кемеровская обл.;1 764 485,00;1 080 704,00;683 781,00;63,27
604;17;Национальный Корпоративный Банк;3422;Москва и обл.;1 762 008,00;1 602 320,00;159 688,00;9,97
605;-5;Айви Банк;2055;Москва и обл.;1 757 854,00;1 805 410,00;-47 556,00;-2,63
606;1;Торговый Городской Банк;3180;Тверская обл.;1 749 511,00;1 737 116,00;12 395,00;0,71
607;-24;Сервис Резерв;2034;Москва и обл.;1 740 555,00;1 898 441,00;-157 886,00;-8,32
608;-21;Соколовский;2830;Москва и обл.;1 732 566,00;1 871 963,00;-139 397,00;-7,45
609;-6;Пурпе;709;Тюменская обл.;1 732 288,00;1 790 897,00;-58 609,00;-3,27
610;9;Новый Промышленный Банк;930;Москва и обл.;1 724 943,00;1 621 587,00;103 356,00;6,37
611;16;Идея Банк;430;Краснодарский край;1 723 591,00;1 555 689,00;167 902,00;10,79
612;26;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 709 826,00;1 486 661,00;223 165,00;15,01
613;-27;Банк МБФИ;2073;Москва и обл.;1 706 044,00;1 892 790,00;-186 746,00;-9,87
614;4;Викинг;2;Санкт-Петербург и обл.;1 683 975,00;1 623 035,00;60 940,00;3,75
615;11;Леноблбанк;1003;Санкт-Петербург и обл.;1 682 833,00;1 562 460,00;120 373,00;7,70
616;34;Мострансбанк;2258;Москва и обл.;1 682 367,00;1 425 997,00;256 370,00;17,98
617;5;Стройиндбанк;155;Москва и обл.;1 681 784,00;1 600 958,00;80 826,00;5,05
618;14;БВА Банк;1684;Москва и обл.;1 654 852,00;1 523 569,00;131 283,00;8,62
619;-9;Татагропромбанк;728;Татарстан;1 641 120,00;1 711 266,00;-70 146,00;-4,10
620;0;Нарат;1902;Саратовская обл.;1 616 970,00;1 613 714,00;3 256,00;0,20
621;-4;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 616 586,00;1 638 839,00;-22 253,00;-1,36
622;11;Бумеранг;1002;Вологодская обл.;1 611 305,00;1 519 695,00;91 610,00;6,03
623;-10;Единственный;3187;Москва и обл.;1 607 868,00;1 668 224,00;-60 356,00;-3,62
624;-9;Бест Эффортс Банк;435;Москва и обл.;1 607 485,00;1 649 242,00;-41 757,00;-2,53
625;-94;РФИ Банк;3351;Москва и обл.;1 606 586,00;2 315 283,00;-708 697,00;-30,61
626;27;Тандем;1951;Москва и обл.;1 588 726,00;1 411 703,00;177 023,00;12,54
627;8;Столичный Кредит;2853;Москва и обл.;1 550 617,00;1 512 229,00;38 388,00;2,54
628;1;Кредит Экспресс;3186;Ростовская обл.;1 547 545,00;1 539 359,00;8 186,00;0,53
629;7;Московский Вексельный Банк;2697;Москва и обл.;1 546 650,00;1 498 833,00;47 817,00;3,19
630;-56;Вологдабанк;992;Вологодская обл.;1 544 328,00;1 936 725,00;-392 397,00;-20,26
631;-19;Национальный Республиканский Банк;3359;Москва и обл.;1 521 431,00;1 677 918,00;-156 487,00;-9,33
632;8;БСТ-Банк;2883;Кемеровская обл.;1 509 947,00;1 478 200,00;31 747,00;2,15
633;1;Холмск;503;Сахалинская обл.;1 509 797,00;1 513 912,00;-4 115,00;-0,27
634;15;Сталь Банк;2248;Москва и обл.;1 509 577,00;1 435 721,00;73 856,00;5,14
635;9;Далена Банк;1948;Москва и обл.;1 499 134,00;1 452 261,00;46 873,00;3,23
636;6;Тайм Банк;3120;Москва и обл.;1 497 795,00;1 455 062,00;42 733,00;2,94
637;20;Алтынбанк;2070;Татарстан;1 493 748,00;1 383 377,00;110 371,00;7,98
638;36;Новый Век;3417;Москва и обл.;1 491 695,00;1 253 001,00;238 694,00;19,05
639;-16;Саратов;330;Саратовская обл.;1 487 967,00;1 573 245,00;-85 278,00;-5,42
640;1;Приобье;537;Тюменская обл.;1 481 682,00;1 460 672,00;21 010,00;1,44
641;-11;Контраст-Банк;2857;Москва и обл.;1 481 296,00;1 537 486,00;-56 190,00;-3,65
642;-14;Унифондбанк;3416;Москва и обл.;1 468 513,00;1 553 100,00;-84 587,00;-5,45
643;-4;Банк Реалист;2646;Москва и обл.;1 465 276,00;1 479 408,00;-14 132,00;-0,96
644;8;Интеркоопбанк;2803;Москва и обл.;1 452 967,00;1 416 966,00;36 001,00;2,54
645;0;Канский;860;Красноярский край;1 451 919,00;1 448 047,00;3 872,00;0,27
646;-9;Республиканский Кредитный Альянс;3017;Москва и обл.;1 448 317,00;1 488 674,00;-40 357,00;-2,71
647;4;Великие Луки Банк;598;Псковская обл.;1 443 946,00;1 417 463,00;26 483,00;1,87
648;6;Бинбанк Столица;3052;Москва и обл.;1 410 860,00;1 406 311,00;4 549,00;0,32
649;-2;Объединенный Банк Республики;1016;Чувашия;1 404 931,00;1 436 277,00;-31 346,00;-2,18
650;-2;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 402 942,00;1 435 914,00;-32 972,00;-2,30
651;44;Академический Русский Банк;622;Москва и обл.;1 398 032,00;1 142 551,00;255 481,00;22,36
652;-38;Кредитинвест;1197;Дагестан;1 394 089,00;1 664 905,00;-270 816,00;-16,27
653;2;Новый Кредитный Союз;3139;Москва и обл.;1 392 748,00;1 392 358,00;390,00;0,03
654;-23;Кемсоцинбанк;96;Кемеровская обл.;1 379 863,00;1 535 405,00;-155 542,00;-10,13
655;9;Златкомбанк;568;Москва и обл.;1 376 339,00;1 311 591,00;64 748,00;4,94
656;2;Нерюнгрибанк;825;Саха (Якутия);1 370 390,00;1 383 344,00;-12 954,00;-0,94
657;2;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 351 206,00;1 383 321,00;-32 115,00;-2,32
658;-34;Народный Банк;2249;Карачаево-Черкесия;1 341 537,00;1 567 829,00;-226 292,00;-14,43
659;-3;Русский Национальный Банк;469;Ростовская обл.;1 335 580,00;1 385 527,00;-49 947,00;-3,60
660;8;Уралфинанс;1370;Свердловская обл.;1 330 489,00;1 300 061,00;30 428,00;2,34
661;-36;Руна-Банк;3207;Москва и обл.;1 317 738,00;1 566 811,00;-249 073,00;-15,90
662;4;ГринКомБанк;1184;Иркутская обл.;1 312 397,00;1 302 808,00;9 589,00;0,74
663;-17;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 308 156,00;1 441 234,00;-133 078,00;-9,23
664;-21;Финанс Бизнес Банк;520;Краснодарский край;1 306 077,00;1 453 438,00;-147 361,00;-10,14
665;8;Екатерининский;2167;Москва и обл.;1 304 268,00;1 259 530,00;44 738,00;3,55
666;15;Смолевич;1121;Смоленская обл.;1 304 251,00;1 229 574,00;74 677,00;6,07
667;-7;Радиан;1675;Иркутская обл.;1 295 154,00;1 370 504,00;-75 350,00;-5,50
668;32;Флора-Москва;533;Москва и обл.;1 292 020,00;1 127 958,00;164 062,00;14,55
669;0;Максима;3379;Москва и обл.;1 291 231,00;1 285 762,00;5 469,00;0,43
670;7;Банкирский Дом;2928;Санкт-Петербург и обл.;1 277 799,00;1 246 966,00;30 833,00;2,47
671;13;Инвестиционный Республиканский Банк;2571;Москва и обл.;1 275 370,00;1 187 407,00;87 963,00;7,41
672;7;Спутник;1071;Оренбургская обл.;1 259 173,00;1 237 361,00;21 812,00;1,76
673;3;Геленджик-Банк;790;Краснодарский край;1 243 187,00;1 247 420,00;-4 233,00;-0,34
674;-11;Примтеркомбанк;21;Приморский край;1 243 023,00;1 314 928,00;-71 905,00;-5,47
675;24;Азимут;3154;Москва и обл.;1 240 461,00;1 134 738,00;105 723,00;9,32
676;-11;Содружество;2923;Москва и обл.;1 236 196,00;1 311 241,00;-75 045,00;-5,72
677;-5;Бизнес для Бизнеса;1060;Чувашия;1 234 631,00;1 263 098,00;-28 467,00;-2,25
678;0;Калуга;1151;Калужская обл.;1 228 430,00;1 241 723,00;-13 293,00;-1,07
679;4;Жилкредит;1736;Москва и обл.;1 228 065,00;1 210 216,00;17 849,00;1,47
680;2;Майкопбанк;1136;Адыгея;1 227 522,00;1 214 597,00;12 925,00;1,06
681;-6;Сибэс;208;Омская обл.;1 226 289,00;1 248 950,00;-22 661,00;-1,81
682;61;Идеалбанк;3491;Москва и обл.;1 213 039,00;895 011,00;318 028,00;35,53
683;9;Саммит Банк;85;Приморский край;1 191 373,00;1 158 763,00;32 610,00;2,81
684;9;ИстКом-Финанс;3435;Москва и обл.;1 190 674,00;1 149 885,00;40 789,00;3,55
685;-14;Приполярком;507;Тюменская обл.;1 188 491,00;1 270 064,00;-81 573,00;-6,42
686;3;Булгар Банк;1917;Татарстан;1 188 237,00;1 168 722,00;19 515,00;1,67
687;-2;Банк Глобус;2438;Москва и обл.;1 186 515,00;1 186 358,00;157,00;0,01
688;24;Си Ди Би Банк;3339;Краснодарский край;1 171 733,00;1 067 602,00;104 131,00;9,75
689;-1;Газтрансбанк;665;Адыгея;1 168 886,00;1 169 690,00;-804,00;-0,07
690;1;Мосводоканалбанк;2863;Москва и обл.;1 166 981,00;1 164 009,00;2 972,00;0,26
691;5;Онего;2484;Карелия;1 152 804,00;1 142 040,00;10 764,00;0,94
692;13;Кетовский Коммерческий Банк;842;Курганская обл.;1 148 513,00;1 105 682,00;42 831,00;3,87
693;-3;Кредитимпэкс Банк;2037;Москва и обл.;1 147 784,00;1 167 334,00;-19 550,00;-1,67
694;-8;Метрополь;1639;Москва и обл.;1 145 668,00;1 175 325,00;-29 657,00;-2,52
695;-28;Агора;3231;Москва и обл.;1 139 789,00;1 300 880,00;-161 091,00;-12,38
696;-2;Банк Премьер Кредит;1663;Коми;1 135 168,00;1 142 695,00;-7 527,00;-0,66
697;0;Симбирск;653;Ульяновская обл.;1 134 714,00;1 141 118,00;-6 404,00;-0,56
698;12;Ноосфера;2650;Республика Алтай;1 130 719,00;1 077 802,00;52 917,00;4,91
699;12;Синергия;2884;Саратовская обл.;1 128 990,00;1 074 859,00;54 131,00;5,04
700;2;Заубер Банк;1614;Карачаево-Черкесия;1 128 225,00;1 115 806,00;12 419,00;1,11
701;-3;Дон-Тексбанк;1818;Ростовская обл.;1 126 522,00;1 138 612,00;-12 090,00;-1,06
702;-15;Народный Доверительный Банк;2374;Москва и обл.;1 125 220,00;1 170 638,00;-45 418,00;-3,88
703;34;Мурманский Расчетный Центр;3341;Мурманская обл.;1 109 523,00;918 365,00;191 158,00;20,82
704;17;КИП-Банк;2843;Москва и обл.;1 100 663,00;983 911,00;116 752,00;11,87
705;-1;Расчетный Дом;3350;Москва и обл.;1 096 103,00;1 106 714,00;-10 611,00;-0,96
706;8;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;1 093 595,00;1 060 422,00;33 173,00;3,13
707;33;Тексбанк;2756;Карачаево-Черкесия;1 088 694,00;901 036,00;187 658,00;20,83
708;-7;Северинвестбанк;2264;Белгородская обл.;1 086 106,00;1 125 988,00;-39 882,00;-3,54
709;60;Рапида;3371;Москва и обл.;1 073 509,00;770 908,00;302 601,00;39,25
710;15;Региональный Банк Сбережений;3367;Москва и обл.;1 071 137,00;975 260,00;95 877,00;9,83
711;-3;Динамичные Системы;3439;Москва и обл.;1 069 612,00;1 080 547,00;-10 935,00;-1,01
712;-32;Металлург;2877;Москва и обл.;1 069 340,00;1 230 264,00;-160 924,00;-13,08
713;17;Атлас Банк;3477;Москва и обл.;1 061 290,00;953 692,00;107 598,00;11,28
714;-53;Арксбанк;1868;Воронежская обл.;1 059 435,00;1 355 582,00;-296 147,00;-21,85
715;3;Капиталбанк;2547;Ростовская обл.;1 056 936,00;995 281,00;61 655,00;6,19
716;-7;Сельмашбанк;106;Ростовская обл.;1 054 065,00;1 079 345,00;-25 280,00;-2,34
717;-11;Первый Дортрансбанк;3271;Кировская обл.;1 053 768,00;1 091 201,00;-37 433,00;-3,43
718;-1;Яндекс Банк;3027;Москва и обл.;1 048 250,00;996 931,00;51 319,00;5,15
719;-57;Регионфинансбанк;3357;Москва и обл.;1 047 922,00;1 324 557,00;-276 635,00;-20,89
720;-50;Байкалкредобанк;2990;Иркутская обл.;1 043 216,00;1 277 825,00;-234 609,00;-18,36
721;10;Почтобанк;1788;Пермская обл.;1 038 191,00;953 372,00;84 819,00;8,90
722;1;Первоуральскбанк;965;Свердловская обл.;1 037 122,00;979 725,00;57 397,00;5,86
723;-10;Америкэн Экспресс Банк;3460;Москва и обл.;1 032 010,00;1 065 710,00;-33 700,00;-3,16
724;2;Курган;2568;Курганская обл.;1 023 745,00;969 722,00;54 023,00;5,57
725;9;Миръ;3089;Москва и обл.;1 023 533,00;939 685,00;83 848,00;8,92
726;-11;Центрально-Азиатский;3037;Хакасия;1 009 331,00;1 016 443,00;-7 112,00;-0,70
727;-11;ЕАТП Банк;1765;Астраханская обл.;1 001 388,00;1 001 516,00;-128,00;-0,01
728;-4;Первый Клиентский Банк;3436;Москва и обл.;982 886,00;976 591,00;6 295,00;0,64
729;13;ВЕБРР;3418;Москва и обл.;971 612,00;896 479,00;75 133,00;8,38
730;63;Трансинвестбанк;3238;Москва и обл.;967 909,00;670 287,00;297 622,00;44,40
731;-4;Акцент;696;Оренбургская обл.;967 129,00;968 950,00;-1 821,00;-0,19
732;-10;МС Банк Рус;2789;Москва и обл.;960 221,00;980 467,00;-20 246,00;-2,06
733;22;Анелик РУ;3443;Москва и обл.;954 199,00;844 955,00;109 244,00;12,93
734;-15;Турбобанк;3203;Санкт-Петербург и обл.;946 920,00;994 690,00;-47 770,00;-4,80
735;10;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;939 544,00;883 363,00;56 181,00;6,36
736;3;Арзамас;1281;Нижегородская обл.;921 166,00;911 745,00;9 421,00;1,03
737;-4;Трастовый Республиканский Банк;3404;Москва и обл.;919 237,00;941 830,00;-22 593,00;-2,40
738;16;Местный Кредит;3370;Москва и обл.;917 043,00;860 801,00;56 242,00;6,53
739;-7;Аскания Траст;286;Москва и обл.;915 155,00;946 687,00;-31 532,00;-3,33
740;8;Месед;184;Дагестан;909 877,00;876 127,00;33 750,00;3,85
741;-13;Химик;1114;Нижегородская обл.;904 574,00;961 731,00;-57 157,00;-5,94
742;91;Индустриальный Сберегательный Банк;3175;Москва и обл.;902 448,00;474 127,00;428 321,00;90,34
743;-40;Нафтабанк;715;Дагестан;892 147,00;1 110 906,00;-218 759,00;-19,69
744;-3;РН Банк;170;Омская обл.;888 773,00;900 789,00;-12 016,00;-1,33
745;8;Прайм Финанс;2758;Санкт-Петербург и обл.;886 728,00;861 654,00;25 074,00;2,91
746;-8;Финарс Банк;2938;Москва и обл.;885 042,00;915 892,00;-30 850,00;-3,37
747;-12;Тетраполис;1586;Санкт-Петербург и обл.;882 174,00;930 354,00;-48 180,00;-5,18
748;13;Олма-Банк;3250;Москва и обл.;880 788,00;831 344,00;49 444,00;5,95
749;10;Вакобанк;1291;Псковская обл.;878 330,00;842 444,00;35 886,00;4,26
750;13;Региональный Коммерческий Банк;836;Ульяновская обл.;875 919,00;824 569,00;51 350,00;6,23
751;-1;Кредитбанк;1035;Калмыкия;868 951,00;869 854,00;-903,00;-0,10
752;15;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;866 906,00;777 650,00;89 256,00;11,48
753;-24;Жилстройбанк;2769;Москва и обл.;866 764,00;960 960,00;-94 196,00;-9,80
754;16;Русский Банк Сбережений;779;Ставропольский край;860 993,00;769 472,00;91 521,00;11,89
755;2;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;849 802,00;843 812,00;5 990,00;0,71
756;6;Бузулукбанк;1282;Оренбургская обл.;848 183,00;829 524,00;18 659,00;2,25
757;-6;Взаимодействие;1704;Новосибирская обл.;847 480,00;868 053,00;-20 573,00;-2,37
758;-38;Мико-Банк;3195;Москва и обл.;839 935,00;992 145,00;-152 210,00;-15,34
759;-15;Межрегионбанк;1059;Москва и обл.;839 730,00;884 046,00;-44 316,00;-5,01
760;-14;Спецстройбанк;236;Москва и обл.;836 631,00;881 272,00;-44 641,00;-5,07
761;-25;Телекоммерц Банк;3380;Тульская обл.;835 925,00;923 729,00;-87 804,00;-9,51
762;22;Почта Банк;650;Москва и обл.;834 801,00;700 314,00;134 487,00;19,20
763;-16;РусьРегионБанк;685;Москва и обл.;798 925,00;877 748,00;-78 823,00;-8,98
764;7;Инвест-Экобанк;1956;Санкт-Петербург и обл.;785 453,00;765 376,00;20 077,00;2,62
765;12;Адам Интернэшнл;2232;Дагестан;780 869,00;721 231,00;59 638,00;8,27
766;-2;Космос;2245;Москва и обл.;780 624,00;813 500,00;-32 876,00;-4,04
767;-7;Аделантбанк;1835;Москва и обл.;775 203,00;837 628,00;-62 425,00;-7,45
768;14;Балаково-Банк;444;Саратовская обл.;771 017,00;708 959,00;62 058,00;8,75
769;5;Кузбассхимбанк;2868;Кемеровская обл.;768 671,00;745 748,00;22 923,00;3,07
770;-12;Народный Земельно-Промышленный Банк;2873;Алтайский край;766 544,00;843 515,00;-76 971,00;-9,13
771;-3;Башпромбанк;1006;Башкортостан;759 964,00;771 325,00;-11 361,00;-1,47
772;-6;МТИ Банк;1052;Москва и обл.;756 522,00;790 656,00;-34 134,00;-4,32
773;35;Прокоммерцбанк;2996;Москва и обл.;752 397,00;595 551,00;156 846,00;26,34
774;-25;Вайлдберриз Банк;841;Адыгея;745 163,00;875 064,00;-129 901,00;-14,84
775;-2;Камский Горизонт;2554;Татарстан;741 736,00;748 915,00;-7 179,00;-0,96
776;-20;Лада-Кредит;2668;Самарская обл.;739 930,00;843 931,00;-104 001,00;-12,32
777;1;Классик Эконом Банк;3298;Северная Осетия — Алания;738 601,00;718 699,00;19 902,00;2,77
778;-2;Прохладный;874;Кабардино-Балкария;738 029,00;726 669,00;11 360,00;1,56
779;-4;Плато-Банк;2071;Свердловская обл.;736 350,00;728 903,00;7 447,00;1,02
780;1;Международный Строительный Банк;3484;Москва и обл.;730 038,00;709 442,00;20 596,00;2,90
781;16;Агроинкомбанк;1946;Астраханская обл.;723 598,00;644 871,00;78 727,00;12,21
782;-3;Арсенал;3000;Москва и обл.;721 453,00;717 176,00;4 277,00;0,60
783;-18;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;707 885,00;809 845,00;-101 960,00;-12,59
784;1;Акция;927;Ивановская обл.;706 061,00;697 753,00;8 308,00;1,19
785;-5;Славянбанк;804;Новгородская обл.;702 636,00;710 806,00;-8 170,00;-1,15
786;9;НСТ-Банк;1738;Оренбургская обл.;702 202,00;650 069,00;52 133,00;8,02
787;11;Кутузовский;3190;Москва и обл.;696 684,00;642 677,00;54 007,00;8,40
788;-2;Азия Банк;3183;Москва и обл.;695 132,00;690 014,00;5 118,00;0,74
789;-17;Геобанк;2027;Москва и обл.;693 274,00;752 002,00;-58 728,00;-7,81
790;-3;Вятич;2796;Рязанская обл.;681 512,00;689 962,00;-8 450,00;-1,22
791;-39;ЮМК Банк;3495;Краснодарский край;678 763,00;863 629,00;-184 866,00;-21,41
792;-4;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;673 721,00;689 068,00;-15 347,00;-2,23
793;-10;Платежный Сервисный Банк;1943;Башкортостан;655 817,00;707 213,00;-51 396,00;-7,27
794;5;Эко-Инвест;3116;Москва и обл.;651 852,00;628 464,00;23 388,00;3,72
795;10;Кубаньторгбанк;478;Краснодарский край;650 570,00;600 069,00;50 501,00;8,42
796;16;Банк Развития Бизнеса;1910;Кемеровская обл.;647 235,00;578 401,00;68 834,00;11,90
797;12;Строительно-Коммерческий Банк;3050;Архангельская обл.;647 024,00;592 941,00;54 083,00;9,12
798;-7;Ипозембанк;3026;Самарская обл.;647 022,00;679 370,00;-32 348,00;-4,76
