Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2014, тыс. рублей;Январь, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
44;0;Дойче Банк;3328;Москва и обл.;139 663 336,00;142 772 744,00;-3 109 408,00;-2,18
45;0;СКБ-Банк;705;Свердловская обл.;131 962 333,00;132 220 446,00;-258 113,00;-0,20
46;0;Совкомбанк;963;Костромская обл.;131 601 487,00;130 913 145,00;688 342,00;0,53
47;0;МСП Банк;3340;Москва и обл.;131 343 850,00;130 454 519,00;889 331,00;0,68
48;1;Татфондбанк;3058;Татарстан;127 976 674,00;127 244 422,00;732 252,00;0,58
49;-1;РосЕвроБанк;3137;Москва и обл.;126 568 215,00;129 139 704,00;-2 571 489,00;-1,99
50;4;Ренессанс Кредит;3354;Москва и обл.;123 185 735,00;118 263 004,00;4 922 731,00;4,16
51;4;Русфинанс Банк;1792;Самарская обл.;121 618 684,00;117 279 995,00;4 338 689,00;3,70
52;0;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;120 808 105,00;120 286 448,00;521 657,00;0,43
53;-3;РГС Банк;3073;Москва и обл.;120 356 175,00;126 937 731,00;-6 581 556,00;-5,18
54;-3;Инвестторгбанк;2763;Москва и обл.;120 263 220,00;124 645 642,00;-4 382 422,00;-3,52
55;-2;Абсолют Банк;2306;Москва и обл.;119 626 565,00;118 471 689,00;1 154 876,00;0,97
56;13;Национальный Расчетный Депозитарий;3294;Москва и обл.;117 031 893,00;85 680 342,00;31 351 551,00;36,59
57;-1;Банк ДОМ.РФ;2312;Москва и обл.;115 932 951,00;115 273 070,00;659 881,00;0,57
58;-1;Тинькофф Банк;2673;Москва и обл.;115 567 581,00;113 486 909,00;2 080 672,00;1,83
59;4;БНП Париба Банк;3407;Москва и обл.;111 681 854,00;97 600 228,00;14 081 626,00;14,43
60;-1;Пробизнесбанк;2412;Москва и обл.;107 762 271,00;105 030 954,00;2 731 317,00;2,60
61;-3;Авангард;2879;Москва и обл.;106 706 266,00;109 564 368,00;-2 858 102,00;-2,61
62;-1;ДельтаКредит;3338;Москва и обл.;101 041 849,00;99 318 001,00;1 723 848,00;1,74
63;-3;Пересвет;2110;Москва и обл.;100 465 232,00;103 225 230,00;-2 759 998,00;-2,67
64;4;Всероссийский Банк Развития Регионов;3287;Москва и обл.;94 691 121,00;86 824 443,00;7 866 678,00;9,06
65;-3;Запсибкомбанк;918;Тюменская обл.;93 877 525,00;97 761 659,00;-3 884 134,00;-3,97
66;1;Союз;2307;Москва и обл.;89 239 265,00;88 368 451,00;870 814,00;0,99
67;-2;ЦентроКредит;121;Москва и обл.;86 755 224,00;91 249 235,00;-4 494 011,00;-4,92
68;-2;Банк БФА;3038;Санкт-Петербург и обл.;85 660 922,00;88 460 492,00;-2 799 570,00;-3,16
69;-5;Нота-Банк;2913;Москва и обл.;84 107 417,00;94 702 599,00;-10 595 182,00;-11,19
70;0;Локо-Банк;2707;Москва и обл.;79 371 281,00;81 647 121,00;-2 275 840,00;-2,79
71;0;Связной Банк;1961;Москва и обл.;78 760 263,00;81 517 234,00;-2 756 971,00;-3,38
72;1;Центр-инвест;2225;Ростовская обл.;77 381 490,00;78 033 818,00;-652 328,00;-0,84
73;2;Российский Кредит;324;Москва и обл.;77 204 520,00;74 993 896,00;2 210 624,00;2,95
74;3;Банк Интеза;2216;Москва и обл.;75 829 282,00;70 659 500,00;5 169 782,00;7,32
75;1;Роскосмосбанк;2989;Москва и обл.;75 409 497,00;72 927 307,00;2 482 190,00;3,40
76;-4;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;75 015 361,00;80 534 154,00;-5 518 793,00;-6,85
77;-3;Балтийский Банк;128;Москва и обл.;74 402 796,00;78 000 020,00;-3 597 224,00;-4,61
78;1;Рост Банк;2888;Москва и обл.;73 867 071,00;69 487 949,00;4 379 122,00;6,30
79;1;Металлинвестбанк;2440;Москва и обл.;70 094 660,00;68 536 319,00;1 558 341,00;2,27
80;-2;Юниаструм Банк;2771;Москва и обл.;68 661 608,00;70 012 674,00;-1 351 066,00;-1,93
81;1;СБ Банк (Судостроительный банк);2999;Москва и обл.;68 402 763,00;65 831 723,00;2 571 040,00;3,91
82;-1;Балтинвестбанк;3176;Санкт-Петербург и обл.;66 175 853,00;66 102 193,00;73 660,00;0,11
83;1;Сетелем Банк;2168;Москва и обл.;65 984 334,00;62 537 247,00;3 447 087,00;5,51
84;-1;Международный Финансовый Клуб;2618;Москва и обл.;65 581 672,00;64 850 799,00;730 873,00;1,13
85;0;Сургутнефтегазбанк;588;Тюменская обл.;64 539 666,00;61 717 562,00;2 822 104,00;4,57
86;0;Московский Областной Банк;1751;Москва и обл.;62 960 682,00;61 691 879,00;1 268 803,00;2,06
87;1;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;61 850 156,00;58 953 818,00;2 896 338,00;4,91
88;-1;Первобанк;3461;Самарская обл.;60 648 482,00;59 159 943,00;1 488 539,00;2,52
89;0;Собинбанк;1317;Москва и обл.;58 722 709,00;58 355 817,00;366 892,00;0,63
90;2;Югра;880;Тюменская обл.;58 025 362,00;55 278 093,00;2 747 269,00;4,97
91;0;Бинбанк Диджитал;2827;Москва и обл.;56 176 511,00;55 727 921,00;448 590,00;0,80
92;3;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;52 641 017,00;53 351 088,00;-710 071,00;-1,33
93;4;Интеркоммерц Банк;1657;Москва и обл.;51 993 439,00;49 644 457,00;2 348 982,00;4,73
94;2;Тойота Банк;3470;Москва и обл.;51 414 809,00;52 136 213,00;-721 404,00;-1,38
95;4;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;51 177 116,00;49 084 397,00;2 092 719,00;4,26
96;-6;Кубань Кредит;2518;Краснодарский край;50 151 069,00;57 080 788,00;-6 929 719,00;-12,14
97;-3;Национальный Стандарт;3421;Москва и обл.;49 640 693,00;53 366 591,00;-3 725 898,00;-6,98
98;3;Таврический Банк;2304;Санкт-Петербург и обл.;49 019 088,00;47 660 293,00;1 358 795,00;2,85
99;-6;Еврофинанс Моснарбанк;2402;Москва и обл.;47 980 469,00;54 384 932,00;-6 404 463,00;-11,78
100;2;Межтопэнергобанк;2956;Москва и обл.;47 924 093,00;46 937 513,00;986 580,00;2,10
101;-3;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;46 101 952,00;49 211 746,00;-3 109 794,00;-6,32
102;4;РосинтерБанк;226;Москва и обл.;44 832 710,00;43 044 973,00;1 787 737,00;4,15
103;0;Народный Кредит;2401;Москва и обл.;44 399 749,00;45 072 082,00;-672 333,00;-1,49
104;4;Коммерцбанк (Евразия);3333;Москва и обл.;44 250 917,00;42 323 804,00;1 927 113,00;4,55
105;-5;Экспобанк;2998;Москва и обл.;43 403 058,00;48 085 710,00;-4 682 652,00;-9,74
106;-2;Экспресс-Волга;3085;Саратовская обл.;43 348 019,00;43 566 075,00;-218 056,00;-0,50
107;2;Экспо Финанс;2594;Москва и обл.;42 455 320,00;41 988 811,00;466 509,00;1,11
108;-3;Меткомбанк (Череповец);901;Вологодская обл.;41 253 114,00;43 266 319,00;-2 013 205,00;-4,65
109;5;Аверс;415;Татарстан;40 673 650,00;38 043 727,00;2 629 923,00;6,91
110;2;Фора-Банк;1885;Москва и обл.;39 533 601,00;38 899 721,00;633 880,00;1,63
111;0;Первый Республиканский Банк;1730;Москва и обл.;39 246 216,00;39 625 936,00;-379 720,00;-0,96
112;1;СДМ-Банк;1637;Москва и обл.;38 633 543,00;38 112 600,00;520 943,00;1,37
113;8;БФГ-Кредит;3068;Москва и обл.;38 416 555,00;36 616 463,00;1 800 092,00;4,92
114;-4;Примсоцбанк;2733;Приморский край;38 265 424,00;39 706 426,00;-1 441 002,00;-3,63
115;-8;НС Банк;3124;Москва и обл.;38 258 542,00;42 607 300,00;-4 348 758,00;-10,21
116;1;Кольцо Урала;65;Свердловская обл.;36 964 994,00;37 273 559,00;-308 565,00;-0,83
117;-2;Крайинвестбанк;3360;Краснодарский край;36 944 838,00;37 589 424,00;-644 586,00;-1,71
118;2;Русский Международный Банк;3123;Москва и обл.;36 721 153,00;36 654 256,00;66 897,00;0,18
119;-3;Челябинвестбанк;493;Челябинская обл.;36 654 249,00;37 563 209,00;-908 960,00;-2,42
120;-2;Челиндбанк;485;Челябинская обл.;36 508 113,00;36 895 817,00;-387 704,00;-1,05
121;8;Интерпромбанк;3266;Москва и обл.;36 393 378,00;33 233 088,00;3 160 290,00;9,51
122;0;Саровбизнесбанк;2048;Нижегородская обл.;36 374 554,00;36 410 267,00;-35 713,00;-0,10
123;0;Банк «Советский»;558;Санкт-Петербург и обл.;36 170 248,00;36 122 767,00;47 481,00;0,13
124;1;Интерпрогрессбанк;600;Москва и обл.;35 887 624,00;35 314 676,00;572 948,00;1,62
125;-1;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;34 485 058,00;35 687 851,00;-1 202 793,00;-3,37
126;-7;БыстроБанк;1745;Удмуртия;34 479 264,00;36 807 600,00;-2 328 336,00;-6,33
127;5;Образование;1521;Москва и обл.;34 311 458,00;32 375 064,00;1 936 394,00;5,98
128;-1;Левобережный;1343;Новосибирская обл.;33 838 689,00;33 640 562,00;198 127,00;0,59
129;-3;Банк Кредит Свисс;2494;Москва и обл.;33 650 342,00;33 773 415,00;-123 073,00;-0,36
130;5;Почта Банк;650;Москва и обл.;33 433 991,00;31 141 656,00;2 292 335,00;7,36
131;6;МБА-Москва;3395;Москва и обл.;33 079 488,00;30 918 643,00;2 160 845,00;6,99
132;-1;Агропромкредит;2880;Москва и обл.;32 912 749,00;32 448 394,00;464 355,00;1,43
133;-5;Росэнергобанк;2211;Москва и обл.;32 692 505,00;33 451 735,00;-759 230,00;-2,27
134;-4;Газбанк;2316;Самарская обл.;32 038 187,00;32 679 412,00;-641 225,00;-1,96
135;-1;Финпромбанк (ФПБ Банк);2157;Москва и обл.;31 771 221,00;31 286 946,00;484 275,00;1,55
136;2;Фольксваген Банк Рус;3500;Москва и обл.;31 153 193,00;30 871 664,00;281 529,00;0,91
137;7;ББР Банк;2929;Москва и обл.;30 869 452,00;29 272 931,00;1 596 521,00;5,45
138;2;Банк АВБ;23;Самарская обл.;30 844 112,00;30 222 600,00;621 512,00;2,06
139;3;Западный;2598;Москва и обл.;30 679 955,00;29 821 074,00;858 881,00;2,88
140;-1;Банк Финсервис;3388;Москва и обл.;30 636 725,00;30 577 498,00;59 227,00;0,19
141;6;АМБ Банк;3036;Москва и обл.;30 342 558,00;28 457 789,00;1 884 769,00;6,62
142;-9;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Костромская обл.;30 146 458,00;31 883 907,00;-1 737 449,00;-5,45
143;6;Мосстройэкономбанк (М Банк);948;Москва и обл.;30 068 676,00;27 369 001,00;2 699 675,00;9,86
144;1;Военно-Промышленный Банк;3065;Москва и обл.;29 380 584,00;28 794 109,00;586 475,00;2,04
145;-9;Севергазбанк;2816;Вологодская обл.;29 269 844,00;31 014 929,00;-1 745 085,00;-5,63
146;-3;Дальневосточный Банк;843;Приморский край;28 936 045,00;29 451 731,00;-515 686,00;-1,75
147;-6;Кедр;1574;Красноярский край;28 849 836,00;29 907 622,00;-1 057 786,00;-3,54
148;5;Акибанк;2587;Татарстан;28 017 784,00;25 893 014,00;2 124 770,00;8,21
149;-3;Русстройбанк;3205;Москва и обл.;27 365 553,00;28 491 175,00;-1 125 622,00;-3,95
150;8;Девон-Кредит;1972;Татарстан;27 284 171,00;24 945 270,00;2 338 901,00;9,38
151;9;М2М Прайвет Банк;1414;Москва и обл.;26 938 326,00;24 245 448,00;2 692 878,00;11,11
152;-2;Липецккомбанк;1242;Липецкая обл.;26 349 495,00;27 126 231,00;-776 736,00;-2,86
153;-5;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;26 238 729,00;28 317 697,00;-2 078 968,00;-7,34
154;1;ПЧРБ Банк;3291;Москва и обл.;25 544 404,00;25 207 455,00;336 949,00;1,34
155;9;Транспортный;3174;Москва и обл.;25 404 421,00;23 617 700,00;1 786 721,00;7,57
156;-2;Урал ФД;249;Пермская обл.;24 863 301,00;25 770 969,00;-907 668,00;-3,52
157;-1;Приморье;3001;Приморский край;24 109 581,00;25 177 868,00;-1 068 287,00;-4,24
158;7;БМВ Банк;3482;Москва и обл.;23 689 989,00;23 394 432,00;295 557,00;1,26
159;-8;Модульбанк;1927;Костромская обл.;23 584 560,00;26 782 998,00;-3 198 438,00;-11,94
160;6;Москоммерцбанк;3365;Москва и обл.;23 269 542,00;22 500 717,00;768 825,00;3,42
161;0;Кредит Урал Банк;2584;Челябинская обл.;23 208 797,00;24 130 284,00;-921 487,00;-3,82
162;21;С банк;2581;Москва и обл.;22 705 679,00;20 249 743,00;2 455 936,00;12,13
163;-4;Альта-Банк;2269;Москва и обл.;22 679 411,00;24 311 157,00;-1 631 746,00;-6,71
164;4;БКС Банк;101;Новосибирская обл.;22 669 556,00;22 228 832,00;440 724,00;1,98
165;5;Балтика;967;Санкт-Петербург и обл.;22 293 647,00;21 946 051,00;347 596,00;1,58
166;-3;Стройкредит;18;Москва и обл.;22 151 935,00;23 713 386,00;-1 561 451,00;-6,58
167;8;Интехбанк;2705;Татарстан;21 964 164,00;21 105 485,00;858 679,00;4,07
168;9;Спурт Банк;2207;Татарстан;21 447 118,00;20 934 923,00;512 195,00;2,45
169;3;Эллипс Банк;1950;Нижегородская обл.;20 989 931,00;21 377 515,00;-387 584,00;-1,81
170;1;Гута-Банк;256;Москва и обл.;20 971 641,00;21 687 038,00;-715 397,00;-3,30
171;5;Огни Москвы;2328;Москва и обл.;20 913 505,00;21 045 800,00;-132 295,00;-0,63
172;-3;Мерседес-Бенц Банк Рус;3473;Москва и обл.;20 795 240,00;21 981 503,00;-1 186 263,00;-5,40
173;6;Тимер Банк;1581;Татарстан;20 728 550,00;20 748 937,00;-20 387,00;-0,10
174;0;Алеф-Банк;2119;Москва и обл.;20 568 137,00;21 165 497,00;-597 360,00;-2,82
175;-13;АйСиБиСи Банк;3475;Москва и обл.;20 400 247,00;23 966 681,00;-3 566 434,00;-14,88
176;9;Легион;3117;Москва и обл.;20 348 697,00;20 162 700,00;185 997,00;0,92
177;1;Солидарность;554;Самарская обл.;20 336 248,00;20 785 681,00;-449 433,00;-2,16
178;9;АктивКапитал Банк;3006;Самарская обл.;20 264 523,00;20 020 678,00;243 845,00;1,22
179;2;АйМаниБанк;1975;Москва и обл.;20 257 587,00;20 533 051,00;-275 464,00;-1,34
180;-7;Алмазэргиэнбанк;2602;Саха (Якутия);20 078 510,00;21 294 395,00;-1 215 885,00;-5,71
181;8;Ланта-Банк;1920;Москва и обл.;20 051 033,00;19 912 870,00;138 163,00;0,69
182;6;ФИА-Банк;2542;Самарская обл.;19 987 611,00;20 000 432,00;-12 821,00;-0,06
183;-31;Национальный Резервный Банк;2170;Москва и обл.;19 783 420,00;26 069 436,00;-6 286 016,00;-24,11
184;6;Фининвест;671;Санкт-Петербург и обл.;19 751 858,00;19 847 415,00;-95 557,00;-0,48
185;6;ГПБ-Ипотека;2403;Москва и обл.;19 451 741,00;19 790 666,00;-338 925,00;-1,71
186;0;Натиксис Банк;3390;Москва и обл.;19 413 216,00;20 048 872,00;-635 656,00;-3,17
187;-3;Морской Банк;77;Москва и обл.;19 237 628,00;20 214 905,00;-977 277,00;-4,83
188;5;Энергобанк;67;Татарстан;18 945 964,00;18 497 772,00;448 192,00;2,42
189;9;Европейский Трастовый Банк;2968;Москва и обл.;18 838 235,00;17 561 126,00;1 277 109,00;7,27
190;5;Норвик Банк;902;Кировская обл.;18 557 000,00;18 188 948,00;368 052,00;2,02
191;-9;Держава;2738;Москва и обл.;18 460 221,00;20 319 897,00;-1 859 676,00;-9,15
192;4;Уралтрансбанк;812;Свердловская обл.;18 055 101,00;18 059 366,00;-4 265,00;-0,02
193;11;Тольяттихимбанк;2507;Самарская обл.;18 032 507,00;17 214 144,00;818 363,00;4,75
194;0;Пойдем!;2534;Москва и обл.;17 977 066,00;18 372 966,00;-395 900,00;-2,15
195;-38;Платежный Центр;3166;Новосибирская обл.;17 870 355,00;24 955 071,00;-7 084 716,00;-28,39
196;4;Курскпромбанк;735;Курская обл.;17 435 541,00;17 363 945,00;71 596,00;0,41
197;29;Объединенный Капитал;2611;Санкт-Петербург и обл.;17 328 346,00;14 207 586,00;3 120 760,00;21,97
198;3;Форштадт;2208;Оренбургская обл.;17 126 407,00;17 304 353,00;-177 946,00;-1,03
199;7;НБД-Банк;1966;Нижегородская обл.;17 054 959,00;17 035 473,00;19 486,00;0,11
200;5;Московское Ипотечное Агентство;3344;Москва и обл.;16 872 024,00;17 129 877,00;-257 853,00;-1,51
201;1;Инвесткапиталбанк;2377;Башкортостан;16 812 201,00;17 271 388,00;-459 187,00;-2,66
202;1;Транснациональный Банк;2108;Москва и обл.;16 470 767,00;17 270 630,00;-799 863,00;-4,63
203;9;Банк Город;2644;Москва и обл.;16 462 990,00;15 482 085,00;980 905,00;6,34
204;-7;Развитие-Столица;3013;Москва и обл.;16 367 083,00;17 660 500,00;-1 293 417,00;-7,32
205;2;Первомайский;518;Краснодарский край;16 262 776,00;16 991 507,00;-728 731,00;-4,29
206;31;Русский Земельный Банк;2810;Москва и обл.;16 209 698,00;13 199 515,00;3 010 183,00;22,81
207;3;Гаранти Банк — Москва;3275;Москва и обл.;16 192 417,00;15 934 723,00;257 694,00;1,62
208;8;Интрастбанк;3144;Москва и обл.;16 002 744,00;15 246 440,00;756 304,00;4,96
209;-17;Энерготрансбанк;1307;Калининградская обл.;15 962 170,00;18 838 271,00;-2 876 101,00;-15,27
210;-11;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;15 953 208,00;17 494 915,00;-1 541 707,00;-8,81
211;-3;Газэнергобанк;3252;Калужская обл.;15 903 641,00;16 256 188,00;-352 547,00;-2,17
212;12;Рублев;3098;Москва и обл.;15 563 147,00;14 569 410,00;993 737,00;6,82
213;-4;Александровский;53;Санкт-Петербург и обл.;15 318 844,00;15 977 953,00;-659 109,00;-4,13
214;-47;Аресбанк;2914;Москва и обл.;15 095 064,00;22 291 468,00;-7 196 404,00;-32,28
215;4;МАСТ-Банк;3267;Москва и обл.;15 018 785,00;15 096 998,00;-78 213,00;-0,52
216;5;Квантмобайл Банк;1189;Омская обл.;15 007 122,00;14 763 602,00;243 520,00;1,65
217;-3;РосДорБанк;1573;Москва и обл.;14 885 678,00;15 425 491,00;-539 813,00;-3,50
218;0;Национальная Факторинговая Компания;3437;Москва и обл.;14 866 264,00;15 145 851,00;-279 587,00;-1,85
219;4;СтарБанк;548;Москва и обл.;14 817 144,00;14 723 627,00;93 517,00;0,64
220;-7;Хлынов;254;Кировская обл.;14 602 947,00;15 473 819,00;-870 872,00;-5,63
221;-4;Гранд Инвест Банк;3053;Москва и обл.;14 585 870,00;15 158 472,00;-572 602,00;-3,78
222;3;Нацинвестпромбанк;3077;Москва и обл.;14 475 166,00;14 438 455,00;36 711,00;0,25
223;-3;Национальный Банк Развития Бизнеса;2795;Москва и обл.;14 444 938,00;15 074 510,00;-629 572,00;-4,18
224;6;Монолит;1967;Москва и обл.;14 153 818,00;13 826 690,00;327 128,00;2,37
225;3;ОФК Банк;2270;Москва и обл.;14 106 850,00;14 037 442,00;69 408,00;0,49
226;-4;Расчетно-Кредитный Банк;103;Москва и обл.;14 086 505,00;14 726 248,00;-639 743,00;-4,34
227;2;Клиентский;2324;Москва и обл.;13 497 313,00;13 871 084,00;-373 771,00;-2,69
228;6;ВУЗ-Банк;1557;Свердловская обл.;13 259 198,00;13 348 626,00;-89 428,00;-0,67
229;-2;БайкалБанк;2632;Бурятия;13 167 371,00;14 182 497,00;-1 015 126,00;-7,16
230;5;Банк Акцепт;567;Новосибирская обл.;13 032 241,00;13 291 190,00;-258 949,00;-1,95
231;0;ТЭМБР-Банк;2764;Москва и обл.;13 024 414,00;13 635 263,00;-610 849,00;-4,48
232;9;Анталбанк;3115;Москва и обл.;12 976 385,00;12 891 173,00;85 212,00;0,66
233;3;Социнвестбанк;1132;Башкортостан;12 807 969,00;13 199 706,00;-391 737,00;-2,97
234;5;НК Банк;2755;Москва и обл.;12 756 249,00;13 036 430,00;-280 181,00;-2,15
235;7;Денизбанк Москва;3330;Москва и обл.;12 700 288,00;12 763 699,00;-63 411,00;-0,50
236;4;Банк ПСА Финанс Рус;3481;Москва и обл.;12 652 383,00;12 911 469,00;-259 086,00;-2,01
237;1;Центркомбанк;2983;Москва и обл.;12 640 021,00;13 059 818,00;-419 797,00;-3,21
238;20;Автоторгбанк;2776;Москва и обл.;12 612 868,00;11 219 850,00;1 393 018,00;12,42
239;5;Русский Ипотечный Банк;1968;Москва и обл.;12 421 410,00;12 481 974,00;-60 564,00;-0,49
240;-8;СИАБ;3245;Санкт-Петербург и обл.;12 403 702,00;13 540 623,00;-1 136 921,00;-8,40
241;11;Банк24.ру;2227;Свердловская обл.;12 340 922,00;11 735 471,00;605 451,00;5,16
242;15;Хованский;2145;Москва и обл.;12 276 470,00;11 248 314,00;1 028 156,00;9,14
243;7;Экономбанк;1319;Саратовская обл.;12 246 230,00;12 088 206,00;158 024,00;1,31
244;1;Метробанк;2548;Москва и обл.;12 186 143,00;12 330 408,00;-144 265,00;-1,17
245;6;Данске Банк;3307;Санкт-Петербург и обл.;12 156 352,00;11 904 964,00;251 388,00;2,11
246;2;Росавтобанк;2767;Москва и обл.;12 135 659,00;12 198 485,00;-62 826,00;-0,52
247;18;СЭБ Банк;3235;Санкт-Петербург и обл.;12 060 125,00;10 788 300,00;1 271 825,00;11,79
248;6;Тусар;2712;Москва и обл.;11 928 984,00;11 610 799,00;318 185,00;2,74
249;12;Эс-Би-Ай Банк;3185;Москва и обл.;11 923 744,00;10 975 007,00;948 737,00;8,64
250;-3;Солидарность (Москва);1555;Москва и обл.;11 696 423,00;12 226 419,00;-529 996,00;-4,33
251;5;Банк Оренбург;3269;Оренбургская обл.;11 361 100,00;11 432 505,00;-71 405,00;-0,62
252;14;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;11 356 981,00;10 662 479,00;694 502,00;6,51
253;2;Экопромбанк;2011;Пермская обл.;11 337 100,00;11 592 151,00;-255 051,00;-2,20
254;-43;РусЮгбанк;2093;Волгоградская обл.;11 227 322,00;15 895 336,00;-4 668 014,00;-29,37
255;15;Миллениум Банк;3423;Москва и обл.;11 219 605,00;10 323 393,00;896 212,00;8,68
256;-3;Екатеринбург;3161;Свердловская обл.;11 189 495,00;11 707 107,00;-517 612,00;-4,42
257;22;Русьуниверсалбанк;3293;Москва и обл.;11 125 179,00;9 540 050,00;1 585 129,00;16,62
258;5;Унифин;2654;Москва и обл.;11 120 438,00;10 925 717,00;194 721,00;1,78
