Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2010, тыс. рублей;Март, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;2;Ярсоцбанк;828;Ярославская обл.;6 299 157,00;6 053 701,00;245 456,00;4,05
260;3;Альба Альянс;2593;Москва и обл.;6 291 449,00;5 975 703,00;315 746,00;5,28
261;8;Бинбанк Мурманск;1276;Мурманская обл.;6 224 483,00;5 781 250,00;443 233,00;7,67
262;-21;Банк Раунд;2506;Москва и обл.;6 221 940,00;6 707 033,00;-485 093,00;-7,23
263;10;Расчетно-Кредитный Банк;103;Москва и обл.;6 195 738,00;5 740 167,00;455 571,00;7,94
264;2;АйМаниБанк;1975;Республика Алтай;6 182 983,00;5 862 699,00;320 284,00;5,46
265;-6;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 120 457,00;6 073 757,00;46 700,00;0,77
266;-6;Гарант-Инвест;2576;Москва и обл.;6 083 002,00;6 057 074,00;25 928,00;0,43
267;1;Национальный Банк Развития Бизнеса;2795;Москва и обл.;6 033 270,00;5 788 135,00;245 135,00;4,24
268;-24;АБ Финанс;514;Москва и обл.;6 011 389,00;6 669 116,00;-657 727,00;-9,86
269;-2;Волго-Камский Банк;282;Самарская обл.;5 970 078,00;5 809 962,00;160 116,00;2,76
270;10;Евразбанк;1676;Москва и обл.;5 965 484,00;5 554 720,00;410 764,00;7,39
271;-7;Потенциал;1019;Самарская обл.;5 964 367,00;5 932 418,00;31 949,00;0,54
272;-2;ББР Банк;2929;Москва и обл.;5 936 437,00;5 767 470,00;168 967,00;2,93
273;-8;Русь;704;Оренбургская обл.;5 899 002,00;5 870 412,00;28 590,00;0,49
274;2;Образование;1521;Москва и обл.;5 873 029,00;5 672 923,00;200 106,00;3,53
275;-19;Бинбанк Столица;3052;Москва и обл.;5 865 127,00;6 212 435,00;-347 308,00;-5,59
276;-19;Энергомашбанк;52;Санкт-Петербург и обл.;5 857 854,00;6 174 738,00;-316 884,00;-5,13
277;8;Банк Акцепт;567;Новосибирская обл.;5 749 748,00;5 442 908,00;306 840,00;5,64
278;-6;Югра;880;Тюменская обл.;5 696 209,00;5 746 893,00;-50 684,00;-0,88
279;-1;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;5 653 620,00;5 616 918,00;36 702,00;0,65
280;-6;Славянский Кредит;2960;Москва и обл.;5 583 922,00;5 693 492,00;-109 570,00;-1,92
281;9;БМВ Банк;3482;Москва и обл.;5 574 789,00;5 235 594,00;339 195,00;6,48
282;-3;Кредит-Москва;5;Москва и обл.;5 564 696,00;5 555 798,00;8 898,00;0,16
283;-1;Квантмобайл Банк;1189;Омская обл.;5 535 968,00;5 499 531,00;36 437,00;0,66
284;-13;Сибирьгазбанк;3042;Тюменская обл.;5 532 491,00;5 766 456,00;-233 965,00;-4,06
285;-4;КС Банк;1752;Мордовия;5 429 843,00;5 526 878,00;-97 035,00;-1,76
286;1;Волгопромбанк;701;Волгоградская обл.;5 394 106,00;5 369 257,00;24 849,00;0,46
287;-1;Европейский;1616;Калининградская обл.;5 393 636,00;5 370 137,00;23 499,00;0,44
288;12;Замоскворецкий;1640;Москва и обл.;5 389 550,00;4 726 310,00;663 240,00;14,03
289;3;Кузнецкбизнесбанк;1158;Кемеровская обл.;5 271 845,00;5 152 567,00;119 278,00;2,31
290;-2;Хованский;2145;Москва и обл.;5 176 315,00;5 361 421,00;-185 106,00;-3,45
291;-14;Новый Московский Банк;2932;Москва и обл.;5 170 719,00;5 641 074,00;-470 355,00;-8,34
292;-3;БКС Банк;101;Новосибирская обл.;5 120 647,00;5 357 214,00;-236 567,00;-4,42
293;11;Волга-Кредит;1153;Самарская обл.;5 116 501,00;4 671 832,00;444 669,00;9,52
294;1;Томскпромстройбанк;1720;Томская обл.;5 102 395,00;5 002 397,00;99 998,00;2,00
295;11;АФ Банк;991;Башкортостан;4 989 614,00;4 518 853,00;470 761,00;10,42
296;-68;Русский Земельный Банк;2810;Москва и обл.;4 943 510,00;6 983 263,00;-2 039 753,00;-29,21
297;-1;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;4 903 927,00;4 964 230,00;-60 303,00;-1,21
298;1;ПИР Банк;2655;Москва и обл.;4 884 662,00;4 758 865,00;125 797,00;2,64
299;-6;Адмиралтейский;3054;Москва и обл.;4 875 233,00;5 099 477,00;-224 244,00;-4,40
300;-6;МАСТ-Банк;3267;Москва и обл.;4 769 090,00;5 037 725,00;-268 635,00;-5,33
301;0;Уралфинпромбанк;3119;Свердловская обл.;4 721 275,00;4 712 006,00;9 269,00;0,20
302;-4;Банк Финсервис;3388;Москва и обл.;4 684 981,00;4 796 979,00;-111 998,00;-2,33
303;-19;Вега-Банк;3270;Москва и обл.;4 673 711,00;5 477 035,00;-803 324,00;-14,67
304;-1;Белгородсоцбанк;760;Белгородская обл.;4 672 171,00;4 681 873,00;-9 702,00;-0,21
305;2;РусЮгбанк;2093;Волгоградская обл.;4 644 190,00;4 514 542,00;129 648,00;2,87
306;3;Датабанк;646;Удмуртия;4 631 748,00;4 461 940,00;169 808,00;3,81
307;-2;Унифин;2654;Москва и обл.;4 588 758,00;4 568 788,00;19 970,00;0,44
308;7;Пушкино;391;Москва и обл.;4 549 375,00;4 311 574,00;237 801,00;5,52
309;9;Бинбанк Тверь;777;Тверская обл.;4 522 109,00;4 240 919,00;281 190,00;6,63
310;-8;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 508 827,00;4 695 114,00;-186 287,00;-3,97
311;0;БайкалБанк;2632;Бурятия;4 443 229,00;4 402 916,00;40 313,00;0,92
312;0;Трансстройбанк;2807;Москва и обл.;4 403 892,00;4 394 093,00;9 799,00;0,22
313;14;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;4 393 111,00;4 037 111,00;356 000,00;8,82
314;5;Бэнк оф Чайна;2309;Москва и обл.;4 386 036,00;4 198 552,00;187 484,00;4,47
315;-7;Региональный Банк Развития;2782;Башкортостан;4 361 430,00;4 481 016,00;-119 586,00;-2,67
316;-2;Ростпромстройбанк;1705;Ростовская обл.;4 356 949,00;4 372 685,00;-15 736,00;-0,36
317;;Межотраслевая Банковская Корпорация;3471;Москва и обл.;4 350 285,00;-;-;
318;4;Башинвестбанк;2189;Башкортостан;4 336 642,00;4 094 824,00;241 818,00;5,91
319;-22;Ури Банк;3479;Москва и обл.;4 269 943,00;4 921 477,00;-651 534,00;-13,24
320;0;Банк «Советский»;558;Санкт-Петербург и обл.;4 252 169,00;4 188 564,00;63 605,00;1,52
321;3;Актив Банк;2529;Мордовия;4 232 133,00;4 064 883,00;167 250,00;4,11
322;9;Первый Экспресс;3237;Тульская обл.;4 176 662,00;3 972 463,00;204 199,00;5,14
323;-6;Ишбанк;2867;Москва и обл.;4 160 141,00;4 262 766,00;-102 625,00;-2,41
324;-8;Финам Банк;2799;Москва и обл.;4 151 006,00;4 271 747,00;-120 741,00;-2,83
325;20;Рублев;3098;Москва и обл.;4 122 786,00;3 710 040,00;412 746,00;11,13
326;34;Империя;2535;Москва и обл.;4 102 349,00;3 412 918,00;689 431,00;20,20
327;-6;Международный Инвестиционный Банк;2742;Москва и обл.;4 098 969,00;4 187 670,00;-88 701,00;-2,12
328;2;Банк Казани;708;Татарстан;4 091 211,00;4 014 250,00;76 961,00;1,92
329;25;Крокус-Банк;2682;Москва и обл.;4 074 143,00;3 498 305,00;575 838,00;16,46
330;-4;Сибсоцбанк;2015;Алтайский край;4 057 831,00;4 040 983,00;16 848,00;0,42
331;-6;Денизбанк Москва;3330;Москва и обл.;4 055 076,00;4 052 635,00;2 441,00;0,06
332;-22;Данске Банк;3307;Санкт-Петербург и обл.;3 988 534,00;4 426 317,00;-437 783,00;-9,89
333;-10;Колыма-Банк;1076;Магаданская обл.;3 979 984,00;4 069 936,00;-89 952,00;-2,21
334;-43;Руссобанк;2313;Москва и обл.;3 926 137,00;5 209 453,00;-1 283 316,00;-24,63
335;-3;Экспресс;3084;Дагестан;3 925 869,00;3 874 807,00;51 062,00;1,32
336;-1;Экспресс-Кредит;210;Москва и обл.;3 923 430,00;3 855 813,00;67 617,00;1,75
337;4;Банк Торгового Финансирования;1982;Москва и обл.;3 916 507,00;3 798 920,00;117 587,00;3,10
338;-4;Камабанк;803;Пермская обл.;3 908 844,00;3 864 967,00;43 877,00;1,14
339;-1;Рускобанк;138;Санкт-Петербург и обл.;3 907 294,00;3 831 791,00;75 503,00;1,97
340;8;Метробанк;2548;Москва и обл.;3 891 002,00;3 657 264,00;233 738,00;6,39
341;-28;Кузнецкий Мост;2254;Москва и обл.;3 881 497,00;4 384 087,00;-502 590,00;-11,46
342;-13;Платина;2347;Москва и обл.;3 856 432,00;4 021 509,00;-165 077,00;-4,10
343;10;ПВ-Банк;634;Ульяновская обл.;3 851 979,00;3 500 876,00;351 103,00;10,03
344;5;Северный Народный Банк;2721;Коми;3 828 634,00;3 652 509,00;176 125,00;4,82
345;-2;Нижний Новгород;926;Нижегородская обл.;3 784 662,00;3 728 447,00;56 215,00;1,51
346;-2;Национальный Залоговый Банк;2944;Москва и обл.;3 775 750,00;3 718 908,00;56 842,00;1,53
347;-5;АктивКапитал Банк;3006;Самарская обл.;3 771 206,00;3 735 123,00;36 083,00;0,97
348;-9;ОПМ-Банк;2734;Москва и обл.;3 744 615,00;3 824 032,00;-79 417,00;-2,08
349;25;Бланк Банк;2368;Москва и обл.;3 741 528,00;3 191 638,00;549 890,00;17,23
350;1;СИАБ;3245;Санкт-Петербург и обл.;3 739 837,00;3 609 956,00;129 881,00;3,60
351;34;Аверс;415;Татарстан;3 721 230,00;3 071 536,00;649 694,00;21,15
352;-19;Енисейский Объединенный Банк;2645;Красноярский край;3 719 644,00;3 865 498,00;-145 854,00;-3,77
353;-1;Сибнефтебанк;385;Тюменская обл.;3 708 339,00;3 578 296,00;130 043,00;3,63
354;5;НИКО-Банк;702;Оренбургская обл.;3 708 158,00;3 414 989,00;293 169,00;8,58
355;-9;Банк на Красных Воротах;2472;Москва и обл.;3 665 398,00;3 705 105,00;-39 707,00;-1,07
356;20;Международный Банк Развития;2704;Москва и обл.;3 660 465,00;3 180 304,00;480 161,00;15,10
357;39;Славия;2664;Москва и обл.;3 649 572,00;2 877 735,00;771 837,00;26,82
358;80;Хлебобанк;1812;Москва и обл.;3 640 769,00;2 527 651,00;1 113 118,00;44,04
359;-12;Юг-Инвестбанк;2772;Краснодарский край;3 562 551,00;3 659 219,00;-96 668,00;-2,64
360;-2;Тусар;2712;Москва и обл.;3 546 096,00;3 441 184,00;104 912,00;3,05
361;7;Росавтобанк;2767;Москва и обл.;3 540 251,00;3 266 845,00;273 406,00;8,37
362;-5;Кранбанк;2271;Ивановская обл.;3 532 933,00;3 452 843,00;80 090,00;2,32
363;-13;ФДБ;3071;Москва и обл.;3 527 709,00;3 649 257,00;-121 548,00;-3,33
364;;Ю Би Эс Банк;3463;Москва и обл.;3 517 354,00;-;-;
365;-4;Лесбанк;1598;Москва и обл.;3 513 226,00;3 412 458,00;100 768,00;2,95
366;-26;Банк Кремлевский;2905;Москва и обл.;3 508 614,00;3 799 008,00;-290 394,00;-7,64
367;12;Фининвест;671;Москва и обл.;3 486 208,00;3 133 900,00;352 308,00;11,24
368;-13;Стройвестбанк;1667;Калининградская обл.;3 472 730,00;3 473 576,00;-846,00;-0,02
369;-33;Мир Бизнес Банк;3396;Москва и обл.;3 389 517,00;3 852 850,00;-463 333,00;-12,03
370;1;Монолит;1967;Москва и обл.;3 375 791,00;3 249 089,00;126 702,00;3,90
371;-2;СЭБ Банк;3235;Санкт-Петербург и обл.;3 360 998,00;3 262 263,00;98 735,00;3,03
372;-10;Сиббизнесбанк;2539;Тюменская обл.;3 327 587,00;3 395 405,00;-67 818,00;-2,00
373;-17;Евроальянс;1781;Ивановская обл.;3 293 500,00;3 473 525,00;-180 025,00;-5,18
374;6;Уралкапиталбанк;2519;Башкортостан;3 270 246,00;3 129 194,00;141 052,00;4,51
375;-9;Евромет;2902;Москва и обл.;3 252 769,00;3 292 047,00;-39 278,00;-1,19
376;-6;Стратегия;2801;Москва и обл.;3 228 865,00;3 261 729,00;-32 864,00;-1,01
377;-10;Чувашкредитпромбанк;1280;Чувашия;3 222 933,00;3 277 868,00;-54 935,00;-1,68
378;-14;Зернобанк;2337;Алтайский край;3 203 853,00;3 308 264,00;-104 411,00;-3,16
379;7;Автоградбанк;1455;Татарстан;3 189 068,00;3 060 847,00;128 221,00;4,19
380;-17;Лайтбанк;3177;Москва и обл.;3 186 152,00;3 388 054,00;-201 902,00;-5,96
381;24;Дил-Банк;3384;Москва и обл.;3 179 651,00;2 781 248,00;398 403,00;14,32
382;-10;Белгородпромстройбанк;1816;Белгородская обл.;3 175 386,00;3 239 195,00;-63 809,00;-1,97
383;-8;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 165 501,00;3 181 485,00;-15 984,00;-0,50
384;18;Традо-Банк;1065;Москва и обл.;3 157 328,00;2 832 149,00;325 179,00;11,48
385;-2;ВостСибтранскомбанк;2731;Иркутская обл.;3 124 354,00;3 108 516,00;15 838,00;0,51
386;1;Горбанк;2982;Санкт-Петербург и обл.;3 089 759,00;3 058 694,00;31 065,00;1,02
387;-5;ИТ Банк;2609;Омская обл.;3 088 494,00;3 122 048,00;-33 554,00;-1,07
388;4;Ассоциация;732;Нижегородская обл.;3 081 941,00;2 952 127,00;129 814,00;4,40
389;4;Новобанк;1352;Новгородская обл.;3 067 347,00;2 931 800,00;135 547,00;4,62
390;47;Банк Заречье;817;Татарстан;3 044 672,00;2 528 769,00;515 903,00;20,40
391;13;Экси-Банк;2530;Санкт-Петербург и обл.;3 044 525,00;2 811 853,00;232 672,00;8,27
392;-8;Донинвест;1617;Ростовская обл.;3 038 240,00;3 076 277,00;-38 037,00;-1,24
393;4;Межрегиональный промышленно-строительный банк;752;Мордовия;3 032 114,00;2 865 026,00;167 088,00;5,83
394;-13;Бинбанк Смоленск;1957;Смоленская обл.;3 028 552,00;3 122 384,00;-93 832,00;-3,01
395;-1;Проминвестбанк;2433;Москва и обл.;3 024 419,00;2 912 052,00;112 367,00;3,86
396;-1;Московский Нефтехимический Банк;1411;Москва и обл.;3 013 443,00;2 911 358,00;102 085,00;3,51
397;-32;Международный Коммерческий Банк;2524;Москва и обл.;3 006 764,00;3 298 813,00;-292 049,00;-8,85
398;1;Баренцбанк;2188;Мурманская обл.;3 001 415,00;2 858 197,00;143 218,00;5,01
399;-1;Риабанк;3434;Москва и обл.;2 991 509,00;2 864 978,00;126 531,00;4,42
400;-12;Ипотека-Инвест;3070;Татарстан;2 987 569,00;3 044 025,00;-56 456,00;-1,85
401;5;Капитал;575;Москва и обл.;2 985 720,00;2 770 764,00;214 956,00;7,76
402;1;Роял Кредит Банк;783;Хабаровский край;2 960 652,00;2 815 310,00;145 342,00;5,16
403;-3;Профессионал Банк;3296;Москва и обл.;2 952 753,00;2 846 025,00;106 728,00;3,75
404;-27;ЕвроАксис Банк;3273;Москва и обл.;2 941 479,00;3 176 545,00;-235 066,00;-7,40
405;22;Нижневолжский Коммерческий Банк;931;Саратовская обл.;2 940 896,00;2 642 437,00;298 459,00;11,29
406;-28;Автоторгбанк;2776;Москва и обл.;2 939 691,00;3 167 230,00;-227 539,00;-7,18
407;-17;Банкхаус Эрбе;1717;Москва и обл.;2 935 053,00;2 987 726,00;-52 673,00;-1,76
408;-19;Ермак;1809;Тюменская обл.;2 914 791,00;2 995 822,00;-81 031,00;-2,70
409;4;Камчатпромбанк;1194;Камчатская обл.;2 873 210,00;2 724 849,00;148 361,00;5,44
410;20;Инкредбанк;3405;Москва и обл.;2 872 435,00;2 611 883,00;260 552,00;9,98
411;3;Универсальный Кредит;2903;Москва и обл.;2 819 729,00;2 723 797,00;95 932,00;3,52
412;24;Мастер-Капитал;3011;Москва и обл.;2 805 999,00;2 542 411,00;263 588,00;10,37
413;13;;;;2 794 477,00;2 643 101,00;151 376,00;5,73
414;-7;Стройлесбанк;2995;Тюменская обл.;2 791 583,00;2 758 229,00;33 354,00;1,21
415;2;Витас Банк;1955;Москва и обл.;2 785 898,00;2 694 169,00;91 729,00;3,40
416;-88;Московский Коммерческий Банк;3172;Москва и обл.;2 761 289,00;4 027 386,00;-1 266 097,00;-31,44
417;18;Инкаробанк;2696;Москва и обл.;2 753 636,00;2 542 851,00;210 785,00;8,29
418;7;Банк Развития Региона;3315;Северная Осетия — Алания;2 743 659,00;2 645 097,00;98 562,00;3,73
419;3;Уралпромбанк;2964;Челябинская обл.;2 742 773,00;2 671 345,00;71 428,00;2,67
420;9;Нефтепромбанк;2156;Москва и обл.;2 727 417,00;2 625 192,00;102 225,00;3,89
421;-13;Дагэнергобанк;3286;Дагестан;2 726 240,00;2 754 935,00;-28 695,00;-1,04
422;-7;Мой Банк. Ипотека;2436;Башкортостан;2 722 089,00;2 707 198,00;14 891,00;0,55
423;-50;РНКБ;1354;Москва и обл.;2 715 989,00;3 227 404,00;-511 415,00;-15,85
424;-14;Миллениум Банк;3423;Москва и обл.;2 709 488,00;2 728 788,00;-19 300,00;-0,71
425;25;Банк Развития Технологий;3441;Москва и обл.;2 706 897,00;2 350 179,00;356 718,00;15,18
426;31;Донкомбанк;492;Ростовская обл.;2 686 950,00;2 328 159,00;358 791,00;15,41
427;-36;Банк БКФ;2684;Москва и обл.;2 684 999,00;2 952 944,00;-267 945,00;-9,07
428;-19;Камчаткомагропромбанк;545;Камчатская обл.;2 681 632,00;2 744 931,00;-63 299,00;-2,31
429;-13;Приоритет;3135;Самарская обл.;2 680 267,00;2 704 822,00;-24 555,00;-0,91
430;-6;Преодоление;2649;Москва и обл.;2 668 457,00;2 648 833,00;19 624,00;0,74
431;-30;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 653 330,00;2 837 853,00;-184 523,00;-6,50
432;-14;Первый Инвестиционный Банк;604;Москва и обл.;2 644 991,00;2 687 534,00;-42 543,00;-1,58
433;-22;Азия-Инвест Банк;3303;Москва и обл.;2 644 985,00;2 728 006,00;-83 021,00;-3,04
434;-15;Тюменьагропромбанк;917;Тюменская обл.;2 643 091,00;2 685 782,00;-42 691,00;-1,59
435;44;ПК-Банк;2652;Нижегородская обл.;2 641 786,00;2 150 343,00;491 443,00;22,85
436;-15;Камский Коммерческий Банк;438;Татарстан;2 634 908,00;2 678 858,00;-43 950,00;-1,64
437;-25;Солид Банк;1329;Камчатская обл.;2 615 575,00;2 725 398,00;-109 823,00;-4,03
438;-15;Хакасский Муниципальный Банк;1049;Хакасия;2 608 360,00;2 660 927,00;-52 567,00;-1,98
439;5;Реалист Банк;1067;Иркутская обл.;2 598 208,00;2 410 452,00;187 756,00;7,79
440;21;НОКССбанк;3202;Волгоградская обл.;2 586 782,00;2 312 455,00;274 327,00;11,86
441;2;Анкор Банк;889;Татарстан;2 558 630,00;2 436 896,00;121 734,00;5,00
442;4;Агросоюз;1459;Оренбургская обл.;2 543 764,00;2 403 952,00;139 812,00;5,82
443;-1;Волжский Социальный Банк;2428;Самарская обл.;2 542 089,00;2 446 504,00;95 585,00;3,91
444;7;Промтрансбанк;2638;Башкортостан;2 538 390,00;2 346 284,00;192 106,00;8,19
445;31;РАМ Банк;3480;Москва и обл.;2 536 186,00;2 166 205,00;369 981,00;17,08
446;6;Ураллига;1626;Челябинская обл.;2 476 048,00;2 345 872,00;130 176,00;5,55
447;23;Профит Банк;3234;Москва и обл.;2 473 627,00;2 210 064,00;263 563,00;11,93
448;33;Финансовый Стандарт;1053;Москва и обл.;2 455 281,00;2 133 793,00;321 488,00;15,07
449;17;РБА;3413;Ярославская обл.;2 453 066,00;2 263 760,00;189 306,00;8,36
450;21;Востоккредитбанк;922;Амурская обл.;2 445 027,00;2 204 772,00;240 255,00;10,90
451;7;Вкабанк;1027;Астраханская обл.;2 424 195,00;2 323 878,00;100 317,00;4,32
452;3;Стромкомбанк;404;Красноярский край;2 416 415,00;2 328 800,00;87 615,00;3,76
453;-8;Аскольд;2480;Смоленская обл.;2 405 414,00;2 405 353,00;61,00;0,00
454;5;Экономикс-Банк;2136;Москва и обл.;2 398 652,00;2 320 202,00;78 450,00;3,38
455;-16;Ноябрьскнефтекомбанк;2274;Тюменская обл.;2 397 968,00;2 524 557,00;-126 589,00;-5,01
456;9;Вокбанк;312;Нижегородская обл.;2 379 666,00;2 281 847,00;97 819,00;4,29
457;-16;ОФК Банк;2270;Москва и обл.;2 365 872,00;2 467 347,00;-101 475,00;-4,11
458;-2;Еврокредит;2957;Москва и обл.;2 358 396,00;2 328 720,00;29 676,00;1,27
459;8;Совинком;2302;Москва и обл.;2 345 637,00;2 239 452,00;106 185,00;4,74
460;-20;Платежный Центр;3166;Новосибирская обл.;2 335 926,00;2 480 610,00;-144 684,00;-5,83
461;-41;Оргбанк;3312;Москва и обл.;2 321 418,00;2 685 288,00;-363 870,00;-13,55
462;1;Промрегионбанк;2123;Томская обл.;2 306 926,00;2 300 157,00;6 769,00;0,29
463;1;Аспект;608;Москва и обл.;2 295 357,00;2 283 854,00;11 503,00;0,50
464;5;Софрино;2972;Москва и обл.;2 289 436,00;2 221 568,00;67 868,00;3,05
465;35;Союзпромбанк;2965;Москва и обл.;2 287 062,00;1 949 441,00;337 621,00;17,32
466;-17;ВЕБРР;3418;Москва и обл.;2 282 810,00;2 375 045,00;-92 235,00;-3,88
467;-7;Бинбанк Сургут;1701;Тюменская обл.;2 274 759,00;2 313 767,00;-39 008,00;-1,69
468;9;Генбанк;2490;Москва и обл.;2 267 840,00;2 159 261,00;108 579,00;5,03
469;-16;Долинск;857;Сахалинская обл.;2 263 470,00;2 343 878,00;-80 408,00;-3,43
470;2;Республиканский Банк;3277;Москва и обл.;2 212 505,00;2 197 765,00;14 740,00;0,67
471;-40;Мосводоканалбанк;2863;Москва и обл.;2 211 132,00;2 572 077,00;-360 945,00;-14,03
472;-40;Смартбанк;3408;Москва и обл.;2 207 910,00;2 564 057,00;-356 147,00;-13,89
473;7;Рост;2589;Москва и обл.;2 205 372,00;2 149 342,00;56 030,00;2,61
474;-20;Интерактивный Банк;3378;Москва и обл.;2 201 232,00;2 332 695,00;-131 463,00;-5,64
475;-47;Бест Эффортс Банк;435;Москва и обл.;2 190 336,00;2 636 823,00;-446 487,00;-16,93
476;-3;Норвик Банк;1407;Москва и обл.;2 189 438,00;2 185 020,00;4 418,00;0,20
477;13;Транспортный;3174;Москва и обл.;2 155 185,00;2 041 192,00;113 993,00;5,58
478;;АйСиБиСи Банк;3475;Москва и обл.;2 155 117,00;-;-;
479;-5;РН Банк;170;Омская обл.;2 154 948,00;2 173 072,00;-18 124,00;-0,83
480;28;Национальный Корпоративный Банк;3422;Москва и обл.;2 148 260,00;1 848 896,00;299 364,00;16,19
481;-34;Итуруп;2390;Сахалинская обл.;2 137 192,00;2 394 840,00;-257 648,00;-10,76
482;1;Алтайкапиталбанк;2659;Алтайский край;2 136 221,00;2 129 128,00;7 093,00;0,33
483;;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;2 122 780,00;-;-;
484;-16;Союзный;3236;Москва и обл.;2 106 445,00;2 236 262,00;-129 817,00;-5,81
485;2;Земский Банк;2900;Самарская обл.;2 093 719,00;2 095 121,00;-1 402,00;-0,07
486;-11;Интеркредит;3047;Москва и обл.;2 092 484,00;2 171 307,00;-78 823,00;-3,63
487;;Арсенал;3000;Москва и обл.;2 092 473,00;-;-;
488;1;Промэнергобанк;2728;Вологодская обл.;2 092 050,00;2 063 679,00;28 371,00;1,37
489;10;Орловский Социальный Банк;2921;Орловская обл.;2 089 978,00;1 961 248,00;128 730,00;6,56
490;-8;Енисей;474;Красноярский край;2 085 721,00;2 131 119,00;-45 398,00;-2,13
491;-7;Уралприватбанк;153;Свердловская обл.;2 084 602,00;2 123 188,00;-38 586,00;-1,82
492;4;Коммерческий Индо Банк;3446;Москва и обл.;2 072 660,00;1 968 997,00;103 663,00;5,26
493;;Голдман Сакс Банк;3490;Москва и обл.;2 057 081,00;-;-;
494;17;Океан Банк;1697;Москва и обл.;2 055 994,00;1 809 913,00;246 081,00;13,60
495;50;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;2 051 878,00;1 524 033,00;527 845,00;34,63
496;8;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 023 857,00;1 891 932,00;131 925,00;6,97
497;-11;ЕвроситиБанк;1869;Ставропольский край;1 990 388,00;2 095 512,00;-105 124,00;-5,02
498;5;Банк БФТ;2273;Москва и обл.;1 981 162,00;1 911 885,00;69 277,00;3,62
499;16;Траст Капитал Банк;2741;Москва и обл.;1 975 966,00;1 781 586,00;194 380,00;10,91
500;-12;Компания Розничного Кредитования;3385;Москва и обл.;1 967 933,00;2 090 882,00;-122 949,00;-5,88
501;-4;Росбизнесбанк;1405;Москва и обл.;1 967 620,00;1 966 442,00;1 178,00;0,06
502;-9;Тульский Промышленник;2382;Тульская обл.;1 960 885,00;1 998 295,00;-37 410,00;-1,87
503;-41;Джей энд Ти Банк;3061;Москва и обл.;1 930 045,00;2 305 594,00;-375 549,00;-16,29
504;1;Транснациональный Банк;2108;Москва и обл.;1 928 996,00;1 883 686,00;45 310,00;2,41
505;-10;Тагилбанк;1635;Свердловская обл.;1 922 999,00;1 976 423,00;-53 424,00;-2,70
506;-21;Система;2846;Москва и обл.;1 913 451,00;2 095 855,00;-182 404,00;-8,70
507;-16;Холдинг-Кредит;3030;Москва и обл.;1 912 417,00;2 021 959,00;-109 542,00;-5,42
508;-75;Социум-Банк;2881;Москва и обл.;1 907 715,00;2 546 632,00;-638 917,00;-25,09
509;0;Банк Реалист;2646;Москва и обл.;1 892 822,00;1 841 128,00;51 694,00;2,81
510;3;ИК Банк;1732;Татарстан;1 889 992,00;1 808 386,00;81 606,00;4,51
511;-4;Век;2299;Москва и обл.;1 872 812,00;1 849 418,00;23 394,00;1,26
512;-2;ИРС;272;Москва и обл.;1 864 679,00;1 823 293,00;41 386,00;2,27
513;-21;Нэклис-Банк;1671;Москва и обл.;1 864 281,00;2 011 599,00;-147 318,00;-7,32
514;16;Эксперт Банк;2949;Омская обл.;1 852 855,00;1 634 220,00;218 635,00;13,38
515;-21;Русский Ипотечный Банк;1968;Москва и обл.;1 836 697,00;1 980 943,00;-144 246,00;-7,28
516;-68;Кроссинвестбанк;2849;Москва и обл.;1 835 965,00;2 381 834,00;-545 869,00;-22,92
517;7;НБК-Банк;3283;Москва и обл.;1 825 388,00;1 722 830,00;102 558,00;5,95
518;-6;Межрегионбанк;1059;Москва и обл.;1 822 253,00;1 809 846,00;12 407,00;0,69
519;-3;Уссури;596;Хабаровский край;1 790 615,00;1 780 310,00;10 305,00;0,58
520;0;Живаго Банк;2065;Рязанская обл.;1 778 817,00;1 757 699,00;21 118,00;1,20
521;7;Объединенный Банк Развития;3345;Москва и обл.;1 762 730,00;1 669 159,00;93 571,00;5,61
522;26;Синко-Банк;2838;Москва и обл.;1 756 318,00;1 497 734,00;258 584,00;17,27
523;3;Гагаринский;606;Москва и обл.;1 755 140,00;1 708 699,00;46 441,00;2,72
524;-6;Тамбовкредитпромбанк;1312;Тамбовская обл.;1 754 297,00;1 767 548,00;-13 251,00;-0,75
525;-47;Киви Банк;2241;Москва и обл.;1 748 676,00;2 157 573,00;-408 897,00;-18,95
526;-3;Вологжанин;1896;Вологодская обл.;1 743 115,00;1 722 833,00;20 282,00;1,18
527;16;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 722 237,00;1 553 083,00;169 154,00;10,89
528;-6;Новопокровский;467;Краснодарский край;1 719 368,00;1 729 823,00;-10 455,00;-0,60
