Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2013, тыс. рублей;Ноябрь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;4;Автоторгбанк;2776;Москва и обл.;11 212 797,00;10 787 309,00;425 488,00;3,94
261;6;Екатеринбург;3161;Свердловская обл.;10 960 091,00;10 602 602,00;357 489,00;3,37
262;4;Банк Оренбург;3269;Оренбургская обл.;10 955 522,00;10 747 523,00;207 999,00;1,94
263;-11;Экопромбанк;2011;Пермская обл.;10 886 255,00;12 152 207,00;-1 265 952,00;-10,42
264;6;Эс-Би-Ай Банк;3185;Москва и обл.;10 844 948,00;10 324 976,00;519 972,00;5,04
265;-2;Адмиралтейский;3054;Москва и обл.;10 693 694,00;10 909 770,00;-216 076,00;-1,98
266;10;Хованский;2145;Москва и обл.;10 657 465,00;10 110 603,00;546 862,00;5,41
267;17;Стратегия;2801;Москва и обл.;10 465 209,00;9 668 223,00;796 986,00;8,24
268;9;ЕвроситиБанк;1869;Москва и обл.;10 445 278,00;10 099 685,00;345 593,00;3,42
269;4;Международный Акционерный Банк;1987;Москва и обл.;10 379 267,00;10 249 453,00;129 814,00;1,27
270;5;Солид Банк;1329;Камчатская обл.;10 371 273,00;10 187 378,00;183 895,00;1,81
271;16;Дил-Банк;3384;Москва и обл.;10 325 202,00;9 483 535,00;841 667,00;8,88
272;9;Темпбанк;55;Москва и обл.;10 305 166,00;9 810 652,00;494 514,00;5,04
273;6;СЭБ Банк;3235;Санкт-Петербург и обл.;10 269 705,00;9 883 647,00;386 058,00;3,91
274;0;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;10 178 361,00;10 236 016,00;-57 655,00;-0,56
275;-10;Международный Банк Развития;2704;Москва и обл.;10 168 226,00;10 759 439,00;-591 213,00;-5,49
276;2;Компания Розничного Кредитования;3385;Москва и обл.;10 147 385,00;10 011 991,00;135 394,00;1,35
277;16;Банк Жилищного Финансирования;3138;Москва и обл.;10 134 824,00;9 147 690,00;987 134,00;10,79
278;-6;Башинвестбанк;2189;Башкортостан;10 105 679,00;10 279 916,00;-174 237,00;-1,69
279;7;ОПМ-Банк;2734;Москва и обл.;10 000 565,00;9 604 601,00;395 964,00;4,12
280;0;Нефтяной Альянс;2859;Москва и обл.;9 943 279,00;9 859 227,00;84 052,00;0,85
281;20;Руснарбанк;3403;Москва и обл.;9 863 813,00;8 489 588,00;1 374 225,00;16,19
282;40;Татсоцбанк;480;Татарстан;9 719 995,00;7 439 411,00;2 280 584,00;30,66
283;-1;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;9 649 414,00;9 731 660,00;-82 246,00;-0,85
284;-15;Углеметбанк;2997;Челябинская обл.;9 633 341,00;10 383 222,00;-749 881,00;-7,22
285;-25;Русьуниверсалбанк;3293;Москва и обл.;9 631 529,00;11 209 476,00;-1 577 947,00;-14,08
286;-1;Генбанк;2490;Москва и обл.;9 541 513,00;9 608 606,00;-67 093,00;-0,70
287;-4;Кредит-Москва;5;Москва и обл.;9 520 812,00;9 728 168,00;-207 356,00;-2,13
288;1;Миллениум Банк;3423;Москва и обл.;9 494 891,00;9 383 155,00;111 736,00;1,19
289;83;Ю Би Эс Банк;3463;Москва и обл.;9 180 619,00;5 900 421,00;3 280 198,00;55,59
290;1;Роспромбанк;3204;Москва и обл.;9 107 620,00;9 261 364,00;-153 744,00;-1,66
291;15;Кузнецкий Мост;2254;Москва и обл.;8 935 889,00;8 256 397,00;679 492,00;8,23
292;0;НИКО-Банк;702;Оренбургская обл.;8 932 302,00;9 169 901,00;-237 599,00;-2,59
293;-3;Промсбербанк;1043;Москва и обл.;8 853 192,00;9 344 620,00;-491 428,00;-5,26
294;4;КС Банк;1752;Мордовия;8 838 752,00;8 569 649,00;269 103,00;3,14
295;0;Белгородсоцбанк;760;Белгородская обл.;8 787 329,00;8 912 329,00;-125 000,00;-1,40
296;1;Промтрансбанк;2638;Башкортостан;8 767 131,00;8 675 340,00;91 791,00;1,06
297;-9;Бэнк оф Чайна;2309;Москва и обл.;8 722 283,00;9 476 974,00;-754 691,00;-7,96
298;-2;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 705 017,00;8 704 208,00;809,00;0,01
299;-5;Евромет;2902;Москва и обл.;8 664 849,00;8 928 498,00;-263 649,00;-2,95
300;0;Мир Бизнес Банк;3396;Москва и обл.;8 654 163,00;8 505 569,00;148 594,00;1,75
301;47;Киви Банк;2241;Москва и обл.;8 562 852,00;6 682 019,00;1 880 833,00;28,15
302;18;Бенифит-Банк;3229;Москва и обл.;8 380 914,00;7 540 382,00;840 532,00;11,15
303;-1;Агросоюз;1459;Москва и обл.;8 328 944,00;8 441 439,00;-112 495,00;-1,33
304;0;Экспресс-Кредит;210;Москва и обл.;8 288 304,00;8 329 213,00;-40 909,00;-0,49
305;-2;Волга-Кредит;1153;Самарская обл.;8 245 210,00;8 349 178,00;-103 968,00;-1,25
306;2;Банк Торгового Финансирования;1982;Москва и обл.;8 060 522,00;8 132 564,00;-72 042,00;-0,89
307;2;Финам Банк;2799;Москва и обл.;8 055 276,00;8 034 712,00;20 564,00;0,26
308;5;ПИР Банк;2655;Москва и обл.;8 017 513,00;7 920 278,00;97 235,00;1,23
309;1;Рускобанк;138;Санкт-Петербург и обл.;8 006 540,00;7 969 997,00;36 543,00;0,46
310;-11;Славия;2664;Москва и обл.;7 993 827,00;8 509 014,00;-515 187,00;-6,05
311;-4;Ишбанк;2867;Москва и обл.;7 965 696,00;8 137 842,00;-172 146,00;-2,12
312;-7;Уралкапиталбанк;2519;Башкортостан;7 806 536,00;8 315 782,00;-509 246,00;-6,12
313;1;Нижневолжский Коммерческий Банк;931;Саратовская обл.;7 743 313,00;7 811 052,00;-67 739,00;-0,87
314;-2;МАК-Банк;1088;Москва и обл.;7 736 932,00;7 930 160,00;-193 228,00;-2,44
315;3;Снежинский;1376;Челябинская обл.;7 708 022,00;7 722 241,00;-14 219,00;-0,18
316;-1;АФ Банк;991;Башкортостан;7 674 021,00;7 769 633,00;-95 612,00;-1,23
317;13;Развитие;2729;Карачаево-Черкесия;7 638 600,00;7 211 109,00;427 491,00;5,93
318;-1;Финансовый Стандарт;1053;Москва и обл.;7 594 743,00;7 723 024,00;-128 281,00;-1,66
319;-3;Бинбанк Мурманск;1276;Мурманская обл.;7 594 503,00;7 765 473,00;-170 970,00;-2,20
320;3;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;7 471 739,00;7 412 995,00;58 744,00;0,79
321;71;Тройка-Д Банк;3431;Москва и обл.;7 454 761,00;5 384 355,00;2 070 406,00;38,45
322;4;Софрино;2972;Москва и обл.;7 382 253,00;7 333 363,00;48 890,00;0,67
323;19;Спецсетьстройбанк;3062;Москва и обл.;7 346 527,00;6 794 795,00;551 732,00;8,12
324;3;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 325 652,00;7 284 259,00;41 393,00;0,57
325;10;Ренессанс;1939;Москва и обл.;7 241 190,00;7 018 562,00;222 628,00;3,17
326;5;Московский Нефтехимический Банк;1411;Москва и обл.;7 233 504,00;7 168 765,00;64 739,00;0,90
327;9;Датабанк;646;Удмуртия;7 229 079,00;6 988 531,00;240 548,00;3,44
328;11;ФДБ;3071;Москва и обл.;7 210 022,00;6 917 448,00;292 574,00;4,23
329;-8;Альба Альянс;2593;Москва и обл.;7 183 820,00;7 476 248,00;-292 428,00;-3,91
330;7;РАМ Банк;3480;Москва и обл.;7 137 375,00;6 985 800,00;151 575,00;2,17
331;2;Томскпромстройбанк;1720;Томская обл.;7 130 012,00;7 085 580,00;44 432,00;0,63
332;0;Северо-Восточный Альянс;2768;Москва и обл.;7 115 907,00;7 150 004,00;-34 097,00;-0,48
333;1;Ставропольпромстройбанк;1288;Ставропольский край;7 108 305,00;7 036 017,00;72 288,00;1,03
334;10;Трансстройбанк;2807;Москва и обл.;7 063 299,00;6 768 189,00;295 110,00;4,36
335;20;Банк БКФ;2684;Москва и обл.;7 018 014,00;6 527 266,00;490 748,00;7,52
336;;Чайна Констракшн;3515;Москва и обл.;7 015 153,00;-;-;
337;4;Джей энд Ти Банк;3061;Москва и обл.;7 009 718,00;6 825 513,00;184 205,00;2,70
338;-10;Эксперт Банк;2949;Омская обл.;6 939 467,00;7 237 114,00;-297 647,00;-4,11
339;-1;Славянский Кредит;2960;Москва и обл.;6 925 022,00;6 960 425,00;-35 403,00;-0,51
340;48;Платина;2347;Москва и обл.;6 920 554,00;5 409 186,00;1 511 368,00;27,94
341;21;УМ-Банк;1441;Свердловская обл.;6 919 593,00;6 259 632,00;659 961,00;10,54
342;1;Юг-Инвестбанк;2772;Краснодарский край;6 884 114,00;6 783 711,00;100 403,00;1,48
343;22;Еврокоммерц;1777;Москва и обл.;6 867 187,00;6 121 232,00;745 955,00;12,19
344;1;Навигатор;2469;Москва и обл.;6 821 057,00;6 760 127,00;60 930,00;0,90
345;15;Русский Торговый Банк;2842;Москва и обл.;6 790 029,00;6 313 624,00;476 405,00;7,55
346;23;Торгово-Строительный Банк;1250;Москва и обл.;6 789 087,00;6 053 401,00;735 686,00;12,15
347;6;Русь;704;Оренбургская обл.;6 711 276,00;6 569 614,00;141 662,00;2,16
348;49;Инвестиционный Республиканский Банк;2571;Москва и обл.;6 697 953,00;5 336 505,00;1 361 448,00;25,51
349;0;Новопокровский;467;Краснодарский край;6 672 736,00;6 667 637,00;5 099,00;0,08
350;-4;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 662 334,00;6 741 879,00;-79 545,00;-1,18
351;-1;Вокбанк;312;Нижегородская обл.;6 646 031,00;6 664 388,00;-18 357,00;-0,28
352;0;Банк БФТ;2273;Москва и обл.;6 620 442,00;6 580 931,00;39 511,00;0,60
353;-2;Ассоциация;732;Нижегородская обл.;6 597 344,00;6 642 078,00;-44 734,00;-0,67
354;0;2Т Банк;625;Москва и обл.;6 587 786,00;6 529 723,00;58 063,00;0,89
355;-8;Новый Московский Банк;2932;Москва и обл.;6 526 165,00;6 722 436,00;-196 271,00;-2,92
356;7;Банк Инноваций и Развития;2647;Москва и обл.;6 526 009,00;6 229 092,00;296 917,00;4,77
357;-33;Автоградбанк;1455;Татарстан;6 446 808,00;7 409 662,00;-962 854,00;-12,99
358;8;Экономикс-Банк;2136;Москва и обл.;6 441 787,00;6 119 141,00;322 646,00;5,27
359;-2;Кроссинвестбанк;2849;Москва и обл.;6 394 677,00;6 476 960,00;-82 283,00;-1,27
360;-4;Бинбанк Тверь;777;Тверская обл.;6 380 242,00;6 500 342,00;-120 100,00;-1,85
361;0;Банк Казани;708;Татарстан;6 355 776,00;6 270 922,00;84 854,00;1,35
362;15;Голдман Сакс Банк;3490;Москва и обл.;6 252 316,00;5 772 737,00;479 579,00;8,31
363;-5;Инвестиционный Союз;637;Москва и обл.;6 250 044,00;6 454 344,00;-204 300,00;-3,17
364;-5;Эл Банк;1025;Самарская обл.;6 166 111,00;6 322 337,00;-156 226,00;-2,47
365;-25;Национальный Залоговый Банк;2944;Москва и обл.;6 150 576,00;6 892 484,00;-741 908,00;-10,76
366;2;Анкор Банк;889;Татарстан;6 057 795,00;6 074 726,00;-16 931,00;-0,28
367;-3;Замоскворецкий;1640;Москва и обл.;6 016 481,00;6 121 688,00;-105 207,00;-1,72
368;10;Нэклис-Банк;1671;Москва и обл.;5 961 911,00;5 751 905,00;210 006,00;3,65
369;1;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 949 034,00;6 004 781,00;-55 747,00;-0,93
370;-41;Ури Банк;3479;Москва и обл.;5 921 853,00;7 225 781,00;-1 303 928,00;-18,05
371;-4;Региональный Банк Развития;2782;Башкортостан;5 870 800,00;6 086 116,00;-215 316,00;-3,54
372;1;Камский Коммерческий Банк;438;Татарстан;5 816 202,00;5 838 583,00;-22 381,00;-0,38
373;10;Кранбанк;2271;Ивановская обл.;5 807 911,00;5 638 656,00;169 255,00;3,00
374;0;Банк на Красных Воротах;2472;Москва и обл.;5 781 081,00;5 831 086,00;-50 005,00;-0,86
375;6;Актив Банк;2529;Мордовия;5 776 845,00;5 714 608,00;62 237,00;1,09
376;4;Северный Народный Банк;2721;Коми;5 765 142,00;5 734 140,00;31 002,00;0,54
377;21;Нефтепромбанк;2156;Москва и обл.;5 755 216,00;5 316 987,00;438 229,00;8,24
378;-7;Таатта;1249;Саха (Якутия);5 727 655,00;5 961 823,00;-234 168,00;-3,93
379;3;Мой Банк. Ипотека;2436;Башкортостан;5 708 421,00;5 695 814,00;12 607,00;0,22
380;7;Проминвестбанк;2433;Москва и обл.;5 692 343,00;5 414 398,00;277 945,00;5,13
381;9;Дагэнергобанк;3286;Дагестан;5 642 813,00;5 397 517,00;245 296,00;4,54
382;-6;РН Банк;170;Москва и обл.;5 626 974,00;5 784 484,00;-157 510,00;-2,72
383;12;Промэнергобанк;2728;Вологодская обл.;5 615 528,00;5 363 035,00;252 493,00;4,71
384;9;Век;2299;Москва и обл.;5 610 824,00;5 377 258,00;233 566,00;4,34
385;4;Бланк Банк;2368;Москва и обл.;5 570 273,00;5 405 436,00;164 837,00;3,05
386;-2;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;5 533 639,00;5 477 313,00;56 326,00;1,03
387;50;Объединенная Расчетная Система;3342;Москва и обл.;5 529 855,00;4 257 035,00;1 272 820,00;29,90
388;-2;Чувашкредитпромбанк;1280;Чувашия;5 494 318,00;5 442 184,00;52 134,00;0,96
389;-14;Вега-Банк;3270;Москва и обл.;5 446 004,00;5 818 622,00;-372 618,00;-6,40
390;6;Сибнефтебанк;385;Тюменская обл.;5 435 155,00;5 355 345,00;79 810,00;1,49
391;23;Азия-Инвест Банк;3303;Москва и обл.;5 428 200,00;4 884 625,00;543 575,00;11,13
392;21;Эргобанк;2856;Москва и обл.;5 367 728,00;4 895 005,00;472 723,00;9,66
393;28;Стройлесбанк;2995;Тюменская обл.;5 350 713,00;4 683 832,00;666 881,00;14,24
394;-3;Международный Коммерческий Банк;2524;Москва и обл.;5 341 395,00;5 387 776,00;-46 381,00;-0,86
395;5;Реалист Банк;1067;Иркутская обл.;5 298 942,00;5 245 171,00;53 771,00;1,03
396;-2;Зернобанк;2337;Алтайский край;5 292 642,00;5 365 114,00;-72 472,00;-1,35
397;4;Банк ИТБ;3128;Москва и обл.;5 258 845,00;5 205 680,00;53 165,00;1,02
398;4;Сибсоцбанк;2015;Алтайский край;5 251 736,00;5 200 894,00;50 842,00;0,98
399;21;Невский Банк;1068;Санкт-Петербург и обл.;5 247 569,00;4 727 663,00;519 906,00;11,00
400;-15;Риабанк;3434;Москва и обл.;5 240 005,00;5 452 674,00;-212 669,00;-3,90
401;-2;Бинбанк Смоленск;1957;Смоленская обл.;5 220 451,00;5 290 713,00;-70 262,00;-1,33
402;6;Экси-Банк;2530;Санкт-Петербург и обл.;5 210 137,00;4 995 130,00;215 007,00;4,30
403;4;Зенит Сочи;232;Краснодарский край;5 171 158,00;5 011 882,00;159 276,00;3,18
404;-1;Юникорбанк;2586;Москва и обл.;5 132 312,00;5 106 835,00;25 477,00;0,50
405;1;Банкхаус Эрбе;1717;Москва и обл.;5 056 938,00;5 017 335,00;39 603,00;0,79
406;20;Церих;3278;Орловская обл.;5 056 274,00;4 467 338,00;588 936,00;13,18
407;5;Банк Развития Технологий;3441;Москва и обл.;5 018 423,00;4 931 713,00;86 710,00;1,76
408;-4;Северный Кредит;2398;Вологодская обл.;5 012 982,00;5 089 683,00;-76 701,00;-1,51
409;7;ВостСибтранскомбанк;2731;Иркутская обл.;5 009 537,00;4 811 105,00;198 432,00;4,12
410;0;Горбанк;2982;Санкт-Петербург и обл.;4 991 110,00;4 963 482,00;27 628,00;0,56
411;0;Ермак;1809;Тюменская обл.;4 965 536,00;4 952 489,00;13 047,00;0,26
412;-3;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 943 787,00;4 988 176,00;-44 389,00;-0,89
413;6;Объединенный Кредитный Банк;1118;Владимирская обл.;4 901 455,00;4 742 071,00;159 384,00;3,36
414;33;РЕСО Кредит;3450;Москва и обл.;4 877 017,00;4 017 802,00;859 215,00;21,39
415;13;Инбанк;1829;Москва и обл.;4 822 531,00;4 451 478,00;371 053,00;8,34
416;2;Хакасский Муниципальный Банк;1049;Хакасия;4 781 996,00;4 745 294,00;36 702,00;0,77
417;13;Финансовый Капитал;3288;Санкт-Петербург и обл.;4 747 572,00;4 443 007,00;304 565,00;6,85
418;11;Мосуралбанк;2468;Москва и обл.;4 740 484,00;4 443 419,00;297 065,00;6,69
419;-2;Тюменьагропромбанк;917;Тюменская обл.;4 734 916,00;4 784 604,00;-49 688,00;-1,04
420;2;Межтрастбанк;2493;Москва и обл.;4 710 156,00;4 643 603,00;66 553,00;1,43
421;6;Бинбанк Столица;3052;Москва и обл.;4 698 341,00;4 462 088,00;236 253,00;5,29
422;22;Оргбанк;3312;Москва и обл.;4 671 951,00;4 142 840,00;529 111,00;12,77
423;8;Нейва;1293;Свердловская обл.;4 667 139,00;4 406 342,00;260 797,00;5,92
424;-45;Руссобанк;2313;Москва и обл.;4 661 294,00;5 734 407,00;-1 073 113,00;-18,71
425;11;Москва-Сити;3247;Москва и обл.;4 630 270,00;4 271 719,00;358 551,00;8,39
426;-21;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 607 416,00;5 073 353,00;-465 937,00;-9,18
427;21;Газстройбанк;2919;Москва и обл.;4 602 418,00;4 010 921,00;591 497,00;14,75
428;6;Банк Кремлевский;2905;Москва и обл.;4 564 309,00;4 365 784,00;198 525,00;4,55
429;-5;Универсальный Кредит;2903;Москва и обл.;4 494 573,00;4 537 323,00;-42 750,00;-0,94
430;-7;Лесбанк;1598;Москва и обл.;4 488 632,00;4 598 511,00;-109 879,00;-2,39
431;1;Донкомбанк;492;Ростовская обл.;4 486 519,00;4 389 990,00;96 529,00;2,20
432;1;Кузнецкий;609;Пензенская обл.;4 459 068,00;4 386 073,00;72 995,00;1,66
433;-8;Межрегиональный промышленно-строительный банк;752;Мордовия;4 428 257,00;4 537 046,00;-108 789,00;-2,40
434;5;Верхневолжский;1084;Ярославская обл.;4 418 740,00;4 227 943,00;190 797,00;4,51
435;-124;Банк Заречье;817;Татарстан;4 412 874,00;7 956 934,00;-3 544 060,00;-44,54
436;-117;Волжский Социальный Банк;2428;Самарская обл.;4 314 283,00;7 674 662,00;-3 360 379,00;-43,79
437;-22;Профит Банк;3234;Москва и обл.;4 279 430,00;4 851 649,00;-572 219,00;-11,79
438;2;Система;2846;Москва и обл.;4 269 214,00;4 220 934,00;48 280,00;1,14
439;-4;Союзный;3236;Москва и обл.;4 230 966,00;4 319 131,00;-88 165,00;-2,04
440;-2;Енисейский Объединенный Банк;2645;Красноярский край;4 173 379,00;4 229 537,00;-56 158,00;-1,33
441;4;Русский Трастовый Банк;1139;Москва и обл.;4 157 583,00;4 093 290,00;64 293,00;1,57
442;4;ИТ Банк;2609;Омская обл.;4 105 437,00;4 070 435,00;35 002,00;0,86
443;9;Синко-Банк;2838;Москва и обл.;4 100 313,00;3 872 903,00;227 410,00;5,87
444;-3;Новобанк;1352;Новгородская обл.;4 096 782,00;4 181 638,00;-84 856,00;-2,03
445;4;Роял Кредит Банк;783;Хабаровский край;4 096 137,00;4 009 488,00;86 649,00;2,16
446;7;Земский Банк;2900;Самарская обл.;4 095 097,00;3 867 962,00;227 135,00;5,87
447;-5;Промрегионбанк;2123;Томская обл.;4 029 150,00;4 147 110,00;-117 960,00;-2,84
448;-5;Мираф-Банк;2244;Омская обл.;3 995 914,00;4 144 369,00;-148 455,00;-3,58
449;6;Мастер-Капитал;3011;Москва и обл.;3 907 685,00;3 776 119,00;131 566,00;3,48
450;0;Банк Раунд;2506;Москва и обл.;3 880 090,00;3 968 307,00;-88 217,00;-2,22
451;3;Конфидэнс Банк;970;Костромская обл.;3 858 614,00;3 826 669,00;31 945,00;0,83
452;38;Элита;1399;Калужская обл.;3 832 898,00;3 269 190,00;563 708,00;17,24
453;-2;Милбанк;3256;Москва и обл.;3 805 851,00;3 967 243,00;-161 392,00;-4,07
454;9;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 784 163,00;3 566 854,00;217 309,00;6,09
455;2;Алтайкапиталбанк;2659;Алтайский край;3 765 819,00;3 689 584,00;76 235,00;2,07
456;24;Идея Банк;430;Краснодарский край;3 753 790,00;3 365 684,00;388 106,00;11,53
457;1;Витабанк;356;Санкт-Петербург и обл.;3 717 574,00;3 650 944,00;66 630,00;1,83
458;10;Камчаткомагропромбанк;545;Камчатская обл.;3 715 523,00;3 517 883,00;197 640,00;5,62
459;17;Профессионал Банк;3296;Москва и обл.;3 672 761,00;3 395 793,00;276 968,00;8,16
460;11;Консервативный Коммерческий Банк;1087;Астраханская обл.;3 659 090,00;3 493 983,00;165 107,00;4,73
461;-5;Интеркредит;3047;Москва и обл.;3 647 997,00;3 697 257,00;-49 260,00;-1,33
462;-2;Банк Экономический Союз;2798;Москва и обл.;3 627 453,00;3 623 279,00;4 174,00;0,12
463;30;Московский Коммерческий Банк;3172;Москва и обл.;3 623 845,00;3 204 773,00;419 072,00;13,08
464;-2;РБА;3413;Москва и обл.;3 589 809,00;3 591 912,00;-2 103,00;-0,06
465;-6;Форус Банк;3457;Нижегородская обл.;3 583 004,00;3 624 274,00;-41 270,00;-1,14
466;7;Еврокредит;2957;Москва и обл.;3 551 486,00;3 449 044,00;102 442,00;2,97
467;5;Коммерческий Индо Банк;3446;Москва и обл.;3 539 751,00;3 459 192,00;80 559,00;2,33
468;-7;Ваш Личный Банк;1222;Иркутская обл.;3 534 789,00;3 592 243,00;-57 454,00;-1,60
469;-5;Живаго Банк;2065;Рязанская обл.;3 521 799,00;3 548 615,00;-26 816,00;-0,76
470;34;Евроальянс;1781;Ивановская обл.;3 519 171,00;3 024 284,00;494 887,00;16,36
471;7;Промсельхозбанк;538;Москва и обл.;3 485 733,00;3 372 808,00;112 925,00;3,35
472;-6;Интерактивный Банк;3378;Москва и обл.;3 484 761,00;3 544 483,00;-59 722,00;-1,68
473;2;Финансово-Промышленный Капитал;3295;Москва и обл.;3 471 087,00;3 420 270,00;50 817,00;1,49
474;24;Финанс Бизнес Банк;520;Краснодарский край;3 463 501,00;3 150 812,00;312 689,00;9,92
475;13;Леноблбанк;1003;Санкт-Петербург и обл.;3 460 459,00;3 280 695,00;179 764,00;5,48
476;-11;Сберинвестбанк;1743;Свердловская обл.;3 451 679,00;3 545 033,00;-93 354,00;-2,63
477;-7;Долинск;857;Сахалинская обл.;3 447 437,00;3 503 089,00;-55 652,00;-1,59
478;-11;Итуруп;2390;Сахалинская обл.;3 411 441,00;3 526 459,00;-115 018,00;-3,26
479;2;Аксонбанк;680;Костромская обл.;3 409 972,00;3 357 793,00;52 179,00;1,55
480;16;Крыловский;456;Краснодарский край;3 397 484,00;3 186 609,00;210 875,00;6,62
481;10;Профессионал Банк;2471;Москва и обл.;3 397 238,00;3 266 356,00;130 882,00;4,01
482;-5;Торговый Городской Банк;3180;Тверская обл.;3 392 096,00;3 395 468,00;-3 372,00;-0,10
483;0;Океан Банк;1697;Москва и обл.;3 390 401,00;3 323 355,00;67 046,00;2,02
484;17;Лайтбанк;3177;Москва и обл.;3 362 840,00;3 050 236,00;312 604,00;10,25
485;21;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;3 334 019,00;2 977 984,00;356 035,00;11,96
486;-4;Уралпромбанк;2964;Челябинская обл.;3 329 941,00;3 356 471,00;-26 530,00;-0,79
487;-3;МС Банк Рус;2789;Москва и обл.;3 325 230,00;3 323 098,00;2 132,00;0,06
488;-3;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 303 472,00;3 304 138,00;-666,00;-0,02
489;-3;Уссури;596;Хабаровский край;3 289 791,00;3 300 633,00;-10 842,00;-0,33
490;28;РТС-Банк;3401;Самарская обл.;3 280 451,00;2 785 524,00;494 927,00;17,77
491;8;Бест Эффортс Банк;435;Москва и обл.;3 274 355,00;3 139 866,00;134 489,00;4,28
492;-13;Венец;524;Ульяновская обл.;3 237 401,00;3 372 736,00;-135 335,00;-4,01
493;-4;Смартбанк;3408;Москва и обл.;3 199 577,00;3 271 121,00;-71 544,00;-2,19
494;1;Донинвест;1617;Ростовская обл.;3 166 761,00;3 194 741,00;-27 980,00;-0,88
495;12;ЕвроАксис Банк;3273;Москва и обл.;3 135 613,00;2 969 720,00;165 893,00;5,59
496;6;Владпромбанк;870;Владимирская обл.;3 132 673,00;3 033 053,00;99 620,00;3,28
497;-5;Бинбанк Сургут;1701;Тюменская обл.;3 128 602,00;3 248 073,00;-119 471,00;-3,68
498;2;Вологжанин;1896;Вологодская обл.;3 036 563,00;3 131 234,00;-94 671,00;-3,02
499;47;НБК-Банк;3283;Москва и обл.;2 988 795,00;2 435 628,00;553 167,00;22,71
500;-13;Коммерческий Банк Развития;3364;Москва и обл.;2 982 909,00;3 300 218,00;-317 309,00;-9,61
501;-4;Гринфилдбанк;2711;Москва и обл.;2 969 342,00;3 158 437,00;-189 095,00;-5,99
502;7;Енисей;474;Красноярский край;2 962 620,00;2 939 299,00;23 321,00;0,79
503;82;Унифондбанк;3416;Москва и обл.;2 959 384,00;2 073 101,00;886 283,00;42,75
504;11;НОКССбанк;3202;Волгоградская обл.;2 948 927,00;2 878 827,00;70 100,00;2,44
505;5;Агророс;2860;Саратовская обл.;2 929 045,00;2 934 200,00;-5 155,00;-0,18
506;6;Костромаселькомбанк;1115;Костромская обл.;2 923 772,00;2 902 478,00;21 294,00;0,73
507;14;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 916 302,00;2 758 906,00;157 396,00;5,71
508;11;Гагаринский;606;Москва и обл.;2 904 476,00;2 772 130,00;132 346,00;4,77
509;-40;Приоритет;3135;Самарская обл.;2 890 446,00;3 511 870,00;-621 424,00;-17,69
510;1;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 885 840,00;2 905 408,00;-19 568,00;-0,67
511;-37;Аскольд;2480;Смоленская обл.;2 850 962,00;3 434 971,00;-584 009,00;-17,00
512;19;Банк РМП;2574;Москва и обл.;2 827 789,00;2 597 881,00;229 908,00;8,85
513;1;Преодоление;2649;Москва и обл.;2 819 366,00;2 883 398,00;-64 032,00;-2,22
514;2;Земкомбанк;574;Ростовская обл.;2 809 521,00;2 822 290,00;-12 769,00;-0,45
515;-12;Диг-Банк;2423;Северная Осетия — Алания;2 801 972,00;3 026 583,00;-224 611,00;-7,42
516;11;Народный Доверительный Банк;2374;Москва и обл.;2 750 171,00;2 643 521,00;106 650,00;4,03
517;-9;ПК-Банк;2652;Нижегородская обл.;2 741 057,00;2 957 679,00;-216 622,00;-7,32
518;2;Траст Капитал Банк;2741;Москва и обл.;2 709 174,00;2 769 031,00;-59 857,00;-2,16
519;4;Росбизнесбанк;1405;Москва и обл.;2 700 654,00;2 704 655,00;-4 001,00;-0,15
520;6;Столичный Кредит;2853;Москва и обл.;2 659 831,00;2 673 211,00;-13 380,00;-0,50
521;19;Богородский Муниципальный Банк;2992;Москва и обл.;2 647 998,00;2 500 737,00;147 261,00;5,89
522;-17;ИпоТек Банк;2794;Москва и обл.;2 645 764,00;3 006 894,00;-361 130,00;-12,01
523;38;РСКБ;2050;Москва и обл.;2 634 953,00;2 295 882,00;339 071,00;14,77
524;-11;Айви Банк;2055;Москва и обл.;2 617 263,00;2 886 814,00;-269 551,00;-9,34
525;-1;ИСБ;3010;Москва и обл.;2 611 921,00;2 676 488,00;-64 567,00;-2,41
526;6;Братский АНКБ;1144;Иркутская обл.;2 610 117,00;2 596 584,00;13 533,00;0,52
