Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2010, тыс. рублей;Октябрь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;18;БКС Банк;101;Новосибирская обл.;6 758 244,00;5 976 430,00;781 814,00;13,08
261;-7;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;6 725 598,00;7 000 940,00;-275 342,00;-3,93
262;-3;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 713 630,00;6 809 915,00;-96 285,00;-1,41
263;4;Европейский;1616;Калининградская обл.;6 677 065,00;6 353 055,00;324 010,00;5,10
264;25;Кузнецкий Мост;2254;Москва и обл.;6 604 832,00;5 648 146,00;956 686,00;16,94
265;-1;Темпбанк;55;Москва и обл.;6 488 972,00;6 440 892,00;48 080,00;0,75
266;9;СЭБ Банк;3235;Санкт-Петербург и обл.;6 427 673,00;6 159 728,00;267 945,00;4,35
267;6;Бинбанк Мурманск;1276;Мурманская обл.;6 423 085,00;6 192 889,00;230 196,00;3,72
268;25;Адмиралтейский;3054;Москва и обл.;6 386 151,00;5 551 653,00;834 498,00;15,03
269;0;МАСТ-Банк;3267;Москва и обл.;6 385 762,00;6 308 022,00;77 740,00;1,23
270;-7;СтарБанк;548;Тюменская обл.;6 349 104,00;6 625 618,00;-276 514,00;-4,17
271;-19;Расчетно-Кредитный Банк;103;Москва и обл.;6 285 471,00;7 077 841,00;-792 370,00;-11,20
272;0;Квантмобайл Банк;1189;Омская обл.;6 272 691,00;6 201 724,00;70 967,00;1,14
273;4;Банк Акцепт;567;Новосибирская обл.;6 240 154,00;6 121 931,00;118 223,00;1,93
274;39;Данске Банк;3307;Санкт-Петербург и обл.;6 235 587,00;5 000 990,00;1 234 597,00;24,69
275;-7;Руснарбанк;3403;Москва и обл.;6 214 101,00;6 324 173,00;-110 072,00;-1,74
276;-6;АФ Банк;991;Башкортостан;6 176 419,00;6 302 012,00;-125 593,00;-1,99
277;11;Новый Московский Банк;2932;Москва и обл.;6 152 373,00;5 655 259,00;497 114,00;8,79
278;-7;Огни Москвы;2328;Москва и обл.;6 138 255,00;6 231 545,00;-93 290,00;-1,50
279;-5;Русь;704;Оренбургская обл.;6 135 324,00;6 183 979,00;-48 655,00;-0,79
280;-18;Денизбанк Москва;3330;Москва и обл.;6 054 086,00;6 657 135,00;-603 049,00;-9,06
281;5;Кредит-Москва;5;Москва и обл.;6 042 108,00;5 700 677,00;341 431,00;5,99
282;-1;КС Банк;1752;Мордовия;6 040 706,00;5 844 740,00;195 966,00;3,35
283;-3;Югра;880;Тюменская обл.;5 866 159,00;5 845 599,00;20 560,00;0,35
284;-5;БайкалБанк;2632;Бурятия;5 849 414,00;5 870 707,00;-21 293,00;-0,36
285;0;Альба Альянс;2593;Москва и обл.;5 839 078,00;5 701 137,00;137 941,00;2,42
286;18;Ури Банк;3479;Москва и обл.;5 836 886,00;5 368 804,00;468 082,00;8,72
287;3;Кузнецкбизнесбанк;1158;Кемеровская обл.;5 819 511,00;5 622 734,00;196 777,00;3,50
288;-12;Банк Инноваций и Развития;2647;Москва и обл.;5 759 224,00;6 151 223,00;-391 999,00;-6,37
289;28;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 684 994,00;4 864 168,00;820 826,00;16,87
290;2;Русич Центр Банк;2793;Москва и обл.;5 657 620,00;5 578 593,00;79 027,00;1,42
291;5;Рублев;3098;Москва и обл.;5 653 580,00;5 462 120,00;191 460,00;3,51
292;10;Пушкино;391;Москва и обл.;5 649 927,00;5 409 377,00;240 550,00;4,45
293;10;АктивКапитал Банк;3006;Самарская обл.;5 638 852,00;5 386 068,00;252 784,00;4,69
294;-3;Томскпромстройбанк;1720;Томская обл.;5 603 658,00;5 597 797,00;5 861,00;0,10
295;-13;Волга-Кредит;1153;Самарская обл.;5 602 375,00;5 805 268,00;-202 893,00;-3,49
296;5;ПИР Банк;2655;Москва и обл.;5 562 369,00;5 425 022,00;137 347,00;2,53
297;9;Датабанк;646;Удмуртия;5 559 976,00;5 326 299,00;233 677,00;4,39
298;7;Уралфинпромбанк;3119;Свердловская обл.;5 556 353,00;5 358 348,00;198 005,00;3,70
299;1;Славянский Кредит;2960;Москва и обл.;5 547 664,00;5 441 819,00;105 845,00;1,95
300;-1;Хованский;2145;Москва и обл.;5 542 002,00;5 444 118,00;97 884,00;1,80
301;-4;Метробанк;2548;Москва и обл.;5 512 815,00;5 456 206,00;56 609,00;1,04
302;6;Белгородсоцбанк;760;Белгородская обл.;5 388 435,00;5 148 080,00;240 355,00;4,67
303;-20;Русский Земельный Банк;2810;Москва и обл.;5 373 546,00;5 780 306,00;-406 760,00;-7,04
304;-10;Банк Раунд;2506;Москва и обл.;5 365 157,00;5 514 215,00;-149 058,00;-2,70
305;-21;ПВ-Банк;634;Ульяновская обл.;5 364 926,00;5 779 227,00;-414 301,00;-7,17
306;21;Евромет;2902;Москва и обл.;5 273 994,00;4 504 206,00;769 788,00;17,09
307;46;Банк ПСА Финанс Рус;3481;Москва и обл.;5 243 495,00;3 892 757,00;1 350 738,00;34,70
308;8;Платина;2347;Москва и обл.;5 172 849,00;4 951 525,00;221 324,00;4,47
309;1;РусЮгбанк;2093;Волгоградская обл.;5 117 564,00;5 125 513,00;-7 949,00;-0,16
310;-12;СИАБ;3245;Санкт-Петербург и обл.;5 074 872,00;5 446 415,00;-371 543,00;-6,82
311;0;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 050 865,00;5 111 816,00;-60 951,00;-1,19
312;10;ОПМ-Банк;2734;Москва и обл.;5 035 626,00;4 779 935,00;255 691,00;5,35
313;-6;Замоскворецкий;1640;Москва и обл.;5 031 797,00;5 217 842,00;-186 045,00;-3,57
314;-27;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 982 136,00;5 672 113,00;-689 977,00;-12,16
315;4;Ишбанк;2867;Москва и обл.;4 979 511,00;4 822 112,00;157 399,00;3,26
316;2;Первый Экспресс;3237;Тульская обл.;4 908 585,00;4 840 495,00;68 090,00;1,41
317;6;Унифин;2654;Москва и обл.;4 889 564,00;4 755 234,00;134 330,00;2,82
318;-4;Региональный Банк Развития;2782;Башкортостан;4 884 552,00;4 994 374,00;-109 822,00;-2,20
319;2;Бинбанк Тверь;777;Тверская обл.;4 883 365,00;4 793 779,00;89 586,00;1,87
320;-11;Сибирьгазбанк;3042;Тюменская обл.;4 833 136,00;5 125 615,00;-292 479,00;-5,71
321;71;Приоритет;3135;Самарская обл.;4 821 456,00;3 258 960,00;1 562 496,00;47,94
322;-10;Традо-Банк;1065;Москва и обл.;4 821 073,00;5 065 769,00;-244 696,00;-4,83
323;3;Финам Банк;2799;Москва и обл.;4 777 815,00;4 562 629,00;215 186,00;4,72
324;-9;Потенциал;1019;Самарская обл.;4 758 357,00;4 965 696,00;-207 339,00;-4,18
325;-1;Рускобанк;138;Санкт-Петербург и обл.;4 713 869,00;4 687 339,00;26 530,00;0,57
326;28;Автоторгбанк;2776;Москва и обл.;4 682 897,00;3 887 929,00;794 968,00;20,45
327;1;Северный Народный Банк;2721;Коми;4 682 439,00;4 431 147,00;251 292,00;5,67
328;9;Банк Казани;708;Татарстан;4 552 579,00;4 256 206,00;296 373,00;6,96
329;13;Бланк Банк;2368;Москва и обл.;4 495 525,00;4 107 959,00;387 566,00;9,43
330;13;Экспресс;3084;Дагестан;4 475 491,00;4 099 658,00;375 833,00;9,17
331;3;Сибсоцбанк;2015;Алтайский край;4 439 096,00;4 286 009,00;153 087,00;3,57
332;3;Тусар;2712;Москва и обл.;4 416 917,00;4 282 598,00;134 319,00;3,14
333;23;Мир Бизнес Банк;3396;Москва и обл.;4 405 318,00;3 879 827,00;525 491,00;13,54
334;-4;ФДБ;3071;Москва и обл.;4 319 282,00;4 377 172,00;-57 890,00;-1,32
335;27;Руссобанк;2313;Москва и обл.;4 297 903,00;3 704 059,00;593 844,00;16,03
336;14;Росавтобанк;2767;Москва и обл.;4 226 507,00;3 993 305,00;233 202,00;5,84
337;8;Банк на Красных Воротах;2472;Москва и обл.;4 194 711,00;4 044 386,00;150 325,00;3,72
338;-13;Русский Ипотечный Банк;1968;Москва и обл.;4 193 890,00;4 594 654,00;-400 764,00;-8,72
339;2;НИКО-Банк;702;Оренбургская обл.;4 172 189,00;4 134 997,00;37 192,00;0,90
340;6;Башинвестбанк;2189;Башкортостан;4 148 409,00;4 037 820,00;110 589,00;2,74
341;7;Автоградбанк;1455;Татарстан;4 127 897,00;3 996 710,00;131 187,00;3,28
342;-4;Юг-Инвестбанк;2772;Краснодарский край;4 123 980,00;4 229 885,00;-105 905,00;-2,50
343;-14;Бинбанк Столица;3052;Москва и обл.;4 103 406,00;4 394 027,00;-290 621,00;-6,61
344;-49;Славия;2664;Москва и обл.;4 101 596,00;5 496 009,00;-1 394 413,00;-25,37
345;-14;Вега-Банк;3270;Москва и обл.;4 050 179,00;4 357 310,00;-307 131,00;-7,05
346;-13;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;4 025 349,00;4 336 544,00;-311 195,00;-7,18
347;8;Актив Банк;2529;Мордовия;4 023 290,00;3 887 451,00;135 839,00;3,49
348;-9;Банк Торгового Финансирования;1982;Москва и обл.;4 018 682,00;4 171 316,00;-152 634,00;-3,66
349;2;Сибнефтебанк;385;Тюменская обл.;3 966 615,00;3 928 431,00;38 184,00;0,97
350;8;Монолит;1967;Москва и обл.;3 962 190,00;3 834 073,00;128 117,00;3,34
351;10;Международный Коммерческий Банк;2524;Москва и обл.;3 953 877,00;3 706 368,00;247 509,00;6,68
352;-8;Международный Инвестиционный Банк;2742;Москва и обл.;3 952 626,00;4 045 143,00;-92 517,00;-2,29
353;-1;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;3 952 572,00;3 899 432,00;53 140,00;1,36
354;-18;Трансстройбанк;2807;Москва и обл.;3 941 169,00;4 276 001,00;-334 832,00;-7,83
355;29;Платежный Центр;3166;Новосибирская обл.;3 912 741,00;3 333 025,00;579 716,00;17,39
356;29;Лайтбанк;3177;Москва и обл.;3 872 425,00;3 328 292,00;544 133,00;16,35
357;45;Солид Банк;1329;Камчатская обл.;3 852 003,00;3 121 234,00;730 769,00;23,41
358;-9;Хлебобанк;1812;Москва и обл.;3 831 962,00;3 996 506,00;-164 544,00;-4,12
359;-12;Енисейский Объединенный Банк;2645;Красноярский край;3 825 917,00;4 012 979,00;-187 062,00;-4,66
360;12;Витас Банк;1955;Москва и обл.;3 825 344,00;3 535 721,00;289 623,00;8,19
361;7;Чувашкредитпромбанк;1280;Чувашия;3 798 180,00;3 603 201,00;194 979,00;5,41
362;-5;Сиббизнесбанк;2539;Тюменская обл.;3 775 336,00;3 847 888,00;-72 552,00;-1,89
363;-3;Уралкапиталбанк;2519;Башкортостан;3 721 262,00;3 812 478,00;-91 216,00;-2,39
364;9;Экспресс-Кредит;210;Москва и обл.;3 716 261,00;3 534 810,00;181 451,00;5,13
365;4;Национальный Залоговый Банк;2944;Москва и обл.;3 670 746,00;3 582 981,00;87 765,00;2,45
366;-3;Московский Нефтехимический Банк;1411;Москва и обл.;3 664 637,00;3 690 797,00;-26 160,00;-0,71
367;0;Международный Банк Развития;2704;Москва и обл.;3 659 927,00;3 620 253,00;39 674,00;1,10
368;-28;Аверс;415;Татарстан;3 635 034,00;4 169 089,00;-534 055,00;-12,81
369;-3;Белгородпромстройбанк;1816;Белгородская обл.;3 628 278,00;3 637 147,00;-8 869,00;-0,24
370;-6;Евроальянс;1781;Ивановская обл.;3 616 369,00;3 666 814,00;-50 445,00;-1,38
371;4;Зернобанк;2337;Алтайский край;3 610 978,00;3 521 375,00;89 603,00;2,54
372;4;Софрино;2972;Москва и обл.;3 587 413,00;3 504 657,00;82 756,00;2,36
373;1;Банк Кремлевский;2905;Москва и обл.;3 575 260,00;3 534 298,00;40 962,00;1,16
374;3;Голдман Сакс Банк;3490;Москва и обл.;3 570 671,00;3 465 429,00;105 242,00;3,04
375;-16;Городской Ипотечный Банк;1627;Москва и обл.;3 562 803,00;3 830 006,00;-267 203,00;-6,98
376;20;Дил-Банк;3384;Москва и обл.;3 541 952,00;3 193 844,00;348 108,00;10,90
377;9;Риабанк;3434;Москва и обл.;3 534 411,00;3 319 915,00;214 496,00;6,46
378;23;Промтрансбанк;2638;Башкортостан;3 524 675,00;3 122 645,00;402 030,00;12,87
379;-8;Генбанк;2490;Москва и обл.;3 510 996,00;3 569 697,00;-58 701,00;-1,64
380;73;РНКБ;1354;Москва и обл.;3 502 594,00;2 629 256,00;873 338,00;33,22
381;52;Киви Банк;2241;Москва и обл.;3 495 843,00;2 816 333,00;679 510,00;24,13
382;-1;Бинбанк Смоленск;1957;Смоленская обл.;3 484 146,00;3 361 051,00;123 095,00;3,66
383;-18;Стратегия;2801;Москва и обл.;3 462 974,00;3 655 947,00;-192 973,00;-5,28
384;7;Волжский Социальный Банк;2428;Самарская обл.;3 412 697,00;3 283 979,00;128 718,00;3,92
385;-6;ВостСибтранскомбанк;2731;Иркутская обл.;3 388 022,00;3 434 265,00;-46 243,00;-1,35
386;3;Холдинг-Кредит;3030;Москва и обл.;3 384 033,00;3 297 196,00;86 837,00;2,63
387;39;Западный;2598;Москва и обл.;3 375 865,00;2 961 665,00;414 200,00;13,99
388;20;Рост;2589;Москва и обл.;3 346 503,00;3 063 634,00;282 869,00;9,23
389;4;Горбанк;2982;Санкт-Петербург и обл.;3 344 581,00;3 255 154,00;89 427,00;2,75
390;8;Миллениум Банк;3423;Москва и обл.;3 339 238,00;3 159 827,00;179 411,00;5,68
391;20;Анкор Банк;889;Татарстан;3 338 265,00;3 059 355,00;278 910,00;9,12
392;30;Азия-Инвест Банк;3303;Москва и обл.;3 326 484,00;2 984 928,00;341 556,00;11,44
393;47;Экономикс-Банк;2136;Москва и обл.;3 324 158,00;2 742 309,00;581 849,00;21,22
394;16;Банкхаус Эрбе;1717;Москва и обл.;3 317 433,00;3 060 257,00;257 176,00;8,40
395;36;Агросоюз;1459;Оренбургская обл.;3 310 499,00;2 891 406,00;419 093,00;14,49
396;1;Роял Кредит Банк;783;Хабаровский край;3 298 087,00;3 187 179,00;110 908,00;3,48
397;17;Вокбанк;312;Нижегородская обл.;3 292 382,00;3 048 634,00;243 748,00;8,00
398;-4;Проминвестбанк;2433;Москва и обл.;3 279 717,00;3 233 350,00;46 367,00;1,43
399;-19;РАМ Банк;3480;Москва и обл.;3 273 297,00;3 368 710,00;-95 413,00;-2,83
400;99;Мосводоканалбанк;2863;Москва и обл.;3 252 522,00;2 078 063,00;1 174 459,00;56,52
401;41;Новокиб;1747;Кемеровская обл.;3 240 281,00;2 738 787,00;501 494,00;18,31
402;-20;Дагэнергобанк;3286;Дагестан;3 237 206,00;3 360 622,00;-123 416,00;-3,67
403;16;Лесбанк;1598;Москва и обл.;3 227 651,00;3 029 627,00;198 024,00;6,54
404;-16;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 223 134,00;3 303 197,00;-80 063,00;-2,42
405;2;Профессионал Банк;3296;Москва и обл.;3 210 728,00;3 088 717,00;122 011,00;3,95
406;3;ЕвроАксис Банк;3273;Москва и обл.;3 200 354,00;3 061 558,00;138 796,00;4,53
407;67;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;3 184 102,00;2 385 614,00;798 488,00;33,47
408;9;Нижневолжский Коммерческий Банк;931;Саратовская обл.;3 148 630,00;3 034 950,00;113 680,00;3,75
409;7;Промрегионбанк;2123;Томская обл.;3 131 976,00;3 038 023,00;93 953,00;3,09
410;-6;Межрегиональный промышленно-строительный банк;752;Мордовия;3 105 541,00;3 117 194,00;-11 653,00;-0,37
411;7;Новобанк;1352;Новгородская обл.;3 101 441,00;3 031 276,00;70 165,00;2,31
412;22;Профит Банк;3234;Москва и обл.;3 098 603,00;2 814 233,00;284 370,00;10,10
413;2;Реалист Банк;1067;Иркутская обл.;3 097 989,00;3 047 053,00;50 936,00;1,67
414;-1;Баренцбанк;2188;Мурманская обл.;3 082 089,00;3 049 355,00;32 734,00;1,07
415;-20;;;;3 079 994,00;3 211 110,00;-131 116,00;-4,08
416;-4;Кранбанк;2271;Ивановская обл.;3 070 586,00;3 054 351,00;16 235,00;0,53
417;12;Крокус-Банк;2682;Москва и обл.;3 070 017,00;2 930 380,00;139 637,00;4,77
418;-19;Донинвест;1617;Ростовская обл.;3 066 492,00;3 150 417,00;-83 925,00;-2,66
419;-14;Камский Коммерческий Банк;438;Татарстан;3 064 383,00;3 115 250,00;-50 867,00;-1,63
420;-17;АйСиБиСи Банк;3475;Москва и обл.;3 049 462,00;3 118 376,00;-68 914,00;-2,21
421;-38;Преодоление;2649;Москва и обл.;3 038 000,00;3 358 171,00;-320 171,00;-9,53
422;-32;Ассоциация;732;Нижегородская обл.;3 003 136,00;3 285 397,00;-282 261,00;-8,59
423;-23;Хакасский Муниципальный Банк;1049;Хакасия;2 998 453,00;3 144 024,00;-145 571,00;-4,63
424;-1;ИТ Банк;2609;Омская обл.;2 961 921,00;2 984 659,00;-22 738,00;-0,76
425;-55;Банк Заречье;817;Татарстан;2 959 143,00;3 578 040,00;-618 897,00;-17,30
426;-20;Банк Развития Региона;3315;Северная Осетия — Алания;2 942 673,00;3 106 750,00;-164 077,00;-5,28
427;-3;Уралпромбанк;2964;Челябинская обл.;2 929 419,00;2 972 237,00;-42 818,00;-1,44
428;17;Донкомбанк;492;Ростовская обл.;2 924 739,00;2 720 777,00;203 962,00;7,50
429;1;Ермак;1809;Тюменская обл.;2 895 278,00;2 920 722,00;-25 444,00;-0,87
430;-5;Стромкомбанк;404;Красноярский край;2 888 501,00;2 962 792,00;-74 291,00;-2,51
431;6;Капитал;575;Москва и обл.;2 870 605,00;2 762 430,00;108 175,00;3,92
432;15;Нефтепромбанк;2156;Москва и обл.;2 852 633,00;2 680 625,00;172 008,00;6,42
433;22;Банк Развития Технологий;3441;Москва и обл.;2 838 438,00;2 592 500,00;245 938,00;9,49
434;-6;Экси-Банк;2530;Санкт-Петербург и обл.;2 831 065,00;2 933 400,00;-102 335,00;-3,49
435;4;Национальный Республиканский Банк;3359;Москва и обл.;2 815 491,00;2 751 511,00;63 980,00;2,33
436;47;ЕвроситиБанк;1869;Ставропольский край;2 809 154,00;2 299 034,00;510 120,00;22,19
437;7;Московский Коммерческий Банк;3172;Москва и обл.;2 797 552,00;2 723 830,00;73 722,00;2,71
438;-3;Тюменьагропромбанк;917;Тюменская обл.;2 784 119,00;2 809 358,00;-25 239,00;-0,90
439;-1;Ипотека-Инвест;3070;Татарстан;2 770 670,00;2 751 777,00;18 893,00;0,69
440;-4;Транспортный;3174;Москва и обл.;2 759 466,00;2 800 454,00;-40 988,00;-1,46
441;-9;Первый Инвестиционный Банк;604;Москва и обл.;2 735 960,00;2 871 703,00;-135 743,00;-4,73
442;-21;Интерактивный Банк;3378;Москва и обл.;2 721 238,00;2 985 514,00;-264 276,00;-8,85
443;9;Востоккредитбанк;922;Амурская обл.;2 710 554,00;2 651 840,00;58 714,00;2,21
444;6;ВЕБРР;3418;Москва и обл.;2 700 281,00;2 660 299,00;39 982,00;1,50
445;-25;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 666 238,00;2 993 392,00;-327 154,00;-10,93
446;10;ОФК Банк;2270;Москва и обл.;2 662 606,00;2 580 739,00;81 867,00;3,17
447;-20;Финансовый Стандарт;1053;Москва и обл.;2 660 166,00;2 939 649,00;-279 483,00;-9,51
448;1;Ураллига;1626;Челябинская обл.;2 635 909,00;2 670 902,00;-34 993,00;-1,31
449;5;Оргбанк;3312;Москва и обл.;2 621 686,00;2 599 490,00;22 196,00;0,85
450;15;Джей энд Ти Банк;3061;Москва и обл.;2 606 002,00;2 451 384,00;154 618,00;6,31
451;10;Бинбанк Сургут;1701;Тюменская обл.;2 571 534,00;2 531 810,00;39 724,00;1,57
452;7;Аскольд;2480;Смоленская обл.;2 556 223,00;2 540 384,00;15 839,00;0,62
453;-5;Камчаткомагропромбанк;545;Камчатская обл.;2 554 191,00;2 677 791,00;-123 600,00;-4,62
454;-11;Объединенный Банк Развития;3345;Москва и обл.;2 549 991,00;2 726 797,00;-176 806,00;-6,48
455;16;Транснациональный Банк;2108;Москва и обл.;2 539 289,00;2 408 666,00;130 623,00;5,42
456;1;Промэнергобанк;2728;Вологодская обл.;2 521 425,00;2 561 527,00;-40 102,00;-1,57
457;5;НОКССбанк;3202;Волгоградская обл.;2 517 536,00;2 483 569,00;33 967,00;1,37
458;5;Банк БКФ;2684;Москва и обл.;2 514 172,00;2 475 738,00;38 434,00;1,55
459;21;Орловский Социальный Банк;2921;Орловская обл.;2 511 559,00;2 326 397,00;185 162,00;7,96
460;-14;Инкаробанк;2696;Москва и обл.;2 502 124,00;2 692 607,00;-190 483,00;-7,07
461;-3;ПК-Банк;2652;Нижегородская обл.;2 497 488,00;2 544 194,00;-46 706,00;-1,84
462;17;РБА;3413;Ярославская обл.;2 483 277,00;2 356 921,00;126 356,00;5,36
463;71;Констанс-Банк;2228;Санкт-Петербург и обл.;2 468 215,00;1 805 215,00;663 000,00;36,73
464;-77;Банк Город;2644;Коми;2 445 734,00;3 306 400,00;-860 666,00;-26,03
465;10;Ноябрьскнефтекомбанк;2274;Тюменская обл.;2 437 220,00;2 370 964,00;66 256,00;2,79
466;-15;Траст Капитал Банк;2741;Москва и обл.;2 424 743,00;2 655 648,00;-230 905,00;-8,69
467;19;Инкредбанк;3405;Москва и обл.;2 424 393,00;2 263 327,00;161 066,00;7,12
468;16;Земский Банк;2900;Самарская обл.;2 416 276,00;2 275 216,00;141 060,00;6,20
469;7;Алтайкапиталбанк;2659;Алтайский край;2 400 552,00;2 362 079,00;38 473,00;1,63
470;-2;Банк БФТ;2273;Москва и обл.;2 396 731,00;2 430 662,00;-33 931,00;-1,40
471;20;Мастер-Капитал;3011;Москва и обл.;2 396 199,00;2 189 698,00;206 501,00;9,43
472;9;Эксперт Банк;2949;Омская обл.;2 388 673,00;2 321 666,00;67 007,00;2,89
473;-32;Долинск;857;Сахалинская обл.;2 378 898,00;2 740 956,00;-362 058,00;-13,21
474;-5;Аспект;608;Москва и обл.;2 375 562,00;2 418 574,00;-43 012,00;-1,78
475;-15;Совинком;2302;Москва и обл.;2 362 567,00;2 534 181,00;-171 614,00;-6,77
476;-3;Тагилбанк;1635;Свердловская обл.;2 358 305,00;2 405 455,00;-47 150,00;-1,96
477;-11;Вкабанк;1027;Астраханская обл.;2 352 059,00;2 447 560,00;-95 501,00;-3,90
478;4;Тульский Промышленник;2382;Тульская обл.;2 340 278,00;2 318 290,00;21 988,00;0,95
479;-7;Зенит Сочи;232;Краснодарский край;2 316 143,00;2 407 456,00;-91 313,00;-3,79
480;-13;Интеркредит;3047;Москва и обл.;2 302 342,00;2 439 847,00;-137 505,00;-5,64
481;4;Уралприватбанк;153;Свердловская обл.;2 286 198,00;2 264 448,00;21 750,00;0,96
482;34;Газстройбанк;2919;Москва и обл.;2 283 392,00;1 964 466,00;318 926,00;16,23
483;13;Век;2299;Москва и обл.;2 276 043,00;2 133 527,00;142 516,00;6,68
484;-14;Нацпромбанк;2360;Москва и обл.;2 243 500,00;2 411 802,00;-168 302,00;-6,98
485;2;Универсальный Кредит;2903;Москва и обл.;2 236 480,00;2 241 722,00;-5 242,00;-0,23
486;-8;Смартбанк;3408;Москва и обл.;2 230 453,00;2 360 213,00;-129 760,00;-5,50
487;18;Тендер-Банк;2252;Москва и обл.;2 224 914,00;2 048 530,00;176 384,00;8,61
488;7;Океан Банк;1697;Москва и обл.;2 211 794,00;2 164 468,00;47 326,00;2,19
489;1;РН Банк;170;Омская обл.;2 205 148,00;2 194 975,00;10 173,00;0,46
490;31;Клиентский;2324;Москва и обл.;2 199 787,00;1 935 518,00;264 269,00;13,65
491;6;Уссури;596;Хабаровский край;2 197 618,00;2 109 339,00;88 279,00;4,19
492;36;Компания Розничного Кредитования;3385;Москва и обл.;2 175 656,00;1 841 905,00;333 751,00;18,12
493;0;Живаго Банк;2065;Рязанская обл.;2 165 971,00;2 167 093,00;-1 122,00;-0,05
494;-5;Коммерческий Индо Банк;3446;Москва и обл.;2 156 583,00;2 202 188,00;-45 605,00;-2,07
495;-18;Союзный;3236;Москва и обл.;2 146 017,00;2 361 397,00;-215 380,00;-9,12
496;10;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 141 730,00;2 047 783,00;93 947,00;4,59
497;-3;Енисей;474;Красноярский край;2 137 161,00;2 165 536,00;-28 375,00;-1,31
498;59;Соцэкономбанк;2917;Москва и обл.;2 117 333,00;1 634 624,00;482 709,00;29,53
499;-35;Стройлесбанк;2995;Тюменская обл.;2 109 155,00;2 466 161,00;-357 006,00;-14,48
500;-2;Гагаринский;606;Москва и обл.;2 104 274,00;2 091 425,00;12 849,00;0,61
501;16;ИРС;272;Москва и обл.;2 100 345,00;1 962 852,00;137 493,00;7,00
502;8;Кузнецкий;609;Пензенская обл.;2 065 098,00;2 017 706,00;47 392,00;2,35
503;-125;Империя;2535;Москва и обл.;2 056 630,00;3 448 515,00;-1 391 885,00;-40,36
504;-2;Итуруп;2390;Сахалинская обл.;2 055 379,00;2 070 875,00;-15 496,00;-0,75
505;10;Норвик Банк;1407;Москва и обл.;2 054 088,00;1 966 162,00;87 926,00;4,47
506;-6;Росбизнесбанк;1405;Москва и обл.;2 051 957,00;2 072 584,00;-20 627,00;-1,00
507;12;Кроссинвестбанк;2849;Москва и обл.;2 046 754,00;1 957 181,00;89 573,00;4,58
508;-7;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 044 706,00;2 070 925,00;-26 219,00;-1,27
509;39;Еврокредит;2957;Москва и обл.;2 043 231,00;1 708 836,00;334 395,00;19,57
510;-2;Бест Эффортс Банк;435;Москва и обл.;2 042 522,00;2 023 265,00;19 257,00;0,95
511;2;Региональный Кредитный Банк;1608;Калининградская обл.;2 022 461,00;1 987 825,00;34 636,00;1,74
512;-1;Союзпромбанк;2965;Москва и обл.;2 016 879,00;2 002 722,00;14 157,00;0,71
513;-9;Новопокровский;467;Краснодарский край;2 011 645,00;2 051 722,00;-40 077,00;-1,95
514;-11;Нэклис-Банк;1671;Москва и обл.;2 002 863,00;2 063 531,00;-60 668,00;-2,94
515;16;Милбанк;3256;Москва и обл.;1 997 224,00;1 827 709,00;169 515,00;9,27
516;10;Синко-Банк;2838;Москва и обл.;1 994 152,00;1 881 274,00;112 878,00;6,00
517;5;Мой Банк. Ипотека;2436;Башкортостан;1 992 153,00;1 914 093,00;78 060,00;4,08
518;0;Крыловский;456;Краснодарский край;1 982 058,00;1 958 882,00;23 176,00;1,18
519;-12;Витабанк;356;Санкт-Петербург и обл.;1 980 676,00;2 041 051,00;-60 375,00;-2,96
520;-11;ИК Банк;1732;Татарстан;1 968 826,00;2 018 035,00;-49 209,00;-2,44
521;26;Новый Символ;370;Москва и обл.;1 965 633,00;1 731 515,00;234 118,00;13,52
522;-10;Вологжанин;1896;Вологодская обл.;1 953 460,00;1 993 426,00;-39 966,00;-2,00
523;2;Республиканский Банк;3277;Москва и обл.;1 952 319,00;1 883 770,00;68 549,00;3,64
524;-32;Социум-Банк;2881;Москва и обл.;1 938 819,00;2 186 107,00;-247 288,00;-11,31
525;-2;Бум-Банк;1137;Кабардино-Балкария;1 919 881,00;1 908 291,00;11 590,00;0,61
526;1;Россита-Банк;3257;Москва и обл.;1 918 938,00;1 879 049,00;39 889,00;2,12
527;-7;Аксонбанк;680;Костромская обл.;1 913 031,00;1 940 082,00;-27 051,00;-1,39
528;-14;Система;2846;Москва и обл.;1 897 366,00;1 972 295,00;-74 929,00;-3,80
