Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2010, тыс. рублей;Октябрь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
122;-1;Русский Международный Банк;3123;Москва и обл.;20 586 412,00;21 039 414,00;-453 002,00;-2,15
123;0;Банк АВБ;23;Самарская обл.;19 878 425,00;19 749 375,00;129 050,00;0,65
124;1;М2М Прайвет Банк;1414;Москва и обл.;19 706 588,00;19 219 905,00;486 683,00;2,53
125;29;Тройка-Д Банк;3431;Москва и обл.;19 705 306,00;14 786 847,00;4 918 459,00;33,26
126;-8;Кредит Урал Банк;2584;Челябинская обл.;19 614 591,00;21 340 129,00;-1 725 538,00;-8,09
127;-8;Девон-Кредит;1972;Татарстан;19 566 415,00;21 203 687,00;-1 637 272,00;-7,72
128;19;Морской Банк;77;Москва и обл.;19 524 647,00;16 220 539,00;3 304 108,00;20,37
129;11;Банк Кредит Свисс;2494;Москва и обл.;19 486 220,00;16 760 152,00;2 726 068,00;16,27
130;-1;ГПБ-Ипотека;2403;Москва и обл.;19 140 968,00;18 649 253,00;491 715,00;2,64
131;-4;Мой Банк;2939;Москва и обл.;19 124 261,00;18 911 427,00;212 834,00;1,13
132;-6;Межтопэнергобанк;2956;Москва и обл.;18 822 038,00;19 066 144,00;-244 106,00;-1,28
133;0;БФГ-Кредит;3068;Москва и обл.;18 543 050,00;17 714 701,00;828 349,00;4,68
134;3;Солидарность;554;Самарская обл.;18 502 270,00;17 342 426,00;1 159 844,00;6,69
135;3;Кольцо Урала;65;Свердловская обл.;18 183 818,00;17 061 107,00;1 122 711,00;6,58
136;8;Меткомбанк (Череповец);901;Вологодская обл.;18 059 317,00;16 444 600,00;1 614 717,00;9,82
137;-3;Фора-Банк;1885;Москва и обл.;18 044 641,00;17 704 561,00;340 080,00;1,92
138;-6;Липецккомбанк;1242;Липецкая обл.;17 958 519,00;17 741 971,00;216 548,00;1,22
139;-8;Народный Кредит;2401;Москва и обл.;17 773 450,00;17 844 971,00;-71 521,00;-0,40
140;-10;Агропромкредит;2880;Москва и обл.;17 762 203,00;18 023 192,00;-260 989,00;-1,45
141;-6;Уралтрансбанк;812;Свердловская обл.;17 423 906,00;17 444 636,00;-20 730,00;-0,12
142;-6;Примсоцбанк;2733;Приморский край;17 267 671,00;17 414 371,00;-146 700,00;-0,84
143;-2;МБА-Москва;3395;Москва и обл.;17 219 768,00;16 647 905,00;571 863,00;3,44
144;-1;АМБ Банк;3036;Москва и обл.;16 983 928,00;16 457 257,00;526 671,00;3,20
145;1;Урал ФД;249;Пермская обл.;16 907 659,00;16 261 030,00;646 629,00;3,98
146;-4;Московский Областной Банк;1751;Москва и обл.;16 866 848,00;16 562 146,00;304 702,00;1,84
147;-8;Соцгорбанк;1827;Москва и обл.;16 455 079,00;16 800 474,00;-345 395,00;-2,06
148;1;ФИА-Банк;2542;Самарская обл.;16 125 108,00;15 982 528,00;142 580,00;0,89
149;-4;Интеркоммерц Банк;1657;Москва и обл.;15 651 419,00;16 379 478,00;-728 059,00;-4,44
150;-22;Натиксис Банк;3390;Москва и обл.;15 496 218,00;18 879 317,00;-3 383 099,00;-17,92
151;-3;Модульбанк;1927;Костромская обл.;15 371 872,00;16 156 055,00;-784 183,00;-4,85
152;-1;Стройкредит;18;Москва и обл.;15 247 308,00;15 768 332,00;-521 024,00;-3,30
153;2;Столичный Торговый Банк;2797;Москва и обл.;15 177 784,00;14 768 243,00;409 541,00;2,77
154;-1;Банк Проектного Финансирования;1677;Москва и обл.;14 965 957,00;14 893 396,00;72 561,00;0,49
155;1;ПЧРБ Банк;3291;Москва и обл.;14 738 852,00;14 719 167,00;19 685,00;0,13
156;-4;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;14 606 809,00;14 988 790,00;-381 981,00;-2,55
157;5;Альта-Банк;2269;Москва и обл.;14 538 844,00;14 246 271,00;292 573,00;2,05
158;0;НОМОС-Региобанк;539;Хабаровский край;14 537 885,00;14 683 740,00;-145 855,00;-0,99
159;0;Спурт Банк;2207;Татарстан;14 395 431,00;14 650 138,00;-254 707,00;-1,74
160;-3;Банк БФА;3038;Санкт-Петербург и обл.;14 343 500,00;14 691 333,00;-347 833,00;-2,37
161;-1;Углеметбанк;2997;Челябинская обл.;14 324 304,00;14 576 979,00;-252 675,00;-1,73
162;-12;Российский Кредит;324;Москва и обл.;13 810 135,00;15 835 366,00;-2 025 231,00;-12,79
163;1;НБД-Банк;1966;Нижегородская обл.;13 642 792,00;13 775 894,00;-133 102,00;-0,97
164;1;Энергобанк;67;Татарстан;13 549 894,00;13 694 573,00;-144 679,00;-1,06
165;1;Росэнергобанк;2211;Москва и обл.;13 513 081,00;13 378 061,00;135 020,00;1,01
166;-3;Центркомбанк;2983;Москва и обл.;13 280 524,00;14 155 106,00;-874 582,00;-6,18
167;3;Тимер Банк;1581;Татарстан;13 262 562,00;12 776 293,00;486 269,00;3,81
168;-1;Сетелем Банк;2168;Москва и обл.;13 070 215,00;13 178 704,00;-108 489,00;-0,82
169;0;Мосстройэкономбанк (М Банк);948;Москва и обл.;13 054 588,00;12 826 792,00;227 796,00;1,78
170;-9;Ланта-Банк;1920;Москва и обл.;13 015 992,00;14 544 256,00;-1 528 264,00;-10,51
171;5;Славянский Банк;383;Москва и обл.;12 966 122,00;12 195 148,00;770 974,00;6,32
172;-1;Левобережный;1343;Новосибирская обл.;12 945 250,00;12 633 821,00;311 429,00;2,47
173;0;Смоленский Банк;2029;Смоленская обл.;12 675 771,00;12 264 556,00;411 215,00;3,35
174;-2;Рост Банк;2888;Татарстан;12 577 194,00;12 484 454,00;92 740,00;0,74
175;-7;Инвесткапиталбанк;2377;Башкортостан;12 536 200,00;12 884 007,00;-347 807,00;-2,70
176;-1;Связной Банк;1961;Москва и обл.;12 169 190,00;12 222 475,00;-53 285,00;-0,44
177;2;Курскпромбанк;735;Курская обл.;12 128 216,00;11 323 789,00;804 427,00;7,10
178;-1;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;12 125 980,00;11 960 074,00;165 906,00;1,39
179;4;Европейский Трастовый Банк;2968;Москва и обл.;12 113 153,00;11 103 166,00;1 009 987,00;9,10
180;-2;Тинькофф Банк;2673;Москва и обл.;11 986 460,00;11 493 938,00;492 522,00;4,29
181;8;Интерпрогрессбанк;600;Москва и обл.;11 535 807,00;10 267 573,00;1 268 234,00;12,35
182;11;Тойота Банк;3470;Москва и обл.;11 325 789,00;10 020 000,00;1 305 789,00;13,03
183;4;Энерготрансбанк;1307;Калининградская обл.;11 051 597,00;10 426 779,00;624 818,00;5,99
184;-2;Московское Ипотечное Агентство;3344;Москва и обл.;11 034 908,00;11 122 312,00;-87 404,00;-0,79
185;-5;Форштадт;2208;Оренбургская обл.;10 876 680,00;11 230 832,00;-354 152,00;-3,15
186;4;Норвик Банк;902;Кировская обл.;10 682 112,00;10 195 517,00;486 595,00;4,77
187;-6;Интехбанк;2705;Татарстан;10 678 045,00;11 202 528,00;-524 483,00;-4,68
188;19;Банк Финсервис;3388;Москва и обл.;10 573 431,00;9 227 141,00;1 346 290,00;14,59
189;34;Эс-Би-Ай Банк;3185;Москва и обл.;10 521 383,00;8 603 335,00;1 918 048,00;22,29
190;-5;Банк24.ру;2227;Свердловская обл.;10 480 585,00;10 489 719,00;-9 134,00;-0,09
191;3;Развитие-Столица;3013;Москва и обл.;10 467 216,00;10 017 282,00;449 934,00;4,49
192;-1;Алмазэргиэнбанк;2602;Саха (Якутия);10 383 643,00;10 149 640,00;234 003,00;2,31
193;-1;Эллипс Банк;1950;Нижегородская обл.;10 319 739,00;10 119 927,00;199 812,00;1,97
194;2;БыстроБанк;1745;Удмуртия;10 235 005,00;9 938 881,00;296 124,00;2,98
195;7;Монетный Дом;419;Челябинская обл.;10 134 577,00;9 621 636,00;512 941,00;5,33
196;-10;Нижегородпромстройбанк;1851;Нижегородская обл.;10 130 746,00;10 447 550,00;-316 804,00;-3,03
197;-13;Держава;2738;Москва и обл.;10 103 595,00;10 560 810,00;-457 215,00;-4,33
198;-10;Нацинвестпромбанк;3077;Москва и обл.;9 893 952,00;10 402 508,00;-508 556,00;-4,89
199;-1;Солидарность (Москва);1555;Москва и обл.;9 824 588,00;9 748 102,00;76 486,00;0,78
200;11;БМВ Банк;3482;Москва и обл.;9 814 164,00;9 129 188,00;684 976,00;7,50
201;-6;Образование;1521;Москва и обл.;9 809 512,00;10 005 241,00;-195 729,00;-1,96
202;11;Русстройбанк;3205;Москва и обл.;9 558 726,00;9 095 157,00;463 569,00;5,10
203;-2;Гаранти Банк — Москва;3275;Москва и обл.;9 546 218,00;9 647 817,00;-101 599,00;-1,05
204;-5;Тольяттихимбанк;2507;Самарская обл.;9 451 231,00;9 740 850,00;-289 619,00;-2,97
205;13;Александровский;53;Санкт-Петербург и обл.;9 430 305,00;8 799 754,00;630 551,00;7,17
206;16;Легион;3117;Москва и обл.;9 420 086,00;8 609 289,00;810 797,00;9,42
207;-2;Банк Жилищного Финансирования;3138;Москва и обл.;9 308 156,00;9 302 918,00;5 238,00;0,06
208;-4;Хлынов;254;Кировская обл.;9 254 990,00;9 314 016,00;-59 026,00;-0,63
209;-3;Первомайский;518;Краснодарский край;9 253 576,00;9 288 310,00;-34 734,00;-0,37
210;0;Роспромбанк;3204;Москва и обл.;9 177 529,00;9 133 910,00;43 619,00;0,48
211;3;Банк Оренбург;3269;Оренбургская обл.;9 152 328,00;9 036 647,00;115 681,00;1,28
212;-4;НК Банк;2755;Москва и обл.;9 141 697,00;9 189 588,00;-47 891,00;-0,52
213;-13;Гранд Инвест Банк;3053;Москва и обл.;9 133 630,00;9 663 157,00;-529 527,00;-5,48
214;2;Северо-Восточный Альянс;2768;Москва и обл.;9 089 465,00;8 959 093,00;130 372,00;1,46
215;-6;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;9 064 701,00;9 156 730,00;-92 029,00;-1,01
216;-1;РосДорБанк;1573;Москва и обл.;9 049 150,00;9 008 728,00;40 422,00;0,45
217;-14;Экопромбанк;2011;Пермская обл.;9 003 526,00;9 324 447,00;-320 921,00;-3,44
218;-6;АБ Финанс;514;Москва и обл.;8 993 787,00;9 104 570,00;-110 783,00;-1,22
219;-2;ВУЗ-Банк;1557;Свердловская обл.;8 863 566,00;8 939 685,00;-76 119,00;-0,85
220;-23;Алемар;2384;Новосибирская обл.;8 850 905,00;9 832 781,00;-981 876,00;-9,99
221;5;Прио-Внешторгбанк;212;Рязанская обл.;8 743 681,00;8 492 144,00;251 537,00;2,96
222;2;ТЭМБР-Банк;2764;Москва и обл.;8 717 359,00;8 590 613,00;126 746,00;1,48
223;2;Снежинский;1376;Челябинская обл.;8 599 284,00;8 519 395,00;79 889,00;0,94
224;5;Юникорбанк;2586;Москва и обл.;8 577 978,00;8 035 787,00;542 191,00;6,75
225;7;АйМаниБанк;1975;Республика Алтай;8 527 222,00;7 921 319,00;605 903,00;7,65
226;1;Росэксимбанк;2790;Москва и обл.;8 478 183,00;8 476 005,00;2 178,00;0,03
227;10;МАК-Банк;1088;Москва и обл.;8 378 183,00;7 779 009,00;599 174,00;7,70
228;7;Аресбанк;2914;Москва и обл.;8 127 335,00;7 811 674,00;315 661,00;4,04
229;-10;Промсбербанк;1043;Москва и обл.;8 118 443,00;8 713 361,00;-594 918,00;-6,83
230;11;Международный Акционерный Банк;1987;Москва и обл.;8 109 425,00;7 590 052,00;519 373,00;6,84
231;-10;ББР Банк;2929;Москва и обл.;8 095 785,00;8 665 825,00;-570 040,00;-6,58
232;11;Банк «Советский»;558;Санкт-Петербург и обл.;8 049 748,00;7 465 740,00;584 008,00;7,82
233;1;Газэнергобанк;3252;Калужская обл.;7 997 997,00;7 827 521,00;170 476,00;2,18
234;-1;Екатеринбург;3161;Свердловская обл.;7 875 257,00;7 880 756,00;-5 499,00;-0,07
235;3;Тарханы;459;Пензенская обл.;7 857 736,00;7 758 344,00;99 392,00;1,28
236;-6;Интрастбанк;3144;Москва и обл.;7 784 919,00;7 933 808,00;-148 889,00;-1,88
237;-6;Алеф-Банк;2119;Москва и обл.;7 767 776,00;7 929 546,00;-161 770,00;-2,04
238;28;Национальный Банк Развития Бизнеса;2795;Москва и обл.;7 703 842,00;6 384 573,00;1 319 269,00;20,66
239;1;Экономбанк;1319;Саратовская обл.;7 703 107,00;7 625 351,00;77 756,00;1,02
240;-1;Гута-Банк;256;Москва и обл.;7 701 900,00;7 716 662,00;-14 762,00;-0,19
241;-5;Северная Казна;2083;Свердловская обл.;7 597 711,00;7 805 975,00;-208 264,00;-2,67
242;0;Национальная Факторинговая Компания;3437;Москва и обл.;7 541 648,00;7 482 530,00;59 118,00;0,79
243;-15;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;7 512 126,00;8 337 070,00;-824 944,00;-9,89
244;1;Мерседес-Бенц Банк Рус;3473;Москва и обл.;7 498 782,00;7 433 675,00;65 107,00;0,88
245;1;Энергомашбанк;52;Санкт-Петербург и обл.;7 456 299,00;7 424 039,00;32 260,00;0,43
246;-2;Банк Премьер Кредит;1663;Коми;7 398 803,00;7 461 630,00;-62 827,00;-0,84
247;10;НОМОС-Банк-Сибирь;410;Новосибирская обл.;7 360 985,00;6 868 783,00;492 202,00;7,17
248;0;Гарант-Инвест;2576;Москва и обл.;7 358 685,00;7 264 196,00;94 489,00;1,30
249;7;Нефтяной Альянс;2859;Москва и обл.;7 342 126,00;6 907 704,00;434 422,00;6,29
250;70;Ю Би Эс Банк;3463;Москва и обл.;7 279 399,00;4 797 211,00;2 482 188,00;51,74
251;9;Фининвест;671;Москва и обл.;7 211 661,00;6 770 752,00;440 909,00;6,51
252;-1;Бэнк оф Чайна;2309;Москва и обл.;7 200 101,00;7 169 138,00;30 963,00;0,43
253;-3;Русьуниверсалбанк;3293;Москва и обл.;7 026 778,00;7 198 158,00;-171 380,00;-2,38
254;-5;Ставропольпромстройбанк;1288;Ставропольский край;7 025 553,00;7 217 014,00;-191 461,00;-2,65
255;-2;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;6 933 389,00;7 003 507,00;-70 118,00;-1,00
256;-1;Волго-Камский Банк;282;Самарская обл.;6 888 560,00;6 948 091,00;-59 531,00;-0,86
257;-10;Лада-Кредит;2668;Самарская обл.;6 859 821,00;7 398 157,00;-538 336,00;-7,28
258;7;Финпромбанк (ФПБ Банк);2157;Москва и обл.;6 790 813,00;6 428 040,00;362 773,00;5,64
259;2;Социнвестбанк;1132;Башкортостан;6 777 337,00;6 763 857,00;13 480,00;0,20
