Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2018, тыс. рублей;Сентябрь, 2018, тыс. рублей;Изменение, тыс. рублей;Изменение, %
257;1;Чувашкредитпромбанк;1280;Чувашия;5 892 839,00;5 974 686,00;-81 847,00;-1,37
258;6;Севастопольский Морской Банк;3528;Севастополь;5 871 131,00;5 677 368,00;193 763,00;3,41
259;-17;Голдман Сакс Банк;3490;Москва и обл.;5 855 667,00;6 703 527,00;-847 860,00;-12,65
260;2;Кузнецкий;609;Пензенская обл.;5 756 574,00;5 748 824,00;7 750,00;0,13
261;-5;Венец;524;Ульяновская обл.;5 652 744,00;6 054 108,00;-401 364,00;-6,63
262;-1;Славянский Кредит;2960;Москва и обл.;5 574 337,00;5 846 457,00;-272 120,00;-4,65
263;0;Альба Альянс;2593;Москва и обл.;5 452 818,00;5 732 192,00;-279 374,00;-4,87
264;1;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 432 801,00;5 536 649,00;-103 848,00;-1,88
265;2;Камский Коммерческий Банк;438;Татарстан;5 263 972,00;5 200 046,00;63 926,00;1,23
266;5;Инкахран;3454;Москва и обл.;5 199 492,00;5 056 505,00;142 987,00;2,83
267;2;Москва-Сити;3247;Москва и обл.;5 182 146,00;5 145 168,00;36 978,00;0,72
268;2;Горбанк;2982;Санкт-Петербург и обл.;5 110 401,00;5 113 690,00;-3 289,00;-0,06
269;-3;Платина;2347;Москва и обл.;5 107 875,00;5 211 232,00;-103 357,00;-1,98
270;2;Банк ПСА Финанс Рус;3481;Москва и обл.;5 049 977,00;5 033 615,00;16 362,00;0,33
271;-27;Коммерческий Индо Банк;3446;Москва и обл.;4 930 655,00;6 475 608,00;-1 544 953,00;-23,86
272;3;Кубаньторгбанк;478;Краснодарский край;4 810 180,00;4 831 669,00;-21 489,00;-0,44
273;1;Нэклис-Банк;1671;Москва и обл.;4 786 072,00;4 880 711,00;-94 639,00;-1,94
274;7;Бест Эффортс Банк;435;Москва и обл.;4 764 202,00;4 301 059,00;463 143,00;10,77
275;52;Итуруп;2390;Сахалинская обл.;4 745 298,00;3 052 166,00;1 693 132,00;55,47
276;-3;Руссобанк;2313;Москва и обл.;4 724 475,00;4 945 383,00;-220 908,00;-4,47
277;-1;Роял Кредит Банк;783;Приморский край;4 723 129,00;4 778 384,00;-55 255,00;-1,16
278;1;Донкомбанк;492;Ростовская обл.;4 670 418,00;4 505 815,00;164 603,00;3,65
279;-1;Стройлесбанк;2995;Тюменская обл.;4 519 370,00;4 622 062,00;-102 692,00;-2,22
280;10;Икано Банк;3519;Москва и обл.;4 348 286,00;4 029 514,00;318 772,00;7,91
281;-1;Московский Коммерческий Банк;3172;Москва и обл.;4 320 629,00;4 415 722,00;-95 093,00;-2,15
282;4;Банк Кремлевский;2905;Москва и обл.;4 285 140,00;4 173 141,00;111 999,00;2,68
283;0;Мегаполис;3265;Чувашия;4 247 311,00;4 232 438,00;14 873,00;0,35
284;0;Радиотехбанк;1166;Нижегородская обл.;4 230 090,00;4 209 844,00;20 246,00;0,48
285;-8;Банк Инноваций и Развития;2647;Москва и обл.;4 218 470,00;4 749 766,00;-531 296,00;-11,19
286;1;Долинск;857;Сахалинская обл.;4 064 006,00;4 169 941,00;-105 935,00;-2,54
287;-2;Братский АНКБ;1144;Иркутская обл.;4 048 425,00;4 181 930,00;-133 505,00;-3,19
288;0;Вологжанин;1896;Вологодская обл.;4 040 739,00;4 093 225,00;-52 486,00;-1,28
289;4;Объединенный Резервный Банк;937;Москва и обл.;3 969 405,00;3 814 760,00;154 645,00;4,05
290;2;Экси-Банк;2530;Санкт-Петербург и обл.;3 951 251,00;3 907 920,00;43 331,00;1,11
291;5;Крокус-Банк;2682;Москва и обл.;3 835 060,00;3 742 909,00;92 151,00;2,46
292;-3;Межрегиональный промышленно-строительный банк;752;Мордовия;3 777 607,00;4 033 846,00;-256 239,00;-6,35
293;5;Уралфинанс;1370;Свердловская обл.;3 740 987,00;3 703 426,00;37 561,00;1,01
294;7;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 730 427,00;3 677 046,00;53 381,00;1,45
295;-1;НОКССбанк;3202;Волгоградская обл.;3 724 713,00;3 766 217,00;-41 504,00;-1,10
296;-28;Бланк Банк;2368;Москва и обл.;3 721 203,00;5 163 202,00;-1 441 999,00;-27,93
297;18;Юнистрим;3467;Москва и обл.;3 714 530,00;3 286 607,00;427 923,00;13,02
298;-1;УМ-Банк;1441;Москва и обл.;3 707 733,00;3 722 162,00;-14 429,00;-0,39
299;4;Донхлеббанк;2285;Ростовская обл.;3 703 541,00;3 666 894,00;36 647,00;1,00
300;-5;Алтайкапиталбанк;2659;Алтайский край;3 696 467,00;3 748 278,00;-51 811,00;-1,38
301;4;Витабанк;356;Санкт-Петербург и обл.;3 678 783,00;3 583 406,00;95 377,00;2,66
302;-3;ЮМК Банк;3495;Краснодарский край;3 593 812,00;3 690 438,00;-96 626,00;-2,62
303;5;Евразийский Банк;969;Москва и обл.;3 568 588,00;3 478 516,00;90 072,00;2,59
304;0;Иваново;1763;Ивановская обл.;3 535 227,00;3 618 721,00;-83 494,00;-2,31
305;-5;ВостСибтранскомбанк;2731;Иркутская обл.;3 479 226,00;3 689 713,00;-210 487,00;-5,70
306;1;Современные Стандарты Бизнеса;3397;Москва и обл.;3 475 806,00;3 479 207,00;-3 401,00;-0,10
307;3;Оргбанк;3312;Москва и обл.;3 405 414,00;3 420 019,00;-14 605,00;-0,43
308;6;Международный Коммерческий Банк;2524;Москва и обл.;3 394 905,00;3 295 527,00;99 378,00;3,02
309;2;Система;2846;Москва и обл.;3 358 770,00;3 361 414,00;-2 644,00;-0,08
310;6;Владбизнесбанк;903;Владимирская обл.;3 328 782,00;3 209 254,00;119 528,00;3,72
311;-20;Банкхаус Эрбе;1717;Москва и обл.;3 325 985,00;3 975 740,00;-649 755,00;-16,34
312;8;Первый Клиентский Банк;3436;Москва и обл.;3 321 370,00;3 180 426,00;140 944,00;4,43
313;-7;Банк Реалист;2646;Москва и обл.;3 314 928,00;3 490 730,00;-175 802,00;-5,04
314;5;Заубер Банк;1614;Санкт-Петербург и обл.;3 249 686,00;3 182 653,00;67 033,00;2,11
315;-3;Уралпромбанк;2964;Челябинская обл.;3 234 023,00;3 324 522,00;-90 499,00;-2,72
316;1;ИТ Банк;2609;Омская обл.;3 231 998,00;3 209 247,00;22 751,00;0,71
317;16;Невский Банк;1068;Санкт-Петербург и обл.;3 228 911,00;2 925 696,00;303 215,00;10,36
318;4;Камчаткомагропромбанк;545;Камчатская обл.;3 213 711,00;3 148 297,00;65 414,00;2,08
319;-6;Банк Заречье;817;Татарстан;3 212 960,00;3 313 530,00;-100 570,00;-3,04
320;4;ПИР Банк;2655;Москва и обл.;3 205 198,00;3 120 647,00;84 551,00;2,71
321;15;ПэйПал Ру;3517;Москва и обл.;3 156 329,00;2 855 606,00;300 723,00;10,53
322;23;Банк Фридом Финанс;1143;Москва и обл.;3 128 423,00;2 623 224,00;505 199,00;19,26
323;3;Далена Банк;1948;Москва и обл.;3 121 075,00;3 079 171,00;41 904,00;1,36
324;-15;Еврокапитал-Альянс;2672;Ярославская обл.;3 118 222,00;3 433 438,00;-315 216,00;-9,18
325;3;БСТ-Банк;2883;Кемеровская обл.;3 115 690,00;3 052 085,00;63 605,00;2,08
326;-3;Евроальянс;1781;Ивановская обл.;3 106 674,00;3 130 785,00;-24 111,00;-0,77
327;4;Ермак;1809;Ханты-Мансийский АО — Югра;3 101 251,00;2 954 024,00;147 227,00;4,98
328;-26;Новокиб;1747;Кемеровская обл.;3 098 162,00;3 670 765,00;-572 603,00;-15,60
329;-11;Унифондбанк;3416;Москва и обл.;3 096 194,00;3 200 117,00;-103 923,00;-3,25
330;10;Сельмашбанк;106;Ростовская обл.;3 037 819,00;2 724 832,00;312 987,00;11,49
331;-10;Живаго Банк;2065;Рязанская обл.;3 032 084,00;3 166 765,00;-134 681,00;-4,25
332;0;РАМ Банк;3480;Москва и обл.;2 967 167,00;2 932 457,00;34 710,00;1,18
333;-3;Синко-Банк;2838;Москва и обл.;2 943 773,00;2 964 103,00;-20 330,00;-0,69
334;0;Инкаробанк;2696;Москва и обл.;2 769 537,00;2 908 132,00;-138 595,00;-4,77
335;9;РБА;3413;Москва и обл.;2 755 222,00;2 661 470,00;93 752,00;3,52
336;-7;Внешфинбанк;3173;Краснодарский край;2 740 789,00;3 013 125,00;-272 336,00;-9,04
337;-2;Социум-Банк;2881;Москва и обл.;2 714 330,00;2 886 596,00;-172 266,00;-5,97
338;1;Костромаселькомбанк;1115;Костромская обл.;2 706 234,00;2 762 166,00;-55 932,00;-2,02
339;2;Газнефтьбанк;3223;Саратовская обл.;2 692 217,00;2 701 323,00;-9 106,00;-0,34
340;-3;Викинг;2;Санкт-Петербург и обл.;2 660 455,00;2 850 367,00;-189 912,00;-6,66
341;-3;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 659 116,00;2 770 049,00;-110 933,00;-4,00
342;1;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 637 787,00;2 676 673,00;-38 886,00;-1,45
343;3;Йошкар-Ола;2802;Марий Эл;2 606 453,00;2 597 208,00;9 245,00;0,36
344;4;Банк Пермь;875;Пермская обл.;2 539 247,00;2 537 845,00;1 402,00;0,06
345;4;Кемсоцинбанк;96;Кемеровская обл.;2 537 310,00;2 496 143,00;41 167,00;1,65
346;1;Кузнецкий Мост;2254;Москва и обл.;2 536 964,00;2 543 229,00;-6 265,00;-0,25
347;5;Приобье;537;Ханты-Мансийский АО — Югра;2 506 525,00;2 441 211,00;65 314,00;2,68
348;5;Элита;1399;Калужская обл.;2 490 611,00;2 402 322,00;88 289,00;3,68
349;29;Саратов;330;Саратовская обл.;2 483 201,00;1 962 084,00;521 117,00;26,56
350;11;Кетовский Коммерческий Банк;842;Курганская обл.;2 435 420,00;2 269 886,00;165 534,00;7,29
351;-1;Народный Банк;2249;Карачаево-Черкесия;2 415 394,00;2 452 830,00;-37 436,00;-1,53
352;8;Первоуральскбанк;965;Свердловская обл.;2 406 786,00;2 283 307,00;123 479,00;5,41
353;1;РТС-Банк;3401;Самарская обл.;2 383 618,00;2 400 687,00;-17 069,00;-0,71
354;8;Озон Банк;3516;Москва и обл.;2 351 373,00;2 268 973,00;82 400,00;3,63
355;-4;Америкэн Экспресс Банк;3460;Москва и обл.;2 335 848,00;2 443 968,00;-108 120,00;-4,42
356;3;Яринтербанк;2564;Ярославская обл.;2 287 346,00;2 287 984,00;-638,00;-0,03
357;1;ИК Банк;1732;Татарстан;2 276 028,00;2 308 964,00;-32 936,00;-1,43
358;-1;Кросна-Банк;2607;Москва и обл.;2 271 491,00;2 318 913,00;-47 422,00;-2,05
359;13;Капитал;575;Москва и обл.;2 245 985,00;2 079 142,00;166 843,00;8,02
360;4;Старооскольский Агропромбанк;1050;Белгородская обл.;2 216 160,00;2 232 328,00;-16 168,00;-0,72
361;5;Вкабанк;1027;Астраханская обл.;2 205 708,00;2 226 463,00;-20 755,00;-0,93
362;-6;Новый Век;3417;Москва и обл.;2 193 762,00;2 331 095,00;-137 333,00;-5,89
363;5;ИРС;272;Москва и обл.;2 162 780,00;2 208 130,00;-45 350,00;-2,05
364;5;Первый Инвестиционный Банк;604;Москва и обл.;2 140 452,00;2 192 995,00;-52 543,00;-2,40
365;2;Аспект;608;Москва и обл.;2 125 300,00;2 213 745,00;-88 445,00;-4,00
366;-1;Банк Глобус;2438;Москва и обл.;2 113 714,00;2 229 087,00;-115 373,00;-5,18
367;4;Профессионал Банк;3296;Москва и обл.;2 093 513,00;2 083 509,00;10 004,00;0,48
368;21;Примтеркомбанк;21;Приморский край;2 089 934,00;1 728 847,00;361 087,00;20,89
369;5;Первый Дортрансбанк;3271;Кировская обл.;2 062 321,00;2 020 454,00;41 867,00;2,07
370;5;Великие Луки Банк;598;Псковская обл.;2 043 322,00;1 998 043,00;45 279,00;2,27
371;8;Тендер-Банк;2252;Москва и обл.;1 999 149,00;1 898 202,00;100 947,00;5,32
372;4;Кредпромбанк;1165;Ярославская обл.;1 991 498,00;1 993 756,00;-2 258,00;-0,11
373;-10;Россита-Банк;3257;Москва и обл.;1 975 866,00;2 241 711,00;-265 845,00;-11,86
374;3;Арзамас;1281;Нижегородская обл.;1 962 918,00;1 969 153,00;-6 235,00;-0,32
375;5;Майкопбанк;1136;Адыгея;1 879 791,00;1 885 365,00;-5 574,00;-0,30
376;6;Прайм Финанс;2758;Санкт-Петербург и обл.;1 857 797,00;1 822 086,00;35 711,00;1,96
377;15;АвтоКредитБанк;1973;Татарстан;1 853 938,00;1 696 518,00;157 420,00;9,28
378;7;Спутник;1071;Самарская обл.;1 838 682,00;1 765 089,00;73 593,00;4,17
379;2;Спиритбанк;2053;Тульская обл.;1 833 454,00;1 855 895,00;-22 441,00;-1,21
380;13;Новый Московский Банк;2932;Москва и обл.;1 817 685,00;1 683 774,00;133 911,00;7,95
381;-11;ИСБ;3010;Москва и обл.;1 811 754,00;2 142 328,00;-330 574,00;-15,43
382;-27;Взаимодействие;1704;Новосибирская обл.;1 759 212,00;2 389 222,00;-630 010,00;-26,37
383;0;Дом-Банк;3209;Москва и обл.;1 751 999,00;1 811 889,00;-59 890,00;-3,31
384;6;Калуга;1151;Калужская обл.;1 718 264,00;1 717 395,00;869,00;0,05
385;2;Руна-Банк;3207;Москва и обл.;1 716 515,00;1 731 908,00;-15 393,00;-0,89
386;2;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 700 065,00;1 731 589,00;-31 524,00;-1,82
387;-1;КОР;2148;Волгоградская обл.;1 690 138,00;1 750 585,00;-60 447,00;-3,45
388;3;Народный Доверительный Банк;2374;Москва и обл.;1 671 766,00;1 697 629,00;-25 863,00;-1,52
389;-5;Столичный Кредит;2853;Москва и обл.;1 644 869,00;1 810 736,00;-165 867,00;-9,16
390;5;Крона-Банк;2499;Иркутская обл.;1 631 335,00;1 644 948,00;-13 613,00;-0,83
391;8;Межбанковский Кредитный Союз;3242;Москва и обл.;1 618 766,00;1 579 111,00;39 655,00;2,51
392;6;Кузбассхимбанк;2868;Кемеровская обл.;1 587 287,00;1 594 367,00;-7 080,00;-0,44
393;3;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 572 267,00;1 635 799,00;-63 532,00;-3,88
394;9;Промсельхозбанк;538;Москва и обл.;1 567 616,00;1 532 045,00;35 571,00;2,32
395;2;Нальчик;695;Кабардино-Балкария;1 563 708,00;1 597 122,00;-33 414,00;-2,09
396;5;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 561 674,00;1 571 331,00;-9 657,00;-0,61
397;7;Сервис Резерв;2034;Москва и обл.;1 547 307,00;1 507 783,00;39 524,00;2,62
398;-4;Росбизнесбанк;1405;Москва и обл.;1 516 920,00;1 671 128,00;-154 208,00;-9,23
399;3;Вакобанк;1291;Псковская обл.;1 509 004,00;1 539 517,00;-30 513,00;-1,98
400;16;Мобильная карта;3522;Санкт-Петербург и обл.;1 498 199,00;1 334 489,00;163 710,00;12,27
401;-1;Республиканский Кредитный Альянс;3017;Москва и обл.;1 498 003,00;1 578 119,00;-80 116,00;-5,08
402;7;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 472 541,00;1 443 587,00;28 954,00;2,01
403;5;Алтынбанк;2070;Татарстан;1 463 182,00;1 467 539,00;-4 357,00;-0,30
404;8;Спецстройбанк;236;Москва и обл.;1 452 412,00;1 373 771,00;78 641,00;5,72
405;12;Банк РМП;2574;Москва и обл.;1 437 813,00;1 333 002,00;104 811,00;7,86
406;20;ФинТех;3499;Москва и обл.;1 432 992,00;1 144 010,00;288 982,00;25,26
407;13;Тексбанк;2756;Карачаево-Черкесия;1 429 046,00;1 281 746,00;147 300,00;11,49
408;-3;Проинвестбанк;784;Пермская обл.;1 418 311,00;1 488 588,00;-70 277,00;-4,72
409;-2;Ноосфера;2650;Республика Алтай;1 402 533,00;1 474 702,00;-72 169,00;-4,89
410;0;Апабанк;2404;Москва и обл.;1 395 033,00;1 413 313,00;-18 280,00;-1,29
411;-5;Почтобанк;1788;Пермская обл.;1 381 483,00;1 480 536,00;-99 053,00;-6,69
412;-1;Курган;2568;Курганская обл.;1 348 034,00;1 377 183,00;-29 149,00;-2,12
413;0;Агора;3231;Москва и обл.;1 346 798,00;1 365 382,00;-18 584,00;-1,36
414;1;Прохладный;874;Кабардино-Балкария;1 345 792,00;1 339 126,00;6 666,00;0,50
415;-1;Златкомбанк;568;Москва и обл.;1 293 643,00;1 343 874,00;-50 231,00;-3,74
416;3;Яндекс Банк;3027;Москва и обл.;1 264 205,00;1 292 358,00;-28 153,00;-2,18
417;1;Риал-Кредит;3393;Москва и обл.;1 263 694,00;1 311 684,00;-47 990,00;-3,66
418;9;Невастройинвест;1926;Санкт-Петербург и обл.;1 260 342,00;1 139 478,00;120 864,00;10,61
419;-46;Экономикс-Банк;2136;Москва и обл.;1 213 113,00;2 078 217,00;-865 104,00;-41,63
420;3;Дон-Тексбанк;1818;Ростовская обл.;1 194 823,00;1 190 617,00;4 206,00;0,35
421;8;ЕАТП Банк;1765;Астраханская обл.;1 179 553,00;1 110 610,00;68 943,00;6,21
422;8;Русский Банк Сбережений;779;Ставропольский край;1 176 823,00;1 103 798,00;73 025,00;6,62
423;1;Саммит Банк;85;Приморский край;1 147 773,00;1 163 635,00;-15 862,00;-1,36
424;1;Химик;1114;Нижегородская обл.;1 134 000,00;1 158 371,00;-24 371,00;-2,10
425;9;Байкалкредобанк;2990;Иркутская обл.;1 081 636,00;1 067 621,00;14 015,00;1,31
426;5;Майский;1673;Кабардино-Балкария;1 078 810,00;1 100 748,00;-21 938,00;-1,99
427;9;Международный Расчетный Банк;3028;Москва и обл.;1 069 198,00;1 053 364,00;15 834,00;1,50
428;7;Максима;3379;Москва и обл.;1 065 329,00;1 063 541,00;1 788,00;0,17
429;3;Соколовский;2830;Москва и обл.;1 060 399,00;1 080 959,00;-20 560,00;-1,90
430;-2;Космос;2245;Москва и обл.;1 060 372,00;1 127 036,00;-66 664,00;-5,91
431;8;РФИ Банк;3351;Москва и обл.;1 037 452,00;984 760,00;52 692,00;5,35
432;14;Кредитинвест;1197;Дагестан;1 006 678,00;901 281,00;105 397,00;11,69
433;5;МТИ Банк;1052;Москва и обл.;998 920,00;1 008 160,00;-9 240,00;-0,92
434;32;Вятич;2796;Рязанская обл.;985 518,00;621 361,00;364 157,00;58,61
435;2;Синергия;2884;Саратовская обл.;978 635,00;1 027 345,00;-48 710,00;-4,74
436;4;Элекснет;3314;Москва и обл.;968 177,00;968 177,00;0,00;0
437;4;Холмск;503;Сахалинская обл.;962 349,00;960 455,00;1 894,00;0,20
438;10;Банк РСИ;3415;Москва и обл.;950 722,00;872 768,00;77 954,00;8,93
439;-6;Металлург;2877;Москва и обл.;941 854,00;1 067 834,00;-125 980,00;-11,80
440;-18;Земкомбанк;574;Ростовская обл.;932 193,00;1 205 225,00;-273 032,00;-22,65
441;13;Расчетные Решения;3524;Москва и обл.;921 748,00;784 080,00;137 668,00;17,56
442;1;Народный Инвестиционный Банк;2876;Самарская обл.;913 066,00;917 422,00;-4 356,00;-0,47
443;1;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;912 085,00;910 262,00;1 823,00;0,20
444;3;ГринКомБанк;1184;Иркутская обл.;892 402,00;883 145,00;9 257,00;1,05
445;0;Москва;1661;Москва и обл.;863 319,00;908 998,00;-45 679,00;-5,03
446;4;Флора-Москва;533;Москва и обл.;861 403,00;853 788,00;7 615,00;0,89
447;33;Народный Банк Тувы;1309;Тыва;854 951,00;440 264,00;414 687,00;94,19
448;5;Холдинвестбанк;2837;Москва и обл.;850 868,00;815 540,00;35 328,00;4,33
449;0;Классик Эконом Банк;3298;Северная Осетия — Алания;836 077,00;859 547,00;-23 470,00;-2,73
450;1;Балаково-Банк;444;Саратовская обл.;831 659,00;849 462,00;-17 803,00;-2,10
451;4;Объединенный Банк Республики;1016;Чувашия;820 684,00;783 376,00;37 308,00;4,76
452;0;Национальный Банк Сбережений;1949;Ивановская обл.;820 516,00;844 046,00;-23 530,00;-2,79
453;-32;Мурманский Расчетный Центр;3341;Мурманская обл.;801 128,00;1 235 990,00;-434 862,00;-35,18
454;7;Геобанк;2027;Москва и обл.;740 195,00;673 590,00;66 605,00;9,89
455;2;Центрально-Азиатский;3037;Хакасия;732 363,00;735 719,00;-3 356,00;-0,46
456;-14;Вайлдберриз Банк;841;Адыгея;721 170,00;948 936,00;-227 766,00;-24,00
457;-1;Прокоммерцбанк;2996;Москва и обл.;680 128,00;769 009,00;-88 881,00;-11,56
458;2;Гефест;1046;Тверская обл.;670 748,00;681 517,00;-10 769,00;-1,58
459;4;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;660 901,00;662 236,00;-1 335,00;-0,20
460;22;Деньги.Мэйл.Ру;3511;Москва и обл.;639 846,00;412 673,00;227 173,00;55,05
461;3;Ресурс-Траст;3122;Москва и обл.;624 349,00;660 307,00;-35 958,00;-5,45
462;-3;Славянбанк;804;Новгородская обл.;623 444,00;682 165,00;-58 721,00;-8,61
463;4;Онего;2484;Карелия;606 072,00;615 912,00;-9 840,00;-1,60
464;1;РИБ;2749;Москва и обл.;605 775,00;641 053,00;-35 278,00;-5,50
465;4;РусьРегионБанк;685;Москва и обл.;579 594,00;603 935,00;-24 341,00;-4,03
466;-4;Монета.ру;3508;Марий Эл;574 927,00;662 992,00;-88 065,00;-13,28
467;5;Единая касса;3512;Москва и обл.;566 099,00;544 690,00;21 409,00;3,93
468;0;Финчер;3486;Москва и обл.;564 620,00;611 259,00;-46 639,00;-7,63
469;8;Жилстройбанк;2769;Москва и обл.;561 341,00;474 629,00;86 712,00;18,27
470;0;Рента-Банк;3095;Москва и обл.;547 283,00;578 530,00;-31 247,00;-5,40
471;0;МВС Банк;2407;Дагестан;539 780,00;570 603,00;-30 823,00;-5,40
472;1;Эко-Инвест;3116;Москва и обл.;515 108,00;509 191,00;5 917,00;1,16
473;1;Таганрогбанк;3136;Ростовская обл.;512 742,00;506 595,00;6 147,00;1,21
474;2;Лэнд Кредит;1478;Москва и обл.;503 023,00;502 391,00;632,00;0,13
475;4;Дружба;990;Тюменская обл.;496 429,00;465 374,00;31 055,00;6,67
476;-1;Си Ди Би Банк;3339;Краснодарский край;490 231,00;502 741,00;-12 510,00;-2,49
477;6;Банк Берейт;3505;Санкт-Петербург и обл.;432 036,00;400 033,00;32 003,00;8,00
478;0;Континенталь;3184;Ставропольский край;430 555,00;466 427,00;-35 872,00;-7,69
479;2;Жилкредит;1736;Москва и обл.;383 850,00;422 428,00;-38 578,00;-9,13
480;4;Северстройбанк;3507;Вологодская обл.;374 394,00;391 071,00;-16 677,00;-4,26
481;6;Альтернатива;3452;Москва и обл.;371 362,00;337 597,00;33 765,00;10,00
482;3;Тайдон;2085;Кемеровская обл.;364 763,00;368 631,00;-3 868,00;-1,05
483;13;Электронный платежный сервис;3509;Москва и обл.;360 172,00;173 602,00;186 570,00;107,47
484;4;Сетевая Расчетная Палата;3332;Татарстан;343 669,00;321 228,00;22 441,00;6,99
485;7;Русское Финансовое Общество;3427;Москва и обл.;309 527,00;245 739,00;63 788,00;25,96
486;3;Объединенная Расчетная Система;3342;Москва и обл.;309 188,00;319 495,00;-10 307,00;-3,23
487;4;Рунэтбанк;2829;Москва и обл.;298 231,00;308 449,00;-10 218,00;-3,31
488;2;Промсвязьинвест;2761;Дагестан;295 008,00;314 270,00;-19 262,00;-6,13
489;10;Моби.Деньги;3523;Москва и обл.;270 052,00;157 894,00;112 158,00;71,03
490;3;ПэйЮ;3518;Москва и обл.;241 404,00;241 404,00;0,00;0
491;3;Нарат;1902;Татарстан;238 388,00;240 139,00;-1 751,00;-0,73
492;-6;Единая Расчетная Палата;384;Москва и обл.;235 956,00;353 846,00;-117 890,00;-33,32
493;2;Элексир;3533;Москва и обл.;197 584,00;194 661,00;2 923,00;1,50
494;3;Красноярский Краевой Расчетный Центр;3483;Красноярский край;189 172,00;161 583,00;27 589,00;17,07
495;5;Платежи и Расчеты;3324;Самарская обл.;163 727,00;150 975,00;12 752,00;8,45
496;2;Платежный Стандарт;3530;Новосибирская обл.;160 378,00;160 378,00;0,00;0
497;5;Р-Инкас;3536;Москва и обл.;141 999,00;112 903,00;29 096,00;25,77
498;3;Вест;2605;Москва и обл.;116 614,00;116 040,00;574,00;0,49
499;6;Премиум;3514;Москва и обл.;81 321,00;81 321,00;0,00;0
500;4;Дальний Восток;3318;Приморский край;79 948,00;94 836,00;-14 888,00;-15,70
501;2;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;56 635,00;105 439,00;-48 804,00;-46,29
502;4;Элплат;3535;Удмуртия;51 767,00;51 767,00;0,00;0
503;4;Перспектива;3532;Омская обл.;31 725,00;31 725,00;0,00;0
504;4;Инэко;3520;Ивановская обл.;20 294,00;20 294,00;0,00;0
505;4;21 Век;3309;Санкт-Петербург и обл.;16 767,00;15 620,00;1 147,00;7,34
506;4;АРБ-Инкасс;3353;Москва и обл.;13 569,00;14 152,00;-583,00;-4,12
507;4;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;10 435,00;11 778,00;-1 343,00;-11,40
