Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2013, тыс. рублей;Октябрь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;-3;Прио-Внешторгбанк;212;Рязанская обл.;11 277 044,00;11 448 712,00;-171 668,00;-1,50
260;13;Русьуниверсалбанк;3293;Москва и обл.;11 209 476,00;10 409 885,00;799 591,00;7,68
261;4;ОФК Банк;2270;Москва и обл.;11 152 618,00;11 016 020,00;136 598,00;1,24
262;25;Объединенный Капитал;2611;Санкт-Петербург и обл.;10 958 826,00;9 643 759,00;1 315 067,00;13,64
263;-5;Адмиралтейский;3054;Москва и обл.;10 909 770,00;11 410 901,00;-501 131,00;-4,39
264;-2;Автоторгбанк;2776;Москва и обл.;10 787 309,00;11 295 322,00;-508 013,00;-4,50
265;35;Международный Банк Развития;2704;Москва и обл.;10 759 439,00;8 783 475,00;1 975 964,00;22,50
266;-2;Банк Оренбург;3269;Оренбургская обл.;10 747 523,00;11 037 384,00;-289 861,00;-2,63
267;0;Екатеринбург;3161;Свердловская обл.;10 602 602,00;10 789 116,00;-186 514,00;-1,73
268;-5;Гарант-Инвест;2576;Москва и обл.;10 449 724,00;11 258 126,00;-808 402,00;-7,18
269;0;Углеметбанк;2997;Челябинская обл.;10 383 222,00;10 650 707,00;-267 485,00;-2,51
270;4;Эс-Би-Ай Банк;3185;Москва и обл.;10 324 976,00;10 306 874,00;18 102,00;0,18
271;13;Анталбанк;3115;Москва и обл.;10 306 810,00;9 769 812,00;536 998,00;5,50
272;18;Башинвестбанк;2189;Башкортостан;10 279 916,00;9 390 511,00;889 405,00;9,47
273;-1;Международный Акционерный Банк;1987;Москва и обл.;10 249 453,00;10 423 125,00;-173 672,00;-1,67
274;-3;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;10 236 016,00;10 510 790,00;-274 774,00;-2,61
275;-5;Солид Банк;1329;Камчатская обл.;10 187 378,00;10 607 412,00;-420 034,00;-3,96
276;2;Хованский;2145;Москва и обл.;10 110 603,00;10 086 342,00;24 261,00;0,24
277;-9;ЕвроситиБанк;1869;Москва и обл.;10 099 685,00;10 729 940,00;-630 255,00;-5,87
278;14;Компания Розничного Кредитования;3385;Москва и обл.;10 011 991,00;9 363 900,00;648 091,00;6,92
279;-3;СЭБ Банк;3235;Санкт-Петербург и обл.;9 883 647,00;10 171 726,00;-288 079,00;-2,83
280;-1;Нефтяной Альянс;2859;Москва и обл.;9 859 227,00;10 041 395,00;-182 168,00;-1,81
281;7;Темпбанк;55;Москва и обл.;9 810 652,00;9 518 628,00;292 024,00;3,07
282;0;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;9 731 660,00;9 797 949,00;-66 289,00;-0,68
283;3;Кредит-Москва;5;Москва и обл.;9 728 168,00;9 736 711,00;-8 543,00;-0,09
284;22;Стратегия;2801;Москва и обл.;9 668 223,00;8 430 856,00;1 237 367,00;14,68
285;8;Генбанк;2490;Москва и обл.;9 608 606,00;9 313 229,00;295 377,00;3,17
286;8;ОПМ-Банк;2734;Москва и обл.;9 604 601,00;9 287 947,00;316 654,00;3,41
287;-7;Дил-Банк;3384;Москва и обл.;9 483 535,00;10 016 813,00;-533 278,00;-5,32
288;-11;Бэнк оф Чайна;2309;Москва и обл.;9 476 974,00;10 121 759,00;-644 785,00;-6,37
289;-30;Миллениум Банк;3423;Москва и обл.;9 383 155,00;11 393 088,00;-2 009 933,00;-17,64
290;-9;Промсбербанк;1043;Москва и обл.;9 344 620,00;9 905 400,00;-560 780,00;-5,66
291;-6;Роспромбанк;3204;Москва и обл.;9 261 364,00;9 755 487,00;-494 123,00;-5,07
292;4;НИКО-Банк;702;Оренбургская обл.;9 169 901,00;9 086 602,00;83 299,00;0,92
293;6;Банк Жилищного Финансирования;3138;Москва и обл.;9 147 690,00;8 925 352,00;222 338,00;2,49
294;-5;Евромет;2902;Москва и обл.;8 928 498,00;9 403 244,00;-474 746,00;-5,05
295;0;Белгородсоцбанк;760;Белгородская обл.;8 912 329,00;9 100 429,00;-188 100,00;-2,07
296;7;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 704 208,00;8 629 685,00;74 523,00;0,86
297;7;Промтрансбанк;2638;Башкортостан;8 675 340,00;8 594 250,00;81 090,00;0,94
298;12;КС Банк;1752;Мордовия;8 569 649,00;8 334 184,00;235 465,00;2,83
299;-16;Славия;2664;Москва и обл.;8 509 014,00;9 786 477,00;-1 277 463,00;-13,05
300;5;Мир Бизнес Банк;3396;Москва и обл.;8 505 569,00;8 570 738,00;-65 169,00;-0,76
301;1;Руснарбанк;3403;Москва и обл.;8 489 588,00;8 708 091,00;-218 503,00;-2,51
302;5;Агросоюз;1459;Москва и обл.;8 441 439,00;8 407 100,00;34 339,00;0,41
303;6;Волга-Кредит;1153;Самарская обл.;8 349 178,00;8 334 291,00;14 887,00;0,18
304;-3;Экспресс-Кредит;210;Москва и обл.;8 329 213,00;8 778 789,00;-449 576,00;-5,12
305;6;Уралкапиталбанк;2519;Башкортостан;8 315 782,00;8 190 510,00;125 272,00;1,53
306;77;Кузнецкий Мост;2254;Москва и обл.;8 256 397,00;5 637 014,00;2 619 383,00;46,47
307;-9;Ишбанк;2867;Москва и обл.;8 137 842,00;9 017 412,00;-879 570,00;-9,75
308;-17;Банк Торгового Финансирования;1982;Москва и обл.;8 132 564,00;9 377 565,00;-1 245 001,00;-13,28
309;13;Финам Банк;2799;Москва и обл.;8 034 712,00;7 610 774,00;423 938,00;5,57
310;7;Рускобанк;138;Санкт-Петербург и обл.;7 969 997,00;7 805 991,00;164 006,00;2,10
311;126;Банк Заречье;817;Татарстан;7 956 934,00;4 250 035,00;3 706 899,00;87,22
312;-15;МАК-Банк;1088;Москва и обл.;7 930 160,00;9 081 529,00;-1 151 369,00;-12,68
313;-1;ПИР Банк;2655;Москва и обл.;7 920 278,00;8 171 320,00;-251 042,00;-3,07
314;9;Нижневолжский Коммерческий Банк;931;Саратовская обл.;7 811 052,00;7 589 880,00;221 172,00;2,91
315;11;АФ Банк;991;Башкортостан;7 769 633,00;7 437 067,00;332 566,00;4,47
316;3;Бинбанк Мурманск;1276;Мурманская обл.;7 765 473,00;7 715 324,00;50 149,00;0,65
317;-4;Финансовый Стандарт;1053;Москва и обл.;7 723 024,00;8 089 346,00;-366 322,00;-4,53
318;-2;Снежинский;1376;Челябинская обл.;7 722 241,00;7 829 020,00;-106 779,00;-1,36
319;-4;Волжский Социальный Банк;2428;Самарская обл.;7 674 662,00;7 955 503,00;-280 841,00;-3,53
320;15;Бенифит-Банк;3229;Москва и обл.;7 540 382,00;7 111 258,00;429 124,00;6,03
321;-13;Альба Альянс;2593;Москва и обл.;7 476 248,00;8 397 800,00;-921 552,00;-10,97
322;-2;Татсоцбанк;480;Татарстан;7 439 411,00;7 684 787,00;-245 376,00;-3,19
323;-57;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;7 412 995,00;10 947 911,00;-3 534 916,00;-32,29
324;5;Автоградбанк;1455;Татарстан;7 409 662,00;7 320 336,00;89 326,00;1,22
325;-11;Волго-Камский Банк;282;Самарская обл.;7 335 262,00;8 058 202,00;-722 940,00;-8,97
326;4;Софрино;2972;Москва и обл.;7 333 363,00;7 264 608,00;68 755,00;0,95
327;0;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 284 259,00;7 343 581,00;-59 322,00;-0,81
328;17;Эксперт Банк;2949;Омская обл.;7 237 114,00;6 768 969,00;468 145,00;6,92
329;-5;Ури Банк;3479;Москва и обл.;7 225 781,00;7 546 069,00;-320 288,00;-4,24
330;-12;Развитие;2729;Карачаево-Черкесия;7 211 109,00;7 778 170,00;-567 061,00;-7,29
331;3;Московский Нефтехимический Банк;1411;Москва и обл.;7 168 765,00;7 115 460,00;53 305,00;0,75
332;-1;Северо-Восточный Альянс;2768;Москва и обл.;7 150 004,00;7 222 451,00;-72 447,00;-1,00
333;-1;Томскпромстройбанк;1720;Томская обл.;7 085 580,00;7 145 849,00;-60 269,00;-0,84
334;2;Ставропольпромстройбанк;1288;Ставропольский край;7 036 017,00;7 015 531,00;20 486,00;0,29
335;4;Ренессанс;1939;Москва и обл.;7 018 562,00;6 941 071,00;77 491,00;1,12
336;1;Датабанк;646;Удмуртия;6 988 531,00;7 015 458,00;-26 927,00;-0,38
337;-4;РАМ Банк;3480;Москва и обл.;6 985 800,00;7 132 316,00;-146 516,00;-2,05
338;2;Славянский Кредит;2960;Москва и обл.;6 960 425,00;6 861 361,00;99 064,00;1,44
339;-11;ФДБ;3071;Москва и обл.;6 917 448,00;7 330 424,00;-412 976,00;-5,63
340;1;Национальный Залоговый Банк;2944;Москва и обл.;6 892 484,00;6 821 398,00;71 086,00;1,04
341;18;Джей энд Ти Банк;3061;Москва и обл.;6 825 513,00;6 290 762,00;534 751,00;8,50
342;13;Спецсетьстройбанк;3062;Москва и обл.;6 794 795,00;6 469 805,00;324 990,00;5,02
343;0;Юг-Инвестбанк;2772;Краснодарский край;6 783 711,00;6 784 549,00;-838,00;-0,01
344;-2;Трансстройбанк;2807;Москва и обл.;6 768 189,00;6 817 018,00;-48 829,00;-0,72
345;9;Навигатор;2469;Москва и обл.;6 760 127,00;6 496 059,00;264 068,00;4,07
346;0;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 741 879,00;6 756 667,00;-14 788,00;-0,22
347;11;Новый Московский Банк;2932;Москва и обл.;6 722 436,00;6 298 476,00;423 960,00;6,73
348;-10;Киви Банк;2241;Москва и обл.;6 682 019,00;6 952 233,00;-270 214,00;-3,89
349;19;Новопокровский;467;Краснодарский край;6 667 637,00;6 021 280,00;646 357,00;10,73
350;2;Вокбанк;312;Нижегородская обл.;6 664 388,00;6 538 901,00;125 487,00;1,92
351;-7;Ассоциация;732;Нижегородская обл.;6 642 078,00;6 770 877,00;-128 799,00;-1,90
352;8;Банк БФТ;2273;Москва и обл.;6 580 931,00;6 289 958,00;290 973,00;4,63
353;-6;Русь;704;Оренбургская обл.;6 569 614,00;6 669 174,00;-99 560,00;-1,49
354;-5;2Т Банк;625;Москва и обл.;6 529 723,00;6 575 783,00;-46 060,00;-0,70
355;-4;Банк БКФ;2684;Москва и обл.;6 527 266,00;6 544 860,00;-17 594,00;-0,27
356;5;Бинбанк Тверь;777;Тверская обл.;6 500 342,00;6 283 067,00;217 275,00;3,46
357;0;Кроссинвестбанк;2849;Москва и обл.;6 476 960,00;6 374 654,00;102 306,00;1,60
358;18;Инвестиционный Союз;637;Москва и обл.;6 454 344,00;5 884 497,00;569 847,00;9,68
359;5;Эл Банк;1025;Самарская обл.;6 322 337,00;6 094 265,00;228 072,00;3,74
360;5;Русский Торговый Банк;2842;Москва и обл.;6 313 624,00;6 087 958,00;225 666,00;3,71
361;10;Банк Казани;708;Татарстан;6 270 922,00;5 943 541,00;327 381,00;5,51
362;11;УМ-Банк;1441;Свердловская обл.;6 259 632,00;5 896 690,00;362 942,00;6,16
363;-15;Банк Инноваций и Развития;2647;Москва и обл.;6 229 092,00;6 612 503,00;-383 411,00;-5,80
364;3;Замоскворецкий;1640;Москва и обл.;6 121 688,00;6 022 242,00;99 446,00;1,65
365;39;Еврокоммерц;1777;Москва и обл.;6 121 232,00;5 247 782,00;873 450,00;16,64
366;-13;Экономикс-Банк;2136;Москва и обл.;6 119 141,00;6 524 239,00;-405 098,00;-6,21
367;-5;Региональный Банк Развития;2782;Башкортостан;6 086 116,00;6 264 109,00;-177 993,00;-2,84
368;-5;Анкор Банк;889;Татарстан;6 074 726,00;6 244 979,00;-170 253,00;-2,73
369;1;Торгово-Строительный Банк;1250;Москва и обл.;6 053 401,00;5 962 910,00;90 491,00;1,52
370;4;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;6 004 781,00;5 890 957,00;113 824,00;1,93
371;-5;Таатта;1249;Саха (Якутия);5 961 823,00;6 036 386,00;-74 563,00;-1,24
372;-51;Ю Би Эс Банк;3463;Москва и обл.;5 900 421,00;7 674 593,00;-1 774 172,00;-23,12
373;2;Камский Коммерческий Банк;438;Татарстан;5 838 583,00;5 888 366,00;-49 783,00;-0,85
374;3;Банк на Красных Воротах;2472;Москва и обл.;5 831 086,00;5 799 079,00;32 007,00;0,55
375;-19;Вега-Банк;3270;Москва и обл.;5 818 622,00;6 443 931,00;-625 309,00;-9,70
376;-26;РН Банк;170;Москва и обл.;5 784 484,00;6 557 678,00;-773 194,00;-11,79
377;4;Голдман Сакс Банк;3490;Москва и обл.;5 772 737,00;5 713 413,00;59 324,00;1,04
378;0;Нэклис-Банк;1671;Москва и обл.;5 751 905,00;5 794 173,00;-42 268,00;-0,73
379;-10;Руссобанк;2313;Москва и обл.;5 734 407,00;6 009 040,00;-274 633,00;-4,57
380;-1;Северный Народный Банк;2721;Коми;5 734 140,00;5 745 660,00;-11 520,00;-0,20
381;3;Актив Банк;2529;Мордовия;5 714 608,00;5 587 782,00;126 826,00;2,27
382;8;Мой Банк. Ипотека;2436;Башкортостан;5 695 814,00;5 436 461,00;259 353,00;4,77
383;2;Кранбанк;2271;Ивановская обл.;5 638 656,00;5 584 041,00;54 615,00;0,98
384;-12;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;5 477 313,00;5 929 591,00;-452 278,00;-7,63
385;3;Риабанк;3434;Москва и обл.;5 452 674,00;5 505 358,00;-52 684,00;-0,96
386;3;Чувашкредитпромбанк;1280;Чувашия;5 442 184,00;5 498 014,00;-55 830,00;-1,02
387;19;Проминвестбанк;2433;Москва и обл.;5 414 398,00;5 224 049,00;190 349,00;3,64
388;5;Платина;2347;Москва и обл.;5 409 186,00;5 411 109,00;-1 923,00;-0,04
389;-7;Бланк Банк;2368;Москва и обл.;5 405 436,00;5 647 870,00;-242 434,00;-4,29
390;2;Дагэнергобанк;3286;Дагестан;5 397 517,00;5 424 333,00;-26 816,00;-0,49
391;7;Международный Коммерческий Банк;2524;Москва и обл.;5 387 776,00;5 338 421,00;49 355,00;0,92
392;43;Тройка-Д Банк;3431;Москва и обл.;5 384 355,00;4 300 938,00;1 083 417,00;25,19
393;-7;Век;2299;Москва и обл.;5 377 258,00;5 582 684,00;-205 426,00;-3,68
394;3;Зернобанк;2337;Алтайский край;5 365 114,00;5 357 521,00;7 593,00;0,14
395;-8;Промэнергобанк;2728;Вологодская обл.;5 363 035,00;5 544 529,00;-181 494,00;-3,27
396;4;Сибнефтебанк;385;Тюменская обл.;5 355 345,00;5 281 089,00;74 256,00;1,41
397;34;Инвестиционный Республиканский Банк;2571;Москва и обл.;5 336 505,00;4 478 963,00;857 542,00;19,15
398;-2;Нефтепромбанк;2156;Москва и обл.;5 316 987,00;5 372 360,00;-55 373,00;-1,03
399;11;Бинбанк Смоленск;1957;Смоленская обл.;5 290 713,00;5 088 353,00;202 360,00;3,98
400;-1;Реалист Банк;1067;Иркутская обл.;5 245 171,00;5 313 856,00;-68 685,00;-1,29
401;16;Банк ИТБ;3128;Москва и обл.;5 205 680,00;4 881 219,00;324 461,00;6,65
402;-11;Сибсоцбанк;2015;Алтайский край;5 200 894,00;5 431 581,00;-230 687,00;-4,25
403;2;Юникорбанк;2586;Москва и обл.;5 106 835,00;5 229 187,00;-122 352,00;-2,34
404;4;Северный Кредит;2398;Вологодская обл.;5 089 683,00;5 206 347,00;-116 664,00;-2,24
405;-10;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 073 353,00;5 376 386,00;-303 033,00;-5,64
406;7;Банкхаус Эрбе;1717;Москва и обл.;5 017 335,00;5 041 085,00;-23 750,00;-0,47
407;15;Зенит Сочи;232;Краснодарский край;5 011 882,00;4 684 291,00;327 591,00;6,99
408;-6;Экси-Банк;2530;Санкт-Петербург и обл.;4 995 130,00;5 270 349,00;-275 219,00;-5,22
409;6;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 988 176,00;4 923 622,00;64 554,00;1,31
410;4;Горбанк;2982;Санкт-Петербург и обл.;4 963 482,00;5 014 077,00;-50 595,00;-1,01
411;7;Ермак;1809;Тюменская обл.;4 952 489,00;4 870 303,00;82 186,00;1,69
412;-9;Банк Развития Технологий;3441;Москва и обл.;4 931 713,00;5 257 882,00;-326 169,00;-6,20
413;15;Эргобанк;2856;Москва и обл.;4 895 005,00;4 518 000,00;377 005,00;8,34
414;7;Азия-Инвест Банк;3303;Москва и обл.;4 884 625,00;4 696 701,00;187 924,00;4,00
415;-14;Профит Банк;3234;Москва и обл.;4 851 649,00;5 277 831,00;-426 182,00;-8,07
416;0;ВостСибтранскомбанк;2731;Иркутская обл.;4 811 105,00;4 909 963,00;-98 858,00;-2,01
417;2;Тюменьагропромбанк;917;Тюменская обл.;4 784 604,00;4 766 380,00;18 224,00;0,38
418;2;Хакасский Муниципальный Банк;1049;Хакасия;4 745 294,00;4 725 070,00;20 224,00;0,43
419;-8;Объединенный Кредитный Банк;1118;Владимирская обл.;4 742 071,00;5 073 828,00;-331 757,00;-6,54
420;-26;Невский Банк;1068;Санкт-Петербург и обл.;4 727 663,00;5 378 979,00;-651 316,00;-12,11
421;-14;Стройлесбанк;2995;Тюменская обл.;4 683 832,00;5 210 669,00;-526 837,00;-10,11
422;1;Межтрастбанк;2493;Москва и обл.;4 643 603,00;4 663 612,00;-20 009,00;-0,43
423;-14;Лесбанк;1598;Москва и обл.;4 598 511,00;5 162 727,00;-564 216,00;-10,93
424;28;Универсальный Кредит;2903;Москва и обл.;4 537 323,00;3 973 145,00;564 178,00;14,20
425;-1;Межрегиональный промышленно-строительный банк;752;Мордовия;4 537 046,00;4 618 585,00;-81 539,00;-1,77
426;7;Церих;3278;Орловская обл.;4 467 338,00;4 435 062,00;32 276,00;0,73
427;7;Бинбанк Столица;3052;Москва и обл.;4 462 088,00;4 362 617,00;99 471,00;2,28
428;11;Инбанк;1829;Москва и обл.;4 451 478,00;4 234 418,00;217 060,00;5,13
429;3;Мосуралбанк;2468;Москва и обл.;4 443 419,00;4 450 260,00;-6 841,00;-0,15
430;15;Финансовый Капитал;3288;Санкт-Петербург и обл.;4 443 007,00;4 068 809,00;374 198,00;9,20
431;7;Нейва;1293;Свердловская обл.;4 406 342,00;4 240 750,00;165 592,00;3,90
432;-2;Донкомбанк;492;Ростовская обл.;4 389 990,00;4 499 304,00;-109 314,00;-2,43
433;-4;Кузнецкий;609;Пензенская обл.;4 386 073,00;4 506 992,00;-120 919,00;-2,68
434;-22;Банк Кремлевский;2905;Москва и обл.;4 365 784,00;5 046 954,00;-681 170,00;-13,50
435;7;Союзный;3236;Москва и обл.;4 319 131,00;4 136 523,00;182 608,00;4,41
436;7;Москва-Сити;3247;Москва и обл.;4 271 719,00;4 096 524,00;175 195,00;4,28
437;-10;Объединенная Расчетная Система;3342;Москва и обл.;4 257 035,00;4 545 866,00;-288 831,00;-6,35
438;12;Енисейский Объединенный Банк;2645;Красноярский край;4 229 537,00;3 993 880,00;235 657,00;5,90
439;15;Верхневолжский;1084;Ярославская обл.;4 227 943,00;3 909 393,00;318 550,00;8,15
440;11;Система;2846;Москва и обл.;4 220 934,00;3 983 149,00;237 785,00;5,97
441;5;Новобанк;1352;Новгородская обл.;4 181 638,00;4 054 295,00;127 343,00;3,14
442;-6;Промрегионбанк;2123;Томская обл.;4 147 110,00;4 282 088,00;-134 978,00;-3,15
443;-18;Мираф-Банк;2244;Омская обл.;4 144 369,00;4 578 368,00;-433 999,00;-9,48
444;-3;Оргбанк;3312;Москва и обл.;4 142 840,00;4 176 333,00;-33 493,00;-0,80
445;-1;Русский Трастовый Банк;1139;Москва и обл.;4 093 290,00;4 085 979,00;7 311,00;0,18
446;7;ИТ Банк;2609;Омская обл.;4 070 435,00;3 965 706,00;104 729,00;2,64
447;0;РЕСО Кредит;3450;Москва и обл.;4 017 802,00;4 039 518,00;-21 716,00;-0,54
448;-22;Газстройбанк;2919;Москва и обл.;4 010 921,00;4 560 746,00;-549 825,00;-12,06
449;-1;Роял Кредит Банк;783;Хабаровский край;4 009 488,00;4 004 937,00;4 551,00;0,11
450;10;Банк Раунд;2506;Москва и обл.;3 968 307,00;3 802 943,00;165 364,00;4,35
451;4;Милбанк;3256;Москва и обл.;3 967 243,00;3 907 678,00;59 565,00;1,52
452;-12;Синко-Банк;2838;Москва и обл.;3 872 903,00;4 207 547,00;-334 644,00;-7,95
453;4;Земский Банк;2900;Самарская обл.;3 867 962,00;3 850 670,00;17 292,00;0,45
454;22;Конфидэнс Банк;970;Костромская обл.;3 826 669,00;3 467 158,00;359 511,00;10,37
455;3;Мастер-Капитал;3011;Москва и обл.;3 776 119,00;3 837 340,00;-61 221,00;-1,60
456;10;Интеркредит;3047;Москва и обл.;3 697 257,00;3 694 714,00;2 543,00;0,07
457;10;Алтайкапиталбанк;2659;Алтайский край;3 689 584,00;3 632 048,00;57 536,00;1,58
458;5;Витабанк;356;Санкт-Петербург и обл.;3 650 944,00;3 716 990,00;-66 046,00;-1,78
459;3;Форус Банк;3457;Нижегородская обл.;3 624 274,00;3 739 754,00;-115 480,00;-3,09
460;13;Банк Экономический Союз;2798;Москва и обл.;3 623 279,00;3 490 754,00;132 525,00;3,80
461;13;Ваш Личный Банк;1222;Иркутская обл.;3 592 243,00;3 471 946,00;120 297,00;3,46
462;2;РБА;3413;Москва и обл.;3 591 912,00;3 711 658,00;-119 746,00;-3,23
463;7;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 566 854,00;3 535 506,00;31 348,00;0,89
464;-3;Живаго Банк;2065;Рязанская обл.;3 548 615,00;3 740 298,00;-191 683,00;-5,12
465;-6;Сберинвестбанк;1743;Свердловская обл.;3 545 033,00;3 812 548,00;-267 515,00;-7,02
466;6;Интерактивный Банк;3378;Москва и обл.;3 544 483,00;3 508 522,00;35 961,00;1,02
467;33;Итуруп;2390;Сахалинская обл.;3 526 459,00;3 036 724,00;489 735,00;16,13
468;11;Камчаткомагропромбанк;545;Камчатская обл.;3 517 883,00;3 410 282,00;107 601,00;3,16
469;-13;Приоритет;3135;Самарская обл.;3 511 870,00;3 882 063,00;-370 193,00;-9,54
470;-5;Долинск;857;Сахалинская обл.;3 503 089,00;3 702 491,00;-199 402,00;-5,39
471;-2;Консервативный Коммерческий Банк;1087;Астраханская обл.;3 493 983,00;3 542 399,00;-48 416,00;-1,37
472;6;Коммерческий Индо Банк;3446;Москва и обл.;3 459 192,00;3 421 559,00;37 633,00;1,10
473;-2;Еврокредит;2957;Москва и обл.;3 449 044,00;3 523 960,00;-74 916,00;-2,13
474;-25;Аскольд;2480;Смоленская обл.;3 434 971,00;3 997 586,00;-562 615,00;-14,07
475;-7;Финансово-Промышленный Капитал;3295;Москва и обл.;3 420 270,00;3 623 351,00;-203 081,00;-5,60
476;-1;Профессионал Банк;3296;Москва и обл.;3 395 793,00;3 467 632,00;-71 839,00;-2,07
477;21;Торговый Городской Банк;3180;Тверская обл.;3 395 468,00;3 072 476,00;322 992,00;10,51
478;3;Промсельхозбанк;538;Москва и обл.;3 372 808,00;3 392 462,00;-19 654,00;-0,58
479;-2;Венец;524;Ульяновская обл.;3 372 736,00;3 444 258,00;-71 522,00;-2,08
480;7;Идея Банк;430;Краснодарский край;3 365 684,00;3 318 343,00;47 341,00;1,43
481;3;Аксонбанк;680;Костромская обл.;3 357 793,00;3 342 102,00;15 691,00;0,47
482;-2;Уралпромбанк;2964;Челябинская обл.;3 356 471,00;3 404 482,00;-48 011,00;-1,41
483;7;Океан Банк;1697;Москва и обл.;3 323 355,00;3 290 338,00;33 017,00;1,00
484;259;МС Банк Рус;2789;Москва и обл.;3 323 098,00;946 763,00;2 376 335,00;251,00
485;-2;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 304 138,00;3 349 692,00;-45 554,00;-1,36
486;0;Уссури;596;Хабаровский край;3 300 633,00;3 320 574,00;-19 941,00;-0,60
487;15;Коммерческий Банк Развития;3364;Москва и обл.;3 300 218,00;3 010 442,00;289 776,00;9,63
488;9;Леноблбанк;1003;Санкт-Петербург и обл.;3 280 695,00;3 075 448,00;205 247,00;6,67
489;-1;Смартбанк;3408;Москва и обл.;3 271 121,00;3 307 061,00;-35 940,00;-1,09
490;-1;Элита;1399;Калужская обл.;3 269 190,00;3 294 240,00;-25 050,00;-0,76
491;5;Профессионал Банк;2471;Москва и обл.;3 266 356,00;3 082 698,00;183 658,00;5,96
492;0;Бинбанк Сургут;1701;Тюменская обл.;3 248 073,00;3 223 285,00;24 788,00;0,77
493;-2;Московский Коммерческий Банк;3172;Москва и обл.;3 204 773,00;3 226 306,00;-21 533,00;-0,67
494;-12;Витязь;2890;Москва и обл.;3 195 579,00;3 372 125,00;-176 546,00;-5,24
495;-2;Донинвест;1617;Ростовская обл.;3 194 741,00;3 194 988,00;-247,00;-0,01
496;-2;Крыловский;456;Краснодарский край;3 186 609,00;3 108 383,00;78 226,00;2,52
497;6;Гринфилдбанк;2711;Москва и обл.;3 158 437,00;2 986 467,00;171 970,00;5,76
498;38;Финанс Бизнес Банк;520;Краснодарский край;3 150 812,00;2 562 681,00;588 131,00;22,95
499;0;Бест Эффортс Банк;435;Москва и обл.;3 139 866,00;3 057 641,00;82 225,00;2,69
500;4;Вологжанин;1896;Вологодская обл.;3 131 234,00;2 982 764,00;148 470,00;4,98
501;-16;Лайтбанк;3177;Москва и обл.;3 050 236,00;3 324 870,00;-274 634,00;-8,26
502;4;Владпромбанк;870;Владимирская обл.;3 033 053,00;2 972 438,00;60 615,00;2,04
503;4;Диг-Банк;2423;Северная Осетия — Алания;3 026 583,00;2 969 127,00;57 456,00;1,94
504;-9;Евроальянс;1781;Ивановская обл.;3 024 284,00;3 092 773,00;-68 489,00;-2,21
505;8;ИпоТек Банк;2794;Москва и обл.;3 006 894,00;2 851 325,00;155 569,00;5,46
506;20;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;2 977 984,00;2 707 379,00;270 605,00;10,00
507;3;ЕвроАксис Банк;3273;Москва и обл.;2 969 720,00;2 921 692,00;48 028,00;1,64
508;1;ПК-Банк;2652;Нижегородская обл.;2 957 679,00;2 928 828,00;28 851,00;0,99
509;-8;Енисей;474;Красноярский край;2 939 299,00;3 025 971,00;-86 672,00;-2,86
510;-5;Агророс;2860;Саратовская обл.;2 934 200,00;2 981 750,00;-47 550,00;-1,59
511;7;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 905 408,00;2 755 831,00;149 577,00;5,43
512;2;Костромаселькомбанк;1115;Костромская обл.;2 902 478,00;2 847 314,00;55 164,00;1,94
513;7;Айви Банк;2055;Москва и обл.;2 886 814,00;2 746 175,00;140 639,00;5,12
514;10;Преодоление;2649;Москва и обл.;2 883 398,00;2 714 715,00;168 683,00;6,21
515;-4;НОКССбанк;3202;Волгоградская обл.;2 878 827,00;2 894 437,00;-15 610,00;-0,54
516;0;Земкомбанк;574;Ростовская обл.;2 822 290,00;2 807 388,00;14 902,00;0,53
517;69;Евразийский Банк;969;Москва и обл.;2 792 544,00;2 077 991,00;714 553,00;34,39
518;-3;РТС-Банк;3401;Самарская обл.;2 785 524,00;2 823 383,00;-37 859,00;-1,34
519;3;Гагаринский;606;Москва и обл.;2 772 130,00;2 740 200,00;31 930,00;1,17
520;31;Траст Капитал Банк;2741;Москва и обл.;2 769 031,00;2 429 560,00;339 471,00;13,97
521;7;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 758 906,00;2 672 979,00;85 927,00;3,21
522;3;Финтрастбанк;3104;Москва и обл.;2 746 487,00;2 708 956,00;37 531,00;1,39
523;0;Росбизнесбанк;1405;Москва и обл.;2 704 655,00;2 728 668,00;-24 013,00;-0,88
524;21;ИСБ;3010;Москва и обл.;2 676 488,00;2 520 113,00;156 375,00;6,21
