Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2013, тыс. рублей;Октябрь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
42;-2;Новикомбанк;2546;Москва и обл.;148 789 624,00;153 840 685,00;-5 051 061,00;-3,28
43;1;СМП Банк;3368;Москва и обл.;145 390 171,00;140 057 948,00;5 332 223,00;3,81
44;-1;Транскапиталбанк;2210;Москва и обл.;142 454 900,00;140 363 526,00;2 091 374,00;1,49
45;6;Совкомбанк;963;Костромская обл.;136 434 800,00;120 806 759,00;15 628 041,00;12,94
46;-1;СКБ-Банк;705;Свердловская обл.;136 108 706,00;138 142 126,00;-2 033 420,00;-1,47
47;0;Авангард;2879;Москва и обл.;124 948 589,00;123 563 034,00;1 385 555,00;1,12
48;-2;МСП Банк;3340;Москва и обл.;123 798 476,00;131 469 524,00;-7 671 048,00;-5,83
49;0;Инвестторгбанк;2763;Москва и обл.;123 577 896,00;122 051 708,00;1 526 188,00;1,25
50;2;РосЕвроБанк;3137;Москва и обл.;123 410 811,00;120 345 180,00;3 065 631,00;2,55
51;-3;Татфондбанк;3058;Татарстан;123 335 085,00;123 523 617,00;-188 532,00;-0,15
52;2;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;122 779 817,00;118 065 306,00;4 714 511,00;3,99
53;-3;Дойче Банк;3328;Москва и обл.;118 831 703,00;121 712 658,00;-2 880 955,00;-2,37
54;-1;РГС Банк;3073;Москва и обл.;117 370 765,00;120 309 344,00;-2 938 579,00;-2,44
55;4;Тинькофф Банк;2673;Москва и обл.;116 082 187,00;104 154 020,00;11 928 167,00;11,45
56;0;Русфинанс Банк;1792;Самарская обл.;115 507 685,00;111 317 991,00;4 189 694,00;3,76
57;-2;Ренессанс Кредит;3354;Москва и обл.;114 728 393,00;112 427 046,00;2 301 347,00;2,05
58;-1;Пробизнесбанк;2412;Москва и обл.;113 511 566,00;111 023 396,00;2 488 170,00;2,24
59;-1;Банк ДОМ.РФ;2312;Москва и обл.;110 918 772,00;108 487 463,00;2 431 309,00;2,24
60;0;Абсолют Банк;2306;Москва и обл.;105 533 968,00;103 203 653,00;2 330 315,00;2,26
61;13;Национальный Расчетный Депозитарий;3294;Москва и обл.;99 750 906,00;81 814 408,00;17 936 498,00;21,92
62;0;Пересвет;2110;Москва и обл.;98 901 648,00;98 700 236,00;201 412,00;0,20
63;1;ДельтаКредит;3338;Москва и обл.;98 095 201,00;92 969 869,00;5 125 332,00;5,51
64;6;Всероссийский Банк Развития Регионов;3287;Москва и обл.;96 639 436,00;83 676 303,00;12 963 133,00;15,49
65;-4;ЦентроКредит;121;Москва и обл.;96 049 829,00;101 944 589,00;-5 894 760,00;-5,78
66;1;БНП Париба Банк;3407;Москва и обл.;92 464 599,00;86 205 401,00;6 259 198,00;7,26
67;-4;Нота-Банк;2913;Москва и обл.;89 356 388,00;93 209 538,00;-3 853 150,00;-4,13
68;-3;Запсибкомбанк;918;Тюменская обл.;88 857 805,00;89 795 205,00;-937 400,00;-1,04
69;0;Банк Интеза;2216;Москва и обл.;83 658 173,00;83 968 849,00;-310 676,00;-0,37
70;8;Банк БФА;3038;Санкт-Петербург и обл.;83 531 656,00;75 701 137,00;7 830 519,00;10,34
71;2;Союз;2307;Москва и обл.;83 481 538,00;81 880 983,00;1 600 555,00;1,95
72;-6;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;83 025 087,00;87 059 212,00;-4 034 125,00;-4,63
73;-2;Связной Банк;1961;Москва и обл.;81 411 586,00;82 774 081,00;-1 362 495,00;-1,65
74;-2;Мастер-Банк;2176;Москва и обл.;80 866 690,00;82 199 756,00;-1 333 066,00;-1,62
75;0;Локо-Банк;2707;Москва и обл.;78 853 991,00;80 631 123,00;-1 777 132,00;-2,20
76;0;Центр-инвест;2225;Ростовская обл.;77 811 367,00;77 882 117,00;-70 750,00;-0,09
77;-9;Балтийский Банк;128;Москва и обл.;76 841 864,00;85 617 062,00;-8 775 198,00;-10,25
78;-1;Юниаструм Банк;2771;Москва и обл.;75 363 092,00;76 223 960,00;-860 868,00;-1,13
79;0;Роскосмосбанк;2989;Москва и обл.;71 378 164,00;74 942 632,00;-3 564 468,00;-4,76
80;10;Сургутнефтегазбанк;588;Тюменская обл.;69 796 299,00;58 130 482,00;11 665 817,00;20,07
81;5;Российский Кредит;324;Москва и обл.;67 978 818,00;61 321 144,00;6 657 674,00;10,86
82;-2;Металлинвестбанк;2440;Москва и обл.;67 721 954,00;66 396 090,00;1 325 864,00;2,00
83;-1;Балтинвестбанк;3176;Санкт-Петербург и обл.;67 559 735,00;66 202 713,00;1 357 022,00;2,05
84;0;Инвестбанк;107;Москва и обл.;67 259 817,00;65 599 790,00;1 660 027,00;2,53
85;-4;СБ Банк (Судостроительный банк);2999;Москва и обл.;67 184 982,00;66 365 849,00;819 133,00;1,23
86;1;Рост Банк;2888;Москва и обл.;65 684 612,00;60 991 056,00;4 693 556,00;7,70
87;-4;Собинбанк;1317;Москва и обл.;64 613 243,00;66 050 323,00;-1 437 080,00;-2,18
88;4;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;64 610 742,00;55 167 399,00;9 443 343,00;17,12
89;0;Международный Финансовый Клуб;2618;Москва и обл.;61 395 272,00;58 391 240,00;3 004 032,00;5,14
90;1;Московский Областной Банк;1751;Москва и обл.;60 614 460,00;57 634 562,00;2 979 898,00;5,17
91;-6;Первобанк;3461;Самарская обл.;60 421 595,00;61 743 211,00;-1 321 616,00;-2,14
92;-4;Бинбанк Диджитал;2827;Москва и обл.;57 889 247,00;59 167 371,00;-1 278 124,00;-2,16
93;1;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;54 929 625,00;51 986 381,00;2 943 244,00;5,66
94;5;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;53 758 241,00;47 384 249,00;6 373 992,00;13,45
95;1;Национальный Стандарт;3421;Москва и обл.;53 306 064,00;50 825 334,00;2 480 730,00;4,88
96;-1;Интеркоммерц Банк;1657;Москва и обл.;51 700 163,00;51 187 060,00;513 103,00;1,00
97;0;Тойота Банк;3470;Москва и обл.;51 573 705,00;50 625 570,00;948 135,00;1,87
98;3;Сетелем Банк;2168;Москва и обл.;51 221 235,00;46 481 570,00;4 739 665,00;10,20
99;-6;Таврический Банк;2304;Санкт-Петербург и обл.;50 255 309,00;52 768 632,00;-2 513 323,00;-4,76
100;-2;Кубань Кредит;2518;Краснодарский край;48 236 752,00;48 012 587,00;224 165,00;0,47
101;1;Экспресс-Волга;3085;Саратовская обл.;45 595 281,00;46 088 425,00;-493 144,00;-1,07
102;1;Межтопэнергобанк;2956;Москва и обл.;45 028 393,00;45 430 463,00;-402 070,00;-0,89
103;2;Экспобанк;2998;Москва и обл.;43 923 545,00;42 950 925,00;972 620,00;2,26
104;0;Народный Кредит;2401;Москва и обл.;43 608 190,00;43 771 937,00;-163 747,00;-0,37
105;1;Югра;880;Тюменская обл.;43 537 565,00;42 820 017,00;717 548,00;1,68
106;-6;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;43 036 425,00;46 858 857,00;-3 822 432,00;-8,16
107;2;Еврофинанс Моснарбанк;2402;Москва и обл.;42 128 600,00;40 859 813,00;1 268 787,00;3,11
108;0;Экспо Финанс;2594;Москва и обл.;41 509 323,00;40 957 279,00;552 044,00;1,35
109;-2;Смоленский Банк;2029;Смоленская обл.;41 107 550,00;41 489 849,00;-382 299,00;-0,92
110;0;Примсоцбанк;2733;Приморский край;39 948 926,00;39 864 800,00;84 126,00;0,21
111;9;РосинтерБанк;226;Москва и обл.;39 184 574,00;36 881 302,00;2 303 272,00;6,25
112;0;Челябинвестбанк;493;Челябинская обл.;39 043 771,00;39 006 792,00;36 979,00;0,09
113;-2;НС Банк;3124;Москва и обл.;38 859 643,00;39 701 846,00;-842 203,00;-2,12
114;7;Коммерцбанк (Евразия);3333;Москва и обл.;37 783 116,00;36 066 085,00;1 717 031,00;4,76
115;2;Первый Республиканский Банк;1730;Москва и обл.;37 742 336,00;37 263 755,00;478 581,00;1,28
116;-1;Фора-Банк;1885;Москва и обл.;37 625 981,00;37 393 697,00;232 284,00;0,62
117;-1;Челиндбанк;485;Челябинская обл.;37 524 724,00;37 313 148,00;211 576,00;0,57
118;-4;Крайинвестбанк;3360;Краснодарский край;37 044 694,00;37 721 860,00;-677 166,00;-1,80
119;0;СДМ-Банк;1637;Москва и обл.;36 935 502,00;36 928 917,00;6 585,00;0,02
120;3;БФГ-Кредит;3068;Москва и обл.;36 867 980,00;35 401 407,00;1 466 573,00;4,14
121;-3;Меткомбанк (Череповец);901;Вологодская обл.;36 244 779,00;37 141 999,00;-897 220,00;-2,42
122;-9;Левобережный;1343;Новосибирская обл.;36 179 311,00;38 217 323,00;-2 038 012,00;-5,33
123;-1;Кольцо Урала;65;Свердловская обл.;35 813 406,00;35 889 273,00;-75 867,00;-0,21
124;1;Банк Кредит Свисс;2494;Москва и обл.;35 172 612,00;35 340 361,00;-167 749,00;-0,47
125;1;Банк «Советский»;558;Санкт-Петербург и обл.;34 974 886,00;35 132 795,00;-157 909,00;-0,45
126;1;Саровбизнесбанк;2048;Нижегородская обл.;34 906 668,00;34 186 116,00;720 552,00;2,11
127;-3;Интерпромбанк;3266;Москва и обл.;34 759 950,00;35 369 267,00;-609 317,00;-1,72
128;2;Аверс;415;Татарстан;34 170 623,00;33 522 782,00;647 841,00;1,93
129;0;Русский Международный Банк;3123;Москва и обл.;34 106 709,00;33 895 187,00;211 522,00;0,62
130;-2;АМБ Банк;3036;Москва и обл.;33 286 061,00;33 975 890,00;-689 829,00;-2,03
131;2;Интерпрогрессбанк;600;Москва и обл.;32 985 249,00;32 567 982,00;417 267,00;1,28
132;-1;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;32 490 572,00;32 972 114,00;-481 542,00;-1,46
133;-1;Росэнергобанк;2211;Москва и обл.;32 261 398,00;32 788 492,00;-527 094,00;-1,61
134;8;Образование;1521;Москва и обл.;32 101 926,00;29 703 860,00;2 398 066,00;8,07
135;0;Газбанк;2316;Самарская обл.;31 677 996,00;31 544 344,00;133 652,00;0,42
136;1;Банк АВБ;23;Самарская обл.;31 361 089,00;31 067 260,00;293 829,00;0,95
137;2;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;31 169 640,00;30 934 533,00;235 107,00;0,76
138;2;БыстроБанк;1745;Удмуртия;31 088 281,00;30 075 041,00;1 013 240,00;3,37
139;-3;Кедр;1574;Красноярский край;30 925 040,00;31 353 780,00;-428 740,00;-1,37
140;1;Дальневосточный Банк;843;Приморский край;30 730 848,00;29 984 870,00;745 978,00;2,49
141;2;Агропромкредит;2880;Москва и обл.;30 059 604,00;29 480 003,00;579 601,00;1,97
142;-8;Банк Проектного Финансирования;1677;Москва и обл.;29 733 691,00;31 945 555,00;-2 211 864,00;-6,92
143;2;Севергазбанк;2816;Вологодская обл.;29 223 986,00;29 066 501,00;157 485,00;0,54
144;0;Финпромбанк (ФПБ Банк);2157;Москва и обл.;28 773 939,00;29 300 008,00;-526 069,00;-1,80
145;-7;Мосстройэкономбанк (М Банк);948;Москва и обл.;28 467 183,00;30 939 014,00;-2 471 831,00;-7,99
146;1;Западный;2598;Москва и обл.;27 908 228,00;27 934 808,00;-26 580,00;-0,10
147;-1;МБА-Москва;3395;Москва и обл.;27 584 682,00;28 902 021,00;-1 317 339,00;-4,56
148;1;Национальный Резервный Банк;2170;Москва и обл.;27 572 983,00;26 980 929,00;592 054,00;2,19
149;-1;Липецккомбанк;1242;Липецкая обл.;27 325 276,00;27 632 270,00;-306 994,00;-1,11
150;2;ББР Банк;2929;Москва и обл.;27 007 957,00;26 168 391,00;839 566,00;3,21
151;4;М2М Прайвет Банк;1414;Москва и обл.;26 577 101,00;25 394 165,00;1 182 936,00;4,66
152;13;Фольксваген Банк Рус;3500;Москва и обл.;26 387 066,00;23 097 135,00;3 289 931,00;14,24
153;-3;Акибанк;2587;Татарстан;26 150 217,00;26 672 762,00;-522 545,00;-1,96
154;0;Девон-Кредит;1972;Татарстан;26 103 637,00;25 955 530,00;148 107,00;0,57
155;-4;Кредит Урал Банк;2584;Челябинская обл.;25 859 871,00;26 261 111,00;-401 240,00;-1,53
156;-3;Русстройбанк;3205;Москва и обл.;25 820 578,00;26 078 271,00;-257 693,00;-0,99
157;5;Модульбанк;1927;Костромская обл.;25 650 164,00;23 701 566,00;1 948 598,00;8,22
158;-1;Солидарность;554;Самарская обл.;25 296 774,00;24 693 019,00;603 755,00;2,45
159;-3;Приморье;3001;Приморский край;25 283 200,00;24 983 606,00;299 594,00;1,20
160;-1;Европейский Трастовый Банк;2968;Москва и обл.;24 968 378,00;24 595 177,00;373 201,00;1,52
161;24;Натиксис Банк;3390;Москва и обл.;24 802 173,00;19 579 700,00;5 222 473,00;26,67
162;5;Военно-Промышленный Банк;3065;Москва и обл.;24 725 730,00;22 901 397,00;1 824 333,00;7,97
163;-3;ПЧРБ Банк;3291;Москва и обл.;24 485 915,00;24 106 975,00;378 940,00;1,57
164;20;Почта Банк;650;Москва и обл.;23 632 383,00;20 252 688,00;3 379 695,00;16,69
165;1;Урал ФД;249;Пермская обл.;23 613 492,00;22 993 871,00;619 621,00;2,69
166;12;Транспортный;3174;Москва и обл.;23 552 398,00;20 781 438,00;2 770 960,00;13,33
167;-4;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;23 532 917,00;23 480 806,00;52 111,00;0,22
168;-10;Стройкредит;18;Москва и обл.;23 259 664,00;24 648 430,00;-1 388 766,00;-5,63
169;-8;БМВ Банк;3482;Москва и обл.;23 191 994,00;24 011 821,00;-819 827,00;-3,41
170;-1;Балтика;967;Санкт-Петербург и обл.;23 109 107,00;22 147 786,00;961 321,00;4,34
171;2;Альта-Банк;2269;Москва и обл.;22 878 702,00;21 774 775,00;1 103 927,00;5,07
172;-8;Мой Банк;2939;Москва и обл.;22 447 954,00;23 161 597,00;-713 643,00;-3,08
173;-5;Москоммерцбанк;3365;Москва и обл.;22 261 746,00;22 484 743,00;-222 997,00;-0,99
174;-4;Банк Финсервис;3388;Москва и обл.;21 844 404,00;21 899 688,00;-55 284,00;-0,25
175;-4;Тимер Банк;1581;Татарстан;21 599 604,00;21 863 255,00;-263 651,00;-1,21
176;3;Мерседес-Бенц Банк Рус;3473;Москва и обл.;21 541 226,00;20 774 533,00;766 693,00;3,69
177;-2;Спурт Банк;2207;Татарстан;21 312 700,00;21 193 613,00;119 087,00;0,56
178;3;Интехбанк;2705;Татарстан;21 297 433,00;20 434 731,00;862 702,00;4,22
179;-5;С банк;2581;Москва и обл.;21 291 969,00;21 246 504,00;45 465,00;0,21
180;3;Легион;3117;Москва и обл.;21 130 082,00;20 293 504,00;836 578,00;4,12
181;-9;ФИА-Банк;2542;Самарская обл.;21 042 213,00;21 819 119,00;-776 906,00;-3,56
182;-6;Огни Москвы;2328;Москва и обл.;20 413 143,00;20 913 199,00;-500 056,00;-2,39
183;-6;ГПБ-Ипотека;2403;Москва и обл.;20 265 641,00;20 824 909,00;-559 268,00;-2,69
184;13;БКС Банк;101;Новосибирская обл.;20 212 493,00;17 874 294,00;2 338 199,00;13,08
185;-5;Пойдем!;2534;Москва и обл.;20 100 473,00;20 580 675,00;-480 202,00;-2,33
186;-4;Алеф-Банк;2119;Москва и обл.;20 051 052,00;20 335 902,00;-284 850,00;-1,40
187;13;Гута-Банк;256;Москва и обл.;20 025 783,00;17 755 980,00;2 269 803,00;12,78
188;-2;Фининвест;671;Санкт-Петербург и обл.;19 605 354,00;19 479 980,00;125 374,00;0,64
189;-2;АктивКапитал Банк;3006;Самарская обл.;19 424 936,00;19 460 418,00;-35 482,00;-0,18
190;-2;Уралтрансбанк;812;Свердловская обл.;19 222 739,00;19 409 145,00;-186 406,00;-0,96
191;5;Морской Банк;77;Москва и обл.;19 176 108,00;17 986 454,00;1 189 654,00;6,61
192;-3;Эллипс Банк;1950;Нижегородская обл.;19 133 745,00;18 849 479,00;284 266,00;1,51
193;0;Ланта-Банк;1920;Москва и обл.;18 824 000,00;18 619 333,00;204 667,00;1,10
194;0;Алмазэргиэнбанк;2602;Саха (Якутия);18 643 066,00;18 512 555,00;130 511,00;0,70
195;-3;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;18 500 283,00;18 625 689,00;-125 406,00;-0,67
196;11;Транснациональный Банк;2108;Москва и обл.;18 310 876,00;16 744 196,00;1 566 680,00;9,36
197;-6;Норвик Банк;902;Кировская обл.;18 109 186,00;18 674 755,00;-565 569,00;-3,03
198;-3;Энергобанк;67;Татарстан;17 902 749,00;18 167 316,00;-264 567,00;-1,46
199;0;Инвесткапиталбанк;2377;Башкортостан;17 825 242,00;17 799 218,00;26 024,00;0,15
200;8;АйСиБиСи Банк;3475;Москва и обл.;17 710 715,00;16 721 023,00;989 692,00;5,92
201;-3;Первомайский;518;Краснодарский край;17 688 954,00;17 872 543,00;-183 589,00;-1,03
202;48;Данске Банк;3307;Санкт-Петербург и обл.;17 555 697,00;11 915 129,00;5 640 568,00;47,34
203;12;АйМаниБанк;1975;Москва и обл.;17 503 570,00;15 866 977,00;1 636 593,00;10,31
204;-1;НБД-Банк;1966;Нижегородская обл.;17 332 267,00;17 132 207,00;200 060,00;1,17
205;0;Курскпромбанк;735;Курская обл.;17 258 426,00;16 947 772,00;310 654,00;1,83
206;3;СтарБанк;548;Москва и обл.;17 153 772,00;16 636 296,00;517 476,00;3,11
207;-6;Газэнергобанк;3252;Калужская обл.;17 144 307,00;17 284 394,00;-140 087,00;-0,81
208;-18;Энерготрансбанк;1307;Калининградская обл.;17 047 077,00;18 828 502,00;-1 781 425,00;-9,46
209;-7;Развитие-Столица;3013;Москва и обл.;16 736 744,00;17 207 951,00;-471 207,00;-2,74
210;-4;Форштадт;2208;Оренбургская обл.;16 634 750,00;16 935 477,00;-300 727,00;-1,78
211;-7;Платежный Центр;3166;Новосибирская обл.;16 555 919,00;16 976 003,00;-420 084,00;-2,47
212;-2;Тольяттихимбанк;2507;Самарская обл.;16 458 353,00;16 414 787,00;43 566,00;0,27
213;12;Держава;2738;Москва и обл.;16 292 908,00;14 592 518,00;1 700 390,00;11,65
214;3;Гаранти Банк — Москва;3275;Москва и обл.;16 108 867,00;15 723 057,00;385 810,00;2,45
215;1;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;16 032 896,00;15 821 231,00;211 665,00;1,34
216;44;Расчетная Палата РТС;3335;Москва и обл.;15 411 100,00;11 386 232,00;4 024 868,00;35,35
217;-6;МАСТ-Банк;3267;Москва и обл.;15 348 333,00;16 285 950,00;-937 617,00;-5,76
218;-4;Расчетно-Кредитный Банк;103;Москва и обл.;15 282 515,00;15 998 661,00;-716 146,00;-4,48
219;1;РосДорБанк;1573;Москва и обл.;15 238 069,00;15 298 063,00;-59 994,00;-0,39
220;1;Энергомашбанк;52;Санкт-Петербург и обл.;15 155 859,00;15 122 704,00;33 155,00;0,22
221;2;Интрастбанк;3144;Москва и обл.;15 132 614,00;15 013 967,00;118 647,00;0,79
222;5;Русский Земельный Банк;2810;Москва и обл.;15 105 227,00;14 496 842,00;608 385,00;4,20
223;-11;Московское Ипотечное Агентство;3344;Москва и обл.;14 964 380,00;16 189 974,00;-1 225 594,00;-7,57
224;7;Национальная Факторинговая Компания;3437;Москва и обл.;14 864 225,00;14 089 308,00;774 917,00;5,50
225;-6;ВУЗ-Банк;1557;Свердловская обл.;14 848 153,00;15 442 261,00;-594 108,00;-3,85
226;26;Росэксимбанк;2790;Москва и обл.;14 846 420,00;11 760 700,00;3 085 720,00;26,24
227;1;Хлынов;254;Кировская обл.;14 764 475,00;14 447 905,00;316 570,00;2,19
228;-6;Рублев;3098;Москва и обл.;14 727 042,00;15 045 009,00;-317 967,00;-2,11
229;1;Квантмобайл Банк;1189;Омская обл.;14 681 809,00;14 288 565,00;393 244,00;2,75
230;-17;Национальный Банк Развития Бизнеса;2795;Москва и обл.;14 598 748,00;16 160 306,00;-1 561 558,00;-9,66
231;-13;Монолит;1967;Москва и обл.;14 559 058,00;15 498 473,00;-939 415,00;-6,06
232;-3;Гранд Инвест Банк;3053;Москва и обл.;14 422 484,00;14 359 335,00;63 149,00;0,44
233;0;Банк24.ру;2227;Свердловская обл.;14 225 809,00;13 726 390,00;499 419,00;3,64
234;-8;Нацинвестпромбанк;3077;Москва и обл.;14 117 138,00;14 584 777,00;-467 639,00;-3,21
235;1;СИАБ;3245;Санкт-Петербург и обл.;14 031 277,00;13 357 381,00;673 896,00;5,05
236;-4;Банк Расчетов и Сбережений;2617;Москва и обл.;13 991 266,00;13 743 734,00;247 532,00;1,80
237;2;БайкалБанк;2632;Бурятия;13 803 933,00;13 253 440,00;550 493,00;4,15
238;-4;Александровский;53;Санкт-Петербург и обл.;13 783 305,00;13 667 542,00;115 763,00;0,85
239;-1;Банк Город;2644;Москва и обл.;13 722 357,00;13 288 066,00;434 291,00;3,27
240;-3;ТЭМБР-Банк;2764;Москва и обл.;13 278 665,00;13 327 480,00;-48 815,00;-0,37
241;-17;Аресбанк;2914;Москва и обл.;13 202 013,00;14 851 736,00;-1 649 723,00;-11,11
242;-2;РусЮгбанк;2093;Волгоградская обл.;13 170 799,00;13 213 850,00;-43 051,00;-0,33
243;-8;Центркомбанк;2983;Москва и обл.;13 052 179,00;13 566 828,00;-514 649,00;-3,79
244;2;Солидарность (Москва);1555;Москва и обл.;13 025 357,00;12 352 652,00;672 705,00;5,45
245;-4;Банк ПСА Финанс Рус;3481;Москва и обл.;12 847 648,00;13 200 446,00;-352 798,00;-2,67
246;-3;Банк Акцепт;567;Новосибирская обл.;12 834 909,00;12 466 308,00;368 601,00;2,96
247;1;НК Банк;2755;Москва и обл.;12 799 866,00;12 251 091,00;548 775,00;4,48
248;-6;Социнвестбанк;1132;Башкортостан;12 759 275,00;12 629 171,00;130 104,00;1,03
249;2;Клиентский;2324;Москва и обл.;12 548 533,00;11 862 771,00;685 762,00;5,78
250;-6;Европейский;1616;Калининградская обл.;12 326 496,00;12 420 127,00;-93 631,00;-0,75
251;-2;Русский Ипотечный Банк;1968;Москва и обл.;12 183 766,00;12 235 836,00;-52 070,00;-0,43
252;-5;Экопромбанк;2011;Пермская обл.;12 152 207,00;12 323 939,00;-171 732,00;-1,39
253;8;Метробанк;2548;Москва и обл.;12 134 409,00;11 301 684,00;832 725,00;7,37
254;0;Тусар;2712;Москва и обл.;12 079 038,00;11 603 224,00;475 814,00;4,10
255;-10;Денизбанк Москва;3330;Москва и обл.;12 012 962,00;12 407 744,00;-394 782,00;-3,18
256;1;Унифин;2654;Москва и обл.;11 942 048,00;11 415 944,00;526 104,00;4,61
257;-4;Росавтобанк;2767;Москва и обл.;11 615 572,00;11 615 891,00;-319,00;-0,00
258;-3;Экономбанк;1319;Саратовская обл.;11 461 425,00;11 546 546,00;-85 121,00;-0,74
