Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2014, тыс. рублей;Июль, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
527;0;Национальный Банк Сбережений;1949;Ивановская обл.;2 377 577,00;2 383 575,00;-5 998,00;-0,25
528;3;ЕвроАксис Банк;3273;Москва и обл.;2 370 138,00;2 356 155,00;13 983,00;0,59
529;1;Резерв;2364;Челябинская обл.;2 362 902,00;2 359 810,00;3 092,00;0,13
530;4;Вкабанк;1027;Астраханская обл.;2 336 603,00;2 321 751,00;14 852,00;0,64
531;24;Заубер Банк;1614;Санкт-Петербург и обл.;2 313 378,00;2 099 537,00;213 841,00;10,19
532;3;Рапида;3371;Москва и обл.;2 304 929,00;2 316 250,00;-11 321,00;-0,49
533;6;Стелла-Банк;2948;Ростовская обл.;2 301 678,00;2 242 111,00;59 567,00;2,66
534;3;Аспект;608;Москва и обл.;2 260 307,00;2 285 894,00;-25 587,00;-1,12
535;-7;Унифондбанк;3416;Москва и обл.;2 252 606,00;2 369 449,00;-116 843,00;-4,93
536;2;ИК Банк;1732;Татарстан;2 251 654,00;2 264 325,00;-12 671,00;-0,56
537;-1;Йошкар-Ола;2802;Марий Эл;2 245 566,00;2 313 101,00;-67 535,00;-2,92
538;11;Кросна-Банк;2607;Москва и обл.;2 226 334,00;2 146 468,00;79 866,00;3,72
539;7;Бум-Банк;1137;Кабардино-Балкария;2 216 389,00;2 195 751,00;20 638,00;0,94
540;-30;Констанс-Банк;2228;Санкт-Петербург и обл.;2 207 994,00;2 600 391,00;-392 397,00;-15,09
541;-1;Межбанковский Кредитный Союз;3242;Москва и обл.;2 192 056,00;2 239 847,00;-47 791,00;-2,13
542;1;Союзпромбанк;2965;Москва и обл.;2 188 432,00;2 213 167,00;-24 735,00;-1,12
543;-2;Проинвестбанк;784;Пермская обл.;2 184 050,00;2 216 616,00;-32 566,00;-1,47
544;17;Газнефтьбанк;3223;Саратовская обл.;2 181 789,00;2 053 187,00;128 602,00;6,26
545;26;Евразийский Банк;969;Москва и обл.;2 180 785,00;1 993 985,00;186 800,00;9,37
546;5;Смартбанк;3408;Москва и обл.;2 143 244,00;2 142 003,00;1 241,00;0,06
547;-2;ИпоТек Банк;2794;Москва и обл.;2 138 861,00;2 196 422,00;-57 561,00;-2,62
548;6;Владбизнесбанк;903;Владимирская обл.;2 117 665,00;2 100 109,00;17 556,00;0,84
549;4;Риал-Кредит;3393;Москва и обл.;2 098 477,00;2 125 188,00;-26 711,00;-1,26
550;9;Акцент;696;Оренбургская обл.;2 079 824,00;2 059 372,00;20 452,00;0,99
551;-1;Яринтербанк;2564;Ярославская обл.;2 077 651,00;2 144 122,00;-66 471,00;-3,10
552;6;Россита-Банк;3257;Москва и обл.;2 077 489,00;2 075 565,00;1 924,00;0,09
553;-6;Интеркапитал-Банк;2706;Мордовия;2 076 326,00;2 188 399,00;-112 073,00;-5,12
554;-2;Спиритбанк;2053;Тульская обл.;2 069 771,00;2 139 652,00;-69 881,00;-3,27
555;5;Банк Пермь;875;Пермская обл.;2 055 754,00;2 055 792,00;-38,00;-0,00
556;-12;ИРС;272;Москва и обл.;2 046 695,00;2 206 978,00;-160 283,00;-7,26
557;25;Приско Капитал Банк;2537;Москва и обл.;2 041 646,00;1 862 005,00;179 641,00;9,65
558;7;Банкирский Дом;2928;Санкт-Петербург и обл.;2 036 341,00;2 035 274,00;1 067,00;0,05
559;9;КОР;2148;Волгоградская обл.;2 035 835,00;2 005 209,00;30 626,00;1,53
560;-4;БСТ-Банк;2883;Кемеровская обл.;2 028 504,00;2 093 227,00;-64 723,00;-3,09
561;6;Новация;840;Адыгея;2 027 466,00;2 010 567,00;16 899,00;0,84
562;2;Кредит Экспресс;3186;Ростовская обл.;1 988 969,00;2 039 372,00;-50 403,00;-2,47
563;0;ФорБанк;2063;Алтайский край;1 988 941,00;2 046 959,00;-58 018,00;-2,83
564;9;Канский;860;Красноярский край;1 966 358,00;1 983 225,00;-16 867,00;-0,85
565;38;Первый Клиентский Банк;3436;Москва и обл.;1 963 027,00;1 649 939,00;313 088,00;18,98
566;34;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 945 026,00;1 697 829,00;247 197,00;14,56
567;8;Далена Банк;1948;Москва и обл.;1 927 369,00;1 938 885,00;-11 516,00;-0,59
568;6;Новый Символ;370;Москва и обл.;1 921 281,00;1 952 544,00;-31 263,00;-1,60
569;12;Нальчик;695;Кабардино-Балкария;1 916 821,00;1 885 579,00;31 242,00;1,66
570;8;ЮMoney;3510;Россия;1 893 637,00;1 893 637,00;0,00;0
571;9;Современные Стандарты Бизнеса;3397;Москва и обл.;1 890 684,00;1 885 887,00;4 797,00;0,25
572;77;Кредпромбанк;1165;Ярославская обл.;1 886 019,00;1 356 115,00;529 904,00;39,08
573;-3;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 873 101,00;1 999 247,00;-126 146,00;-6,31
574;12;Алтынбанк;2070;Татарстан;1 867 817,00;1 827 421,00;40 396,00;2,21
575;-18;ПК-Банк;2652;Нижегородская обл.;1 855 252,00;2 086 560,00;-231 308,00;-11,09
576;-7;Коммерческий Банк Развития;3364;Москва и обл.;1 851 502,00;1 999 939,00;-148 437,00;-7,42
577;92;Народный Банк;2249;Карачаево-Черкесия;1 851 366,00;1 214 605,00;636 761,00;52,43
578;23;Социум-Банк;2881;Москва и обл.;1 848 510,00;1 677 383,00;171 127,00;10,20
579;-2;Уралфинанс;1370;Свердловская обл.;1 843 127,00;1 903 403,00;-60 276,00;-3,17
580;19;Центрально-Европейский Банк;2670;Москва и обл.;1 839 406,00;1 707 156,00;132 250,00;7,75
581;-39;Банк Реалист;2646;Москва и обл.;1 837 213,00;2 216 208,00;-378 995,00;-17,10
582;13;Холмск;503;Сахалинская обл.;1 830 996,00;1 714 688,00;116 308,00;6,78
583;-4;Инкаробанк;2696;Москва и обл.;1 824 889,00;1 891 560,00;-66 671,00;-3,52
584;14;Михайловский ПЖСБ;2961;Волгоградская обл.;1 818 916,00;1 707 191,00;111 725,00;6,54
585;-19;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 813 326,00;2 023 032,00;-209 706,00;-10,37
586;2;Старооскольский Агропромбанк;1050;Белгородская обл.;1 810 242,00;1 800 504,00;9 738,00;0,54
587;-25;Банк МБФИ;2073;Москва и обл.;1 810 035,00;2 048 636,00;-238 601,00;-11,65
588;29;Екатерининский;2167;Москва и обл.;1 807 425,00;1 571 296,00;236 129,00;15,03
589;97;Металлург;2877;Москва и обл.;1 804 763,00;1 092 887,00;711 876,00;65,14
590;-1;Международный Строительный Банк;3484;Москва и обл.;1 798 430,00;1 795 925,00;2 505,00;0,14
591;27;Соколовский;2830;Москва и обл.;1 779 103,00;1 551 945,00;227 158,00;14,64
592;-2;Дом-Банк;3209;Москва и обл.;1 763 987,00;1 778 008,00;-14 021,00;-0,79
593;-6;Вэлтон Банк;1105;Белгородская обл.;1 743 959,00;1 801 544,00;-57 585,00;-3,20
594;-10;Единственный;3187;Москва и обл.;1 723 369,00;1 839 408,00;-116 039,00;-6,31
595;-4;Банк Глобус;2438;Москва и обл.;1 718 613,00;1 750 604,00;-31 991,00;-1,83
596;45;Региональный Банк Сбережений;3367;Москва и обл.;1 709 971,00;1 433 392,00;276 579,00;19,30
597;-1;Тагилбанк;1635;Свердловская обл.;1 704 220,00;1 712 061,00;-7 841,00;-0,46
598;-15;Пульс Столицы;3002;Москва и обл.;1 703 521,00;1 859 264,00;-155 743,00;-8,38
599;-5;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 700 072,00;1 719 886,00;-19 814,00;-1,15
600;11;Банк ВВБ;1093;Ярославская обл.;1 688 004,00;1 613 001,00;75 003,00;4,65
601;3;Московский Вексельный Банк;2697;Москва и обл.;1 677 293,00;1 646 776,00;30 517,00;1,85
602;42;Фреско Банк;1415;Москва и обл.;1 643 691,00;1 417 895,00;225 796,00;15,92
603;33;Н-Банк;3493;Москва и обл.;1 634 923,00;1 441 128,00;193 795,00;13,45
604;19;Бумеранг;1002;Вологодская обл.;1 626 691,00;1 490 468,00;136 223,00;9,14
605;-3;Объединенный Банк Республики;1016;Чувашия;1 616 363,00;1 673 935,00;-57 572,00;-3,44
606;24;Новый Кредитный Союз;3139;Москва и обл.;1 608 700,00;1 469 976,00;138 724,00;9,44
607;9;Жилкредит;1736;Москва и обл.;1 602 305,00;1 591 850,00;10 455,00;0,66
608;2;Региональный Коммерческий Банк;836;Ульяновская обл.;1 596 327,00;1 614 548,00;-18 221,00;-1,13
609;13;Метрополь;1639;Москва и обл.;1 590 572,00;1 507 134,00;83 438,00;5,54
610;11;Геленджик-Банк;790;Краснодарский край;1 576 527,00;1 525 774,00;50 753,00;3,33
611;8;Плато-Банк;2071;Свердловская обл.;1 553 873,00;1 540 566,00;13 307,00;0,86
612;-7;Траст Капитал Банк;2741;Москва и обл.;1 550 501,00;1 639 899,00;-89 398,00;-5,45
613;21;Примтеркомбанк;21;Приморский край;1 548 140,00;1 456 430,00;91 710,00;6,30
614;21;Почтобанк;1788;Пермская обл.;1 541 653,00;1 450 977,00;90 676,00;6,25
615;9;Тайм Банк;3120;Москва и обл.;1 535 004,00;1 488 380,00;46 624,00;3,13
616;42;Трастовый Республиканский Банк;3404;Москва и обл.;1 534 640,00;1 295 974,00;238 666,00;18,42
617;-9;Приобье;537;Тюменская обл.;1 534 292,00;1 618 357,00;-84 065,00;-5,19
618;-3;Златкомбанк;568;Москва и обл.;1 512 859,00;1 595 869,00;-83 010,00;-5,20
619;-6;Мосводоканалбанк;2863;Москва и обл.;1 511 360,00;1 605 171,00;-93 811,00;-5,84
620;-11;Кетовский Коммерческий Банк;842;Курганская обл.;1 506 148,00;1 615 584,00;-109 436,00;-6,77
621;-24;Мострансбанк;2258;Москва и обл.;1 505 620,00;1 711 900,00;-206 280,00;-12,05
622;-10;Америкэн Экспресс Банк;3460;Москва и обл.;1 496 631,00;1 611 002,00;-114 371,00;-7,10
623;9;Арзамас;1281;Нижегородская обл.;1 489 388,00;1 462 748,00;26 640,00;1,82
624;-32;Максима;3379;Москва и обл.;1 484 474,00;1 744 664,00;-260 190,00;-14,91
625;35;Бизнес для Бизнеса;1060;Чувашия;1 471 152,00;1 275 369,00;195 783,00;15,35
626;3;Калуга;1151;Калужская обл.;1 470 309,00;1 470 955,00;-646,00;-0,04
627;-148;Еврокапитал-Альянс;3459;Ярославская обл.;1 466 329,00;3 043 948,00;-1 577 619,00;-51,83
628;-1;ГринКомБанк;1184;Иркутская обл.;1 465 424,00;1 476 641,00;-11 217,00;-0,76
629;-3;Саратов;330;Саратовская обл.;1 461 108,00;1 480 355,00;-19 247,00;-1,30
630;-37;Лидер;3304;Москва и обл.;1 460 263,00;1 729 354,00;-269 091,00;-15,56
631;6;Майкопбанк;1136;Адыгея;1 452 418,00;1 441 125,00;11 293,00;0,78
632;16;Капиталбанк;2547;Ростовская обл.;1 446 204,00;1 358 832,00;87 372,00;6,43
633;28;Алданзолотобанк;854;Саха (Якутия);1 443 642,00;1 274 544,00;169 098,00;13,27
634;30;К2 Банк;2851;Карачаево-Черкесия;1 436 377,00;1 245 746,00;190 631,00;15,30
635;-28;Строительно-Коммерческий Банк;3050;Санкт-Петербург и обл.;1 422 638,00;1 634 710,00;-212 072,00;-12,97
636;3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 402 484,00;1 435 253,00;-32 769,00;-2,28
637;3;Кредитинвест;1197;Дагестан;1 395 948,00;1 434 393,00;-38 445,00;-2,68
638;-7;Нерюнгрибанк;825;Саха (Якутия);1 394 142,00;1 466 930,00;-72 788,00;-4,96
639;-11;Прайм Финанс;2758;Санкт-Петербург и обл.;1 385 212,00;1 472 175,00;-86 963,00;-5,91
640;-26;Нарат;1902;Саратовская обл.;1 381 761,00;1 604 357,00;-222 596,00;-13,87
641;-65;Межотраслевая Банковская Корпорация;3471;Москва и обл.;1 381 291,00;1 926 367,00;-545 076,00;-28,30
642;5;ЮМК Банк;3495;Краснодарский край;1 378 447,00;1 364 927,00;13 520,00;0,99
643;-1;Ростфинанс;481;Ростовская обл.;1 376 504,00;1 430 082,00;-53 578,00;-3,75
644;-11;Кемсоцинбанк;96;Кемеровская обл.;1 375 905,00;1 457 344,00;-81 439,00;-5,59
645;-2;Уралприватбанк;153;Свердловская обл.;1 368 870,00;1 420 889,00;-52 019,00;-3,66
646;4;Великие Луки Банк;598;Псковская обл.;1 366 699,00;1 345 667,00;21 032,00;1,56
647;-41;Пурпе;709;Тюменская обл.;1 362 979,00;1 638 213,00;-275 234,00;-16,80
648;15;Синергия;2884;Саратовская обл.;1 360 715,00;1 255 769,00;104 946,00;8,36
649;-3;Азимут;3154;Москва и обл.;1 335 553,00;1 372 931,00;-37 378,00;-2,72
650;4;Спутник;1071;Оренбургская обл.;1 288 672,00;1 314 954,00;-26 282,00;-2,00
651;-13;Вологдабанк;992;Вологодская обл.;1 287 083,00;1 437 691,00;-150 608,00;-10,48
652;-7;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 284 375,00;1 411 490,00;-127 115,00;-9,01
653;12;Агроинкомбанк;1946;Астраханская обл.;1 277 111,00;1 245 722,00;31 389,00;2,52
654;2;Химик;1114;Нижегородская обл.;1 268 176,00;1 308 592,00;-40 416,00;-3,09
655;2;Академический Русский Банк;622;Москва и обл.;1 263 845,00;1 301 347,00;-37 502,00;-2,88
656;-31;Эльбин;2267;Дагестан;1 256 485,00;1 485 500,00;-229 015,00;-15,42
657;-6;Европейский Экспресс;3449;Москва и обл.;1 225 983,00;1 337 377,00;-111 394,00;-8,33
658;-73;Сталь Банк;2248;Москва и обл.;1 221 600,00;1 838 550,00;-616 950,00;-33,56
659;-6;Кредитбанк;1035;Калмыкия;1 204 704,00;1 315 762,00;-111 058,00;-8,44
660;14;Булгар Банк;1917;Татарстан;1 202 858,00;1 163 616,00;39 242,00;3,37
661;22;Банк Премьер Кредит;1663;Москва и обл.;1 201 147,00;1 098 267,00;102 880,00;9,37
662;8;Симбирск;653;Ульяновская обл.;1 192 517,00;1 211 511,00;-18 994,00;-1,57
663;13;Первый Дортрансбанк;3271;Кировская обл.;1 186 652,00;1 150 592,00;36 060,00;3,13
664;15;Сельмашбанк;106;Ростовская обл.;1 178 844,00;1 140 049,00;38 795,00;3,40
665;2;Руна-Банк;3207;Москва и обл.;1 177 023,00;1 236 693,00;-59 670,00;-4,82
666;6;Дон-Тексбанк;1818;Ростовская обл.;1 176 520,00;1 195 823,00;-19 303,00;-1,61
667;-15;Онего;2484;Карелия;1 174 492,00;1 322 023,00;-147 531,00;-11,16
668;16;Арксбанк;1868;Воронежская обл.;1 167 806,00;1 097 020,00;70 786,00;6,45
669;-10;Сервис Резерв;2034;Москва и обл.;1 163 810,00;1 277 331,00;-113 521,00;-8,89
670;1;Арт-Банк;2779;Северная Осетия — Алания;1 156 713,00;1 208 408,00;-51 695,00;-4,28
671;18;Мико-Банк;3195;Москва и обл.;1 142 645,00;1 075 621,00;67 024,00;6,23
672;15;Яндекс Банк;3027;Москва и обл.;1 140 220,00;1 091 075,00;49 145,00;4,50
673;4;Смолевич;1121;Смоленская обл.;1 128 104,00;1 142 786,00;-14 682,00;-1,28
674;-12;Агора;3231;Москва и обл.;1 126 652,00;1 272 367,00;-145 715,00;-11,45
675;22;Ноосфера;2650;Республика Алтай;1 124 095,00;1 013 903,00;110 192,00;10,87
676;35;Икано Банк;3519;Москва и обл.;1 122 451,00;942 571,00;179 880,00;19,08
677;8;Саммит Банк;85;Приморский край;1 120 929,00;1 095 197,00;25 732,00;2,35
678;-5;Новый Промышленный Банк;930;Москва и обл.;1 118 849,00;1 188 655,00;-69 806,00;-5,87
679;-4;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 118 526,00;1 152 981,00;-34 455,00;-2,99
680;10;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 109 855,00;1 060 896,00;48 959,00;4,61
681;28;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 107 231,00;955 323,00;151 908,00;15,90
682;-14;Регионфинансбанк;3357;Москва и обл.;1 101 282,00;1 220 633,00;-119 351,00;-9,78
683;11;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 078 841,00;1 023 068,00;55 773,00;5,45
684;9;Взаимодействие;1704;Новосибирская обл.;1 073 561,00;1 032 946,00;40 615,00;3,93
685;30;Джаст Банк;3503;Москва и обл.;1 071 801,00;929 586,00;142 215,00;15,30
686;10;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 048 712,00;1 014 317,00;34 395,00;3,39
687;4;Миръ;3089;Москва и обл.;1 038 555,00;1 048 767,00;-10 212,00;-0,97
688;-10;Платежный Сервисный Банк;1943;Башкортостан;1 034 835,00;1 140 189,00;-105 354,00;-9,24
689;11;Флора-Москва;533;Москва и обл.;1 024 268,00;997 633,00;26 635,00;2,67
690;13;Вятич;2796;Рязанская обл.;1 012 964,00;985 320,00;27 644,00;2,81
691;-11;Содружество;2923;Москва и обл.;1 007 428,00;1 128 409,00;-120 981,00;-10,72
692;7;ЕАТП Банк;1765;Астраханская обл.;1 005 727,00;999 151,00;6 576,00;0,66
693;-27;РФИ Банк;3351;Москва и обл.;1 004 123,00;1 242 950,00;-238 827,00;-19,21
694;-39;Расчетная Палата РТС;3335;Москва и обл.;1 001 170,00;1 309 107,00;-307 937,00;-23,52
695;-7;Республиканский Кредитный Альянс;3017;Москва и обл.;998 706,00;1 086 037,00;-87 331,00;-8,04
696;8;Байкалкредобанк;2990;Иркутская обл.;987 480,00;973 785,00;13 695,00;1,41
697;-2;Тандем;1951;Москва и обл.;983 806,00;1 020 873,00;-37 067,00;-3,63
698;-17;Жилстройбанк;2769;Москва и обл.;981 098,00;1 120 213,00;-139 115,00;-12,42
699;26;Динамичные Системы;3439;Москва и обл.;977 003,00;858 773,00;118 230,00;13,77
700;-2;Камский Горизонт;2554;Татарстан;973 862,00;1 006 053,00;-32 191,00;-3,20
701;1;Тексбанк;2756;Карачаево-Черкесия;969 990,00;988 301,00;-18 311,00;-1,85
702;15;1Банк;2896;Северная Осетия — Алания;967 914,00;911 320,00;56 594,00;6,21
703;-11;Си Ди Би Банк;3339;Краснодарский край;953 938,00;1 042 247,00;-88 309,00;-8,47
704;1;Новый Век;3417;Москва и обл.;953 182,00;966 390,00;-13 208,00;-1,37
705;54;Озон Банк;3516;Москва и обл.;942 755,00;683 641,00;259 114,00;37,90
706;-5;Эсидбанк;1991;Дагестан;942 235,00;997 238,00;-55 003,00;-5,52
707;5;Элекснет;3314;Москва и обл.;941 005,00;941 005,00;0,00;0
708;22;Интеркоопбанк;2803;Москва и обл.;928 187,00;828 725,00;99 462,00;12,00
709;1;Финарс Банк;2938;Москва и обл.;923 091,00;943 612,00;-20 521,00;-2,17
710;4;Курган;2568;Курганская обл.;919 105,00;929 838,00;-10 733,00;-1,15
711;5;Турбобанк;3203;Санкт-Петербург и обл.;910 826,00;917 554,00;-6 728,00;-0,73
712;6;Месед;184;Дагестан;904 104,00;903 272,00;832,00;0,09
713;-5;Тетраполис;1586;Санкт-Петербург и обл.;900 249,00;958 086,00;-57 837,00;-6,04
714;-1;Вакобанк;1291;Псковская обл.;899 463,00;934 486,00;-35 023,00;-3,75
715;28;Соверен Банк;3206;Москва и обл.;864 318,00;751 293,00;113 025,00;15,04
716;10;Акция;927;Ивановская обл.;857 361,00;855 079,00;2 282,00;0,27
717;7;Тендер-Банк;2252;Москва и обл.;856 097,00;859 528,00;-3 431,00;-0,40
718;43;Космос;2245;Москва и обл.;849 042,00;679 637,00;169 405,00;24,93
719;20;Русский Банк Сбережений;779;Ставропольский край;847 818,00;774 076,00;73 742,00;9,53
720;-14;Инвест-Экобанк;1956;Санкт-Петербург и обл.;846 932,00;964 333,00;-117 401,00;-12,17
721;2;Бузулукбанк;1282;Оренбургская обл.;844 553,00;878 584,00;-34 031,00;-3,87
722;-1;Тальменка-Банк;826;Алтайский край;841 869,00;893 024,00;-51 155,00;-5,73
723;4;Центрально-Азиатский;3037;Хакасия;830 190,00;846 956,00;-16 766,00;-1,98
724;13;СМБ-Банк;3504;Санкт-Петербург и обл.;828 808,00;775 551,00;53 257,00;6,87
725;41;Далетбанк;3049;Москва и обл.;817 453,00;635 368,00;182 085,00;28,66
726;3;Ипозембанк;3026;Самарская обл.;817 188,00;841 547,00;-24 359,00;-2,89
727;33;Международный Расчетный Банк;3028;Москва и обл.;816 409,00;680 750,00;135 659,00;19,93
728;18;Аделантбанк;1835;Москва и обл.;809 935,00;739 601,00;70 334,00;9,51
729;-10;Объединенный Национальный Банк;2074;Нижегородская обл.;808 438,00;901 908,00;-93 470,00;-10,36
730;6;Прохладный;874;Кабардино-Балкария;807 601,00;777 254,00;30 347,00;3,90
731;7;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;805 445,00;774 681,00;30 764,00;3,97
732;-1;Классик Эконом Банк;3298;Северная Осетия — Алания;800 950,00;824 643,00;-23 693,00;-2,87
733;11;РУБанк;2813;Ростовская обл.;789 290,00;748 932,00;40 358,00;5,39
734;-6;Северинвестбанк;2264;Белгородская обл.;783 103,00;846 447,00;-63 344,00;-7,48
735;5;Расчетный Дом;3350;Москва и обл.;782 319,00;773 884,00;8 435,00;1,09
736;-2;Спецстройбанк;236;Москва и обл.;781 112,00;787 293,00;-6 181,00;-0,79
737;-30;БВА Банк;1684;Москва и обл.;778 735,00;963 012,00;-184 277,00;-19,14
738;14;Первоуральскбанк;965;Свердловская обл.;775 173,00;714 420,00;60 753,00;8,50
739;19;Южный Региональный Банк;3015;Ростовская обл.;764 258,00;687 491,00;76 767,00;11,17
740;1;Русский Финансовый Альянс;2035;Москва и обл.;752 398,00;771 769,00;-19 371,00;-2,51
741;93;ТЭСТ;3440;Москва и обл.;746 246,00;280 035,00;466 211,00;166,48
742;-9;Славянбанк;804;Новгородская обл.;744 795,00;797 446,00;-52 651,00;-6,60
743;8;Вайлдберриз Банк;841;Адыгея;736 013,00;717 901,00;18 112,00;2,52
744;-12;Ресурс-Траст;3122;Москва и обл.;733 096,00;805 124,00;-72 028,00;-8,95
745;17;Невастройинвест;1926;Санкт-Петербург и обл.;732 496,00;664 841,00;67 655,00;10,18
746;3;Региональный Корпоративный Банк;1134;Москва и обл.;723 241,00;723 598,00;-357,00;-0,05
747;3;Кузбассхимбанк;2868;Кемеровская обл.;710 985,00;718 515,00;-7 530,00;-1,05
748;8;МТИ Банк;1052;Москва и обл.;705 098,00;700 918,00;4 180,00;0,60
749;22;Народный Земельно-Промышленный Банк;2873;Алтайский край;699 993,00;582 901,00;117 092,00;20,09
750;18;ГРиС-Банк;1928;Ставропольский край;699 666,00;612 904,00;86 762,00;14,16
751;6;Майский;1673;Кабардино-Балкария;696 689,00;697 382,00;-693,00;-0,10
752;-7;РусьРегионБанк;685;Москва и обл.;693 743,00;744 437,00;-50 694,00;-6,81
753;11;НСТ-Банк;1738;Оренбургская обл.;688 191,00;643 722,00;44 469,00;6,91
754;0;Народный Инвестиционный Банк;2876;Самарская обл.;686 487,00;713 313,00;-26 826,00;-3,76
755;12;Межрегионбанк;1059;Москва и обл.;671 484,00;632 647,00;38 837,00;6,14
756;-9;Балаково-Банк;444;Саратовская обл.;665 406,00;736 650,00;-71 244,00;-9,67
757;22;Анелик РУ;3443;Москва и обл.;661 195,00;546 899,00;114 296,00;20,90
758;17;Азия Банк;3183;Москва и обл.;660 383,00;552 881,00;107 502,00;19,44
759;-4;Гефест;1046;Тверская обл.;658 225,00;704 393,00;-46 168,00;-6,55
760;5;ПэйПал Ру;3517;Москва и обл.;642 092,00;642 092,00;0,00;0
761;-13;Банк РСИ;3415;Москва и обл.;641 666,00;727 711,00;-86 045,00;-11,82
762;-27;Москва;1661;Москва и обл.;636 785,00;778 706,00;-141 921,00;-18,23
763;14;Старый Кремль;2657;Москва и обл.;636 753,00;548 486,00;88 267,00;16,09
764;-22;Прокоммерцбанк;2996;Москва и обл.;633 321,00;760 821,00;-127 500,00;-16,76
765;-2;Холдинвестбанк;2837;Москва и обл.;632 187,00;646 431,00;-14 244,00;-2,20
766;6;Вестинтербанк;3398;Москва и обл.;614 047,00;561 460,00;52 587,00;9,37
767;-85;КИП-Банк;2843;Москва и обл.;612 804,00;1 111 862,00;-499 058,00;-44,88
768;2;Внешфинбанк;3173;Краснодарский край;601 081,00;594 140,00;6 941,00;1,17
769;7;АвтоКредитБанк;1973;Татарстан;573 537,00;551 581,00;21 956,00;3,98
770;13;АлтайБизнес-Банк;2388;Алтайский край;561 341,00;536 777,00;24 564,00;4,58
771;9;Дружба;990;Тюменская обл.;538 403,00;543 665,00;-5 262,00;-0,97
772;30;АББ;2937;Москва и обл.;534 455,00;444 567,00;89 888,00;20,22
773;20;Промсвязьинвест;2761;Дагестан;533 524,00;464 585,00;68 939,00;14,84
774;8;Геобанк;2027;Москва и обл.;523 490,00;538 565,00;-15 075,00;-2,80
775;-1;Телекоммерц Банк;3380;Тульская обл.;518 502,00;557 523,00;-39 021,00;-7,00
776;-3;Приполярком;507;Тюменская обл.;517 828,00;560 437,00;-42 609,00;-7,60
777;28;Онлайн Банк;2462;Москва и обл.;517 735,00;434 331,00;83 404,00;19,20
778;-56;Аскания Траст;286;Москва и обл.;510 943,00;878 966,00;-368 023,00;-41,87
779;6;Центр Межбанковских Расчетов;3400;Москва и обл.;501 131,00;516 760,00;-15 629,00;-3,02
780;27;Стар Альянс;3433;Москва и обл.;497 331,00;426 315,00;71 016,00;16,66
781;6;Башпромбанк;1006;Башкортостан;497 018,00;497 263,00;-245,00;-0,05
782;7;Межрегиональный Банк Реконструкции;2620;Москва и обл.;491 495,00;490 313,00;1 182,00;0,24
783;-5;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;489 020,00;548 230,00;-59 210,00;-10,80
784;-15;Олма-Банк;3250;Москва и обл.;487 620,00;600 369,00;-112 749,00;-18,78
785;6;Рента-Банк;3095;Москва и обл.;482 062,00;478 972,00;3 090,00;0,65
786;4;Новокиб;1747;Кемеровская обл.;474 498,00;482 927,00;-8 429,00;-1,75
787;13;Энтузиастбанк;3048;Москва и обл.;473 330,00;449 685,00;23 645,00;5,26
788;13;Максимум;466;Ростовская обл.;465 261,00;444 874,00;20 387,00;4,58
789;6;Лада-Кредит;2668;Москва и обл.;463 335,00;462 926,00;409,00;0,09
790;-6;ФинТех;3499;Москва и обл.;463 320,00;522 642,00;-59 322,00;-11,35
791;1;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;462 426,00;473 375,00;-10 949,00;-2,31
792;-6;Адам Интернэшнл;2232;Дагестан;452 294,00;509 562,00;-57 268,00;-11,24
793;1;МВС Банк;2407;Дагестан;450 484,00;463 211,00;-12 727,00;-2,75
794;2;Континенталь;3184;Ставропольский край;443 660,00;461 326,00;-17 666,00;-3,83
795;2;Банк Берейт;3505;Санкт-Петербург и обл.;441 655,00;459 431,00;-17 776,00;-3,87
796;3;Европейский Стандарт;3200;Кабардино-Балкария;432 046,00;451 865,00;-19 819,00;-4,39
797;6;РИТЦ Банк;2677;Москва и обл.;422 284,00;435 130,00;-12 846,00;-2,95
798;8;Эко-Инвест;3116;Москва и обл.;421 740,00;429 060,00;-7 320,00;-1,71
799;13;Кредо Финанс;793;Дагестан;406 541,00;404 938,00;1 603,00;0,40
800;11;Электронный платежный сервис;3509;Москва и обл.;406 057,00;406 057,00;0,00;0
801;7;ИР-Кредит;1724;Москва и обл.;402 903,00;423 233,00;-20 330,00;-4,80
802;2;Далта-Банк;142;Приморский край;399 354,00;434 934,00;-35 580,00;-8,18
