Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июль, 2019, тыс. рублей;Июнь, 2019, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;1;Мегаполис;3265;Чувашия;4 389 458,00;4 255 531,00;133 927,00;3,15
260;1;Бланк Банк;2368;Москва и обл.;4 229 983,00;4 193 367,00;36 616,00;0,87
261;-3;Донкомбанк;492;Ростовская обл.;4 144 284,00;4 272 045,00;-127 761,00;-2,99
262;0;НОКССбанк;3202;Волгоградская обл.;4 144 024,00;4 142 511,00;1 513,00;0,04
263;6;Оргбанк;3312;Москва и обл.;4 085 687,00;3 938 537,00;147 150,00;3,74
264;8;Долинск;857;Сахалинская обл.;4 060 760,00;3 876 969,00;183 791,00;4,74
265;2;Московский Коммерческий Банк;3172;Москва и обл.;4 035 477,00;4 046 418,00;-10 941,00;-0,27
266;0;Заубер Банк;1614;Санкт-Петербург и обл.;4 008 551,00;4 049 873,00;-41 322,00;-1,02
267;6;Вологжанин;1896;Вологодская обл.;3 922 304,00;3 835 488,00;86 816,00;2,26
268;8;ПэйПал Ру;3517;Москва и обл.;3 885 521,00;3 702 929,00;182 592,00;4,93
269;1;Братский АНКБ;1144;Иркутская обл.;3 839 511,00;3 925 135,00;-85 624,00;-2,18
270;4;Алтайкапиталбанк;2659;Алтайский край;3 819 805,00;3 773 789,00;46 016,00;1,22
271;-8;Банк Реалист;2646;Москва и обл.;3 809 275,00;4 117 011,00;-307 736,00;-7,47
272;-4;Славянский Кредит;2960;Москва и обл.;3 783 901,00;3 969 179,00;-185 278,00;-4,67
273;2;Банк Кремлевский;2905;Москва и обл.;3 744 950,00;3 769 815,00;-24 865,00;-0,66
274;-9;ФинТех;3499;Москва и обл.;3 718 962,00;4 058 663,00;-339 701,00;-8,37
275;3;Коммерческий Индо Банк;3446;Москва и обл.;3 693 794,00;3 656 437,00;37 357,00;1,02
276;14;Новокиб;1747;Кемеровская обл.;3 628 017,00;3 214 091,00;413 926,00;12,88
277;5;Владбизнесбанк;903;Владимирская обл.;3 610 505,00;3 483 244,00;127 261,00;3,65
278;3;Уралфинанс;1370;Свердловская обл.;3 606 006,00;3 490 513,00;115 493,00;3,31
279;0;Объединенный Резервный Банк;937;Москва и обл.;3 589 893,00;3 633 675,00;-43 782,00;-1,20
280;0;Уралпромбанк;2964;Челябинская обл.;3 565 538,00;3 622 402,00;-56 864,00;-1,57
281;-4;ЮМК Банк;3495;Краснодарский край;3 561 989,00;3 661 082,00;-99 093,00;-2,71
282;6;Унифондбанк;3416;Москва и обл.;3 529 011,00;3 249 630,00;279 381,00;8,60
283;6;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 491 286,00;3 225 670,00;265 616,00;8,23
284;-1;Межрегиональный промышленно-строительный банк;752;Мордовия;3 477 185,00;3 455 839,00;21 346,00;0,62
285;-14;Элита;1399;Калужская обл.;3 452 408,00;3 878 838,00;-426 430,00;-10,99
286;8;Бест Эффортс Банк;435;Москва и обл.;3 394 335,00;3 058 931,00;335 404,00;10,96
287;-2;Современные Стандарты Бизнеса;3397;Москва и обл.;3 351 273,00;3 344 543,00;6 730,00;0,20
288;-4;Первый Клиентский Банк;3436;Москва и обл.;3 332 702,00;3 432 489,00;-99 787,00;-2,91
289;-3;Евразийский Банк;969;Москва и обл.;3 274 795,00;3 330 464,00;-55 669,00;-1,67
290;-33;Итуруп;2390;Сахалинская обл.;3 089 719,00;4 426 987,00;-1 337 268,00;-30,21
291;4;Живаго Банк;2065;Рязанская обл.;3 072 118,00;3 056 607,00;15 511,00;0,51
292;7;Система;2846;Москва и обл.;3 068 238,00;2 883 501,00;184 737,00;6,41
293;0;Синко-Банк;2838;Москва и обл.;3 041 938,00;3 081 691,00;-39 753,00;-1,29
294;-7;РАМ Банк;3480;Москва и обл.;3 034 091,00;3 313 815,00;-279 724,00;-8,44
295;-4;Международный Коммерческий Банк;2524;Москва и обл.;3 016 518,00;3 178 121,00;-161 603,00;-5,08
296;0;Экси-Банк;2530;Санкт-Петербург и обл.;3 003 290,00;3 018 050,00;-14 760,00;-0,49
297;4;Америкэн Экспресс Банк;3460;Москва и обл.;2 965 098,00;2 807 728,00;157 370,00;5,60
298;-6;Банк Заречье;817;Татарстан;2 934 603,00;3 120 859,00;-186 256,00;-5,97
299;7;Первоуральскбанк;965;Свердловская обл.;2 829 963,00;2 674 142,00;155 821,00;5,83
300;-2;ИТ Банк;2609;Омская обл.;2 819 603,00;2 892 458,00;-72 855,00;-2,52
301;2;БСТ-Банк;2883;Кемеровская обл.;2 808 859,00;2 766 352,00;42 507,00;1,54
302;8;Озон Банк;3516;Москва и обл.;2 766 017,00;2 578 989,00;187 028,00;7,25
303;4;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 743 360,00;2 636 300,00;107 060,00;4,06
304;-2;РБА;3413;Москва и обл.;2 713 418,00;2 768 905,00;-55 487,00;-2,00
305;-1;Евроальянс;1781;Ивановская обл.;2 709 592,00;2 704 132,00;5 460,00;0,20
306;-6;Новый Век;3417;Москва и обл.;2 662 413,00;2 860 342,00;-197 929,00;-6,92
307;4;Профессионал Банк;3296;Москва и обл.;2 640 190,00;2 573 855,00;66 335,00;2,58
308;1;Далена Банк;1948;Москва и обл.;2 590 508,00;2 584 195,00;6 313,00;0,24
309;5;Ермак;1809;Ханты-Мансийский АО — Югра;2 582 534,00;2 543 125,00;39 409,00;1,55
310;3;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 565 525,00;2 559 631,00;5 894,00;0,23
311;5;Внешфинбанк;3173;Краснодарский край;2 565 397,00;2 451 450,00;113 947,00;4,65
312;8;Юнистрим;3467;Москва и обл.;2 560 093,00;2 382 663,00;177 430,00;7,45
313;2;Витабанк;356;Санкт-Петербург и обл.;2 551 280,00;2 483 615,00;67 665,00;2,72
314;-2;Газнефтьбанк;3223;Саратовская обл.;2 545 393,00;2 563 968,00;-18 575,00;-0,72
315;2;Тендер-Банк;2252;Москва и обл.;2 528 432,00;2 426 784,00;101 648,00;4,19
316;-11;Яринтербанк;2564;Ярославская обл.;2 522 861,00;2 679 620,00;-156 759,00;-5,85
317;1;Кетовский Коммерческий Банк;842;Курганская обл.;2 518 750,00;2 426 309,00;92 441,00;3,81
318;-10;Социум-Банк;2881;Москва и обл.;2 481 094,00;2 593 459,00;-112 365,00;-4,33
319;0;Йошкар-Ола;2802;Марий Эл;2 397 194,00;2 382 891,00;14 303,00;0,60
320;2;Народный Банк;2249;Москва и обл.;2 330 938,00;2 271 834,00;59 104,00;2,60
321;0;Россита-Банк;3257;Москва и обл.;2 325 964,00;2 378 035,00;-52 071,00;-2,19
322;4;Банк Пермь;875;Пермская обл.;2 295 870,00;2 167 349,00;128 521,00;5,93
323;0;Невский Банк;1068;Санкт-Петербург и обл.;2 255 409,00;2 231 113,00;24 296,00;1,09
324;13;Старооскольский Агропромбанк;1050;Белгородская обл.;2 197 764,00;2 002 930,00;194 834,00;9,73
325;0;Костромаселькомбанк;1115;Костромская обл.;2 179 204,00;2 195 155,00;-15 951,00;-0,73
326;6;Приобье;537;Ханты-Мансийский АО — Югра;2 175 927,00;2 107 954,00;67 973,00;3,22
327;6;Капитал;575;Москва и обл.;2 164 688,00;2 088 624,00;76 064,00;3,64
328;0;Вкабанк;1027;Астраханская обл.;2 146 658,00;2 163 186,00;-16 528,00;-0,76
329;1;Великие Луки Банк;598;Псковская обл.;2 142 784,00;2 143 430,00;-646,00;-0,03
330;-1;Первый Инвестиционный Банк;604;Москва и обл.;2 130 124,00;2 153 595,00;-23 471,00;-1,09
331;9;Банк Глобус;2438;Москва и обл.;2 093 089,00;1 935 193,00;157 896,00;8,16
332;-1;Кросна-Банк;2607;Москва и обл.;2 080 326,00;2 109 892,00;-29 566,00;-1,40
333;-6;ИК Банк;1732;Татарстан;2 077 039,00;2 166 441,00;-89 402,00;-4,13
334;1;Саратов;330;Саратовская обл.;2 070 607,00;2 045 953,00;24 654,00;1,21
335;3;Первый Дортрансбанк;3271;Кировская обл.;2 045 392,00;1 985 984,00;59 408,00;2,99
336;5;Викинг;2;Санкт-Петербург и обл.;1 955 067,00;1 919 352,00;35 715,00;1,86
337;2;Арзамас;1281;Нижегородская обл.;1 946 311,00;1 941 396,00;4 915,00;0,25
338;8;Сельмашбанк;106;Ростовская обл.;1 942 790,00;1 812 480,00;130 310,00;7,19
339;4;Мобильная карта;3522;Санкт-Петербург и обл.;1 918 205,00;1 888 782,00;29 423,00;1,56
340;2;Новый Московский Банк;2932;Москва и обл.;1 855 925,00;1 911 587,00;-55 662,00;-2,91
341;3;Дом-Банк;3209;Москва и обл.;1 819 310,00;1 865 255,00;-45 945,00;-2,46
342;3;Кредпромбанк;1165;Ярославская обл.;1 776 355,00;1 853 722,00;-77 367,00;-4,17
343;-7;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 775 638,00;2 035 379,00;-259 741,00;-12,76
344;8;Спиритбанк;2053;Тульская обл.;1 755 256,00;1 660 852,00;94 404,00;5,68
345;3;Майкопбанк;1136;Адыгея;1 724 616,00;1 728 758,00;-4 142,00;-0,24
346;8;Кузбассхимбанк;2868;Кемеровская обл.;1 720 775,00;1 620 956,00;99 819,00;6,16
347;0;Сервис Резерв;2034;Москва и обл.;1 714 499,00;1 738 498,00;-23 999,00;-1,38
348;5;Расчетные Решения;3524;Москва и обл.;1 705 351,00;1 627 358,00;77 993,00;4,79
349;1;Калуга;1151;Калужская обл.;1 679 675,00;1 683 491,00;-3 816,00;-0,23
350;6;Промсельхозбанк;538;Москва и обл.;1 645 813,00;1 576 745,00;69 068,00;4,38
351;-27;АвтоКредитБанк;1973;Татарстан;1 629 105,00;2 225 688,00;-596 583,00;-26,80
352;9;РФИ Банк;3351;Москва и обл.;1 616 607,00;1 492 976,00;123 631,00;8,28
353;4;Спутник;1071;Самарская обл.;1 555 762,00;1 560 821,00;-5 059,00;-0,32
354;5;ИРС;272;Москва и обл.;1 524 373,00;1 502 658,00;21 715,00;1,45
355;3;Алтынбанк;2070;Татарстан;1 522 847,00;1 505 073,00;17 774,00;1,18
356;-1;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 522 073,00;1 578 623,00;-56 550,00;-3,58
357;-6;Межбанковский Кредитный Союз;3242;Москва и обл.;1 512 043,00;1 673 154,00;-161 111,00;-9,63
358;4;Элекснет;3314;Москва и обл.;1 480 483,00;1 492 232,00;-11 749,00;-0,79
359;7;Вакобанк;1291;Псковская обл.;1 462 498,00;1 420 509,00;41 989,00;2,96
360;0;Апабанк;2404;Москва и обл.;1 440 333,00;1 493 074,00;-52 741,00;-3,53
361;3;Проинвестбанк;784;Пермская обл.;1 428 307,00;1 460 336,00;-32 029,00;-2,19
362;6;Столичный Кредит;2853;Москва и обл.;1 407 103,00;1 416 708,00;-9 605,00;-0,68
363;-14;Тексбанк;2756;Карачаево-Черкесия;1 399 266,00;1 693 965,00;-294 699,00;-17,40
364;6;Крона-Банк;2499;Иркутская обл.;1 398 527,00;1 399 344,00;-817,00;-0,06
365;-31;Земкомбанк;574;Ростовская обл.;1 392 742,00;2 075 986,00;-683 244,00;-32,91
366;18;МТИ Банк;1052;Москва и обл.;1 383 314,00;1 175 935,00;207 379,00;17,64
367;-70;Банкхаус Эрбе;1717;Москва и обл.;1 369 231,00;2 942 351,00;-1 573 120,00;-53,46
368;4;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 367 907,00;1 340 835,00;27 072,00;2,02
369;0;Кузнецкий Мост;2254;Москва и обл.;1 363 027,00;1 415 588,00;-52 561,00;-3,71
370;1;Ноосфера;2650;Республика Алтай;1 361 705,00;1 369 914,00;-8 209,00;-0,60
371;-4;Банк РМП;2574;Москва и обл.;1 356 524,00;1 417 498,00;-60 974,00;-4,30
372;-7;Росбизнесбанк;1405;Москва и обл.;1 342 995,00;1 434 297,00;-91 302,00;-6,37
373;1;Яндекс Банк;3027;Москва и обл.;1 340 767,00;1 316 068,00;24 699,00;1,88
374;-1;Прохладный;874;Кабардино-Балкария;1 316 015,00;1 333 399,00;-17 384,00;-1,30
375;22;Агора;3231;Москва и обл.;1 306 370,00;966 175,00;340 195,00;35,21
376;1;Нальчик;695;Кабардино-Балкария;1 295 982,00;1 257 795,00;38 187,00;3,04
377;3;Спецстройбанк;236;Москва и обл.;1 283 591,00;1 221 995,00;61 596,00;5,04
378;1;Республиканский Кредитный Альянс;3017;Москва и обл.;1 262 235,00;1 222 626,00;39 609,00;3,24
379;-3;Примтеркомбанк;21;Приморский край;1 260 112,00;1 280 585,00;-20 473,00;-1,60
380;2;Народный Доверительный Банк;2374;Москва и обл.;1 236 521,00;1 191 672,00;44 849,00;3,76
381;-3;Почтобанк;1788;Пермская обл.;1 230 047,00;1 225 487,00;4 560,00;0,37
382;-19;Руна-Банк;3207;Москва и обл.;1 228 544,00;1 463 283,00;-234 739,00;-16,04
383;-8;Русский Банк Сбережений;779;Ставропольский край;1 182 670,00;1 309 661,00;-126 991,00;-9,70
384;1;Саммит Банк;85;Приморский край;1 168 377,00;1 174 901,00;-6 524,00;-0,56
385;-4;Курган;2568;Курганская обл.;1 166 566,00;1 202 476,00;-35 910,00;-2,99
386;0;Дон-Тексбанк;1818;Ростовская обл.;1 139 538,00;1 137 753,00;1 785,00;0,16
387;0;ЕАТП Банк;1765;Астраханская обл.;1 123 312,00;1 107 049,00;16 263,00;1,47
388;0;Майский;1673;Кабардино-Балкария;1 102 911,00;1 083 581,00;19 330,00;1,78
389;0;Байкалкредобанк;2990;Иркутская обл.;1 101 345,00;1 082 427,00;18 918,00;1,75
390;3;Мурманский Расчетный Центр;3341;Мурманская обл.;1 070 560,00;1 028 719,00;41 841,00;4,07
391;0;Невастройинвест;1926;Санкт-Петербург и обл.;1 066 268,00;1 066 962,00;-694,00;-0,07
392;-2;ИСБ;3010;Москва и обл.;1 064 271,00;1 071 505,00;-7 234,00;-0,68
393;8;Металлург;2877;Москва и обл.;1 055 800,00;887 608,00;168 192,00;18,95
394;4;Соколовский;2830;Москва и обл.;1 021 341,00;960 410,00;60 931,00;6,34
395;26;Деньги.Мэйл.Ру;3511;Москва и обл.;1 019 654,00;612 503,00;407 151,00;66,47
396;-1;Народный Инвестиционный Банк;2876;Самарская обл.;1 001 444,00;990 212,00;11 232,00;1,13
397;-1;Максима;3379;Москва и обл.;971 852,00;967 179,00;4 673,00;0,48
398;7;Кредитинвест;1197;Дагестан;954 250,00;852 005,00;102 245,00;12,00
399;-5;Космос;2245;Москва и обл.;936 062,00;1 023 282,00;-87 220,00;-8,52
400;-1;Синергия;2884;Саратовская обл.;929 300,00;938 568,00;-9 268,00;-0,99
401;-1;Банк РСИ;3415;Москва и обл.;917 491,00;924 854,00;-7 363,00;-0,80
402;-10;Финчер;3486;Москва и обл.;886 306,00;1 031 296,00;-144 990,00;-14,06
403;3;Химик;1114;Нижегородская обл.;881 781,00;832 439,00;49 342,00;5,93
404;-2;Классик Эконом Банк;3298;Северная Осетия — Алания;833 528,00;887 592,00;-54 064,00;-6,09
405;5;Ресурс-Траст;3122;Москва и обл.;828 424,00;742 802,00;85 622,00;11,53
406;-3;Национальный Банк Взаимного Кредита;3214;Москва и обл.;823 924,00;887 545,00;-63 621,00;-7,17
407;1;Балаково-Банк;444;Саратовская обл.;819 186,00;817 538,00;1 648,00;0,20
408;-1;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;801 958,00;821 132,00;-19 174,00;-2,34
409;-5;Национальный Банк Сбережений;1949;Ивановская обл.;792 719,00;858 897,00;-66 178,00;-7,70
410;7;Рента-Банк;3095;Москва и обл.;785 535,00;652 257,00;133 278,00;20,43
411;-2;Объединенный Банк Республики;1016;Чувашия;782 717,00;775 775,00;6 942,00;0,89
412;0;Единая касса;3512;Москва и обл.;740 337,00;705 344,00;34 993,00;4,96
413;7;Геобанк;2027;Москва и обл.;734 225,00;617 194,00;117 031,00;18,96
414;-3;Прокоммерцбанк;2996;Москва и обл.;724 164,00;714 220,00;9 944,00;1,39
415;3;Славянбанк;804;Новгородская обл.;662 672,00;623 799,00;38 873,00;6,23
416;-2;Вятич;2796;Рязанская обл.;648 908,00;667 557,00;-18 649,00;-2,79
417;-2;ГринКомБанк;1184;Иркутская обл.;642 595,00;661 285,00;-18 690,00;-2,83
418;5;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;641 690,00;590 275,00;51 415,00;8,71
419;-3;Центрально-Азиатский;3037;Хакасия;641 280,00;652 687,00;-11 407,00;-1,75
420;-7;РусьРегионБанк;685;Москва и обл.;634 002,00;695 510,00;-61 508,00;-8,84
421;1;Гефест;1046;Тверская обл.;618 015,00;606 472,00;11 543,00;1,90
422;2;Единая Расчетная Палата;384;Москва и обл.;610 221,00;582 391,00;27 830,00;4,78
423;7;Жилкредит;1736;Москва и обл.;595 235,00;522 415,00;72 820,00;13,94
424;1;Сетевая Расчетная Палата;3332;Татарстан;577 747,00;581 425,00;-3 678,00;-0,63
425;-6;Вайлдберриз Банк;841;Адыгея;545 666,00;618 473,00;-72 807,00;-11,77
426;9;РИБ;2749;Москва и обл.;544 983,00;499 903,00;45 080,00;9,02
427;-1;Холмск;503;Сахалинская обл.;540 641,00;575 102,00;-34 461,00;-5,99
428;0;Онего;2484;Карелия;540 584,00;555 394,00;-14 810,00;-2,67
429;24;Р-Инкас;3536;Москва и обл.;537 516,00;202 293,00;335 223,00;165,71
430;1;Дружба;990;Тюменская обл.;526 066,00;518 724,00;7 342,00;1,42
431;-2;Моби.Деньги;3523;Москва и обл.;525 142,00;527 087,00;-1 945,00;-0,37
432;-5;Монета.ру;3508;Марий Эл;513 665,00;559 083,00;-45 418,00;-8,12
433;1;Таганрогбанк;3136;Ростовская обл.;504 394,00;503 207,00;1 187,00;0,24
434;2;МВС Банк;2407;Дагестан;501 333,00;498 504,00;2 829,00;0,57
435;2;Лэнд Кредит;1478;Москва и обл.;485 818,00;486 412,00;-594,00;-0,12
436;-4;Эко-Инвест;3116;Москва и обл.;470 366,00;518 428,00;-48 062,00;-9,27
437;-4;Континенталь;3184;Ставропольский край;451 228,00;517 483,00;-66 255,00;-12,80
438;7;Народный Банк Тувы;1309;Тыва;450 356,00;345 788,00;104 568,00;30,24
439;-1;Банк Берейт;3505;Санкт-Петербург и обл.;397 804,00;390 127,00;7 677,00;1,97
440;1;Тайдон;2085;Кемеровская обл.;370 674,00;368 737,00;1 937,00;0,53
441;2;Северстройбанк;3507;Вологодская обл.;368 315,00;364 961,00;3 354,00;0,92
442;8;ПэйЮ;3518;Москва и обл.;341 489,00;264 056,00;77 433,00;29,32
443;3;Банк 131;3538;Татарстан;338 735,00;338 393,00;342,00;0,10
444;-4;Альтернатива;3452;Москва и обл.;329 868,00;382 887,00;-53 019,00;-13,85
445;2;Русское Финансовое Общество;3427;Москва и обл.;296 874,00;330 411,00;-33 537,00;-10,15
446;8;Вест;2605;Москва и обл.;287 552,00;197 964,00;89 588,00;45,25
447;2;Объединенная Расчетная Система;3342;Москва и обл.;287 263,00;289 000,00;-1 737,00;-0,60
448;0;Промсвязьинвест;2761;Дагестан;281 902,00;292 824,00;-10 922,00;-3,73
449;-5;Электронный платежный сервис;3509;Москва и обл.;281 167,00;363 706,00;-82 539,00;-22,69
450;-8;Платежный Стандарт;3530;Новосибирская обл.;266 015,00;368 269,00;-102 254,00;-27,77
451;1;Нарат;1902;Татарстан;214 678,00;213 775,00;903,00;0,42
452;5;Красноярский Краевой Расчетный Центр;3483;Красноярский край;195 031,00;171 835,00;23 196,00;13,50
453;-2;Платежи и Расчеты;3324;Самарская обл.;193 494,00;232 192,00;-38 698,00;-16,67
454;2;Элексир;3533;Москва и обл.;181 691,00;173 722,00;7 969,00;4,59
455;4;Перспектива;3532;Омская обл.;139 067,00;89 532,00;49 535,00;55,33
456;4;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;130 341,00;69 736,00;60 605,00;86,91
457;1;Дальний Восток;3318;Приморский край;126 630,00;123 822,00;2 808,00;2,27
458;3;Элплат;3535;Удмуртия;107 901,00;67 480,00;40 421,00;59,90
459;-4;Премиум;3514;Москва и обл.;104 363,00;184 002,00;-79 639,00;-43,28
460;2;Инэко;3520;Ивановская обл.;91 380,00;20 926,00;70 454,00;336,68
461;3;21 Век;3309;Санкт-Петербург и обл.;13 925,00;14 761,00;-836,00;-5,66
462;1;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;6 480,00;17 547,00;-11 067,00;-63,07
