Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2017, тыс. рублей;Октябрь, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
528;-6;Геобанк;2027;Москва и обл.;489 697,00;534 745,00;-45 048,00;-8,42
529;3;Рента-Банк;3095;Москва и обл.;486 083,00;470 743,00;15 340,00;3,26
530;-3;Дружба;990;Тюменская обл.;485 265,00;497 029,00;-11 764,00;-2,37
531;0;Мобильная карта;3522;Санкт-Петербург и обл.;483 117,00;483 117,00;0,00;0
532;5;Единая касса;3512;Москва и обл.;482 407,00;435 305,00;47 102,00;10,82
533;0;Логос;3233;Москва и обл.;472 090,00;463 330,00;8 760,00;1,89
534;0;Банк Берейт;3505;Санкт-Петербург и обл.;466 378,00;461 493,00;4 885,00;1,06
535;0;Стар Альянс;3433;Москва и обл.;455 476,00;448 319,00;7 157,00;1,60
536;3;Континенталь;3184;Ставропольский край;427 723,00;412 628,00;15 095,00;3,66
537;-8;Финчер;3486;Москва и обл.;418 528,00;493 505,00;-74 977,00;-15,19
538;0;Эко-Инвест;3116;Москва и обл.;406 516,00;424 068,00;-17 552,00;-4,14
539;10;Лидер;3304;Москва и обл.;392 689,00;280 632,00;112 057,00;39,93
540;0;РИБ;2749;Москва и обл.;385 272,00;405 907,00;-20 635,00;-5,08
541;2;Альтернатива;3452;Москва и обл.;375 976,00;370 087,00;5 889,00;1,59
542;0;Северстройбанк;3507;Вологодская обл.;375 661,00;371 381,00;4 280,00;1,15
543;-2;Тайдон;2085;Кемеровская обл.;373 908,00;376 969,00;-3 061,00;-0,81
544;-8;Европейский Стандарт;3200;Москва и обл.;372 167,00;436 745,00;-64 578,00;-14,79
545;5;Монета.ру;3508;Марий Эл;364 360,00;274 973,00;89 387,00;32,51
546;-2;Объединенная Расчетная Система;3342;Москва и обл.;342 647,00;366 984,00;-24 337,00;-6,63
547;-2;Промсвязьинвест;2761;Дагестан;317 857,00;334 602,00;-16 745,00;-5,00
548;-2;Нарат;1902;Саратовская обл.;308 688,00;308 086,00;602,00;0,20
549;-2;Рунэтбанк;2829;Москва и обл.;300 707,00;302 762,00;-2 055,00;-0,68
550;-2;Деньги.Мэйл.Ру;3511;Москва и обл.;296 371,00;296 371,00;0,00;0
551;0;Сетевая Расчетная Палата;3332;Татарстан;248 963,00;251 899,00;-2 936,00;-1,17
552;7;Платежный Клиринговый Дом;3343;Москва и обл.;237 750,00;139 146,00;98 604,00;70,86
553;0;Красноярский Краевой Расчетный Центр;3483;Красноярский край;209 534,00;216 039,00;-6 505,00;-3,01
554;-2;Русское Финансовое Общество;3427;Москва и обл.;201 018,00;248 772,00;-47 754,00;-19,20
555;-1;Моби.Деньги;3523;Москва и обл.;187 915,00;187 915,00;0,00;0
556;-1;Элексир;3533;Москва и обл.;181 299,00;187 668,00;-6 369,00;-3,39
557;-1;Платежи и Расчеты;3324;Самарская обл.;154 547,00;162 789,00;-8 242,00;-5,06
558;0;Электронный платежный сервис;3509;Москва и обл.;142 173,00;142 173,00;0,00;0
559;1;ПэйЮ;3518;Москва и обл.;130 950,00;130 950,00;0,00;0
560;1;Платежный Стандарт;3530;Новосибирская обл.;128 708,00;128 708,00;0,00;0
561;1;Р-Инкас;3536;Москва и обл.;114 793,00;120 204,00;-5 411,00;-4,50
562;1;Вест;2605;Москва и обл.;105 040,00;104 961,00;79,00;0,08
563;2;Умут;2435;Дагестан;78 438,00;76 520,00;1 918,00;2,51
564;0;Премиум;3514;Москва и обл.;77 980,00;77 980,00;0,00;0
565;1;Дальний Восток;3318;Приморский край;69 479,00;59 775,00;9 704,00;16,23
566;1;Элплат;3535;Удмуртия;39 496,00;39 496,00;0,00;0
567;1;Перспектива;3532;Омская обл.;38 781,00;38 781,00;0,00;0
568;4;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;35 242,00;15 332,00;19 910,00;129,86
569;0;Инновационный Расчетный Центр;3447;Москва и обл.;23 902,00;23 523,00;379,00;1,61
570;1;АРБ-Инкасс;3353;Москва и обл.;22 656,00;20 366,00;2 290,00;11,24
571;-1;Инэко;3520;Ивановская обл.;21 653,00;21 653,00;0,00;0
572;1;21 Век;3309;Санкт-Петербург и обл.;12 814,00;12 948,00;-134,00;-1,03
