Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2016, тыс. рублей;Декабрь, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
528;13;РУБанк;2813;Москва и обл.;1 816 678,00;1 726 380,00;90 298,00;5,23
529;7;Майкопбанк;1136;Адыгея;1 814 022,00;1 768 764,00;45 258,00;2,56
530;7;Нальчик;695;Кабардино-Балкария;1 810 854,00;1 768 378,00;42 476,00;2,40
531;-5;Булгар Банк;1917;Татарстан;1 793 039,00;1 861 691,00;-68 652,00;-3,69
532;42;Взаимодействие;1704;Новосибирская обл.;1 770 771,00;1 382 603,00;388 168,00;28,08
533;123;Лидер;3304;Москва и обл.;1 743 681,00;582 735,00;1 160 946,00;199,22
534;-137;Земкомбанк;574;Ростовская обл.;1 741 909,00;3 775 686,00;-2 033 777,00;-53,87
535;-1;Кетовский Коммерческий Банк;842;Курганская обл.;1 722 086,00;1 787 144,00;-65 058,00;-3,64
536;16;Сельмашбанк;106;Ростовская обл.;1 699 588,00;1 571 993,00;127 595,00;8,12
537;11;1Банк;2896;Северная Осетия — Алания;1 680 860,00;1 594 867,00;85 993,00;5,39
538;26;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 648 201,00;1 493 706,00;154 495,00;10,34
539;49;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 644 286,00;1 184 069,00;460 217,00;38,87
540;19;Новый Кредитный Союз;3139;Москва и обл.;1 639 290,00;1 526 368,00;112 922,00;7,40
541;10;Великие Луки Банк;598;Псковская обл.;1 633 987,00;1 574 847,00;59 140,00;3,76
542;1;Икано Банк;3519;Центр;1 632 509,00;1 687 103,00;-54 594,00;-3,24
543;-29;Алтынбанк;2070;Татарстан;1 626 470,00;2 022 682,00;-396 212,00;-19,59
544;14;ИК Банк;1732;Татарстан;1 603 009,00;1 535 155,00;67 854,00;4,42
545;0;Тагилбанк;1635;Свердловская обл.;1 600 393,00;1 656 600,00;-56 207,00;-3,39
546;1;Приобье;537;Ханты-Мансийский АО — Югра;1 593 537,00;1 618 801,00;-25 264,00;-1,56
547;23;Жилкредит;1736;Москва и обл.;1 588 838,00;1 417 934,00;170 904,00;12,05
548;30;ПэйПал Ру;3517;Москва и обл.;1 569 840,00;1 292 588,00;277 252,00;21,45
549;7;Озон Банк;3516;Москва и обл.;1 568 651,00;1 540 248,00;28 403,00;1,84
550;81;Вестинтербанк;3398;Москва и обл.;1 564 930,00;813 385,00;751 545,00;92,40
551;-20;Мострансбанк;2258;Москва и обл.;1 563 650,00;1 819 213,00;-255 563,00;-14,05
552;17;Кредитинвест;1197;Дагестан;1 557 003,00;1 422 893,00;134 110,00;9,43
553;29;Арсенал;3000;Москва и обл.;1 555 798,00;1 225 030,00;330 768,00;27,00
554;1;Калуга;1151;Калужская обл.;1 551 326,00;1 543 614,00;7 712,00;0,50
555;-20;Крона-Банк;2499;Иркутская обл.;1 549 319,00;1 769 625,00;-220 306,00;-12,45
556;9;Первый Дортрансбанк;3271;Кировская обл.;1 548 187,00;1 449 380,00;98 807,00;6,82
557;3;Спутник;1071;Оренбургская обл.;1 547 833,00;1 509 651,00;38 182,00;2,53
558;-8;Примтеркомбанк;21;Приморский край;1 544 156,00;1 577 183,00;-33 027,00;-2,09
559;-17;Кемсоцинбанк;96;Кемеровская обл.;1 529 535,00;1 694 451,00;-164 916,00;-9,73
560;1;Вятич;2796;Рязанская обл.;1 525 374,00;1 500 006,00;25 368,00;1,69
561;2;ГринКомБанк;1184;Иркутская обл.;1 498 746,00;1 494 436,00;4 310,00;0,29
562;15;Саммит Банк;85;Приморский край;1 472 170,00;1 345 615,00;126 555,00;9,40
563;-17;Вэлтон Банк;1105;Белгородская обл.;1 453 635,00;1 649 418,00;-195 783,00;-11,87
564;7;Почтобанк;1788;Пермская обл.;1 448 564,00;1 412 392,00;36 172,00;2,56
565;-8;Соколовский;2830;Москва и обл.;1 446 155,00;1 539 609,00;-93 454,00;-6,07
566;-13;Ноосфера;2650;Республика Алтай;1 437 131,00;1 564 310,00;-127 179,00;-8,13
567;6;Пульс Столицы;3002;Москва и обл.;1 422 929,00;1 384 697,00;38 232,00;2,76
568;-1;Арзамас;1281;Нижегородская обл.;1 411 515,00;1 433 388,00;-21 873,00;-1,53
569;27;Агора;3231;Москва и обл.;1 409 082,00;1 099 141,00;309 941,00;28,20
570;10;Сервис Резерв;2034;Москва и обл.;1 384 485,00;1 251 450,00;133 035,00;10,63
571;4;Синергия;2884;Саратовская обл.;1 384 174,00;1 371 915,00;12 259,00;0,89
572;-6;Регнум;3373;Москва и обл.;1 378 102,00;1 437 759,00;-59 657,00;-4,15
573;-1;Саратов;330;Саратовская обл.;1 377 851,00;1 395 717,00;-17 866,00;-1,28
574;-30;Банк МБФИ;2073;Москва и обл.;1 342 512,00;1 684 187,00;-341 675,00;-20,29
575;4;Сталь Банк;2248;Москва и обл.;1 332 760,00;1 275 044,00;57 716,00;4,53
576;8;Тендер-Банк;2252;Москва и обл.;1 287 587,00;1 215 979,00;71 608,00;5,89
577;9;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 284 220,00;1 195 323,00;88 897,00;7,44
578;-16;Инкаробанк;2696;Москва и обл.;1 271 993,00;1 496 667,00;-224 674,00;-15,01
579;4;Динамичные Системы;3439;Москва и обл.;1 250 477,00;1 219 769,00;30 708,00;2,52
580;11;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 231 922,00;1 177 963,00;53 959,00;4,58
581;25;Элекснет;3314;Москва и обл.;1 229 029,00;1 047 646,00;181 383,00;17,31
582;5;Новый Промышленный Банк;930;Москва и обл.;1 227 634,00;1 189 889,00;37 745,00;3,17
583;-15;РФИ Банк;3351;Москва и обл.;1 220 597,00;1 432 609,00;-212 012,00;-14,80
584;5;Космос;2245;Москва и обл.;1 201 071,00;1 182 618,00;18 453,00;1,56
585;22;Курган;2568;Курганская обл.;1 195 394,00;1 039 874,00;155 520,00;14,96
586;8;Финтрастбанк;3104;Москва и обл.;1 193 303,00;1 133 371,00;59 932,00;5,29
587;-6;МТИ Банк;1052;Москва и обл.;1 188 299,00;1 225 159,00;-36 860,00;-3,01
588;-3;Химик;1114;Нижегородская обл.;1 188 076,00;1 196 427,00;-8 351,00;-0,70
589;15;Республиканский Кредитный Альянс;3017;Москва и обл.;1 150 509,00;1 054 509,00;96 000,00;9,10
590;9;Металлург;2877;Москва и обл.;1 125 450,00;1 080 206,00;45 244,00;4,19
591;34;Тексбанк;2756;Карачаево-Черкесия;1 123 830,00;884 564,00;239 266,00;27,05
592;8;Москва;1661;Москва и обл.;1 118 319,00;1 063 879,00;54 440,00;5,12
593;-1;Финарс Банк;2938;Москва и обл.;1 114 302,00;1 161 064,00;-46 762,00;-4,03
594;15;Невастройинвест;1926;Санкт-Петербург и обл.;1 101 787,00;1 011 756,00;90 031,00;8,90
595;16;Спецстройбанк;236;Москва и обл.;1 093 702,00;997 033,00;96 669,00;9,70
596;-3;Камский Горизонт;2554;Татарстан;1 081 251,00;1 149 427,00;-68 176,00;-5,93
597;4;ЕАТП Банк;1765;Астраханская обл.;1 080 529,00;1 062 758,00;17 771,00;1,67
598;7;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 071 571,00;1 048 048,00;23 523,00;2,24
599;4;Регионфинансбанк;3357;Москва и обл.;1 061 985,00;1 059 621,00;2 364,00;0,22
600;2;Дон-Тексбанк;1818;Ростовская обл.;1 050 861,00;1 062 135,00;-11 274,00;-1,06
601;-3;Тетраполис;1586;Санкт-Петербург и обл.;1 033 648,00;1 087 731,00;-54 083,00;-4,97
602;-26;Банк РМП;2574;Москва и обл.;1 033 033,00;1 353 074,00;-320 041,00;-23,65
603;7;Байкалкредобанк;2990;Иркутская обл.;1 026 197,00;1 007 966,00;18 231,00;1,81
604;-7;Яндекс Банк;3027;Москва и обл.;1 017 093,00;1 091 477,00;-74 384,00;-6,81
605;29;Жилстройбанк;2769;Москва и обл.;1 013 516,00;803 677,00;209 839,00;26,11
606;10;Си Ди Би Банк;3339;Краснодарский край;1 006 801,00;946 968,00;59 833,00;6,32
607;1;Онего;2484;Карелия;1 000 877,00;1 019 876,00;-18 999,00;-1,86
608;13;Вакобанк;1291;Псковская обл.;999 451,00;923 446,00;76 005,00;8,23
609;-60;Мурманский Расчетный Центр;3341;Мурманская обл.;986 541,00;1 589 139,00;-602 598,00;-37,92
610;8;Классик Эконом Банк;3298;Северная Осетия — Алания;979 106,00;929 326,00;49 780,00;5,36
611;3;Кузбассхимбанк;2868;Кемеровская обл.;971 903,00;960 603,00;11 300,00;1,18
612;-17;Южный Региональный Банк;3015;Ростовская обл.;968 540,00;1 118 583,00;-150 043,00;-13,41
613;13;Новый Век;3417;Москва и обл.;964 917,00;882 328,00;82 589,00;9,36
614;3;Ресурс-Траст;3122;Москва и обл.;953 603,00;933 987,00;19 616,00;2,10
615;-25;Максима;3379;Москва и обл.;952 574,00;1 181 475,00;-228 901,00;-19,37
616;3;Акция;927;Ивановская обл.;939 331,00;924 648,00;14 683,00;1,59
617;-4;Первоуральскбанк;965;Свердловская обл.;933 353,00;981 480,00;-48 127,00;-4,90
618;9;Эльбин;2267;Дагестан;913 709,00;867 839,00;45 870,00;5,29
619;4;Русский Финансовый Альянс;2035;Москва и обл.;902 536,00;900 049,00;2 487,00;0,28
620;8;Славянбанк;804;Новгородская обл.;894 638,00;861 242,00;33 396,00;3,88
621;-9;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;881 269,00;982 876,00;-101 607,00;-10,34
622;2;Майский;1673;Кабардино-Балкария;872 075,00;891 186,00;-19 111,00;-2,14
623;-1;Центрально-Азиатский;3037;Хакасия;870 570,00;900 669,00;-30 099,00;-3,34
624;-9;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;865 937,00;954 616,00;-88 679,00;-9,29
625;15;Русский Банк Сбережений;779;Ставропольский край;853 788,00;749 660,00;104 128,00;13,89
626;27;ФинТех;3499;Ярославская обл.;843 920,00;600 586,00;243 334,00;40,52
627;18;РИТЦ Банк;2677;Москва и обл.;843 407,00;666 891,00;176 516,00;26,47
628;5;Межрегиональный Банк Реконструкции;2620;Москва и обл.;823 269,00;806 272,00;16 997,00;2,11
629;8;Вайлдберриз Банк;841;Адыгея;812 211,00;761 762,00;50 449,00;6,62
630;2;Прохладный;874;Кабардино-Балкария;809 632,00;806 395,00;3 237,00;0,40
631;-1;Флора-Москва;533;Москва и обл.;805 483,00;818 891,00;-13 408,00;-1,64
632;6;Уралприватбанк;153;Свердловская обл.;783 931,00;759 717,00;24 214,00;3,19
633;-4;Народный Инвестиционный Банк;2876;Самарская обл.;780 939,00;819 982,00;-39 043,00;-4,76
634;-14;Объединенный Банк Республики;1016;Чувашия;774 296,00;924 142,00;-149 846,00;-16,21
635;0;Народный Земельно-Промышленный Банк;2873;Алтайский край;757 432,00;793 186,00;-35 754,00;-4,51
636;3;Анелик РУ;3443;Москва и обл.;738 470,00;751 714,00;-13 244,00;-1,76
637;5;Геобанк;2027;Москва и обл.;729 350,00;704 121,00;25 229,00;3,58
638;9;Банк РСИ;3415;Москва и обл.;715 932,00;655 093,00;60 839,00;9,29
639;-3;РусьРегионБанк;685;Москва и обл.;711 010,00;763 781,00;-52 771,00;-6,91
640;17;СМБ-Банк;3504;Санкт-Петербург и обл.;706 314,00;582 081,00;124 233,00;21,34
641;3;Балаково-Банк;444;Саратовская обл.;702 383,00;679 778,00;22 605,00;3,33
642;8;Терра;3476;Москва и обл.;699 048,00;610 465,00;88 583,00;14,51
643;3;АлтайБизнес-Банк;2388;Алтайский край;688 434,00;656 709,00;31 725,00;4,83
644;4;Гефест;1046;Тверская обл.;685 103,00;650 068,00;35 035,00;5,39
645;10;АвтоКредитБанк;1973;Татарстан;680 135,00;595 849,00;84 286,00;14,15
646;16;Международный Расчетный Банк;3028;Москва и обл.;667 471,00;513 357,00;154 114,00;30,02
647;45;Финчер;3486;Москва и обл.;665 183,00;336 866,00;328 317,00;97,46
648;1;Прокоммерцбанк;2996;Москва и обл.;658 489,00;616 816,00;41 673,00;6,76
649;2;Холдинвестбанк;2837;Москва и обл.;658 183,00;604 011,00;54 172,00;8,97
650;11;Народный Банк Тувы;1309;Тыва;649 718,00;516 824,00;132 894,00;25,71
651;3;Азия Банк;3183;Москва и обл.;626 268,00;596 088,00;30 180,00;5,06
652;0;Новокиб;1747;Кемеровская обл.;617 846,00;603 630,00;14 216,00;2,36
653;-12;Расчетный Дом;3350;Москва и обл.;617 741,00;720 587,00;-102 846,00;-14,27
654;-11;Турбобанк;3203;Санкт-Петербург и обл.;608 381,00;688 170,00;-79 789,00;-11,59
655;26;Континенталь;3184;Ставропольский край;602 390,00;396 869,00;205 521,00;51,79
656;18;Алжан;2491;Дагестан;594 784,00;436 091,00;158 693,00;36,39
657;22;Телекоммерц Банк;3380;Тульская обл.;570 936,00;405 742,00;165 194,00;40,71
658;0;Энтузиастбанк;3048;Москва и обл.;566 886,00;561 023,00;5 863,00;1,05
659;9;АББ;2937;Москва и обл.;555 376,00;486 412,00;68 964,00;14,18
660;5;Логос;3233;Москва и обл.;551 125,00;497 238,00;53 887,00;10,84
661;9;Стар Альянс;3433;Москва и обл.;548 359,00;473 331,00;75 028,00;15,85
662;20;РИБ;2749;Москва и обл.;545 574,00;388 737,00;156 837,00;40,35
663;-4;Башпромбанк;1006;Башкортостан;528 666,00;525 778,00;2 888,00;0,55
664;-4;ИР-Кредит;1724;Москва и обл.;525 514,00;520 368,00;5 146,00;0,99
665;6;Эко-Инвест;3116;Москва и обл.;524 345,00;464 682,00;59 663,00;12,84
666;-2;Интеркоопбанк;2803;Москва и обл.;520 915,00;502 972,00;17 943,00;3,57
667;0;Кредо Финанс;793;Дагестан;490 091,00;488 238,00;1 853,00;0,38
668;-5;Дружба;990;Тюменская обл.;488 482,00;503 779,00;-15 297,00;-3,04
669;3;Банк Берейт;3505;Санкт-Петербург и обл.;487 189,00;453 604,00;33 585,00;7,40
670;-4;МВС Банк;2407;Дагестан;485 942,00;488 250,00;-2 308,00;-0,47
671;14;Монета.ру;3508;Марий Эл;467 846,00;365 359,00;102 487,00;28,05
672;5;Промсвязьинвест;2761;Дагестан;458 651,00;416 824,00;41 827,00;10,03
673;0;Таганрогбанк;3136;Ростовская обл.;447 093,00;438 504,00;8 589,00;1,96
674;1;ГРиС-Банк;1928;Ставропольский край;431 015,00;434 826,00;-3 811,00;-0,88
675;22;Русское Финансовое Общество;3427;Москва и обл.;425 739,00;237 600,00;188 139,00;79,18
676;4;Рента-Банк;3095;Москва и обл.;418 351,00;402 806,00;15 545,00;3,86
677;1;Информпрогресс;2166;Москва и обл.;417 608,00;415 298,00;2 310,00;0,56
678;-2;Альтернатива;3452;Москва и обл.;417 386,00;426 554,00;-9 168,00;-2,15
679;-10;Европейский Стандарт;3200;Москва и обл.;410 849,00;486 282,00;-75 433,00;-15,51
680;4;Лэнд Кредит;1478;Москва и обл.;407 906,00;378 316,00;29 590,00;7,82
681;2;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;389 326,00;385 835,00;3 491,00;0,90
682;28;Моби.Деньги;3523;Москва и обл.;374 274,00;101 768,00;272 506,00;267,77
683;4;Рунэтбанк;2829;Москва и обл.;372 694,00;358 944,00;13 750,00;3,83
684;5;Национальный Банк Сбережений;1949;Ивановская обл.;360 522,00;354 638,00;5 884,00;1,66
685;5;НКБ;2942;Москва и обл.;359 044,00;348 164,00;10 880,00;3,12
686;0;Олма-Банк;3250;Москва и обл.;358 983,00;364 502,00;-5 519,00;-1,51
687;1;Тайдон;2085;Кемеровская обл.;355 937,00;356 943,00;-1 006,00;-0,28
688;11;Платежи и Расчеты;3324;Самарская обл.;353 466,00;225 891,00;127 575,00;56,48
689;17;Деньги.Мэйл.Ру;3511;Москва и обл.;348 537,00;180 888,00;167 649,00;92,68
690;1;Банк Фридом Финанс;1143;Сахалинская обл.;339 325,00;341 722,00;-2 397,00;-0,70
691;2;Северстройбанк;3507;Вологодская обл.;318 655,00;323 114,00;-4 459,00;-1,38
692;2;Нарат;1902;Саратовская обл.;306 578,00;307 405,00;-827,00;-0,27
693;3;Расчетные Решения;3524;Москва и обл.;261 988,00;265 405,00;-3 417,00;-1,29
694;7;Сетевая Расчетная Палата;3332;Татарстан;242 820,00;217 565,00;25 255,00;11,61
695;0;Приполярком;507;Тюменская обл.;242 509,00;271 335,00;-28 826,00;-10,62
696;6;Красноярский Краевой Расчетный Центр;3483;Красноярский край;236 431,00;215 896,00;20 535,00;9,51
697;1;Майма;1037;Москва и обл.;235 094,00;226 153,00;8 941,00;3,95
698;5;Инновационный Расчетный Центр;3447;Москва и обл.;226 925,00;193 905,00;33 020,00;17,03
699;8;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;221 899,00;161 218,00;60 681,00;37,64
700;0;Континент Финанс;149;Москва и обл.;213 531,00;222 793,00;-9 262,00;-4,16
701;7;Единая касса;3512;Москва и обл.;197 493,00;143 407,00;54 086,00;37,72
702;3;Электронный платежный сервис;3509;Москва и обл.;182 601,00;186 653,00;-4 052,00;-2,17
703;9;КредитАльянс;3472;Вологодская обл.;163 760,00;94 979,00;68 781,00;72,42
704;5;Фидбэк;3502;Москва и обл.;156 141,00;129 947,00;26 194,00;20,16
705;6;Вест;2605;Москва и обл.;101 381,00;100 796,00;585,00;0,58
706;8;Умут;2435;Дагестан;98 517,00;75 326,00;23 191,00;30,79
707;6;Дальний Восток;3318;Тульская обл.;89 421,00;78 262,00;11 159,00;14,26
708;8;Единая Расчетная Палата;384;Москва и обл.;78 848,00;55 882,00;22 966,00;41,10
709;8;Премиум;3514;Москва и обл.;72 991,00;51 335,00;21 656,00;42,19
710;5;Платежный Клиринговый Дом;3343;Москва и обл.;53 965,00;65 132,00;-11 167,00;-17,15
711;7;Транзит;2688;Дагестан;45 192,00;41 519,00;3 673,00;8,85
712;8;АРБ-Инкасс;3353;Москва и обл.;19 097,00;17 856,00;1 241,00;6,95
713;-9;Интеррасчет;1618;Москва и обл.;18 337,00;187 041,00;-168 704,00;-90,20
714;5;21 Век;3309;Санкт-Петербург и обл.;17 227,00;27 256,00;-10 029,00;-36,80
715;6;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;7 776,00;13 992,00;-6 216,00;-44,43
716;6;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 323,00;4 318,00;5,00;0,12
