Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2020, тыс. рублей;Ноябрь, 2020, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;-3;Объединенный Резервный Банк;937;Москва и обл.;3 466 177,00;3 546 863,00;-80 686,00;-2,27
260;1;Тендер-Банк;2252;Москва и обл.;3 326 339,00;3 417 072,00;-90 733,00;-2,66
261;-2;Синко-Банк;2838;Москва и обл.;3 281 868,00;3 430 112,00;-148 244,00;-4,32
262;3;БСТ-Банк;2883;Кемеровская обл.;3 205 653,00;3 272 736,00;-67 083,00;-2,05
263;0;Кросна-Банк;2607;Москва и обл.;3 191 914,00;3 366 475,00;-174 561,00;-5,19
264;5;Профессионал Банк;3296;Москва и обл.;3 184 908,00;3 137 454,00;47 454,00;1,51
265;-7;Современные Стандарты Бизнеса;3397;Москва и обл.;3 158 948,00;3 440 110,00;-281 162,00;-8,17
266;8;Система;2846;Москва и обл.;3 105 186,00;2 966 182,00;139 004,00;4,69
267;10;Юнистрим;3467;Москва и обл.;3 088 638,00;2 926 801,00;161 837,00;5,53
268;2;Кетовский Коммерческий Банк;842;Курганская обл.;3 076 995,00;3 087 296,00;-10 301,00;-0,33
269;-2;Элита;1399;Калужская обл.;3 022 452,00;3 170 342,00;-147 890,00;-4,66
270;-4;Первый Инвестиционный Банк;604;Москва и обл.;3 015 366,00;3 219 790,00;-204 424,00;-6,35
271;0;Банк Глобус;2438;Москва и обл.;2 978 886,00;3 043 196,00;-64 310,00;-2,11
272;29;Сетевая Расчетная Палата;3332;Татарстан;2 960 764,00;2 212 970,00;747 794,00;33,79
273;-23;Расчетные Решения;3524;Москва и обл.;2 920 038,00;3 974 135,00;-1 054 097,00;-26,52
274;-6;Внешфинбанк;3173;Краснодарский край;2 913 140,00;3 145 570,00;-232 430,00;-7,39
275;-2;Россита-Банк;3257;Москва и обл.;2 898 353,00;3 005 524,00;-107 171,00;-3,57
276;5;Экси-Банк;2530;Санкт-Петербург и обл.;2 883 032,00;2 769 945,00;113 087,00;4,08
277;3;АвтоКредитБанк;1973;Татарстан;2 836 524,00;2 821 550,00;14 974,00;0,53
278;0;Яринтербанк;2564;Ярославская обл.;2 829 578,00;2 900 636,00;-71 058,00;-2,45
279;-7;Севастопольский Морской Банк;3528;Севастополь;2 698 955,00;3 033 918,00;-334 963,00;-11,04
280;2;Уралфинанс;1370;Свердловская обл.;2 678 728,00;2 756 868,00;-78 140,00;-2,83
281;7;Ермак;1809;Ханты-Мансийский АО — Югра;2 669 111,00;2 469 749,00;199 362,00;8,07
282;2;Йошкар-Ола;2802;Марий Эл;2 634 961,00;2 600 153,00;34 808,00;1,34
283;0;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 584 653,00;2 665 482,00;-80 829,00;-3,03
284;2;Газнефтьбанк;3223;Саратовская обл.;2 579 771,00;2 555 949,00;23 822,00;0,93
285;2;Социум-Банк;2881;Москва и обл.;2 525 508,00;2 470 047,00;55 461,00;2,25
286;3;РБА;3413;Москва и обл.;2 483 954,00;2 444 957,00;38 997,00;1,59
287;5;Банк Пермь;875;Пермская обл.;2 452 721,00;2 356 043,00;96 678,00;4,10
288;2;Витабанк;356;Санкт-Петербург и обл.;2 432 320,00;2 434 808,00;-2 488,00;-0,10
289;6;Арзамас;1281;Нижегородская обл.;2 338 542,00;2 272 914,00;65 628,00;2,89
290;6;Капитал;575;Москва и обл.;2 325 416,00;2 262 817,00;62 599,00;2,77
291;0;ИК Банк;1732;Татарстан;2 322 480,00;2 363 131,00;-40 651,00;-1,72
292;1;Приобье;537;Ханты-Мансийский АО — Югра;2 312 183,00;2 328 523,00;-16 340,00;-0,70
293;7;Евроальянс;1781;Ивановская обл.;2 303 162,00;2 221 584,00;81 578,00;3,67
294;16;Икано Банк;3519;Москва и обл.;2 279 781,00;1 916 601,00;363 180,00;18,95
295;-1;ИТ Банк;2609;Омская обл.;2 276 577,00;2 300 356,00;-23 779,00;-1,03
296;2;Костромаселькомбанк;1115;Костромская обл.;2 261 969,00;2 236 737,00;25 232,00;1,13
297;-12;Банк ПСА Финанс Рус;3481;Москва и обл.;2 239 978,00;2 556 564,00;-316 586,00;-12,38
298;4;ИРС;272;Москва и обл.;2 239 395,00;2 198 665,00;40 730,00;1,85
299;0;Первый Дортрансбанк;3271;Кировская обл.;2 228 059,00;2 225 235,00;2 824,00;0,13
300;3;Викинг;2;Санкт-Петербург и обл.;2 199 449,00;2 189 079,00;10 370,00;0,47
301;5;Сельмашбанк;106;Ростовская обл.;2 151 507,00;1 965 503,00;186 004,00;9,46
302;3;Великие Луки Банк;598;Псковская обл.;2 151 002,00;2 118 667,00;32 335,00;1,53
303;63;Русское Финансовое Общество;3427;Москва и обл.;2 133 804,00;839 682,00;1 294 122,00;154,12
304;-7;Саратов;330;Саратовская обл.;2 091 858,00;2 249 268,00;-157 410,00;-7,00
305;-29;Онего;2484;Карелия;2 047 127,00;2 929 272,00;-882 145,00;-30,11
306;2;Алтынбанк;2070;Татарстан;2 044 652,00;1 959 937,00;84 715,00;4,32
307;4;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 931 138,00;1 873 481,00;57 657,00;3,08
308;4;Тексбанк;2756;Карачаево-Черкесия;1 915 054,00;1 868 571,00;46 483,00;2,49
309;-2;Ноосфера;2650;Республика Алтай;1 903 190,00;1 963 035,00;-59 845,00;-3,05
310;-1;Мурманский Расчетный Центр;3341;Мурманская обл.;1 819 049,00;1 924 760,00;-105 711,00;-5,49
311;-7;Озон Банк;3516;Москва и обл.;1 814 466,00;2 167 363,00;-352 897,00;-16,28
312;3;Банк РМП;2574;Москва и обл.;1 784 389,00;1 802 836,00;-18 447,00;-1,02
313;-53;РФИ Банк;3351;Москва и обл.;1 769 941,00;3 426 238,00;-1 656 297,00;-48,34
314;-1;Русский Банк Сбережений;779;Ставропольский край;1 755 038,00;1 825 107,00;-70 069,00;-3,84
315;3;Кузбассхимбанк;2868;Кемеровская обл.;1 743 878,00;1 743 238,00;640,00;0,04
316;-2;Проинвестбанк;784;Пермская обл.;1 733 918,00;1 817 307,00;-83 389,00;-4,59
317;0;Майкопбанк;1136;Адыгея;1 725 145,00;1 745 069,00;-19 924,00;-1,14
318;5;Калуга;1151;Калужская обл.;1 722 245,00;1 648 322,00;73 923,00;4,48
319;0;РИБ;2749;Москва и обл.;1 693 285,00;1 724 264,00;-30 979,00;-1,80
320;4;Народный Доверительный Банк;2374;Москва и обл.;1 649 817,00;1 637 810,00;12 007,00;0,73
321;7;Промсельхозбанк;538;Москва и обл.;1 643 061,00;1 606 591,00;36 470,00;2,27
322;-2;Спутник;1071;Самарская обл.;1 641 094,00;1 686 631,00;-45 537,00;-2,70
323;-7;Новый Московский Банк;2932;Москва и обл.;1 631 417,00;1 770 578,00;-139 161,00;-7,86
324;-3;Крона-Банк;2499;Иркутская обл.;1 604 798,00;1 664 246,00;-59 448,00;-3,57
325;2;МТИ Банк;1052;Москва и обл.;1 598 416,00;1 619 052,00;-20 636,00;-1,27
326;-1;Элекснет;3314;Москва и обл.;1 572 196,00;1 637 671,00;-65 475,00;-4,00
327;2;Америкэн Экспресс Банк;3460;Москва и обл.;1 571 497,00;1 588 416,00;-16 919,00;-1,07
328;4;Примтеркомбанк;21;Приморский край;1 563 776,00;1 520 319,00;43 457,00;2,86
329;1;Вакобанк;1291;Псковская обл.;1 538 704,00;1 561 359,00;-22 655,00;-1,45
330;-4;Республиканский Кредитный Альянс;3017;Москва и обл.;1 531 189,00;1 625 335,00;-94 146,00;-5,79
331;-9;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 491 093,00;1 652 471,00;-161 378,00;-9,77
332;1;Руна-Банк;3207;Москва и обл.;1 457 043,00;1 492 719,00;-35 676,00;-2,39
333;-2;Новокиб;1747;Кемеровская обл.;1 452 834,00;1 545 447,00;-92 613,00;-5,99
334;6;Столичный Кредит;2853;Москва и обл.;1 440 314,00;1 329 821,00;110 493,00;8,31
335;2;Курган;2568;Курганская обл.;1 375 741,00;1 387 258,00;-11 517,00;-0,83
336;3;Вятич;2796;Рязанская обл.;1 372 660,00;1 339 368,00;33 292,00;2,49
337;1;Яндекс Банк;3027;Москва и обл.;1 305 685,00;1 355 005,00;-49 320,00;-3,64
338;-2;Сервис Резерв;2034;Москва и обл.;1 303 411,00;1 388 495,00;-85 084,00;-6,13
339;7;Саммит Банк;85;Приморский край;1 299 478,00;1 204 879,00;94 599,00;7,85
340;2;Спецстройбанк;236;Москва и обл.;1 249 825,00;1 270 953,00;-21 128,00;-1,66
341;2;Вкабанк;1027;Астраханская обл.;1 249 172,00;1 249 371,00;-199,00;-0,02
342;-1;Нальчик;695;Кабардино-Балкария;1 241 986,00;1 278 353,00;-36 367,00;-2,84
343;-8;Р-Инкас;3536;Москва и обл.;1 206 135,00;1 404 470,00;-198 335,00;-14,12
344;3;ЕАТП Банк;1765;Астраханская обл.;1 187 307,00;1 137 962,00;49 345,00;4,34
345;-1;Почтобанк;1788;Пермская обл.;1 170 080,00;1 212 851,00;-42 771,00;-3,53
346;-1;Байкалкредобанк;2990;Иркутская обл.;1 168 908,00;1 206 160,00;-37 252,00;-3,09
347;4;Банк РСИ;3415;Москва и обл.;1 157 306,00;1 061 712,00;95 594,00;9,00
348;1;Финчер;3486;Москва и обл.;1 130 085,00;1 108 178,00;21 907,00;1,98
349;-15;Деньги.Мэйл.Ру;3511;Москва и обл.;1 114 592,00;1 418 436,00;-303 844,00;-21,42
350;0;Агора;3231;Москва и обл.;1 101 683,00;1 081 142,00;20 541,00;1,90
351;5;Соколовский;2830;Москва и обл.;1 038 992,00;989 102,00;49 890,00;5,04
352;-4;Единая касса;3512;Москва и обл.;1 024 971,00;1 110 141,00;-85 170,00;-7,67
353;7;Химик;1114;Нижегородская обл.;1 024 017,00;955 982,00;68 035,00;7,12
354;1;Классик Эконом Банк;3298;Северная Осетия — Алания;998 896,00;990 463,00;8 433,00;0,85
355;-1;Дон-Тексбанк;1818;Ростовская обл.;988 267,00;996 384,00;-8 117,00;-0,81
356;2;Национальный Банк Сбережений;1949;Ивановская обл.;978 240,00;959 012,00;19 228,00;2,00
357;-4;Народный Инвестиционный Банк;2876;Самарская обл.;948 190,00;1 014 644,00;-66 454,00;-6,55
358;9;Прокоммерцбанк;2996;Москва и обл.;947 279,00;828 562,00;118 717,00;14,33
359;0;Балаково-Банк;444;Саратовская обл.;938 473,00;958 637,00;-20 164,00;-2,10
360;-3;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;920 876,00;974 037,00;-53 161,00;-5,46
361;1;Земкомбанк;574;Ростовская обл.;903 698,00;877 714,00;25 984,00;2,96
362;1;Максима;3379;Москва и обл.;898 235,00;874 943,00;23 292,00;2,66
363;-2;Банк 131;3538;Татарстан;883 417,00;895 269,00;-11 852,00;-1,32
364;0;Космос;2245;Москва и обл.;861 525,00;857 099,00;4 426,00;0,52
365;5;Геобанк;2027;Москва и обл.;803 686,00;759 261,00;44 425,00;5,85
366;2;Объединенный Банк Республики;1016;Чувашия;783 074,00;794 125,00;-11 051,00;-1,39
367;-15;Дружба;990;Тюменская обл.;775 660,00;1 061 554,00;-285 894,00;-26,93
368;1;Гефест;1046;Тверская обл.;766 266,00;765 828,00;438,00;0,06
369;-4;Эко-Инвест;3116;Москва и обл.;759 384,00;840 435,00;-81 051,00;-9,64
370;1;Славянбанк;804;Новгородская обл.;741 682,00;757 594,00;-15 912,00;-2,10
371;2;Вайлдберриз Банк;841;Москва и обл.;697 078,00;748 899,00;-51 821,00;-6,92
372;2;Моби.Деньги;3523;Москва и обл.;696 788,00;696 788,00;0,00;0
373;-1;РусьРегионБанк;685;Москва и обл.;694 119,00;754 611,00;-60 492,00;-8,02
374;1;Межбанковский Кредитный Союз;3242;Москва и обл.;682 670,00;684 930,00;-2 260,00;-0,33
375;1;Электронный платежный сервис;3509;Москва и обл.;664 251,00;664 251,00;0,00;0
376;3;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;639 541,00;624 240,00;15 301,00;2,45
377;0;Монета.ру;3508;Марий Эл;616 188,00;649 375,00;-33 187,00;-5,11
378;3;Таганрогбанк;3136;Ростовская обл.;588 719,00;573 082,00;15 637,00;2,73
379;3;Платежи и Расчеты;3324;Самарская обл.;545 270,00;557 539,00;-12 269,00;-2,20
380;3;МВС Банк;2407;Дагестан;541 852,00;534 452,00;7 400,00;1,38
381;-1;Металлург;2877;Москва и обл.;540 440,00;604 854,00;-64 414,00;-10,65
382;-4;Дом-Банк;3209;Москва и обл.;527 080,00;643 938,00;-116 858,00;-18,15
383;1;Рента-Банк;3095;Москва и обл.;504 286,00;498 198,00;6 088,00;1,22
384;1;Континенталь;3184;Ставропольский край;426 996,00;462 220,00;-35 224,00;-7,62
385;1;Красноярский Краевой Расчетный Центр;3483;Красноярский край;424 654,00;414 569,00;10 085,00;2,43
386;2;Северстройбанк;3507;Вологодская обл.;400 199,00;396 802,00;3 397,00;0,86
387;0;Банк Берейт;3505;Санкт-Петербург и обл.;377 555,00;409 539,00;-31 984,00;-7,81
388;2;Тайдон;2085;Кемеровская обл.;374 042,00;372 777,00;1 265,00;0,34
389;3;Холмск;503;Сахалинская обл.;373 291,00;320 429,00;52 862,00;16,50
390;1;Платежный Стандарт;3530;Новосибирская обл.;366 486,00;354 879,00;11 607,00;3,27
391;-2;Синергия;2884;Саратовская обл.;356 552,00;394 963,00;-38 411,00;-9,73
392;1;Лэнд Кредит;1478;Москва и обл.;311 337,00;312 689,00;-1 352,00;-0,43
393;2;ПэйЮ;3518;Москва и обл.;272 115,00;272 115,00;0,00;0
394;2;Альтернатива;3452;Москва и обл.;262 931,00;261 035,00;1 896,00;0,73
395;-1;Единая Расчетная Палата;384;Москва и обл.;260 339,00;283 634,00;-23 295,00;-8,21
396;1;Промсвязьинвест;2761;Дагестан;238 244,00;254 747,00;-16 503,00;-6,48
397;1;Элексир;3533;Москва и обл.;191 309,00;194 957,00;-3 648,00;-1,87
398;1;Элплат;3535;Удмуртия;150 708,00;150 708,00;0,00;0
399;1;Премиум;3514;Москва и обл.;144 655,00;144 655,00;0,00;0
400;1;Дальний Восток;3318;Приморский край;134 091,00;131 749,00;2 342,00;1,78
401;1;Перспектива;3532;Омская обл.;119 571,00;119 571,00;0,00;0
402;2;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;118 643,00;115 336,00;3 307,00;2,87
403;0;Нарат;1902;Татарстан;114 893,00;117 460,00;-2 567,00;-2,19
404;1;Инэко;3520;Ивановская обл.;92 211,00;92 211,00;0,00;0
