Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2018, тыс. рублей;Март, 2018, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;1;Банк БКФ;2684;Москва и обл.;6 430 550,00;6 598 864,00;-168 314,00;-2,55
260;3;Автоградбанк;1455;Татарстан;6 335 590,00;6 446 070,00;-110 480,00;-1,71
261;9;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 288 670,00;6 140 369,00;148 301,00;2,42
262;5;Агророс;2860;Саратовская обл.;6 199 865,00;6 332 940,00;-133 075,00;-2,10
263;6;Чувашкредитпромбанк;1280;Чувашия;6 168 723,00;6 224 125,00;-55 402,00;-0,89
264;13;Славянский Кредит;2960;Москва и обл.;6 085 973,00;5 794 337,00;291 636,00;5,03
265;-11;Бест Эффортс Банк;435;Москва и обл.;6 074 166,00;6 759 008,00;-684 842,00;-10,13
266;-31;Гута-Банк;256;Москва и обл.;6 022 052,00;7 773 551,00;-1 751 499,00;-22,53
267;4;Земский Банк;2900;Самарская обл.;5 991 369,00;6 096 592,00;-105 223,00;-1,73
268;0;Зираат Банк;2559;Москва и обл.;5 970 499,00;6 311 896,00;-341 397,00;-5,41
269;6;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 900 712,00;5 838 068,00;62 644,00;1,07
270;3;Конфидэнс Банк;970;Костромская обл.;5 900 486,00;5 899 466,00;1 020,00;0,02
271;-14;НБК-Банк;3283;Москва и обл.;5 832 426,00;6 697 081,00;-864 655,00;-12,91
272;-6;Альба Альянс;2593;Москва и обл.;5 812 914,00;6 362 437,00;-549 523,00;-8,64
273;-1;Кузнецкий;609;Пензенская обл.;5 783 627,00;5 928 259,00;-144 632,00;-2,44
274;2;Уссури;596;Хабаровский край;5 735 777,00;5 815 965,00;-80 188,00;-1,38
275;5;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 511 036,00;5 731 853,00;-220 817,00;-3,85
276;3;Эс-Би-Ай Банк;3185;Москва и обл.;5 448 898,00;5 781 006,00;-332 108,00;-5,74
277;4;Зенит Сочи;232;Краснодарский край;5 364 337,00;5 484 339,00;-120 002,00;-2,19
278;5;Горбанк;2982;Санкт-Петербург и обл.;5 318 981,00;5 265 060,00;53 921,00;1,02
279;-5;Чайнасельхозбанк;3529;Москва и обл.;5 218 051,00;5 868 903,00;-650 852,00;-11,09
280;12;Платина;2347;Москва и обл.;5 181 053,00;4 877 403,00;303 650,00;6,23
281;3;Черноморский банк развития и реконструкции;3527;Симферополь;5 172 505,00;5 256 658,00;-84 153,00;-1,60
282;5;Венец;524;Ульяновская обл.;5 132 187,00;5 156 111,00;-23 924,00;-0,46
283;2;Камский Коммерческий Банк;438;Татарстан;5 117 854,00;5 231 816,00;-113 962,00;-2,18
284;2;Банк ПСА Финанс Рус;3481;Москва и обл.;5 117 399,00;5 212 124,00;-94 725,00;-1,82
285;-7;Мосуралбанк;2468;Москва и обл.;5 065 411,00;5 788 117,00;-722 706,00;-12,49
286;3;Инкахран;3454;Москва и обл.;5 057 026,00;4 937 945,00;119 081,00;2,41
287;-5;Итуруп;2390;Сахалинская обл.;5 005 638,00;5 352 814,00;-347 176,00;-6,49
288;0;Голдман Сакс Банк;3490;Москва и обл.;4 950 679,00;4 938 509,00;12 170,00;0,25
289;5;Банк Инноваций и Развития;2647;Москва и обл.;4 930 542,00;4 780 523,00;150 019,00;3,14
290;12;Москва-Сити;3247;Москва и обл.;4 898 894,00;4 491 785,00;407 109,00;9,06
291;0;Севастопольский Морской Банк;3528;Севастополь;4 828 678,00;4 899 808,00;-71 130,00;-1,45
292;-2;Роял Кредит Банк;783;Приморский край;4 828 254,00;4 915 207,00;-86 953,00;-1,77
293;0;Кубаньторгбанк;478;Краснодарский край;4 777 719,00;4 806 101,00;-28 382,00;-0,59
294;3;Стройлесбанк;2995;Тюменская обл.;4 605 487,00;4 561 066,00;44 421,00;0,97
295;5;Московский Коммерческий Банк;3172;Москва и обл.;4 600 826,00;4 516 037,00;84 789,00;1,88
296;0;Руссобанк;2313;Москва и обл.;4 539 554,00;4 615 527,00;-75 973,00;-1,65
297;2;Нэклис-Банк;1671;Москва и обл.;4 432 555,00;4 558 312,00;-125 757,00;-2,76
298;0;Юнистрим;3467;Москва и обл.;4 418 058,00;4 560 094,00;-142 036,00;-3,11
299;8;Объединенный Резервный Банк;937;Москва и обл.;4 352 962,00;4 340 683,00;12 279,00;0,28
300;3;Банкхаус Эрбе;1717;Москва и обл.;4 348 138,00;4 406 518,00;-58 380,00;-1,32
301;0;Донкомбанк;492;Ростовская обл.;4 311 834,00;4 496 632,00;-184 798,00;-4,11
302;4;Долинск;857;Сахалинская обл.;4 300 894,00;4 352 400,00;-51 506,00;-1,18
303;2;Аксонбанк;680;Костромская обл.;4 246 044,00;4 352 877,00;-106 833,00;-2,45
304;6;Братский АНКБ;1144;Иркутская обл.;4 225 720,00;4 212 776,00;12 944,00;0,31
305;-1;Вологжанин;1896;Вологодская обл.;4 184 794,00;4 388 906,00;-204 112,00;-4,65
306;-11;УМ-Банк;1441;Москва и обл.;4 067 270,00;4 734 814,00;-667 544,00;-14,10
307;1;Мегаполис;3265;Чувашия;4 063 620,00;4 246 199,00;-182 579,00;-4,30
308;4;Радиотехбанк;1166;Нижегородская обл.;4 016 213,00;3 995 989,00;20 224,00;0,51
309;10;Система;2846;Москва и обл.;3 917 523,00;3 623 244,00;294 279,00;8,12
310;3;Банк Кремлевский;2905;Москва и обл.;3 869 996,00;3 923 534,00;-53 538,00;-1,36
311;4;ВостСибтранскомбанк;2731;Иркутская обл.;3 794 477,00;3 821 686,00;-27 209,00;-0,71
312;-1;Экси-Банк;2530;Санкт-Петербург и обл.;3 790 937,00;4 045 021,00;-254 084,00;-6,28
313;3;Межрегиональный промышленно-строительный банк;752;Мордовия;3 780 259,00;3 821 264,00;-41 005,00;-1,07
314;7;Алтайкапиталбанк;2659;Алтайский край;3 708 387,00;3 595 058,00;113 329,00;3,15
315;2;НОКССбанк;3202;Волгоградская обл.;3 705 074,00;3 651 120,00;53 954,00;1,48
316;2;Земкомбанк;574;Ростовская обл.;3 620 403,00;3 648 608,00;-28 205,00;-0,77
317;34;Элита;1399;Калужская обл.;3 608 064,00;2 974 889,00;633 175,00;21,28
318;-9;Межбанковский Кредитный Союз;3242;Москва и обл.;3 593 381,00;4 231 824,00;-638 443,00;-15,09
319;54;Новокиб;1747;Кемеровская обл.;3 588 747,00;2 493 116,00;1 095 631,00;43,95
320;0;Современные Стандарты Бизнеса;3397;Москва и обл.;3 555 832,00;3 608 106,00;-52 274,00;-1,45
321;2;Еврокапитал-Альянс;2672;Ярославская обл.;3 528 132,00;3 525 427,00;2 705,00;0,08
322;2;Иваново;1763;Ивановская обл.;3 510 439,00;3 521 328,00;-10 889,00;-0,31
323;9;Икано Банк;3519;Центр;3 445 461,00;3 345 624,00;99 837,00;2,98
324;1;Унифондбанк;3416;Москва и обл.;3 428 593,00;3 472 517,00;-43 924,00;-1,26
325;1;Международный Коммерческий Банк;2524;Москва и обл.;3 424 786,00;3 461 970,00;-37 184,00;-1,07
326;3;ЮМК Банк;3495;Краснодарский край;3 399 807,00;3 408 770,00;-8 963,00;-0,26
327;1;Живаго Банк;2065;Рязанская обл.;3 353 859,00;3 433 982,00;-80 123,00;-2,33
328;2;Уралпромбанк;2964;Челябинская обл.;3 341 607,00;3 392 908,00;-51 301,00;-1,51
329;4;ИТ Банк;2609;Омская обл.;3 332 613,00;3 291 570,00;41 043,00;1,25
330;17;Оргбанк;3312;Москва и обл.;3 330 052,00;3 049 274,00;280 778,00;9,21
331;8;Евразийский Банк;969;Москва и обл.;3 321 080,00;3 240 966,00;80 114,00;2,47
332;3;Банк Реалист;2646;Москва и обл.;3 319 527,00;3 280 820,00;38 707,00;1,18
333;-2;Донхлеббанк;2285;Ростовская обл.;3 315 754,00;3 386 258,00;-70 504,00;-2,08
334;-12;Витабанк;356;Санкт-Петербург и обл.;3 312 958,00;3 529 005,00;-216 047,00;-6,12
335;-21;Крокус-Банк;2682;Москва и обл.;3 288 260,00;3 889 643,00;-601 383,00;-15,46
336;17;Кузнецкий Мост;2254;Москва и обл.;3 268 386,00;2 947 453,00;320 933,00;10,89
337;1;Камчаткомагропромбанк;545;Камчатская обл.;3 241 744,00;3 250 238,00;-8 494,00;-0,26
338;-11;Банк Торгового Финансирования;1982;Москва и обл.;3 222 820,00;3 434 359,00;-211 539,00;-6,16
339;3;Первый Клиентский Банк;3436;Москва и обл.;3 212 490,00;3 148 641,00;63 849,00;2,03
340;-6;Русский Национальный Банк;469;Ростовская обл.;3 161 002,00;3 283 615,00;-122 613,00;-3,73
341;5;ПИР Банк;2655;Москва и обл.;3 154 036,00;3 056 017,00;98 019,00;3,21
342;1;БСТ-Банк;2883;Кемеровская обл.;3 150 969,00;3 121 515,00;29 454,00;0,94
343;-2;Банк Заречье;817;Татарстан;3 116 547,00;3 149 041,00;-32 494,00;-1,03
344;30;Инкаробанк;2696;Москва и обл.;3 116 400,00;2 390 499,00;725 901,00;30,37
345;-9;Невский Банк;1068;Санкт-Петербург и обл.;3 100 113,00;3 261 601,00;-161 488,00;-4,95
346;-2;Синко-Банк;2838;Москва и обл.;3 095 327,00;3 094 130,00;1 197,00;0,04
347;-10;Ермак;1809;Ханты-Мансийский АО — Югра;3 091 024,00;3 258 034,00;-167 010,00;-5,13
348;-8;Взаимодействие;1704;Новосибирская обл.;3 064 816,00;3 149 100,00;-84 284,00;-2,68
349;1;Уралфинанс;1370;Свердловская обл.;3 038 241,00;3 005 715,00;32 526,00;1,08
350;36;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 023 671,00;2 220 314,00;803 357,00;36,18
351;3;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 999 674,00;2 923 720,00;75 954,00;2,60
352;11;РБА;3413;Москва и обл.;2 965 761,00;2 809 515,00;156 246,00;5,56
353;-8;Викинг;2;Санкт-Петербург и обл.;2 965 499,00;3 088 921,00;-123 422,00;-4,00
354;3;Владбизнесбанк;903;Владимирская обл.;2 896 902,00;2 874 651,00;22 251,00;0,77
355;4;РАМ Банк;3480;Москва и обл.;2 886 182,00;2 825 724,00;60 458,00;2,14
356;-4;Далена Банк;1948;Москва и обл.;2 835 651,00;2 963 817,00;-128 166,00;-4,32
357;-1;Заубер Банк;1614;Санкт-Петербург и обл.;2 802 214,00;2 901 095,00;-98 881,00;-3,41
358;0;Евроальянс;1781;Ивановская обл.;2 763 045,00;2 862 354,00;-99 309,00;-3,47
359;-10;Центрально-Европейский Банк;2670;Забайкальский край;2 757 530,00;3 006 290,00;-248 760,00;-8,27
360;1;Йошкар-Ола;2802;Марий Эл;2 748 885,00;2 823 799,00;-74 914,00;-2,65
361;1;Новый Век;3417;Москва и обл.;2 748 052,00;2 816 033,00;-67 981,00;-2,41
362;35;Народный Банк;2249;Карачаево-Черкесия;2 744 536,00;2 089 206,00;655 330,00;31,37
363;-8;Внешфинбанк;3173;Краснодарский край;2 737 417,00;2 919 424,00;-182 007,00;-6,23
364;8;ПэйПал Ру;3517;Москва и обл.;2 653 987,00;2 496 814,00;157 173,00;6,29
365;2;Кемсоцинбанк;96;Кемеровская обл.;2 627 898,00;2 612 068,00;15 830,00;0,61
366;10;Мурманский Расчетный Центр;3341;Мурманская обл.;2 587 240,00;2 360 027,00;227 213,00;9,63
367;1;Костромаселькомбанк;1115;Костромская обл.;2 584 018,00;2 562 417,00;21 601,00;0,84
368;-2;Бланк Банк;2368;Москва и обл.;2 551 831,00;2 746 659,00;-194 828,00;-7,09
369;-21;Сельмашбанк;106;Ростовская обл.;2 535 430,00;3 030 605,00;-495 175,00;-16,34
370;1;Банк Пермь;875;Пермская обл.;2 520 672,00;2 503 537,00;17 135,00;0,68
371;6;Старооскольский Агропромбанк;1050;Белгородская обл.;2 494 517,00;2 356 939,00;137 578,00;5,84
372;3;Кетовский Коммерческий Банк;842;Курганская обл.;2 483 458,00;2 390 130,00;93 328,00;3,90
373;-8;Озон Банк;3516;Москва и обл.;2 467 039,00;2 749 226,00;-282 187,00;-10,26
374;-4;Газнефтьбанк;3223;Саратовская обл.;2 458 282,00;2 529 187,00;-70 905,00;-2,80
375;-11;Аспект;608;Москва и обл.;2 418 431,00;2 772 829,00;-354 398,00;-12,78
376;-7;РТС-Банк;3401;Самарская обл.;2 399 029,00;2 532 980,00;-133 951,00;-5,29
377;8;Америкэн Экспресс Банк;3460;Москва и обл.;2 331 811,00;2 225 227,00;106 584,00;4,79
378;12;Первоуральскбанк;965;Свердловская обл.;2 304 333,00;2 176 929,00;127 404,00;5,85
379;0;Приобье;537;Ханты-Мансийский АО — Югра;2 297 905,00;2 272 465,00;25 440,00;1,12
380;0;Бум-Банк;1137;Кабардино-Балкария;2 271 296,00;2 264 967,00;6 329,00;0,28
381;1;Кросна-Банк;2607;Москва и обл.;2 222 232,00;2 233 002,00;-10 770,00;-0,48
382;13;ИРС;272;Москва и обл.;2 218 894,00;2 124 970,00;93 924,00;4,42
383;-23;Народный Доверительный Банк;2374;Москва и обл.;2 206 362,00;2 825 071,00;-618 709,00;-21,90
384;8;К2 Банк;2851;Карачаево-Черкесия;2 201 676,00;2 156 239,00;45 437,00;2,11
385;13;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 173 725,00;2 075 649,00;98 076,00;4,73
386;3;Кредпромбанк;1165;Ярославская обл.;2 168 680,00;2 186 984,00;-18 304,00;-0,84
387;0;Первый Инвестиционный Банк;604;Москва и обл.;2 168 229,00;2 218 253,00;-50 024,00;-2,26
388;0;Вкабанк;1027;Астраханская обл.;2 146 744,00;2 196 262,00;-49 518,00;-2,25
389;-11;Банк Глобус;2438;Москва и обл.;2 132 260,00;2 318 933,00;-186 673,00;-8,05
390;-6;Ноосфера;2650;Республика Алтай;2 092 851,00;2 230 917,00;-138 066,00;-6,19
391;8;Спутник;1071;Самарская обл.;2 069 444,00;2 035 426,00;34 018,00;1,67
392;8;Профессионал Банк;3296;Москва и обл.;2 051 722,00;2 035 397,00;16 325,00;0,80
393;1;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 049 719,00;2 139 203,00;-89 484,00;-4,18
394;-1;Экономикс-Банк;2136;Москва и обл.;2 037 815,00;2 153 640,00;-115 825,00;-5,38
395;6;Социум-Банк;2881;Москва и обл.;2 031 658,00;2 012 139,00;19 519,00;0,97
396;9;Дом-Банк;3209;Москва и обл.;2 013 496,00;1 968 838,00;44 658,00;2,27
397;13;Прайм Финанс;2758;Санкт-Петербург и обл.;2 009 962,00;1 909 323,00;100 639,00;5,27
398;5;Саратов;330;Саратовская обл.;1 982 083,00;1 980 741,00;1 342,00;0,07
399;5;Капитал;575;Москва и обл.;1 979 299,00;1 980 490,00;-1 191,00;-0,06
400;-9;ИСБ;3010;Москва и обл.;1 976 221,00;2 160 494,00;-184 273,00;-8,53
401;8;Арзамас;1281;Нижегородская обл.;1 966 480,00;1 913 829,00;52 651,00;2,75
402;6;Великие Луки Банк;598;Псковская обл.;1 961 302,00;1 923 266,00;38 036,00;1,98
403;10;Нальчик;695;Кабардино-Балкария;1 959 704,00;1 894 940,00;64 764,00;3,42
404;-2;Майкопбанк;1136;Адыгея;1 953 382,00;1 998 612,00;-45 230,00;-2,26
405;12;Яринтербанк;2564;Ярославская обл.;1 920 921,00;1 846 975,00;73 946,00;4,00
406;-25;Новый Московский Банк;2932;Москва и обл.;1 892 878,00;2 241 948,00;-349 070,00;-15,57
407;5;КОР;2148;Волгоградская обл.;1 860 157,00;1 895 310,00;-35 153,00;-1,85
408;3;Россита-Банк;3257;Москва и обл.;1 852 736,00;1 906 025,00;-53 289,00;-2,80
409;-3;Первый Дортрансбанк;3271;Кировская обл.;1 851 775,00;1 961 831,00;-110 056,00;-5,61
410;-14;Банк РМП;2574;Москва и обл.;1 847 895,00;2 118 020,00;-270 125,00;-12,75
411;3;Калуга;1151;Калужская обл.;1 817 961,00;1 865 347,00;-47 386,00;-2,54
412;7;Новое Время;3492;Москва и обл.;1 814 355,00;1 758 463,00;55 892,00;3,18
413;5;Спиритбанк;2053;Тульская обл.;1 813 024,00;1 815 464,00;-2 440,00;-0,13
414;-7;Столичный Кредит;2853;Москва и обл.;1 795 949,00;1 955 615,00;-159 666,00;-8,16
415;5;Апабанк;2404;Москва и обл.;1 779 360,00;1 741 193,00;38 167,00;2,19
416;0;Республиканский Кредитный Альянс;3017;Москва и обл.;1 736 099,00;1 852 971,00;-116 872,00;-6,31
417;4;Руна-Банк;3207;Москва и обл.;1 731 859,00;1 724 776,00;7 083,00;0,41
418;4;Росбизнесбанк;1405;Москва и обл.;1 661 689,00;1 674 973,00;-13 284,00;-0,79
419;9;Тендер-Банк;2252;Москва и обл.;1 651 556,00;1 569 262,00;82 294,00;5,24
420;4;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 645 910,00;1 668 459,00;-22 549,00;-1,35
421;4;Промсельхозбанк;538;Москва и обл.;1 605 704,00;1 608 984,00;-3 280,00;-0,20
422;7;Кузбассхимбанк;2868;Кемеровская обл.;1 602 404,00;1 559 578,00;42 826,00;2,75
423;10;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 592 999,00;1 524 722,00;68 277,00;4,48
424;7;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 584 673,00;1 538 791,00;45 882,00;2,98
425;9;АвтоКредитБанк;1973;Татарстан;1 569 328,00;1 519 307,00;50 021,00;3,29
426;0;Крона-Банк;2499;Иркутская обл.;1 548 859,00;1 607 033,00;-58 174,00;-3,62
427;15;Примтеркомбанк;21;Приморский край;1 518 748,00;1 409 349,00;109 399,00;7,76
428;4;Тагилбанк;1635;Свердловская обл.;1 493 325,00;1 525 958,00;-32 633,00;-2,14
429;7;Московский Вексельный Банк;2697;Москва и обл.;1 482 900,00;1 476 990,00;5 910,00;0,40
430;5;Сервис Резерв;2034;Москва и обл.;1 474 279,00;1 505 646,00;-31 367,00;-2,08
431;-1;ИК Банк;1732;Татарстан;1 451 861,00;1 539 047,00;-87 186,00;-5,66
432;5;Проинвестбанк;784;Пермская обл.;1 444 682,00;1 449 656,00;-4 974,00;-0,34
433;6;Риал-Кредит;3393;Москва и обл.;1 407 899,00;1 440 662,00;-32 763,00;-2,27
434;-7;Новый Кредитный Союз;3139;Москва и обл.;1 405 244,00;1 589 714,00;-184 470,00;-11,60
435;5;Банк Фридом Финанс;1143;Москва и обл.;1 394 073,00;1 437 810,00;-43 737,00;-3,04
436;7;Почтобанк;1788;Пермская обл.;1 370 390,00;1 385 862,00;-15 472,00;-1,12
437;12;Космос;2245;Москва и обл.;1 365 015,00;1 285 068,00;79 947,00;6,22
438;8;Элекснет;3314;Москва и обл.;1 358 466,00;1 358 466,00;0,00;0
439;2;Златкомбанк;568;Москва и обл.;1 349 511,00;1 437 662,00;-88 151,00;-6,13
440;5;Синергия;2884;Саратовская обл.;1 336 831,00;1 373 459,00;-36 628,00;-2,67
441;3;Алтынбанк;2070;Татарстан;1 335 276,00;1 377 551,00;-42 275,00;-3,07
442;-4;Холмск;503;Сахалинская обл.;1 327 132,00;1 446 385,00;-119 253,00;-8,24
443;8;Курган;2568;Курганская обл.;1 308 110,00;1 267 365,00;40 745,00;3,21
444;17;Агора;3231;Москва и обл.;1 305 446,00;1 117 025,00;188 421,00;16,87
445;5;Металлург;2877;Москва и обл.;1 278 920,00;1 270 731,00;8 189,00;0,64
446;2;РФИ Банк;3351;Москва и обл.;1 267 924,00;1 289 971,00;-22 047,00;-1,71
447;8;Прохладный;874;Кабардино-Балкария;1 263 485,00;1 191 404,00;72 081,00;6,05
448;-1;Вакобанк;1291;Псковская обл.;1 220 850,00;1 350 274,00;-129 424,00;-9,59
449;7;Саммит Банк;85;Приморский край;1 204 107,00;1 191 066,00;13 041,00;1,09
450;25;Тексбанк;2756;Карачаево-Черкесия;1 196 930,00;993 758,00;203 172,00;20,44
451;6;Дон-Тексбанк;1818;Ростовская обл.;1 184 856,00;1 190 368,00;-5 512,00;-0,46
452;6;Новый Промышленный Банк;930;Москва и обл.;1 170 557,00;1 173 213,00;-2 656,00;-0,23
453;7;Михайловский ПЖСБ;2961;Волгоградская обл.;1 163 318,00;1 136 355,00;26 963,00;2,37
454;9;Спецстройбанк;236;Москва и обл.;1 154 386,00;1 114 418,00;39 968,00;3,59
455;-3;Кредитинвест;1197;Дагестан;1 149 269,00;1 233 577,00;-84 308,00;-6,83
456;-2;Невастройинвест;1926;Санкт-Петербург и обл.;1 136 130,00;1 224 723,00;-88 593,00;-7,23
457;2;Химик;1114;Нижегородская обл.;1 130 540,00;1 146 306,00;-15 766,00;-1,38
458;-5;Акцент;696;Оренбургская обл.;1 126 748,00;1 227 244,00;-100 496,00;-8,19
459;5;Байкалкредобанк;2990;Иркутская обл.;1 114 444,00;1 103 772,00;10 672,00;0,97
460;2;ЕАТП Банк;1765;Астраханская обл.;1 088 669,00;1 115 946,00;-27 277,00;-2,44
461;10;Флора-Москва;533;Москва и обл.;1 081 670,00;1 040 243,00;41 427,00;3,98
462;3;Международный Расчетный Банк;3028;Москва и обл.;1 069 110,00;1 094 272,00;-25 162,00;-2,30
463;3;Майский;1673;Кабардино-Балкария;1 063 867,00;1 076 144,00;-12 277,00;-1,14
464;10;МТИ Банк;1052;Москва и обл.;1 058 997,00;1 013 412,00;45 585,00;4,50
465;8;Максима;3379;Москва и обл.;1 054 909,00;1 021 020,00;33 889,00;3,32
466;2;Соколовский;2830;Москва и обл.;1 041 725,00;1 054 409,00;-12 684,00;-1,20
467;0;Мобильная карта;3522;Санкт-Петербург и обл.;992 969,00;1 067 052,00;-74 083,00;-6,94
468;2;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;985 419,00;1 040 410,00;-54 991,00;-5,29
469;0;Народный Инвестиционный Банк;2876;Самарская обл.;952 729,00;1 042 859,00;-90 130,00;-8,64
470;6;Москва;1661;Москва и обл.;942 498,00;970 250,00;-27 752,00;-2,86
471;6;ГринКомБанк;1184;Иркутская обл.;938 827,00;964 419,00;-25 592,00;-2,65
472;20;Гефест;1046;Тверская обл.;920 600,00;665 870,00;254 730,00;38,26
473;-1;Русский Банк Сбережений;779;Ставропольский край;901 771,00;1 028 132,00;-126 361,00;-12,29
474;5;Банк РСИ;3415;Москва и обл.;868 770,00;935 083,00;-66 313,00;-7,09
475;3;Классик Эконом Банк;3298;Северная Осетия — Алания;868 387,00;935 410,00;-67 023,00;-7,17
476;5;Центрально-Азиатский;3037;Хакасия;867 407,00;835 552,00;31 855,00;3,81
477;5;Холдинвестбанк;2837;Москва и обл.;832 825,00;818 915,00;13 910,00;1,70
478;6;Балаково-Банк;444;Саратовская обл.;791 786,00;794 369,00;-2 583,00;-0,33
479;4;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;789 471,00;813 155,00;-23 684,00;-2,91
480;7;Объединенный Банк Республики;1016;Чувашия;766 028,00;745 394,00;20 634,00;2,77
481;22;ФинТех;3499;Ярославская обл.;753 521,00;575 748,00;177 773,00;30,88
482;3;Эльбин;2267;Дагестан;694 761,00;751 486,00;-56 725,00;-7,55
483;8;Яндекс Банк;3027;Москва и обл.;689 228,00;672 190,00;17 038,00;2,53
484;6;Вятич;2796;Рязанская обл.;681 202,00;678 139,00;3 063,00;0,45
485;3;Национальный Банк Сбережений;1949;Ивановская обл.;661 906,00;725 564,00;-63 658,00;-8,77
486;0;Славянбанк;804;Новгородская обл.;630 817,00;746 163,00;-115 346,00;-15,46
487;9;Прокоммерцбанк;2996;Москва и обл.;624 485,00;642 944,00;-18 459,00;-2,87
488;6;Вайлдберриз Банк;841;Адыгея;623 855,00;661 621,00;-37 766,00;-5,71
489;11;Ресурс-Траст;3122;Москва и обл.;619 184,00;591 435,00;27 749,00;4,69
490;5;Онего;2484;Карелия;617 199,00;644 032,00;-26 833,00;-4,17
491;-2;РусьРегионБанк;685;Москва и обл.;616 454,00;720 478,00;-104 024,00;-14,44
492;12;Единая касса;3512;Москва и обл.;611 845,00;563 449,00;48 396,00;8,59
493;4;Расчетные Решения;3524;Москва и обл.;608 250,00;603 373,00;4 877,00;0,81
494;4;Си Ди Би Банк;3339;Краснодарский край;601 216,00;601 568,00;-352,00;-0,06
495;4;МВС Банк;2407;Дагестан;579 063,00;595 935,00;-16 872,00;-2,83
496;11;Геобанк;2027;Москва и обл.;562 338,00;522 655,00;39 683,00;7,59
497;5;Южный Региональный Банк;3015;Ростовская обл.;560 732,00;585 197,00;-24 465,00;-4,18
498;7;Рента-Банк;3095;Москва и обл.;551 634,00;563 294,00;-11 660,00;-2,07
499;18;Финчер;3486;Москва и обл.;549 995,00;425 135,00;124 860,00;29,37
500;-7;Монета.ру;3508;Марий Эл;546 842,00;663 167,00;-116 325,00;-17,54
501;7;Жилстройбанк;2769;Москва и обл.;526 989,00;514 625,00;12 364,00;2,40
502;4;Народный Банк Тувы;1309;Тыва;514 581,00;537 849,00;-23 268,00;-4,33
503;6;Таганрогбанк;3136;Ростовская обл.;509 049,00;507 457,00;1 592,00;0,31
504;7;Лэнд Кредит;1478;Москва и обл.;505 658,00;497 504,00;8 154,00;1,64
505;11;РИБ;2749;Москва и обл.;504 358,00;426 580,00;77 778,00;18,23
506;6;Континенталь;3184;Ставропольский край;500 064,00;487 736,00;12 328,00;2,53
507;14;Эко-Инвест;3116;Москва и обл.;475 212,00;398 124,00;77 088,00;19,36
508;6;Дружба;990;Тюменская обл.;465 639,00;482 367,00;-16 728,00;-3,47
509;1;Жилкредит;1736;Москва и обл.;455 995,00;502 291,00;-46 296,00;-9,22
510;3;Деньги.Мэйл.Ру;3511;Москва и обл.;436 236,00;485 640,00;-49 404,00;-10,17
511;9;Северстройбанк;3507;Вологодская обл.;411 368,00;398 988,00;12 380,00;3,10
512;10;Банк Берейт;3505;Санкт-Петербург и обл.;410 041,00;397 531,00;12 510,00;3,15
513;2;Логос;3233;Москва и обл.;399 129,00;448 800,00;-49 671,00;-11,07
514;4;Промсвязьинвест;2761;Дагестан;385 935,00;414 029,00;-28 094,00;-6,79
515;8;Тайдон;2085;Кемеровская обл.;373 715,00;375 232,00;-1 517,00;-0,40
516;8;Единая Расчетная Палата;384;Москва и обл.;371 020,00;341 500,00;29 520,00;8,64
517;2;Альтернатива;3452;Москва и обл.;329 821,00;402 321,00;-72 500,00;-18,02
518;7;Объединенная Расчетная Система;3342;Москва и обл.;315 685,00;333 245,00;-17 560,00;-5,27
519;8;Рунэтбанк;2829;Москва и обл.;308 361,00;303 662,00;4 699,00;1,55
520;6;Сетевая Расчетная Палата;3332;Татарстан;307 911,00;320 970,00;-13 059,00;-4,07
521;7;Нарат;1902;Саратовская обл.;239 587,00;249 165,00;-9 578,00;-3,84
522;7;ПэйЮ;3518;Москва и обл.;238 464,00;238 464,00;0,00;0
523;11;Русское Финансовое Общество;3427;Москва и обл.;200 873,00;177 476,00;23 397,00;13,18
524;9;Электронный платежный сервис;3509;Москва и обл.;192 360,00;194 891,00;-2 531,00;-1,30
525;7;Красноярский Краевой Расчетный Центр;3483;Красноярский край;191 804,00;195 230,00;-3 426,00;-1,75
526;4;Лидер;3304;Москва и обл.;191 173,00;214 016,00;-22 843,00;-10,67
527;4;Платежи и Расчеты;3324;Самарская обл.;188 806,00;205 438,00;-16 632,00;-8,10
528;7;Платежный Стандарт;3530;Новосибирская обл.;169 711,00;169 711,00;0,00;0
529;7;Элексир;3533;Москва и обл.;165 314,00;168 458,00;-3 144,00;-1,87
530;12;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;130 448,00;77 969,00;52 479,00;67,31
531;8;Р-Инкас;3536;Москва и обл.;126 873,00;112 048,00;14 825,00;13,23
