Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2019, тыс. рублей;Сентябрь, 2019, тыс. рублей;Изменение, тыс. рублей;Изменение, %
22;2;Почта Банк;650;Москва и обл.;511 304 044,00;482 648 061,00;28 655 983,00;5,94
23;-1;БМ-Банк;2748;Москва и обл.;507 295 580,00;511 353 531,00;-4 057 951,00;-0,79
24;-1;СМП Банк;3368;Москва и обл.;481 124 193,00;503 692 456,00;-22 568 263,00;-4,48
25;0;Новикомбанк;2546;Москва и обл.;468 854 270,00;469 412 281,00;-558 011,00;-0,12
26;0;Московский Индустриальный Банк;912;Москва и обл.;428 066 649,00;428 840 921,00;-774 272,00;-0,18
27;1;Пересвет;2110;Москва и обл.;344 254 138,00;335 112 603,00;9 141 535,00;2,73
28;1;Банк ДОМ.РФ;2312;Москва и обл.;340 141 001,00;331 235 396,00;8 905 605,00;2,69
29;-2;Русский Стандарт;2289;Москва и обл.;334 591 194,00;343 316 154,00;-8 724 960,00;-2,54
30;2;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;295 440 574,00;288 911 774,00;6 528 800,00;2,26
31;-1;Возрождение;1439;Москва и обл.;294 103 419,00;290 190 785,00;3 912 634,00;1,35
32;-1;Связь-Банк;1470;Москва и обл.;275 610 973,00;289 050 877,00;-13 439 904,00;-4,65
33;1;Хоум Кредит Банк;316;Москва и обл.;275 367 011,00;269 705 941,00;5 661 070,00;2,10
34;2;Абсолют Банк;2306;Москва и обл.;271 772 611,00;267 299 562,00;4 473 049,00;1,67
35;0;Восточный Банк;1460;Амурская обл.;255 168 399,00;268 957 553,00;-13 789 154,00;-5,13
36;2;Банк Зенит;3255;Москва и обл.;245 720 161,00;226 904 979,00;18 815 182,00;8,29
37;0;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;238 126 570,00;233 756 924,00;4 369 646,00;1,87
38;4;Национальный Расчетный Депозитарий;3294;Москва и обл.;210 526 211,00;182 482 400,00;28 043 811,00;15,37
39;-6;ИНГ Банк;2495;Москва и обл.;205 316 085,00;274 727 159,00;-69 411 074,00;-25,27
40;-1;РНКБ;1354;Симферополь;204 269 974,00;200 593 836,00;3 676 138,00;1,83
41;-1;Инвестторгбанк;2763;Москва и обл.;199 344 203,00;198 700 644,00;643 559,00;0,32
42;-1;МТС Банк;2268;Москва и обл.;192 120 294,00;191 137 921,00;982 373,00;0,51
43;2;ОТП Банк;2766;Москва и обл.;179 920 625,00;174 772 812,00;5 147 813,00;2,95
44;-1;Ренессанс Кредит;3354;Москва и обл.;179 273 812,00;181 204 132,00;-1 930 320,00;-1,07
45;-1;Экспресс-Волга;3085;Костромская обл.;171 421 933,00;175 070 599,00;-3 648 666,00;-2,08
46;1;Транскапиталбанк;2210;Москва и обл.;159 656 762,00;157 528 005,00;2 128 757,00;1,35
47;2;Русфинанс Банк;1792;Самарская обл.;158 316 834,00;154 603 768,00;3 713 066,00;2,40
48;0;Кредит Европа Банк;3311;Москва и обл.;156 783 550,00;157 496 727,00;-713 177,00;-0,45
49;1;Сетелем Банк;2168;Москва и обл.;149 021 553,00;145 869 350,00;3 152 203,00;2,16
50;1;Запсибкомбанк;918;Тюменская обл.;138 450 277,00;135 850 498,00;2 599 779,00;1,91
51;2;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;133 131 947,00;130 096 589,00;3 035 358,00;2,33
52;-6;Росэксимбанк;2790;Москва и обл.;130 583 478,00;162 244 339,00;-31 660 861,00;-19,51
53;-1;Авангард;2879;Москва и обл.;128 336 569,00;131 554 585,00;-3 218 016,00;-2,45
54;0;Роскосмосбанк;2989;Москва и обл.;128 130 780,00;126 145 275,00;1 985 505,00;1,57
55;1;Центр-инвест;2225;Ростовская обл.;123 760 033,00;121 139 728,00;2 620 305,00;2,16
56;-1;Банк Финсервис;3388;Москва и обл.;121 942 298,00;122 268 931,00;-326 633,00;-0,27
57;0;МСП Банк;3340;Москва и обл.;117 821 219,00;116 567 957,00;1 253 262,00;1,08
58;0;ВУЗ-Банк;1557;Свердловская обл.;113 831 664,00;114 903 330,00;-1 071 666,00;-0,93
59;1;Аверс;415;Татарстан;109 786 217,00;111 991 585,00;-2 205 368,00;-1,97
60;1;Таврический Банк;2304;Санкт-Петербург и обл.;109 459 689,00;109 070 417,00;389 272,00;0,36
61;-2;ЦентроКредит;121;Москва и обл.;109 217 799,00;112 845 562,00;-3 627 763,00;-3,21
62;4;РН Банк;170;Москва и обл.;108 701 862,00;103 466 016,00;5 235 846,00;5,06
63;-1;Кубань Кредит;2518;Краснодарский край;108 583 682,00;106 895 814,00;1 687 868,00;1,58
64;0;Союз;2307;Москва и обл.;107 393 128,00;104 797 081,00;2 596 047,00;2,48
65;3;Локо-Банк;2707;Москва и обл.;99 992 665,00;92 371 228,00;7 621 437,00;8,25
66;-3;Нордеа Банк;3016;Москва и обл.;98 605 110,00;105 522 244,00;-6 917 134,00;-6,56
67;0;Металлинвестбанк;2440;Москва и обл.;97 198 195,00;95 079 747,00;2 118 448,00;2,23
68;-3;СКБ-Банк;705;Свердловская обл.;95 220 500,00;103 536 606,00;-8 316 106,00;-8,03
69;0;Экспобанк;2998;Москва и обл.;85 877 682,00;82 716 912,00;3 160 770,00;3,82
70;1;Дойче Банк;3328;Москва и обл.;85 469 296,00;79 803 078,00;5 666 218,00;7,10
71;4;Мидзухо Банк;3337;Москва и обл.;84 017 934,00;73 439 771,00;10 578 163,00;14,40
72;1;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;77 803 519,00;77 209 984,00;593 535,00;0,77
73;-3;Тойота Банк;3470;Москва и обл.;77 398 402,00;80 597 839,00;-3 199 437,00;-3,97
74;-2;Балтинвестбанк;3176;Санкт-Петербург и обл.;76 354 077,00;79 336 907,00;-2 982 830,00;-3,76
75;2;БКС Банк;101;Москва и обл.;70 993 945,00;69 114 984,00;1 878 961,00;2,72
76;-2;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;68 665 722,00;73 845 875,00;-5 180 153,00;-7,01
77;-1;Эм-Ю-Эф-Джи Банк (Евразия);3465;Москва и обл.;66 807 433,00;72 544 601,00;-5 737 168,00;-7,91
78;6;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;65 489 147,00;61 072 942,00;4 416 205,00;7,23
79;-1;Примсоцбанк;2733;Приморский край;65 472 433,00;66 357 667,00;-885 234,00;-1,33
80;-1;Левобережный;1343;Новосибирская обл.;64 993 933,00;64 943 979,00;49 954,00;0,08
81;0;СДМ-Банк;1637;Москва и обл.;64 423 370,00;63 789 160,00;634 210,00;0,99
82;3;Крайинвестбанк;3360;Краснодарский край;61 101 990,00;60 781 682,00;320 308,00;0,53
83;0;ББР Банк;2929;Москва и обл.;59 998 068,00;62 339 107,00;-2 341 039,00;-3,76
84;-4;Банк Интеза;2216;Москва и обл.;59 442 228,00;64 152 863,00;-4 710 635,00;-7,34
85;3;Севергазбанк;2816;Вологодская обл.;59 343 913,00;59 407 838,00;-63 925,00;-0,11
86;3;РГС Банк;3073;Москва и обл.;58 243 156,00;58 094 075,00;149 081,00;0,26
87;0;АйСиБиСи Банк;3475;Москва и обл.;57 454 679,00;59 718 777,00;-2 264 098,00;-3,79
88;-2;СЭБ Банк;3235;Санкт-Петербург и обл.;57 211 485,00;60 513 758,00;-3 302 273,00;-5,46
89;4;Энерготрансбанк;1307;Калининградская обл.;56 519 766,00;53 986 475,00;2 533 291,00;4,69
90;1;Челиндбанк;485;Челябинская обл.;55 793 420,00;55 582 380,00;211 040,00;0,38
91;3;Фора-Банк;1885;Москва и обл.;54 806 624,00;52 381 504,00;2 425 120,00;4,63
92;3;Коммерцбанк (Евразия);3333;Москва и обл.;54 796 579,00;51 293 406,00;3 503 173,00;6,83
93;4;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;54 426 641,00;50 866 432,00;3 560 209,00;7,00
94;-2;Челябинвестбанк;493;Челябинская обл.;54 246 480,00;55 546 726,00;-1 300 246,00;-2,34
95;3;Аресбанк;2914;Москва и обл.;52 099 055,00;49 441 526,00;2 657 529,00;5,38
96;0;Генбанк;2490;Симферополь;52 061 123,00;51 172 642,00;888 481,00;1,74
97;2;Газэнергобанк;3252;Калужская обл.;49 009 236,00;48 960 665,00;48 571,00;0,10
98;6;Фольксваген Банк Рус;3500;Москва и обл.;48 779 362,00;44 373 355,00;4 406 007,00;9,93
99;-9;БНП Париба Банк;3407;Москва и обл.;48 746 248,00;57 403 694,00;-8 657 446,00;-15,08
100;0;Киви Банк;2241;Москва и обл.;48 223 292,00;48 621 008,00;-397 716,00;-0,82
101;1;Саровбизнесбанк;2048;Нижегородская обл.;46 421 052,00;45 968 230,00;452 822,00;0,99
102;6;Бэнк оф Чайна;2309;Москва и обл.;44 031 288,00;39 530 304,00;4 500 984,00;11,39
103;0;Платежный Центр;3166;Новосибирская обл.;43 894 590,00;45 573 266,00;-1 678 676,00;-3,68
104;3;БМВ Банк;3482;Москва и обл.;43 638 699,00;40 772 553,00;2 866 146,00;7,03
105;-4;Мир Бизнес Банк;3396;Москва и обл.;43 022 989,00;46 073 250,00;-3 050 261,00;-6,62
106;0;Солидарность;554;Самарская обл.;42 724 066,00;42 394 585,00;329 481,00;0,78
107;-2;Объединенный Капитал;2611;Санкт-Петербург и обл.;42 556 342,00;44 303 381,00;-1 747 039,00;-3,94
108;51;Банк Кредит Свисс;2494;Москва и обл.;41 872 774,00;16 528 846,00;25 343 928,00;153,33
109;4;Дальневосточный Банк;843;Приморский край;41 154 867,00;36 098 267,00;5 056 600,00;14,01
110;0;БыстроБанк;1745;Удмуртия;38 747 404,00;38 514 842,00;232 562,00;0,60
111;3;Международный Финансовый Клуб;2618;Москва и обл.;38 140 859,00;35 630 161,00;2 510 698,00;7,05
112;-1;Кольцо Урала;65;Свердловская обл.;37 619 523,00;37 446 650,00;172 873,00;0,46
113;-4;Дж. П. Морган Банк;2629;Москва и обл.;36 090 067,00;39 330 598,00;-3 240 531,00;-8,24
114;-2;Интерпрогрессбанк;600;Москва и обл.;34 902 753,00;36 883 701,00;-1 980 948,00;-5,37
115;0;Приморье;3001;Приморский край;34 893 747,00;34 839 212,00;54 535,00;0,16
116;0;Кредит Урал Банк;2584;Челябинская обл.;34 487 936,00;33 897 258,00;590 678,00;1,74
117;0;Девон-Кредит;1972;Татарстан;33 979 764,00;33 718 650,00;261 114,00;0,77
118;0;НС Банк;3124;Москва и обл.;32 054 599,00;31 910 595,00;144 004,00;0,45
119;19;Натиксис Банк;3390;Москва и обл.;31 771 889,00;21 320 475,00;10 451 414,00;49,02
120;1;Квантмобайл Банк;1189;Москва и обл.;30 371 219,00;29 810 863,00;560 356,00;1,88
121;-1;Национальный Стандарт;3421;Москва и обл.;30 137 854,00;29 871 618,00;266 236,00;0,89
122;-3;Алмазэргиэнбанк;2602;Саха (Якутия);29 932 739,00;29 885 630,00;47 109,00;0,16
123;-1;МС Банк Рус;2789;Москва и обл.;28 374 876,00;28 429 146,00;-54 270,00;-0,19
124;0;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;27 749 692,00;27 085 102,00;664 590,00;2,45
125;6;Ланта-Банк;1920;Москва и обл.;26 941 353,00;24 637 967,00;2 303 386,00;9,35
126;-1;Интерпромбанк;3266;Москва и обл.;26 448 588,00;26 617 589,00;-169 001,00;-0,63
127;1;Курскпромбанк;735;Курская обл.;26 345 028,00;25 738 656,00;606 372,00;2,36
128;-1;Урал ФД;249;Пермская обл.;26 029 409,00;25 964 809,00;64 600,00;0,25
129;3;Экономбанк;1319;Саратовская обл.;25 400 939,00;24 178 922,00;1 222 017,00;5,05
130;3;Мерседес-Бенц Банк Рус;3473;Москва и обл.;24 970 694,00;24 173 892,00;796 802,00;3,30
131;-2;Акибанк;2587;Татарстан;24 793 485,00;25 079 735,00;-286 250,00;-1,14
132;-6;ЦМРБанк;3531;Москва и обл.;24 782 190,00;26 010 645,00;-1 228 455,00;-4,72
133;-3;Хлынов;254;Кировская обл.;24 708 402,00;24 753 485,00;-45 083,00;-0,18
134;0;Энергобанк;67;Татарстан;24 268 191,00;23 854 045,00;414 146,00;1,74
135;1;Держава;2738;Москва и обл.;22 940 893,00;23 106 123,00;-165 230,00;-0,72
136;3;Банк Акцепт;567;Новосибирская обл.;21 408 345,00;21 017 861,00;390 484,00;1,86
137;-14;Чайна Констракшн;3515;Москва и обл.;21 097 539,00;28 241 813,00;-7 144 274,00;-25,30
138;3;НБД-Банк;1966;Нижегородская обл.;20 733 017,00;20 700 454,00;32 563,00;0,16
139;3;Джей энд Ти Банк;3061;Москва и обл.;20 236 386,00;20 311 379,00;-74 993,00;-0,37
140;4;Тольяттихимбанк;2507;Самарская обл.;20 234 192,00;19 530 685,00;703 507,00;3,60
141;-1;Москоммерцбанк;3365;Москва и обл.;19 994 460,00;20 822 530,00;-828 070,00;-3,98
142;1;Пойдем!;2534;Москва и обл.;19 835 140,00;20 270 304,00;-435 164,00;-2,15
143;2;Татсоцбанк;480;Татарстан;19 355 554,00;19 254 629,00;100 925,00;0,52
144;2;Агропромкредит;2880;Москва и обл.;19 288 784,00;19 028 468,00;260 316,00;1,37
145;9;Модульбанк;1927;Костромская обл.;18 605 315,00;17 386 214,00;1 219 101,00;7,01
146;1;Кошелев-Банк;3300;Самарская обл.;18 579 651,00;18 595 885,00;-16 234,00;-0,09
147;2;Денизбанк Москва;3330;Москва и обл.;18 193 766,00;18 273 305,00;-79 539,00;-0,44
148;-11;Ури Банк;3479;Москва и обл.;18 156 315,00;21 382 710,00;-3 226 395,00;-15,09
149;3;Инбанк;1829;Москва и обл.;18 147 516,00;17 638 849,00;508 667,00;2,88
150;0;Александровский;53;Санкт-Петербург и обл.;18 061 262,00;17 924 807,00;136 455,00;0,76
151;2;Московское Ипотечное Агентство;3344;Москва и обл.;17 722 066,00;17 461 056,00;261 010,00;1,49
152;3;Прио-Внешторгбанк;212;Рязанская обл.;17 507 762,00;17 254 979,00;252 783,00;1,46
153;3;Алеф-Банк;2119;Москва и обл.;17 405 928,00;17 239 981,00;165 947,00;0,96
154;-3;Липецккомбанк;1242;Липецкая обл.;17 343 596,00;17 722 410,00;-378 814,00;-2,14
155;5;Национальная Факторинговая Компания;3437;Москва и обл.;17 300 443,00;16 332 623,00;967 820,00;5,93
156;1;Морской Банк;77;Москва и обл.;16 865 374,00;17 195 367,00;-329 993,00;-1,92
157;-9;Ишбанк;2867;Москва и обл.;16 783 205,00;18 291 201,00;-1 507 996,00;-8,24
158;3;РосДорБанк;1573;Москва и обл.;16 464 162,00;16 029 109,00;435 053,00;2,71
159;4;Развитие-Столица;3013;Москва и обл.;16 442 796,00;15 977 479,00;465 317,00;2,91
160;-25;Голдман Сакс Банк;3490;Москва и обл.;16 114 033,00;23 171 722,00;-7 057 689,00;-30,46
161;3;Норвик Банк;902;Кировская обл.;16 066 541,00;15 944 246,00;122 295,00;0,77
162;0;Форштадт;2208;Оренбургская обл.;15 571 792,00;15 994 659,00;-422 867,00;-2,64
163;2;НК Банк;2755;Москва и обл.;14 735 840,00;14 588 737,00;147 103,00;1,01
164;3;Финанс Бизнес Банк;520;Москва и обл.;14 133 319,00;14 187 177,00;-53 858,00;-0,38
165;4;Гарант-Инвест;2576;Москва и обл.;14 092 176,00;13 992 340,00;99 836,00;0,71
166;2;Банк Казани;708;Татарстан;14 089 562,00;14 021 987,00;67 575,00;0,48
167;3;Национальный Резервный Банк;2170;Москва и обл.;13 456 279,00;13 931 897,00;-475 618,00;-3,41
168;-10;Инкахран;3454;Москва и обл.;13 408 536,00;16 951 963,00;-3 543 427,00;-20,90
169;3;Реалист Банк;1067;Москва и обл.;13 382 231,00;13 069 990,00;312 241,00;2,39
170;-4;Собинбанк;1317;Москва и обл.;13 349 130,00;14 461 325,00;-1 112 195,00;-7,69
171;7;Руснарбанк;3403;Москва и обл.;13 316 894,00;12 378 057,00;938 837,00;7,58
172;-1;Консервативный Коммерческий Банк;1087;Астраханская обл.;13 133 568,00;13 773 332,00;-639 764,00;-4,64
173;2;НИКО-Банк;702;Оренбургская обл.;12 997 173,00;12 670 599,00;326 574,00;2,58
174;0;КС Банк;1752;Мордовия;12 926 495,00;12 836 949,00;89 546,00;0,70
175;1;Нижневолжский Коммерческий Банк;931;Саратовская обл.;12 779 480,00;12 598 573,00;180 907,00;1,44
176;4;ТЭМБР-Банк;2764;Москва и обл.;12 406 439,00;12 135 783,00;270 656,00;2,23
177;5;Банк Оренбург;3269;Оренбургская обл.;12 304 160,00;12 036 448,00;267 712,00;2,22
178;7;Датабанк;646;Удмуртия;12 210 678,00;11 653 925,00;556 753,00;4,78
179;2;Чайнасельхозбанк;3529;Москва и обл.;12 018 781,00;12 121 674,00;-102 893,00;-0,85
180;-7;ЮMoney;3510;Россия;11 997 388,00;12 919 379,00;-921 991,00;-7,14
181;7;Эс-Би-Ай Банк;3185;Москва и обл.;11 985 700,00;11 188 087,00;797 613,00;7,13
182;2;Снежинский;1376;Челябинская обл.;11 946 033,00;11 654 493,00;291 540,00;2,50
183;9;РЕСО Кредит;3450;Москва и обл.;11 851 015,00;10 782 005,00;1 069 010,00;9,91
184;2;Юг-Инвестбанк;2772;Краснодарский край;11 842 565,00;11 514 251,00;328 314,00;2,85
185;-6;Промтрансбанк;2638;Башкортостан;11 829 243,00;12 340 442,00;-511 199,00;-4,14
186;3;Актив Банк;2529;Мордовия;11 689 394,00;11 167 027,00;522 367,00;4,68
187;-10;Банк БКФ;2684;Москва и обл.;11 287 140,00;12 471 672,00;-1 184 532,00;-9,50
188;-1;Нацинвестпромбанк;3077;Москва и обл.;11 243 438,00;11 251 252,00;-7 814,00;-0,07
189;1;МБА-Москва;3395;Москва и обл.;11 020 551,00;11 147 435,00;-126 884,00;-1,14
190;-7;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;10 872 421,00;12 026 762,00;-1 154 341,00;-9,60
191;2;Русьуниверсалбанк;3293;Москва и обл.;10 706 625,00;10 694 426,00;12 199,00;0,11
192;8;Банк Раунд;2506;Москва и обл.;10 651 754,00;9 362 737,00;1 289 017,00;13,77
193;5;Екатеринбург;3161;Свердловская обл.;10 314 679,00;10 232 471,00;82 208,00;0,80
194;1;Банк Жилищного Финансирования;3138;Москва и обл.;10 261 268,00;10 261 884,00;-616,00;-0,01
195;2;Солид Банк;1329;Приморский край;10 231 407,00;10 244 763,00;-13 356,00;-0,13
196;3;Энергомашбанк;52;Санкт-Петербург и обл.;9 672 957,00;9 449 174,00;223 783,00;2,37
197;-1;Автоторгбанк;2776;Москва и обл.;9 262 191,00;10 252 791,00;-990 600,00;-9,66
198;-4;Углеметбанк;2997;Челябинская обл.;8 997 240,00;10 500 522,00;-1 503 282,00;-14,32
199;-8;Морган Стэнли Банк;3456;Москва и обл.;8 850 503,00;11 140 890,00;-2 290 387,00;-20,56
200;1;Томскпромстройбанк;1720;Томская обл.;8 642 668,00;8 672 606,00;-29 938,00;-0,35
201;3;Хакасский Муниципальный Банк;1049;Хакасия;8 549 319,00;8 292 598,00;256 721,00;3,10
202;0;Нейва;1293;Свердловская обл.;8 438 578,00;8 523 315,00;-84 737,00;-0,99
203;2;Вокбанк;312;Нижегородская обл.;8 330 557,00;8 207 114,00;123 443,00;1,50
204;4;Кранбанк;2271;Ивановская обл.;8 277 589,00;8 009 578,00;268 011,00;3,35
205;1;Кузнецкбизнесбанк;1158;Кемеровская обл.;8 048 636,00;8 092 608,00;-43 972,00;-0,54
206;1;Эксперт Банк;2949;Омская обл.;8 030 099,00;8 055 140,00;-25 041,00;-0,31
207;3;Сити Инвест Банк;3194;Санкт-Петербург и обл.;7 874 183,00;7 724 879,00;149 304,00;1,93
208;5;Белгородсоцбанк;760;Белгородская обл.;7 824 969,00;7 655 798,00;169 171,00;2,21
209;7;Северный Народный Банк;2721;Коми;7 766 042,00;7 113 922,00;652 120,00;9,17
210;2;Трансстройбанк;2807;Москва и обл.;7 753 733,00;7 658 512,00;95 221,00;1,24
211;0;Московский Нефтехимический Банк;1411;Москва и обл.;7 742 134,00;7 700 747,00;41 387,00;0,54
212;5;Ставропольпромстройбанк;1288;Ставропольский край;7 660 552,00;7 090 004,00;570 548,00;8,05
213;-4;Ростфинанс;481;Ростовская обл.;7 627 077,00;7 766 020,00;-138 943,00;-1,79
214;5;Сибсоцбанк;2015;Алтайский край;7 267 341,00;7 014 676,00;252 665,00;3,60
215;7;Черноморский банк развития и реконструкции;3527;Симферополь;6 993 782,00;6 815 628,00;178 154,00;2,61
216;9;Новобанк;1352;Новгородская обл.;6 987 187,00;6 749 560,00;237 627,00;3,52
217;-2;Ю Би Эс Банк;3463;Москва и обл.;6 901 794,00;7 236 720,00;-334 926,00;-4,63
218;6;Агророс;2860;Саратовская обл.;6 852 813,00;6 762 791,00;90 022,00;1,33
219;24;Итуруп;2390;Сахалинская обл.;6 799 341,00;5 514 214,00;1 285 127,00;23,31
220;-2;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 747 499,00;7 082 111,00;-334 612,00;-4,72
221;5;Гута-Банк;256;Москва и обл.;6 700 353,00;6 725 294,00;-24 941,00;-0,37
222;-1;Нефтепромбанк;2156;Москва и обл.;6 687 700,00;6 885 806,00;-198 106,00;-2,88
223;-9;Зираат Банк;2559;Москва и обл.;6 658 856,00;7 383 649,00;-724 793,00;-9,82
224;-1;Проминвестбанк;2433;Москва и обл.;6 655 381,00;6 797 843,00;-142 462,00;-2,10
225;3;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;6 628 361,00;6 611 777,00;16 584,00;0,25
226;1;Славия;2664;Москва и обл.;6 593 077,00;6 621 889,00;-28 812,00;-0,44
227;5;Кузнецкий;609;Пензенская обл.;6 561 586,00;6 478 511,00;83 075,00;1,28
228;6;ФорБанк;2063;Москва и обл.;6 510 733,00;6 337 773,00;172 960,00;2,73
229;0;СИАБ;3245;Санкт-Петербург и обл.;6 494 350,00;6 507 720,00;-13 370,00;-0,21
230;0;Венец;524;Ульяновская обл.;6 437 618,00;6 500 643,00;-63 025,00;-0,97
231;0;Земский Банк;2900;Самарская обл.;6 409 596,00;6 492 163,00;-82 567,00;-1,27
232;1;Автоградбанк;1455;Татарстан;6 407 233,00;6 384 743,00;22 490,00;0,35
233;2;Финам Банк;2799;Москва и обл.;6 205 776,00;6 314 088,00;-108 312,00;-1,72
234;-14;Индустриальный Сберегательный Банк;3175;Москва и обл.;6 161 068,00;6 971 770,00;-810 702,00;-11,63
235;-32;Данске Банк;3307;Санкт-Петербург и обл.;6 123 494,00;8 302 240,00;-2 178 746,00;-26,24
236;3;Русь;704;Оренбургская обл.;5 858 895,00;5 823 931,00;34 964,00;0,60
237;3;Газтрансбанк;665;Краснодарский край;5 792 441,00;5 802 138,00;-9 697,00;-0,17
238;-2;Енисейский Объединенный Банк;2645;Красноярский край;5 761 803,00;5 870 354,00;-108 551,00;-1,85
239;3;Зенит Сочи;232;Краснодарский край;5 696 237,00;5 570 003,00;126 234,00;2,27
240;-3;Альба Альянс;2593;Москва и обл.;5 678 456,00;5 851 094,00;-172 638,00;-2,95
241;-3;Кубаньторгбанк;478;Краснодарский край;5 677 831,00;5 838 365,00;-160 534,00;-2,75
242;-1;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 617 128,00;5 663 897,00;-46 769,00;-0,83
243;1;Азия-Инвест Банк;3303;Москва и обл.;5 517 991,00;5 359 630,00;158 361,00;2,95
244;2;Нэклис-Банк;1671;Москва и обл.;5 204 056,00;4 995 851,00;208 205,00;4,17
245;2;Стройлесбанк;2995;Тюменская обл.;5 046 731,00;4 986 896,00;59 835,00;1,20
246;-1;Москва-Сити;3247;Москва и обл.;5 007 848,00;5 174 902,00;-167 054,00;-3,23
247;3;Роял Кредит Банк;783;Приморский край;4 870 108,00;4 767 653,00;102 455,00;2,15
248;4;Заубер Банк;1614;Санкт-Петербург и обл.;4 696 045,00;4 593 583,00;102 462,00;2,23
249;5;НОКССбанк;3202;Волгоградская обл.;4 685 330,00;4 573 037,00;112 293,00;2,46
250;5;Севастопольский Морской Банк;3528;Севастополь;4 663 456,00;4 545 771,00;117 685,00;2,59
251;-2;Икано Банк;3519;Москва и обл.;4 627 789,00;4 830 979,00;-203 190,00;-4,21
252;4;Горбанк;2982;Санкт-Петербург и обл.;4 561 929,00;4 514 206,00;47 723,00;1,06
253;0;Чувашкредитпромбанк;1280;Чувашия;4 506 869,00;4 584 082,00;-77 213,00;-1,68
254;4;Мегаполис;3265;Чувашия;4 492 552,00;4 443 123,00;49 429,00;1,11
255;2;Банк ПСА Финанс Рус;3481;Москва и обл.;4 411 292,00;4 465 006,00;-53 714,00;-1,20
256;4;Донкомбанк;492;Ростовская обл.;4 402 095,00;4 125 648,00;276 447,00;6,70
257;2;Камский Коммерческий Банк;438;Татарстан;4 348 346,00;4 379 678,00;-31 332,00;-0,72
258;-7;Крокус-Банк;2682;Москва и обл.;4 315 022,00;4 715 683,00;-400 661,00;-8,50
259;3;Московский Коммерческий Банк;3172;Москва и обл.;4 288 180,00;4 104 416,00;183 764,00;4,48
