Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2019, тыс. рублей;Сентябрь, 2019, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;6;Вологжанин;1896;Вологодская обл.;4 252 854,00;3 919 815,00;333 039,00;8,50
261;-13;Платина;2347;Москва и обл.;4 248 457,00;4 915 131,00;-666 674,00;-13,56
262;-1;Братский АНКБ;1144;Иркутская обл.;4 171 729,00;4 117 458,00;54 271,00;1,32
263;0;Банк Кремлевский;2905;Москва и обл.;4 094 504,00;4 051 345,00;43 159,00;1,07
264;19;Банк Фридом Финанс;1143;Москва и обл.;4 079 893,00;3 104 645,00;975 248,00;31,41
265;3;Бланк Банк;2368;Москва и обл.;4 051 576,00;3 863 772,00;187 804,00;4,86
266;4;Алтайкапиталбанк;2659;Алтайский край;4 040 969,00;3 854 944,00;186 025,00;4,83
267;-3;Долинск;857;Сахалинская обл.;3 971 327,00;4 012 396,00;-41 069,00;-1,02
268;-1;ПэйПал Ру;3517;Москва и обл.;3 931 145,00;3 885 521,00;45 624,00;1,17
269;2;Славянский Кредит;2960;Москва и обл.;3 909 562,00;3 790 057,00;119 505,00;3,15
270;-5;Оргбанк;3312;Москва и обл.;3 804 987,00;3 988 700,00;-183 713,00;-4,61
271;1;Уралфинанс;1370;Свердловская обл.;3 796 484,00;3 709 668,00;86 816,00;2,34
272;13;Бест Эффортс Банк;435;Москва и обл.;3 753 043,00;3 091 012,00;662 031,00;21,42
273;7;Элита;1399;Калужская обл.;3 704 163,00;3 383 175,00;320 988,00;9,49
274;2;Владбизнесбанк;903;Владимирская обл.;3 691 542,00;3 631 786,00;59 756,00;1,65
275;3;Современные Стандарты Бизнеса;3397;Москва и обл.;3 678 326,00;3 569 598,00;108 728,00;3,05
276;-7;Коммерческий Индо Банк;3446;Москва и обл.;3 599 246,00;3 856 087,00;-256 841,00;-6,66
277;-3;ЮМК Банк;3495;Краснодарский край;3 598 864,00;3 672 986,00;-74 122,00;-2,02
278;-5;Уралпромбанк;2964;Челябинская обл.;3 597 327,00;3 698 761,00;-101 434,00;-2,74
279;3;Первый Клиентский Банк;3436;Москва и обл.;3 575 968,00;3 331 099,00;244 869,00;7,35
280;-1;Объединенный Резервный Банк;937;Москва и обл.;3 504 709,00;3 525 863,00;-21 154,00;-0,60
281;-6;ФинТех;3499;Москва и обл.;3 501 625,00;3 639 716,00;-138 091,00;-3,79
282;-5;Банк Реалист;2646;Москва и обл.;3 456 098,00;3 584 151,00;-128 053,00;-3,57
283;-2;Унифондбанк;3416;Москва и обл.;3 379 637,00;3 362 307,00;17 330,00;0,52
284;0;Вестерн Юнион ДП Восток;2726;Москва и обл.;3 304 347,00;3 099 880,00;204 467,00;6,60
285;4;Первоуральскбанк;965;Свердловская обл.;3 163 120,00;2 978 571,00;184 549,00;6,20
286;14;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 140 986,00;2 728 074,00;412 912,00;15,14
287;10;Синко-Банк;2838;Москва и обл.;3 087 752,00;2 835 261,00;252 491,00;8,91
288;-2;Живаго Банк;2065;Рязанская обл.;3 017 045,00;3 057 905,00;-40 860,00;-1,34
289;-1;Банк Заречье;817;Татарстан;3 009 645,00;2 993 146,00;16 499,00;0,55
290;-3;Евразийский Банк;969;Москва и обл.;2 998 396,00;3 039 209,00;-40 813,00;-1,34
291;1;Система;2846;Москва и обл.;2 983 252,00;2 870 777,00;112 475,00;3,92
292;22;Юнистрим;3467;Москва и обл.;2 956 187,00;2 536 970,00;419 217,00;16,52
293;8;ИТ Банк;2609;Омская обл.;2 886 997,00;2 722 342,00;164 655,00;6,05
294;0;БСТ-Банк;2883;Кемеровская обл.;2 865 375,00;2 850 378,00;14 997,00;0,53
295;-2;Внешфинбанк;3173;Краснодарский край;2 863 502,00;2 852 650,00;10 852,00;0,38
296;-5;Профессионал Банк;3296;Москва и обл.;2 860 079,00;2 876 460,00;-16 381,00;-0,57
297;10;Кетовский Коммерческий Банк;842;Курганская обл.;2 853 685,00;2 666 499,00;187 186,00;7,02
298;-8;Экси-Банк;2530;Санкт-Петербург и обл.;2 834 199,00;2 891 183,00;-56 984,00;-1,97
299;-4;Тендер-Банк;2252;Москва и обл.;2 831 352,00;2 845 522,00;-14 170,00;-0,50
300;-4;Озон Банк;3516;Москва и обл.;2 785 123,00;2 835 747,00;-50 624,00;-1,79
301;4;Новый Век;3417;Москва и обл.;2 777 528,00;2 674 056,00;103 472,00;3,87
302;-4;Америкэн Экспресс Банк;3460;Москва и обл.;2 729 827,00;2 793 970,00;-64 143,00;-2,30
303;-1;Международный Коммерческий Банк;2524;Москва и обл.;2 719 742,00;2 717 036,00;2 706,00;0,10
304;8;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 690 451,00;2 549 021,00;141 430,00;5,55
305;-1;Газнефтьбанк;3223;Саратовская обл.;2 662 811,00;2 682 326,00;-19 515,00;-0,73
306;5;Яринтербанк;2564;Ярославская обл.;2 616 647,00;2 555 673,00;60 974,00;2,39
307;-4;Ермак;1809;Ханты-Мансийский АО — Югра;2 612 401,00;2 696 365,00;-83 964,00;-3,11
308;1;Евроальянс;1781;Ивановская обл.;2 611 668,00;2 628 181,00;-16 513,00;-0,63
309;-1;Далена Банк;1948;Москва и обл.;2 585 082,00;2 639 255,00;-54 173,00;-2,05
310;-11;Россита-Банк;3257;Москва и обл.;2 518 477,00;2 764 554,00;-246 077,00;-8,90
311;4;Народный Банк;2249;Москва и обл.;2 486 333,00;2 455 293,00;31 040,00;1,26
312;1;Социум-Банк;2881;Москва и обл.;2 483 108,00;2 538 558,00;-55 450,00;-2,18
313;-3;РБА;3413;Москва и обл.;2 454 556,00;2 574 205,00;-119 649,00;-4,65
314;9;Банк Глобус;2438;Москва и обл.;2 433 458,00;2 260 910,00;172 548,00;7,63
315;1;Йошкар-Ола;2802;Марий Эл;2 430 023,00;2 381 408,00;48 615,00;2,04
316;6;Банк Пермь;875;Пермская обл.;2 357 753,00;2 261 010,00;96 743,00;4,28
317;3;Первый Дортрансбанк;3271;Кировская обл.;2 342 825,00;2 278 113,00;64 712,00;2,84
318;1;Витабанк;356;Санкт-Петербург и обл.;2 321 717,00;2 300 278,00;21 439,00;0,93
319;-13;МТИ Банк;1052;Москва и обл.;2 318 535,00;2 669 583,00;-351 048,00;-13,15
320;4;Старооскольский Агропромбанк;1050;Белгородская обл.;2 299 823,00;2 219 463,00;80 360,00;3,62
321;-4;Невский Банк;1068;Санкт-Петербург и обл.;2 267 603,00;2 352 698,00;-85 095,00;-3,62
322;-4;ИК Банк;1732;Татарстан;2 266 919,00;2 311 521,00;-44 602,00;-1,93
323;12;Мобильная карта;3522;Санкт-Петербург и обл.;2 243 069,00;1 918 205,00;324 864,00;16,94
324;1;Первый Инвестиционный Банк;604;Москва и обл.;2 241 238,00;2 180 499,00;60 739,00;2,79
325;12;Сельмашбанк;106;Ростовская обл.;2 224 249,00;1 847 036,00;377 213,00;20,42
326;0;Костромаселькомбанк;1115;Костромская обл.;2 206 545,00;2 171 964,00;34 581,00;1,59
327;2;Викинг;2;Санкт-Петербург и обл.;2 204 673,00;2 117 992,00;86 681,00;4,09
328;-1;Великие Луки Банк;598;Псковская обл.;2 199 436,00;2 169 567,00;29 869,00;1,38
329;-8;Вкабанк;1027;Астраханская обл.;2 197 139,00;2 267 869,00;-70 730,00;-3,12
330;-2;Саратов;330;Саратовская обл.;2 151 285,00;2 121 856,00;29 429,00;1,39
331;-1;Капитал;575;Москва и обл.;2 136 108,00;2 115 832,00;20 276,00;0,96
332;1;Приобье;537;Ханты-Мансийский АО — Югра;2 129 164,00;2 067 673,00;61 491,00;2,97
333;17;Росбизнесбанк;1405;Москва и обл.;2 041 561,00;1 556 010,00;485 551,00;31,20
334;0;Арзамас;1281;Нижегородская обл.;2 031 781,00;1 932 395,00;99 386,00;5,14
335;-4;Кросна-Банк;2607;Москва и обл.;2 015 890,00;2 087 775,00;-71 885,00;-3,44
336;3;Новый Московский Банк;2932;Москва и обл.;1 877 745,00;1 785 320,00;92 425,00;5,18
337;3;Майкопбанк;1136;Адыгея;1 848 370,00;1 767 895,00;80 475,00;4,55
338;-2;Земкомбанк;574;Ростовская обл.;1 829 963,00;1 884 230,00;-54 267,00;-2,88
339;2;Калуга;1151;Калужская обл.;1 810 032,00;1 761 839,00;48 193,00;2,74
340;3;Промсельхозбанк;538;Москва и обл.;1 746 956,00;1 745 188,00;1 768,00;0,10
341;14;Сервис Резерв;2034;Москва и обл.;1 744 572,00;1 490 304,00;254 268,00;17,06
342;15;Банк РМП;2574;Москва и обл.;1 695 566,00;1 438 854,00;256 712,00;17,84
343;-1;Кредпромбанк;1165;Ярославская обл.;1 691 605,00;1 759 226,00;-67 621,00;-3,84
344;1;Тексбанк;2756;Карачаево-Черкесия;1 690 488,00;1 676 258,00;14 230,00;0,85
345;-7;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 688 953,00;1 837 225,00;-148 272,00;-8,07
346;-2;АвтоКредитБанк;1973;Татарстан;1 687 400,00;1 688 488,00;-1 088,00;-0,06
347;-1;Кузбассхимбанк;2868;Кемеровская обл.;1 647 031,00;1 638 643,00;8 388,00;0,51
348;0;Алтынбанк;2070;Татарстан;1 619 273,00;1 604 228,00;15 045,00;0,94
349;-2;Дом-Банк;3209;Москва и обл.;1 615 214,00;1 619 222,00;-4 008,00;-0,25
350;-18;Расчетные Решения;3524;Москва и обл.;1 613 163,00;2 078 107,00;-464 944,00;-22,37
351;1;Проинвестбанк;784;Пермская обл.;1 589 703,00;1 541 133,00;48 570,00;3,15
352;-1;Спутник;1071;Самарская обл.;1 541 738,00;1 547 774,00;-6 036,00;-0,39
353;0;ИРС;272;Москва и обл.;1 538 874,00;1 539 035,00;-161,00;-0,01
354;5;Столичный Кредит;2853;Москва и обл.;1 538 163,00;1 425 777,00;112 386,00;7,88
355;19;Новокиб;1747;Кемеровская обл.;1 534 069,00;1 247 808,00;286 261,00;22,94
356;-2;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 511 997,00;1 495 577,00;16 420,00;1,10
357;7;Республиканский Кредитный Альянс;3017;Москва и обл.;1 473 996,00;1 340 376,00;133 620,00;9,97
358;-9;Примтеркомбанк;21;Приморский край;1 470 710,00;1 582 864,00;-112 154,00;-7,09
359;-3;Крона-Банк;2499;Иркутская обл.;1 465 429,00;1 467 096,00;-1 667,00;-0,11
360;-2;Вакобанк;1291;Псковская обл.;1 429 016,00;1 436 688,00;-7 672,00;-0,53
361;2;Прохладный;874;Кабардино-Балкария;1 387 335,00;1 371 836,00;15 499,00;1,13
362;3;Почтобанк;1788;Пермская обл.;1 382 159,00;1 321 648,00;60 511,00;4,58
363;7;Яндекс Банк;3027;Москва и обл.;1 371 318,00;1 286 522,00;84 796,00;6,59
364;2;Ноосфера;2650;Республика Алтай;1 342 032,00;1 315 623,00;26 409,00;2,01
365;-4;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 329 993,00;1 387 843,00;-57 850,00;-4,17
366;2;Народный Доверительный Банк;2374;Москва и обл.;1 329 809,00;1 304 337,00;25 472,00;1,95
367;-5;Кузнецкий Мост;2254;Москва и обл.;1 316 014,00;1 373 192,00;-57 178,00;-4,16
368;5;Курган;2568;Курганская обл.;1 309 273,00;1 248 860,00;60 413,00;4,84
369;0;Русский Банк Сбережений;779;Ставропольский край;1 278 601,00;1 288 946,00;-10 345,00;-0,80
370;5;Руна-Банк;3207;Москва и обл.;1 277 344,00;1 243 921,00;33 423,00;2,69
371;5;Элекснет;3314;Москва и обл.;1 272 893,00;1 228 113,00;44 780,00;3,65
372;44;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 257 643,00;619 552,00;638 091,00;102,99
373;-2;Спецстройбанк;236;Москва и обл.;1 229 562,00;1 256 259,00;-26 697,00;-2,13
374;13;Р-Инкас;3536;Москва и обл.;1 208 934,00;995 861,00;213 073,00;21,40
375;4;Майский;1673;Кабардино-Балкария;1 194 662,00;1 172 325,00;22 337,00;1,91
376;4;Саммит Банк;85;Приморский край;1 180 231,00;1 169 064,00;11 167,00;0,96
377;-10;Нальчик;695;Кабардино-Балкария;1 177 661,00;1 307 839,00;-130 178,00;-9,95
378;-18;Межбанковский Кредитный Союз;3242;Москва и обл.;1 174 389,00;1 400 790,00;-226 401,00;-16,16
379;-7;Апабанк;2404;Москва и обл.;1 163 340,00;1 253 252,00;-89 912,00;-7,17
380;-2;Спиритбанк;2053;Тульская обл.;1 151 000,00;1 182 418,00;-31 418,00;-2,66
381;2;Байкалкредобанк;2990;Иркутская обл.;1 137 942,00;1 079 927,00;58 015,00;5,37
382;0;Дон-Тексбанк;1818;Ростовская обл.;1 137 361,00;1 126 813,00;10 548,00;0,94
383;-2;Невастройинвест;1926;Санкт-Петербург и обл.;1 110 260,00;1 137 829,00;-27 569,00;-2,42
384;9;Максима;3379;Москва и обл.;1 086 540,00;921 032,00;165 508,00;17,97
385;5;Агора;3231;Москва и обл.;1 080 024,00;956 713,00;123 311,00;12,89
386;-2;ЕАТП Банк;1765;Астраханская обл.;1 075 795,00;1 060 258,00;15 537,00;1,47
387;-2;Синергия;2884;Саратовская обл.;1 049 972,00;1 045 641,00;4 331,00;0,41
388;-11;РФИ Банк;3351;Москва и обл.;1 022 054,00;1 194 405,00;-172 351,00;-14,43
389;0;Народный Инвестиционный Банк;2876;Самарская обл.;1 018 288,00;964 399,00;53 889,00;5,59
390;-4;Соколовский;2830;Москва и обл.;999 768,00;1 012 929,00;-13 161,00;-1,30
391;1;Банк РСИ;3415;Москва и обл.;988 096,00;933 998,00;54 098,00;5,79
392;-4;Кредитинвест;1197;Дагестан;958 437,00;973 924,00;-15 487,00;-1,59
393;4;Мурманский Расчетный Центр;3341;Мурманская обл.;925 577,00;869 469,00;56 108,00;6,45
394;1;Национальный Банк Сбережений;1949;Ивановская обл.;924 356,00;888 527,00;35 829,00;4,03
395;-1;Классик Эконом Банк;3298;Северная Осетия — Алания;903 030,00;888 869,00;14 161,00;1,59
396;0;Балаково-Банк;444;Саратовская обл.;900 474,00;881 593,00;18 881,00;2,14
397;-6;Финчер;3486;Москва и обл.;888 053,00;950 168,00;-62 115,00;-6,54
398;3;Химик;1114;Нижегородская обл.;882 676,00;780 779,00;101 897,00;13,05
399;40;Электронный платежный сервис;3509;Москва и обл.;829 375,00;281 167,00;548 208,00;194,98
400;12;Металлург;2877;Москва и обл.;822 304,00;634 251,00;188 053,00;29,65
401;-1;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;801 385,00;798 138,00;3 247,00;0,41
402;-4;Прокоммерцбанк;2996;Москва и обл.;795 942,00;848 259,00;-52 317,00;-6,17
403;-1;Объединенный Банк Республики;1016;Чувашия;760 935,00;754 428,00;6 507,00;0,86
404;2;Космос;2245;Москва и обл.;722 970,00;719 513,00;3 457,00;0,48
405;-1;Рента-Банк;3095;Москва и обл.;719 783,00;726 226,00;-6 443,00;-0,89
406;-1;Единая касса;3512;Москва и обл.;687 651,00;721 834,00;-34 183,00;-4,74
407;6;РусьРегионБанк;685;Москва и обл.;683 817,00;628 790,00;55 027,00;8,75
408;9;Славянбанк;804;Новгородская обл.;671 859,00;618 554,00;53 305,00;8,62
409;1;Вятич;2796;Рязанская обл.;647 067,00;636 500,00;10 567,00;1,66
410;-3;Геобанк;2027;Москва и обл.;639 565,00;675 443,00;-35 878,00;-5,31
411;-2;Ресурс-Траст;3122;Москва и обл.;635 721,00;642 939,00;-7 218,00;-1,12
412;2;Центрально-Азиатский;3037;Хакасия;629 704,00;626 887,00;2 817,00;0,45
413;2;Вайлдберриз Банк;841;Москва и обл.;621 167,00;623 168,00;-2 001,00;-0,32
414;-3;Гефест;1046;Тверская обл.;611 134,00;634 408,00;-23 274,00;-3,67
415;-7;РИБ;2749;Москва и обл.;605 706,00;665 887,00;-60 181,00;-9,04
416;3;Эко-Инвест;3116;Москва и обл.;604 855,00;588 534,00;16 321,00;2,77
417;-14;Единая Расчетная Палата;384;Москва и обл.;584 071,00;732 064,00;-147 993,00;-20,22
418;-19;Деньги.Мэйл.Ру;3511;Москва и обл.;582 596,00;831 659,00;-249 063,00;-29,95
419;8;Монета.ру;3508;Марий Эл;562 921,00;481 942,00;80 979,00;16,80
420;1;Онего;2484;Карелия;533 300,00;544 060,00;-10 760,00;-1,98
421;3;Таганрогбанк;3136;Ростовская обл.;520 677,00;503 039,00;17 638,00;3,51
422;3;Дружба;990;Тюменская обл.;520 131,00;502 704,00;17 427,00;3,47
423;-1;Холмск;503;Сахалинская обл.;512 271,00;533 387,00;-21 116,00;-3,96
424;-4;Сетевая Расчетная Палата;3332;Татарстан;511 880,00;565 325,00;-53 445,00;-9,45
425;1;МВС Банк;2407;Дагестан;500 874,00;497 798,00;3 076,00;0,62
426;-3;Моби.Деньги;3523;Москва и обл.;484 077,00;525 142,00;-41 065,00;-7,82
427;1;Народный Банк Тувы;1309;Тыва;480 187,00;472 823,00;7 364,00;1,56
428;1;Континенталь;3184;Ставропольский край;453 889,00;460 485,00;-6 596,00;-1,43
429;2;Лэнд Кредит;1478;Москва и обл.;409 694,00;410 825,00;-1 131,00;-0,28
430;0;Банк Берейт;3505;Санкт-Петербург и обл.;402 188,00;426 160,00;-23 972,00;-5,63
431;2;Северстройбанк;3507;Вологодская обл.;374 240,00;363 602,00;10 638,00;2,93
432;0;Тайдон;2085;Кемеровская обл.;372 167,00;370 308,00;1 859,00;0,50
433;1;Альтернатива;3452;Москва и обл.;340 812,00;348 907,00;-8 095,00;-2,32
434;2;Банк 131;3538;Татарстан;333 866,00;334 506,00;-640,00;-0,19
435;3;Объединенная Расчетная Система;3342;Москва и обл.;317 965,00;289 879,00;28 086,00;9,69
436;4;Промсвязьинвест;2761;Дагестан;298 017,00;276 630,00;21 387,00;7,73
437;0;Русское Финансовое Общество;3427;Москва и обл.;290 592,00;304 187,00;-13 595,00;-4,47
438;-3;ПэйЮ;3518;Москва и обл.;283 065,00;341 489,00;-58 424,00;-17,11
439;2;Платежный Стандарт;3530;Новосибирская обл.;266 015,00;266 015,00;0,00;0
440;2;Платежи и Расчеты;3324;Самарская обл.;262 572,00;236 323,00;26 249,00;11,11
441;2;Нарат;1902;Татарстан;214 853,00;214 653,00;200,00;0,09
442;2;Вест;2605;Москва и обл.;212 973,00;212 337,00;636,00;0,30
443;2;Элексир;3533;Москва и обл.;190 178,00;189 506,00;672,00;0,35
444;2;Перспектива;3532;Омская обл.;186 333,00;184 124,00;2 209,00;1,20
445;2;Красноярский Краевой Расчетный Центр;3483;Красноярский край;181 018,00;179 382,00;1 636,00;0,91
446;3;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;180 529,00;112 929,00;67 600,00;59,86
447;1;Дальний Восток;3318;Приморский край;133 299,00;137 556,00;-4 257,00;-3,09
448;2;Элплат;3535;Удмуртия;107 901,00;107 901,00;0,00;0
449;2;Премиум;3514;Москва и обл.;104 363,00;104 363,00;0,00;0
450;2;Инэко;3520;Ивановская обл.;91 380,00;91 380,00;0,00;0
451;;Еврофинанс Моснарбанк;2402;Москва и обл.;0,00;-;-;
