Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2011, тыс. рублей;Февраль, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
526;12;ФорБанк;2063;Алтайский край;1 918 902,00;1 872 250,00;46 652,00;2,49
527;-68;Тендер-Банк;2252;Москва и обл.;1 916 252,00;2 646 751,00;-730 499,00;-27,60
528;-3;Донхлеббанк;2285;Ростовская обл.;1 912 365,00;1 973 027,00;-60 662,00;-3,07
529;5;Мой Банк. Ипотека;2436;Башкортостан;1 908 320,00;1 893 785,00;14 535,00;0,77
530;-50;Национальный Республиканский Банк;3359;Москва и обл.;1 906 560,00;2 457 245,00;-550 685,00;-22,41
531;4;Костромаселькомбанк;1115;Костромская обл.;1 902 476,00;1 890 505,00;11 971,00;0,63
532;8;Братский АНКБ;1144;Иркутская обл.;1 895 753,00;1 862 790,00;32 963,00;1,77
533;-5;ИК Банк;1732;Татарстан;1 890 990,00;1 937 886,00;-46 896,00;-2,42
534;-4;Финтрастбанк;3104;Москва и обл.;1 881 943,00;1 922 871,00;-40 928,00;-2,13
535;8;Банк Пермь;875;Пермская обл.;1 870 014,00;1 844 202,00;25 812,00;1,40
536;8;Кроссинвестбанк;2849;Москва и обл.;1 861 550,00;1 843 678,00;17 872,00;0,97
537;12;Форус Банк;3457;Нижегородская обл.;1 859 851,00;1 818 356,00;41 495,00;2,28
538;-2;Банк Расчетов и Сбережений;2617;Москва и обл.;1 842 391,00;1 885 111,00;-42 720,00;-2,27
539;-8;Океан Банк;1697;Москва и обл.;1 833 415,00;1 908 349,00;-74 934,00;-3,93
540;-34;Агророс;2860;Саратовская обл.;1 825 448,00;2 160 102,00;-334 654,00;-15,49
541;12;Выборг-Банк;720;Санкт-Петербург и обл.;1 815 780,00;1 791 535,00;24 245,00;1,35
542;17;Крыловский;456;Краснодарский край;1 810 091,00;1 749 813,00;60 278,00;3,44
543;11;Кросна-Банк;2607;Москва и обл.;1 802 832,00;1 791 061,00;11 771,00;0,66
544;25;Иваново;1763;Ивановская обл.;1 796 628,00;1 666 785,00;129 843,00;7,79
545;2;Новый Век;3417;Москва и обл.;1 796 421,00;1 824 258,00;-27 837,00;-1,53
546;9;Стелла-Банк;2948;Ростовская обл.;1 795 076,00;1 781 789,00;13 287,00;0,75
547;-10;Новый Символ;370;Москва и обл.;1 793 436,00;1 880 406,00;-86 970,00;-4,63
548;8;Яринтербанк;2564;Ярославская обл.;1 778 038,00;1 766 329,00;11 709,00;0,66
549;30;Инвестиционный Союз;637;Москва и обл.;1 762 054,00;1 599 021,00;163 033,00;10,20
550;2;РСКБ;2050;Москва и обл.;1 755 185,00;1 794 231,00;-39 046,00;-2,18
551;7;Резерв;2364;Челябинская обл.;1 754 665,00;1 753 284,00;1 381,00;0,08
552;-13;Липецкий Областной Банк;1794;Липецкая обл.;1 753 095,00;1 869 945,00;-116 850,00;-6,25
553;76;Объединенная Расчетная Система;3342;Москва и обл.;1 745 841,00;1 353 469,00;392 372,00;28,99
554;12;Банк Экономический Союз;2798;Москва и обл.;1 745 598,00;1 690 485,00;55 113,00;3,26
555;5;Ренессанс;1939;Москва и обл.;1 745 536,00;1 731 544,00;13 992,00;0,81
556;26;Национальный Корпоративный Банк;3422;Москва и обл.;1 734 221,00;1 587 721,00;146 500,00;9,23
557;26;С банк;2581;Москва и обл.;1 730 093,00;1 573 524,00;156 569,00;9,95
558;-7;НБК-Банк;3283;Москва и обл.;1 729 026,00;1 808 635,00;-79 609,00;-4,40
559;-9;Компания Розничного Кредитования;3385;Москва и обл.;1 718 827,00;1 817 823,00;-98 996,00;-5,45
560;2;Северный Кредит;2398;Вологодская обл.;1 717 949,00;1 726 813,00;-8 864,00;-0,51
561;15;Банк ИТБ;3128;Москва и обл.;1 706 920,00;1 619 074,00;87 846,00;5,43
562;-14;Банк Реалист;2646;Москва и обл.;1 696 039,00;1 821 340,00;-125 301,00;-6,88
563;-2;Мой Банк. Новосибирск;2787;Новосибирская обл.;1 694 425,00;1 729 959,00;-35 534,00;-2,05
564;25;Контраст-Банк;2857;Москва и обл.;1 690 891,00;1 554 218,00;136 673,00;8,79
565;2;Фольксваген Банк Рус;3500;Москва и обл.;1 686 690,00;1 684 106,00;2 584,00;0,15
566;-21;Уралфинанс;1370;Свердловская обл.;1 686 359,00;1 841 395,00;-155 036,00;-8,42
567;-58;Новокиб;1747;Кемеровская обл.;1 675 547,00;2 112 763,00;-437 216,00;-20,69
568;0;Еврокоммерц;1777;Москва и обл.;1 657 373,00;1 680 759,00;-23 386,00;-1,39
569;-4;Газнефтьбанк;3223;Саратовская обл.;1 657 266,00;1 696 475,00;-39 209,00;-2,31
570;-55;Россита-Банк;3257;Москва и обл.;1 656 031,00;2 083 943,00;-427 912,00;-20,53
571;-7;КОР;2148;Волгоградская обл.;1 655 819,00;1 707 270,00;-51 451,00;-3,01
572;-78;Москва-Сити;3247;Москва и обл.;1 654 653,00;2 317 021,00;-662 368,00;-28,59
573;-1;Йошкар-Ола;2802;Марий Эл;1 651 935,00;1 642 284,00;9 651,00;0,59
574;26;Мобилбанк;532;Удмуртия;1 645 791,00;1 522 553,00;123 238,00;8,09
575;-4;Межрегионбанк;1059;Москва и обл.;1 632 189,00;1 642 398,00;-10 209,00;-0,62
576;12;Кубанский Универсальный Банк;2898;Краснодарский край;1 629 416,00;1 561 116,00;68 300,00;4,38
577;-119;Бинбанк Столица;3052;Москва и обл.;1 624 518,00;2 654 937,00;-1 030 419,00;-38,81
578;-3;РЕСО Кредит;3450;Москва и обл.;1 616 166,00;1 627 509,00;-11 343,00;-0,70
579;-1;Межотраслевая Банковская Корпорация;3471;Москва и обл.;1 606 844,00;1 611 478,00;-4 634,00;-0,29
580;7;Мегаполис;3265;Чувашия;1 591 703,00;1 562 434,00;29 269,00;1,87
581;-8;Ринвестбанк;3262;Рязанская обл.;1 589 544,00;1 638 773,00;-49 229,00;-3,00
582;26;Межтрастбанк;2493;Москва и обл.;1 586 334,00;1 487 523,00;98 811,00;6,64
583;-2;Таатта;1249;Саха (Якутия);1 585 169,00;1 592 076,00;-6 907,00;-0,43
584;2;Радиотехбанк;1166;Нижегородская обл.;1 575 284,00;1 562 538,00;12 746,00;0,82
585;7;Дом-Банк;3209;Москва и обл.;1 558 768,00;1 546 816,00;11 952,00;0,77
586;12;Юнистрим;3467;Москва и обл.;1 550 108,00;1 529 250,00;20 858,00;1,36
587;20;Объединенный Резервный Банк;937;Москва и обл.;1 549 424,00;1 488 471,00;60 953,00;4,10
588;-3;Приско Капитал Банк;2537;Москва и обл.;1 547 998,00;1 567 354,00;-19 356,00;-1,23
589;5;Уральский Трастовый Банк;2523;Удмуртия;1 543 035,00;1 543 516,00;-481,00;-0,03
590;13;Саратов;330;Саратовская обл.;1 539 557,00;1 509 141,00;30 416,00;2,02
591;-7;Владпромбанк;870;Владимирская обл.;1 531 125,00;1 571 404,00;-40 279,00;-2,56
592;13;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 525 619,00;1 498 082,00;27 537,00;1,84
593;-23;МФБанк;3163;Москва и обл.;1 525 453,00;1 648 703,00;-123 250,00;-7,48
594;15;УИК-Банк;1300;Челябинская обл.;1 525 137,00;1 486 624,00;38 513,00;2,59
595;26;Современные Стандарты Бизнеса;3397;Москва и обл.;1 524 134,00;1 397 873,00;126 261,00;9,03
596;8;Земкомбанк;574;Ростовская обл.;1 519 860,00;1 503 834,00;16 026,00;1,07
597;-7;Мираф-Банк;2244;Омская обл.;1 517 460,00;1 550 241,00;-32 781,00;-2,11
598;37;Финансово-Промышленный Капитал;3295;Москва и обл.;1 509 004,00;1 321 346,00;187 658,00;14,20
599;13;Национальный Банк Сбережений;1949;Ивановская обл.;1 506 095,00;1 451 178,00;54 917,00;3,78
600;2;Регион;233;Ярославская обл.;1 503 338,00;1 510 307,00;-6 969,00;-0,46
601;-21;Эсидбанк;1991;Дагестан;1 503 253,00;1 597 157,00;-93 904,00;-5,88
602;-7;Соколовский;2830;Москва и обл.;1 502 219,00;1 540 601,00;-38 382,00;-2,49
603;-6;Нальчик;695;Кабардино-Балкария;1 499 273,00;1 534 697,00;-35 424,00;-2,31
604;-3;Приобье;537;Тюменская обл.;1 497 816,00;1 522 159,00;-24 343,00;-1,60
605;-6;Новация;840;Адыгея;1 493 792,00;1 526 613,00;-32 821,00;-2,15
606;-10;Пульс Столицы;3002;Москва и обл.;1 493 417,00;1 537 851,00;-44 434,00;-2,89
607;-44;Арксбанк;1868;Москва и обл.;1 484 673,00;1 711 778,00;-227 105,00;-13,27
608;3;Михайловский ПЖСБ;2961;Волгоградская обл.;1 482 397,00;1 453 784,00;28 613,00;1,97
609;38;Бенифит-Банк;3229;Москва и обл.;1 482 019,00;1 273 834,00;208 185,00;16,34
610;0;Зираат Банк;2559;Москва и обл.;1 465 872,00;1 468 275,00;-2 403,00;-0,16
611;-5;Спутник;1071;Оренбургская обл.;1 459 866,00;1 490 680,00;-30 814,00;-2,07
612;-55;Кредитинвест;1197;Дагестан;1 445 336,00;1 758 585,00;-313 249,00;-17,81
613;4;Викинг;2;Санкт-Петербург и обл.;1 425 968,00;1 406 199,00;19 769,00;1,41
614;2;Консервативный Коммерческий Банк;1087;Астраханская обл.;1 418 327,00;1 408 494,00;9 833,00;0,70
615;40;Пурпе;709;Тюменская обл.;1 416 658,00;1 244 613,00;172 045,00;13,82
616;33;Банк РМП;2574;Москва и обл.;1 413 857,00;1 269 668,00;144 189,00;11,36
617;3;Вологдабанк;992;Вологодская обл.;1 409 898,00;1 403 402,00;6 496,00;0,46
618;1;Спиритбанк;2053;Тульская обл.;1 409 442,00;1 403 434,00;6 008,00;0,43
619;34;ИпоТек Банк — Северо-Западный филиал;0;Россия;1 402 534,00;1 247 466,00;155 068,00;12,43
620;3;Диг-Банк;2423;Северная Осетия — Алания;1 399 156,00;1 384 376,00;14 780,00;1,07
621;11;Далетбанк;3049;Москва и обл.;1 392 396,00;1 335 493,00;56 903,00;4,26
622;8;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 387 129,00;1 352 412,00;34 717,00;2,57
623;11;Старооскольский Агропромбанк;1050;Белгородская обл.;1 383 233,00;1 322 815,00;60 418,00;4,57
624;4;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 380 142,00;1 360 299,00;19 843,00;1,46
625;-11;Владбизнесбанк;903;Владимирская обл.;1 378 116,00;1 418 139,00;-40 023,00;-2,82
626;-13;Богородский;1277;Нижегородская обл.;1 374 003,00;1 425 143,00;-51 140,00;-3,59
627;-1;Объединенный Банк Республики;1016;Чувашия;1 367 836,00;1 374 617,00;-6 781,00;-0,49
628;-6;УМ-Банк;1441;Свердловская обл.;1 363 040,00;1 396 687,00;-33 647,00;-2,41
629;-2;Столичный Кредит;2853;Москва и обл.;1 361 810,00;1 368 104,00;-6 294,00;-0,46
630;10;Нерюнгрибанк;825;Саха (Якутия);1 357 821,00;1 293 919,00;63 902,00;4,94
631;-16;Татагропромбанк;728;Татарстан;1 351 909,00;1 413 939,00;-62 030,00;-4,39
632;-8;Ваш Личный Банк;1222;Иркутская обл.;1 348 809,00;1 384 132,00;-35 323,00;-2,55
633;4;Навигатор;2469;Москва и обл.;1 348 296,00;1 303 433,00;44 863,00;3,44
634;-41;Сервис Резерв;2034;Москва и обл.;1 347 306,00;1 544 629,00;-197 323,00;-12,77
635;-2;Охотный Ряд;3375;Москва и обл.;1 345 405,00;1 332 600,00;12 805,00;0,96
636;23;БСТ-Банк;2883;Кемеровская обл.;1 340 105,00;1 224 002,00;116 103,00;9,49
637;-12;Русский Трастовый Банк;1139;Москва и обл.;1 336 861,00;1 380 965,00;-44 104,00;-3,19
638;7;Тандем;1951;Москва и обл.;1 330 295,00;1 283 421,00;46 874,00;3,65
639;4;Приполярком;507;Тюменская обл.;1 329 619,00;1 286 866,00;42 753,00;3,32
640;-63;Невский Банк;1068;Санкт-Петербург и обл.;1 306 957,00;1 616 154,00;-309 197,00;-19,13
641;-23;Интеркапитал-Банк;2706;Мордовия;1 299 125,00;1 404 680,00;-105 555,00;-7,51
642;-6;Нарат;1902;Саратовская обл.;1 294 074,00;1 307 686,00;-13 612,00;-1,04
643;-52;Банк МБФИ;2073;Москва и обл.;1 293 219,00;1 548 324,00;-255 105,00;-16,48
644;0;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 288 478,00;1 286 608,00;1 870,00;0,15
645;29;Военно-Промышленный Банк;3065;Москва и обл.;1 288 309,00;1 150 370,00;137 939,00;11,99
646;61;Евразийский Банк;969;Забайкальский край;1 277 442,00;982 844,00;294 598,00;29,97
647;11;Арт-Банк;2779;Северная Осетия — Алания;1 276 487,00;1 230 248,00;46 239,00;3,76
648;-7;Единственный;3187;Москва и обл.;1 272 771,00;1 289 785,00;-17 014,00;-1,32
649;8;Сембанк;2606;Москва и обл.;1 265 991,00;1 242 304,00;23 687,00;1,91
650;20;Интеркоопбанк;2803;Москва и обл.;1 260 770,00;1 161 639,00;99 131,00;8,53
651;26;Новый Промышленный Банк;930;Москва и обл.;1 246 261,00;1 127 927,00;118 334,00;10,49
652;2;Башпромбанк;1006;Башкортостан;1 245 849,00;1 245 705,00;144,00;0,01
653;9;Элита;1399;Калужская обл.;1 234 282,00;1 218 843,00;15 439,00;1,27
654;17;Металлург;2877;Москва и обл.;1 233 249,00;1 155 129,00;78 120,00;6,76
655;44;Смартбанк;3408;Москва и обл.;1 208 260,00;1 021 876,00;186 384,00;18,24
656;-8;Екатерининский;2167;Москва и обл.;1 207 864,00;1 271 624,00;-63 760,00;-5,01
657;-15;Златкомбанк;568;Москва и обл.;1 205 269,00;1 289 047,00;-83 778,00;-6,50
658;-20;Сталь Банк;2248;Москва и обл.;1 204 541,00;1 297 763,00;-93 222,00;-7,18
659;1;Новый Кредитный Союз;3139;Москва и обл.;1 196 210,00;1 223 385,00;-27 175,00;-2,22
660;176;Космос;2245;Москва и обл.;1 193 431,00;490 480,00;702 951,00;143,32
661;32;Русский Национальный Банк;469;Ростовская обл.;1 185 838,00;1 034 474,00;151 364,00;14,63
662;-31;Байкалкредобанк;2990;Иркутская обл.;1 172 535,00;1 340 202,00;-167 667,00;-12,51
663;-7;Холмск;503;Сахалинская обл.;1 168 287,00;1 242 852,00;-74 565,00;-6,00
664;4;Флора-Москва;533;Москва и обл.;1 165 145,00;1 171 063,00;-5 918,00;-0,51
665;19;Промсельхозбанк;538;Москва и обл.;1 162 072,00;1 089 183,00;72 889,00;6,69
666;37;Новое Время;3492;Москва и обл.;1 160 169,00;1 002 527,00;157 642,00;15,72
667;-21;Геленджик-Банк;790;Краснодарский край;1 157 246,00;1 275 652,00;-118 406,00;-9,28
668;-29;Великие Луки Банк;598;Псковская обл.;1 152 704,00;1 296 896,00;-144 192,00;-11,12
669;-8;Азимут;3154;Москва и обл.;1 141 381,00;1 221 864,00;-80 483,00;-6,59
670;6;Апабанк;2404;Москва и обл.;1 136 323,00;1 130 374,00;5 949,00;0,53
671;-8;Яндекс Банк;3027;Москва и обл.;1 132 917,00;1 217 189,00;-84 272,00;-6,92
672;11;РТС-Банк;3401;Самарская обл.;1 121 587,00;1 089 874,00;31 713,00;2,91
673;41;Рублевский;2192;Москва и обл.;1 115 697,00;965 925,00;149 772,00;15,51
674;17;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;1 107 623,00;1 038 121,00;69 502,00;6,69
675;-23;Максима;3379;Москва и обл.;1 103 887,00;1 251 856,00;-147 969,00;-11,82
676;5;Народный Доверительный Банк;2374;Москва и обл.;1 103 281,00;1 093 811,00;9 470,00;0,87
677;9;Богородский Муниципальный Банк;2992;Москва и обл.;1 098 299,00;1 081 075,00;17 224,00;1,59
678;1;Мострансбанк;2258;Москва и обл.;1 097 552,00;1 108 320,00;-10 768,00;-0,97
679;-7;Трастовый Республиканский Банк;3404;Москва и обл.;1 092 721,00;1 155 027,00;-62 306,00;-5,39
680;-5;ГринКомБанк;1184;Иркутская обл.;1 091 424,00;1 135 984,00;-44 560,00;-3,92
681;51;Тайм Банк;3120;Москва и обл.;1 090 286,00;896 052,00;194 234,00;21,68
682;-9;Эргобанк;2856;Москва и обл.;1 082 242,00;1 152 908,00;-70 666,00;-6,13
683;7;МС Банк Рус;2789;Москва и обл.;1 081 793,00;1 054 377,00;27 416,00;2,60
684;16;Регионфинансбанк;3357;Москва и обл.;1 073 858,00;1 019 331,00;54 527,00;5,35
685;10;Инбанк;1829;Москва и обл.;1 066 970,00;1 029 047,00;37 923,00;3,69
686;-35;Республиканский Кредитный Альянс;3017;Москва и обл.;1 066 519,00;1 267 106,00;-200 587,00;-15,83
687;5;Дон-Тексбанк;1818;Ростовская обл.;1 049 425,00;1 037 162,00;12 263,00;1,18
688;-1;Торговый Городской Банк;3180;Тверская обл.;1 047 803,00;1 078 017,00;-30 214,00;-2,80
689;-20;Эльбин;2267;Дагестан;1 046 898,00;1 167 483,00;-120 585,00;-10,33
690;15;Стройиндбанк;155;Москва и обл.;1 044 919,00;993 860,00;51 059,00;5,14
691;10;Крона-Банк;2499;Иркутская обл.;1 042 536,00;1 017 744,00;24 792,00;2,44
692;-10;Калуга;1151;Калужская обл.;1 039 280,00;1 091 122,00;-51 842,00;-4,75
693;-27;Местный Кредит;3370;Москва и обл.;1 034 444,00;1 175 822,00;-141 378,00;-12,02
694;-29;Витязь;2890;Москва и обл.;1 033 985,00;1 182 436,00;-148 451,00;-12,55
695;29;Финанс Бизнес Банк;520;Краснодарский край;1 028 493,00;916 787,00;111 706,00;12,18
696;31;Агроинкомбанк;1946;Астраханская обл.;1 009 073,00;910 067,00;99 006,00;10,88
697;-17;КИП-Банк;2843;Москва и обл.;1 007 672,00;1 096 604,00;-88 932,00;-8,11
698;13;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 006 786,00;975 691,00;31 095,00;3,19
699;-3;Радиан;1675;Иркутская обл.;1 000 658,00;1 026 291,00;-25 633,00;-2,50
700;-33;Метрополь;1639;Москва и обл.;993 843,00;1 171 087,00;-177 244,00;-15,13
701;36;Церих;2627;Москва и обл.;987 687,00;885 370,00;102 317,00;11,56
702;33;БВА Банк;1684;Москва и обл.;984 928,00;889 534,00;95 394,00;10,72
703;10;Вэлкомбанк;589;Ставропольский край;983 941,00;966 854,00;17 087,00;1,77
704;-6;Саммит Банк;85;Приморский край;976 524,00;1 022 981,00;-46 457,00;-4,54
705;5;Онего;2484;Карелия;975 079,00;977 621,00;-2 542,00;-0,26
706;-18;Бумеранг;1002;Вологодская обл.;974 401,00;1 061 671,00;-87 270,00;-8,22
707;5;Аскания Траст;286;Москва и обл.;962 762,00;972 209,00;-9 447,00;-0,97
708;-4;Проинвестбанк;784;Пермская обл.;961 183,00;998 636,00;-37 453,00;-3,75
709;-1;Сибэс;208;Омская обл.;957 969,00;980 456,00;-22 487,00;-2,29
710;6;Майкопбанк;1136;Адыгея;954 511,00;948 176,00;6 335,00;0,67
711;10;Северинвестбанк;2264;Белгородская обл.;953 542,00;923 672,00;29 870,00;3,23
712;26;Первоуральскбанк;965;Свердловская обл.;950 034,00;871 236,00;78 798,00;9,04
713;21;Кредитимпэкс Банк;2037;Москва и обл.;941 443,00;893 162,00;48 281,00;5,41
714;16;Верхневолжский;1084;Ярославская обл.;941 348,00;901 308,00;40 040,00;4,44
715;-21;Унифондбанк;3416;Москва и обл.;932 297,00;1 032 005,00;-99 708,00;-9,66
716;13;РФИ Банк;3351;Москва и обл.;930 327,00;901 317,00;29 010,00;3,22
717;14;Банкирский Дом;2928;Санкт-Петербург и обл.;925 449,00;896 300,00;29 149,00;3,25
718;81;Трастовый Банк;2780;Дагестан;921 031,00;598 912,00;322 119,00;53,78
719;6;Верхне-Волжский Нефтебанк;3033;Нижегородская обл.;913 229,00;916 196,00;-2 967,00;-0,32
720;-14;Тексбанк;2756;Карачаево-Черкесия;907 928,00;985 937,00;-78 009,00;-7,91
721;-6;Ноосфера;2650;Республика Алтай;903 619,00;956 197,00;-52 578,00;-5,50
722;-2;Синергия;2884;Саратовская обл.;901 156,00;930 574,00;-29 418,00;-3,16
723;-38;Риал-Кредит;3393;Москва и обл.;896 975,00;1 086 431,00;-189 456,00;-17,44
724;9;Объединенный Капитал;2611;Санкт-Петербург и обл.;895 983,00;893 433,00;2 550,00;0,29
725;-6;Кемсоцинбанк;96;Кемеровская обл.;894 885,00;931 175,00;-36 290,00;-3,90
726;-4;Жилкредит;1736;Москва и обл.;886 721,00;919 337,00;-32 616,00;-3,55
727;-1;Московский Вексельный Банк;2697;Москва и обл.;886 678,00;913 817,00;-27 139,00;-2,97
728;-11;Канский;860;Красноярский край;886 100,00;940 096,00;-53 996,00;-5,74
729;7;ЕАТП Банк;1765;Астраханская обл.;883 167,00;885 710,00;-2 543,00;-0,29
730;10;Сельмашбанк;106;Ростовская обл.;880 688,00;851 219,00;29 469,00;3,46
731;10;Бузулукбанк;1282;Оренбургская обл.;876 898,00;847 938,00;28 960,00;3,42
732;-9;Агора;3231;Москва и обл.;873 095,00;917 048,00;-43 953,00;-4,79
733;-36;Примтеркомбанк;21;Приморский край;868 441,00;1 025 254,00;-156 813,00;-15,30
734;5;Анелик РУ;3443;Москва и обл.;867 298,00;865 339,00;1 959,00;0,23
735;28;Первый Клиентский Банк;3436;Москва и обл.;867 295,00;764 059,00;103 236,00;13,51
736;-18;Руна-Банк;3207;Москва и обл.;859 816,00;936 738,00;-76 922,00;-8,21
737;11;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;853 586,00;822 025,00;31 561,00;3,84
738;-10;Алтынбанк;2070;Татарстан;852 085,00;907 184,00;-55 099,00;-6,07
739;5;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;843 501,00;843 491,00;10,00;0,00
740;122;Межбанковский Расчетный Центр;3325;Приморский край;840 868,00;413 849,00;427 019,00;103,18
741;8;Булгар Банк;1917;Татарстан;840 859,00;812 199,00;28 660,00;3,53
742;19;Конфидэнс Банк;970;Костромская обл.;840 248,00;776 206,00;64 042,00;8,25
743;-54;Москва;1661;Москва и обл.;829 422,00;1 056 250,00;-226 828,00;-21,47
744;-42;Неополис-Банк;2809;Москва и обл.;829 255,00;1 005 133,00;-175 878,00;-17,50
745;5;Кетовский Коммерческий Банк;842;Курганская обл.;825 323,00;802 047,00;23 276,00;2,90
746;0;Спецстройбанк;236;Москва и обл.;808 461,00;836 530,00;-28 069,00;-3,36
747;30;Объединенный Кредитный Банк;1118;Владимирская обл.;807 687,00;704 215,00;103 472,00;14,69
748;7;Смолевич;1121;Смоленская обл.;807 302,00;789 798,00;17 504,00;2,22
749;3;Динамичные Системы;3439;Москва и обл.;807 293,00;800 669,00;6 624,00;0,83
750;-72;Центрально-Азиатский;3037;Хакасия;804 953,00;1 112 704,00;-307 751,00;-27,66
751;-6;Первый Дортрансбанк;3271;Кировская обл.;799 908,00;837 838,00;-37 930,00;-4,53
752;-88;Вестинтербанк;3398;Москва и обл.;794 576,00;1 200 544,00;-405 968,00;-33,82
753;-44;Ганзакомбанк;1734;Санкт-Петербург и обл.;794 041,00;978 309,00;-184 268,00;-18,84
754;0;Почта Банк;650;Брянская обл.;790 628,00;793 613,00;-2 985,00;-0,38
755;5;Жилстройбанк;2769;Москва и обл.;786 298,00;776 337,00;9 961,00;1,28
756;10;Симбирск;653;Ульяновская обл.;775 558,00;755 362,00;20 196,00;2,67
757;0;Содружество;2923;Москва и обл.;769 677,00;784 751,00;-15 074,00;-1,92
758;-11;Инвест-Экобанк;1956;Санкт-Петербург и обл.;767 036,00;825 491,00;-58 455,00;-7,08
759;19;Коммерческий Банк Развития;3364;Москва и обл.;766 797,00;703 316,00;63 481,00;9,03
760;-1;Химик;1114;Нижегородская обл.;762 702,00;780 302,00;-17 600,00;-2,26
761;3;Почтобанк;1788;Пермская обл.;761 047,00;759 996,00;1 051,00;0,14
762;3;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;760 215,00;759 952,00;263,00;0,03
763;5;Месед;184;Дагестан;759 623,00;731 764,00;27 859,00;3,81
764;-21;Далена Банк;1948;Москва и обл.;752 829,00;843 902,00;-91 073,00;-10,79
765;-9;Аделантбанк;1835;Москва и обл.;748 524,00;788 569,00;-40 045,00;-5,08
766;-8;Одинбанк;3197;Москва и обл.;745 630,00;782 924,00;-37 294,00;-4,76
767;25;Элекснет;3314;Москва и обл.;740 106,00;621 565,00;118 541,00;19,07
768;-17;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;736 321,00;801 042,00;-64 721,00;-8,08
769;0;Кредит Экспресс;3186;Ростовская обл.;730 286,00;729 793,00;493,00;0,07
770;2;Тетраполис;1586;Санкт-Петербург и обл.;724 943,00;714 495,00;10 448,00;1,46
771;-1;Турбобанк;3203;Санкт-Петербург и обл.;720 115,00;725 961,00;-5 846,00;-0,81
772;4;Бизнес для Бизнеса;1060;Чувашия;716 618,00;708 577,00;8 041,00;1,13
773;6;Курган;2568;Курганская обл.;714 725,00;702 630,00;12 095,00;1,72
774;12;Арсенал;3000;Москва и обл.;705 380,00;661 224,00;44 156,00;6,68
775;-33;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;705 356,00;845 805,00;-140 449,00;-16,61
776;-14;Эко-Инвест;3116;Москва и обл.;700 935,00;772 370,00;-71 435,00;-9,25
777;4;Ратибор-Банк;2174;Москва и обл.;698 838,00;684 436,00;14 402,00;2,10
778;-4;МТИ Банк;1052;Москва и обл.;694 524,00;711 816,00;-17 292,00;-2,43
779;9;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;690 490,00;653 931,00;36 559,00;5,59
780;-27;Международный Расчетный Банк;3028;Москва и обл.;689 135,00;799 133,00;-109 998,00;-13,76
781;-6;Финарс Банк;2938;Москва и обл.;686 701,00;709 764,00;-23 063,00;-3,25
782;19;ИСБ;3010;Москва и обл.;680 610,00;592 343,00;88 267,00;14,90
783;32;Банк Глобус;2438;Москва и обл.;677 931,00;540 637,00;137 294,00;25,39
784;16;Русский Банк Сбережений;779;Ставропольский край;676 436,00;595 621,00;80 815,00;13,57
785;-12;Балаково-Банк;444;Саратовская обл.;666 258,00;712 885,00;-46 627,00;-6,54
786;9;РусьРегионБанк;685;Москва и обл.;663 623,00;616 670,00;46 953,00;7,61
787;10;Кузбассхимбанк;2868;Кемеровская обл.;660 792,00;610 599,00;50 193,00;8,22
788;-1;Камчатка;2966;Камчатская обл.;655 449,00;658 345,00;-2 896,00;-0,44
789;19;Финчер;3486;Москва и обл.;646 418,00;564 764,00;81 654,00;14,46
790;-7;Академический Русский Банк;622;Москва и обл.;643 441,00;672 255,00;-28 814,00;-4,29
791;-11;Центрально-Европейский Банк;2670;Москва и обл.;637 957,00;687 667,00;-49 710,00;-7,23
792;-3;Акцент;696;Оренбургская обл.;634 190,00;641 100,00;-6 910,00;-1,08
793;-3;Арзамас;1281;Нижегородская обл.;633 620,00;630 219,00;3 401,00;0,54
794;-12;Атлас Банк;3477;Москва и обл.;632 616,00;679 295,00;-46 679,00;-6,87
795;28;Эл Банк;1025;Республика Алтай;616 223,00;511 353,00;104 870,00;20,51
796;-11;Центр Межбанковских Расчетов;3400;Москва и обл.;616 101,00;663 110,00;-47 009,00;-7,09
797;-26;Славянбанк;804;Новгородская обл.;606 348,00;724 718,00;-118 370,00;-16,33
798;4;Региональный Банк Сбережений;3367;Москва и обл.;598 341,00;587 773,00;10 568,00;1,80
799;-6;Прайм Финанс;2758;Санкт-Петербург и обл.;598 193,00;621 377,00;-23 184,00;-3,73
800;13;Кодекс;2746;Москва и обл.;594 756,00;553 434,00;41 322,00;7,47
