Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июль, 2018, тыс. рублей;Июнь, 2018, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;4;Кузнецкий;609;Пензенская обл.;6 194 408,00;6 052 164,00;142 244,00;2,35
261;-2;Автоградбанк;1455;Татарстан;6 190 292,00;6 321 028,00;-130 736,00;-2,07
262;0;Славянский Кредит;2960;Москва и обл.;6 155 564,00;6 071 568,00;83 996,00;1,38
263;4;Чувашкредитпромбанк;1280;Чувашия;6 092 656,00;5 975 020,00;117 636,00;1,97
264;-3;Агророс;2860;Саратовская обл.;6 015 176,00;6 094 528,00;-79 352,00;-1,30
265;0;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 942 649,00;6 036 081,00;-93 432,00;-1,55
266;5;Бест Эффортс Банк;435;Москва и обл.;5 869 145,00;5 511 090,00;358 055,00;6,50
267;2;Гута-Банк;256;Москва и обл.;5 604 851,00;5 616 902,00;-12 051,00;-0,21
268;2;Венец;524;Ульяновская обл.;5 532 631,00;5 557 740,00;-25 109,00;-0,45
269;3;Гранд Инвест Банк;3053;Москва и обл.;5 532 323,00;5 467 203,00;65 120,00;1,19
270;6;Черноморский банк развития и реконструкции;3527;Симферополь;5 523 590,00;5 207 614,00;315 976,00;6,07
271;10;Банк ПСА Финанс Рус;3481;Москва и обл.;5 464 929,00;5 074 237,00;390 692,00;7,70
272;5;Платина;2347;Москва и обл.;5 396 617,00;5 137 601,00;259 016,00;5,04
273;7;Зенит Сочи;232;Краснодарский край;5 395 662,00;5 091 649,00;304 013,00;5,97
274;-8;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 363 903,00;5 983 706,00;-619 803,00;-10,36
275;-1;Горбанк;2982;Санкт-Петербург и обл.;5 275 831,00;5 304 304,00;-28 473,00;-0,54
276;-1;Камский Коммерческий Банк;438;Татарстан;5 145 227,00;5 292 123,00;-146 896,00;-2,78
277;39;Новокиб;1747;Кемеровская обл.;5 097 807,00;3 543 280,00;1 554 527,00;43,87
278;5;Севастопольский Морской Банк;3528;Севастополь;4 991 421,00;5 047 628,00;-56 207,00;-1,11
279;0;Москва-Сити;3247;Москва и обл.;4 973 094,00;5 096 550,00;-123 456,00;-2,42
280;2;Банк Инноваций и Развития;2647;Москва и обл.;4 922 765,00;5 065 004,00;-142 239,00;-2,81
281;4;Стройлесбанк;2995;Тюменская обл.;4 690 321,00;4 748 404,00;-58 083,00;-1,22
282;6;Роял Кредит Банк;783;Приморский край;4 658 208,00;4 595 600,00;62 608,00;1,36
283;1;Руссобанк;2313;Москва и обл.;4 643 157,00;4 780 280,00;-137 123,00;-2,87
284;3;Кубаньторгбанк;478;Краснодарский край;4 631 972,00;4 661 197,00;-29 225,00;-0,63
285;11;Донкомбанк;492;Ростовская обл.;4 561 876,00;4 144 655,00;417 221,00;10,07
286;3;Московский Коммерческий Банк;3172;Москва и обл.;4 478 587,00;4 410 837,00;67 750,00;1,54
287;3;Нэклис-Банк;1671;Москва и обл.;4 461 741,00;4 401 815,00;59 926,00;1,36
288;12;Мегаполис;3265;Чувашия;4 390 450,00;3 985 295,00;405 155,00;10,17
289;3;Братский АНКБ;1144;Иркутская обл.;4 344 079,00;4 298 253,00;45 826,00;1,07
290;7;Долинск;857;Сахалинская обл.;4 304 268,00;4 126 546,00;177 722,00;4,31
291;0;Аксонбанк;680;Костромская обл.;4 296 244,00;4 310 217,00;-13 973,00;-0,32
292;3;Вологжанин;1896;Вологодская обл.;4 182 698,00;4 164 442,00;18 256,00;0,44
293;0;Экси-Банк;2530;Санкт-Петербург и обл.;4 129 986,00;4 296 191,00;-166 205,00;-3,87
294;4;Межрегиональный промышленно-строительный банк;752;Мордовия;4 064 221,00;4 030 302,00;33 919,00;0,84
295;4;Радиотехбанк;1166;Нижегородская обл.;4 057 809,00;4 006 277,00;51 532,00;1,29
296;6;Объединенный Резервный Банк;937;Москва и обл.;3 915 218,00;3 898 830,00;16 388,00;0,42
297;14;Юнистрим;3467;Москва и обл.;3 903 963,00;3 682 474,00;221 489,00;6,01
298;3;УМ-Банк;1441;Москва и обл.;3 867 360,00;3 959 181,00;-91 821,00;-2,32
299;4;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 865 636,00;3 887 042,00;-21 406,00;-0,55
300;9;Банкхаус Эрбе;1717;Москва и обл.;3 811 352,00;3 713 618,00;97 734,00;2,63
301;11;Икано Банк;3519;Центр;3 769 875,00;3 636 948,00;132 927,00;3,65
302;5;ВостСибтранскомбанк;2731;Иркутская обл.;3 738 302,00;3 739 025,00;-723,00;-0,02
303;7;НОКССбанк;3202;Волгоградская обл.;3 735 537,00;3 709 194,00;26 343,00;0,71
304;2;Алтайкапиталбанк;2659;Алтайский край;3 712 979,00;3 774 773,00;-61 794,00;-1,64
305;9;ЮМК Банк;3495;Краснодарский край;3 711 873,00;3 551 781,00;160 092,00;4,51
306;9;Современные Стандарты Бизнеса;3397;Москва и обл.;3 684 301,00;3 548 581,00;135 720,00;3,82
307;-3;Банк Кремлевский;2905;Москва и обл.;3 630 617,00;3 850 326,00;-219 709,00;-5,71
308;-22;Оргбанк;3312;Москва и обл.;3 530 187,00;4 664 216,00;-1 134 029,00;-24,31
309;4;Иваново;1763;Ивановская обл.;3 525 224,00;3 590 144,00;-64 920,00;-1,81
310;-2;Еврокапитал-Альянс;2672;Ярославская обл.;3 510 980,00;3 726 428,00;-215 448,00;-5,78
311;11;Донхлеббанк;2285;Ростовская обл.;3 476 014,00;3 356 629,00;119 385,00;3,56
312;-7;Крокус-Банк;2682;Москва и обл.;3 406 656,00;3 782 236,00;-375 580,00;-9,93
313;8;Витабанк;356;Санкт-Петербург и обл.;3 384 449,00;3 359 113,00;25 336,00;0,75
314;6;Банк Реалист;2646;Москва и обл.;3 383 895,00;3 411 237,00;-27 342,00;-0,80
315;13;Уралфинанс;1370;Свердловская обл.;3 371 546,00;3 281 217,00;90 329,00;2,75
316;3;Международный Коммерческий Банк;2524;Москва и обл.;3 358 112,00;3 418 763,00;-60 651,00;-1,77
317;13;Унифондбанк;3416;Москва и обл.;3 353 000,00;3 242 624,00;110 376,00;3,40
318;7;Евразийский Банк;969;Москва и обл.;3 349 374,00;3 328 904,00;20 470,00;0,61
319;12;Банк Заречье;817;Татарстан;3 322 050,00;3 217 961,00;104 089,00;3,23
320;-26;Итуруп;2390;Сахалинская обл.;3 320 132,00;4 269 397,00;-949 265,00;-22,23
321;3;Живаго Банк;2065;Рязанская обл.;3 310 311,00;3 338 428,00;-28 117,00;-0,84
322;1;Камчаткомагропромбанк;545;Камчатская обл.;3 281 835,00;3 348 408,00;-66 573,00;-1,99
323;4;ИТ Банк;2609;Омская обл.;3 281 063,00;3 313 130,00;-32 067,00;-0,97
324;2;Уралпромбанк;2964;Челябинская обл.;3 254 858,00;3 326 365,00;-71 507,00;-2,15
325;17;Кузнецкий Мост;2254;Москва и обл.;3 251 957,00;2 912 781,00;339 176,00;11,64
326;3;ПИР Банк;2655;Москва и обл.;3 245 883,00;3 268 799,00;-22 916,00;-0,70
327;-9;Инкаробанк;2696;Москва и обл.;3 219 328,00;3 434 013,00;-214 685,00;-6,25
328;-11;Первый Клиентский Банк;3436;Москва и обл.;3 212 520,00;3 456 423,00;-243 903,00;-7,06
329;3;Система;2846;Москва и обл.;3 185 931,00;3 207 221,00;-21 290,00;-0,66
330;5;БСТ-Банк;2883;Кемеровская обл.;3 143 970,00;3 169 042,00;-25 072,00;-0,79
331;2;Ермак;1809;Ханты-Мансийский АО — Югра;3 082 979,00;3 187 971,00;-104 992,00;-3,29
332;19;Сельмашбанк;106;Ростовская обл.;3 079 204,00;2 675 996,00;403 208,00;15,07
333;5;Далена Банк;1948;Москва и обл.;2 999 308,00;3 019 864,00;-20 556,00;-0,68
334;5;Заубер Банк;1614;Санкт-Петербург и обл.;2 991 508,00;2 964 431,00;27 077,00;0,91
335;-1;Синко-Банк;2838;Москва и обл.;2 978 505,00;3 177 981,00;-199 476,00;-6,28
336;1;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 960 024,00;3 034 221,00;-74 197,00;-2,45
337;4;Взаимодействие;1704;Новосибирская обл.;2 957 863,00;2 928 735,00;29 128,00;0,99
338;5;РБА;3413;Москва и обл.;2 932 146,00;2 903 498,00;28 648,00;0,99
339;-3;Банк Торгового Финансирования;1982;Москва и обл.;2 929 844,00;3 116 513,00;-186 669,00;-5,99
340;0;Невский Банк;1068;Санкт-Петербург и обл.;2 885 663,00;2 947 458,00;-61 795,00;-2,10
341;3;Владбизнесбанк;903;Владимирская обл.;2 883 589,00;2 880 277,00;3 312,00;0,11
342;10;ПэйПал Ру;3517;Москва и обл.;2 855 606,00;2 653 987,00;201 619,00;7,60
343;3;Евроальянс;1781;Ивановская обл.;2 828 104,00;2 815 222,00;12 882,00;0,46
344;3;РАМ Банк;3480;Москва и обл.;2 789 758,00;2 798 677,00;-8 919,00;-0,32
345;0;Центрально-Европейский Банк;2670;Забайкальский край;2 783 849,00;2 819 142,00;-35 293,00;-1,25
346;9;Викинг;2;Санкт-Петербург и обл.;2 757 627,00;2 601 585,00;156 042,00;6,00
347;2;Костромаселькомбанк;1115;Костромская обл.;2 749 721,00;2 758 513,00;-8 792,00;-0,32
348;0;Внешфинбанк;3173;Краснодарский край;2 733 108,00;2 788 278,00;-55 170,00;-1,98
349;5;Америкэн Экспресс Банк;3460;Москва и обл.;2 727 858,00;2 613 103,00;114 755,00;4,39
350;0;Йошкар-Ола;2802;Марий Эл;2 682 668,00;2 690 326,00;-7 658,00;-0,28
351;6;Бланк Банк;2368;Москва и обл.;2 634 412,00;2 556 145,00;78 267,00;3,06
352;6;Газнефтьбанк;3223;Саратовская обл.;2 618 884,00;2 553 943,00;64 941,00;2,54
353;0;Кемсоцинбанк;96;Кемеровская обл.;2 615 617,00;2 616 200,00;-583,00;-0,02
354;10;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 532 445,00;2 369 290,00;163 155,00;6,89
355;1;Элита;1399;Калужская обл.;2 486 421,00;2 584 485,00;-98 064,00;-3,79
356;7;Приобье;537;Ханты-Мансийский АО — Югра;2 407 277,00;2 385 073,00;22 204,00;0,93
357;3;Банк Пермь;875;Пермская обл.;2 400 412,00;2 423 550,00;-23 138,00;-0,95
358;1;Старооскольский Агропромбанк;1050;Белгородская обл.;2 380 359,00;2 432 433,00;-52 074,00;-2,14
359;3;РТС-Банк;3401;Самарская обл.;2 335 276,00;2 404 209,00;-68 933,00;-2,87
360;13;Кросна-Банк;2607;Москва и обл.;2 299 954,00;2 202 846,00;97 108,00;4,41
361;5;Аспект;608;Москва и обл.;2 283 576,00;2 306 537,00;-22 961,00;-1,00
362;6;Новый Век;3417;Москва и обл.;2 265 484,00;2 287 140,00;-21 656,00;-0,95
363;19;ИРС;272;Москва и обл.;2 260 486,00;2 097 785,00;162 701,00;7,76
364;-3;Озон Банк;3516;Москва и обл.;2 238 499,00;2 409 066,00;-170 567,00;-7,08
365;5;Кетовский Коммерческий Банк;842;Курганская обл.;2 214 782,00;2 243 123,00;-28 341,00;-1,26
366;-1;ИСБ;3010;Москва и обл.;2 167 430,00;2 358 235,00;-190 805,00;-8,09
367;7;Вкабанк;1027;Астраханская обл.;2 138 911,00;2 177 651,00;-38 740,00;-1,78
368;4;К2 Банк;2851;Карачаево-Черкесия;2 135 658,00;2 217 581,00;-81 923,00;-3,69
369;2;Народный Банк;2249;Карачаево-Черкесия;2 132 204,00;2 221 623,00;-89 419,00;-4,02
370;-1;Первоуральскбанк;965;Свердловская обл.;2 130 839,00;2 254 688,00;-123 849,00;-5,49
371;7;Профессионал Банк;3296;Москва и обл.;2 093 740,00;2 151 463,00;-57 723,00;-2,68
372;4;Яринтербанк;2564;Ярославская обл.;2 081 401,00;2 157 357,00;-75 956,00;-3,52
373;10;Кредпромбанк;1165;Ярославская обл.;2 064 578,00;2 085 753,00;-21 175,00;-1,02
374;26;Россита-Банк;3257;Москва и обл.;2 057 709,00;1 823 822,00;233 887,00;12,82
375;10;Первый Инвестиционный Банк;604;Москва и обл.;2 046 898,00;2 009 090,00;37 808,00;1,88
376;4;Экономикс-Банк;2136;Москва и обл.;2 033 463,00;2 109 825,00;-76 362,00;-3,62
377;2;Банк Глобус;2438;Москва и обл.;2 021 040,00;2 121 419,00;-100 379,00;-4,73
378;6;Спутник;1071;Самарская обл.;2 004 555,00;2 013 143,00;-8 588,00;-0,43
379;18;Банк Фридом Финанс;1143;Москва и обл.;1 998 982,00;1 861 489,00;137 493,00;7,39
380;6;Капитал;575;Москва и обл.;1 996 254,00;2 004 566,00;-8 312,00;-0,41
381;-4;Социум-Банк;2881;Москва и обл.;1 995 730,00;2 154 980,00;-159 250,00;-7,39
382;9;Арзамас;1281;Нижегородская обл.;1 987 125,00;1 924 455,00;62 670,00;3,26
383;4;Великие Луки Банк;598;Псковская обл.;1 967 491,00;1 957 823,00;9 668,00;0,49
384;15;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 955 240,00;1 828 389,00;126 851,00;6,94
385;-4;Прайм Финанс;2758;Санкт-Петербург и обл.;1 942 885,00;2 103 075,00;-160 190,00;-7,62
386;3;Саратов;330;Саратовская обл.;1 935 242,00;1 944 479,00;-9 237,00;-0,48
387;9;Первый Дортрансбанк;3271;Кировская обл.;1 897 526,00;1 863 358,00;34 168,00;1,83
388;6;Майкопбанк;1136;Адыгея;1 868 851,00;1 878 314,00;-9 463,00;-0,50
389;12;Спиритбанк;2053;Тульская обл.;1 836 146,00;1 783 374,00;52 772,00;2,96
390;12;Тендер-Банк;2252;Москва и обл.;1 819 529,00;1 747 933,00;71 596,00;4,10
391;2;Столичный Кредит;2853;Москва и обл.;1 807 089,00;1 882 043,00;-74 954,00;-3,98
392;-4;Ноосфера;2650;Республика Алтай;1 802 986,00;1 952 298,00;-149 312,00;-7,65
393;2;КОР;2148;Волгоградская обл.;1 787 801,00;1 866 300,00;-78 499,00;-4,21
394;36;ФинТех;3499;Ярославская обл.;1 784 500,00;1 384 969,00;399 531,00;28,85
395;-3;Калуга;1151;Калужская обл.;1 767 308,00;1 894 471,00;-127 163,00;-6,71
396;2;Дом-Банк;3209;Москва и обл.;1 754 877,00;1 842 909,00;-88 032,00;-4,78
397;12;Народный Доверительный Банк;2374;Москва и обл.;1 753 912,00;1 629 526,00;124 386,00;7,63
398;8;Межбанковский Кредитный Союз;3242;Москва и обл.;1 711 970,00;1 661 891,00;50 079,00;3,01
399;9;Руна-Банк;3207;Москва и обл.;1 688 739,00;1 635 009,00;53 730,00;3,29
400;3;Росбизнесбанк;1405;Москва и обл.;1 677 629,00;1 722 808,00;-45 179,00;-2,62
401;6;Примтеркомбанк;21;Приморский край;1 677 283,00;1 646 860,00;30 423,00;1,85
402;8;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 605 517,00;1 610 339,00;-4 822,00;-0,30
403;14;ИК Банк;1732;Татарстан;1 594 685,00;1 541 784,00;52 901,00;3,43
404;10;Новый Московский Банк;2932;Москва и обл.;1 594 154,00;1 575 786,00;18 368,00;1,17
405;0;Крона-Банк;2499;Иркутская обл.;1 590 706,00;1 668 685,00;-77 979,00;-4,67
406;6;Республиканский Кредитный Альянс;3017;Москва и обл.;1 590 029,00;1 579 580,00;10 449,00;0,66
407;8;Кузбассхимбанк;2868;Кемеровская обл.;1 548 073,00;1 555 811,00;-7 738,00;-0,50
408;13;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 547 929,00;1 502 190,00;45 739,00;3,04
409;7;АвтоКредитБанк;1973;Татарстан;1 542 120,00;1 543 416,00;-1 296,00;-0,08
410;3;Промсельхозбанк;538;Москва и обл.;1 538 048,00;1 578 731,00;-40 683,00;-2,58
411;-21;Нальчик;695;Кабардино-Балкария;1 522 715,00;1 924 672,00;-401 957,00;-20,88
412;10;Проинвестбанк;784;Пермская обл.;1 515 129,00;1 496 804,00;18 325,00;1,22
413;-2;Апабанк;2404;Москва и обл.;1 507 548,00;1 601 136,00;-93 588,00;-5,85
414;6;Тагилбанк;1635;Свердловская обл.;1 501 719,00;1 508 969,00;-7 250,00;-0,48
415;4;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 480 090,00;1 510 105,00;-30 015,00;-1,99
416;8;Банк РМП;2574;Москва и обл.;1 467 969,00;1 444 580,00;23 389,00;1,62
417;6;Алтынбанк;2070;Татарстан;1 402 522,00;1 482 875,00;-80 353,00;-5,42
418;0;Сервис Резерв;2034;Москва и обл.;1 392 739,00;1 513 047,00;-120 308,00;-7,95
419;9;Почтобанк;1788;Пермская обл.;1 375 758,00;1 385 431,00;-9 673,00;-0,70
420;6;Московский Вексельный Банк;2697;Москва и обл.;1 354 554,00;1 414 211,00;-59 657,00;-4,22
421;13;Курган;2568;Курганская обл.;1 354 388,00;1 343 464,00;10 924,00;0,81
422;15;Прохладный;874;Кабардино-Балкария;1 341 872,00;1 323 869,00;18 003,00;1,36
423;34;Мобильная карта;3522;Санкт-Петербург и обл.;1 334 489,00;992 969,00;341 520,00;34,39
424;3;Космос;2245;Москва и обл.;1 328 544,00;1 399 807,00;-71 263,00;-5,09
425;8;Вакобанк;1291;Псковская обл.;1 298 888,00;1 348 452,00;-49 564,00;-3,68
426;12;Тексбанк;2756;Карачаево-Черкесия;1 276 288,00;1 291 289,00;-15 001,00;-1,16
427;2;Агора;3231;Москва и обл.;1 245 430,00;1 385 037,00;-139 607,00;-10,08
428;7;Златкомбанк;568;Москва и обл.;1 228 920,00;1 340 964,00;-112 044,00;-8,36
429;-25;Новое Время;3492;Москва и обл.;1 206 975,00;1 696 720,00;-489 745,00;-28,86
430;15;Спецстройбанк;236;Москва и обл.;1 195 364,00;1 123 764,00;71 600,00;6,37
431;12;Риал-Кредит;3393;Москва и обл.;1 190 735,00;1 159 916,00;30 819,00;2,66
432;9;Дон-Тексбанк;1818;Ростовская обл.;1 179 737,00;1 209 154,00;-29 417,00;-2,43
433;13;Химик;1114;Нижегородская обл.;1 172 858,00;1 120 405,00;52 453,00;4,68
434;8;Михайловский ПЖСБ;2961;Волгоградская обл.;1 172 224,00;1 200 652,00;-28 428,00;-2,37
435;4;Саммит Банк;85;Приморский край;1 168 531,00;1 245 791,00;-77 260,00;-6,20
436;8;Невастройинвест;1926;Санкт-Петербург и обл.;1 130 222,00;1 137 678,00;-7 456,00;-0,66
437;-12;МТИ Банк;1052;Москва и обл.;1 125 291,00;1 435 470,00;-310 179,00;-21,61
438;12;Новый Промышленный Банк;930;Москва и обл.;1 121 361,00;1 076 667,00;44 694,00;4,15
439;14;Русский Банк Сбережений;779;Ставропольский край;1 092 258,00;1 054 258,00;38 000,00;3,60
440;-4;Холмск;503;Сахалинская обл.;1 090 164,00;1 329 263,00;-239 099,00;-17,99
441;13;Байкалкредобанк;2990;Иркутская обл.;1 086 852,00;1 052 535,00;34 317,00;3,26
442;-2;Металлург;2877;Москва и обл.;1 084 106,00;1 229 312,00;-145 206,00;-11,81
443;6;ЕАТП Банк;1765;Астраханская обл.;1 083 365,00;1 078 925,00;4 440,00;0,41
444;3;Майский;1673;Кабардино-Балкария;1 082 958,00;1 101 033,00;-18 075,00;-1,64
445;10;Международный Расчетный Банк;3028;Москва и обл.;1 067 538,00;1 046 298,00;21 240,00;2,03
446;15;Максима;3379;Москва и обл.;1 049 389,00;931 982,00;117 407,00;12,60
447;11;Москва;1661;Москва и обл.;1 039 187,00;979 092,00;60 095,00;6,14
448;0;РФИ Банк;3351;Москва и обл.;1 018 846,00;1 090 684,00;-71 838,00;-6,59
449;3;Соколовский;2830;Москва и обл.;991 788,00;1 055 656,00;-63 868,00;-6,05
450;1;Синергия;2884;Саратовская обл.;982 104,00;1 073 057,00;-90 953,00;-8,48
451;-20;Элекснет;3314;Москва и обл.;968 177,00;1 358 466,00;-390 289,00;-28,73
452;7;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;966 764,00;972 634,00;-5 870,00;-0,60
453;9;Кредитинвест;1197;Дагестан;948 436,00;930 303,00;18 133,00;1,95
454;6;Флора-Москва;533;Москва и обл.;947 455,00;959 933,00;-12 478,00;-1,30
455;1;Народный Инвестиционный Банк;2876;Самарская обл.;938 012,00;992 989,00;-54 977,00;-5,54
456;12;Вайлдберриз Банк;841;Адыгея;936 507,00;814 179,00;122 328,00;15,02
457;-25;Земкомбанк;574;Ростовская обл.;914 758,00;1 357 924,00;-443 166,00;-32,64
458;9;Классик Эконом Банк;3298;Северная Осетия — Алания;912 417,00;850 889,00;61 528,00;7,23
459;6;Холдинвестбанк;2837;Москва и обл.;911 183,00;882 458,00;28 725,00;3,26
460;3;ГринКомБанк;1184;Иркутская обл.;909 712,00;908 516,00;1 196,00;0,13
461;5;Мурманский Расчетный Центр;3341;Мурманская обл.;882 108,00;874 437,00;7 671,00;0,88
462;2;Банк РСИ;3415;Москва и обл.;867 788,00;894 218,00;-26 430,00;-2,96
463;6;Балаково-Банк;444;Саратовская обл.;779 253,00;805 622,00;-26 369,00;-3,27
464;8;Объединенный Банк Республики;1016;Чувашия;758 662,00;748 920,00;9 742,00;1,30
465;6;Центрально-Азиатский;3037;Хакасия;744 766,00;753 212,00;-8 446,00;-1,12
466;4;Вятич;2796;Рязанская обл.;740 827,00;780 288,00;-39 461,00;-5,06
467;6;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;737 509,00;727 522,00;9 987,00;1,37
468;7;Национальный Банк Сбережений;1949;Ивановская обл.;728 069,00;695 442,00;32 627,00;4,69
469;7;Гефест;1046;Тверская обл.;688 056,00;694 718,00;-6 662,00;-0,96
470;7;РусьРегионБанк;685;Москва и обл.;676 587,00;670 763,00;5 824,00;0,87
471;3;Прокоммерцбанк;2996;Москва и обл.;665 642,00;711 699,00;-46 057,00;-6,47
472;7;Яндекс Банк;3027;Москва и обл.;656 461,00;651 144,00;5 317,00;0,82
473;7;Онего;2484;Карелия;648 493,00;635 046,00;13 447,00;2,12
474;7;Расчетные Решения;3524;Москва и обл.;647 524,00;622 780,00;24 744,00;3,97
475;3;Монета.ру;3508;Марий Эл;645 547,00;667 626,00;-22 079,00;-3,31
476;8;Геобанк;2027;Москва и обл.;635 882,00;609 876,00;26 006,00;4,26
477;6;Славянбанк;804;Новгородская обл.;592 519,00;611 598,00;-19 079,00;-3,12
478;8;МВС Банк;2407;Дагестан;591 015,00;597 511,00;-6 496,00;-1,09
479;8;Единая касса;3512;Москва и обл.;573 336,00;530 155,00;43 181,00;8,14
480;5;Ресурс-Траст;3122;Москва и обл.;568 176,00;605 281,00;-37 105,00;-6,13
481;1;Си Ди Би Банк;3339;Краснодарский край;564 295,00;618 352,00;-54 057,00;-8,74
482;6;Рента-Банк;3095;Москва и обл.;547 975,00;528 726,00;19 249,00;3,64
483;10;Жилкредит;1736;Москва и обл.;531 840,00;506 470,00;25 370,00;5,01
484;12;РИБ;2749;Москва и обл.;531 794,00;469 706,00;62 088,00;13,22
485;5;Финчер;3486;Москва и обл.;521 063,00;519 531,00;1 532,00;0,29
486;3;Южный Региональный Банк;3015;Ростовская обл.;516 313,00;523 197,00;-6 884,00;-1,32
487;5;Таганрогбанк;3136;Ростовская обл.;510 121,00;508 270,00;1 851,00;0,36
488;6;Лэнд Кредит;1478;Москва и обл.;495 342,00;491 246,00;4 096,00;0,83
489;8;Дружба;990;Тюменская обл.;481 117,00;466 516,00;14 601,00;3,13
490;1;Жилстройбанк;2769;Москва и обл.;474 764,00;514 746,00;-39 982,00;-7,77
491;4;Эко-Инвест;3116;Москва и обл.;469 147,00;477 497,00;-8 350,00;-1,75
492;18;Деньги.Мэйл.Ру;3511;Москва и обл.;457 579,00;250 771,00;206 808,00;82,47
493;5;Народный Банк Тувы;1309;Тыва;457 207,00;456 090,00;1 117,00;0,24
494;5;Континенталь;3184;Ставропольский край;444 343,00;447 759,00;-3 416,00;-0,76
495;5;Северстройбанк;3507;Вологодская обл.;396 654,00;410 641,00;-13 987,00;-3,41
496;6;Объединенная Расчетная Система;3342;Москва и обл.;395 887,00;383 556,00;12 331,00;3,21
497;4;Банк Берейт;3505;Санкт-Петербург и обл.;394 655,00;398 009,00;-3 354,00;-0,84
498;6;Тайдон;2085;Кемеровская обл.;369 857,00;371 375,00;-1 518,00;-0,41
499;9;Единая Расчетная Палата;384;Москва и обл.;342 039,00;308 556,00;33 483,00;10,85
500;3;Альтернатива;3452;Москва и обл.;339 089,00;381 689,00;-42 600,00;-11,16
501;4;Промсвязьинвест;2761;Дагестан;325 151,00;348 104,00;-22 953,00;-6,59
502;4;Рунэтбанк;2829;Москва и обл.;322 264,00;323 127,00;-863,00;-0,27
503;4;Сетевая Расчетная Палата;3332;Татарстан;308 635,00;313 198,00;-4 563,00;-1,46
504;5;Русское Финансовое Общество;3427;Москва и обл.;307 913,00;294 811,00;13 102,00;4,44
505;8;ПэйЮ;3518;Москва и обл.;241 404,00;238 464,00;2 940,00;1,23
506;6;Нарат;1902;Саратовская обл.;240 208,00;240 387,00;-179,00;-0,07
507;4;Платежи и Расчеты;3324;Самарская обл.;207 401,00;242 246,00;-34 845,00;-14,38
508;9;Элексир;3533;Москва и обл.;186 998,00;148 451,00;38 547,00;25,97
509;6;Красноярский Краевой Расчетный Центр;3483;Красноярский край;173 908,00;169 936,00;3 972,00;2,34
510;4;Электронный платежный сервис;3509;Москва и обл.;173 602,00;192 360,00;-18 758,00;-9,75
511;5;Платежный Стандарт;3530;Новосибирская обл.;160 378,00;169 711,00;-9 333,00;-5,50
512;8;Моби.Деньги;3523;Москва и обл.;157 894,00;116 575,00;41 319,00;35,44
513;5;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;121 273,00;143 806,00;-22 533,00;-15,67
514;7;Р-Инкас;3536;Москва и обл.;116 558,00;110 343,00;6 215,00;5,63
515;7;Вест;2605;Москва и обл.;111 096,00;109 605,00;1 491,00;1,36
516;3;Премиум;3514;Москва и обл.;81 321,00;120 890,00;-39 569,00;-32,73
517;6;Дальний Восток;3318;Приморский край;71 491,00;73 680,00;-2 189,00;-2,97
518;6;Инновационный Расчетный Центр;3447;Москва и обл.;68 400,00;59 340,00;9 060,00;15,27
519;6;Элплат;3535;Удмуртия;51 767,00;47 345,00;4 422,00;9,34
520;6;Перспектива;3532;Омская обл.;31 725,00;31 055,00;670,00;2,16
521;7;Инэко;3520;Ивановская обл.;20 294,00;20 747,00;-453,00;-2,18
522;7;АРБ-Инкасс;3353;Москва и обл.;17 308,00;17 990,00;-682,00;-3,79
523;4;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;14 194,00;20 944,00;-6 750,00;-32,23
524;6;21 Век;3309;Санкт-Петербург и обл.;13 036,00;12 637,00;399,00;3,16
