Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2018, тыс. рублей;Август, 2018, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;0;Енисейский Объединенный Банк;2645;Красноярский край;5 919 516,00;5 952 109,00;-32 593,00;-0,55
261;-5;Славянский Кредит;2960;Москва и обл.;5 846 457,00;6 052 353,00;-205 896,00;-3,40
262;0;Кузнецкий;609;Пензенская обл.;5 748 824,00;5 764 285,00;-15 461,00;-0,27
263;-6;Альба Альянс;2593;Москва и обл.;5 732 192,00;5 992 017,00;-259 825,00;-4,34
264;-1;Севастопольский Морской Банк;3528;Севастополь;5 677 368,00;5 752 356,00;-74 988,00;-1,30
265;2;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 536 649,00;5 348 902,00;187 747,00;3,51
266;5;Платина;2347;Москва и обл.;5 211 232,00;5 114 852,00;96 380,00;1,88
267;2;Камский Коммерческий Банк;438;Татарстан;5 200 046,00;5 201 465,00;-1 419,00;-0,03
268;76;Бланк Банк;2368;Москва и обл.;5 163 202,00;2 688 552,00;2 474 650,00;92,04
269;9;Москва-Сити;3247;Москва и обл.;5 145 168,00;4 608 370,00;536 798,00;11,65
270;0;Горбанк;2982;Санкт-Петербург и обл.;5 113 690,00;5 157 953,00;-44 263,00;-0,86
271;2;Инкахран;3454;Москва и обл.;5 056 505,00;4 740 202,00;316 303,00;6,67
272;-4;Банк ПСА Финанс Рус;3481;Москва и обл.;5 033 615,00;5 251 428,00;-217 813,00;-4,15
273;-1;Руссобанк;2313;Москва и обл.;4 945 383,00;4 889 398,00;55 985,00;1,15
274;6;Нэклис-Банк;1671;Москва и обл.;4 880 711,00;4 540 462,00;340 249,00;7,49
275;4;Кубаньторгбанк;478;Краснодарский край;4 831 669,00;4 576 165,00;255 504,00;5,58
276;-2;Роял Кредит Банк;783;Приморский край;4 778 384,00;4 726 533,00;51 851,00;1,10
277;0;Банк Инноваций и Развития;2647;Москва и обл.;4 749 766,00;4 618 999,00;130 767,00;2,83
278;-3;Стройлесбанк;2995;Тюменская обл.;4 622 062,00;4 683 568,00;-61 506,00;-1,31
279;2;Донкомбанк;492;Ростовская обл.;4 505 815,00;4 460 862,00;44 953,00;1,01
280;2;Московский Коммерческий Банк;3172;Москва и обл.;4 415 722,00;4 329 813,00;85 909,00;1,98
281;-20;Бест Эффортс Банк;435;Москва и обл.;4 301 059,00;5 837 755,00;-1 536 696,00;-26,32
282;2;Аксонбанк;680;Костромская обл.;4 235 089,00;4 268 412,00;-33 323,00;-0,78
283;2;Мегаполис;3265;Чувашия;4 232 438,00;4 257 672,00;-25 234,00;-0,59
284;3;Радиотехбанк;1166;Нижегородская обл.;4 209 844,00;4 105 019,00;104 825,00;2,55
285;1;Братский АНКБ;1144;Иркутская обл.;4 181 930,00;4 237 890,00;-55 960,00;-1,32
286;11;Банк Кремлевский;2905;Москва и обл.;4 173 141,00;3 760 956,00;412 185,00;10,96
287;3;Долинск;857;Сахалинская обл.;4 169 941,00;3 987 449,00;182 492,00;4,58
288;-5;Вологжанин;1896;Вологодская обл.;4 093 225,00;4 315 757,00;-222 532,00;-5,16
289;-1;Межрегиональный промышленно-строительный банк;752;Мордовия;4 033 846,00;4 062 070,00;-28 224,00;-0,69
290;5;Икано Банк;3519;Центр;4 029 514,00;3 804 559,00;224 955,00;5,91
291;3;Банкхаус Эрбе;1717;Москва и обл.;3 975 740,00;3 825 900,00;149 840,00;3,92
292;-3;Экси-Банк;2530;Санкт-Петербург и обл.;3 907 920,00;4 047 394,00;-139 474,00;-3,45
293;-2;Объединенный Резервный Банк;937;Москва и обл.;3 814 760,00;3 871 541,00;-56 781,00;-1,47
294;4;НОКССбанк;3202;Волгоградская обл.;3 766 217,00;3 728 403,00;37 814,00;1,01
295;1;Алтайкапиталбанк;2659;Алтайский край;3 748 278,00;3 763 003,00;-14 725,00;-0,39
296;9;Крокус-Банк;2682;Москва и обл.;3 742 909,00;3 529 019,00;213 890,00;6,06
297;-4;УМ-Банк;1441;Москва и обл.;3 722 162,00;3 826 567,00;-104 405,00;-2,73
298;10;Уралфинанс;1370;Свердловская обл.;3 703 426,00;3 476 516,00;226 910,00;6,53
299;-7;ЮМК Банк;3495;Краснодарский край;3 690 438,00;3 870 773,00;-180 335,00;-4,66
300;-1;ВостСибтранскомбанк;2731;Иркутская обл.;3 689 713,00;3 725 346,00;-35 633,00;-0,96
301;-1;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 677 046,00;3 625 067,00;51 979,00;1,43
302;61;Новокиб;1747;Кемеровская обл.;3 670 765,00;2 230 115,00;1 440 650,00;64,60
303;-2;Донхлеббанк;2285;Ростовская обл.;3 666 894,00;3 585 289,00;81 605,00;2,28
304;-2;Иваново;1763;Ивановская обл.;3 618 721,00;3 578 159,00;40 562,00;1,13
305;1;Витабанк;356;Санкт-Петербург и обл.;3 583 406,00;3 497 964,00;85 442,00;2,44
306;7;Банк Реалист;2646;Москва и обл.;3 490 730,00;3 332 410,00;158 320,00;4,75
307;2;Современные Стандарты Бизнеса;3397;Москва и обл.;3 479 207,00;3 457 561,00;21 646,00;0,63
308;4;Евразийский Банк;969;Москва и обл.;3 478 516,00;3 375 868,00;102 648,00;3,04
309;2;Еврокапитал-Альянс;2672;Ярославская обл.;3 433 438,00;3 409 880,00;23 558,00;0,69
310;-3;Оргбанк;3312;Москва и обл.;3 420 019,00;3 481 760,00;-61 741,00;-1,77
311;18;Система;2846;Москва и обл.;3 361 414,00;3 019 594,00;341 820,00;11,32
312;8;Уралпромбанк;2964;Челябинская обл.;3 324 522,00;3 174 606,00;149 916,00;4,72
313;3;Банк Заречье;817;Татарстан;3 313 530,00;3 275 560,00;37 970,00;1,16
314;1;Международный Коммерческий Банк;2524;Москва и обл.;3 295 527,00;3 298 804,00;-3 277,00;-0,10
315;-11;Юнистрим;3467;Москва и обл.;3 286 607,00;3 544 512,00;-257 905,00;-7,28
316;1;Владбизнесбанк;903;Владимирская обл.;3 209 254,00;3 244 078,00;-34 824,00;-1,07
317;-3;ИТ Банк;2609;Омская обл.;3 209 247,00;3 310 012,00;-100 765,00;-3,04
318;0;Унифондбанк;3416;Москва и обл.;3 200 117,00;3 237 071,00;-36 954,00;-1,14
319;8;Заубер Банк;1614;Санкт-Петербург и обл.;3 182 653,00;3 045 842,00;136 811,00;4,49
320;8;Первый Клиентский Банк;3436;Москва и обл.;3 180 426,00;3 037 146,00;143 280,00;4,72
321;-2;Живаго Банк;2065;Рязанская обл.;3 166 765,00;3 230 737,00;-63 972,00;-1,98
322;-12;Камчаткомагропромбанк;545;Камчатская обл.;3 148 297,00;3 440 825,00;-292 528,00;-8,50
323;0;Евроальянс;1781;Ивановская обл.;3 130 785,00;3 110 618,00;20 167,00;0,65
324;-3;ПИР Банк;2655;Москва и обл.;3 120 647,00;3 143 894,00;-23 247,00;-0,74
325;8;Банк Торгового Финансирования;1982;Москва и обл.;3 120 533,00;2 884 959,00;235 574,00;8,17
326;-1;Далена Банк;1948;Москва и обл.;3 079 171,00;3 077 002,00;2 169,00;0,07
327;-24;Итуруп;2390;Сахалинская обл.;3 052 166,00;3 569 125,00;-516 959,00;-14,48
328;-2;БСТ-Банк;2883;Кемеровская обл.;3 052 085,00;3 047 067,00;5 018,00;0,16
329;13;Внешфинбанк;3173;Краснодарский край;3 013 125,00;2 774 733,00;238 392,00;8,59
330;1;Синко-Банк;2838;Москва и обл.;2 964 103,00;2 916 633,00;47 470,00;1,63
331;-9;Ермак;1809;Ханты-Мансийский АО — Югра;2 954 024,00;3 112 554,00;-158 530,00;-5,09
332;2;РАМ Банк;3480;Москва и обл.;2 932 457,00;2 878 415,00;54 042,00;1,88
333;10;Невский Банк;1068;Санкт-Петербург и обл.;2 925 696,00;2 762 672,00;163 024,00;5,90
334;-10;Инкаробанк;2696;Москва и обл.;2 908 132,00;3 094 645,00;-186 513,00;-6,03
335;39;Социум-Банк;2881;Москва и обл.;2 886 596,00;2 011 931,00;874 665,00;43,47
336;-1;ПэйПал Ру;3517;Москва и обл.;2 855 606,00;2 855 606,00;0,00;0
337;4;Викинг;2;Санкт-Петербург и обл.;2 850 367,00;2 780 933,00;69 434,00;2,50
338;-6;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 770 049,00;2 886 400,00;-116 351,00;-4,03
339;-3;Костромаселькомбанк;1115;Костромская обл.;2 762 166,00;2 847 308,00;-85 142,00;-2,99
340;0;Сельмашбанк;106;Ростовская обл.;2 724 832,00;2 793 888,00;-69 056,00;-2,47
341;5;Газнефтьбанк;3223;Саратовская обл.;2 701 323,00;2 650 947,00;50 376,00;1,90
342;-66;Гранд Инвест Банк;3053;Москва и обл.;2 689 681,00;4 674 660,00;-1 984 979,00;-42,46
343;2;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 676 673,00;2 655 609,00;21 064,00;0,79
344;3;РБА;3413;Москва и обл.;2 661 470,00;2 638 944,00;22 526,00;0,85
345;-15;Банк Фридом Финанс;1143;Москва и обл.;2 623 224,00;2 960 429,00;-337 205,00;-11,39
346;2;Йошкар-Ола;2802;Марий Эл;2 597 208,00;2 633 370,00;-36 162,00;-1,37
347;-10;Кузнецкий Мост;2254;Москва и обл.;2 543 229,00;2 810 370,00;-267 141,00;-9,51
348;7;Банк Пермь;875;Пермская обл.;2 537 845,00;2 382 552,00;155 293,00;6,52
349;0;Кемсоцинбанк;96;Кемеровская обл.;2 496 143,00;2 603 061,00;-106 918,00;-4,11
350;8;Народный Банк;2249;Карачаево-Черкесия;2 452 830,00;2 305 085,00;147 745,00;6,41
351;0;Америкэн Экспресс Банк;3460;Москва и обл.;2 443 968,00;2 427 045,00;16 923,00;0,70
352;0;Приобье;537;Ханты-Мансийский АО — Югра;2 441 211,00;2 420 264,00;20 947,00;0,87
353;3;Элита;1399;Калужская обл.;2 402 322,00;2 318 482,00;83 840,00;3,62
354;-1;РТС-Банк;3401;Самарская обл.;2 400 687,00;2 404 077,00;-3 390,00;-0,14
355;-17;Взаимодействие;1704;Новосибирская обл.;2 389 222,00;2 803 460,00;-414 238,00;-14,78
356;-6;Новый Век;3417;Москва и обл.;2 331 095,00;2 450 359,00;-119 264,00;-4,87
357;9;Кросна-Банк;2607;Москва и обл.;2 318 913,00;2 197 780,00;121 133,00;5,51
358;48;ИК Банк;1732;Татарстан;2 308 964,00;1 516 154,00;792 810,00;52,29
359;6;Яринтербанк;2564;Ярославская обл.;2 287 984,00;2 209 120,00;78 864,00;3,57
360;-1;Первоуральскбанк;965;Свердловская обл.;2 283 307,00;2 289 440,00;-6 133,00;-0,27
361;-1;Кетовский Коммерческий Банк;842;Курганская обл.;2 269 886,00;2 277 014,00;-7 128,00;-0,31
362;-1;Озон Банк;3516;Москва и обл.;2 268 973,00;2 251 547,00;17 426,00;0,77
363;18;Россита-Банк;3257;Москва и обл.;2 241 711,00;1 957 673,00;284 038,00;14,51
364;-10;Старооскольский Агропромбанк;1050;Белгородская обл.;2 232 328,00;2 383 211,00;-150 883,00;-6,33
365;-1;Банк Глобус;2438;Москва и обл.;2 229 087,00;2 227 985,00;1 102,00;0,05
366;-4;Вкабанк;1027;Астраханская обл.;2 226 463,00;2 232 009,00;-5 546,00;-0,25
367;-10;Аспект;608;Москва и обл.;2 213 745,00;2 305 336,00;-91 591,00;-3,97
368;0;ИРС;272;Москва и обл.;2 208 130,00;2 142 493,00;65 637,00;3,06
369;2;Первый Инвестиционный Банк;604;Москва и обл.;2 192 995,00;2 060 082,00;132 913,00;6,45
370;-3;ИСБ;3010;Москва и обл.;2 142 328,00;2 177 051,00;-34 723,00;-1,59
371;-1;Профессионал Банк;3296;Москва и обл.;2 083 509,00;2 104 628,00;-21 119,00;-1,00
372;4;Капитал;575;Москва и обл.;2 079 142,00;1 994 227,00;84 915,00;4,26
373;7;Экономикс-Банк;2136;Москва и обл.;2 078 217,00;1 962 180,00;116 037,00;5,91
374;8;Первый Дортрансбанк;3271;Кировская обл.;2 020 454,00;1 957 412,00;63 042,00;3,22
375;0;Великие Луки Банк;598;Псковская обл.;1 998 043,00;1 998 737,00;-694,00;-0,03
376;2;Кредпромбанк;1165;Ярославская обл.;1 993 756,00;1 965 019,00;28 737,00;1,46
377;2;Арзамас;1281;Нижегородская обл.;1 969 153,00;1 962 428,00;6 725,00;0,34
378;5;Саратов;330;Саратовская обл.;1 962 084,00;1 953 300,00;8 784,00;0,45
379;6;Тендер-Банк;2252;Москва и обл.;1 898 202,00;1 896 473,00;1 729,00;0,09
380;-3;Майкопбанк;1136;Адыгея;1 885 365,00;1 984 606,00;-99 241,00;-5,00
381;5;Спиритбанк;2053;Тульская обл.;1 855 895,00;1 862 895,00;-7 000,00;-0,38
382;5;Прайм Финанс;2758;Санкт-Петербург и обл.;1 822 086,00;1 845 402,00;-23 316,00;-1,26
383;8;Дом-Банк;3209;Москва и обл.;1 811 889,00;1 770 803,00;41 086,00;2,32
384;-12;Столичный Кредит;2853;Москва и обл.;1 810 736,00;2 044 026,00;-233 290,00;-11,41
385;-1;Спутник;1071;Самарская обл.;1 765 089,00;1 915 616,00;-150 527,00;-7,86
386;4;КОР;2148;Волгоградская обл.;1 750 585,00;1 802 392,00;-51 807,00;-2,87
387;8;Руна-Банк;3207;Москва и обл.;1 731 908,00;1 727 348,00;4 560,00;0,26
388;11;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 731 589,00;1 635 695,00;95 894,00;5,86
389;11;Примтеркомбанк;21;Приморский край;1 728 847,00;1 612 394,00;116 453,00;7,22
390;3;Калуга;1151;Калужская обл.;1 717 395,00;1 758 023,00;-40 628,00;-2,31
391;-3;Народный Доверительный Банк;2374;Москва и обл.;1 697 629,00;1 818 004,00;-120 375,00;-6,62
392;13;АвтоКредитБанк;1973;Татарстан;1 696 518,00;1 531 454,00;165 064,00;10,78
393;-1;Новый Московский Банк;2932;Москва и обл.;1 683 774,00;1 759 332,00;-75 558,00;-4,29
394;4;Росбизнесбанк;1405;Москва и обл.;1 671 128,00;1 641 252,00;29 876,00;1,82
395;2;Крона-Банк;2499;Иркутская обл.;1 644 948,00;1 657 069,00;-12 121,00;-0,73
396;12;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 635 799,00;1 495 749,00;140 050,00;9,36
397;5;Нальчик;695;Кабардино-Балкария;1 597 122,00;1 603 879,00;-6 757,00;-0,42
398;5;Кузбассхимбанк;2868;Кемеровская обл.;1 594 367,00;1 576 084,00;18 283,00;1,16
399;-5;Межбанковский Кредитный Союз;3242;Москва и обл.;1 579 111,00;1 735 446,00;-156 335,00;-9,01
400;-4;Республиканский Кредитный Альянс;3017;Москва и обл.;1 578 119,00;1 692 956,00;-114 837,00;-6,78
401;-28;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 571 331,00;2 035 153,00;-463 822,00;-22,79
402;11;Вакобанк;1291;Псковская обл.;1 539 517,00;1 375 273,00;164 244,00;11,94
403;4;Промсельхозбанк;538;Москва и обл.;1 532 045,00;1 498 339,00;33 706,00;2,25
404;20;Сервис Резерв;2034;Москва и обл.;1 507 783,00;1 223 800,00;283 983,00;23,21
405;-1;Проинвестбанк;784;Пермская обл.;1 488 588,00;1 540 932,00;-52 344,00;-3,40
406;6;Почтобанк;1788;Пермская обл.;1 480 536,00;1 383 042,00;97 494,00;7,05
407;-6;Ноосфера;2650;Республика Алтай;1 474 702,00;1 612 071,00;-137 369,00;-8,52
408;6;Алтынбанк;2070;Татарстан;1 467 539,00;1 348 239,00;119 300,00;8,85
409;0;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 443 587,00;1 489 709,00;-46 122,00;-3,10
410;0;Апабанк;2404;Москва и обл.;1 413 313,00;1 461 845,00;-48 532,00;-3,32
411;4;Курган;2568;Курганская обл.;1 377 183,00;1 347 926,00;29 257,00;2,17
412;19;Спецстройбанк;236;Москва и обл.;1 373 771,00;1 120 558,00;253 213,00;22,60
413;13;Агора;3231;Москва и обл.;1 365 382,00;1 179 758,00;185 624,00;15,73
414;9;Златкомбанк;568;Москва и обл.;1 343 874,00;1 233 495,00;110 379,00;8,95
415;-4;Прохладный;874;Кабардино-Балкария;1 339 126,00;1 393 568,00;-54 442,00;-3,91
416;0;Мобильная карта;3522;Санкт-Петербург и обл.;1 334 489,00;1 334 489,00;0,00;0
417;1;Банк РМП;2574;Москва и обл.;1 333 002,00;1 323 950,00;9 052,00;0,68
418;1;Риал-Кредит;3393;Москва и обл.;1 311 684,00;1 307 614,00;4 070,00;0,31
419;43;Яндекс Банк;3027;Москва и обл.;1 292 358,00;763 300,00;529 058,00;69,31
420;0;Тексбанк;2756;Карачаево-Черкесия;1 281 746,00;1 303 010,00;-21 264,00;-1,63
421;37;Мурманский Расчетный Центр;3341;Мурманская обл.;1 235 990,00;820 233,00;415 757,00;50,69
422;-33;Земкомбанк;574;Ростовская обл.;1 205 225,00;1 805 264,00;-600 039,00;-33,24
423;5;Дон-Тексбанк;1818;Ростовская обл.;1 190 617,00;1 164 549,00;26 068,00;2,24
424;6;Саммит Банк;85;Приморский край;1 163 635,00;1 138 429,00;25 206,00;2,21
425;2;Химик;1114;Нижегородская обл.;1 158 371,00;1 178 453,00;-20 082,00;-1,70
426;-9;ФинТех;3499;Москва и обл.;1 144 010,00;1 327 523,00;-183 513,00;-13,82
427;-2;Невастройинвест;1926;Санкт-Петербург и обл.;1 139 478,00;1 219 580,00;-80 102,00;-6,57
428;1;Космос;2245;Москва и обл.;1 127 036,00;1 139 642,00;-12 606,00;-1,11
429;4;ЕАТП Банк;1765;Астраханская обл.;1 110 610,00;1 114 356,00;-3 746,00;-0,34
430;-8;Русский Банк Сбережений;779;Ставропольский край;1 103 798,00;1 240 231,00;-136 433,00;-11,00
431;1;Майский;1673;Кабардино-Балкария;1 100 748,00;1 115 576,00;-14 828,00;-1,33
432;9;Соколовский;2830;Москва и обл.;1 080 959,00;1 011 946,00;69 013,00;6,82
433;3;Металлург;2877;Москва и обл.;1 067 834,00;1 063 196,00;4 638,00;0,44
434;5;Байкалкредобанк;2990;Иркутская обл.;1 067 621,00;1 044 868,00;22 753,00;2,18
435;5;Максима;3379;Москва и обл.;1 063 541,00;1 019 234,00;44 307,00;4,35
436;-1;Международный Расчетный Банк;3028;Москва и обл.;1 053 364,00;1 077 330,00;-23 966,00;-2,22
437;6;Синергия;2884;Саратовская обл.;1 027 345,00;980 383,00;46 962,00;4,79
438;-4;МТИ Банк;1052;Москва и обл.;1 008 160,00;1 088 867,00;-80 707,00;-7,41
439;-1;РФИ Банк;3351;Москва и обл.;984 760,00;1 047 974,00;-63 214,00;-6,03
440;4;Элекснет;3314;Москва и обл.;968 177,00;968 177,00;0,00;0
441;-4;Холмск;503;Сахалинская обл.;960 455,00;1 051 853,00;-91 398,00;-8,69
442;3;Вайлдберриз Банк;841;Адыгея;948 936,00;950 481,00;-1 545,00;-0,16
443;4;Народный Инвестиционный Банк;2876;Самарская обл.;917 422,00;917 120,00;302,00;0,03
444;7;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;910 262,00;879 347,00;30 915,00;3,52
445;-3;Москва;1661;Москва и обл.;908 998,00;1 004 997,00;-95 999,00;-9,55
446;0;Кредитинвест;1197;Дагестан;901 281,00;920 888,00;-19 607,00;-2,13
447;2;ГринКомБанк;1184;Иркутская обл.;883 145,00;900 777,00;-17 632,00;-1,96
448;9;Банк РСИ;3415;Москва и обл.;872 768,00;821 772,00;50 996,00;6,21
449;1;Классик Эконом Банк;3298;Северная Осетия — Алания;859 547,00;887 045,00;-27 498,00;-3,10
450;2;Флора-Москва;533;Москва и обл.;853 788,00;876 416,00;-22 628,00;-2,58
451;2;Балаково-Банк;444;Саратовская обл.;849 462,00;857 293,00;-7 831,00;-0,91
452;4;Национальный Банк Сбережений;1949;Ивановская обл.;844 046,00;823 251,00;20 795,00;2,53
453;6;Холдинвестбанк;2837;Москва и обл.;815 540,00;792 109,00;23 431,00;2,96
454;15;Расчетные Решения;3524;Москва и обл.;784 080,00;671 892,00;112 188,00;16,70
455;5;Объединенный Банк Республики;1016;Чувашия;783 376,00;782 276,00;1 100,00;0,14
456;10;Прокоммерцбанк;2996;Москва и обл.;769 009,00;711 650,00;57 359,00;8,06
457;4;Центрально-Азиатский;3037;Хакасия;735 719,00;766 678,00;-30 959,00;-4,04
458;-4;Михайловский ПЖСБ;2961;Волгоградская обл.;690 705,00;832 637,00;-141 932,00;-17,05
459;9;Славянбанк;804;Новгородская обл.;682 165,00;682 813,00;-648,00;-0,09
460;10;Гефест;1046;Тверская обл.;681 517,00;666 659,00;14 858,00;2,23
461;13;Геобанк;2027;Москва и обл.;673 590,00;595 201,00;78 389,00;13,17
462;5;Монета.ру;3508;Марий Эл;662 992,00;700 102,00;-37 110,00;-5,30
463;0;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;662 236,00;762 629,00;-100 393,00;-13,16
464;12;Ресурс-Траст;3122;Москва и обл.;660 307,00;571 169,00;89 138,00;15,61
465;0;РИБ;2749;Москва и обл.;641 053,00;726 236,00;-85 183,00;-11,73
466;5;Вятич;2796;Рязанская обл.;621 361,00;659 662,00;-38 301,00;-5,81
467;5;Онего;2484;Карелия;615 912,00;619 151,00;-3 239,00;-0,52
468;5;Финчер;3486;Москва и обл.;611 259,00;606 798,00;4 461,00;0,74
469;-5;РусьРегионБанк;685;Москва и обл.;603 935,00;734 354,00;-130 419,00;-17,76
470;7;Рента-Банк;3095;Москва и обл.;578 530,00;568 243,00;10 287,00;1,81
471;4;МВС Банк;2407;Дагестан;570 603,00;590 062,00;-19 459,00;-3,30
472;6;Единая касса;3512;Москва и обл.;544 690,00;531 608,00;13 082,00;2,46
473;7;Эко-Инвест;3116;Москва и обл.;509 191,00;514 995,00;-5 804,00;-1,13
474;7;Таганрогбанк;3136;Ростовская обл.;506 595,00;505 701,00;894,00;0,18
475;8;Си Ди Би Банк;3339;Краснодарский край;502 741,00;496 718,00;6 023,00;1,21
476;6;Лэнд Кредит;1478;Москва и обл.;502 391,00;505 358,00;-2 967,00;-0,59
477;2;Жилстройбанк;2769;Москва и обл.;474 629,00;525 530,00;-50 901,00;-9,69
478;8;Континенталь;3184;Ставропольский край;466 427,00;444 490,00;21 937,00;4,94
479;5;Дружба;990;Тюменская обл.;465 374,00;475 363,00;-9 989,00;-2,10
480;5;Народный Банк Тувы;1309;Тыва;440 264,00;449 834,00;-9 570,00;-2,13
481;6;Жилкредит;1736;Москва и обл.;422 428,00;428 972,00;-6 544,00;-1,53
482;12;Деньги.Мэйл.Ру;3511;Москва и обл.;412 673,00;329 542,00;83 131,00;25,23
483;5;Банк Берейт;3505;Санкт-Петербург и обл.;400 033,00;393 735,00;6 298,00;1,60
484;5;Северстройбанк;3507;Вологодская обл.;391 071,00;389 678,00;1 393,00;0,36
485;5;Тайдон;2085;Кемеровская обл.;368 631,00;368 235,00;396,00;0,11
486;5;Единая Расчетная Палата;384;Москва и обл.;353 846,00;355 649,00;-1 803,00;-0,51
487;6;Альтернатива;3452;Москва и обл.;337 597,00;339 340,00;-1 743,00;-0,51
488;9;Сетевая Расчетная Палата;3332;Татарстан;321 228,00;296 786,00;24 442,00;8,24
489;3;Объединенная Расчетная Система;3342;Москва и обл.;319 495,00;351 408,00;-31 913,00;-9,08
490;5;Промсвязьинвест;2761;Дагестан;314 270,00;313 744,00;526,00;0,17
491;7;Рунэтбанк;2829;Москва и обл.;308 449,00;290 941,00;17 508,00;6,02
492;4;Русское Финансовое Общество;3427;Москва и обл.;245 739,00;309 904,00;-64 165,00;-20,70
493;6;ПэйЮ;3518;Москва и обл.;241 404,00;241 404,00;0,00;0
494;6;Нарат;1902;Саратовская обл.;240 139,00;240 253,00;-114,00;-0,05
495;7;Элексир;3533;Москва и обл.;194 661,00;168 140,00;26 521,00;15,77
496;5;Электронный платежный сервис;3509;Москва и обл.;173 602,00;173 602,00;0,00;0
497;6;Красноярский Краевой Расчетный Центр;3483;Красноярский край;161 583,00;161 717,00;-134,00;-0,08
498;6;Платежный Стандарт;3530;Новосибирская обл.;160 378,00;160 378,00;0,00;0
499;6;Моби.Деньги;3523;Москва и обл.;157 894,00;157 894,00;0,00;0
500;6;Платежи и Расчеты;3324;Самарская обл.;150 975,00;141 999,00;8 976,00;6,32
501;7;Вест;2605;Москва и обл.;116 040,00;112 193,00;3 847,00;3,43
502;7;Р-Инкас;3536;Москва и обл.;112 903,00;90 468,00;22 435,00;24,80
503;4;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;105 439,00;140 509,00;-35 070,00;-24,96
504;6;Дальний Восток;3318;Приморский край;94 836,00;81 790,00;13 046,00;15,95
505;6;Премиум;3514;Москва и обл.;81 321,00;81 321,00;0,00;0
506;6;Элплат;3535;Удмуртия;51 767,00;51 767,00;0,00;0
507;6;Перспектива;3532;Омская обл.;31 725,00;31 725,00;0,00;0
508;7;Инэко;3520;Ивановская обл.;20 294,00;20 294,00;0,00;0
509;9;21 Век;3309;Санкт-Петербург и обл.;15 620,00;14 930,00;690,00;4,62
510;7;АРБ-Инкасс;3353;Москва и обл.;14 152,00;16 861,00;-2 709,00;-16,07
511;5;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;11 778,00;18 010,00;-6 232,00;-34,60
