Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июль, 2014, тыс. рублей;Июнь, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
43;1;ОТП Банк;2766;Москва и обл.;166 563 109,00;163 361 605,00;3 201 504,00;1,96
44;-18;СМП Банк;3368;Москва и обл.;161 802 848,00;276 523 230,00;-114 720 382,00;-41,49
45;0;Кредит Европа Банк;3311;Москва и обл.;155 282 468,00;155 255 961,00;26 507,00;0,02
46;0;Транскапиталбанк;2210;Москва и обл.;145 382 138,00;141 160 951,00;4 221 187,00;2,99
47;4;Татфондбанк;3058;Татарстан;141 424 607,00;132 393 838,00;9 030 769,00;6,82
48;0;Национальный Расчетный Депозитарий;3294;Москва и обл.;139 114 547,00;137 117 061,00;1 997 486,00;1,46
49;-2;РосЕвроБанк;3137;Москва и обл.;139 021 410,00;139 832 287,00;-810 877,00;-0,58
50;0;МСП Банк;3340;Москва и обл.;138 060 396,00;133 979 727,00;4 080 669,00;3,05
51;1;Банк ДОМ.РФ;2312;Москва и обл.;132 118 463,00;131 024 573,00;1 093 890,00;0,83
52;-3;Дойче Банк;3328;Москва и обл.;128 620 810,00;135 288 615,00;-6 667 805,00;-4,93
53;2;РГС Банк;3073;Москва и обл.;125 617 597,00;123 233 792,00;2 383 805,00;1,93
54;-1;СКБ-Банк;705;Свердловская обл.;125 112 644,00;126 431 330,00;-1 318 686,00;-1,04
55;-1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;124 327 197,00;123 415 870,00;911 327,00;0,74
56;3;ДельтаКредит;3338;Москва и обл.;121 469 683,00;118 658 369,00;2 811 314,00;2,37
57;0;Ренессанс Кредит;3354;Москва и обл.;120 223 017,00;121 081 276,00;-858 259,00;-0,71
58;-2;Инвестторгбанк;2763;Москва и обл.;120 170 386,00;122 594 278,00;-2 423 892,00;-1,98
59;1;Русфинанс Банк;1792;Самарская обл.;117 387 476,00;116 855 918,00;531 558,00;0,45
60;2;Российский Кредит;324;Москва и обл.;116 388 100,00;105 246 963,00;11 141 137,00;10,59
61;0;Тинькофф Банк;2673;Москва и обл.;115 503 147,00;113 257 637,00;2 245 510,00;1,98
62;-4;Авангард;2879;Москва и обл.;114 428 757,00;119 035 847,00;-4 607 090,00;-3,87
63;0;Пробизнесбанк;2412;Москва и обл.;103 102 717,00;104 527 474,00;-1 424 757,00;-1,36
64;0;Пересвет;2110;Москва и обл.;102 485 095,00;103 136 832,00;-651 737,00;-0,63
65;0;Запсибкомбанк;918;Тюменская обл.;98 167 755,00;96 830 481,00;1 337 274,00;1,38
66;0;Всероссийский Банк Развития Регионов;3287;Москва и обл.;96 986 360,00;95 887 080,00;1 099 280,00;1,15
67;0;Банк БФА;3038;Санкт-Петербург и обл.;90 810 661,00;89 116 543,00;1 694 118,00;1,90
68;0;Рост Банк;2888;Москва и обл.;89 927 719,00;87 391 203,00;2 536 516,00;2,90
69;0;Союз;2307;Москва и обл.;83 765 562,00;83 249 018,00;516 544,00;0,62
70;3;Нота-Банк;2913;Москва и обл.;83 210 206,00;80 985 759,00;2 224 447,00;2,75
71;-1;Центр-инвест;2225;Ростовская обл.;82 648 798,00;81 738 381,00;910 417,00;1,11
72;2;Сетелем Банк;2168;Москва и обл.;81 741 591,00;80 335 049,00;1 406 542,00;1,75
73;2;Локо-Банк;2707;Москва и обл.;81 710 749,00;78 817 577,00;2 893 172,00;3,67
74;12;Сургутнефтегазбанк;588;Тюменская обл.;78 458 155,00;65 867 360,00;12 590 795,00;19,12
75;-3;ЦентроКредит;121;Москва и обл.;77 919 394,00;81 186 451,00;-3 267 057,00;-4,02
76;-5;БНП Париба Банк;3407;Москва и обл.;77 760 604,00;81 265 705,00;-3 505 101,00;-4,31
77;-1;Банк Интеза;2216;Москва и обл.;76 189 463,00;78 747 003,00;-2 557 540,00;-3,25
78;-1;Роскосмосбанк;2989;Москва и обл.;75 135 152,00;73 910 805,00;1 224 347,00;1,66
79;-1;Связной Банк;1961;Москва и обл.;73 083 385,00;72 397 689,00;685 696,00;0,95
80;-1;Югра;880;Тюменская обл.;71 414 695,00;72 301 543,00;-886 848,00;-1,23
81;0;СБ Банк (Судостроительный банк);2999;Москва и обл.;71 328 408,00;70 879 717,00;448 691,00;0,63
82;0;Балтинвестбанк;3176;Санкт-Петербург и обл.;69 937 721,00;70 197 363,00;-259 642,00;-0,37
83;0;Металлинвестбанк;2440;Москва и обл.;68 483 193,00;67 446 984,00;1 036 209,00;1,54
84;1;Юниаструм Банк;2771;Москва и обл.;67 657 505,00;66 546 954,00;1 110 551,00;1,67
85;-1;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;65 666 954,00;67 359 622,00;-1 692 668,00;-2,51
86;1;Балтийский Банк;128;Москва и обл.;65 454 341,00;64 074 282,00;1 380 059,00;2,15
87;-7;Международный Финансовый Клуб;2618;Москва и обл.;64 969 942,00;70 938 425,00;-5 968 483,00;-8,41
88;0;Первобанк;3461;Самарская обл.;63 492 380,00;61 193 417,00;2 298 963,00;3,76
89;0;Интеркоммерц Банк;1657;Москва и обл.;60 071 785,00;59 479 003,00;592 782,00;1,00
90;1;Тойота Банк;3470;Москва и обл.;56 009 271,00;54 392 980,00;1 616 291,00;2,97
91;-1;Собинбанк;1317;Москва и обл.;54 423 165,00;55 562 069,00;-1 138 904,00;-2,05
92;1;РосинтерБанк;226;Москва и обл.;54 361 870,00;52 607 927,00;1 753 943,00;3,33
93;1;Таврический Банк;2304;Санкт-Петербург и обл.;53 132 219,00;51 744 899,00;1 387 320,00;2,68
94;1;Кубань Кредит;2518;Краснодарский край;52 333 393,00;51 316 989,00;1 016 404,00;1,98
95;12;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;50 541 885,00;40 248 497,00;10 293 388,00;25,57
96;-4;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;50 080 257,00;54 385 080,00;-4 304 823,00;-7,92
97;-1;Экспобанк;2998;Москва и обл.;48 763 182,00;48 621 469,00;141 713,00;0,29
98;0;Бинбанк Диджитал;2827;Москва и обл.;48 081 759,00;44 391 991,00;3 689 768,00;8,31
99;2;Национальный Стандарт;3421;Москва и обл.;46 166 315,00;43 378 650,00;2 787 665,00;6,43
100;24;АйСиБиСи Банк;3475;Москва и обл.;43 972 422,00;35 577 507,00;8 394 915,00;23,60
101;-1;Еврофинанс Моснарбанк;2402;Москва и обл.;43 712 076,00;43 444 264,00;267 812,00;0,62
102;-3;Межтопэнергобанк;2956;Москва и обл.;43 554 988,00;43 554 242,00;746,00;0,00
103;1;БФГ-Кредит;3068;Москва и обл.;43 409 832,00;41 669 042,00;1 740 790,00;4,18
104;1;Аверс;415;Татарстан;41 911 715,00;41 377 086,00;534 629,00;1,29
105;-3;Экспресс-Волга;3085;Саратовская обл.;41 742 613,00;43 300 624,00;-1 558 011,00;-3,60
106;-9;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;41 411 586,00;45 295 849,00;-3 884 263,00;-8,58
107;6;Почта Банк;650;Москва и обл.;40 423 077,00;37 722 860,00;2 700 217,00;7,16
108;1;Фора-Банк;1885;Москва и обл.;40 291 683,00;39 521 653,00;770 030,00;1,95
109;-6;Меткомбанк (Череповец);901;Вологодская обл.;40 212 619,00;41 758 093,00;-1 545 474,00;-3,70
110;-4;Финпромбанк (ФПБ Банк);2157;Москва и обл.;39 958 397,00;40 677 096,00;-718 699,00;-1,77
111;3;Коммерцбанк (Евразия);3333;Москва и обл.;39 866 388,00;37 217 614,00;2 648 774,00;7,12
112;5;Банк Финсервис;3388;Москва и обл.;39 854 762,00;36 760 082,00;3 094 680,00;8,42
113;7;Фольксваген Банк Рус;3500;Москва и обл.;39 709 423,00;36 406 885,00;3 302 538,00;9,07
114;-6;Народный Кредит;2401;Москва и обл.;38 984 059,00;39 565 146,00;-581 087,00;-1,47
115;0;Русский Международный Банк;3123;Москва и обл.;38 938 360,00;36 820 548,00;2 117 812,00;5,75
116;-6;Челябинвестбанк;493;Челябинская обл.;38 887 898,00;38 122 358,00;765 540,00;2,01
117;10;Военно-Промышленный Банк;3065;Москва и обл.;38 860 099,00;34 701 374,00;4 158 725,00;11,98
118;-7;Интерпромбанк;3266;Москва и обл.;38 781 521,00;37 956 056,00;825 465,00;2,17
119;-7;Крайинвестбанк;3360;Краснодарский край;37 991 109,00;37 850 760,00;140 349,00;0,37
120;8;Мосстройэкономбанк (М Банк);948;Москва и обл.;37 119 128,00;34 163 157,00;2 955 971,00;8,65
121;-5;Примсоцбанк;2733;Приморский край;37 050 472,00;36 807 031,00;243 441,00;0,66
122;-3;Челиндбанк;485;Челябинская обл.;36 884 612,00;36 576 050,00;308 562,00;0,84
123;-1;СДМ-Банк;1637;Москва и обл.;36 879 891,00;36 204 331,00;675 560,00;1,87
124;-3;НС Банк;3124;Москва и обл.;36 165 141,00;36 311 718,00;-146 577,00;-0,40
125;0;Саровбизнесбанк;2048;Нижегородская обл.;36 123 721,00;35 560 795,00;562 926,00;1,58
126;-3;Банк «Советский»;558;Санкт-Петербург и обл.;35 759 976,00;36 109 299,00;-349 323,00;-0,97
127;-1;Кольцо Урала;65;Свердловская обл.;35 340 796,00;35 329 616,00;11 180,00;0,03
128;4;БыстроБанк;1745;Удмуртия;34 365 518,00;33 397 086,00;968 432,00;2,90
129;2;Севергазбанк;2816;Вологодская обл.;34 268 883,00;33 801 967,00;466 916,00;1,38
130;0;Левобережный;1343;Новосибирская обл.;34 197 561,00;33 922 794,00;274 767,00;0,81
131;2;Образование;1521;Москва и обл.;33 498 182,00;32 893 301,00;604 881,00;1,84
132;-3;Росэнергобанк;2211;Москва и обл.;32 754 351,00;34 082 986,00;-1 328 635,00;-3,90
133;3;АМБ Банк;3036;Москва и обл.;32 642 090,00;31 266 818,00;1 375 272,00;4,40
134;-16;Интерпрогрессбанк;600;Москва и обл.;32 282 934,00;36 660 286,00;-4 377 352,00;-11,94
135;3;МБА-Москва;3395;Москва и обл.;32 272 676,00;30 172 101,00;2 100 575,00;6,96
136;-1;ББР Банк;2929;Москва и обл.;32 082 134,00;31 308 039,00;774 095,00;2,47
137;3;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;31 978 823,00;29 689 558,00;2 289 265,00;7,71
138;-4;Газбанк;2316;Самарская обл.;31 904 085,00;31 487 333,00;416 752,00;1,32
139;-2;Агропромкредит;2880;Москва и обл.;30 882 470,00;30 957 384,00;-74 914,00;-0,24
140;-1;Банк АВБ;23;Самарская обл.;30 635 248,00;29 833 618,00;801 630,00;2,69
141;0;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;29 494 921,00;29 557 912,00;-62 991,00;-0,21
142;2;Русстройбанк;3205;Москва и обл.;28 820 935,00;27 901 386,00;919 549,00;3,30
143;-1;Девон-Кредит;1972;Татарстан;28 138 262,00;28 165 779,00;-27 517,00;-0,10
144;-1;Дальневосточный Банк;843;Приморский край;27 750 563,00;27 935 166,00;-184 603,00;-0,66
145;3;Экспо Финанс;2594;Москва и обл.;27 473 740,00;26 045 137,00;1 428 603,00;5,49
146;-1;Кедр;1574;Красноярский край;27 341 536,00;27 255 485,00;86 051,00;0,32
147;2;Липецккомбанк;1242;Липецкая обл.;27 276 211,00;25 986 004,00;1 290 207,00;4,97
148;2;Приморье;3001;Приморский край;26 439 321,00;25 393 149,00;1 046 172,00;4,12
149;5;Транспортный;3174;Москва и обл.;26 383 264,00;24 706 744,00;1 676 520,00;6,79
150;-4;Кредит Урал Банк;2584;Челябинская обл.;26 160 744,00;27 237 059,00;-1 076 315,00;-3,95
151;-4;Эллипс Банк;1950;Нижегородская обл.;25 714 290,00;26 123 194,00;-408 904,00;-1,57
152;6;БКС Банк;101;Новосибирская обл.;25 637 269,00;23 220 514,00;2 416 755,00;10,41
153;2;Акибанк;2587;Татарстан;25 472 067,00;24 655 734,00;816 333,00;3,31
154;-2;М2М Прайвет Банк;1414;Москва и обл.;25 415 999,00;25 047 065,00;368 934,00;1,47
155;2;Мерседес-Бенц Банк Рус;3473;Москва и обл.;25 123 910,00;24 264 895,00;859 015,00;3,54
156;-5;Модульбанк;1927;Костромская обл.;25 031 940,00;25 052 066,00;-20 126,00;-0,08
157;-4;ПЧРБ Банк;3291;Москва и обл.;24 823 922,00;25 024 827,00;-200 905,00;-0,80
158;-2;Урал ФД;249;Пермская обл.;24 538 143,00;24 293 562,00;244 581,00;1,01
159;56;Тимер Банк;1581;Татарстан;23 470 490,00;14 246 329,00;9 224 161,00;64,75
160;0;Интехбанк;2705;Татарстан;23 153 684,00;22 918 389,00;235 295,00;1,03
161;0;Альта-Банк;2269;Москва и обл.;22 591 940,00;22 218 624,00;373 316,00;1,68
162;-3;Балтика;967;Санкт-Петербург и обл.;22 215 315,00;23 202 128,00;-986 813,00;-4,25
163;6;Бэнк оф Чайна;2309;Москва и обл.;21 897 027,00;20 835 791,00;1 061 236,00;5,09
164;-2;БМВ Банк;3482;Москва и обл.;21 894 748,00;21 967 519,00;-72 771,00;-0,33
165;5;Банк Кредит Свисс;2494;Москва и обл.;21 761 491,00;20 296 221,00;1 465 270,00;7,22
166;-2;Легион;3117;Москва и обл.;21 338 250,00;21 496 886,00;-158 636,00;-0,74
167;1;АктивКапитал Банк;3006;Самарская обл.;21 120 178,00;21 062 308,00;57 870,00;0,27
168;-5;Москоммерцбанк;3365;Москва и обл.;21 114 896,00;21 852 928,00;-738 032,00;-3,38
169;-3;Солидарность;554;Самарская обл.;21 033 297,00;21 124 336,00;-91 039,00;-0,43
170;4;Энергобанк;67;Татарстан;20 535 935,00;19 542 566,00;993 369,00;5,08
171;-6;Спурт Банк;2207;Татарстан;20 479 409,00;21 155 987,00;-676 578,00;-3,20
172;-5;АйМаниБанк;1975;Москва и обл.;20 367 378,00;21 106 608,00;-739 230,00;-3,50
173;0;Алеф-Банк;2119;Москва и обл.;20 298 680,00;19 804 771,00;493 909,00;2,49
174;-2;ФИА-Банк;2542;Самарская обл.;20 222 898,00;20 054 627,00;168 271,00;0,84
175;0;Фининвест;671;Санкт-Петербург и обл.;20 079 936,00;19 534 750,00;545 186,00;2,79
176;-5;Морской Банк;77;Москва и обл.;19 650 394,00;20 085 086,00;-434 692,00;-2,16
177;-1;Алмазэргиэнбанк;2602;Саха (Якутия);19 590 149,00;19 430 702,00;159 447,00;0,82
178;21;Московское Ипотечное Агентство;3344;Москва и обл.;19 094 928,00;15 922 241,00;3 172 687,00;19,93
179;33;Гаранти Банк — Москва;3275;Москва и обл.;19 018 011,00;14 732 348,00;4 285 663,00;29,09
180;0;Платежный Центр;3166;Новосибирская обл.;18 949 175,00;18 604 899,00;344 276,00;1,85
181;8;Держава;2738;Москва и обл.;18 904 941,00;17 173 783,00;1 731 158,00;10,08
182;-5;Тольяттихимбанк;2507;Самарская обл.;18 871 524,00;19 310 538,00;-439 014,00;-2,27
183;58;РНКБ;1354;Москва и обл.;18 350 644,00;11 935 660,00;6 414 984,00;53,75
184;-5;Энерготрансбанк;1307;Калининградская обл.;18 346 274,00;18 808 480,00;-462 206,00;-2,46
185;-3;Норвик Банк;902;Кировская обл.;18 136 827,00;17 780 502,00;356 325,00;2,00
186;-5;Ланта-Банк;1920;Москва и обл.;18 018 601,00;18 309 820,00;-291 219,00;-1,59
187;-4;Уралтрансбанк;812;Свердловская обл.;17 997 588,00;17 738 035,00;259 553,00;1,46
188;2;Транснациональный Банк;2108;Москва и обл.;17 734 184,00;17 167 898,00;566 286,00;3,30
189;3;НБД-Банк;1966;Нижегородская обл.;17 511 929,00;17 116 881,00;395 048,00;2,31
190;;Морган Стэнли Банк;3456;Москва и обл.;17 338 606,00;-;-;
191;-6;Курскпромбанк;735;Курская обл.;17 337 980,00;17 510 336,00;-172 356,00;-0,98
192;-6;Национальный Резервный Банк;2170;Москва и обл.;17 288 610,00;17 436 513,00;-147 903,00;-0,85
193;-2;МАСТ-Банк;3267;Москва и обл.;17 162 101,00;17 137 940,00;24 161,00;0,14
194;-7;ГПБ-Ипотека;2403;Москва и обл.;17 125 307,00;17 374 813,00;-249 506,00;-1,44
195;-11;Форштадт;2208;Оренбургская обл.;16 792 308,00;17 540 259,00;-747 951,00;-4,26
196;5;Тройка-Д Банк;3431;Москва и обл.;16 766 043,00;15 777 684,00;988 359,00;6,26
197;-3;Инвесткапиталбанк;2377;Башкортостан;16 679 090,00;16 580 322,00;98 768,00;0,60
198;-10;Объединенный Капитал;2611;Санкт-Петербург и обл.;16 592 267,00;17 296 815,00;-704 548,00;-4,07
199;-2;ОФК Банк;2270;Москва и обл.;16 430 163,00;16 125 336,00;304 827,00;1,89
200;-7;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Костромская обл.;16 402 900,00;16 684 931,00;-282 031,00;-1,69
201;-6;Нацинвестпромбанк;3077;Москва и обл.;16 002 692,00;16 427 069,00;-424 377,00;-2,58
202;-4;Газэнергобанк;3252;Калужская обл.;15 855 942,00;16 004 440,00;-148 498,00;-0,93
203;2;Банк Город;2644;Москва и обл.;15 698 711,00;15 333 266,00;365 445,00;2,38
204;2;Гранд Инвест Банк;3053;Москва и обл.;15 685 518,00;15 194 677,00;490 841,00;3,23
205;-2;Пойдем!;2534;Москва и обл.;15 660 060,00;15 640 255,00;19 805,00;0,13
206;1;Квантмобайл Банк;1189;Омская обл.;15 610 748,00;15 158 328,00;452 420,00;2,98
207;-5;Расчетно-Кредитный Банк;103;Москва и обл.;15 447 720,00;15 741 551,00;-293 831,00;-1,87
208;1;Рублев;3098;Москва и обл.;15 360 456,00;14 858 852,00;501 604,00;3,38
209;2;Развитие-Столица;3013;Москва и обл.;15 271 860,00;14 768 775,00;503 085,00;3,41
210;-32;Аресбанк;2914;Москва и обл.;15 161 329,00;19 027 311,00;-3 865 982,00;-20,32
211;-1;Хлынов;254;Кировская обл.;15 039 237,00;14 793 845,00;245 392,00;1,66
212;1;Интрастбанк;3144;Москва и обл.;14 838 408,00;14 480 855,00;357 553,00;2,47
213;1;СтарБанк;548;Москва и обл.;14 780 246,00;14 351 798,00;428 448,00;2,99
214;-10;Натиксис Банк;3390;Москва и обл.;14 736 160,00;15 502 976,00;-766 816,00;-4,95
215;4;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;14 628 846,00;13 881 910,00;746 936,00;5,38
216;2;РосДорБанк;1573;Москва и обл.;14 579 034,00;14 104 283,00;474 751,00;3,37
217;3;Анталбанк;3115;Москва и обл.;14 442 176,00;13 811 347,00;630 829,00;4,57
218;-18;Автоторгбанк;2776;Москва и обл.;14 414 634,00;15 908 912,00;-1 494 278,00;-9,39
219;-3;Данске Банк;3307;Санкт-Петербург и обл.;14 246 411,00;14 146 675,00;99 736,00;0,71
220;1;Тусар;2712;Москва и обл.;14 226 155,00;13 761 584,00;464 571,00;3,38
221;29;Кубаньторгбанк;478;Краснодарский край;14 067 143,00;11 077 873,00;2 989 270,00;26,98
222;6;СЭБ Банк;3235;Санкт-Петербург и обл.;13 978 427,00;13 042 473,00;935 954,00;7,18
223;-27;Гута-Банк;256;Москва и обл.;13 975 084,00;16 190 389,00;-2 215 305,00;-13,68
224;2;Денизбанк Москва;3330;Москва и обл.;13 608 746,00;13 144 591,00;464 155,00;3,53
225;-3;БайкалБанк;2632;Бурятия;13 579 083,00;13 689 456,00;-110 373,00;-0,81
226;5;Социнвестбанк;1132;Башкортостан;13 452 966,00;12 816 435,00;636 531,00;4,97
227;-10;Национальная Факторинговая Компания;3437;Москва и обл.;13 376 291,00;14 141 535,00;-765 244,00;-5,41
228;34;Эс-Би-Ай Банк;3185;Москва и обл.;13 195 032,00;10 280 629,00;2 914 403,00;28,35
229;1;Центркомбанк;2983;Москва и обл.;13 172 838,00;12 862 325,00;310 513,00;2,41
230;-1;Клиентский;2324;Москва и обл.;13 045 051,00;12 999 417,00;45 634,00;0,35
231;-6;Первомайский;518;Краснодарский край;12 945 828,00;13 203 011,00;-257 183,00;-1,95
232;-5;ВУЗ-Банк;1557;Свердловская обл.;12 711 839,00;13 138 191,00;-426 352,00;-3,25
233;-1;Банк Акцепт;567;Новосибирская обл.;12 631 743,00;12 419 158,00;212 585,00;1,71
234;8;Метробанк;2548;Москва и обл.;12 592 181,00;11 783 269,00;808 912,00;6,86
235;-12;РН Банк;170;Москва и обл.;12 577 061,00;13 498 504,00;-921 443,00;-6,83
236;-28;НК Банк;2755;Москва и обл.;12 568 349,00;15 033 448,00;-2 465 099,00;-16,40
237;-3;Росавтобанк;2767;Москва и обл.;12 416 544,00;12 322 850,00;93 694,00;0,76
238;-3;ТЭМБР-Банк;2764;Москва и обл.;12 273 097,00;12 193 654,00;79 443,00;0,65
239;-6;Росэксимбанк;2790;Москва и обл.;12 091 028,00;12 397 123,00;-306 095,00;-2,47
240;-16;Инвестиционный Республиканский Банк;2571;Москва и обл.;11 996 915,00;13 237 205,00;-1 240 290,00;-9,37
241;-5;Чайна Констракшн;3515;Москва и обл.;11 930 321,00;12 185 420,00;-255 099,00;-2,09
242;-3;Александровский;53;Санкт-Петербург и обл.;11 689 527,00;12 144 375,00;-454 848,00;-3,75
243;3;Солидарность (Москва);1555;Москва и обл.;11 641 919,00;11 145 759,00;496 160,00;4,45
244;-7;Банк ПСА Финанс Рус;3481;Москва и обл.;11 536 644,00;12 179 649,00;-643 005,00;-5,28
245;-1;Экономбанк;1319;Саратовская обл.;11 474 991,00;11 221 426,00;253 565,00;2,26
246;3;Гарант-Инвест;2576;Москва и обл.;11 335 962,00;11 086 406,00;249 556,00;2,25
247;-7;Русский Ипотечный Банк;1968;Москва и обл.;11 266 676,00;12 042 865,00;-776 189,00;-6,45
248;-10;Руснарбанк;3403;Москва и обл.;11 245 363,00;12 176 332,00;-930 969,00;-7,65
249;14;Стратегия;2801;Москва и обл.;11 164 188,00;10 241 474,00;922 714,00;9,01
250;8;Банк24.ру;2227;Москва и обл.;11 156 618,00;10 587 547,00;569 071,00;5,37
251;5;Кредит-Москва;5;Москва и обл.;11 082 304,00;10 705 243,00;377 061,00;3,52
252;-9;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;11 000 849,00;11 223 548,00;-222 699,00;-1,98
253;-6;СИАБ;3245;Санкт-Петербург и обл.;10 989 159,00;11 116 342,00;-127 183,00;-1,14
254;-1;ЕвроситиБанк;1869;Москва и обл.;10 955 966,00;10 728 255,00;227 711,00;2,12
255;-7;Экопромбанк;2011;Пермская обл.;10 913 227,00;11 102 644,00;-189 417,00;-1,71
256;-5;Унифин;2654;Москва и обл.;10 880 087,00;10 954 711,00;-74 624,00;-0,68
257;0;Екатеринбург;3161;Свердловская обл.;10 833 348,00;10 607 199,00;226 149,00;2,13
258;-3;Дил-Банк;3384;Москва и обл.;10 807 378,00;10 717 033,00;90 345,00;0,84
259;-7;Хованский;2145;Москва и обл.;10 781 421,00;10 930 484,00;-149 063,00;-1,36
260;1;Солид Банк;1329;Камчатская обл.;10 733 898,00;10 307 112,00;426 786,00;4,14
