Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2010, тыс. рублей;Сентябрь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;5;Социнвестбанк;1132;Башкортостан;6 763 857,00;6 427 847,00;336 010,00;5,23
262;7;Денизбанк Москва;3330;Москва и обл.;6 657 135,00;6 351 982,00;305 153,00;4,80
263;-17;СтарБанк;548;Тюменская обл.;6 625 618,00;7 379 396,00;-753 778,00;-10,21
264;4;Темпбанк;55;Москва и обл.;6 440 892,00;6 373 189,00;67 703,00;1,06
265;-4;Финпромбанк (ФПБ Банк);2157;Москва и обл.;6 428 040,00;6 647 021,00;-218 981,00;-3,29
266;6;Национальный Банк Развития Бизнеса;2795;Москва и обл.;6 384 573,00;6 222 383,00;162 190,00;2,61
267;9;Европейский;1616;Калининградская обл.;6 353 055,00;6 046 005,00;307 050,00;5,08
268;10;Руснарбанк;3403;Москва и обл.;6 324 173,00;6 044 572,00;279 601,00;4,63
269;-5;МАСТ-Банк;3267;Москва и обл.;6 308 022,00;6 570 525,00;-262 503,00;-4,00
270;11;АФ Банк;991;Башкортостан;6 302 012,00;5 923 900,00;378 112,00;6,38
271;3;Огни Москвы;2328;Москва и обл.;6 231 545,00;6 155 049,00;76 496,00;1,24
272;7;Квантмобайл Банк;1189;Омская обл.;6 201 724,00;5 985 751,00;215 973,00;3,61
273;-3;Бинбанк Мурманск;1276;Мурманская обл.;6 192 889,00;6 317 830,00;-124 941,00;-1,98
274;3;Русь;704;Оренбургская обл.;6 183 979,00;6 045 245,00;138 734,00;2,29
275;7;СЭБ Банк;3235;Санкт-Петербург и обл.;6 159 728,00;5 814 668,00;345 060,00;5,93
276;26;Банк Инноваций и Развития;2647;Москва и обл.;6 151 223,00;5 335 012,00;816 211,00;15,30
277;-2;Банк Акцепт;567;Новосибирская обл.;6 121 931,00;6 062 206,00;59 725,00;0,99
278;15;БКС Банк;101;Новосибирская обл.;5 976 430,00;5 532 135,00;444 295,00;8,03
279;9;БайкалБанк;2632;Бурятия;5 870 707,00;5 644 192,00;226 515,00;4,01
280;5;Югра;880;Тюменская обл.;5 845 599,00;5 791 270,00;54 329,00;0,94
281;3;КС Банк;1752;Мордовия;5 844 740,00;5 797 087,00;47 653,00;0,82
282;15;Волга-Кредит;1153;Самарская обл.;5 805 268,00;5 410 182,00;395 086,00;7,30
283;-10;Русский Земельный Банк;2810;Москва и обл.;5 780 306,00;6 180 489,00;-400 183,00;-6,47
284;8;ПВ-Банк;634;Ульяновская обл.;5 779 227,00;5 536 398,00;242 829,00;4,39
285;4;Альба Альянс;2593;Москва и обл.;5 701 137,00;5 602 467,00;98 670,00;1,76
286;0;Кредит-Москва;5;Москва и обл.;5 700 677,00;5 679 568,00;21 109,00;0,37
287;11;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 672 113,00;5 405 715,00;266 398,00;4,93
288;2;Новый Московский Банк;2932;Москва и обл.;5 655 259,00;5 592 964,00;62 295,00;1,11
289;-9;Кузнецкий Мост;2254;Москва и обл.;5 648 146,00;5 964 934,00;-316 788,00;-5,31
290;-3;Кузнецкбизнесбанк;1158;Кемеровская обл.;5 622 734,00;5 647 766,00;-25 032,00;-0,44
291;0;Томскпромстройбанк;1720;Томская обл.;5 597 797,00;5 562 302,00;35 495,00;0,64
292;2;Русич Центр Банк;2793;Москва и обл.;5 578 593,00;5 530 219,00;48 374,00;0,87
293;11;Адмиралтейский;3054;Москва и обл.;5 551 653,00;5 317 257,00;234 396,00;4,41
294;-11;Банк Раунд;2506;Москва и обл.;5 514 215,00;5 810 089,00;-295 874,00;-5,09
295;60;Славия;2664;Москва и обл.;5 496 009,00;3 826 869,00;1 669 140,00;43,62
296;4;Рублев;3098;Москва и обл.;5 462 120,00;5 355 671,00;106 449,00;1,99
297;-1;Метробанк;2548;Москва и обл.;5 456 206,00;5 412 267,00;43 939,00;0,81
298;16;СИАБ;3245;Санкт-Петербург и обл.;5 446 415,00;4 895 043,00;551 372,00;11,26
299;2;Хованский;2145;Москва и обл.;5 444 118,00;5 349 357,00;94 761,00;1,77
300;-5;Славянский Кредит;2960;Москва и обл.;5 441 819,00;5 528 825,00;-87 006,00;-1,57
301;5;ПИР Банк;2655;Москва и обл.;5 425 022,00;5 247 159,00;177 863,00;3,39
302;1;Пушкино;391;Москва и обл.;5 409 377,00;5 328 734,00;80 643,00;1,51
303;18;АктивКапитал Банк;3006;Самарская обл.;5 386 068,00;4 702 031,00;684 037,00;14,55
304;81;Ури Банк;3479;Москва и обл.;5 368 804,00;3 290 828,00;2 077 976,00;63,14
305;4;Уралфинпромбанк;3119;Свердловская обл.;5 358 348,00;5 074 207,00;284 141,00;5,60
306;-1;Датабанк;646;Удмуртия;5 326 299,00;5 275 433,00;50 866,00;0,96
307;3;Замоскворецкий;1640;Москва и обл.;5 217 842,00;5 022 318,00;195 524,00;3,89
308;5;Белгородсоцбанк;760;Белгородская обл.;5 148 080,00;4 921 429,00;226 651,00;4,61
309;-10;Сибирьгазбанк;3042;Тюменская обл.;5 125 615,00;5 393 817,00;-268 202,00;-4,97
310;9;РусЮгбанк;2093;Волгоградская обл.;5 125 513,00;4 856 978,00;268 535,00;5,53
311;-4;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 111 816,00;5 241 350,00;-129 534,00;-2,47
312;8;Традо-Банк;1065;Москва и обл.;5 065 769,00;4 770 585,00;295 184,00;6,19
313;4;Данске Банк;3307;Санкт-Петербург и обл.;5 000 990,00;4 880 334,00;120 656,00;2,47
314;-2;Региональный Банк Развития;2782;Башкортостан;4 994 374,00;4 951 077,00;43 297,00;0,87
315;1;Потенциал;1019;Самарская обл.;4 965 696,00;4 889 311,00;76 385,00;1,56
316;12;Платина;2347;Москва и обл.;4 951 525,00;4 403 893,00;547 632,00;12,44
317;-6;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;4 864 168,00;4 952 969,00;-88 801,00;-1,79
318;0;Первый Экспресс;3237;Тульская обл.;4 840 495,00;4 858 329,00;-17 834,00;-0,37
319;6;Ишбанк;2867;Москва и обл.;4 822 112,00;4 503 201,00;318 911,00;7,08
320;51;Ю Би Эс Банк;3463;Москва и обл.;4 797 211,00;3 496 004,00;1 301 207,00;37,22
321;-6;Бинбанк Тверь;777;Тверская обл.;4 793 779,00;4 894 294,00;-100 515,00;-2,05
322;2;ОПМ-Банк;2734;Москва и обл.;4 779 935,00;4 541 558,00;238 377,00;5,25
323;-1;Унифин;2654;Москва и обл.;4 755 234,00;4 653 771,00;101 463,00;2,18
324;2;Рускобанк;138;Санкт-Петербург и обл.;4 687 339,00;4 449 877,00;237 462,00;5,34
325;101;Русский Ипотечный Банк;1968;Москва и обл.;4 594 654,00;2 909 308,00;1 685 346,00;57,93
326;7;Финам Банк;2799;Москва и обл.;4 562 629,00;4 313 810,00;248 819,00;5,77
327;8;Евромет;2902;Москва и обл.;4 504 206,00;4 202 998,00;301 208,00;7,17
328;1;Северный Народный Банк;2721;Коми;4 431 147,00;4 361 657,00;69 490,00;1,59
329;-6;Бинбанк Столица;3052;Москва и обл.;4 394 027,00;4 582 340,00;-188 313,00;-4,11
330;4;ФДБ;3071;Москва и обл.;4 377 172,00;4 208 044,00;169 128,00;4,02
331;8;Вега-Банк;3270;Москва и обл.;4 357 310,00;4 150 280,00;207 030,00;4,99
332;0;Межпромбанк Плюс;3282;Москва и обл.;4 337 523,00;4 335 496,00;2 027,00;0,05
333;60;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;4 336 544,00;3 187 455,00;1 149 089,00;36,05
334;4;Сибсоцбанк;2015;Алтайский край;4 286 009,00;4 196 158,00;89 851,00;2,14
335;6;Тусар;2712;Москва и обл.;4 282 598,00;4 062 135,00;220 463,00;5,43
336;-6;Трансстройбанк;2807;Москва и обл.;4 276 001,00;4 358 125,00;-82 124,00;-1,88
337;-6;Банк Казани;708;Татарстан;4 256 206,00;4 341 919,00;-85 713,00;-1,97
338;7;Юг-Инвестбанк;2772;Краснодарский край;4 229 885,00;4 008 983,00;220 902,00;5,51
339;8;Банк Торгового Финансирования;1982;Москва и обл.;4 171 316,00;3 973 758,00;197 558,00;4,97
340;21;Аверс;415;Татарстан;4 169 089,00;3 774 141,00;394 948,00;10,46
341;-5;НИКО-Банк;702;Оренбургская обл.;4 134 997,00;4 201 873,00;-66 876,00;-1,59
342;-2;Бланк Банк;2368;Москва и обл.;4 107 959,00;4 121 701,00;-13 742,00;-0,33
343;14;Экспресс;3084;Дагестан;4 099 658,00;3 807 640,00;292 018,00;7,67
344;-2;Международный Инвестиционный Банк;2742;Москва и обл.;4 045 143,00;4 033 481,00;11 662,00;0,29
345;3;Банк на Красных Воротах;2472;Москва и обл.;4 044 386,00;3 916 977,00;127 409,00;3,25
346;-2;Башинвестбанк;2189;Башкортостан;4 037 820,00;4 011 458,00;26 362,00;0,66
347;5;Енисейский Объединенный Банк;2645;Красноярский край;4 012 979,00;3 843 575,00;169 404,00;4,41
348;3;Автоградбанк;1455;Татарстан;3 996 710,00;3 850 453,00;146 257,00;3,80
349;13;Хлебобанк;1812;Москва и обл.;3 996 506,00;3 766 099,00;230 407,00;6,12
350;4;Росавтобанк;2767;Москва и обл.;3 993 305,00;3 834 370,00;158 935,00;4,15
351;8;Сибнефтебанк;385;Тюменская обл.;3 928 431,00;3 802 564,00;125 867,00;3,31
352;1;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;3 899 432,00;3 840 368,00;59 064,00;1,54
353;16;Банк ПСА Финанс Рус;3481;Москва и обл.;3 892 757,00;3 524 380,00;368 377,00;10,45
354;-17;Автоторгбанк;2776;Москва и обл.;3 887 929,00;4 196 760,00;-308 831,00;-7,36
355;-6;Актив Банк;2529;Мордовия;3 887 451,00;3 907 276,00;-19 825,00;-0,51
356;7;Мир Бизнес Банк;3396;Москва и обл.;3 879 827,00;3 730 986,00;148 841,00;3,99
357;-7;Сиббизнесбанк;2539;Тюменская обл.;3 847 888,00;3 903 021,00;-55 133,00;-1,41
358;2;Монолит;1967;Москва и обл.;3 834 073,00;3 797 958,00;36 115,00;0,95
359;-32;Городской Ипотечный Банк;1627;Москва и обл.;3 830 006,00;4 431 199,00;-601 193,00;-13,57
360;-2;Уралкапиталбанк;2519;Башкортостан;3 812 478,00;3 807 046,00;5 432,00;0,14
361;-18;Международный Коммерческий Банк;2524;Москва и обл.;3 706 368,00;4 023 526,00;-317 158,00;-7,88
362;20;Руссобанк;2313;Москва и обл.;3 704 059,00;3 321 360,00;382 699,00;11,52
363;15;Московский Нефтехимический Банк;1411;Москва и обл.;3 690 797,00;3 360 930,00;329 867,00;9,81
364;9;Евроальянс;1781;Ивановская обл.;3 666 814,00;3 488 713,00;178 101,00;5,11
365;10;Стратегия;2801;Москва и обл.;3 655 947,00;3 431 611,00;224 336,00;6,54
366;4;Белгородпромстройбанк;1816;Белгородская обл.;3 637 147,00;3 496 908,00;140 239,00;4,01
367;-2;Международный Банк Развития;2704;Москва и обл.;3 620 253,00;3 681 844,00;-61 591,00;-1,67
368;-1;Чувашкредитпромбанк;1280;Чувашия;3 603 201,00;3 545 305,00;57 896,00;1,63
369;5;Национальный Залоговый Банк;2944;Москва и обл.;3 582 981,00;3 459 813,00;123 168,00;3,56
370;57;Банк Заречье;817;Татарстан;3 578 040,00;2 868 272,00;709 768,00;24,75
371;1;Генбанк;2490;Москва и обл.;3 569 697,00;3 489 562,00;80 135,00;2,30
372;-4;Витас Банк;1955;Москва и обл.;3 535 721,00;3 527 216,00;8 505,00;0,24
373;-17;Экспресс-Кредит;210;Москва и обл.;3 534 810,00;3 821 120,00;-286 310,00;-7,49
374;2;Банк Кремлевский;2905;Москва и обл.;3 534 298,00;3 394 806,00;139 492,00;4,11
375;-9;Зернобанк;2337;Алтайский край;3 521 375,00;3 645 412,00;-124 037,00;-3,40
376;12;Софрино;2972;Москва и обл.;3 504 657,00;3 263 757,00;240 900,00;7,38
377;73;Голдман Сакс Банк;3490;Москва и обл.;3 465 429,00;2 613 469,00;851 960,00;32,60
378;11;Империя;2535;Москва и обл.;3 448 515,00;3 238 995,00;209 520,00;6,47
379;-2;ВостСибтранскомбанк;2731;Иркутская обл.;3 434 265,00;3 362 912,00;71 353,00;2,12
380;21;РАМ Банк;3480;Москва и обл.;3 368 710,00;3 132 219,00;236 491,00;7,55
381;9;Бинбанк Смоленск;1957;Смоленская обл.;3 361 051,00;3 234 139,00;126 912,00;3,92
382;5;Дагэнергобанк;3286;Дагестан;3 360 622,00;3 282 282,00;78 340,00;2,39
383;0;Преодоление;2649;Москва и обл.;3 358 171,00;3 304 602,00;53 569,00;1,62
384;16;Платежный Центр;3166;Новосибирская обл.;3 333 025,00;3 141 403,00;191 622,00;6,10
385;36;Лайтбанк;3177;Москва и обл.;3 328 292,00;2 952 860,00;375 432,00;12,71
386;6;Риабанк;3434;Москва и обл.;3 319 915,00;3 212 951,00;106 964,00;3,33
387;115;Банк Город;2644;Коми;3 306 400,00;2 098 287,00;1 208 113,00;57,58
388;22;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 303 197,00;3 038 405,00;264 792,00;8,71
389;16;Холдинг-Кредит;3030;Москва и обл.;3 297 196,00;3 103 861,00;193 335,00;6,23
390;1;Ассоциация;732;Нижегородская обл.;3 285 397,00;3 233 675,00;51 722,00;1,60
391;12;Волжский Социальный Банк;2428;Самарская обл.;3 283 979,00;3 124 169,00;159 810,00;5,12
392;53;Приоритет;3135;Самарская обл.;3 258 960,00;2 682 514,00;576 446,00;21,49
393;2;Горбанк;2982;Санкт-Петербург и обл.;3 255 154,00;3 178 813,00;76 341,00;2,40
394;5;Проминвестбанк;2433;Москва и обл.;3 233 350,00;3 157 333,00;76 017,00;2,41
395;16;;;;3 211 110,00;3 022 462,00;188 648,00;6,24
396;-12;Дил-Банк;3384;Москва и обл.;3 193 844,00;3 293 787,00;-99 943,00;-3,03
397;5;Роял Кредит Банк;783;Хабаровский край;3 187 179,00;3 129 175,00;58 004,00;1,85
398;30;Миллениум Банк;3423;Москва и обл.;3 159 827,00;2 849 126,00;310 701,00;10,91
399;-5;Донинвест;1617;Ростовская обл.;3 150 417,00;3 179 393,00;-28 976,00;-0,91
400;6;Хакасский Муниципальный Банк;1049;Хакасия;3 144 024,00;3 084 790,00;59 234,00;1,92
401;19;Промтрансбанк;2638;Башкортостан;3 122 645,00;2 954 877,00;167 768,00;5,68
402;-22;Солид Банк;1329;Камчатская обл.;3 121 234,00;3 326 971,00;-205 737,00;-6,18
403;-22;АйСиБиСи Банк;3475;Москва и обл.;3 118 376,00;3 325 572,00;-207 196,00;-6,23
404;-7;Межрегиональный промышленно-строительный банк;752;Мордовия;3 117 194,00;3 176 491,00;-59 297,00;-1,87
405;4;Камский Коммерческий Банк;438;Татарстан;3 115 250,00;3 054 897,00;60 353,00;1,98
406;33;Банк Развития Региона;3315;Северная Осетия — Алания;3 106 750,00;2 743 238,00;363 512,00;13,25
407;7;Профессионал Банк;3296;Москва и обл.;3 088 717,00;2 998 064,00;90 653,00;3,02
408;30;Рост;2589;Москва и обл.;3 063 634,00;2 746 374,00;317 260,00;11,55
409;-2;ЕвроАксис Банк;3273;Москва и обл.;3 061 558,00;3 076 639,00;-15 081,00;-0,49
410;-14;Банкхаус Эрбе;1717;Москва и обл.;3 060 257,00;3 177 220,00;-116 963,00;-3,68
411;-7;Анкор Банк;889;Татарстан;3 059 355,00;3 114 670,00;-55 315,00;-1,78
412;-26;Кранбанк;2271;Ивановская обл.;3 054 351,00;3 283 075,00;-228 724,00;-6,97
413;10;Баренцбанк;2188;Мурманская обл.;3 049 355,00;2 942 149,00;107 206,00;3,64
414;2;Вокбанк;312;Нижегородская обл.;3 048 634,00;2 990 029,00;58 605,00;1,96
415;2;Реалист Банк;1067;Иркутская обл.;3 047 053,00;2 975 441,00;71 612,00;2,41
416;9;Промрегионбанк;2123;Томская обл.;3 038 023,00;2 927 159,00;110 864,00;3,79
417;-9;Нижневолжский Коммерческий Банк;931;Саратовская обл.;3 034 950,00;3 062 040,00;-27 090,00;-0,88
418;-3;Новобанк;1352;Новгородская обл.;3 031 276,00;2 994 637,00;36 639,00;1,22
419;-40;Лесбанк;1598;Москва и обл.;3 029 627,00;3 332 822,00;-303 195,00;-9,10
420;16;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 993 392,00;2 801 964,00;191 428,00;6,83
421;19;Интерактивный Банк;3378;Москва и обл.;2 985 514,00;2 715 389,00;270 125,00;9,95
422;2;Азия-Инвест Банк;3303;Москва и обл.;2 984 928,00;2 928 319,00;56 609,00;1,93
423;-10;ИТ Банк;2609;Омская обл.;2 984 659,00;3 005 383,00;-20 724,00;-0,69
424;-5;Уралпромбанк;2964;Челябинская обл.;2 972 237,00;2 956 174,00;16 063,00;0,54
425;10;Стромкомбанк;404;Красноярский край;2 962 792,00;2 811 226,00;151 566,00;5,39
426;37;Западный;2598;Москва и обл.;2 961 665,00;2 472 563,00;489 102,00;19,78
427;-15;Финансовый Стандарт;1053;Москва и обл.;2 939 649,00;3 007 256,00;-67 607,00;-2,25
428;6;Экси-Банк;2530;Санкт-Петербург и обл.;2 933 400,00;2 815 023,00;118 377,00;4,21
429;-31;Крокус-Банк;2682;Москва и обл.;2 930 380,00;3 157 949,00;-227 569,00;-7,21
430;-1;Ермак;1809;Тюменская обл.;2 920 722,00;2 845 489,00;75 233,00;2,64
431;30;Агросоюз;1459;Оренбургская обл.;2 891 406,00;2 485 433,00;405 973,00;16,33
432;-1;Первый Инвестиционный Банк;604;Москва и обл.;2 871 703,00;2 826 410,00;45 293,00;1,60
433;11;Киви Банк;2241;Москва и обл.;2 816 333,00;2 696 473,00;119 860,00;4,45
434;-2;Профит Банк;3234;Москва и обл.;2 814 233,00;2 820 794,00;-6 561,00;-0,23
435;16;Тюменьагропромбанк;917;Тюменская обл.;2 809 358,00;2 601 580,00;207 778,00;7,99
436;48;Транспортный;3174;Москва и обл.;2 800 454,00;2 270 920,00;529 534,00;23,32
437;-4;Капитал;575;Москва и обл.;2 762 430,00;2 819 982,00;-57 552,00;-2,04
438;-16;Ипотека-Инвест;3070;Татарстан;2 751 777,00;2 949 899,00;-198 122,00;-6,72
439;15;Национальный Республиканский Банк;3359;Москва и обл.;2 751 511,00;2 585 709,00;165 802,00;6,41
440;-22;Экономикс-Банк;2136;Москва и обл.;2 742 309,00;2 968 577,00;-226 268,00;-7,62
441;6;Долинск;857;Сахалинская обл.;2 740 956,00;2 645 467,00;95 489,00;3,61
442;114;Новокиб;1747;Кемеровская обл.;2 738 787,00;1 667 491,00;1 071 296,00;64,25
443;49;Объединенный Банк Развития;3345;Москва и обл.;2 726 797,00;2 174 686,00;552 111,00;25,39
444;2;Московский Коммерческий Банк;3172;Москва и обл.;2 723 830,00;2 676 809,00;47 021,00;1,76
445;-2;Донкомбанк;492;Ростовская обл.;2 720 777,00;2 699 358,00;21 419,00;0,79
446;35;Инкаробанк;2696;Москва и обл.;2 692 607,00;2 292 757,00;399 850,00;17,44
447;6;Нефтепромбанк;2156;Москва и обл.;2 680 625,00;2 588 021,00;92 604,00;3,58
448;-6;Камчаткомагропромбанк;545;Камчатская обл.;2 677 791,00;2 708 559,00;-30 768,00;-1,14
449;3;Ураллига;1626;Челябинская обл.;2 670 902,00;2 592 925,00;77 977,00;3,01
450;-9;ВЕБРР;3418;Москва и обл.;2 660 299,00;2 710 416,00;-50 117,00;-1,85
451;20;Траст Капитал Банк;2741;Москва и обл.;2 655 648,00;2 389 102,00;266 546,00;11,16
452;3;Востоккредитбанк;922;Амурская обл.;2 651 840,00;2 577 015,00;74 825,00;2,90
453;-16;РНКБ;1354;Москва и обл.;2 629 256,00;2 758 649,00;-129 393,00;-4,69
454;6;Оргбанк;3312;Москва и обл.;2 599 490,00;2 488 884,00;110 606,00;4,44
455;-25;Банк Развития Технологий;3441;Москва и обл.;2 592 500,00;2 839 934,00;-247 434,00;-8,71
456;10;ОФК Банк;2270;Москва и обл.;2 580 739,00;2 450 040,00;130 699,00;5,33
457;12;Промэнергобанк;2728;Вологодская обл.;2 561 527,00;2 422 439,00;139 088,00;5,74
458;16;ПК-Банк;2652;Нижегородская обл.;2 544 194,00;2 346 585,00;197 609,00;8,42
459;-2;Аскольд;2480;Смоленская обл.;2 540 384,00;2 532 638,00;7 746,00;0,31
460;15;Совинком;2302;Москва и обл.;2 534 181,00;2 342 495,00;191 686,00;8,18
461;6;Бинбанк Сургут;1701;Тюменская обл.;2 531 810,00;2 441 251,00;90 559,00;3,71
462;0;НОКССбанк;3202;Волгоградская обл.;2 483 569,00;2 476 708,00;6 861,00;0,28
463;2;Банк БКФ;2684;Москва и обл.;2 475 738,00;2 464 333,00;11 405,00;0,46
464;-6;Стройлесбанк;2995;Тюменская обл.;2 466 161,00;2 520 856,00;-54 695,00;-2,17
465;13;Джей энд Ти Банк;3061;Москва и обл.;2 451 384,00;2 316 154,00;135 230,00;5,84
466;7;Вкабанк;1027;Астраханская обл.;2 447 560,00;2 348 123,00;99 437,00;4,23
467;37;Интеркредит;3047;Москва и обл.;2 439 847,00;2 076 111,00;363 736,00;17,52
468;12;Банк БФТ;2273;Москва и обл.;2 430 662,00;2 301 368,00;129 294,00;5,62
469;-1;Аспект;608;Москва и обл.;2 418 574,00;2 429 992,00;-11 418,00;-0,47
470;55;Нацпромбанк;2360;Москва и обл.;2 411 802,00;1 855 679,00;556 123,00;29,97
471;8;Транснациональный Банк;2108;Москва и обл.;2 408 666,00;2 307 904,00;100 762,00;4,37
472;19;Зенит Сочи;232;Краснодарский край;2 407 456,00;2 176 512,00;230 944,00;10,61
473;4;Тагилбанк;1635;Свердловская обл.;2 405 455,00;2 326 303,00;79 152,00;3,40
474;34;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;2 385 614,00;2 019 125,00;366 489,00;18,15
475;-19;Ноябрьскнефтекомбанк;2274;Тюменская обл.;2 370 964,00;2 548 643,00;-177 679,00;-6,97
476;-6;Алтайкапиталбанк;2659;Алтайский край;2 362 079,00;2 410 430,00;-48 351,00;-2,01
477;-13;Союзный;3236;Москва и обл.;2 361 397,00;2 469 373,00;-107 976,00;-4,37
478;-114;Смартбанк;3408;Москва и обл.;2 360 213,00;3 723 210,00;-1 362 997,00;-36,61
479;-31;РБА;3413;Ярославская обл.;2 356 921,00;2 624 034,00;-267 113,00;-10,18
480;-4;Орловский Социальный Банк;2921;Орловская обл.;2 326 397,00;2 334 804,00;-8 407,00;-0,36
481;5;Эксперт Банк;2949;Омская обл.;2 321 666,00;2 256 859,00;64 807,00;2,87
482;0;Тульский Промышленник;2382;Тульская обл.;2 318 290,00;2 276 467,00;41 823,00;1,84
483;5;ЕвроситиБанк;1869;Ставропольский край;2 299 034,00;2 223 598,00;75 436,00;3,39
484;3;Земский Банк;2900;Самарская обл.;2 275 216,00;2 236 371,00;38 845,00;1,74
485;15;Уралприватбанк;153;Свердловская обл.;2 264 448,00;2 117 327,00;147 121,00;6,95
486;-37;Инкредбанк;3405;Москва и обл.;2 263 327,00;2 621 092,00;-357 765,00;-13,65
487;-2;Универсальный Кредит;2903;Москва и обл.;2 241 722,00;2 263 572,00;-21 850,00;-0,97
488;165;Мультибанк;2235;Москва и обл.;2 240 361,00;1 117 243,00;1 123 118,00;100,53
489;12;Коммерческий Индо Банк;3446;Москва и обл.;2 202 188,00;2 102 138,00;100 050,00;4,76
490;0;РН Банк;170;Омская обл.;2 194 975,00;2 179 465,00;15 510,00;0,71
491;-8;Мастер-Капитал;3011;Москва и обл.;2 189 698,00;2 275 867,00;-86 169,00;-3,79
492;4;Социум-Банк;2881;Москва и обл.;2 186 107,00;2 147 143,00;38 964,00;1,81
493;-21;Живаго Банк;2065;Рязанская обл.;2 167 093,00;2 358 725,00;-191 632,00;-8,12
494;5;Енисей;474;Красноярский край;2 165 536,00;2 137 918,00;27 618,00;1,29
495;-6;Океан Банк;1697;Москва и обл.;2 164 468,00;2 191 668,00;-27 200,00;-1,24
496;10;Век;2299;Москва и обл.;2 133 527,00;2 065 348,00;68 179,00;3,30
497;8;Уссури;596;Хабаровский край;2 109 339,00;2 071 213,00;38 126,00;1,84
498;-4;Гагаринский;606;Москва и обл.;2 091 425,00;2 153 917,00;-62 492,00;-2,90
499;-6;Мосводоканалбанк;2863;Москва и обл.;2 078 063,00;2 172 456,00;-94 393,00;-4,34
500;3;Росбизнесбанк;1405;Москва и обл.;2 072 584,00;2 092 988,00;-20 404,00;-0,97
501;6;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 070 925,00;2 042 356,00;28 569,00;1,40
502;21;Итуруп;2390;Сахалинская обл.;2 070 875,00;1 868 778,00;202 097,00;10,81
503;6;Нэклис-Банк;1671;Москва и обл.;2 063 531,00;2 005 637,00;57 894,00;2,89
504;-45;Новопокровский;467;Краснодарский край;2 051 722,00;2 515 949,00;-464 227,00;-18,45
505;19;Тендер-Банк;2252;Москва и обл.;2 048 530,00;1 863 715,00;184 815,00;9,92
506;5;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 047 783,00;1 998 214,00;49 569,00;2,48
507;14;Витабанк;356;Санкт-Петербург и обл.;2 041 051,00;1 870 347,00;170 704,00;9,13
508;-11;Бест Эффортс Банк;435;Москва и обл.;2 023 265,00;2 144 556,00;-121 291,00;-5,66
509;-14;ИК Банк;1732;Татарстан;2 018 035,00;2 152 537,00;-134 502,00;-6,25
510;3;Кузнецкий;609;Пензенская обл.;2 017 706,00;1 976 959,00;40 747,00;2,06
511;46;Союзпромбанк;2965;Москва и обл.;2 002 722,00;1 638 869,00;363 853,00;22,20
512;5;Вологжанин;1896;Вологодская обл.;1 993 426,00;1 919 463,00;73 963,00;3,85
513;3;Региональный Кредитный Банк;1608;Калининградская обл.;1 987 825,00;1 922 535,00;65 290,00;3,40
514;0;Система;2846;Москва и обл.;1 972 295,00;1 947 930,00;24 365,00;1,25
515;-5;Норвик Банк;1407;Москва и обл.;1 966 162,00;2 003 765,00;-37 603,00;-1,88
516;17;Газстройбанк;2919;Москва и обл.;1 964 466,00;1 780 310,00;184 156,00;10,34
517;-19;ИРС;272;Москва и обл.;1 962 852,00;2 137 965,00;-175 113,00;-8,19
518;36;Крыловский;456;Краснодарский край;1 958 882,00;1 684 667,00;274 215,00;16,28
519;10;Кроссинвестбанк;2849;Москва и обл.;1 957 181,00;1 817 199,00;139 982,00;7,70
520;-5;Аксонбанк;680;Костромская обл.;1 940 082,00;1 940 848,00;-766,00;-0,04
521;26;Клиентский;2324;Москва и обл.;1 935 518,00;1 704 116,00;231 402,00;13,58
522;0;Мой Банк. Ипотека;2436;Башкортостан;1 914 093,00;1 869 295,00;44 798,00;2,40
523;3;Бум-Банк;1137;Кабардино-Балкария;1 908 291,00;1 836 445,00;71 846,00;3,91
524;-6;Стелла-Банк;2948;Ростовская обл.;1 891 781,00;1 901 184,00;-9 403,00;-0,49
525;-6;Республиканский Банк;3277;Москва и обл.;1 883 770,00;1 898 372,00;-14 602,00;-0,77
526;1;Синко-Банк;2838;Москва и обл.;1 881 274,00;1 833 155,00;48 119,00;2,62
527;7;Россита-Банк;3257;Москва и обл.;1 879 049,00;1 778 721,00;100 328,00;5,64
528;3;Компания Розничного Кредитования;3385;Москва и обл.;1 841 905,00;1 805 599,00;36 306,00;2,01
529;30;Финтрастбанк;3104;Москва и обл.;1 840 133,00;1 633 176,00;206 957,00;12,67
530;45;Резерв;2364;Челябинская обл.;1 832 558,00;1 514 874,00;317 684,00;20,97
531;11;Милбанк;3256;Москва и обл.;1 827 709,00;1 719 618,00;108 091,00;6,29
