Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2016, тыс. рублей;Февраль, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
527;8;Сельмашбанк;106;Ростовская обл.;1 690 155,00;1 683 254,00;6 901,00;0,41
528;13;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 675 739,00;1 627 687,00;48 052,00;2,95
529;1;Мострансбанк;2258;Москва и обл.;1 673 478,00;1 751 994,00;-78 516,00;-4,48
530;22;Сервис Резерв;2034;Москва и обл.;1 650 424,00;1 505 775,00;144 649,00;9,61
531;-15;Булгар Банк;1917;Ярославская обл.;1 649 952,00;1 991 977,00;-342 025,00;-17,17
532;-4;Приобье;537;Ханты-Мансийский АО — Югра;1 646 998,00;1 757 482,00;-110 484,00;-6,29
533;-2;Социум-Банк;2881;Москва и обл.;1 634 292,00;1 724 071,00;-89 779,00;-5,21
534;6;Тагилбанк;1635;Свердловская обл.;1 619 105,00;1 628 355,00;-9 250,00;-0,57
535;12;Спутник;1071;Оренбургская обл.;1 615 142,00;1 567 892,00;47 250,00;3,01
536;3;ИК Банк;1732;Татарстан;1 611 138,00;1 634 912,00;-23 774,00;-1,45
537;6;Финансовый Капитал;3288;Санкт-Петербург и обл.;1 587 910,00;1 580 989,00;6 921,00;0,44
538;7;Великие Луки Банк;598;Псковская обл.;1 570 661,00;1 576 127,00;-5 466,00;-0,35
539;19;Алтынбанк;2070;Татарстан;1 544 168,00;1 466 576,00;77 592,00;5,29
540;24;Вэлтон Банк;1105;Белгородская обл.;1 530 706,00;1 434 276,00;96 430,00;6,72
541;1;Икано Банк;3519;Центр;1 517 730,00;1 624 852,00;-107 122,00;-6,59
542;12;Кредитинвест;1197;Дагестан;1 510 481,00;1 496 994,00;13 487,00;0,90
543;-9;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;1 509 348,00;1 684 855,00;-175 507,00;-10,42
544;5;Первый Дортрансбанк;3271;Кировская обл.;1 500 404,00;1 512 482,00;-12 078,00;-0,80
545;10;Саратов;330;Саратовская обл.;1 497 050,00;1 493 059,00;3 991,00;0,27
546;10;Пульс Столицы;3002;Москва и обл.;1 488 270,00;1 478 627,00;9 643,00;0,65
547;1;Калуга;1151;Калужская обл.;1 487 301,00;1 522 973,00;-35 672,00;-2,34
548;23;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 485 881,00;1 328 395,00;157 486,00;11,86
549;17;Арзамас;1281;Нижегородская обл.;1 479 211,00;1 430 278,00;48 933,00;3,42
550;9;Инкаробанк;2696;Москва и обл.;1 467 230,00;1 460 192,00;7 038,00;0,48
551;-13;Уралфинанс;1370;Свердловская обл.;1 463 950,00;1 666 527,00;-202 577,00;-12,16
552;8;Арсенал;3000;Москва и обл.;1 449 764,00;1 459 929,00;-10 165,00;-0,70
553;14;Примтеркомбанк;21;Приморский край;1 415 162,00;1 403 694,00;11 468,00;0,82
554;11;Саммит Банк;85;Приморский край;1 406 190,00;1 430 643,00;-24 453,00;-1,71
555;-37;Динамичные Системы;3439;Москва и обл.;1 388 922,00;1 883 480,00;-494 558,00;-26,26
556;-6;Соколовский;2830;Москва и обл.;1 374 143,00;1 510 638,00;-136 495,00;-9,04
557;13;Ноосфера;2650;Республика Алтай;1 372 725,00;1 341 612,00;31 113,00;2,32
558;5;Нальчик;695;Кабардино-Балкария;1 366 809,00;1 436 669,00;-69 860,00;-4,86
559;3;ГринКомБанк;1184;Иркутская обл.;1 360 724,00;1 448 151,00;-87 427,00;-6,04
560;9;Почтобанк;1788;Пермская обл.;1 324 402,00;1 357 038,00;-32 636,00;-2,40
561;24;Жилстройбанк;2769;Москва и обл.;1 313 679,00;1 166 645,00;147 034,00;12,60
562;14;Химик;1114;Нижегородская обл.;1 304 830,00;1 266 921,00;37 909,00;2,99
563;14;Тендер-Банк;2252;Москва и обл.;1 300 887,00;1 264 773,00;36 114,00;2,86
564;-3;Агора;3231;Москва и обл.;1 298 093,00;1 454 912,00;-156 819,00;-10,78
565;-19;ПэйПал Ру;3517;Москва и обл.;1 295 826,00;1 575 489,00;-279 663,00;-17,75
566;-29;Банк МБФИ;2073;Москва и обл.;1 292 528,00;1 671 261,00;-378 733,00;-22,66
567;8;Синергия;2884;Саратовская обл.;1 282 574,00;1 268 354,00;14 220,00;1,12
568;11;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 260 588,00;1 216 711,00;43 877,00;3,61
569;4;Мурманский Расчетный Центр;3341;Мурманская обл.;1 256 343,00;1 294 617,00;-38 274,00;-2,96
570;2;Новый Промышленный Банк;930;Москва и обл.;1 244 488,00;1 310 721,00;-66 233,00;-5,05
571;9;Невастройинвест;1926;Санкт-Петербург и обл.;1 219 828,00;1 215 900,00;3 928,00;0,32
572;10;Сталь Банк;2248;Москва и обл.;1 191 648,00;1 180 395,00;11 253,00;0,95
573;31;Москва;1661;Москва и обл.;1 186 698,00;1 020 031,00;166 667,00;16,34
574;9;Финтрастбанк;3104;Москва и обл.;1 171 835,00;1 167 396,00;4 439,00;0,38
575;16;Камский Горизонт;2554;Татарстан;1 163 696,00;1 092 621,00;71 075,00;6,51
576;5;Банк РМП;2574;Москва и обл.;1 135 694,00;1 185 039,00;-49 345,00;-4,16
577;15;Курган;2568;Курганская обл.;1 133 776,00;1 090 723,00;43 053,00;3,95
578;9;Финарс Банк;2938;Москва и обл.;1 111 055,00;1 137 504,00;-26 449,00;-2,33
579;15;Республиканский Кредитный Альянс;3017;Москва и обл.;1 110 318,00;1 067 523,00;42 795,00;4,01
580;10;Регионфинансбанк;3357;Москва и обл.;1 102 146,00;1 103 016,00;-870,00;-0,08
581;22;Кузбассхимбанк;2868;Кемеровская обл.;1 099 059,00;1 022 989,00;76 070,00;7,44
582;16;Вакобанк;1291;Псковская обл.;1 086 080,00;1 032 759,00;53 321,00;5,16
583;6;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 080 610,00;1 108 013,00;-27 403,00;-2,47
584;9;Космос;2245;Москва и обл.;1 073 597,00;1 082 669,00;-9 072,00;-0,84
585;10;ЕАТП Банк;1765;Астраханская обл.;1 065 362,00;1 060 811,00;4 551,00;0,43
586;14;Яндекс Банк;3027;Москва и обл.;1 050 032,00;1 029 207,00;20 825,00;2,02
587;14;Байкалкредобанк;2990;Иркутская обл.;1 049 006,00;1 024 191,00;24 815,00;2,42
588;-10;Элекснет;3314;Москва и обл.;1 048 696,00;1 230 649,00;-181 953,00;-14,79
589;-1;Тексбанк;2756;Карачаево-Черкесия;1 033 969,00;1 119 640,00;-85 671,00;-7,65
590;20;Ресурс-Траст;3122;Москва и обл.;1 024 141,00;949 654,00;74 487,00;7,84
591;11;Дон-Тексбанк;1818;Ростовская обл.;1 023 992,00;1 023 569,00;423,00;0,04
592;13;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 019 599,00;1 014 767,00;4 832,00;0,48
593;-7;МТИ Банк;1052;Москва и обл.;1 013 291,00;1 152 834,00;-139 543,00;-12,10
594;5;Онего;2484;Карелия;1 010 377,00;1 031 384,00;-21 007,00;-2,04
595;2;Тетраполис;1586;Санкт-Петербург и обл.;1 009 117,00;1 038 820,00;-29 703,00;-2,86
596;0;Спецстройбанк;236;Москва и обл.;984 257,00;1 056 059,00;-71 802,00;-6,80
597;16;Металлург;2877;Москва и обл.;962 366,00;914 777,00;47 589,00;5,20
598;38;Анелик РУ;3443;Москва и обл.;961 354,00;700 294,00;261 060,00;37,28
599;12;Си Ди Би Банк;3339;Краснодарский край;944 803,00;948 355,00;-3 552,00;-0,37
600;12;Максима;3379;Москва и обл.;937 861,00;935 717,00;2 144,00;0,23
601;13;Русский Финансовый Альянс;2035;Москва и обл.;930 134,00;904 022,00;26 112,00;2,89
602;6;Классик Эконом Банк;3298;Северная Осетия — Алания;917 519,00;964 113,00;-46 594,00;-4,83
603;13;Центрально-Азиатский;3037;Хакасия;894 300,00;884 373,00;9 927,00;1,12
604;-20;Жилкредит;1736;Москва и обл.;882 380,00;1 167 042,00;-284 662,00;-24,39
605;1;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;879 406,00;987 255,00;-107 849,00;-10,92
606;16;Эльбин;2267;Дагестан;867 063,00;831 672,00;35 391,00;4,26
607;25;АББ;2937;Москва и обл.;838 812,00;730 014,00;108 798,00;14,90
608;7;Первоуральскбанк;965;Свердловская обл.;836 856,00;902 324,00;-65 468,00;-7,26
609;15;Прохладный;874;Кабардино-Балкария;836 530,00;796 505,00;40 025,00;5,03
610;11;Акция;927;Ивановская обл.;834 227,00;837 177,00;-2 950,00;-0,35
611;7;Новый Век;3417;Москва и обл.;822 545,00;869 936,00;-47 391,00;-5,45
612;11;Славянбанк;804;Новгородская обл.;809 147,00;799 161,00;9 986,00;1,25
613;12;Майский;1673;Кабардино-Балкария;805 016,00;790 898,00;14 118,00;1,79
614;-7;Южный Региональный Банк;3015;Ростовская обл.;804 856,00;968 492,00;-163 636,00;-16,90
615;19;Народный Земельно-Промышленный Банк;2873;Алтайский край;803 770,00;720 273,00;83 497,00;11,59
616;10;Флора-Москва;533;Москва и обл.;801 037,00;778 106,00;22 931,00;2,95
617;2;Русский Банк Сбережений;779;Ставропольский край;800 955,00;863 109,00;-62 154,00;-7,20
618;12;Межрегиональный Банк Реконструкции;2620;Москва и обл.;759 637,00;747 169,00;12 468,00;1,67
619;12;Народный Инвестиционный Банк;2876;Самарская обл.;745 718,00;743 455,00;2 263,00;0,30
620;0;Уралприватбанк;153;Свердловская обл.;719 392,00;845 379,00;-125 987,00;-14,90
621;14;АлтайБизнес-Банк;2388;Алтайский край;718 600,00;704 331,00;14 269,00;2,03
622;11;Геобанк;2027;Москва и обл.;710 167,00;724 271,00;-14 104,00;-1,95
623;18;Банк РСИ;3415;Москва и обл.;710 079,00;685 295,00;24 784,00;3,62
624;5;РусьРегионБанк;685;Москва и обл.;708 380,00;748 561,00;-40 181,00;-5,37
625;-16;Лидер;3304;Москва и обл.;703 467,00;950 301,00;-246 834,00;-25,97
626;2;Терра;3476;Москва и обл.;696 249,00;753 497,00;-57 248,00;-7,60
627;10;Объединенный Банк Республики;1016;Чувашия;695 105,00;699 168,00;-4 063,00;-0,58
628;12;АвтоКредитБанк;1973;Татарстан;694 290,00;686 802,00;7 488,00;1,09
629;10;Балаково-Банк;444;Саратовская обл.;691 093,00;692 098,00;-1 005,00;-0,15
630;-3;Вайлдберриз Банк;841;Адыгея;675 592,00;761 539,00;-85 947,00;-11,29
631;14;Холдинвестбанк;2837;Москва и обл.;669 624,00;634 358,00;35 266,00;5,56
632;10;Международный Расчетный Банк;3028;Москва и обл.;642 092,00;671 149,00;-29 057,00;-4,33
633;5;РИТЦ Банк;2677;Карелия;638 815,00;693 918,00;-55 103,00;-7,94
634;9;Народный Банк Тувы;1309;Тыва;635 381,00;648 879,00;-13 498,00;-2,08
635;15;Прокоммерцбанк;2996;Москва и обл.;627 688,00;606 941,00;20 747,00;3,42
636;8;Гефест;1046;Тверская обл.;617 954,00;644 554,00;-26 600,00;-4,13
637;11;Азия Банк;3183;Москва и обл.;605 152,00;617 429,00;-12 277,00;-1,99
638;9;Новокиб;1747;Кемеровская обл.;604 384,00;627 455,00;-23 071,00;-3,68
639;7;Телекоммерц Банк;3380;Тульская обл.;597 603,00;630 140,00;-32 537,00;-5,16
640;11;Континенталь;3184;Ставропольский край;584 079,00;584 706,00;-627,00;-0,11
641;11;СМБ-Банк;3504;Санкт-Петербург и обл.;577 074,00;578 807,00;-1 733,00;-0,30
642;-25;ФинТех;3499;Ярославская обл.;566 118,00;883 355,00;-317 237,00;-35,91
643;15;Логос;3233;Москва и обл.;552 538,00;509 704,00;42 834,00;8,40
644;15;РИБ;2749;Москва и обл.;532 055,00;504 924,00;27 131,00;5,37
645;11;Башпромбанк;1006;Башкортостан;531 843,00;534 596,00;-2 753,00;-0,51
646;9;Эко-Инвест;3116;Москва и обл.;503 566,00;538 245,00;-34 679,00;-6,44
647;13;Энтузиастбанк;3048;Москва и обл.;482 707,00;494 637,00;-11 930,00;-2,41
648;6;Стар Альянс;3433;Москва и обл.;481 639,00;555 347,00;-73 708,00;-13,27
649;4;Алжан;2491;Дагестан;461 800,00;558 468,00;-96 668,00;-17,31
650;7;Банк Берейт;3505;Санкт-Петербург и обл.;461 413,00;529 201,00;-67 788,00;-12,81
651;11;Кредо Финанс;793;Дагестан;459 960,00;458 864,00;1 096,00;0,24
652;12;Таганрогбанк;3136;Ростовская обл.;454 339,00;443 000,00;11 339,00;2,56
653;8;Интеркоопбанк;2803;Москва и обл.;452 788,00;460 063,00;-7 275,00;-1,58
654;9;Финчер;3486;Москва и обл.;442 152,00;449 568,00;-7 416,00;-1,65
655;12;МВС Банк;2407;Дагестан;442 039,00;421 042,00;20 997,00;4,99
656;9;ГРиС-Банк;1928;Ставропольский край;430 389,00;427 550,00;2 839,00;0,66
657;11;Дружба;990;Тюменская обл.;419 717,00;420 249,00;-532,00;-0,13
658;8;Рента-Банк;3095;Москва и обл.;404 699,00;421 793,00;-17 094,00;-4,05
659;11;Информпрогресс;2166;Москва и обл.;401 268,00;409 949,00;-8 681,00;-2,12
660;15;Промсвязьинвест;2761;Дагестан;389 534,00;380 717,00;8 817,00;2,32
661;11;Лэнд Кредит;1478;Москва и обл.;387 905,00;391 244,00;-3 339,00;-0,85
662;12;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;387 394,00;384 678,00;2 716,00;0,71
663;10;Рунэтбанк;2829;Москва и обл.;374 498,00;386 151,00;-11 653,00;-3,02
664;15;Монета.ру;3508;Марий Эл;369 022,00;356 551,00;12 471,00;3,50
665;4;Альтернатива;3452;Москва и обл.;369 015,00;418 255,00;-49 240,00;-11,77
666;11;НКБ;2942;Москва и обл.;364 910,00;364 777,00;133,00;0,04
667;11;Тайдон;2085;Кемеровская обл.;357 317,00;357 413,00;-96,00;-0,03
668;15;Национальный Банк Сбережений;1949;Ивановская обл.;354 205,00;346 685,00;7 520,00;2,17
669;11;Олма-Банк;3250;Москва и обл.;352 244,00;355 223,00;-2 979,00;-0,84
670;-159;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;349 223,00;2 064 907,00;-1 715 684,00;-83,09
671;11;Европейский Стандарт;3200;Москва и обл.;345 178,00;346 915,00;-1 737,00;-0,50
672;12;Банк Фридом Финанс;1143;Москва и обл.;340 261,00;340 261,00;0,00;0
673;12;Северстройбанк;3507;Вологодская обл.;333 316,00;322 436,00;10 880,00;3,37
674;14;Расчетные Решения;3524;Москва и обл.;306 032,00;290 933,00;15 099,00;5,19
675;11;Нарат;1902;Саратовская обл.;301 111,00;299 947,00;1 164,00;0,39
676;11;Русское Финансовое Общество;3427;Москва и обл.;288 142,00;296 759,00;-8 617,00;-2,90
677;13;Платежи и Расчеты;3324;Самарская обл.;281 176,00;241 051,00;40 125,00;16,65
678;-7;ИР-Кредит;1724;Москва и обл.;261 466,00;407 915,00;-146 449,00;-35,90
679;13;Сетевая Расчетная Палата;3332;Татарстан;230 057,00;222 785,00;7 272,00;3,26
680;9;Красноярский Краевой Расчетный Центр;3483;Красноярский край;227 081,00;241 198,00;-14 117,00;-5,85
681;12;Континент Финанс;149;Москва и обл.;225 181,00;219 309,00;5 872,00;2,68
682;19;Инновационный Расчетный Центр;3447;Москва и обл.;215 856,00;93 904,00;121 952,00;129,87
683;11;Майма;1037;Москва и обл.;212 117,00;215 225,00;-3 108,00;-1,44
684;7;Приполярком;507;Тюменская обл.;204 219,00;225 842,00;-21 623,00;-9,57
685;11;Электронный платежный сервис;3509;Москва и обл.;186 821,00;182 788,00;4 033,00;2,21
686;-5;Деньги.Мэйл.Ру;3511;Москва и обл.;180 944,00;348 610,00;-167 666,00;-48,10
687;10;Фидбэк;3502;Москва и обл.;161 907,00;153 786,00;8 121,00;5,28
688;7;Единая касса;3512;Москва и обл.;143 969,00;198 335,00;-54 366,00;-27,41
689;9;КредитАльянс;3472;Вологодская обл.;137 203,00;138 802,00;-1 599,00;-1,15
690;9;Вест;2605;Москва и обл.;104 738,00;105 824,00;-1 086,00;-1,03
691;-15;Моби.Деньги;3523;Москва и обл.;102 021,00;374 646,00;-272 625,00;-72,77
692;8;Умут;2435;Дагестан;91 293,00;101 512,00;-10 219,00;-10,07
693;11;Единая Расчетная Палата;384;Москва и обл.;76 681,00;74 908,00;1 773,00;2,37
694;11;Премиум;3514;Москва и обл.;72 991,00;72 991,00;0,00;0
695;8;Дальний Восток;3318;Приморский край;66 745,00;75 579,00;-8 834,00;-11,69
696;6;Транзит;2688;Дагестан;65 869,00;84 084,00;-18 215,00;-21,66
697;9;Платежный Клиринговый Дом;3343;Москва и обл.;63 737,00;55 546,00;8 191,00;14,75
698;12;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;42 003,00;8 251,00;33 752,00;409,07
699;8;21 Век;3309;Санкт-Петербург и обл.;19 349,00;25 411,00;-6 062,00;-23,86
700;9;АРБ-Инкасс;3353;Москва и обл.;18 760,00;19 023,00;-263,00;-1,38
701;7;Интеррасчет;1618;Москва и обл.;8 552,00;22 809,00;-14 257,00;-62,51
702;9;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 409,00;4 359,00;50,00;1,15
