Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2010, тыс. рублей;Февраль, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;-12;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 073 757,00;6 535 321,00;-461 564,00;-7,06
260;7;Гарант-Инвест;2576;Москва и обл.;6 057 074,00;5 926 320,00;130 754,00;2,21
261;8;Ярсоцбанк;828;Ярославская обл.;6 053 701,00;5 910 179,00;143 522,00;2,43
262;11;Интрастбанк;3144;Москва и обл.;5 981 292,00;5 791 557,00;189 735,00;3,28
263;2;Альба Альянс;2593;Москва и обл.;5 975 703,00;6 028 047,00;-52 344,00;-0,87
264;7;Потенциал;1019;Самарская обл.;5 932 418,00;5 842 231,00;90 187,00;1,54
265;1;Русь;704;Оренбургская обл.;5 870 412,00;5 953 070,00;-82 658,00;-1,39
266;22;АйМаниБанк;1975;Республика Алтай;5 862 699,00;5 288 523,00;574 176,00;10,86
267;7;Волго-Камский Банк;282;Самарская обл.;5 809 962,00;5 778 625,00;31 337,00;0,54
268;7;Национальный Банк Развития Бизнеса;2795;Москва и обл.;5 788 135,00;5 762 812,00;25 323,00;0,44
269;-10;Бинбанк Мурманск;1276;Мурманская обл.;5 781 250,00;6 163 625,00;-382 375,00;-6,20
270;0;ББР Банк;2929;Москва и обл.;5 767 470,00;5 907 513,00;-140 043,00;-2,37
271;-10;Сибирьгазбанк;3042;Тюменская обл.;5 766 456,00;6 108 903,00;-342 447,00;-5,61
272;-4;Югра;880;Тюменская обл.;5 746 893,00;5 918 353,00;-171 460,00;-2,90
273;-18;Расчетно-Кредитный Банк;103;Москва и обл.;5 740 167,00;6 340 855,00;-600 688,00;-9,47
274;4;Славянский Кредит;2960;Москва и обл.;5 693 492,00;5 578 467,00;115 025,00;2,06
275;-12;Банк Инноваций и Развития;2647;Москва и обл.;5 681 557,00;6 075 516,00;-393 959,00;-6,48
276;0;Образование;1521;Москва и обл.;5 672 923,00;5 693 870,00;-20 947,00;-0,37
277;-20;Новый Московский Банк;2932;Москва и обл.;5 641 074,00;6 224 740,00;-583 666,00;-9,38
278;3;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;5 616 918,00;5 458 991,00;157 927,00;2,89
279;-15;Кредит-Москва;5;Москва и обл.;5 555 798,00;6 065 865,00;-510 067,00;-8,41
280;3;Евразбанк;1676;Москва и обл.;5 554 720,00;5 418 734,00;135 986,00;2,51
281;-2;КС Банк;1752;Мордовия;5 526 878,00;5 533 849,00;-6 971,00;-0,13
282;4;Квантмобайл Банк;1189;Омская обл.;5 499 531,00;5 365 891,00;133 640,00;2,49
283;-3;Алеф-Банк;2119;Москва и обл.;5 493 085,00;5 529 610,00;-36 525,00;-0,66
284;-12;Вега-Банк;3270;Москва и обл.;5 477 035,00;5 831 383,00;-354 348,00;-6,08
285;-1;Банк Акцепт;567;Новосибирская обл.;5 442 908,00;5 407 415,00;35 493,00;0,66
286;-4;Европейский;1616;Калининградская обл.;5 370 137,00;5 435 021,00;-64 884,00;-1,19
287;-2;Волгопромбанк;701;Волгоградская обл.;5 369 257,00;5 397 098,00;-27 841,00;-0,52
288;-11;Хованский;2145;Москва и обл.;5 361 421,00;5 618 616,00;-257 195,00;-4,58
289;-2;БКС Банк;101;Новосибирская обл.;5 357 214,00;5 340 943,00;16 271,00;0,30
290;-1;БМВ Банк;3482;Москва и обл.;5 235 594,00;5 265 525,00;-29 931,00;-0,57
291;57;Руссобанк;2313;Москва и обл.;5 209 453,00;3 661 195,00;1 548 258,00;42,29
292;-2;Кузнецкбизнесбанк;1158;Кемеровская обл.;5 152 567,00;5 244 250,00;-91 683,00;-1,75
293;-1;Адмиралтейский;3054;Москва и обл.;5 099 477,00;5 167 099,00;-67 622,00;-1,31
294;25;МАСТ-Банк;3267;Москва и обл.;5 037 725,00;4 106 924,00;930 801,00;22,66
295;-2;Томскпромстройбанк;1720;Томская обл.;5 002 397,00;4 989 749,00;12 648,00;0,25
296;-2;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;4 964 230,00;4 920 580,00;43 650,00;0,89
297;77;Ури Банк;3479;Москва и обл.;4 921 477,00;3 111 977,00;1 809 500,00;58,15
298;-2;Банк Финсервис;3388;Москва и обл.;4 796 979,00;4 782 338,00;14 641,00;0,31
299;-4;ПИР Банк;2655;Москва и обл.;4 758 865,00;4 902 767,00;-143 902,00;-2,94
300;2;Замоскворецкий;1640;Москва и обл.;4 726 310,00;4 586 500,00;139 810,00;3,05
301;0;Уралфинпромбанк;3119;Свердловская обл.;4 712 006,00;4 599 454,00;112 552,00;2,45
302;-3;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 695 114,00;4 621 049,00;74 065,00;1,60
303;-6;Белгородсоцбанк;760;Белгородская обл.;4 681 873,00;4 722 657,00;-40 784,00;-0,86
304;4;Волга-Кредит;1153;Самарская обл.;4 671 832,00;4 442 139,00;229 693,00;5,17
305;2;Унифин;2654;Москва и обл.;4 568 788,00;4 479 469,00;89 319,00;1,99
306;-6;АФ Банк;991;Башкортостан;4 518 853,00;4 603 038,00;-84 185,00;-1,83
307;-4;РусЮгбанк;2093;Волгоградская обл.;4 514 542,00;4 562 164,00;-47 622,00;-1,04
308;-3;Региональный Банк Развития;2782;Башкортостан;4 481 016,00;4 525 598,00;-44 582,00;-0,99
309;5;Датабанк;646;Удмуртия;4 461 940,00;4 285 429,00;176 511,00;4,12
310;-1;Данске Банк;3307;Санкт-Петербург и обл.;4 426 317,00;4 415 439,00;10 878,00;0,25
311;1;БайкалБанк;2632;Бурятия;4 402 916,00;4 328 895,00;74 021,00;1,71
312;-14;Трансстройбанк;2807;Москва и обл.;4 394 093,00;4 656 793,00;-262 700,00;-5,64
313;14;Кузнецкий Мост;2254;Москва и обл.;4 384 087,00;4 013 720,00;370 367,00;9,23
314;2;Ростпромстройбанк;1705;Ростовская обл.;4 372 685,00;4 211 848,00;160 837,00;3,82
315;0;Пушкино;391;Москва и обл.;4 311 574,00;4 274 657,00;36 917,00;0,86
316;6;Финам Банк;2799;Москва и обл.;4 271 747,00;4 076 352,00;195 395,00;4,79
317;0;Ишбанк;2867;Москва и обл.;4 262 766,00;4 190 039,00;72 727,00;1,74
318;0;Бинбанк Тверь;777;Тверская обл.;4 240 919,00;4 130 472,00;110 447,00;2,67
319;-8;Бэнк оф Чайна;2309;Москва и обл.;4 198 552,00;4 380 492,00;-181 940,00;-4,15
320;1;Банк «Советский»;558;Санкт-Петербург и обл.;4 188 564,00;4 079 833,00;108 731,00;2,67
321;2;Международный Инвестиционный Банк;2742;Москва и обл.;4 187 670,00;4 047 538,00;140 132,00;3,46
322;7;Башинвестбанк;2189;Башкортостан;4 094 824,00;3 979 356,00;115 468,00;2,90
323;8;Колыма-Банк;1076;Магаданская обл.;4 069 936,00;3 874 145,00;195 791,00;5,05
324;4;Актив Банк;2529;Мордовия;4 064 883,00;4 004 669,00;60 214,00;1,50
325;1;Денизбанк Москва;3330;Москва и обл.;4 052 635,00;4 018 191,00;34 444,00;0,86
326;-1;Сибсоцбанк;2015;Алтайский край;4 040 983,00;4 021 651,00;19 332,00;0,48
327;-21;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;4 037 111,00;4 486 356,00;-449 245,00;-10,01
328;81;Московский Коммерческий Банк;3172;Москва и обл.;4 027 386,00;2 794 855,00;1 232 531,00;44,10
329;-16;Платина;2347;Москва и обл.;4 021 509,00;4 322 525,00;-301 016,00;-6,96
330;-10;Банк Казани;708;Татарстан;4 014 250,00;4 090 244,00;-75 994,00;-1,86
331;-1;Первый Экспресс;3237;Тульская обл.;3 972 463,00;3 978 486,00;-6 023,00;-0,15
332;5;Экспресс;3084;Дагестан;3 874 807,00;3 817 839,00;56 968,00;1,49
333;5;Енисейский Объединенный Банк;2645;Красноярский край;3 865 498,00;3 805 351,00;60 147,00;1,58
334;11;Камабанк;803;Пермская обл.;3 864 967,00;3 693 971,00;170 996,00;4,63
335;12;Экспресс-Кредит;210;Москва и обл.;3 855 813,00;3 679 798,00;176 015,00;4,78
336;5;Мир Бизнес Банк;3396;Москва и обл.;3 852 850,00;3 720 044,00;132 806,00;3,57
337;-3;Русич Центр Банк;2793;Москва и обл.;3 842 775,00;3 835 159,00;7 616,00;0,20
338;-5;Рускобанк;138;Санкт-Петербург и обл.;3 831 791,00;3 837 005,00;-5 214,00;-0,14
339;14;ОПМ-Банк;2734;Москва и обл.;3 824 032,00;3 626 959,00;197 073,00;5,43
340;-36;Банк Кремлевский;2905;Москва и обл.;3 799 008,00;4 542 774,00;-743 766,00;-16,37
341;-1;Банк Торгового Финансирования;1982;Москва и обл.;3 798 920,00;3 748 824,00;50 096,00;1,34
342;7;АктивКапитал Банк;3006;Самарская обл.;3 735 123,00;3 653 994,00;81 129,00;2,22
343;14;Нижний Новгород;926;Нижегородская обл.;3 728 447,00;3 455 246,00;273 201,00;7,91
344;-1;Национальный Залоговый Банк;2944;Москва и обл.;3 718 908,00;3 706 459,00;12 449,00;0,34
345;-21;Рублев;3098;Москва и обл.;3 710 040,00;4 025 995,00;-315 955,00;-7,85
346;-10;Банк на Красных Воротах;2472;Москва и обл.;3 705 105,00;3 827 068,00;-121 963,00;-3,19
347;3;Юг-Инвестбанк;2772;Краснодарский край;3 659 219,00;3 643 630,00;15 589,00;0,43
348;-16;Метробанк;2548;Москва и обл.;3 657 264,00;3 866 586,00;-209 322,00;-5,41
349;3;Северный Народный Банк;2721;Коми;3 652 509,00;3 630 593,00;21 916,00;0,60
350;16;ФДБ;3071;Москва и обл.;3 649 257,00;3 271 173,00;378 084,00;11,56
351;3;СИАБ;3245;Санкт-Петербург и обл.;3 609 956,00;3 514 527,00;95 429,00;2,72
352;-1;Сибнефтебанк;385;Тюменская обл.;3 578 296,00;3 639 213,00;-60 917,00;-1,67
353;2;ПВ-Банк;634;Ульяновская обл.;3 500 876,00;3 483 718,00;17 158,00;0,49
354;192;Крокус-Банк;2682;Москва и обл.;3 498 305,00;1 542 768,00;1 955 537,00;126,76
355;4;Стройвестбанк;1667;Калининградская обл.;3 473 576,00;3 431 868,00;41 708,00;1,22
356;5;Евроальянс;1781;Ивановская обл.;3 473 525,00;3 412 892,00;60 633,00;1,78
357;3;Кранбанк;2271;Ивановская обл.;3 452 843,00;3 417 641,00;35 202,00;1,03
358;0;Тусар;2712;Москва и обл.;3 441 184,00;3 441 927,00;-743,00;-0,02
359;5;НИКО-Банк;702;Оренбургская обл.;3 414 989,00;3 378 869,00;36 120,00;1,07
360;-16;Империя;2535;Москва и обл.;3 412 918,00;3 703 268,00;-290 350,00;-7,84
361;-19;Лесбанк;1598;Москва и обл.;3 412 458,00;3 713 012,00;-300 554,00;-8,09
362;41;Сиббизнесбанк;2539;Тюменская обл.;3 395 405,00;2 830 105,00;565 300,00;19,97
363;-24;Лайтбанк;3177;Москва и обл.;3 388 054,00;3 793 049,00;-404 995,00;-10,68
364;-8;Зернобанк;2337;Алтайский край;3 308 264,00;3 468 314,00;-160 050,00;-4,61
365;-30;Международный Коммерческий Банк;2524;Москва и обл.;3 298 813,00;3 829 511,00;-530 698,00;-13,86
366;-1;Евромет;2902;Москва и обл.;3 292 047,00;3 321 998,00;-29 951,00;-0,90
367;12;Чувашкредитпромбанк;1280;Чувашия;3 277 868,00;3 080 955,00;196 913,00;6,39
368;2;Росавтобанк;2767;Москва и обл.;3 266 845,00;3 155 417,00;111 428,00;3,53
369;-6;СЭБ Банк;3235;Санкт-Петербург и обл.;3 262 263,00;3 381 440,00;-119 177,00;-3,52
370;13;Стратегия;2801;Москва и обл.;3 261 729,00;3 061 966,00;199 763,00;6,52
371;-4;Монолит;1967;Москва и обл.;3 249 089,00;3 261 986,00;-12 897,00;-0,40
372;9;Белгородпромстройбанк;1816;Белгородская обл.;3 239 195,00;3 073 303,00;165 892,00;5,40
373;52;РНКБ;1354;Москва и обл.;3 227 404,00;2 670 038,00;557 366,00;20,87
374;107;Бланк Банк;2368;Москва и обл.;3 191 638,00;2 128 234,00;1 063 404,00;49,97
375;-4;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 181 485,00;3 146 109,00;35 376,00;1,12
376;29;Международный Банк Развития;2704;Москва и обл.;3 180 304,00;2 816 046,00;364 258,00;12,94
377;-15;ЕвроАксис Банк;3273;Москва и обл.;3 176 545,00;3 402 997,00;-226 452,00;-6,65
378;60;Автоторгбанк;2776;Москва и обл.;3 167 230,00;2 532 684,00;634 546,00;25,05
379;25;Фининвест;671;Москва и обл.;3 133 900,00;2 817 663,00;316 237,00;11,22
380;16;Уралкапиталбанк;2519;Башкортостан;3 129 194,00;2 876 136,00;253 058,00;8,80
381;-5;Бинбанк Смоленск;1957;Смоленская обл.;3 122 384,00;3 091 419,00;30 965,00;1,00
382;-10;ИТ Банк;2609;Омская обл.;3 122 048,00;3 127 375,00;-5 327,00;-0,17
383;3;ВостСибтранскомбанк;2731;Иркутская обл.;3 108 516,00;3 024 129,00;84 387,00;2,79
384;0;Донинвест;1617;Ростовская обл.;3 076 277,00;3 061 768,00;14 509,00;0,47
385;3;Аверс;415;Татарстан;3 071 536,00;2 973 447,00;98 089,00;3,30
386;12;Автоградбанк;1455;Татарстан;3 060 847,00;2 864 872,00;195 975,00;6,84
387;-7;Горбанк;2982;Санкт-Петербург и обл.;3 058 694,00;3 077 392,00;-18 698,00;-0,61
388;-15;Ипотека-Инвест;3070;Татарстан;3 044 025,00;3 124 319,00;-80 294,00;-2,57
389;-11;Ермак;1809;Тюменская обл.;2 995 822,00;3 085 225,00;-89 403,00;-2,90
390;-3;Банкхаус Эрбе;1717;Москва и обл.;2 987 726,00;2 984 130,00;3 596,00;0,12
391;4;Банк БКФ;2684;Москва и обл.;2 952 944,00;2 883 157,00;69 787,00;2,42
392;2;Ассоциация;732;Нижегородская обл.;2 952 127,00;2 907 670,00;44 457,00;1,53
393;-3;Новобанк;1352;Новгородская обл.;2 931 800,00;2 947 301,00;-15 501,00;-0,53
394;3;Проминвестбанк;2433;Москва и обл.;2 912 052,00;2 866 790,00;45 262,00;1,58
395;-10;Московский Нефтехимический Банк;1411;Москва и обл.;2 911 358,00;3 059 682,00;-148 324,00;-4,85
396;14;Славия;2664;Москва и обл.;2 877 735,00;2 791 252,00;86 483,00;3,10
397;-6;Межрегиональный промышленно-строительный банк;752;Мордовия;2 865 026,00;2 946 724,00;-81 698,00;-2,77
398;1;Риабанк;3434;Москва и обл.;2 864 978,00;2 857 163,00;7 815,00;0,27
399;9;Баренцбанк;2188;Мурманская обл.;2 858 197,00;2 804 171,00;54 026,00;1,93
400;-8;Профессионал Банк;3296;Москва и обл.;2 846 025,00;2 934 169,00;-88 144,00;-3,00
401;19;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 837 853,00;2 703 998,00;133 855,00;4,95
402;-13;Традо-Банк;1065;Москва и обл.;2 832 149,00;2 956 365,00;-124 216,00;-4,20
403;14;Роял Кредит Банк;783;Хабаровский край;2 815 310,00;2 738 242,00;77 068,00;2,81
404;-11;Экси-Банк;2530;Санкт-Петербург и обл.;2 811 853,00;2 916 237,00;-104 384,00;-3,58
405;-23;Дил-Банк;3384;Москва и обл.;2 781 248,00;3 070 987,00;-289 739,00;-9,43
406;12;Капитал;575;Москва и обл.;2 770 764,00;2 725 898,00;44 866,00;1,65
407;-6;Стройлесбанк;2995;Тюменская обл.;2 758 229,00;2 841 863,00;-83 634,00;-2,94
408;5;Дагэнергобанк;3286;Дагестан;2 754 935,00;2 767 642,00;-12 707,00;-0,46
409;19;Камчаткомагропромбанк;545;Камчатская обл.;2 744 931,00;2 632 274,00;112 657,00;4,28
410;-42;Миллениум Банк;3423;Москва и обл.;2 728 788,00;3 238 629,00;-509 841,00;-15,74
411;-9;Азия-Инвест Банк;3303;Москва и обл.;2 728 006,00;2 833 524,00;-105 518,00;-3,72
412;-6;Солид Банк;1329;Камчатская обл.;2 725 398,00;2 812 286,00;-86 888,00;-3,09
413;3;Камчатпромбанк;1194;Камчатская обл.;2 724 849,00;2 746 964,00;-22 115,00;-0,81
414;10;Универсальный Кредит;2903;Москва и обл.;2 723 797,00;2 680 126,00;43 671,00;1,63
415;19;Мой Банк. Ипотека;2436;Башкортостан;2 707 198,00;2 574 240,00;132 958,00;5,16
416;-5;Приоритет;3135;Самарская обл.;2 704 822,00;2 791 211,00;-86 389,00;-3,10
417;20;Витас Банк;1955;Москва и обл.;2 694 169,00;2 545 198,00;148 971,00;5,85
418;11;Первый Инвестиционный Банк;604;Москва и обл.;2 687 534,00;2 628 536,00;58 998,00;2,24
419;-4;Тюменьагропромбанк;917;Тюменская обл.;2 685 782,00;2 752 189,00;-66 407,00;-2,41
420;11;Оргбанк;3312;Москва и обл.;2 685 288,00;2 608 658,00;76 630,00;2,94
421;1;Камский Коммерческий Банк;438;Татарстан;2 678 858,00;2 693 759,00;-14 901,00;-0,55
422;-3;Уралпромбанк;2964;Челябинская обл.;2 671 345,00;2 712 851,00;-41 506,00;-1,53
423;7;Хакасский Муниципальный Банк;1049;Хакасия;2 660 927,00;2 613 352,00;47 575,00;1,82
424;11;Преодоление;2649;Москва и обл.;2 648 833,00;2 573 807,00;75 026,00;2,91
425;-2;Банк Развития Региона;3315;Северная Осетия — Алания;2 645 097,00;2 686 388,00;-41 291,00;-1,54
426;-5;;;;2 643 101,00;2 703 268,00;-60 167,00;-2,23
427;14;Нижневолжский Коммерческий Банк;931;Саратовская обл.;2 642 437,00;2 492 000,00;150 437,00;6,04
428;-1;Бест Эффортс Банк;435;Москва и обл.;2 636 823,00;2 646 620,00;-9 797,00;-0,37
429;-17;Нефтепромбанк;2156;Москва и обл.;2 625 192,00;2 781 055,00;-155 863,00;-5,60
430;-55;Инкредбанк;3405;Москва и обл.;2 611 883,00;3 111 302,00;-499 419,00;-16,05
431;-17;Мосводоканалбанк;2863;Москва и обл.;2 572 077,00;2 752 792,00;-180 715,00;-6,56
432;4;Смартбанк;3408;Москва и обл.;2 564 057,00;2 551 083,00;12 974,00;0,51
433;-56;Социум-Банк;2881;Москва и обл.;2 546 632,00;3 085 815,00;-539 183,00;-17,47
434;75;Тендер-Банк;2252;Москва и обл.;2 543 357,00;1 825 089,00;718 268,00;39,36
435;9;Инкаробанк;2696;Москва и обл.;2 542 851,00;2 424 703,00;118 148,00;4,87
436;14;Мастер-Капитал;3011;Москва и обл.;2 542 411,00;2 372 959,00;169 452,00;7,14
437;-37;Банк Заречье;817;Татарстан;2 528 769,00;2 854 371,00;-325 602,00;-11,41
438;-128;Хлебобанк;1812;Москва и обл.;2 527 651,00;4 391 764,00;-1 864 113,00;-42,45
439;3;Ноябрьскнефтекомбанк;2274;Тюменская обл.;2 524 557,00;2 471 995,00;52 562,00;2,13
440;-1;Платежный Центр;3166;Новосибирская обл.;2 480 610,00;2 530 447,00;-49 837,00;-1,97
441;39;ОФК Банк;2270;Москва и обл.;2 467 347,00;2 131 339,00;336 008,00;15,77
442;-10;Волжский Социальный Банк;2428;Самарская обл.;2 446 504,00;2 603 582,00;-157 078,00;-6,03
443;6;Анкор Банк;889;Татарстан;2 436 896,00;2 374 640,00;62 256,00;2,62
444;7;Реалист Банк;1067;Иркутская обл.;2 410 452,00;2 371 247,00;39 205,00;1,65
445;2;Аскольд;2480;Смоленская обл.;2 405 353,00;2 384 545,00;20 808,00;0,87
446;-13;Агросоюз;1459;Оренбургская обл.;2 403 952,00;2 590 672,00;-186 720,00;-7,21
447;-40;Итуруп;2390;Сахалинская обл.;2 394 840,00;2 808 295,00;-413 455,00;-14,72
448;8;Кроссинвестбанк;2849;Москва и обл.;2 381 834,00;2 351 018,00;30 816,00;1,31
449;13;ВЕБРР;3418;Москва и обл.;2 375 045,00;2 319 045,00;56 000,00;2,41
450;24;Банк Развития Технологий;3441;Москва и обл.;2 350 179,00;2 158 950,00;191 229,00;8,86
451;8;Промтрансбанк;2638;Башкортостан;2 346 284,00;2 330 902,00;15 382,00;0,66
452;2;Ураллига;1626;Челябинская обл.;2 345 872,00;2 352 511,00;-6 639,00;-0,28
453;-8;Долинск;857;Сахалинская обл.;2 343 878,00;2 416 611,00;-72 733,00;-3,01
454;12;Интерактивный Банк;3378;Москва и обл.;2 332 695,00;2 258 636,00;74 059,00;3,28
455;-29;Стромкомбанк;404;Красноярский край;2 328 800,00;2 647 062,00;-318 262,00;-12,02
456;106;Еврокредит;2957;Москва и обл.;2 328 720,00;1 441 752,00;886 968,00;61,52
457;-11;Донкомбанк;492;Ростовская обл.;2 328 159,00;2 386 082,00;-57 923,00;-2,43
458;-5;Вкабанк;1027;Астраханская обл.;2 323 878,00;2 354 895,00;-31 017,00;-1,32
459;-11;Экономикс-Банк;2136;Москва и обл.;2 320 202,00;2 376 585,00;-56 383,00;-2,37
460;-17;Бинбанк Сургут;1701;Тюменская обл.;2 313 767,00;2 444 433,00;-130 666,00;-5,35
461;-9;НОКССбанк;3202;Волгоградская обл.;2 312 455,00;2 359 344,00;-46 889,00;-1,99
462;3;Джей энд Ти Банк;3061;Москва и обл.;2 305 594,00;2 278 404,00;27 190,00;1,19
463;0;Промрегионбанк;2123;Томская обл.;2 300 157,00;2 306 840,00;-6 683,00;-0,29
464;-4;Аспект;608;Москва и обл.;2 283 854,00;2 329 670,00;-45 816,00;-1,97
465;11;Вокбанк;312;Нижегородская обл.;2 281 847,00;2 157 623,00;124 224,00;5,76
466;1;РБА;3413;Ярославская обл.;2 263 760,00;2 256 665,00;7 095,00;0,31
467;2;Совинком;2302;Москва и обл.;2 239 452,00;2 253 236,00;-13 784,00;-0,61
468;-11;Союзный;3236;Москва и обл.;2 236 262,00;2 346 140,00;-109 878,00;-4,68
469;17;Софрино;2972;Москва и обл.;2 221 568,00;2 067 364,00;154 204,00;7,46
470;-30;Профит Банк;3234;Москва и обл.;2 210 064,00;2 513 903,00;-303 839,00;-12,09
471;6;Востоккредитбанк;922;Амурская обл.;2 204 772,00;2 150 474,00;54 298,00;2,52
472;17;Республиканский Банк;3277;Москва и обл.;2 197 765,00;2 028 076,00;169 689,00;8,37
473;0;Норвик Банк;1407;Москва и обл.;2 185 020,00;2 160 771,00;24 249,00;1,12
474;-10;РН Банк;170;Омская обл.;2 173 072,00;2 305 432,00;-132 360,00;-5,74
475;4;Интеркредит;3047;Москва и обл.;2 171 307,00;2 144 150,00;27 157,00;1,27
476;-8;РАМ Банк;3480;Москва и обл.;2 166 205,00;2 255 244,00;-89 039,00;-3,95
477;1;Генбанк;2490;Москва и обл.;2 159 261,00;2 147 840,00;11 421,00;0,53
478;-109;Киви Банк;2241;Москва и обл.;2 157 573,00;3 172 241,00;-1 014 668,00;-31,99
479;-24;ПК-Банк;2652;Нижегородская обл.;2 150 343,00;2 352 361,00;-202 018,00;-8,59
480;-8;Рост;2589;Москва и обл.;2 149 342,00;2 187 282,00;-37 940,00;-1,73
481;-11;Финансовый Стандарт;1053;Москва и обл.;2 133 793,00;2 243 041,00;-109 248,00;-4,87
482;2;Енисей;474;Красноярский край;2 131 119,00;2 107 603,00;23 516,00;1,12
483;10;Алтайкапиталбанк;2659;Алтайский край;2 129 128,00;2 000 745,00;128 383,00;6,42
484;1;Уралприватбанк;153;Свердловская обл.;2 123 188,00;2 083 276,00;39 912,00;1,92
485;-3;Система;2846;Москва и обл.;2 095 855,00;2 125 539,00;-29 684,00;-1,40
486;-11;ЕвроситиБанк;1869;Ставропольский край;2 095 512,00;2 158 548,00;-63 036,00;-2,92
487;0;Земский Банк;2900;Самарская обл.;2 095 121,00;2 061 819,00;33 302,00;1,62
488;3;Компания Розничного Кредитования;3385;Москва и обл.;2 090 882,00;2 019 508,00;71 374,00;3,53
489;-18;Промэнергобанк;2728;Вологодская обл.;2 063 679,00;2 212 876,00;-149 197,00;-6,74
490;16;Транспортный;3174;Москва и обл.;2 041 192,00;1 851 259,00;189 933,00;10,26
491;9;Холдинг-Кредит;3030;Москва и обл.;2 021 959,00;1 891 709,00;130 250,00;6,89
492;2;Нэклис-Банк;1671;Москва и обл.;2 011 599,00;1 993 841,00;17 758,00;0,89
493;2;Тульский Промышленник;2382;Тульская обл.;1 998 295,00;1 948 611,00;49 684,00;2,55
494;48;Русский Ипотечный Банк;1968;Москва и обл.;1 980 943,00;1 563 153,00;417 790,00;26,73
495;1;Тагилбанк;1635;Свердловская обл.;1 976 423,00;1 929 200,00;47 223,00;2,45
496;-13;Коммерческий Индо Банк;3446;Москва и обл.;1 968 997,00;2 121 436,00;-152 439,00;-7,19
497;-7;Росбизнесбанк;1405;Москва и обл.;1 966 442,00;2 025 237,00;-58 795,00;-2,90
498;60;Бенифит-Банк;3229;Москва и обл.;1 962 739,00;1 486 371,00;476 368,00;32,05
499;9;Орловский Социальный Банк;2921;Орловская обл.;1 961 248,00;1 843 743,00;117 505,00;6,37
500;-12;Союзпромбанк;2965;Москва и обл.;1 949 441,00;2 038 371,00;-88 930,00;-4,36
501;76;Земкомбанк;574;Ростовская обл.;1 943 185,00;1 351 231,00;591 954,00;43,81
502;-5;Агророс;2860;Саратовская обл.;1 917 623,00;1 922 481,00;-4 858,00;-0,25
503;-2;Банк БФТ;2273;Москва и обл.;1 911 885,00;1 884 734,00;27 151,00;1,44
504;7;Финансовый Капитал;3288;Санкт-Петербург и обл.;1 891 932,00;1 810 816,00;81 116,00;4,48
505;-1;Транснациональный Банк;2108;Москва и обл.;1 883 686,00;1 867 619,00;16 067,00;0,86
506;4;Витабанк;356;Санкт-Петербург и обл.;1 860 522,00;1 821 178,00;39 344,00;2,16
507;-9;Век;2299;Москва и обл.;1 849 418,00;1 918 179,00;-68 761,00;-3,58
508;19;Национальный Корпоративный Банк;3422;Москва и обл.;1 848 896,00;1 677 434,00;171 462,00;10,22
509;7;Банк Реалист;2646;Москва и обл.;1 841 128,00;1 748 966,00;92 162,00;5,27
510;-3;ИРС;272;Москва и обл.;1 823 293,00;1 844 556,00;-21 263,00;-1,15
511;-50;Океан Банк;1697;Москва и обл.;1 809 913,00;2 326 502,00;-516 589,00;-22,20
512;-10;Межрегионбанк;1059;Москва и обл.;1 809 846,00;1 877 185,00;-67 339,00;-3,59
513;-8;ИК Банк;1732;Татарстан;1 808 386,00;1 867 461,00;-59 075,00;-3,16
514;-11;Региональный Кредитный Банк;1608;Калининградская обл.;1 803 480,00;1 873 515,00;-70 035,00;-3,74
515;63;Траст Капитал Банк;2741;Москва и обл.;1 781 586,00;1 345 561,00;436 025,00;32,40
516;2;Уссури;596;Хабаровский край;1 780 310,00;1 742 974,00;37 336,00;2,14
517;39;Банк Экономический Союз;2798;Москва и обл.;1 776 301,00;1 496 411,00;279 890,00;18,70
518;5;Тамбовкредитпромбанк;1312;Тамбовская обл.;1 767 548,00;1 695 704,00;71 844,00;4,24
519;0;Бум-Банк;1137;Кабардино-Балкария;1 765 125,00;1 725 404,00;39 721,00;2,30
520;-7;Живаго Банк;2065;Рязанская обл.;1 757 699,00;1 782 911,00;-25 212,00;-1,41
521;-6;Национальный Республиканский Банк;3359;Москва и обл.;1 755 550,00;1 757 986,00;-2 436,00;-0,14
522;18;Новопокровский;467;Краснодарский край;1 729 823,00;1 588 969,00;140 854,00;8,86
523;3;Вологжанин;1896;Вологодская обл.;1 722 833,00;1 683 374,00;39 459,00;2,34
524;-7;НБК-Банк;3283;Москва и обл.;1 722 830,00;1 747 947,00;-25 117,00;-1,44
525;12;Межтрастбанк;2493;Москва и обл.;1 717 715,00;1 594 891,00;122 824,00;7,70
526;-2;Гагаринский;606;Москва и обл.;1 708 699,00;1 694 905,00;13 794,00;0,81
527;7;Нацпромбанк;2360;Москва и обл.;1 676 377,00;1 615 721,00;60 656,00;3,75
