Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июль, 2017, тыс. рублей;Июнь, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
531;-13;Сталь Банк;2248;Москва и обл.;487 677,00;628 147,00;-140 470,00;-22,36
532;1;Дружба;990;Тюменская обл.;485 580,00;459 862,00;25 718,00;5,59
533;-3;Лэнд Кредит;1478;Москва и обл.;483 209,00;472 428,00;10 781,00;2,28
534;0;Стар Альянс;3433;Москва и обл.;474 606,00;459 570,00;15 036,00;3,27
535;-6;Расчетные Решения;3524;Москва и обл.;470 266,00;483 812,00;-13 546,00;-2,80
536;-5;Банк Берейт;3505;Санкт-Петербург и обл.;468 492,00;467 269,00;1 223,00;0,26
537;-2;Логос;3233;Москва и обл.;465 134,00;448 517,00;16 617,00;3,70
538;-1;Жилстройбанк;2769;Москва и обл.;463 928,00;444 013,00;19 915,00;4,49
539;2;Объединенная Расчетная Система;3342;Москва и обл.;438 829,00;416 283,00;22 546,00;5,42
540;0;Эко-Инвест;3116;Москва и обл.;435 507,00;423 703,00;11 804,00;2,79
541;-2;Рента-Банк;3095;Москва и обл.;427 415,00;435 557,00;-8 142,00;-1,87
542;1;Континенталь;3184;Ставропольский край;411 798,00;412 918,00;-1 120,00;-0,27
543;1;РИБ;2749;Москва и обл.;380 241,00;383 900,00;-3 659,00;-0,95
544;2;Тайдон;2085;Кемеровская обл.;380 015,00;380 763,00;-748,00;-0,20
545;0;Единая касса;3512;Москва и обл.;371 355,00;382 766,00;-11 411,00;-2,98
546;1;Альтернатива;3452;Москва и обл.;365 836,00;362 677,00;3 159,00;0,87
547;1;Промсвязьинвест;2761;Дагестан;361 233,00;360 972,00;261,00;0,07
548;1;Северстройбанк;3507;Вологодская обл.;353 731,00;350 081,00;3 650,00;1,04
549;10;Русское Финансовое Общество;3427;Москва и обл.;350 034,00;178 624,00;171 410,00;95,96
550;0;Европейский Стандарт;3200;Москва и обл.;332 529,00;330 907,00;1 622,00;0,49
551;-9;Монета.ру;3508;Марий Эл;330 270,00;413 128,00;-82 858,00;-20,06
552;-1;Лидер;3304;Москва и обл.;316 732,00;313 756,00;2 976,00;0,95
553;0;Рунэтбанк;2829;Москва и обл.;311 399,00;303 849,00;7 550,00;2,48
554;-2;Нарат;1902;Саратовская обл.;307 330,00;306 672,00;658,00;0,21
555;-17;Деньги.Мэйл.Ру;3511;Москва и обл.;296 371,00;436 233,00;-139 862,00;-32,06
556;-1;Сетевая Расчетная Палата;3332;Татарстан;254 277,00;253 654,00;623,00;0,25
557;-1;Континент Финанс;149;Москва и обл.;211 025,00;216 769,00;-5 744,00;-2,65
558;-1;Красноярский Краевой Расчетный Центр;3483;Красноярский край;190 203,00;189 061,00;1 142,00;0,60
559;-5;Моби.Деньги;3523;Москва и обл.;187 915,00;281 823,00;-93 908,00;-33,32
560;-2;Элексир;3533;Москва и обл.;183 845,00;180 377,00;3 468,00;1,92
561;1;Платежи и Расчеты;3324;Самарская обл.;163 618,00;165 723,00;-2 105,00;-1,27
562;-1;Электронный платежный сервис;3509;Москва и обл.;156 071,00;167 043,00;-10 972,00;-6,57
563;-3;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;130 326,00;170 330,00;-40 004,00;-23,49
564;5;Умут;2435;Дагестан;106 339,00;80 076,00;26 263,00;32,80
565;2;Вест;2605;Москва и обл.;103 021,00;99 685,00;3 336,00;3,35
566;0;Инновационный Расчетный Центр;3447;Москва и обл.;101 191,00;106 321,00;-5 130,00;-4,83
567;1;Платежный Клиринговый Дом;3343;Москва и обл.;86 185,00;94 563,00;-8 378,00;-8,86
568;-5;Премиум;3514;Москва и обл.;77 980,00;151 684,00;-73 704,00;-48,59
569;1;Дальний Восток;3318;Приморский край;51 814,00;53 246,00;-1 432,00;-2,69
570;1;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;37 855,00;40 125,00;-2 270,00;-5,66
571;2;АРБ-Инкасс;3353;Москва и обл.;19 431,00;18 618,00;813,00;4,37
572;0;21 Век;3309;Санкт-Петербург и обл.;13 353,00;22 279,00;-8 926,00;-40,06
