Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2014, тыс. рублей;Август, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;4;Энергомашбанк;52;Санкт-Петербург и обл.;10 407 099,00;10 249 974,00;157 125,00;1,53
262;-11;Банк ПСА Финанс Рус;3481;Москва и обл.;10 339 299,00;10 878 836,00;-539 537,00;-4,96
263;-5;Банк Оренбург;3269;Оренбургская обл.;10 332 467,00;10 522 454,00;-189 987,00;-1,81
264;3;Эс-Би-Ай Банк;3185;Москва и обл.;10 286 895,00;10 050 924,00;235 971,00;2,35
265;-9;Инвестиционный Республиканский Банк;2571;Москва и обл.;10 230 461,00;10 608 674,00;-378 213,00;-3,57
266;5;Кубаньторгбанк;478;Краснодарский край;10 200 805,00;9 707 582,00;493 223,00;5,08
267;-3;Хованский;2145;Москва и обл.;10 143 466,00;10 256 183,00;-112 717,00;-1,10
268;-8;Екатеринбург;3161;Свердловская обл.;10 025 792,00;10 473 141,00;-447 349,00;-4,27
269;1;НИКО-Банк;702;Оренбургская обл.;9 889 860,00;9 785 344,00;104 516,00;1,07
270;-2;Темпбанк;55;Москва и обл.;9 788 392,00;9 946 008,00;-157 616,00;-1,58
271;-2;Банк Расчетов и Сбережений;2617;Москва и обл.;9 762 024,00;9 835 427,00;-73 403,00;-0,75
272;-17;Банк24.ру;2227;Москва и обл.;9 574 836,00;10 628 397,00;-1 053 561,00;-9,91
273;-1;Татсоцбанк;480;Татарстан;9 482 923,00;9 661 797,00;-178 874,00;-1,85
274;1;Европейский;1616;Калининградская обл.;9 469 717,00;9 203 234,00;266 483,00;2,90
275;1;КС Банк;1752;Мордовия;9 344 152,00;9 111 299,00;232 853,00;2,56
276;7;Банк Жилищного Финансирования;3138;Москва и обл.;8 898 736,00;8 462 131,00;436 605,00;5,16
277;5;Евромет;2902;Москва и обл.;8 802 569,00;8 470 639,00;331 930,00;3,92
278;2;Ставропольпромстройбанк;1288;Ставропольский край;8 800 744,00;8 577 866,00;222 878,00;2,60
279;-2;Промсбербанк;1043;Москва и обл.;8 717 810,00;9 062 846,00;-345 036,00;-3,81
280;-2;Нижневолжский Коммерческий Банк;931;Саратовская обл.;8 691 170,00;8 713 726,00;-22 556,00;-0,26
281;0;Бенифит-Банк;3229;Москва и обл.;8 566 885,00;8 534 878,00;32 007,00;0,38
282;15;Инбанк;1829;Москва и обл.;8 475 799,00;7 812 408,00;663 391,00;8,49
283;2;Нефтепромбанк;2156;Москва и обл.;8 475 715,00;8 413 973,00;61 742,00;0,73
284;-5;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 405 403,00;8 588 010,00;-182 607,00;-2,13
285;23;Адмиралтейский;3054;Москва и обл.;8 345 513,00;7 524 661,00;820 852,00;10,91
286;2;РусЮгбанк;2093;Волгоградская обл.;8 296 446,00;8 187 767,00;108 679,00;1,33
287;13;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;8 288 589,00;7 736 508,00;552 081,00;7,14
288;7;Джей энд Ти Банк;3061;Москва и обл.;8 264 269,00;7 845 113,00;419 156,00;5,34
289;-2;Волга-Кредит;1153;Самарская обл.;8 183 203,00;8 207 884,00;-24 681,00;-0,30
290;-6;Углеметбанк;2997;Челябинская обл.;8 150 192,00;8 423 194,00;-273 002,00;-3,24
291;-5;Руснарбанк;3403;Москва и обл.;8 110 476,00;8 225 954,00;-115 478,00;-1,40
292;-2;Промтрансбанк;2638;Башкортостан;8 101 949,00;7 970 640,00;131 309,00;1,65
293;1;Рускобанк;138;Санкт-Петербург и обл.;7 996 524,00;7 853 862,00;142 662,00;1,82
294;-5;Белгородсоцбанк;760;Белгородская обл.;7 980 795,00;8 072 609,00;-91 814,00;-1,14
295;-4;Новопокровский;467;Краснодарский край;7 976 831,00;7 943 994,00;32 837,00;0,41
296;3;Агросоюз;1459;Москва и обл.;7 965 945,00;7 750 040,00;215 905,00;2,79
297;-5;Московский Нефтехимический Банк;1411;Москва и обл.;7 930 863,00;7 897 605,00;33 258,00;0,42
298;0;Уралкапиталбанк;2519;Башкортостан;7 811 001,00;7 761 166,00;49 835,00;0,64
299;7;Еврокоммерц;1777;Москва и обл.;7 781 800,00;7 607 200,00;174 600,00;2,30
300;3;Банк БКФ;2684;Москва и обл.;7 759 062,00;7 615 075,00;143 987,00;1,89
301;14;Ассоциация;732;Нижегородская обл.;7 700 166,00;7 200 475,00;499 691,00;6,94
302;-6;Снежинский;1376;Челябинская обл.;7 685 199,00;7 818 472,00;-133 273,00;-1,70
303;-1;Роспромбанк;3204;Москва и обл.;7 658 494,00;7 706 196,00;-47 702,00;-0,62
304;7;Датабанк;646;Удмуртия;7 636 516,00;7 432 652,00;203 864,00;2,74
305;-4;Экспресс-Кредит;210;Москва и обл.;7 487 824,00;7 730 582,00;-242 758,00;-3,14
306;7;Томскпромстройбанк;1720;Томская обл.;7 441 230,00;7 368 187,00;73 043,00;0,99
307;-3;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;7 433 654,00;7 608 912,00;-175 258,00;-2,30
308;4;ПИР Банк;2655;Москва и обл.;7 369 537,00;7 417 990,00;-48 453,00;-0,65
309;8;Юг-Инвестбанк;2772;Краснодарский край;7 348 362,00;7 093 227,00;255 135,00;3,60
310;12;Ури Банк;3479;Москва и обл.;7 314 265,00;6 964 913,00;349 352,00;5,02
311;-2;Миллениум Банк;3423;Москва и обл.;7 217 727,00;7 442 474,00;-224 747,00;-3,02
312;-5;Финам Банк;2799;Москва и обл.;7 217 480,00;7 561 365,00;-343 885,00;-4,55
313;-3;Северо-Восточный Альянс;2768;Москва и обл.;7 216 604,00;7 434 176,00;-217 572,00;-2,93
314;0;Русский Торговый Банк;2842;Москва и обл.;7 207 751,00;7 201 155,00;6 596,00;0,09
315;8;ФДБ;3071;Москва и обл.;7 160 363,00;6 949 525,00;210 838,00;3,03
316;11;Славянский Кредит;2960;Москва и обл.;6 999 821,00;6 805 165,00;194 656,00;2,86
317;1;Анкор Банк;889;Татарстан;6 997 207,00;7 084 909,00;-87 702,00;-1,24
318;-13;Славия;2664;Москва и обл.;6 980 739,00;7 608 612,00;-627 873,00;-8,25
319;-26;РЕСО Кредит;3450;Москва и обл.;6 952 511,00;7 858 736,00;-906 225,00;-11,53
320;-4;Вега-Банк;3270;Москва и обл.;6 922 660,00;7 141 315,00;-218 655,00;-3,06
321;-2;Кузнецкий Мост;2254;Москва и обл.;6 900 356,00;7 050 817,00;-150 461,00;-2,13
322;3;Ренессанс;1939;Москва и обл.;6 827 507,00;6 911 935,00;-84 428,00;-1,22
323;6;Русь;704;Оренбургская обл.;6 816 601,00;6 746 887,00;69 714,00;1,03
324;0;Вокбанк;312;Нижегородская обл.;6 799 351,00;6 949 175,00;-149 824,00;-2,16
325;-5;УМ-Банк;1441;Свердловская обл.;6 790 304,00;7 014 889,00;-224 585,00;-3,20
326;0;Развитие;2729;Карачаево-Черкесия;6 781 709,00;6 817 357,00;-35 648,00;-0,52
327;10;Новый Московский Банк;2932;Москва и обл.;6 734 960,00;6 417 329,00;317 631,00;4,95
328;12;Бинбанк Столица;3052;Москва и обл.;6 714 313,00;6 369 216,00;345 097,00;5,42
329;2;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 689 326,00;6 578 988,00;110 338,00;1,68
330;4;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 607 694,00;6 569 053,00;38 641,00;0,59
331;-10;Инвестиционный Союз;637;Москва и обл.;6 582 797,00;6 971 737,00;-388 940,00;-5,58
332;7;Альба Альянс;2593;Москва и обл.;6 581 358,00;6 380 913,00;200 445,00;3,14
333;-3;Бинбанк Тверь;777;Тверская обл.;6 503 655,00;6 736 392,00;-232 737,00;-3,45
334;9;Таатта;1249;Саха (Якутия);6 478 015,00;6 146 586,00;331 429,00;5,39
335;12;Финансовый Стандарт;1053;Москва и обл.;6 432 985,00;6 024 161,00;408 824,00;6,79
336;-8;Спецсетьстройбанк;3062;Москва и обл.;6 428 447,00;6 749 081,00;-320 634,00;-4,75
337;-1;Трансстройбанк;2807;Москва и обл.;6 405 687,00;6 507 861,00;-102 174,00;-1,57
338;0;Актив Банк;2529;Мордовия;6 346 415,00;6 391 173,00;-44 758,00;-0,70
339;11;Банк на Красных Воротах;2472;Москва и обл.;6 335 267,00;5 925 036,00;410 231,00;6,92
340;-8;Российская Финансовая Корпорация;3099;Москва и обл.;6 306 197,00;6 573 899,00;-267 702,00;-4,07
341;0;Банк Казани;708;Татарстан;6 281 057,00;6 358 556,00;-77 499,00;-1,22
342;4;Верхневолжский;1084;Ярославская обл.;6 278 551,00;6 066 025,00;212 526,00;3,50
343;5;Региональный Банк Развития;2782;Башкортостан;6 239 683,00;5 988 088,00;251 595,00;4,20
344;1;Северный Народный Банк;2721;Коми;6 206 128,00;6 100 031,00;106 097,00;1,74
345;29;Объединенная Расчетная Система;3342;Москва и обл.;6 182 348,00;5 153 426,00;1 028 922,00;19,97
346;-2;Эл Банк;1025;Самарская обл.;6 174 007,00;6 122 711,00;51 296,00;0,84
347;12;Промрегионбанк;2123;Томская обл.;6 136 524,00;5 669 118,00;467 406,00;8,24
348;-15;Бинбанк Мурманск;1276;Мурманская обл.;6 061 829,00;6 572 058,00;-510 229,00;-7,76
349;3;Кранбанк;2271;Ивановская обл.;5 929 214,00;5 867 459,00;61 755,00;1,05
350;3;Эргобанк;2856;Москва и обл.;5 927 526,00;5 856 882,00;70 644,00;1,21
351;17;Тюменьагропромбанк;917;Тюменская обл.;5 860 227,00;5 447 941,00;412 286,00;7,57
352;12;Милбанк;3256;Москва и обл.;5 845 464,00;5 553 969,00;291 495,00;5,25
353;3;Северный Кредит;2398;Вологодская обл.;5 839 344,00;5 765 480,00;73 864,00;1,28
354;-3;Банк Торгового Финансирования;1982;Москва и обл.;5 777 098,00;5 920 433,00;-143 335,00;-2,42
355;-20;Торгово-Строительный Банк;1250;Москва и обл.;5 759 743,00;6 552 966,00;-793 223,00;-12,10
356;29;Азия-Инвест Банк;3303;Москва и обл.;5 739 985,00;4 983 181,00;756 804,00;15,19
357;5;Эксперт Банк;2949;Омская обл.;5 726 727,00;5 576 466,00;150 261,00;2,69
358;2;Чувашкредитпромбанк;1280;Чувашия;5 669 679,00;5 617 316,00;52 363,00;0,93
359;-5;Век;2299;Москва и обл.;5 669 207,00;5 800 008,00;-130 801,00;-2,26
360;3;Голдман Сакс Банк;3490;Москва и обл.;5 622 067,00;5 560 275,00;61 792,00;1,11
361;8;Финанс Бизнес Банк;520;Москва и обл.;5 593 491,00;5 442 530,00;150 961,00;2,77
362;-5;Международный Банк Развития;2704;Москва и обл.;5 586 214,00;5 742 785,00;-156 571,00;-2,73
363;-8;Национальный Залоговый Банк;2944;Москва и обл.;5 554 736,00;5 775 183,00;-220 447,00;-3,82
364;-3;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 532 657,00;5 584 945,00;-52 288,00;-0,94
365;-7;РАМ Банк;3480;Москва и обл.;5 496 104,00;5 689 896,00;-193 792,00;-3,41
366;1;Нэклис-Банк;1671;Москва и обл.;5 469 161,00;5 463 455,00;5 706,00;0,10
367;-2;Автоградбанк;1455;Татарстан;5 452 577,00;5 537 375,00;-84 798,00;-1,53
368;10;Невский Банк;1068;Санкт-Петербург и обл.;5 434 127,00;5 082 192,00;351 935,00;6,92
369;17;Объединенный Кредитный Банк;1118;Владимирская обл.;5 420 208,00;4 982 337,00;437 871,00;8,79
370;0;Хакасский Муниципальный Банк;1049;Хакасия;5 402 487,00;5 281 918,00;120 569,00;2,28
371;-5;Банк Инноваций и Развития;2647;Москва и обл.;5 279 952,00;5 512 170,00;-232 218,00;-4,21
372;-23;Донкомбанк;492;Ростовская обл.;5 275 761,00;5 968 443,00;-692 682,00;-11,61
373;-1;Камский Коммерческий Банк;438;Татарстан;5 246 183,00;5 196 992,00;49 191,00;0,95
374;6;Международный Коммерческий Банк;2524;Москва и обл.;5 243 784,00;5 054 978,00;188 806,00;3,74
375;15;Проминвестбанк;2433;Москва и обл.;5 185 567,00;4 910 979,00;274 588,00;5,59
376;-5;Сибсоцбанк;2015;Алтайский край;5 171 126,00;5 248 598,00;-77 472,00;-1,48
377;33;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 151 630,00;4 410 820,00;740 810,00;16,80
378;42;Ю Би Эс Банк;3463;Москва и обл.;5 144 767,00;4 160 294,00;984 473,00;23,66
379;-6;Зенит Сочи;232;Краснодарский край;5 122 177,00;5 172 867,00;-50 690,00;-0,98
380;-1;Синко-Банк;2838;Москва и обл.;5 115 112,00;5 064 793,00;50 319,00;0,99
381;6;Дагэнергобанк;3286;Дагестан;5 090 669,00;4 960 871,00;129 798,00;2,62
382;1;Бинбанк Смоленск;1957;Смоленская обл.;5 066 941,00;4 999 736,00;67 205,00;1,34
383;-2;Мосуралбанк;2468;Москва и обл.;5 048 272,00;5 028 757,00;19 515,00;0,39
384;0;Стройлесбанк;2995;Тюменская обл.;5 046 716,00;4 999 590,00;47 126,00;0,94
385;-3;Экономикс-Банк;2136;Москва и обл.;5 024 522,00;5 007 698,00;16 824,00;0,34
386;6;Банкхаус Эрбе;1717;Москва и обл.;4 988 176,00;4 851 748,00;136 428,00;2,81
387;6;Зернобанк;2337;Алтайский край;4 984 623,00;4 839 000,00;145 623,00;3,01
388;-46;Банк Заречье;817;Татарстан;4 955 343,00;6 262 157,00;-1 306 814,00;-20,87
389;0;ВостСибтранскомбанк;2731;Иркутская обл.;4 937 296,00;4 915 137,00;22 159,00;0,45
390;-13;Промэнергобанк;2728;Вологодская обл.;4 862 491,00;5 093 540,00;-231 049,00;-4,54
391;-3;Риабанк;3434;Москва и обл.;4 794 962,00;4 945 537,00;-150 575,00;-3,04
392;9;Идея Банк;430;Краснодарский край;4 790 107,00;4 610 111,00;179 996,00;3,90
393;22;Платина;2347;Москва и обл.;4 771 273,00;4 294 210,00;477 063,00;11,11
394;0;Газстройбанк;2919;Москва и обл.;4 768 454,00;4 819 216,00;-50 762,00;-1,05
395;1;Конфидэнс Банк;970;Костромская обл.;4 734 387,00;4 740 474,00;-6 087,00;-0,13
396;-21;Банк Развития Технологий;3441;Москва и обл.;4 707 077,00;5 151 224,00;-444 147,00;-8,62
397;-6;Москва-Сити;3247;Москва и обл.;4 682 651,00;4 858 724,00;-176 073,00;-3,62
398;1;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;4 664 440,00;4 615 366,00;49 074,00;1,06
399;3;Межрегиональный промышленно-строительный банк;752;Мордовия;4 656 666,00;4 610 035,00;46 631,00;1,01
400;3;Консервативный Коммерческий Банк;1087;Астраханская обл.;4 634 709,00;4 566 249,00;68 460,00;1,50
401;7;Союзный;3236;Москва и обл.;4 619 699,00;4 430 495,00;189 204,00;4,27
402;12;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 563 656,00;4 360 861,00;202 795,00;4,65
403;-8;Межтрастбанк;2493;Москва и обл.;4 554 134,00;4 743 986,00;-189 852,00;-4,00
404;-7;Банк ИТБ;3128;Москва и обл.;4 541 165,00;4 666 342,00;-125 177,00;-2,68
405;-5;Оргбанк;3312;Москва и обл.;4 456 301,00;4 613 299,00;-156 998,00;-3,40
406;-8;МАК-Банк;1088;Москва и обл.;4 448 341,00;4 643 313,00;-194 972,00;-4,20
407;4;Владпромбанк;870;Владимирская обл.;4 428 377,00;4 401 733,00;26 644,00;0,61
408;-4;Московский Коммерческий Банк;3172;Москва и обл.;4 427 689,00;4 516 467,00;-88 778,00;-1,97
409;0;Енисейский Объединенный Банк;2645;Красноярский край;4 360 156,00;4 421 661,00;-61 505,00;-1,39
410;3;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 350 550,00;4 371 182,00;-20 632,00;-0,47
411;-5;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 349 697,00;4 459 084,00;-109 387,00;-2,45
412;0;Экси-Банк;2530;Санкт-Петербург и обл.;4 345 515,00;4 399 540,00;-54 025,00;-1,23
413;9;Новобанк;1352;Новгородская обл.;4 324 629,00;4 136 629,00;188 000,00;4,54
414;-9;Банк Кремлевский;2905;Москва и обл.;4 288 045,00;4 485 385,00;-197 340,00;-4,40
415;12;Банк Раунд;2506;Москва и обл.;4 249 811,00;4 065 131,00;184 680,00;4,54
416;5;Торговый Городской Банк;3180;Тверская обл.;4 231 747,00;4 143 708,00;88 039,00;2,12
417;9;Леноблбанк;1003;Санкт-Петербург и обл.;4 199 736,00;4 068 713,00;131 023,00;3,22
418;-11;Русский Трастовый Банк;1139;Москва и обл.;4 152 991,00;4 455 122,00;-302 131,00;-6,78
419;0;Руссобанк;2313;Москва и обл.;4 142 079,00;4 160 530,00;-18 451,00;-0,44
420;9;Народный Доверительный Банк;2374;Москва и обл.;4 129 385,00;4 005 917,00;123 468,00;3,08
421;-5;Кроссинвестбанк;2849;Москва и обл.;4 083 464,00;4 214 245,00;-130 781,00;-3,10
422;6;Роял Кредит Банк;783;Хабаровский край;4 034 188,00;4 044 562,00;-10 374,00;-0,26
423;33;Итуруп;2390;Сахалинская обл.;4 031 409,00;3 372 951,00;658 458,00;19,52
424;1;Лесбанк;1598;Москва и обл.;4 024 802,00;4 088 418,00;-63 616,00;-1,56
425;-2;Кузнецкий;609;Пензенская обл.;4 021 586,00;4 098 923,00;-77 337,00;-1,89
426;-2;Сибнефтебанк;385;Тюменская обл.;4 009 506,00;4 092 272,00;-82 766,00;-2,02
427;3;Земский Банк;2900;Самарская обл.;4 008 207,00;3 995 226,00;12 981,00;0,32
428;7;Горбанк;2982;Санкт-Петербург и обл.;4 000 477,00;3 914 984,00;85 493,00;2,18
429;8;Ермак;1809;Тюменская обл.;3 993 878,00;3 878 186,00;115 692,00;2,98
430;1;Реалист Банк;1067;Иркутская обл.;3 968 895,00;3 969 268,00;-373,00;-0,01
431;16;Витабанк;356;Санкт-Петербург и обл.;3 951 376,00;3 618 351,00;333 025,00;9,20
432;-14;Профит Банк;3234;Москва и обл.;3 948 516,00;4 167 982,00;-219 466,00;-5,27
433;0;Мираф-Банк;2244;Омская обл.;3 941 185,00;3 947 688,00;-6 503,00;-0,16
434;-2;Банк Экономический Союз;2798;Москва и обл.;3 937 995,00;3 962 738,00;-24 743,00;-0,62
435;4;Нейва;1293;Свердловская обл.;3 937 311,00;3 842 476,00;94 835,00;2,47
436;-2;Форус Банк;3457;Нижегородская обл.;3 884 916,00;3 933 990,00;-49 074,00;-1,25
437;1;Кошелев-Банк;3300;Самарская обл.;3 859 178,00;3 876 449,00;-17 271,00;-0,45
438;6;ИТ Банк;2609;Омская обл.;3 856 940,00;3 719 813,00;137 127,00;3,69
439;3;Еврокредит;2957;Москва и обл.;3 794 630,00;3 767 461,00;27 169,00;0,72
440;6;Промсельхозбанк;538;Москва и обл.;3 748 298,00;3 686 714,00;61 584,00;1,67
441;4;Воронеж;654;Воронежская обл.;3 681 237,00;3 703 679,00;-22 442,00;-0,61
442;-6;Мастер-Капитал;3011;Москва и обл.;3 678 839,00;3 914 879,00;-236 040,00;-6,03
443;6;Коммерческий Индо Банк;3446;Москва и обл.;3 658 708,00;3 585 220,00;73 488,00;2,05
444;-27;Бланк Банк;2368;Москва и обл.;3 654 435,00;4 175 789,00;-521 354,00;-12,49
445;-2;Церих;3278;Орловская обл.;3 652 028,00;3 752 303,00;-100 275,00;-2,67
446;-5;Финансово-Промышленный Капитал;3295;Москва и обл.;3 628 109,00;3 771 658,00;-143 549,00;-3,81
447;8;Океан Банк;1697;Москва и обл.;3 534 912,00;3 380 667,00;154 245,00;4,56
448;6;Уссури;596;Хабаровский край;3 496 111,00;3 385 816,00;110 295,00;3,26
449;14;Гагаринский;606;Москва и обл.;3 436 001,00;3 235 012,00;200 989,00;6,21
450;8;Профессионал Банк;2471;Москва и обл.;3 432 534,00;3 369 841,00;62 693,00;1,86
451;-3;Крыловский;456;Краснодарский край;3 416 717,00;3 605 341,00;-188 624,00;-5,23
452;13;Новое Время;3492;Москва и обл.;3 409 443,00;3 192 984,00;216 459,00;6,78
453;9;Камчаткомагропромбанк;545;Камчатская обл.;3 397 117,00;3 241 691,00;155 426,00;4,79
454;-14;Бест Эффортс Банк;435;Москва и обл.;3 369 122,00;3 802 575,00;-433 453,00;-11,40
455;-3;Ваш Личный Банк;1222;Иркутская обл.;3 356 177,00;3 454 617,00;-98 440,00;-2,85
456;11;НБК-Банк;3283;Москва и обл.;3 349 220,00;3 190 254,00;158 966,00;4,98
457;0;Живаго Банк;2065;Рязанская обл.;3 338 908,00;3 371 180,00;-32 272,00;-0,96
458;1;Алтайкапиталбанк;2659;Алтайский край;3 328 805,00;3 358 593,00;-29 788,00;-0,89
459;9;Витязь;2890;Москва и обл.;3 308 094,00;3 153 856,00;154 238,00;4,89
460;1;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 291 352,00;3 267 269,00;24 083,00;0,74
461;-10;Венец;524;Ульяновская обл.;3 288 357,00;3 482 646,00;-194 289,00;-5,58
462;4;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;3 251 536,00;3 192 906,00;58 630,00;1,84
463;-13;Профессионал Банк;3296;Москва и обл.;3 221 800,00;3 519 381,00;-297 581,00;-8,46
464;0;Вологжанин;1896;Вологодская обл.;3 218 069,00;3 210 812,00;7 257,00;0,23
465;6;НОКССбанк;3202;Волгоградская обл.;3 202 121,00;3 074 119,00;128 002,00;4,16
466;-6;РБА;3413;Москва и обл.;3 198 676,00;3 285 795,00;-87 119,00;-2,65
467;7;Долинск;857;Сахалинская обл.;3 192 686,00;3 049 235,00;143 451,00;4,70
468;21;РТС-Банк;3401;Самарская обл.;3 190 722,00;2 841 724,00;348 998,00;12,28
469;1;Аксонбанк;680;Костромская обл.;3 173 188,00;3 081 824,00;91 364,00;2,96
470;-17;Элита;1399;Калужская обл.;3 146 367,00;3 412 824,00;-266 457,00;-7,81
471;7;Интерактивный Банк;3378;Москва и обл.;3 125 366,00;2 977 396,00;147 970,00;4,97
472;1;Интеркредит;3047;Москва и обл.;3 085 360,00;3 055 620,00;29 740,00;0,97
473;-1;Уралпромбанк;2964;Челябинская обл.;3 076 878,00;3 058 373,00;18 505,00;0,61
474;5;Гринфилдбанк;2711;Москва и обл.;3 071 657,00;2 976 568,00;95 089,00;3,19
475;1;Агророс;2860;Саратовская обл.;3 022 351,00;3 003 186,00;19 165,00;0,64
476;10;Крокус-Банк;2682;Москва и обл.;2 969 367,00;2 874 966,00;94 401,00;3,28
477;-8;МС Банк Рус;2789;Москва и обл.;2 959 392,00;3 146 810,00;-187 418,00;-5,96
478;10;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 914 188,00;2 862 871,00;51 317,00;1,79
479;11;Костромаселькомбанк;1115;Костромская обл.;2 911 462,00;2 839 581,00;71 881,00;2,53
480;-5;Айви Банк;2055;Москва и обл.;2 904 767,00;3 026 373,00;-121 606,00;-4,02
481;4;Енисей;474;Красноярский край;2 901 303,00;2 885 505,00;15 798,00;0,55
482;-2;ИСБ;3010;Москва и обл.;2 895 342,00;2 964 115,00;-68 773,00;-2,32
483;16;Преодоление;2649;Москва и обл.;2 882 546,00;2 633 402,00;249 144,00;9,46
484;-1;Универсальный Кредит;2903;Москва и обл.;2 881 294,00;2 905 794,00;-24 500,00;-0,84
485;6;Ринвестбанк;3262;Рязанская обл.;2 856 582,00;2 819 226,00;37 356,00;1,33
486;-9;Газтрансбанк;665;Адыгея;2 850 051,00;2 993 472,00;-143 421,00;-4,79
487;7;МФБанк;3163;Москва и обл.;2 846 071,00;2 763 127,00;82 944,00;3,00
488;5;Таурус Банк;655;Москва и обл.;2 811 101,00;2 771 525,00;39 576,00;1,43
489;9;Капитал;575;Москва и обл.;2 792 897,00;2 676 702,00;116 195,00;4,34
490;-8;Столичный Кредит;2853;Москва и обл.;2 780 540,00;2 910 109,00;-129 569,00;-4,45
491;19;Юнистрим;3467;Москва и обл.;2 755 903,00;2 540 389,00;215 514,00;8,48
492;5;Кубанский Универсальный Банк;2898;Краснодарский край;2 741 837,00;2 695 929,00;45 908,00;1,70
493;8;Росбизнесбанк;1405;Москва и обл.;2 722 484,00;2 625 496,00;96 988,00;3,69
494;15;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 697 916,00;2 543 993,00;153 923,00;6,05
495;7;Мегаполис;3265;Чувашия;2 681 787,00;2 624 005,00;57 782,00;2,20
496;-4;Финтрастбанк;3104;Москва и обл.;2 678 940,00;2 781 330,00;-102 390,00;-3,68
497;23;Донхлеббанк;2285;Ростовская обл.;2 673 813,00;2 424 122,00;249 691,00;10,30
498;-3;Лайтбанк;3177;Москва и обл.;2 667 517,00;2 755 805,00;-88 288,00;-3,20
499;23;Мурманский Расчетный Центр;3341;Мурманская обл.;2 667 491,00;2 411 008,00;256 483,00;10,64
500;-16;Евроальянс;1781;Ивановская обл.;2 665 322,00;2 896 297,00;-230 975,00;-7,97
501;10;Выборг-Банк;720;Санкт-Петербург и обл.;2 622 807,00;2 526 513,00;96 294,00;3,81
502;-6;Донинвест;1617;Ростовская обл.;2 612 412,00;2 730 310,00;-117 898,00;-4,32
503;29;Рапида;3371;Москва и обл.;2 589 179,00;2 304 929,00;284 250,00;12,33
504;-1;Тульский Промышленник;2382;Тульская обл.;2 588 141,00;2 612 132,00;-23 991,00;-0,92
505;-5;Богородский Муниципальный Банк;2992;Москва и обл.;2 587 598,00;2 626 307,00;-38 709,00;-1,47
506;7;Сибэс;208;Омская обл.;2 580 294,00;2 497 792,00;82 502,00;3,30
507;313;Арсенал;3000;Москва и обл.;2 577 752,00;305 450,00;2 272 302,00;743,92
508;4;Национальный Корпоративный Банк;3422;Москва и обл.;2 575 051,00;2 524 228,00;50 823,00;2,01
509;16;Богородский;1277;Нижегородская обл.;2 558 054,00;2 394 606,00;163 448,00;6,83
510;11;Сириус;3506;Омская обл.;2 547 820,00;2 417 721,00;130 099,00;5,38
511;-5;Зираат Банк;2559;Москва и обл.;2 541 135,00;2 581 476,00;-40 341,00;-1,56
512;29;Межбанковский Кредитный Союз;3242;Москва и обл.;2 523 603,00;2 192 056,00;331 547,00;15,12
513;-9;Братский АНКБ;1144;Иркутская обл.;2 507 953,00;2 607 201,00;-99 248,00;-3,81
514;10;РСКБ;2050;Москва и обл.;2 502 630,00;2 407 742,00;94 888,00;3,94
515;-7;Объединенный Резервный Банк;937;Москва и обл.;2 493 865,00;2 547 527,00;-53 662,00;-2,11
516;-2;Русский Национальный Банк;469;Ростовская обл.;2 474 181,00;2 482 922,00;-8 741,00;-0,35
517;-12;Апабанк;2404;Москва и обл.;2 468 214,00;2 587 542,00;-119 328,00;-4,61
518;8;Иваново;1763;Ивановская обл.;2 456 056,00;2 388 737,00;67 319,00;2,82
519;-1;Радиотехбанк;1166;Нижегородская обл.;2 436 139,00;2 433 322,00;2 817,00;0,12
520;-33;Приоритет;3135;Самарская обл.;2 417 117,00;2 864 970,00;-447 853,00;-15,63
521;44;Первый Клиентский Банк;3436;Москва и обл.;2 411 809,00;1 963 027,00;448 782,00;22,86
522;-3;Крона-Банк;2499;Иркутская обл.;2 405 497,00;2 425 525,00;-20 028,00;-0,83
523;8;Заубер Банк;1614;Санкт-Петербург и обл.;2 378 812,00;2 313 378,00;65 434,00;2,83
524;-8;Бинбанк Сургут;1701;Тюменская обл.;2 375 411,00;2 444 428,00;-69 017,00;-2,82
525;4;Резерв;2364;Челябинская обл.;2 372 488,00;2 362 902,00;9 586,00;0,41
526;1;Национальный Банк Сбережений;1949;Ивановская обл.;2 345 783,00;2 377 577,00;-31 794,00;-1,34
527;-12;Татагропромбанк;728;Татарстан;2 344 893,00;2 458 941,00;-114 048,00;-4,64
