Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2014, тыс. рублей;Апрель, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;-31;Эс-Би-Ай Банк;3185;Москва и обл.;10 586 639,00;13 276 951,00;-2 690 312,00;-20,26
260;-6;Банк24.ру;2227;Свердловская обл.;10 586 285,00;11 009 556,00;-423 271,00;-3,84
261;6;Солид Банк;1329;Камчатская обл.;10 524 784,00;10 453 730,00;71 054,00;0,68
262;1;Стратегия;2801;Москва и обл.;10 428 871,00;10 605 346,00;-176 475,00;-1,66
263;-5;Кредит-Москва;5;Москва и обл.;10 425 857,00;10 784 133,00;-358 276,00;-3,32
264;8;Татсоцбанк;480;Татарстан;10 375 218,00;9 880 281,00;494 937,00;5,01
265;5;ОПМ-Банк;2734;Москва и обл.;10 354 392,00;10 209 544,00;144 848,00;1,42
266;-10;Прио-Внешторгбанк;212;Рязанская обл.;10 310 627,00;10 850 962,00;-540 335,00;-4,98
267;-3;Компания Розничного Кредитования;3385;Москва и обл.;10 285 816,00;10 529 215,00;-243 399,00;-2,31
268;-2;Мир Бизнес Банк;3396;Москва и обл.;10 225 075,00;10 477 494,00;-252 419,00;-2,41
269;-4;Международный Акционерный Банк;1987;Москва и обл.;10 103 810,00;10 506 373,00;-402 563,00;-3,83
270;3;Банк Расчетов и Сбережений;2617;Москва и обл.;9 941 065,00;9 872 371,00;68 694,00;0,70
271;-2;Нефтяной Альянс;2859;Москва и обл.;9 921 621,00;10 248 248,00;-326 627,00;-3,19
272;-1;Энергомашбанк;52;Санкт-Петербург и обл.;9 890 001,00;10 124 873,00;-234 872,00;-2,32
273;1;Банк Жилищного Финансирования;3138;Москва и обл.;9 627 930,00;9 581 830,00;46 100,00;0,48
274;2;Промсбербанк;1043;Москва и обл.;9 454 670,00;9 351 224,00;103 446,00;1,11
275;2;НИКО-Банк;702;Оренбургская обл.;9 421 627,00;9 233 085,00;188 542,00;2,04
276;2;Европейский;1616;Калининградская обл.;9 207 866,00;9 128 190,00;79 676,00;0,87
277;13;Ишбанк;2867;Москва и обл.;8 995 426,00;8 436 956,00;558 470,00;6,62
278;4;КС Банк;1752;Мордовия;8 965 885,00;8 868 607,00;97 278,00;1,10
279;4;РусЮгбанк;2093;Волгоградская обл.;8 789 522,00;8 839 401,00;-49 879,00;-0,56
280;9;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 737 566,00;8 449 833,00;287 733,00;3,41
281;7;Евромет;2902;Москва и обл.;8 576 388,00;8 478 965,00;97 423,00;1,15
282;4;Руснарбанк;3403;Москва и обл.;8 473 190,00;8 563 991,00;-90 801,00;-1,06
283;1;Углеметбанк;2997;Челябинская обл.;8 448 741,00;8 820 564,00;-371 823,00;-4,22
284;-4;Навигатор;2469;Москва и обл.;8 359 610,00;9 052 816,00;-693 206,00;-7,66
285;11;Кубаньторгбанк;478;Краснодарский край;8 358 634,00;8 123 369,00;235 265,00;2,90
286;17;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;8 298 843,00;7 869 605,00;429 238,00;5,45
287;-8;Адмиралтейский;3054;Москва и обл.;8 294 928,00;9 057 996,00;-763 068,00;-8,42
288;-7;Бенифит-Банк;3229;Москва и обл.;8 273 430,00;8 869 835,00;-596 405,00;-6,72
289;3;Нижневолжский Коммерческий Банк;931;Саратовская обл.;8 193 760,00;8 382 300,00;-188 540,00;-2,25
290;-3;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;8 184 003,00;8 482 556,00;-298 553,00;-3,52
291;10;Белгородсоцбанк;760;Белгородская обл.;8 031 760,00;7 920 681,00;111 079,00;1,40
292;-7;Миллениум Банк;3423;Москва и обл.;7 954 375,00;8 621 666,00;-667 291,00;-7,74
293;5;Роспромбанк;3204;Москва и обл.;7 939 107,00;8 051 097,00;-111 990,00;-1,39
294;10;Рускобанк;138;Санкт-Петербург и обл.;7 937 216,00;7 857 685,00;79 531,00;1,01
295;2;Новопокровский;467;Краснодарский край;7 935 349,00;8 095 910,00;-160 561,00;-1,98
296;-3;Промтрансбанк;2638;Башкортостан;7 864 145,00;8 269 405,00;-405 260,00;-4,90
297;-3;Финам Банк;2799;Москва и обл.;7 784 778,00;8 160 560,00;-375 782,00;-4,60
298;13;Московский Нефтехимический Банк;1411;Москва и обл.;7 766 359,00;7 621 733,00;144 626,00;1,90
299;-4;Нефтепромбанк;2156;Москва и обл.;7 700 152,00;8 142 852,00;-442 700,00;-5,44
300;8;Экспресс-Кредит;210;Москва и обл.;7 692 904,00;7 694 415,00;-1 511,00;-0,02
301;22;2Т Банк;625;Москва и обл.;7 681 000,00;7 262 283,00;418 717,00;5,77
302;-3;ПИР Банк;2655;Москва и обл.;7 679 258,00;7 963 742,00;-284 484,00;-3,57
303;4;Уралкапиталбанк;2519;Башкортостан;7 668 359,00;7 728 137,00;-59 778,00;-0,77
304;1;Снежинский;1376;Челябинская обл.;7 663 115,00;7 834 277,00;-171 162,00;-2,18
305;4;Развитие;2729;Карачаево-Черкесия;7 628 451,00;7 690 900,00;-62 449,00;-0,81
306;14;Ставропольпромстройбанк;1288;Ставропольский край;7 596 736,00;7 411 254,00;185 482,00;2,50
307;-5;Генбанк;2490;Москва и обл.;7 566 450,00;7 897 619,00;-331 169,00;-4,19
308;79;Объединенная Расчетная Система;3342;Москва и обл.;7 560 997,00;5 278 955,00;2 282 042,00;43,23
309;-9;Агросоюз;1459;Москва и обл.;7 533 843,00;7 938 788,00;-404 945,00;-5,10
310;0;Северо-Восточный Альянс;2768;Москва и обл.;7 497 953,00;7 688 043,00;-190 090,00;-2,47
311;-5;Датабанк;646;Удмуртия;7 461 887,00;7 737 244,00;-275 357,00;-3,56
312;3;Волга-Кредит;1153;Самарская обл.;7 461 052,00;7 513 860,00;-52 808,00;-0,70
313;0;Софрино;2972;Москва и обл.;7 438 621,00;7 550 354,00;-111 733,00;-1,48
314;2;Джей энд Ти Банк;3061;Москва и обл.;7 325 520,00;7 504 815,00;-179 295,00;-2,39
315;9;Еврокоммерц;1777;Москва и обл.;7 298 378,00;7 244 192,00;54 186,00;0,75
316;15;Анкор Банк;889;Татарстан;7 283 849,00;6 905 816,00;378 033,00;5,47
317;1;Альба Альянс;2593;Москва и обл.;7 266 060,00;7 429 213,00;-163 153,00;-2,20
318;23;Инбанк;1829;Москва и обл.;7 214 568,00;6 536 106,00;678 462,00;10,38
319;7;УМ-Банк;1441;Свердловская обл.;7 129 870,00;7 208 900,00;-79 030,00;-1,10
320;8;Томскпромстройбанк;1720;Томская обл.;7 127 629,00;7 112 389,00;15 240,00;0,21
321;1;Ренессанс;1939;Москва и обл.;7 089 260,00;7 319 402,00;-230 142,00;-3,14
322;21;Кузнецкий Мост;2254;Москва и обл.;7 059 528,00;6 531 529,00;527 999,00;8,08
323;-4;Славянский Кредит;2960;Москва и обл.;7 029 068,00;7 413 191,00;-384 123,00;-5,18
324;-10;Банк БКФ;2684;Москва и обл.;7 001 287,00;7 546 630,00;-545 343,00;-7,23
325;0;Славия;2664;Москва и обл.;6 984 230,00;7 221 678,00;-237 448,00;-3,29
326;11;Вокбанк;312;Нижегородская обл.;6 950 661,00;6 601 250,00;349 411,00;5,29
327;3;Русский Торговый Банк;2842;Москва и обл.;6 941 120,00;6 924 228,00;16 892,00;0,24
328;235;РНКБ;1354;Москва и обл.;6 891 144,00;2 154 174,00;4 736 970,00;219,90
329;96;Руссобанк;2313;Москва и обл.;6 878 796,00;4 427 990,00;2 450 806,00;55,35
330;-3;ФДБ;3071;Москва и обл.;6 872 724,00;7 140 202,00;-267 478,00;-3,75
331;5;Бинбанк Тверь;777;Тверская обл.;6 790 338,00;6 622 475,00;167 863,00;2,53
332;-41;Международный Банк Развития;2704;Москва и обл.;6 747 581,00;8 436 293,00;-1 688 712,00;-20,02
333;14;Инвестиционный Союз;637;Москва и обл.;6 730 000,00;6 400 311,00;329 689,00;5,15
334;4;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 728 539,00;6 599 822,00;128 717,00;1,95
335;7;Трансстройбанк;2807;Москва и обл.;6 690 189,00;6 534 744,00;155 445,00;2,38
336;-7;Ассоциация;732;Нижегородская обл.;6 681 277,00;7 040 023,00;-358 746,00;-5,10
337;-4;Юг-Инвестбанк;2772;Краснодарский край;6 655 189,00;6 727 884,00;-72 695,00;-1,08
338;2;Банк Инноваций и Развития;2647;Москва и обл.;6 590 442,00;6 539 621,00;50 821,00;0,78
339;6;Спецсетьстройбанк;3062;Москва и обл.;6 551 781,00;6 438 748,00;113 033,00;1,76
340;8;Бинбанк Мурманск;1276;Мурманская обл.;6 518 983,00;6 370 450,00;148 533,00;2,33
341;3;Новый Московский Банк;2932;Москва и обл.;6 503 797,00;6 444 293,00;59 504,00;0,92
342;-3;Русь;704;Оренбургская обл.;6 497 938,00;6 548 111,00;-50 173,00;-0,77
343;-26;Ури Банк;3479;Москва и обл.;6 467 160,00;7 450 929,00;-983 769,00;-13,20
344;-23;Голдман Сакс Банк;3490;Москва и обл.;6 398 340,00;7 340 801,00;-942 461,00;-12,84
345;-13;Банк БФТ;2273;Москва и обл.;6 366 938,00;6 760 689,00;-393 751,00;-5,82
346;4;Бинбанк Столица;3052;Москва и обл.;6 362 511,00;6 205 897,00;156 614,00;2,52
347;9;Актив Банк;2529;Мордовия;6 237 912,00;6 056 852,00;181 060,00;2,99
348;7;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 210 913,00;6 071 704,00;139 209,00;2,29
349;-3;РАМ Банк;3480;Москва и обл.;6 173 188,00;6 409 980,00;-236 792,00;-3,69
350;10;Эргобанк;2856;Москва и обл.;5 984 767,00;5 896 246,00;88 521,00;1,50
351;7;Северный Народный Банк;2721;Коми;5 980 260,00;5 942 439,00;37 821,00;0,64
352;5;Экономикс-Банк;2136;Москва и обл.;5 934 120,00;6 053 294,00;-119 174,00;-1,97
353;1;Банк Казани;708;Татарстан;5 929 410,00;6 074 101,00;-144 691,00;-2,38
354;-19;Финанс Бизнес Банк;520;Краснодарский край;5 916 174,00;6 707 573,00;-791 399,00;-11,80
355;-4;Таатта;1249;Саха (Якутия);5 900 184,00;6 202 158,00;-301 974,00;-4,87
356;11;Эл Банк;1025;Самарская обл.;5 897 250,00;5 783 593,00;113 657,00;1,97
357;-5;Век;2299;Москва и обл.;5 866 148,00;6 138 119,00;-271 971,00;-4,43
358;20;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 858 502,00;5 472 744,00;385 758,00;7,05
359;2;Кранбанк;2271;Ивановская обл.;5 827 462,00;5 894 507,00;-67 045,00;-1,14
360;-7;Вега-Банк;3270;Москва и обл.;5 809 857,00;6 107 977,00;-298 120,00;-4,88
361;10;Банк на Красных Воротах;2472;Москва и обл.;5 800 244,00;5 626 733,00;173 511,00;3,08
362;-3;Финансовый Стандарт;1053;Москва и обл.;5 693 598,00;5 897 744,00;-204 146,00;-3,46
363;3;Торгово-Строительный Банк;1250;Москва и обл.;5 585 830,00;5 836 210,00;-250 380,00;-4,29
364;-2;Автоградбанк;1455;Татарстан;5 572 760,00;5 892 687,00;-319 927,00;-5,43
365;8;Невский Банк;1068;Санкт-Петербург и обл.;5 513 097,00;5 581 010,00;-67 913,00;-1,22
366;9;Северный Кредит;2398;Вологодская обл.;5 509 382,00;5 546 064,00;-36 682,00;-0,66
367;7;Эксперт Банк;2949;Омская обл.;5 406 571,00;5 548 437,00;-141 866,00;-2,56
368;2;Донкомбанк;492;Ростовская обл.;5 393 096,00;5 661 449,00;-268 353,00;-4,74
369;12;Горбанк;2982;Санкт-Петербург и обл.;5 390 554,00;5 438 045,00;-47 491,00;-0,87
370;9;Камский Коммерческий Банк;438;Татарстан;5 340 096,00;5 457 797,00;-117 701,00;-2,16
371;-6;Проминвестбанк;2433;Москва и обл.;5 299 099,00;5 879 108,00;-580 009,00;-9,87
372;-9;Ю Би Эс Банк;3463;Москва и обл.;5 298 823,00;5 885 108,00;-586 285,00;-9,96
373;-4;Нэклис-Банк;1671;Москва и обл.;5 280 586,00;5 681 120,00;-400 534,00;-7,05
374;-6;Банк Торгового Финансирования;1982;Москва и обл.;5 276 961,00;5 696 143,00;-419 182,00;-7,36
375;15;Чувашкредитпромбанк;1280;Чувашия;5 255 671,00;5 220 785,00;34 886,00;0,67
376;0;Региональный Банк Развития;2782;Башкортостан;5 228 317,00;5 523 032,00;-294 715,00;-5,34
377;15;Юникорбанк;2586;Москва и обл.;5 224 959,00;5 173 103,00;51 856,00;1,00
378;-1;Азия-Инвест Банк;3303;Москва и обл.;5 213 811,00;5 478 354,00;-264 543,00;-4,83
379;9;Сибсоцбанк;2015;Алтайский край;5 207 899,00;5 234 736,00;-26 837,00;-0,51
380;17;Тюменьагропромбанк;917;Тюменская обл.;5 204 586,00;5 008 604,00;195 982,00;3,91
381;52;Платина;2347;Москва и обл.;5 166 684,00;4 278 113,00;888 571,00;20,77
382;4;Банкхаус Эрбе;1717;Москва и обл.;5 114 803,00;5 302 949,00;-188 146,00;-3,55
383;-11;Банк Заречье;817;Татарстан;5 114 736,00;5 605 085,00;-490 349,00;-8,75
384;-1;Международный Коммерческий Банк;2524;Москва и обл.;5 114 310,00;5 350 231,00;-235 921,00;-4,41
385;4;Промэнергобанк;2728;Вологодская обл.;5 110 759,00;5 227 715,00;-116 956,00;-2,24
386;-22;МАК-Банк;1088;Москва и обл.;5 104 710,00;5 881 340,00;-776 630,00;-13,20
387;7;Москва-Сити;3247;Москва и обл.;5 081 335,00;5 121 587,00;-40 252,00;-0,79
388;-8;Зенит Сочи;232;Краснодарский край;5 073 654,00;5 445 243,00;-371 589,00;-6,82
389;-7;Банк ИТБ;3128;Москва и обл.;5 058 286,00;5 367 749,00;-309 463,00;-5,77
390;11;Бинбанк Смоленск;1957;Смоленская обл.;5 029 003,00;4 925 176,00;103 827,00;2,11
391;-7;Объединенный Кредитный Банк;1118;Владимирская обл.;5 024 549,00;5 338 056,00;-313 507,00;-5,87
392;-1;Национальный Залоговый Банк;2944;Москва и обл.;5 005 908,00;5 210 033,00;-204 125,00;-3,92
393;5;Межтрастбанк;2493;Москва и обл.;4 970 186,00;5 008 217,00;-38 031,00;-0,76
394;5;Хакасский Муниципальный Банк;1049;Хакасия;4 965 301,00;4 966 652,00;-1 351,00;-0,03
395;0;Зернобанк;2337;Алтайский край;4 933 091,00;5 111 818,00;-178 727,00;-3,50
396;12;Экси-Банк;2530;Санкт-Петербург и обл.;4 905 905,00;4 819 005,00;86 900,00;1,80
397;-12;Замоскворецкий;1640;Москва и обл.;4 848 052,00;5 323 723,00;-475 671,00;-8,93
398;4;ВостСибтранскомбанк;2731;Иркутская обл.;4 813 551,00;4 896 699,00;-83 148,00;-1,70
399;-6;Мосуралбанк;2468;Москва и обл.;4 750 153,00;5 162 536,00;-412 383,00;-7,99
400;12;Газстройбанк;2919;Москва и обл.;4 744 821,00;4 757 360,00;-12 539,00;-0,26
401;-1;Промрегионбанк;2123;Томская обл.;4 738 132,00;4 929 249,00;-191 117,00;-3,88
402;4;Дагэнергобанк;3286;Дагестан;4 717 227,00;4 832 473,00;-115 246,00;-2,38
403;6;Верхневолжский;1084;Ярославская обл.;4 667 308,00;4 808 223,00;-140 915,00;-2,93
404;-1;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 662 402,00;4 885 792,00;-223 390,00;-4,57
405;14;Синко-Банк;2838;Москва и обл.;4 631 078,00;4 556 131,00;74 947,00;1,64
406;-10;Стройлесбанк;2995;Тюменская обл.;4 612 960,00;5 044 254,00;-431 294,00;-8,55
407;7;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 562 898,00;4 708 338,00;-145 440,00;-3,09
408;-1;Банк Кремлевский;2905;Москва и обл.;4 557 819,00;4 832 236,00;-274 417,00;-5,68
409;12;Союзный;3236;Москва и обл.;4 516 004,00;4 518 801,00;-2 797,00;-0,06
410;3;Сибнефтебанк;385;Тюменская обл.;4 488 123,00;4 711 874,00;-223 751,00;-4,75
411;12;Реалист Банк;1067;Иркутская обл.;4 487 697,00;4 457 286,00;30 411,00;0,68
412;6;Банк Развития Технологий;3441;Москва и обл.;4 457 652,00;4 567 942,00;-110 290,00;-2,41
413;7;Бланк Банк;2368;Москва и обл.;4 455 970,00;4 537 508,00;-81 538,00;-1,80
414;8;Межрегиональный промышленно-строительный банк;752;Мордовия;4 444 609,00;4 506 368,00;-61 759,00;-1,37
415;23;Милбанк;3256;Москва и обл.;4 414 826,00;4 136 388,00;278 438,00;6,73
416;10;Банк Раунд;2506;Москва и обл.;4 413 415,00;4 402 470,00;10 945,00;0,25
417;-2;Лесбанк;1598;Москва и обл.;4 407 719,00;4 680 471,00;-272 752,00;-5,83
418;-8;Оргбанк;3312;Москва и обл.;4 394 434,00;4 777 640,00;-383 206,00;-8,02
419;9;Идея Банк;430;Краснодарский край;4 375 298,00;4 368 891,00;6 407,00;0,15
420;-4;Кроссинвестбанк;2849;Москва и обл.;4 351 651,00;4 678 760,00;-327 109,00;-6,99
421;14;Енисейский Объединенный Банк;2645;Красноярский край;4 334 702,00;4 246 147,00;88 555,00;2,09
422;5;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 321 446,00;4 384 570,00;-63 124,00;-1,44
423;1;Риабанк;3434;Москва и обл.;4 320 324,00;4 455 233,00;-134 909,00;-3,03
424;5;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;4 318 056,00;4 337 071,00;-19 015,00;-0,44
425;6;Русский Трастовый Банк;1139;Москва и обл.;4 306 976,00;4 330 280,00;-23 304,00;-0,54
426;4;Новобанк;1352;Новгородская обл.;4 306 729,00;4 331 821,00;-25 092,00;-0,58
427;7;Консервативный Коммерческий Банк;1087;Астраханская обл.;4 252 977,00;4 273 759,00;-20 782,00;-0,49
428;-23;Итуруп;2390;Сахалинская обл.;4 248 261,00;4 870 803,00;-622 542,00;-12,78
429;16;Сити Инвест Банк;3194;Санкт-Петербург и обл.;4 221 871,00;3 901 057,00;320 814,00;8,22
430;10;Кузнецкий;609;Пензенская обл.;4 141 016,00;4 113 253,00;27 763,00;0,67
431;11;Профит Банк;3234;Москва и обл.;4 099 633,00;4 086 169,00;13 464,00;0,33
432;15;Мастер-Капитал;3011;Москва и обл.;4 069 971,00;3 810 467,00;259 504,00;6,81
433;-1;Нейва;1293;Свердловская обл.;4 055 890,00;4 304 767,00;-248 877,00;-5,78
434;7;Роял Кредит Банк;783;Хабаровский край;4 040 262,00;4 095 633,00;-55 371,00;-1,35
435;21;Народный Доверительный Банк;2374;Москва и обл.;4 020 095,00;3 617 962,00;402 133,00;11,11
436;7;Московский Коммерческий Банк;3172;Москва и обл.;4 015 609,00;4 042 336,00;-26 727,00;-0,66
437;7;Банк Экономический Союз;2798;Москва и обл.;4 008 685,00;4 026 525,00;-17 840,00;-0,44
438;-2;ИТ Банк;2609;Омская обл.;3 990 272,00;4 207 586,00;-217 314,00;-5,16
439;-2;Конфидэнс Банк;970;Костромская обл.;3 924 903,00;4 201 211,00;-276 308,00;-6,58
440;9;Земский Банк;2900;Самарская обл.;3 876 161,00;3 769 638,00;106 523,00;2,83
441;-2;Ермак;1809;Тюменская обл.;3 864 392,00;4 118 362,00;-253 970,00;-6,17
442;32;Торговый Городской Банк;3180;Тверская обл.;3 849 181,00;3 218 522,00;630 659,00;19,59
443;3;Еврокредит;2957;Москва и обл.;3 844 159,00;3 888 901,00;-44 742,00;-1,15
444;-40;Церих;3278;Орловская обл.;3 762 645,00;4 882 544,00;-1 119 899,00;-22,94
445;15;Крыловский;456;Краснодарский край;3 758 580,00;3 496 728,00;261 852,00;7,49
446;5;Промсельхозбанк;538;Москва и обл.;3 741 952,00;3 685 247,00;56 705,00;1,54
447;6;Леноблбанк;1003;Санкт-Петербург и обл.;3 669 052,00;3 632 827,00;36 225,00;1,00
448;39;Витязь;2890;Москва и обл.;3 650 998,00;3 021 910,00;629 088,00;20,82
449;9;Профессионал Банк;3296;Москва и обл.;3 609 288,00;3 572 743,00;36 545,00;1,02
450;11;Форус Банк;3457;Нижегородская обл.;3 569 554,00;3 465 143,00;104 411,00;3,01
451;3;Коммерческий Индо Банк;3446;Москва и обл.;3 537 011,00;3 629 358,00;-92 347,00;-2,54
452;3;Финансово-Промышленный Капитал;3295;Москва и обл.;3 532 521,00;3 620 040,00;-87 519,00;-2,42
453;10;Интерактивный Банк;3378;Москва и обл.;3 469 573,00;3 435 494,00;34 079,00;0,99
454;-37;Витабанк;356;Санкт-Петербург и обл.;3 422 484,00;4 665 354,00;-1 242 870,00;-26,64
455;4;РБА;3413;Москва и обл.;3 409 532,00;3 497 924,00;-88 392,00;-2,53
456;10;Мираф-Банк;2244;Омская обл.;3 395 029,00;3 344 268,00;50 761,00;1,52
457;10;Ваш Личный Банк;1222;Иркутская обл.;3 338 519,00;3 342 195,00;-3 676,00;-0,11
458;-6;Интеркредит;3047;Москва и обл.;3 329 632,00;3 682 612,00;-352 980,00;-9,59
459;5;Алтайкапиталбанк;2659;Алтайский край;3 312 843,00;3 404 017,00;-91 174,00;-2,68
460;12;Воронеж;654;Воронежская обл.;3 311 674,00;3 238 904,00;72 770,00;2,25
461;1;Камчаткомагропромбанк;545;Камчатская обл.;3 273 460,00;3 443 404,00;-169 944,00;-4,94
462;17;Кошелев-Банк;3300;Самарская обл.;3 270 382,00;3 180 832,00;89 550,00;2,82
463;14;Владпромбанк;870;Владимирская обл.;3 262 839,00;3 198 145,00;64 694,00;2,02
464;14;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;3 260 626,00;3 182 632,00;77 994,00;2,45
465;-15;МС Банк Рус;2789;Москва и обл.;3 254 271,00;3 763 299,00;-509 028,00;-13,53
466;7;Уссури;596;Хабаровский край;3 251 778,00;3 219 085,00;32 693,00;1,02
467;3;Живаго Банк;2065;Рязанская обл.;3 250 624,00;3 251 463,00;-839,00;-0,03
468;0;Венец;524;Ульяновская обл.;3 247 180,00;3 261 834,00;-14 654,00;-0,45
469;52;Новое Время;3492;Москва и обл.;3 225 735,00;2 550 528,00;675 207,00;26,47
470;1;Профессионал Банк;2471;Москва и обл.;3 172 206,00;3 249 856,00;-77 650,00;-2,39
471;-23;Финансовый Капитал;3288;Санкт-Петербург и обл.;3 163 860,00;3 795 854,00;-631 994,00;-16,65
472;-7;Универсальный Кредит;2903;Москва и обл.;3 142 129,00;3 364 065,00;-221 936,00;-6,60
473;8;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 133 089,00;3 070 077,00;63 012,00;2,05
474;21;Агророс;2860;Саратовская обл.;3 099 112,00;2 920 050,00;179 062,00;6,13
475;10;НБК-Банк;3283;Москва и обл.;3 096 638,00;3 050 735,00;45 903,00;1,50
476;8;Вологжанин;1896;Вологодская обл.;3 076 233,00;3 051 556,00;24 677,00;0,81
477;13;Уралпромбанк;2964;Челябинская обл.;3 061 545,00;2 952 694,00;108 851,00;3,69
478;11;РТС-Банк;3401;Самарская обл.;3 034 845,00;2 973 719,00;61 126,00;2,06
479;-4;Океан Банк;1697;Москва и обл.;3 001 990,00;3 200 702,00;-198 712,00;-6,21
480;2;Лайтбанк;3177;Москва и обл.;2 993 744,00;3 061 718,00;-67 974,00;-2,22
481;12;Аксонбанк;680;Костромская обл.;2 986 146,00;2 921 783,00;64 363,00;2,20
482;37;Газтрансбанк;665;Адыгея;2 981 873,00;2 568 303,00;413 570,00;16,10
483;-14;Долинск;857;Сахалинская обл.;2 954 927,00;3 255 141,00;-300 214,00;-9,22
484;-4;Преодоление;2649;Москва и обл.;2 923 815,00;3 113 340,00;-189 525,00;-6,09
485;-28;Элита;1399;Калужская обл.;2 918 929,00;3 580 914,00;-661 985,00;-18,49
486;5;Приоритет;3135;Самарская обл.;2 900 084,00;2 942 302,00;-42 218,00;-1,43
487;11;НОКССбанк;3202;Волгоградская обл.;2 888 689,00;2 896 285,00;-7 596,00;-0,26
488;9;Костромаселькомбанк;1115;Костромская обл.;2 852 673,00;2 900 955,00;-48 282,00;-1,66
489;14;ЕвроАксис Банк;3273;Москва и обл.;2 848 606,00;2 755 771,00;92 835,00;3,37
490;-2;Гринфилдбанк;2711;Москва и обл.;2 848 426,00;2 995 073,00;-146 647,00;-4,90
491;3;Капитал;575;Москва и обл.;2 837 739,00;2 920 352,00;-82 613,00;-2,83
492;-6;Евроальянс;1781;Ивановская обл.;2 818 438,00;3 027 436,00;-208 998,00;-6,90
493;15;Айви Банк;2055;Москва и обл.;2 801 023,00;2 717 003,00;84 020,00;3,09
494;29;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 789 522,00;2 530 146,00;259 376,00;10,25
495;4;Енисей;474;Красноярский край;2 765 648,00;2 844 753,00;-79 105,00;-2,78
496;-4;Донинвест;1617;Ростовская обл.;2 761 083,00;2 934 235,00;-173 152,00;-5,90
497;32;Констанс-Банк;2228;Санкт-Петербург и обл.;2 756 966,00;2 475 120,00;281 846,00;11,39
498;12;Первый Инвестиционный Банк;604;Москва и обл.;2 702 287,00;2 687 300,00;14 987,00;0,56
499;8;Финтрастбанк;3104;Москва и обл.;2 694 927,00;2 724 348,00;-29 421,00;-1,08
500;0;Русский Национальный Банк;469;Ростовская обл.;2 690 284,00;2 784 989,00;-94 705,00;-3,40
501;12;Бест Эффортс Банк;435;Москва и обл.;2 689 527,00;2 633 515,00;56 012,00;2,13
502;15;ИСБ;3010;Москва и обл.;2 687 612,00;2 594 989,00;92 623,00;3,57
503;31;Столичный Кредит;2853;Москва и обл.;2 661 373,00;2 421 605,00;239 768,00;9,90
504;-2;Мегаполис;3265;Чувашия;2 660 041,00;2 766 740,00;-106 699,00;-3,86
505;17;Кубанский Универсальный Банк;2898;Краснодарский край;2 647 771,00;2 538 921,00;108 850,00;4,29
506;31;Крокус-Банк;2682;Москва и обл.;2 644 389,00;2 396 233,00;248 156,00;10,36
507;2;Российская Финансовая Корпорация;3099;Москва и обл.;2 640 398,00;2 714 208,00;-73 810,00;-2,72
508;-2;Росбизнесбанк;1405;Москва и обл.;2 635 988,00;2 731 103,00;-95 115,00;-3,48
509;6;Диг-Банк;2423;Северная Осетия — Алания;2 589 101,00;2 612 179,00;-23 078,00;-0,88
510;-9;Зираат Банк;2559;Москва и обл.;2 579 994,00;2 771 561,00;-191 567,00;-6,91
511;21;Ринвестбанк;3262;Рязанская обл.;2 572 275,00;2 458 824,00;113 451,00;4,61
512;62;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 569 283,00;2 083 379,00;485 904,00;23,32
513;-2;Бинбанк Сургут;1701;Тюменская обл.;2 565 336,00;2 658 646,00;-93 310,00;-3,51
514;-31;Банк РМП;2574;Москва и обл.;2 565 005,00;3 059 891,00;-494 886,00;-16,17
515;-10;Гагаринский;606;Москва и обл.;2 551 695,00;2 735 981,00;-184 286,00;-6,74
516;19;МФБанк;3163;Москва и обл.;2 531 473,00;2 414 819,00;116 654,00;4,83
517;9;Радиотехбанк;1166;Нижегородская обл.;2 530 959,00;2 507 550,00;23 409,00;0,93
518;-6;Братский АНКБ;1144;Иркутская обл.;2 526 182,00;2 655 484,00;-129 302,00;-4,87
519;8;Таурус Банк;655;Челябинская обл.;2 524 251,00;2 506 246,00;18 005,00;0,72
520;27;Тульский Промышленник;2382;Тульская обл.;2 451 252,00;2 294 152,00;157 100,00;6,85
521;-5;Национальный Банк Сбережений;1949;Ивановская обл.;2 450 599,00;2 595 382,00;-144 783,00;-5,58
522;22;Татагропромбанк;728;Татарстан;2 443 204,00;2 317 278,00;125 926,00;5,43
523;73;Рапида;3371;Москва и обл.;2 439 913,00;1 860 234,00;579 679,00;31,16
