Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2010, тыс. рублей;Январь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
257;12;Новый Московский Банк;2932;Москва и обл.;6 224 740,00;5 932 640,00;292 100,00;4,92
258;-1;Банк Раунд;2506;Москва и обл.;6 205 354,00;6 308 666,00;-103 312,00;-1,64
259;-1;Бинбанк Мурманск;1276;Мурманская обл.;6 163 625,00;6 294 064,00;-130 439,00;-2,07
260;-16;МАК-Банк;1088;Москва и обл.;6 123 996,00;6 727 826,00;-603 830,00;-8,98
261;27;Сибирьгазбанк;3042;Тюменская обл.;6 108 903,00;5 284 762,00;824 141,00;15,59
262;-10;СтарБанк;548;Тюменская обл.;6 082 994,00;6 573 746,00;-490 752,00;-7,47
263;-21;Банк Инноваций и Развития;2647;Москва и обл.;6 075 516,00;6 736 951,00;-661 435,00;-9,82
264;6;Кредит-Москва;5;Москва и обл.;6 065 865,00;5 929 706,00;136 159,00;2,30
265;19;Альба Альянс;2593;Москва и обл.;6 028 047,00;5 432 003,00;596 044,00;10,97
266;7;Русь;704;Оренбургская обл.;5 953 070,00;5 833 108,00;119 962,00;2,06
267;9;Гарант-Инвест;2576;Москва и обл.;5 926 320,00;5 745 536,00;180 784,00;3,15
268;0;Югра;880;Тюменская обл.;5 918 353,00;5 939 586,00;-21 233,00;-0,36
269;-9;Ярсоцбанк;828;Ярославская обл.;5 910 179,00;6 211 669,00;-301 490,00;-4,85
270;4;ББР Банк;2929;Москва и обл.;5 907 513,00;5 771 051,00;136 462,00;2,36
271;-7;Потенциал;1019;Самарская обл.;5 842 231,00;6 055 423,00;-213 192,00;-3,52
272;-5;Вега-Банк;3270;Москва и обл.;5 831 383,00;5 990 032,00;-158 649,00;-2,65
273;-7;Интрастбанк;3144;Москва и обл.;5 791 557,00;5 995 830,00;-204 273,00;-3,41
274;-3;Волго-Камский Банк;282;Самарская обл.;5 778 625,00;5 926 046,00;-147 421,00;-2,49
275;-10;Национальный Банк Развития Бизнеса;2795;Москва и обл.;5 762 812,00;6 049 482,00;-286 670,00;-4,74
276;-17;Образование;1521;Москва и обл.;5 693 870,00;6 244 290,00;-550 420,00;-8,81
277;1;Хованский;2145;Москва и обл.;5 618 616,00;5 668 881,00;-50 265,00;-0,89
278;9;Славянский Кредит;2960;Москва и обл.;5 578 467,00;5 309 256,00;269 211,00;5,07
279;4;КС Банк;1752;Мордовия;5 533 849,00;5 442 059,00;91 790,00;1,69
280;-17;Алеф-Банк;2119;Москва и обл.;5 529 610,00;6 096 296,00;-566 686,00;-9,30
281;1;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;5 458 991,00;5 468 828,00;-9 837,00;-0,18
282;-7;Европейский;1616;Калининградская обл.;5 435 021,00;5 764 613,00;-329 592,00;-5,72
283;8;Евразбанк;1676;Москва и обл.;5 418 734,00;5 193 283,00;225 451,00;4,34
284;-5;Банк Акцепт;567;Новосибирская обл.;5 407 415,00;5 617 965,00;-210 550,00;-3,75
285;-4;Волгопромбанк;701;Волгоградская обл.;5 397 098,00;5 476 134,00;-79 036,00;-1,44
286;-1;Квантмобайл Банк;1189;Омская обл.;5 365 891,00;5 414 241,00;-48 350,00;-0,89
287;-1;БКС Банк;101;Новосибирская обл.;5 340 943,00;5 327 192,00;13 751,00;0,26
288;12;АйМаниБанк;1975;Республика Алтай;5 288 523,00;4 844 152,00;444 371,00;9,17
289;0;БМВ Банк;3482;Москва и обл.;5 265 525,00;5 225 679,00;39 846,00;0,76
290;3;Кузнецкбизнесбанк;1158;Кемеровская обл.;5 244 250,00;5 032 536,00;211 714,00;4,21
291;-1;Огни Москвы;2328;Москва и обл.;5 230 784,00;5 211 082,00;19 702,00;0,38
292;6;Адмиралтейский;3054;Москва и обл.;5 167 099,00;4 963 297,00;203 802,00;4,11
293;2;Томскпромстройбанк;1720;Томская обл.;4 989 749,00;4 986 257,00;3 492,00;0,07
294;3;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;4 920 580,00;4 966 748,00;-46 168,00;-0,93
295;-1;ПИР Банк;2655;Москва и обл.;4 902 767,00;5 005 825,00;-103 058,00;-2,06
296;5;Банк Финсервис;3388;Москва и обл.;4 782 338,00;4 824 259,00;-41 921,00;-0,87
297;-1;Белгородсоцбанк;760;Белгородская обл.;4 722 657,00;4 975 143,00;-252 486,00;-5,07
298;15;Трансстройбанк;2807;Москва и обл.;4 656 793,00;4 515 998,00;140 795,00;3,12
299;3;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 621 049,00;4 776 465,00;-155 416,00;-3,25
300;27;АФ Банк;991;Башкортостан;4 603 038,00;4 106 741,00;496 297,00;12,08
301;7;Уралфинпромбанк;3119;Свердловская обл.;4 599 454,00;4 586 439,00;13 015,00;0,28
302;4;Замоскворецкий;1640;Москва и обл.;4 586 500,00;4 636 910,00;-50 410,00;-1,09
303;13;РусЮгбанк;2093;Волгоградская обл.;4 562 164,00;4 300 746,00;261 418,00;6,08
304;41;Банк Кремлевский;2905;Москва и обл.;4 542 774,00;3 827 610,00;715 164,00;18,68
305;20;Региональный Банк Развития;2782;Башкортостан;4 525 598,00;4 114 137,00;411 461,00;10,00
306;5;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;4 486 356,00;4 573 441,00;-87 085,00;-1,90
307;-4;Унифин;2654;Москва и обл.;4 479 469,00;4 747 248,00;-267 779,00;-5,64
308;1;Волга-Кредит;1153;Самарская обл.;4 442 139,00;4 584 083,00;-141 944,00;-3,10
309;10;Данске Банк;3307;Санкт-Петербург и обл.;4 415 439,00;4 228 698,00;186 741,00;4,42
310;4;Хлебобанк;1812;Москва и обл.;4 391 764,00;4 374 483,00;17 281,00;0,40
311;10;Бэнк оф Чайна;2309;Москва и обл.;4 380 492,00;4 198 198,00;182 294,00;4,34
312;3;БайкалБанк;2632;Бурятия;4 328 895,00;4 361 145,00;-32 250,00;-0,74
313;-80;Платина;2347;Москва и обл.;4 322 525,00;7 098 253,00;-2 775 728,00;-39,10
314;10;Датабанк;646;Удмуртия;4 285 429,00;4 139 676,00;145 753,00;3,52
315;3;Пушкино;391;Москва и обл.;4 274 657,00;4 268 822,00;5 835,00;0,14
316;-4;Ростпромстройбанк;1705;Ростовская обл.;4 211 848,00;4 550 963,00;-339 115,00;-7,45
317;11;Ишбанк;2867;Москва и обл.;4 190 039,00;4 044 136,00;145 903,00;3,61
318;-1;Бинбанк Тверь;777;Тверская обл.;4 130 472,00;4 279 397,00;-148 925,00;-3,48
319;12;МАСТ-Банк;3267;Москва и обл.;4 106 924,00;4 023 700,00;83 224,00;2,07
320;0;Банк Казани;708;Татарстан;4 090 244,00;4 219 571,00;-129 327,00;-3,06
321;5;Банк «Советский»;558;Санкт-Петербург и обл.;4 079 833,00;4 108 275,00;-28 442,00;-0,69
322;10;Финам Банк;2799;Москва и обл.;4 076 352,00;3 990 523,00;85 829,00;2,15
323;12;Международный Инвестиционный Банк;2742;Москва и обл.;4 047 538,00;3 965 804,00;81 734,00;2,06
324;26;Рублев;3098;Москва и обл.;4 025 995,00;3 743 724,00;282 271,00;7,54
325;-26;Сибсоцбанк;2015;Алтайский край;4 021 651,00;4 910 460,00;-888 809,00;-18,10
326;-21;Денизбанк Москва;3330;Москва и обл.;4 018 191,00;4 674 901,00;-656 710,00;-14,05
327;-35;Кузнецкий Мост;2254;Москва и обл.;4 013 720,00;5 067 861,00;-1 054 141,00;-20,80
328;18;Актив Банк;2529;Мордовия;4 004 669,00;3 804 224,00;200 445,00;5,27
329;1;Башинвестбанк;2189;Башкортостан;3 979 356,00;4 035 941,00;-56 585,00;-1,40
330;6;Первый Экспресс;3237;Тульская обл.;3 978 486,00;3 963 315,00;15 171,00;0,38
331;8;Колыма-Банк;1076;Магаданская обл.;3 874 145,00;3 915 255,00;-41 110,00;-1,05
332;10;Метробанк;2548;Москва и обл.;3 866 586,00;3 844 815,00;21 771,00;0,57
333;18;Рускобанк;138;Санкт-Петербург и обл.;3 837 005,00;3 699 191,00;137 814,00;3,73
334;9;Русич Центр Банк;2793;Москва и обл.;3 835 159,00;3 835 505,00;-346,00;-0,01
335;25;Международный Коммерческий Банк;2524;Москва и обл.;3 829 511,00;3 521 194,00;308 317,00;8,76
336;-3;Банк на Красных Воротах;2472;Москва и обл.;3 827 068,00;3 988 843,00;-161 775,00;-4,06
337;1;Экспресс;3084;Дагестан;3 817 839,00;3 918 669,00;-100 830,00;-2,57
338;-15;Енисейский Объединенный Банк;2645;Красноярский край;3 805 351,00;4 179 806,00;-374 455,00;-8,96
339;-10;Лайтбанк;3177;Москва и обл.;3 793 049,00;4 042 540,00;-249 491,00;-6,17
340;-18;Банк Торгового Финансирования;1982;Москва и обл.;3 748 824,00;4 184 729,00;-435 905,00;-10,42
341;;Мир Бизнес Банк;3396;Москва и обл.;3 720 044,00;-;-;
342;43;Лесбанк;1598;Москва и обл.;3 713 012,00;3 128 530,00;584 482,00;18,68
343;-9;Национальный Залоговый Банк;2944;Москва и обл.;3 706 459,00;3 982 440,00;-275 981,00;-6,93
344;0;Империя;2535;Москва и обл.;3 703 268,00;3 829 858,00;-126 590,00;-3,31
345;-4;Камабанк;803;Пермская обл.;3 693 971,00;3 865 846,00;-171 875,00;-4,45
346;7;Донской Народный Банк;2126;Ростовская обл.;3 683 185,00;3 641 849,00;41 336,00;1,14
347;1;Экспресс-Кредит;210;Москва и обл.;3 679 798,00;3 771 027,00;-91 229,00;-2,42
348;11;Руссобанк;2313;Москва и обл.;3 661 195,00;3 533 351,00;127 844,00;3,62
349;0;АктивКапитал Банк;3006;Самарская обл.;3 653 994,00;3 745 121,00;-91 127,00;-2,43
350;2;Юг-Инвестбанк;2772;Краснодарский край;3 643 630,00;3 663 077,00;-19 447,00;-0,53
351;4;Сибнефтебанк;385;Тюменская обл.;3 639 213,00;3 615 046,00;24 167,00;0,67
352;6;Северный Народный Банк;2721;Коми;3 630 593,00;3 583 058,00;47 535,00;1,33
353;24;ОПМ-Банк;2734;Москва и обл.;3 626 959,00;3 193 882,00;433 077,00;13,56
354;-17;СИАБ;3245;Санкт-Петербург и обл.;3 514 527,00;3 919 518,00;-404 991,00;-10,33
355;10;ПВ-Банк;634;Ульяновская обл.;3 483 718,00;3 408 984,00;74 734,00;2,19
356;12;Зернобанк;2337;Алтайский край;3 468 314,00;3 380 159,00;88 155,00;2,61
357;-53;Нижний Новгород;926;Нижегородская обл.;3 455 246,00;4 710 029,00;-1 254 783,00;-26,64
358;4;Тусар;2712;Москва и обл.;3 441 927,00;3 443 536,00;-1 609,00;-0,05
359;-2;Стройвестбанк;1667;Калининградская обл.;3 431 868,00;3 591 288,00;-159 420,00;-4,44
360;-6;Кранбанк;2271;Ивановская обл.;3 417 641,00;3 632 658,00;-215 017,00;-5,92
361;5;Евроальянс;1781;Ивановская обл.;3 412 892,00;3 388 997,00;23 895,00;0,71
362;33;ЕвроАксис Банк;3273;Москва и обл.;3 402 997,00;3 030 540,00;372 457,00;12,29
363;1;СЭБ Банк;3235;Санкт-Петербург и обл.;3 381 440,00;3 424 804,00;-43 364,00;-1,27
364;10;НИКО-Банк;702;Оренбургская обл.;3 378 869,00;3 289 404,00;89 465,00;2,72
365;-2;Евромет;2902;Москва и обл.;3 321 998,00;3 432 380,00;-110 382,00;-3,22
366;1;ФДБ;3071;Москва и обл.;3 271 173,00;3 387 460,00;-116 287,00;-3,43
367;13;Монолит;1967;Москва и обл.;3 261 986,00;3 158 264,00;103 722,00;3,28
368;26;Миллениум Банк;3423;Москва и обл.;3 238 629,00;3 033 111,00;205 518,00;6,78
369;56;Киви Банк;2241;Москва и обл.;3 172 241,00;2 678 513,00;493 728,00;18,43
370;17;Росавтобанк;2767;Москва и обл.;3 155 417,00;3 125 000,00;30 417,00;0,97
371;-10;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 146 109,00;3 473 784,00;-327 675,00;-9,43
372;3;ИТ Банк;2609;Омская обл.;3 127 375,00;3 254 991,00;-127 616,00;-3,92
373;6;Ипотека-Инвест;3070;Татарстан;3 124 319,00;3 166 603,00;-42 284,00;-1,34
374;-34;Ури Банк;3479;Москва и обл.;3 111 977,00;3 895 886,00;-783 909,00;-20,12
375;-3;Инкредбанк;3405;Москва и обл.;3 111 302,00;3 295 468,00;-184 166,00;-5,59
376;17;Бинбанк Смоленск;1957;Смоленская обл.;3 091 419,00;3 037 262,00;54 157,00;1,78
377;-70;Социум-Банк;2881;Москва и обл.;3 085 815,00;4 596 289,00;-1 510 474,00;-32,86
378;30;Ермак;1809;Тюменская обл.;3 085 225,00;2 917 026,00;168 199,00;5,77
379;27;Чувашкредитпромбанк;1280;Чувашия;3 080 955,00;2 921 622,00;159 333,00;5,45
380;10;Горбанк;2982;Санкт-Петербург и обл.;3 077 392,00;3 078 955,00;-1 563,00;-0,05
381;3;Белгородпромстройбанк;1816;Белгородская обл.;3 073 303,00;3 131 471,00;-58 168,00;-1,86
382;-12;Дил-Банк;3384;Москва и обл.;3 070 987,00;3 321 952,00;-250 965,00;-7,55
383;9;Стратегия;2801;Москва и обл.;3 061 966,00;3 045 296,00;16 670,00;0,55
384;-37;Донинвест;1617;Ростовская обл.;3 061 768,00;3 772 107,00;-710 339,00;-18,83
385;3;Московский Нефтехимический Банк;1411;Москва и обл.;3 059 682,00;3 104 410,00;-44 728,00;-1,44
386;11;ВостСибтранскомбанк;2731;Иркутская обл.;3 024 129,00;3 025 564,00;-1 435,00;-0,05
387;-5;Банкхаус Эрбе;1717;Москва и обл.;2 984 130,00;3 146 364,00;-162 234,00;-5,16
388;-116;Аверс;415;Татарстан;2 973 447,00;5 890 442,00;-2 916 995,00;-49,52
389;-6;Традо-Банк;1065;Москва и обл.;2 956 365,00;3 136 869,00;-180 504,00;-5,75
390;22;Новобанк;1352;Новгородская обл.;2 947 301,00;2 855 508,00;91 793,00;3,21
391;5;Межрегиональный промышленно-строительный банк;752;Мордовия;2 946 724,00;3 028 178,00;-81 454,00;-2,69
392;11;Профессионал Банк;3296;Москва и обл.;2 934 169,00;2 955 074,00;-20 905,00;-0,71
393;-12;Экси-Банк;2530;Санкт-Петербург и обл.;2 916 237,00;3 152 037,00;-235 800,00;-7,48
394;24;Ассоциация;732;Нижегородская обл.;2 907 670,00;2 799 825,00;107 845,00;3,85
395;-22;Банк БКФ;2684;Москва и обл.;2 883 157,00;3 289 754,00;-406 597,00;-12,36
396;9;Уралкапиталбанк;2519;Башкортостан;2 876 136,00;2 928 363,00;-52 227,00;-1,78
397;-28;Проминвестбанк;2433;Москва и обл.;2 866 790,00;3 346 213,00;-479 423,00;-14,33
398;12;Автоградбанк;1455;Татарстан;2 864 872,00;2 910 109,00;-45 237,00;-1,55
399;16;Риабанк;3434;Москва и обл.;2 857 163,00;2 820 724,00;36 439,00;1,29
400;-24;Банк Заречье;817;Татарстан;2 854 371,00;3 218 260,00;-363 889,00;-11,31
401;45;Стройлесбанк;2995;Тюменская обл.;2 841 863,00;2 503 292,00;338 571,00;13,53
402;12;Азия-Инвест Банк;3303;Москва и обл.;2 833 524,00;2 828 014,00;5 510,00;0,19
403;29;Сиббизнесбанк;2539;Тюменская обл.;2 830 105,00;2 618 423,00;211 682,00;8,08
404;44;Фининвест;671;Москва и обл.;2 817 663,00;2 486 448,00;331 215,00;13,32
405;25;Международный Банк Развития;2704;Москва и обл.;2 816 046,00;2 646 235,00;169 811,00;6,42
406;49;Солид Банк;1329;Камчатская обл.;2 812 286,00;2 418 960,00;393 326,00;16,26
407;14;Итуруп;2390;Сахалинская обл.;2 808 295,00;2 762 513,00;45 782,00;1,66
408;12;Баренцбанк;2188;Мурманская обл.;2 804 171,00;2 773 535,00;30 636,00;1,10
409;7;Московский Коммерческий Банк;3172;Москва и обл.;2 794 855,00;2 809 878,00;-15 023,00;-0,53
410;-39;Славия;2664;Москва и обл.;2 791 252,00;3 303 668,00;-512 416,00;-15,51
411;-4;Приоритет;3135;Самарская обл.;2 791 211,00;2 917 442,00;-126 231,00;-4,33
412;-14;Нефтепромбанк;2156;Москва и обл.;2 781 055,00;3 021 284,00;-240 229,00;-7,95
413;-9;Дагэнергобанк;3286;Дагестан;2 767 642,00;2 934 802,00;-167 160,00;-5,70
414;49;Мосводоканалбанк;2863;Москва и обл.;2 752 792,00;2 295 257,00;457 535,00;19,93
415;-6;Тюменьагропромбанк;917;Тюменская обл.;2 752 189,00;2 914 585,00;-162 396,00;-5,57
416;6;Камчатпромбанк;1194;Камчатская обл.;2 746 964,00;2 728 468,00;18 496,00;0,68
417;19;Роял Кредит Банк;783;Хабаровский край;2 738 242,00;2 578 826,00;159 416,00;6,18
418;32;Капитал;575;Москва и обл.;2 725 898,00;2 474 442,00;251 456,00;10,16
419;18;Уралпромбанк;2964;Челябинская обл.;2 712 851,00;2 553 153,00;159 698,00;6,25
420;-21;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 703 998,00;3 001 725,00;-297 727,00;-9,92
421;5;;;;2 703 268,00;2 675 782,00;27 486,00;1,03
422;2;Камский Коммерческий Банк;438;Татарстан;2 693 759,00;2 684 550,00;9 209,00;0,34
423;-37;Банк Развития Региона;3315;Северная Осетия — Алания;2 686 388,00;3 128 500,00;-442 112,00;-14,13
424;-1;Универсальный Кредит;2903;Москва и обл.;2 680 126,00;2 691 294,00;-11 168,00;-0,41
425;-47;РНКБ;1354;Москва и обл.;2 670 038,00;3 167 684,00;-497 646,00;-15,71
426;39;Стромкомбанк;404;Красноярский край;2 647 062,00;2 280 080,00;366 982,00;16,10
427;1;Бест Эффортс Банк;435;Москва и обл.;2 646 620,00;2 647 387,00;-767,00;-0,03
428;-11;Камчаткомагропромбанк;545;Камчатская обл.;2 632 274,00;2 807 708,00;-175 434,00;-6,25
429;-28;Первый Инвестиционный Банк;604;Москва и обл.;2 628 536,00;2 968 166,00;-339 630,00;-11,44
430;1;Хакасский Муниципальный Банк;1049;Хакасия;2 613 352,00;2 644 743,00;-31 391,00;-1,19
431;-31;Оргбанк;3312;Москва и обл.;2 608 658,00;2 974 624,00;-365 966,00;-12,30
432;1;Волжский Социальный Банк;2428;Самарская обл.;2 603 582,00;2 603 932,00;-350,00;-0,01
433;-44;Агросоюз;1459;Оренбургская обл.;2 590 672,00;3 087 837,00;-497 165,00;-16,10
434;5;Мой Банк. Ипотека;2436;Башкортостан;2 574 240,00;2 536 555,00;37 685,00;1,49
435;-8;Преодоление;2649;Москва и обл.;2 573 807,00;2 657 998,00;-84 191,00;-3,17
436;-34;Смартбанк;3408;Москва и обл.;2 551 083,00;2 962 774,00;-411 691,00;-13,90
437;17;Витас Банк;1955;Москва и обл.;2 545 198,00;2 439 825,00;105 373,00;4,32
438;-27;Автоторгбанк;2776;Москва и обл.;2 532 684,00;2 895 652,00;-362 968,00;-12,53
439;-83;Платежный Центр;3166;Новосибирская обл.;2 530 447,00;3 611 295,00;-1 080 848,00;-29,93
440;-11;Профит Банк;3234;Москва и обл.;2 513 903,00;2 646 730,00;-132 827,00;-5,02
441;4;Нижневолжский Коммерческий Банк;931;Саратовская обл.;2 492 000,00;2 507 364,00;-15 364,00;-0,61
442;7;Ноябрьскнефтекомбанк;2274;Тюменская обл.;2 471 995,00;2 484 167,00;-12 172,00;-0,49
443;-30;Бинбанк Сургут;1701;Тюменская обл.;2 444 433,00;2 853 113,00;-408 680,00;-14,32
444;-10;Инкаробанк;2696;Москва и обл.;2 424 703,00;2 584 941,00;-160 238,00;-6,20
445;-1;Долинск;857;Сахалинская обл.;2 416 611,00;2 507 665,00;-91 054,00;-3,63
446;7;Донкомбанк;492;Ростовская обл.;2 386 082,00;2 455 516,00;-69 434,00;-2,83
447;22;Аскольд;2480;Смоленская обл.;2 384 545,00;2 263 738,00;120 807,00;5,34
448;22;Экономикс-Банк;2136;Москва и обл.;2 376 585,00;2 229 986,00;146 599,00;6,57
449;11;Анкор Банк;889;Татарстан;2 374 640,00;2 367 345,00;7 295,00;0,31
450;27;Мастер-Капитал;3011;Москва и обл.;2 372 959,00;2 190 747,00;182 212,00;8,32
451;-8;Реалист Банк;1067;Иркутская обл.;2 371 247,00;2 511 228,00;-139 981,00;-5,57
452;-17;НОКССбанк;3202;Волгоградская обл.;2 359 344,00;2 582 963,00;-223 619,00;-8,66
453;6;Вкабанк;1027;Астраханская обл.;2 354 895,00;2 379 824,00;-24 929,00;-1,05
454;-16;Ураллига;1626;Челябинская обл.;2 352 511,00;2 545 456,00;-192 945,00;-7,58
455;-14;ПК-Банк;2652;Нижегородская обл.;2 352 361,00;2 522 750,00;-170 389,00;-6,75
456;1;Кроссинвестбанк;2849;Москва и обл.;2 351 018,00;2 398 997,00;-47 979,00;-2,00
457;14;Союзный;3236;Москва и обл.;2 346 140,00;2 225 499,00;120 641,00;5,42
458;177;Сталь Банк;2248;Москва и обл.;2 345 700,00;1 087 603,00;1 258 097,00;115,68
459;24;Промтрансбанк;2638;Башкортостан;2 330 902,00;2 113 908,00;216 994,00;10,27
460;-2;Аспект;608;Москва и обл.;2 329 670,00;2 380 171,00;-50 501,00;-2,12
461;-42;Океан Банк;1697;Москва и обл.;2 326 502,00;2 778 467,00;-451 965,00;-16,27
462;-15;ВЕБРР;3418;Москва и обл.;2 319 045,00;2 491 472,00;-172 427,00;-6,92
463;3;Промрегионбанк;2123;Томская обл.;2 306 840,00;2 277 507,00;29 333,00;1,29
464;4;РН Банк;170;Омская обл.;2 305 432,00;2 266 795,00;38 637,00;1,70
465;10;Джей энд Ти Банк;3061;Москва и обл.;2 278 404,00;2 196 669,00;81 735,00;3,72
466;6;Интерактивный Банк;3378;Москва и обл.;2 258 636,00;2 213 227,00;45 409,00;2,05
467;-6;РБА;3413;Ярославская обл.;2 256 665,00;2 302 497,00;-45 832,00;-1,99
468;-26;РАМ Банк;3480;Москва и обл.;2 255 244,00;2 515 744,00;-260 500,00;-10,35
469;19;Совинком;2302;Москва и обл.;2 253 236,00;2 062 668,00;190 568,00;9,24
470;31;Финансовый Стандарт;1053;Москва и обл.;2 243 041,00;1 963 127,00;279 914,00;14,26
471;-7;Промэнергобанк;2728;Вологодская обл.;2 212 876,00;2 284 241,00;-71 365,00;-3,12
472;44;Рост;2589;Москва и обл.;2 187 282,00;1 769 321,00;417 961,00;23,62
473;7;Норвик Банк;1407;Москва и обл.;2 160 771,00;2 139 138,00;21 633,00;1,01
474;10;Банк Развития Технологий;3441;Москва и обл.;2 158 950,00;2 112 552,00;46 398,00;2,20
475;-2;ЕвроситиБанк;1869;Ставропольский край;2 158 548,00;2 209 002,00;-50 454,00;-2,28
476;19;Вокбанк;312;Нижегородская обл.;2 157 623,00;2 014 069,00;143 554,00;7,13
477;1;Востоккредитбанк;922;Амурская обл.;2 150 474,00;2 165 175,00;-14 701,00;-0,68
478;-16;Генбанк;2490;Москва и обл.;2 147 840,00;2 296 376,00;-148 536,00;-6,47
479;36;Интеркредит;3047;Москва и обл.;2 144 150,00;1 814 209,00;329 941,00;18,19
480;9;ОФК Банк;2270;Москва и обл.;2 131 339,00;2 054 962,00;76 377,00;3,72
481;-30;Бланк Банк;2368;Москва и обл.;2 128 234,00;2 471 424,00;-343 190,00;-13,89
482;-26;Система;2846;Москва и обл.;2 125 539,00;2 402 891,00;-277 352,00;-11,54
483;4;Коммерческий Индо Банк;3446;Москва и обл.;2 121 436,00;2 078 020,00;43 416,00;2,09
484;-10;Енисей;474;Красноярский край;2 107 603,00;2 206 470,00;-98 867,00;-4,48
485;1;Уралприватбанк;153;Свердловская обл.;2 083 276,00;2 099 772,00;-16 496,00;-0,79
486;14;Софрино;2972;Москва и обл.;2 067 364,00;1 974 381,00;92 983,00;4,71
487;4;Земский Банк;2900;Самарская обл.;2 061 819,00;2 035 807,00;26 012,00;1,28
488;-36;Союзпромбанк;2965;Москва и обл.;2 038 371,00;2 460 494,00;-422 123,00;-17,16
489;5;Республиканский Банк;3277;Москва и обл.;2 028 076,00;2 021 394,00;6 682,00;0,33
490;6;Росбизнесбанк;1405;Москва и обл.;2 025 237,00;2 002 836,00;22 401,00;1,12
491;8;Компания Розничного Кредитования;3385;Москва и обл.;2 019 508,00;1 980 166,00;39 342,00;1,99
492;85;Радиотехбанк;1166;Нижегородская обл.;2 005 953,00;1 363 761,00;642 192,00;47,09
493;-11;Алтайкапиталбанк;2659;Алтайский край;2 000 745,00;2 115 369,00;-114 624,00;-5,42
494;-9;Нэклис-Банк;1671;Москва и обл.;1 993 841,00;2 108 278,00;-114 437,00;-5,43
495;2;Тульский Промышленник;2382;Тульская обл.;1 948 611,00;1 997 456,00;-48 845,00;-2,45
496;-17;Тагилбанк;1635;Свердловская обл.;1 929 200,00;2 150 229,00;-221 029,00;-10,28
497;7;Агророс;2860;Саратовская обл.;1 922 481,00;1 931 381,00;-8 900,00;-0,46
498;0;Век;2299;Москва и обл.;1 918 179,00;1 982 157,00;-63 978,00;-3,23
499;6;Констанс-Банк;2228;Санкт-Петербург и обл.;1 909 075,00;1 914 145,00;-5 070,00;-0,26
500;-8;Холдинг-Кредит;3030;Москва и обл.;1 891 709,00;2 034 988,00;-143 279,00;-7,04
501;26;Банк БФТ;2273;Москва и обл.;1 884 734,00;1 699 995,00;184 739,00;10,87
502;-9;Межрегионбанк;1059;Москва и обл.;1 877 185,00;2 022 309,00;-145 124,00;-7,18
503;3;Региональный Кредитный Банк;1608;Калининградская обл.;1 873 515,00;1 894 068,00;-20 553,00;-1,09
504;14;Транснациональный Банк;2108;Москва и обл.;1 867 619,00;1 756 928,00;110 691,00;6,30
505;6;ИК Банк;1732;Татарстан;1 867 461,00;1 859 592,00;7 869,00;0,42
506;1;Транспортный;3174;Москва и обл.;1 851 259,00;1 887 773,00;-36 514,00;-1,93
507;-5;ИРС;272;Москва и обл.;1 844 556,00;1 958 907,00;-114 351,00;-5,84
508;-18;Орловский Социальный Банк;2921;Орловская обл.;1 843 743,00;2 046 727,00;-202 984,00;-9,92
509;-118;Тендер-Банк;2252;Москва и обл.;1 825 089,00;3 061 416,00;-1 236 327,00;-40,38
510;-7;Витабанк;356;Санкт-Петербург и обл.;1 821 178,00;1 935 101,00;-113 923,00;-5,89
511;-1;Финансовый Капитал;3288;Санкт-Петербург и обл.;1 810 816,00;1 868 810,00;-57 994,00;-3,10
512;36;Россита-Банк;3257;Москва и обл.;1 805 973,00;1 587 248,00;218 725,00;13,78
513;9;Живаго Банк;2065;Рязанская обл.;1 782 911,00;1 735 499,00;47 412,00;2,73
514;9;Эксперт Банк;2949;Омская обл.;1 778 787,00;1 732 459,00;46 328,00;2,67
515;-75;Национальный Республиканский Банк;3359;Москва и обл.;1 757 986,00;2 527 492,00;-769 506,00;-30,45
516;5;Банк Реалист;2646;Москва и обл.;1 748 966,00;1 736 586,00;12 380,00;0,71
517;9;НБК-Банк;3283;Москва и обл.;1 747 947,00;1 712 132,00;35 815,00;2,09
518;18;Уссури;596;Хабаровский край;1 742 974,00;1 656 104,00;86 870,00;5,25
519;5;Бум-Банк;1137;Кабардино-Балкария;1 725 404,00;1 728 616,00;-3 212,00;-0,19
520;5;Стелла-Банк;2948;Ростовская обл.;1 715 749,00;1 726 839,00;-11 090,00;-0,64
521;-4;Новый Символ;370;Москва и обл.;1 700 196,00;1 757 965,00;-57 769,00;-3,29
522;12;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 696 775,00;1 665 436,00;31 339,00;1,88
523;-9;Тамбовкредитпромбанк;1312;Тамбовская обл.;1 695 704,00;1 817 033,00;-121 329,00;-6,68
524;-15;Гагаринский;606;Москва и обл.;1 694 905,00;1 874 277,00;-179 372,00;-9,57
