Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2015, тыс. рублей;Февраль, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
255;2;Прио-Внешторгбанк;212;Рязанская обл.;11 208 434,00;11 345 718,00;-137 284,00;-1,21
256;4;Солид Банк;1329;Камчатская обл.;11 075 010,00;11 179 452,00;-104 442,00;-0,93
257;6;Еврокоммерц;1777;Москва и обл.;11 058 453,00;10 713 994,00;344 459,00;3,22
258;6;Финансовый Стандарт;1053;Москва и обл.;11 009 438,00;10 519 209,00;490 229,00;4,66
259;-15;Голдман Сакс Банк;3490;Москва и обл.;10 670 333,00;13 279 301,00;-2 608 968,00;-19,65
260;31;Промсбербанк;1043;Москва и обл.;10 564 610,00;8 886 931,00;1 677 679,00;18,88
261;6;Банк Оренбург;3269;Оренбургская обл.;10 408 517,00;10 273 337,00;135 180,00;1,32
262;-1;Киви Банк;2241;Москва и обл.;10 347 278,00;10 966 485,00;-619 207,00;-5,65
263;-4;Инбанк;1829;Москва и обл.;10 228 228,00;11 250 344,00;-1 022 116,00;-9,09
264;-2;Кредит-Москва;5;Москва и обл.;10 173 484,00;10 914 756,00;-741 272,00;-6,79
265;3;Евромет;2902;Москва и обл.;10 129 511,00;10 256 881,00;-127 370,00;-1,24
266;-8;Азия-Инвест Банк;3303;Москва и обл.;10 087 087,00;11 327 037,00;-1 239 950,00;-10,95
267;-2;НИКО-Банк;702;Оренбургская обл.;9 998 987,00;10 349 179,00;-350 192,00;-3,38
268;9;Промтрансбанк;2638;Башкортостан;9 952 382,00;9 647 573,00;304 809,00;3,16
269;3;КС Банк;1752;Мордовия;9 915 358,00;9 920 973,00;-5 615,00;-0,06
270;3;СИАБ;3245;Санкт-Петербург и обл.;9 780 169,00;9 866 506,00;-86 337,00;-0,88
271;0;Адмиралтейский;3054;Москва и обл.;9 698 371,00;9 939 014,00;-240 643,00;-2,42
272;3;Банк Расчетов и Сбережений;2617;Москва и обл.;9 574 365,00;9 765 019,00;-190 654,00;-1,95
273;5;Славия;2664;Москва и обл.;9 511 064,00;9 646 944,00;-135 880,00;-1,41
274;2;Энергомашбанк;52;Санкт-Петербург и обл.;9 506 556,00;9 712 936,00;-206 380,00;-2,12
275;-6;Развитие;2729;Карачаево-Черкесия;9 475 511,00;10 243 682,00;-768 171,00;-7,50
276;5;Нижневолжский Коммерческий Банк;931;Саратовская обл.;9 423 046,00;9 446 273,00;-23 227,00;-0,25
277;31;РЕСО Кредит;3450;Москва и обл.;9 385 770,00;7 947 951,00;1 437 819,00;18,09
278;-4;Ставропольпромстройбанк;1288;Ставропольский край;9 288 293,00;9 822 178,00;-533 885,00;-5,44
279;14;Миллениум Банк;3423;Москва и обл.;9 160 432,00;8 803 344,00;357 088,00;4,06
280;4;Екатеринбург;3161;Свердловская обл.;9 152 727,00;9 152 325,00;402,00;0,00
281;6;Эс-Би-Ай Банк;3185;Москва и обл.;9 048 577,00;9 036 306,00;12 271,00;0,14
282;4;Новопокровский;467;Краснодарский край;8 968 413,00;9 076 332,00;-107 919,00;-1,19
283;-3;Агросоюз;1459;Москва и обл.;8 967 019,00;9 475 640,00;-508 621,00;-5,37
284;12;Банк Жилищного Финансирования;3138;Москва и обл.;8 933 754,00;8 741 414,00;192 340,00;2,20
285;4;Региональный Банк Развития;2782;Башкортостан;8 920 186,00;8 977 967,00;-57 781,00;-0,64
286;-63;Кубаньторгбанк;478;Краснодарский край;8 908 830,00;15 705 643,00;-6 796 813,00;-43,28
287;-8;Альба Альянс;2593;Москва и обл.;8 692 581,00;9 495 872,00;-803 291,00;-8,46
288;2;Русский Торговый Банк;2842;Москва и обл.;8 652 611,00;8 977 071,00;-324 460,00;-3,61
289;10;Московский Нефтехимический Банк;1411;Москва и обл.;8 622 359,00;8 487 907,00;134 452,00;1,58
290;-7;ПИР Банк;2655;Москва и обл.;8 613 642,00;9 273 428,00;-659 786,00;-7,11
291;9;Снежинский;1376;Челябинская обл.;8 540 948,00;8 379 777,00;161 171,00;1,92
292;-7;Банк БКФ;2684;Москва и обл.;8 513 030,00;9 143 700,00;-630 670,00;-6,90
293;49;Региональный Банк Сбережений;3367;Москва и обл.;8 375 668,00;6 653 607,00;1 722 061,00;25,88
294;7;Рускобанк;138;Санкт-Петербург и обл.;8 330 408,00;8 369 061,00;-38 653,00;-0,46
295;10;Ренессанс;1939;Москва и обл.;8 286 571,00;8 091 262,00;195 309,00;2,41
296;10;Бинбанк Мурманск;1276;Мурманская обл.;8 245 358,00;8 010 877,00;234 481,00;2,93
297;-5;Объединенная Расчетная Система;3342;Москва и обл.;8 131 851,00;8 851 050,00;-719 199,00;-8,13
298;-1;Финам Банк;2799;Москва и обл.;8 121 309,00;8 546 655,00;-425 346,00;-4,98
299;3;Инвестиционный Союз;637;Москва и обл.;8 115 429,00;8 272 902,00;-157 473,00;-1,90
300;3;Белгородсоцбанк;760;Белгородская обл.;8 100 613,00;8 263 849,00;-163 236,00;-1,98
301;-19;Руснарбанк;3403;Москва и обл.;8 007 341,00;9 429 777,00;-1 422 436,00;-15,08
302;-46;Нефтепромбанк;2156;Москва и обл.;8 002 009,00;11 580 736,00;-3 578 727,00;-30,90
303;1;Ассоциация;732;Нижегородская обл.;7 967 984,00;8 127 700,00;-159 716,00;-1,97
304;-10;Джей энд Ти Банк;3061;Москва и обл.;7 926 308,00;8 788 923,00;-862 615,00;-9,81
305;10;Вега-Банк;3270;Москва и обл.;7 877 597,00;7 564 344,00;313 253,00;4,14
306;11;Банк Казани;708;Татарстан;7 828 324,00;7 551 679,00;276 645,00;3,66
307;-19;Экспресс-Кредит;210;Москва и обл.;7 796 041,00;9 025 670,00;-1 229 629,00;-13,62
308;2;Северо-Восточный Альянс;2768;Москва и обл.;7 755 193,00;7 870 578,00;-115 385,00;-1,47
309;12;Эксперт Банк;2949;Омская обл.;7 751 569,00;7 454 529,00;297 040,00;3,98
310;8;Датабанк;646;Удмуртия;7 727 648,00;7 544 576,00;183 072,00;2,43
311;-4;Таатта;1249;Саха (Якутия);7 685 017,00;7 986 527,00;-301 510,00;-3,78
312;-3;Томскпромстройбанк;1720;Томская обл.;7 679 636,00;7 896 219,00;-216 583,00;-2,74
313;13;Северный Кредит;2398;Вологодская обл.;7 646 089,00;7 291 238,00;354 851,00;4,87
314;-2;Инвестиционный Республиканский Банк;2571;Москва и обл.;7 595 671,00;7 749 121,00;-153 450,00;-1,98
315;4;Милбанк;3256;Москва и обл.;7 562 247,00;7 522 833,00;39 414,00;0,52
316;-46;Углеметбанк;2997;Челябинская обл.;7 555 789,00;9 975 984,00;-2 420 195,00;-24,26
317;3;Юг-Инвестбанк;2772;Краснодарский край;7 541 613,00;7 514 300,00;27 313,00;0,36
318;-20;Банк ПСА Финанс Рус;3481;Москва и обл.;7 489 847,00;8 543 433,00;-1 053 586,00;-12,33
319;-5;РусЮгбанк;2093;Волгоградская обл.;7 337 039,00;7 620 673,00;-283 634,00;-3,72
320;4;Славянский Кредит;2960;Москва и обл.;7 311 378,00;7 311 321,00;57,00;0,00
321;10;Консервативный Коммерческий Банк;1087;Астраханская обл.;7 211 760,00;7 021 771,00;189 989,00;2,71
322;-11;Вокбанк;312;Нижегородская обл.;7 186 247,00;7 750 865,00;-564 618,00;-7,28
323;11;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 158 478,00;6 932 916,00;225 562,00;3,25
324;12;Объединенный Кредитный Банк;1118;Ярославская обл.;7 156 743,00;6 844 477,00;312 266,00;4,56
325;-12;ФДБ;3071;Москва и обл.;7 111 523,00;7 658 750,00;-547 227,00;-7,15
326;12;Верхневолжский;1084;Ярославская обл.;7 100 047,00;6 774 358,00;325 689,00;4,81
327;3;Актив Банк;2529;Мордовия;7 023 484,00;7 038 426,00;-14 942,00;-0,21
328;-12;Новый Московский Банк;2932;Москва и обл.;7 000 179,00;7 558 722,00;-558 543,00;-7,39
329;-4;Век;2299;Москва и обл.;6 998 391,00;7 298 420,00;-300 029,00;-4,11
330;-7;Банкхаус Эрбе;1717;Москва и обл.;6 905 328,00;7 432 951,00;-527 623,00;-7,10
331;-4;Роспромбанк;3204;Москва и обл.;6 811 286,00;7 238 226,00;-426 940,00;-5,90
332;-4;Трансстройбанк;2807;Москва и обл.;6 716 997,00;7 115 769,00;-398 772,00;-5,60
333;10;Бинбанк Тверь;777;Тверская обл.;6 700 230,00;6 638 650,00;61 580,00;0,93
334;7;Торговый Городской Банк;3180;Тверская обл.;6 657 370,00;6 743 607,00;-86 237,00;-1,28
335;-6;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;6 654 393,00;7 076 512,00;-422 119,00;-5,97
336;15;Банк Кремлевский;2905;Москва и обл.;6 570 575,00;6 223 872,00;346 703,00;5,57
337;-4;Анкор Банк;889;Татарстан;6 509 719,00;6 987 190,00;-477 471,00;-6,83
338;-6;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;6 508 692,00;7 019 406,00;-510 714,00;-7,28
339;1;Русь;704;Оренбургская обл.;6 472 507,00;6 749 145,00;-276 638,00;-4,10
340;4;Чувашкредитпромбанк;1280;Чувашия;6 467 427,00;6 634 374,00;-166 947,00;-2,52
341;4;Бинбанк Столица;3052;Москва и обл.;6 451 905,00;6 557 325,00;-105 420,00;-1,61
342;-3;Банк на Красных Воротах;2472;Москва и обл.;6 426 246,00;6 751 831,00;-325 585,00;-4,82
343;5;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 370 604,00;6 458 782,00;-88 178,00;-1,37
344;41;Арксбанк;1868;Москва и обл.;6 339 843,00;5 185 532,00;1 154 311,00;22,26
345;30;Ю Би Эс Банк;3463;Москва и обл.;6 234 165,00;5 413 128,00;821 037,00;15,17
346;0;Москва-Сити;3247;Москва и обл.;6 204 728,00;6 495 446,00;-290 718,00;-4,48
347;0;Синко-Банк;2838;Москва и обл.;6 082 211,00;6 466 831,00;-384 620,00;-5,95
348;1;РАМ Банк;3480;Москва и обл.;6 077 498,00;6 326 927,00;-249 429,00;-3,94
349;3;Эл Банк;1025;Самарская обл.;6 055 531,00;6 177 163,00;-121 632,00;-1,97
350;-15;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 974 939,00;6 860 032,00;-885 093,00;-12,90
351;12;Эргобанк;2856;Москва и обл.;5 965 732,00;5 789 335,00;176 397,00;3,05
352;-15;Банк Торгового Финансирования;1982;Москва и обл.;5 944 863,00;6 815 344,00;-870 481,00;-12,77
353;8;Леноблбанк;1003;Санкт-Петербург и обл.;5 857 719,00;5 889 603,00;-31 884,00;-0,54
354;0;Проминвестбанк;2433;Москва и обл.;5 836 894,00;6 085 076,00;-248 182,00;-4,08
355;-5;Нэклис-Банк;1671;Москва и обл.;5 802 305,00;6 273 792,00;-471 487,00;-7,52
356;0;Банк Инноваций и Развития;2647;Москва и обл.;5 793 806,00;6 038 460,00;-244 654,00;-4,05
357;-2;Банк Заречье;817;Татарстан;5 770 015,00;6 068 661,00;-298 646,00;-4,92
358;-5;Платина;2347;Москва и обл.;5 674 036,00;6 169 067,00;-495 031,00;-8,02
359;3;Кранбанк;2271;Ивановская обл.;5 670 007,00;5 862 319,00;-192 312,00;-3,28
360;5;Хакасский Муниципальный Банк;1049;Хакасия;5 569 239,00;5 752 256,00;-183 017,00;-3,18
361;12;Северный Народный Банк;2721;Коми;5 553 261,00;5 520 467,00;32 794,00;0,59
362;9;Кошелев-Банк;3300;Самарская обл.;5 534 260,00;5 549 495,00;-15 235,00;-0,27
363;15;Идея Банк;430;Краснодарский край;5 457 345,00;5 391 024,00;66 321,00;1,23
364;-5;Московский Коммерческий Банк;3172;Москва и обл.;5 377 484,00;5 971 451,00;-593 967,00;-9,95
365;26;Экономикс-Банк;2136;Москва и обл.;5 364 642,00;5 018 406,00;346 236,00;6,90
366;10;Донкомбанк;492;Ростовская обл.;5 352 832,00;5 399 407,00;-46 575,00;-0,86
367;25;Союзный;3236;Москва и обл.;5 292 937,00;4 988 296,00;304 641,00;6,11
368;-8;Международный Банк Развития;2704;Москва и обл.;5 286 407,00;5 965 437,00;-679 030,00;-11,38
369;19;Национальный Залоговый Банк;2944;Москва и обл.;5 257 906,00;5 037 119,00;220 787,00;4,38
370;2;Экси-Банк;2530;Санкт-Петербург и обл.;5 249 381,00;5 539 312,00;-289 931,00;-5,23
371;-1;Международный Коммерческий Банк;2524;Москва и обл.;5 223 388,00;5 554 484,00;-331 096,00;-5,96
372;-6;Еврокредит;2957;Москва и обл.;5 210 002,00;5 676 475,00;-466 473,00;-8,22
373;8;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 187 454,00;5 308 126,00;-120 672,00;-2,27
374;25;Банк ИТБ;3128;Москва и обл.;5 173 858,00;4 773 841,00;400 017,00;8,38
375;-18;Невский Банк;1068;Санкт-Петербург и обл.;5 173 241,00;6 008 546,00;-835 305,00;-13,90
376;-9;Народный Доверительный Банк;2374;Москва и обл.;5 154 041,00;5 646 033,00;-491 992,00;-8,71
377;3;Промрегионбанк;2123;Томская обл.;5 143 290,00;5 326 183,00;-182 893,00;-3,43
378;6;Сибсоцбанк;2015;Алтайский край;5 100 384,00;5 198 760,00;-98 376,00;-1,89
379;102;Евразийский Банк;969;Москва и обл.;5 088 346,00;2 966 697,00;2 121 649,00;71,52
380;-12;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;5 060 562,00;5 605 180,00;-544 618,00;-9,72
381;-4;Банк Развития Технологий;3441;Москва и обл.;5 043 750,00;5 395 432,00;-351 682,00;-6,52
382;5;Камский Коммерческий Банк;438;Татарстан;5 013 745,00;5 109 020,00;-95 275,00;-1,86
383;0;Газстройбанк;2919;Москва и обл.;5 003 554,00;5 226 449,00;-222 895,00;-4,26
384;16;Нейва;1293;Свердловская обл.;5 002 054,00;4 753 305,00;248 749,00;5,23
385;-6;Банк Раунд;2506;Москва и обл.;4 993 801,00;5 380 172,00;-386 371,00;-7,18
386;3;Межтрастбанк;2493;Москва и обл.;4 950 901,00;5 035 428,00;-84 527,00;-1,68
387;15;Мираф-Банк;2244;Омская обл.;4 936 298,00;4 710 961,00;225 337,00;4,78
388;-66;НБК-Банк;3283;Москва и обл.;4 916 144,00;7 441 976,00;-2 525 832,00;-33,94
389;-7;Горбанк;2982;Санкт-Петербург и обл.;4 908 987,00;5 228 996,00;-320 009,00;-6,12
390;13;Бинбанк Смоленск;1957;Смоленская обл.;4 876 617,00;4 679 223,00;197 394,00;4,22
391;2;Коммерческий Индо Банк;3446;Москва и обл.;4 816 202,00;4 959 449,00;-143 247,00;-2,89
392;2;Промэнергобанк;2728;Вологодская обл.;4 770 977,00;4 899 167,00;-128 190,00;-2,62
393;22;Воронеж;654;Воронежская обл.;4 762 397,00;4 409 452,00;352 945,00;8,00
394;-4;Русский Трастовый Банк;1139;Москва и обл.;4 753 584,00;5 024 790,00;-271 206,00;-5,40
395;13;ВостСибтранскомбанк;2731;Иркутская обл.;4 715 636,00;4 594 676,00;120 960,00;2,63
396;-10;Российская Финансовая Корпорация;3099;Москва и обл.;4 710 762,00;5 147 546,00;-436 784,00;-8,49
397;4;Конфидэнс Банк;970;Костромская обл.;4 687 549,00;4 738 994,00;-51 445,00;-1,09
398;-2;Автоградбанк;1455;Татарстан;4 665 178,00;4 806 957,00;-141 779,00;-2,95
399;-2;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 641 417,00;4 797 723,00;-156 306,00;-3,26
400;9;Гагаринский;606;Москва и обл.;4 614 554,00;4 590 278,00;24 276,00;0,53
401;5;Межрегиональный промышленно-строительный банк;752;Мордовия;4 611 845,00;4 604 840,00;7 005,00;0,15
402;8;Стройлесбанк;2995;Тюменская обл.;4 553 422,00;4 588 854,00;-35 432,00;-0,77
403;8;Зернобанк;2337;Алтайский край;4 483 995,00;4 566 899,00;-82 904,00;-1,82
404;12;Владпромбанк;870;Владимирская обл.;4 452 008,00;4 370 209,00;81 799,00;1,87
405;-10;Риабанк;3434;Москва и обл.;4 435 938,00;4 824 918,00;-388 980,00;-8,06
406;-2;Зенит Сочи;232;Краснодарский край;4 402 647,00;4 649 437,00;-246 790,00;-5,31
407;5;Мосуралбанк;2468;Москва и обл.;4 396 463,00;4 548 746,00;-152 283,00;-3,35
408;12;Профессионал Банк;2471;Москва и обл.;4 392 341,00;4 272 906,00;119 435,00;2,80
409;-51;МС Банк Рус;2789;Москва и обл.;4 377 984,00;5 983 682,00;-1 605 698,00;-26,83
410;3;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 318 366,00;4 540 557,00;-222 191,00;-4,89
411;3;Енисейский Объединенный Банк;2645;Красноярский край;4 284 806,00;4 487 194,00;-202 388,00;-4,51
412;-5;Лесбанк;1598;Москва и обл.;4 239 526,00;4 603 599,00;-364 073,00;-7,91
413;-44;Итуруп;2390;Сахалинская обл.;4 210 314,00;5 566 497,00;-1 356 183,00;-24,36
414;9;Земский Банк;2900;Самарская обл.;4 203 297,00;4 178 564,00;24 733,00;0,59
415;22;Кузнецкий;609;Пензенская обл.;4 171 231,00;3 827 705,00;343 526,00;8,97
416;2;Новобанк;1352;Новгородская обл.;4 149 528,00;4 289 642,00;-140 114,00;-3,27
417;-19;Рапида;3371;Москва и обл.;4 140 866,00;4 787 149,00;-646 283,00;-13,50
418;17;Бланк Банк;2368;Москва и обл.;3 976 951,00;3 841 614,00;135 337,00;3,52
419;0;Дагэнергобанк;3286;Дагестан;3 972 887,00;4 273 187,00;-300 300,00;-7,03
420;10;Профессионал Банк;3296;Москва и обл.;3 965 336,00;3 901 055,00;64 281,00;1,65
421;1;ИТ Банк;2609;Омская обл.;3 959 049,00;4 183 299,00;-224 250,00;-5,36
422;18;Ринвестбанк;3262;Рязанская обл.;3 922 199,00;3 790 993,00;131 206,00;3,46
423;-59;Уралкапиталбанк;2519;Башкортостан;3 871 033,00;5 785 570,00;-1 914 537,00;-33,09
424;9;Финанс Бизнес Банк;520;Москва и обл.;3 865 299,00;3 863 543,00;1 756,00;0,05
425;16;Ермак;1809;Ханты-Мансийский АО — Югра;3 865 254,00;3 788 501,00;76 753,00;2,03
426;-9;Мастер-Капитал;3011;Москва и обл.;3 844 397,00;4 363 755,00;-519 358,00;-11,90
427;-2;УМ-Банк;1441;Свердловская обл.;3 835 681,00;4 038 526,00;-202 845,00;-5,02
428;-54;Новое Время;3492;Москва и обл.;3 791 436,00;5 416 613,00;-1 625 177,00;-30,00
429;13;Уссури;596;Хабаровский край;3 776 065,00;3 778 880,00;-2 815,00;-0,07
430;108;Межрегионбанк;1059;Москва и обл.;3 757 111,00;2 224 562,00;1 532 549,00;68,89
431;5;Роял Кредит Банк;783;Хабаровский край;3 749 151,00;3 829 237,00;-80 086,00;-2,09
432;-5;Промсельхозбанк;538;Москва и обл.;3 747 315,00;4 014 739,00;-267 424,00;-6,66
433;1;Витабанк;356;Санкт-Петербург и обл.;3 696 318,00;3 851 737,00;-155 419,00;-4,04
434;-13;Финансово-Промышленный Капитал;3295;Москва и обл.;3 676 867,00;4 185 579,00;-508 712,00;-12,15
435;12;Сибнефтебанк;385;Тюменская обл.;3 639 935,00;3 655 339,00;-15 404,00;-0,42
436;-7;Руссобанк;2313;Москва и обл.;3 639 154,00;3 933 312,00;-294 158,00;-7,48
437;9;Камчаткомагропромбанк;545;Камчатская обл.;3 630 857,00;3 661 682,00;-30 825,00;-0,84
438;5;Айви Банк;2055;Москва и обл.;3 623 728,00;3 776 923,00;-153 195,00;-4,06
439;-34;Оргбанк;3312;Москва и обл.;3 622 755,00;4 620 520,00;-997 765,00;-21,59
440;-14;РТС-Банк;3401;Самарская обл.;3 605 258,00;4 031 990,00;-426 732,00;-10,58
441;15;ФорБанк;2063;Москва и обл.;3 576 524,00;3 385 720,00;190 804,00;5,64
442;3;Венец;524;Ульяновская обл.;3 558 487,00;3 663 585,00;-105 098,00;-2,87
443;-5;Банк Экономический Союз;2798;Москва и обл.;3 556 402,00;3 809 748,00;-253 346,00;-6,65
444;0;Гринфилдбанк;2711;Москва и обл.;3 482 195,00;3 716 766,00;-234 571,00;-6,31
445;5;НОКССбанк;3202;Волгоградская обл.;3 475 982,00;3 504 569,00;-28 587,00;-0,82
446;-22;Крокус-Банк;2682;Москва и обл.;3 475 274,00;4 095 064,00;-619 790,00;-15,14
447;1;ИСБ;3010;Москва и обл.;3 465 851,00;3 639 623,00;-173 772,00;-4,77
448;-17;Русский Национальный Банк;469;Ростовская обл.;3 460 512,00;3 888 034,00;-427 522,00;-11,00
449;-21;Кузнецкий Мост;2254;Москва и обл.;3 446 238,00;3 966 229,00;-519 991,00;-13,11
450;4;Крыловский;456;Краснодарский край;3 383 671,00;3 387 685,00;-4 014,00;-0,12
451;-2;Вологжанин;1896;Вологодская обл.;3 380 373,00;3 621 569,00;-241 196,00;-6,66
452;-20;МАК-Банк;1088;Москва и обл.;3 325 773,00;3 880 344,00;-554 571,00;-14,29
453;101;Далена Банк;1948;Москва и обл.;3 315 318,00;2 110 539,00;1 204 779,00;57,08
454;3;Газтрансбанк;665;Адыгея;3 314 630,00;3 362 378,00;-47 748,00;-1,42
455;-4;МФБанк;3163;Москва и обл.;3 311 348,00;3 501 830,00;-190 482,00;-5,44
456;-17;Росбизнесбанк;1405;Москва и обл.;3 307 322,00;3 792 158,00;-484 836,00;-12,79
457;2;Элита;1399;Калужская обл.;3 249 682,00;3 350 351,00;-100 669,00;-3,00
458;-5;Народный Банк;2249;Карачаево-Черкесия;3 216 087,00;3 423 704,00;-207 617,00;-6,06
459;2;Океан Банк;1697;Москва и обл.;3 207 637,00;3 326 358,00;-118 721,00;-3,57
460;-8;Уралпромбанк;2964;Челябинская обл.;3 194 925,00;3 449 545,00;-254 620,00;-7,38
461;40;Лайтбанк;3177;Москва и обл.;3 189 815,00;2 720 994,00;468 821,00;17,23
462;5;Живаго Банк;2065;Рязанская обл.;3 186 972,00;3 226 865,00;-39 893,00;-1,24
463;6;Бест Эффортс Банк;435;Москва и обл.;3 176 712,00;3 191 385,00;-14 673,00;-0,46
464;0;РБА;3413;Москва и обл.;3 171 783,00;3 261 743,00;-89 960,00;-2,76
465;-10;Церих;3278;Орловская обл.;3 145 428,00;3 386 709,00;-241 281,00;-7,12
466;2;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 134 726,00;3 219 149,00;-84 423,00;-2,62
467;-4;Таурус Банк;655;Москва и обл.;3 110 194,00;3 268 708,00;-158 514,00;-4,85
468;4;Алтайкапиталбанк;2659;Алтайский край;3 104 274,00;3 142 066,00;-37 792,00;-1,20
469;10;Аксонбанк;680;Костромская обл.;3 080 569,00;3 062 536,00;18 033,00;0,59
470;-8;Витязь;2890;Москва и обл.;3 077 014,00;3 283 413,00;-206 399,00;-6,29
471;5;Аспект;608;Москва и обл.;3 050 628,00;3 103 445,00;-52 817,00;-1,70
472;-2;Юнистрим;3467;Москва и обл.;3 044 960,00;3 189 996,00;-145 036,00;-4,55
473;1;Реалист Банк;1067;Иркутская обл.;3 027 858,00;3 132 166,00;-104 308,00;-3,33
474;25;Сириус;3506;Омская обл.;3 012 467,00;2 728 610,00;283 857,00;10,40
475;-17;Зираат Банк;2559;Москва и обл.;2 993 474,00;3 355 927,00;-362 453,00;-10,80
476;4;Енисей;474;Красноярский край;2 982 114,00;2 967 147,00;14 967,00;0,50
477;15;Вкабанк;1027;Астраханская обл.;2 969 709,00;2 766 023,00;203 686,00;7,36
478;-1;Банкирский Дом;2928;Санкт-Петербург и обл.;2 962 673,00;3 097 357,00;-134 684,00;-4,35
479;16;Центрально-Европейский Банк;2670;Москва и обл.;2 944 411,00;2 749 325,00;195 086,00;7,10
480;-7;Агророс;2860;Саратовская обл.;2 931 626,00;3 136 428,00;-204 802,00;-6,53
481;5;Объединенный Резервный Банк;937;Москва и обл.;2 924 333,00;2 859 647,00;64 686,00;2,26
482;-4;ЕвроАксис Банк;3273;Москва и обл.;2 906 448,00;3 083 846,00;-177 398,00;-5,75
483;-8;Интерактивный Банк;3378;Москва и обл.;2 898 429,00;3 107 486,00;-209 057,00;-6,73
484;1;Форус Банк;3457;Нижегородская обл.;2 891 316,00;2 871 075,00;20 241,00;0,70
485;-19;Долинск;857;Сахалинская обл.;2 856 737,00;3 245 605,00;-388 868,00;-11,98
486;-26;Жилстройбанк;2769;Москва и обл.;2 854 812,00;3 330 206,00;-475 394,00;-14,28
487;50;Резерв;2364;Челябинская обл.;2 838 474,00;2 253 041,00;585 433,00;25,98
488;-1;Мегаполис;3265;Чувашия;2 834 908,00;2 847 830,00;-12 922,00;-0,45
489;-7;Выборг-Банк;720;Санкт-Петербург и обл.;2 831 723,00;2 927 322,00;-95 599,00;-3,27
490;1;Костромаселькомбанк;1115;Костромская обл.;2 808 862,00;2 787 589,00;21 273,00;0,76
491;-3;Кубанский Универсальный Банк;2898;Краснодарский край;2 806 337,00;2 846 562,00;-40 225,00;-1,41
492;-21;Кросна-Банк;2607;Москва и обл.;2 791 521,00;3 144 046,00;-352 525,00;-11,21
493;11;РСКБ;2050;Москва и обл.;2 782 520,00;2 644 952,00;137 568,00;5,20
494;17;Интеркредит;3047;Москва и обл.;2 781 386,00;2 621 779,00;159 607,00;6,09
495;20;Первый Клиентский Банк;3436;Москва и обл.;2 781 055,00;2 558 681,00;222 374,00;8,69
496;-12;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 753 381,00;2 909 761,00;-156 380,00;-5,37
497;-8;Евроальянс;1781;Ивановская обл.;2 738 155,00;2 838 129,00;-99 974,00;-3,52
498;-33;Богородский Муниципальный Банк;2992;Москва и обл.;2 736 493,00;3 249 996,00;-513 503,00;-15,80
499;1;ЮMoney;3510;Россия;2 727 831,00;2 727 831,00;0,00;0
500;16;Кроссинвестбанк;2849;Москва и обл.;2 704 518,00;2 549 513,00;155 005,00;6,08
501;-18;Братский АНКБ;1144;Иркутская обл.;2 702 971,00;2 920 749,00;-217 778,00;-7,46
502;-5;Апабанк;2404;Москва и обл.;2 691 784,00;2 739 163,00;-47 379,00;-1,73
503;39;Приско Капитал Банк;2537;Москва и обл.;2 687 290,00;2 176 369,00;510 921,00;23,48
504;6;Иваново;1763;Ивановская обл.;2 670 671,00;2 623 486,00;47 185,00;1,80
505;8;Межбанковский Кредитный Союз;3242;Москва и обл.;2 670 449,00;2 605 298,00;65 151,00;2,50
506;0;Столичный Кредит;2853;Москва и обл.;2 666 321,00;2 636 754,00;29 567,00;1,12
507;-9;Заубер Банк;1614;Санкт-Петербург и обл.;2 646 090,00;2 729 123,00;-83 033,00;-3,04
508;33;Социум-Банк;2881;Москва и обл.;2 632 973,00;2 180 835,00;452 138,00;20,73
509;3;Тульский Промышленник;2382;Тульская обл.;2 611 895,00;2 612 497,00;-602,00;-0,02
510;-8;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 610 609,00;2 708 911,00;-98 302,00;-3,63
511;-18;Национальный Корпоративный Банк;3422;Москва и обл.;2 605 633,00;2 756 633,00;-151 000,00;-5,48
512;-4;Викинг;2;Санкт-Петербург и обл.;2 587 305,00;2 633 906,00;-46 601,00;-1,77
513;-23;Преодоление;2649;Москва и обл.;2 585 478,00;2 812 504,00;-227 026,00;-8,07
514;-9;Богородский;1277;Нижегородская обл.;2 583 162,00;2 643 645,00;-60 483,00;-2,29
515;-6;Донхлеббанк;2285;Ростовская обл.;2 574 119,00;2 633 603,00;-59 484,00;-2,26
516;-22;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 566 186,00;2 756 557,00;-190 371,00;-6,91
517;-21;Профит Банк;3234;Москва и обл.;2 471 984,00;2 743 451,00;-271 467,00;-9,90
518;-11;Н-Банк;3493;Москва и обл.;2 469 356,00;2 635 294,00;-165 938,00;-6,30
