Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2018, тыс. рублей;Декабрь, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
258;-9;РЕСО Кредит;3450;Москва и обл.;7 033 792,00;7 351 095,00;-317 303,00;-4,32
259;-3;Проминвестбанк;2433;Москва и обл.;7 024 077,00;7 056 398,00;-32 321,00;-0,46
260;25;Бест Эффортс Банк;435;Москва и обл.;7 020 263,00;5 471 572,00;1 548 691,00;28,30
261;9;Сибсоцбанк;2015;Алтайский край;7 012 866,00;6 344 728,00;668 138,00;10,53
262;-4;Газтрансбанк;665;Краснодарский край;6 983 964,00;6 979 835,00;4 129,00;0,06
263;16;НБК-Банк;3283;Москва и обл.;6 972 021,00;5 845 395,00;1 126 626,00;19,27
264;44;Инкахран;3454;Москва и обл.;6 923 433,00;4 433 854,00;2 489 579,00;56,15
265;-13;Коммерческий Индо Банк;3446;Москва и обл.;6 923 345,00;7 181 994,00;-258 649,00;-3,60
266;-2;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 850 453,00;6 678 665,00;171 788,00;2,57
267;-5;Новобанк;1352;Новгородская обл.;6 691 561,00;6 757 011,00;-65 450,00;-0,97
268;-3;Альба Альянс;2593;Москва и обл.;6 657 360,00;6 509 895,00;147 465,00;2,27
269;-8;Русь;704;Оренбургская обл.;6 621 606,00;6 823 214,00;-201 608,00;-2,95
270;-26;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 535 246,00;7 589 562,00;-1 054 316,00;-13,89
271;5;Зираат Банк;2559;Москва и обл.;6 396 720,00;5 997 163,00;399 557,00;6,66
272;-4;Автоградбанк;1455;Татарстан;6 373 940,00;6 357 053,00;16 887,00;0,27
273;-6;Конфидэнс Банк;970;Костромская обл.;6 344 188,00;6 412 539,00;-68 351,00;-1,07
274;1;Гута-Банк;256;Москва и обл.;6 311 226,00;5 999 864,00;311 362,00;5,19
275;-4;Чувашкредитпромбанк;1280;Чувашия;6 254 906,00;6 341 105,00;-86 199,00;-1,36
276;-3;Агророс;2860;Саратовская обл.;6 199 282,00;6 266 995,00;-67 713,00;-1,08
277;-3;Земский Банк;2900;Самарская обл.;6 080 795,00;6 022 448,00;58 347,00;0,97
278;-19;Мосуралбанк;2468;Москва и обл.;6 038 969,00;6 891 087,00;-852 118,00;-12,37
279;-2;Уссури;596;Хабаровский край;5 871 254,00;5 975 451,00;-104 197,00;-1,74
280;21;Чайнасельхозбанк;3529;Москва и обл.;5 860 727,00;4 600 348,00;1 260 379,00;27,40
281;-1;Кузнецкий;609;Пензенская обл.;5 860 723,00;5 739 746,00;120 977,00;2,11
282;-16;Нефтепромбанк;2156;Москва и обл.;5 809 925,00;6 474 884,00;-664 959,00;-10,27
283;-2;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 698 491,00;5 711 432,00;-12 941,00;-0,23
284;0;Славянский Кредит;2960;Москва и обл.;5 685 101,00;5 487 539,00;197 562,00;3,60
285;3;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 584 493,00;5 217 549,00;366 944,00;7,03
286;1;Севастопольский Морской Банк;3528;Севастополь;5 551 237,00;5 324 745,00;226 492,00;4,25
287;8;Черноморский банк развития и реконструкции;3527;Симферополь;5 434 110,00;5 057 425,00;376 685,00;7,45
288;-5;Венец;524;Ульяновская обл.;5 356 896,00;5 576 077,00;-219 181,00;-3,93
289;-3;Камский Коммерческий Банк;438;Татарстан;5 345 818,00;5 372 218,00;-26 400,00;-0,49
290;2;Банк ПСА Финанс Рус;3481;Москва и обл.;5 294 994,00;5 149 916,00;145 078,00;2,82
291;-1;Горбанк;2982;Санкт-Петербург и обл.;5 275 756,00;5 172 160,00;103 596,00;2,00
292;22;Юнистрим;3467;Москва и обл.;5 265 315,00;4 201 083,00;1 064 232,00;25,33
293;3;Финансово-Промышленный Капитал;3295;Москва и обл.;5 180 760,00;4 966 084,00;214 676,00;4,32
294;-3;Зенит Сочи;232;Краснодарский край;5 139 592,00;5 167 172,00;-27 580,00;-0,53
295;2;Эс-Би-Ай Банк;3185;Москва и обл.;5 086 603,00;4 841 436,00;245 167,00;5,06
296;2;Роял Кредит Банк;783;Приморский край;5 082 557,00;4 779 643,00;302 914,00;6,34
297;-8;Нэклис-Банк;1671;Москва и обл.;4 945 018,00;5 205 846,00;-260 828,00;-5,01
298;14;УМ-Банк;1441;Москва и обл.;4 925 175,00;4 327 841,00;597 334,00;13,80
299;-6;Кубаньторгбанк;478;Краснодарский край;4 920 723,00;5 126 006,00;-205 283,00;-4,00
300;5;Донкомбанк;492;Ростовская обл.;4 772 415,00;4 475 630,00;296 785,00;6,63
301;3;Московский Коммерческий Банк;3172;Москва и обл.;4 762 554,00;4 480 225,00;282 329,00;6,30
302;-3;Банк Инноваций и Развития;2647;Москва и обл.;4 753 906,00;4 745 120,00;8 786,00;0,19
303;7;Руссобанк;2313;Москва и обл.;4 606 789,00;4 369 599,00;237 190,00;5,43
304;14;Долинск;857;Сахалинская обл.;4 600 103,00;4 088 030,00;512 073,00;12,53
305;6;Москва-Сити;3247;Москва и обл.;4 553 677,00;4 361 618,00;192 059,00;4,40
306;-3;Банкхаус Эрбе;1717;Москва и обл.;4 549 581,00;4 505 740,00;43 841,00;0,97
307;0;Стройлесбанк;2995;Тюменская обл.;4 538 185,00;4 440 604,00;97 581,00;2,20
308;-2;Мастер-Капитал;3011;Москва и обл.;4 534 785,00;4 456 504,00;78 281,00;1,76
309;-56;Итуруп;2390;Сахалинская обл.;4 533 285,00;7 156 788,00;-2 623 503,00;-36,66
310;62;Земкомбанк;574;Ростовская обл.;4 528 984,00;2 677 210,00;1 851 774,00;69,17
311;4;Объединенный Резервный Банк;937;Москва и обл.;4 441 648,00;4 168 403,00;273 245,00;6,56
312;1;Аксонбанк;680;Костромская обл.;4 388 900,00;4 242 006,00;146 894,00;3,46
313;6;Вологжанин;1896;Вологодская обл.;4 373 291,00;4 082 858,00;290 433,00;7,11
314;3;Братский АНКБ;1144;Иркутская обл.;4 150 020,00;4 094 286,00;55 734,00;1,36
315;8;Мегаполис;3265;Чувашия;4 101 441,00;4 042 566,00;58 875,00;1,46
316;4;Экси-Банк;2530;Санкт-Петербург и обл.;4 050 054,00;4 064 156,00;-14 102,00;-0,35
317;-1;Банк Кремлевский;2905;Москва и обл.;4 048 819,00;4 099 346,00;-50 527,00;-1,23
318;4;Межрегиональный промышленно-строительный банк;752;Мордовия;4 046 965,00;4 046 699,00;266,00;0,01
319;6;Радиотехбанк;1166;Нижегородская обл.;4 040 895,00;3 930 371,00;110 524,00;2,81
320;-11;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;3 938 244,00;4 406 871,00;-468 627,00;-10,63
321;6;ВостСибтранскомбанк;2731;Иркутская обл.;3 845 267,00;3 906 134,00;-60 867,00;-1,56
322;2;Крокус-Банк;2682;Москва и обл.;3 796 988,00;3 932 332,00;-135 344,00;-3,44
323;-2;Витабанк;356;Санкт-Петербург и обл.;3 703 515,00;4 053 347,00;-349 832,00;-8,63
324;26;Унифондбанк;3416;Москва и обл.;3 658 223,00;3 231 813,00;426 410,00;13,19
325;9;Живаго Банк;2065;Рязанская обл.;3 641 352,00;3 522 113,00;119 239,00;3,39
326;0;Евразийский Банк;969;Москва и обл.;3 622 002,00;3 927 641,00;-305 639,00;-7,78
327;17;Международный Коммерческий Банк;2524;Москва и обл.;3 605 919,00;3 326 559,00;279 360,00;8,40
328;3;НОКССбанк;3202;Волгоградская обл.;3 598 436,00;3 582 065,00;16 371,00;0,46
329;3;Иваново;1763;Ивановская обл.;3 523 671,00;3 562 802,00;-39 131,00;-1,10
330;0;Банк Торгового Финансирования;1982;Москва и обл.;3 520 957,00;3 708 314,00;-187 357,00;-5,05
331;12;ЮМК Банк;3495;Краснодарский край;3 519 064,00;3 352 654,00;166 410,00;4,96
332;3;Еврокапитал-Альянс;2672;Ярославская обл.;3 518 217,00;3 505 724,00;12 493,00;0,36
333;9;Алтайкапиталбанк;2659;Алтайский край;3 481 135,00;3 382 220,00;98 915,00;2,92
334;4;Уралпромбанк;2964;Челябинская обл.;3 453 939,00;3 489 368,00;-35 429,00;-1,02
335;4;Русский Национальный Банк;469;Ростовская обл.;3 443 820,00;3 431 075,00;12 745,00;0,37
336;30;Невский Банк;1068;Санкт-Петербург и обл.;3 427 236,00;2 739 002,00;688 234,00;25,13
337;3;Донхлеббанк;2285;Ростовская обл.;3 424 999,00;3 415 825,00;9 174,00;0,27
338;8;ИТ Банк;2609;Омская обл.;3 393 461,00;3 302 365,00;91 096,00;2,76
339;10;Камчаткомагропромбанк;545;Камчатская обл.;3 366 233,00;3 277 176,00;89 057,00;2,72
340;1;Банк Реалист;2646;Москва и обл.;3 329 390,00;3 388 964,00;-59 574,00;-1,76
341;11;Взаимодействие;1704;Новосибирская обл.;3 316 767,00;3 203 467,00;113 300,00;3,54
342;-9;Новокиб;1747;Кемеровская обл.;3 310 453,00;3 541 928,00;-231 475,00;-6,54
343;5;Викинг;2;Санкт-Петербург и обл.;3 302 744,00;3 279 188,00;23 556,00;0,72
344;-7;Ермак;1809;Ханты-Мансийский АО — Югра;3 286 937,00;3 494 597,00;-207 660,00;-5,94
345;25;Икано Банк;3519;Центр;3 253 721,00;2 715 862,00;537 859,00;19,80
346;-10;Синко-Банк;2838;Москва и обл.;3 253 528,00;3 505 357,00;-251 829,00;-7,18
347;4;ПИР Банк;2655;Москва и обл.;3 241 816,00;3 213 329,00;28 487,00;0,89
348;-20;Кузнецкий Мост;2254;Москва и обл.;3 163 806,00;3 900 563,00;-736 757,00;-18,89
349;38;Народный Доверительный Банк;2374;Москва и обл.;3 132 388,00;2 369 215,00;763 173,00;32,21
350;6;Центрально-Европейский Банк;2670;Забайкальский край;3 104 819,00;3 014 901,00;89 918,00;2,98
351;4;Банк Заречье;817;Татарстан;3 075 799,00;3 027 298,00;48 501,00;1,60
352;-7;БСТ-Банк;2883;Кемеровская обл.;3 048 473,00;3 318 090,00;-269 617,00;-8,13
353;5;Оргбанк;3312;Москва и обл.;3 025 245,00;2 874 229,00;151 016,00;5,25
354;-1;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 012 710,00;3 136 588,00;-123 878,00;-3,95
355;-8;Евроальянс;1781;Ивановская обл.;2 975 650,00;3 301 266,00;-325 616,00;-9,86
356;4;Владбизнесбанк;903;Владимирская обл.;2 960 649,00;2 836 315,00;124 334,00;4,38
357;5;Первый Клиентский Банк;3436;Москва и обл.;2 927 363,00;2 781 615,00;145 748,00;5,24
358;-1;РАМ Банк;3480;Москва и обл.;2 918 547,00;2 924 609,00;-6 062,00;-0,21
359;15;Далена Банк;1948;Москва и обл.;2 883 751,00;2 649 077,00;234 674,00;8,86
360;8;Внешфинбанк;3173;Краснодарский край;2 858 705,00;2 728 534,00;130 171,00;4,77
361;3;Йошкар-Ола;2802;Марий Эл;2 817 765,00;2 761 668,00;56 097,00;2,03
362;-62;Межбанковский Кредитный Союз;3242;Москва и обл.;2 811 548,00;4 739 328,00;-1 927 780,00;-40,68
363;-2;Уралфинанс;1370;Свердловская обл.;2 810 563,00;2 785 579,00;24 984,00;0,90
364;12;Аспект;608;Москва и обл.;2 766 211,00;2 612 696,00;153 515,00;5,88
365;-36;Сельмашбанк;106;Ростовская обл.;2 748 157,00;3 807 531,00;-1 059 374,00;-27,82
366;-12;Система;2846;Москва и обл.;2 737 169,00;3 027 481,00;-290 312,00;-9,59
367;-2;Заубер Банк;1614;Санкт-Петербург и обл.;2 703 606,00;2 743 757,00;-40 151,00;-1,46
368;-9;Озон Банк;3516;Москва и обл.;2 687 080,00;2 853 742,00;-166 662,00;-5,84
369;12;Кемсоцинбанк;96;Кемеровская обл.;2 650 331,00;2 434 339,00;215 992,00;8,87
370;27;Элита;1399;Калужская обл.;2 629 454,00;2 245 072,00;384 382,00;17,12
371;4;РБА;3413;Москва и обл.;2 622 112,00;2 638 572,00;-16 460,00;-0,62
372;1;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 539 379,00;2 667 601,00;-128 222,00;-4,81
373;9;Банк Пермь;875;Пермская обл.;2 538 624,00;2 429 871,00;108 753,00;4,48
374;-11;Бланк Банк;2368;Москва и обл.;2 535 289,00;2 764 489,00;-229 200,00;-8,29
375;4;ПэйПал Ру;3517;Москва и обл.;2 496 814,00;2 483 566,00;13 248,00;0,53
376;1;Костромаселькомбанк;1115;Костромская обл.;2 494 398,00;2 605 123,00;-110 725,00;-4,25
377;1;Газнефтьбанк;3223;Саратовская обл.;2 493 093,00;2 526 869,00;-33 776,00;-1,34
378;-11;Кредит Экспресс;3186;Ростовская обл.;2 455 959,00;2 737 483,00;-281 524,00;-10,28
379;1;Кредпромбанк;1165;Ярославская обл.;2 443 785,00;2 467 693,00;-23 908,00;-0,97
380;9;Новый Век;3417;Москва и обл.;2 406 331,00;2 356 329,00;50 002,00;2,12
381;5;Кетовский Коммерческий Банк;842;Курганская обл.;2 400 279,00;2 383 353,00;16 926,00;0,71
382;35;Старооскольский Агропромбанк;1050;Белгородская обл.;2 376 172,00;1 950 657,00;425 515,00;21,81
383;-12;РТС-Банк;3401;Самарская обл.;2 350 818,00;2 708 502,00;-357 684,00;-13,21
384;1;Приобье;537;Ханты-Мансийский АО — Югра;2 332 299,00;2 386 721,00;-54 422,00;-2,28
385;5;Вкабанк;1027;Астраханская обл.;2 309 575,00;2 322 022,00;-12 447,00;-0,54
386;2;Бум-Банк;1137;Кабардино-Балкария;2 278 288,00;2 357 106,00;-78 818,00;-3,34
387;-3;Америкэн Экспресс Банк;3460;Москва и обл.;2 276 087,00;2 394 811,00;-118 724,00;-4,96
388;4;Спутник;1071;Самарская обл.;2 261 209,00;2 295 358,00;-34 149,00;-1,49
389;4;Кросна-Банк;2607;Москва и обл.;2 253 070,00;2 292 537,00;-39 467,00;-1,72
390;40;Дом-Банк;3209;Москва и обл.;2 247 776,00;1 754 864,00;492 912,00;28,09
391;5;ИСБ;3010;Москва и обл.;2 224 255,00;2 251 295,00;-27 040,00;-1,20
392;10;Банк Глобус;2438;Москва и обл.;2 212 608,00;2 128 193,00;84 415,00;3,97
393;14;Экономикс-Банк;2136;Москва и обл.;2 194 796,00;2 096 675,00;98 121,00;4,68
394;0;К2 Банк;2851;Карачаево-Черкесия;2 192 952,00;2 276 527,00;-83 575,00;-3,67
395;5;Банк РМП;2574;Москва и обл.;2 192 212,00;2 177 376,00;14 836,00;0,68
396;-13;Первый Инвестиционный Банк;604;Москва и обл.;2 175 462,00;2 394 838,00;-219 376,00;-9,16
397;6;Народный Банк;2249;Карачаево-Черкесия;2 142 398,00;2 123 423,00;18 975,00;0,89
398;0;ИРС;272;Москва и обл.;2 141 988,00;2 217 429,00;-75 441,00;-3,40
399;7;Новый Московский Банк;2932;Москва и обл.;2 097 807,00;2 111 563,00;-13 756,00;-0,65
400;10;Профессионал Банк;3296;Москва и обл.;2 097 421,00;2 072 391,00;25 030,00;1,21
401;4;Спиритбанк;2053;Тульская обл.;2 093 846,00;2 121 200,00;-27 354,00;-1,29
402;7;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 065 633,00;2 072 949,00;-7 316,00;-0,35
403;-12;Хованский;2145;Москва и обл.;2 063 492,00;2 311 595,00;-248 103,00;-10,73
404;7;Майкопбанк;1136;Адыгея;2 061 583,00;2 060 098,00;1 485,00;0,07
405;17;Социум-Банк;2881;Москва и обл.;2 039 247,00;1 896 556,00;142 691,00;7,52
406;-2;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 035 191,00;2 122 335,00;-87 144,00;-4,11
407;8;Современные Стандарты Бизнеса;3397;Москва и обл.;2 025 730,00;2 016 651,00;9 079,00;0,45
408;5;Первоуральскбанк;965;Свердловская обл.;2 018 806,00;2 039 210,00;-20 404,00;-1,00
409;7;Капитал;575;Москва и обл.;2 017 921,00;1 985 141,00;32 780,00;1,65
410;-15;Россита-Банк;3257;Москва и обл.;2 016 177,00;2 265 926,00;-249 749,00;-11,02
411;-3;Прайм Финанс;2758;Санкт-Петербург и обл.;2 008 095,00;2 088 810,00;-80 715,00;-3,86
412;-11;Яринтербанк;2564;Ярославская обл.;1 974 922,00;2 130 548,00;-155 626,00;-7,30
413;1;Мурманский Расчетный Центр;3341;Мурманская обл.;1 931 240,00;2 036 031,00;-104 791,00;-5,15
414;11;Первый Дортрансбанк;3271;Кировская обл.;1 927 824,00;1 879 330,00;48 494,00;2,58
415;27;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 919 175,00;1 612 229,00;306 946,00;19,04
416;5;Нальчик;695;Кабардино-Балкария;1 915 563,00;1 910 444,00;5 119,00;0,27
417;14;Ноосфера;2650;Республика Алтай;1 900 169,00;1 746 481,00;153 688,00;8,80
418;1;Республиканский Кредитный Альянс;3017;Москва и обл.;1 888 899,00;1 931 398,00;-42 499,00;-2,20
419;1;Великие Луки Банк;598;Псковская обл.;1 887 285,00;1 912 735,00;-25 450,00;-1,33
420;4;КОР;2148;Волгоградская обл.;1 883 633,00;1 880 986,00;2 647,00;0,14
421;6;Апабанк;2404;Москва и обл.;1 869 079,00;1 828 569,00;40 510,00;2,22
422;-10;Столичный Кредит;2853;Москва и обл.;1 862 098,00;2 060 015,00;-197 917,00;-9,61
423;-5;Арзамас;1281;Нижегородская обл.;1 843 924,00;1 936 504,00;-92 580,00;-4,78
424;-1;Новое Время;3492;Москва и обл.;1 816 550,00;1 894 791,00;-78 241,00;-4,13
425;3;Руна-Банк;3207;Москва и обл.;1 812 608,00;1 814 822,00;-2 214,00;-0,12
426;10;Лайтбанк;3177;Москва и обл.;1 786 582,00;1 715 016,00;71 566,00;4,17
427;5;Калуга;1151;Калужская обл.;1 778 689,00;1 741 806,00;36 883,00;2,12
428;-2;Саратов;330;Саратовская обл.;1 775 668,00;1 876 807,00;-101 139,00;-5,39
429;4;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 763 675,00;1 737 515,00;26 160,00;1,51
430;10;Промсельхозбанк;538;Москва и обл.;1 732 523,00;1 654 013,00;78 510,00;4,75
431;3;Росбизнесбанк;1405;Москва и обл.;1 730 457,00;1 735 901,00;-5 444,00;-0,31
432;14;Сервис Резерв;2034;Москва и обл.;1 675 967,00;1 561 824,00;114 143,00;7,31
433;10;Холмск;503;Сахалинская обл.;1 643 894,00;1 593 886,00;50 008,00;3,14
434;4;Новый Кредитный Союз;3139;Москва и обл.;1 642 886,00;1 670 224,00;-27 338,00;-1,64
435;12;ИК Банк;1732;Татарстан;1 616 685,00;1 550 234,00;66 451,00;4,29
436;1;Алтынбанк;2070;Татарстан;1 586 738,00;1 713 837,00;-127 099,00;-7,42
437;14;Кузбассхимбанк;2868;Кемеровская обл.;1 573 027,00;1 521 460,00;51 567,00;3,39
438;-9;МТИ Банк;1052;Москва и обл.;1 556 098,00;1 802 639,00;-246 541,00;-13,68
439;2;Проинвестбанк;784;Пермская обл.;1 553 674,00;1 619 371,00;-65 697,00;-4,06
440;5;Финтрастбанк;3104;Москва и обл.;1 551 566,00;1 568 410,00;-16 844,00;-1,07
441;8;АвтоКредитБанк;1973;Татарстан;1 548 210,00;1 542 850,00;5 360,00;0,35
442;8;Тагилбанк;1635;Свердловская обл.;1 544 302,00;1 538 947,00;5 355,00;0,35
443;17;Инкаробанк;2696;Москва и обл.;1 544 059,00;1 360 055,00;184 004,00;13,53
444;-5;Крона-Банк;2499;Иркутская обл.;1 531 642,00;1 666 404,00;-134 762,00;-8,09
445;30;Кредитинвест;1197;Дагестан;1 520 900,00;1 108 584,00;412 316,00;37,19
446;7;Синергия;2884;Саратовская обл.;1 496 831,00;1 508 760,00;-11 929,00;-0,79
447;-3;Московский Вексельный Банк;2697;Москва и обл.;1 486 122,00;1 578 637,00;-92 515,00;-5,86
448;7;Тендер-Банк;2252;Москва и обл.;1 481 130,00;1 464 781,00;16 349,00;1,12
449;7;Риал-Кредит;3393;Москва и обл.;1 479 604,00;1 455 520,00;24 084,00;1,65
450;-2;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 465 950,00;1 548 148,00;-82 198,00;-5,31
451;-52;Примтеркомбанк;21;Приморский край;1 418 632,00;2 207 491,00;-788 859,00;-35,74
452;6;Акцент;696;Оренбургская обл.;1 403 717,00;1 387 111,00;16 606,00;1,20
453;4;Почтобанк;1788;Пермская обл.;1 388 210,00;1 403 628,00;-15 418,00;-1,10
454;43;Элекснет;3314;Москва и обл.;1 358 466,00;805 659,00;552 807,00;68,62
455;9;Агора;3231;Москва и обл.;1 305 324,00;1 228 668,00;76 656,00;6,24
456;-4;Златкомбанк;568;Москва и обл.;1 296 388,00;1 517 384,00;-220 996,00;-14,56
457;22;Спецстройбанк;236;Москва и обл.;1 284 825,00;1 060 935,00;223 890,00;21,10
458;66;Телекоммерц Банк;3380;Тульская обл.;1 261 071,00;496 965,00;764 106,00;153,75
459;-5;Банк Фридом Финанс;1143;Москва и обл.;1 237 499,00;1 503 680,00;-266 181,00;-17,70
460;2;Саммит Банк;85;Приморский край;1 233 494,00;1 236 840,00;-3 346,00;-0,27
461;-2;РФИ Банк;3351;Москва и обл.;1 223 100,00;1 363 739,00;-140 639,00;-10,31
462;1;Курган;2568;Курганская обл.;1 220 859,00;1 234 799,00;-13 940,00;-1,13
463;3;Дон-Тексбанк;1818;Ростовская обл.;1 208 546,00;1 210 790,00;-2 244,00;-0,19
464;-3;Вакобанк;1291;Псковская обл.;1 206 171,00;1 320 809,00;-114 638,00;-8,68
465;15;Тексбанк;2756;Карачаево-Черкесия;1 200 589,00;1 033 715,00;166 874,00;16,14
466;15;Космос;2245;Москва и обл.;1 199 274,00;1 023 476,00;175 798,00;17,18
467;-2;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 147 784,00;1 215 601,00;-67 817,00;-5,58
468;-1;Невастройинвест;1926;Санкт-Петербург и обл.;1 147 699,00;1 184 085,00;-36 386,00;-3,07
469;-1;Прохладный;874;Кабардино-Балкария;1 144 575,00;1 183 346,00;-38 771,00;-3,28
470;-1;Химик;1114;Нижегородская обл.;1 136 416,00;1 164 407,00;-27 991,00;-2,40
471;2;ЕАТП Банк;1765;Астраханская обл.;1 135 412,00;1 131 356,00;4 056,00;0,36
472;2;Михайловский ПЖСБ;2961;Волгоградская обл.;1 123 342,00;1 119 893,00;3 449,00;0,31
473;3;Байкалкредобанк;2990;Иркутская обл.;1 088 052,00;1 098 774,00;-10 722,00;-0,98
474;-2;Новый Промышленный Банк;930;Москва и обл.;1 075 710,00;1 139 077,00;-63 367,00;-5,56
475;32;Мобильная карта;3522;Санкт-Петербург и обл.;1 067 052,00;652 223,00;414 829,00;63,60
476;1;Международный Расчетный Банк;3028;Москва и обл.;1 054 727,00;1 068 623,00;-13 896,00;-1,30
477;1;Майский;1673;Кабардино-Балкария;1 032 790,00;1 064 065,00;-31 275,00;-2,94
478;-7;Соколовский;2830;Москва и обл.;1 025 764,00;1 150 444,00;-124 680,00;-10,84
479;5;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 024 142,00;991 643,00;32 499,00;3,28
480;8;Классик Эконом Банк;3298;Северная Осетия — Алания;984 803,00;915 229,00;69 574,00;7,60
481;1;Металлург;2877;Москва и обл.;978 886,00;1 015 590,00;-36 704,00;-3,61
482;3;Народный Инвестиционный Банк;2876;Самарская обл.;968 180,00;987 208,00;-19 028,00;-1,93
483;3;Флора-Москва;533;Москва и обл.;963 170,00;985 349,00;-22 179,00;-2,25
484;5;Эльбин;2267;Дагестан;959 275,00;890 408,00;68 867,00;7,73
485;-2;ГринКомБанк;1184;Иркутская обл.;937 778,00;999 269,00;-61 491,00;-6,15
486;9;Балаково-Банк;444;Саратовская обл.;924 082,00;832 888,00;91 194,00;10,95
487;4;Банк РСИ;3415;Москва и обл.;913 682,00;865 477,00;48 205,00;5,57
488;5;Вэлтон Банк;1105;Белгородская обл.;907 938,00;859 960,00;47 978,00;5,58
489;45;Финчер;3486;Москва и обл.;885 388,00;412 419,00;472 969,00;114,68
490;-3;Москва;1661;Москва и обл.;872 427,00;981 465,00;-109 038,00;-11,11
491;-1;Центрально-Азиатский;3037;Хакасия;869 117,00;868 743,00;374,00;0,04
492;2;Русский Банк Сбережений;779;Ставропольский край;868 368,00;853 429,00;14 939,00;1,75
493;-23;Максима;3379;Москва и обл.;867 913,00;1 157 787,00;-289 874,00;-25,04
494;2;Вятич;2796;Рязанская обл.;867 407,00;810 647,00;56 760,00;7,00
495;3;Холдинвестбанк;2837;Москва и обл.;786 774,00;784 072,00;2 702,00;0,34
496;4;Национальный Банк Сбережений;1949;Ивановская обл.;776 119,00;749 922,00;26 197,00;3,49
497;-5;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;765 106,00;861 419,00;-96 313,00;-11,18
498;27;Геобанк;2027;Москва и обл.;762 415,00;496 021,00;266 394,00;53,71
499;3;Славянбанк;804;Новгородская обл.;755 811,00;735 192,00;20 619,00;2,80
500;43;Деньги.Мэйл.Ру;3511;Москва и обл.;744 633,00;296 371,00;448 262,00;151,25
501;0;Объединенный Банк Республики;1016;Чувашия;738 849,00;747 035,00;-8 186,00;-1,10
502;-3;Онего;2484;Карелия;712 399,00;760 030,00;-47 631,00;-6,27
503;1;Вайлдберриз Банк;841;Адыгея;711 679,00;692 066,00;19 613,00;2,83
504;-1;Яндекс Банк;3027;Москва и обл.;694 773,00;711 486,00;-16 713,00;-2,35
505;0;РусьРегионБанк;685;Москва и обл.;675 548,00;684 125,00;-8 577,00;-1,25
506;0;Си Ди Би Банк;3339;Краснодарский край;667 796,00;677 572,00;-9 776,00;-1,44
507;9;Расчетные Решения;3524;Москва и обл.;663 193,00;566 265,00;96 928,00;17,12
508;0;Прокоммерцбанк;2996;Москва и обл.;634 159,00;636 879,00;-2 720,00;-0,43
509;0;Гефест;1046;Тверская обл.;620 925,00;607 031,00;13 894,00;2,29
510;4;МВС Банк;2407;Дагестан;612 461,00;577 414,00;35 047,00;6,07
511;-1;Ресурс-Траст;3122;Москва и обл.;607 207,00;601 973,00;5 234,00;0,87
512;18;Народный Банк Тувы;1309;Тыва;603 430,00;484 754,00;118 676,00;24,48
513;14;Единая касса;3512;Москва и обл.;599 169,00;494 086,00;105 083,00;21,27
514;-3;Южный Региональный Банк;3015;Ростовская обл.;582 732,00;593 622,00;-10 890,00;-1,83
515;-2;ФинТех;3499;Ярославская обл.;575 466,00;578 678,00;-3 212,00;-0,56
516;-4;Жилстройбанк;2769;Москва и обл.;573 109,00;584 457,00;-11 348,00;-1,94
517;14;Континенталь;3184;Ставропольский край;560 971,00;481 678,00;79 293,00;16,46
518;17;Монета.ру;3508;Марий Эл;555 107,00;409 316,00;145 791,00;35,62
519;3;Логос;3233;Москва и обл.;522 323,00;500 225,00;22 098,00;4,42
520;12;Промсвязьинвест;2761;Дагестан;520 063,00;438 001,00;82 062,00;18,74
521;-4;Алжан;2491;Дагестан;518 461,00;528 737,00;-10 276,00;-1,94
522;6;Жилкредит;1736;Москва и обл.;514 696,00;488 364,00;26 332,00;5,39
523;-2;Рента-Банк;3095;Москва и обл.;514 456,00;506 946,00;7 510,00;1,48
524;-6;Таганрогбанк;3136;Ростовская обл.;510 025,00;520 608,00;-10 583,00;-2,03
525;4;Лэнд Кредит;1478;Москва и обл.;494 500,00;485 907,00;8 593,00;1,77
526;-11;АлтайБизнес-Банк;2388;Алтайский край;489 575,00;575 731,00;-86 156,00;-14,96
527;-8;Дружба;990;Тюменская обл.;478 905,00;518 795,00;-39 890,00;-7,69
528;-2;Банк Берейт;3505;Санкт-Петербург и обл.;474 092,00;495 157,00;-21 065,00;-4,25
