Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2015, тыс. рублей;Декабрь, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
258;-5;Прио-Внешторгбанк;212;Рязанская обл.;11 174 841,00;11 272 733,00;-97 892,00;-0,87
259;14;Бенифит-Банк;3229;Москва и обл.;10 869 368,00;9 402 749,00;1 466 619,00;15,60
260;-2;Кредит-Москва;5;Москва и обл.;10 555 326,00;10 728 036,00;-172 710,00;-1,61
261;3;Банк Расчетов и Сбережений;2617;Москва и обл.;10 516 608,00;10 033 240,00;483 368,00;4,82
262;10;Ставропольпромстройбанк;1288;Ставропольский край;10 394 539,00;9 559 200,00;835 339,00;8,74
263;-3;НИКО-Банк;702;Оренбургская обл.;10 388 681,00;10 348 501,00;40 180,00;0,39
264;-7;Банк Оренбург;3269;Оренбургская обл.;10 246 859,00;10 742 972,00;-496 113,00;-4,62
265;-3;Инбанк;1829;Москва и обл.;10 201 017,00;10 234 166,00;-33 149,00;-0,32
266;43;Голдман Сакс Банк;3490;Москва и обл.;10 132 960,00;7 690 141,00;2 442 819,00;31,77
267;-8;Энергомашбанк;52;Санкт-Петербург и обл.;10 097 884,00;10 610 052,00;-512 168,00;-4,83
268;30;Финам Банк;2799;Москва и обл.;10 056 544,00;8 036 552,00;2 019 992,00;25,14
269;-29;Русьуниверсалбанк;3293;Москва и обл.;10 026 075,00;12 146 033,00;-2 119 958,00;-17,45
270;1;КС Банк;1752;Мордовия;9 925 972,00;9 755 652,00;170 320,00;1,75
271;-3;СИАБ;3245;Санкт-Петербург и обл.;9 722 658,00;9 809 874,00;-87 216,00;-0,89
272;-6;Екатеринбург;3161;Свердловская обл.;9 705 351,00;9 847 415,00;-142 064,00;-1,44
273;-4;Евромет;2902;Москва и обл.;9 387 852,00;9 799 694,00;-411 842,00;-4,20
274;4;Эс-Би-Ай Банк;3185;Москва и обл.;9 377 839,00;9 057 725,00;320 114,00;3,53
275;13;Развитие;2729;Карачаево-Черкесия;9 359 052,00;8 617 355,00;741 697,00;8,61
276;5;Банк ПСА Финанс Рус;3481;Москва и обл.;9 335 381,00;8 987 256,00;348 125,00;3,87
277;5;Промсбербанк;1043;Москва и обл.;9 292 889,00;8 927 022,00;365 867,00;4,10
278;17;Славия;2664;Москва и обл.;9 209 229,00;8 159 285,00;1 049 944,00;12,87
279;14;Агросоюз;1459;Москва и обл.;9 030 771,00;8 328 330,00;702 441,00;8,43
280;38;Финансовый Стандарт;1053;Москва и обл.;8 998 746,00;7 273 044,00;1 725 702,00;23,73
281;-16;Адмиралтейский;3054;Москва и обл.;8 984 528,00;9 966 433,00;-981 905,00;-9,85
282;3;Банк БКФ;2684;Москва и обл.;8 942 690,00;8 837 242,00;105 448,00;1,19
283;-6;Банк Жилищного Финансирования;3138;Москва и обл.;8 911 589,00;9 115 527,00;-203 938,00;-2,24
284;-5;Нижневолжский Коммерческий Банк;931;Саратовская обл.;8 893 644,00;9 053 811,00;-160 167,00;-1,77
285;37;Региональный Банк Развития;2782;Башкортостан;8 883 847,00;7 109 491,00;1 774 356,00;24,96
286;19;Миллениум Банк;3423;Москва и обл.;8 859 090,00;7 840 277,00;1 018 813,00;12,99
287;3;Московский Нефтехимический Банк;1411;Москва и обл.;8 822 532,00;8 562 098,00;260 434,00;3,04
288;-1;Новопокровский;467;Краснодарский край;8 818 051,00;8 680 153,00;137 898,00;1,59
289;11;Углеметбанк;2997;Челябинская обл.;8 785 642,00;7 984 880,00;800 762,00;10,03
290;-6;Промтрансбанк;2638;Башкортостан;8 664 018,00;8 873 460,00;-209 442,00;-2,36
291;10;ПИР Банк;2655;Москва и обл.;8 611 819,00;7 982 470,00;629 349,00;7,88
292;5;Экспресс-Кредит;210;Москва и обл.;8 565 396,00;8 044 450,00;520 946,00;6,48
293;-1;Татсоцбанк;480;Татарстан;8 529 514,00;8 377 961,00;151 553,00;1,81
294;19;Еврокоммерц;1777;Москва и обл.;8 528 505,00;7 503 479,00;1 025 026,00;13,66
295;-12;Джей энд Ти Банк;3061;Москва и обл.;8 490 711,00;8 925 646,00;-434 935,00;-4,87
296;6;Снежинский;1376;Челябинская обл.;8 461 610,00;7 974 733,00;486 877,00;6,11
297;-1;Альба Альянс;2593;Москва и обл.;8 390 319,00;8 130 033,00;260 286,00;3,20
298;10;Датабанк;646;Удмуртия;8 278 915,00;7 797 768,00;481 147,00;6,17
299;-10;Белгородсоцбанк;760;Белгородская обл.;8 265 411,00;8 579 540,00;-314 129,00;-3,66
300;19;Таатта;1249;Саха (Якутия);8 228 279,00;7 268 391,00;959 888,00;13,21
301;5;Русский Торговый Банк;2842;Москва и обл.;8 202 635,00;7 830 396,00;372 239,00;4,75
302;-8;Рускобанк;138;Санкт-Петербург и обл.;8 110 547,00;8 269 602,00;-159 055,00;-1,92
303;69;Платина;2347;Москва и обл.;8 095 160,00;5 376 330,00;2 718 830,00;50,57
304;24;Инвестиционный Союз;637;Москва и обл.;8 005 539,00;6 861 033,00;1 144 506,00;16,68
305;-30;Инвестиционный Республиканский Банк;2571;Москва и обл.;7 991 807,00;9 188 201,00;-1 196 394,00;-13,02
306;9;Северо-Восточный Альянс;2768;Москва и обл.;7 923 605,00;7 422 802,00;500 803,00;6,75
307;-37;Руснарбанк;3403;Москва и обл.;7 915 298,00;9 761 855,00;-1 846 557,00;-18,92
308;-1;Ассоциация;732;Нижегородская обл.;7 885 809,00;7 810 487,00;75 322,00;0,96
309;5;Томскпромстройбанк;1720;Томская обл.;7 875 402,00;7 424 923,00;450 479,00;6,07
310;6;Ренессанс;1939;Москва и обл.;7 662 423,00;7 333 758,00;328 665,00;4,48
311;24;Банк Казани;708;Татарстан;7 657 746,00;6 553 522,00;1 104 224,00;16,85
312;-32;Банк Заречье;817;Татарстан;7 607 914,00;9 045 344,00;-1 437 430,00;-15,89
313;-1;ФДБ;3071;Москва и обл.;7 573 423,00;7 568 308,00;5 115,00;0,07
314;3;Бинбанк Мурманск;1276;Мурманская обл.;7 570 037,00;7 297 616,00;272 421,00;3,73
315;-4;Юг-Инвестбанк;2772;Краснодарский край;7 504 201,00;7 574 317,00;-70 116,00;-0,93
316;-12;РусЮгбанк;2093;Волгоградская обл.;7 477 034,00;7 873 940,00;-396 906,00;-5,04
317;17;Вега-Банк;3270;Москва и обл.;7 476 528,00;6 562 533,00;913 995,00;13,93
318;-32;Азия-Инвест Банк;3303;Москва и обл.;7 409 550,00;8 720 140,00;-1 310 590,00;-15,03
319;-20;Роспромбанк;3204;Москва и обл.;7 400 357,00;7 999 656,00;-599 299,00;-7,49
320;-17;Вокбанк;312;Нижегородская обл.;7 320 994,00;7 929 086,00;-608 092,00;-7,67
321;2;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;7 129 629,00;6 957 520,00;172 109,00;2,47
322;15;Северный Кредит;2398;Вологодская обл.;7 089 954,00;6 356 413,00;733 541,00;11,54
323;-2;Анкор Банк;889;Татарстан;7 086 055,00;7 124 787,00;-38 732,00;-0,54
324;2;Новый Московский Банк;2932;Москва и обл.;7 036 993,00;6 900 425,00;136 568,00;1,98
325;16;Актив Банк;2529;Мордовия;7 030 366,00;6 185 356,00;845 010,00;13,66
326;18;Объединенный Кредитный Банк;1118;Ярославская обл.;7 019 893,00;6 068 076,00;951 817,00;15,69
327;3;РЕСО Кредит;3450;Москва и обл.;6 954 154,00;6 824 862,00;129 292,00;1,89
328;-8;Бинбанк Столица;3052;Москва и обл.;6 940 041,00;7 219 787,00;-279 746,00;-3,87
329;9;Милбанк;3256;Москва и обл.;6 906 696,00;6 356 017,00;550 679,00;8,66
330;13;Банкхаус Эрбе;1717;Москва и обл.;6 873 068,00;6 084 570,00;788 498,00;12,96
331;-4;Трансстройбанк;2807;Москва и обл.;6 832 510,00;6 888 108,00;-55 598,00;-0,81
332;4;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 818 527,00;6 509 605,00;308 922,00;4,75
333;-2;Русь;704;Оренбургская обл.;6 758 686,00;6 701 152,00;57 534,00;0,86
334;22;Невский Банк;1068;Санкт-Петербург и обл.;6 738 807,00;5 748 194,00;990 613,00;17,23
335;-6;Славянский Кредит;2960;Москва и обл.;6 713 837,00;6 829 815,00;-115 978,00;-1,70
336;-3;Эксперт Банк;2949;Омская обл.;6 635 798,00;6 575 302,00;60 496,00;0,92
337;10;Век;2299;Москва и обл.;6 537 869,00;5 995 009,00;542 860,00;9,06
338;10;Банк Торгового Финансирования;1982;Москва и обл.;6 489 264,00;5 983 432,00;505 832,00;8,45
339;0;Банк на Красных Воротах;2472;Москва и обл.;6 429 029,00;6 326 347,00;102 682,00;1,62
340;13;Верхневолжский;1084;Ярославская обл.;6 428 045,00;5 812 799,00;615 246,00;10,58
341;16;Бинбанк Тверь;777;Тверская обл.;6 376 372,00;5 737 555,00;638 817,00;11,13
342;-17;НБК-Банк;3283;Москва и обл.;6 361 532,00;6 919 905,00;-558 373,00;-8,07
343;22;Чувашкредитпромбанк;1280;Чувашия;6 255 928,00;5 557 193,00;698 735,00;12,57
344;-12;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 191 837,00;6 692 772,00;-500 935,00;-7,48
345;-5;Эл Банк;1025;Самарская обл.;6 133 245,00;6 259 155,00;-125 910,00;-2,01
346;8;Синко-Банк;2838;Москва и обл.;6 132 118,00;5 769 332,00;362 786,00;6,29
347;30;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 123 598,00;5 218 975,00;904 623,00;17,33
348;-3;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;6 111 741,00;6 043 204,00;68 537,00;1,13
349;2;Кранбанк;2271;Ивановская обл.;6 089 914,00;5 939 087,00;150 827,00;2,54
350;12;Международный Банк Развития;2704;Москва и обл.;6 086 251,00;5 638 221,00;448 030,00;7,95
351;7;РАМ Банк;3480;Москва и обл.;6 061 819,00;5 731 879,00;329 940,00;5,76
352;19;Консервативный Коммерческий Банк;1087;Астраханская обл.;6 028 513,00;5 379 121,00;649 392,00;12,07
353;48;Банк Кремлевский;2905;Москва и обл.;5 997 190,00;4 742 379,00;1 254 811,00;26,46
354;22;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 918 539,00;5 220 815,00;697 724,00;13,36
355;-5;Эргобанк;2856;Москва и обл.;5 901 671,00;5 949 038,00;-47 367,00;-0,80
356;-14;Банк Инноваций и Развития;2647;Москва и обл.;5 898 249,00;6 090 165,00;-191 916,00;-3,15
357;-11;Промрегионбанк;2123;Томская обл.;5 894 641,00;6 023 839,00;-129 198,00;-2,14
358;20;Проминвестбанк;2433;Москва и обл.;5 853 680,00;5 177 762,00;675 918,00;13,05
359;-7;Уралкапиталбанк;2519;Башкортостан;5 829 072,00;5 830 758,00;-1 686,00;-0,03
360;-50;Нэклис-Банк;1671;Москва и обл.;5 759 595,00;7 680 397,00;-1 920 802,00;-25,01
361;7;Торговый Городской Банк;3180;Тверская обл.;5 727 897,00;5 435 963,00;291 934,00;5,37
362;-13;Северный Народный Банк;2721;Коми;5 707 403,00;5 977 538,00;-270 135,00;-4,52
363;17;Риабанк;3434;Москва и обл.;5 653 201,00;5 124 471,00;528 730,00;10,32
364;9;Международный Коммерческий Банк;2524;Москва и обл.;5 651 712,00;5 371 685,00;280 027,00;5,21
365;-10;Донкомбанк;492;Ростовская обл.;5 610 678,00;5 751 677,00;-140 999,00;-2,45
366;3;Хакасский Муниципальный Банк;1049;Хакасия;5 602 993,00;5 407 573,00;195 420,00;3,61
367;25;Москва-Сити;3247;Москва и обл.;5 601 533,00;4 844 490,00;757 043,00;15,63
368;-1;Национальный Залоговый Банк;2944;Москва и обл.;5 584 716,00;5 445 952,00;138 764,00;2,55
369;38;Мосуралбанк;2468;Москва и обл.;5 547 295,00;4 516 437,00;1 030 858,00;22,82
370;-96;Российская Финансовая Корпорация;3099;Москва и обл.;5 534 004,00;9 335 172,00;-3 801 168,00;-40,72
371;48;Рапида;3371;Москва и обл.;5 516 177,00;4 140 551,00;1 375 626,00;33,22
372;21;Новое Время;3492;Москва и обл.;5 486 170,00;4 840 952,00;645 218,00;13,33
373;1;Московский Коммерческий Банк;3172;Москва и обл.;5 457 248,00;5 321 186,00;136 062,00;2,56
374;-13;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;5 393 499,00;5 639 194,00;-245 695,00;-4,36
375;-5;Финанс Бизнес Банк;520;Москва и обл.;5 309 518,00;5 400 858,00;-91 340,00;-1,69
376;10;Сибсоцбанк;2015;Алтайский край;5 256 765,00;4 967 390,00;289 375,00;5,83
377;2;Народный Доверительный Банк;2374;Москва и обл.;5 248 851,00;5 130 536,00;118 315,00;2,31
378;13;Леноблбанк;1003;Санкт-Петербург и обл.;5 186 468,00;4 852 936,00;333 532,00;6,87
379;-16;МС Банк Рус;2789;Москва и обл.;5 179 447,00;5 608 902,00;-429 455,00;-7,66
380;4;Союзный;3236;Москва и обл.;5 162 770,00;5 022 397,00;140 373,00;2,79
381;8;Идея Банк;430;Краснодарский край;5 110 002,00;4 906 993,00;203 009,00;4,14
382;8;Экси-Банк;2530;Санкт-Петербург и обл.;5 108 155,00;4 854 036,00;254 119,00;5,24
383;48;Кошелев-Банк;3300;Самарская обл.;5 106 435,00;3 875 923,00;1 230 512,00;31,75
384;18;Еврокредит;2957;Москва и обл.;5 089 983,00;4 735 973,00;354 010,00;7,47
385;-19;Камский Коммерческий Банк;438;Татарстан;5 086 036,00;5 447 656,00;-361 620,00;-6,64
386;-3;Экономикс-Банк;2136;Москва и обл.;4 953 391,00;5 030 540,00;-77 149,00;-1,53
387;19;Банк Раунд;2506;Москва и обл.;4 946 333,00;4 555 421,00;390 912,00;8,58
388;12;Дагэнергобанк;3286;Дагестан;4 945 248,00;4 773 340,00;171 908,00;3,60
389;22;Региональный Банк Сбережений;3367;Москва и обл.;4 941 541,00;4 415 837,00;525 704,00;11,90
390;8;Промэнергобанк;2728;Вологодская обл.;4 924 423,00;4 781 403,00;143 020,00;2,99
391;-4;Банк Развития Технологий;3441;Москва и обл.;4 893 342,00;4 962 234,00;-68 892,00;-1,39
392;7;Газстройбанк;2919;Москва и обл.;4 882 908,00;4 781 270,00;101 638,00;2,13
393;-5;Зенит Сочи;232;Краснодарский край;4 814 164,00;4 920 122,00;-105 958,00;-2,15
394;1;Оргбанк;3312;Москва и обл.;4 799 412,00;4 824 935,00;-25 523,00;-0,53
395;17;Енисейский Объединенный Банк;2645;Красноярский край;4 777 906,00;4 407 808,00;370 098,00;8,40
396;8;Конфидэнс Банк;970;Костромская обл.;4 746 026,00;4 696 801,00;49 225,00;1,05
397;44;Воронеж;654;Воронежская обл.;4 737 706,00;3 585 275,00;1 152 431,00;32,14
398;-2;Межрегиональный промышленно-строительный банк;752;Мордовия;4 735 504,00;4 783 926,00;-48 422,00;-1,01
399;4;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 719 434,00;4 707 364,00;12 070,00;0,26
400;-15;Автоградбанк;1455;Татарстан;4 691 080,00;4 990 327,00;-299 247,00;-6,00
401;-41;Кузнецкий Мост;2254;Москва и обл.;4 675 024,00;5 662 343,00;-987 319,00;-17,44
402;6;Русский Трастовый Банк;1139;Москва и обл.;4 668 539,00;4 436 185,00;232 354,00;5,24
403;-6;ВостСибтранскомбанк;2731;Иркутская обл.;4 646 810,00;4 782 131,00;-135 321,00;-2,83
404;-29;Стройлесбанк;2995;Тюменская обл.;4 638 246,00;5 300 778,00;-662 532,00;-12,50
405;0;Межтрастбанк;2493;Москва и обл.;4 611 834,00;4 694 265,00;-82 431,00;-1,76
406;4;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 594 824,00;4 417 568,00;177 256,00;4,01
407;11;Гагаринский;606;Москва и обл.;4 585 652,00;4 259 756,00;325 896,00;7,65
408;-44;Ю Би Эс Банк;3463;Москва и обл.;4 564 320,00;5 604 943,00;-1 040 623,00;-18,57
409;-15;Зернобанк;2337;Алтайский край;4 514 598,00;4 826 935,00;-312 337,00;-6,47
410;72;Крыловский;456;Краснодарский край;4 466 572,00;2 945 754,00;1 520 818,00;51,63
411;4;Коммерческий Индо Банк;3446;Москва и обл.;4 453 223,00;4 367 586,00;85 637,00;1,96
412;-3;Банк ИТБ;3128;Москва и обл.;4 421 239,00;4 419 656,00;1 583,00;0,04
413;8;Лесбанк;1598;Москва и обл.;4 415 774,00;4 129 882,00;285 892,00;6,92
414;25;Нейва;1293;Свердловская обл.;4 387 308,00;3 638 301,00;749 007,00;20,59
415;1;Мираф-Банк;2244;Омская обл.;4 384 095,00;4 342 994,00;41 101,00;0,95
416;6;Бинбанк Смоленск;1957;Смоленская обл.;4 378 423,00;4 101 314,00;277 109,00;6,76
417;6;МАК-Банк;1088;Москва и обл.;4 313 210,00;4 093 884,00;219 326,00;5,36
418;-5;Владпромбанк;870;Владимирская обл.;4 304 355,00;4 402 124,00;-97 769,00;-2,22
419;-5;Итуруп;2390;Сахалинская обл.;4 259 037,00;4 372 315,00;-113 278,00;-2,59
420;-3;Новобанк;1352;Новгородская обл.;4 165 320,00;4 280 162,00;-114 842,00;-2,68
421;5;Кузнецкий;609;Пензенская обл.;4 091 542,00;3 995 280,00;96 262,00;2,41
422;2;Земский Банк;2900;Самарская обл.;4 069 140,00;4 079 621,00;-10 481,00;-0,26
423;5;ИТ Банк;2609;Омская обл.;4 038 480,00;3 936 965,00;101 515,00;2,58
424;5;Ермак;1809;Ханты-Мансийский АО — Югра;4 022 920,00;3 884 564,00;138 356,00;3,56
425;-43;УМ-Банк;1441;Свердловская обл.;4 016 394,00;5 067 874,00;-1 051 480,00;-20,75
426;11;Промсельхозбанк;538;Москва и обл.;4 000 320,00;3 685 371,00;314 949,00;8,55
427;-2;Профессионал Банк;2471;Москва и обл.;3 975 895,00;4 068 118,00;-92 223,00;-2,27
428;23;Витязь;2890;Москва и обл.;3 973 561,00;3 369 432,00;604 129,00;17,93
429;9;Мастер-Капитал;3011;Москва и обл.;3 966 378,00;3 665 723,00;300 655,00;8,20
430;0;Бланк Банк;2368;Москва и обл.;3 867 720,00;3 881 116,00;-13 396,00;-0,35
431;-11;Руссобанк;2313;Москва и обл.;3 836 427,00;4 132 330,00;-295 903,00;-7,16
432;0;Горбанк;2982;Санкт-Петербург и обл.;3 834 035,00;3 871 915,00;-37 880,00;-0,98
433;16;Камчаткомагропромбанк;545;Камчатская обл.;3 812 234,00;3 381 932,00;430 302,00;12,72
434;13;Сибнефтебанк;385;Тюменская обл.;3 784 017,00;3 471 980,00;312 037,00;8,99
435;5;Уссури;596;Хабаровский край;3 742 407,00;3 628 064,00;114 343,00;3,15
436;0;Финансово-Промышленный Капитал;3295;Москва и обл.;3 742 254,00;3 730 378,00;11 876,00;0,32
437;-4;Роял Кредит Банк;783;Хабаровский край;3 731 774,00;3 841 749,00;-109 975,00;-2,86
438;-11;Витабанк;356;Санкт-Петербург и обл.;3 727 970,00;3 952 223,00;-224 253,00;-5,67
439;244;Жилстройбанк;2769;Москва и обл.;3 694 561,00;967 646,00;2 726 915,00;281,81
440;20;Долинск;857;Сахалинская обл.;3 671 734,00;3 272 240,00;399 494,00;12,21
441;70;Народный Банк;2249;Карачаево-Черкесия;3 665 447,00;2 531 736,00;1 133 711,00;44,78
442;-8;Банк Экономический Союз;2798;Москва и обл.;3 633 857,00;3 810 308,00;-176 451,00;-4,63
443;19;Айви Банк;2055;Москва и обл.;3 573 433,00;3 271 846,00;301 587,00;9,22
444;25;Элита;1399;Калужская обл.;3 561 816,00;3 203 965,00;357 851,00;11,17
445;3;Гринфилдбанк;2711;Москва и обл.;3 514 270,00;3 411 614,00;102 656,00;3,01
446;11;РТС-Банк;3401;Самарская обл.;3 510 958,00;3 286 212,00;224 746,00;6,84
447;-2;Венец;524;Ульяновская обл.;3 506 676,00;3 504 553,00;2 123,00;0,06
448;7;Ринвестбанк;3262;Рязанская обл.;3 505 481,00;3 307 247,00;198 234,00;5,99
449;16;ИСБ;3010;Москва и обл.;3 496 849,00;3 247 442,00;249 407,00;7,68
450;27;Русский Национальный Банк;469;Ростовская обл.;3 473 023,00;3 082 779,00;390 244,00;12,66
451;12;Океан Банк;1697;Москва и обл.;3 470 717,00;3 270 644,00;200 073,00;6,12
452;-2;Профессионал Банк;3296;Москва и обл.;3 468 307,00;3 379 069,00;89 238,00;2,64
453;21;Зираат Банк;2559;Москва и обл.;3 455 606,00;3 097 565,00;358 041,00;11,56
454;5;Вологжанин;1896;Вологодская обл.;3 450 536,00;3 278 687,00;171 849,00;5,24
455;-12;Форус Банк;3457;Нижегородская обл.;3 431 637,00;3 539 367,00;-107 730,00;-3,04
456;0;НОКССбанк;3202;Волгоградская обл.;3 421 236,00;3 289 177,00;132 059,00;4,01
457;19;Росбизнесбанк;1405;Москва и обл.;3 384 444,00;3 083 259,00;301 185,00;9,77
458;17;Юнистрим;3467;Москва и обл.;3 346 063,00;3 090 051,00;256 012,00;8,29
459;-13;Церих;3278;Орловская обл.;3 345 163,00;3 499 405,00;-154 242,00;-4,41
460;23;Газтрансбанк;665;Адыгея;3 304 900,00;2 933 232,00;371 668,00;12,67
461;-7;Алтайкапиталбанк;2659;Алтайский край;3 301 488,00;3 341 482,00;-39 994,00;-1,20
462;-10;Крокус-Банк;2682;Москва и обл.;3 285 336,00;3 363 631,00;-78 295,00;-2,33
463;5;Уралпромбанк;2964;Челябинская обл.;3 282 957,00;3 237 667,00;45 290,00;1,40
464;-6;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;3 269 429,00;3 282 982,00;-13 553,00;-0,41
465;36;Прайм Финанс;2758;Санкт-Петербург и обл.;3 251 679,00;2 650 340,00;601 339,00;22,69
466;7;РБА;3413;Москва и обл.;3 229 999,00;3 138 752,00;91 247,00;2,91
467;-6;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 202 057,00;3 272 126,00;-70 069,00;-2,14
468;2;Столичный Кредит;2853;Москва и обл.;3 197 747,00;3 157 928,00;39 819,00;1,26
469;-16;Бест Эффортс Банк;435;Москва и обл.;3 179 824,00;3 358 600,00;-178 776,00;-5,32
470;-26;МФБанк;3163;Москва и обл.;3 178 151,00;3 518 882,00;-340 731,00;-9,68
471;-5;Живаго Банк;2065;Рязанская обл.;3 169 966,00;3 239 829,00;-69 863,00;-2,16
472;22;Сириус;3506;Омская обл.;3 124 858,00;2 764 532,00;360 326,00;13,03
473;-38;Реалист Банк;1067;Иркутская обл.;3 100 984,00;3 803 637,00;-702 653,00;-18,47
474;-3;Аксонбанк;680;Костромская обл.;3 075 170,00;3 151 521,00;-76 351,00;-2,42
475;3;Преодоление;2649;Москва и обл.;3 070 318,00;3 060 415,00;9 903,00;0,32
476;4;Агророс;2860;Саратовская обл.;3 048 435,00;3 019 398,00;29 037,00;0,96
477;-35;Профит Банк;3234;Москва и обл.;3 039 641,00;3 558 488,00;-518 847,00;-14,58
478;22;Енисей;474;Красноярский край;3 013 522,00;2 651 477,00;362 045,00;13,65
479;-15;Мурманский Расчетный Центр;3341;Мурманская обл.;2 992 266,00;3 260 697,00;-268 431,00;-8,23
480;1;Ваш Личный Банк;1222;Иркутская обл.;2 987 234,00;2 993 595,00;-6 361,00;-0,21
481;31;Арксбанк;1868;Москва и обл.;2 979 978,00;2 504 083,00;475 895,00;19,00
482;4;Богородский Муниципальный Банк;2992;Москва и обл.;2 958 408,00;2 856 034,00;102 374,00;3,58
483;34;ЕвроАксис Банк;3273;Москва и обл.;2 934 372,00;2 479 710,00;454 662,00;18,34
484;-12;Интерактивный Банк;3378;Москва и обл.;2 915 760,00;3 149 031,00;-233 271,00;-7,41
485;-1;Евроальянс;1781;Ивановская обл.;2 913 411,00;2 920 942,00;-7 531,00;-0,26
486;19;Объединенный Резервный Банк;937;Москва и обл.;2 905 389,00;2 604 683,00;300 706,00;11,54
487;-8;Таурус Банк;655;Москва и обл.;2 905 042,00;3 030 052,00;-125 010,00;-4,13
488;11;Мегаполис;3265;Чувашия;2 893 463,00;2 674 180,00;219 283,00;8,20
489;33;Банкирский Дом;2928;Санкт-Петербург и обл.;2 878 861,00;2 413 404,00;465 457,00;19,29
490;43;Центрально-Европейский Банк;2670;Москва и обл.;2 870 896,00;2 315 173,00;555 723,00;24,00
491;16;Аспект;608;Москва и обл.;2 851 527,00;2 591 427,00;260 100,00;10,04
492;0;Кубанский Универсальный Банк;2898;Краснодарский край;2 838 615,00;2 791 800,00;46 815,00;1,68
493;-6;Евразийский Банк;969;Москва и обл.;2 825 532,00;2 847 949,00;-22 417,00;-0,79
494;38;Вкабанк;1027;Астраханская обл.;2 802 101,00;2 318 135,00;483 966,00;20,88
495;-7;Заубер Банк;1614;Санкт-Петербург и обл.;2 766 609,00;2 832 622,00;-66 013,00;-2,33
496;13;Кросна-Банк;2607;Москва и обл.;2 764 670,00;2 552 939,00;211 731,00;8,29
497;-7;Донхлеббанк;2285;Ростовская обл.;2 760 813,00;2 796 427,00;-35 614,00;-1,27
498;-3;Костромаселькомбанк;1115;Костромская обл.;2 758 075,00;2 759 512,00;-1 437,00;-0,05
499;3;Апабанк;2404;Москва и обл.;2 740 356,00;2 636 210,00;104 146,00;3,95
500;-7;Интеркредит;3047;Москва и обл.;2 732 793,00;2 788 243,00;-55 450,00;-1,99
501;50;ЮMoney;3510;Россия;2 727 831,00;2 103 845,00;623 986,00;29,66
502;1;РСКБ;2050;Москва и обл.;2 727 373,00;2 633 236,00;94 137,00;3,57
503;-18;Выборг-Банк;720;Санкт-Петербург и обл.;2 716 135,00;2 879 334,00;-163 199,00;-5,67
504;-15;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 706 649,00;2 801 633,00;-94 984,00;-3,39
505;-124;Межбанковский Кредитный Союз;3242;Москва и обл.;2 693 505,00;5 109 947,00;-2 416 442,00;-47,29
506;-10;ФорБанк;2063;Москва и обл.;2 679 975,00;2 736 753,00;-56 778,00;-2,07
507;-1;Братский АНКБ;1144;Иркутская обл.;2 670 704,00;2 596 687,00;74 017,00;2,85
508;73;Современные Стандарты Бизнеса;3397;Москва и обл.;2 654 805,00;1 704 463,00;950 342,00;55,76
509;32;Викинг;2;Санкт-Петербург и обл.;2 611 403,00;2 193 275,00;418 128,00;19,06
510;6;Богородский;1277;Нижегородская обл.;2 604 098,00;2 481 746,00;122 352,00;4,93
511;-3;Тульский Промышленник;2382;Тульская обл.;2 576 553,00;2 591 331,00;-14 778,00;-0,57
512;56;К2 Банк;2851;Карачаево-Черкесия;2 515 158,00;1 867 880,00;647 278,00;34,65
513;6;Иваново;1763;Ивановская обл.;2 499 702,00;2 459 928,00;39 774,00;1,62
514;-23;Национальный Корпоративный Банк;3422;Москва и обл.;2 493 099,00;2 795 723,00;-302 624,00;-10,82
515;-2;Кроссинвестбанк;2849;Москва и обл.;2 492 312,00;2 503 293,00;-10 981,00;-0,44
516;-2;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 483 312,00;2 492 772,00;-9 460,00;-0,38
517;3;Н-Банк;3493;Москва и обл.;2 472 897,00;2 443 623,00;29 274,00;1,20
518;29;Первый Инвестиционный Банк;604;Москва и обл.;2 452 085,00;2 143 423,00;308 662,00;14,40
519;130;Сельмашбанк;106;Ростовская обл.;2 442 496,00;1 260 334,00;1 182 162,00;93,80
520;-53;Первый Клиентский Банк;3436;Москва и обл.;2 410 321,00;3 239 411,00;-829 090,00;-25,59
521;13;ИРС;272;Москва и обл.;2 401 653,00;2 309 937,00;91 716,00;3,97
522;31;Банк Реалист;2646;Москва и обл.;2 398 082,00;2 079 176,00;318 906,00;15,34
523;50;Метрополь;1639;Москва и обл.;2 395 519,00;1 838 141,00;557 378,00;30,32
