Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2012, тыс. рублей;Август, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;1;Экспресс;3084;Дагестан;9 366 122,00;9 305 009,00;61 113,00;0,66
262;3;Рублев;3098;Москва и обл.;9 349 856,00;9 247 619,00;102 237,00;1,11
263;-7;Международный Банк Развития;2704;Москва и обл.;9 242 112,00;9 633 743,00;-391 631,00;-4,07
264;0;НОМОС-Банк-Сибирь;410;Новосибирская обл.;9 226 933,00;9 254 910,00;-27 977,00;-0,30
265;-16;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;9 164 367,00;9 899 806,00;-735 439,00;-7,43
266;2;Банк Расчетов и Сбережений;2617;Москва и обл.;9 124 121,00;9 010 914,00;113 207,00;1,26
267;55;Банк Торгового Финансирования;1982;Москва и обл.;9 107 414,00;6 356 736,00;2 750 678,00;43,27
268;-13;Бэнк оф Чайна;2309;Москва и обл.;9 106 301,00;9 670 982,00;-564 681,00;-5,84
269;0;Роспромбанк;3204;Москва и обл.;9 064 249,00;8 958 330,00;105 919,00;1,18
270;8;Нефтяной Альянс;2859;Москва и обл.;8 887 871,00;8 475 125,00;412 746,00;4,87
271;3;Белгородсоцбанк;760;Белгородская обл.;8 759 130,00;8 541 258,00;217 872,00;2,55
272;18;Автоторгбанк;2776;Москва и обл.;8 702 433,00;7 768 703,00;933 730,00;12,02
273;9;Росавтобанк;2767;Москва и обл.;8 696 249,00;8 225 876,00;470 373,00;5,72
274;5;Транснациональный Банк;2108;Москва и обл.;8 677 070,00;8 318 619,00;358 451,00;4,31
275;78;Банк Город;2644;Москва и обл.;8 649 120,00;5 504 482,00;3 144 638,00;57,13
276;-3;Экопромбанк;2011;Пермская обл.;8 604 021,00;8 595 614,00;8 407,00;0,10
277;-1;Екатеринбург;3161;Свердловская обл.;8 603 616,00;8 491 515,00;112 101,00;1,32
278;-8;РусЮгбанк;2093;Волгоградская обл.;8 569 332,00;8 784 023,00;-214 691,00;-2,44
279;2;Банк Жилищного Финансирования;3138;Москва и обл.;8 470 461,00;8 263 230,00;207 231,00;2,51
280;-5;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;8 467 876,00;8 494 448,00;-26 572,00;-0,31
281;4;Унифин;2654;Москва и обл.;8 369 038,00;8 063 835,00;305 203,00;3,78
282;-2;Первый Экспресс;3237;Тульская обл.;8 285 650,00;8 283 713,00;1 937,00;0,02
283;-11;Евромет;2902;Москва и обл.;8 163 438,00;8 710 045,00;-546 607,00;-6,28
284;2;Промсбербанк;1043;Москва и обл.;8 138 079,00;8 002 564,00;135 515,00;1,69
285;-2;Метробанк;2548;Москва и обл.;8 097 559,00;8 142 685,00;-45 126,00;-0,55
286;9;Монолит;1967;Москва и обл.;8 096 025,00;7 627 299,00;468 726,00;6,15
287;-10;РАМ Банк;3480;Москва и обл.;8 007 777,00;8 491 029,00;-483 252,00;-5,69
288;0;Снежинский;1376;Челябинская обл.;7 992 174,00;7 838 793,00;153 381,00;1,96
289;-18;Русьуниверсалбанк;3293;Москва и обл.;7 910 567,00;8 780 322,00;-869 755,00;-9,91
290;3;Генбанк;2490;Москва и обл.;7 873 678,00;7 667 979,00;205 699,00;2,68
291;7;АФ Банк;991;Башкортостан;7 673 705,00;7 452 279,00;221 426,00;2,97
292;-5;Волго-Камский Банк;282;Самарская обл.;7 654 667,00;7 857 820,00;-203 153,00;-2,59
293;-2;Северо-Восточный Альянс;2768;Москва и обл.;7 642 848,00;7 765 135,00;-122 287,00;-1,57
294;8;ОПМ-Банк;2734;Москва и обл.;7 568 465,00;7 186 458,00;382 007,00;5,32
295;1;КС Банк;1752;Мордовия;7 567 996,00;7 540 204,00;27 792,00;0,37
296;-4;Кредит-Москва;5;Москва и обл.;7 540 355,00;7 681 997,00;-141 642,00;-1,84
297;2;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 521 441,00;7 381 706,00;139 735,00;1,89
298;-4;СЭБ Банк;3235;Санкт-Петербург и обл.;7 477 416,00;7 641 293,00;-163 877,00;-2,14
299;-2;Тусар;2712;Москва и обл.;7 459 767,00;7 504 498,00;-44 731,00;-0,60
300;1;Миллениум Банк;3423;Москва и обл.;7 426 117,00;7 256 707,00;169 410,00;2,33
301;-1;Данске Банк;3307;Санкт-Петербург и обл.;7 414 397,00;7 291 524,00;122 873,00;1,69
302;4;Международный Коммерческий Банк;2524;Москва и обл.;7 326 736,00;7 014 116,00;312 620,00;4,46
303;2;НИКО-Банк;702;Оренбургская обл.;7 182 395,00;7 046 556,00;135 839,00;1,93
304;4;Солид Банк;1329;Камчатская обл.;7 038 576,00;6 919 390,00;119 186,00;1,72
305;7;ПИР Банк;2655;Москва и обл.;7 016 270,00;6 614 151,00;402 119,00;6,08
306;-22;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;6 990 795,00;8 106 193,00;-1 115 398,00;-13,76
307;-18;Тройка-Д Банк;3431;Москва и обл.;6 982 333,00;7 837 856,00;-855 523,00;-10,92
308;-4;Финам Банк;2799;Москва и обл.;6 982 183,00;7 063 728,00;-81 545,00;-1,15
309;-6;Новый Московский Банк;2932;Москва и обл.;6 952 550,00;7 086 615,00;-134 065,00;-1,89
310;-1;Бенифит-Банк;3229;Москва и обл.;6 948 024,00;6 903 980,00;44 044,00;0,64
311;9;Транспортный;3174;Москва и обл.;6 875 794,00;6 383 420,00;492 374,00;7,71
312;-5;Русь;704;Оренбургская обл.;6 861 635,00;6 930 941,00;-69 306,00;-1,00
313;25;Дил-Банк;3384;Москва и обл.;6 856 456,00;5 819 821,00;1 036 635,00;17,81
314;-4;Волга-Кредит;1153;Самарская обл.;6 844 663,00;6 831 351,00;13 312,00;0,19
315;-2;Экспресс-Кредит;210;Москва и обл.;6 801 294,00;6 599 978,00;201 316,00;3,05
316;0;Темпбанк;55;Москва и обл.;6 791 564,00;6 537 861,00;253 703,00;3,88
317;1;Ренессанс;1939;Москва и обл.;6 722 176,00;6 448 283,00;273 893,00;4,25
318;-7;Ставропольпромстройбанк;1288;Ставропольский край;6 565 053,00;6 703 756,00;-138 703,00;-2,07
319;7;Ишбанк;2867;Москва и обл.;6 547 270,00;6 318 657,00;228 613,00;3,62
320;57;Русский Земельный Банк;2810;Москва и обл.;6 515 429,00;4 787 474,00;1 727 955,00;36,09
321;7;Хованский;2145;Москва и обл.;6 456 480,00;6 238 388,00;218 092,00;3,50
322;-7;Рускобанк;138;Санкт-Петербург и обл.;6 390 930,00;6 539 583,00;-148 653,00;-2,27
323;24;Дагэнергобанк;3286;Дагестан;6 344 767,00;5 681 268,00;663 499,00;11,68
324;-7;Славянский Кредит;2960;Москва и обл.;6 337 233,00;6 515 273,00;-178 040,00;-2,73
325;5;Автоградбанк;1455;Татарстан;6 308 876,00;6 073 716,00;235 160,00;3,87
326;9;Клиентский;2324;Москва и обл.;6 299 275,00;5 873 421,00;425 854,00;7,25
327;-8;Датабанк;646;Удмуртия;6 286 557,00;6 436 500,00;-149 943,00;-2,33
328;-7;Экономикс-Банк;2136;Москва и обл.;6 247 365,00;6 371 478,00;-124 113,00;-1,95
329;-5;Томскпромстройбанк;1720;Томская обл.;6 245 895,00;6 334 016,00;-88 121,00;-1,39
330;-1;Бинбанк Тверь;777;Тверская обл.;6 142 314,00;6 101 881,00;40 433,00;0,66
331;-8;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 116 030,00;6 354 143,00;-238 113,00;-3,75
332;-7;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 098 247,00;6 333 252,00;-235 005,00;-3,71
333;-19;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 040 802,00;6 579 325,00;-538 523,00;-8,19
334;-2;Банк Инноваций и Развития;2647;Москва и обл.;6 038 553,00;6 033 431,00;5 122,00;0,08
335;-169;Ю Би Эс Банк;3463;Москва и обл.;5 999 422,00;18 726 766,00;-12 727 344,00;-67,96
336;0;Промтрансбанк;2638;Башкортостан;5 987 166,00;5 865 571,00;121 595,00;2,07
337;-4;Банк Казани;708;Татарстан;5 907 107,00;6 004 081,00;-96 974,00;-1,62
338;5;Финансовый Стандарт;1053;Москва и обл.;5 897 292,00;5 707 646,00;189 646,00;3,32
339;13;ФДБ;3071;Москва и обл.;5 887 028,00;5 520 260,00;366 768,00;6,64
340;6;Национальный Залоговый Банк;2944;Москва и обл.;5 866 426,00;5 683 162,00;183 264,00;3,22
341;-10;Альба Альянс;2593;Москва и обл.;5 861 729,00;6 063 578,00;-201 849,00;-3,33
342;-8;Вега-Банк;3270;Москва и обл.;5 810 577,00;5 941 235,00;-130 658,00;-2,20
343;39;Голдман Сакс Банк;3490;Москва и обл.;5 803 498,00;4 717 768,00;1 085 730,00;23,01
344;7;Ассоциация;732;Нижегородская обл.;5 787 539,00;5 525 425,00;262 114,00;4,74
345;0;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;5 730 860,00;5 684 061,00;46 799,00;0,82
346;-9;ЕвроситиБанк;1869;Ставропольский край;5 696 908,00;5 832 721,00;-135 813,00;-2,33
347;7;Славия;2664;Москва и обл.;5 671 351,00;5 460 792,00;210 559,00;3,86
348;-9;Агросоюз;1459;Москва и обл.;5 665 371,00;5 794 933,00;-129 562,00;-2,24
349;-9;Банк Финсервис;3388;Москва и обл.;5 642 186,00;5 773 146,00;-130 960,00;-2,27
350;7;Софрино;2972;Москва и обл.;5 590 098,00;5 333 604,00;256 494,00;4,81
351;-1;Юг-Инвестбанк;2772;Краснодарский край;5 583 746,00;5 546 054,00;37 692,00;0,68
352;-4;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 569 160,00;5 640 118,00;-70 958,00;-1,26
353;7;Московский Нефтехимический Банк;1411;Москва и обл.;5 553 589,00;5 317 800,00;235 789,00;4,43
354;1;Трансстройбанк;2807;Москва и обл.;5 517 242,00;5 453 800,00;63 442,00;1,16
355;1;Югра;880;Тюменская обл.;5 451 201,00;5 451 100,00;101,00;0,00
356;-14;Банк Развития Технологий;3441;Москва и обл.;5 411 684,00;5 727 217,00;-315 533,00;-5,51
357;10;Северный Народный Банк;2721;Коми;5 398 210,00;5 138 590,00;259 620,00;5,05
358;5;Развитие;2729;Карачаево-Черкесия;5 384 760,00;5 254 059,00;130 701,00;2,49
359;13;Банк Кремлевский;2905;Москва и обл.;5 353 401,00;4 931 302,00;422 099,00;8,56
360;-16;Банк Раунд;2506;Москва и обл.;5 344 001,00;5 691 773,00;-347 772,00;-6,11
361;10;Татсоцбанк;480;Татарстан;5 321 406,00;5 049 308,00;272 098,00;5,39
362;11;Бинбанк Мурманск;1276;Мурманская обл.;5 279 893,00;4 926 115,00;353 778,00;7,18
363;-2;Банк на Красных Воротах;2472;Москва и обл.;5 274 336,00;5 308 941,00;-34 605,00;-0,65
364;24;Платина;2347;Москва и обл.;5 251 621,00;4 634 440,00;617 181,00;13,32
365;-7;Эксперт Банк;2949;Омская обл.;5 195 801,00;5 319 152,00;-123 351,00;-2,32
366;-1;Белгородпромстройбанк;1816;Белгородская обл.;5 181 200,00;5 161 899,00;19 301,00;0,37
367;-1;Волжский Социальный Банк;2428;Самарская обл.;5 164 796,00;5 142 066,00;22 730,00;0,44
368;0;Региональный Банк Развития;2782;Башкортостан;5 144 760,00;5 104 847,00;39 913,00;0,78
369;1;Чувашкредитпромбанк;1280;Чувашия;5 140 637,00;5 052 432,00;88 205,00;1,75
370;4;Вокбанк;312;Нижегородская обл.;5 135 319,00;4 873 961,00;261 358,00;5,36
371;14;Анкор Банк;889;Татарстан;5 086 841,00;4 701 640,00;385 201,00;8,19
372;-3;Нижневолжский Коммерческий Банк;931;Саратовская обл.;5 001 218,00;5 072 502,00;-71 284,00;-1,41
373;-14;Кузнецкий Мост;2254;Москва и обл.;4 943 447,00;5 317 810,00;-374 363,00;-7,04
374;-25;Руссобанк;2313;Москва и обл.;4 936 909,00;5 588 888,00;-651 979,00;-11,67
375;5;Камский Коммерческий Банк;438;Татарстан;4 931 264,00;4 756 839,00;174 425,00;3,67
376;-35;Банк БФТ;2273;Москва и обл.;4 926 565,00;5 767 983,00;-841 418,00;-14,59
377;-13;Лесбанк;1598;Москва и обл.;4 917 409,00;5 223 340,00;-305 931,00;-5,86
378;3;Банк Развития Региона;3315;Северная Осетия — Алания;4 917 251,00;4 730 231,00;187 020,00;3,95
379;5;Джей энд Ти Банк;3061;Москва и обл.;4 860 560,00;4 707 786,00;152 774,00;3,25
380;-4;Сибсоцбанк;2015;Алтайский край;4 849 313,00;4 812 607,00;36 706,00;0,76
381;-6;Актив Банк;2529;Мордовия;4 796 934,00;4 844 487,00;-47 553,00;-0,98
382;8;Сибнефтебанк;385;Тюменская обл.;4 785 287,00;4 612 331,00;172 956,00;3,75
383;-5;Зернобанк;2337;Алтайский край;4 769 829,00;4 775 460,00;-5 631,00;-0,12
384;-57;Ури Банк;3479;Москва и обл.;4 749 758,00;6 245 112,00;-1 495 354,00;-23,94
385;2;Сиббизнесбанк;2539;Тюменская обл.;4 727 397,00;4 653 740,00;73 657,00;1,58
386;3;Профит Банк;3234;Москва и обл.;4 713 304,00;4 618 118,00;95 186,00;2,06
387;-1;Банкхаус Эрбе;1717;Москва и обл.;4 697 750,00;4 676 324,00;21 426,00;0,46
388;7;Реалист Банк;1067;Иркутская обл.;4 655 976,00;4 367 257,00;288 719,00;6,61
389;2;Бинбанк Смоленск;1957;Смоленская обл.;4 650 247,00;4 544 625,00;105 622,00;2,32
390;-7;Риабанк;3434;Москва и обл.;4 612 013,00;4 711 572,00;-99 559,00;-2,11
391;3;Нэклис-Банк;1671;Москва и обл.;4 591 105,00;4 439 434,00;151 671,00;3,42
392;-30;Русский Торговый Банк;2842;Москва и обл.;4 565 024,00;5 260 251,00;-695 227,00;-13,22
393;9;Зенит Сочи;232;Краснодарский край;4 513 687,00;4 196 614,00;317 073,00;7,56
394;3;ВостСибтранскомбанк;2731;Иркутская обл.;4 498 003,00;4 315 497,00;182 506,00;4,23
395;-16;Бланк Банк;2368;Москва и обл.;4 477 144,00;4 771 630,00;-294 486,00;-6,17
396;-3;Мой Банк. Ипотека;2436;Башкортостан;4 458 109,00;4 483 049,00;-24 940,00;-0,56
397;1;Торгово-Строительный Банк;1250;Москва и обл.;4 420 215,00;4 275 034,00;145 181,00;3,40
398;2;Экси-Банк;2530;Санкт-Петербург и обл.;4 387 793,00;4 222 302,00;165 491,00;3,92
399;4;Юникорбанк;2586;Москва и обл.;4 338 032,00;4 186 481,00;151 551,00;3,62
400;5;Межтрастбанк;2493;Москва и обл.;4 313 572,00;4 153 026,00;160 546,00;3,87
401;3;Век;2299;Москва и обл.;4 294 435,00;4 155 016,00;139 419,00;3,36
402;7;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 283 045,00;4 067 986,00;215 059,00;5,29
403;4;2Т Банк;625;Москва и обл.;4 276 705,00;4 118 385,00;158 320,00;3,84
404;2;Промэнергобанк;2728;Вологодская обл.;4 273 621,00;4 131 833,00;141 788,00;3,43
405;63;Киви Банк;2241;Москва и обл.;4 268 344,00;2 933 708,00;1 334 636,00;45,49
406;280;Объединенный Капитал;2611;Санкт-Петербург и обл.;4 216 002,00;1 151 331,00;3 064 671,00;266,19
407;-15;Проминвестбанк;2433;Москва и обл.;4 199 492,00;4 517 257,00;-317 765,00;-7,03
408;-12;Банк БКФ;2684;Москва и обл.;4 199 359,00;4 347 674,00;-148 315,00;-3,41
409;-1;Кранбанк;2271;Ивановская обл.;4 154 596,00;4 107 437,00;47 159,00;1,15
410;1;Енисейский Объединенный Банк;2645;Красноярский край;4 111 895,00;4 051 356,00;60 539,00;1,49
411;11;Таатта;1249;Саха (Якутия);4 087 141,00;3 617 199,00;469 942,00;12,99
412;-2;Хакасский Муниципальный Банк;1049;Хакасия;4 071 407,00;4 056 061,00;15 346,00;0,38
413;-12;Банк Заречье;817;Татарстан;4 062 108,00;4 221 802,00;-159 694,00;-3,78
414;-1;Спецсетьстройбанк;3062;Москва и обл.;4 060 972,00;3 949 049,00;111 923,00;2,83
415;-16;Межрегиональный промышленно-строительный банк;752;Мордовия;4 032 335,00;4 272 214,00;-239 879,00;-5,61
416;1;Новобанк;1352;Новгородская обл.;3 956 316,00;3 828 691,00;127 625,00;3,33
417;-2;Промрегионбанк;2123;Томская обл.;3 941 877,00;3 855 815,00;86 062,00;2,23
418;-6;Ермак;1809;Тюменская обл.;3 939 968,00;4 014 681,00;-74 713,00;-1,86
419;-5;Стратегия;2801;Москва и обл.;3 880 536,00;3 878 905,00;1 631,00;0,04
420;-4;Инвестиционный Союз;637;Москва и обл.;3 795 106,00;3 839 455,00;-44 349,00;-1,16
421;-2;Газстройбанк;2919;Москва и обл.;3 750 922,00;3 696 831,00;54 091,00;1,46
422;1;Тюменьагропромбанк;917;Тюменская обл.;3 743 750,00;3 588 815,00;154 935,00;4,32
423;6;ИТ Банк;2609;Омская обл.;3 734 848,00;3 426 900,00;307 948,00;8,99
424;-4;Нейва;1293;Свердловская обл.;3 680 259,00;3 661 466,00;18 793,00;0,51
425;-1;Донкомбанк;492;Ростовская обл.;3 628 489,00;3 571 056,00;57 433,00;1,61
426;1;Новопокровский;467;Краснодарский край;3 611 745,00;3 439 698,00;172 047,00;5,00
427;8;Аскольд;2480;Смоленская обл.;3 564 757,00;3 326 950,00;237 807,00;7,15
428;25;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 504 318,00;3 077 540,00;426 778,00;13,87
429;10;Северный Кредит;2398;Вологодская обл.;3 494 937,00;3 257 466,00;237 471,00;7,29
430;4;Земкомбанк;574;Ростовская обл.;3 462 237,00;3 334 400,00;127 837,00;3,83
431;5;Приоритет;3135;Самарская обл.;3 443 415,00;3 319 625,00;123 790,00;3,73
432;-1;Интерактивный Банк;3378;Москва и обл.;3 442 181,00;3 386 657,00;55 524,00;1,64
433;13;Стромкомбанк;404;Красноярский край;3 426 175,00;3 151 756,00;274 419,00;8,71
434;-13;Азия-Инвест Банк;3303;Москва и обл.;3 418 126,00;3 619 839,00;-201 713,00;-5,57
435;-2;Донинвест;1617;Ростовская обл.;3 396 380,00;3 372 298,00;24 082,00;0,71
436;-4;Кузнецкий;609;Пензенская обл.;3 377 913,00;3 384 928,00;-7 015,00;-0,21
437;6;Витабанк;356;Санкт-Петербург и обл.;3 374 660,00;3 190 088,00;184 572,00;5,79
438;3;Оргбанк;3312;Москва и обл.;3 344 922,00;3 237 562,00;107 360,00;3,32
439;30;Система;2846;Москва и обл.;3 333 813,00;2 931 817,00;401 996,00;13,71
440;15;Нефтепромбанк;2156;Москва и обл.;3 286 670,00;3 060 827,00;225 843,00;7,38
441;6;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;3 286 290,00;3 134 810,00;151 480,00;4,83
442;0;РБА;3413;Ярославская обл.;3 269 186,00;3 190 922,00;78 264,00;2,45
443;-13;Универсальный Кредит;2903;Москва и обл.;3 260 066,00;3 424 067,00;-164 001,00;-4,79
444;-26;Стройлесбанк;2995;Тюменская обл.;3 257 389,00;3 788 466,00;-531 077,00;-14,02
445;-7;Объединенный Кредитный Банк;1118;Владимирская обл.;3 255 965,00;3 265 113,00;-9 148,00;-0,28
446;25;Мосуралбанк;2468;Москва и обл.;3 226 752,00;2 903 900,00;322 852,00;11,12
447;1;Синко-Банк;2838;Москва и обл.;3 224 799,00;3 125 143,00;99 656,00;3,19
448;-23;Профессионал Банк;3296;Москва и обл.;3 220 887,00;3 561 213,00;-340 326,00;-9,56
449;5;Навигатор;2469;Москва и обл.;3 205 926,00;3 062 834,00;143 092,00;4,67
450;-6;Евроальянс;1781;Ивановская обл.;3 205 198,00;3 174 163,00;31 035,00;0,98
451;42;Интеркапитал-Банк;2706;Мордовия;3 170 809,00;2 656 453,00;514 356,00;19,36
452;-15;Коммерческий Банк Развития;3364;Москва и обл.;3 168 947,00;3 285 214,00;-116 267,00;-3,54
453;-2;Алтайкапиталбанк;2659;Алтайский край;3 164 972,00;3 097 651,00;67 321,00;2,17
454;-2;Земский Банк;2900;Самарская обл.;3 149 699,00;3 085 170,00;64 529,00;2,09
455;3;Роял Кредит Банк;783;Хабаровский край;3 141 019,00;3 014 361,00;126 658,00;4,20
456;7;Банк ИТБ;3128;Москва и обл.;3 135 061,00;2 950 856,00;184 205,00;6,24
457;-17;Бинбанк Сургут;1701;Тюменская обл.;3 129 980,00;3 237 948,00;-107 968,00;-3,33
458;1;Камчаткомагропромбанк;545;Камчатская обл.;3 101 838,00;3 002 590,00;99 248,00;3,31
459;11;Мастер-Капитал;3011;Москва и обл.;3 092 968,00;2 930 507,00;162 461,00;5,54
460;23;Региональный Кредитный Банк;1608;Калининградская обл.;3 056 120,00;2 778 468,00;277 652,00;9,99
461;3;Эл Банк;1025;Самарская обл.;3 054 336,00;2 948 181,00;106 155,00;3,60
462;-34;Еврокоммерц;1777;Москва и обл.;3 053 090,00;3 439 533,00;-386 443,00;-11,24
463;2;Форус Банк;3457;Нижегородская обл.;3 018 119,00;2 941 188,00;76 931,00;2,62
464;-19;Лада-Кредит;2668;Самарская обл.;3 007 871,00;3 154 390,00;-146 519,00;-4,64
465;-16;Горбанк;2982;Санкт-Петербург и обл.;3 007 303,00;3 121 364,00;-114 061,00;-3,65
466;13;Уралприватбанк;153;Свердловская обл.;2 990 146,00;2 804 752,00;185 394,00;6,61
467;5;Венец;524;Ульяновская обл.;2 978 379,00;2 892 294,00;86 085,00;2,98
468;-11;Смартбанк;3408;Москва и обл.;2 963 085,00;3 015 991,00;-52 906,00;-1,75
469;18;Гринфилдбанк;2711;Москва и обл.;2 962 790,00;2 745 628,00;217 162,00;7,91
470;-14;ПК-Банк;2652;Москва и обл.;2 950 319,00;3 049 944,00;-99 625,00;-3,27
471;2;Сберинвестбанк;1743;Свердловская обл.;2 934 073,00;2 885 643,00;48 430,00;1,68
472;-5;НОКССбанк;3202;Волгоградская обл.;2 932 149,00;2 937 143,00;-4 994,00;-0,17
473;-12;Консервативный Коммерческий Банк;1087;Астраханская обл.;2 930 373,00;2 973 936,00;-43 563,00;-1,46
474;1;Долинск;857;Сахалинская обл.;2 929 623,00;2 875 886,00;53 737,00;1,87
475;14;ЕвроАксис Банк;3273;Москва и обл.;2 897 075,00;2 678 902,00;218 173,00;8,14
476;2;Банк Экономический Союз;2798;Москва и обл.;2 881 362,00;2 824 293,00;57 069,00;2,02
477;9;Еврокредит;2957;Москва и обл.;2 879 024,00;2 760 263,00;118 761,00;4,30
478;-16;Милбанк;3256;Москва и обл.;2 874 602,00;2 959 558,00;-84 956,00;-2,87
479;-19;Уралпромбанк;2964;Челябинская обл.;2 871 055,00;2 980 875,00;-109 820,00;-3,68
480;-4;Живаго Банк;2065;Рязанская обл.;2 858 443,00;2 861 480,00;-3 037,00;-0,11
481;-4;Ураллига;1626;Челябинская обл.;2 844 347,00;2 852 116,00;-7 769,00;-0,27
482;-2;Коммерческий Индо Банк;3446;Москва и обл.;2 827 954,00;2 803 609,00;24 345,00;0,87
483;-2;Совинком;2302;Москва и обл.;2 825 741,00;2 801 674,00;24 067,00;0,86
484;10;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 825 172,00;2 637 928,00;187 244,00;7,10
485;-11;Росбизнесбанк;1405;Москва и обл.;2 792 820,00;2 881 138,00;-88 318,00;-3,07
486;-1;Капитал;575;Москва и обл.;2 789 179,00;2 769 945,00;19 234,00;0,69
487;1;Профессионал Банк;2471;Москва и обл.;2 783 190,00;2 721 617,00;61 573,00;2,26
488;7;ИпоТек Банк;2794;Москва и обл.;2 746 361,00;2 604 394,00;141 967,00;5,45
489;-5;Московский Коммерческий Банк;3172;Москва и обл.;2 728 518,00;2 772 983,00;-44 465,00;-1,60
490;13;Преодоление;2649;Москва и обл.;2 720 565,00;2 575 759,00;144 806,00;5,62
491;5;Аксонбанк;680;Костромская обл.;2 707 707,00;2 603 421,00;104 286,00;4,01
492;17;Русский Трастовый Банк;1139;Москва и обл.;2 692 128,00;2 487 982,00;204 146,00;8,21
493;6;Тульский Промышленник;2382;Тульская обл.;2 685 224,00;2 598 937,00;86 287,00;3,32
494;-28;Союзный;3236;Москва и обл.;2 676 445,00;2 940 198,00;-263 753,00;-8,97
495;2;Агророс;2860;Саратовская обл.;2 654 194,00;2 603 139,00;51 055,00;1,96
496;-5;Енисей;474;Красноярский край;2 645 824,00;2 660 325,00;-14 501,00;-0,55
497;-7;Аспект;608;Москва и обл.;2 635 322,00;2 670 307,00;-34 985,00;-1,31
498;31;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 633 736,00;2 232 564,00;401 172,00;17,97
499;42;Москва-Сити;3247;Москва и обл.;2 625 025,00;2 129 220,00;495 805,00;23,29
500;-18;Первый Инвестиционный Банк;604;Москва и обл.;2 623 710,00;2 793 235,00;-169 525,00;-6,07
501;7;Богородский;1277;Нижегородская обл.;2 620 617,00;2 489 955,00;130 662,00;5,25
502;13;Банк РМП;2574;Москва и обл.;2 610 804,00;2 450 271,00;160 533,00;6,55
503;-3;Костромаселькомбанк;1115;Костромская обл.;2 591 859,00;2 597 156,00;-5 297,00;-0,20
504;28;Союзпромбанк;2965;Москва и обл.;2 585 486,00;2 203 156,00;382 330,00;17,35
505;5;Уссури;596;Хабаровский край;2 576 673,00;2 479 250,00;97 423,00;3,93
506;-14;Национальный Банк Сбережений;1949;Ивановская обл.;2 556 128,00;2 660 220,00;-104 092,00;-3,91
507;9;Итуруп;2390;Сахалинская обл.;2 543 693,00;2 383 129,00;160 564,00;6,74
508;11;Объединенная Расчетная Система;3342;Москва и обл.;2 537 849,00;2 330 270,00;207 579,00;8,91
509;-2;Крыловский;456;Краснодарский край;2 513 935,00;2 501 432,00;12 503,00;0,50
510;-9;Инкаробанк;2696;Москва и обл.;2 509 444,00;2 586 212,00;-76 768,00;-2,97
511;10;Невский Банк;1068;Санкт-Петербург и обл.;2 508 672,00;2 318 375,00;190 297,00;8,21
512;-1;Новое Время;3492;Москва и обл.;2 492 952,00;2 479 057,00;13 895,00;0,56
513;-8;Вологжанин;1896;Вологодская обл.;2 475 717,00;2 544 839,00;-69 122,00;-2,72
514;-16;Океан Банк;1697;Москва и обл.;2 475 020,00;2 601 030,00;-126 010,00;-4,84
515;-2;Вкабанк;1027;Астраханская обл.;2 457 347,00;2 472 989,00;-15 642,00;-0,63
516;-14;Крокус-Банк;2682;Москва и обл.;2 443 161,00;2 576 602,00;-133 441,00;-5,18
517;18;Кроссинвестбанк;2849;Москва и обл.;2 441 729,00;2 176 291,00;265 438,00;12,20
518;43;Арксбанк;1868;Воронежская обл.;2 414 415,00;1 980 579,00;433 836,00;21,90
519;-7;Гагаринский;606;Москва и обл.;2 394 516,00;2 479 013,00;-84 497,00;-3,41
520;-3;Объединенный Резервный Банк;937;Москва и обл.;2 359 703,00;2 358 453,00;1 250,00;0,05
521;19;Траст Капитал Банк;2741;Москва и обл.;2 357 236,00;2 131 317,00;225 919,00;10,60
522;-8;Интеркредит;3047;Москва и обл.;2 352 504,00;2 459 744,00;-107 240,00;-4,36
523;-1;Бум-Банк;1137;Кабардино-Балкария;2 351 342,00;2 309 015,00;42 327,00;1,83
524;3;ИК Банк;1732;Татарстан;2 345 199,00;2 250 496,00;94 703,00;4,21
525;8;ФорБанк;2063;Алтайский край;2 345 121,00;2 199 057,00;146 064,00;6,64
526;-20;Констанс-Банк;2228;Санкт-Петербург и обл.;2 341 476,00;2 539 224,00;-197 748,00;-7,79
527;-23;Финансово-Промышленный Капитал;3295;Москва и обл.;2 337 209,00;2 550 148,00;-212 939,00;-8,35
528;-2;Мираф-Банк;2244;Омская обл.;2 333 655,00;2 252 313,00;81 342,00;3,61
