Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2012, тыс. рублей;Июль, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;4;Военно-Промышленный Банк;3065;Москва и обл.;9 388 722,00;9 236 054,00;152 668,00;1,65
260;4;Международный Акционерный Банк;1987;Москва и обл.;9 386 809,00;9 230 306,00;156 503,00;1,70
261;-14;Адмиралтейский;3054;Москва и обл.;9 319 736,00;10 179 374,00;-859 638,00;-8,44
262;-5;Экспресс;3084;Дагестан;9 305 009,00;9 491 206,00;-186 197,00;-1,96
263;3;Русский Ипотечный Банк;1968;Москва и обл.;9 262 579,00;8 946 394,00;316 185,00;3,53
264;-2;НОМОС-Банк-Сибирь;410;Новосибирская обл.;9 254 910,00;9 306 820,00;-51 910,00;-0,56
265;5;Рублев;3098;Москва и обл.;9 247 619,00;8 744 084,00;503 535,00;5,76
266;7;Гарант-Инвест;2576;Москва и обл.;9 230 116,00;8 482 325,00;747 791,00;8,82
267;-7;Банк Акцепт;567;Новосибирская обл.;9 189 679,00;9 376 814,00;-187 135,00;-2,00
268;11;Банк Расчетов и Сбережений;2617;Москва и обл.;9 010 914,00;8 261 553,00;749 361,00;9,07
269;-20;Роспромбанк;3204;Москва и обл.;8 958 330,00;9 930 995,00;-972 665,00;-9,79
270;2;РусЮгбанк;2093;Волгоградская обл.;8 784 023,00;8 523 604,00;260 419,00;3,06
271;17;Русьуниверсалбанк;3293;Москва и обл.;8 780 322,00;7 805 695,00;974 627,00;12,49
272;-1;Евромет;2902;Москва и обл.;8 710 045,00;8 719 515,00;-9 470,00;-0,11
273;-41;Экопромбанк;2011;Пермская обл.;8 595 614,00;11 742 746,00;-3 147 132,00;-26,80
274;2;Белгородсоцбанк;760;Белгородская обл.;8 541 258,00;8 353 107,00;188 151,00;2,25
275;-6;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;8 494 448,00;8 798 194,00;-303 746,00;-3,45
276;-11;Екатеринбург;3161;Свердловская обл.;8 491 515,00;8 975 361,00;-483 846,00;-5,39
277;7;РАМ Банк;3480;Москва и обл.;8 491 029,00;8 087 795,00;403 234,00;4,99
278;-26;Нефтяной Альянс;2859;Москва и обл.;8 475 125,00;9 736 982,00;-1 261 857,00;-12,96
279;15;Транснациональный Банк;2108;Москва и обл.;8 318 619,00;7 662 319,00;656 300,00;8,57
280;0;Первый Экспресс;3237;Тульская обл.;8 283 713,00;8 231 085,00;52 628,00;0,64
281;-6;Банк Жилищного Финансирования;3138;Москва и обл.;8 263 230,00;8 392 296,00;-129 066,00;-1,54
282;4;Росавтобанк;2767;Москва и обл.;8 225 876,00;7 906 932,00;318 944,00;4,03
283;-9;Метробанк;2548;Москва и обл.;8 142 685,00;8 400 580,00;-257 895,00;-3,07
284;6;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;8 106 193,00;7 670 115,00;436 078,00;5,69
285;4;Унифин;2654;Москва и обл.;8 063 835,00;7 788 464,00;275 371,00;3,54
286;-5;Промсбербанк;1043;Москва и обл.;8 002 564,00;8 182 537,00;-179 973,00;-2,20
287;8;Волго-Камский Банк;282;Самарская обл.;7 857 820,00;7 651 883,00;205 937,00;2,69
288;-6;Снежинский;1376;Челябинская обл.;7 838 793,00;8 158 853,00;-320 060,00;-3,92
289;-2;Тройка-Д Банк;3431;Москва и обл.;7 837 856,00;7 869 320,00;-31 464,00;-0,40
290;-5;Автоторгбанк;2776;Москва и обл.;7 768 703,00;7 997 616,00;-228 913,00;-2,86
291;-8;Северо-Восточный Альянс;2768;Москва и обл.;7 765 135,00;8 103 115,00;-337 980,00;-4,17
292;18;Кредит-Москва;5;Москва и обл.;7 681 997,00;6 982 391,00;699 606,00;10,02
293;-2;Генбанк;2490;Москва и обл.;7 667 979,00;7 667 137,00;842,00;0,01
294;-16;СЭБ Банк;3235;Санкт-Петербург и обл.;7 641 293,00;8 261 819,00;-620 526,00;-7,51
295;-2;Монолит;1967;Москва и обл.;7 627 299,00;7 664 055,00;-36 756,00;-0,48
296;-4;КС Банк;1752;Мордовия;7 540 204,00;7 665 822,00;-125 618,00;-1,64
297;3;Тусар;2712;Москва и обл.;7 504 498,00;7 232 961,00;271 537,00;3,75
298;1;АФ Банк;991;Башкортостан;7 452 279,00;7 354 708,00;97 571,00;1,33
299;-3;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 381 706,00;7 589 243,00;-207 537,00;-2,73
300;-23;Данске Банк;3307;Санкт-Петербург и обл.;7 291 524,00;8 279 650,00;-988 126,00;-11,93
301;26;Миллениум Банк;3423;Москва и обл.;7 256 707,00;6 341 535,00;915 172,00;14,43
302;9;ОПМ-Банк;2734;Москва и обл.;7 186 458,00;6 977 202,00;209 256,00;3,00
303;0;Новый Московский Банк;2932;Москва и обл.;7 086 615,00;7 132 674,00;-46 059,00;-0,65
304;3;Финам Банк;2799;Москва и обл.;7 063 728,00;7 062 944,00;784,00;0,01
305;-1;НИКО-Банк;702;Оренбургская обл.;7 046 556,00;7 111 016,00;-64 460,00;-0,91
306;17;Международный Коммерческий Банк;2524;Москва и обл.;7 014 116,00;6 414 228,00;599 888,00;9,35
307;1;Русь;704;Оренбургская обл.;6 930 941,00;7 034 285,00;-103 344,00;-1,47
308;13;Солид Банк;1329;Камчатская обл.;6 919 390,00;6 460 260,00;459 130,00;7,11
309;8;Бенифит-Банк;3229;Москва и обл.;6 903 980,00;6 617 159,00;286 821,00;4,33
310;8;Волга-Кредит;1153;Самарская обл.;6 831 351,00;6 606 654,00;224 697,00;3,40
311;2;Ставропольпромстройбанк;1288;Ставропольский край;6 703 756,00;6 724 281,00;-20 525,00;-0,31
312;2;ПИР Банк;2655;Москва и обл.;6 614 151,00;6 654 392,00;-40 241,00;-0,60
313;3;Экспресс-Кредит;210;Москва и обл.;6 599 978,00;6 620 646,00;-20 668,00;-0,31
314;-2;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 579 325,00;6 929 566,00;-350 241,00;-5,05
315;0;Рускобанк;138;Санкт-Петербург и обл.;6 539 583,00;6 631 111,00;-91 528,00;-1,38
316;4;Темпбанк;55;Москва и обл.;6 537 861,00;6 462 917,00;74 944,00;1,16
317;-11;Славянский Кредит;2960;Москва и обл.;6 515 273,00;7 066 113,00;-550 840,00;-7,80
318;10;Ренессанс;1939;Москва и обл.;6 448 283,00;6 308 851,00;139 432,00;2,21
319;-22;Датабанк;646;Удмуртия;6 436 500,00;7 491 711,00;-1 055 211,00;-14,09
320;10;Транспортный;3174;Москва и обл.;6 383 420,00;6 177 895,00;205 525,00;3,33
321;-2;Экономикс-Банк;2136;Москва и обл.;6 371 478,00;6 540 679,00;-169 201,00;-2,59
322;-13;Банк Торгового Финансирования;1982;Москва и обл.;6 356 736,00;6 993 736,00;-637 000,00;-9,11
323;3;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 354 143,00;6 379 175,00;-25 032,00;-0,39
324;0;Томскпромстройбанк;1720;Томская обл.;6 334 016,00;6 408 990,00;-74 974,00;-1,17
325;6;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 333 252,00;6 128 889,00;204 363,00;3,33
326;34;Ишбанк;2867;Москва и обл.;6 318 657,00;5 290 003,00;1 028 654,00;19,45
327;70;Ури Банк;3479;Москва и обл.;6 245 112,00;4 435 390,00;1 809 722,00;40,80
328;-6;Хованский;2145;Москва и обл.;6 238 388,00;6 431 918,00;-193 530,00;-3,01
329;3;Бинбанк Тверь;777;Тверская обл.;6 101 881,00;6 104 513,00;-2 632,00;-0,04
330;5;Автоградбанк;1455;Татарстан;6 073 716,00;6 026 890,00;46 826,00;0,78
331;12;Альба Альянс;2593;Москва и обл.;6 063 578,00;5 861 410,00;202 168,00;3,45
332;-3;Банк Инноваций и Развития;2647;Москва и обл.;6 033 431,00;6 274 389,00;-240 958,00;-3,84
333;0;Банк Казани;708;Татарстан;6 004 081,00;6 073 470,00;-69 389,00;-1,14
334;2;Вега-Банк;3270;Москва и обл.;5 941 235,00;6 016 403,00;-75 168,00;-1,25
335;11;Клиентский;2324;Москва и обл.;5 873 421,00;5 738 999,00;134 422,00;2,34
336;-11;Промтрансбанк;2638;Башкортостан;5 865 571,00;6 390 175,00;-524 604,00;-8,21
337;3;ЕвроситиБанк;1869;Ставропольский край;5 832 721,00;5 872 447,00;-39 726,00;-0,68
338;-4;Дил-Банк;3384;Москва и обл.;5 819 821,00;6 031 737,00;-211 916,00;-3,51
339;11;Агросоюз;1459;Москва и обл.;5 794 933,00;5 569 879,00;225 054,00;4,04
340;-42;Банк Финсервис;3388;Москва и обл.;5 773 146,00;7 369 604,00;-1 596 458,00;-21,66
341;26;Банк БФТ;2273;Москва и обл.;5 767 983,00;5 121 974,00;646 009,00;12,61
342;5;Банк Развития Технологий;3441;Москва и обл.;5 727 217,00;5 636 977,00;90 240,00;1,60
343;19;Финансовый Стандарт;1053;Москва и обл.;5 707 646,00;5 256 329,00;451 317,00;8,59
344;-7;Банк Раунд;2506;Москва и обл.;5 691 773,00;6 010 435,00;-318 662,00;-5,30
345;6;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;5 684 061,00;5 489 571,00;194 490,00;3,54
346;8;Национальный Залоговый Банк;2944;Москва и обл.;5 683 162,00;5 467 294,00;215 868,00;3,95
347;-2;Дагэнергобанк;3286;Дагестан;5 681 268,00;5 804 490,00;-123 222,00;-2,12
348;-10;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 640 118,00;5 919 430,00;-279 312,00;-4,72
349;-8;Руссобанк;2313;Москва и обл.;5 588 888,00;5 866 713,00;-277 825,00;-4,74
350;3;Юг-Инвестбанк;2772;Краснодарский край;5 546 054,00;5 472 652,00;73 402,00;1,34
351;-2;Ассоциация;732;Нижегородская обл.;5 525 425,00;5 617 831,00;-92 406,00;-1,64
352;-10;ФДБ;3071;Москва и обл.;5 520 260,00;5 864 258,00;-343 998,00;-5,87
353;5;Банк Город;2644;Москва и обл.;5 504 482,00;5 314 294,00;190 188,00;3,58
354;-52;Славия;2664;Москва и обл.;5 460 792,00;7 221 637,00;-1 760 845,00;-24,38
355;1;Трансстройбанк;2807;Москва и обл.;5 453 800,00;5 400 565,00;53 235,00;0,99
356;-8;Югра;880;Тюменская обл.;5 451 100,00;5 621 184,00;-170 084,00;-3,03
357;7;Софрино;2972;Москва и обл.;5 333 604,00;5 143 742,00;189 862,00;3,69
358;-19;Эксперт Банк;2949;Омская обл.;5 319 152,00;5 905 655,00;-586 503,00;-9,93
359;30;Кузнецкий Мост;2254;Москва и обл.;5 317 810,00;4 649 682,00;668 128,00;14,37
360;-8;Московский Нефтехимический Банк;1411;Москва и обл.;5 317 800,00;5 474 618,00;-156 818,00;-2,86
361;0;Банк на Красных Воротах;2472;Москва и обл.;5 308 941,00;5 287 784,00;21 157,00;0,40
362;31;Русский Торговый Банк;2842;Москва и обл.;5 260 251,00;4 493 127,00;767 124,00;17,07
363;10;Развитие;2729;Карачаево-Черкесия;5 254 059,00;5 018 995,00;235 064,00;4,68
364;6;Лесбанк;1598;Москва и обл.;5 223 340,00;5 080 304,00;143 036,00;2,82
365;0;Белгородпромстройбанк;1816;Белгородская обл.;5 161 899,00;5 138 168,00;23 731,00;0,46
366;0;Волжский Социальный Банк;2428;Самарская обл.;5 142 066,00;5 138 056,00;4 010,00;0,08
367;5;Северный Народный Банк;2721;Коми;5 138 590,00;5 020 008,00;118 582,00;2,36
368;-9;Региональный Банк Развития;2782;Башкортостан;5 104 847,00;5 306 272,00;-201 425,00;-3,80
369;8;Нижневолжский Коммерческий Банк;931;Саратовская обл.;5 072 502,00;4 933 116,00;139 386,00;2,83
370;8;Чувашкредитпромбанк;1280;Чувашия;5 052 432,00;4 930 553,00;121 879,00;2,47
371;4;Татсоцбанк;480;Татарстан;5 049 308,00;4 986 256,00;63 052,00;1,26
372;-15;Банк Кремлевский;2905;Москва и обл.;4 931 302,00;5 372 022,00;-440 720,00;-8,20
373;10;Бинбанк Мурманск;1276;Мурманская обл.;4 926 115,00;4 807 330,00;118 785,00;2,47
374;6;Вокбанк;312;Нижегородская обл.;4 873 961,00;4 906 753,00;-32 792,00;-0,67
375;7;Актив Банк;2529;Мордовия;4 844 487,00;4 810 128,00;34 359,00;0,71
376;8;Сибсоцбанк;2015;Алтайский край;4 812 607,00;4 802 827,00;9 780,00;0,20
377;21;Русский Земельный Банк;2810;Москва и обл.;4 787 474,00;4 389 354,00;398 120,00;9,07
378;3;Зернобанк;2337;Алтайский край;4 775 460,00;4 898 232,00;-122 772,00;-2,51
379;-8;Бланк Банк;2368;Москва и обл.;4 771 630,00;5 078 868,00;-307 238,00;-6,05
380;8;Камский Коммерческий Банк;438;Татарстан;4 756 839,00;4 689 430,00;67 409,00;1,44
381;10;Банк Развития Региона;3315;Северная Осетия — Алания;4 730 231,00;4 519 976,00;210 255,00;4,65
382;-27;Голдман Сакс Банк;3490;Москва и обл.;4 717 768,00;5 411 217,00;-693 449,00;-12,82
383;-4;Риабанк;3434;Москва и обл.;4 711 572,00;4 909 130,00;-197 558,00;-4,02
384;-21;Джей энд Ти Банк;3061;Москва и обл.;4 707 786,00;5 155 711,00;-447 925,00;-8,69
385;1;Анкор Банк;889;Татарстан;4 701 640,00;4 745 182,00;-43 542,00;-0,92
386;-10;Банкхаус Эрбе;1717;Москва и обл.;4 676 324,00;4 976 535,00;-300 211,00;-6,03
387;-13;Сиббизнесбанк;2539;Тюменская обл.;4 653 740,00;5 007 852,00;-354 112,00;-7,07
388;-19;Платина;2347;Москва и обл.;4 634 440,00;5 084 834,00;-450 394,00;-8,86
389;6;Профит Банк;3234;Москва и обл.;4 618 118,00;4 473 566,00;144 552,00;3,23
390;-3;Сибнефтебанк;385;Тюменская обл.;4 612 331,00;4 718 875,00;-106 544,00;-2,26
391;3;Бинбанк Смоленск;1957;Смоленская обл.;4 544 625,00;4 492 994,00;51 631,00;1,15
392;-24;Проминвестбанк;2433;Москва и обл.;4 517 257,00;5 117 840,00;-600 583,00;-11,74
393;-1;Мой Банк. Ипотека;2436;Башкортостан;4 483 049,00;4 507 982,00;-24 933,00;-0,55
394;-9;Нэклис-Банк;1671;Москва и обл.;4 439 434,00;4 747 879,00;-308 445,00;-6,50
395;-5;Реалист Банк;1067;Иркутская обл.;4 367 257,00;4 537 108,00;-169 851,00;-3,74
396;-52;Банк БКФ;2684;Москва и обл.;4 347 674,00;5 839 047,00;-1 491 373,00;-25,54
397;-1;ВостСибтранскомбанк;2731;Иркутская обл.;4 315 497,00;4 442 253,00;-126 756,00;-2,85
398;1;Торгово-Строительный Банк;1250;Москва и обл.;4 275 034,00;4 350 584,00;-75 550,00;-1,74
399;2;Межрегиональный промышленно-строительный банк;752;Мордовия;4 272 214,00;4 305 067,00;-32 853,00;-0,76
400;-99;Экси-Банк;2530;Санкт-Петербург и обл.;4 222 302,00;7 231 131,00;-3 008 829,00;-41,61
401;1;Банк Заречье;817;Татарстан;4 221 802,00;4 175 796,00;46 006,00;1,10
402;3;Зенит Сочи;232;Краснодарский край;4 196 614,00;4 118 364,00;78 250,00;1,90
403;3;Юникорбанк;2586;Москва и обл.;4 186 481,00;4 082 046,00;104 435,00;2,56
404;5;Век;2299;Москва и обл.;4 155 016,00;4 049 438,00;105 578,00;2,61
405;18;Межтрастбанк;2493;Москва и обл.;4 153 026,00;3 661 006,00;492 020,00;13,44
406;-2;Промэнергобанк;2728;Вологодская обл.;4 131 833,00;4 149 463,00;-17 630,00;-0,42
407;3;2Т Банк;625;Москва и обл.;4 118 385,00;4 026 117,00;92 268,00;2,29
408;6;Кранбанк;2271;Ивановская обл.;4 107 437,00;3 919 980,00;187 457,00;4,78
409;-2;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 067 986,00;4 070 288,00;-2 302,00;-0,06
410;3;Хакасский Муниципальный Банк;1049;Хакасия;4 056 061,00;3 955 721,00;100 340,00;2,54
411;-3;Енисейский Объединенный Банк;2645;Красноярский край;4 051 356,00;4 063 601,00;-12 245,00;-0,30
412;0;Ермак;1809;Тюменская обл.;4 014 681,00;3 955 893,00;58 788,00;1,49
413;4;Спецсетьстройбанк;3062;Москва и обл.;3 949 049,00;3 858 710,00;90 339,00;2,34
414;4;Стратегия;2801;Москва и обл.;3 878 905,00;3 826 934,00;51 971,00;1,36
415;-4;Промрегионбанк;2123;Томская обл.;3 855 815,00;3 983 577,00;-127 762,00;-3,21
416;6;Инвестиционный Союз;637;Москва и обл.;3 839 455,00;3 688 159,00;151 296,00;4,10
417;-1;Новобанк;1352;Новгородская обл.;3 828 691,00;3 903 051,00;-74 360,00;-1,91
418;2;Стройлесбанк;2995;Тюменская обл.;3 788 466,00;3 802 327,00;-13 861,00;-0,36
419;6;Газстройбанк;2919;Москва и обл.;3 696 831,00;3 654 889,00;41 942,00;1,15
420;6;Нейва;1293;Свердловская обл.;3 661 466,00;3 617 694,00;43 772,00;1,21
421;13;Азия-Инвест Банк;3303;Москва и обл.;3 619 839,00;3 501 495,00;118 344,00;3,38
422;9;Таатта;1249;Саха (Якутия);3 617 199,00;3 514 382,00;102 817,00;2,93
423;7;Тюменьагропромбанк;917;Тюменская обл.;3 588 815,00;3 521 435,00;67 380,00;1,91
424;0;Донкомбанк;492;Ростовская обл.;3 571 056,00;3 658 363,00;-87 307,00;-2,39
425;13;Профессионал Банк;3296;Москва и обл.;3 561 213,00;3 409 443,00;151 770,00;4,45
426;6;Ипотека-Инвест;3070;Татарстан;3 489 825,00;3 512 908,00;-23 083,00;-0,66
427;9;Новопокровский;467;Краснодарский край;3 439 698,00;3 474 601,00;-34 903,00;-1,00
428;21;Еврокоммерц;1777;Москва и обл.;3 439 533,00;3 239 710,00;199 823,00;6,17
429;14;ИТ Банк;2609;Омская обл.;3 426 900,00;3 308 368,00;118 532,00;3,58
430;23;Универсальный Кредит;2903;Москва и обл.;3 424 067,00;3 188 566,00;235 501,00;7,39
431;-4;Интерактивный Банк;3378;Москва и обл.;3 386 657,00;3 582 616,00;-195 959,00;-5,47
432;15;Кузнецкий;609;Пензенская обл.;3 384 928,00;3 279 523,00;105 405,00;3,21
433;-4;Донинвест;1617;Ростовская обл.;3 372 298,00;3 531 003,00;-158 705,00;-4,49
434;92;Земкомбанк;574;Ростовская обл.;3 334 400,00;2 312 801,00;1 021 599,00;44,17
435;2;Аскольд;2480;Смоленская обл.;3 326 950,00;3 454 002,00;-127 052,00;-3,68
436;-3;Приоритет;3135;Самарская обл.;3 319 625,00;3 509 930,00;-190 305,00;-5,42
437;-34;Коммерческий Банк Развития;3364;Москва и обл.;3 285 214,00;4 174 435,00;-889 221,00;-21,30
438;3;Объединенный Кредитный Банк;1118;Владимирская обл.;3 265 113,00;3 384 213,00;-119 100,00;-3,52
439;7;Северный Кредит;2398;Вологодская обл.;3 257 466,00;3 282 223,00;-24 757,00;-0,75
440;-5;Бинбанк Сургут;1701;Тюменская обл.;3 237 948,00;3 485 568,00;-247 620,00;-7,10
441;1;Оргбанк;3312;Москва и обл.;3 237 562,00;3 375 783,00;-138 221,00;-4,09
442;9;РБА;3413;Ярославская обл.;3 190 922,00;3 197 331,00;-6 409,00;-0,20
443;2;Витабанк;356;Санкт-Петербург и обл.;3 190 088,00;3 290 718,00;-100 630,00;-3,06
444;6;Евроальянс;1781;Ивановская обл.;3 174 163,00;3 202 637,00;-28 474,00;-0,89
445;-1;Лада-Кредит;2668;Самарская обл.;3 154 390,00;3 304 156,00;-149 766,00;-4,53
446;14;Стромкомбанк;404;Красноярский край;3 151 756,00;3 067 434,00;84 322,00;2,75
447;8;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;3 134 810,00;3 145 081,00;-10 271,00;-0,33
448;6;Синко-Банк;2838;Москва и обл.;3 125 143,00;3 171 903,00;-46 760,00;-1,47
449;-10;Горбанк;2982;Санкт-Петербург и обл.;3 121 364,00;3 402 338,00;-280 974,00;-8,26
450;51;НБК-Банк;3283;Москва и обл.;3 115 646,00;2 575 550,00;540 096,00;20,97
451;-11;Алтайкапиталбанк;2659;Алтайский край;3 097 651,00;3 397 334,00;-299 683,00;-8,82
452;9;Земский Банк;2900;Самарская обл.;3 085 170,00;3 056 828,00;28 342,00;0,93
453;16;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 077 540,00;2 940 500,00;137 040,00;4,66
454;31;Навигатор;2469;Москва и обл.;3 062 834,00;2 759 743,00;303 091,00;10,98
455;2;Нефтепромбанк;2156;Москва и обл.;3 060 827,00;3 139 206,00;-78 379,00;-2,50
456;9;ПК-Банк;2652;Москва и обл.;3 049 944,00;3 004 380,00;45 564,00;1,52
457;13;Смартбанк;3408;Москва и обл.;3 015 991,00;2 925 630,00;90 361,00;3,09
458;6;Роял Кредит Банк;783;Хабаровский край;3 014 361,00;3 027 850,00;-13 489,00;-0,45
459;-11;Камчаткомагропромбанк;545;Камчатская обл.;3 002 590,00;3 266 122,00;-263 532,00;-8,07
460;12;Уралпромбанк;2964;Челябинская обл.;2 980 875,00;2 911 908,00;68 967,00;2,37
461;14;Консервативный Коммерческий Банк;1087;Астраханская обл.;2 973 936,00;2 878 944,00;94 992,00;3,30
462;6;Милбанк;3256;Москва и обл.;2 959 558,00;2 947 344,00;12 214,00;0,41
463;25;Банк ИТБ;3128;Москва и обл.;2 950 856,00;2 737 046,00;213 810,00;7,81
464;14;Эл Банк;1025;Самарская обл.;2 948 181,00;2 849 865,00;98 316,00;3,45
465;25;Форус Банк;3457;Нижегородская обл.;2 941 188,00;2 720 371,00;220 817,00;8,12
466;26;Союзный;3236;Москва и обл.;2 940 198,00;2 690 586,00;249 612,00;9,28
467;15;НОКССбанк;3202;Волгоградская обл.;2 937 143,00;2 771 973,00;165 170,00;5,96
468;-49;Киви Банк;2241;Москва и обл.;2 933 708,00;3 824 925,00;-891 217,00;-23,30
469;-41;Система;2846;Москва и обл.;2 931 817,00;3 551 108,00;-619 291,00;-17,44
470;-12;Мастер-Капитал;3011;Москва и обл.;2 930 507,00;3 116 434,00;-185 927,00;-5,97
471;-15;Мосуралбанк;2468;Москва и обл.;2 903 900,00;3 142 933,00;-239 033,00;-7,61
472;-1;Венец;524;Ульяновская обл.;2 892 294,00;2 923 087,00;-30 793,00;-1,05
473;-10;Сберинвестбанк;1743;Свердловская обл.;2 885 643,00;3 052 431,00;-166 788,00;-5,46
474;20;Росбизнесбанк;1405;Москва и обл.;2 881 138,00;2 662 780,00;218 358,00;8,20
475;-2;Долинск;857;Сахалинская обл.;2 875 886,00;2 888 106,00;-12 220,00;-0,42
476;-2;Живаго Банк;2065;Рязанская обл.;2 861 480,00;2 883 009,00;-21 529,00;-0,75
477;-25;Ураллига;1626;Челябинская обл.;2 852 116,00;3 189 653,00;-337 537,00;-10,58
478;-19;Банк Экономический Союз;2798;Москва и обл.;2 824 293,00;3 095 392,00;-271 099,00;-8,76
479;7;Уралприватбанк;153;Свердловская обл.;2 804 752,00;2 750 632,00;54 120,00;1,97
480;36;Коммерческий Индо Банк;3446;Москва и обл.;2 803 609,00;2 453 168,00;350 441,00;14,29
481;-4;Совинком;2302;Москва и обл.;2 801 674,00;2 852 675,00;-51 001,00;-1,79
482;5;Первый Инвестиционный Банк;604;Москва и обл.;2 793 235,00;2 748 870,00;44 365,00;1,61
483;1;Региональный Кредитный Банк;1608;Калининградская обл.;2 778 468,00;2 765 530,00;12 938,00;0,47
484;-4;Московский Коммерческий Банк;3172;Москва и обл.;2 772 983,00;2 800 164,00;-27 181,00;-0,97
485;19;Капитал;575;Москва и обл.;2 769 945,00;2 556 104,00;213 841,00;8,37
486;-3;Еврокредит;2957;Москва и обл.;2 760 263,00;2 769 413,00;-9 150,00;-0,33
487;-25;Гринфилдбанк;2711;Москва и обл.;2 745 628,00;3 055 863,00;-310 235,00;-10,15
488;-9;Профессионал Банк;2471;Москва и обл.;2 721 617,00;2 813 428,00;-91 811,00;-3,26
489;19;ЕвроАксис Банк;3273;Москва и обл.;2 678 902,00;2 520 151,00;158 751,00;6,30
490;-23;Аспект;608;Москва и обл.;2 670 307,00;2 971 159,00;-300 852,00;-10,13
491;5;Енисей;474;Красноярский край;2 660 325,00;2 626 339,00;33 986,00;1,29
492;18;Национальный Банк Сбережений;1949;Ивановская обл.;2 660 220,00;2 508 593,00;151 627,00;6,04
493;0;Интеркапитал-Банк;2706;Мордовия;2 656 453,00;2 663 458,00;-7 005,00;-0,26
494;-5;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 637 928,00;2 726 090,00;-88 162,00;-3,23
495;-14;ИпоТек Банк;2794;Москва и обл.;2 604 394,00;2 783 786,00;-179 392,00;-6,44
496;3;Аксонбанк;680;Костромская обл.;2 603 421,00;2 598 865,00;4 556,00;0,18
497;-21;Агророс;2860;Саратовская обл.;2 603 139,00;2 876 212,00;-273 073,00;-9,49
498;-32;Океан Банк;1697;Москва и обл.;2 601 030,00;2 973 398,00;-372 368,00;-12,52
499;6;Тульский Промышленник;2382;Тульская обл.;2 598 937,00;2 543 499,00;55 438,00;2,18
500;2;Костромаселькомбанк;1115;Костромская обл.;2 597 156,00;2 566 688,00;30 468,00;1,19
501;6;Инкаробанк;2696;Москва и обл.;2 586 212,00;2 526 673,00;59 539,00;2,36
502;-7;Крокус-Банк;2682;Москва и обл.;2 576 602,00;2 632 533,00;-55 931,00;-2,12
503;-12;Преодоление;2649;Москва и обл.;2 575 759,00;2 704 339,00;-128 580,00;-4,75
504;5;Финансово-Промышленный Капитал;3295;Москва и обл.;2 550 148,00;2 519 404,00;30 744,00;1,22
505;15;Вологжанин;1896;Вологодская обл.;2 544 839,00;2 424 593,00;120 246,00;4,96
506;0;Констанс-Банк;2228;Санкт-Петербург и обл.;2 539 224,00;2 532 713,00;6 511,00;0,26
507;6;Крыловский;456;Краснодарский край;2 501 432,00;2 483 162,00;18 270,00;0,74
508;-11;Богородский;1277;Нижегородская обл.;2 489 955,00;2 624 197,00;-134 242,00;-5,12
509;6;Русский Трастовый Банк;1139;Москва и обл.;2 487 982,00;2 455 133,00;32 849,00;1,34
510;12;Уссури;596;Хабаровский край;2 479 250,00;2 415 928,00;63 322,00;2,62
511;0;Новое Время;3492;Москва и обл.;2 479 057,00;2 495 971,00;-16 914,00;-0,68
512;2;Гагаринский;606;Москва и обл.;2 479 013,00;2 468 955,00;10 058,00;0,41
513;-1;Вкабанк;1027;Астраханская обл.;2 472 989,00;2 488 237,00;-15 248,00;-0,61
514;19;Интеркредит;3047;Москва и обл.;2 459 744,00;2 253 669,00;206 075,00;9,14
515;-15;Банк РМП;2574;Москва и обл.;2 450 271,00;2 586 340,00;-136 069,00;-5,26
516;2;Итуруп;2390;Сахалинская обл.;2 383 129,00;2 443 381,00;-60 252,00;-2,47
517;11;Объединенный Резервный Банк;937;Москва и обл.;2 358 453,00;2 285 058,00;73 395,00;3,21
518;-1;ИРС;272;Москва и обл.;2 338 061,00;2 452 836,00;-114 775,00;-4,68
519;2;Объединенная Расчетная Система;3342;Москва и обл.;2 330 270,00;2 418 734,00;-88 464,00;-3,66
520;-1;Республиканский Банк;3277;Москва и обл.;2 319 626,00;2 425 761,00;-106 135,00;-4,38
521;36;Невский Банк;1068;Санкт-Петербург и обл.;2 318 375,00;2 006 755,00;311 620,00;15,53
522;9;Бум-Банк;1137;Кабардино-Балкария;2 309 015,00;2 265 354,00;43 661,00;1,93
523;-25;Резерв;2364;Челябинская обл.;2 274 235,00;2 620 515,00;-346 280,00;-13,21
524;31;Владпромбанк;870;Владимирская обл.;2 264 140,00;2 008 328,00;255 812,00;12,74
525;5;Пульс Столицы;3002;Москва и обл.;2 262 083,00;2 273 220,00;-11 137,00;-0,49
