Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2011, тыс. рублей;Январь, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
257;1;Национальный Банк Развития Бизнеса;2795;Москва и обл.;7 212 280,00;7 310 350,00;-98 070,00;-1,34
258;-5;Нефтяной Альянс;2859;Москва и обл.;7 205 990,00;7 504 232,00;-298 242,00;-3,97
259;-4;Ставропольпромстройбанк;1288;Ставропольский край;7 130 216,00;7 438 322,00;-308 106,00;-4,14
260;0;Русьуниверсалбанк;3293;Москва и обл.;7 127 683,00;7 230 574,00;-102 891,00;-1,42
261;3;Денизбанк Москва;3330;Москва и обл.;7 113 699,00;7 059 528,00;54 171,00;0,77
262;25;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 999 869,00;6 237 547,00;762 322,00;12,22
263;5;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;6 957 929,00;6 842 452,00;115 477,00;1,69
264;-17;Замоскворецкий;1640;Москва и обл.;6 937 162,00;7 802 838,00;-865 676,00;-11,09
265;-6;НОМОС-Банк-Сибирь;410;Новосибирская обл.;6 871 731,00;7 237 868,00;-366 137,00;-5,06
266;-21;Расчетно-Кредитный Банк;103;Москва и обл.;6 766 804,00;7 841 349,00;-1 074 545,00;-13,70
267;5;МАСТ-Банк;3267;Москва и обл.;6 750 845,00;6 794 395,00;-43 550,00;-0,64
268;1;Волго-Камский Банк;282;Самарская обл.;6 702 509,00;6 823 159,00;-120 650,00;-1,77
269;11;Финпромбанк (ФПБ Банк);2157;Москва и обл.;6 681 387,00;6 467 934,00;213 453,00;3,30
270;3;Адмиралтейский;3054;Москва и обл.;6 646 280,00;6 784 601,00;-138 321,00;-2,04
271;29;Данске Банк;3307;Санкт-Петербург и обл.;6 640 246,00;5 776 147,00;864 099,00;14,96
272;9;БайкалБанк;2632;Бурятия;6 507 610,00;6 446 922,00;60 688,00;0,94
273;-3;Банк Инноваций и Развития;2647;Москва и обл.;6 493 495,00;6 821 860,00;-328 365,00;-4,81
274;8;АФ Банк;991;Башкортостан;6 479 794,00;6 412 813,00;66 981,00;1,04
275;2;КС Банк;1752;Мордовия;6 478 072,00;6 538 377,00;-60 305,00;-0,92
276;2;АктивКапитал Банк;3006;Самарская обл.;6 459 303,00;6 491 864,00;-32 561,00;-0,50
277;6;Русь;704;Оренбургская обл.;6 415 020,00;6 362 855,00;52 165,00;0,82
278;-3;Рублев;3098;Москва и обл.;6 374 803,00;6 719 819,00;-345 016,00;-5,13
279;27;Метробанк;2548;Москва и обл.;6 328 060,00;5 654 762,00;673 298,00;11,91
280;11;Банк ПСА Финанс Рус;3481;Москва и обл.;6 302 073,00;6 153 671,00;148 402,00;2,41
281;3;Евромет;2902;Москва и обл.;6 301 474,00;6 349 808,00;-48 334,00;-0,76
282;-17;Русский Земельный Банк;2810;Москва и обл.;6 295 358,00;7 021 496,00;-726 138,00;-10,34
283;-16;Огни Москвы;2328;Москва и обл.;6 258 475,00;6 912 950,00;-654 475,00;-9,47
284;9;Югра;880;Тюменская обл.;6 253 977,00;6 084 436,00;169 541,00;2,79
285;1;Кредит-Москва;5;Москва и обл.;6 199 956,00;6 284 404,00;-84 448,00;-1,34
286;-7;Лада-Кредит;2668;Самарская обл.;6 195 882,00;6 490 906,00;-295 024,00;-4,55
287;7;Томскпромстройбанк;1720;Томская обл.;6 087 634,00;5 979 141,00;108 493,00;1,81
288;13;Волга-Кредит;1153;Самарская обл.;6 085 928,00;5 774 674,00;311 254,00;5,39
289;-18;Банк Акцепт;567;Новосибирская обл.;6 073 968,00;6 820 925,00;-746 957,00;-10,95
290;15;Новый Московский Банк;2932;Москва и обл.;6 012 793,00;5 655 639,00;357 154,00;6,32
291;46;Ури Банк;3479;Москва и обл.;5 968 130,00;4 528 114,00;1 440 016,00;31,80
292;3;Пушкино;391;Москва и обл.;5 907 230,00;5 897 148,00;10 082,00;0,17
293;3;Унифин;2654;Москва и обл.;5 838 897,00;5 864 363,00;-25 466,00;-0,43
294;4;Славянский Кредит;2960;Москва и обл.;5 783 960,00;5 803 603,00;-19 643,00;-0,34
295;33;Аверс;415;Татарстан;5 777 072,00;4 842 635,00;934 437,00;19,30
296;8;Хованский;2145;Москва и обл.;5 769 212,00;5 693 496,00;75 716,00;1,33
297;0;Датабанк;646;Удмуртия;5 756 678,00;5 813 218,00;-56 540,00;-0,97
298;-10;Вега-Банк;3270;Москва и обл.;5 738 003,00;6 233 498,00;-495 495,00;-7,95
299;-9;СЭБ Банк;3235;Санкт-Петербург и обл.;5 659 689,00;6 194 386,00;-534 697,00;-8,63
300;15;Русич Центр Банк;2793;Москва и обл.;5 637 458,00;5 360 928,00;276 530,00;5,16
301;9;ПИР Банк;2655;Москва и обл.;5 623 051,00;5 596 326,00;26 725,00;0,48
302;-10;Альба Альянс;2593;Москва и обл.;5 616 201,00;6 125 938,00;-509 737,00;-8,32
303;4;Белгородсоцбанк;760;Белгородская обл.;5 615 671,00;5 640 907,00;-25 236,00;-0,45
304;28;Банк Заречье;817;Татарстан;5 614 552,00;4 721 507,00;893 045,00;18,91
305;-16;Банк Раунд;2506;Москва и обл.;5 610 481,00;6 221 808,00;-611 327,00;-9,83
306;7;РусЮгбанк;2093;Волгоградская обл.;5 585 062,00;5 447 005,00;138 057,00;2,53
307;9;ОПМ-Банк;2734;Москва и обл.;5 538 498,00;5 356 793,00;181 705,00;3,39
308;-23;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;5 475 544,00;6 337 711,00;-862 167,00;-13,60
309;-6;Бинбанк Мурманск;1276;Мурманская обл.;5 424 680,00;5 745 202,00;-320 522,00;-5,58
310;8;Финам Банк;2799;Москва и обл.;5 407 744,00;5 328 704,00;79 040,00;1,48
311;-12;ПВ-Банк;634;Ульяновская обл.;5 406 244,00;5 792 668,00;-386 424,00;-6,67
312;0;Генбанк;2490;Москва и обл.;5 373 734,00;5 538 353,00;-164 619,00;-2,97
313;1;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 324 245,00;5 446 144,00;-121 899,00;-2,24
314;-5;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 279 801,00;5 609 174,00;-329 373,00;-5,87
315;-13;СИАБ;3245;Санкт-Петербург и обл.;5 278 374,00;5 752 261,00;-473 887,00;-8,24
316;14;Западный;2598;Москва и обл.;5 248 863,00;4 811 559,00;437 304,00;9,09
317;-9;Экспресс;3084;Дагестан;5 226 523,00;5 627 478,00;-400 955,00;-7,12
318;-7;Международный Коммерческий Банк;2524;Москва и обл.;5 220 053,00;5 594 729,00;-374 676,00;-6,70
319;0;Первый Экспресс;3237;Тульская обл.;5 213 062,00;5 299 220,00;-86 158,00;-1,63
320;3;Потенциал;1019;Самарская обл.;5 209 465,00;5 049 479,00;159 986,00;3,17
321;48;Миллениум Банк;3423;Москва и обл.;5 178 369,00;3 948 418,00;1 229 951,00;31,15
322;-5;Бинбанк Тверь;777;Тверская обл.;5 156 622,00;5 338 040,00;-181 418,00;-3,40
323;2;Ишбанк;2867;Москва и обл.;5 145 920,00;4 877 970,00;267 950,00;5,49
324;-4;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 039 650,00;5 223 753,00;-184 103,00;-3,52
325;1;Северный Народный Банк;2721;Коми;5 031 632,00;4 876 780,00;154 852,00;3,18
326;-4;Рускобанк;138;Санкт-Петербург и обл.;5 008 959,00;5 110 015,00;-101 056,00;-1,98
327;-3;Тусар;2712;Москва и обл.;4 969 437,00;4 930 016,00;39 421,00;0,80
328;-7;Региональный Банк Развития;2782;Башкортостан;4 886 925,00;5 140 713,00;-253 788,00;-4,94
329;31;Банк Кремлевский;2905;Москва и обл.;4 881 947,00;4 107 914,00;774 033,00;18,84
330;27;Автоторгбанк;2776;Москва и обл.;4 865 654,00;4 144 060,00;721 594,00;17,41
331;24;Руссобанк;2313;Москва и обл.;4 841 600,00;4 169 210,00;672 390,00;16,13
332;1;Банк на Красных Воротах;2472;Москва и обл.;4 808 324,00;4 657 789,00;150 535,00;3,23
333;8;ЕвроситиБанк;1869;Ставропольский край;4 796 241,00;4 440 309,00;355 932,00;8,02
334;17;Росавтобанк;2767;Москва и обл.;4 767 068,00;4 291 509,00;475 559,00;11,08
335;-4;Сиббизнесбанк;2539;Тюменская обл.;4 746 469,00;4 798 767,00;-52 298,00;-1,09
336;-2;Русский Ипотечный Банк;1968;Москва и обл.;4 725 612,00;4 629 282,00;96 330,00;2,08
337;5;НИКО-Банк;702;Оренбургская обл.;4 720 121,00;4 437 265,00;282 856,00;6,37
338;29;Рост;2589;Москва и обл.;4 676 572,00;3 972 024,00;704 548,00;17,74
339;-12;Банк Казани;708;Татарстан;4 656 838,00;4 871 768,00;-214 930,00;-4,41
340;0;Холдинг-Кредит;3030;Москва и обл.;4 611 389,00;4 443 166,00;168 223,00;3,79
341;2;Автоградбанк;1455;Татарстан;4 606 336,00;4 437 247,00;169 089,00;3,81
342;-105;Платина;2347;Москва и обл.;4 571 473,00;8 164 650,00;-3 593 177,00;-44,01
343;-4;Актив Банк;2529;Мордовия;4 564 842,00;4 453 879,00;110 963,00;2,49
344;41;Бланк Банк;2368;Москва и обл.;4 538 631,00;3 713 584,00;825 047,00;22,22
345;-71;Славия;2664;Москва и обл.;4 516 495,00;6 739 750,00;-2 223 255,00;-32,99
346;-1;Сибнефтебанк;385;Тюменская обл.;4 460 289,00;4 382 195,00;78 094,00;1,78
347;-12;Юг-Инвестбанк;2772;Краснодарский край;4 454 003,00;4 575 927,00;-121 924,00;-2,66
348;-10;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;4 452 009,00;4 476 186,00;-24 177,00;-0,54
349;-5;Башинвестбанк;2189;Башкортостан;4 406 869,00;4 409 009,00;-2 140,00;-0,05
350;2;Солид Банк;1329;Камчатская обл.;4 399 545,00;4 272 077,00;127 468,00;2,98
351;-107;Платежный Центр;3166;Новосибирская обл.;4 290 734,00;7 842 295,00;-3 551 561,00;-45,29
352;-23;Банк Торгового Финансирования;1982;Москва и обл.;4 262 143,00;4 826 225,00;-564 082,00;-11,69
353;8;ФДБ;3071;Москва и обл.;4 236 078,00;4 107 234,00;128 844,00;3,14
354;-7;Сибирьгазбанк;3042;Тюменская обл.;4 232 450,00;4 368 841,00;-136 391,00;-3,12
355;41;Международный Банк Развития;2704;Москва и обл.;4 200 877,00;3 561 564,00;639 313,00;17,95
356;-6;Монолит;1967;Москва и обл.;4 200 280,00;4 309 597,00;-109 317,00;-2,54
357;13;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;4 189 420,00;3 939 840,00;249 580,00;6,33
358;-9;Трансстройбанк;2807;Москва и обл.;4 187 736,00;4 311 570,00;-123 834,00;-2,87
359;-23;Енисейский Объединенный Банк;2645;Красноярский край;4 183 166,00;4 531 666,00;-348 500,00;-7,69
360;-2;Сибсоцбанк;2015;Алтайский край;4 142 621,00;4 122 349,00;20 272,00;0,49
361;14;Витас Банк;1955;Москва и обл.;4 124 835,00;3 861 457,00;263 378,00;6,82
362;-16;Экспресс-Кредит;210;Москва и обл.;4 071 637,00;4 375 926,00;-304 289,00;-6,95
363;-9;Московский Нефтехимический Банк;1411;Москва и обл.;4 046 003,00;4 185 299,00;-139 296,00;-3,33
364;-5;Национальный Залоговый Банк;2944;Москва и обл.;4 039 000,00;4 111 234,00;-72 234,00;-1,76
365;0;Промтрансбанк;2638;Башкортостан;4 020 985,00;3 996 932,00;24 053,00;0,60
366;7;Чувашкредитпромбанк;1280;Чувашия;4 014 152,00;3 909 232,00;104 920,00;2,68
367;-4;Уралкапиталбанк;2519;Башкортостан;3 990 383,00;4 073 397,00;-83 014,00;-2,04
368;-12;Риабанк;3434;Москва и обл.;3 975 930,00;4 162 794,00;-186 864,00;-4,49
369;-3;Волжский Социальный Банк;2428;Самарская обл.;3 935 816,00;3 989 214,00;-53 398,00;-1,34
370;55;Донкомбанк;492;Ростовская обл.;3 910 406,00;3 168 716,00;741 690,00;23,41
371;13;Зернобанк;2337;Алтайский край;3 908 283,00;3 724 113,00;184 170,00;4,95
372;2;Стратегия;2801;Москва и обл.;3 902 857,00;3 890 841,00;12 016,00;0,31
373;464;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;3 902 280,00;513 623,00;3 388 657,00;659,76
374;12;Белгородпромстройбанк;1816;Белгородская обл.;3 894 952,00;3 709 951,00;185 001,00;4,99
375;5;Международный Инвестиционный Банк;2742;Москва и обл.;3 814 291,00;3 747 781,00;66 510,00;1,77
376;18;Вокбанк;312;Нижегородская обл.;3 795 768,00;3 587 832,00;207 936,00;5,80
377;-13;Хлебобанк;1812;Москва и обл.;3 791 675,00;4 045 848,00;-254 173,00;-6,28
378;-30;Кузнецкий Мост;2254;Москва и обл.;3 703 490,00;4 347 784,00;-644 294,00;-14,82
379;3;Лайтбанк;3177;Москва и обл.;3 701 280,00;3 734 841,00;-33 561,00;-0,90
380;12;Экси-Банк;2530;Санкт-Петербург и обл.;3 696 642,00;3 638 321,00;58 321,00;1,60
381;64;Первый Инвестиционный Банк;604;Москва и обл.;3 665 903,00;2 917 930,00;747 973,00;25,63
382;-5;Дагэнергобанк;3286;Дагестан;3 663 422,00;3 814 586,00;-151 164,00;-3,96
383;15;Банкхаус Эрбе;1717;Москва и обл.;3 661 197,00;3 540 536,00;120 661,00;3,41
384;5;Банк Развития Региона;3315;Северная Осетия — Алания;3 660 045,00;3 666 046,00;-6 001,00;-0,16
385;2;Софрино;2972;Москва и обл.;3 654 348,00;3 709 445,00;-55 097,00;-1,49
386;23;Ассоциация;732;Нижегородская обл.;3 641 007,00;3 367 212,00;273 795,00;8,13
387;4;Бинбанк Смоленск;1957;Смоленская обл.;3 632 121,00;3 653 557,00;-21 436,00;-0,59
388;2;ВостСибтранскомбанк;2731;Иркутская обл.;3 629 946,00;3 658 686,00;-28 740,00;-0,79
389;-8;РАМ Банк;3480;Москва и обл.;3 578 177,00;3 735 674,00;-157 497,00;-4,22
390;-7;Межрегиональный промышленно-строительный банк;752;Мордовия;3 559 434,00;3 725 500,00;-166 066,00;-4,46
391;-38;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;3 552 760,00;4 266 618,00;-713 858,00;-16,73
392;19;Банк Развития Технологий;3441;Москва и обл.;3 541 143,00;3 328 041,00;213 102,00;6,40
393;11;Евроальянс;1781;Ивановская обл.;3 530 984,00;3 444 993,00;85 991,00;2,50
394;-18;Приоритет;3135;Самарская обл.;3 513 662,00;3 821 584,00;-307 922,00;-8,06
395;-23;Донинвест;1617;Ростовская обл.;3 487 221,00;3 921 660,00;-434 439,00;-11,08
396;-25;Агросоюз;1459;Оренбургская обл.;3 478 970,00;3 934 571,00;-455 601,00;-11,58
397;2;Анкор Банк;889;Татарстан;3 477 128,00;3 519 171,00;-42 043,00;-1,19
398;2;Роял Кредит Банк;783;Хабаровский край;3 475 707,00;3 511 936,00;-36 229,00;-1,03
399;2;Дил-Банк;3384;Москва и обл.;3 474 889,00;3 488 998,00;-14 109,00;-0,40
400;7;Новобанк;1352;Новгородская обл.;3 458 863,00;3 377 695,00;81 168,00;2,40
401;2;Лесбанк;1598;Москва и обл.;3 458 015,00;3 460 922,00;-2 907,00;-0,08
402;3;Реалист Банк;1067;Иркутская обл.;3 419 507,00;3 439 790,00;-20 283,00;-0,59
403;-25;Голдман Сакс Банк;3490;Москва и обл.;3 415 045,00;3 803 979,00;-388 934,00;-10,22
404;-7;Проминвестбанк;2433;Москва и обл.;3 411 012,00;3 547 502,00;-136 490,00;-3,85
405;-3;;;;3 405 521,00;3 468 315,00;-62 794,00;-1,81
406;10;Нижневолжский Коммерческий Банк;931;Саратовская обл.;3 391 742,00;3 287 483,00;104 259,00;3,17
407;-1;Азия-Инвест Банк;3303;Москва и обл.;3 368 653,00;3 383 159,00;-14 506,00;-0,43
408;-29;Орловский Социальный Банк;2921;Орловская обл.;3 308 441,00;3 801 670,00;-493 229,00;-12,97
409;43;Джей энд Ти Банк;3061;Москва и обл.;3 307 870,00;2 778 430,00;529 440,00;19,06
410;4;Промрегионбанк;2123;Томская обл.;3 298 273,00;3 303 507,00;-5 234,00;-0,16
411;2;Горбанк;2982;Санкт-Петербург и обл.;3 254 184,00;3 307 303,00;-53 119,00;-1,61
412;3;Кранбанк;2271;Ивановская обл.;3 247 045,00;3 290 381,00;-43 336,00;-1,32
413;10;Интеркредит;3047;Москва и обл.;3 227 530,00;3 183 951,00;43 579,00;1,37
414;5;Профит Банк;3234;Москва и обл.;3 216 998,00;3 247 519,00;-30 521,00;-0,94
415;-3;Тюменьагропромбанк;917;Тюменская обл.;3 206 214,00;3 317 555,00;-111 341,00;-3,36
416;-21;Экономикс-Банк;2136;Москва и обл.;3 200 705,00;3 587 190,00;-386 485,00;-10,77
417;7;Камский Коммерческий Банк;438;Татарстан;3 197 762,00;3 173 619,00;24 143,00;0,76
418;-10;Профессионал Банк;3296;Москва и обл.;3 196 115,00;3 368 218,00;-172 103,00;-5,11
419;105;Спецсетьстройбанк;3062;Москва и обл.;3 186 439,00;1 991 754,00;1 194 685,00;59,98
420;-3;Банк БФТ;2273;Москва и обл.;3 183 451,00;3 271 549,00;-88 098,00;-2,69
421;17;Транснациональный Банк;2108;Москва и обл.;3 179 965,00;3 017 383,00;162 582,00;5,39
422;7;ЕвроАксис Банк;3273;Москва и обл.;3 087 140,00;3 115 988,00;-28 848,00;-0,93
423;3;Хакасский Муниципальный Банк;1049;Хакасия;3 082 653,00;3 161 618,00;-78 965,00;-2,50
424;13;Крокус-Банк;2682;Москва и обл.;3 081 693,00;3 018 893,00;62 800,00;2,08
425;-7;Транспортный;3174;Москва и обл.;3 079 297,00;3 253 282,00;-173 985,00;-5,35
426;13;Капитал;575;Москва и обл.;3 077 647,00;2 991 656,00;85 991,00;2,87
427;7;Ермак;1809;Тюменская обл.;3 067 195,00;3 061 530,00;5 665,00;0,19
428;0;Баренцбанк;2188;Мурманская обл.;3 066 351,00;3 121 596,00;-55 245,00;-1,77
429;102;Пойдем!;2534;Москва и обл.;3 058 619,00;1 933 830,00;1 124 789,00;58,16
430;0;Уралпромбанк;2964;Челябинская обл.;3 058 597,00;3 104 118,00;-45 521,00;-1,47
431;-4;Преодоление;2649;Москва и обл.;2 963 438,00;3 149 395,00;-185 957,00;-5,90
432;73;Система;2846;Москва и обл.;2 957 929,00;2 235 559,00;722 370,00;32,31
433;18;ВЕБРР;3418;Москва и обл.;2 956 466,00;2 780 706,00;175 760,00;6,32
434;-14;АйСиБиСи Банк;3475;Москва и обл.;2 950 739,00;3 245 253,00;-294 514,00;-9,08
435;-13;Межрегиональный Почтовый Банк;3171;Москва и обл.;2 945 789,00;3 193 423,00;-247 634,00;-7,75
436;11;Промэнергобанк;2728;Вологодская обл.;2 940 418,00;2 862 353,00;78 065,00;2,73
437;25;Объединенный Банк Развития;3345;Москва и обл.;2 924 898,00;2 667 231,00;257 667,00;9,66
438;4;РНКБ;1354;Москва и обл.;2 921 170,00;2 940 309,00;-19 139,00;-0,65
439;1;Интерактивный Банк;3378;Москва и обл.;2 916 692,00;2 970 513,00;-53 821,00;-1,81
440;25;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 905 179,00;2 654 734,00;250 445,00;9,43
441;2;ИТ Банк;2609;Омская обл.;2 896 922,00;2 929 569,00;-32 647,00;-1,11
442;-7;2Т Банк;625;Москва и обл.;2 894 525,00;3 040 115,00;-145 590,00;-4,79
443;23;Эксперт Банк;2949;Омская обл.;2 889 052,00;2 647 450,00;241 602,00;9,13
444;2;Стромкомбанк;404;Красноярский край;2 886 769,00;2 916 982,00;-30 213,00;-1,04
445;16;Аскольд;2480;Смоленская обл.;2 857 826,00;2 676 824,00;181 002,00;6,76
446;37;Универсальный Кредит;2903;Москва и обл.;2 856 249,00;2 486 174,00;370 075,00;14,89
447;1;Ураллига;1626;Челябинская обл.;2 848 278,00;2 808 895,00;39 383,00;1,40
448;7;ОФК Банк;2270;Москва и обл.;2 807 212,00;2 724 277,00;82 935,00;3,04
449;-8;Нефтепромбанк;2156;Москва и обл.;2 790 711,00;2 941 977,00;-151 266,00;-5,14
450;35;Траст Капитал Банк;2741;Москва и обл.;2 749 299,00;2 457 337,00;291 962,00;11,88
451;6;Ипотека-Инвест;3070;Татарстан;2 746 244,00;2 700 483,00;45 761,00;1,69
452;-16;Московский Коммерческий Банк;3172;Москва и обл.;2 724 994,00;3 035 785,00;-310 791,00;-10,24
453;-20;Инкаробанк;2696;Москва и обл.;2 722 437,00;3 067 913,00;-345 476,00;-11,26
454;6;РБА;3413;Ярославская обл.;2 710 545,00;2 686 543,00;24 002,00;0,89
455;18;Нацпромбанк;2360;Москва и обл.;2 703 585,00;2 629 463,00;74 122,00;2,82
456;-35;Бинбанк Сургут;1701;Тюменская обл.;2 702 999,00;3 198 912,00;-495 913,00;-15,50
457;-4;Аспект;608;Москва и обл.;2 694 814,00;2 753 446,00;-58 632,00;-2,13
458;-70;Бинбанк Столица;3052;Москва и обл.;2 654 937,00;3 683 409,00;-1 028 472,00;-27,92
459;-49;Тендер-Банк;2252;Москва и обл.;2 646 751,00;3 337 644,00;-690 893,00;-20,70
460;19;Живаго Банк;2065;Рязанская обл.;2 639 950,00;2 552 012,00;87 938,00;3,45
461;2;Банк Город;2644;Коми;2 633 172,00;2 661 948,00;-28 776,00;-1,08
462;-30;Камчаткомагропромбанк;545;Камчатская обл.;2 631 175,00;3 087 946,00;-456 771,00;-14,79
463;34;Финансовый Стандарт;1053;Москва и обл.;2 621 494,00;2 341 350,00;280 144,00;11,97
464;-203;Киви Банк;2241;Москва и обл.;2 615 162,00;7 163 637,00;-4 548 475,00;-63,49
465;30;Союзный;3236;Москва и обл.;2 602 136,00;2 371 641,00;230 495,00;9,72
466;10;НОКССбанк;3202;Волгоградская обл.;2 588 113,00;2 566 930,00;21 183,00;0,83
467;-13;Алтайкапиталбанк;2659;Алтайский край;2 570 322,00;2 744 374,00;-174 052,00;-6,34
468;22;Клиентский;2324;Москва и обл.;2 543 905,00;2 406 012,00;137 893,00;5,73
469;9;Вкабанк;1027;Астраханская обл.;2 540 553,00;2 556 956,00;-16 403,00;-0,64
470;-3;Тульский Промышленник;2382;Тульская обл.;2 535 954,00;2 642 519,00;-106 565,00;-4,03
471;-78;Банк БКФ;2684;Москва и обл.;2 533 203,00;3 622 706,00;-1 089 503,00;-30,07
472;42;Русский Торговый Банк;2842;Москва и обл.;2 527 154,00;2 091 941,00;435 213,00;20,80
473;-3;Ноябрьскнефтекомбанк;2274;Тюменская обл.;2 525 216,00;2 637 124,00;-111 908,00;-4,24
474;15;Совинком;2302;Москва и обл.;2 498 043,00;2 414 451,00;83 592,00;3,46
475;9;Земский Банк;2900;Самарская обл.;2 496 691,00;2 468 451,00;28 240,00;1,14
476;15;Уралприватбанк;153;Свердловская обл.;2 494 878,00;2 404 616,00;90 262,00;3,75
477;10;Енисей;474;Красноярский край;2 481 765,00;2 435 313,00;46 452,00;1,91
478;4;Мастер-Капитал;3011;Москва и обл.;2 478 000,00;2 497 814,00;-19 814,00;-0,79
479;-5;Итуруп;2390;Сахалинская обл.;2 465 295,00;2 615 619,00;-150 324,00;-5,75
480;8;Национальный Республиканский Банк;3359;Москва и обл.;2 457 245,00;2 419 215,00;38 030,00;1,57
481;-4;Гагаринский;606;Москва и обл.;2 452 632,00;2 561 078,00;-108 446,00;-4,23
482;-13;Союзпромбанк;2965;Москва и обл.;2 446 234,00;2 639 757,00;-193 523,00;-7,33
483;-8;Оргбанк;3312;Москва и обл.;2 442 205,00;2 609 999,00;-167 794,00;-6,43
484;-4;Мосводоканалбанк;2863;Москва и обл.;2 423 054,00;2 505 551,00;-82 497,00;-3,29
485;-26;Зенит Сочи;232;Краснодарский край;2 401 555,00;2 687 150,00;-285 595,00;-10,63
486;8;Стройлесбанк;2995;Тюменская обл.;2 391 578,00;2 377 841,00;13 737,00;0,58
487;-56;Торгово-Строительный Банк;1250;Москва и обл.;2 385 856,00;3 094 884,00;-709 028,00;-22,91
488;-20;Тагилбанк;1635;Свердловская обл.;2 383 991,00;2 642 011,00;-258 020,00;-9,77
489;-18;Газстройбанк;2919;Москва и обл.;2 377 605,00;2 633 481,00;-255 876,00;-9,72
490;-34;Инкредбанк;3405;Москва и обл.;2 363 471,00;2 701 440,00;-337 969,00;-12,51
491;-27;Долинск;857;Сахалинская обл.;2 344 545,00;2 659 123,00;-314 578,00;-11,83
492;6;Нэклис-Банк;1671;Москва и обл.;2 336 374,00;2 315 674,00;20 700,00;0,89
493;11;Кузнецкий;609;Пензенская обл.;2 323 510,00;2 244 141,00;79 369,00;3,54
494;2;Москва-Сити;3247;Москва и обл.;2 317 021,00;2 347 271,00;-30 250,00;-1,29
495;-45;ПК-Банк;2652;Нижегородская обл.;2 310 708,00;2 786 544,00;-475 836,00;-17,08
496;7;Век;2299;Москва и обл.;2 300 312,00;2 244 988,00;55 324,00;2,46
497;-11;ИРС;272;Москва и обл.;2 291 032,00;2 447 354,00;-156 322,00;-6,39
498;3;Уссури;596;Хабаровский край;2 275 492,00;2 262 643,00;12 849,00;0,57
499;-6;Мультибанк;2235;Москва и обл.;2 271 721,00;2 389 198,00;-117 477,00;-4,92
500;-42;Новопокровский;467;Краснодарский край;2 263 502,00;2 690 570,00;-427 068,00;-15,87
501;-1;Милбанк;3256;Москва и обл.;2 238 811,00;2 263 637,00;-24 826,00;-1,10
502;-3;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 230 891,00;2 283 533,00;-52 642,00;-2,31
503;35;Балтика;967;Санкт-Петербург и обл.;2 212 107,00;1 908 031,00;304 076,00;15,94
504;-136;Социум-Банк;2881;Москва и обл.;2 198 075,00;3 965 609,00;-1 767 534,00;-44,57
505;-13;Росбизнесбанк;1405;Москва и обл.;2 161 332,00;2 389 900,00;-228 568,00;-9,56
506;12;Агророс;2860;Саратовская обл.;2 160 102,00;2 069 515,00;90 587,00;4,38
507;0;РН Банк;170;Омская обл.;2 146 304,00;2 170 774,00;-24 470,00;-1,13
508;25;РосинтерБанк;226;Москва и обл.;2 125 009,00;1 929 354,00;195 655,00;10,14
509;53;Новокиб;1747;Кемеровская обл.;2 112 763,00;1 728 317,00;384 446,00;22,24
510;-1;Городской Ипотечный Банк;1627;Москва и обл.;2 107 329,00;2 144 613,00;-37 284,00;-1,74
511;-3;Вологжанин;1896;Вологодская обл.;2 101 175,00;2 147 630,00;-46 455,00;-2,16
512;0;Региональный Кредитный Банк;1608;Калининградская обл.;2 093 469,00;2 093 869,00;-400,00;-0,02
513;-11;Республиканский Банк;3277;Москва и обл.;2 089 381,00;2 248 434,00;-159 053,00;-7,07
514;-1;Бум-Банк;1137;Кабардино-Балкария;2 085 366,00;2 092 473,00;-7 107,00;-0,34
515;21;Россита-Банк;3257;Москва и обл.;2 083 943,00;1 919 865,00;164 078,00;8,55
516;21;Мосуралбанк;2468;Москва и обл.;2 083 886,00;1 915 569,00;168 317,00;8,79
517;-7;Коммерческий Индо Банк;3446;Москва и обл.;2 080 154,00;2 135 738,00;-55 584,00;-2,60
518;-37;Нейва;1293;Свердловская обл.;2 074 107,00;2 498 292,00;-424 185,00;-16,98
519;-13;Норвик Банк;1407;Москва и обл.;2 046 026,00;2 214 453,00;-168 427,00;-7,61
520;3;Синко-Банк;2838;Москва и обл.;2 043 551,00;2 012 508,00;31 043,00;1,54
521;5;Аксонбанк;680;Костромская обл.;2 023 962,00;1 988 595,00;35 367,00;1,78
522;5;Витабанк;356;Санкт-Петербург и обл.;2 016 581,00;1 986 854,00;29 727,00;1,50
