Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2020, тыс. рублей;Август, 2020, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;3;Современные Стандарты Бизнеса;3397;Москва и обл.;3 465 513,00;3 404 974,00;60 539,00;1,78
262;-1;Первоуральскбанк;965;Свердловская обл.;3 395 417,00;3 512 351,00;-116 934,00;-3,33
263;-1;Унифондбанк;3416;Москва и обл.;3 371 817,00;3 501 113,00;-129 296,00;-3,69
264;6;Кросна-Банк;2607;Москва и обл.;3 370 241,00;3 244 593,00;125 648,00;3,87
265;2;БСТ-Банк;2883;Кемеровская обл.;3 365 215,00;3 358 125,00;7 090,00;0,21
266;3;Мобильная карта;3522;Санкт-Петербург и обл.;3 301 254,00;3 315 528,00;-14 274,00;-0,43
267;4;Синко-Банк;2838;Москва и обл.;3 244 268,00;3 216 464,00;27 804,00;0,86
268;-5;РФИ Банк;3351;Москва и обл.;3 219 904,00;3 450 627,00;-230 723,00;-6,69
269;-9;Внешфинбанк;3173;Краснодарский край;3 217 011,00;3 525 591,00;-308 580,00;-8,75
270;-5;Евразийский Банк;969;Москва и обл.;3 182 572,00;3 403 704,00;-221 132,00;-6,50
271;2;Профессионал Банк;3296;Москва и обл.;3 172 088,00;3 153 272,00;18 816,00;0,60
272;0;Первый Инвестиционный Банк;604;Москва и обл.;3 167 561,00;3 210 636,00;-43 075,00;-1,34
273;2;Банк ПСА Финанс Рус;3481;Москва и обл.;3 093 284,00;3 096 868,00;-3 584,00;-0,12
274;4;Юнистрим;3467;Москва и обл.;3 011 607,00;2 947 959,00;63 648,00;2,16
275;5;Живаго Банк;2065;Рязанская обл.;2 981 802,00;2 895 470,00;86 332,00;2,98
276;3;Уралфинанс;1370;Свердловская обл.;2 934 933,00;2 901 060,00;33 873,00;1,17
277;9;Яринтербанк;2564;Ярославская обл.;2 934 783,00;2 704 280,00;230 503,00;8,52
278;5;Кетовский Коммерческий Банк;842;Курганская обл.;2 921 502,00;2 840 150,00;81 352,00;2,86
279;2;Международный Коммерческий Банк;2524;Москва и обл.;2 915 143,00;2 891 198,00;23 945,00;0,83
280;-6;Россита-Банк;3257;Москва и обл.;2 879 370,00;3 098 614,00;-219 244,00;-7,08
281;-5;Банк Заречье;817;Татарстан;2 863 389,00;3 026 220,00;-162 831,00;-5,38
282;3;Экси-Банк;2530;Санкт-Петербург и обл.;2 784 645,00;2 716 827,00;67 818,00;2,50
283;8;Банк Глобус;2438;Москва и обл.;2 750 518,00;2 539 119,00;211 399,00;8,33
284;3;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 715 245,00;2 674 331,00;40 914,00;1,53
285;3;Газнефтьбанк;3223;Саратовская обл.;2 624 073,00;2 611 895,00;12 178,00;0,47
286;-31;Расчетные Решения;3524;Москва и обл.;2 579 677,00;3 637 159,00;-1 057 482,00;-29,07
287;9;Ермак;1809;Ханты-Мансийский АО — Югра;2 562 657,00;2 421 065,00;141 592,00;5,85
288;4;Йошкар-Ола;2802;Марий Эл;2 562 589,00;2 537 077,00;25 512,00;1,01
289;0;Банк Пермь;875;Пермская обл.;2 540 998,00;2 609 231,00;-68 233,00;-2,62
290;0;АвтоКредитБанк;1973;Татарстан;2 522 251,00;2 564 616,00;-42 365,00;-1,65
291;21;Онего;2484;Карелия;2 462 343,00;1 977 142,00;485 201,00;24,54
292;3;Социум-Банк;2881;Москва и обл.;2 442 632,00;2 445 846,00;-3 214,00;-0,13
293;0;РБА;3413;Москва и обл.;2 436 452,00;2 457 861,00;-21 409,00;-0,87
294;0;Витабанк;356;Санкт-Петербург и обл.;2 425 830,00;2 452 690,00;-26 860,00;-1,10
295;2;Озон Банк;3516;Москва и обл.;2 399 252,00;2 400 350,00;-1 098,00;-0,05
296;2;ИТ Банк;2609;Омская обл.;2 396 074,00;2 381 198,00;14 876,00;0,62
297;4;Приобье;537;Ханты-Мансийский АО — Югра;2 377 641,00;2 283 991,00;93 650,00;4,10
298;1;ИК Банк;1732;Татарстан;2 352 983,00;2 329 617,00;23 366,00;1,00
299;1;Капитал;575;Москва и обл.;2 344 988,00;2 304 798,00;40 190,00;1,74
300;9;Викинг;2;Санкт-Петербург и обл.;2 327 115,00;2 103 296,00;223 819,00;10,64
301;2;Первый Дортрансбанк;3271;Кировская обл.;2 306 034,00;2 253 349,00;52 685,00;2,34
302;0;Евроальянс;1781;Ивановская обл.;2 290 419,00;2 269 990,00;20 429,00;0,90
303;1;Арзамас;1281;Нижегородская обл.;2 267 278,00;2 246 581,00;20 697,00;0,92
304;1;Костромаселькомбанк;1115;Костромская обл.;2 254 623,00;2 226 464,00;28 159,00;1,26
305;3;ИРС;272;Москва и обл.;2 195 301,00;2 109 088,00;86 213,00;4,09
306;1;Великие Луки Банк;598;Псковская обл.;2 154 705,00;2 208 374,00;-53 669,00;-2,43
307;14;Новый Московский Банк;2932;Москва и обл.;2 146 066,00;1 788 611,00;357 455,00;19,99
308;17;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;2 015 408,00;1 748 098,00;267 310,00;15,29
309;1;Саратов;330;Саратовская обл.;2 004 341,00;2 024 070,00;-19 729,00;-0,97
310;5;Алтынбанк;2070;Татарстан;1 980 059,00;1 918 275,00;61 784,00;3,22
311;0;Икано Банк;3519;Москва и обл.;1 975 890,00;1 991 417,00;-15 527,00;-0,78
312;1;Спутник;1071;Самарская обл.;1 945 221,00;1 972 385,00;-27 164,00;-1,38
313;-45;Сервис Резерв;2034;Москва и обл.;1 899 144,00;3 355 570,00;-1 456 426,00;-43,40
314;4;Сельмашбанк;106;Ростовская обл.;1 850 007,00;1 877 947,00;-27 940,00;-1,49
315;15;Банк РМП;2574;Москва и обл.;1 835 472,00;1 646 290,00;189 182,00;11,49
316;6;Народный Доверительный Банк;2374;Москва и обл.;1 833 742,00;1 770 094,00;63 648,00;3,60
317;-3;Русский Банк Сбережений;779;Ставропольский край;1 801 293,00;1 922 098,00;-120 805,00;-6,29
318;-1;Ноосфера;2650;Республика Алтай;1 790 978,00;1 890 552,00;-99 574,00;-5,27
319;-3;Тексбанк;2756;Карачаево-Черкесия;1 747 940,00;1 892 083,00;-144 143,00;-7,62
320;0;Майкопбанк;1136;Адыгея;1 744 214,00;1 791 924,00;-47 710,00;-2,66
321;18;Мурманский Расчетный Центр;3341;Мурманская обл.;1 742 535,00;1 471 685,00;270 850,00;18,40
322;6;Кузбассхимбанк;2868;Кемеровская обл.;1 723 740,00;1 702 426,00;21 314,00;1,25
323;23;Республиканский Кредитный Альянс;3017;Москва и обл.;1 691 575,00;1 346 708,00;344 867,00;25,61
324;7;Калуга;1151;Калужская обл.;1 685 305,00;1 637 132,00;48 173,00;2,94
325;10;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 652 592,00;1 550 794,00;101 798,00;6,56
326;0;РИБ;2749;Москва и обл.;1 645 546,00;1 730 635,00;-85 089,00;-4,92
327;6;Промсельхозбанк;538;Москва и обл.;1 635 411,00;1 582 520,00;52 891,00;3,34
328;4;Проинвестбанк;784;Пермская обл.;1 634 870,00;1 631 094,00;3 776,00;0,23
329;11;Крона-Банк;2499;Иркутская обл.;1 625 538,00;1 456 382,00;169 156,00;11,61
330;-7;Примтеркомбанк;21;Приморский край;1 607 034,00;1 759 567,00;-152 533,00;-8,67
331;7;МТИ Банк;1052;Москва и обл.;1 590 619,00;1 499 191,00;91 428,00;6,10
332;-3;Вакобанк;1291;Псковская обл.;1 589 693,00;1 671 217,00;-81 524,00;-4,88
333;1;Новокиб;1747;Кемеровская обл.;1 570 999,00;1 570 196,00;803,00;0,05
334;-15;Дом-Банк;3209;Москва и обл.;1 552 911,00;1 839 500,00;-286 589,00;-15,58
335;1;Америкэн Экспресс Банк;3460;Москва и обл.;1 548 226,00;1 540 690,00;7 536,00;0,49
336;1;Элекснет;3314;Москва и обл.;1 519 976,00;1 523 738,00;-3 762,00;-0,25
337;4;Яндекс Банк;3027;Москва и обл.;1 448 585,00;1 420 017,00;28 568,00;2,01
338;4;Руна-Банк;3207;Москва и обл.;1 417 768,00;1 413 499,00;4 269,00;0,30
339;-12;Вкабанк;1027;Астраханская обл.;1 411 639,00;1 707 102,00;-295 463,00;-17,31
340;3;Курган;2568;Курганская обл.;1 398 119,00;1 381 697,00;16 422,00;1,19
341;6;Народный Инвестиционный Банк;2876;Самарская обл.;1 358 178,00;1 294 411,00;63 767,00;4,93
342;12;Росбизнесбанк;1405;Москва и обл.;1 344 240,00;1 159 856,00;184 384,00;15,90
343;2;Прохладный;874;Кабардино-Балкария;1 340 463,00;1 351 827,00;-11 364,00;-0,84
344;0;Столичный Кредит;2853;Москва и обл.;1 295 757,00;1 379 144,00;-83 387,00;-6,05
345;3;Почтобанк;1788;Пермская обл.;1 280 378,00;1 276 092,00;4 286,00;0,34
346;5;Майский;1673;Кабардино-Балкария;1 226 952,00;1 248 724,00;-21 772,00;-1,74
347;8;Р-Инкас;3536;Москва и обл.;1 221 759,00;1 156 750,00;65 009,00;5,62
348;4;Нальчик;695;Кабардино-Балкария;1 208 685,00;1 220 074,00;-11 389,00;-0,93
349;1;Саммит Банк;85;Приморский край;1 204 330,00;1 260 339,00;-56 009,00;-4,44
350;8;Вятич;2796;Рязанская обл.;1 204 164,00;1 148 681,00;55 483,00;4,83
351;-2;Финчер;3486;Москва и обл.;1 159 337,00;1 261 186,00;-101 849,00;-8,08
352;19;Дружба;990;Тюменская обл.;1 152 304,00;860 352,00;291 952,00;33,93
353;-47;Металлург;2877;Москва и обл.;1 149 357,00;2 218 017,00;-1 068 660,00;-48,18
354;2;ЕАТП Банк;1765;Астраханская обл.;1 143 706,00;1 155 808,00;-12 102,00;-1,05
355;-2;Агора;3231;Москва и обл.;1 140 414,00;1 180 246,00;-39 832,00;-3,37
356;3;Байкалкредобанк;2990;Иркутская обл.;1 124 258,00;1 111 773,00;12 485,00;1,12
357;0;Спецстройбанк;236;Москва и обл.;1 119 514,00;1 154 864,00;-35 350,00;-3,06
358;2;Банк РСИ;3415;Москва и обл.;1 112 951,00;1 085 859,00;27 092,00;2,49
359;6;Классик Эконом Банк;3298;Северная Осетия — Алания;1 028 819,00;973 172,00;55 647,00;5,72
360;6;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 026 724,00;950 704,00;76 020,00;8,00
361;0;Соколовский;2830;Москва и обл.;1 026 024,00;1 070 236,00;-44 212,00;-4,13
362;7;Единая касса;3512;Москва и обл.;1 009 529,00;926 646,00;82 883,00;8,94
363;-1;Дон-Тексбанк;1818;Ростовская обл.;1 006 065,00;1 028 493,00;-22 428,00;-2,18
364;0;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;994 164,00;976 573,00;17 591,00;1,80
365;3;Национальный Банк Сбережений;1949;Ивановская обл.;930 231,00;928 658,00;1 573,00;0,17
366;1;Химик;1114;Нижегородская обл.;914 131,00;938 724,00;-24 593,00;-2,62
367;3;Балаково-Банк;444;Саратовская обл.;907 819,00;860 378,00;47 441,00;5,51
368;5;Банк 131;3538;Татарстан;885 108,00;838 394,00;46 714,00;5,57
369;3;Электронный платежный сервис;3509;Москва и обл.;857 527,00;857 527,00;0,00;0
370;8;Максима;3379;Москва и обл.;853 297,00;777 537,00;75 760,00;9,74
371;3;Космос;2245;Москва и обл.;831 997,00;821 707,00;10 290,00;1,25
372;3;Земкомбанк;574;Ростовская обл.;824 796,00;820 231,00;4 565,00;0,56
373;4;Прокоммерцбанк;2996;Москва и обл.;792 628,00;781 188,00;11 440,00;1,46
374;6;Объединенный Банк Республики;1016;Чувашия;785 862,00;758 273,00;27 589,00;3,64
375;-12;Деньги.Мэйл.Ру;3511;Москва и обл.;780 008,00;983 701,00;-203 693,00;-20,71
376;3;Гефест;1046;Тверская обл.;767 959,00;760 915,00;7 044,00;0,93
377;13;Сетевая Расчетная Палата;3332;Татарстан;747 924,00;521 608,00;226 316,00;43,39
378;3;Эко-Инвест;3116;Москва и обл.;740 532,00;710 292,00;30 240,00;4,26
379;-3;РусьРегионБанк;685;Москва и обл.;723 676,00;801 218,00;-77 542,00;-9,68
380;3;Геобанк;2027;Москва и обл.;713 521,00;686 528,00;26 993,00;3,93
381;3;Славянбанк;804;Новгородская обл.;697 617,00;668 907,00;28 710,00;4,29
382;3;Вайлдберриз Банк;841;Москва и обл.;694 955,00;660 431,00;34 524,00;5,23
383;3;Монета.ру;3508;Марий Эл;687 698,00;645 351,00;42 347,00;6,56
384;-2;Межбанковский Кредитный Союз;3242;Москва и обл.;686 332,00;691 105,00;-4 773,00;-0,69
385;3;Таганрогбанк;3136;Ростовская обл.;576 612,00;555 251,00;21 361,00;3,85
386;1;Моби.Деньги;3523;Москва и обл.;558 680,00;558 680,00;0,00;0
387;4;МВС Банк;2407;Дагестан;540 457,00;521 514,00;18 943,00;3,63
388;1;Рента-Банк;3095;Москва и обл.;529 896,00;530 948,00;-1 052,00;-0,20
389;19;Русское Финансовое Общество;3427;Москва и обл.;492 741,00;179 013,00;313 728,00;175,25
390;6;Континенталь;3184;Ставропольский край;436 831,00;425 384,00;11 447,00;2,69
391;2;Платежи и Расчеты;3324;Самарская обл.;429 825,00;467 330,00;-37 505,00;-8,03
392;3;Холмск;503;Сахалинская обл.;392 850,00;430 603,00;-37 753,00;-8,77
393;4;Северстройбанк;3507;Вологодская обл.;387 017,00;415 651,00;-28 634,00;-6,89
394;-2;Банк Берейт;3505;Санкт-Петербург и обл.;387 014,00;496 070,00;-109 056,00;-21,98
395;4;Тайдон;2085;Кемеровская обл.;372 832,00;371 598,00;1 234,00;0,33
396;4;Лэнд Кредит;1478;Москва и обл.;317 217,00;318 373,00;-1 156,00;-0,36
397;6;Синергия;2884;Саратовская обл.;312 611,00;282 918,00;29 693,00;10,50
398;-4;Платежный Стандарт;3530;Новосибирская обл.;311 521,00;441 732,00;-130 211,00;-29,48
399;2;ПэйЮ;3518;Москва и обл.;311 222,00;311 222,00;0,00;0
400;-2;Единая Расчетная Палата;384;Москва и обл.;304 756,00;412 843,00;-108 087,00;-26,18
401;1;Альтернатива;3452;Москва и обл.;280 014,00;283 060,00;-3 046,00;-1,08
402;2;Промсвязьинвест;2761;Дагестан;246 957,00;250 221,00;-3 264,00;-1,30
403;2;Элексир;3533;Москва и обл.;207 469,00;241 096,00;-33 627,00;-13,95
404;3;Красноярский Краевой Расчетный Центр;3483;Красноярский край;197 852,00;214 432,00;-16 580,00;-7,73
405;4;Элплат;3535;Удмуртия;150 708,00;150 708,00;0,00;0
406;4;Премиум;3514;Москва и обл.;144 655,00;144 655,00;0,00;0
407;4;Дальний Восток;3318;Приморский край;127 139,00;128 294,00;-1 155,00;-0,90
408;-2;Нарат;1902;Татарстан;121 965,00;218 298,00;-96 333,00;-44,13
409;3;Перспектива;3532;Омская обл.;119 571,00;119 571,00;0,00;0
410;3;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;119 401,00;114 941,00;4 460,00;3,88
411;3;Инэко;3520;Ивановская обл.;92 211,00;92 211,00;0,00;0
